energy_ev,total_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.88594297,6.15594247,0.40555237,0.12775674,1.44349575,3.09049425,0.01306247,0.71611574,0.06195184,2.23016286
-5.87993997,6.02006937,0.40325585,0.12546335,1.41473947,3.02583662,0.01274970,0.69946875,0.06049345,2.17571372
-5.87393697,5.87834017,0.40017137,0.12334919,1.38584761,2.95722695,0.01241017,0.68387692,0.05888097,2.11725199
-5.86793397,5.73336316,0.39628205,0.12144879,1.35742288,2.88591328,0.01205443,0.66956743,0.05714703,2.05601113
-5.86193097,5.58803021,0.39161091,0.11980534,1.33014785,2.81328484,0.01169404,0.65681050,0.05532860,1.99329419
-5.85592796,5.44544245,0.38622140,0.11847031,1.30476435,2.74083611,0.01134122,0.64591532,0.05346593,1.93043581
-5.84992496,5.30882358,0.38021597,0.11750241,1.28204927,2.67012499,0.01100859,0.63722343,0.05160137,1.86876222
-5.84392196,5.18142381,0.37373281,0.11696599,1.26278729,2.60272666,0.01070879,0.63109955,0.04977804,1.80955101
-5.83791896,5.06641785,0.36694082,0.11692889,1.24774176,2.54018463,0.01045414,0.62792013,0.04803854,1.75399192
-5.83191596,4.96680077,0.36003295,0.11745993,1.23762465,2.48396112,0.01025629,0.62806000,0.04642367,1.70315015
-5.82591296,4.88528550,0.35321844,0.11862594,1.23306680,2.43538853,0.01012591,0.63187742,0.04497119,1.65793371
-5.81990995,4.82420616,0.34671402,0.12048865,1.23458969,2.39562398,0.01007234,0.63969822,0.04371469,1.61906593
-5.81390695,4.78543103,0.34073461,0.12310151,1.24257980,2.36560894,0.01010334,0.65179952,0.04268271,1.58706419
-5.80790395,4.77028873,0.33548393,0.12650647,1.25726669,2.34603539,0.01022482,0.66839384,0.04189790,1.56222571
-5.80190095,4.77951090,0.33114550,0.13073113,1.27870596,2.33732023,0.01044068,0.68961422,0.04137649,1.54462093
-5.79589795,4.81319392,0.32787426,0.13578617,1.30676764,2.33958886,0.01075269,0.71550109,0.04112793,1.53409488
-5.78989495,4.87078165,0.32578948,0.14166328,1.34113103,2.35266887,0.01116035,0.74599170,0.04115482,1.53027622
-5.78389195,4.95107044,0.32496908,0.14833386,1.38128613,2.37609408,0.01166096,0.78091256,0.04145292,1.53259401
-5.77788894,5.05223649,0.32544576,0.15574828,1.42654203,2.40911894,0.01224961,0.81997550,0.04201156,1.54030119
-5.77188594,5.17188511,0.32720510,0.16383608,1.47604212,2.45074274,0.01291935,0.86277782,0.04281409,1.55250419
-5.76588294,5.30712025,0.33018572,0.17250698,1.52878574,2.49974271,0.01366136,0.90880663,0.04383853,1.56819731
-5.75987994,5.45463188,0.33428158,0.18165266,1.58365559,2.55471471,0.01446518,0.95744743,0.04505840,1.58630069
-5.75387694,5.61079810,0.33934617,0.19114938,1.63945003,2.61411987,0.01531904,1.00799690,0.04644362,1.60570026
-5.74787394,5.77179801,0.34519866,0.20086130,1.69491914,2.67633523,0.01621019,1.05967934,0.04796143,1.62528820
-5.74187094,5.93373096,0.35163142,0.21064428,1.74880304,2.73970643,0.01712526,1.11166639,0.04957739,1.64400230
-5.73586793,6.09273757,0.35841884,0.22035019,1.79987119,2.80260011,0.01805070,1.16309919,0.05125638,1.66086265
-5.72986493,6.24511766,0.36532681,0.22983134,1.84696090,2.86345423,0.01897317,1.21311212,0.05296348,1.67500432
-5.72386193,6.38744040,0.37212257,0.23894506,1.88901368,2.92082392,0.01987992,1.26085723,0.05466483,1.68570472
-5.71785893,6.51664240,0.37858438,0.24755794,1.92510778,2.97342148,0.02075925,1.30552828,0.05632841,1.69240467
-5.71185593,6.63010989,0.38451057,0.25554987,1.95448567,3.02014877,0.02160078,1.34638339,0.05792463,1.69472249
-5.70585293,6.72574207,0.38972750,0.26281742,1.97657536,3.06012113,0.02239581,1.38276538,0.05942685,1.69246062
-5.69984992,6.80199337,0.39409617,0.26927656,1.99100463,3.09268196,0.02313753,1.41411890,0.06081174,1.68560481
-5.69384692,6.85789360,0.39751702,0.27486458,1.99760773,3.11740790,0.02382126,1.44000378,0.06205952,1.67431606
-5.68784392,6.89304569,0.39993290,0.27954107,1.99642438,3.13410469,0.02444448,1.46010393,0.06315402,1.65891586
-5.68184092,6.90760221,0.40132986,0.28328808,1.98769125,3.14279439,0.02500694,1.47423170,0.06408270,1.63986567
-5.67583792,6.90222230,0.40173598,0.28610930,1.97182648,3.14369504,0.02551061,1.48232753,0.06483649,1.61774172
-5.66983492,6.87801194,0.40121826,0.28802845,1.94940811,3.13719400,0.02595955,1.48445506,0.06540960,1.59320640
-5.66383192,6.83645088,0.39987761,0.28908694,1.92114762,3.12381655,0.02635978,1.48079220,0.06579928,1.56697763
-5.65782891,6.77931034,0.39784256,0.28934094,1.88785986,3.10419149,0.02671906,1.47161866,0.06600545,1.53979779
-5.65182591,6.70856542,0.39526164,0.28885802,1.85043090,3.07901557,0.02704667,1.45730058,0.06603042,1.51240346
-5.64582291,6.62630682,0.39229513,0.28771353,1.80978544,3.04901840,0.02735310,1.43827324,0.06587856,1.48549754
-5.63981991,6.53465573,0.38910649,0.28598693,1.76685504,3.01492949,0.02764982,1.41502265,0.06555594,1.45972474
-5.63381691,6.43568569,0.38585389,0.28375821,1.72254891,2.97744888,0.02794900,1.38806677,0.06507009,1.43565157
-5.62781391,6.33135458,0.38268220,0.28110457,1.67772815,2.93722245,0.02826324,1.35793740,0.06442970,1.41375145
-5.62181091,6.22344927,0.37971596,0.27809749,1.63318465,2.89482284,0.02860535,1.32516332,0.06364444,1.39439549
-5.61580790,6.11354438,0.37705348,0.27480035,1.58962515,2.85073644,0.02898818,1.29025533,0.06272475,1.37784887
-5.60980490,6.00297625,0.37476240,0.27126660,1.54766091,2.80535652,0.02942445,1.25369364,0.06168174,1.36427296
-5.60380190,5.89283187,0.37287683,0.26753854,1.50780303,2.75898254,0.02992659,1.21591807,0.06052708,1.35373239
-5.59779890,5.78395203,0.37139616,0.26364676,1.47046308,2.71182495,0.03050670,1.17732089,0.05927296,1.34620669
-5.59179590,5.67694711,0.37028555,0.25961019,1.43595844,2.66401480,0.03117645,1.13824271,0.05793201,1.34160527
-5.58579290,5.57222344,0.36947791,0.25543669,1.40452173,2.61561722,0.03194703,1.09897091,0.05651733,1.33978492
-5.57978989,5.47001751,0.36887743,0.25112412,1.37631303,2.56664756,0.03282907,1.05974056,0.05504244,1.34056850
-5.57378689,5.37043532,0.36836417,0.24666183,1.35143412,2.51708910,0.03383256,1.02073746,0.05352126,1.34376367
-5.56778389,5.27349378,0.36779966,0.24203245,1.32994319,2.46691098,0.03496678,0.98210276,0.05196811,1.34918037
-5.56178089,5.17916131,0.36703319,0.23721381,1.31186929,2.41608527,0.03624008,0.94393892,0.05039764,1.35664615
-5.55577789,5.08739486,0.36590831,0.23218105,1.29722505,2.36460213,0.03765972,0.90631634,0.04882476,1.36601821
-5.54977489,4.99817122,0.36426960,0.22690863,1.28601710,2.31248211,0.03923159,0.86928037,0.04726451,1.37719146
-5.54377189,4.91151054,0.36196902,0.22137232,1.27825317,2.25978495,0.04095987,0.83285827,0.04573191,1.39010219
-5.53776888,4.82749091,0.35887190,0.21555100,1.27394563,2.20661446,0.04284664,0.79706574,0.04424180,1.40472700
-5.53176588,4.74625331,0.35486219,0.20942821,1.27311113,2.15311929,0.04489145,0.76191274,0.04280857,1.42107704
-5.52576288,4.66799696,0.34984686,0.20299349,1.27576636,2.09948963,0.04709085,0.72740850,0.04144589,1.43918802
-5.51975988,4.59296559,0.34375930,0.19624335,1.28192033,2.04595020,0.04943788,0.69356535,0.04016643,1.45910644
-5.51375688,4.52142590,0.33656165,0.18918198,1.29156372,1.99275010,0.05192169,0.66040163,0.03898150,1.48087297
-5.50775388,4.45363984,0.32824602,0.18182160,1.30465603,1.94015021,0.05452704,0.62794335,0.03790076,1.50450399
-5.50175088,4.38983285,0.31883462,0.17418251,1.32111154,1.88840894,0.05723407,0.59622487,0.03693183,1.52997247
-5.49574787,4.33016039,0.30837892,0.16629282,1.34078515,1.83776744,0.06001805,0.56528865,0.03607999,1.55718951
-5.48974487,4.27467522,0.29695776,0.15818794,1.36345922,1.78843513,0.06284939,0.53518413,0.03534792,1.58598766
-5.48374187,4.22329792,0.28467480,0.14990977,1.38883247,1.74057652,0.06569374,0.50596605,0.03473546,1.61610746
-5.47773887,4.17579297,0.27165515,0.14150579,1.41651207,1.69430018,0.06851240,0.47769228,0.03423942,1.64718810
-5.47173587,4.13175233,0.25804160,0.13302783,1.44600977,1.64965065,0.07126283,0.45042137,0.03385356,1.67876310
-5.46573287,4.09058807,0.24399038,0.12453086,1.47674263,1.60660372,0.07389950,0.42421002,0.03356860,1.71026169
-5.45972986,4.05153518,0.22966688,0.11607164,1.50803898,1.56506556,0.07637484,0.39911064,0.03337233,1.74101627
-5.45372686,4.01366486,0.21524115,0.10770736,1.53914958,1.52487567,0.07864042,0.37516913,0.03324991,1.77027571
-5.44772386,3.97590815,0.20088366,0.09949426,1.56926385,1.48581367,0.08064825,0.35242301,0.03318422,1.79722438
-5.44172086,3.93708901,0.18676119,0.09148638,1.59753067,1.44760947,0.08235223,0.33089995,0.03315627,1.82100611
-5.43571786,3.89596555,0.17303302,0.08373437,1.62308300,1.40995631,0.08370955,0.31061682,0.03314585,1.84075210
-5.42971486,3.85127722,0.15984765,0.07628443,1.64506522,1.37252601,0.08468214,0.29157922,0.03313206,1.85561156
-5.42371186,3.80179585,0.14733986,0.06917739,1.66266199,1.33498555,0.08523799,0.27378150,0.03309407,1.86478361
-5.41770885,3.74637781,0.13562831,0.06244807,1.67512722,1.29701398,0.08535231,0.25720724,0.03301177,1.86754901
-5.41170585,3.68401447,0.12481366,0.05612470,1.68181175,1.25831895,0.08500855,0.24183006,0.03286644,1.86329998
-5.40570285,3.61387858,0.11497722,0.05022866,1.68218830,1.21865177,0.08419907,0.22761475,0.03264144,1.85156677
-5.39969985,3.53536373,0.10618002,0.04477434,1.67587244,1.17782033,0.08292556,0.21451861,0.03232278,1.83203956
-5.39369685,3.44811518,0.09846242,0.03976924,1.66263847,1.13569913,0.08119915,0.20249280,0.03189957,1.80458464
-5.38769385,3.35205013,0.09184406,0.03521422,1.64242934,1.09223605,0.07904014,0.19148376,0.03136442,1.76925391
-5.38169085,3.24736672,0.08632433,0.03110390,1.61536018,1.04745551,0.07647748,0.18143450,0.03071366,1.72628745
-5.37568784,3.13454113,0.08188301,0.02742722,1.58171518,1.00145795,0.07354788,0.17228573,0.02994745,1.67610888
-5.36968484,3.01431316,0.07848140,0.02416804,1.54193804,0.95441572,0.07029475,0.16397683,0.02906970,1.61931379
-5.36368184,2.88766122,0.07606358,0.02130590,1.49661649,0.90656591,0.06676685,0.15644648,0.02808790,1.55665196
-5.35767884,2.75576802,0.07455801,0.01881671,1.44646168,0.85820026,0.06301685,0.14963324,0.02701279,1.48900413
-5.35167584,2.61997898,0.07387935,0.01667361,1.39228352,0.80965313,0.05909976,0.14347576,0.02585792,1.41735454
-5.34567284,2.48175546,0.07393042,0.01484764,1.33496321,0.76128798,0.05507141,0.13791299,0.02463915,1.34276055
-5.33966983,2.34262511,0.07460442,0.01330856,1.27542421,0.71348323,0.05098689,0.13288416,0.02337407,1.26632072
-5.33366683,2.20413190,0.07578727,0.01202548,1.21460313,0.66661813,0.04689921,0.12832884,0.02208135,1.18914271
-5.32766383,2.06778786,0.07736007,0.01096756,1.15342165,0.62105941,0.04285798,0.12418694,0.02078015,1.11231236
-5.32166083,1.93502868,0.07920170,0.01010454,1.09276068,0.57714924,0.03890839,0.12039887,0.01948948,1.03686515
-5.31565783,1.80717478,0.08119142,0.00940724,1.03343773,0.53519501,0.03509039,0.11690578,0.01822766,0.96376089
-5.30965483,1.68539908,0.08321148,0.00884801,0.97618807,0.49546119,0.03143808,0.11364998,0.01701182,0.89386250
-5.30365183,1.57070228,0.08514976,0.00840107,0.92165022,0.45816355,0.02797935,0.11057553,0.01585743,0.82791926
-5.29764882,1.46389598,0.08690212,0.00804277,0.87035588,0.42346578,0.02473580,0.10762899,0.01477800,0.76655484
-5.29164582,1.36559362,0.08837472,0.00775179,0.82272426,0.39147836,0.02172282,0.10476027,0.01378478,0.71026006
-5.28564282,1.27620861,0.08948598,0.00750932,0.77906055,0.36225961,0.01894988,0.10192360,0.01288666,0.65939007
-5.27963982,1.19595927,0.09016823,0.00729906,0.73955808,0.33581854,0.01642099,0.09907855,0.01209006,0.61416580
-5.27363682,1.12487920,0.09036897,0.00710729,0.70430360,0.31211933,0.01413527,0.09619092,0.01139896,0.57467894
-5.26763382,1.06283250,0.09005168,0.00692284,0.67328509,0.29108694,0.01208764,0.09323368,0.01081499,0.54090004
-5.26163082,1.00953250,0.08919620,0.00673697,0.64640158,0.27261357,0.01026950,0.09018763,0.01033759,0.51268908
-5.25562781,0.96456305,0.08779855,0.00654328,0.62347419,0.25656573,0.00866953,0.08704199,0.00996425,0.48980800
-5.24962481,0.92740160,0.08587039,0.00633758,0.60425811,0.24279145,0.00727435,0.08379466,0.00969075,0.47193464
-5.24362181,0.89744320,0.08343795,0.00611772,0.58845498,0.23112764,0.00606930,0.08045238,0.00951151,0.45867761
-5.23761881,0.87402490,0.08054064,0.00588340,0.57572545,0.22140717,0.00503904,0.07703055,0.00941989,0.44959178
-5.23161581,0.85645013,0.07722928,0.00563603,0.56570153,0.21346578,0.00416819,0.07355294,0.00940858,0.44419409
-5.22561281,0.84401271,0.07356423,0.00537856,0.55799887,0.20714854,0.00344179,0.07005119,0.00946998,0.44197932
-5.21960980,0.83602035,0.06961325,0.00511532,0.55222864,0.20231599,0.00284580,0.06656427,0.00959658,0.44243578
-5.21360680,0.83181750,0.06544945,0.00485194,0.54800916,0.19884981,0.00236746,0.06313783,0.00978135,0.44506064
-5.20760380,0.83080728,0.06114930,0.00459525,0.54497712,0.19665809,0.00199557,0.05982364,0.01001811,0.44937477
-5.20160080,0.83247250,0.05679080,0.00435329,0.54279847,0.19568004,0.00172074,0.05667906,0.01030192,0.45493683
-5.19559780,0.83639532,0.05245195,0.00413532,0.54117875,0.19589033,0.00153555,0.05376662,0.01062935,0.46135649
-5.18959480,0.84227540,0.04820956,0.00395195,0.53987294,0.19730270,0.00143466,0.05115385,0.01099883,0.46830640
-5.18359180,0.84994587,0.04413847,0.00381526,0.53869432,0.19997294,0.00141488,0.04891325,0.01141082,0.47553276
-5.17758879,0.85938681,0.04031119,0.00373908,0.53752250,0.20400098,0.00147517,0.04712240,0.01186803,0.48286394
-5.17158579,0.87073545,0.03679801,0.00373925,0.53630993,0.20953204,0.00161665,0.04586434,0.01237543,0.49021706
-5.16558279,0.88429261,0.03366753,0.00383399,0.53508696,0.21675641,0.00184244,0.04522807,0.01294027,0.49760198
-5.15957979,0.90052456,0.03098761,0.00404429,0.53396482,0.22590806,0.00215763,0.04530909,0.01357197,0.50512259
-5.15357679,0.92005996,0.02882661,0.00439435,0.53313654,0.23726146,0.00256902,0.04621003,0.01428183,0.51297493
-5.14757379,0.94368129,0.02725498,0.00491200,0.53287541,0.25112687,0.00308497,0.04804119,0.01508269,0.52144229
-5.14157079,0.97231050,0.02634696,0.00562918,0.53353090,0.26784369,0.00371506,0.05092094,0.01598846,0.53088690
-5.13556778,1.00698885,0.02618231,0.00658227,0.53552194,0.28777212,0.00446977,0.05497591,0.01701355,0.54173862
-5.12956478,1.04885113,0.02684809,0.00781249,0.53932780,0.31128296,0.00536006,0.06034084,0.01817215,0.55448056
-5.12356178,1.09909454,0.02844010,0.00936606,0.54547646,0.33874589,0.00639692,0.06715800,0.01947750,0.56963222
-5.11755878,1.15894313,0.03106408,0.01129430,0.55453095,0.37051641,0.00759084,0.07557616,0.02094106,0.58773047
-5.11155578,1.22960852,0.03483643,0.01365360,0.56707397,0.40692183,0.00895123,0.08574902,0.02257172,0.60930909
-5.10555278,1.31224831,0.03988429,0.01650505,0.58369116,0.44824671,0.01048581,0.09783301,0.02437492,0.63487752
-5.09954977,1.40792333,0.04634495,0.01991401,0.60495369,0.49471841,0.01219995,0.11198452,0.02635200,0.66489964
-5.09354677,1.51755534,0.05436441,0.02394929,0.63140055,0.54649325,0.01409608,0.12835655,0.02849945,0.69977333
-5.08754377,1.64188688,0.06409512,0.02868220,0.66352120,0.60364401,0.01617307,0.14709476,0.03080845,0.73981179
-5.08154077,1.78144468,0.07569271,0.03418523,0.70173916,0.66614929,0.01842565,0.16833312,0.03326452,0.78522719
-5.07553777,1.93650841,0.08931188,0.04053063,0.74639699,0.73388554,0.02084396,0.19218909,0.03584737,0.83611761
-5.06953477,2.10708611,0.10510137,0.04778866,0.79774328,0.80662219,0.02341325,0.21875867,0.03853101,0.89245770
-5.06353177,2.29289763,0.12319824,0.05602582,0.85592195,0.88402037,0.02611359,0.24811129,0.04128414,0.95409369
-5.05752876,2.49336715,0.14372149,0.06530290,0.92096438,0.96563563,0.02891996,0.28028492,0.04407068,1.02074297
-5.05152576,2.70762535,0.16676534,0.07567310,0.99278459,1.05092475,0.03180233,0.31528147,0.04685066,1.09199848
-5.04552276,2.93452189,0.19239237,0.08718019,1.07117761,1.13925671,0.03472614,0.35306279,0.04958130,1.16733781
-5.03951976,3.17264788,0.22062685,0.09985692,1.15582139,1.22992766,0.03765283,0.39354749,0.05221822,1.24613684
-5.03351676,3.42036811,0.25144865,0.11372364,1.24628197,1.32217938,0.04054073,0.43660875,0.05471691,1.32768745
-5.02751376,3.67586225,0.28478802,0.12878735,1.34202207,1.41522080,0.04334598,0.48207336,0.05703420,1.41121871
-5.02151076,3.93717355,0.32052157,0.14504116,1.44241279,1.50825172,0.04602382,0.52972211,0.05912982,1.49592085
-5.01550775,4.20226371,0.35846987,0.16246429,1.54674818,1.60048792,0.04852977,0.57929170,0.06096788,1.58097101
-5.00950475,4.46907174,0.39839690,0.18102257,1.65426217,1.69118654,0.05082108,0.63047807,0.06251831,1.66555988
-5.00350175,4.73557474,0.44001152,0.20066949,1.76414750,1.77967075,0.05285810,0.68294131,0.06375810,1.74891812
-4.99749875,4.99984809,0.48297110,0.22134773,1.87557582,1.86535260,0.05460558,0.73631177,0.06467231,1.83034146
-4.99149575,5.26012257,0.52688736,0.24299118,1.98771840,1.94775291,0.05603397,0.79019751,0.06525485,1.90921342
-4.98549275,5.51483599,0.57133421,0.26552718,2.09976660,2.02651740,0.05712050,0.84419254,0.06550891,1.98502473
-4.97948974,5.76267683,0.61585748,0.28887904,2.21095114,2.10142806,0.05784999,0.89788567,0.06544705,2.05738834
-4.97348674,6.00261783,0.65998609,0.31296863,2.32055962,2.17240928,0.05821549,0.95086958,0.06509099,2.12604958
-4.96748374,6.23393781,0.70324429,0.33771875,2.42795108,2.23952825,0.05821860,1.00274964,0.06447099,2.19089060
-4.96148074,6.45623032,0.74516438,0.36305538,2.53256718,2.30298954,0.05786946,1.05315227,0.06362490,2.25192902
-4.95547774,6.66939852,0.78529942,0.38890946,2.63393927,2.36312396,0.05718644,1.10173215,0.06259703,2.30931050
-4.94947474,6.87363608,0.82323531,0.41521814,2.73169088,2.42037211,0.05619556,1.14817830,0.06143659,2.36329561
-4.94347174,7.06939475,0.85860160,0.44192549,2.82553545,2.47526327,0.05492954,1.19221848,0.06019605,2.41424121
-4.93746873,7.25733982,0.89108073,0.46898255,2.91526939,2.52839043,0.05342676,1.23362198,0.05892939,2.46257731
-4.93146573,7.43829542,0.92041503,0.49634673,3.00076074,2.58038274,0.05172992,1.27220051,0.05769020,2.50878017
-4.92546273,7.61318200,0.94641138,0.52398072,3.08193394,2.63187626,0.04988462,1.30780749,0.05652981,2.55334286
-4.91945973,7.78294916,0.96894336,0.55185080,3.15875174,2.68348457,0.04793787,1.34033565,0.05549558,2.59674460
-4.91345673,7.94850680,0.98795068,0.57992490,3.23119510,2.73577040,0.04593660,1.36971335,0.05462921,2.63942035
-4.90745373,8.11065833,1.00343638,0.60817041,3.29924246,2.78921939,0.04392624,1.39589990,0.05396538,2.68173197
-4.90145073,8.27003893,1.01546166,0.63655194,3.36284967,2.84421733,0.04194942,1.41888031,0.05353052,2.72394253
-4.89544772,8.42706238,1.02413911,0.66502918,3.42193184,2.90103162,0.04004479,1.43865969,0.05334196,2.76619496
-4.88944472,8.58187889,1.02962443,0.69355503,3.47634848,2.95979765,0.03824607,1.45525804,0.05340743,2.80849620
-4.88344172,8.73434626,1.03210747,0.72207401,3.52589297,3.02051070,0.03658139,1.46870540,0.05372481,2.85070777
-4.87743872,8.88401572,1.03180285,0.75052109,3.57028721,3.08302338,0.03507273,1.47903802,0.05428233,2.89254327
-4.87143572,9.03013309,1.02894075,0.77882096,3.60918204,3.14704855,0.03373572,1.48629549,0.05505905,2.93357304
-4.86543272,9.17165512,1.02375837,0.80688768,3.64216355,3.21216741,0.03257962,1.49051916,0.05602571,2.97323595
-4.85942971,9.30727998,1.01649216,0.83462462,3.66876522,3.27784217,0.03160754,1.49175169,0.05714581,3.01085771
-4.85342671,9.43549004,1.00737136,0.86192476,3.68848516,3.34343239,0.03081679,1.49003782,0.05837701,3.04567491
-4.84742371,9.55460480,0.99661276,0.88867108,3.70080772,3.40821437,0.03019950,1.48542601,0.05967270,3.07686376
-4.84142071,9.66284089,0.98441680,0.91473703,3.70522827,3.47140229,0.02974325,1.47797087,0.06098362,3.10357205
-4.83541771,9.75837618,0.97096502,0.93998706,3.70127959,3.53217040,0.02943182,1.46773603,0.06225974,3.12495282
-4.82941471,9.83941472,0.95641856,0.96427705,3.68855872,3.58967519,0.02924604,1.45479706,0.06345193,3.14019831
-4.82341171,9.90424963,0.94091775,0.98745475,3.66675232,3.64307678,0.02916460,1.43924426,0.06451370,3.14857244
-4.81740870,9.95132093,0.92458239,1.00936019,3.63565953,3.69155875,0.02916486,1.42118504,0.06540278,3.14944039
-4.81140570,9.97926631,0.90751271,1.02982626,3.59521070,3.73434611,0.02922360,1.40074553,0.06608253,3.14229409
-4.80540270,9.98696292,0.88979061,1.04867942,3.54548126,3.77072081,0.02931780,1.37807143,0.06652305,3.12677246
-4.79939970,9.97355923,0.87148131,1.06574087,3.48669980,3.80003490,0.02942523,1.35332796,0.06670210,3.10267577
-4.79339670,9.93849643,0.85263497,1.08082823,3.41925011,3.82172109,0.02952499,1.32669883,0.06660569,3.06997358
-4.78739370,9.88151964,0.83328857,1.09375785,3.34366703,3.83530111,0.02959802,1.29838443,0.06622835,3.02880635
-4.78139070,9.80267951,0.81346775,1.10434804,3.26062658,3.84039190,0.02962743,1.26859925,0.06557314,2.97948084
-4.77538769,9.70232537,0.79318874,1.11242295,3.17093081,3.83671000,0.02959879,1.23756872,0.06465126,2.92245981
-4.76938469,9.58109135,0.77246048,1.11781748,3.07548820,3.82407448,0.02950031,1.20552577,0.06348159,2.85834701
-4.76338169,9.43987695,0.75128674,1.12038278,2.97529083,3.80240851,0.02932297,1.17270707,0.06208977,2.78786808
-4.75737869,9.27982356,0.72966856,1.11999234,2.87138922,3.77174003,0.02906054,1.13934945,0.06050735,2.71184882
-4.75137569,9.10228843,0.70760669,1.11654841,2.76486610,3.73220139,0.02870957,1.10568645,0.05877062,2.63119153
-4.74537269,8.90881730,0.68510428,1.10998828,2.65681032,3.68402825,0.02826930,1.07194514,0.05691952,2.54685089
-4.73936968,8.70111660,0.66216957,1.10029024,2.54829183,3.62755744,0.02774155,1.03834351,0.05499643,2.45981014
-4.73336668,8.48102594,0.63881852,1.08747861,2.44033869,3.56322399,0.02713052,1.00508827,0.05304512,2.37105851
-4.72736368,8.25049133,0.61507734,1.07162765,2.33391690,3.49155683,0.02644264,0.97237320,0.05110968,2.28157072
-4.72136068,8.01153916,0.59098462,1.05286377,2.22991356,3.41317325,0.02568630,0.94037801,0.04923362,2.19228889
-4.71535768,7.76625100,0.56659314,1.03136593,2.12912368,3.32877182,0.02487162,0.90926768,0.04745914,2.10410736
-4.70935468,7.51673903,0.54197095,1.00736399,2.03224091,3.23912371,0.02401016,0.87919218,0.04582649,2.01786055
-4.70335168,7.26512182,0.51720188,0.98113484,1.93985212,3.14506224,0.02311464,0.85028663,0.04437354,1.93431369
-4.69734867,7.01350035,0.49238523,0.95299652,1.85243565,3.04747085,0.02219866,0.82267159,0.04313545,1.85415650
-4.69134567,6.76393395,0.46763477,0.92330029,1.77036292,2.94726955,0.02127635,0.79645370,0.04214449,1.77799922
-4.68534267,6.51841634,0.44307687,0.89242127,1.69390315,2.84540000,0.02036204,0.77172629,0.04142991,1.70637088
-4.67933967,6.27885170,0.41884812,0.86074769,1.62323040,2.74280974,0.01947002,0.74857020,0.04101789,1.63971920
-4.67333667,6.04703116,0.39509227,0.82866962,1.55843268,2.64043577,0.01861411,0.72705439,0.04093145,1.57841173
-4.66733367,5.82460988,0.37195697,0.79656747,1.49952249,2.53918823,0.01780743,0.70723670,0.04119040,1.52273783
-4.66133067,5.61308552,0.34959017,0.76480099,1.44644802,2.43993439,0.01706208,0.68916427,0.04181111,1.47291095
-4.65532766,5.41377836,0.32813668,0.73369931,1.39910482,2.34348381,0.01638885,0.67287390,0.04280634,1.42907110
-4.64932466,5.22781389,0.30773487,0.70355249,1.35734703,2.25057490,0.01579696,0.65839214,0.04418482,1.39128702
-4.64332166,5.05610838,0.28851385,0.67460505,1.32099805,2.16186358,0.01529389,0.64573516,0.04595081,1.35955810
