energy_ev,total_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.68184092,6.89415206,0.96176152,0.49544011,5.37674208,1.56489737,0.00527419,2.81458267,0.10231969,1.81744280
-5.67583792,7.05062639,0.97049194,0.50632612,5.50214348,1.60744205,0.00547211,2.87790270,0.10797111,1.86049034
-5.66983492,7.19237476,0.97753156,0.51596967,5.60961941,1.64491808,0.00564547,2.93280932,0.11408201,1.90197752
-5.66383192,7.31822705,0.98269478,0.52436204,5.69733905,1.67674598,0.00579255,2.97852070,0.12068186,1.94186053
-5.65782891,7.42739412,0.98584245,0.53153365,5.76377342,1.70245158,0.00591233,3.01441294,0.12779862,1.98018732
-5.65182591,7.51949340,0.98688822,0.53755368,5.80775342,1.72168164,0.00600453,3.04004290,0.13545679,2.01709324
-5.64582291,7.59455765,0.98580275,0.54252768,5.82851848,1.73421581,0.00606955,3.05516569,0.14367522,2.05279095
-5.63981991,7.65302515,0.98261552,0.54659336,5.82575237,1.73997404,0.00610850,3.05974569,0.15246456,2.08755469
-5.63381691,7.69571079,0.97741402,0.54991446,5.79960411,1.73901908,0.00612312,3.05395994,0.16182459,2.12169931
-5.62781391,7.72375840,0.97034019,0.55267303,5.75069196,1.73155355,0.00611567,3.03819357,0.17174147,2.15555496
-5.62181091,7.73857627,0.96158428,0.55506041,5.68008986,1.71791184,0.00608883,3.01302704,0.18218514,2.18943853
-5.61580790,7.74175845,0.95137626,0.55726727,5.58929644,1.69854684,0.00604556,2.97921555,0.19310694,2.22362348
-5.60980490,7.73499605,0.93997523,0.55947328,5.48018768,1.67401233,0.00598900,2.93766146,0.20443777,2.25830964
-5.60380190,7.71998295,0.92765742,0.56183686,5.35495539,1.64494167,0.00592224,2.88938102,0.21608674,2.29359482
-5.59779890,7.69832132,0.91470325,0.56448565,5.21603430,1.61202385,0.00584827,2.83546687,0.22794076,2.32945022
-5.59179590,7.67143241,0.90138427,0.56750815,5.06602128,1.57597810,0.00576979,2.77704838,0.23986491,2.36570125
-5.58579290,7.64047759,0.88795065,0.57094708,4.90759055,1.53752830,0.00568911,2.71525150,0.25170393,2.40201531
-5.57978989,7.60629465,0.87461983,0.57479485,4.74340890,1.49737829,0.00560808,2.65116038,0.26328470,2.43789764
-5.57378689,7.56935287,0.86156698,0.57899141,4.57605476,1.45618936,0.00552801,2.58578244,0.27441978,2.47269603
-5.56778389,7.52972982,0.84891790,0.58342471,4.40794481,1.41456085,0.00544966,2.52001853,0.28491191,2.50561449
-5.56178089,7.48711096,0.83674436,0.58793375,4.24127087,1.37301458,0.00537321,2.45463937,0.29455936,2.53573565
-5.55577789,7.44081212,0.82506250,0.59231408,4.07794956,1.33198376,0.00529832,2.39026929,0.30316190,2.56205089
-5.54977489,7.38982337,0.81383399,0.59632568,3.91958605,1.29180647,0.00522418,2.32737741,0.31052714,2.58349699
-5.54377189,7.33287139,0.80296995,0.59970252,3.76745254,1.25272387,0.00514958,2.26627642,0.31647704,2.59899746
-5.53776888,7.26849649,0.79233734,0.60216372,3.62248113,1.21488279,0.00507301,2.20712837,0.32085419,2.60750643
-5.53176588,7.19513966,0.78176730,0.60342538,3.48527031,1.17834213,0.00499279,2.14995664,0.32352766,2.60805300
-5.52576288,7.11123425,0.77106507,0.60321284,3.35610320,1.14308265,0.00490717,2.09466293,0.32439799,2.59978358
-5.51975988,7.01529725,0.76002072,0.60127250,3.23497573,1.10901904,0.00481444,2.04104802,0.32340123,2.58200021
-5.51375688,6.90601482,0.74842035,0.59738280,3.12163218,1.07601378,0.00471304,1.98883481,0.32051172,2.55419283
-5.50775388,6.78231768,0.73605686,0.59136378,3.01560587,1.04389159,0.00460167,1.93769230,0.31574350,2.51606394
-5.50175088,6.64344272,0.72274009,0.58308483,2.91626246,1.01245405,0.00447934,1.88725920,0.30915025,2.46754452
-5.49574787,6.48897792,0.70830562,0.57247032,2.82284368,0.98149331,0.00434544,1.83716598,0.30082378,2.40880057
-5.48974487,6.31888933,0.69262205,0.55950282,2.73450980,0.95080464,0.00419976,1.78705465,0.29089120,2.34023013
-5.48374187,6.13352955,0.67559647,0.54422402,2.65037917,0.92019719,0.00404254,1.73659545,0.27951075,2.26245127
-5.47773887,5.93362847,0.65717802,0.52673325,2.56956386,0.88950278,0.00387440,1.68550021,0.26686672,2.17628178
-5.47173587,5.72026817,0.63735948,0.50718374,2.49120084,0.85858255,0.00369638,1.63353225,0.25316350,2.08271201
-5.46573287,5.49484431,0.61617718,0.48577712,2.41447818,0.82733155,0.00350982,1.58051296,0.23861922,1.98287228
-5.45972986,5.25901719,0.59370917,0.46275616,2.33865658,0.79568133,0.00331635,1.52632529,0.22345907,1.87799664
-5.45372686,5.01465591,0.57007210,0.43839648,2.26308625,0.76360075,0.00311780,1.47091463,0.20790882,1.76938493
-5.44772386,4.76377907,0.54541705,0.41299743,2.18721972,0.73109532,0.00291616,1.41428758,0.19218863,1.65836484
-5.44172086,4.50849528,0.51992464,0.38687269,2.11062096,0.69820539,0.00271343,1.35650908,0.17650742,1.54625566
-5.43571786,4.25094649,0.49379964,0.36034096,2.03297126,0.66500333,0.00251165,1.29769837,0.16105811,1.43433523
-5.42971486,3.99325647,0.46726558,0.33371715,1.95407246,0.63159026,0.00231274,1.23802425,0.14601371,1.32381118
-5.42371186,3.73748639,0.44055944,0.30730440,1.87384766,0.59809224,0.00211849,1.17769994,0.13152439,1.21579746
-5.41770885,3.48559847,0.41392663,0.28138713,1.79233989,0.56465647,0.00193054,1.11697778,0.11771566,1.11129642
-5.41170585,3.23942841,0.38761661,0.25622540,1.70970869,0.53144736,0.00175029,1.05614395,0.10468751,1.01118686
-5.40570285,3.00066640,0.36187893,0.23205058,1.62622484,0.49864278,0.00157891,0.99551326,0.09251444,0.91621777
-5.39969985,2.77084606,0.33696010,0.20906246,1.54226319,0.46643039,0.00141731,0.93542394,0.08124645,0.82700730
-5.39369685,2.55134051,0.31310088,0.18742771,1.45829365,0.43500424,0.00126616,0.87623255,0.07091060,0.74404649
-5.38769385,2.34336408,0.29053429,0.16727960,1.37487027,0.40456150,0.00112591,0.81830879,0.06151319,0.66770673
-5.38169085,2.14797827,0.26948397,0.14871883,1.29261863,0.37529937,0.00099675,0.76203014,0.05304236,0.59825021
-5.37568784,1.96610056,0.25016295,0.13181533,1.21222152,0.34741212,0.00087870,0.70777640,0.04547084,0.53584233
-5.36968484,1.79851453,0.23277253,0.11661077,1.13440316,0.32108823,0.00077159,0.65592400,0.03875889,0.48056515
-5.36368184,1.64588006,0.21750134,0.10312157,1.05991229,0.29650758,0.00067510,0.60684005,0.03285718,0.43243103
-5.35767884,1.50874254,0.20452421,0.09134227,0.98950434,0.27383875,0.00058882,0.56087631,0.02770951,0.39139557
-5.35167584,1.38754022,0.19400086,0.08124899,0.92392323,0.25323628,0.00051222,0.51836303,0.02325533,0.35736939
-5.34567284,1.28260915,0.18607436,0.07280280,0.86388317,0.23483803,0.00044472,0.47960281,0.01943195,0.33022811
-5.33966983,1.19418552,0.18086916,0.06595291,0.81005087,0.21876264,0.00038570,0.44486472,0.01617653,0.30982027
-5.33366683,1.12240528,0.17848884,0.06063949,0.76302878,0.20510702,0.00033451,0.41437863,0.01342757,0.29597301
-5.32766383,1.06730142,0.17901345,0.05679619,0.72333972,0.19394405,0.00029053,0.38833012,0.01112619,0.28849551
-5.32166083,1.02879917,0.18249662,0.05435209,0.69141330,0.18532050,0.00025312,0.36685605,0.00921705,0.28718039
-5.31565783,1.00671011,0.18896256,0.05323325,0.66757470,0.17925517,0.00022168,0.35004093,0.00764900,0.29180323
-5.30965483,1.00072569,0.19840305,0.05336392,0.65203594,0.17573751,0.00019564,0.33791427,0.00637540,0.30212074
-5.30365183,1.01041117,0.21077464,0.05466721,0.64489008,0.17472660,0.00017445,0.33044913,0.00535433,0.31786798
-5.29764882,1.03520101,0.22599635,0.05706560,0.64610853,0.17615071,0.00015762,0.32756181,0.00454853,0.33875511
-5.29164582,1.07439646,0.24394799,0.06048121,0.65554169,0.17990752,0.00014468,0.32911296,0.00392526,0.36446432
-5.28564282,1.12716641,0.26446939,0.06483586,0.67292295,0.18586502,0.00013523,0.33491003,0.00345603,0.39464730
-5.27963982,1.19255203,0.28736074,0.07005120,0.69787606,0.19386319,0.00012890,0.34471124,0.00311629,0.42892392
-5.27363682,1.26947597,0.31238423,0.07604882,0.72992589,0.20371648,0.00012534,0.35823085,0.00288507,0.46688234
-5.26763382,1.35675626,0.33926700,0.08275054,0.76851225,0.21521720,0.00012426,0.37514588,0.00274458,0.50808096
-5.26163082,1.45312504,0.36770557,0.09007884,0.81300660,0.22813957,0.00012544,0.39510404,0.00267990,0.55205231
-5.25562781,1.55725199,0.39737162,0.09795749,0.86273117,0.24224466,0.00012866,0.41773269,0.00267857,0.59830892
-5.24962481,1.66777163,0.42791899,0.10631243,0.91697991,0.25728588,0.00013377,0.44264867,0.00273032,0.64635115
-5.24362181,1.78331402,0.45899176,0.11507286,0.97504076,0.27301496,0.00014068,0.46946861,0.00282677,0.69567652
-5.23761881,1.90253737,0.49023305,0.12417254,1.03621833,0.28918827,0.00014935,0.49781948,0.00296121,0.74579036
-5.23161581,2.02416157,0.52129414,0.13355118,1.09985616,0.30557316,0.00015983,0.52734890,0.00312835,0.79621722
-5.22561281,2.14700091,0.55184369,0.14315597,1.16535782,0.32195413,0.00017221,0.55773482,0.00332426,0.84651245
-5.21960980,2.26999460,0.58157635,0.15294315,1.23220569,0.33813858,0.00018671,0.58869420,0.00354613,0.89627335
-5.21360680,2.39223348,0.61022058,0.16287949,1.29997679,0.35396183,0.00020363,0.61999015,0.00379228,0.94514945
-5.20760380,2.51298167,0.63754516,0.17294379,1.36835459,0.36929116,0.00022340,0.65143734,0.00406204,0.99285112
-5.20160080,2.63169179,0.66336409,0.18312812,1.43713639,0.38402869,0.00024658,0.68290521,0.00435577,1.03915636
-5.19559780,2.74801314,0.68753958,0.19343899,1.50623545,0.39811299,0.00027388,0.71431878,0.00467481,1.08391509
-5.18959480,2.86179202,0.70998312,0.20389828,1.57567785,0.41151910,0.00030620,0.74565694,0.00502153,1.12705108
-5.18359180,2.97306438,0.73065442,0.21454394,1.64559365,0.42425717,0.00034459,0.77694828,0.00539934,1.16856115
-5.17758879,3.08204082,0.74955844,0.22543046,1.71620285,0.43636958,0.00039035,0.80826432,0.00581274,1.20851198
-5.17158579,3.18908482,0.76674065,0.23662916,1.78779628,0.44792668,0.00044494,0.83971059,0.00626733,1.24703461
-5.16558279,3.29468511,0.78228086,0.24822816,1.86071212,0.45902142,0.00051009,0.87141577,0.00676990,1.28431703
-5.15957979,3.39942341,0.79628598,0.26033217,1.93530903,0.46976287,0.00058772,0.90351928,0.00732840,1.32059535
-5.15357679,3.50393927,0.80888219,0.27306194,2.01193674,0.48026924,0.00068001,0.93615795,0.00795197,1.35614396
-5.14757379,3.60889337,0.82020692,0.28655343,2.09090537,0.49066035,0.00078930,0.96945214,0.00865090,1.39126519
-5.14157079,3.71493098,0.83040121,0.30095663,2.17245484,0.50105019,0.00091815,1.00349217,0.00943660,1.42627899
-5.13556778,3.82264724,0.83960279,0.31643393,2.25672548,0.51153979,0.00106924,1.03832542,0.01032141,1.46151307
-5.12956478,3.93255553,0.84794030,0.33315798,2.34373146,0.52221064,0.00124535,1.07394491,0.01131848,1.49729371
-5.12356178,4.04506014,0.85552895,0.35130906,2.43333802,0.53311913,0.00144928,1.11027976,0.01244150,1.53393768
-5.11755878,4.16043430,0.86246774,0.37107171,2.52524390,0.54429215,0.00168377,1.14718818,0.01370439,1.57174520
-5.11155578,4.27880421,0.86883846,0.39263084,2.61896991,0.55572405,0.00195142,1.18445325,0.01512087,1.61099420
-5.10555278,4.40013943,0.87470630,0.41616700,2.71385441,0.56737516,0.00225455,1.22178202,0.01670402,1.65193569
-5.09954977,4.52424992,0.88012208,0.44185110,2.80905646,0.57917195,0.00259509,1.25880785,0.01846573,1.69479016
-5.09354677,4.65078953,0.88512574,0.46983860,2.90356680,0.59100872,0.00297446,1.29509633,0.02041613,1.73974502
-5.08754377,4.77926569,0.88975099,0.50026308,2.99622680,0.60275096,0.00339345,1.33015459,0.02256293,1.78695263
-5.08154077,4.90905479,0.89403053,0.53322978,3.08575502,0.61424000,0.00385206,1.36344372,0.02491076,1.83652909
-5.07553777,5.03942252,0.89800172,0.56880893,3.17078092,0.62529902,0.00434942,1.39439412,0.02746064,1.88855339
-5.06953477,5.16954841,0.90171201,0.60702946,3.24988443,0.63573997,0.00488366,1.42242317,0.03020928,1.94306692
-5.06353177,5.29855354,0.90522403,0.64787321,3.32164057,0.64537121,0.00545185,1.44695467,0.03314868,2.00007328
-5.05752876,5.42553042,0.90861964,0.69127005,3.38466710,0.65400559,0.00604994,1.46743927,0.03626569,2.05953823
-5.05152576,5.54957382,0.91200290,0.73709415,3.43767374,0.66146842,0.00667275,1.48337521,0.03954182,2.12138992
-5.04552276,5.66981131,0.91550148,0.78516174,3.47951082,0.66760529,0.00731404,1.49432839,0.04295316,2.18551920
-5.03951976,5.78543246,0.91926643,0.83523055,3.50921538,0.67228906,0.00796652,1.49995099,0.04647057,2.25178016
-5.03351676,5.89571530,0.92347003,0.88700105,3.52605262,0.67542601,0.00862201,1.49999784,0.05006000,2.31999094
-5.02751376,6.00004901,0.92830197,0.94011969,3.52955089,0.67696065,0.00927161,1.49433972,0.05368311,2.38993460
-5.02151076,6.09795193,0.93396362,0.99418400,3.51952838,0.67687902,0.00990588,1.48297289,0.05729811,2.46136036
-5.01550775,6.18908407,0.94066085,1.04874947,3.49611023,0.67521045,0.01051513,1.46602458,0.06086073,2.53398499
-5.00950475,6.27325365,0.94859545,1.10333815,3.45973511,0.67202755,0.01108964,1.44375384,0.06432545,2.60749453
-5.00350175,6.35041755,0.95795581,1.15744851,3.41115077,0.66744452,0.01161998,1.41654786,0.06764682,2.68154635
-4.99749875,6.42067585,0.96890701,1.21056643,3.35139850,0.66161389,0.01209733,1.38491379,0.07078093,2.75577160
-4.99149575,6.48426090,0.98158111,1.26217686,3.28178733,0.65472178,0.01251373,1.34946641,0.07368690,2.82977833
-4.98549275,6.54152202,0.99606812,1.31177571,3.20385871,0.64698209,0.01286238,1.31091206,0.07632833,2.90315520
-4.97948974,6.59290677,1.01240819,1.35888178,3.11934346,0.63862976,0.01313789,1.27002971,0.07867476,2.97547617
-4.97348674,6.63894030,1.03058560,1.40304812,3.03011267,0.62991353,0.01333647,1.22764986,0.08070295,3.04630630
-4.96748374,6.68020421,1.05052510,1.44387270,2.93812472,0.62108849,0.01345611,1.18463208,0.08239807,3.11520873
-4.96148074,6.71731633,1.07209089,1.48100786,2.84537073,0.61240892,0.01349662,1.14184232,0.08375457,3.18175305
-4.95547774,6.75091270,1.09508852,1.51416852,2.75382040,0.60412148,0.01345975,1.10013069,0.08477687,3.24552502
-4.94947474,6.78163279,1.11926987,1.54313872,2.66537063,0.59645920,0.01334908,1.06031051,0.08547976,3.30613751
-4.94347174,6.81010857,1.14434093,1.56777649,2.58179847,0.58963648,0.01316996,1.02313949,0.08588845,3.36324249
-4.93746873,6.83695753,1.16997229,1.58801678,2.50472002,0.58384497,0.01292937,0.98930333,0.08603833,3.41654343
-4.93146573,6.86277941,1.19581170,1.60387252,2.43555630,0.57925071,0.01263569,0.95940222,0.08597435,3.46580771
-4.92546273,6.88815585,1.22149812,1.61543357,2.37550679,0.57599211,0.01229846,0.93394049,0.08575018,3.51087820
-4.91945973,6.91365171,1.24667645,1.62286369,2.32553088,0.57417898,0.01192809,0.91331921,0.08542692,3.55168303
-4.91345673,6.93981667,1.27101209,1.62639552,2.28633700,0.57389218,0.01153557,0.89783182,0.08507159,3.58824283
-4.90745373,6.96718549,1.29420439,1.62632348,2.25837913,0.57518385,0.01113214,0.88766243,0.08475536,3.62067436
-4.90145073,6.99627540,1.31599813,1.62299499,2.24185987,0.57807794,0.01072895,0.88288657,0.08455146,3.64918981
-4.89544772,7.02757918,1.33619239,1.61679988,2.23673927,0.58257083,0.01033681,0.88347391,0.08453303,3.67409112
-4.88944472,7.06155324,1.35464590,1.60815840,2.24274855,0.58863192,0.00996582,0.88929283,0.08477071,3.69575903
-4.88344172,7.09860012,1.37127888,1.59750810,2.25940772,0.59620411,0.00962518,0.90011634,0.08533019,3.71463677
-4.87743872,7.13904585,1.38607090,1.58528997,2.28604652,0.60520404,0.00932294,0.91562921,0.08626978,3.73120895
-4.87143572,7.18311314,1.39905501,1.57193431,2.32182775,0.61552225,0.00906579,0.93543627,0.08763802,3.74597626
-4.86543272,7.23089203,1.41030867,1.55784680,2.36577266,0.62702334,0.00885897,0.95907157,0.08947141,3.75942732
-4.85942971,7.28231046,1.41994184,1.54339544,2.41678800,0.63954625,0.00870613,0.98600867,0.09179244,3.77200917
-4.85342671,7.33710726,1.42808347,1.52889889,2.47369449,0.65290494,0.00860935,1.01567185,0.09460786,3.78409826
-4.84742371,7.39481067,1.43486705,1.51461672,2.53525640,0.66688975,0.00856908,1.04744852,0.09790748,3.79597371
-4.84142071,7.45472522,1.44041655,1.50074225,2.60021231,0.68126953,0.00858422,1.08070268,0.10166334,3.80779500
-4.83541771,7.51592963,1.44483379,1.48739830,2.66730669,0.69579498,0.00865223,1.11478954,0.10582952,3.81958581
-4.82941471,7.57728775,1.44818813,1.47463608,2.73532189,0.71020305,0.00876929,1.14907116,0.11034257,3.83122543
-4.82341171,7.63747378,1.45050946,1.46243764,2.80311031,0.72422270,0.00893041,1.18293275,0.11512254,3.84244897
-4.81740870,7.69501207,1.45178496,1.45072158,2.86962583,0.73758185,0.00912968,1.21579958,0.12007470,3.85285683
-4.81140570,7.74833061,1.45196004,1.43935185,2.93395375,0.75001539,0.00936054,1.24715357,0.12509187,3.86193341
-4.80540270,7.79582622,1.45094338,1.42814943,2.99533809,0.76127394,0.00961593,1.27654941,0.13005735,3.86907432
-4.79939970,7.83593845,1.44861570,1.41690596,3.05320511,0.77113305,0.00988864,1.30362909,0.13484830,3.87362077
-4.79339670,7.86722815,1.44484183,1.40539892,3.10718170,0.77940236,0.01017151,1.32813433,0.13933949,3.87489929
-4.78739370,7.88845618,1.43948490,1.39340727,3.15710731,0.78593412,0.01045769,1.34991596,0.14340734,3.87226427
-4.78139070,7.89865699,1.43242182,1.38072675,3.20303837,0.79063071,0.01074088,1.36893965,0.14693393,3.86514098
-4.77538769,7.89720234,1.42355876,1.36718389,3.24524398,0.79345039,0.01101550,1.38528716,0.14981099,3.85306593
-4.76938469,7.88385016,1.41284534,1.35264801,3.28419248,0.79441105,0.01127686,1.39915286,0.15194360,3.83572220
-4.76338169,7.85877468,1.40028655,1.33704024,3.32052839,0.79359145,0.01152127,1.41083504,0.15325342,3.81296704
-4.75737869,7.82257483,1.38595122,1.32033928,3.35504015,0.79112966,0.01174612,1.42072216,0.15368136,3.78484994
-4.75137569,7.77625916,1.36997643,1.30258330,3.38861926,0.78721874,0.01194991,1.42927434,0.15318960,3.75161962
-4.74537269,7.72120700,1.35256726,1.28386808,3.42221223,0.78209951,0.01213218,1.43700049,0.15176267,3.71371930
-4.73936968,7.65910736,1.33399178,1.26434138,3.45676702,0.77605090,0.01229344,1.44443217,0.14940790,3.67177031
-4.73336668,7.59187805,1.31457146,1.24419392,3.49317644,0.76937797,0.01243506,1.45209517,0.14615480,3.62654478
-4.72736368,7.52156944,1.29466750,1.22364769,3.53222085,0.76239843,0.01255909,1.46048012,0.14205384,3.57892900
-4.72136068,7.45025801,1.27466382,1.20294218,3.57451335,0.75542812,0.01266805,1.47001372,0.13717431,3.52987964
-4.71535768,7.37993575,1.25494786,1.18231961,3.62044999,0.74876626,0.01276473,1.48103194,0.13160167,3.48037541
-4.70935468,7.31240190,1.23589022,1.16200994,3.67016827,0.74268127,0.01285196,1.49375677,0.12543439,3.43136702
-4.70335168,7.24916347,1.21782458,1.14221681,3.72351600,0.73739786,0.01293237,1.50827790,0.11878040,3.38372863
-4.69734867,7.19135045,1.20102904,1.12310521,3.78003310,0.73308614,0.01300822,1.52454041,0.11175344,3.33821361
-4.69134567,7.13965091,1.18571003,1.10479159,3.83894747,0.72985338,0.01308117,1.54233935,0.10446937,3.29541719
-4.68534267,7.09426997,1.17198995,1.08733717,3.89918602,0.72773878,0.01315216,1.56132168,0.09704263,3.25574825
-4.67933967,7.05491494,1.15989916,1.07074475,3.95940076,0.72671167,0.01322131,1.58099585,0.08958305,3.21941172
-4.67333667,7.02080769,1.14937277,1.05495913,4.01800921,0.72667306,0.01328782,1.60074838,0.08219299,3.18640247
-4.66733367,6.99072328,1.14025262,1.03987108,4.07324754,0.72746068,0.01335003,1.61986704,0.07496503,3.15651074
-4.66133067,6.96305252,1.13229405,1.02532454,4.12323417,0.72885699,0.01340537,1.63756940,0.06798021,3.12933849
-4.65532766,6.93588456,1.12517726,1.01112646,4.16604084,0.73059978,0.01345054,1.65303527,0.06130683,3.10432537
-4.64932466,6.90710443,1.11852237,0.99705868,4.19976784,0.73239482,0.01348160,1.66544153,0.05499983,3.08078244
-4.64332166,6.87449973,1.11190742,0.98289090,4.22261971,0.73392970,0.01349412,1.67399752,0.04910071,3.05793131
