energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.83791896,6.33227330,0.00919128,0.94517116,0.17678811,4.36939466,2.36577280,0.09716387,2.12835762
-5.83191596,6.25086010,0.00909325,0.92690687,0.17459645,4.34143647,2.33145938,0.09822716,2.09855848
-5.82591296,6.18311964,0.00896885,0.91308692,0.17263284,4.32395541,2.30417425,0.09946258,2.07056403
-5.81990995,6.13025517,0.00882104,0.90383351,0.17093775,4.31787724,2.28428506,0.10086664,2.04497131
-5.81390695,6.09317093,0.00865367,0.89919345,0.16954579,4.32393712,2.27201450,0.10243062,2.02231830
-5.80790395,6.07244457,0.00847132,0.89913752,0.16848433,4.34265737,2.26743266,0.10414053,2.00306831
-5.80190095,6.06830687,0.00827915,0.90356093,0.16777243,4.37432835,2.27045301,0.10597731,1.98759628
-5.79589795,6.08062951,0.00808275,0.91228492,0.16742010,4.41899300,2.28083202,0.10791718,1.97617756
-5.78989495,6.10892131,0.00788791,0.92505964,0.16742789,4.47643592,2.29817243,0.10993214,1.96897950
-5.78389195,6.15233331,0.00770048,0.94156809,0.16778670,4.54617753,2.32193014,0.11199058,1.96605616
-5.77788894,6.20967277,0.00752617,0.96143131,0.16847792,4.62747414,2.35142458,0.11405807,1.96734624
-5.77188594,6.27942626,0.00737037,0.98421469,0.16947389,4.71932457,2.38585234,0.11609827,1.97267466
-5.76588294,6.35979147,0.00723805,1.00943542,0.17073845,4.82048359,2.42430391,0.11807388,1.98175761
-5.75987994,6.44871765,0.00713361,1.03657105,0.17222788,4.92948274,2.46578322,0.11994766,1.99421118
-5.75387694,6.54395393,0.00706082,1.06506909,0.17389189,5.04465857,2.50922963,0.12168355,2.00956355
-5.74787394,6.64310485,0.00702280,1.09435756,0.17567487,5.16418791,2.55354213,0.12324768,2.02727031
-5.74187094,6.74369203,0.00702199,1.12385628,0.17751731,5.28613005,2.59760520,0.12460948,2.04673279
-5.73586793,6.84322066,0.00706023,1.15298889,0.17935729,5.40847457,2.64031580,0.12574263,2.06731884
-5.72986493,6.93924907,0.00713882,1.18119516,0.18113217,5.52919392,2.68061105,0.12662599,2.08838539
-5.72386193,7.02945954,0.00725866,1.20794342,0.18278035,5.64629898,2.71749573,0.12724440,2.10930216
-5.71785893,7.11172797,0.00742039,1.23274268,0.18424301,5.75789578,2.75006882,0.12758930,2.12947564
-5.71185593,7.18418992,0.00762453,1.25515416,0.18546601,5.86224111,2.77754839,0.12765929,2.14837238
-5.70585293,7.24530042,0.00787167,1.27480161,0.18640156,5.95779467,2.79929371,0.12746036,2.16554049
-5.69984992,7.29388472,0.00816262,1.29138020,0.18700989,6.04326526,2.81482369,0.12700605,2.18062846
-5.69384692,7.32917733,0.00849852,1.30466330,0.18726070,6.11764864,2.82383082,0.12631728,2.19340022
-5.68784392,7.35084705,0.00888101,1.31450705,0.18713430,6.18025469,2.82618967,0.12542197,2.20374543
-5.68184092,7.35900581,0.00931224,1.32085204,0.18662244,6.23072216,2.82195937,0.12435447,2.21168436
-5.67583792,7.35420013,0.00979491,1.32372223,0.18572871,6.26901962,2.81137951,0.12315466,2.21736671
-5.66983492,7.33738422,0.01033222,1.32322075,0.18446847,6.29543176,2.79485931,0.12186685,2.22106411
-5.66383192,7.30987527,0.01092774,1.31952272,0.18286831,6.31053125,2.77296019,0.12053847,2.22315617
-5.65782891,7.27329163,0.01158529,1.31286534,0.18096491,6.31513693,2.74637210,0.11921855,2.22411068
-5.65182591,7.22947644,0.01230866,1.30353546,0.17880357,6.31026000,2.71588457,0.11795609,2.22445832
-5.64582291,7.18040926,0.01310137,1.29185532,0.17643614,6.29704075,2.68235338,0.11679825,2.22476321
-5.63981991,7.12811002,0.01396633,1.27816695,0.17391870,6.27667889,2.64666450,0.11578864,2.22559039
-5.63381691,7.07453942,0.01490549,1.26281607,0.17130899,6.25036134,2.60969682,0.11496550,2.22747202
-5.62781391,7.02150105,0.01591951,1.24613622,0.16866365,6.21919132,2.57228544,0.11436010,2.23087390
-5.62181091,6.97055018,0.01700742,1.22843392,0.16603560,6.18412299,2.53518749,0.11399530,2.23616421
-5.61580790,6.92291433,0.01816633,1.20997576,0.16347151,6.14590562,2.49905210,0.11388434,2.24358633
-5.60980490,6.87943019,0.01939118,1.19097785,0.16100962,6.10504077,2.46439623,0.11403003,2.25323736
-5.60380190,6.84050066,0.02067459,1.17159852,0.15867806,6.06175530,2.43158758,0.11442425,2.26505381
-5.59779890,6.80607502,0.02200678,1.15193431,0.15649369,6.01599249,2.40083574,0.11504802,2.27880559
-5.59179590,6.77565384,0.02337566,1.13201976,0.15446158,5.96742192,2.37219189,0.11587185,2.29409899
-5.58579290,6.74831893,0.02476693,1.11183072,0.15257519,5.91546829,2.34555729,0.11685674,2.31038881
-5.57978989,6.72278754,0.02616442,1.09129120,0.15081725,5.85935789,2.32070013,0.11795552,2.32699947
-5.57378689,6.69748813,0.02755045,1.07028314,0.14916120,5.79818037,2.29727985,0.11911459,2.34315419
-5.56778389,6.67065441,0.02890636,1.04865876,0.14757323,5.73096278,2.27487769,0.12027607,2.35801109
-5.56178089,6.64043286,0.03021308,1.02625455,0.14601476,5.65675184,2.25303184,0.12138014,2.37070446
-5.55577789,6.60499842,0.03145177,1.00290632,0.14444514,5.57470016,2.23127535,0.12236756,2.38038926
-5.54977489,6.56267236,0.03260453,0.97846441,0.14282456,5.48415171,2.20917485,0.12318222,2.38628658
-5.54377189,6.51203644,0.03365502,0.95280820,0.14111676,5.38472197,2.18636795,0.12377362,2.38772786
-5.53776888,6.45203744,0.03458918,0.92585930,0.13929170,5.27636854,2.16259745,0.12409918,2.38419557
-5.53176588,6.38207676,0.03539574,0.89759270,0.13732768,5.15944858,2.13774070,0.12412620,2.37535816
-5.52576288,6.30208062,0.03606671,0.86804538,0.13521306,5.03475989,2.11183239,0.12383344,2.36109763
-5.51975988,6.21254728,0.03659775,0.83732200,0.13294735,4.90356376,2.08507995,0.12321226,2.34152817
-5.51375688,6.11456909,0.03698834,0.80559748,0.13054162,4.76758837,2.05787064,0.12226719,2.31700487
-5.50775388,6.00982814,0.03724181,0.77311644,0.12801828,4.62901240,2.03077006,0.12101594,2.28812211
-5.50175088,5.90056588,0.03736523,0.74018957,0.12541015,4.49042972,2.00451220,0.11948890,2.25570146
-5.49574787,5.78952803,0.03736913,0.70718722,0.12275897,4.35479644,1.97998156,0.11772800,2.22076984
-5.48974487,5.67988728,0.03726702,0.67453046,0.12011340,4.22536252,1.95818809,0.11578525,2.18452865
-5.48374187,5.57514711,0.03707485,0.64268013,0.11752669,4.10559046,1.94023600,0.11372067,2.14831538
-5.47773887,5.47903074,0.03681033,0.61212425,0.11505401,3.99906394,1.92728790,0.11160009,2.11355925
-5.47173587,5.39535953,0.03649222,0.58336438,0.11274982,3.90938933,1.92052546,0.10949259,2.08173276
-5.46573287,5.32792556,0.03613952,0.55690128,0.11066522,3.84009320,1.92110813,0.10746791,2.05430104
-5.45972986,5.28036263,0.03577073,0.53322042,0.10884550,3.79451849,1.93013130,0.10559380,2.03267089
-5.45372686,5.25602019,0.03540314,0.51277772,0.10732800,3.77572203,1.94858527,0.10393355,2.01814143
-5.44772386,5.25784384,0.03505217,0.49598585,0.10614045,3.78637583,1.97731600,0.10254367,2.01185790
-5.44172086,5.28826596,0.03473082,0.48320150,0.10529967,3.82867431,2.01698902,0.10147183,2.01477014
-5.43571786,5.34910907,0.03444923,0.47471371,0.10481087,3.90424933,2.06805703,0.10075520,2.02759685
-5.42971486,5.44150446,0.03421440,0.47073374,0.10466744,4.01409484,2.13073213,0.10041917,2.05079662
-5.42371186,5.56582762,0.03403004,0.47138641,0.10485120,4.15850304,2.20496323,0.10047645,2.08454626
-5.41770885,5.72165212,0.03389653,0.47670331,0.10533316,4.33701338,2.29041911,0.10092664,2.12872696
-5.41170585,5.90772266,0.03381106,0.48661791,0.10607463,4.54837649,2.38647765,0.10175622,2.18291839
-5.40570285,6.12194831,0.03376785,0.50096276,0.10702863,4.79053444,2.49222155,0.10293894,2.24640071
-5.39969985,6.36141608,0.03375848,0.51946899,0.10814152,5.06061915,2.60644094,0.10443657,2.31816452
-5.39369685,6.62242546,0.03377229,0.54176815,0.10935479,5.35497047,2.72764322,0.10619997,2.39692822
-5.38769385,6.90054366,0.03379691,0.56739654,0.11060687,5.66917528,2.85407036,0.10817052,2.48116274
-5.38169085,7.19068143,0.03381869,0.59580216,0.11183495,5.99812866,2.98372395,0.11028173,2.56912293
-5.37568784,7.48718887,0.03382327,0.62635424,0.11297664,6.33611741,3.11439794,0.11246100,2.65888511
-5.36968484,7.78397007,0.03379609,0.65835528,0.11397162,6.67692585,3.24371902,0.11463166,2.74839027
-5.36368184,8.07461492,0.03372288,0.69105551,0.11476302,7.01396256,3.36919419,0.11671494,2.83549181
-5.35767884,8.35254573,0.03359012,0.72366956,0.11529865,7.34040605,3.48826482,0.11863209,2.91800710
-5.35167584,8.61117554,0.03338549,0.75539490,0.11553204,7.64936605,3.59836626,0.12030643,2.99377161
-5.34567284,8.84407414,0.03309817,0.78543157,0.11542331,7.93405626,3.69699135,0.12166539,3.06069422
-5.33966983,9.04513726,0.03271920,0.81300280,0.11493978,8.18797323,3.78175631,0.12264239,3.11681240
-5.33366683,9.20875351,0.03224169,0.83737560,0.11405646,8.40507532,3.85046666,0.12317862,3.16034532
-5.32766383,9.32996342,0.03166101,0.85788085,0.11275639,8.57995530,3.90118102,0.12322456,3.18974354
-5.32166083,9.40460455,0.03097485,0.87393189,0.11103075,8.70799949,3.93227015,0.12274131,3.20373315
-5.31565783,9.42943687,0.03018332,0.88504111,0.10887888,8.78552698,3.94246887,0.12170155,3.20135297
-5.30965483,9.40224287,0.02928887,0.89083364,0.10630814,8.80990258,3.93091828,0.12009032,3.18198306
-5.30365183,9.32189793,0.02829623,0.89105760,0.10333364,8.77961828,3.89719641,0.11790525,3.14536342
-5.29764882,9.18840700,0.02721227,0.88559052,0.09997779,8.69433908,3.84133554,0.11515664,3.09160178
-5.29164582,9.00290580,0.02604575,0.87444152,0.09626978,8.55491082,3.76382505,0.11186701,3.02117012
-5.28564282,8.76762548,0.02480714,0.85774914,0.09224487,8.36332906,3.66559935,0.10807036,2.93488964
-5.27963982,8.48582191,0.02350827,0.83577497,0.08794357,8.12267011,3.54801120,0.10381108,2.83390491
-5.27363682,8.16167217,0.02216206,0.80889324,0.08341074,7.83698705,3.41279125,0.09914261,2.71964792
-5.26763382,7.80014243,0.02078216,0.77757699,0.07869454,7.51117515,3.26199545,0.09412574,2.59379348
-5.26163082,7.40683277,0.01938260,0.74238125,0.07384539,7.15081260,3.09794257,0.08882687,2.45820787
-5.25562781,6.98780543,0.01797743,0.70392417,0.06891476,6.76198355,2.92314443,0.08331600,2.31489277
-5.24962481,6.54940372,0.01658043,0.66286674,0.06395411,6.35109098,2.74023181,0.07766484,2.16592673
-5.24362181,6.09806920,0.01520476,0.61989213,0.05901375,5.92466736,2.55187925,0.07194481,2.01340659
-5.23761881,5.64016429,0.01386270,0.57568538,0.05414177,5.48919077,2.36073159,0.06622521,1.85939115
-5.23161581,5.18180724,0.01256543,0.53091431,0.04938316,5.05091346,2.16933545,0.06057157,1.70584912
-5.22561281,4.72872534,0.01132281,0.48621227,0.04477897,4.61570911,1.98007789,0.05504420,1.55461329
-5.21960980,4.28613102,0.01014329,0.44216337,0.04036568,4.18894357,1.79513432,0.04969699,1.40734217
-5.21360680,3.85862433,0.00903383,0.39929053,0.03617475,3.77537249,1.61642735,0.04457652,1.26549032
-5.20760380,3.45012366,0.00799987,0.35804669,0.03223238,3.37906793,1.44559716,0.03972153,1.13028772
-5.20160080,3.06382513,0.00704537,0.31880910,0.02855940,3.00337425,1.28398388,0.03516258,1.00272844
-5.19559780,2.70218991,0.00617292,0.28187681,0.02517148,2.65089243,1.13262148,0.03092216,0.88356811
-5.18959480,2.36695712,0.00538384,0.24747105,0.02207936,2.32349055,0.99224252,0.02701488,0.77332966
-5.18359180,2.05917955,0.00467838,0.21573813,0.01928939,2.02233733,0.86329237,0.02344812,0.67231610
-5.17758879,1.77927811,0.00405586,0.18675462,0.01680405,1.74795480,0.74595144,0.02022263,0.58062932
-5.17158579,1.52711106,0.00351494,0.16053411,0.01462271,1.50028580,0.64016360,0.01733351,0.49819341
-5.16558279,1.30205343,0.00305378,0.13703536,0.01274230,1.27877185,0.54566906,0.01477109,0.42478119
-5.15957979,1.10308244,0.00267026,0.11617110,0.01115811,1.08243690,0.46203985,0.01252202,0.36004242
-5.15357679,0.92886484,0.00236220,0.09781721,0.00986455,0.90997303,0.38871621,0.01057029,0.30353264
-5.14757379,0.77784271,0.00212750,0.08182178,0.00885580,0.75982443,0.32504247,0.00889824,0.25474127
-5.14157079,0.64831460,0.00196432,0.06801380,0.00812644,0.63026662,0.27030108,0.00748757,0.21311819
-5.13556778,0.53850981,0.00187116,0.05621115,0.00767194,0.51947872,0.22374398,0.00632019,0.17809804
-5.12956478,0.44665412,0.00184696,0.04622772,0.00748907,0.42560696,0.18462032,0.00537904,0.14912155
-5.12356178,0.37102576,0.00189112,0.03787955,0.00757604,0.34681858,0.15220039,0.00464878,0.12565383
-5.11755878,0.31000141,0.00200347,0.03098993,0.00793264,0.28134562,0.12579531,0.00411639,0.10719917
-5.11155578,0.26209193,0.00218425,0.02539341,0.00856010,0.22751885,0.10477271,0.00377160,0.09331257
-5.10555278,0.22596852,0.00243397,0.02093888,0.00946085,0.18379217,0.08856826,0.00360725,0.08360798
-5.09954977,0.20047975,0.00275332,0.01749161,0.01063813,0.14875859,0.07669364,0.00361952,0.07776346
-5.09354677,0.18466047,0.00314294,0.01493454,0.01209548,0.12115863,0.06874107,0.00380801,0.07552358
-5.08754377,0.17773356,0.00360329,0.01316884,0.01383614,0.09988247,0.06438492,0.00417576,0.07669923
-5.08154077,0.17910550,0.00413436,0.01211379,0.01586234,0.08396693,0.06338073,0.00472916,0.08116531
-5.07553777,0.18835685,0.00473551,0.01170627,0.01817468,0.07258859,0.06556208,0.00547763,0.08885641
-5.06953477,0.20522848,0.00540520,0.01189977,0.02077140,0.06505412,0.07083567,0.00643336,0.09976091
-5.06353177,0.22960447,0.00614081,0.01266313,0.02364781,0.06078871,0.07917482,0.00761081,0.11391367
-5.05752876,0.26149250,0.00693847,0.01397910,0.02679582,0.05932362,0.09061191,0.00902618,0.13138766
-5.05152576,0.30100238,0.00779287,0.01584271,0.03020362,0.06028343,0.10522975,0.01069673,0.15228475
-5.04552276,0.34832343,0.00869725,0.01825957,0.03385560,0.06337359,0.12315234,0.01264000,0.17672582
-5.03951976,0.40370133,0.00964329,0.02124414,0.03773246,0.06836874,0.14453511,0.01487304,0.20484068
-5.03351676,0.46741497,0.01062122,0.02481796,0.04181165,0.07510210,0.16955485,0.01741145,0.23675782
-5.02751376,0.53975407,0.01161992,0.02900803,0.04606808,0.08345606,0.19839973,0.02026847,0.27259444
-5.02151076,0.62099783,0.01262712,0.03384510,0.05047507,0.09335425,0.23125938,0.02345400,0.31244710
-5.01550775,0.71139560,0.01362965,0.03936219,0.05500560,0.10475488,0.26831552,0.02697373,0.35638313
-5.00950475,0.81114980,0.01461381,0.04559315,0.05963377,0.11764560,0.30973321,0.03082818,0.40443335
-5.00350175,0.92040172,0.01556576,0.05257141,0.06433636,0.13203955,0.35565310,0.03501201,0.45658625
-4.99749875,1.03922073,0.01647196,0.06032884,0.06909459,0.14797262,0.40618482,0.03951331,0.51278396
-4.99149575,1.16759705,0.01731961,0.06889479,0.07389572,0.16550171,0.46140176,0.04431321,0.57292026
-4.98549275,1.30543850,0.01809715,0.07829532,0.07873467,0.18470378,0.52133735,0.04938555,0.63684071
-4.97948974,1.45257097,0.01879469,0.08855251,0.08361534,0.20567543,0.58598290,0.05469694,0.70434503
-4.97348674,1.60874262,0.01940439,0.09968399,0.08855163,0.22853283,0.65528704,0.06020694,0.77519163
-4.96748374,1.77363135,0.01992086,0.11170257,0.09356803,0.25341171,0.72915667,0.06586861,0.84910402
-4.96148074,1.94685473,0.02034134,0.12461586,0.09869971,0.28046707,0.80745905,0.07162925,0.92577896
-4.95547774,2.12798181,0.02066591,0.13842606,0.10399204,0.30987249,0.89002501,0.07743140,1.00489575
-4.94947474,2.31654553,0.02089751,0.15312962,0.10949946,0.34181865,0.97665264,0.08321406,1.08612625
-4.94347174,2.51205483,0.02104186,0.16871693,0.11528376,0.37651094,1.06711122,0.08891404,1.16914487
-4.93746873,2.71400516,0.02110727,0.18517183,0.12141178,0.41416599,1.16114482,0.09446748,1.25363808
-4.93146573,2.92188637,0.02110432,0.20247108,0.12795253,0.45500696,1.25847522,0.09981134,1.33931251
-4.92546273,3.13518699,0.02104550,0.22058356,0.13497393,0.49925765,1.35880366,0.10488497,1.42590134
-4.91945973,3.35339426,0.02094465,0.23946945,0.14253920,0.54713536,1.46181122,0.10963151,1.51316825
-4.91345673,3.57598935,0.02081647,0.25907914,0.15070313,0.59884284,1.56715749,0.11399926,1.60090858
-4.90745373,3.80243792,0.02067591,0.27935218,0.15950832,0.65455937,1.67447772,0.11794272,1.68894768
-4.90145073,4.03217621,0.02053756,0.30021612,0.16898173,0.71443138,1.78337833,0.12142357,1.77713622
-4.89544772,4.26459359,0.02041512,0.32158546,0.17913150,0.77856305,1.89343134,0.12441124,1.86534285
-4.88944472,4.49901265,0.02032081,0.34336072,0.18994445,0.84700720,2.00416794,0.12688332,1.95344456
-4.88344172,4.73466829,0.02026496,0.36542786,0.20138421,0.91975711,2.11507198,0.12882562,2.04131535
-4.87743872,4.97068761,0.02025558,0.38765804,0.21339029,0.99673956,2.22557404,0.13023201,2.12881401
-4.87143572,5.20607230,0.02029814,0.40990785,0.22587801,1.07780961,2.33504668,0.13110406,2.21577182
-4.86543272,5.43968535,0.02039537,0.43202019,0.23873953,1.16274748,2.44280188,0.13145039,2.30198105
-4.85942971,5.67024372,0.02054721,0.45382574,0.25184571,1.25125770,2.54809108,0.13128599,2.38718518
-4.85342671,5.89631826,0.02075090,0.47514504,0.26504907,1.34297069,2.65010846,0.13063134,2.47107155
-4.84742371,6.11634168,0.02100117,0.49579131,0.27818749,1.43744677,2.74799784,0.12951153,2.55326708
-4.84142071,6.32862513,0.02129045,0.51557376,0.29108859,1.53418229,2.84086333,0.12795536,2.63333743
-4.83541771,6.53138300,0.02160926,0.53430141,0.30357465,1.63261768,2.92778352,0.12599444,2.71078987
-4.82941471,6.72276529,0.02194665,0.55178720,0.31546785,1.73214693,3.00782906,0.12366242,2.78507964
-4.82341171,6.90089635,0.02229057,0.56785231,0.32659547,1.83212780,3.08008280,0.12099415,2.85561960
-4.81740870,7.06391803,0.02262840,0.58233040,0.33679508,1.93189238,3.14366185,0.11802515,2.92179265
-4.81140570,7.21003544,0.02294741,0.59507165,0.34591916,2.03075716,3.19774062,0.11479098,2.98296609
-4.80540270,7.33756278,0.02323517,0.60594630,0.35383925,2.12803221,3.24157360,0.11132683,3.03850724
-4.79939970,7.44496725,0.02347996,0.61484766,0.36044923,2.22302889,3.27451703,0.10766715,3.08779940
-4.79339670,7.53090869,0.02367118,0.62169434,0.36566780,2.31506590,3.29604821,0.10384535,3.13025729
-4.78739370,7.59427310,0.02379954,0.62643160,0.36943982,2.40347346,3.30578169,0.09989361,3.16534123
-4.78139070,7.63419879,0.02385736,0.62903189,0.37173676,2.48759575,3.30348145,0.09584265,3.19256955
-4.77538769,7.65009407,0.02383868,0.62949441,0.37255606,2.56679198,3.28906863,0.09172165,3.21152860
-4.76938469,7.64164622,0.02373935,0.62784386,0.37191958,2.64043655,3.26262442,0.08755809,3.22188040
-4.76338169,7.60882196,0.02355699,0.62412858,0.36987129,2.70791894,3.22438822,0.08337768,3.22336775
-4.75737869,7.55186026,0.02329102,0.61841795,0.36647430,2.76864420,3.17475120,0.07920425,3.21581716
-4.75137569,7.47125861,0.02294249,0.61079956,0.36180737,2.82203481,3.11424578,0.07505971,3.19913989
-4.74537269,7.36775434,0.02251397,0.60137615,0.35596128,2.86753467,3.04353165,0.07096396,3.17333156
-4.73936968,7.24230275,0.02200934,0.59026253,0.34903510,2.90461583,2.96337924,0.06693488,3.13847103
-4.73336668,7.09605379,0.02143368,0.57758275,0.34113261,2.93278847,2.87465133,0.06298831,3.09471895
-4.72736368,6.93032892,0.02079299,0.56346758,0.33235911,2.95161420,2.77828396,0.05913808,3.04231652
-4.72136068,6.74659949,0.02009405,0.54805255,0.32281862,2.96072258,2.67526717,0.05539603,2.98158478
-4.71535768,6.54646783,0.01934425,0.53147638,0.31261176,2.95983036,2.56662669,0.05177214,2.91292467
-4.70935468,6.33165140,0.01855137,0.51388014,0.30183416,2.94876263,2.45340688,0.04827463,2.83681783
-4.70335168,6.10397032,0.01772352,0.49540676,0.29057559,2.92747467,2.33665558,0.04491012,2.75382803
-4.69734867,5.86533799,0.01686896,0.47620115,0.27891969,2.89607335,2.21741113,0.04168381,2.66460273
-4.69134567,5.61775396,0.01599605,0.45641046,0.26694419,2.85483638,2.09669164,0.03859968,2.56987455
-4.68534267,5.36329832,0.01511317,0.43618474,0.25472168,2.80422806,1.97548637,0.03566073,2.47046188
-4.67933967,5.10412625,0.01422868,0.41567738,0.24232060,2.74490989,1.85474939,0.03286920,2.36726812
-4.67333667,4.84246174,0.01335087,0.39504565,0.22980645,2.67774500,1.73539480,0.03022679,2.26127895
-4.66733367,4.58058924,0.01248801,0.37445080,0.21724310,2.60379507,1.61829361,0.02773487,2.15355728
-4.66133067,4.32084238,0.01164829,0.35405782,0.20469397,2.52430949,1.50427164,0.02539469,2.04523530
-4.65532766,4.06558911,0.01083986,0.33403482,0.19222308,2.44070622,1.39410836,0.02320756,1.93750372
-4.64932466,3.81721291,0.01007086,0.31455178,0.17989583,2.35454481,1.28853618,0.02117499,1.83159807
-4.64332166,3.57809027,0.00934941,0.29577889,0.16777946,2.26749223,1.18824011,0.01929880,1.72878221
-4.63731866,3.35056466,0.00868363,0.27788446,0.15594324,2.18128269,1.09385764,0.01758125,1.63032972
-4.63131566,3.13691796,0.00808168,0.26103246,0.14445832,2.09767298,1.00597864,0.01602506,1.53750339
-4.62531266,2.93934014,0.00755175,0.24537989,0.13339722,2.01839508,0.92514537,0.01463348,1.45153377
-4.61930965,2.75989856,0.00710203,0.23107409,0.12283325,1.94510820,0.85185262,0.01341028,1.37359735
-4.61330665,2.60050799,0.00674077,0.21825014,0.11283959,1.87935223,0.78654797,0.01235975,1.30479520
-4.60730365,2.46290258,0.00647617,0.20702861,0.10348841,1.82250467,0.72963221,0.01148666,1.24613278
-4.60130065,2.34861102,0.00631641,0.19751366,0.09484990,1.77574295,0.68146012,0.01079621,1.19850164
-4.59529765,2.25893559,0.00626955,0.18979180,0.08699142,1.74001388,0.64234139,0.01029391,1.16266343
-4.58929465,2.19493596,0.00634349,0.18393127,0.07997662,1.71601129,0.61254188,0.00998557,1.13923678
-4.58329165,2.15741799,0.00654583,0.17998220,0.07386484,1.70416307,0.59228500,0.00987706,1.12868713
-4.57728864,2.14692763,0.00688378,0.17797745,0.06871058,1.70462772,0.58175310,0.00997425,1.13131985
-4.57128564,2.16374981,0.00736404,0.17793425,0.06456315,1.71730072,0.58108885,0.01028282,1.14727634
-4.56528264,2.20791168,0.00799261,0.17985643,0.06146643,1.74182985,0.59039624,0.01080804,1.17653316
-4.55927964,2.27918981,0.00877461,0.18373719,0.05945876,1.77763891,0.60974107,0.01155453,1.21890394
-4.55327664,2.37712030,0.00971415,0.18956219,0.05857286,1.82395823,0.63915085,0.01252606,1.27404358
-4.54727364,2.50101113,0.01081407,0.19731283,0.05883578,1.87986051,0.67861371,0.01372524,1.34145461
-4.54127064,2.64995580,0.01207580,0.20696939,0.06026878,1.94430013,0.72807644,0.01515324,1.42049529
-4.53526763,2.82284748,0.01349916,0.21851390,0.06288708,2.01615399,0.78744134,0.01680946,1.51038909
-4.52926463,3.01839301,0.01508216,0.23193246,0.06669958,2.09426176,0.85656221,0.01869125,1.61023535
-4.52326163,3.23512616,0.01682092,0.24721670,0.07170830,2.17746387,0.93523922,0.02079360,1.71902095
-4.51725863,3.47141995,0.01870950,0.26436433,0.07790775,2.26463532,1.02321317,0.02310884,1.83563270
-4.51125563,3.72549779,0.02073988,0.28337850,0.08528404,2.35471385,1.12015924,0.02562639,1.95887057
-4.50525263,3.99544371,0.02290191,0.30426593,0.09381399,2.44672152,1.22568069,0.02833252,2.08746156
-4.49924962,4.27921186,0.02518337,0.32703371,0.10346404,2.53977873,1.33930292,0.03121021,2.22007436
-4.49324662,4.57463598,0.02757002,0.35168482,0.11418924,2.63311059,1.46046852,0.03423903,2.35533477
