energy_ev,total_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.57378689,3.62456282,0.70602423,0.45940659,1.01661162,0.40025237,0.04070366,0.14579801,0.03062834,1.65988029
-5.56778389,3.41139129,0.66582760,0.42900875,0.96380947,0.37793499,0.03713137,0.13763412,0.02786264,1.56496102
-5.56178089,3.19731099,0.62448569,0.39914823,0.90951042,0.35584394,0.03379125,0.12917074,0.02526552,1.46933514
-5.55577789,2.98597042,0.58268149,0.37025202,0.85483912,0.33440106,0.03071608,0.12055558,0.02285340,1.37471086
-5.54977489,2.78087317,0.54108298,0.34271900,0.80089152,0.31401234,0.02793254,0.11193412,0.02063945,1.28273341
-5.54377189,2.58530254,0.50032801,0.31691262,0.74870839,0.29505900,0.02546112,0.10344636,0.01863362,1.19494853
-5.53776888,2.40225573,0.46101102,0.29315484,0.69925184,0.27788949,0.02331620,0.09522390,0.01684276,1.11277029
-5.53176588,2.23438898,0.42367192,0.27172131,0.65338514,0.26281241,0.02150623,0.08738762,0.01527078,1.03745413
-5.52576288,2.08397465,0.38878746,0.25283791,0.61185651,0.25009065,0.02003396,0.08004583,0.01391892,0.97007537
-5.51975988,1.95287037,0.35676499,0.23667853,0.57528685,0.23993674,0.01889673,0.07329300,0.01278600,0.91151367
-5.51375688,1.84250041,0.32793886,0.22336413,0.54416161,0.23250937,0.01808682,0.06720894,0.01186876,0.86244316
-5.50775388,1.75384850,0.30256908,0.21296288,0.51882656,0.22791124,0.01759180,0.06185862,0.01116227,0.82332833
-5.50175088,1.68746146,0.28084210,0.20549144,0.49948753,0.22618814,0.01739487,0.05729225,0.01066027,0.79442511
-5.49574787,1.64346258,0.26287351,0.20091708,0.48621338,0.22732920,0.01747525,0.05354585,0.01035565,0.77578690
-5.48974487,1.62157357,0.24871213,0.19916067,0.47894231,0.23126835,0.01780851,0.05064195,0.01024094,0.76727492
-5.48374187,1.62114384,0.23834526,0.20010033,0.47749076,0.23788689,0.01836703,0.04859058,0.01030883,0.76857246
-5.47773887,1.64118610,0.23170473,0.20357568,0.48156462,0.24701718,0.01912034,0.04739028,0.01055271,0.77920233
-5.47173587,1.68041678,0.22867332,0.20939258,0.49077234,0.25844731,0.02003561,0.04702911,0.01096727,0.79854709
-5.46573287,1.73730044,0.22909137,0.21732830,0.50463942,0.27192678,0.02107811,0.04748568,0.01154917,0.82587141
-5.45972986,1.81009694,0.23276327,0.22713692,0.52262394,0.28717300,0.02221177,0.04873001,0.01229767,0.86034603
-5.45372686,1.89691029,0.23946360,0.23855506,0.54413267,0.30387866,0.02339972,0.05072433,0.01321535,0.90107281
-5.44772386,1.99573834,0.24894293,0.25130765,0.56853729,0.32171959,0.02460497,0.05342371,0.01430873,0.94711020
-5.44172086,2.10452207,0.26093304,0.26511379,0.59519044,0.34036324,0.02579107,0.05677664,0.01558900,0.99749857
-5.43571786,2.22119357,0.27515164,0.27969252,0.62344110,0.35947733,0.02692280,0.06072541,0.01707257,1.05128489
-5.42971486,2.34372173,0.29130667,0.29476837,0.65264897,0.37873856,0.02796694,0.06520660,0.01878158,1.10754592
-5.42371186,2.47015452,0.30910006,0.31007664,0.68219745,0.39784110,0.02889293,0.07015142,0.02074428,1.16540952
-5.41770885,2.59865685,0.32823124,0.32536823,0.71150504,0.41650456,0.02967357,0.07548623,0.02299521,1.22407333
-5.41170585,2.72754325,0.34840038,0.34041383,0.74003471,0.43448119,0.03028563,0.08113308,0.02557516,1.28282027
-5.40570285,2.85530426,0.36931153,0.35500754,0.76730129,0.45156197,0.03071038,0.08701044,0.02853082,1.34103045
-5.39969985,2.98062614,0.39067564,0.36896961,0.79287657,0.46758136,0.03093397,0.09303415,0.03191416,1.39818900
-5.39369685,3.10240314,0.41221375,0.38214836,0.81639229,0.48242055,0.03094773,0.09911850,0.03578140,1.45388965
-5.38769385,3.21974232,0.43366010,0.39442116,0.83754095,0.49600890,0.03074824,0.10517762,0.04019166,1.50783392
-5.38169085,3.33196073,0.45476548,0.40569453,0.85607476,0.50832361,0.03033736,0.11112703,0.04520521,1.55982599
-5.37568784,3.43857535,0.47530049,0.41590324,0.87180292,0.51938746,0.02972192,0.11688532,0.05088130,1.60976354
-5.36968484,3.53928631,0.49505890,0.42500865,0.88458762,0.52926479,0.02891344,0.12237599,0.05727572,1.65762491
-5.36368184,3.63395422,0.51386078,0.43299623,0.89433912,0.53805576,0.02792758,0.12752930,0.06443806,1.70345333
-5.35767884,3.72257266,0.53155535,0.43987247,0.90101030,0.54588916,0.02678355,0.13228411,0.07240876,1.74733874
-5.35167584,3.80523705,0.54802347,0.44566126,0.90459110,0.55291401,0.02550334,0.13658950,0.08121603,1.78939822
-5.34567284,3.88211138,0.56317930,0.45040001,0.90510325,0.55929039,0.02411102,0.14040620,0.09087291,1.82975586
-5.33966983,3.95339409,0.57697128,0.45413552,0.90259550,0.56517979,0.02263186,0.14370769,0.10137432,1.86852297
-5.33366683,4.01928466,0.58938200,0.45692000,0.89713955,0.57073548,0.02109157,0.14648083,0.11269456,1.90577963
-5.32766383,4.07995236,0.60042696,0.45880712,0.88882696,0.57609337,0.01951555,0.14872606,0.12478522,1.94155830
-5.32166083,4.13550833,0.61015206,0.45984860,0.87776681,0.58136364,0.01792816,0.15045705,0.13757366,1.97583043
-5.31565783,4.18598235,0.61862982,0.46009109,0.86408428,0.58662377,0.01635212,0.15169974,0.15096229,2.00849646
-5.30965483,4.23130500,0.62595442,0.45957378,0.84791981,0.59191312,0.01480805,0.15249098,0.16482861,2.03937984
-5.30365183,4.27129626,0.63223559,0.45832664,0.82942868,0.59722940,0.01331403,0.15287658,0.17902630,2.06822531
-5.29764882,4.30566073,0.63759165,0.45636931,0.80878087,0.60252728,0.01188535,0.15290899,0.19338712,2.09470145
-5.29164582,4.33398988,0.64214191,0.45371088,0.78616075,0.60771919,0.01053440,0.15264470,0.20772389,2.11840759
-5.28564282,4.35577125,0.64599891,0.45035022,0.76176656,0.61267826,0.00927062,0.15214141,0.22183432,2.13888459
-5.27963982,4.37040424,0.64926068,0.44627712,0.73580931,0.61724351,0.00810060,0.15145523,0.23550570,2.15562937
-5.27363682,4.37722190,0.65200368,0.44147396,0.70851111,0.62122674,0.00702821,0.15063797,0.24852020,2.16811222
-5.26763382,4.37551802,0.65427664,0.43591794,0.68010286,0.62442127,0.00605486,0.14973466,0.26066075,2.17579661
-5.26163082,4.36457833,0.65609585,0.42958365,0.65082119,0.62661175,0.00517981,0.14878151,0.27171714,2.17816040
-5.25562781,4.34371470,0.65744214,0.42244597,0.62090492,0.62758498,0.00440044,0.14780433,0.28149219,2.17471781
-5.24962481,4.31230105,0.65825976,0.41448302,0.59059112,0.62714099,0.00371264,0.14681759,0.28980771,2.16504116
-5.24362181,4.26980926,0.65845748,0.40567916,0.56011090,0.62510415,0.00311115,0.14582408,0.29650999,2.14878158
-5.23761881,4.21584402,0.65791178,0.39602777,0.52968532,0.62133363,0.00258983,0.14481526,0.30147468,2.12568784
-5.23161581,4.15017465,0.65647206,0.38553378,0.49952154,0.61573294,0.00214206,0.14377223,0.30461068,2.09562257
-5.22561281,4.07276300,0.65396781,0.37421572,0.46980942,0.60825805,0.00176092,0.14266727,0.30586302,2.05857515
-5.21960980,3.98378576,0.65021712,0.36210733,0.44071887,0.59892375,0.00143952,0.14146593,0.30521460,2.01467089
-5.21360680,3.88365043,0.64503646,0.34925853,0.41239791,0.58780810,0.00117111,0.14012937,0.30268657,1.96417590
-5.20760380,3.77300397,0.63825089,0.33573573,0.38497170,0.57505462,0.00094934,0.13861704,0.29833757,1.90749772
-5.20160080,3.65273368,0.62970442,0.32162152,0.35854243,0.56087237,0.00076830,0.13688938,0.29226163,1.84518137
-5.19559780,3.52396011,0.61926986,0.30701370,0.33319002,0.54553371,0.00062269,0.13491045,0.28458501,1.77790122
-5.18959480,3.38802215,0.60685764,0.29202367,0.30897369,0.52937000,0.00050784,0.13265036,0.27546205,1.70644878
-5.18359180,3.24645472,0.59242317,0.27677433,0.28593399,0.51276536,0.00041976,0.13008731,0.26507018,1.63171701
-5.17758879,3.10095992,0.57597231,0.26139750,0.26409547,0.49614871,0.00035518,0.12720927,0.25360439,1.55468162
-5.17158579,2.95337263,0.55756479,0.24603106,0.24346947,0.47998455,0.00031153,0.12401503,0.24127129,1.47638017
-5.16558279,2.80562199,0.53731530,0.23081584,0.22405710,0.46476262,0.00028696,0.12051478,0.22828314,1.39788968
-5.15957979,2.65969004,0.51539226,0.21589252,0.20585217,0.45098702,0.00028032,0.11673008,0.21485187,1.32030355
-5.15357679,2.51756935,0.49201450,0.20139849,0.18884389,0.43916507,0.00029116,0.11269326,0.20118358,1.24470874
-5.14757379,2.38122104,0.46744580,0.18746507,0.17301930,0.42979639,0.00031965,0.10844642,0.18747343,1.17216385
-5.14157079,2.25253494,0.44198792,0.17421483,0.15836539,0.42336251,0.00036664,0.10403991,0.17390132,1.10367893
-5.13556778,2.13329315,0.41597218,0.16175955,0.14487071,0.42031744,0.00043358,0.09953062,0.16062829,1.04019770
-5.12956478,2.02513847,0.38975029,0.15019842,0.13252673,0.42107942,0.00052247,0.09497996,0.14779389,0.98258262
-5.12356178,1.92954848,0.36368466,0.13961691,0.12132871,0.42602425,0.00063588,0.09045186,0.13551439,0.93160322
-5.11755878,1.84781627,0.33813869,0.13008604,0.11127632,0.43548025,0.00077684,0.08601065,0.12388194,0.88792803
-5.11155578,1.78103786,0.31346752,0.12166226,0.10237397,0.44972510,0.00094880,0.08171920,0.11296462,0.85212001
-5.10555278,1.73010670,0.29000935,0.11438765,0.09463093,0.46898450,0.00115556,0.07763715,0.10280725,0.82463554
-5.09954977,1.69571477,0.26807782,0.10829065,0.08806128,0.49343271,0.00140116,0.07381936,0.09343289,0.80582667
-5.09354677,1.67835971,0.24795553,0.10338697,0.08268380,0.52319483,0.00168977,0.07031481,0.08484498,0.79594622
-5.08754377,1.67835710,0.22988874,0.09968083,0.07852180,0.55835045,0.00202555,0.06716555,0.07702981,0.79515535
-5.08154077,1.69585691,0.21408346,0.09716620,0.07560282,0.59893866,0.00241252,0.06440621,0.06995936,0.80353285
-5.07553777,1.73086256,0.20070268,0.09582820,0.07395848,0.64496376,0.00285435,0.06206354,0.06359425,0.82108568
-5.06953477,1.78325163,0.18986488,0.09564432,0.07362413,0.69640142,0.00335421,0.06015640,0.05788677,0.84775989
-5.06353177,1.85279644,0.18164354,0.09658561,0.07463861,0.75320475,0.00391455,0.05869581,0.05278372,0.88345142
-5.05752876,1.93918357,0.17606759,0.09861762,0.07704391,0.81530982,0.00453692,0.05768523,0.04822918,0.92801611
-5.05152576,2.04203090,0.17312267,0.10170122,0.08088477,0.88264013,0.00522181,0.05712093,0.04416684,0.98127821
-5.04552276,2.16090139,0.17275312,0.10579312,0.08620819,0.95510964,0.00596842,0.05699248,0.04054215,1.04303724
-5.03951976,2.29531293,0.17486449,0.11084629,0.09306294,1.03262403,0.00677456,0.05728325,0.03730400,1.11307259
-5.03351676,2.44474380,0.17932659,0.11681016,0.10149884,1.11507990,0.00763658,0.05797096,0.03440599,1.19114595
-5.02751376,2.60863389,0.18597704,0.12363080,0.11156604,1.20236188,0.00854923,0.05902835,0.03180737,1.27700131
-5.02151076,2.78638180,0.19462518,0.13125095,0.12331409,1.29433764,0.00950576,0.06042372,0.02947354,1.37036291
-5.01550775,2.97733859,0.20505647,0.13961024,0.13679097,1.39085111,0.01049795,0.06212168,0.02737623,1.47093131
-5.00950475,3.18079892,0.21703728,0.14864536,0.15204191,1.49171415,0.01151624,0.06408385,0.02549338,1.57837793
-5.00350175,3.39599065,0.23031999,0.15829048,0.16910815,1.59669734,0.01255001,0.06626963,0.02380873,1.69233875
-4.99749875,3.62206410,0.24464851,0.16847781,0.18802549,1.70552039,0.01358780,0.06863711,0.02231122,1.81240761
-4.99149575,3.85808209,0.25976403,0.17913834,0.20882274,1.81784298,0.01461772,0.07114395,0.02099425,1.93812967
-4.98549275,4.10301180,0.27541091,0.19020289,0.23151993,1.93325673,0.01562780,0.07374836,0.01985482,2.06899573
-4.97948974,4.35571961,0.29134260,0.20160313,0.25612641,2.05127905,0.01660647,0.07641014,0.01889264,2.20443784
-4.97348674,4.61496931,0.30732741,0.21327287,0.28263873,2.17134952,0.01754301,0.07909168,0.01810913,2.34382653
-4.96748374,4.87942444,0.32315386,0.22514927,0.31103826,2.29282931,0.01842798,0.08175891,0.01750661,2.48647011
-4.96148074,5.14765464,0.33863548,0.23717400,0.34128872,2.41500404,0.01925365,0.08438219,0.01708738,2.63161609
-4.95547774,5.41814601,0.35361474,0.24929423,0.37333349,2.53709025,0.02001439,0.08693703,0.01685297,2.77845478
-4.94947474,5.68931490,0.36796602,0.26146335,0.40709286,2.65824542,0.02070696,0.08940463,0.01680345,2.92612484
-4.94347174,5.95952445,0.38159720,0.27364126,0.44246122,2.77758121,0.02133068,0.09177214,0.01693685,3.07372078
-4.93746873,6.22710307,0.39445013,0.28579434,0.47930437,2.89417961,0.02188756,0.09403266,0.01724870,3.22030180
-4.93146573,6.49036390,0.40649943,0.29789482,0.51745709,3.00711120,0.02238226,0.09618497,0.01773170,3.36490182
-4.92546273,6.74762430,0.41775007,0.30991976,0.55672102,3.11545483,0.02282192,0.09823288,0.01837548,3.50654026
-4.91945973,6.99722458,0.42823348,0.32184952,0.59686327,3.21831788,0.02321586,0.10018434,0.01916653,3.64423318
-4.91345673,7.23754536,0.43800258,0.33366586,0.63761567,3.31485618,0.02357523,0.10205029,0.02008826,3.77700451
-4.90745373,7.46702317,0.44712586,0.34534973,0.67867517,3.40429289,0.02391242,0.10384332,0.02112109,3.90389723
-4.90145073,7.68416425,0.45568079,0.35687900,0.71970527,3.48593549,0.02424056,0.10557617,0.02224280,4.02398428
-4.89544772,7.88755654,0.46374708,0.36822606,0.76033891,3.55919036,0.02457281,0.10726026,0.02342885,4.13637931
-4.88944472,8.07588061,0.47139995,0.37935570,0.80018273,3.62357464,0.02492173,0.10890424,0.02465292,4.24024730
-4.88344172,8.24791988,0.47870399,0.39022332,0.83882285,3.67872490,0.02529861,0.11051267,0.02588743,4.33481513
-4.87743872,8.40257100,0.48570787,0.40077362,0.87583217,3.72440289,0.02571284,0.11208502,0.02710417,4.41938239
-4.87143572,8.53885518,0.49244025,0.41093996,0.91077907,3.76049821,0.02617138,0.11361494,0.02827505,4.49333253
-4.86543272,8.65593104,0.49890715,0.42064446,0.94323725,3.78702834,0.02667832,0.11508990,0.02937273,4.55614445
-4.85942971,8.75310957,0.50509102,0.42979893,0.97279669,3.80413629,0.02723454,0.11649132,0.03037140,4.60740444
-4.85342671,8.82987121,0.51095147,0.43830665,0.99907509,3.81208624,0.02783755,0.11779507,0.03124744,4.64681859
-4.84742371,8.88588508,0.51642776,0.44606488,1.02172969,3.81125755,0.02848149,0.11897243,0.03198007,4.67422512
-4.84142071,8.92102964,0.52144289,0.45296814,1.04046885,3.80213753,0.02915725,0.11999146,0.03255194,4.68960631
-4.83541771,8.93541394,0.52590912,0.45891209,1.05506294,3.78531304,0.02985277,0.12081859,0.03294959,4.69309951
-4.82941471,8.92939806,0.52973452,0.46379771,1.06535417,3.76146127,0.03055352,0.12142059,0.03316385,4.68500642
-4.82341171,8.90361129,0.53283041,0.46753586,1.07126484,3.73133955,0.03124303,0.12176653,0.03319005,4.66579988
-4.81740870,8.85896621,0.53511910,0.47005165,1.07280356,3.69577423,0.03190362,0.12182991,0.03302812,4.63612735
-4.81140570,8.79666693,0.53654157,0.47128873,1.07006920,3.65564846,0.03251708,0.12159058,0.03268259,4.59681040
-4.80540270,8.71820977,0.53706477,0.47121303,1.06325227,3.61188870,0.03306555,0.12103652,0.03216242,4.54883938
-4.79939970,8.62537504,0.53668799,0.46981592,1.05263348,3.56544981,0.03353224,0.12016535,0.03148066,4.49336279
-4.79339670,8.52020872,0.53544810,0.46711648,1.03857957,3.51729860,0.03390228,0.11898542,0.03065409,4.43167118
-4.78739370,8.40499345,0.53342318,0.46316287,1.02153640,3.46839587,0.03416337,0.11751646,0.02970269,4.36517534
-4.78139070,8.28220894,0.53073455,0.45803262,1.00201936,3.41967706,0.03430644,0.11578979,0.02864907,4.29537913
-4.77538769,8.15448215,0.52754683,0.45183186,0.98060155,3.37203175,0.03432616,0.11384800,0.02751785,4.22384755
-4.76938469,8.02452857,0.52406609,0.44469346,0.95789989,3.32628259,0.03422128,0.11174409,0.02633497,4.15217065
-4.76338169,7.89508616,0.52053602,0.43677411,0.93455965,3.28316411,0.03399485,0.10954027,0.02512707,4.08192457
-4.75737869,7.76884426,0.51723233,0.42825055,0.91123796,3.24330239,0.03365429,0.10730621,0.02392080,4.01463087
-4.75137569,7.64836995,0.51445535,0.41931489,0.88858652,3.20719622,0.03321123,0.10511705,0.02274222,3.95171553
-4.74537269,7.53603465,0.51252133,0.41016940,0.86723440,3.17520082,0.03268127,0.10305107,0.02161623,3.89446913
-4.73936968,7.43394392,0.51175236,0.40102080,0.84777113,3.14751494,0.03208349,0.10118726,0.02056603,3.84400979
-4.73336668,7.34387319,0.51246564,0.39207433,0.83073071,3.12417220,0.03143994,0.09960270,0.01961265,3.80125007
-4.72736368,7.26721205,0.51496215,0.38352775,0.81657704,3.10503728,0.03077489,0.09837009,0.01877460,3.76686929
-4.72136068,7.20491960,0.51951522,0.37556555,0.80569108,3.08980757,0.03011409,0.09755529,0.01806749,3.74129228
-4.71535768,7.15749241,0.52635954,0.36835352,0.79836026,3.07802037,0.02948393,0.09721509,0.01750381,3.72467543
-4.70935468,7.12494687,0.53568074,0.36203389,0.79477029,3.06906584,0.02891056,0.09739526,0.01709269,3.71690056
-4.70335168,7.10681647,0.54760627,0.35672115,0.79499981,3.06220527,0.02841902,0.09812894,0.01683980,3.71757702
-4.69734867,7.10216449,0.56219775,0.35249879,0.79901793,3.05659420,0.02803248,0.09943549,0.01674726,3.72605193
-4.69134567,7.10961171,0.57944526,0.34941701,0.80668488,3.05130960,0.02777140,0.10131970,0.01681364,3.74142847
-4.68534267,7.12737849,0.59926389,0.34749151,0.81775573,3.04538011,0.02765295,0.10377164,0.01703400,3.76259145
-4.67933967,7.15333981,0.62149282,0.34670337,0.83188729,3.03781827,0.02769047,0.10676693,0.01740004,3.78823973
-4.67333667,7.18509163,0.64589714,0.34700011,0.84864785,3.02765340,0.02789304,0.11026756,0.01790025,3.81692432
-4.66733367,7.22002660,0.67217253,0.34829789,0.86752983,3.01396400,0.02826537,0.11422326,0.01852020,3.84709115
-4.66133067,7.25541662,0.69995277,0.35048471,0.88796473,2.99590838,0.02880764,0.11857335,0.01924286,3.87712726
-4.65532766,7.28849979,0.72881998,0.35342470,0.90934026,2.97275237,0.02951574,0.12324906,0.02004902,3.90540904
-4.64932466,7.31656904,0.75831750,0.35696310,0.93101897,2.94389323,0.03038147,0.12817621,0.02091774,3.93035105
-4.64332166,7.33705949,0.78796475,0.36093206,0.95235782,2.90887884,0.03139307,0.13327819,0.02182688,3.95045408
