energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.83191596,0.92481504,0.03788240,0.02567329,0.65914057,0.30609789,0.26395127,0.06196509,0.56849162,0.00000000
-5.82591296,0.96287313,0.04059192,0.02647520,0.69344372,0.31712852,0.28631479,0.06502813,0.59279816,0.00000000
-5.81990995,1.00973053,0.04343387,0.02752103,0.73392505,0.33077019,0.31140862,0.06875024,0.62274225,0.00000000
-5.81390695,1.06529811,0.04635795,0.02880534,0.78040584,0.34702982,0.33919229,0.07310886,0.65827850,0.00000000
-5.80790395,1.12935329,0.04931165,0.03031899,0.83261091,0.36587464,0.36957963,0.07807376,0.69927683,0.00000000
-5.80190095,1.20154217,0.05224141,0.03204926,0.89017166,0.38723239,0.40243757,0.08360762,0.74552348,0.00000000
-5.79589795,1.28138358,0.05509398,0.03398012,0.95263089,0.41099204,0.43758612,0.08966650,0.79672326,0.00000000
-5.78989495,1.36827505,0.05781772,0.03609247,1.01944897,0.43700500,0.47479917,0.09620043,0.85250301,0.00000000
-5.78389195,1.46150037,0.06036395,0.03836444,1.09001141,0.46508677,0.51380659,0.10315396,0.91241613,0.00000000
-5.77788894,1.56023859,0.06268818,0.04077167,1.16363753,0.49501887,0.55429721,0.11046674,0.97594812,0.00000000
-5.77188594,1.66357438,0.06475127,0.04328771,1.23959027,0.52655102,0.59592300,0.11807407,1.04252310,0.00000000
-5.76588294,1.77050966,0.06652040,0.04588438,1.31708677,0.55940358,0.63830421,0.12590752,1.11151115,0.00000000
-5.75987994,1.87997624,0.06796977,0.04853212,1.39530973,0.59327023,0.68103545,0.13389555,1.18223653,0.00000000
-5.75387694,1.99084961,0.06908115,0.05120045,1.47341937,0.62782086,0.72369262,0.14196417,1.25398667,0.00000000
-5.74787394,2.10196379,0.06984409,0.05385835,1.55056582,0.66270490,0.76584057,0.15003767,1.32602185,0.00000000
-5.74187094,2.21212712,0.07025585,0.05647475,1.62590191,0.69755492,0.80704129,0.15803938,1.39758566,0.00000000
-5.73586793,2.32013910,0.07032108,0.05901893,1.69859606,0.73199084,0.84686243,0.16589254,1.46791601,0.00000000
-5.72986493,2.42480806,0.07005125,0.06146104,1.76784536,0.76562462,0.88488609,0.17352126,1.53625670,0.00000000
-5.72386193,2.52496955,0.06946384,0.06377254,1.83288851,0.79806553,0.92071741,0.18085146,1.60186943,0.00000000
-5.71785893,2.61950535,0.06858141,0.06592669,1.89301843,0.82892611,0.95399297,0.18781199,1.66404595,0.00000000
-5.71185593,2.70736263,0.06743050,0.06789897,1.94759448,0.85782859,0.98438856,0.19433575,1.72212036,0.00000000
-5.70585293,2.78757306,0.06604052,0.06966757,1.99605397,0.88441187,1.01162623,0.20036079,1.77548106,0.00000000
-5.69984992,2.85927133,0.06444264,0.07121375,2.03792260,0.90833882,1.03548030,0.20583146,1.82358229,0.00000000
-5.69384692,2.92171259,0.06266873,0.07252220,2.07282386,0.92930368,1.05578226,0.21069951,1.86595478,0.00000000
-5.68784392,2.97428842,0.06075043,0.07358136,2.10048675,0.94703943,1.07242425,0.21492510,1.90221535,0.00000000
-5.68184092,3.01654060,0.05871836,0.07438356,2.12075198,0.96132477,1.08536119,0.21847767,1.93207509,0.00000000
-5.67583792,3.04817238,0.05660151,0.07492523,2.13357613,0.97199044,1.09461134,0.22133676,1.95534585,0.00000000
-5.66983492,3.06905676,0.05442686,0.07520687,2.13903377,0.97892470,1.10025557,0.22349254,1.97194493,0.00000000
-5.66383192,3.07924147,0.05221911,0.07523301,2.13731743,0.98207757,1.10243503,0.22494626,1.98189772,0.00000000
-5.65782891,3.07895042,0.05000066,0.07501205,2.12873537,0.98146370,1.10134778,0.22571044,1.98533834,0.00000000
-5.65182591,3.06858166,0.04779174,0.07455601,2.11370728,0.97716374,1.09724423,0.22580892,1.98250818,0.00000000
-5.64582291,3.04870180,0.04561057,0.07388016,2.09275791,0.96932401,1.09042174,0.22527667,1.97375254,0.00000000
-5.63981991,3.02003705,0.04347376,0.07300266,2.06650891,0.95815447,1.08121860,0.22415947,1.95951536,0.00000000
-5.63381691,2.98346141,0.04139654,0.07194406,2.03566910,0.94392513,1.07000764,0.22251344,1.94033244,0.00000000
-5.62781391,2.93998198,0.03939318,0.07072683,2.00102340,0.92696080,1.05718955,0.22040438,1.91682312,0.00000000
-5.62181091,2.89072218,0.03747724,0.06937485,1.96342064,0.90763455,1.04318628,0.21790708,1.88968086,0.00000000
-5.61580790,2.83690301,0.03566178,0.06791288,1.92376059,0.88635989,1.02843443,0.21510443,1.85966272,0.00000000
-5.60980490,2.77982289,0.03395951,0.06636612,1.88298029,0.86358209,1.01337898,0.21208653,1.82757808,0.00000000
-5.60380190,2.72083636,0.03238276,0.06475971,1.84203987,0.83976870,0.99846699,0.20894964,1.79427654,0.00000000
-5.59779890,2.66133190,0.03094339,0.06311833,1.80190809,0.81539970,0.98414167,0.20579502,1.76063527,0.00000000
-5.59179590,2.60270917,0.02965257,0.06146589,1.76354739,0.79095742,0.97083636,0.20272767,1.72754555,0.00000000
-5.58579290,2.54635566,0.02852046,0.05982517,1.72789875,0.76691646,0.95896857,0.19985494,1.69589885,0.00000000
-5.57978989,2.49362309,0.02755583,0.05821760,1.69586610,0.74373397,0.94893377,0.19728490,1.66657214,0.00000000
-5.57378689,2.44580340,0.02676562,0.05666306,1.66830047,0.72184024,0.94109904,0.19512461,1.64041247,0.00000000
-5.56778389,2.40410471,0.02615453,0.05517970,1.64598379,0.70163002,0.93579625,0.19347819,1.61822107,0.00000000
-5.56178089,2.36962725,0.02572453,0.05378382,1.62961251,0.68345454,0.93331498,0.19244460,1.60073672,0.00000000
-5.55577789,2.34333956,0.02547457,0.05248974,1.61978115,0.66761443,0.93389513,0.19211538,1.58861888,0.00000000
-5.54977489,2.32605541,0.02540019,0.05130973,1.61696608,0.65435366,0.93771936,0.19257216,1.58243068,0.00000000
-5.54377189,2.31841180,0.02549339,0.05025386,1.62150993,0.64385457,0.94490556,0.19388416,1.58262229,0.00000000
-5.53776888,2.32084882,0.02574254,0.04932999,1.63360716,0.63623416,0.95549979,0.19610558,1.58951502,0.00000000
-5.53176588,2.33359191,0.02613241,0.04854356,1.65329132,0.63154159,0.96946981,0.19927321,1.60328698,0.00000000
-5.52576288,2.35663744,0.02664439,0.04789759,1.68042471,0.62975714,0.98669988,0.20340416,1.62396078,0.00000000
-5.51975988,2.38974242,0.02725682,0.04739253,1.71469117,0.63079253,1.00698703,0.20849386,1.65139401,0.00000000
-5.51375688,2.43241914,0.02794541,0.04702622,1.75559267,0.63449277,1.03003944,0.21451465,1.68527323,0.00000000
-5.50775388,2.48393538,0.02868385,0.04679378,1.80245036,0.64063942,1.05547704,0.22141470,1.72511214,0.00000000
-5.50175088,2.54332105,0.02944443,0.04668762,1.85441055,0.64895537,1.08283498,0.22911777,1.77025429,0.00000000
-5.49574787,2.60938126,0.03019879,0.04669747,1.91045611,0.65911100,1.11156980,0.23752355,1.81988086,0.00000000
-5.48974487,2.68071639,0.03091864,0.04681041,1.96942328,0.67073165,1.14106868,0.24650882,1.87302358,0.00000000
-5.48374187,2.75574866,0.03157656,0.04701106,2.03002392,0.68340622,1.17066150,0.25592940,1.92858282,0.00000000
-5.47773887,2.83275501,0.03214676,0.04728175,2.09087280,0.69669674,1.19963559,0.26562288,1.98535047,0.00000000
-5.47173587,2.90990539,0.03260574,0.04760282,2.15051926,0.71014870,1.22725268,0.27541196,2.04203713,0.00000000
-5.46573287,2.98530551,0.03293293,0.04795300,2.20748244,0.72330172,1.25276775,0.28510855,2.09730284,0.00000000
-5.45972986,3.05704267,0.03311125,0.04830979,2.26028892,0.73570052,1.27544883,0.29451823,2.14979035,0.00000000
-5.45372686,3.12323327,0.03312748,0.04865001,2.30751138,0.74690565,1.29459732,0.30344510,2.19815988,0.00000000
-5.44772386,3.18207031,0.03297257,0.04895026,2.34780713,0.75650374,1.30956788,0.31169680,2.24112406,0.00000000
-5.44172086,3.23186928,0.03264178,0.04918754,2.37995474,0.76411699,1.31978714,0.31908943,2.27748181,0.00000000
-5.43571786,3.27111067,0.03213469,0.04933979,2.40288757,0.76941161,1.32477054,0.32545237,2.30614991,0.00000000
-5.42971486,3.29847788,0.03145509,0.04938648,2.41572279,0.77210496,1.32413647,0.33063261,2.32619117,0.00000000
-5.42371186,3.31288881,0.03061069,0.04930911,2.41778474,0.77197112,1.31761729,0.33449860,2.33683800,0.00000000
-5.41770885,3.31352047,0.02961278,0.04909173,2.40862177,0.76884494,1.30506666,0.33694340,2.33751077,0.00000000
-5.41170585,3.29982558,0.02847577,0.04872133,2.38801595,0.76262424,1.28646299,0.33788705,2.32783020,0.00000000
-5.40570285,3.27154097,0.02721664,0.04818817,2.35598534,0.75327036,1.26190889,0.33727813,2.30762364,0.00000000
-5.39969985,3.22868755,0.02585438,0.04748604,2.31277891,0.74080701,1.23162667,0.33509442,2.27692504,0.00000000
-5.39369685,3.17156230,0.02440933,0.04661236,2.25886444,0.72531745,1.19595020,0.33134272,2.23596884,0.00000000
-5.38769385,3.10072275,0.02290258,0.04556821,2.19491017,0.70694040,1.15531352,0.32605790,2.18517838,0.00000000
-5.38169085,3.01696497,0.02135540,0.04435828,2.12176093,0.68586456,1.11023668,0.31930113,2.12514933,0.00000000
-5.37568784,2.92129600,0.01978859,0.04299063,2.04041020,0.66232226,1.06130959,0.31115761,2.05662908,0.00000000
-5.36968484,2.81490207,0.01822208,0.04147645,1.95196898,0.63658230,1.00917445,0.30173366,1.98049292,0.00000000
-5.36368184,2.69911389,0.01667440,0.03982970,1.85763308,0.60894230,0.95450757,0.29115351,1.89771821,0.00000000
-5.35767884,2.57537029,0.01516235,0.03806667,1.75865001,0.57972091,0.89800121,0.27955582,1.80935734,0.00000000
-5.35167584,2.44518153,0.01370075,0.03620554,1.65628668,0.54924995,0.84034619,0.26709005,1.71651059,0.00000000
-5.34567284,2.31009350,0.01230223,0.03426584,1.55179912,0.51786681,0.78221588,0.25391284,1.62029979,0.00000000
-5.33966983,2.17165370,0.01097712,0.03226797,1.44640498,0.48590738,0.72425188,0.24018450,1.52184340,0.00000000
-5.33366683,2.03138009,0.00973348,0.03023269,1.34125977,0.45369947,0.66705198,0.22606569,1.42223396,0.00000000
-5.32766383,1.89073320,0.00857709,0.02818061,1.23743711,0.42155706,0.61116055,0.21171435,1.32251811,0.00000000
-5.32166083,1.75109238,0.00751162,0.02613174,1.13591340,0.38977530,0.55706143,0.19728296,1.22367969,0.00000000
-5.31565783,1.61373603,0.00653880,0.02410512,1.03755707,0.35862652,0.50517345,0.18291618,1.12662609,0.00000000
-5.30965483,1.47982641,0.00565862,0.02211841,0.94312203,0.32835703,0.45584839,0.16874884,1.03217796,0.00000000
-5.30365183,1.35039865,0.00486957,0.02018766,0.85324540,0.29918492,0.40937116,0.15490440,0.94106208,0.00000000
-5.29764882,1.22635397,0.00416892,0.01832703,0.76844870,0.27129869,0.36596212,0.14149369,0.85390744,0.00000000
-5.29164582,1.10845681,0.00355294,0.01654868,0.68914242,0.24485678,0.32578089,0.12861419,0.77124406,0.00000000
-5.28564282,0.99733548,0.00301723,0.01486263,0.61563298,0.21998780,0.28893170,0.11634954,0.69350444,0.00000000
-5.27963982,0.89348593,0.00255688,0.01327680,0.54813177,0.19679141,0.25546949,0.10476944,0.62102712,0.00000000
-5.27363682,0.79727810,0.00216677,0.01179698,0.48676554,0.17533986,0.22540679,0.09392988,0.55406207,0.00000000
-5.26763382,0.70896445,0.00184169,0.01042694,0.43158744,0.15567991,0.19872066,0.08387359,0.49277742,0.00000000
-5.26163082,0.62868993,0.00157657,0.00916854,0.38258835,0.13783516,0.17535969,0.07463071,0.43726718,0.00000000
-5.25562781,0.55650314,0.00136658,0.00802193,0.33970783,0.12180857,0.15525047,0.06621971,0.38755953,0.00000000
-5.24962481,0.49236793,0.00120724,0.00698568,0.30284430,0.10758515,0.13830350,0.05864833,0.34362525,0.00000000
-5.24362181,0.43617508,0.00109447,0.00605705,0.27186408,0.09513468,0.12441831,0.05191469,0.30538602,0.00000000
-5.23761881,0.38775357,0.00102465,0.00523214,0.24660899,0.08441434,0.11348745,0.04600841,0.27272225,0.00000000
-5.23161581,0.34688118,0.00099458,0.00450616,0.22690231,0.07537124,0.10539958,0.04091168,0.24548016,0.00000000
-5.22561281,0.31329389,0.00100153,0.00387362,0.21255308,0.06794469,0.10004129,0.03660037,0.22347790,0.00000000
-5.21960980,0.28669410,0.00104310,0.00332854,0.20335846,0.06206827,0.09729790,0.03304499,0.20651064,0.00000000
-5.21360680,0.26675739,0.00111724,0.00286462,0.19910463,0.05767157,0.09705326,0.03021160,0.19435449,0.00000000
-5.20760380,0.25313785,0.00122211,0.00247542,0.19956596,0.05468169,0.09918851,0.02806254,0.18676932,0.00000000
-5.20160080,0.24547198,0.00135600,0.00215452,0.20450302,0.05302444,0.10358025,0.02655712,0.18350050,0.00000000
-5.19559780,0.24338144,0.00151728,0.00189561,0.21365966,0.05262527,0.11009802,0.02565212,0.18427978,0.00000000
-5.18959480,0.24647470,0.00170422,0.00169261,0.22675937,0.05341007,0.11860157,0.02530219,0.18882547,0.00000000
-5.18359180,0.25434812,0.00191496,0.00153978,0.24350173,0.05530577,0.12893803,0.02546022,0.19684227,0.00000000
-5.17758879,0.26658666,0.00214740,0.00143173,0.26355898,0.05824090,0.14093929,0.02607759,0.20802088,0.00000000
-5.17158579,0.28276464,0.00239913,0.00136350,0.28657354,0.06214613,0.15441992,0.02710441,0.22203796,0.00000000
-5.16558279,0.30244697,0.00266736,0.00133061,0.31215665,0.06695484,0.16917581,0.02848980,0.23855651,0.00000000
-5.15957979,0.32519118,0.00294891,0.00132904,0.33988875,0.07260385,0.18498370,0.03018215,0.25722711,0.00000000
-5.15357679,0.35055042,0.00324020,0.00135526,0.36932166,0.07903419,0.20160196,0.03212952,0.27769022,0.00000000
-5.14757379,0.37807788,0.00353724,0.00140627,0.39998302,0.08619211,0.21877254,0.03428009,0.29957965,0.00000000
-5.14157079,0.40733241,0.00383569,0.00147956,0.43138287,0.09403007,0.23622427,0.03658274,0.32252733,0.00000000
-5.13556778,0.43788548,0.00413092,0.00157314,0.46302245,0.10250794,0.25367739,0.03898769,0.34616932,0.00000000
-5.12956478,0.46932929,0.00441811,0.00168550,0.49440487,0.11159408,0.27084927,0.04144734,0.37015298,0.00000000
-5.12356178,0.50128568,0.00469233,0.00181568,0.52504746,0.12126640,0.28746108,0.04391708,0.39414495,0.00000000
-5.11755878,0.53341535,0.00494872,0.00196319,0.55449516,0.13151316,0.30324517,0.04635623,0.41783970,0.00000000
-5.11155578,0.56542710,0.00518258,0.00212802,0.58233444,0.14233347,0.31795279,0.04872892,0.44096820,0.00000000
-5.10555278,0.59708623,0.00538954,0.00231063,0.60820696,0.15373725,0.33136187,0.05100500,0.46330616,0.00000000
-5.09954977,0.62822167,0.00556569,0.00251196,0.63182239,0.16574476,0.34328435,0.05316077,0.48468150,0.00000000
-5.09354677,0.65873131,0.00570773,0.00273330,0.65296947,0.17838536,0.35357275,0.05517960,0.50498033,0.00000000
-5.08754377,0.68858474,0.00581306,0.00297637,0.67152476,0.19169563,0.36212549,0.05705236,0.52415112,0.00000000
-5.08154077,0.71782336,0.00587991,0.00324317,0.68745831,0.20571675,0.36889081,0.05877755,0.54220669,0.00000000
-5.07553777,0.74655721,0.00590740,0.00353596,0.70083596,0.22049124,0.37386880,0.06036121,0.55922358,0.00000000
-5.06953477,0.77495870,0.00589557,0.00385715,0.71181776,0.23605909,0.37711153,0.06181651,0.57533874,0.00000000
-5.06353177,0.80325318,0.00584544,0.00420925,0.72065252,0.25245353,0.37872115,0.06316303,0.59074358,0.00000000
-5.05752876,0.83170656,0.00575893,0.00459474,0.72766843,0.26969650,0.37884594,0.06442573,0.60567527,0.00000000
-5.05152576,0.86061065,0.00563887,0.00501597,0.73326019,0.28779416,0.37767448,0.06563377,0.62040590,0.00000000
-5.04552276,0.89026651,0.00548886,0.00547502,0.73787294,0.30673266,0.37542820,0.06681895,0.63522957,0.00000000
-5.03951976,0.92096692,0.00531326,0.00597361,0.74198376,0.32647447,0.37235260,0.06801420,0.65044823,0.00000000
-5.03351676,0.95297840,0.00511696,0.00651294,0.74608149,0.34695548,0.36870748,0.06925180,0.66635668,0.00000000
-5.02751376,0.98652403,0.00490535,0.00709363,0.75064574,0.36808313,0.36475672,0.07056174,0.68322751,0.00000000
-5.02151076,1.02176761,0.00468413,0.00771551,0.75612601,0.38973581,0.36075804,0.07197006,0.70129669,0.00000000
-5.01550775,1.05880018,0.00445918,0.00837761,0.76292195,0.41176356,0.35695313,0.07349741,0.72075038,0.00000000
-5.00950475,1.09762948,0.00423642,0.00907799,0.77136553,0.43399030,0.35355870,0.07515774,0.74171367,0.00000000
-5.00350175,1.13817295,0.00402173,0.00981371,0.78170601,0.45621735,0.35075878,0.07695741,0.76424178,0.00000000
-4.99749875,1.18025463,0.00382078,0.01058076,0.79409840,0.47822838,0.34869856,0.07889442,0.78831415,0.00000000
-4.99149575,1.22360620,0.00363902,0.01137404,0.80859589,0.49979544,0.34748006,0.08095821,0.81383160,0.00000000
-4.98549275,1.26787212,0.00348154,0.01218732,0.82514657,0.52068589,0.34715979,0.08312970,0.84061695,0.00000000
-4.97948974,1.31261870,0.00335308,0.01301332,0.84359470,0.54067000,0.34774840,0.08538171,0.86841885,0.00000000
-4.97348674,1.35734679,0.00325796,0.01384373,0.86368639,0.55952872,0.34921233,0.08767979,0.89691891,0.00000000
-4.96748374,1.40150747,0.00320010,0.01466933,0.88507945,0.57706142,0.35147727,0.08998331,0.92574166,0.00000000
-4.96148074,1.44452020,0.00318297,0.01548013,0.90735710,0.59309311,0.35443331,0.09224684,0.95446717,0.00000000
-4.95547774,1.48579272,0.00320965,0.01626549,0.93004487,0.60748091,0.35794144,0.09442181,0.98264562,0.00000000
-4.94947474,1.52474170,0.00328282,0.01701439,0.95263009,0.62011934,0.36184115,0.09645817,1.00981350,0.00000000
-4.94347174,1.56081366,0.00340474,0.01771560,0.97458306,0.63094426,0.36595867,0.09830630,1.03551051,0.00000000
-4.93746873,1.59350501,0.00357727,0.01835800,0.99537920,0.63993526,0.37011559,0.09991885,1.05929683,0.00000000
-4.93146573,1.62238061,0.00380184,0.01893079,1.01452116,0.64711631,0.37413744,0.10125247,1.08076986,0.00000000
-4.92546273,1.64709006,0.00407945,0.01942385,1.03156002,0.65255475,0.37786180,0.10226952,1.09957983,0.00000000
-4.91945973,1.66738117,0.00441061,0.01982799,1.04611476,0.65635854,0.38114577,0.10293952,1.11544365,0.00000000
-4.91345673,1.68310981,0.00479527,0.02013525,1.05788915,0.65867195,0.38387233,0.10324034,1.12815654,0.00000000
-4.90745373,1.69424603,0.00523277,0.02033918,1.06668530,0.65966984,0.38595542,0.10315916,1.13760070,0.00000000
-4.90145073,1.70087594,0.00572174,0.02043501,1.07241336,0.65955075,0.38734352,0.10269301,1.14375084,0.00000000
-4.89544772,1.70319919,0.00626002,0.02041994,1.07509685,0.65852911,0.38802164,0.10184906,1.14667621,0.00000000
-4.88944472,1.70152225,0.00684458,0.02029317,1.07487330,0.65682683,0.38801158,0.10064446,1.14653888,0.00000000
-4.88344172,1.69624742,0.00747145,0.02005606,1.07199013,0.65466469,0.38737051,0.09910585,1.14358837,0.00000000
-4.87743872,1.68785799,0.00813561,0.01971209,1.06679577,0.65225373,0.38618787,0.09726852,1.13815264,0.00000000
-4.87143572,1.67690008,0.00883103,0.01926681,1.05972633,0.64978710,0.38458082,0.09517527,1.13062578,0.00000000
-4.86543272,1.66396172,0.00955058,0.01872771,1.05128822,0.64743257,0.38268835,0.09287493,1.12145280,0.00000000
-4.85942971,1.64964993,0.01028613,0.01810401,1.04203735,0.64532612,0.38066429,0.09042073,1.11111195,0.00000000
-4.85342671,1.63456669,0.01102858,0.01740642,1.03255569,0.64356668,0.37866958,0.08786842,1.10009549,0.00000000
-4.84742371,1.61928478,0.01176801,0.01664681,1.02342618,0.64221234,0.37686409,0.08527436,1.08888936,0.00000000
-4.84142071,1.60432432,0.01249381,0.01583786,1.01520686,0.64127816,0.37539831,0.08269353,1.07795282,0.00000000
-4.83541771,1.59013123,0.01319492,0.01499271,1.00840549,0.64073558,0.37440534,0.08017763,1.06769882,0.00000000
-4.82941471,1.57705829,0.01386007,0.01412458,1.00345563,0.64051352,0.37399348,0.07777329,1.05847596,0.00000000
-4.82341171,1.56534988,0.01447802,0.01324638,1.00069531,0.64050110,0.37423985,0.07552044,1.05055284,0.00000000
-4.81740870,1.55513092,0.01503789,0.01237037,1.00034930,0.64055188,0.37518513,0.07345103,1.04410565,0.00000000
-4.81140570,1.54640074,0.01552947,0.01150786,1.00251578,0.64048935,0.37683001,0.07158796,1.03920937,0.00000000
-4.80540270,1.53903205,0.01594347,0.01066895,1.00715826,0.64011369,0.37913321,0.06994447,1.03583327,0.00000000
-4.79939970,1.53277531,0.01627186,0.00986231,1.01410296,0.63920923,0.38201140,0.06852382,1.03384087,0.00000000
-4.79339670,1.52726826,0.01650807,0.00909503,1.02304224,0.63755261,0.38534099,0.06731947,1.03299446,0.00000000
-4.78739370,1.52205040,0.01664722,0.00837260,1.03354366,0.63492108,0.38896171,0.06631556,1.03296395,0.00000000
-4.78139070,1.51658168,0.01668627,0.00769882,1.04506478,0.63110085,0.39268192,0.06548785,1.03333998,0.00000000
-4.77538769,1.51026490,0.01662413,0.00707590,1.05697276,0.62589497,0.39628545,0.06480491,1.03365042,0.00000000
-4.76938469,1.50247064,0.01646166,0.00650457,1.06856829,0.61913070,0.39953955,0.06422963,1.03337985,0.00000000
-4.76338169,1.49256385,0.01620167,0.00598420,1.07911265,0.61066580,0.40220384,0.06372097,1.03199100,0.00000000
-4.75737869,1.47993092,0.01584878,0.00551301,1.08785674,0.60039390,0.40403966,0.06323583,1.02894740,0.00000000
-4.75137569,1.46400610,0.01540931,0.00508827,1.09407097,0.58824843,0.40481956,0.06273096,1.02373605,0.00000000
-4.74537269,1.44429618,0.01489104,0.00470655,1.09707456,0.57420528,0.40433645,0.06216489,1.01588935,0.00000000
-4.73936968,1.42040242,0.01430299,0.00436393,1.09626303,0.55828396,0.40241207,0.06149978,1.00500518,0.00000000
-4.73336668,1.39203880,0.01365511,0.00405621,1.09113272,0.54054736,0.39890432,0.06070306,0.99076443,0.00000000
-4.72736368,1.35904607,0.01295800,0.00377919,1.08130129,0.52110013,0.39371323,0.05974887,0.97294516,0.00000000
-4.72136068,1.32140085,0.01222263,0.00352876,1.06652337,0.50008578,0.38678540,0.05861927,0.95143299,0.00000000
-4.71535768,1.27921975,0.01146003,0.00330115,1.04670086,0.47768266,0.37811651,0.05730506,0.92622720,0.00000000
-4.70935468,1.23275836,0.01068098,0.00309299,1.02188746,0.45409903,0.36775209,0.05580635,0.89744257,0.00000000
-4.70335168,1.18240538,0.00989584,0.00290148,0.99228754,0.42956737,0.35578647,0.05413275,0.86530697,0.00000000
-4.69734867,1.12867229,0.00911426,0.00272437,0.95824950,0.40433820,0.34235991,0.05230328,0.83015486,0.00000000
-4.69134567,1.07217905,0.00834504,0.00256007,0.92025409,0.37867368,0.32765429,0.05034596,0.79241733,0.00000000
-4.68534267,1.01363681,0.00759601,0.00240763,0.87889860,0.35284106,0.31188743,0.04829710,0.75260905,0.00000000
-4.67933967,0.95382815,0.00687390,0.00226670,0.83487745,0.32710642,0.29530642,0.04620047,0.71131292,0.00000000
-4.67333667,0.89358593,0.00618432,0.00213753,0.78896042,0.30172871,0.27818024,0.04410617,0.66916308,0.00000000
-4.66733367,0.83377149,0.00553172,0.00202088,0.74196936,0.27695438,0.26079196,0.04206942,0.62682710,0.00000000
-4.66133067,0.77525308,0.00491946,0.00191798,0.69475444,0.25301259,0.24343097,0.04014929,0.58498792,0.00000000
-4.65532766,0.71888509,0.00434981,0.00183043,0.64817074,0.23011135,0.22638531,0.03840724,0.54432628,0.00000000
-4.64932466,0.66548879,0.00382406,0.00176011,0.60305607,0.20843433,0.20993457,0.03690579,0.50550417,0.00000000
-4.64332166,0.61583493,0.00334261,0.00170911,0.56021058,0.18813860,0.19434338,0.03570706,0.46914962,0.00000000
