energy_ev,total_up,Ir_p_up,Ir_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.30965483,3.72447969,1.21332254,1.51842683,0.43400399,0.02024034,0.24477489,1.74744611,0.00000000
-5.30365183,3.81775881,1.23764091,1.55961733,0.44510735,0.02134511,0.24749279,1.78909857,0.00000000
-5.29764882,3.90201616,1.25694592,1.59899426,0.45542464,0.02244488,0.24933816,1.82511519,0.00000000
-5.29164582,3.97634170,1.27109024,1.63611625,0.46476324,0.02353496,0.25029659,1.85508014,0.00000000
-5.28564282,4.03997690,1.28002301,1.67055823,0.47294009,0.02461102,0.25037048,1.87868114,0.00000000
-5.27963982,4.09233109,1.28378928,1.70192174,0.47978758,0.02566896,0.24957869,1.89571603,0.00000000
-5.27363682,4.13299285,1.28252645,1.72984468,0.48515881,0.02670481,0.24795566,1.90609609,0.00000000
-5.26763382,4.16173583,1.27645791,1.75401010,0.48893207,0.02771460,0.24554990,1.90984580,0.00000000
-5.26163082,4.17851863,1.26588407,1.77415358,0.49101433,0.02869415,0.24242210,1.90709915,0.00000000
-5.25562781,4.18347865,1.25117107,1.79006873,0.49134346,0.02963891,0.23864277,1.89809258,0.00000000
-5.24962481,4.17692003,1.23273769,1.80161065,0.48988929,0.03054377,0.23428960,1.88315480,0.00000000
-5.24362181,4.15929642,1.21104090,1.80869712,0.48665342,0.03140290,0.22944460,1.86269394,0.00000000
-5.23761881,4.13118921,1.18656073,1.81130756,0.48166784,0.03220960,0.22419120,1.83718265,0.00000000
-5.23161581,4.09328240,1.15978496,1.80947984,0.47499254,0.03295629,0.21861143,1.80714177,0.00000000
-5.22561281,4.04633539,1.13119436,1.80330527,0.46671229,0.03363445,0.21278325,1.77312326,0.00000000
-5.21960980,3.99115499,1.10124901,1.79292200,0.45693280,0.03423474,0.20677827,1.73569319,0.00000000
-5.21360680,3.92856814,1.07037622,1.77850749,0.44577647,0.03474716,0.20065982,1.69541553,0.00000000
-5.20760380,3.85939657,1.03896055,1.76027044,0.43337803,0.03516127,0.19448161,1.65283737,0.00000000
-5.20160080,3.78443480,1.00733620,1.73844268,0.41988032,0.03546652,0.18828685,1.60847614,0.00000000
-5.19559780,3.70443222,0.97578201,1.71327168,0.40543022,0.03565266,0.18210798,1.56280940,0.00000000
-5.18959480,3.62008024,0.94451916,1.68501403,0.39017518,0.03571011,0.17596693,1.51626742,0.00000000
-5.18359180,3.53200472,0.91371150,1.65393028,0.37426020,0.03563043,0.16987596,1.46922870,0.00000000
-5.17758879,3.44076390,0.88346831,1.62028141,0.35782548,0.03540677,0.16383880,1.42201850,0.00000000
-5.17158579,3.34685145,0.85384924,1.58432706,0.34100465,0.03503425,0.15785227,1.37491025,0.00000000
-5.16558279,3.25070426,0.82487108,1.54632551,0.32392365,0.03451035,0.15190807,1.32812936,0.00000000
-5.15957979,3.15271390,0.79651577,1.50653512,0.30670009,0.03383514,0.14599471,1.28185927,0.00000000
-5.15357679,3.05324101,0.76873933,1.46521717,0.28944308,0.03301152,0.14009941,1.23624897,0.00000000
-5.14757379,2.95263112,0.74148119,1.42263947,0.27225336,0.03204524,0.13420997,1.19142163,0.00000000
-5.14157079,2.85123095,0.71467324,1.37908044,0.25522368,0.03094490,0.12831640,1.14748362,0.00000000
-5.13556778,2.74940371,0.68824849,1.33483303,0.23843923,0.02972178,0.12241226,1.10453328,0.00000000
-5.12956478,2.64754245,0.66214865,1.29020800,0.22197814,0.02838959,0.11649566,1.06266905,0.00000000
-5.12356178,2.54608028,0.63633047,1.24553606,0.20591188,0.02696409,0.11057000,1.02199628,0.00000000
-5.11755878,2.44549679,0.61077061,1.20116851,0.19030561,0.02546268,0.10464414,0.98263244,0.00000000
-5.11155578,2.34632005,0.58546886,1.15747588,0.17521831,0.02390393,0.09873241,0.94471035,0.00000000
-5.10555278,2.24912397,0.56044970,1.11484457,0.16070286,0.02230699,0.09285413,0.90837927,0.00000000
-5.09954977,2.15452093,0.53576215,1.07367134,0.14680596,0.02069115,0.08703296,0.87380389,0.00000000
-5.09354677,2.06315011,0.51147822,1.03435569,0.13356799,0.01907524,0.08129596,0.84116112,0.00000000
-5.08754377,1.97566191,0.48768987,0.99729046,0.12102281,0.01747724,0.07567253,0.81063499,0.00000000
-5.08154077,1.89269941,0.46450497,0.96285099,0.10919761,0.01591378,0.07019326,0.78240999,0.00000000
-5.07553777,1.81487769,0.44204236,0.93138328,0.09811278,0.01439988,0.06488876,0.75666306,0.00000000
-5.06953477,1.74276218,0.42042637,0.90319188,0.08778191,0.01294862,0.05978857,0.73355495,0.00000000
-5.06353177,1.67684721,0.39978113,0.87852798,0.07821192,0.01157098,0.05492015,0.71322122,0.00000000
-5.05752876,1.61753600,0.38022489,0.85757854,0.06940330,0.01027575,0.05030799,0.69576362,0.00000000
-5.05152576,1.56512311,0.36186474,0.84045700,0.06135062,0.00906956,0.04597298,0.68124222,0.00000000
-5.04552276,1.51978055,0.34479189,0.82719626,0.05404304,0.00795688,0.04193190,0.66966892,0.00000000
-5.03951976,1.48154827,0.32907783,0.81774439,0.04746514,0.00694022,0.03819714,0.66100272,0.00000000
-5.03351676,1.45032988,0.31477144,0.81196347,0.04159770,0.00602028,0.03477667,0.65514712,0.00000000
-5.02751376,1.42589384,0.30189723,0.80963191,0.03641866,0.00519621,0.03167410,0.65194995,0.00000000
-5.02151076,1.40788039,0.29045483,0.81045011,0.03190412,0.00446583,0.02888902,0.65120576,0.00000000
-5.01550775,1.39581409,0.28041960,0.81404965,0.02802926,0.00382598,0.02641743,0.65266080,0.00000000
-5.00950475,1.38912143,0.27174449,0.82000545,0.02476934,0.00327268,0.02425225,0.65602041,0.00000000
-5.00350175,1.38715300,0.26436289,0.82785070,0.02210047,0.00280153,0.02238395,0.66095869,0.00000000
-4.99749875,1.38920911,0.25819244,0.83709382,0.02000042,0.00240784,0.02080127,0.66712999,0.00000000
-4.99149575,1.39456784,0.25313948,0.84723681,0.01844913,0.00208695,0.01949186,0.67418170,0.00000000
-4.98549275,1.40251430,0.24910406,0.85779417,0.01742915,0.00183437,0.01844295,0.68176794,0.00000000
-4.97948974,1.41236961,0.24598514,0.86831162,0.01692587,0.00164595,0.01764200,0.68956329,0.00000000
-4.97348674,1.42351834,0.24368576,0.87838363,0.01692748,0.00151805,0.01707726,0.69727612,0.00000000
-4.96748374,1.43543316,0.24211789,0.88766923,0.01742479,0.00144756,0.01673821,0.70466079,0.00000000
-4.96148074,1.44769544,0.24120677,0.89590506,0.01841085,0.00143200,0.01661597,0.71152799,0.00000000
-4.95547774,1.46001081,0.24089441,0.90291534,0.01988034,0.00146956,0.01670349,0.71775297,0.00000000
-4.94947474,1.47221908,0.24114216,0.90861819,0.02182880,0.00155902,0.01699576,0.72328095,0.00000000
-4.94347174,1.48429792,0.24193220,0.91302803,0.02425174,0.00169975,0.01748973,0.72812953,0.00000000
-4.93746873,1.49636010,0.24326776,0.91625400,0.02714364,0.00189161,0.01818426,0.73238797,0.00000000
-4.93146573,1.50864460,0.24517219,0.91849444,0.03049686,0.00213487,0.01907985,0.73621322,0.00000000
-4.92546273,1.52150186,0.24768682,0.92002778,0.03430053,0.00243005,0.02017833,0.73982290,0.00000000
-4.91945973,1.53537384,0.25086771,0.92120011,0.03853954,0.00277780,0.02148244,0.74348559,0.00000000
-4.91345673,1.55077001,0.25478152,0.92241011,0.04319350,0.00317870,0.02299534,0.74750858,0.00000000
-4.90745373,1.56824009,0.25950060,0.92409187,0.04823596,0.00363313,0.02472014,0.75222399,0.00000000
-4.90145073,1.58834498,0.26509762,0.92669643,0.05363372,0.00414102,0.02665926,0.75797347,0.00000000
-4.89544772,1.61162697,0.27163999,0.93067257,0.05934648,0.00470174,0.02881403,0.76509244,0.00000000
-4.88944472,1.63858062,0.27918430,0.93644778,0.06532665,0.00531387,0.03118406,0.77389436,0.00000000
-4.88344172,1.66962539,0.28777116,0.94440994,0.07151963,0.00597502,0.03376692,0.78465573,0.00000000
-4.87743872,1.70508117,0.29742066,0.95489042,0.07786426,0.00668174,0.03655767,0.79760256,0.00000000
-4.87143572,1.74514761,0.30812866,0.96814908,0.08429375,0.00742937,0.03954869,0.81289866,0.00000000
-4.86543272,1.78988795,0.31986417,0.98436167,0.09073682,0.00821198,0.04272947,0.83063639,0.00000000
-4.85942971,1.83921785,0.33256794,1.00360996,0.09711919,0.00902229,0.04608659,0.85083007,0.00000000
-4.85342671,1.89289964,0.34615230,1.02587475,0.10336535,0.00985177,0.04960383,0.87341240,0.00000000
-4.84742371,1.95054188,0.36050241,1.05103215,0.10940039,0.01069064,0.05326234,0.89823389,0.00000000
-4.84142071,2.01160427,0.37547861,1.07885290,0.11515212,0.01152802,0.05704095,0.92506527,0.00000000
-4.83541771,2.07540755,0.39092011,1.10900493,0.12055301,0.01235214,0.06091661,0.95360278,0.00000000
-4.82941471,2.14114785,0.40664942,1.14105893,0.12554217,0.01315055,0.06486476,0.98347601,0.00000000
-4.82341171,2.20791503,0.42247768,1.17449685,0.13006716,0.01391041,0.06885989,1.01425793,0.00000000
-4.81740870,2.27471410,0.43821035,1.20872302,0.13408543,0.01461885,0.07287599,1.04547663,0.00000000
-4.81140570,2.34048917,0.45365303,1.24307776,0.13756554,0.01526328,0.07688700,1.07662835,0.00000000
-4.80540270,2.40414887,0.46861717,1.27685289,0.14048787,0.01583178,0.08086725,1.10719117,0.00000000
-4.79939970,2.46459259,0.48292528,1.30930902,0.14284488,0.01631349,0.08479173,1.13663885,0.00000000
-4.79339670,2.52073660,0.49641543,1.33969399,0.14464090,0.01669889,0.08863636,1.16445433,0.00000000
-4.78739370,2.57153933,0.50894475,1.36726210,0.14589144,0.01698022,0.09237802,1.19014232,0.00000000
-4.78139070,2.61602502,0.52039188,1.39129346,0.14662199,0.01715164,0.09599461,1.21324075,0.00000000
-4.77538769,2.65330516,0.53065815,1.41111310,0.14686649,0.01720952,0.09946488,1.23333042,0.00000000
-4.76938469,2.68259720,0.53966758,1.42610906,0.14666540,0.01715252,0.10276821,1.25004303,0.00000000
-4.76338169,2.70324007,0.54736568,1.43574909,0.14606362,0.01698168,0.10588436,1.26306700,0.00000000
-4.75737869,2.71470617,0.55371726,1.43959531,0.14510819,0.01670037,0.10879314,1.27215146,0.00000000
-4.75137569,2.71660980,0.55870341,1.43731628,0.14384611,0.01631419,0.11147408,1.27710814,0.00000000
-4.74537269,2.70871185,0.56231795,1.42869629,0.14232219,0.01583080,0.11390621,1.27781147,0.00000000
-4.73936968,2.69092091,0.56456362,1.41364127,0.14057718,0.01525964,0.11606787,1.27419708,0.00000000
-4.73336668,2.66329102,0.56544825,1.39218126,0.13864620,0.01461160,0.11793667,1.26625894,0.00000000
-4.72736368,2.62601628,0.56498139,1.36446940,0.13655755,0.01389875,0.11948957,1.25404553,0.00000000
-4.72136068,2.57942279,0.56317144,1.33077733,0.13433208,0.01313387,0.12070320,1.23765523,0.00000000
-4.71535768,2.52395830,0.56002364,1.29148733,0.13198291,0.01233012,0.12155428,1.21723131,0.00000000
-4.70935468,2.46018004,0.55553908,1.24708146,0.12951566,0.01150063,0.12202023,1.19295687,0.00000000
-4.70335168,2.38874123,0.54971470,1.19812823,0.12692925,0.01065816,0.12207996,1.16504976,0.00000000
-4.69734867,2.31037676,0.54254437,1.14526710,0.12421686,0.00981477,0.12171476,1.13375788,0.00000000
-4.69134567,2.22588840,0.53402091,1.08919179,0.12136741,0.00898156,0.12090920,1.09935478,0.00000000
-4.68534267,2.13612999,0.52413891,1.03063262,0.11836713,0.00816844,0.11965213,1.06213577,0.00000000
-4.67933967,2.04199288,0.51289814,0.97033884,0.11520132,0.00738397,0.11793757,1.02241434,0.00000000
-4.67333667,1.94439191,0.50030724,0.90906141,0.11185603,0.00663527,0.11576555,0.98051903,0.00000000
-4.66733367,1.84425209,0.48638744,0.84753684,0.10831971,0.00592797,0.11314276,0.93679041,0.00000000
-4.66133067,1.74249605,0.47117597,0.78647245,0.10458471,0.00526625,0.11008297,0.89157834,0.00000000
-4.65532766,1.64003245,0.45472898,0.72653365,0.10064836,0.00465286,0.10660730,0.84523905,0.00000000
-4.64932466,1.53774519,0.43712358,0.66833319,0.09651394,0.00408927,0.10274409,0.79813219,0.00000000
-4.64332166,1.43648355,0.41845898,0.61242278,0.09219112,0.00357577,0.09852859,0.75061761,0.00000000
-4.63731866,1.33705313,0.39885647,0.55928692,0.08769609,0.00311164,0.09400238,0.70305188,0.00000000
-4.63131566,1.24020760,0.37845833,0.50933898,0.08305136,0.00269533,0.08921245,0.65578448,0.00000000
-4.62531266,1.14664118,0.35742558,0.46291923,0.07828519,0.00232458,0.08421018,0.60915373,0.00000000
-4.61930965,1.05698189,0.33593475,0.42029473,0.07343072,0.00199667,0.07905006,0.56348255,0.00000000
-4.61330665,0.97178559,0.31417382,0.38166062,0.06852493,0.00170849,0.07378836,0.51907408,0.00000000
-4.60730365,0.89153067,0.29233751,0.34714273,0.06360736,0.00145673,0.06848171,0.47620742,0.00000000
-4.60130065,0.81661379,0.27062221,0.31680095,0.05871881,0.00123802,0.06318569,0.43513354,0.00000000
-4.59529765,0.74734634,0.24922075,0.29063327,0.05390001,0.00104897,0.05795353,0.39607166,0.00000000
-4.58929465,0.68395212,0.22831732,0.26858021,0.04919035,0.00088633,0.05283488,0.35920607,0.00000000
-4.58329165,0.62656599,0.20808276,0.25052940,0.04462665,0.00074698,0.04787480,0.32468375,0.00000000
-4.57728864,0.57523393,0.18867043,0.23632024,0.04024221,0.00062805,0.04311284,0.29261273,0.00000000
-4.57128564,0.52991435,0.17021280,0.22574855,0.03606599,0.00052687,0.03858253,0.26306146,0.00000000
-4.56528264,0.49048088,0.15281892,0.21857120,0.03212199,0.00044104,0.03431091,0.23605896,0.00000000
-4.55927964,0.45672665,0.13657285,0.21451080,0.02842890,0.00036844,0.03031842,0.21159610,0.00000000
-4.55327664,0.42837014,0.12153296,0.21326045,0.02499994,0.00030716,0.02661896,0.18962761,0.00000000
-4.54727364,0.40506245,0.10773217,0.21448870,0.02184295,0.00025555,0.02322017,0.17007510,0.00000000
-4.54127064,0.38639607,0.09517907,0.21784480,0.01896061,0.00021219,0.02012383,0.15283068,0.00000000
-4.53526763,0.37191499,0.08385968,0.22296440,0.01635085,0.00017584,0.01732647,0.13776122,0.00000000
-4.52926463,0.36112589,0.07373982,0.22947558,0.01400739,0.00014544,0.01482005,0.12471303,0.00000000
-4.52326163,0.35351036,0.06476800,0.23700547,0.01192032,0.00012012,0.01259266,0.11351693,0.00000000
-4.51725863,0.34853769,0.05687848,0.24518720,0.01007679,0.00009912,0.01062932,0.10399326,0.00000000
-4.51125563,0.34567811,0.04999454,0.25366725,0.00846163,0.00008183,0.00891273,0.09595703,0.00000000
-4.50525263,0.34441598,0.04403173,0.26211301,0.00705808,0.00006772,0.00742399,0.08922276,0.00000000
-4.49924962,0.34426268,0.03890101,0.27022032,0.00584835,0.00005639,0.00614330,0.08360910,0.00000000
-4.49324662,0.34476873,0.03451167,0.27772079,0.00481423,0.00004750,0.00505055,0.07894292,0.00000000
