energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.65182591,4.33815727,0.04797222,0.41864974,0.55128434,0.59564377,0.97359422,0.44911774,0.09100695,1.69564471
-5.64582291,4.52353938,0.04880171,0.44738253,0.58054665,0.61045872,1.02941945,0.47691350,0.09214441,1.75095573
-5.63981991,4.71024384,0.04973735,0.47630628,0.61096244,0.62486984,1.08515584,0.50562590,0.09312564,1.80670726
-5.63381691,4.89685341,0.05078002,0.50509195,0.64242422,0.63878739,1.14021934,0.53502284,0.09394283,1.86266823
-5.62781391,5.08170635,0.05192557,0.53338222,0.67478257,0.65209954,1.19397211,0.56482905,0.09458766,1.91852071
-5.62181091,5.26292564,0.05316486,0.56079928,0.70784644,0.66467431,1.24573575,0.59473061,0.09505179,1.97386295
-5.61580790,5.43845944,0.05448408,0.58695381,0.74138528,0.67636269,1.29480719,0.62438115,0.09532724,2.02821635
-5.60980490,5.60613102,0.05586514,0.61145497,0.77513264,0.68700275,1.34047685,0.65340944,0.09540688,2.08103618
-5.60380190,5.76369579,0.05728630,0.63392088,0.80879129,0.69642453,1.38204827,0.68142812,0.09528487,2.13172534
-5.59779890,5.90890297,0.05872280,0.65398928,0.84203938,0.70445545,1.41885829,0.70804320,0.09495698,2.17965037
-5.59179590,6.03955896,0.06014765,0.67132788,0.87453757,0.71092585,1.45029695,0.73286404,0.09442089,2.22415894
-5.58579290,6.15358959,0.06153237,0.68564393,0.90593660,0.71567454,1.47582619,0.75551343,0.09367630,2.26459794
-5.57978989,6.24909857,0.06284777,0.69669274,0.93588511,0.71855397,1.49499644,0.77563726,0.09272500,2.30033135
-5.57378689,6.32441973,0.06406472,0.70428466,0.96403727,0.71943492,1.50746046,0.79291366,0.09157081,2.33075716
-5.56778389,6.37816113,0.06515481,0.70829036,0.99005998,0.71821046,1.51298368,0.80706108,0.09021933,2.35532262
-5.56178089,6.40923942,0.06609104,0.70864411,1.01363940,0.71479918,1.51145075,0.81784515,0.08867779,2.37353754
-5.55577789,6.41690375,0.06684835,0.70534501,1.03448663,0.70914751,1.50286801,0.82508410,0.08695470,2.38498506
-5.54977489,6.40074879,0.06740417,0.69845623,1.05234235,0.70123124,1.48736193,0.82865264,0.08505953,2.38933003
-5.54377189,6.36071720,0.06773880,0.68810217,1.06698050,0.69105619,1.46517370,0.82848403,0.08300244,2.38632475
-5.53776888,6.29709215,0.06783578,0.67446386,1.07821100,0.67865823,1.43665034,0.82457073,0.08079404,2.37581244
-5.53176588,6.21048126,0.06768220,0.65777287,1.08588155,0.66410255,1.40223290,0.81696321,0.07844510,2.35772846
-5.52576288,6.10179318,0.06726894,0.63830383,1.08987864,0.64748247,1.36244247,0.80576749,0.07596654,2.33209986
-5.51975988,5.97220862,0.06659081,0.61636613,1.09012813,0.62891780,1.31786460,0.79114125,0.07336929,2.29904334
-5.51375688,5.82314739,0.06564668,0.59229506,1.08659522,0.60855285,1.26913297,0.77328891,0.07066435,2.25876218
-5.50775388,5.65623323,0.06443952,0.56644273,1.07928442,0.58655414,1.21691305,0.75245579,0.06786289,2.21154231
-5.50175088,5.47325791,0.06297644,0.53916917,1.06823923,0.56310799,1.16188638,0.72892173,0.06497634,2.15774799
-5.49574787,5.27614583,0.06126852,0.51083391,1.05354200,0.53841790,1.10473603,0.70299423,0.06201660,2.09781696
-5.48974487,5.06692031,0.05933074,0.48178825,1.03531380,0.51270180,1.04613376,0.67500153,0.05899615,2.03225560
-5.48374187,4.84767227,0.05718172,0.45236852,1.01371437,0.48618923,0.98672914,0.64528570,0.05592824,1.96163376
-5.47773887,4.62053176,0.05484339,0.42289043,0.98894215,0.45911845,0.92714087,0.61419607,0.05282691,1.88657957
-5.47173587,4.38764258,0.05234065,0.39364456,0.96123423,0.43173344,0.86795025,0.58208293,0.04970708,1.80777388
-5.46573287,4.15114003,0.04970085,0.36489310,0.93086607,0.40428090,0.80969688,0.54929197,0.04658448,1.72594445
-5.45972986,3.91313141,0.04695332,0.33686779,0.89815083,0.37700720,0.75287627,0.51615917,0.04347550,1.64185963
-5.45372686,3.67567908,0.04412874,0.30976883,0.86343824,0.35015537,0.69793914,0.48300645,0.04039705,1.55632143
-5.44772386,3.44078550,0.04125854,0.28376495,0.82711260,0.32396214,0.64529215,0.45013803,0.03736625,1.47015796
-5.44172086,3.21037983,0.03837425,0.25899422,0.78958997,0.29865505,0.59529963,0.41783747,0.03440015,1.38421502
-5.43571786,2.98630561,0.03550686,0.23556551,0.75131431,0.27444978,0.54828591,0.38636530,0.03151532,1.29934693
-5.42971486,2.77030888,0.03268621,0.21356057,0.71275249,0.25154763,0.50453802,0.35595739,0.02872755,1.21640654
-5.42371186,2.56402671,0.02994037,0.19303638,0.67438820,0.23013320,0.46430829,0.32682375,0.02605145,1.13623452
-5.41770885,2.36897539,0.02729518,0.17402768,0.63671474,0.21037235,0.42781657,0.29914782,0.02350011,1.05964788
-5.41170585,2.18653856,0.02477377,0.15654963,0.60022680,0.19241048,0.39525189,0.27308622,0.02108488,0.98742814
-5.40570285,2.01795469,0.02239619,0.14060033,0.56541135,0.17637103,0.36677335,0.24876872,0.01881508,0.92030900
-5.39969985,1.86430443,0.02017923,0.12616320,0.53273784,0.16235421,0.34251007,0.22629855,0.01669791,0.85896391
-5.39369685,1.72649759,0.01813615,0.11320918,0.50264809,0.15043609,0.32256016,0.20575282,0.01473837,0.80399378
-5.38769385,1.60526017,0.01627673,0.10169859,0.47554586,0.14066782,0.30698890,0.18718320,0.01293932,0.75591499
-5.38169085,1.50112179,0.01460723,0.09158276,0.45178672,0.13307509,0.29582589,0.17061660,0.01130156,0.71514802
-5.37568784,1.41440408,0.01313051,0.08280535,0.43166832,0.12765784,0.28906175,0.15605601,0.00982405,0.68200713
-5.36968484,1.34521032,0.01184627,0.07530340,0.41542157,0.12439010,0.28664418,0.14348142,0.00850420,0.65669128
-5.36368184,1.29341738,0.01075122,0.06900818,0.40320283,0.12322012,0.28847402,0.13285083,0.00733819,0.63927669
-5.35767884,1.25867040,0.00983945,0.06384584,0.39508773,0.12407073,0.29440144,0.12410143,0.00632141,0.62971158
-5.35167584,1.24038106,0.00910270,0.05973796,0.39106657,0.12684007,0.30422260,0.11715082,0.00544884,0.62781319
-5.34567284,1.23773032,0.00853078,0.05660198,0.39104193,0.13140269,0.31767733,0.11189857,0.00471558,0.63326777
-5.33966983,1.24967625,0.00811187,0.05435172,0.39482833,0.13761121,0.33444805,0.10822787,0.00411738,0.64563367
-5.33366683,1.27496769,0.00783298,0.05289781,0.40215444,0.14529852,0.35416028,0.10600753,0.00365110,0.66434796
-5.32766383,1.31216419,0.00768028,0.05214836,0.41266770,0.15428071,0.37638514,0.10509427,0.00331531,0.68873679
-5.32166083,1.35966264,0.00763950,0.05200966,0.42594152,0.16436073,0.40064394,0.10533525,0.00311077,0.71802951
-5.31565783,1.41573053,0.00769633,0.05238705,0.44148485,0.17533289,0.42641509,0.10657102,0.00304105,0.75137673
-5.30965483,1.47854563,0.00783679,0.05318596,0.45875411,0.18698811,0.45314325,0.10863871,0.00311297,0.78787187
-5.30365183,1.54624145,0.00804760,0.05431316,0.47716712,0.19911999,0.48025064,0.11137551,0.00333712,0.82657605
-5.29764882,1.61695745,0.00831654,0.05567808,0.49611867,0.21153140,0.50715033,0.11462232,0.00372834,0.86654561
-5.29164582,1.68889265,0.00863281,0.05719426,0.51499734,0.22404166,0.53326105,0.11822759,0.00430609,0.90686151
-5.28564282,1.76036078,0.00898735,0.05878092,0.53320293,0.23649382,0.55802298,0.12205106,0.00509476,0.94665962
-5.27963982,1.82984510,0.00937312,0.06036445,0.55016401,0.24876198,0.58091408,0.12596745,0.00612391,0.98516080
-5.27363682,1.89605038,0.00978538,0.06187990,0.56535481,0.26075811,0.60146612,0.12986989,0.00742833,1.02169951
-5.26763382,1.95794978,0.01022193,0.06327240,0.57831097,0.27243809,0.61927980,0.13367282,0.00904796,1.05574956
-5.26163082,2.01482418,0.01068318,0.06449821,0.58864329,0.28380664,0.63403808,0.13731448,0.01102761,1.08694582
-5.25562781,2.06629164,0.01117229,0.06552577,0.59604909,0.29492057,0.64551734,0.14075851,0.01341641,1.11510048
-5.24962481,2.11232500,0.01169516,0.06633620,0.60032056,0.30589028,0.65359536,0.14399484,0.01626706,1.14021292
-5.24362181,2.15325599,0.01226026,0.06692360,0.60134976,0.31687887,0.65825603,0.14703955,0.01963475,1.16247220
-5.23761881,2.18976488,0.01287846,0.06729493,0.59913003,0.32809905,0.65959020,0.14993383,0.02357580,1.18225166
-5.23161581,2.22285514,0.01356271,0.06746952,0.59375372,0.33980730,0.65779266,0.15274182,0.02814595,1.20009540
-5.22561281,2.25381339,0.01432754,0.06747815,0.58540629,0.35229572,0.65315524,0.15554758,0.03339844,1.21669669
-5.21960980,2.28415577,0.01518857,0.06736184,0.57435714,0.36588129,0.64605629,0.15845115,0.03938176,1.23286905
-5.21360680,2.31556239,0.01616183,0.06717037,0.56094748,0.38089319,0.63694703,0.16156379,0.04613721,1.24951076
-5.20760380,2.34980242,0.01726303,0.06696055,0.54557584,0.39765826,0.62633522,0.16500277,0.05369637,1.26756422
-5.20160080,2.38865271,0.01850678,0.06679429,0.52868187,0.41648533,0.61476715,0.16888578,0.06207846,1.28797188
-5.19559780,2.43381370,0.01990578,0.06673681,0.51072918,0.43764897,0.60280842,0.17332522,0.07128781,1.31163045
-5.18959480,2.48682626,0.02146997,0.06685464,0.49218794,0.46137336,0.59102480,0.17842275,0.08131154,1.33934573
-5.18359180,2.54899348,0.02320577,0.06721405,0.47351811,0.48781712,0.57996371,0.18426427,0.09211752,1.37178994
-5.17758879,2.62131130,0.02511536,0.06787942,0.45515386,0.51705976,0.57013737,0.19091563,0.10365288,1.40946386
-5.17158579,2.70441146,0.02719609,0.06891219,0.43748997,0.54909063,0.56200822,0.19841937,0.11584301,1.45266554
-5.16558279,2.79851987,0.02944001,0.07036991,0.42087056,0.58380092,0.55597733,0.20679253,0.12859139,1.50146740
-5.15957979,2.90343280,0.03183362,0.07230586,0.40558069,0.62097941,0.55237611,0.21602585,0.14178011,1.55570291
-5.15357679,3.01851222,0.03435781,0.07476896,0.39184091,0.66031230,0.55146160,0.22608426,0.15527139,1.61496379
-5.14757379,3.14270108,0.03698796,0.07780401,0.37980488,0.70138738,0.55341533,0.23690879,0.16890980,1.67860801
-5.14157079,3.27455788,0.03969442,0.08145227,0.36956001,0.74370259,0.55834563,0.24841975,0.18252554,1.74577836
-5.13556778,3.41230899,0.04244300,0.08575226,0.36113072,0.78667879,0.56629290,0.26052090,0.19593828,1.81543098
-5.12956478,3.55391644,0.04519592,0.09074058,0.35448411,0.82967624,0.57723735,0.27310466,0.20896183,1.88637239
-5.12356178,3.69715755,0.04791270,0.09645277,0.34953753,0.87201426,0.59110852,0.28605772,0.22140921,1.95730341
-5.11755878,3.83971250,0.05055137,0.10292399,0.34616740,0.91299321,0.60779577,0.29926692,0.23309796,2.02686780
-5.11155578,3.97925527,0.05306973,0.11018937,0.34421888,0.95191782,0.62715895,0.31262501,0.24385558,2.09370315
-5.10555278,4.11354318,0.05542659,0.11828399,0.34351570,0.98812078,0.64903841,0.32603576,0.25352470,2.15649169
-5.09954977,4.24050024,0.05758309,0.12724226,0.34386961,1.02098552,0.67326369,0.33941827,0.26196785,2.21400833
-5.09354677,4.35829004,0.05950391,0.13709676,0.34508909,1.04996700,0.69966007,0.35271001,0.26907152,2.26516359
-5.08754377,4.46537438,0.06115836,0.14787639,0.34698679,1.07460966,0.72805286,0.36586843,0.27474936,2.30903949
-5.08154077,4.56055461,0.06252123,0.15960389,0.34938542,1.09456146,0.75826877,0.37887094,0.27894435,2.34491649
-5.07553777,4.64299390,0.06357356,0.17229278,0.35212210,1.10958350,0.79013461,0.39171322,0.28162982,2.37229068
-5.06953477,4.71221968,0.06430303,0.18594390,0.35505087,1.11955474,0.82347338,0.40440598,0.28280933,2.39088030
-5.06353177,4.76810673,0.06470414,0.20054151,0.35804358,1.12447161,0.85809811,0.41697021,0.28251538,2.40062197
-5.05752876,4.81084249,0.06477813,0.21604946,0.36098933,1.12444283,0.89380414,0.42943130,0.28080708,2.40165703
-5.05152576,4.84087757,0.06453264,0.23240743,0.36379265,1.11967960,0.93036049,0.44181240,0.27776692,2.39430941
-5.04552276,4.85886491,0.06398113,0.24952758,0.36637078,1.11048196,0.96750126,0.45412738,0.27349674,2.37905654
-5.03951976,4.86559193,0.06314212,0.26729195,0.36865043,1.09722219,1.00491791,0.46637398,0.26811334,2.35649545
-5.03351676,4.86191044,0.06203829,0.28555084,0.37056442,1.08032617,1.04225330,0.47852757,0.26174375,2.32730616
-5.02751376,4.84866901,0.06069549,0.30412229,0.37204843,1.06025383,1.07909841,0.49053604,0.25452051,2.29221489
-5.02151076,4.82665217,0.05914170,0.32279309,0.37303837,1.03747981,1.11499229,0.50231627,0.24657720,2.25195904
-5.01550775,4.79653053,0.05740604,0.34132123,0.37346857,1.01247539,1.14942569,0.51375250,0.23804444,2.20725616
-5.00950475,4.75882474,0.05551779,0.35943988,0.37327082,0.98569251,1.18184881,0.52469680,0.22904642,2.15877835
-5.00350175,4.71388553,0.05350559,0.37686302,0.37237466,0.95755079,1.21168284,0.53497188,0.21969824,2.10713349
-4.99749875,4.66189076,0.05139670,0.39329233,0.37070868,0.92842792,1.23833523,0.54437612,0.21010398,2.05285380
-4.99149575,4.60285918,0.04921650,0.40842537,0.36820282,0.89865387,1.26121802,0.55269067,0.20035561,1.99639206
-4.98549275,4.53667979,0.04698807,0.42196458,0.36479161,0.86850877,1.27976841,0.55968832,0.19053261,1.93812502
-4.97948974,4.46315429,0.04473204,0.43362683,0.36041802,0.83822447,1.29347068,0.56514381,0.18070234,1.87836338
-4.97348674,4.38204953,0.04246647,0.44315303,0.35503768,0.80798917,1.30187825,0.56884498,0.17092090,1.81736695
-4.96748374,4.29315635,0.04020699,0.45031754,0.34862323,0.77795468,1.30463479,0.57060424,0.16123446,1.75536371
-4.96148074,4.19635062,0.03796693,0.45493665,0.34116848,0.74824555,1.30149325,0.57026980,0.15168085,1.69257114
-4.95547774,4.09165254,0.03575764,0.45687599,0.33269209,0.71896921,1.29233172,0.56773601,0.14229127,1.62921807
-4.94947474,3.97928031,0.03358873,0.45605642,0.32324054,0.69022647,1.27716522,0.56295238,0.13309193,1.56556555
-4.94347174,3.85969488,0.03146843,0.45245804,0.31289028,0.66212149,1.25615280,0.55593070,0.12410568,1.50192534
-4.93746873,3.73363299,0.02940390,0.44612221,0.30174875,0.63477064,1.22959955,0.54675001,0.11535325,1.43867467
-4.93146573,3.60212674,0.02740147,0.43715150,0.28995440,0.60830958,1.19795321,0.53555909,0.10685434,1.37626668
-4.92546273,3.46650857,0.02546689,0.42570748,0.27767560,0.58289831,1.16179575,0.52257646,0.09862826,1.31523572
-4.91945973,3.32840162,0.02360549,0.41200660,0.26510849,0.55872377,1.12183013,0.50808776,0.09069437,1.25619745
-4.91345673,3.18969602,0.02182227,0.39631422,0.25247391,0.53600006,1.07886297,0.49244081,0.08307207,1.19984377
-4.90745373,3.05251266,0.02012195,0.37893722,0.24001355,0.51496623,1.03378385,0.47603848,0.07578066,1.14693307
-4.90145073,2.91915638,0.01850899,0.36021552,0.22798541,0.49588189,0.98754239,0.45932979,0.06883890,1.09827617
-4.89544772,2.79206088,0.01698749,0.34051280,0.21665891,0.47902095,0.94112383,0.44279948,0.06226452,1.05471895
-4.88944472,2.67372816,0.01556117,0.32020695,0.20630960,0.46466383,0.89552443,0.42695674,0.05607353,1.01712235
-4.88344172,2.56666499,0.01423323,0.29968069,0.19721386,0.45308863,0.85172745,0.41232328,0.05027969,0.98634064
-4.87743872,2.47331914,0.01300634,0.27931253,0.18964358,0.44456165,0.81068072,0.39942133,0.04489389,0.96319886
-4.87143572,2.39601751,0.01188248,0.25946860,0.18386103,0.43932776,0.77327647,0.38876185,0.03992370,0.94847029
-4.86543272,2.33690851,0.01086297,0.24049555,0.18011397,0.43760092,0.74033398,0.38083344,0.03537308,0.94285450
-4.85942971,2.29790999,0.00994841,0.22271464,0.17863116,0.43955543,0.71258545,0.37609204,0.03124213,0.94695676
-4.85342671,2.28066418,0.00913871,0.20641722,0.17961820,0.44531795,0.69066533,0.37495181,0.02752709,0.96126934
-4.84742371,2.28650052,0.00843313,0.19186151,0.18325389,0.45496077,0.67510300,0.37777723,0.02422047,0.98615500
-4.84142071,2.31640678,0.00783037,0.17927078,0.18968702,0.46849644,0.66631888,0.38487657,0.02131128,1.02183321
-4.83541771,2.37100871,0.00732864,0.16883266,0.19903369,0.48587390,0.66462348,0.39649675,0.01878540,1.06836934
-4.82941471,2.45055833,0.00692579,0.16069959,0.21137521,0.50697628,0.67021926,0.41281958,0.01662599,1.12566695
-4.82341171,2.55493047,0.00661945,0.15498997,0.22675648,0.53162034,0.68320480,0.43395942,0.01481402,1.19346373
-4.81740870,2.68362742,0.00640709,0.15179007,0.24518501,0.55955771,0.70358080,0.45996211,0.01332870,1.27133090
-4.81140570,2.83579108,0.00628616,0.15115630,0.26663052,0.59047778,0.73125762,0.49080517,0.01214807,1.35867655
-4.80540270,3.01022233,0.00625416,0.15311756,0.29102521,0.62401233,0.76606385,0.52639915,0.01124938,1.45475277
-4.79939970,3.20540685,0.00630866,0.15767771,0.31826461,0.65974177,0.80775558,0.56659015,0.01060956,1.55866679
-4.79339670,3.41954694,0.00644735,0.16481781,0.34820906,0.69720284,0.85602597,0.61116322,0.01020557,1.66939593
-4.78739370,3.65059844,0.00666800,0.17449795,0.38068583,0.73589772,0.91051504,0.65984681,0.01001471,1.78580619
-4.78139070,3.89631217,0.00696843,0.18665887,0.41549174,0.77530426,0.97081917,0.71231797,0.01001482,1.90667413
-4.77538769,4.15427856,0.00734639,0.20122307,0.45239631,0.81488712,1.03650037,0.76820823,0.01018446,2.03071155
-4.76938469,4.42197485,0.00779953,0.21809549,0.49114532,0.85410941,1.10709502,0.82711018,0.01050301,2.15659235
-4.76338169,4.69681333,0.00832521,0.23716389,0.53146459,0.89244467,1.18212205,0.88858448,0.01095077,2.28298058
-4.75737869,4.97618950,0.00892045,0.25829904,0.57306410,0.92938862,1.26109039,0.95216722,0.01150892,2.40855905
-4.75137569,5.25752894,0.00958182,0.28135469,0.61564207,0.96447034,1.34350567,1.01737766,0.01215955,2.53205722
-4.74537269,5.53833150,0.01030532,0.30616764,0.65888911,0.99726250,1.42887609,1.08372593,0.01288565,2.65227753
-4.73936968,5.81621172,0.01108641,0.33255795,0.70249225,1.02739022,1.51671743,1.15072091,0.01367107,2.76811909
-4.73336668,6.08893455,0.01191995,0.36032956,0.74613884,1.05453824,1.60655710,1.21787801,0.01450054,2.87859796
-4.72736368,6.35444544,0.01280027,0.38927129,0.78952027,1.07845604,1.69793740,1.28472674,0.01535961,2.98286314
-4.72136068,6.61089450,0.01372126,0.41915849,0.83233549,1.09896096,1.79041777,1.35081816,0.01623474,3.08020790
-4.71535768,6.85665435,0.01467656,0.44975534,0.87429436,1.11593892,1.88357624,1.41573193,0.01711330,3.17007617
-4.70935468,7.09033188,0.01565971,0.48081785,0.91512094,1.12934307,1.97701002,1.47908308,0.01798365,3.25206384
-4.70335168,7.31077416,0.01666443,0.51209746,0.95455663,1.13919033,2.07033532,1.54052826,0.01883518,3.32591544
-4.69734867,7.51706918,0.01768486,0.54334530,0.99236334,1.14555612,2.16318647,1.59977150,0.01965846,3.39151652
-4.69134567,7.70854196,0.01871585,0.57431687,1.02832657,1.14856769,2.25521436,1.65656927,0.02044530,3.44888248
-4.68534267,7.88474704,0.01975320,0.60477696,1.06225864,1.14839629,2.34608437,1.71073474,0.02118886,3.49814468
-4.67933967,8.04545781,0.02079393,0.63450461,1.09400177,1.14524877,2.43547375,1.76214106,0.02188373,3.53953468
-4.67333667,8.19065362,0.02183645,0.66329787,1.12343108,1.13935899,2.52306859,1.81072343,0.02252599,3.57336756
-4.66733367,8.32050500,0.02288064,0.69097804,1.15045746,1.13097941,2.60856047,1.85647971,0.02311323,3.60002512
-4.66133067,8.43535738,0.02392795,0.71739320,1.17502996,1.12037330,2.69164286,1.89946951,0.02364458,3.61993970
-4.65532766,8.53571351,0.02498127,0.74242071,1.19713774,1.10780786,2.77200737,1.93981131,0.02412063,3.63357926
-4.64932466,8.62221453,0.02604477,0.76596853,1.21681127,1.09354837,2.84933999,1.97767770,0.02454333,3.64143398
-4.64332166,8.69561968,0.02712363,0.78797528,1.23412257,1.07785361,2.92331757,2.01328855,0.02491585,3.64400486
