energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.83791896,1.72476606,0.01492379,0.11991038,0.61282751,0.61209353,0.17755052,0.12987897,0.02483480,0.78933995
-5.83191596,1.75233611,0.01534912,0.12082742,0.62426798,0.62372171,0.18163355,0.13208381,0.02506272,0.80141275
-5.82591296,1.77133436,0.01569374,0.12105817,0.63294650,0.63251470,0.18504586,0.13362955,0.02516660,0.80959996
-5.81990995,1.78192581,0.01595197,0.12062776,0.63899347,0.63849856,0.18784393,0.13452703,0.02514815,0.81401685
-5.81390695,1.78448595,0.01612007,0.11957861,0.64263196,0.64176374,0.19011374,0.13480397,0.02501085,0.81488110
-5.80790395,1.77959258,0.01619643,0.11796933,0.64417456,0.64246280,0.19196994,0.13450460,0.02475982,0.81250860
-5.80190095,1.76801155,0.01618155,0.11587319,0.64401733,0.64080660,0.19355421,0.13368868,0.02440153,0.80730622
-5.79589795,1.75067689,0.01607807,0.11337612,0.64263091,0.63705872,0.19503243,0.13243009,0.02394359,0.79976179
-5.78989495,1.72866606,0.01589066,0.11057430,0.64054897,0.63152876,0.19659106,0.13081488,0.02339448,0.79043145
-5.78389195,1.70317094,0.01562588,0.10757148,0.63835421,0.62456425,0.19843245,0.12893905,0.02276335,0.77992494
-5.77788894,1.67546550,0.01529195,0.10447610,0.63666227,0.61654175,0.20076945,0.12690585,0.02205976,0.76888906
-5.77188594,1.64687111,0.01489852,0.10139817,0.63610403,0.60785717,0.20381924,0.12482291,0.02129351,0.75798987
-5.76588294,1.61872031,0.01445633,0.09844631,0.63730658,0.59891550,0.20779671,0.12279920,0.02047446,0.74789418
-5.75987994,1.59232008,0.01397691,0.09572465,0.64087354,0.59012033,0.21290742,0.12094182,0.01961240,0.73925062
-5.75387694,1.56891559,0.01347223,0.09332997,0.64736519,0.58186317,0.21934044,0.11935285,0.01871695,0.73267101
-5.74787394,1.54965522,0.01295433,0.09134903,0.65727901,0.57451297,0.22726129,0.11812628,0.01779745,0.72871247
-5.74187094,1.53555792,0.01243501,0.08985616,0.67103128,0.56840595,0.23680517,0.11734513,0.01686292,0.72786072
-5.73586793,1.52748375,0.01192550,0.08891117,0.68894031,0.56383604,0.24807084,0.11707874,0.01592199,0.73051514
-5.72986493,1.52610840,0.01143622,0.08855764,0.71121193,0.56104613,0.26111530,0.11738060,0.01498285,0.73697604
-5.72386193,1.53190259,0.01097655,0.08882166,0.73792788,0.56022048,0.27594965,0.11828639,0.01405324,0.74743454
-5.71785893,1.54511704,0.01055465,0.08971101,0.76903766,0.56147854,0.29253618,0.11981274,0.01314038,0.76196555
-5.71185593,1.56577368,0.01017736,0.09121479,0.80435422,0.56487034,0.31078710,0.12195637,0.01225097,0.78052412
-5.70585293,1.59366362,0.00985021,0.09330360,0.84355406,0.57037393,0.33056490,0.12469404,0.01139112,0.80294543
-5.69984992,1.62835226,0.00957734,0.09593021,0.88618179,0.57789483,0.35168452,0.12798293,0.01056634,0.82894861
-5.69384692,1.66919155,0.00936169,0.09903074,0.93165939,0.58726784,0.37391725,0.13176189,0.00978146,0.85814433
-5.68784392,1.71533940,0.00920503,0.10252633,0.97930005,0.59826123,0.39699644,0.13595323,0.00904064,0.89004620
-5.68184092,1.76578578,0.00910819,0.10632525,1.02832620,0.61058325,0.42062470,0.14046509,0.00834732,0.92408548
-5.67583792,1.81938479,0.00907122,0.11032550,1.07789136,0.62389089,0.44448248,0.14519445,0.00770422,0.95962883
-5.66983492,1.87489167,0.00909362,0.11441764,1.12710502,0.63780070,0.46823759,0.15003050,0.00711329,0.99599848
-5.66383192,1.93100345,0.00917455,0.11848797,1.17505961,0.65190123,0.49155537,0.15485846,0.00657577,1.03249397
-5.65782891,1.98640174,0.00931304,0.12242188,1.22085867,0.66576672,0.51410899,0.15956343,0.00609215,1.06841473
-5.65182591,2.03979591,0.00950818,0.12610716,1.26364489,0.67897148,0.53558945,0.16403447,0.00566226,1.10308243
-5.64582291,2.08996488,0.00975925,0.12943742,1.30262698,0.69110439,0.55571479,0.16816843,0.00528527,1.13586228
-5.63981991,2.13579576,0.01006590,0.13231512,1.33710403,0.70178281,0.57423801,0.17187357,0.00495976,1.16618225
-5.63381691,2.17631759,0.01042814,0.13465447,1.36648645,0.71066554,0.59095344,0.17507274,0.00468381,1.19354936
-5.62781391,2.21072880,0.01084641,0.13638382,1.39031244,0.71746387,0.60570112,0.17770600,0.00445503,1.21756239
-5.62181091,2.23841730,0.01132157,0.13744758,1.40825924,0.72195066,0.61836906,0.17973250,0.00427064,1.23792040
-5.61580790,2.25897227,0.01185476,0.13780751,1.42014891,0.72396681,0.62889337,0.18113170,0.00412757,1.25442685
-5.60980490,2.27218751,0.01244735,0.13744347,1.42594814,0.72342493,0.63725615,0.18190369,0.00402248,1.26698918
-5.60380190,2.27805644,0.01310073,0.13635341,1.42576261,0.72031024,0.64348152,0.18206878,0.00395188,1.27561415
-5.59779890,2.27675934,0.01381617,0.13455284,1.41982604,0.71467863,0.64762995,0.18166618,0.00391215,1.28039921
-5.59179590,2.26864382,0.01459460,0.13207356,1.40848479,0.70665220,0.64979137,0.18075211,0.00389958,1.28152082
-5.58579290,2.25420001,0.01543638,0.12896205,1.39217895,0.69641260,0.65007755,0.17939720,0.00391046,1.27922024
-5.57978989,2.23403187,0.01634114,0.12527726,1.37142095,0.68419261,0.64861414,0.17768343,0.00394107,1.27378792
-5.57378689,2.20882655,0.01730754,0.12108817,1.34677295,0.67026650,0.64553304,0.17570069,0.00398775,1.26554745
-5.56778389,2.17932345,0.01833313,0.11647114,1.31882412,0.65493975,0.64096549,0.17354328,0.00404691,1.25483987
-5.56178089,2.14628465,0.01941417,0.11150722,1.28816905,0.63853862,0.63503626,0.17130619,0.00411506,1.24200942
-5.55577789,2.11046820,0.02054553,0.10627943,1.25538830,0.62140019,0.62785926,0.16908170,0.00418884,1.22739129
-5.54977489,2.07260541,0.02172063,0.10087034,1.22103175,0.60386319,0.61953491,0.16695610,0.00426506,1.21130189
-5.54377189,2.03338290,0.02293136,0.09535980,1.18560565,0.58626003,0.61014908,0.16500687,0.00434070,1.19403215
-5.53776888,1.99342991,0.02416811,0.08982308,1.14956339,0.56891027,0.59977373,0.16330032,0.00441296,1.17584367
-5.53176588,1.95331092,0.02541981,0.08432944,1.11330037,0.55211548,0.58846902,0.16188976,0.00447925,1.15696780
-5.52576288,1.91352304,0.02667403,0.07894103,1.07715264,0.53615575,0.57628659,0.16081422,0.00453729,1.13760720
-5.51975988,1.87449787,0.02791709,0.07371234,1.04139910,0.52128739,0.56327371,0.16009784,0.00458506,1.11793946
-5.51375688,1.83660669,0.02913425,0.06869003,1.00626662,0.50774184,0.54947780,0.15974975,0.00462085,1.09812207
-5.50775388,1.80016804,0.03030990,0.06391309,0.97193756,0.49572545,0.53495099,0.15976456,0.00464331,1.07829829
-5.50175088,1.76545670,0.03142785,0.05941340,0.93855887,0.48541976,0.51975439,0.16012325,0.00465142,1.05860300
-5.49574787,1.73271288,0.03247161,0.05521656,0.90625222,0.47698204,0.50396151,0.16079461,0.00464452,1.03916813
-5.48974487,1.70215083,0.03342468,0.05134283,0.87512424,0.47054578,0.48766078,0.16173690,0.00462233,1.02012704
-5.48374187,1.67396595,0.03427097,0.04780825,0.84527644,0.46622089,0.47095687,0.16289982,0.00458491,1.00161753
-5.47773887,1.64833999,0.03499512,0.04462586,0.81681428,0.46409344,0.45397073,0.16422669,0.00453270,0.98378317
-5.47173587,1.62544398,0.03558294,0.04180672,0.78985474,0.46422493,0.43683838,0.16565666,0.00446647,0.96677299
-5.46573287,1.60543881,0.03602178,0.03936104,0.76453245,0.46665099,0.41970848,0.16712702,0.00438732,0.95073947
-5.45972986,1.58847366,0.03630094,0.03729906,0.74100382,0.47137965,0.40273902,0.16857535,0.00429665,0.93583522
-5.45372686,1.57468259,0.03641205,0.03563172,0.71944936,0.47838950,0.38609311,0.16994166,0.00419613,0.92220848
-5.44772386,1.56417992,0.03634939,0.03437119,0.70007407,0.48762766,0.36993440,0.17117028,0.00408769,0.90999807
-5.44172086,1.55705485,0.03611019,0.03353109,0.68310592,0.49900823,0.35442225,0.17221154,0.00397344,0.89932804
-5.43571786,1.55336608,0.03569484,0.03312650,0.66879263,0.51241113,0.33970703,0.17302320,0.00385568,0.89030265
-5.42971486,1.55313697,0.03510705,0.03317362,0.65739687,0.52768194,0.32592572,0.17357158,0.00373687,0.88300198
-5.42371186,1.55635189,0.03435388,0.03368932,0.64918999,0.54463273,0.31319814,0.17383240,0.00361951,0.87747865
-5.41770885,1.56295414,0.03344573,0.03469030,0.64444461,0.56304434,0.30162397,0.17379132,0.00350620,0.87375579
-5.41170585,1.57284572,0.03239616,0.03619212,0.64342608,0.58266988,0.29128056,0.17344413,0.00339950,0.87182662
-5.40570285,1.58588925,0.03122167,0.03820805,0.64638327,0.60323984,0.28222175,0.17279675,0.00330195,0.87165555
-5.39969985,1.60191184,0.02994139,0.04074777,0.65353872,0.62446850,0.27447758,0.17186487,0.00321599,0.87318079
-5.39369685,1.62071087,0.02857663,0.04381599,0.66507861,0.64606151,0.26805498,0.17067339,0.00314393,0.87631839
-5.38769385,1.64206135,0.02715045,0.04741110,0.68114268,0.66772447,0.26293914,0.16925571,0.00308786,0.88096741
-5.38169085,1.66572446,0.02568712,0.05152380,0.70181460,0.68917200,0.25909568,0.16765281,0.00304967,0.88701590
-5.37568784,1.69145668,0.02421157,0.05613590,0.72711306,0.71013710,0.25647335,0.16591215,0.00303094,0.89434730
-5.36968484,1.71901916,0.02274888,0.06121938,0.75698401,0.73038014,0.25500708,0.16408663,0.00303294,0.90284705
-5.36368184,1.74818663,0.02132374,0.06673556,0.79129443,0.74969723,0.25462135,0.16223330,0.00305657,0.91240874
-5.35767884,1.77875539,0.01995996,0.07263480,0.82982811,0.76792734,0.25523365,0.16041222,0.00310237,0.92293971
-5.35167584,1.81055005,0.01868003,0.07885645,0.87228364,0.78495797,0.25675793,0.15868514,0.00317048,0.93436562
-5.34567284,1.84342848,0.01750482,0.08532935,0.91827513,0.80072889,0.25910786,0.15711435,0.00326066,0.94663384
-5.33966983,1.87728489,0.01645323,0.09197269,0.96733573,0.81523385,0.26219998,0.15576143,0.00337226,0.95971541
-5.33366683,1.91205087,0.01554202,0.09869747,1.01892415,0.82852004,0.26595640,0.15468610,0.00350431,0.97360552
-5.32766383,1.94769437,0.01478568,0.10540834,1.07243422,0.84068534,0.27030725,0.15394509,0.00365551,0.98832249
-5.32166083,1.98421671,0.01419638,0.11200587,1.12720720,0.85187345,0.27519260,0.15359106,0.00382432,1.00390530
-5.31565783,2.02164793,0.01378400,0.11838920,1.18254671,0.86226718,0.28056398,0.15367160,0.00400898,1.02040986
-5.30965483,2.06004060,0.01355616,0.12445901,1.23773577,0.87208012,0.28638536,0.15422823,0.00420764,1.03790407
-5.30365183,2.09946263,0.01351837,0.13012054,1.29205535,0.88154707,0.29263361,0.15529551,0.00441842,1.05646206
-5.29764882,2.13998921,0.01367407,0.13528678,1.34480374,0.89091388,0.29929847,0.15690025,0.00463951,1.07615778
-5.29164582,2.18169450,0.01402484,0.13988153,1.39531610,0.90042682,0.30638187,0.15906073,0.00486922,1.09705826
-5.28564282,2.22464322,0.01457045,0.14384226,1.44298311,0.91032234,0.31389681,0.16178607,0.00510612,1.11921675
-5.27963982,2.26888270,0.01530897,0.14712262,1.48726824,0.92081736,0.32186566,0.16507575,0.00534908,1.14266610
-5.27363682,2.31443545,0.01623684,0.14969450,1.52772255,0.93210074,0.33031801,0.16891921,0.00559735,1.16741258
-5.26763382,2.36129270,0.01734889,0.15154959,1.56399661,0.94432605,0.33928805,0.17329563,0.00585058,1.19343036
-5.26163082,2.40940902,0.01863834,0.15270019,1.59584890,0.95760615,0.34881167,0.17817391,0.00610886,1.22065697
-5.25562781,2.45869830,0.02009675,0.15317944,1.62315027,0.97200952,0.35892322,0.18351288,0.00637273,1.24898974
-5.24962481,2.50903102,0.02171395,0.15304082,1.64588449,0.98755864,0.36965224,0.18926167,0.00664314,1.27828357
-5.24362181,2.56023316,0.02347801,0.15235696,1.66414462,1.00423025,0.38102016,0.19536037,0.00692141,1.30835001
-5.23761881,2.61208663,0.02537511,0.15121774,1.67812582,1.02195752,0.39303719,0.20174097,0.00720912,1.33895791
-5.23161581,2.66433135,0.02738950,0.14972793,1.68811466,1.04063389,0.40569955,0.20832852,0.00750808,1.36983550
-5.22561281,2.71666894,0.02950348,0.14800424,1.69447574,1.06011844,0.41898724,0.21504255,0.00782013,1.40067416
-5.21960980,2.76876803,0.03169735,0.14617207,1.69763627,1.08024237,0.43286240,0.22179877,0.00814707,1.43113362
-5.21360680,2.82027111,0.03394952,0.14436194,1.69806936,1.10081650,0.44726848,0.22851095,0.00849045,1.46084879
-5.20760380,2.87080272,0.03623662,0.14270589,1.69627678,1.12163922,0.46213030,0.23509296,0.00885149,1.48943785
-5.20160080,2.91997896,0.03853364,0.14133385,1.69277212,1.14250477,0.47735496,0.24146100,0.00923087,1.51651157
-5.19559780,2.96741785,0.04081424,0.14037016,1.68806481,1.16321137,0.49283372,0.24753577,0.00962863,1.54168355
-5.18959480,3.01275049,0.04305104,0.13993033,1.68264584,1.18356897,0.50844466,0.25324474,0.01004401,1.56458108
-5.18359180,3.05563233,0.04521603,0.14011817,1.67697546,1.20340632,0.52405613,0.25852426,0.01047539,1.58485624
-5.17758879,3.09575440,0.04728101,0.14102335,1.67147315,1.22257711,0.53953075,0.26332143,0.01092021,1.60219684
-5.17158579,3.13285383,0.04921807,0.14271937,1.66651005,1.24096499,0.55472979,0.26759575,0.01137494,1.61633675
-5.16558279,3.16672322,0.05100013,0.14526205,1.66240377,1.25848727,0.56951768,0.27132041,0.01183507,1.62706515
-5.15957979,3.19721832,0.05260144,0.14868861,1.65941535,1.27509726,0.58376639,0.27448310,0.01229520,1.63423424
-5.15357679,3.22426359,0.05399818,0.15301708,1.65774815,1.29078508,0.59735946,0.27708633,0.01274910,1.63776507
-5.14757379,3.24785521,0.05516887,0.15824627,1.65754816,1.30557702,0.61019543,0.27914726,0.01318985,1.63765111
-5.14157079,3.26806120,0.05609496,0.16435620,1.65890548,1.31953338,0.62219042,0.28069692,0.01361006,1.63395921
-5.13556778,3.28501851,0.05676116,0.17130881,1.66185647,1.33274494,0.63327978,0.28177896,0.01400200,1.62682802
-5.12956478,3.29892701,0.05715583,0.17904907,1.66638617,1.34532815,0.64341872,0.28244786,0.01435791,1.61646358
-5.12356178,3.31004049,0.05727128,0.18750637,1.67243085,1.35741915,0.65258179,0.28276671,0.01467018,1.60313245
-5.11755878,3.31865505,0.05710395,0.19659619,1.67988041,1.36916693,0.66076135,0.28280470,0.01493168,1.58715240
-5.11155578,3.32509523,0.05665447,0.20622195,1.68858057,1.38072570,0.66796525,0.28263432,0.01513592,1.56888120
-5.10555278,3.32969873,0.05592776,0.21627710,1.69833508,1.39224695,0.67421361,0.28232858,0.01527737,1.54870383
-5.09954977,3.33280025,0.05493282,0.22664744,1.70890790,1.40387135,0.67953533,0.28195817,0.01535161,1.52701887
-5.09354677,3.33471551,0.05368264,0.23721358,1.72002588,1.41572088,0.68396427,0.28158887,0.01535555,1.50422456
-5.08754377,3.33572636,0.05219387,0.24785358,1.73138206,1.42789160,0.68753567,0.28127933,0.01528752,1.48070525
-5.08154077,3.33606784,0.05048652,0.25844585,1.74264012,1.44044729,0.69028290,0.28107924,0.01514740,1.45681892
-5.07553777,3.33591815,0.04858346,0.26887212,1.75344017,1.45341442,0.69223498,0.28102815,0.01493662,1.43288636
-5.06953477,3.33539225,0.04650997,0.27902054,1.76340624,1.46677874,0.69341501,0.28115487,0.01465816,1.40918251
-5.06353177,3.33453973,0.04429324,0.28878894,1.77215548,1.48048372,0.69383963,0.28147756,0.01431647,1.38593051
-5.05752876,3.33334717,0.04196174,0.29808799,1.77930925,1.49443112,0.69351971,0.28200459,0.01391737,1.36329857
-5.05152576,3.33174526,0.03954469,0.30684427,1.78450562,1.50848372,0.69246218,0.28273592,0.01346788,1.34139991
-5.04552276,3.32962035,0.03707143,0.31500321,1.78741322,1.52247033,0.69067285,0.28366515,0.01297602,1.32029560
-5.03951976,3.32682978,0.03457091,0.32253158,1.78774566,1.53619280,0.68816011,0.28478198,0.01245061,1.30000027
-5.03351676,3.32322050,0.03207112,0.32941943,1.78527589,1.54943503,0.68493918,0.28607498,0.01190101,1.28049001
-5.02751376,3.31864946,0.02959860,0.33568152,1.77984965,1.56197336,0.68103660,0.28753452,0.01133691,1.26171221
-5.02151076,3.31300482,0.02717801,0.34135772,1.77139726,1.57358800,0.67649448,0.28915556,0.01076805,1.24359654
-5.01550775,3.30622625,0.02483175,0.34651262,1.75994257,1.58407489,0.67137430,0.29094026,0.01020397,1.22606635
-5.00950475,3.29832304,0.02257969,0.35123397,1.74560856,1.59325733,0.66575965,0.29290008,0.00965387,1.20904987
-5.00350175,3.28938839,0.02043891,0.35563012,1.72861874,1.60099655,0.65975780,0.29505726,0.00912632,1.19249028
-4.99749875,3.27960871,0.01842359,0.35982624,1.70929391,1.60720078,0.65349967,0.29744554,0.00862912,1.17635420
-4.99149575,3.26926685,0.01654493,0.36395960,1.68804402,1.61183194,0.64713811,0.30010996,0.00816916,1.16063787
-4.98549275,3.25873855,0.01481115,0.36817387,1.66535530,1.61490958,0.64084449,0.30310578,0.00775229,1.14537068
-4.97948974,3.24848184,0.01322760,0.37261276,1.64177287,1.61651159,0.63480352,0.30649642,0.00738324,1.13061587
-4.97348674,3.23901964,0.01179683,0.37741319,1.61787964,1.61677149,0.62920668,0.31035049,0.00706552,1.11646816
-4.96748374,3.23091607,0.01051883,0.38269832,1.59427236,1.61587245,0.62424438,0.31473813,0.00680146,1.10304876
-4.96148074,3.22474776,0.00939126,0.38857078,1.57153603,1.61403794,0.62009744,0.31972668,0.00659212,1.09049780
-4.95547774,3.22107154,0.00840962,0.39510646,1.55021799,1.61151986,0.61692818,0.32537603,0.00643735,1.07896482
-4.94947474,3.22039033,0.00756764,0.40234920,1.53080307,1.60858446,0.61487182,0.33173373,0.00633583,1.06859806
-4.94347174,3.22311929,0.00685745,0.41030678,1.51369116,1.60549700,0.61402853,0.33883032,0.00628513,1.05953298
-4.93746873,3.22955434,0.00626995,0.41894825,1.49917860,1.60250601,0.61445680,0.34667505,0.00628175,1.05188111
-4.93146573,3.23984497,0.00579505,0.42820315,1.48744422,1.59982812,0.61616841,0.35525217,0.00632127,1.04571968
-4.92546273,3.25397320,0.00542192,0.43796236,1.47854119,1.59763437,0.61912546,0.36451826,0.00639846,1.04108293
-4.91945973,3.27174011,0.00513932,0.44808083,1.47239475,1.59603889,0.62323961,0.37440055,0.00650738,1.03795552
-4.91345673,3.29276111,0.00493576,0.45838205,1.46880635,1.59509063,0.62837365,0.38479648,0.00664155,1.03626855
-4.90745373,3.31647016,0.00479974,0.46866396,1.46746359,1.59476871,0.63434534,0.39557462,0.00679410,1.03589839
-4.90145073,3.34213327,0.00472000,0.47870615,1.46795563,1.59498160,0.64093338,0.40657681,0.00695793,1.03666842
-4.89544772,3.36887031,0.00468561,0.48827787,1.46979292,1.59557038,0.64788510,0.41762164,0.00712592,1.03835352
-4.88944472,3.39568436,0.00468621,0.49714658,1.47243030,1.59631557,0.65492563,0.42850898,0.00729103,1.04068703
-4.88344172,3.42149674,0.00471209,0.50508651,1.47529191,1.59694745,0.66176784,0.43902545,0.00744654,1.04336971
-4.87743872,3.44518616,0.00475436,0.51188671,1.47779662,1.59715898,0.66812281,0.44895060,0.00758618,1.04608023
-4.87143572,3.46562967,0.00480498,0.51735852,1.47938253,1.59662063,0.67371001,0.45806347,0.00770427,1.04848648
-4.86543272,3.48174347,0.00485689,0.52134167,1.47952924,1.59499630,0.67826692,0.46614931,0.00779587,1.05025710
-4.85942971,3.49252143,0.00490408,0.52370912,1.47777681,1.59195933,0.68155751,0.47300612,0.00785688,1.05107264
-4.85342671,3.49706962,0.00494155,0.52437028,1.47374053,1.58720779,0.68337936,0.47845077,0.00788410,1.05063579
-4.84742371,3.49463516,0.00496543,0.52327257,1.46712101,1.58047812,0.68356898,0.48232442,0.00787535,1.04868025
-4.84142071,3.48462859,0.00497289,0.52040134,1.45770930,1.57155671,0.68200539,0.48449713,0.00782940,1.04497786
-4.83541771,3.46663881,0.00496220,0.51577835,1.44538733,1.56028862,0.67861187,0.48487130,0.00774605,1.03934389
-4.82941471,3.44044062,0.00493265,0.50945896,1.43012391,1.54658339,0.67335593,0.48338415,0.00762604,1.03164043
-4.82341171,3.40599509,0.00488449,0.50152823,1.41196717,1.53041772,0.66624777,0.48000897,0.00747101,1.02177789
-4.81740870,3.36344333,0.00481892,0.49209646,1.39103413,1.51183509,0.65733739,0.47475518,0.00728338,1.00971487
-4.81140570,3.31309471,0.00473797,0.48129423,1.36749860,1.49094269,0.64671084,0.46766740,0.00706630,0.99545668
-4.80540270,3.25541073,0.00464441,0.46926757,1.34157826,1.46790590,0.63448571,0.45882351,0.00682345,0.97905268
-4.79939970,3.19098571,0.00454173,0.45617320,1.31352205,1.44294100,0.62080635,0.44833195,0.00655898,0.96059307
-4.79339670,3.12052569,0.00443395,0.44217444,1.28359867,1.41630646,0.60583908,0.43632824,0.00627732,0.94020505
-4.78739370,3.04482671,0.00432560,0.42743770,1.25208685,1.38829352,0.58976756,0.42297115,0.00598307,0.91804901
-4.78139070,2.96475353,0.00422158,0.41212975,1.21926803,1.35921658,0.57278857,0.40843842,0.00568084,0.89431472
-4.77538769,2.88121952,0.00412707,0.39641593,1.18542141,1.32940374,0.55510829,0.39292240,0.00537518,0.86921769
-4.76938469,2.79516842,0.00404746,0.38045894,1.15082163,1.29918806,0.53693906,0.37662564,0.00507041,0.84299586
-4.76338169,2.70755811,0.00398821,0.36441851,1.11573863,1.26889967,0.51849667,0.35975651,0.00477057,0.81590650
-4.75737869,2.61934650,0.00395479,0.34845141,1.08043940,1.23885906,0.49999798,0.34252511,0.00447933,0.78822329
-4.75137569,2.53147951,0.00395256,0.33271195,1.04519097,1.20937150,0.48165882,0.32513934,0.00419993,0.76023341
-4.74537269,2.44488061,0.00398666,0.31735255,1.01026399,1.18072263,0.46369202,0.30780138,0.00393515,0.73223455
-4.73936968,2.36044173,0.00406195,0.30252427,0.97593629,1.15317520,0.44630536,0.29070440,0.00368728,0.70453163
-4.73336668,2.27901511,0.00418285,0.28837715,0.94249568,1.12696675,0.42969944,0.27402972,0.00345811,0.67743316
-4.72736368,2.20140558,0.00435324,0.27506024,0.91024161,1.10230818,0.41406521,0.25794431,0.00324896,0.65124713
-4.72136068,2.12836324,0.00457633,0.26272114,0.87948513,1.07938298,0.39958133,0.24259866,0.00306064,0.62627637
-4.71535768,2.06057626,0.00485458,0.25150512,0.85054711,1.05834709,0.38641118,0.22812505,0.00289355,0.60281352
-4.70935468,1.99866387,0.00518951,0.24155381,0.82375450,1.03932918,0.37469977,0.21463620,0.00274767,0.58113565
-4.70335168,1.94316974,0.00558162,0.23300355,0.79943495,1.02243148,0.36457054,0.20222429,0.00262260,0.56149870
-4.69734867,1.89455615,0.00603027,0.22598340,0.77791009,1.00773098,0.35612238,0.19096044,0.00251762,0.54413209
-4.69134567,1.85319927,0.00653357,0.22061313,0.75948780,0.99528119,0.34942695,0.18089452,0.00243176,0.52923366
-4.68534267,1.81938612,0.00708829,0.21700129,0.74445422,0.98511441,0.34452653,0.17205546,0.00236381,0.51696527
-4.67933967,1.79331384,0.00768986,0.21524340,0.73306602,0.97724463,0.34143274,0.16445198,0.00231239,0.50744947
-4.67333667,1.77509155,0.00833230,0.21542067,0.72554348,0.97167111,0.34012624,0.15807366,0.00227602,0.50076728
-4.66733367,1.76474521,0.00900826,0.21759917,0.72206507,0.96838275,0.34055748,0.15289258,0.00225316,0.49695759
-4.66133067,1.76222577,0.00970912,0.22182962,0.72276384,0.96736298,0.34264877,0.14886523,0.00224226,0.49601802
-4.65532766,1.76742036,0.01042509,0.22814786,0.72772599,0.96859546,0.34629759,0.14593477,0.00224184,0.49790754
-4.64932466,1.78016647,0.01114535,0.23657599,0.73699178,0.97207002,0.35138109,0.14403373,0.00225049,0.50255069
-4.64332166,1.80026831,0.01185836,0.24712405,0.75055864,0.97778886,0.35776164,0.14308673,0.00226697,0.50984327
