energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.37568784,1.33890483,0.19542488,0.11061586,0.41878871,0.54073992,0.00051721,0.37634941,0.00764174,0.14916732
-5.36968484,1.32522355,0.20211192,0.10963157,0.41991876,0.53210503,0.00048673,0.37229771,0.00720849,0.14955701
-5.36368184,1.31667090,0.20980431,0.10901081,0.42274060,0.52560072,0.00045802,0.36952028,0.00679436,0.15074674
-5.35767884,1.31311432,0.21835822,0.10877290,0.42710310,0.52121905,0.00043124,0.36797425,0.00640544,0.15267592
-5.35167584,1.31431260,0.22761767,0.10892977,0.43282127,0.51890694,0.00040650,0.36758370,0.00604730,0.15527361
-5.34567284,1.31993585,0.23742111,0.10948704,0.43968551,0.51857281,0.00038393,0.36824515,0.00572493,0.15846226
-5.33966983,1.32958911,0.24760845,0.11044558,0.44747184,0.52009453,0.00036362,0.36983402,0.00544276,0.16216190
-5.33366683,1.34283839,0.25802802,0.11180333,0.45595290,0.52332851,0.00034566,0.37221207,0.00520461,0.16629429
-5.32766383,1.35923812,0.26854342,0.11355723,0.46490904,0.52811931,0.00033012,0.37523520,0.00501371,0.17078707
-5.32166083,1.37835833,0.27903979,0.11570529,0.47413909,0.53430932,0.00031708,0.37876138,0.00487273,0.17557771
-5.31565783,1.39981041,0.28942936,0.11824849,0.48347040,0.54174797,0.00030662,0.38265825,0.00478383,0.18061693
-5.30965483,1.42326983,0.29965588,0.12119254,0.49276745,0.55030002,0.00029881,0.38680998,0.00474870,0.18587163
-5.30365183,1.44849483,0.30969787,0.12454924,0.50193878,0.55985235,0.00029373,0.39112307,0.00476858,0.19132707
-5.29764882,1.47533982,0.31957030,0.12833749,0.51094184,0.57031905,0.00029147,0.39553084,0.00484432,0.19698811
-5.29164582,1.50376277,0.32932477,0.13258364,0.51978540,0.58164435,0.00029214,0.39999623,0.00497640,0.20287961
-5.28564282,1.53382609,0.33904799,0.13732132,0.52852946,0.59380328,0.00029585,0.40451298,0.00516491,0.20904570
-5.27963982,1.56569072,0.34885855,0.14259054,0.53728253,0.60680007,0.00030270,0.40910488,0.00540957,0.21554811
-5.27363682,1.59960374,0.35890218,0.14843618,0.54619637,0.62066424,0.00031283,0.41382338,0.00570968,0.22246344
-5.26763382,1.63587981,0.36934549,0.15490583,0.55545835,0.63544466,0.00032633,0.41874344,0.00606409,0.22987950
-5.26163082,1.67487736,0.38036844,0.16204695,0.56528172,0.65120186,0.00034329,0.42395807,0.00647111,0.23789085
-5.25562781,1.71697055,0.39215582,0.16990371,0.57589421,0.66799903,0.00036379,0.42957160,0.00692845,0.24659366
-5.24962481,1.76251840,0.40488807,0.17851330,0.58752531,0.68589210,0.00038786,0.43569213,0.00743313,0.25608010
-5.24362181,1.81183246,0.41873176,0.18790214,0.60039297,0.70491958,0.00041549,0.44242359,0.00798143,0.26643247
-5.23761881,1.86514471,0.43383006,0.19808202,0.61469006,0.72509260,0.00044660,0.44985765,0.00856877,0.27771730
-5.23161581,1.92257724,0.45029373,0.20904645,0.63057130,0.74638581,0.00048105,0.45806598,0.00918968,0.28997972
-5.22561281,1.98411547,0.46819292,0.22076739,0.64814135,0.76872961,0.00051863,0.46709324,0.00983776,0.30323829
-5.21960980,2.04958610,0.48755016,0.23319254,0.66744431,0.79200427,0.00055905,0.47695106,0.01050569,0.31748060
-5.21360680,2.11864147,0.50833495,0.24624347,0.68845555,0.81603623,0.00060192,0.48761351,0.01118524,0.33265986
-5.20760380,2.19075108,0.53046018,0.25981467,0.71107596,0.84059709,0.00064678,0.49901401,0.01186739,0.34869268
-5.20160080,2.26520115,0.55378068,0.27377377,0.73512912,0.86540524,0.00069307,0.51104422,0.01254238,0.36545815
-5.19559780,2.34110280,0.57809397,0.28796288,0.76036170,0.89013042,0.00074018,0.52355465,0.01319994,0.38279855
-5.18959480,2.41740856,0.60314343,0.30220125,0.78644699,0.91440091,0.00078743,0.53635731,0.01382946,0.40052144
-5.18359180,2.49293715,0.62862373,0.31628911,0.81299174,0.93781340,0.00083408,0.54923014,0.01442024,0.41840339
-5.17758879,2.56640570,0.65418846,0.33001263,0.83954606,0.95994493,0.00087937,0.56192314,0.01496174,0.43619515
-5.17158579,2.63646816,0.67945974,0.34314996,0.86561604,0.98036661,0.00092252,0.57416603,0.01544392,0.45362818
-5.16558279,2.70175860,0.70403956,0.35547795,0.89067874,0.99865853,0.00096277,0.58567693,0.01585749,0.47042222
-5.15957979,2.76093751,0.72752225,0.36677944,0.91419892,1.01442505,0.00099939,0.59617206,0.01619423,0.48629381
-5.15357679,2.81273919,0.74950781,0.37685073,0.93564691,1.02731004,0.00103171,0.60537566,0.01644729,0.50096522
-5.14757379,2.85601806,0.76961543,0.38550894,0.95451687,1.03701107,0.00105914,0.61302996,0.01661139,0.51417363
-5.14157079,2.88979181,0.78749665,0.39259881,0.97034459,1.04329204,0.00108118,0.61890469,0.01668307,0.52567991
-5.13556778,2.91327929,0.80284758,0.39799878,0.98272420,1.04599356,0.00109745,0.62280566,0.01666084,0.53527691
-5.12956478,2.92593128,0.81541966,0.40162577,0.99132290,1.04504041,0.00110771,0.62458204,0.01654526,0.54279662
-5.12356178,2.92745265,0.82502831,0.40343867,0.99589314,1.04044586,0.00111185,0.62413203,0.01633899,0.54811597
-5.11755878,2.91781454,0.83155917,0.40344016,0.99628153,1.03231233,0.00110990,0.62140663,0.01604670,0.55116096
-5.11155578,2.89725604,0.83497166,0.40167673,0.99243429,1.02082852,0.00110203,0.61641125,0.01567500,0.55190893
-5.10555278,2.86627505,0.83529936,0.39823702,0.98439868,1.00626284,0.00108855,0.60920526,0.01523225,0.55038880
-5.09954977,2.82560861,0.83264760,0.39324830,0.97232060,0.98895355,0.00106991,0.59989932,0.01472829,0.54667928
-5.09354677,2.77620360,0.82718792,0.38687147,0.95643831,0.96929594,0.00104663,0.58865071,0.01417414,0.54090516
-5.08754377,2.71917921,0.81914999,0.37929465,0.93707257,0.94772723,0.00101936,0.57565687,0.01358169,0.53323178
-5.08154077,2.65578269,0.80881116,0.37072570,0.91461377,0.92470964,0.00098879,0.56114749,0.01296333,0.52385799
-5.07553777,2.58734079,0.79648424,0.36138408,0.88950662,0.90071274,0.00095566,0.54537549,0.01233153,0.51300800
-5.06953477,2.51520886,0.78250407,0.35149239,0.86223303,0.87619556,0.00092072,0.52860735,0.01169852,0.50092237
-5.06353177,2.44072025,0.76721353,0.34126794,0.83329420,0.85158961,0.00088471,0.51111322,0.01107590,0.48784879
-5.05752876,2.36513822,0.75094974,0.33091488,0.80319255,0.82728330,0.00084835,0.49315736,0.01047429,0.47403285
-5.05152576,2.28961254,0.73403099,0.32061713,0.77241445,0.80360867,0.00081227,0.47498920,0.00990308,0.45970943
-5.04552276,2.21514276,0.71674511,0.31053248,0.74141440,0.78083087,0.00077707,0.45683557,0.00937017,0.44509504
-5.03951976,2.14254958,0.69933982,0.30078807,0.71060146,0.75914101,0.00074321,0.43889424,0.00888179,0.43038139
-5.03351676,2.07245547,0.68201533,0.29147744,0.68032833,0.73865234,0.00071107,0.42132919,0.00844239,0.41573045
-5.02751376,2.00527505,0.66491971,0.28265924,0.65088347,0.71940019,0.00068093,0.40426763,0.00805459,0.40127129
-5.02151076,1.94121533,0.64814692,0.27435755,0.62248658,0.70134530,0.00065295,0.38779884,0.00771919,0.38709858
-5.01550775,1.88028537,0.63173771,0.26656373,0.59528729,0.68438043,0.00062716,0.37197475,0.00743526,0.37327286
-5.00950475,1.82231445,0.61568305,0.25923973,0.56936710,0.66833978,0.00060354,0.35681230,0.00720026,0.35982243
-5.00350175,1.76697750,0.59992994,0.25232246,0.54474408,0.65301063,0.00058193,0.34229702,0.00701021,0.34674657
-4.99749875,1.71382616,0.58438914,0.24572915,0.52138018,0.63814670,0.00056213,0.32838799,0.00685997,0.33402006
-4.99149575,1.66232379,0.56894437,0.23936324,0.49919031,0.62348240,0.00054387,0.31502341,0.00674345,0.32159840
-4.98549275,1.61188236,0.55346243,0.23312053,0.47805290,0.60874732,0.00052683,0.30212688,0.00665388,0.30942368
-4.97948974,1.56189955,0.53780376,0.22689537,0.45782118,0.59368031,0.00051069,0.28961368,0.00658414,0.29743054
-4.97348674,1.51179415,0.52183282,0.22058644,0.43833458,0.57804245,0.00049511,0.27739699,0.00652701,0.28555211
-4.96748374,1.46103818,0.50542782,0.21410202,0.41942979,0.56162841,0.00047977,0.26539362,0.00647549,0.27372541
-4.96148074,1.40918458,0.48848945,0.20736445,0.40095084,0.54427576,0.00046436,0.25352905,0.00642297,0.26189621
-4.95547774,1.35588916,0.47094813,0.20031361,0.38275790,0.52587191,0.00044864,0.24174164,0.00636356,0.25002299
-4.94947474,1.30092654,0.45276959,0.19290941,0.36473448,0.50635847,0.00043240,0.22998575,0.00629219,0.23807991
-4.94347174,1.24419946,0.43395864,0.18513321,0.34679277,0.48573308,0.00041549,0.21823392,0.00620483,0.22605874
-4.93746873,1.18574173,0.41456109,0.17698810,0.32887704,0.46404868,0.00039781,0.20647783,0.00609853,0.21396983
-4.93146573,1.12571501,0.39466377,0.16849825,0.31096529,0.44141051,0.00037934,0.19472840,0.00597155,0.20184194
-4.92546273,1.06440024,0.37439291,0.15970735,0.29306891,0.41797108,0.00036009,0.18301483,0.00582330,0.18972131
-4.91945973,1.00218440,0.35391101,0.15067631,0.27523095,0.39392355,0.00034015,0.17138297,0.00565440,0.17766988
-4.91345673,0.93954367,0.33341235,0.14148036,0.25752298,0.36949385,0.00031963,0.15989301,0.00546652,0.16576295
-4.90745373,0.87702401,0.31311770,0.13220580,0.24004082,0.34493197,0.00029868,0.14861670,0.00526236,0.15408635
-4.90145073,0.81522035,0.29326814,0.12294648,0.22289971,0.32050304,0.00027749,0.13763430,0.00504547,0.14273343
-4.89544772,0.75475521,0.27411858,0.11380028,0.20622893,0.29647830,0.00025625,0.12703147,0.00482014,0.13180187
-4.88944472,0.69625793,0.25593109,0.10486564,0.19016633,0.27312659,0.00023518,0.11689612,0.00459119,0.12139057
-4.88344172,0.64034511,0.23896831,0.09623839,0.17485298,0.25070650,0.00021447,0.10731545,0.00436382,0.11159672
-4.87743872,0.58760295,0.22348702,0.08800893,0.16042820,0.22945948,0.00019432,0.09837329,0.00414343,0.10251310
-4.87143572,0.53857198,0.20973222,0.08025975,0.14702506,0.20960403,0.00017490,0.09014766,0.00393544,0.09422577
-4.86543272,0.49373431,0.19793150,0.07306350,0.13476652,0.19133104,0.00015638,0.08270889,0.00374513,0.08681204
-4.85942971,0.45350372,0.18829007,0.06648152,0.12376227,0.17480036,0.00013888,0.07611791,0.00357746,0.08033885
-4.85342671,0.41821825,0.18098618,0.06056281,0.11410625,0.16013844,0.00012250,0.07042510,0.00343694,0.07486157
-4.84742371,0.38813534,0.17616714,0.05534348,0.10587484,0.14743709,0.00010731,0.06566940,0.00332750,0.07042303
-4.84142071,0.36342924,0.17394574,0.05084661,0.09912569,0.13675311,0.00009337,0.06187777,0.00325238,0.06705289
-4.83541771,0.34419025,0.17439721,0.04708239,0.09389709,0.12810876,0.00008069,0.05906490,0.00321405,0.06476730
-4.82941471,0.33042567,0.17755658,0.04404861,0.09020769,0.12149285,0.00006925,0.05723315,0.00321412,0.06356866
-4.82341171,0.32206202,0.18341653,0.04173139,0.08805671,0.11686236,0.00005903,0.05637270,0.00325328,0.06344567
-4.81740870,0.31894838,0.19192578,0.04010602,0.08742434,0.11414448,0.00004999,0.05646181,0.00333132,0.06437342
-4.81140570,0.32086059,0.20298794,0.03913801,0.08827231,0.11323899,0.00004205,0.05746721,0.00344707,0.06631368
-4.80540270,0.32750626,0.21646116,0.03878418,0.09054469,0.11402081,0.00003515,0.05934465,0.00359842,0.06921530
-4.79939970,0.33853040,0.23215842,0.03899388,0.09416875,0.11634292,0.00002920,0.06203949,0.00378238,0.07301471
-4.79339670,0.35352189,0.24984873,0.03971024,0.09905595,0.12003936,0.00002411,0.06548749,0.00399510,0.07763666
-4.78739370,0.37202061,0.26925933,0.04087145,0.10510309,0.12492853,0.00001981,0.06961567,0.00423199,0.08299511
-4.78139070,0.39352540,0.29007897,0.04241215,0.11219353,0.13081665,0.00001619,0.07434343,0.00448774,0.08899434
-4.77538769,0.41750300,0.31196226,0.04426484,0.12019869,0.13750150,0.00001318,0.07958376,0.00475653,0.09553036
-4.76938469,0.44339779,0.33453528,0.04636128,0.12897978,0.14477639,0.00001069,0.08524476,0.00503209,0.10249257
-4.76338169,0.47064260,0.35740223,0.04863407,0.13838973,0.15243433,0.00000866,0.09123131,0.00530788,0.10976574
-4.75737869,0.49867026,0.38015319,0.05101810,0.14827551,0.16027241,0.00000702,0.09744699,0.00557727,0.11723224
-4.75137569,0.52692597,0.40237270,0.05345212,0.15848072,0.16809630,0.00000570,0.10379621,0.00583365,0.12477454
-4.74537269,0.55488009,0.42364905,0.05588024,0.16884851,0.17572473,0.00000465,0.11018654,0.00607068,0.13227800
-4.73936968,0.58204117,0.44358396,0.05825343,0.17922476,0.18299397,0.00000383,0.11653106,0.00628239,0.13963370
-4.73336668,0.60796876,0.46180233,0.06053081,0.18946149,0.18976202,0.00000320,0.12275090,0.00646338,0.14674142
-4.72736368,0.63228548,0.47796176,0.06268092,0.19942037,0.19591242,0.00000273,0.12877761,0.00660896,0.15351257
-4.72136068,0.65468812,0.49176138,0.06468268,0.20897629,0.20135754,0.00000239,0.13455553,0.00671525,0.15987290
-4.71535768,0.67495694,0.50294988,0.06652613,0.21802077,0.20604118,0.00000217,0.14004376,0.00677933,0.16576506
-4.70935468,0.69296295,0.51133208,0.06821287,0.22646517,0.20994031,0.00000206,0.14521791,0.00679926,0.17115060
-4.70335168,0.70867254,0.51677406,0.06975607,0.23424339,0.21306584,0.00000206,0.15007133,0.00677416,0.17601162
-4.69734867,0.72214926,0.51920653,0.07118018,0.24131407,0.21546237,0.00000217,0.15461578,0.00670418,0.18035166
-4.69134567,0.73355234,0.51862625,0.07252017,0.24766210,0.21720685,0.00000240,0.15888146,0.00659048,0.18419592
-4.68534267,0.74313190,0.51509550,0.07382032,0.25329920,0.21840610,0.00000278,0.16291632,0.00643519,0.18759072
-4.67933967,0.75122080,0.50873967,0.07513270,0.25826370,0.21919341,0.00000336,0.16678466,0.00624132,0.19060215
-4.67333667,0.75822334,0.49974301,0.07651515,0.26261922,0.21972405,0.00000416,0.17056496,0.00601259,0.19331390
-4.66733367,0.76460109,0.48834271,0.07802910,0.26645245,0.22017017,0.00000527,0.17434701,0.00575335,0.19582434
-4.66133067,0.77085625,0.47482174,0.07973695,0.26986991,0.22071497,0.00000676,0.17822844,0.00546843,0.19824298
-4.65532766,0.77751331,0.45950052,0.08169950,0.27299390,0.22154666,0.00000873,0.18231064,0.00516295,0.20068627
-4.64932466,0.78509954,0.44272797,0.08397312,0.27595766,0.22285220,0.00001133,0.18669445,0.00484220,0.20327313
-4.64332166,0.79412525,0.42487219,0.08660719,0.27890009,0.22481132,0.00001469,0.19147544,0.00451144,0.20612015
