energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.90995498,0.52065683,0.00649425,0.04265794,0.09242314,0.04982562,0.01948811,0.25012148,0.05692043,0.06046860
-5.90395198,0.54113664,0.00736529,0.04397414,0.09206560,0.05448794,0.02161210,0.26147430,0.06145162,0.06072923
-5.89794897,0.56996928,0.00831682,0.04575522,0.09335721,0.06012304,0.02400934,0.27728000,0.06712586,0.06166755
-5.89194597,0.60715333,0.00934364,0.04805959,0.09621690,0.06672493,0.02668884,0.29744042,0.07399987,0.06331000
-5.88594297,0.65264533,0.01043854,0.05094655,0.10055828,0.07427980,0.02965578,0.32183009,0.08213430,0.06568022
-5.87993997,0.70635579,0.01159227,0.05447554,0.10628982,0.08276540,0.03291104,0.35029501,0.09159369,0.06879877
-5.87393697,0.76814668,0.01279356,0.05870567,0.11331524,0.09215057,0.03645072,0.38265194,0.10244662,0.07268299
-5.86793397,0.83783083,0.01402937,0.06369530,0.12153409,0.10239503,0.04026585,0.41868867,0.11476616,0.07734714
-5.86193097,0.91517373,0.01528505,0.06950197,0.13084260,0.11344939,0.04434229,0.45816549,0.12863073,0.08280271
-5.85592796,0.99989778,0.01654480,0.07618233,0.14113495,0.12525556,0.04866070,0.50081797,0.14412518,0.08905899
-5.84992496,1.09168945,0.01779204,0.08379238,0.15230494,0.13774751,0.05319669,0.54636122,0.16134234,0.09612392
-5.84392196,1.19020903,0.01901004,0.09238766,0.16424812,0.15085249,0.05792119,0.59449580,0.18038470,0.10400497
-5.83791896,1.29510307,0.02018247,0.10202364,0.17686427,0.16449256,0.06280092,0.64491504,0.20136654,0.11271024
-5.83191596,1.40601896,0.02129411,0.11275612,0.19006035,0.17858670,0.06779904,0.69731374,0.22441598,0.12224961
-5.82591296,1.52262130,0.02233152,0.12464154,0.20375373,0.19305308,0.07287587,0.75139811,0.24967720,0.13263589
-5.81990995,1.64460943,0.02328375,0.13773729,0.21787558,0.20781176,0.07798980,0.80689638,0.27731235,0.14388582
-5.81390695,1.77173516,0.02414296,0.15210186,0.23237436,0.22278758,0.08309822,0.86356996,0.30750321,0.15602103
-5.80790395,1.90382000,0.02490504,0.16779482,0.24721922,0.23791307,0.08815853,0.92122447,0.34045212,0.16906869
-5.80190095,2.04077087,0.02557004,0.18487651,0.26240307,0.25313138,0.09312917,0.97972013,0.37638216,0.18306192
-5.79589795,2.18259310,0.02614255,0.20340751,0.27794527,0.26839903,0.09797063,1.03898101,0.41553608,0.19803977
-5.78989495,2.32939994,0.02663184,0.22344768,0.29389358,0.28368828,0.10264642,1.09900250,0.45817396,0.21404688
-5.78389195,2.48141737,0.02705190,0.24505483,0.31032540,0.29898903,0.10712395,1.15985637,0.50456915,0.23113259
-5.77788894,2.63898329,0.02742124,0.26828300,0.32734784,0.31431000,0.11137537,1.22169303,0.55500240,0.24934960
-5.77188594,2.80254044,0.02776246,0.29318021,0.34509681,0.32967916,0.11537818,1.28474030,0.60975393,0.26875213
-5.76588294,2.97262226,0.02810169,0.31978576,0.36373471,0.34514320,0.11911571,1.34929856,0.66909359,0.28939353
-5.75987994,3.14983144,0.02846780,0.34812709,0.38344689,0.36076597,0.12257748,1.41573174,0.73326880,0.31132341
-5.75387694,3.33481094,0.02889144,0.37821615,0.40443660,0.37662585,0.12575920,1.48445432,0.80249072,0.33458430
-5.74787394,3.52820789,0.02940397,0.41004545,0.42691874,0.39281198,0.12866272,1.55591429,0.87691880,0.35920788
-5.74187094,3.73063090,0.03003625,0.44358381,0.45111224,0.40941954,0.13129562,1.63057220,0.95664415,0.38521090
-5.73586793,3.94260186,0.03081741,0.47877192,0.47723136,0.42654402,0.13367066,1.70887714,1.04167230,0.41259083
-5.72986493,4.16450369,0.03177359,0.51551794,0.50547615,0.44427471,0.13580494,1.79123992,1.13190602,0.44132149
-5.72386193,4.39652598,0.03292669,0.55369332,0.53602213,0.46268779,0.13771889,1.87800466,1.22712911,0.47134864
-5.71785893,4.63861054,0.03429326,0.59312902,0.56900983,0.48183901,0.13943515,1.96941973,1.32699192,0.50258589
-5.71185593,4.89039981,0.03588350,0.63361245,0.60453436,0.50175663,0.14097726,2.06560933,1.43099960,0.53491104
-5.70585293,5.15119037,0.03770043,0.67488531,0.64263544,0.52243469,0.14236827,2.16654703,1.53850408,0.56816305
-5.69984992,5.41989487,0.03973932,0.71664267,0.68328842,0.54382726,0.14362946,2.27203266,1.64870046,0.60213998
-5.69384692,5.69501475,0.04198738,0.75853352,0.72639672,0.56584387,0.14477892,2.38167406,1.76062878,0.63659800
-5.68784392,5.97462650,0.04442374,0.80016289,0.77178603,0.58834652,0.14583051,2.49487473,1.87318149,0.67125169
-5.68184092,6.25638354,0.04701968,0.84109585,0.81920069,0.61114867,0.14679279,2.61082872,1.98511721,0.70577591
-5.67583792,6.53753521,0.04973926,0.88086337,0.86830269,0.63401626,0.14766834,2.72852354,2.09508061,0.73980920
-5.66983492,6.81496374,0.05254017,0.91897005,0.91867329,0.65667109,0.14845338,2.84675152,2.20162829,0.77295891
-5.66383192,7.08523918,0.05537490,0.95490358,0.96981763,0.67879638,0.14913772,2.96412986,2.30326006,0.80480798
-5.65782891,7.34469140,0.05819210,0.98814589,1.02117215,0.70004463,0.14970509,3.07912910,2.39845471,0.83492319
-5.65182591,7.58949723,0.06093816,1.01818543,1.07211489,0.72004729,0.15013381,3.19010921,2.48570916,0.86286494
-5.64582291,7.81577992,0.06355891,1.04453039,1.12197820,0.73842613,0.15039789,3.29536213,2.56357950,0.88819795
-5.63981991,8.01971755,0.06600136,1.06672235,1.17006377,0.75480572,0.15046830,3.39315936,2.63072243,0.91050283
-5.63381691,8.19765584,0.06821544,1.08434972,1.21565924,0.76882646,0.15031457,3.48180255,2.68593534,0.92938792
-5.62781391,8.34622090,0.07015566,1.09706059,1.25805601,0.78015766,0.14990651,3.55967510,2.72819333,0.94450097
-5.62181091,8.46242691,0.07178256,1.10457423,1.29656749,0.78850991,0.14921591,3.62529260,2.75668164,0.95554021
-5.61580790,8.54377398,0.07306397,1.10669091,1.33054728,0.79364622,0.14821826,3.67734965,2.77082198,0.96226425
-5.60980490,8.58833158,0.07397603,1.10329941,1.35940638,0.79539135,0.14689427,3.71476130,2.77029153,0.96450043
-5.60380190,8.59480385,0.07450375,1.09438195,1.38262900,0.79363880,0.14523115,3.73669699,2.75503392,0.96215116
-5.59779890,8.56257357,0.07464139,1.08001628,1.39978629,0.78835510,0.14322352,3.74260558,2.72526143,0.95519790
-5.59179590,8.49172298,0.07439232,1.06037463,1.41054747,0.77958126,0.14087397,3.73223051,2.68144864,0.94370271
-5.58579290,8.38303043,0.07376860,1.03571983,1.41468804,0.76743121,0.13819314,3.70561440,2.62431750,0.92780706
-5.57978989,8.23794336,0.07279026,1.00639842,1.41209484,0.75208735,0.13519945,3.66309322,2.55481485,0.90772814
-5.57378689,8.05852902,0.07148424,0.97283132,1.40276775,0.73379353,0.13191835,3.60528038,2.47408319,0.88375267
-5.56778389,7.84740554,0.06988313,0.93550222,1.38681818,0.71284572,0.12838121,3.53304197,2.38342614,0.85622860
-5.56178089,7.60765697,0.06802373,0.89494435,1.36446438,0.68958099,0.12462398,3.44746435,2.28427011,0.82555493
-5.55577789,7.34273624,0.06594557,0.85172609,1.33602399,0.66436532,0.12068561,3.34981598,2.17812382,0.79217033
-5.54977489,7.05636088,0.06368939,0.80643611,1.30190415,0.63758090,0.11660639,3.24150541,2.06653735,0.75654074
-5.54377189,6.75240610,0.06129566,0.75966846,1.26258958,0.60961353,0.11242628,3.12403749,1.95106238,0.71914684
-5.53776888,6.43479996,0.05880331,0.71200837,1.21862926,0.58084070,0.10818339,2.99896978,1.83321505,0.68047165
-5.53176588,6.10742485,0.05624855,0.66401921,1.17062209,0.55162102,0.10391261,2.86787113,1.71444282,0.64098879
-5.52576288,5.77402901,0.05366399,0.61623093,1.11920229,0.52228526,0.09964457,2.73228394,1.59609620,0.60115196
-5.51975988,5.43815092,0.05107801,0.56913044,1.06502476,0.49312936,0.09540485,2.59369151,1.47940628,0.56138582
-5.51375688,5.10305865,0.04851435,0.52315416,1.00875117,0.46440974,0.09121363,2.45349134,1.36546833,0.52207861
-5.50775388,4.77170534,0.04599201,0.47868275,0.95103689,0.43634076,0.08708564,2.31297494,1.25523165,0.48357664
-5.50175088,4.44670099,0.04352540,0.43603812,0.89251934,0.40909433,0.08303042,2.17331430,1.14949548,0.44618073
-5.49574787,4.13029982,0.04112464,0.39548256,0.83380784,0.38280158,0.07905292,2.03555482,1.04891064,0.41014450
-5.48974487,3.82440219,0.03879609,0.35721990,0.77547516,0.35755609,0.07515431,1.90061401,0.95398606,0.37567435
-5.48374187,3.53056874,0.03654297,0.32139834,0.71805091,0.33341849,0.07133296,1.76928539,0.86509964,0.34293112
-5.47773887,3.25004478,0.03436608,0.28811476,0.66201674,0.31042198,0.06758546,1.64224641,0.78251241,0.31203292
-5.47173587,2.98379216,0.03226451,0.25742008,0.60780323,0.28857831,0.06390766,1.52006947,0.70638503,0.28305901
-5.46573287,2.73252608,0.03023634,0.22932543,0.55578849,0.26788391,0.06029571,1.40323477,0.63679572,0.25605440
-5.45972986,2.49675427,0.02827926,0.20380868,0.50629816,0.24832571,0.05674686,1.29214414,0.57375868,0.23103485
-5.45372686,2.27681626,0.02639115,0.18082121,0.45960668,0.22988645,0.05326016,1.18713475,0.51724211,0.20799202
-5.44772386,2.07292058,0.02457046,0.16029434,0.41593963,0.21254913,0.04983692,1.08849183,0.46718517,0.18689849
-5.44172086,1.88517849,0.02281656,0.14214549,0.37547685,0.19630051,0.04648099,0.99645992,0.42351301,0.16771251
-5.43571786,1.71363272,0.02112984,0.12628371,0.33835605,0.18113358,0.04319875,0.91125205,0.38614973,0.15038220
-5.42971486,1.55828057,0.01951184,0.11261436,0.30467679,0.16704887,0.03999895,0.83305648,0.35502840,0.13484925
-5.42371186,1.41909083,0.01796508,0.10104304,0.27450449,0.15405485,0.03689238,0.76204106,0.33009835,0.12105188
-5.41770885,1.29601438,0.01649299,0.09147860,0.24787430,0.14216725,0.03389132,0.69835496,0.31132915,0.10892711
-5.41170585,1.18898878,0.01509963,0.08383508,0.22479470,0.13140768,0.03100904,0.64212812,0.29871163,0.09841239
-5.40570285,1.09793706,0.01378941,0.07803292,0.20525048,0.12180156,0.02825910,0.59346845,0.29225562,0.08944651
-5.39969985,1.02276154,0.01256680,0.07399916,0.18920531,0.11337556,0.02565470,0.55245726,0.29198498,0.08196991
-5.39369685,0.96333336,0.01143603,0.07166689,0.17660347,0.10615477,0.02320812,0.51914304,0.29792984,0.07592452
-5.38769385,0.91947855,0.01040079,0.07097405,0.16737099,0.10015972,0.02093014,0.49353419,0.31011664,0.07125310
-5.38169085,0.89096166,0.00946397,0.07186159,0.16141605,0.09540347,0.01882957,0.47559104,0.32855623,0.06789829
-5.37568784,0.87746795,0.00862746,0.07427123,0.15862876,0.09188875,0.01691293,0.46521747,0.35323073,0.06580142
-5.36968484,0.87858518,0.00789200,0.07814293,0.15888044,0.08960553,0.01518419,0.46225283,0.38407958,0.06490118
-5.36368184,0.89378603,0.00725706,0.08341221,0.16202255,0.08852888,0.01364467,0.46646433,0.42098550,0.06513228
-5.35767884,0.92241234,0.00672078,0.09000750,0.16788530,0.08861734,0.01229303,0.47754066,0.46376105,0.06642425
-5.35167584,0.96366201,0.00628004,0.09784767,0.17627645,0.08981181,0.01112540,0.49508700,0.51213645,0.06870033
-5.34567284,1.01657986,0.00593048,0.10683992,0.18698021,0.09203508,0.01013552,0.51862205,0.56574948,0.07187672
-5.33966983,1.08005303,0.00566663,0.11687810,0.19975661,0.09519189,0.00931506,0.54757749,0.62413800,0.07586220
-5.33366683,1.15281202,0.00548207,0.12784169,0.21434156,0.09916976,0.00865392,0.58130001,0.68673574,0.08055814
-5.32766383,1.23343780,0.00536961,0.13959547,0.23044774,0.10384037,0.00814059,0.61905648,0.75287189,0.08585902
-5.32166083,1.32037550,0.00532153,0.15198999,0.24776640,0.10906166,0.00776259,0.66004218,0.82177485,0.09165355
-5.31565783,1.41195478,0.00532984,0.16486289,0.26597036,0.11468044,0.00750680,0.70339224,0.89258026,0.09782620
-5.30965483,1.50641677,0.00538650,0.17804101,0.28471804,0.12053563,0.00735998,0.74819628,0.96434334,0.10425945
-5.30365183,1.60194715,0.00548375,0.19134341,0.30365858,0.12646194,0.00730909,0.79351579,1.03605540,0.11083637
-5.29764882,1.69671450,0.00561436,0.20458501,0.32243797,0.13229392,0.00734177,0.83840413,1.10666400,0.11744379
-5.29164582,1.78891296,0.00577190,0.21758094,0.34070597,0.13787024,0.00744669,0.88192837,1.17509620,0.12397571
-5.28564282,1.87680770,0.00595105,0.23015137,0.35812370,0.14303813,0.00761394,0.92319237,1.24028415,0.13033708
-5.27963982,1.95878173,0.00614780,0.24212655,0.37437142,0.14765777,0.00783543,0.96136041,1.30119197,0.13644756
-5.27363682,2.03338224,0.00635972,0.25335209,0.38915652,0.15160641,0.00810522,0.99568030,1.35684307,0.14224535
-5.26763382,2.09936466,0.00658613,0.26369403,0.40222106,0.15478224,0.00841984,1.02550537,1.40634668,0.14769073
-5.26163082,2.15573268,0.00682828,0.27304360,0.41334879,0.15710766,0.00877867,1.05031413,1.44892264,0.15276933
-5.25562781,2.20177251,0.00708942,0.28132151,0.42237118,0.15853196,0.00918417,1.06972712,1.48392346,0.15749479
-5.24962481,2.23707995,0.00737486,0.28848145,0.42917235,0.15903325,0.00964221,1.08352003,1.51085276,0.16191077
-5.24362181,2.26157904,0.00769197,0.29451274,0.43369247,0.15861949,0.01016231,1.09163263,1.52937934,0.16609220
-5.23761881,2.27553144,0.00805006,0.29944197,0.43592975,0.15732871,0.01075785,1.09417312,1.53934658,0.17014549
-5.23161581,2.27953602,0.00846024,0.30333350,0.43594062,0.15522832,0.01144621,1.09141770,1.54077660,0.17420786
-5.22561281,2.27451866,0.00893518,0.30628877,0.43383835,0.15241359,0.01224892,1.08380536,1.53386939,0.17844557
-5.21960980,2.26171250,0.00948879,0.30844457,0.42979000,0.14900523,0.01319167,1.07192815,1.51899685,0.18305104
-5.21360680,2.24262925,0.01013584,0.30997000,0.42401185,0.14514648,0.01430427,1.05651719,1.49669231,0.18823906
-5.20760380,2.21902267,0.01089151,0.31106248,0.41676354,0.14099946,0.01562046,1.03842501,1.46763582,0.19424194
-5.20160080,2.19284530,0.01177092,0.31194281,0.40834108,0.13674116,0.01717768,1.01860491,1.43263611,0.20130386
-5.19559780,2.16620006,0.01278855,0.31284943,0.39906896,0.13255921,0.01901659,0.99808781,1.39260974,0.20967450
-5.18959480,2.14128797,0.01395772,0.31403206,0.38929170,0.12864742,0.02118055,0.97795762,1.34855839,0.21960214
-5.18359180,2.12035392,0.01529002,0.31574496,0.37936510,0.12520145,0.02371478,0.95932568,1.30154507,0.23132646
-5.17758879,2.10563174,0.01679476,0.31823993,0.36964744,0.12241456,0.02666554,0.94330496,1.25266996,0.24507123
-5.17158579,2.09929039,0.01847844,0.32175948,0.36049088,0.12047358,0.03007891,0.93098479,1.20304674,0.26103709
-5.16558279,2.10338242,0.02034440,0.32653007,0.35223342,0.11955534,0.03399953,0.92340670,1.15377989,0.27939486
-5.15957979,2.11979610,0.02239234,0.33275601,0.34519143,0.11982331,0.03846915,0.92154174,1.10594377,0.30027928
-5.15357679,2.15021235,0.02461817,0.34061388,0.33965321,0.12142479,0.04352495,0.92626982,1.06056370,0.32378384
-5.14757379,2.19606733,0.02701380,0.35024793,0.33587349,0.12448848,0.04919789,0.93836150,1.01859957,0.34995648
-5.14157079,2.25852149,0.02956714,0.36176646,0.33406912,0.12912244,0.05551083,0.95846237,0.98093229,0.37879665
-5.13556778,2.33843575,0.03226221,0.37523926,0.33441603,0.13541249,0.06247677,0.98708031,0.94835303,0.41025377
-5.12956478,2.43635512,0.03507941,0.39069636,0.33704749,0.14342096,0.07009712,1.02457597,0.92155566,0.44422702
-5.12356178,2.55250010,0.03799584,0.40812793,0.34205368,0.15318577,0.07836008,1.07115633,0.90113206,0.48056679
-5.11755878,2.68676592,0.04098580,0.42748544,0.34948256,0.16471986,0.08723925,1.12687183,0.88757049,0.51907744
-5.11155578,2.83872951,0.04402133,0.44868392,0.35934197,0.17801092,0.09669264,1.19161677,0.88125663,0.55952153
-5.10555278,3.00766399,0.04707289,0.47160524,0.37160285,0.19302142,0.10666196,1.26513338,0.88247719,0.60162519
-5.09954977,3.19256021,0.05010996,0.49610224,0.38620343,0.20968898,0.11707247,1.34701920,0.89142562,0.64508453
-5.09354677,3.39215466,0.05310178,0.52200352,0.40305432,0.22792704,0.12783341,1.43673794,0.90820972,0.68957285
-5.08754377,3.60496316,0.05601799,0.54911863,0.42204405,0.24762593,0.13883890,1.53363351,0.93286040,0.73474822
-5.08154077,3.82931905,0.05882928,0.57724343,0.44304509,0.26865433,0.14996965,1.63694701,0.96534139,0.78026141
-5.07553777,4.06341504,0.06150793,0.60616539,0.46591995,0.29086112,0.16109509,1.74583618,1.00555912,0.82576359
-5.06953477,4.30534732,0.06402829,0.63566862,0.49052708,0.31407772,0.17207628,1.85939700,1.05337231,0.87091371
-5.06353177,4.55316053,0.06636721,0.66553832,0.51672636,0.33812081,0.18276917,1.97668661,1.10860070,0.91538520
-5.05752876,4.80489225,0.06850427,0.69556461,0.54438391,0.36279552,0.19302842,2.09674701,1.17103241,0.95887186
-5.05152576,5.05861551,0.07042202,0.72554554,0.57337599,0.38789896,0.20271138,2.21862864,1.24042954,1.00109264
-5.04552276,5.31247787,0.07210603,0.75528918,0.60359177,0.41322410,0.21168233,2.34141290,1.31653150,1.04179538
-5.03951976,5.56473568,0.07354496,0.78461487,0.63493484,0.43856386,0.21981656,2.46423299,1.39905606,1.08075929
-5.03351676,5.81378245,0.07473042,0.81335352,0.66732340,0.46371522,0.22700431,2.58629187,1.48769786,1.11779623
-5.02751376,6.05817024,0.07565698,0.84134721,0.70068910,0.48848338,0.23315426,2.70687683,1.58212455,1.15275084
-5.02151076,6.29662330,0.07632193,0.86844808,0.73497451,0.51268565,0.23819644,2.82536977,1.68197075,1.18549965
-5.01550775,6.52804367,0.07672518,0.89451668,0.77012942,0.53615500,0.24208439,2.94125289,1.78683021,1.21594920
-5.00950475,6.75150848,0.07686907,0.91942008,0.80610614,0.55874303,0.24479647,3.05410936,1.89624681,1.24403341
-5.00350175,6.96625941,0.07675824,0.94302972,0.84285398,0.58032237,0.24633627,3.16361891,2.00970496,1.26971028
-4.99749875,7.17168487,0.07639945,0.96521944,0.88031320,0.60078821,0.24673196,3.26954862,2.12662023,1.29295822
-4.99149575,7.36729602,0.07580146,0.98586363,0.91840890,0.62005899,0.24603473,3.37173933,2.24633107,1.31377203
-4.98549275,7.55269796,0.07497491,1.00483581,0.95704496,0.63807625,0.24431637,3.47008846,2.36809237,1.33215881
-4.97948974,7.72755782,0.07393216,1.02200771,0.99609859,0.65480356,0.24166597,3.56453010,2.49107179,1.34813392
-4.97348674,7.89157168,0.07268717,1.03724898,1.03541568,0.67022460,0.23818614,3.65501368,2.61434951,1.36171721
-4.96748374,8.04443234,0.07125536,1.05042752,1.07480740,0.68434063,0.23398863,3.74148232,2.73692199,1.37292948
-4.96148074,8.18580002,0.06965345,1.06141066,1.11404819,0.69716738,0.22918989,3.82385240,2.85771020,1.38178959
-4.95547774,8.31527795,0.06789923,1.07006690,1.15287542,0.70873154,0.22390657,3.90199548,2.97557243,1.38831208
-4.94947474,8.43239473,0.06601138,1.07626845,1.19099087,0.71906723,0.21825121,3.97572395,3.08932173,1.39250557
-4.94347174,8.53659476,0.06400916,1.07989433,1.22806398,0.72821249,0.21232849,4.04478133,3.19774755,1.39437196
-4.93746873,8.62723789,0.06191224,1.08083401,1.26373705,0.73620606,0.20623194,4.10883799,3.29964115,1.39390650
-4.93146573,8.70360866,0.05974029,1.07899145,1.29763197,0.74308473,0.20004154,4.16749283,3.39382376,1.39109876
-4.92546273,8.76493512,0.05751280,1.07428937,1.32935855,0.74888130,0.19382209,4.22028097,3.47917659,1.38593451
-4.91945973,8.81041649,0.05524872,1.06667357,1.35852407,0.75362332,0.18762248,4.26668710,3.55467146,1.37839848
-4.91345673,8.83925834,0.05296622,1.05611719,1.38474357,0.75733259,0.18147585,4.30616407,3.61940062,1.36847773
-4.90745373,8.85071347,0.05068245,1.04262453,1.40765070,0.76002556,0.17540059,4.33815549,3.67260440,1.35616574
-4.90145073,8.84412628,0.04841335,1.02623442,1.42690854,0.76171435,0.16940195,4.36212127,3.71369545,1.34146683
-4.89544772,8.81897799,0.04617349,1.00702276,1.44221997,0.76240846,0.16347436,4.37756471,3.74227813,1.32440071
-4.88944472,8.77492991,0.04397597,0.98510410,1.45333719,0.76211684,0.15760406,4.38405936,3.75816209,1.30500689
-4.88344172,8.71186236,0.04183235,0.96063215,1.46006998,0.76085030,0.15177197,4.38127446,3.76136924,1.28334877
-4.87743872,8.62990637,0.03975264,0.93379900,1.46229237,0.75862385,0.14595657,4.36899710,3.75213358,1.25951699
-4.87143572,8.52946639,0.03774535,0.90483298,1.45994734,0.75545891,0.14013674,4.34715032,3.73089369,1.23363181
-4.86543272,8.41123229,0.03581749,0.87399524,1.45304962,0.75138516,0.13429417,4.31580565,3.69827825,1.20584448
-4.85942971,8.27617971,0.03397471,0.84157498,1.44168617,0.74644188,0.12841543,4.27518988,3.65508498,1.17633723
-4.85342671,8.12555855,0.03222131,0.80788350,1.42601468,0.74067859,0.12249351,4.22568548,3.60225413,1.14532196
-4.84742371,7.96087014,0.03056036,0.77324734,1.40625994,0.73415515,0.11652879,4.16782485,3.54083761,1.11303757
-4.84142071,7.78383408,0.02899378,0.73800061,1.38270844,0.72694102,0.11052939,4.10227878,3.47196526,1.07974605
-4.83541771,7.59634662,0.02752237,0.70247697,1.35570135,0.71911403,0.10451103,4.02983994,3.39680979,1.04572747
-4.82941471,7.40043272,0.02614589,0.66700150,1.32562633,0.71075851,0.09849632,3.95140221,3.31655207,1.01127417
-4.82341171,7.19819425,0.02486309,0.63188284,1.29290833,0.70196311,0.09251366,3.86793718,3.23234829,0.97668436
-4.81740870,6.99175696,0.02367172,0.59740604,1.25799992,0.69281831,0.08659578,3.78046885,3.14530043,0.94225547
-4.81140570,6.78321877,0.02256860,0.56382627,1.22137137,0.68341393,0.08077815,3.69004792,3.05643112,0.90827759
-4.80540270,6.57460164,0.02154959,0.53136390,1.18350092,0.67383661,0.07509723,3.59772658,2.96666396,0.87502733
-4.79939970,6.36780905,0.02060971,0.50020090,1.14486537,0.66416762,0.06958878,3.50453494,2.87680966,0.84276228
-4.79339670,6.16459050,0.01974315,0.47047895,1.10593137,0.65448093,0.06428625,3.41145985,2.78755827,0.81171646
-4.78739370,5.96651397,0.01894338,0.44229914,1.06714751,0.64484171,0.05921947,3.31942652,2.69947732,0.78209668
-4.78139070,5.77494676,0.01820325,0.41572326,1.02893738,0.63530521,0.05441349,3.22928339,2.61301536,0.75408017
-4.77538769,5.59104455,0.01751518,0.39077663,0.99169353,0.62591612,0.04988787,3.14179023,2.52851009,0.72781323
-4.76938469,5.41574803,0.01687127,0.36745213,0.95577264,0.61670835,0.04565614,3.05760951,2.44620020,0.70341106
-4.76338169,5.24978626,0.01626352,0.34571525,0.92149153,0.60770504,0.04172574,2.97730061,2.36623969,0.68095847
-4.75737869,5.09368539,0.01568408,0.32550992,0.88912433,0.59891890,0.03809816,2.90131673,2.28871362,0.66051151
-4.75137569,4.94778153,0.01512540,0.30676459,0.85890051,0.59035274,0.03476936,2.83000395,2.21365410,0.64209964
-4.74537269,4.81223652,0.01458047,0.28939843,0.83100383,0.58200008,0.03173044,2.76360225,2.14105551,0.62572835
-4.73936968,4.68705513,0.01404304,0.27332722,0.80557214,0.57384579,0.02896839,2.70224806,2.07088825,0.61138210
-4.73336668,4.57210306,0.01350774,0.25846864,0.78269805,0.56586678,0.02646703,2.64597818,2.00311013,0.59902721
-4.72736368,4.46712468,0.01297028,0.24474682,0.76243027,0.55803270,0.02420789,2.59473489,1.93767530,0.58861477
-4.72136068,4.37176024,0.01242748,0.23209585,0.74477578,0.55030666,0.02217112,2.54837229,1.87454036,0.58008329
-4.71535768,4.28556225,0.01187738,0.22046227,0.72970270,0.54264600,0.02033634,2.50666379,1.81366782,0.57336117
-4.70935468,4.20801120,0.01131917,0.20980643,0.71714382,0.53500318,0.01868339,2.46931093,1.75502723,0.56836881
-4.70335168,4.13853072,0.01075321,0.20010271,0.70700078,0.52732691,0.01719297,2.43595364,1.69859430,0.56502047
-4.69734867,4.07650257,0.01018090,0.19133883,0.69914883,0.51956347,0.01584708,2.40618190,1.64434870,0.56322582
-4.69134567,4.02128186,0.00960452,0.18351422,0.69344215,0.51165835,0.01462943,2.37954901,1.59227101,0.56289130
-4.68534267,3.97221274,0.00902712,0.17663776,0.68971950,0.50355818,0.01352560,2.35558617,1.54233954,0.56392129
-4.67933967,3.92864488,0.00845230,0.17072496,0.68781017,0.49521308,0.01252321,2.33381842,1.49452739,0.56621909
-4.67333667,3.88995066,0.00788401,0.16579494,0.68754014,0.48657920,0.01161185,2.31378147,1.44880044,0.56968788
-4.66733367,3.85554295,0.00732634,0.16186731,0.68873814,0.47762150,0.01078299,2.29503901,1.40511645,0.57423157
-4.66133067,3.82489332,0.00678334,0.15895911,0.69124152,0.46831671,0.01002988,2.27720001,1.36342542,0.57975566
-4.65532766,3.79754986,0.00625886,0.15708216,0.69490178,0.45865620,0.00934726,2.25993534,1.32367154,0.58616799
-4.64932466,3.77315417,0.00575635,0.15624080,0.69958956,0.44864875,0.00873122,2.24299305,1.28579628,0.59337959
-4.64332166,3.75145676,0.00527878,0.15643014,0.70519885,0.43832289,0.00817894,2.22621157,1.24974272,0.60130531
