energy_ev,total_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.83791896,2.40246517,0.38707986,0.47134658,0.19089919,0.13003885,0.03484204,0.07763093,0.09355713,1.23645968
-5.83191596,2.36421877,0.37369292,0.46116896,0.18631009,0.13071897,0.03436303,0.07892258,0.09168312,1.21086347
-5.82591296,2.32109459,0.35955524,0.44996101,0.18187798,0.13099576,0.03375367,0.08007112,0.08958230,1.18278257
-5.81990995,2.27390865,0.34491377,0.43791920,0.17773698,0.13086695,0.03302589,0.08106105,0.08728203,1.15273519
-5.81390695,2.22352688,0.33002066,0.42524814,0.17402491,0.13033431,0.03219223,0.08187967,0.08481164,1.12126266
-5.80790395,2.17084284,0.31512615,0.41215526,0.17087936,0.12940387,0.03126566,0.08251773,0.08220163,1.08891488
-5.80190095,2.11675731,0.30047188,0.39884594,0.16843378,0.12808638,0.03025933,0.08297000,0.07948300,1.05623685
-5.79589795,2.06216007,0.28628498,0.38551921,0.16681371,0.12639764,0.02918640,0.08323584,0.07668669,1.02375663
-5.78989495,2.00791446,0.27277311,0.37236403,0.16613326,0.12435901,0.02805998,0.08331962,0.07384313,0.99197512
-5.78389195,1.95484466,0.26012057,0.35955642,0.16649206,0.12199781,0.02689301,0.08323117,0.07098185,0.96135766
-5.77788894,1.90372595,0.24848545,0.34725722,0.16797269,0.11934767,0.02569832,0.08298600,0.06813127,0.93232767
-5.77188594,1.85527753,0.23799804,0.33561053,0.17063876,0.11644878,0.02448859,0.08260549,0.06531852,0.90526209
-5.76588294,1.81015809,0.22876024,0.32474284,0.17453371,0.11334800,0.02327639,0.08211692,0.06256936,0.88048878
-5.75987994,1.76896366,0.22084609,0.31476274,0.17968041,0.11009883,0.02207419,0.08155345,0.05990813,0.85828552
-5.75387694,1.73222773,0.21430331,0.30576103,0.18608161,0.10676120,0.02089441,0.08095397,0.05735775,0.83888061
-5.74787394,1.70042343,0.20915560,0.29781137,0.19372125,0.10340114,0.01974939,0.08036296,0.05493971,0.82245491
-5.74187094,1.67396763,0.20540582,0.29097123,0.20256673,0.10009026,0.01865137,0.07983025,0.05267407,0.80914513
-5.73586793,1.65322690,0.20303969,0.28528311,0.21257187,0.09690518,0.01761244,0.07941087,0.05057951,0.79904820
-5.72986493,1.63852516,0.20203004,0.28077608,0.22368087,0.09392685,0.01664442,0.07916488,0.04867324,0.79222674
-5.72386193,1.63015291,0.20234141,0.27746741,0.23583269,0.09123981,0.01575877,0.07915731,0.04697105,0.78871527
-5.71785893,1.62837762,0.20393472,0.27536443,0.24896612,0.08893147,0.01496639,0.07945811,0.04548725,0.78852705
-5.71185593,1.63345517,0.20677216,0.27446633,0.26302508,0.08709140,0.01427749,0.08014218,0.04423464,0.79166139
-5.70585293,1.64564158,0.21082172,0.27476611,0.27796388,0.08581057,0.01370132,0.08128943,0.04322447,0.79811099
-5.69984992,1.66520455,0.21606158,0.27625232,0.29375245,0.08518074,0.01324605,0.08298488,0.04246637,0.80786918
-5.69384692,1.69243403,0.22248388,0.27891071,0.31038083,0.08529374,0.01291845,0.08531858,0.04196837,0.82093654
-5.68784392,1.72765089,0.23009781,0.28272560,0.32786303,0.08624085,0.01272378,0.08838553,0.04173678,0.83732658
-5.68184092,1.77121291,0.23893196,0.28768091,0.34623961,0.08811206,0.01266548,0.09228531,0.04177616,0.85707008
-5.67583792,1.82351712,0.24903549,0.29376072,0.36557902,0.09099532,0.01274508,0.09712144,0.04208924,0.88021768
-5.66983492,1.88499782,0.26047828,0.30094940,0.38597723,0.09497567,0.01296199,0.10300042,0.04267686,0.90684048
-5.66383192,1.95611958,0.27334981,0.30923114,0.40755572,0.10013416,0.01331342,0.11003030,0.04353783,0.93702831
-5.65782891,2.03736487,0.28775675,0.31858899,0.43045763,0.10654669,0.01379422,0.11831880,0.04466880,0.97088556
-5.65182591,2.12921632,0.30381926,0.32900327,0.45484216,0.11428253,0.01439696,0.12797092,0.04606410,1.00852466
-5.64582291,2.23213374,0.32166607,0.34044965,0.48087728,0.12340277,0.01511182,0.13908613,0.04771556,1.05005720
-5.63981991,2.34652655,0.34142849,0.35289675,0.50873109,0.13395842,0.01592678,0.15175504,0.04961230,1.09558312
-5.63381691,2.47272258,0.36323338,0.36630360,0.53856207,0.14598849,0.01682768,0.16605575,0.05174054,1.14517829
-5.62781391,2.61093442,0.38719558,0.38061696,0.57050853,0.15951780,0.01779841,0.18204988,0.05408337,1.19888113
-5.62181091,2.76122483,0.41340974,0.39576882,0.60467797,0.17455487,0.01882124,0.19977852,0.05662060,1.25667880
-5.61580790,2.92347282,0.44194219,0.41167418,0.64113651,0.19108972,0.01987705,0.21925818,0.05932858,1.31849378
-5.60980490,3.09734224,0.47282293,0.42822929,0.67989916,0.20909182,0.02094575,0.24047689,0.06218017,1.38417148
-5.60380190,3.28225440,0.50603822,0.44531051,0.72092127,0.22850828,0.02200668,0.26339078,0.06514472,1.45346961
-5.59779890,3.47736652,0.54152411,0.46277402,0.76409163,0.24926221,0.02303904,0.28792109,0.06818815,1.52604993
-5.59179590,3.68155729,0.57916108,0.48045627,0.80922765,0.27125162,0.02402240,0.31395205,0.07127319,1.60147295
-5.58579290,3.89342064,0.61877028,0.49817534,0.85607276,0.29434866,0.02493715,0.34132951,0.07435970,1.67919598
-5.57978989,4.11126857,0.66011139,0.51573322,0.90429645,0.31839946,0.02576499,0.36986065,0.07740513,1.75857464
-5.57378689,4.33314335,0.70288238,0.53291884,0.95349674,0.34322455,0.02648936,0.39931481,0.08036509,1.83886825
-5.56778389,4.55683910,0.74672126,0.54951183,1.00320535,0.36861990,0.02709583,0.42942538,0.08319405,1.91924858
-5.56178089,4.77993234,0.79120972,0.56528681,1.05289514,0.39435859,0.02757249,0.45989296,0.08584619,1.99881221
-5.55577789,4.99982078,0.83587885,0.58001809,1.10198979,0.42019318,0.02791015,0.49038948,0.08827625,2.07659570
-5.54977489,5.21376924,0.88021652,0.59348455,1.14987530,0.44585863,0.02810259,0.52056352,0.09044048,2.15159343
-5.54377189,5.41896132,0.92367654,0.60547448,1.19591297,0.47107588,0.02814664,0.55004642,0.09229767,2.22277730
-5.53776888,5.61255532,0.96568908,0.61579034,1.23945339,0.49555588,0.02804214,0.57845923,0.09381011,2.28911782
-5.53176588,5.79174289,1.00567232,0.62425301,1.27985101,0.51900413,0.02779189,0.60542016,0.09494453,2.34960588
-5.52576288,5.95380840,1.04304480,0.63070565,1.31647895,0.54112564,0.02740146,0.63055248,0.09567303,2.40327452
-5.51975988,6.09618768,1.07723825,0.63501693,1.34874336,0.56163005,0.02687889,0.65349256,0.09597378,2.44922016
-5.51375688,6.21652436,1.10771047,0.63708353,1.37609725,0.58023709,0.02623441,0.67389777,0.09583171,2.48662263
-5.50775388,6.31272226,1.13395792,0.63683196,1.39805316,0.59668197,0.02548001,0.69145421,0.09523898,2.51476351
-5.50175088,6.38299266,1.15552774,0.63421964,1.41419455,0.61072080,0.02462905,0.70588385,0.09419524,2.53304241
-5.49574787,6.42589513,1.17202866,0.62923528,1.42418549,0.62213585,0.02369581,0.71695096,0.09270771,2.54099064
-5.48974487,6.44037111,1.18314071,0.62189863,1.42777862,0.63074040,0.02269504,0.72446774,0.09079108,2.53828222
-5.48374187,6.42576928,1.18862338,0.61225962,1.42482109,0.63638329,0.02164160,0.72829885,0.08846715,2.52474187
-5.47773887,6.38186238,1.18832193,0.60039701,1.41525840,0.63895280,0.02055002,0.72836471,0.08576430,2.50034975
-5.47173587,6.30885499,1.18217180,0.58641667,1.39913620,0.63837986,0.01943418,0.72464369,0.08271681,2.46524322
-5.46573287,6.20738215,1.17020087,0.57044945,1.37659988,0.63464044,0.01830705,0.71717278,0.07936392,2.41971523
-5.45972986,6.07849891,1.15252964,0.55264883,1.34789212,0.62775706,0.01718048,0.70604704,0.07574893,2.36420965
-5.45372686,5.92366112,1.12936921,0.53318836,1.31334843,0.61779919,0.01606500,0.69141761,0.07191806,2.29931366
-5.44772386,5.74469785,1.10101724,0.51225897,1.27339077,0.60488273,0.01496981,0.67348847,0.06791935,2.22574729
-5.44172086,5.54377616,1.06785187,0.49006614,1.22851953,0.58916827,0.01390267,0.65251192,0.06380152,2.14435041
-5.43571786,5.32335917,1.03032394,0.46682704,1.17930393,0.57085831,0.01287002,0.62878299,0.05961291,2.05606760
-5.42971486,5.08615839,0.98894764,0.44276761,1.12637125,0.55019350,0.01187694,0.60263293,0.05540040,1.96193107
-5.42371186,4.83508162,0.94428999,0.41811967,1.07039502,0.52744781,0.01092738,0.57442189,0.05120849,1.86304224
-5.41770885,4.57317781,0.89695925,0.39311797,1.01208263,0.50292299,0.01002418,0.54453108,0.04707852,1.76055232
-5.41170585,4.30358029,0.84759295,0.36799739,0.95216255,0.47694230,0.00916929,0.51335467,0.04304801,1.65564250
-5.40570285,4.02944999,0.79684555,0.34299016,0.89137164,0.44984380,0.00836389,0.48129151,0.03915013,1.54950418
-5.39969985,3.75392005,0.74537632,0.31832324,0.83044283,0.42197334,0.00760855,0.44873713,0.03541342,1.44331972
-5.39369685,3.48004352,0.69383770,0.29421582,0.77009340,0.39367757,0.00690335,0.41607608,0.03186159,1.33824431
-5.38769385,3.21074515,0.64286443,0.27087707,0.71101432,0.36529707,0.00624804,0.38367489,0.02851353,1.23538931
-5.38169085,2.94877879,0.59306365,0.24850413,0.65386072,0.33715997,0.00564210,0.35187589,0.02538347,1.13580741
-5.37568784,2.69669090,0.54500636,0.22728035,0.59924375,0.30957609,0.00508490,0.32099190,0.02248124,1.04047994
-5.36968484,2.45679125,0.49922014,0.20737387,0.54772386,0.28283187,0.00457568,0.29130204,0.01981272,0.95030648
-5.36368184,2.23113062,0.45618325,0.18893644,0.49980558,0.25718624,0.00411366,0.26304869,0.01738029,0.86609685
-5.35767884,2.02148598,0.41632024,0.17210267,0.45593371,0.23286738,0.00369806,0.23643549,0.01518343,0.78856544
-5.35167584,1.82935239,0.37999878,0.15698943,0.41649078,0.21007057,0.00332812,0.21162654,0.01321940,0.71832770
-5.34567284,1.65594142,0.34752769,0.14369566,0.38179565,0.18895699,0.00300310,0.18874663,0.01148389,0.65589866
-5.33966983,1.50218505,0.31915600,0.13230227,0.35210296,0.16965353,0.00272228,0.16788234,0.00997174,0.60169304
-5.33366683,1.36874418,0.29507277,0.12287238,0.32760325,0.15225340,0.00248499,0.14908400,0.00867770,0.55602672
-5.32766383,1.25602070,0.27540753,0.11545155,0.30842345,0.13681758,0.00229053,0.13236825,0.00759715,0.51911922
-5.32166083,1.16417216,0.26023110,0.11006822,0.29462759,0.12337682,0.00213824,0.11772109,0.00672680,0.49109678
-5.31565783,1.09312794,0.24955664,0.10673416,0.28621752,0.11193420,0.00202747,0.10510124,0.00606543,0.47199579
-5.30965483,1.04260633,0.24334077,0.10544499,0.28313354,0.10246792,0.00195756,0.09444362,0.00561452,0.46176644
-5.30365183,1.01213166,0.24148482,0.10618078,0.28525492,0.09493443,0.00192788,0.08566294,0.00537890,0.46027638
-5.29764882,1.00105130,0.24383601,0.10890665,0.29240034,0.08927148,0.00193781,0.07865714,0.00536732,0.46731433
-5.29164582,1.00855225,0.25018886,0.11357354,0.30432845,0.08540130,0.00198683,0.07331064,0.00559290,0.48259393
-5.28564282,1.03367753,0.26028670,0.12011908,0.32073866,0.08323356,0.00207447,0.06949744,0.00607361,0.50575771
-5.27963982,1.07534241,0.27382369,0.12846868,0.34127248,0.08266823,0.00220043,0.06708389,0.00683248,0.53638164
-5.27363682,1.13235115,0.29044738,0.13853690,0.36551570,0.08359822,0.00236462,0.06593124,0.00789783,0.57398039
-5.26763382,1.20341444,0.30976212,0.15022911,0.39300163,0.08591180,0.00256721,0.06589791,0.00930324,0.61801363
-5.26163082,1.28716814,0.33133343,0.16344346,0.42321580,0.08949482,0.00280871,0.06684160,0.01108735,0.66789356
-5.25562781,1.38219347,0.35469358,0.17807329,0.45560219,0.09423263,0.00309010,0.06862114,0.01329353,0.72299383
-5.24962481,1.48703899,0.37934837,0.19400974,0.48957117,0.10001189,0.00341285,0.07109825,0.01596918,0.78265984
-5.24362181,1.60024412,0.40478522,0.21114476,0.52450914,0.10672210,0.00377907,0.07413919,0.01916494,0.84622038
-5.23761881,1.72036386,0.43048246,0.22937414,0.55978984,0.11425687,0.00419157,0.07761626,0.02293348,0.91300032
-5.23161581,1.84599419,0.45591959,0.24860061,0.59478699,0.12251506,0.00465391,0.08140929,0.02732815,0.98233397
-5.22561281,1.97579713,0.48058831,0.26873686,0.62888789,0.13140160,0.00517049,0.08540699,0.03240133,1.05357847
-5.21960980,2.10852440,0.50400398,0.28970802,0.66150760,0.14082810,0.00574652,0.08950821,0.03820251,1.12612682
-5.21360680,2.24303852,0.52571691,0.31145371,0.69210308,0.15071312,0.00638806,0.09362305,0.04477623,1.19941948
-5.20760380,2.37832995,0.54532329,0.33392928,0.72018666,0.16098216,0.00710189,0.09767377,0.05215989,1.27295421
-5.20160080,2.51352920,0.56247496,0.35710601,0.74533824,0.17156739,0.00789545,0.10159552,0.06038140,1.34629321
-5.19559780,2.64791277,0.57688781,0.38097026,0.76721564,0.18240695,0.00877664,0.10533671,0.06945692,1.41906705
-5.18959480,2.78090233,0.58834820,0.40552137,0.78556253,0.19344406,0.00975359,0.10885912,0.07938869,1.49097511
-5.18359180,2.91205661,0.59671718,0.43076832,0.80021355,0.20462576,0.01083436,0.11213765,0.09016298,1.56178217
-5.17758879,3.04105618,0.60193224,0.45672519,0.81109639,0.21590150,0.01202655,0.11515969,0.10174848,1.63131126
-5.17158579,3.16768166,0.60400637,0.48340554,0.81823056,0.22722160,0.01333695,0.11792420,0.11409493,1.69943307
-5.16558279,3.29178632,0.60302471,0.51081600,0.82172320,0.23853557,0.01477104,0.12044040,0.12713237,1.76605232
-5.15957979,3.41326455,0.59913862,0.53894919,0.82176180,0.24979059,0.01633250,0.12272625,0.14077087,1.83109207
-5.15357679,3.53201794,0.59255770,0.56777654,0.81860458,0.26093008,0.01802278,0.12480672,0.15490092,1.89447663
-5.14757379,3.64792103,0.58354014,0.59724128,0.81256874,0.27189256,0.01984054,0.12671200,0.16939451,1.95611436
-5.14157079,3.76078887,0.57238162,0.62725203,0.80401750,0.28261089,0.02178128,0.12847562,0.18410673,2.01588126
-5.13556778,3.87034852,0.55940370,0.65767747,0.79334635,0.29301197,0.02383693,0.13013272,0.19887823,2.07360663
-5.12956478,3.97621647,0.54494188,0.68834254,0.78096933,0.30301696,0.02599560,0.13171857,0.21353801,2.12906172
-5.12356178,4.07788363,0.52933407,0.71902631,0.76730604,0.31254204,0.02824133,0.13326725,0.22790693,2.18195219
-5.11755878,4.17470918,0.51290993,0.74946214,0.75276986,0.32149976,0.03055415,0.13481078,0.24180147,2.23191509
-5.11155578,4.26592403,0.49598151,0.77933998,0.73775785,0.32980095,0.03291013,0.13637864,0.25503780,2.27852076
-5.10555278,4.35064420,0.47883546,0.80831113,0.72264282,0.33735700,0.03528165,0.13799766,0.26743600,2.32127968
-5.09954977,4.42789364,0.46172705,0.83599531,0.70776753,0.34408267,0.03763789,0.13969243,0.27882428,2.35965413
-5.09354677,4.49663569,0.44487627,0.86198985,0.69344124,0.34989910,0.03994539,0.14148596,0.28904293,2.39307421
-5.08754377,4.55581174,0.42846569,0.88588082,0.67993838,0.35473696,0.04216880,0.14340078,0.29794815,2.42095755
-5.08154077,4.60438528,0.41264032,0.90725560,0.66749911,0.35853967,0.04427179,0.14546016,0.30541529,2.44273168
-5.07553777,4.64138907,0.39750898,0.92571649,0.65633145,0.36126638,0.04621800,0.14768950,0.31134174,2.45785811
-5.06953477,4.66597326,0.38314714,0.94089473,0.64661443,0.36289482,0.04797208,0.15011771,0.31564905,2.46585688
-5.06353177,4.67745177,0.36960074,0.95246440,0.63850190,0.36342355,0.04950078,0.15277837,0.31828456,2.46633038
-5.05752876,4.67534469,0.35689077,0.96015553,0.63212647,0.36287379,0.05077398,0.15571068,0.31922225,2.45898530
-5.05152576,4.65941436,0.34501821,0.96376587,0.62760304,0.36129058,0.05176566,0.15896002,0.31846296,2.44365160
-5.04552276,4.62969319,0.33396897,0.96317065,0.62503165,0.35874318,0.05245479,0.16257795,0.31603391,2.42029750
-5.03951976,4.58650159,0.32371865,0.95832999,0.62449918,0.35532471,0.05282607,0.16662170,0.31198768,2.38903982
-5.03351676,4.53045491,0.31423672,0.94929350,0.62607990,0.35115089,0.05287044,0.17115301,0.30640051,2.35014893
-5.02751376,4.46245857,0.30549004,0.93620169,0.62983448,0.34635808,0.05258545,0.17623632,0.29937022,2.30404822
-5.02151076,4.38369146,0.29744561,0.91928430,0.63580778,0.34110032,0.05197537,0.18193642,0.29101365,2.25130775
-5.01550775,4.29557784,0.29007232,0.89885520,0.64402538,0.33554576,0.05105106,0.18831548,0.28146379,2.19263242
-5.00950475,4.19974869,0.28334195,0.87530438,0.65448907,0.32987230,0.04982968,0.19542969,0.27086660,2.12884500
-5.00350175,4.09799398,0.27722926,0.84908698,0.66717174,0.32426265,0.04833408,0.20332557,0.25937781,2.06086465
-4.99749875,3.99220758,0.27171138,0.82070996,0.68201207,0.31889894,0.04659213,0.21203615,0.24715945,1.98968169
-4.99149575,3.88432712,0.26676662,0.79071692,0.69890925,0.31395705,0.04463579,0.22157712,0.23437654,1.91632973
-4.98549275,3.77627113,0.26237286,0.75967155,0.71771842,0.30960077,0.04250013,0.23194329,0.22119378,1.84185610
-4.97948974,3.66987614,0.25850566,0.72814054,0.73824719,0.30597610,0.04022229,0.24310539,0.20777239,1.76729190
-4.97348674,3.56683631,0.25513638,0.69667653,0.76025349,0.30320585,0.03784033,0.25500752,0.19426718,1.69362276
-4.96748374,3.46864837,0.25223040,0.66580182,0.78344532,0.30138478,0.03539222,0.26756536,0.18082393,1.62176153
-4.96148074,3.37656402,0.24974559,0.63599357,0.80748248,0.30057549,0.03291478,0.28066537,0.16757705,1.55252406
-4.95547774,3.29155210,0.24763127,0.60767099,0.83198046,0.30080533,0.03044279,0.29416497,0.15464762,1.48660888
-4.94947474,3.21427222,0.24582766,0.58118506,0.85651662,0.30206447,0.02800819,0.30789397,0.14214195,1.42458181
-4.94347174,3.14506098,0.24426598,0.55681115,0.88063847,0.30430531,0.02563946,0.32165703,0.13015038,1.36686592
-4.93746873,3.08393166,0.24286920,0.53474487,0.90387400,0.30744334,0.02336111,0.33523746,0.11874676,1.31373731
-4.93146573,3.03058729,0.24155340,0.51510112,0.92574363,0.31135950,0.02119343,0.34840192,0.10798820,1.26532678
-4.92546273,2.98444682,0.24022981,0.49791634,0.94577355,0.31590405,0.01915231,0.36090626,0.09791532,1.22162728
-4.91945973,2.94468309,0.23880735,0.48315390,0.96350992,0.32090181,0.01724929,0.37250208,0.08855294,1.18250678
-4.91345673,2.91027121,0.23719567,0.47071213,0.97853341,0.32615873,0.01549170,0.38294386,0.07991110,1.14772578
-4.90745373,2.88004509,0.23530847,0.46043461,0.99047361,0.33146946,0.01388300,0.39199652,0.07198634,1.11695885
-4.90145073,2.85275978,0.23306700,0.45212224,0.99902268,0.33662575,0.01242311,0.39944297,0.06476338,1.08981908
-4.89544772,2.82715685,0.23040370,0.44554650,1.00394776,0.34142526,0.01110891,0.40509145,0.05821678,1.06588431
-4.88944472,2.80203005,0.22726557,0.44046319,1.00510157,0.34568051,0.00993472,0.40878241,0.05231291,1.04472411
-4.88344172,2.77628841,0.22361740,0.43662607,1.00243094,0.34922758,0.00889287,0.41039455,0.04701183,1.02592622
-4.87743872,2.74901411,0.21944453,0.43379989,0.99598266,0.35193418,0.00797416,0.40984985,0.04226918,1.00912143
-4.87143572,2.71951275,0.21475517,0.43177213,0.98590662,0.35370674,0.00716844,0.40711728,0.03803801,0.99400576
-4.86543272,2.68735410,0.20958202,0.43036302,0.97245597,0.35449626,0.00646500,0.40221526,0.03427044,0.98035926
-4.85942971,2.65240166,0.20398324,0.42943362,0.95598428,0.35430264,0.00585306,0.39521238,0.03091910,0.96806059
-4.85342671,2.61483014,0.19804274,0.42889151,0.93693976,0.35317733,0.00532204,0.38622679,0.02793845,0.95709686
-4.84742371,2.57513034,0.19186967,0.42869405,0.91585684,0.35122418,0.00486194,0.37542391,0.02528576,0.94756868
-4.84142071,2.53410157,0.18559722,0.42884922,0.89334508,0.34859844,0.00446347,0.36301283,0.02292189,0.93968995
-4.83541771,2.49283215,0.17938071,0.42941407,0.87007618,0.34550403,0.00411829,0.34924136,0.02081185,0.93378299
-4.82941471,2.45266909,0.17339514,0.43049094,0.84676910,0.34218917,0.00381909,0.33439006,0.01892505,0.93026884
-4.82341171,2.41517842,0.16783207,0.43222172,0.82417406,0.33894044,0.00355960,0.31876551,0.01723545,0.92965352
-4.81740870,2.38209772,0.16289618,0.43478052,0.80305577,0.33607573,0.00333465,0.30269295,0.01572142,0.93251074
-4.81140570,2.35528312,0.15880144,0.43836503,0.78417639,0.33393617,0.00314014,0.28650875,0.01436555,0.93946159
-4.80540270,2.33665237,0.15576709,0.44318687,0.76827877,0.33287731,0.00297294,0.27055289,0.01315424,0.95115221
-4.79939970,2.32812649,0.15401346,0.44946160,0.75607048,0.33326006,0.00283085,0.25516180,0.01207729,0.96823004
-4.79339670,2.33157163,0.15375791,0.45739833,0.74820896,0.33544142,0.00271253,0.24066165,0.01112741,0.99131955
-4.78739370,2.34874332,0.15521083,0.46718975,0.74528832,0.33976552,0.00261735,0.22736243,0.01029967,1.02099824
-4.78139070,2.38123476,0.15857185,0.47900253,0.74782806,0.34655511,0.00254536,0.21555298,0.00959102,1.05777380
-4.77538769,2.43043070,0.16402651,0.49296870,0.75626408,0.35610370,0.00249714,0.20549686,0.00899980,1.10206305
-4.76938469,2.49746834,0.17174325,0.50917805,0.77094217,0.36866875,0.00247375,0.19742941,0.00852524,1.15417366
-4.76338169,2.58320635,0.18187097,0.52767202,0.79211420,0.38446589,0.00247663,0.19155566,0.00816712,1.21428910
-4.75737869,2.68820287,0.19453711,0.54843915,0.81993707,0.40366439,0.00250750,0.18804933,0.00792539,1.28245763
-4.75137569,2.81270316,0.20984641,0.57141231,0.85447446,0.42638407,0.00256835,0.18705261,0.00779988,1.35858576
-4.74537269,2.95663718,0.22788025,0.59646791,0.89570132,0.45269354,0.00266128,0.18867673,0.00779008,1.44243662
-4.73936968,3.11962709,0.24869658,0.62342708,0.94351085,0.48260996,0.00278850,0.19300299,0.00789499,1.53363339
-4.73336668,3.30100445,0.27233052,0.65205890,0.99772384,0.51610022,0.00295224,0.20008440,0.00811297,1.63166800
-4.72736368,3.49983622,0.29879536,0.68208564,1.05809982,0.55308347,0.00315470,0.20994737,0.00844169,1.73591476
-4.72136068,3.71495867,0.32808403,0.71318986,1.12434962,0.59343489,0.00339798,0.22259358,0.00887808,1.84564850
-4.71535768,3.94501754,0.36017081,0.74502320,1.19614861,0.63699052,0.00368399,0.23800180,0.00941834,1.96006672
-4.70935468,4.18851284,0.39501310,0.77721645,1.27315018,0.68355296,0.00401448,0.25612950,0.01005794,2.07831455
-4.70335168,4.44384590,0.43255320,0.80939069,1.35499833,0.73289762,0.00439088,0.27691411,0.01079170,2.19951158
-4.69734867,4.70936658,0.47271970,0.84116888,1.44133899,0.78477921,0.00481434,0.30027401,0.01161379,2.32277910
-4.69134567,4.98341783,0.51542845,0.87218748,1.53182896,0.83893822,0.00528564,0.32610907,0.01251781,2.44726629
-4.68534267,5.26437555,0.56058294,0.90210750,1.62614203,0.89510690,0.00580518,0.35430082,0.01349686,2.57217396
-4.67933967,5.55068102,0.60807384,0.93062444,1.72397159,0.95301460,0.00637295,0.38471216,0.01454356,2.69677428
-4.67333667,5.84086439,0.65777772,0.95747666,1.82502937,1.01239208,0.00698849,0.41718693,0.01565016,2.82042532
-4.66733367,6.13355748,0.70955498,0.98245161,1.92904014,1.07297448,0.00765092,0.45154911,0.01680853,2.94257936
-4.66133067,6.42749532,0.76324693,1.00538968,2.03573252,1.13450302,0.00835894,0.48760209,0.01801022,3.06278442
-4.65532766,6.72150630,0.81867225,1.02618540,2.14482620,1.19672514,0.00911081,0.52512787,0.01924649,3.18067861
-4.64932466,7.01449187,0.87562319,1.04478598,2.25601633,1.25939332,0.00990437,0.56388663,0.02050832,3.29597787
-4.64332166,7.30539719,0.93386154,1.06118718,2.36895603,1.32226257,0.01073713,0.60361654,0.02178644,3.40845763
