energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.47173587,1.54499169,0.23660266,0.84823641,0.00633205,0.02953085,0.03501033,0.36809374,0.40392370,0.06275982
-5.46573287,1.56789934,0.24362725,0.85626781,0.00596334,0.03034365,0.03553926,0.37470717,0.41510604,0.06394427
-5.45972986,1.58536118,0.24980211,0.86195823,0.00559272,0.03111366,0.03589501,0.37967948,0.42445738,0.06481684
-5.45372686,1.59718505,0.25504239,0.86527411,0.00522486,0.03185438,0.03608203,0.38291871,0.43183311,0.06536123
-5.44772386,1.60327897,0.25928119,0.86621715,0.00486382,0.03258419,0.03611004,0.38436183,0.43712603,0.06556680
-5.44172086,1.60366671,0.26247348,0.86483281,0.00451299,0.03332647,0.03599393,0.38397852,0.44027190,0.06542919
-5.43571786,1.59850098,0.26459959,0.86121851,0.00417508,0.03410953,0.03575364,0.38177428,0.44125375,0.06495059
-5.42971486,1.58807318,0.26566787,0.85553069,0.00385213,0.03496638,0.03541377,0.37779244,0.44010490,0.06414000
-5.42371186,1.57281886,0.26571645,0.84799031,0.00354557,0.03593425,0.03500303,0.37211499,0.43691020,0.06301311
-5.41770885,1.55331805,0.26481392,0.83888609,0.00325626,0.03705383,0.03455354,0.36486221,0.43180562,0.06159204
-5.41170585,1.53029013,0.26305876,0.82857510,0.00298458,0.03836828,0.03410000,0.35619099,0.42497590,0.05990488
-5.40570285,1.50458281,0.26057758,0.81748019,0.00273048,0.03992208,0.03367865,0.34629177,0.41665040,0.05798496
-5.39969985,1.47715532,0.25752209,0.80608432,0.00249360,0.04175954,0.03332624,0.33538439,0.40709727,0.05586997
-5.39369685,1.44905610,0.25406494,0.79492149,0.00227333,0.04392323,0.03307889,0.32371274,0.39661595,0.05360097
-5.38769385,1.42139564,0.25039445,0.78456463,0.00206889,0.04645218,0.03297088,0.31153857,0.38552851,0.05122123
-5.38169085,1.39531524,0.24670865,0.77561066,0.00187943,0.04938008,0.03303358,0.29913460,0.37416989,0.04877502
-5.37568784,1.37195291,0.24320857,0.76866328,0.00170402,0.05273343,0.03329425,0.28677716,0.36287754,0.04630642
-5.36968484,1.35240756,0.24009132,0.76431403,0.00154176,0.05652971,0.03377510,0.27473873,0.35198090,0.04385810
-5.36368184,1.33770300,0.23754304,0.76312246,0.00139178,0.06077579,0.03449235,0.26328051,0.34179093,0.04147019
-5.35767884,1.32875299,0.23573217,0.76559615,0.00125327,0.06546648,0.03545555,0.25264539,0.33259032,0.03917929
-5.35167584,1.32632899,0.23480328,0.77217145,0.00112549,0.07058345,0.03666697,0.24305150,0.32462454,0.03701756
-5.34567284,1.33103167,0.23487164,0.78319567,0.00100778,0.07609450,0.03812133,0.23468660,0.31809424,0.03501205
-5.33966983,1.34326763,0.23601893,0.79891165,0.00089956,0.08195328,0.03980566,0.22770343,0.31314917,0.03318416
-5.33366683,1.36323203,0.23829010,0.81944518,0.00080030,0.08809956,0.04169945,0.22221618,0.30988390,0.03154933
-5.32766383,1.39089806,0.24169165,0.84479604,0.00070953,0.09445995,0.04377505,0.21829815,0.30833541,0.03011697
-5.32166083,1.42601356,0.24619127,0.87483285,0.00062683,0.10094921,0.04599822,0.21598068,0.30848276,0.02889050
-5.31565783,1.46810509,0.25171895,0.90929220,0.00055181,0.10747205,0.04832905,0.21525332,0.31024870,0.02786762
-5.30965483,1.51648920,0.25816950,0.94778197,0.00048410,0.11392543,0.05072295,0.21606518,0.31350326,0.02704079
-5.30365183,1.57029056,0.26540623,0.98978884,0.00042334,0.12020121,0.05313183,0.21832743,0.31806912,0.02639775
-5.29764882,1.62846636,0.27326586,1.03468974,0.00036919,0.12618919,0.05550547,0.22191687,0.32372856,0.02592225
-5.29164582,1.68983595,0.28156428,1.08176682,0.00032133,0.13178029,0.05779290,0.22668032,0.33023183,0.02559478
-5.28564282,1.75311484,0.29010297,1.13022548,0.00027944,0.13686985,0.05994389,0.23243984,0.33730652,0.02539341
-5.27963982,1.81695183,0.29867593,1.17921484,0.00024323,0.14136090,0.06191030,0.23899858,0.34466775,0.02529462
-5.27363682,1.87996802,0.30707672,1.22784988,0.00021243,0.14516719,0.06364755,0.24614700,0.35202872,0.02527414
-5.26763382,1.94079639,0.31510548,1.27523472,0.00018682,0.14821600,0.06511581,0.25366944,0.35911143,0.02530773
-5.26163082,1.99812082,0.32257560,1.32048615,0.00016622,0.15045055,0.06628117,0.26135076,0.36565700,0.02537197
-5.25562781,2.05071324,0.32931996,1.36275669,0.00015054,0.15183178,0.06711649,0.26898298,0.37143558,0.02544488
-5.24962481,2.09746791,0.33519635,1.40125670,0.00013974,0.15233976,0.06760222,0.27637158,0.37625519,0.02550656
-5.24362181,2.13743189,0.34009216,1.43527465,0.00013389,0.15197432,0.06772677,0.28334158,0.37996953,0.02553964
-5.23761881,2.16983088,0.34392805,1.46419524,0.00013316,0.15075513,0.06748682,0.28974294,0.38248429,0.02552971
-5.23161581,2.19408984,0.34666057,1.48751478,0.00013785,0.14872114,0.06688729,0.29545536,0.38376186,0.02546556
-5.22561281,2.20984790,0.34828368,1.50485354,0.00014837,0.14592947,0.06594111,0.30039219,0.38382429,0.02533942
-5.21960980,2.21696742,0.34882924,1.51596482,0.00016529,0.14245372,0.06466876,0.30450351,0.38275434,0.02514699
-5.21360680,2.21553691,0.34836633,1.52074052,0.00018931,0.13838192,0.06309760,0.30777801,0.38069456,0.02488743
-5.20760380,2.20586797,0.34699954,1.51921327,0.00022132,0.13381401,0.06126109,0.31024384,0.37784446,0.02456330
-5.20160080,2.18848644,0.34486623,1.51155492,0.00026231,0.12885918,0.05919781,0.31196822,0.37445564,0.02418028
-5.19559780,2.16411798,0.34213293,1.49807181,0.00031346,0.12363298,0.05695040,0.31305576,0.37082518,0.02374699
-5.18959480,2.13366854,0.33899077,1.47919666,0.00037609,0.11825437,0.05456449,0.31364558,0.36728724,0.02327460
-5.18359180,2.09820020,0.33565020,1.45547754,0.00045166,0.11284282,0.05208746,0.31390717,0.36420314,0.02277647
-5.17758879,2.05890303,0.33233508,1.42756414,0.00054177,0.10751549,0.04956737,0.31403510,0.36195012,0.02226767
-5.17158579,2.01706347,0.32927610,1.39619165,0.00064814,0.10238459,0.04705174,0.31424263,0.36090910,0.02176454
-5.16558279,1.97403014,0.32670391,1.36216263,0.00077258,0.09755496,0.04458654,0.31475448,0.36145163,0.02128416
-5.15957979,1.93117783,0.32484191,1.32632741,0.00091703,0.09312190,0.04221510,0.31579884,0.36392662,0.02084383
-5.15357679,1.88987041,0.32389893,1.28956328,0.00108350,0.08916933,0.03997723,0.31759885,0.36864700,0.02046051
-5.14757379,1.85142382,0.32406204,1.25275310,0.00127407,0.08576821,0.03790838,0.32036404,0.37587684,0.02015032
-5.14157079,1.81706990,0.32548958,1.21676386,0.00149092,0.08297535,0.03603894,0.32428166,0.38581949,0.01992803
-5.13556778,1.78792217,0.32830482,1.18242561,0.00173632,0.08083246,0.03439365,0.32950861,0.39860693,0.01980653
-5.12956478,1.76494460,0.33259028,1.15051137,0.00201261,0.07936567,0.03299117,0.33616400,0.41429104,0.01979647
-5.12356178,1.74892433,0.33838313,1.12171864,0.00232231,0.07858527,0.03184377,0.34432293,0.43283703,0.01990582
-5.11755878,1.74044925,0.34567177,1.09665284,0.00266806,0.07848582,0.03095724,0.35401154,0.45411952,0.02013962
-5.11155578,1.73989138,0.35439393,1.07581341,0.00305276,0.07904661,0.03033082,0.36520388,0.47792145,0.02049973
-5.10555278,1.74739667,0.36443632,1.05958275,0.00347955,0.08023242,0.02995743,0.37782057,0.50393620,0.02098475
-5.09954977,1.76288184,0.37563609,1.04821857,0.00395194,0.08199461,0.02982398,0.39172954,0.53177283,0.02159001
-5.09354677,1.78603838,0.38778416,1.04184978,0.00447384,0.08427245,0.02991180,0.40674897,0.56096463,0.02230763
-5.08754377,1.81634391,0.40063019,1.04047610,0.00504961,0.08699477,0.03019727,0.42265214,0.59098067,0.02312681
-5.08154077,1.85308048,0.41388947,1.04397141,0.00568414,0.09008184,0.03065258,0.43917440,0.62124006,0.02403410
-5.07553777,1.89535931,0.42725119,1.05209073,0.00638289,0.09344742,0.03124651,0.45602169,0.65112862,0.02501383
-5.06953477,1.94215105,0.44038796,1.06448055,0.00715182,0.09700092,0.03194541,0.47288059,0.68001716,0.02604861
-5.06353177,1.99232044,0.45296637,1.08069211,0.00799741,0.10064977,0.03271413,0.48942914,0.70728091,0.02711991
-5.05752876,2.04466395,0.46465785,1.10019721,0.00892656,0.10430164,0.03351709,0.50534829,0.73231920,0.02820867
-5.05152576,2.09794897,0.47514972,1.12240581,0.00994638,0.10786679,0.03431924,0.52033317,0.75457454,0.02929587
-5.04552276,2.15095276,0.48415573,1.14668486,0.01106402,0.11126016,0.03508706,0.53410381,0.77355050,0.03036321
-5.03951976,2.20249975,0.49142567,1.17237767,0.01228637,0.11440335,0.03578943,0.54641472,0.78882733,0.03139358
-5.03351676,2.25149539,0.49675367,1.19882295,0.01361970,0.11722637,0.03639847,0.55706283,0.80007482,0.03237162
-5.02751376,2.29695551,0.49998477,1.22537307,0.01506921,0.11966907,0.03689018,0.56589353,0.80706183,0.03328408
-5.02151076,2.33802978,0.50101943,1.25141072,0.01663862,0.12168220,0.03724496,0.57280430,0.80966188,0.03412008
-5.01550775,2.37401872,0.49981586,1.27636363,0.01832960,0.12322819,0.03744793,0.57774602,0.80785490,0.03487132
-5.00950475,2.40438374,0.49639001,1.29971689,0.02014133,0.12428150,0.03748915,0.58072173,0.80172484,0.03553205
-5.00350175,2.42875017,0.49081338,1.32102254,0.02206995,0.12482859,0.03736355,0.58178306,0.79145341,0.03609900
-4.99749875,2.44690373,0.48320866,1.33990646,0.02410811,0.12486760,0.03707075,0.58102459,0.77731045,0.03657112
-4.99149575,2.45878098,0.47374356,1.35607252,0.02624463,0.12440768,0.03661474,0.57857644,0.75964124,0.03694932
-4.98549275,2.46445496,0.46262320,1.36930406,0.02846423,0.12346802,0.03600340,0.57459566,0.73885169,0.03723599
-4.97948974,2.46411702,0.45008142,1.37946313,0.03074737,0.12207676,0.03524786,0.56925686,0.71539192,0.03743465
-4.97348674,2.45805638,0.43637145,1.38648768,0.03307035,0.12026968,0.03436190,0.56274265,0.68973932,0.03754941
-4.96748374,2.44663868,0.42175653,1.39038713,0.03540552,0.11808881,0.03336122,0.55523455,0.66238171,0.03758455
-4.96148074,2.43028499,0.40650084,1.39123685,0.03772167,0.11558100,0.03226272,0.54690477,0.63380146,0.03754415
-4.95547774,2.40945237,0.39086113,1.38917176,0.03998472,0.11279662,0.03108387,0.53790930,0.60446129,0.03743170
-4.94947474,2.38461701,0.37507948,1.38437964,0.04215846,0.10978814,0.02984204,0.52838276,0.57479213,0.03724993
-4.94347174,2.35626072,0.35937738,1.37709430,0.04420555,0.10660903,0.02855396,0.51843504,0.54518367,0.03700063
-4.93746873,2.32486101,0.34395131,1.36758901,0.04608865,0.10331264,0.02723533,0.50815004,0.51597764,0.03668462
-4.93146573,2.29088511,0.32896995,1.35617021,0.04777153,0.09995135,0.02590041,0.49758620,0.48746392,0.03630189
-4.92546273,2.25478743,0.31457285,1.34317176,0.04922037,0.09657577,0.02456186,0.48677889,0.45987943,0.03585172
-4.91945973,2.21701022,0.30087064,1.32894960,0.05040492,0.09323417,0.02323061,0.47574417,0.43340946,0.03533298
-4.91345673,2.17798655,0.28794641,1.31387684,0.05129964,0.08997203,0.02191585,0.46448373,0.40819110,0.03474444
-4.90745373,2.13814492,0.27585814,1.29833920,0.05188471,0.08683167,0.02062508,0.45299046,0.38431837,0.03408512
-4.90145073,2.09791455,0.26464191,1.28273056,0.05214681,0.08385204,0.01936431,0.44125431,0.36184842,0.03335465
-4.89544772,2.05773032,0.25431549,1.26744864,0.05207976,0.08106851,0.01813820,0.42926794,0.34080842,0.03255362
-4.88944472,2.01803677,0.24488222,1.25289048,0.05168480,0.07851272,0.01695034,0.41703185,0.32120250,0.03168382
-4.88344172,1.97929030,0.23633469,1.23944780,0.05097067,0.07621245,0.01580343,0.40455860,0.30301843,0.03074852
-4.87743872,1.94195910,0.22865826,1.22750205,0.04995339,0.07419152,0.01469956,0.39187589,0.28623360,0.02975257
-4.87143572,1.90652058,0.22183405,1.21741916,0.04865574,0.07246960,0.01364038,0.37902838,0.27081997,0.02870244
-4.86543272,1.87345631,0.21584134,1.20954404,0.04710653,0.07106208,0.01262731,0.36607825,0.25674797,0.02760622
-4.85942971,1.84324455,0.21065943,1.20419502,0.04533960,0.06997984,0.01166166,0.35310434,0.24398912,0.02647343
-4.85342671,1.81635083,0.20626877,1.20165830,0.04339275,0.06922905,0.01074474,0.34020034,0.23251738,0.02531485
-4.84742371,1.79321725,0.20265151,1.20218259,0.04130644,0.06881098,0.00987792,0.32747186,0.22230955,0.02414225
-4.84142071,1.77425116,0.19979161,1.20597445,0.03912253,0.06872178,0.00906266,0.31503295,0.21334456,0.02296804
-4.83541771,1.75981392,0.19767443,1.21319422,0.03688297,0.06895233,0.00830047,0.30300214,0.20560225,0.02180495
-4.82941471,1.75021080,0.19628610,1.22395323,0.03462854,0.06948816,0.00759294,0.29149838,0.19906151,0.02066572
-4.82341171,1.74568246,0.19561276,1.23831217,0.03239774,0.07030945,0.00694164,0.28063719,0.19369832,0.01956271
-4.81740870,1.74639901,0.19563971,1.25628111,0.03022579,0.07139113,0.00634810,0.27052713,0.18948387,0.01850768
-4.81140570,1.75245680,0.19635071,1.27782111,0.02814384,0.07270319,0.00581375,0.26126692,0.18638287,0.01751150
-4.80540270,1.76387855,0.19772741,1.30284756,0.02617838,0.07421102,0.00533990,0.25294335,0.18435236,0.01658399
-4.79939970,1.78061666,0.19974907,1.33123517,0.02435079,0.07587604,0.00492765,0.24562989,0.18334109,0.01573382
-4.79339670,1.80255973,0.20239251,1.36282437,0.02267727,0.07765641,0.00457794,0.23938626,0.18328952,0.01496838
-4.78739370,1.82954168,0.20563232,1.39742892,0.02116874,0.07950791,0.00429148,0.23425860,0.18413048,0.01429387
-4.78139070,1.86135303,0.20944135,1.43484427,0.01983117,0.08138496,0.00406881,0.23028047,0.18579046,0.01371529
-4.77538769,1.89775348,0.21379132,1.47485617,0.01866583,0.08324174,0.00391027,0.22747424,0.18819128,0.01323652
-4.76938469,1.93848482,0.21865355,1.51724896,0.01766981,0.08503334,0.00381605,0.22585282,0.19125228,0.01286049
-4.76338169,1.98328326,0.22399964,1.56181300,0.01683662,0.08671697,0.00378619,0.22542149,0.19489255,0.01258925
-4.75737869,2.03189006,0.22980212,1.60835069,0.01615675,0.08825307,0.00382064,0.22617969,0.19903325,0.01242411
-4.75137569,2.08405975,0.23603481,1.65668036,0.01561832,0.08960640,0.00391922,0.22812242,0.20359969,0.01236573
-4.74537269,2.13956502,0.24267294,1.70663799,0.01520777,0.09074694,0.00408164,0.23124126,0.20852306,0.01241423
-4.73936968,2.19819775,0.24969290,1.75807606,0.01491038,0.09165061,0.00430753,0.23552479,0.21374168,0.01256916
-4.73336668,2.25976610,0.25707168,1.81085989,0.01471085,0.09229981,0.00459634,0.24095836,0.21920162,0.01282956
-4.72736368,2.32408753,0.26478581,1.86486126,0.01459379,0.09268369,0.00494736,0.24752318,0.22485662,0.01319389
-4.72136068,2.39097826,0.27281011,1.91994990,0.01454412,0.09279813,0.00535964,0.25519476,0.23066738,0.01365993
-4.71535768,2.46023979,0.28111609,1.97598325,0.01454738,0.09264556,0.00583195,0.26394090,0.23660013,0.01422463
-4.70935468,2.53164359,0.28967023,2.03279539,0.01459000,0.09223443,0.00636267,0.27371916,0.24262476,0.01488404
-4.70335168,2.60491515,0.29843226,2.09018586,0.01465950,0.09157862,0.00694980,0.28447426,0.24871247,0.01563305
-4.69734867,2.67971862,0.30735355,2.14790953,0.01474458,0.09069655,0.00759085,0.29613544,0.25483319,0.01646528
-4.69134567,2.75564372,0.31637582,2.20566828,0.01483524,0.08961030,0.00828283,0.30861410,0.26095302,0.01737293
-4.68534267,2.83219595,0.32543023,2.26310560,0.01492278,0.08834461,0.00902221,0.32180193,0.26703178,0.01834666
-4.67933967,2.90879164,0.33443713,2.31980469,0.01499985,0.08692592,0.00980497,0.33556982,0.27302102,0.01937551
-4.67333667,2.98475839,0.34330634,2.37529080,0.01506043,0.08538143,0.01062664,0.34976756,0.27886254,0.02044693
-4.66733367,3.05934176,0.35193825,2.42903788,0.01509979,0.08373835,0.01148234,0.36422472,0.28448762,0.02154681
-4.66133067,3.13171824,0.36022559,2.48047972,0.01511449,0.08202319,0.01236695,0.37875256,0.28981710,0.02265967
-4.65532766,3.20101413,0.36805591,2.52902509,0.01510233,0.08026124,0.01327523,0.39314708,0.29476230,0.02376882
-4.64932466,3.26632984,0.37531458,2.57407632,0.01506232,0.07847629,0.01420199,0.40719321,0.29922682,0.02485675
-4.64332166,3.32676824,0.38188834,2.61505028,0.01499462,0.07669039,0.01514234,0.42066981,0.30310911,0.02590541
