energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.78989495,4.78367660,0.02659474,0.10996075,1.24277324,2.26492279,0.06150665,1.95944398
-5.78389195,4.91959951,0.02692100,0.11215155,1.28288696,2.33619938,0.06442930,2.00397797
-5.77788894,5.03833862,0.02712356,0.11413741,1.32026448,2.39924052,0.06725667,2.04045963
-5.77188594,5.13893804,0.02720385,0.11596159,1.35482782,2.45339302,0.06996328,2.06863250
-5.76588294,5.22068445,0.02716535,0.11767889,1.38654146,2.49811448,0.07252271,2.08836041
-5.75987994,5.28311336,0.02701341,0.11935516,1.41540900,2.53298206,0.07490793,2.09962586
-5.75387694,5.32601171,0.02675501,0.12106676,1.44147001,2.55769973,0.07709171,2.10252568
-5.74787394,5.34941699,0.02639850,0.12290001,1.46479734,2.57210383,0.07904713,2.09726427
-5.74187094,5.35361333,0.02595332,0.12495059,1.48549505,2.57616688,0.08074816,2.08414491
-5.73586793,5.33912460,0.02542963,0.12732293,1.50369698,2.56999949,0.08217033,2.06355942
-5.72986493,5.30670513,0.02483804,0.13012950,1.51956601,2.55385047,0.08329132,2.03597673
-5.72386193,5.25732800,0.02418924,0.13348999,1.53329378,2.52810493,0.08409177,2.00193077
-5.71785893,5.19217127,0.02349376,0.13753026,1.54510071,2.49328050,0.08455581,1.96200836
-5.71185593,5.11260231,0.02276165,0.14238100,1.55523593,2.45002151,0.08467179,1.91683716
-5.70585293,5.02016017,0.02200230,0.14817615,1.56397691,2.39909130,0.08443275,1.86707451
-5.69984992,4.91653620,0.02122426,0.15505073,1.57162820,2.34136259,0.08383688,1.81339709
-5.69384692,4.80355281,0.02043514,0.16313838,1.57851899,2.27780590,0.08288780,1.75649193
-5.68784392,4.68314046,0.01964153,0.17256821,1.58499921,2.20947635,0.08159478,1.69704869
-5.68184092,4.55731288,0.01884899,0.18346125,1.59143378,2.13749866,0.07997270,1.63575339
-5.67583792,4.42814055,0.01806213,0.19592634,1.59819495,2.06305088,0.07804198,1.57328342
-5.66983492,4.29772264,0.01728468,0.21005563,1.60565269,1.98734668,0.07582822,1.51030383
-5.66383192,4.16815764,0.01651961,0.22591976,1.61416338,1.91161682,0.07336190,1.44746449
-5.65782891,4.04151294,0.01576927,0.24356295,1.62405696,1.83708991,0.07067772,1.38539807
-5.65182591,3.91979382,0.01503559,0.26299817,1.63562327,1.76497283,0.06781408,1.32471831
-5.64582291,3.80491258,0.01432018,0.28420267,1.64909808,1.69643128,0.06481233,1.26601842
-5.63981991,3.69865817,0.01362454,0.30711413,1.66464966,1.63257076,0.06171601,1.20986926
-5.63381691,3.60266734,0.01295015,0.33162783,1.68236683,1.57441843,0.05857011,1.15681699
-5.62781391,3.51839799,0.01229858,0.35759493,1.70224920,1.52290630,0.05542029,1.10738008
-5.62181091,3.44710560,0.01167159,0.38482243,1.72420076,1.47885604,0.05231214,1.06204550
-5.61580790,3.38982355,0.01107112,0.41307465,1.74802728,1.44296592,0.04929053,1.02126406
-5.60980490,3.34734800,0.01049930,0.44207676,1.77343843,1.41580002,0.04639893,0.98544495
-5.60380190,3.32022808,0.00995843,0.47152011,1.80005470,1.39778013,0.04367891,0.95494970
-5.59779890,3.30876180,0.00945087,0.50106954,1.82741955,1.38918050,0.04116968,0.93008574
-5.59179590,3.31299798,0.00897899,0.53037237,1.85501636,1.39012546,0.03890771,0.91109988
-5.58579290,3.33274413,0.00854500,0.55906888,1.88228976,1.40059019,0.03692647,0.89817206
-5.57978989,3.36758032,0.00815088,0.58680385,1.90867055,1.42040438,0.03525626,0.89140982
-5.57378689,3.41687839,0.00779819,0.61323883,1.93360307,1.44925883,0.03392407,0.89084377
-5.56778389,3.47982589,0.00748802,0.63806437,1.95657363,1.48671472,0.03295356,0.89642455
-5.56178089,3.55545398,0.00722086,0.66101185,1.97713871,1.53221539,0.03236511,0.90802142
-5.55577789,3.64266803,0.00699648,0.68186422,1.99495109,1.58510020,0.03217587,0.92542294
-5.54977489,3.74027999,0.00681396,0.70046506,2.00978267,1.64462020,0.03239984,0.94833966
-5.54377189,3.84704118,0.00667160,0.71672552,2.02154238,1.70995509,0.03304804,0.97640907
-5.53776888,3.96167431,0.00656698,0.73062869,2.03028808,1.78023113,0.03412859,1.00920256
-5.53176588,4.08290361,0.00649698,0.74223107,2.03623166,1.85453947,0.03564684,1.04623442
-5.52576288,4.20948198,0.00645785,0.75166104,2.03973663,1.93195433,0.03760548,1.08697243
-5.51975988,4.34021439,0.00644533,0.75911432,2.04130829,2.01155078,0.04000461,1.13084985
-5.51375688,4.47397664,0.00645477,0.76484654,2.04157667,2.09242139,0.04284174,1.17727819
-5.50775388,4.60972932,0.00648124,0.76916319,2.04127297,2.17369153,0.04611183,1.22566054
-5.50175088,4.74652635,0.00651971,0.77240744,2.04120054,2.25453280,0.04980724,1.27540465
-5.49574787,4.88351838,0.00656516,0.77494634,2.04220178,2.33417432,0.05391761,1.32593546
-5.48974487,5.01995104,0.00661277,0.77715595,2.04512236,2.41191154,0.05842980,1.37670653
-5.48374187,5.15515837,0.00665799,0.77940609,2.05077458,2.48711242,0.06332768,1.42720987
-5.47773887,5.28855205,0.00669669,0.78204533,2.05990136,2.55922080,0.06859195,1.47698380
-5.47173587,5.41960685,0.00672528,0.78538687,2.07314250,2.62775695,0.07419994,1.52561854
-5.46573287,5.54784318,0.00674071,0.78969581,2.09100466,2.69231540,0.08012537,1.57275932
-5.45972986,5.67280746,0.00674058,0.79517835,2.11383608,2.75256004,0.08633812,1.61810693
-5.45372686,5.79405108,0.00672314,0.80197321,2.14180712,2.80821703,0.09280398,1.66141562
-5.44772386,5.91110902,0.00668729,0.81014571,2.17489715,2.85906559,0.09948445,1.70248870
-5.44172086,6.02347891,0.00663253,0.81968440,2.21288805,2.90492737,0.10633655,1.74117189
-5.43571786,6.13060154,0.00655897,0.83050055,2.25536449,2.94565478,0.11331273,1.77734492
-5.42971486,6.23184391,0.00646721,0.84243027,2.30172064,2.98111902,0.12036075,1.81091186
-5.42371186,6.32648561,0.00635829,0.85523919,2.35117294,3.01119844,0.12742381,1.84179066
-5.41770885,6.41370976,0.00623361,0.86862947,2.40277844,3.03576792,0.13444064,1.86990263
-5.41170585,6.49259914,0.00609485,0.88224888,2.45545777,3.05468999,0.14134590,1.89516243
-5.40570285,6.56213859,0.00594385,0.89570152,2.50802227,3.06780829,0.14807060,1.91746931
-5.39969985,6.62122411,0.00578257,0.90856007,2.55920425,3.07494408,0.15454280,1.93670016
-5.39369685,6.66867929,0.00561297,0.92037886,2.60768952,3.07589599,0.16068850,1.95270488
-5.38769385,6.70327911,0.00543702,0.93070766,2.65215160,3.07044356,0.16643270,1.96530470
-5.38169085,6.72378099,0.00525657,0.93910566,2.69128646,3.05835449,0.17170072,1.97429359
-5.37568784,6.72896258,0.00507337,0.94515525,2.72384720,3.03939563,0.17641965,1.97944292
-5.36968484,6.71766539,0.00488907,0.94847524,2.74867768,3.01334722,0.18051999,1.98050950
-5.36368184,6.68884288,0.00470517,0.94873319,2.76474439,2.98002005,0.18393742,1.97724659
-5.35767884,6.64161139,0.00452309,0.94565638,2.77116567,2.93927463,0.18661461,1.96941766
-5.35167584,6.57530184,0.00434420,0.93904123,2.76723749,2.89104155,0.18850305,1.95681207
-5.34567284,6.48951010,0.00416983,0.92876086,2.75245506,2.83534203,0.18956478,1.93926233
-5.33966983,6.38414355,0.00400139,0.91477042,2.72652947,2.77230757,0.18977401,1.91666160
-5.33366683,6.25946156,0.00384041,0.89711027,2.68939890,2.70219751,0.18911846,1.88898105
-5.32766383,6.11610761,0.00368859,0.87590662,2.64123370,2.62541366,0.18760045,1.85628565
-5.32166083,5.95513117,0.00354793,0.85136986,2.58243523,2.54251087,0.18523758,1.81874788
-5.31565783,5.77799767,0.00342074,0.82379047,2.51362813,2.45420293,0.18206301,1.77665823
-5.30965483,5.58658553,0.00330974,0.79353260,2.43564628,2.36136321,0.17812524,1.73043204
-5.30365183,5.38316962,0.00321812,0.76102579,2.34951262,2.26501980,0.17348745,1.68061189
-5.29764882,5.17039134,0.00314952,0.72675477,2.25641352,2.16634493,0.16822634,1.62786547
-5.29164582,4.95121574,0.00310814,0.69124796,2.15766839,2.06663913,0.16243054,1.57297856
-5.28564282,4.72887707,0.00309868,0.65506491,2.05469553,1.96731038,0.15619855,1.51684338
-5.27963982,4.50681427,0.00312632,0.61878311,1.94897552,1.86984893,0.14963644,1.46044248
-5.27363682,4.28859855,0.00319671,0.58298468,1.84201307,1.77579857,0.14285518,1.40482881
-5.26763382,4.07785532,0.00331590,0.54824320,1.73529907,1.68672537,0.13596792,1.35110237
-5.26163082,3.87818302,0.00349020,0.51511118,1.63027372,1.60418460,0.12908709,1.30038455
-5.25562781,3.69307127,0.00372611,0.48410846,1.52829227,1.52968701,0.12232162,1.25379062
-5.24962481,3.52582080,0.00403013,0.45571183,1.43059431,1.46466528,0.11577424,1.21240154
-5.24362181,3.37946736,0.00440863,0.43034601,1.33827751,1.41044158,0.10953909,1.17723586
-5.23761881,3.25671155,0.00486759,0.40837633,1.25227661,1.36819682,0.10369950,1.14922251
-5.23161581,3.15985622,0.00541246,0.39010288,1.17334804,1.33894250,0.09832629,1.12917527
-5.22561281,3.09075273,0.00604784,0.37575646,1.10206039,1.32349547,0.09347636,1.11776973
-5.21960980,3.05075703,0.00677731,0.36549613,1.03879073,1.32245615,0.08919182,1.11552302
-5.21360680,3.04069615,0.00760313,0.35940826,0.98372648,1.33619064,0.08549951,1.12277708
-5.20760380,3.06084556,0.00852602,0.35750706,0.93687240,1.36481675,0.08241098,1.13968566
-5.20160080,3.11091742,0.00954492,0.35973641,0.89806207,1.40819451,0.07992291,1.16620533
-5.19559780,3.19005978,0.01065678,0.36597282,0.86697318,1.46592107,0.07801789,1.20209071
-5.18959480,3.29686642,0.01185642,0.37602938,0.84314570,1.53733033,0.07666552,1.24689400
-5.18359180,3.42939716,0.01313633,0.38966062,0.82600226,1.62149734,0.07582383,1.29996884
-5.17758879,3.58520817,0.01448669,0.40656803,0.81486977,1.71724766,0.07544090,1.36047845
-5.17158579,3.76139194,0.01589530,0.42640612,0.80900164,1.82317165,0.07545661,1.42740806
-5.16558279,3.95462632,0.01734765,0.44878905,0.80759979,1.93764386,0.07580451,1.49958139
-5.15957979,4.16123211,0.01882710,0.47329746,0.80983594,2.05884722,0.07641374,1.57568104
-5.15357679,4.37723841,0.02031509,0.49948561,0.81487163,2.18480215,0.07721094,1.65427263
-5.14757379,4.59845489,0.02179143,0.52688868,0.82187668,2.31339998,0.07812207,1.73383211
-5.14157079,4.82054992,0.02323471,0.55503002,0.83004572,2.44244045,0.07907421,1.81277613
-5.13556778,5.03913325,0.02462274,0.58342842,0.83861278,2.56967258,0.07999711,1.88949462
-5.12956478,5.24984183,0.02593307,0.61160523,0.84686368,2.69283812,0.08082477,1.96238523
-5.12356178,5.44842689,0.02714354,0.63909125,0.85414647,2.80971666,0.08149665,2.02988860
-5.11755878,5.63084053,0.02823288,0.66543331,0.85987970,2.91817128,0.08195884,2.09052390
-5.11155578,5.79331964,0.02918127,0.69020051,0.86355887,3.01619365,0.08216499,2.14292340
-5.10555278,5.93246498,0.02997091,0.71298996,0.86476105,3.10194711,0.08207699,2.18586536
-5.09954977,6.04531325,0.03058656,0.73343211,0.86314778,3.17380676,0.08166551,2.21830405
-5.09354677,6.12940008,0.03101602,0.75119544,0.85846651,3.23039500,0.08091027,2.23939594
-5.08754377,6.18281198,0.03125048,0.76599056,0.85055054,3.27061164,0.07980017,2.24852129
-5.08154077,6.20422559,0.03128485,0.77757375,0.83931777,3.29365749,0.07833313,2.24530018
-5.07553777,6.19293306,0.03111791,0.78574973,0.82476821,3.29905074,0.07651584,2.22960248
-5.06953477,6.14885277,0.03075236,0.79037381,0.80698051,3.28663549,0.07436328,2.20155135
-5.06353177,6.07252506,0.03019478,0.79135333,0.78610751,3.25658243,0.07189803,2.16152020
-5.05752876,5.96509335,0.02945546,0.78864829,0.76237116,3.20938155,0.06914956,2.11012307
-5.05152576,5.82827154,0.02854805,0.78227139,0.73605664,3.14582739,0.06615331,2.04819908
-5.04552276,5.66429893,0.02748920,0.77228718,0.70750619,3.06699747,0.06294972,1.97679142
-5.03951976,5.47588477,0.02629810,0.75881053,0.67711263,2.97422476,0.05958325,1.89712186
-5.03351676,5.26614445,0.02499588,0.74200439,0.64531279,2.86906549,0.05610129,1.81056196
-5.02751376,5.03852999,0.02360511,0.72207668,0.61258110,2.75326338,0.05255321,1.71860195
-5.02151076,4.79675742,0.02214915,0.69927666,0.57942354,2.62871176,0.04898935,1.62281883
-5.01550775,4.54473373,0.02065158,0.67389046,0.54637209,2.49741502,0.04546017,1.52484481
-5.00950475,4.28648580,0.01913568,0.64623611,0.51397972,2.36145052,0.04201547,1.42633723
-5.00350175,4.02609366,0.01762392,0.61665799,0.48281633,2.22293243,0.03870376,1.32895103
-4.99749875,3.76762987,0.01613753,0.58552086,0.45346526,2.08397828,0.03557177,1.23431471
-4.99149575,3.51510637,0.01469615,0.55320360,0.42652069,1.94667924,0.03266403,1.14401001
-4.98549275,3.27242962,0.01331761,0.52009274,0.40258566,1.81307452,0.03002275,1.05955592
-4.97948974,3.04336450,0.01201775,0.48657601,0.38227051,1.68513037,0.02768763,0.98239682
-4.97348674,2.83150637,0.01081034,0.45303603,0.36619165,1.56472356,0.02569593,0.91389444
-4.96748374,2.64026086,0.00970712,0.41984424,0.35497016,1.45362923,0.02408251,0.85532318
-4.96148074,2.47282991,0.00871788,0.38735537,0.34923002,1.35351257,0.02287996,0.80786792
-4.95547774,2.33220266,0.00785058,0.35590243,0.34959549,1.26592376,0.02211875,0.77262349
-4.94947474,2.22114939,0.00711159,0.32579243,0.35668735,1.19229548,0.02182727,0.75059476
-4.94347174,2.14221655,0.00650589,0.29730290,0.37111757,1.13394193,0.02203187,0.74269644
-4.93746873,2.09772124,0.00603727,0.27067921,0.39348220,1.09205873,0.02275675,0.74975150
-4.93146573,2.08974339,0.00570859,0.24613278,0.42435215,1.06772279,0.02402377,0.77248765
-4.92546273,2.12011430,0.00552199,0.22384008,0.46426191,1.06189135,0.02585207,0.81153120
-4.91945973,2.19040082,0.00547900,0.20394248,0.51369616,1.07539975,0.02825753,0.86739793
-4.91345673,2.30188447,0.00558072,0.18654672,0.57307444,1.10895742,0.03125216,0.94048105
-4.90745373,2.45553590,0.00582784,0.17172598,0.64273427,1.16314192,0.03484327,1.03103658
-4.90145073,2.65198518,0.00622068,0.15952144,0.72291325,1.23839110,0.03903259,1.13916648
-4.89544772,2.89148922,0.00675915,0.14994414,0.81373068,1.33499354,0.04381536,1.26480074
-4.88944472,3.17389794,0.00744260,0.14297707,0.91516958,1.45307784,0.04917933,1.40767919
-4.88344172,3.49862128,0.00826976,0.13857730,1.02705999,1.59260120,0.05510392,1.56733448
-4.87743872,3.86459935,0.00923849,0.13667814,1.14906435,1.75333821,0.06155937,1.74307751
-4.87143572,4.27027814,0.01034558,0.13719119,1.28066606,1.93487052,0.06850619,1.93398667
-4.86543272,4.71359315,0.01158658,0.14000823,1.42116201,2.13657840,0.07589476,2.13890211
-4.85942971,5.19196317,0.01295557,0.14500294,1.56965995,2.35763482,0.08366519,2.35642623
-4.85342671,5.70229596,0.01444496,0.15203244,1.72508129,2.59700292,0.09174762,2.58493122
-4.84742371,6.24100734,0.01604538,0.16093872,1.88616989,2.85343733,0.10006275,2.82257409
-4.84142071,6.80405416,0.01774555,0.17154991,2.05150696,3.12548990,0.10852282,3.06731953
-4.83541771,7.38698155,0.01953231,0.18368152,2.21953212,3.41151987,0.11703287,3.31697021
-4.82941471,7.98498359,0.02139062,0.19713773,2.38857024,3.70970860,0.12549245,3.56920398
-4.82341171,8.59297624,0.02330377,0.21171270,2.55686348,4.01807856,0.13379749,3.82161695
-4.81740870,9.20568041,0.02525355,0.22719208,2.72260760,4.33451622,0.14184252,4.07177103
-4.81140570,9.81771290,0.02722058,0.24335472,2.88399148,4.65679819,0.14952296,4.31724429
-4.80540270,10.42368203,0.02918471,0.25997454,3.03923843,4.98261992,0.15673758,4.55568238
-4.79939970,11.01828491,0.03112551,0.27682272,3.18664782,5.30962620,0.16339089,4.78484888
-4.79339670,11.59640291,0.03302271,0.29367014,3.32463550,5.63544249,0.16939545,5.00267279
-4.78739370,12.15319216,0.03485679,0.31028994,3.45177132,5.95770647,0.17467398,5.20729113
-4.78139070,12.68416590,0.03660953,0.32646038,3.56681239,6.27409876,0.17916122,5.39708517
-4.77538769,13.18526610,0.03826448,0.34196775,3.66873053,6.58237236,0.18280547,5.57070873
-4.76938469,13.65292211,0.03980749,0.35660930,3.75673293,6.88037998,0.18556967,5.72710760
-4.76338169,14.08409468,0.04122709,0.37019619,3.83027497,7.16609899,0.18743215,5.86552953
-4.75737869,14.47630449,0.04251478,0.38255623,3.88906488,7.43765343,0.18838685,5.98552448
-4.75137569,14.82764487,0.04366524,0.39353643,3.93305985,7.69333299,0.18844320,6.08693552
-4.74537269,15.13677907,0.04467639,0.40300525,3.96245400,7.93160861,0.18762548,6.16988107
-4.73936968,15.40292302,0.04554926,0.41085444,3.97765868,8.15114482,0.18597195,6.23472938
-4.73336668,15.62581522,0.04628781,0.41700044,3.97927613,8.35080866,0.18353356,6.28206694
-4.72736368,15.80567568,0.04689853,0.42138531,3.96806783,8.52967526,0.18037246,6.31266214
-4.72136068,15.94315610,0.04738999,0.42397712,3.94491892,8.68703009,0.17656039,6.32742620
-4.71535768,16.03928400,0.04777222,0.42476984,3.91080054,8.82236811,0.17217695,6.32737304
-4.70935468,16.09540323,0.04805608,0.42378273,3.86673188,8.93538973,0.16730787,6.31357996
-4.70335168,16.11311338,0.04825257,0.42105924,3.81374357,9.02599398,0.16204334,6.28715078
-4.69734867,16.09421069,0.04837213,0.41666554,3.75284429,9.09426883,0.15647651,6.24918293
-4.69134567,16.04063232,0.04842403,0.41068861,3.68499195,9.14047913,0.15070209,6.20073951
-4.68534267,15.95440607,0.04841576,0.40323414,3.61107063,9.16505238,0.14481519,6.14282745
-4.67933967,15.83760675,0.04835258,0.39442413,3.53187417,9.16856271,0.13891037,6.07638190
-4.67333667,15.69232026,0.04823723,0.38439441,3.44809688,9.15171351,0.13308084,6.00225735
-4.66733367,15.52061594,0.04806975,0.37329200,3.36033131,9.11531928,0.12741790,5.92122491
-4.66133067,15.32452705,0.04784750,0.36127257,3.26907279,9.06028706,0.12201044,5.83397546
-4.65532766,15.10603918,0.04756536,0.34849783,3.17472990,8.98759823,0.11694456,5.74112758
-4.64932466,14.86708561,0.04721606,0.33513298,3.07763993,8.89829099,0.11230323,5.64323933
-4.64332166,14.60954845,0.04679074,0.32134437,2.97808775,8.79344404,0.10816580,5.54082259
-4.63731866,14.33526415,0.04627948,0.30729709,2.87632676,8.67416193,0.10460753,5.43435853
-4.63131566,14.04603165,0.04567210,0.29315279,2.77260026,8.54156221,0.10169887,5.32431306
-4.62531266,13.74362142,0.04495885,0.27906757,2.66716174,8.39676455,0.09950458,5.21115070
-4.61930965,13.42978372,0.04413121,0.26518988,2.56029254,8.24088183,0.09808256,5.09534601
-4.61330665,13.10625431,0.04318257,0.25165861,2.45231589,8.07501300,0.09748253,4.97739148
-4.60730365,12.77475642,0.04210889,0.23860125,2.34360620,7.90023729,0.09774441,4.85780124
-4.60130065,12.43699776,0.04090925,0.22613205,2.23459321,7.71760967,0.09889660,4.73711022
-4.59529765,12.09466212,0.03958621,0.21435043,2.12576072,7.52815674,0.10095410,4.61586876
-4.58929465,11.74939520,0.03814604,0.20333940,2.01764007,7.33287295,0.10391664,4.49463290
-4.58329165,11.40278528,0.03659881,0.19316432,1.91079890,7.13271654,0.10776695,4.37395087
-4.57728864,11.05633941,0.03495830,0.18387171,1.80582606,6.92860501,0.11246917,4.25434687
-4.57128564,10.71145650,0.03324167,0.17548856,1.70331360,6.72141005,0.11796772,4.13630293
-4.56528264,10.36939903,0.03146915,0.16802186,1.60383724,6.51195180,0.12418656,4.02024039
-4.55927964,10.03126547,0.02966347,0.16145858,1.50793633,6.30099281,0.13102912,3.90650217
-4.55327664,9.69796540,0.02784925,0.15576617,1.41609492,6.08923205,0.13837888,3.79533720
-4.54727364,9.37019954,0.02605235,0.15089355,1.32872475,5.87729940,0.14610076,3.68688833
-4.54127064,9.04844668,0.02429919,0.14677256,1.24615147,5.66575132,0.15404326,3.58118462
-4.53526763,8.73295910,0.02261601,0.14332002,1.16860465,5.45506831,0.16204146,3.47813909
-4.52926463,8.42376761,0.02102825,0.14044022,1.09621222,5.24565464,0.16992069,3.37755212
-4.52326163,8.12069686,0.01955988,0.13802786,1.02899955,5.03784097,0.17750087,3.27912089
-4.51725863,7.82339074,0.01823291,0.13597131,0.96689302,4.83189002,0.18460135,3.18245452
-4.51125563,7.53134713,0.01706685,0.13415615,0.90972793,4.62800540,0.19104608,3.08709434
-4.50525263,7.24396068,0.01607838,0.13246875,0.85726002,4.42634348,0.19666885,2.99253826
-4.49924962,6.96057137,0.01528098,0.13079988,0.80917993,4.22702774,0.20131847,2.89826819
-4.49324662,6.68051671,0.01468478,0.12904816,0.76512985,4.03016504,0.20486356,2.80377895
-4.48724362,6.40318445,0.01429640,0.12712314,0.72472110,3.83586285,0.20719686,2.70860710
-4.48124062,6.12806327,0.01411888,0.12494798,0.68755214,3.64424655,0.20823867,2.61235830
-4.47523762,5.85478842,0.01415174,0.12246164,0.65322565,3.45547551,0.20793948,2.51473153
-4.46923462,5.58317984,0.01439104,0.11962042,0.62136431,3.26975721,0.20628145,2.41553903
-4.46323162,5.31327076,0.01482953,0.11639876,0.59162431,3.08735818,0.20327888,2.31472084
-4.45722861,5.04532520,0.01545691,0.11278953,0.56370623,2.90861108,0.19897748,2.21235332
-4.45122561,4.77984356,0.01626006,0.10880348,0.53736310,2.73391749,0.19345260,2.10865129
-4.44522261,4.51755627,0.01722340,0.10446818,0.51240525,2.56374594,0.18680647,2.00396386
-4.43921961,4.25940604,0.01832925,0.09982641,0.48870230,2.39862538,0.17916463,1.89876440
-4.43321661,4.00652005,0.01955831,0.09493410,0.46618234,2.23913439,0.17067168,1.79363536
-4.42721361,3.76017389,0.02089010,0.08985793,0.44482865,2.08588663,0.16148665,1.68924909
-4.42121061,3.52174955,0.02230354,0.08467283,0.42467452,1.93951349,0.15177809,1.58634570
-4.41520760,3.29268992,0.02377749,0.07945935,0.40579655,1.80064479,0.14171932,1.48570957
-4.40920460,3.07445244,0.02529132,0.07430114,0.38830706,1.66988871,0.13148376,1.38814560
-4.40320160,2.86846445,0.02682552,0.06928262,0.37234612,1.54781198,0.12124082,1.29445663
-4.39719860,2.67608254,0.02836231,0.06448691,0.35807359,1.43492140,0.11115232,1.20542321
-4.39119560,2.49855778,0.02988617,0.05999415,0.34566182,1.33164774,0.10136960,1.12178654
-4.38519260,2.33700842,0.03138436,0.05588024,0.33528915,1.23833259,0.09203149,1.04423527
-4.37918959,2.19240095,0.03284741,0.05221596,0.32713456,1.15521904,0.08326293,0.97339666
-4.37318659,2.06553996,0.03426948,0.04906657,0.32137368,1.08244637,0.07517452,0.90983199
-4.36718359,1.95706671,0.03564867,0.04649178,0.31817606,1.02004894,0.06786263,0.85403616
-4.36118059,1.86746563,0.03698718,0.04454606,0.31770388,0.96795932,0.06141021,0.80644095
-4.35517759,1.79707787,0.03829141,0.04327925,0.32011171,0.92601525,0.05588802,0.76742121
-4.34917459,1.74612021,0.03957191,0.04273731,0.32554727,0.89397006,0.05135616,0.73730316
-4.34317159,1.71470773,0.04084320,0.04296320,0.33415293,0.87150590,0.04786583,0.71637372
-4.33716858,1.70287818,0.04212348,0.04399768,0.34606739,0.85824902,0.04546096,0.70488994
-4.33116558,1.71061607,0.04343423,0.04588006,0.36142745,0.85378631,0.04417980,0.70308728
-4.32516258,1.73787439,0.04479968,0.04864864,0.38036919,0.85768218,0.04405609,0.71118588
-4.31915958,1.78459215,0.04624618,0.05234092,0.40302846,0.86949490,0.04511987,0.72939385
-4.31315658,1.85070579,0.04780143,0.05699335,0.42953999,0.88879153,0.04739776,0.75790688
-4.30715358,1.93615339,0.04949370,0.06264065,0.46003515,0.91516055,0.05091263,0.79690358
