energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.66383192,5.70115199,0.15211664,0.04482141,0.29577585,0.02468599,3.15493067,1.63477115,2.28032276
-5.65782891,5.78555994,0.16082981,0.04651890,0.32232760,0.02658753,3.18941464,1.66259769,2.29589801
-5.65182591,5.88471843,0.17002942,0.04836651,0.35188961,0.02883487,3.23460174,1.70457318,2.30701500
-5.64582291,5.99753239,0.17952980,0.05031446,0.38429916,0.03142299,3.28987154,1.76031548,2.31370620
-5.63981991,6.12273067,0.18913230,0.05230902,0.41932620,0.03434086,3.35447623,1.82923338,2.31613258
-5.63381691,6.25887918,0.19863056,0.05429419,0.45667319,0.03757125,3.42755261,1.91053608,2.31457202
-5.62781391,6.40438799,0.20781613,0.05621349,0.49597648,0.04109060,3.50813044,2.00324332,2.30940133
-5.62181091,6.55751453,0.21648424,0.05801169,0.53680957,0.04486900,3.59513838,2.10619691,2.30107290
-5.61580790,6.71636529,0.22443950,0.05963652,0.57868820,0.04887031,3.68740864,2.21807407,2.29008808
-5.60980490,6.87889900,0.23150136,0.06104031,0.62107749,0.05305239,3.78368178,2.33740353,2.27696885
-5.60380190,7.04293417,0.23750921,0.06218142,0.66340109,0.05736747,3.88261339,2.46258508,2.26222988
-5.59779890,7.20616369,0.24232679,0.06302543,0.70505220,0.06176272,3.98278399,2.59191316,2.24635292
-5.59179590,7.36617885,0.24584593,0.06354618,0.74540637,0.06618099,4.08271353,2.72360511,2.22976512
-5.58579290,7.52050410,0.24798937,0.06372639,0.78383574,0.07056170,4.18088135,2.85583415,2.21282268
-5.57978989,7.66664335,0.24871263,0.06355811,0.81972437,0.07484191,4.27575211,2.98676700,2.19580080
-5.57378689,7.80213742,0.24800489,0.06304276,0.85248420,0.07895759,4.36580757,3.11460557,2.17889050
-5.56778389,7.92463125,0.24588881,0.06219099,0.88157110,0.08284492,4.44958372,3.23763191,2.16220215
-5.56178089,8.03194858,0.24241938,0.06102219,0.90650050,0.08644180,4.52571200,3.35425491,2.14577553
-5.55577789,8.12217103,0.23768187,0.05956381,0.92686185,0.08968931,4.59296319,3.46305731,2.12959528
-5.54977489,8.19371756,0.23178898,0.05785051,0.94233158,0.09253329,4.65029170,3.56284085,2.11361062
-5.54377189,8.24542022,0.22487725,0.05592311,0.95268373,0.09492578,4.69687825,3.65266767,2.09775782
-5.53776888,8.27659167,0.21710303,0.05382753,0.95779790,0.09682641,4.73216839,3.73189546,2.08198367
-5.53176588,8.28708013,0.20863802,0.05161365,0.95766417,0.09820363,4.75590441,3.80020445,2.06626834
-5.52576288,8.27730778,0.19966458,0.04933415,0.95238458,0.09903571,4.76814862,3.85761422,2.05064581
-5.51975988,8.24828942,0.19037108,0.04704343,0.94217108,0.09931153,4.76929592,3.90448851,2.03522055
-5.51375688,8.20162873,0.18094720,0.04479661,0.92733994,0.09903098,4.76007425,3.94152711,2.02017914
-5.50775388,8.13949106,0.17157949,0.04264854,0.90830279,0.09820517,4.74153209,3.96974404,2.00579598
-5.50175088,8.06455220,0.16244728,0.04065302,0.88555450,0.09685615,4.71501264,3.99043199,1.99243258
-5.49574787,7.97992447,0.15371885,0.03886203,0.85965840,0.09501638,4.68211524,4.00511394,1.98053047
-5.48974487,7.88906209,0.14554813,0.03732506,0.83122932,0.09272782,4.64464489,4.01548312,1.97059791
-5.48374187,7.79564934,0.13807178,0.03608855,0.80091508,0.09004073,4.60455179,4.02333363,1.96319129
-5.47773887,7.70347572,0.13140686,0.03519531,0.76937724,0.08701222,4.56386299,4.03048422,1.95889222
-5.47173587,7.61630324,0.12564887,0.03468407,0.73727166,0.08370451,4.52460891,4.03869859,1.95828158
-5.46573287,7.53773137,0.12087038,0.03458891,0.70522968,0.08018314,4.48874777,4.04960564,1.96191222
-5.45972986,7.47106547,0.11712011,0.03493876,0.67384076,0.07651504,4.45809097,4.06462342,1.97028174
-5.45372686,7.41919436,0.11442249,0.03575687,0.64363692,0.07276658,4.43423270,4.08489040,1.98380708
-5.44772386,7.38448258,0.11277768,0.03706025,0.61507978,0.06900175,4.41848676,4.11120765,2.00280235
-5.44172086,7.36868189,0.11216210,0.03885906,0.58855055,0.06528042,4.41183323,4.14399480,2.02746126
-5.43571786,7.37286595,0.11252937,0.04115602,0.56434319,0.06165684,4.41487724,4.18326226,2.05784524
-5.42971486,7.39739113,0.11381174,0.04394588,0.54266104,0.05817834,4.42782168,4.22860143,2.09387783
-5.42371186,7.44188487,0.11592191,0.04721488,0.52361674,0.05488438,4.45045484,4.27919360,2.13534598
-5.41770885,7.50526217,0.11875527,0.05094032,0.50723558,0.05180591,4.48215346,4.33383738,2.18190788
-5.41170585,7.58576919,0.12219262,0.05509032,0.49346170,0.04896499,4.52190111,4.39099373,2.23310725
-5.40570285,7.68105190,0.12610303,0.05962365,0.48216698,0.04637487,4.56832091,4.44884639,2.28839309
-5.39969985,7.78824658,0.13034722,0.06448993,0.47316211,0.04404026,4.61972132,4.50537501,2.34714380
-5.39369685,7.90408813,0.13478091,0.06962991,0.46620916,0.04195792,4.67415307,4.55843759,2.40869443
-5.38769385,8.02503122,0.13925851,0.07497621,0.46103524,0.04011756,4.72947496,4.60585813,2.47236533
-5.38169085,8.14737911,0.14363670,0.08045423,0.45734649,0.03850282,4.78342594,4.64551544,2.53749061
-5.37568784,8.26741472,0.14777797,0.08598341,0.45484196,0.03709250,4.83370077,4.67542884,2.60344474
-5.36968484,8.38152829,0.15155403,0.09147882,0.45322665,0.03586181,4.87802649,4.69383671,2.66966568
-5.36368184,8.48633680,0.15484886,0.09685293,0.45222341,0.03478370,4.91423689,4.69926440,2.73567314
-5.35767884,8.57879045,0.15756144,0.10201765,0.45158314,0.03383017,4.94034263,4.69057837,2.80108095
-5.35167584,8.65626246,0.15960797,0.10688659,0.45109311,0.03297347,4.95459452,4.66702461,2.86560263
-5.34567284,8.71661932,0.16092361,0.11137727,0.45058310,0.03218729,4.95553813,4.62824980,2.92905001
-5.33966983,8.75826962,0.16146355,0.11541353,0.44992933,0.03144771,4.94205815,4.57430498,2.99132482
-5.33366683,8.78019071,0.16120358,0.11892772,0.44905614,0.03073407,4.91341135,4.50563229,3.05240395
-5.32766383,8.78193344,0.16014001,0.12186283,0.44793558,0.03002965,4.86924748,4.42303616,3.11231939
-5.32166083,8.76360626,0.15828897,0.12417435,0.44658502,0.02932208,4.80961789,4.32764114,3.17113402
-5.31565783,8.72584088,0.15568526,0.12583187,0.44506302,0.02860370,4.73497199,4.22083927,3.22891531
-5.30965483,8.66974228,0.15238067,0.12682018,0.44346383,0.02787162,4.64614232,4.10423010,3.28570838
-5.30365183,8.59682661,0.14844194,0.12714010,0.44191078,0.02712764,4.54431896,3.97955680,3.34151074
-5.29764882,8.50895056,0.14394841,0.12680865,0.44054883,0.02637803,4.43101478,3.84864186,3.39625046
-5.29164582,8.40823607,0.13898949,0.12585891,0.43953669,0.02563315,4.30802275,3.71332555,3.44976954
-5.28564282,8.29699399,0.13366192,0.12433922,0.43903883,0.02490694,4.17736714,3.57541000,3.50181381
-5.27963982,8.17764998,0.12806713,0.12231199,0.43921752,0.02421631,4.04125026,3.43661128,3.55203051
-5.27363682,8.05267545,0.12230854,0.11985200,0.44022529,0.02358047,3.90199642,3.29852095,3.59997390
-5.26763382,7.92452560,0.11648903,0.11704435,0.44219796,0.02302017,3.76199484,3.16257832,3.64511881
-5.26163082,7.79558601,0.11070854,0.11398206,0.44524842,0.02255693,3.62364302,3.03005341,3.68688156
-5.25562781,7.66812836,0.10506193,0.11076340,0.44946132,0.02221223,3.48929199,2.90204029,3.72464692
-5.24962481,7.54427524,0.09963701,0.10748903,0.45488874,0.02200672,3.36119463,2.77945970,3.75779948
-5.24362181,7.42597334,0.09451292,0.10425916,0.46154703,0.02195945,3.24145799,2.66306925,3.78575743
-5.23761881,7.31497378,0.08975869,0.10117060,0.46941475,0.02208715,3.13200050,2.55347954,3.80800629
-5.23161581,7.21281806,0.08543217,0.09831404,0.47843187,0.02240353,3.03451444,2.45117365,3.82413038
-5.22561281,7.12082792,0.08157917,0.09577142,0.48850015,0.02291870,2.95043423,2.35652821,3.83383975
-5.21960980,7.04009741,0.07823290,0.09361371,0.49948477,0.02363868,2.88091059,2.26983360,3.83699043
-5.21360680,6.97148585,0.07541372,0.09189891,0.51121714,0.02456500,2.82679076,2.19131179,3.83359662
-5.20760380,6.91561045,0.07312909,0.09067053,0.52349886,0.02569443,2.78860475,2.12113003,3.82383361
-5.20160080,6.87283804,0.07137383,0.08995652,0.53610666,0.02701885,2.76655759,2.05940977,3.80803100
-5.19559780,6.84327593,0.07013067,0.08976863,0.54879836,0.02852527,2.76052749,2.00622999,3.78665658
-5.18959480,6.82676233,0.06937093,0.09010229,0.56131953,0.03019598,2.77006989,1.96162532,3.76029157
-5.18359180,6.82285742,0.06905556,0.09093699,0.57341079,0.03200892,2.79442735,1.92557927,3.72959884
-5.17758879,6.83083658,0.06913633,0.09223703,0.58481551,0.03393811,2.83254531,1.89801383,3.69528596
-5.17158579,6.84968760,0.06955724,0.09395283,0.59528771,0.03595432,2.88309354,1.87877661,3.65806555
-5.16558279,6.87811368,0.07025605,0.09602248,0.60459989,0.03802584,2.94449351,1.86762731,3.61861529
-5.15957979,6.91454443,0.07116603,0.09837369,0.61255060,0.04011935,3.01495124,1.86422522,3.57754040
-5.15357679,6.95715627,0.07221771,0.10092601,0.61897156,0.04220093,3.09249574,1.86811947,3.53534082
-5.14757379,7.00390367,0.07334076,0.10359314,0.62373401,0.04423711,3.17502252,1.87874358,3.49238529
-5.14157079,7.05256196,0.07446581,0.10628544,0.62675421,0.04619600,3.26034170,1.89541570,3.44889410
-5.13556778,7.10078165,0.07552629,0.10891242,0.62799789,0.04804833,3.34623000,1.91734539,3.40493146
-5.12956478,7.14615357,0.07646009,0.11138523,0.62748351,0.04976859,3.43048562,1.94364742,3.36040826
-5.12356178,7.18628334,0.07721111,0.11361893,0.62528431,0.05133599,3.51098484,1.97336250,3.31509480
-5.11755878,7.21887277,0.07773070,0.11553474,0.62152896,0.05273531,3.58573882,2.00548457,3.26864301
-5.11155578,7.24180520,0.07797871,0.11706193,0.61640092,0.05395767,3.65294907,2.03899329,3.22061658
-5.10555278,7.25323135,0.07792444,0.11813948,0.61013645,0.05500109,3.71105964,2.07289052,3.17052736
-5.09954977,7.25165166,0.07754724,0.11871742,0.60302132,0.05587076,3.75880429,2.10623879,3.11787580
-5.09354677,7.23599102,0.07683678,0.11875778,0.59538621,0.05657923,3.79524665,2.13819974,3.06219302
-5.08754377,7.20566209,0.07579316,0.11823531,0.58760097,0.05714620,3.81981160,2.16807026,3.00308206
-5.08154077,7.16061324,0.07442662,0.11713763,0.58006778,0.05759820,3.83230626,2.19531425,2.94025594
-5.07553777,7.10135816,0.07275703,0.11546523,0.57321321,0.05796791,3.83292938,2.21958796,2.87357037
-5.06953477,7.02898467,0.07081319,0.11323100,0.56747957,0.05829330,3.82226799,2.24075717,2.80304928
-5.06353177,6.94514128,0.06863187,0.11045946,0.56331533,0.05861659,3.80128110,2.25890499,2.72890178
-5.05752876,6.85200085,0.06625668,0.10718578,0.56116503,0.05898292,3.77127038,2.27432942,2.65152969
-5.05152576,6.75220231,0.06373693,0.10345444,0.56145883,0.05943897,3.73383849,2.28753048,2.57152522
-5.04552276,6.64877172,0.06112624,0.09931782,0.56460174,0.06003140,3.69083617,2.29918724,2.48965919
-5.03951976,6.54502585,0.05848121,0.09483455,0.57096291,0.06080529,3.64429999,2.31012567,2.40686016
-5.03351676,6.44446148,0.05586010,0.09006780,0.58086521,0.06180250,3.59638272,2.32127873,2.32418594
-5.02751376,6.35063512,0.05332145,0.08508355,0.59457532,0.06306009,3.54927894,2.33364062,2.24278878
-5.02151076,6.26703780,0.05092282,0.07994884,0.61229457,0.06460888,3.50514882,2.34821732,2.16387605
-5.01550775,6.19697012,0.04871955,0.07473010,0.63415095,0.06647206,3.46604280,2.36597593,2.08866839
-5.00950475,6.14342267,0.04676369,0.06949160,0.66019244,0.06866404,3.43383030,2.38779519,2.01835720
-5.00350175,6.10896671,0.04510293,0.06429408,0.69038193,0.07118955,3.41013511,2.41441965,1.95406344
-4.99749875,6.09565944,0.04377966,0.05919345,0.72459403,0.07404296,3.39628003,2.44641972,1.89679945
-4.99149575,6.10496765,0.04283024,0.05423991,0.76261388,0.07720791,3.39324292,2.48415938,1.84743532
-4.98549275,6.13771248,0.04228418,0.04947706,0.80413818,0.08065731,3.40162561,2.52777314,1.80667092
-4.97948974,6.19403738,0.04216363,0.04494149,0.84877836,0.08435359,3.42163702,2.57715320,1.77501469
-4.97348674,6.27340004,0.04248280,0.04066242,0.89606615,0.08824935,3.45309073,2.63194729,1.75276941
-4.96748374,6.37458822,0.04324762,0.03666170,0.94546128,0.09228829,3.49541699,2.69156706,1.74002544
-4.96148074,6.49575863,0.04445541,0.03295396,0.99636128,0.09640645,3.54768861,2.75520668,1.73666112
-4.95547774,6.63449683,0.04609470,0.02954697,1.04811327,0.10053376,3.60865941,2.82187039,1.74235009
-4.94947474,6.78789574,0.04814521,0.02644218,1.10002736,0.10459579,3.67681362,2.89040784,1.75657477
-4.94347174,6.95264957,0.05057791,0.02363540,1.15139149,0.10851566,3.75042443,2.95955547,1.77864535
-4.93746873,7.12515981,0.05335523,0.02111753,1.20148729,0.11221615,3.82761921,3.02798199,1.80772345
-4.93146573,7.30164945,0.05643150,0.01887540,1.24960671,0.11562182,3.90644928,3.09433617,1.84284934
-4.92546273,7.47828174,0.05975353,0.01689262,1.29506887,0.11866117,3.98496155,3.15729485,1.88297197
-4.91945973,7.65127971,0.06326134,0.01515046,1.33723689,0.12126873,4.06126976,3.21560927,1.92698076
-4.91345673,7.81704289,0.06688917,0.01362861,1.37553410,0.12338699,4.13362290,3.26814814,1.97373831
-4.90745373,7.97225790,0.07056669,0.01230603,1.40945942,0.12496826,4.20046873,3.31393578,2.02211313
-4.90145073,8.11399991,0.07422028,0.01116156,1.43860136,0.12597610,4.26051030,3.35218420,2.07101170
-4.89544772,8.23982211,0.07777464,0.01017461,1.46265025,0.12638667,4.31275389,3.38231805,2.11940903
-4.88944472,8.34783102,0.08115447,0.00932561,1.48140846,0.12618956,4.35654693,3.40399190,2.16637698
-4.88344172,8.43674546,0.08428619,0.00859647,1.49479811,0.12538839,4.39160456,3.41709936,2.21110982
-4.87743872,8.50593760,0.08709985,0.00797086,1.50286612,0.12400094,4.41802424,3.42177402,2.25294620
-4.87143572,8.55545477,0.08953089,0.00743445,1.50578623,0.12205894,4.43628766,3.41838239,2.29138689
-4.86543272,8.58602111,0.09152196,0.00697502,1.50385785,0.11960745,4.44724974,3.40750917,2.32610787
-4.85942971,8.59901852,0.09302449,0.00658254,1.49750167,0.11670387,4.45211494,3.38993565,2.35696795
-4.85342671,8.59644688,0.09400015,0.00624909,1.48725180,0.11341655,4.45240102,3.36661185,2.38401060
-4.84742371,8.58086389,0.09442201,0.00596883,1.47374462,0.10982320,4.44989123,3.33862347,2.40745949
-4.84142071,8.55530548,0.09427543,0.00573779,1.45770436,0.10600890,4.44657580,3.30715477,2.42770762
-4.83541771,8.52318820,0.09355854,0.00555379,1.43992567,0.10206400,4.44458427,3.27344844,2.44529980
-4.82941471,8.48819581,0.09228244,0.00541612,1.42125336,0.09808173,4.44611022,3.23876380,2.46090882
-4.82341171,8.45415272,0.09047097,0.00532540,1.40255993,0.09415586,4.45333062,3.20433455,2.47530567
-4.81740870,8.42488765,0.08816017,0.00528329,1.38472115,0.09037818,4.46832198,3.17132743,2.48932447
-4.81140570,8.40409145,0.08539733,0.00529229,1.36859047,0.08683606,4.49297610,3.14080297,2.50382325
-4.80540270,8.39517363,0.08223981,0.00535545,1.35497290,0.08361014,4.52891794,3.11367966,2.51964167
-4.79939970,8.40112242,0.07875358,0.00547617,1.34459912,0.08077208,4.57742886,3.09070259,2.53755745
-4.79339670,8.42437358,0.07501163,0.00565800,1.33810062,0.07838257,4.63937791,3.07241765,2.55824311
-4.78739370,8.46669320,0.07109218,0.00590444,1.33598682,0.07648960,4.71516428,3.05915215,2.58222487
-4.78139070,8.52907969,0.06707691,0.00621874,1.33862496,0.07512707,4.80467351,3.05100261,2.60984579
-4.77538769,8.61168951,0.06304918,0.00660383,1.34622365,0.07431371,4.90724981,3.04783016,2.64123491
-4.76938469,8.71379104,0.05909230,0.00706212,1.35882077,0.07405246,5.02168660,3.04926386,2.67628421
-4.76338169,8.83374962,0.05528793,0.00759551,1.37627657,0.07433023,5.14623631,3.05471206,2.71463473
-4.75737869,8.96904593,0.05171463,0.00820526,1.39827224,0.07511817,5.27864040,3.06338128,2.75567323
-4.75137569,9.11632870,0.04844659,0.00889201,1.42431457,0.07637237,5.41617929,3.07430249,2.79853974
-4.74537269,9.27150095,0.04555245,0.00965578,1.45374666,0.07803497,5.55574127,3.08636357,2.84214651
-4.73936968,9.42983786,0.04309443,0.01049595,1.48576466,0.08003581,5.69390856,3.09834732,2.88520773
-4.73336668,9.58613253,0.04112746,0.01141134,1.51944013,0.08229441,5.82705787,3.10897346,2.92627927
-4.72736368,9.73486466,0.03969860,0.01240021,1.55374751,0.08472226,5.95147201,3.11694331,2.96380695
-4.72136068,9.87038596,0.03884644,0.01346035,1.58759573,0.08722550,6.06345850,3.12098556,2.99618135
-4.71535768,9.98711497,0.03860065,0.01458909,1.61986296,0.08970768,6.15947064,3.11990141,3.02179700
-4.70935468,10.07973348,0.03898160,0.01578338,1.64943319,0.09207272,6.23622621,3.11260743,3.03911318
-4.70335168,10.14337626,0.04000002,0.01703976,1.67523331,0.09422784,6.29081900,3.09817461,3.04671385
-4.69734867,10.17380624,0.04165672,0.01835441,1.69626907,0.09608637,6.32081844,3.07586191,3.04336371
-4.69134567,10.16756747,0.04394236,0.01972313,1.71165868,0.09757041,6.32435320,3.04514326,3.02805806
-4.68534267,10.12210942,0.04683726,0.02114132,1.72066243,0.09861314,6.30017517,3.00572677,3.00006413
-4.67933967,10.03587735,0.05031141,0.02260396,1.72270722,0.09916076,6.24770113,2.95756563,2.95895183
-4.67333667,9.90836502,0.05432446,0.02410552,1.71740497,0.09917399,6.16703057,2.90086021,2.90461294
-4.66733367,9.74012801,0.05882603,0.02563997,1.70456408,0.09862898,6.05893887,2.83605140,2.83726762
-4.66133067,9.53275740,0.06375609,0.02720067,1.68419357,0.09751778,5.92484669,2.76380559,2.75745832
-4.65532766,9.28881586,0.06904565,0.02878040,1.65649980,0.09584810,5.76676702,2.68499209,2.66603155
-4.64932466,9.01173967,0.07461772,0.03037130,1.62187598,0.09364265,5.58723270,2.60065387,2.56410848
-4.64332166,8.70571157,0.08038846,0.03196489,1.58088510,0.09093791,5.38920784,2.51197315,2.45304606
-4.63731866,8.37551101,0.08626869,0.03355210,1.53423712,0.08778248,5.17598738,2.42023328,2.33439052
-4.63131566,8.02634870,0.09216555,0.03512334,1.48276156,0.08423504,4.95108928,2.32677846,2.20982566
-4.62531266,7.66369313,0.09798452,0.03666861,1.42737681,0.08036205,4.71814413,2.23297322,2.08111815
-4.61930965,7.29309654,0.10363142,0.03817763,1.36905755,0.07623533,4.48078677,2.14016311,1.95006251
-4.61330665,6.92002784,0.10901465,0.03963998,1.30880167,0.07192945,4.24255425,2.04963828,1.81842786
-4.60730365,6.54971861,0.11404739,0.04104530,1.24759822,0.06751933,4.00679394,1.96260127,1.68790873
-4.60130065,6.18702817,0.11864969,0.04238350,1.18639756,0.06307786,3.77658496,1.88014019,1.56008162
-4.59529765,5.83633171,0.12275050,0.04364494,1.12608485,0.05867379,3.55467513,1.80320814,1.43636866
-4.58929465,5.50143466,0.12628942,0.04482063,1.06745775,0.05436991,3.34343507,1.73260945,1.31800947
-4.58329165,5.18551499,0.12921808,0.04590247,1.01120914,0.05022159,3.14482991,1.66899295,1.20604156
-4.57728864,4.89109348,0.13150132,0.04688341,0.95791495,0.04627567,2.96040858,1.61285236,1.10128950
-4.57128564,4.62003123,0.13311781,0.04775765,0.90802752,0.04256979,2.79130951,1.56453321,1.00436243
-4.56528264,4.37355215,0.13406034,0.04852078,0.86187416,0.03913208,2.63828129,1.52424581,0.91565934
-4.55927964,4.15228739,0.13433567,0.04916993,0.81966068,0.03598120,2.50171602,1.49208336,0.83538105
-4.55327664,3.95633813,0.13396400,0.04970392,0.78147929,0.03312680,2.38169286,1.46804400,0.76354787
-4.54727364,3.78535215,0.13297804,0.05012338,0.74732016,0.03057014,2.27802896,1.45205556,0.70002163
-4.54127064,3.63860998,0.13142187,0.05043084,0.71708589,0.02830504,2.19033483,1.44400160,0.64453062
-4.53526763,3.51511574,0.12934940,0.05063081,0.69060800,0.02631898,2.11807120,1.44374718,0.59669634
-4.52926463,3.41368818,0.12682286,0.05072989,0.66766448,0.02459429,2.06060463,1.45116296,0.55606060
-4.52326163,3.33304779,0.12391099,0.05073680,0.64799763,0.02310943,2.01725907,1.46614597,0.52211193
-4.51725863,3.27189594,0.12068731,0.05066240,0.63133128,0.02184020,1.98736132,1.48863579,0.49431034
-4.51125563,3.22898286,0.11722834,0.05051969,0.61738659,0.02076101,1.97027819,1.51862500,0.47210951
-4.50525263,3.20316174,0.11361187,0.05032369,0.60589590,0.01984594,1.96544408,1.55616266,0.45497598
-4.49924962,3.19342708,0.10991538,0.05009135,0.59661406,0.01906978,1.97237774,1.60135051,0.44240466
-4.49324662,3.19893603,0.10621444,0.04984130,0.58932679,0.01840882,1.99068798,1.65433137,0.43393075
