energy_ev,total_up,Cd_p_up,Cd_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86193097,0.62311249,0.12624533,0.07552608,0.27648840,0.00042443,0.01823452,0.00792254,0.27716267
-5.85592796,0.64714149,0.13267852,0.07847241,0.28553789,0.00050130,0.01879143,0.00813240,0.28855050
-5.84992496,0.66843506,0.13865549,0.08110492,0.29324646,0.00059094,0.01924267,0.00829319,0.29880096
-5.84392196,0.68675224,0.14409900,0.08339612,0.29952645,0.00069485,0.01958088,0.00840175,0.30780162
-5.83791896,0.70192108,0.14894244,0.08532659,0.30432516,0.00081449,0.01980123,0.00845605,0.31546896
-5.83191596,0.71384336,0.15313216,0.08688544,0.30762627,0.00095128,0.01990165,0.00845516,0.32175062
-5.82591296,0.72249657,0.15662955,0.08807035,0.30944977,0.00110646,0.01988298,0.00839934,0.32662654
-5.81990995,0.72793316,0.15941266,0.08888733,0.30985058,0.00128113,0.01974900,0.00828999,0.33010886
-5.81390695,0.73027691,0.16147736,0.08935006,0.30891582,0.00147607,0.01950648,0.00812961,0.33224057
-5.80790395,0.72971674,0.16283801,0.08947903,0.30676088,0.00169173,0.01916502,0.00792169,0.33309306
-5.80190095,0.72649819,0.16352755,0.08930032,0.30352449,0.00192814,0.01873690,0.00767063,0.33276261
-5.79589795,0.72091293,0.16359698,0.08884423,0.29936298,0.00218485,0.01823683,0.00738156,0.33136599
-5.78989495,0.71328693,0.16311437,0.08814376,0.29444408,0.00246083,0.01768163,0.00706022,0.32903546
-5.78389195,0.70396770,0.16216318,0.08723303,0.28894044,0.00275450,0.01708988,0.00671271,0.32591328
-5.77788894,0.69331134,0.16084023,0.08614575,0.28302331,0.00306360,0.01648148,0.00634540,0.32214610
-5.77188594,0.68166990,0.15925315,0.08491374,0.27685653,0.00338529,0.01587724,0.00596471,0.31787953
-5.76588294,0.66937961,0.15751746,0.08356572,0.27059121,0.00371606,0.01529840,0.00557693,0.31325294
-5.75987994,0.65675058,0.15575345,0.08212626,0.26436119,0.00405184,0.01476613,0.00518810,0.30839498
-5.75387694,0.64405818,0.15408276,0.08061504,0.25827960,0.00438803,0.01430108,0.00480385,0.30341976
-5.74787394,0.63153658,0.15262502,0.07904643,0.25243643,0.00471961,0.01392285,0.00442932,0.29842405
-5.74187094,0.61937446,0.15149429,0.07742944,0.24689740,0.00504125,0.01364957,0.00406905,0.29348535
-5.73586793,0.60771302,0.15079579,0.07576789,0.24170381,0.00534744,0.01349739,0.00372694,0.28866109
-5.72986493,0.59664617,0.15062267,0.07406103,0.23687359,0.00563264,0.01348011,0.00340618,0.28398874
-5.72386193,0.58622274,0.15105310,0.07230423,0.23240319,0.00589146,0.01360873,0.00310931,0.27948685
-5.71785893,0.57645036,0.15214770,0.07049004,0.22827025,0.00611881,0.01389112,0.00283816,0.27515684
-5.71185593,0.56730076,0.15394735,0.06860928,0.22443689,0.00631009,0.01433173,0.00259393,0.27098550
-5.70585293,0.55871607,0.15647154,0.06665222,0.22085326,0.00646132,0.01493135,0.00237723,0.26694784
-5.69984992,0.55061574,0.15971726,0.06460979,0.21746137,0.00656929,0.01568695,0.00218813,0.26301026
-5.69384692,0.54290371,0.16365842,0.06247466,0.21419872,0.00663168,0.01659160,0.00202628,0.25913384
-5.68784392,0.53547554,0.16824607,0.06024222,0.21100191,0.00664712,0.01763456,0.00189095,0.25527758
-5.68184092,0.52822516,0.17340922,0.05791137,0.20780974,0.00661529,0.01880134,0.00178114,0.25140141
-5.67583792,0.52105120,0.17905641,0.05548512,0.20456600,0.00653688,0.02007406,0.00169568,0.24746897
-5.66983492,0.51386250,0.18507804,0.05297094,0.20122167,0.00641360,0.02143177,0.00163334,0.24345005
-5.66383192,0.50658309,0.19134937,0.05038083,0.19773666,0.00624815,0.02285100,0.00159291,0.23932261
-5.65782891,0.49915630,0.19773423,0.04773119,0.19408100,0.00604407,0.02430639,0.00157331,0.23507452
-5.65182591,0.49154825,0.20408932,0.04504255,0.19023561,0.00580569,0.02577145,0.00157366,0.23070482
-5.64582291,0.48375068,0.21026896,0.04233899,0.18619263,0.00553794,0.02721934,0.00159341,0.22622476
-5.63981991,0.47578329,0.21613023,0.03964751,0.18195540,0.00524623,0.02862381,0.00163240,0.22165855
-5.63381691,0.46769547,0.22153827,0.03699729,0.17753819,0.00493631,0.02996014,0.00169094,0.21704378
-5.62781391,0.45956765,0.22637154,0.03441892,0.17296573,0.00461404,0.03120599,0.00176986,0.21243171
-5.62181091,0.45151208,0.23052690,0.03194356,0.16827260,0.00428531,0.03234235,0.00187059,0.20788735
-5.61580790,0.44367316,0.23392417,0.02960219,0.16350241,0.00395587,0.03335430,0.00199514,0.20348927
-5.60980490,0.43622708,0.23651005,0.02742493,0.15870705,0.00363119,0.03423172,0.00214619,0.19932917
-5.60380190,0.42938080,0.23826116,0.02544038,0.15394570,0.00331636,0.03496976,0.00232701,0.19551127
-5.59779890,0.42337011,0.23918598,0.02367512,0.14928386,0.00301604,0.03556921,0.00254146,0.19215122
-5.59179590,0.41845673,0.23932569,0.02215332,0.14479219,0.00273437,0.03603656,0.00279393,0.18937472
-5.58579290,0.41492435,0.23875360,0.02089644,0.14054527,0.00247494,0.03638395,0.00308925,0.18731571
-5.57978989,0.41307348,0.23757338,0.01992305,0.13662023,0.00224078,0.03662876,0.00343255,0.18611407
-5.57378689,0.41321516,0.23591594,0.01924877,0.13309517,0.00203438,0.03679308,0.00382915,0.18591282
-5.56778389,0.41566369,0.23393515,0.01888627,0.13004756,0.00185769,0.03690290,0.00428437,0.18685500
-5.56178089,0.42072836,0.23180256,0.01884541,0.12755244,0.00171217,0.03698717,0.00480333,0.18908007
-5.55577789,0.42870467,0.22970132,0.01913345,0.12568065,0.00159881,0.03707669,0.00539078,0.19272016
-5.54977489,0.43986526,0.22781954,0.01975533,0.12449701,0.00151820,0.03720297,0.00605086,0.19789610
-5.54377189,0.45445097,0.22634342,0.02071403,0.12405870,0.00147057,0.03739696,0.00678690,0.20471367
-5.53776888,0.47266267,0.22545049,0.02201106,0.12441375,0.00145582,0.03768793,0.00760121,0.21326003
-5.53176588,0.49465420,0.22530325,0.02364697,0.12559993,0.00147359,0.03810230,0.00849496,0.22360071
-5.52576288,0.52052705,0.22604347,0.02562201,0.12764400,0.00152328,0.03866270,0.00946799,0.23577738
-5.51975988,0.55032714,0.22778758,0.02793684,0.13056147,0.00160409,0.03938716,0.01051871,0.24980650
-5.51375688,0.58404426,0.23062313,0.03059338,0.13435692,0.00171506,0.04028860,0.01164414,0.26567913
-5.50775388,0.62161421,0.23460681,0.03359559,0.13902489,0.00185511,0.04137446,0.01283987,0.28336200
-5.50175088,0.66292394,0.23976378,0.03695050,0.14455141,0.00202306,0.04264670,0.01410018,0.30279979
-5.49574787,0.70781948,0.24608859,0.04066905,0.15091601,0.00221768,0.04410205,0.01541821,0.32391880
-5.48974487,0.75611646,0.25354756,0.04476701,0.15809424,0.00243773,0.04573248,0.01678618,0.34663158
-5.48374187,0.80761276,0.26208236,0.04926579,0.16606047,0.00268199,0.04752596,0.01819571,0.37084271
-5.47773887,0.86210256,0.27161479,0.05419302,0.17479085,0.00294938,0.04946740,0.01963814,0.39645499
-5.47173587,0.91939099,0.28205224,0.05958294,0.18426626,0.00323895,0.05153969,0.02110491,0.42337611
-5.46573287,0.97930846,0.29329375,0.06547648,0.19447500,0.00355000,0.05372488,0.02258796,0.45152498
-5.45972986,1.04172354,0.30523607,0.07192088,0.20541494,0.00388217,0.05600534,0.02408009,0.48083757
-5.45372686,1.10655344,0.31777955,0.07896892,0.21709505,0.00423549,0.05836485,0.02557536,0.51127155
-5.44772386,1.17377103,0.33083337,0.08667758,0.22953608,0.00461050,0.06078961,0.02706935,0.54280946
-5.44172086,1.24340757,0.34431980,0.09510614,0.24277011,0.00500829,0.06326895,0.02855940,0.57545990
-5.43571786,1.31555042,0.35817726,0.10431378,0.25683916,0.00543063,0.06579594,0.03004472,0.60925655
-5.42971486,1.39033551,0.37236190,0.11435663,0.27179251,0.00587996,0.06836753,0.03152646,0.64425468
-5.42371186,1.46793426,0.38684758,0.12528435,0.28768310,0.00635949,0.07098455,0.03300755,0.68052542
-5.41770885,1.54853545,0.40162431,0.13713638,0.30456283,0.00687315,0.07365124,0.03449250,0.71814748
-5.41170585,1.63232249,0.41669508,0.14993797,0.32247723,0.00742561,0.07637451,0.03598706,0.75719708
-5.40570285,1.71944721,0.43207135,0.16369619,0.34145953,0.00802220,0.07916298,0.03749774,0.79773615
-5.39969985,1.81000142,0.44776743,0.17839606,0.36152464,0.00866880,0.08202566,0.03903130,0.83979964
-5.39369685,1.90398780,0.46379406,0.19399713,0.38266319,0.00937172,0.08497060,0.04059408,0.88338248
-5.38769385,2.00129173,0.48015169,0.21043058,0.40483618,0.01013750,0.08800334,0.04219142,0.92842705
-5.38169085,2.10165605,0.49682378,0.22759716,0.42797041,0.01097269,0.09112547,0.04382694,0.97481192
-5.37568784,2.20466020,0.51377064,0.24536616,0.45195517,0.01188355,0.09433319,0.04550198,1.02234263
-5.36968484,2.30970558,0.53092416,0.26357551,0.47664027,0.01287582,0.09761615,0.04721502,1.07074521
-5.36368184,2.41600820,0.54818398,0.28203312,0.50183582,0.01395431,0.10095650,0.04896124,1.11966301
-5.35767884,2.52259973,0.56541518,0.30051957,0.52731364,0.01512262,0.10432835,0.05073220,1.16865729
-5.35167584,2.62833735,0.58244787,0.31879207,0.55281045,0.01638275,0.10769756,0.05251567,1.21721170
-5.34567284,2.73192248,0.59907878,0.33658968,0.57803270,0.01773480,0.11102202,0.05429566,1.26474077
-5.33966983,2.83192798,0.61507473,0.35363955,0.60266287,0.01917661,0.11425237,0.05605256,1.31060210
-5.33366683,2.92683284,0.63017802,0.36966398,0.62636701,0.02070349,0.11733309,0.05776353,1.35411188
-5.32766383,3.01506298,0.64411339,0.38438817,0.64880310,0.02230799,0.12020404,0.05940297,1.39456308
-5.32166083,3.09503655,0.65659632,0.39754819,0.66963000,0.02397974,0.12280228,0.06094322,1.43124563
-5.31565783,3.16521181,0.66734221,0.40889887,0.68851651,0.02570539,0.12506419,0.06235532,1.46346766
-5.30965483,3.22413532,0.67607605,0.41822137,0.70515020,0.02746860,0.12692763,0.06360987,1.49057687
-5.30365183,3.27048862,0.68254215,0.42533007,0.71924565,0.02925019,0.12833424,0.06467796,1.51198116
-5.29764882,3.30313120,0.68651333,0.43007836,0.73055181,0.03102838,0.12923166,0.06553210,1.52716768
-5.29164582,3.32113810,0.68779940,0.43236336,0.73885823,0.03277913,0.12957555,0.06614715,1.53571934
-5.28564282,3.32383060,0.68625432,0.43212903,0.74399996,0.03447667,0.12933134,0.06650118,1.53732843
-5.27963982,3.31079894,0.68178188,0.42936792,0.74586110,0.03609404,0.12847571,0.06657621,1.53180663
-5.27363682,3.28191634,0.67433966,0.42412125,0.74437682,0.03760378,0.12699760,0.06635893,1.51909131
-5.26763382,3.23734408,0.66394122,0.41647743,0.73953411,0.03897873,0.12489885,0.06584117,1.49924783
-5.26163082,3.17752776,0.65065633,0.40656918,0.73137118,0.04019279,0.12219426,0.06502027,1.47246809
-5.25562781,3.10318534,0.63460954,0.39456935,0.71997562,0.04122177,0.11891137,0.06389930,1.43906553
-5.24962481,3.01528771,0.61597703,0.38068566,0.70548173,0.04204425,0.11508968,0.06248704,1.39946681
-5.24362181,2.91503297,0.59498211,0.36515466,0.68806680,0.04264232,0.11077951,0.06079788,1.35420090
-5.23761881,2.80381577,0.57188943,0.34823512,0.66794696,0.04300234,0.10604062,0.05885149,1.30388595
-5.23161581,2.68319305,0.54699846,0.33020117,0.64537233,0.04311553,0.10094054,0.05667242,1.24921457
-5.22561281,2.55484759,0.52063628,0.31133550,0.62062195,0.04297845,0.09555266,0.05428949,1.19093820
-5.21960980,2.42055086,0.49315011,0.29192278,0.59399848,0.04259330,0.08995440,0.05173515,1.12985111
-5.21360680,2.28212640,0.46489983,0.27224364,0.56582276,0.04196812,0.08422523,0.04904477,1.06677452
-5.20760380,2.14141483,0.43625077,0.25256929,0.53642837,0.04111674,0.07844486,0.04625581,1.00254139
-5.20160080,2.00024158,0.40756686,0.23315697,0.50615627,0.04005854,0.07269152,0.04340712,0.93798225
-5.19559780,1.86038782,0.37920450,0.21424632,0.47534957,0.03881812,0.06704049,0.04053807,0.87391233
-5.18959480,1.72356541,0.35150708,0.19605668,0.44434852,0.03742472,0.06156277,0.03768789,0.81112027
-5.18359180,1.59139592,0.32480028,0.17878526,0.41348576,0.03591155,0.05632411,0.03489497,0.75035852
-5.17758879,1.46539387,0.29938827,0.16260630,0.38308185,0.03431502,0.05138423,0.03219627,0.69233539
-5.17158579,1.34695412,0.27555063,0.14767088,0.35344128,0.03267381,0.04679635,0.02962683,0.63770886
-5.16558279,1.23734301,0.25354006,0.13410751,0.32484884,0.03102799,0.04260693,0.02721937,0.58708190
-5.15957979,1.13769289,0.23358072,0.12202310,0.29756657,0.02941804,0.03885567,0.02500403,0.54099916
-5.15357679,1.04899953,0.21586716,0.11150444,0.27183116,0.02788392,0.03557565,0.02300815,0.49994494
-5.14757379,0.97212163,0.20056374,0.10261983,0.24785202,0.02646416,0.03279363,0.02125621,0.46434196
-5.14157079,0.90778204,0.18780430,0.09542076,0.22580983,0.02519498,0.03053046,0.01976984,0.43455096
-5.13556778,0.85656982,0.17769217,0.08994352,0.20585583,0.02410954,0.02880152,0.01856784,0.41087061
-5.12956478,0.81894269,0.17030026,0.08621073,0.18811146,0.02323721,0.02761721,0.01766636,0.39353768
-5.12356178,0.79522932,0.16567124,0.08423243,0.17266869,0.02260301,0.02698341,0.01707904,0.38272719
-5.11755878,0.78563105,0.16381776,0.08400695,0.15959068,0.02222708,0.02690188,0.01681714,0.37855232
-5.11155578,0.79022280,0.16472266,0.08552137,0.14891284,0.02212429,0.02737060,0.01688975,0.38106418
-5.10555278,0.80895297,0.16833917,0.08875160,0.14064416,0.02230395,0.02838405,0.01730389,0.39025109
-5.09954977,0.84164245,0.17459117,0.09366211,0.13476871,0.02276963,0.02993340,0.01806463,0.40603766
-5.09354677,0.88798290,0.18337354,0.10020537,0.13124723,0.02351904,0.03200661,0.01917513,0.42828368
-5.08754377,0.94753453,0.19455270,0.10832104,0.13001875,0.02454410,0.03458844,0.02063660,0.45678282
-5.08154077,1.01972390,0.20796736,0.11793514,0.13100208,0.02583097,0.03766048,0.02244830,0.49126160
-5.07553777,1.10384229,0.22342969,0.12895908,0.13409730,0.02736037,0.04120106,0.02460730,0.53137867
-5.06953477,1.19904505,0.24072682,0.14128888,0.13918702,0.02910779,0.04518519,0.02710837,0.57672469
-5.06353177,1.30435270,0.25962295,0.15480462,0.14613757,0.03104399,0.04958448,0.02994367,0.62682315
-5.05752876,1.41865422,0.27986196,0.16937021,0.15480003,0.03313546,0.05436718,0.03310252,0.68113230
-5.05152576,1.54071301,0.30117063,0.18483358,0.16501122,0.03534511,0.05949811,0.03657100,0.73904846
-5.04552276,1.66917599,0.32326240,0.20102740,0.17659463,0.03763293,0.06493881,0.04033172,0.79991079
-5.03951976,1.80258597,0.34584173,0.21777041,0.18936147,0.03995680,0.07064771,0.04436345,0.86300774
-5.03351676,1.93939743,0.36860896,0.23486924,0.20311178,0.04227341,0.07658037,0.04864088,0.92758505
-5.02751376,2.07799577,0.39126547,0.25212089,0.21763577,0.04453918,0.08268986,0.05313438,0.99285548
-5.02151076,2.21671946,0.41351923,0.26931574,0.23271544,0.04671121,0.08892721,0.05780986,1.05800983
-5.01550775,2.35388515,0.43509040,0.28624101,0.24812657,0.04874834,0.09524202,0.06262877,1.12222936
-5.00950475,2.48781477,0.45571695,0.30268465,0.26364099,0.05061211,0.10158306,0.06754814,1.18469910
-5.00350175,2.61686425,0.47516012,0.31843942,0.27902937,0.05226769,0.10789908,0.07252084,1.24462191
-4.99749875,2.73945303,0.49320961,0.33330721,0.29406428,0.05368484,0.11413960,0.07749595,1.30123271
-4.99149575,2.85409355,0.50968820,0.34710324,0.30852374,0.05483862,0.12025587,0.08241931,1.35381275
-4.98549275,2.95941990,0.52445596,0.35966021,0.32219492,0.05571015,0.12620175,0.08723421,1.40170329
-4.97948974,3.05421481,0.53741362,0.37083204,0.33487812,0.05628709,0.13193477,0.09188231,1.44431848
-4.97348674,3.13743426,0.54850523,0.38049729,0.34639084,0.05656401,0.13741708,0.09630460,1.48115687
-4.96748374,3.20822882,0.55771995,0.38856195,0.35657173,0.05654262,0.14261645,0.10044258,1.51181145
-4.96148074,3.26596126,0.56509291,0.39496157,0.36528439,0.05623177,0.14750720,0.10423950,1.53597771
-4.95547774,3.31021976,0.57070501,0.39966276,0.37242072,0.05564725,0.15207102,0.10764167,1.55345960
-4.94947474,3.34082628,0.57468183,0.40266374,0.37790378,0.05481142,0.15629772,0.11059980,1.56417319
-4.94347174,3.35783969,0.57719135,0.40399428,0.38168992,0.05375273,0.16018574,0.11307029,1.56814781
-4.93746873,3.36155368,0.57844068,0.40371464,0.38377011,0.05250491,0.16374249,0.11501646,1.56552468
-4.93146573,3.35248897,0.57867163,0.40191385,0.38417028,0.05110622,0.16698443,0.11640962,1.55655305
-4.92546273,3.33138021,0.57815528,0.39870723,0.38295063,0.04959839,0.16993683,0.11723004,1.54158383
-4.91945973,3.29915756,0.57718546,0.39423318,0.38020396,0.04802559,0.17263320,0.11746757,1.52106078
-4.91345673,3.25692331,0.57607126,0.38864946,0.37605289,0.04643326,0.17511440,0.11712210,1.49550967
-4.90745373,3.20592401,0.57512867,0.38212892,0.37064607,0.04486692,0.17742735,0.11620369,1.46552533
-4.90145073,3.14751876,0.57467148,0.37485491,0.36415363,0.04337096,0.17962343,0.11473236,1.43175715
-4.89544772,3.08314430,0.57500176,0.36701642,0.35676179,0.04198745,0.18175654,0.11273764,1.39489330
-4.88944472,3.01427803,0.57639989,0.35880311,0.34866700,0.04075502,0.18388092,0.11025772,1.35564398
-4.88344172,2.94239981,0.57911485,0.35040038,0.34006980,0.03970780,0.18604878,0.10733845,1.31472434
-4.87743872,2.86895372,0.58335480,0.34198462,0.33116857,0.03887449,0.18830781,0.10403197,1.27283740
-4.87143572,2.79531116,0.58927851,0.33371878,0.32215351,0.03827755,0.19069879,0.10039522,1.23065759
-4.86543272,2.72273631,0.59698803,0.32574838,0.31320108,0.03793259,0.19325329,0.09648836,1.18881533
-4.85942971,2.65235552,0.60652302,0.31819814,0.30446915,0.03784797,0.19599166,0.09237303,1.14788328
-4.85342671,2.58513147,0.61785714,0.31116934,0.29609296,0.03802456,0.19892151,0.08811067,1.10836460
-4.84742371,2.52184346,0.63089684,0.30473795,0.28818231,0.03845579,0.20203664,0.08376092,1.07068373
-4.84142071,2.46307456,0.64548277,0.29895372,0.28081977,0.03912792,0.20531664,0.07938011,1.03517999
-4.83541771,2.40920621,0.66139406,0.29384016,0.27406026,0.04002052,0.20872724,0.07502000,1.00210425
-4.82941471,2.36042062,0.67835534,0.28939550,0.26793184,0.04110725,0.21222139,0.07072667,0.97161874
-4.82341171,2.31671088,0.69604655,0.28559455,0.26243768,0.04235679,0.21574101,0.06653979,0.94380009
-4.81740870,2.27789845,0.71411499,0.28239147,0.25755910,0.04373397,0.21921954,0.06249209,0.91864528
-4.81140570,2.24365712,0.73218944,0.27972323,0.25325949,0.04520108,0.22258503,0.05860913,0.89608036
-4.80540270,2.21354228,0.74989556,0.27751365,0.24948892,0.04671923,0.22576364,0.05490940,0.87597141
-4.79939970,2.18702413,0.76687185,0.27567790,0.24618904,0.04824981,0.22868345,0.05140466,0.85813716
-4.79339670,2.16352309,0.78278548,0.27412716,0.24329820,0.04975584,0.23127835,0.04810048,0.84236276
-4.78739370,2.14244541,0.79734710,0.27277325,0.24075629,0.05120338,0.23349167,0.04499695,0.82841382
-4.78139070,2.12321726,0.81032366,0.27153293,0.23850912,0.05256265,0.23527951,0.04208962,0.81605009
-4.77538769,2.10531529,0.82154867,0.27033180,0.23651213,0.05380907,0.23661339,0.03937040,0.80503814
-4.76938469,2.08829200,0.83092908,0.26910744,0.23473305,0.05492398,0.23748213,0.03682852,0.79516212
-4.76338169,2.07179459,0.83844833,0.26781167,0.23315355,0.05589508,0.23789276,0.03445154,0.78623243
-4.75737869,2.05557618,0.84416530,0.26641185,0.23176961,0.05671660,0.23787036,0.03222618,0.77809157
-4.75137569,2.03949894,0.84820900,0.26489115,0.23059076,0.05738908,0.23745689,0.03013911,0.77061707
-4.74537269,2.02352892,0.85076937,0.26324772,0.22963804,0.05791887,0.23670888,0.02817764,0.76372141
-4.73936968,2.00772325,0.85208435,0.26149294,0.22894103,0.05831733,0.23569426,0.02633014,0.75734908
-4.73336668,1.99221042,0.85242417,0.25964872,0.22853401,0.05859980,0.23448834,0.02458646,0.75147103
-4.72736368,1.97716528,0.85207350,0.25774422,0.22845146,0.05878433,0.23316929,0.02293806,0.74607701
-4.72136068,1.96278031,0.85131252,0.25581201,0.22872336,0.05889034,0.23181327,0.02137811,0.74116647
-4.71535768,1.94923531,0.85039810,0.25388414,0.22937044,0.05893719,0.23048953,0.01990136,0.73673859
-4.70935468,1.93666750,0.84954603,0.25198814,0.23039981,0.05894283,0.22925589,0.01850400,0.73278237
-4.70335168,1.92514427,0.84891551,0.25014345,0.23180118,0.05892253,0.22815464,0.01718339,0.72926733
-4.69734867,1.91464034,0.84859675,0.24835837,0.23354404,0.05888782,0.22720935,0.01593780,0.72613577
-4.69134567,1.90502119,0.84860252,0.24662776,0.23557595,0.05884566,0.22642268,0.01476603,0.72329692
-4.68534267,1.89603378,0.84886408,0.24493178,0.23782207,0.05879792,0.22577533,0.01366718,0.72062373
-4.67933967,1.88730550,0.84923195,0.24323549,0.24018608,0.05874119,0.22522629,0.01264031,0.71795239
-4.67333667,1.87835151,0.84948134,0.24148968,0.24255244,0.05866695,0.22471425,0.01168424,0.71508476
-4.66733367,1.86859012,0.84932200,0.23963262,0.24478981,0.05856197,0.22416028,0.01079737,0.71179367
-4.66133067,1.85736546,0.84841206,0.23759273,0.24675567,0.05840916,0.22347149,0.00997753,0.70783070
-4.65532766,1.84397606,0.84637489,0.23529207,0.24830166,0.05818851,0.22254551,0.00922199,0.70293615
-4.64932466,1.82770766,0.84281816,0.23265030,0.24927956,0.05787835,0.22127556,0.00852741,0.69685043
-4.64332166,1.80786841,0.83735403,0.22958900,0.24954744,0.05745659,0.21955582,0.00788991,0.68932632
-4.63731866,1.78382418,0.82961923,0.22603602,0.24897576,0.05690212,0.21728677,0.00730521,0.68014129
-4.63131566,1.75503208,0.81929411,0.22192959,0.24745297,0.05619610,0.21438029,0.00676869,0.66910914
-4.62531266,1.72107019,0.80611946,0.21722202,0.24489048,0.05532310,0.21076407,0.00627562,0.65609029
-4.61930965,1.68166175,0.78991033,0.21188272,0.24122656,0.05427215,0.20638538,0.00582124,0.64100009
-4.61330665,1.63669254,0.77056630,0.20590032,0.23642913,0.05303747,0.20121378,0.00540095,0.62381461
-4.60730365,1.58622052,0.74807740,0.19928397,0.23049723,0.05161892,0.19524271,0.00501042,0.60457369
-4.60130065,1.53047728,0.72252596,0.19206350,0.22346110,0.05002225,0.18849005,0.00464573,0.58338097
-4.59529765,1.46986143,0.69408401,0.18428867,0.21538103,0.04825894,0.18099746,0.00430343,0.56040100
-4.58929465,1.40492425,0.66300682,0.17602745,0.20634491,0.04634582,0.17282867,0.00398059,0.53585358
-4.58329165,1.33634883,0.62962289,0.16736344,0.19646472,0.04430440,0.16406691,0.00367482,0.51000569
-4.57728864,1.26492365,0.59432118,0.15839272,0.18587226,0.04216005,0.15481156,0.00338431,0.48316145
-4.57128564,1.19151237,0.55753620,0.14922008,0.17471409,0.03994094,0.14517423,0.00310774,0.45565069
-4.56528264,1.11702131,0.51973200,0.13995510,0.16314634,0.03767696,0.13527456,0.00284427,0.42781673
-4.55927964,1.04236647,0.48138567,0.13070809,0.15132925,0.03539858,0.12523588,0.00259348,0.40000404
-4.55327664,0.96844156,0.44297136,0.12158614,0.13942199,0.03313569,0.11518103,0.00235528,0.37254634
-4.54727364,0.89608874,0.40494539,0.11268960,0.12757786,0.03091660,0.10522842,0.00212984,0.34575570
-4.54127064,0.82607306,0.36773317,0.10410892,0.11594004,0.02876712,0.09548859,0.00191754,0.31991319
-4.53526763,0.75906187,0.33171828,0.09592213,0.10463808,0.02670983,0.08606134,0.00171889,0.29526132
-4.52926463,0.69560957,0.29723412,0.08819301,0.09378523,0.02476353,0.07703347,0.00153448,0.27199860
-4.52326163,0.63614825,0.26455816,0.08096998,0.08347661,0.02294287,0.06847734,0.00136495,0.25027639
-4.51725863,0.58098412,0.23390889,0.07428567,0.07378826,0.02125831,0.06044993,0.00121097,0.23019787
-4.51125563,0.53029941,0.20544526,0.06815722,0.06477694,0.01971611,0.05299275,0.00107323,0.21181927
-4.50525263,0.48415935,0.17926844,0.06258717,0.05648078,0.01831867,0.04613221,0.00095244,0.19515288
-4.49924962,0.44252333,0.15542537,0.05756491,0.04892040,0.01706492,0.03988056,0.00084936,0.18017181
-4.49324662,0.40525945,0.13391406,0.05306848,0.04210070,0.01595093,0.03423717,0.00076486,0.16681596
