energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.72986493,4.12002554,0.02211085,0.29238614,2.40287736,2.27346163,0.48121048,0.22839749,0.01221383,1.46822968
-5.72386193,4.13311563,0.02190436,0.29616454,2.44206089,2.28083504,0.49012812,0.22808122,0.01225741,1.47073799
-5.71785893,4.14826858,0.02178167,0.29967770,2.48093591,2.28858162,0.50017630,0.22813516,0.01226978,1.47497443
-5.71185593,4.16523326,0.02174177,0.30299560,2.51890935,2.29670958,0.51109194,0.22852079,0.01224788,1.48062382
-5.70585293,4.18369559,0.02178278,0.30620056,2.55537238,2.30519503,0.52259788,0.22919217,0.01218950,1.48732534
-5.69984992,4.20330094,0.02190221,0.30938534,2.58971888,2.31399023,0.53441169,0.23009833,0.01209336,1.49468834
-5.69384692,4.22367659,0.02209728,0.31265089,2.62136470,2.32303169,0.54625459,0.23118577,0.01195929,1.50230866
-5.68784392,4.24445283,0.02236524,0.31610356,2.64976684,2.33224765,0.55786005,0.23240082,0.01178816,1.50978487
-5.68184092,4.26528149,0.02270352,0.31985215,2.67444185,2.34156442,0.56898169,0.23369189,0.01158198,1.51673337
-5.67583792,4.28585099,0.02310989,0.32400467,2.69498262,2.35091107,0.57940026,0.23501142,0.01134380,1.52280185
-5.66983492,4.30589710,0.02358256,0.32866500,2.71107265,2.36022243,0.58892929,0.23631751,0.01107764,1.52768053
-5.66383192,4.32520912,0.02412013,0.33392957,2.72249739,2.36944020,0.59741935,0.23757509,0.01078837,1.53111063
-5.65782891,4.34363127,0.02472148,0.33988419,2.72915188,2.37851225,0.60476059,0.23875669,0.01048153,1.53289005
-5.65182591,4.36105959,0.02538563,0.34660098,2.73104438,2.38739042,0.61088376,0.23984277,0.01016315,1.53287593
-5.64582291,4.37743462,0.02611145,0.35413565,2.72829566,2.39602707,0.61575944,0.24082152,0.00983955,1.53098437
-5.63981991,4.39273080,0.02689738,0.36252512,2.72113400,2.40437074,0.61939582,0.24168836,0.00951713,1.52718746
-5.63381691,4.40694315,0.02774111,0.37178544,2.70988592,2.41236143,0.62183501,0.24244499,0.00920212,1.52150798
-5.62781391,4.42007238,0.02863922,0.38191030,2.69496301,2.41992582,0.62314816,0.24309822,0.00890044,1.51401219
-5.62181091,4.43210922,0.02958687,0.39286989,2.67684525,2.42697298,0.62342969,0.24365847,0.00861745,1.50480129
-5.61580790,4.44301905,0.03057751,0.40461032,2.65606162,2.43339063,0.62279081,0.24413826,0.00835785,1.49400206
-5.60980490,4.45272770,0.03160267,0.41705349,2.63316853,2.43904256,0.62135275,0.24455049,0.00812547,1.48175711
-5.60380190,4.46110913,0.03265182,0.43009751,2.60872720,2.44376701,0.61923988,0.24490689,0.00792324,1.46821543
-5.59779890,4.46797566,0.03371234,0.44361761,2.58328065,2.44737641,0.61657319,0.24521642,0.00775309,1.45352355
-5.59179590,4.47307128,0.03476958,0.45746754,2.55733135,2.44965821,0.61346418,0.24548396,0.00761592,1.43781770
-5.58579290,4.47606831,0.03580711,0.47148144,2.53132052,2.45037699,0.61000959,0.24570915,0.00751163,1.42121724
-5.57978989,4.47656755,0.03680693,0.48547619,2.50560980,2.44927752,0.60628706,0.24588554,0.00743913,1.40381970
-5.57378689,4.47410207,0.03774999,0.49925423,2.48046613,2.44608881,0.60235187,0.24600006,0.00739640,1.38569734
-5.56778389,4.46814441,0.03861661,0.51260671,2.45605049,2.44052889,0.59823497,0.24603284,0.00738062,1.36689536
-5.56178089,4.45811706,0.03938704,0.52531710,2.43241106,2.43231032,0.59394212,0.24595742,0.00738825,1.34743180
-5.55577789,4.44340599,0.04004213,0.53716507,2.40948102,2.42114611,0.58945443,0.24574124,0.00741516,1.32729884
-5.54977489,4.42337672,0.04056387,0.54793070,2.38708124,2.40675624,0.58473002,0.24534662,0.00745680,1.30646555
-5.54377189,4.39739273,0.04093604,0.55739885,2.36492785,2.38887447,0.57970676,0.24473197,0.00750828,1.28488183
-5.53776888,4.36483554,0.04114475,0.56536371,2.34264447,2.36725548,0.57430612,0.24385335,0.00756459,1.26248325
-5.53176588,4.32512613,0.04117890,0.57163344,2.31977868,2.34168228,0.56843774,0.24266624,0.00762069,1.23919677
-5.52576288,4.27774704,0.04103063,0.57603467,2.29582227,2.31197384,0.56200471,0.24112759,0.00767169,1.21494690
-5.51975988,4.22226463,0.04069555,0.57841698,2.27023451,2.27799273,0.55490926,0.23919792,0.00771295,1.18966233
-5.51375688,4.15835073,0.04017291,0.57865701,2.24246761,2.23965280,0.54705876,0.23684348,0.00774021,1.16328249
-5.50775388,4.08580326,0.03946570,0.57666230,2.21199354,2.19692650,0.53837167,0.23403843,0.00774974,1.13576411
-5.50175088,4.00456486,0.03858047,0.57237455,2.17833116,2.14985180,0.52878338,0.23076687,0.00773836,1.10708742
-5.49574787,3.91473897,0.03752720,0.56577224,2.14107256,2.09853828,0.51825154,0.22702470,0.00770359,1.07726184
-5.48974487,3.81660266,0.03631899,0.55687263,2.09990786,2.04317210,0.50676094,0.22282121,0.00764366,1.04633085
-5.48374187,3.71061552,0.03497163,0.54573277,2.05464715,1.98401960,0.49432747,0.21818030,0.00755760,1.01437610
-5.47773887,3.59742412,0.03350317,0.53244972,2.00523900,1.92142906,0.48100125,0.21314134,0.00744522,0.98152029
-5.47173587,3.47786137,0.03193338,0.51715970,1.95178455,1.85583047,0.46686863,0.20775952,0.00730715,0.94792895
-5.46573287,3.35294078,0.03028325,0.50003634,1.89454665,1.78773290,0.45205309,0.20210575,0.00714482,0.91381083
-5.45972986,3.22384518,0.02857442,0.48128784,1.83395354,1.71771951,0.43671482,0.19626605,0.00696038,0.87941684
-5.45372686,3.09190993,0.02682866,0.46115326,1.77059686,1.64643993,0.42104917,0.19034036,0.00675673,0.84503762
-5.44772386,2.95860115,0.02506736,0.43989790,1.70522388,1.57460032,0.40528375,0.18444094,0.00653735,0.81099953
-5.44172086,2.82548892,0.02331110,0.41780796,1.63872408,1.50295092,0.38967440,0.17869024,0.00630629,0.77765927
-5.43571786,2.69421653,0.02157923,0.39518455,1.57211040,1.43227179,0.37450007,0.17321838,0.00606801,0.74539719
-5.42971486,2.56646625,0.01988955,0.37233728,1.50649580,1.36335681,0.36005662,0.16816026,0.00582731,0.71460933
-5.42371186,2.44392265,0.01825804,0.34957764,1.44306555,1.29699653,0.34664992,0.16365242,0.00558914,0.68569848
-5.41770885,2.32823465,0.01669869,0.32721220,1.38304642,1.23396051,0.33458819,0.15982965,0.00535852,0.65906442
-5.41170585,2.22097717,0.01522333,0.30553607,1.32767332,1.17497955,0.32417395,0.15682156,0.00514038,0.63509369
-5.40570285,2.12361370,0.01384166,0.28482661,1.27815473,1.12072861,0.31569570,0.15474912,0.00493942,0.61414902
-5.39969985,2.03746087,0.01256117,0.26533767,1.23563768,1.07181079,0.30941962,0.15372128,0.00476001,0.59655892
-5.39369685,1.96365607,0.01138724,0.24729445,1.20117355,1.02874315,0.30558150,0.15383181,0.00460602,0.58260754
-5.38769385,1.90312909,0.01032325,0.23088918,1.17568562,0.99194459,0.30437913,0.15515640,0.00448073,0.57252542
-5.38169085,1.85657870,0.00937072,0.21627762,1.15993933,0.96172645,0.30596541,0.15775016,0.00438679,0.56648109
-5.37568784,1.82445477,0.00852945,0.20357660,1.15451626,0.93828586,0.31044238,0.16164560,0.00432605,0.56457412
-5.36968484,1.80694658,0.00779776,0.19286242,1.15979257,0.92170226,0.31785640,0.16685105,0.00429958,0.56682978
-5.36368184,1.80397762,0.00717266,0.18417036,1.17592273,0.91193703,0.32819460,0.17334980,0.00430765,0.57319545
-5.35767884,1.81520709,0.00665006,0.17749506,1.20282892,0.90883626,0.34138290,0.18109978,0.00434965,0.58353918
-5.35167584,1.84003805,0.00622495,0.17279190,1.24019673,0.91213646,0.35728552,0.19003396,0.00442419,0.59765031
-5.34567284,1.87763205,0.00589164,0.16997925,1.28747736,0.92147318,0.37570622,0.20006136,0.00452911,0.61524238
-5.33966983,1.92692987,0.00564385,0.16894144,1.34389631,0.93639194,0.39639128,0.21106880,0.00466155,0.63595820
-5.33366683,1.98667775,0.00547495,0.16953245,1.40846862,0.95636135,0.41903407,0.22292323,0.00481805,0.65937713
-5.32766383,2.05545847,0.00537804,0.17158028,1.48002034,0.98078787,0.44328134,0.23547462,0.00499464,0.68502422
-5.32166083,2.13172635,0.00534608,0.17489163,1.55721560,1.00903170,0.46874088,0.24855941,0.00518698,0.71238125
-5.31565783,2.21384519,0.00537197,0.17925704,1.63858883,1.04042343,0.49499059,0.26200431,0.00539050,0.74089905
-5.30965483,2.30012815,0.00544866,0.18445627,1.72258113,1.07428080,0.52158847,0.27563037,0.00560051,0.77001102
-5.30365183,2.38887831,0.00556913,0.19026371,1.80757981,1.10992519,0.54808351,0.28925729,0.00581237,0.79914730
-5.29764882,2.47842891,0.00572652,0.19645379,1.89196004,1.14669726,0.57402690,0.30270765,0.00602164,0.82774914
-5.29164582,2.56718189,0.00591410,0.20280628,1.97412732,1.18397147,0.59898342,0.31581113,0.00622418,0.85528314
-5.28564282,2.65364395,0.00612533,0.20911127,2.05255943,1.22116887,0.62254254,0.32840840,0.00641630,0.88125472
-5.27963982,2.73645884,0.00635385,0.21517376,2.12584675,1.25776809,0.64432885,0.34035468,0.00659485,0.90522063
-5.27363682,2.81443521,0.00659353,0.22081777,2.19272955,1.29331412,0.66401164,0.35152276,0.00675732,0.92679985
-5.26763382,2.88656922,0.00683850,0.22588989,2.25213111,1.32742485,0.68131310,0.36180553,0.00690188,0.94568281
-5.26163082,2.95206144,0.00708319,0.23026210,2.30318568,1.35979516,0.69601509,0.37111771,0.00702747,0.96163845
-5.25562781,3.01032769,0.00732233,0.23383395,2.34526044,1.39019870,0.70796411,0.37939704,0.00713375,0.97451903
-5.24962481,3.06100366,0.00755107,0.23653385,2.37797062,1.41848739,0.71707445,0.38660460,0.00722115,0.98426262
-5.24362181,3.10394344,0.00776499,0.23831973,2.40118759,1.44458867,0.72332933,0.39272452,0.00729078,0.99089313
-5.23761881,3.13921218,0.00796022,0.23917878,2.41503933,1.46850098,0.72678013,0.39776295,0.00734443,0.99451796
-5.23161581,3.16707319,0.00813344,0.23912648,2.41990361,1.49028738,0.72754366,0.40174647,0.00738446,0.99532342
-5.22561281,3.18797019,0.00828204,0.23820486,2.41639384,1.51006780,0.72579763,0.40471990,0.00741371,0.99356805
-5.21960980,3.20250512,0.00840410,0.23648017,2.40533808,1.52801009,0.72177453,0.40674366,0.00743541,0.98957400
-5.21360680,3.21141238,0.00849853,0.23403984,2.38775184,1.54432024,0.71575395,0.40789079,0.00745304,0.98371685
-5.20760380,3.21553016,0.00856509,0.23098900,2.36480536,1.55923187,0.70805380,0.40824375,0.00747019,0.97641397
-5.20160080,3.21576962,0.00860443,0.22744657,2.33778635,1.57299540,0.69902052,0.40789103,0.00749050,0.96811192
-5.19559780,3.21308277,0.00861807,0.22354106,2.30805920,1.58586708,0.68901867,0.40692379,0.00751745,0.95927296
-5.18959480,3.20842971,0.00860846,0.21940616,2.27702176,1.59809803,0.67842011,0.40543252,0.00755427,0.95036127
-5.18359180,3.20274613,0.00857890,0.21517630,2.24606101,1.60992357,0.66759310,0.40350400,0.00760385,0.94182898
-5.17758879,3.19691174,0.00853346,0.21098224,2.21650880,1.62155300,0.65689166,0.40121838,0.00766857,0.93410243
-5.17158579,3.19172046,0.00847696,0.20694690,2.18959903,1.63315998,0.64664538,0.39864678,0.00775026,0.92756908
-5.16558279,3.18785303,0.00841476,0.20318146,2.16642755,1.64487384,0.63715010,0.39584918,0.00785008,0.92256531
-5.15957979,3.18585299,0.00835269,0.19978189,2.14791609,1.65677184,0.62865956,0.39287288,0.00796849,0.91936550
-5.15357679,3.18610645,0.00829683,0.19682604,2.13478137,1.66887286,0.62137841,0.38975148,0.00810519,0.91817275
-5.14757379,3.18882663,0.00825335,0.19437132,2.12751056,1.68113251,0.61545679,0.38650442,0.00825910,0.91911156
-5.14157079,3.19404364,0.00822830,0.19245314,2.12634402,1.69344009,0.61098654,0.38313704,0.00842837,0.92222271
-5.13556778,3.20160009,0.00822737,0.19108403,2.13126600,1.70561764,0.60799937,0.37964125,0.00861042,0.92746071
-5.12956478,3.21115290,0.00825575,0.19025363,2.14200393,1.71742121,0.60646690,0.37599677,0.00880200,0.93469383
-5.12356178,3.22218158,0.00831782,0.18992940,2.15803636,1.72854455,0.60630279,0.37217275,0.00899925,0.94370701
-5.11755878,3.23400306,0.00841707,0.19005821,2.17860958,1.73862546,0.60736674,0.36812992,0.00919783,0.95420756
-5.11155578,3.24579277,0.00855584,0.19056854,2.20276251,1.74725464,0.60947043,0.36382304,0.00939307,0.96583362
-5.10555278,3.25661165,0.00873523,0.19137336,2.22935896,1.75398708,0.61238510,0.35920360,0.00958007,0.97816513
-5.09954977,3.26543819,0.00895497,0.19237361,2.25712636,1.75835569,0.61585056,0.35422266,0.00975392,0.99073705
-5.09354677,3.27120472,0.00921338,0.19346201,2.28469954,1.75988695,0.61958539,0.34883376,0.00990984,1.00305450
-5.08754377,3.27283654,0.00950737,0.19452715,2.31066790,1.75811786,0.62329781,0.34299567,0.01004335,1.01460910
-5.08154077,3.26929263,0.00983241,0.19545767,2.33362425,1.75261390,0.62669692,0.33667500,0.01015046,1.02489612
-5.07553777,3.25960614,0.01018272,0.19614644,2.35221354,1.74298700,0.62950390,0.32984845,0.01022782,1.03343177
-5.06953477,3.24292323,0.01055131,0.19649443,2.36517938,1.72891297,0.63146263,0.32250471,0.01027285,1.03976984
-5.06353177,3.21853853,0.01093027,0.19641422,2.37140676,1.71014741,0.63234928,0.31464580,0.01028384,1.04351715
-5.05752876,3.18592555,0.01131090,0.19583306,2.36995924,1.68653944,0.63198069,0.30628794,0.01026005,1.04434712
-5.05152576,3.14476082,0.01168406,0.19469520,2.36010919,1.65804243,0.63022093,0.29746181,0.01020171,1.04201098
-5.04552276,3.09494049,0.01204041,0.19296363,2.34136004,1.62472117,0.62698589,0.28821220,0.01011004,1.03634600
-5.03951976,3.03658869,0.01237074,0.19062092,2.31345978,1.58675491,0.62224585,0.27859714,0.00998721,1.02728058
-5.03351676,2.97005704,0.01266625,0.18766946,2.27640544,1.54443605,0.61602564,0.26868646,0.00983627,1.01483589
-5.02751376,2.89591538,0.01291887,0.18413078,2.23043853,1.49816442,0.60840269,0.25855989,0.00966097,0.99912404
-5.02151076,2.81493410,0.01312153,0.18004426,2.17603202,1.44843719,0.59950297,0.24830479,0.00946570,0.98034289
-5.01550775,2.72805871,0.01326835,0.17546523,2.11386949,1.39583483,0.58949492,0.23801353,0.00925525,0.95876780
-5.00950475,2.63637790,0.01335489,0.17046243,2.04481783,1.34100367,0.57858191,0.22778071,0.00903466,0.93474062
-5.00350175,2.54108639,0.01337822,0.16511527,1.96989466,1.28463579,0.56699333,0.21770036,0.00880898,0.90865648
-4.99749875,2.44344436,0.01333702,0.15951063,1.89023204,1.22744720,0.55497486,0.20786304,0.00858313,0.88094906
-4.99149575,2.34473520,0.01323161,0.15373967,1.80703820,1.17015506,0.54277838,0.19835326,0.00836170,0.85207483
-4.98549275,2.24622339,0.01306384,0.14789460,1.72155872,1.11345525,0.53065181,0.18924700,0.00814875,0.82249712
-4.97948974,2.14911443,0.01283700,0.14206567,1.63503893,1.05800100,0.51882959,0.18060970,0.00794771,0.79267060
-4.97348674,2.05451845,0.01255569,0.13633828,1.54868875,1.00438377,0.50752391,0.17249457,0.00776125,0.76302685
-4.96748374,1.96341892,0.01222555,0.13079066,1.46365129,0.95311688,0.49691732,0.16494150,0.00759124,0.73396161
-4.96148074,1.87664775,0.01185308,0.12549177,1.38097609,0.90462280,0.48715674,0.15797640,0.00743864,0.70582413
-4.95547774,1.79486755,0.01144534,0.12049987,1.30159778,0.85922444,0.47834944,0.15161113,0.00730357,0.67890909
-4.94947474,1.71856151,0.01100972,0.11586149,1.22632040,0.81714067,0.47056067,0.14584396,0.00718535,0.65345119
-4.94347174,1.64803111,0.01055367,0.11161102,1.15580773,0.77848613,0.46381343,0.14066055,0.00708249,0.62962259
-4.93746873,1.58340121,0.01008449,0.10777063,1.09057913,0.74327518,0.45808999,0.13603536,0.00699289,0.60753315
-4.93146573,1.52463205,0.00960909,0.10435086,1.03101089,0.71142954,0.45333518,0.13193345,0.00691388,0.58723323
-4.92546273,1.47153708,0.00913384,0.10135143,0.97734209,0.68278920,0.44946118,0.12831258,0.00684243,0.56871881
-4.91945973,1.42380566,0.00866446,0.09876241,0.92968454,0.65712583,0.44635356,0.12512556,0.00677522,0.55193854
-4.91345673,1.38102906,0.00820590,0.09656573,0.88803567,0.63415803,0.44387818,0.12232254,0.00670887,0.53680216
-4.90745373,1.34272850,0.00776231,0.09473665,0.85229362,0.61356759,0.44188866,0.11985342,0.00664004,0.52318993
-4.90145073,1.30838370,0.00733707,0.09324549,0.82227352,0.59501595,0.44023394,0.11767003,0.00656558,0.51096238
-4.89544772,1.27746060,0.00693276,0.09205921,0.79772413,0.57816019,0.43876574,0.11572810,0.00648264,0.49996997
-4.88944472,1.24943700,0.00655128,0.09114295,0.77834390,0.56266773,0.43734533,0.11398887,0.00638882,0.49006208
-4.88344172,1.22382502,0.00619386,0.09046145,0.76379597,0.54822933,0.43584953,0.11242036,0.00628221,0.48109505
-4.87743872,1.20018957,0.00586121,0.08998019,0.75372142,0.53456993,0.43417560,0.11099808,0.00616144,0.47293885
-4.87143572,1.17816233,0.00555357,0.08966640,0.74775046,0.52145687,0.43224488,0.10970540,0.00602574,0.46548209
-4.86543272,1.15745093,0.00527082,0.08948973,0.74551135,0.50870556,0.43000501,0.10853335,0.00587494,0.45863541
-4.85942971,1.13784322,0.00501253,0.08942275,0.74663697,0.49618253,0.42743080,0.10748006,0.00570944,0.45233308
-4.85342671,1.11920716,0.00477808,0.08944118,0.75076925,0.48380588,0.42452378,0.10654976,0.00553019,0.44653302
-4.84742371,1.10148653,0.00456665,0.08952389,0.75756168,0.47154349,0.42131046,0.10575154,0.00533862,0.44121526
-4.84142071,1.08469332,0.00437731,0.08965279,0.76668020,0.45940936,0.41783961,0.10509782,0.00513658,0.43637932
-4.83541771,1.06889755,0.00420899,0.08981253,0.77780303,0.44745836,0.41417866,0.10460279,0.00492626,0.43204057
-4.82941471,1.05421544,0.00406056,0.08999018,0.79061996,0.43577986,0.41040948,0.10428080,0.00471011,0.42822613
-4.82341171,1.04079677,0.00393077,0.09017481,0.80483142,0.42449083,0.40662391,0.10414484,0.00449078,0.42497050
-4.81740870,1.02881233,0.00381827,0.09035717,0.82014801,0.41372858,0.40291915,0.10420525,0.00427099,0.42231142
-4.81140570,1.01844232,0.00372162,0.09052936,0.83629089,0.40364381,0.39939329,0.10446871,0.00405352,0.42028610
-4.80540270,1.00986622,0.00363928,0.09068463,0.85299313,0.39439416,0.39614126,0.10493750,0.00384112,0.41892816
-4.79939970,1.00325471,0.00356961,0.09081726,0.87000254,0.38613847,0.39325134,0.10560919,0.00363645,0.41826552
-4.79339670,0.99876393,0.00351092,0.09092262,0.88708578,0.37903211,0.39080226,0.10647672,0.00344206,0.41831925
-4.78739370,0.99653224,0.00346143,0.09099729,0.90403386,0.37322334,0.38886111,0.10752879,0.00326037,0.41910336
-4.78139070,0.99667933,0.00341937,0.09103936,0.92066867,0.36885076,0.38748203,0.10875067,0.00309364,0.42062574
-4.77538769,0.99930748,0.00338301,0.09104879,0.93685027,0.36604187,0.38670561,0.11012522,0.00294399,0.42288977
-4.76938469,1.00450464,0.00335067,0.09102779,0.95248438,0.36491240,0.38655903,0.11163411,0.00281339,0.42589669
-4.76338169,1.01234873,0.00332083,0.09098131,0.96752967,0.36556654,0.38705677,0.11325919,0.00270366,0.42964831
-4.75737869,1.02291257,0.00329214,0.09091743,0.98200403,0.36809756,0.38820181,0.11498382,0.00261653,0.43414990
-4.75137569,1.03626883,0.00326350,0.09084766,0.99598931,0.37258875,0.38998712,0.11679415,0.00255360,0.43941287
-4.74537269,1.05249442,0.00323410,0.09078722,1.00963391,0.37911438,0.39239738,0.11868018,0.00251638,0.44545708
-4.73936968,1.07167350,0.00320341,0.09075500,1.02315265,0.38774038,0.39541066,0.12063656,0.00250632,0.45231233
-4.73336668,1.09389885,0.00317126,0.09077349,1.03682353,0.39852458,0.39900002,0.12266309,0.00252472,0.46001898
-4.72736368,1.11927098,0.00313782,0.09086831,1.05098105,0.41151637,0.40313489,0.12476474,0.00257282,0.46862738
-4.72136068,1.14789481,0.00310354,0.09106766,1.06600595,0.42675545,0.40778202,0.12695135,0.00265170,0.47819619
-4.71535768,1.17987377,0.00306919,0.09140139,1.08231157,0.44426988,0.41290610,0.12923689,0.00276226,0.48878928
-4.70935468,1.21530134,0.00303575,0.09189999,1.10032696,0.46407312,0.41846991,0.13163826,0.00290521,0.50047155
-4.70335168,1.25425039,0.00300438,0.09259324,1.12047738,0.48616042,0.42443395,0.13417382,0.00308094,0.51330358
-4.69734867,1.29676063,0.00297634,0.09350885,1.14316266,0.51050446,0.43075574,0.13686163,0.00328953,0.52733547
-4.69134567,1.34282472,0.00295289,0.09467089,1.16873455,0.53705060,0.43738868,0.13971746,0.00353063,0.54260004
-4.68534267,1.39237399,0.00293523,0.09609832,1.19747376,0.56571191,0.44428067,0.14275274,0.00380340,0.55910575
-4.67933967,1.44526427,0.00292440,0.09780345,1.22956798,0.59636444,0.45137258,0.14597258,0.00410649,0.57682984
-4.67333667,1.50126305,0.00292122,0.09979060,1.26509191,0.62884287,0.45859675,0.14937386,0.00443795,0.59571192
-4.66733367,1.56003862,0.00292618,0.10205499,1.30399035,0.66293716,0.46587554,0.15294361,0.00479520,0.61564852
-4.66133067,1.62115230,0.00293945,0.10458184,1.34606547,0.69839034,0.47312028,0.15665781,0.00517501,0.63648900
-4.65532766,1.68405436,0.00296078,0.10734588,1.39096914,0.73489789,0.48023060,0.16048057,0.00557354,0.65803319
-4.64932466,1.74808443,0.00298953,0.11031118,1.43820097,0.77210889,0.48709437,0.16436391,0.00598633,0.68003095
-4.64332166,1.81247680,0.00302466,0.11343147,1.48711254,0.80962928,0.49358829,0.16824804,0.00640837,0.70218403
