energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.16558279,1.82864818,0.64052971,0.54912679,0.00135698,0.27335233,1.00786324,0.00000000,0.36439654,0.36644080
-5.15957979,1.82933759,0.64185027,0.54506584,0.00137926,0.27536476,1.00833872,0.00000000,0.36836735,0.37108972
-5.15357679,1.82630926,0.64054720,0.54000902,0.00142031,0.27745246,1.00568993,0.00000000,0.37137421,0.37562572
-5.14757379,1.82030066,0.63681873,0.53418195,0.00148248,0.27974543,1.00027351,0.00000000,0.37352278,0.38017557
-5.14157079,1.81212626,0.63092643,0.52784131,0.00156849,0.28236070,0.99252228,0.00000000,0.37494457,0.38485889
-5.13556778,1.80264746,0.62318883,0.52126514,0.00168132,0.28539590,0.98293221,0.00000000,0.37579379,0.38978182
-5.12956478,1.79274263,0.61397383,0.51474284,0.00182417,0.28892388,0.97204828,0.00000000,0.37624361,0.39503157
-5.12356178,1.78327898,0.60369009,0.50856542,0.00200037,0.29298851,0.96044973,0.00000000,0.37648216,0.40067207
-5.11755878,1.77508708,0.59277785,0.50301616,0.00221328,0.29760196,0.94873527,0.00000000,0.37670825,0.40674105
-5.11155578,1.76893921,0.58169925,0.49836238,0.00246613,0.30274368,0.93750869,0.00000000,0.37712697,0.41324856
-5.10555278,1.76553216,0.57092845,0.49484820,0.00276193,0.30836095,0.92736517,0.00000000,0.37794525,0.42017716
-5.09954977,1.76547470,0.56094175,0.49268876,0.00310330,0.31437116,0.91887866,0.00000000,0.37936752,0.42748360
-5.09354677,1.76927992,0.55220784,0.49206588,0.00349237,0.32066561,0.91259049,0.00000000,0.38159149,0.43510194
-5.08754377,1.77736206,0.54517844,0.49312513,0.00393058,0.32711457,0.90899924,0.00000000,0.38480413,0.44294795
-5.08154077,1.79003738,0.54027916,0.49597433,0.00441861,0.33357356,0.90855198,0.00000000,0.38917797,0.45092442
-5.07553777,1.80752838,0.53790105,0.50068327,0.00495622,0.33989015,0.91163680,0.00000000,0.39486761,0.45892721
-5.06953477,1.82997044,0.53839252,0.50728451,0.00554215,0.34591134,0.91857652,0.00000000,0.40200662,0.46685152
-5.06353177,1.85742000,0.54205201,0.51577504,0.00617406,0.35149076,0.92962350,0.00000000,0.41070481,0.47459815
-5.05752876,1.88986331,0.54912122,0.52611862,0.00684846,0.35649564,0.94495548,0.00000000,0.42104578,0.48207935
-5.05152576,1.92722492,0.55977920,0.53824851,0.00756070,0.36081290,0.96467219,0.00000000,0.43308495,0.48922385
-5.04552276,1.96937501,0.57413713,0.55207036,0.00830499,0.36435434,0.98879294,0.00000000,0.44684788,0.49598087
-5.03951976,2.01613506,0.59223410,0.56746525,0.00907446,0.36706048,1.01725483,0.00000000,0.46232911,0.50232288
-5.03351676,2.06728138,0.61403388,0.58429249,0.00986125,0.36890295,1.04991186,0.00000000,0.47949121,0.50824679
-5.02751376,2.12254633,0.63942277,0.60239233,0.01065667,0.36988534,1.08653482,0.00000000,0.49826446,0.51377371
-5.02151076,2.18161727,0.66820874,0.62158826,0.01145132,0.37004247,1.12681211,0.00000000,0.51854673,0.51894712
-5.01550775,2.24413345,0.70012196,0.64168917,0.01223537,0.36943818,1.17035167,0.00000000,0.54020396,0.52382961
-5.00950475,2.30968136,0.73481675,0.66249114,0.01299872,0.36816170,1.21668403,0.00000000,0.56307096,0.52849829
-5.00350175,2.37778912,0.77187522,0.68377911,0.01373129,0.36632294,1.26526680,0.00000000,0.58695275,0.53303922
-4.99749875,2.44792070,0.81081246,0.70532839,0.01442324,0.36404678,1.31549054,0.00000000,0.61162629,0.53754107
-4.99149575,2.51947084,0.85108354,0.72690623,0.01506526,0.36146688,1.36668639,0.00000000,0.63684279,0.54208833
-4.98549275,2.59176140,0.89209210,0.74827348,0.01564878,0.35871905,1.41813524,0.00000000,0.66233044,0.54675459
-4.97948974,2.66404012,0.93320063,0.76918653,0.01616621,0.35593481,1.46907868,0.00000000,0.68779771,0.55159606
-4.97348674,2.73548243,0.97374216,0.78939951,0.01661110,0.35323521,1.51873161,0.00000000,0.71293713,0.55664591
-4.96748374,2.80519684,1.01303334,0.80866705,0.01697833,0.35072531,1.56629630,0.00000000,0.73742961,0.56190954
-4.96148074,2.87223442,1.05038842,0.82674741,0.01726418,0.34848957,1.61097775,0.00000000,0.76094917,0.56736134
-4.95547774,2.93560241,1.08513401,0.84340611,0.01746639,0.34658830,1.65200009,0.00000000,0.78316819,0.57294284
-4.94947474,2.99428188,1.11662410,0.85842008,0.01758419,0.34505539,1.68862343,0.00000000,0.80376294,0.57856264
-4.94347174,3.04724914,1.14425500,0.87158209,0.01761824,0.34389727,1.72016097,0.00000000,0.82241947,0.58409809
-4.93746873,3.09350013,1.16747967,0.88270550,0.01757056,0.34309322,1.74599556,0.00000000,0.83883960,0.58939856
-4.93146573,3.13207713,1.18582099,0.89162911,0.01744438,0.34259695,1.76559533,0.00000000,0.85274699,0.59429041
-4.92546273,3.16209655,1.19888360,0.89822180,0.01724398,0.34233929,1.77852776,0.00000000,0.86389303,0.59858316
-4.91945973,3.18277675,1.20636372,0.90238703,0.01697454,0.34223185,1.78447162,0.00000000,0.87206254,0.60207678
-4.91345673,3.19346453,1.20805674,0.90406655,0.01664192,0.34217146,1.78322626,0.00000000,0.87707886,0.60456968
-4.90745373,3.19365902,1.20386215,0.90324355,0.01625244,0.34204512,1.77471784,0.00000000,0.87880843,0.60586691
-4.90145073,3.18303179,1.19378570,0.89994469,0.01581269,0.34173523,1.75900209,0.00000000,0.87716440,0.60578836
-4.89544772,3.16144214,1.17793861,0.89424096,0.01532937,0.34112480,1.73626357,0.00000000,0.87210938,0.60417634
-4.88944472,3.12894661,1.15653386,0.88624730,0.01480909,0.34010246,1.70681109,0.00000000,0.86365704,0.60090234
-4.88344172,3.08580216,1.12987974,0.87612083,0.01425826,0.33856698,1.67106964,0.00000000,0.85187241,0.59587259
-4.87743872,3.03246281,1.09837079,0.86405769,0.01368292,0.33643117,1.62956899,0.00000000,0.83687110,0.58903209
-4.87143572,2.96956968,1.06247654,0.85028855,0.01308876,0.33362497,1.58292928,0.00000000,0.81881707,0.58036709
-4.86543272,2.89793483,1.02272849,0.83507302,0.01248098,0.33009766,1.53184431,0.00000000,0.79791933,0.56990585
-4.85942971,2.81851968,0.97970582,0.81869304,0.01186430,0.32581919,1.47706304,0.00000000,0.77442746,0.55771773
-4.85342671,2.73240892,0.93402029,0.80144554,0.01124298,0.32078054,1.41937016,0.00000000,0.74862616,0.54391065
-4.84742371,2.64078111,0.88630102,0.78363477,0.01062085,0.31499329,1.35956637,0.00000000,0.72082903,0.52862731
-4.84142071,2.54487733,0.83717972,0.76556448,0.01000133,0.30848841,1.29844929,0.00000000,0.69137187,0.51204018
-4.83541771,2.44596939,0.78727671,0.74753044,0.00938747,0.30131446,1.23679570,0.00000000,0.66060554,0.49434573
-4.82941471,2.34532888,0.73718840,0.72981345,0.00878204,0.29353530,1.17534573,0.00000000,0.62888893,0.47575822
-4.82341171,2.24419848,0.68747655,0.71267335,0.00818757,0.28522754,1.11478965,0.00000000,0.59658200,0.45650332
-4.81740870,2.14376662,0.63865957,0.69634403,0.00760638,0.27647786,1.05575759,0.00000000,0.56403938,0.43681194
-4.81140570,2.04514642,0.59120607,0.68102979,0.00704064,0.26738029,0.99881247,0.00000000,0.53160453,0.41691452
-4.80540270,1.94935951,0.54553077,0.66690306,0.00649237,0.25803369,0.94444634,0.00000000,0.49960477,0.39703602
-4.79939970,1.85732503,0.50199269,0.65410350,0.00596350,0.24853945,0.89307979,0.00000000,0.46834719,0.37739180
-4.79339670,1.76985386,0.46089548,0.64273844,0.00545582,0.23899945,0.84506437,0.00000000,0.43811566,0.35818439
-4.78739370,1.68764767,0.42248973,0.63288453,0.00497103,0.22951436,0.80068761,0.00000000,0.40916869,0.33960126
-4.78139070,1.61130221,0.38697680,0.62459022,0.00451070,0.22018231,0.76017999,0.00000000,0.38173837,0.32181352
-4.77538769,1.54131414,0.35451404,0.61787917,0.00407623,0.21109775,0.72372332,0.00000000,0.35603019,0.30497537
-4.76938469,1.47809029,0.32522069,0.61275390,0.00366887,0.20235059,0.69145991,0.00000000,0.33222346,0.28922420
-4.76338169,1.42195843,0.29918435,0.60919971,0.00328969,0.19402552,0.66350179,0.00000000,0.31047245,0.27468121
-4.75737869,1.37317836,0.27646732,0.60718841,0.00293956,0.18620132,0.63993931,0.00000000,0.29090789,0.26145217
-4.75137569,1.33195247,0.25711269,0.60668175,0.00261912,0.17895028,0.62084866,0.00000000,0.27363860,0.24962833
-4.74537269,1.29843478,0.24114955,0.60763423,0.00232879,0.17233753,0.60629766,0.00000000,0.25875322,0.23928715
-4.73936968,1.27273782,0.22859728,0.60999531,0.00206880,0.16642022,0.59634953,0.00000000,0.24632181,0.23049282
-4.73336668,1.25493692,0.21946856,0.61371081,0.00183913,0.16124671,0.59106445,0.00000000,0.23639712,0.22329632
-4.72736368,1.24507150,0.21377096,0.61872358,0.00163960,0.15685557,0.59049868,0.00000000,0.22901550,0.21773517
-4.72136068,1.24314357,0.21150713,0.62497355,0.00146984,0.15327451,0.59470141,0.00000000,0.22419737,0.21383267
-4.71535768,1.24911348,0.21267351,0.63239717,0.00132931,0.15051939,0.60370945,0.00000000,0.22194724,0.21159686
-4.70935468,1.26289353,0.21725775,0.64092639,0.00121736,0.14859319,0.61754015,0.00000000,0.22225317,0.21101913
-4.70335168,1.28433980,0.22523500,0.65048753,0.00113325,0.14748518,0.63618292,0.00000000,0.22508598,0.21207271
-4.69734867,1.31324316,0.23656328,0.66099992,0.00107615,0.14717037,0.65958988,0.00000000,0.23039798,0.21471124
-4.69134567,1.34932014,0.25117827,0.67237469,0.00104519,0.14760922,0.68766619,0.00000000,0.23812160,0.21886742
-4.68534267,1.39220438,0.26898784,0.68451383,0.00103945,0.14874783,0.72026070,0.00000000,0.24816792,0.22445211
-4.67933967,1.44143963,0.28986670,0.69730946,0.00105801,0.15051856,0.75715745,0.00000000,0.26042525,0.23135392
-4.67333667,1.49647489,0.31365157,0.71064356,0.00109992,0.15284123,0.79806871,0.00000000,0.27475796,0.23943941
-4.66733367,1.55666229,0.34013710,0.72438802,0.00116423,0.15562473,0.84262989,0.00000000,0.29100567,0.24855410
-4.66133067,1.62125823,0.36907311,0.73840521,0.00124996,0.15876931,0.89039696,0.00000000,0.30898294,0.25852424
-4.65532766,1.68942805,0.40016321,0.75254875,0.00135611,0.16216914,0.94084652,0.00000000,0.32847955,0.26915949
-4.64932466,1.76025432,0.43306518,0.76666468,0.00148161,0.16571541,0.99337895,0.00000000,0.34926157,0.28025629
-4.64332166,1.83274889,0.46739312,0.78059288,0.00162535,0.16929964,1.04732456,0.00000000,0.37107309,0.29160205
