energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.81390695,8.60764667,0.03219639,1.65440361,0.59003476,0.44953377,4.35441803,3.94864395,0.09453304,2.24340633
-5.80790395,8.61609213,0.03155868,1.65753015,0.59569125,0.44946481,4.36365042,3.96017390,0.09390941,2.24179603
-5.80190095,8.62387351,0.03090645,1.65954544,0.60196614,0.45002165,4.36924032,3.96999708,0.09329192,2.24151951
-5.79589795,8.63131363,0.03025010,1.66042954,0.60879627,0.45126552,4.37126791,3.97808670,0.09270311,2.24280122
-5.78989495,8.63855794,0.02959880,1.66014277,0.61611048,0.45323263,4.36977405,3.98435615,0.09216329,2.24579656
-5.78389195,8.64557126,0.02896019,1.65862885,0.62383139,0.45593243,4.36476361,3.98866272,0.09168977,2.25058528
-5.77788894,8.65214279,0.02834024,1.65581909,0.63187695,0.45934672,4.35621188,3.99081457,0.09129614,2.25716768
-5.77188594,8.65789894,0.02774315,1.65163763,0.64016187,0.46342980,4.34407338,3.99058066,0.09099187,2.26546369
-5.76588294,8.66232319,0.02717138,1.64600726,0.64859875,0.46810964,4.32829271,3.98770300,0.09078196,2.27531495
-5.75987994,8.66478194,0.02662569,1.63885545,0.65709897,0.47328991,4.30881645,3.98191081,0.09066681,2.28648969
-5.75387694,8.66455498,0.02610535,1.63012046,0.66557339,0.47885292,4.28560554,3.97293564,0.09064232,2.29869026
-5.74787394,8.66086930,0.02560831,1.61975694,0.67393288,0.48466332,4.25864741,3.96052695,0.09070005,2.31156308
-5.74187094,8.65293471,0.02513147,1.60774093,0.68208869,0.49057241,4.22796718,3.94446731,0.09082764,2.32471056
-5.73586793,8.63997999,0.02467097,1.59407395,0.68995291,0.49642293,4.19363746,3.92458658,0.09100932,2.33770473
-5.72986493,8.62128809,0.02422248,1.57878605,0.69743887,0.50205414,4.15578622,3.90077449,0.09122653,2.35010196
-5.72386193,8.59622923,0.02378150,1.56193770,0.70446183,0.50730709,4.11460249,3.87299111,0.09145860,2.36145836
-5.71785893,8.56429103,0.02334365,1.54362041,0.71093980,0.51202979,4.07033988,3.84127479,0.09168354,2.37134549
-5.71185593,8.52510456,0.02290490,1.52395626,0.71679474,0.51608219,4.02331761,3.80574747,0.09187881,2.37936562
-5.70585293,8.47846592,0.02246180,1.50309628,0.72195400,0.51934087,3.97391942,3.76661706,0.09202210,2.38516638
-5.69984992,8.42435290,0.02201164,1.48121795,0.72635220,0.52170309,3.92259040,3.72417708,0.09209210,2.38845414
-5.69384692,8.36293641,0.02155258,1.45852190,0.72993330,0.52309030,3.86983214,3.67880368,0.09206916,2.38900579
-5.68784392,8.29458668,0.02108371,1.43522797,0.73265297,0.52345090,3.81619623,3.63095023,0.09193594,2.38667865
-5.68184092,8.21987430,0.02060507,1.41157102,0.73448109,0.52276208,3.76227684,3.58113988,0.09167798,2.38141805
-5.67583792,8.13956637,0.02011764,1.38779645,0.73540426,0.52103096,3.70870229,3.52995644,0.09128407,2.37326251
-5.66983492,8.05461786,0.01962329,1.36415578,0.73542819,0.51829463,3.65612615,3.47803392,0.09074661,2.36234630
-5.66383192,7.96615869,0.01912465,1.34090236,0.73457989,0.51461947,3.60521805,3.42604529,0.09006184,2.34889927
-5.65782891,7.87547669,0.01862506,1.31828733,0.73290934,0.51009951,3.55665437,3.37469053,0.08922987,2.33324396
-5.65182591,7.78399697,0.01812836,1.29655594,0.73049069,0.50485398,3.51110895,3.32468451,0.08825471,2.31579003
-5.64582291,7.69325788,0.01763885,1.27594423,0.72742275,0.49902422,3.46924400,3.27674488,0.08714413,2.29702624
-5.63981991,7.60488405,0.01716106,1.25667605,0.72382871,0.49276993,3.43170118,3.23157998,0.08590942,2.27750995
-5.63381691,7.52055685,0.01669969,1.23896046,0.71985498,0.48626489,3.39909290,3.18987711,0.08456508,2.25785469
-5.62781391,7.44198247,0.01625945,1.22298940,0.71566917,0.47969239,3.37199394,3.15229103,0.08312844,2.23871585
-5.62181091,7.37085834,0.01584498,1.20893554,0.71145722,0.47324045,3.35093316,3.11943280,0.08161921,2.22077499
-5.61580790,7.30883807,0.01546073,1.19695035,0.70741959,0.46709689,3.33638561,3.09185891,0.08005899,2.20472317
-5.60980490,7.25749555,0.01511094,1.18716217,0.70376681,0.46144459,3.32876479,3.07006074,0.07847076,2.19124357
-5.60380190,7.21828883,0.01479955,1.17967442,0.70071425,0.45645685,3.32841522,3.05445443,0.07687835,2.18099402
-5.59779890,7.19252436,0.01453016,1.17456376,0.69847648,0.45229317,3.33560537,3.04537113,0.07530588,2.17458972
-5.59179590,7.18132241,0.01430605,1.17187827,0.69726118,0.44909537,3.35052101,3.04304792,0.07377726,2.17258663
-5.58579290,7.18558443,0.01413011,1.17163583,0.69726297,0.44698428,3.37325906,3.04761951,0.07231568,2.17546590
-5.57978989,7.20596324,0.01400489,1.17382242,0.69865713,0.44605702,3.40382221,3.05911098,0.07094308,2.18361973
-5.57378689,7.24283686,0.01393257,1.17839082,0.70159361,0.44638482,3.44211418,3.07743196,0.06967976,2.19733898
-5.56778389,7.29628689,0.01391497,1.18525948,0.70619140,0.44801154,3.48793608,3.10237247,0.06854390,2.21680285
-5.56178089,7.36608219,0.01395354,1.19431193,0.71253352,0.45095277,3.54098380,3.13360088,0.06755123,2.24207081
-5.55577789,7.45166856,0.01404935,1.20539665,0.72066263,0.45519554,3.60084670,3.17066413,0.06671463,2.27307704
-5.54977489,7.55216511,0.01420310,1.21832755,0.73057777,0.46069868,3.66700763,3.21299069,0.06604391,2.30962753
-5.54377189,7.66636758,0.01441506,1.23288519,0.74223194,0.46739357,3.73884452,3.25989626,0.06554548,2.35139988
-5.53776888,7.79275905,0.01468503,1.24881877,0.75553098,0.47518552,3.81563357,3.31059235,0.06522226,2.39794597
-5.53176588,7.92952799,0.01501233,1.26584886,0.77033366,0.48395553,3.89655413,3.36419781,0.06507342,2.44869733
-5.52576288,8.07459359,0.01539569,1.28367089,0.78645305,0.49356244,3.98069531,3.41975295,0.06509444,2.50297338
-5.51975988,8.22563799,0.01583323,1.30195941,0.80365934,0.50384544,4.06706442,3.47623621,0.06527702,2.55999224
-5.51375688,8.38014500,0.01632237,1.32037297,0.82168382,0.51462695,4.15459718,3.53258284,0.06560919,2.61888415
-5.50775388,8.53544449,0.01685977,1.33855959,0.84022420,0.52571572,4.24216971,3.58770531,0.06607551,2.67870715
-5.50175088,8.68876173,0.01744126,1.35616258,0.85895115,0.53691024,4.32861225,3.64051466,0.06665729,2.73846491
-5.49574787,8.83727065,0.01806180,1.37282679,0.87751575,0.54800239,4.41272456,3.68994256,0.06733294,2.79712633
-5.48974487,8.97814993,0.01871545,1.38820491,0.89555784,0.55878129,4.49329284,3.73496322,0.06807845,2.85364660
-5.48374187,9.10864078,0.01939534,1.40196384,0.91271502,0.56903733,4.56910806,3.77461471,0.06886794,2.90698926
-5.47773887,9.22610510,0.02009371,1.41379095,0.92863196,0.57856630,4.63898548,3.80801918,0.06967424,2.95614889
-5.47173587,9.32808285,0.02080197,1.42340004,0.94296987,0.58717371,4.70178503,3.83440144,0.07046965,3.00017385
-5.46573287,9.41234712,0.02151076,1.43053700,0.95541575,0.59467895,4.75643239,3.85310546,0.07122665,3.03818853
-5.45972986,9.47695572,0.02221011,1.43498486,0.96569113,0.60091955,4.80194020,3.86360847,0.07191873,3.06941462
-5.45372686,9.52029791,0.02288958,1.43656837,0.97356005,0.60575511,4.83742902,3.86553235,0.07252121,3.09319068
-5.44772386,9.54113496,0.02353848,1.43515775,0.97883595,0.60907108,4.86214749,3.85865202,0.07301195,3.10898950
-5.44172086,9.53863335,0.02414610,1.43067177,0.98138726,0.61078201,4.87549116,3.84290077,0.07337219,3.11643280
-5.43571786,9.51238941,0.02470195,1.42307984,0.98114142,0.61083437,4.87701928,3.81837220,0.07358712,3.11530245
-5.42971486,9.46244458,0.02519610,1.41240319,0.97808722,0.60920869,4.86646890,3.78531891,0.07364649,3.10554813
-5.42371186,9.38929027,0.02561937,1.39871505,0.97227538,0.60592089,4.84376577,3.74414767,0.07354499,3.08729085
-5.41770885,9.29386194,0.02596368,1.38213964,0.96381723,0.60102285,4.80903121,3.69541133,0.07328252,3.06082208
-5.41170585,9.17752200,0.02622232,1.36285010,0.95288161,0.59460203,4.76258475,3.63979727,0.07286426,3.02659861
-5.40570285,9.04203167,0.02639012,1.34106526,0.93969008,0.58678010,4.70494175,3.57811277,0.07230061,2.98523286
-5.39969985,8.88951206,0.02646370,1.31704523,0.92451061,0.57771068,4.63680610,3.51126737,0.07160683,2.93747912
-5.39369685,8.72239543,0.02644163,1.29108591,0.90764985,0.56757615,4.55905775,3.44025260,0.07080267,2.88421594
-5.38769385,8.54336775,0.02632447,1.26351254,0.88944454,0.55658357,4.47273526,3.36611945,0.06991165,2.82642513
-5.38169085,8.35530407,0.02611484,1.23467229,0.87025207,0.54495992,4.37901377,3.28995419,0.06896038,2.76516814
-5.37568784,8.16119875,0.02581740,1.20492628,0.85044073,0.53294675,4.27917899,3.21285306,0.06797760,2.70156046
-5.36968484,7.96409270,0.02543868,1.17464107,0.83038001,0.52079433,4.17459799,3.13589672,0.06699326,2.63674488
-5.36368184,7.76700001,0.02498702,1.14418008,0.81043113,0.50875570,4.06668788,3.06012509,0.06603749,2.57186466
-5.35767884,7.57283667,0.02447228,1.11389501,0.79093840,0.49708054,3.95688341,2.98651358,0.06513957,2.50803721
-5.35167584,7.38435364,0.02390559,1.08411781,0.77222148,0.48600934,3.84660486,2.91595147,0.06432696,2.44632947
-5.34567284,7.20407696,0.02329908,1.05515340,0.75456888,0.47576784,3.73722730,2.84922336,0.06362435,2.38773552
-5.33966983,7.03425676,0.02266555,1.02727338,0.73823294,0.46656207,3.63005252,2.78699428,0.06305286,2.33315737
-5.33366683,6.87682711,0.02201809,1.00071116,0.72342623,0.45857407,3.52628469,2.72979925,0.06262934,2.28338915
-5.32766383,6.73337778,0.02136979,0.97565853,0.71031968,0.45195841,3.42701053,2.67803750,0.06236582,2.23910547
-5.32166083,6.60513879,0.02073342,0.95226390,0.69904210,0.44683965,3.33318473,2.63197173,0.06226910,2.20085373
-5.31565783,6.49297759,0.02012110,0.93063225,0.68968123,0.44331070,3.24562083,2.59173219,0.06234064,2.16905076
-5.30965483,6.39740863,0.01954404,0.91082672,0.68228600,0.44143221,3.16498758,2.55732552,0.06257642,2.14398325
-5.30365183,6.31861381,0.01901233,0.89287172,0.67686978,0.44123274,3.09181062,2.52864754,0.06296720,2.12581186
-5.29764882,6.25647241,0.01853476,0.87675733,0.67341449,0.44270993,3.02647860,2.50549945,0.06349877,2.11457838
-5.29164582,6.21059835,0.01811865,0.86244471,0.67187506,0.44583232,2.96925317,2.48760645,0.06415244,2.11021529
-5.28564282,6.18038222,0.01776982,0.84987218,0.67218409,0.45054177,2.92028152,2.47463767,0.06490561,2.11255705
-5.27963982,6.16503576,0.01749251,0.83896158,0.67425646,0.45675642,2.87961051,2.46622631,0.06573248,2.12135246
-5.27363682,6.16363601,0.01728941,0.82962449,0.67799347,0.46437388,2.84720107,2.46198889,0.06660482,2.13627720
-5.26763382,6.17516704,0.01716170,0.82176799,0.68328646,0.47327469,2.82294176,2.46154264,0.06749277,2.15694610
-5.26163082,6.19855690,0.01710910,0.81529959,0.69001970,0.48332575,2.80666044,2.46451995,0.06836569,2.18292451
-5.25562781,6.23270844,0.01713001,0.81013108,0.69807247,0.49438359,2.79813340,2.47057940,0.06919303,2.21373826
-5.24962481,6.27652275,0.01722161,0.80618107,0.70732030,0.50629760,2.79709122,2.47941276,0.06994508,2.24888223
-5.24362181,6.32891486,0.01738001,0.80337617,0.71763549,0.51891278,2.80322138,2.49074788,0.07059382,2.28782712
-5.23761881,6.38882165,0.01760034,0.80165085,0.72888691,0.53207235,2.81616764,2.50434756,0.07111357,2.33002468
-5.23161581,6.45520284,0.01787695,0.80094589,0.74093944,0.54561983,2.83552663,2.52000474,0.07148166,2.37491166
-5.22561281,6.52703613,0.01820353,0.80120594,0.75365299,0.55940090,2.86084246,2.53753467,0.07167893,2.42191256
-5.21960980,6.60330806,0.01857322,0.80237612,0.76688159,0.57326486,2.89160026,2.55676490,0.07169023,2.47044192
-5.21360680,6.68300261,0.01897877,0.80439821,0.78047265,0.58706587,2.92721972,2.57752399,0.07150471,2.51990639
-5.20760380,6.76508936,0.01941263,0.80720672,0.79426653,0.60066389,2.96704989,2.59963003,0.07111605,2.56970722
-5.20160080,6.84851330,0.01986712,0.81072524,0.80809682,0.61392555,3.01036635,2.62288003,0.07052262,2.61924338
-5.19559780,6.93218811,0.02033448,0.81486327,0.82179129,0.62672493,3.05637161,2.64704105,0.06972743,2.66791603
-5.18959480,7.01499432,0.02080702,0.81951413,0.83517362,0.63894425,3.10419983,2.67184409,0.06873807,2.71513418
-5.18359180,7.09578352,0.02127724,0.82455386,0.84806596,0.65047468,3.15292612,2.69698113,0.06756649,2.76032205
-5.17758879,7.17338928,0.02173792,0.82984161,0.86029230,0.66121719,3.20158065,2.72210608,0.06622868,2.80292775
-5.17158579,7.24664471,0.02218222,0.83522127,0.87168241,0.67108345,3.24916759,2.74683940,0.06474430,2.84243342
-5.16558279,7.31440627,0.02260386,0.84052457,0.88207630,0.67999683,3.29468809,2.77077667,0.06313619,2.87836617
-5.15957979,7.37558287,0.02299717,0.84557545,0.89132894,0.68789353,3.33716658,2.79350040,0.06142981,2.91030970
-5.15357679,7.42916872,0.02335723,0.85019545,0.89931489,0.69472361,3.37567930,2.81459473,0.05965268,2.93791574
-5.14757379,7.47427822,0.02367999,0.85420997,0.90593269,0.70045206,3.40938349,2.83366199,0.05783367,2.96091484
-5.14157079,7.51018082,0.02396236,0.85745492,0.91110873,0.70505971,3.43754602,2.85034034,0.05600239,2.97912589
-5.13556778,7.53633368,0.02420228,0.85978356,0.91480022,0.70854403,3.45956968,2.86432130,0.05418847,2.99246357
-5.12956478,7.55241009,0.02439881,0.86107305,0.91699713,0.71091955,3.47501592,2.87536622,0.05242087,3.00094335
-5.12356178,7.55832163,0.02455213,0.86123039,0.91772304,0.71221804,3.48362248,2.88332054,0.05072722,3.00468341
-5.11755878,7.55423244,0.02466357,0.86019738,0.91703451,0.71248822,3.48531507,2.88812509,0.04913324,3.00390326
-5.11155578,7.54056440,0.02473556,0.85795444,0.91501925,0.71179508,3.48021223,2.88982345,0.04766208,2.99891881
-5.10555278,7.51799246,0.02477152,0.85452285,0.91179295,0.71021874,3.46862301,2.88856513,0.04633388,2.99013392
-5.09954977,7.48742978,0.02477583,0.84996555,0.90749489,0.70785276,3.45103742,2.88460397,0.04516530,2.97802873
-5.09354677,7.45000319,0.02475356,0.84438620,0.90228260,0.70480212,3.42811010,2.87829193,0.04416916,2.96314492
-5.08754377,7.40701976,0.02471036,0.83792668,0.89632580,0.70118077,3.40063778,2.87006847,0.04335419,2.94606870
-5.08154077,7.35992586,0.02465222,0.83076308,0.88979978,0.69710886,3.36953170,2.86044584,0.04272488,2.92741211
-5.07553777,7.31026047,0.02458518,0.82310034,0.88287876,0.69270977,3.33578624,2.84999124,0.04228142,2.90779331
-5.06953477,7.25960500,0.02451513,0.81516587,0.87572934,0.68810708,3.30044510,2.83930646,0.04201976,2.88781701
-5.06353177,7.20953173,0.02444754,0.80720226,0.86850456,0.68342156,3.26456671,2.82900616,0.04193174,2.86805555
-5.05752876,7.16155337,0.02438722,0.79945962,0.86133869,0.67876826,3.22919027,2.81969582,0.04200540,2.84903183
-5.05152576,7.11707607,0.02433810,0.79218769,0.85434314,0.67425398,3.19530401,2.81195033,0.04222534,2.83120451
-5.04552276,7.07735788,0.02430309,0.78562812,0.84760362,0.66997506,3.16381678,2.80629440,0.04257313,2.81495641
-5.03951976,7.04347454,0.02428396,0.78000722,0.84117870,0.66601572,3.13553425,2.80318554,0.04302792,2.80058641
-5.03351676,7.01629407,0.02428127,0.77552948,0.83509976,0.66244696,3.11114040,2.80300040,0.04356700,2.78830523
-5.02751376,6.99646085,0.02429438,0.77237200,0.82937245,0.65932603,3.09118474,2.80602506,0.04416650,2.77823513
-5.02151076,6.98438991,0.02432155,0.77068010,0.82397932,0.65669657,3.07607579,2.81244950,0.04480208,2.77041349
-5.01550775,6.98027108,0.02436005,0.77056418,0.81888374,0.65458934,3.06608031,2.82236643,0.04544963,2.76479998
-5.00950475,6.98408250,0.02440639,0.77209788,0.81403457,0.65302353,3.06132825,2.83577431,0.04608603,2.76128676
-5.00350175,6.99561240,0.02445652,0.77531760,0.80937158,0.65200850,3.06182274,2.85258416,0.04668980,2.75971122
-4.99749875,7.01448774,0.02450616,0.78022323,0.80483110,0.65154598,3.06745419,2.87262981,0.04724173,2.75987043
-4.99149575,7.04020791,0.02455106,0.78678015,0.80035173,0.65163235,3.07801779,2.89568068,0.04772547,2.76153662
-4.98549275,7.07218165,0.02458733,0.79492211,0.79587975,0.65226125,3.09323320,2.92145654,0.04812794,2.76447277
-4.97948974,7.10976511,0.02461169,0.80455512,0.79137396,0.65342591,3.11276543,2.94964332,0.04843975,2.76844762
-4.97348674,7.15229914,0.02462176,0.81556182,0.78680967,0.65512150,3.13624589,2.97990910,0.04865535,2.77324928
-4.96748374,7.19914384,0.02461626,0.82780641,0.78218173,0.65734699,3.16329255,3.01191959,0.04877315,2.77869687
-4.96148074,7.24970887,0.02459514,0.84113970,0.77750640,0.66010661,3.19352827,3.04535220,0.04879546,2.78464967
-4.95547774,7.30347787,0.02455966,0.85540413,0.77282203,0.66341085,3.22659655,3.07990824,0.04872828,2.79101336
-4.94947474,7.36002621,0.02451241,0.87043858,0.76818848,0.66727665,3.26217413,3.11532255,0.04858097,2.79774312
-4.94347174,7.41903100,0.02445726,0.88608267,0.76368541,0.67172707,3.29997969,3.15137024,0.04836579,2.80484360
-4.93746873,7.48027337,0.02439915,0.90218050,0.75940947,0.67679024,3.33977864,3.18787039,0.04809738,2.81236570
-4.93146573,7.54363266,0.02434394,0.91858359,0.75547055,0.68249759,3.38138367,3.22468638,0.04779208,2.82040050
-4.92546273,7.60907321,0.02429813,0.93515293,0.75198731,0.68888155,3.42465122,3.26172317,0.04746730,2.82907053
-4.91945973,7.67662421,0.02426852,0.95176016,0.74908209,0.69597276,3.46947403,3.29892150,0.04714074,2.83851891
-4.91345673,7.74635385,0.02426192,0.96828774,0.74687556,0.70379681,3.51577029,3.33624946,0.04682974,2.84889688
-4.90745373,7.81833890,0.02428478,0.98462830,0.74548116,0.71237081,3.56346993,3.37369183,0.04655056,2.86035016
-4.90145073,7.89263143,0.02434284,1.00068315,0.74499967,0.72169990,3.61249889,3.41123775,0.04631778,2.87300499
-4.89544772,7.96922422,0.02444081,1.01636013,0.74551414,0.73177384,3.66276213,3.44886737,0.04614373,2.88695428
-4.88944472,8.04801691,0.02458209,1.03157102,0.74708524,0.74256388,3.71412657,3.48653828,0.04603808,2.90224471
-4.88344172,8.12878471,0.02476856,1.04622873,0.74974736,0.75402020,3.76640492,3.52417231,0.04600745,2.91886525
-4.87743872,8.21115154,0.02500035,1.06024448,0.75350550,0.76606993,3.81934148,3.56164374,0.04605523,2.93673785
-4.87143572,8.29456955,0.02527579,1.07352534,0.75833320,0.77861600,3.87260107,3.59876956,0.04618149,2.95571077
-4.86543272,8.37830650,0.02559133,1.08597224,0.76417150,0.79153700,3.92576189,3.63530249,0.04638302,2.97555505
-4.85942971,8.46144247,0.02594162,1.09747886,0.77092908,0.80468797,3.97831324,3.67092761,0.04665347,2.99596443
-4.85342671,8.54287674,0.02631961,1.10793151,0.77848358,0.81790235,4.02965867,3.70526284,0.04698363,3.01655898
-4.84742371,8.62134551,0.02671673,1.11721015,0.78668411,0.83099498,4.07912476,3.73786388,0.04736182,3.03689256
-4.84142071,8.69545024,0.02712311,1.12519065,0.79535490,0.84376611,4.12597559,3.76823351,0.04777430,3.05646385
-4.83541771,8.76369632,0.02752795,1.13174823,0.80429997,0.85600635,4.16943267,3.79583535,0.04820579,3.07473093
-4.82941471,8.82454057,0.02791975,1.13676211,0.81330869,0.86750236,4.20869938,3.82011157,0.04864006,3.09112874
-4.82341171,8.87644615,0.02828675,1.14012100,0.82216215,0.87804310,4.24298927,3.84050405,0.04906045,3.10508889
-4.81740870,8.91794246,0.02861725,1.14172930,0.83063989,0.88742636,4.27155668,3.85647804,0.04945044,3.11606108
-4.81140570,8.94768742,0.02890003,1.14151366,0.83852694,0.89546541,4.29372824,3.86754735,0.04979423,3.12353509
-4.80540270,8.96452921,0.02912465,1.13942947,0.84562084,0.90199535,4.30893381,3.87329985,0.05007721,3.12706254
-4.79939970,8.96756443,0.02928177,1.13546685,0.85173829,0.90687894,4.31673491,3.87342189,0.05028641,3.12627726
-4.79339670,8.95618945,0.02936349,1.12965590,0.85672119,0.91001167,4.31684932,3.86772038,0.05041087,3.12091330
-4.78739370,8.93014231,0.02936353,1.12207058,0.86044179,0.91132583,4.30917020,3.85614127,0.05044192,3.11081966
-4.78139070,8.88953254,0.02927740,1.11283106,0.86280680,0.91079331,4.29377865,3.83878309,0.05037337,3.09597098
-4.77538769,8.83485697,0.02910254,1.10210430,0.86376007,0.90842711,4.27094883,3.81590489,0.05020163,3.07647338
-4.76938469,8.76700028,0.02883836,1.09010254,0.86328398,0.90428137,4.24114515,3.78792755,0.04992567,3.05256528
-4.76338169,8.68721960,0.02848619,1.07707988,0.86139919,0.89844993,4.20501150,3.75542832,0.04954696,3.02461278
-4.75737869,8.59711347,0.02804924,1.06332675,0.85816303,0.89106362,4.16335277,3.71912838,0.04906931,2.99309986
-4.75137569,8.49857597,0.02753243,1.04916263,0.85366641,0.88228608,4.11710961,3.67987378,0.04849859,2.95861358
-4.74537269,8.39373791,0.02694223,1.03492722,0.84802946,0.87230859,4.06732731,3.63861025,0.04784247,2.92182490
-4.73936968,8.28489714,0.02628642,1.02097029,0.84139613,0.86134395,4.01512028,3.59635303,0.04711003,2.88346589
-4.73336668,8.17444101,0.02557385,1.00764078,0.83392794,0.84961969,3.96163373,3.55415256,0.04631142,2.84430431
-4.72736368,8.06476409,0.02481415,0.99527547,0.82579727,0.83737090,3.90800412,3.51305776,0.04545746,2.80511650
-4.72136068,7.95818452,0.02401747,0.98418771,0.81718029,0.82483296,3.85532009,3.47407802,0.04455925,2.76665986
-4.71535768,7.85686248,0.02319417,0.97465661,0.80825014,0.81223437,3.80458561,3.43814588,0.04362781,2.72964591
-4.70935468,7.76272409,0.02235460,0.96691720,0.79917035,0.79979015,3.75668663,3.40608156,0.04267373,2.69471525
-4.70335168,7.67739379,0.02150882,0.96115186,0.79008894,0.78769571,3.71236252,3.37856118,0.04170692,2.66241521
-4.69734867,7.60213801,0.02066639,0.95748329,0.78113348,0.77612180,3.67218351,3.35608972,0.04073631,2.63318135
-4.69134567,7.53782224,0.01983621,0.95596944,0.77240711,0.76521036,3.63653452,3.33898011,0.03976975,2.60732329
-4.68534267,7.48488321,0.01902635,0.95660040,0.76398583,0.75507164,3.60560609,3.32733929,0.03881381,2.58501573
-4.67933967,7.44331732,0.01824397,0.95929745,0.75591708,0.74578255,3.57939245,3.32106188,0.03787381,2.56629464
-4.67333667,7.41268572,0.01749525,0.96391437,0.74821957,0.73738634,3.55769664,3.31983192,0.03695375,2.55105918
-4.66733367,7.39213587,0.01678535,0.97024082,0.74088441,0.72989358,3.54014227,3.32313264,0.03605647,2.53907884
-4.66133067,7.38043873,0.01611848,0.97800790,0.73387740,0.72328441,3.52619148,3.33026407,0.03518368,2.53000585
-4.65532766,7.37604025,0.01549789,0.98689559,0.72714235,0.71751191,3.51516820,3.34036798,0.03433622,2.52339204
-4.64932466,7.37712518,0.01492597,0.99654203,0.72060527,0.71250652,3.50628586,3.35245913,0.03351417,2.51870974
-4.64332166,7.38169074,0.01440435,1.00655412,0.71417917,0.70818127,3.49867860,3.36546190,0.03271715,2.51537558
