energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.86793397,2.69988619,0.01376193,0.23419490,0.06833101,2.02625087,1.03802247,0.04274622,1.26170981
-5.86193097,2.57772841,0.01408112,0.22423482,0.06184856,1.91222910,0.99509828,0.04024673,1.20504155
-5.85592796,2.46420901,0.01450026,0.21473476,0.05626300,1.80221023,0.95599836,0.03775619,1.15281290
-5.84992496,2.36130474,0.01502466,0.20586485,0.05155968,1.69718619,0.92165252,0.03529209,1.10595758
-5.84392196,2.27105746,0.01565763,0.19781103,0.04771361,1.59821520,0.89302279,0.03287231,1.06543096
-5.83791896,2.19553670,0.01640013,0.19077078,0.04469099,1.50639903,0.87108768,0.03051463,1.03219298
-5.83191596,2.13679467,0.01725044,0.18494811,0.04245053,1.42285545,0.85682281,0.02823631,1.00718765
-5.82591296,2.09681498,0.01820397,0.18054773,0.04094482,1.34868699,0.85117859,0.02605363,0.99131965
-5.81990995,2.07745654,0.01925307,0.17776883,0.04012134,1.28494728,0.85505526,0.02398143,0.98542859
-5.81390695,2.08039427,0.02038696,0.17679844,0.03992356,1.23260618,0.86927602,0.02203272,0.99026185
-5.80790395,2.10705865,0.02159178,0.17780479,0.04029169,1.19251505,0.89455906,0.02021834,1.00644677
-5.80190095,2.15857618,0.02285074,0.18093063,0.04116353,1.16537342,0.93148933,0.01854669,1.03446316
-5.79589795,2.23571288,0.02414441,0.18628702,0.04247509,1.15169836,0.98049121,0.01702355,1.07461716
-5.78989495,2.33882339,0.02545111,0.19394761,0.04416122,1.15179756,1.04180312,0.01565200,1.12701772
-5.78389195,2.46780786,0.02674739,0.20394360,0.04615628,1.16574739,1.11545541,0.01443243,1.19155654
-5.77788894,2.62207910,0.02800869,0.21625986,0.04839470,1.19337678,1.20125267,0.01336262,1.26789283
-5.77188594,2.80054233,0.02920994,0.23083214,0.05081170,1.23425785,1.29876183,0.01243797,1.35544398
-5.76588294,3.00158949,0.03032631,0.24754569,0.05334403,1.28770406,1.40730717,0.01165170,1.45338293
-5.75987994,3.22311006,0.03133392,0.26623545,0.05593072,1.35277636,1.52597325,0.01099520,1.56064342
-5.75387694,3.46251957,0.03221060,0.28668802,0.05851404,1.42829782,1.65361669,0.01045838,1.67593346
-5.74787394,3.71680670,0.03293653,0.30864525,0.06104035,1.51287684,1.78888721,0.01003007,1.79775761
-5.74187094,3.98259887,0.03349487,0.33180980,0.06346120,1.60493876,1.93025801,0.00969840,1.92444806
-5.73586793,4.25624568,0.03387226,0.35585231,0.06573433,1.70276550,2.07606541,0.00945125,2.05420408
-5.72986493,4.53391846,0.03405920,0.38042022,0.06782473,1.80454231,2.22455660,0.00927662,2.18513920
-5.72386193,4.81172318,0.03405034,0.40514798,0.06970572,1.90841058,2.37394444,0.00916303,2.31533479
-5.71785893,5.08582341,0.03384460,0.42966829,0.07135989,2.01252506,2.52246736,0.00909988,2.44289850
-5.71185593,5.35256866,0.03344511,0.45362402,0.07278002,2.11511366,2.66845201,0.00907773,2.56602543
-5.70585293,5.60862318,0.03285911,0.47668033,0.07396984,2.21453769,2.81037620,0.00908862,2.68305966
-5.69984992,5.85108957,0.03209761,0.49853645,0.07494463,2.30935014,2.94692891,0.00912628,2.79255363
-5.69384692,6.07762148,0.03117505,0.51893670,0.07573154,2.39834954,3.07706461,0.00918631,2.89332261
-5.68784392,6.28651963,0.03010876,0.53768000,0.07636975,2.48062698,3.20004884,0.00926628,2.98449156
-5.68184092,6.47680602,0.02891846,0.55462760,0.07691027,2.55560399,3.31549233,0.00936583,3.06553204
-5.67583792,6.64827177,0.02762564,0.56970844,0.07741547,2.62305914,3.42337142,0.00948667,3.13628703
-5.66983492,6.80149533,0.02625299,0.58292187,0.07795819,2.68314200,3.52403316,0.00963252,3.19698194
-5.66383192,6.93782892,0.02482375,0.59433744,0.07862060,2.73637312,3.61818415,0.00980901,3.24822101
-5.65782891,7.05935275,0.02336116,0.60409178,0.07949258,2.78362969,3.70686302,0.01002352,3.29096868
-5.65182591,7.16879808,0.02188794,0.61238252,0.08066981,2.82611703,3.79139739,0.01028498,3.32651633
-5.64582291,7.26944196,0.02042580,0.61945952,0.08225152,2.86532673,3.87334693,0.01060358,3.35643575
-5.63981991,7.36497775,0.01899505,0.62561377,0.08433783,2.90298289,3.95443502,0.01099046,3.38252106
-5.63381691,7.45936709,0.01761424,0.63116445,0.08702691,2.94097863,4.03647208,0.01145740,3.40672155
-5.62781391,7.55667979,0.01629996,0.63644465,0.09041190,2.98130526,4.12127429,0.01201638,3.43106853
-5.62181091,7.66092887,0.01506660,0.64178656,0.09457758,3.02597712,4.21058147,0.01267922,3.45759919
-5.61580790,7.77590811,0.01392628,0.64750668,0.09959715,3.07695506,4.30597807,0.01345716,3.48828102
-5.60980490,7.90503935,0.01288882,0.65389177,0.10552888,3.13607177,4.40882115,0.01436042,3.52493983
-5.60380190,8.05123627,0.01196172,0.66118631,0.11241303,3.20496192,4.52017843,0.01539781,3.56919453
-5.59779890,8.21679006,0.01115027,0.66958181,0.12026894,3.28499982,4.64077943,0.01657637,3.62240118
-5.59179590,8.40328169,0.01045768,0.67920864,0.12909262,3.37724700,4.77098127,0.01790100,3.68560822
-5.58579290,8.61152342,0.00988524,0.69013065,0.13885478,3.48241155,4.91075060,0.01937418,3.75952443
-5.57978989,8.84153124,0.00943250,0.70234268,0.14949952,3.60082041,5.05966156,0.02099572,3.84450019
-5.57378689,9.09252782,0.00909754,0.71577121,0.16094380,3.73240541,5.21690927,0.02276264,3.94052194
-5.56778389,9.36297443,0.00887721,0.73027784,0.17307775,3.87670306,5.38133732,0.02466905,4.04721943
-5.56178089,9.65062891,0.00876740,0.74566549,0.18576585,4.03286756,5.55147729,0.02670618,4.16388438
-5.55577789,9.95262575,0.00876335,0.76168696,0.19884909,4.19969601,5.72559764,0.02886245,4.28949898
-5.54977489,10.26557356,0.00885993,0.77805533,0.21214803,4.37566444,5.90175925,0.03112363,4.42277229
-5.54377189,10.58566501,0.00905193,0.79445580,0.22546682,4.55897261,6.07787480,0.03347314,4.56218243
-5.53776888,10.90879383,0.00933442,0.81055827,0.23859795,4.74759572,6.25176904,0.03589233,4.70602256
-5.53176588,11.23067429,0.00970293,0.82603029,0.25132769,4.93934074,6.42123785,0.03836086,4.85244847
-5.52576288,11.54695837,0.01015378,0.84054960,0.26344209,5.13190512,6.58410371,0.04085715,4.99952615
-5.51975988,11.85334695,0.01068430,0.85381597,0.27473316,5.32293564,6.73826626,0.04335884,5.14527774
-5.51375688,12.14569190,0.01129297,0.86556173,0.28500522,5.51008561,6.88174683,0.04584320,5.28772477
-5.50775388,12.42008682,0.01197957,0.87556072,0.29408098,5.69106839,7.01272651,0.04828765,5.42492778
-5.50175088,12.67294481,0.01274526,0.88363528,0.30180720,5.86370584,7.12957747,0.05067015,5.55502190
-5.49574787,12.90106273,0.01359253,0.88966123,0.30805967,6.02597067,7.23088803,0.05296961,5.67624802
-5.48974487,13.10167159,0.01452516,0.89357052,0.31274722,6.17602160,7.31548184,0.05516621,5.78697984
-5.48374187,13.27247349,0.01554799,0.89535173,0.31581468,6.31223107,7.38243170,0.05724168,5.88574659
-5.47773887,13.41166581,0.01666674,0.89504848,0.31724452,6.43320540,7.43106881,0.05917950,5.97125202
-5.47173587,13.51795343,0.01788765,0.89275571,0.31705726,6.53779737,7.46098781,0.06096507,6.04238974
-5.46573287,13.59055010,0.01921708,0.88861438,0.31531036,6.62511189,7.47204807,0.06258570,6.09825519
-5.45972986,13.62916980,0.02066107,0.88280447,0.31209598,6.69450536,7.46437131,0.06403072,6.13815448
-5.45372686,13.63400917,0.02222487,0.87553700,0.30753737,6.74557957,7.43833570,0.06529139,6.16161015
-5.44772386,13.60572179,0.02391240,0.86704510,0.30178430,6.77817101,7.39456615,0.06636085,6.16836396
-5.44172086,13.54538526,0.02572581,0.85757468,0.29500763,6.79233676,7.33392065,0.06723401,6.15837645
-5.43571786,13.45446181,0.02766497,0.84737496,0.28739333,6.78833770,7.25747235,0.06790753,6.13182344
-5.42971486,13.33475328,0.02972712,0.83668932,0.27913615,6.76662017,7.16648728,0.06837963,6.08908917
-5.42371186,13.18835135,0.03190650,0.82574669,0.27043337,6.72779669,7.06239769,0.06865013,6.03075602
-5.41770885,13.01758404,0.03419422,0.81475388,0.26147872,6.67262649,6.94677106,0.06872033,5.95759098
-5.41170585,12.82495953,0.03657814,0.80388901,0.25245694,6.60199631,6.82127555,0.06859302,5.87052865
-5.40570285,12.61310851,0.03904295,0.79329637,0.24353900,6.51690182,6.68764220,0.06827248,5.77065133
-5.39969985,12.38472644,0.04157043,0.78308271,0.23487830,6.41842975,6.54762530,0.06776452,5.65916626
-5.39369685,12.14251706,0.04413981,0.77331525,0.22660794,6.30774087,6.40296179,0.06707651,5.53738066
-5.38769385,11.88913846,0.04672830,0.76402114,0.21883901,6.18605358,6.25533125,0.06621737,5.40667505
-5.38169085,11.62715328,0.04931175,0.75518870,0.21166010,6.05462810,6.10631779,0.06519767,5.26847561
-5.37568784,11.35898401,0.05186538,0.74676997,0.20513769,5.91475097,5.95737530,0.06402956,5.12422616
-5.36968484,11.08687453,0.05436463,0.73868471,0.19931758,5.76771971,5.80979728,0.06272671,4.97536073
-5.36368184,10.81285857,0.05678596,0.73082543,0.19422697,5.61482739,5.66469235,0.06130428,4.82327717
-5.35767884,10.53873575,0.05910776,0.72306336,0.18987711,5.45734721,5.52296621,0.05977866,4.66931269
-5.35167584,10.26605507,0.06131101,0.71525498,0.18626625,5.29651690,5.38531056,0.05816732,4.51472180
-5.34567284,9.99610600,0.06338005,0.70724883,0.18338266,5.13352318,5.25219914,0.05648850,4.36065714
-5.33966983,9.72991660,0.06530302,0.69889235,0.18120759,4.96948652,5.12389065,0.05476086,4.20815356
-5.33366683,9.46825809,0.06707225,0.69003843,0.17971778,4.80544640,5.00043813,0.05300313,4.05811575
-5.32766383,9.21165505,0.06868432,0.68055142,0.17888759,4.64234762,4.88170412,0.05123363,3.91130944
-5.32166083,8.96040043,0.07014004,0.67031230,0.17869043,4.48102809,4.76738055,0.04946990,3.76835627
-5.31565783,8.71457440,0.07144409,0.65922300,0.17909958,4.32220851,4.65701254,0.04772825,3.62973214
-5.30965483,8.47406611,0.07260448,0.64720952,0.18008825,4.16648460,4.55002485,0.04602334,3.49576904
-5.30365183,8.23859779,0.07363183,0.63422397,0.18162906,4.01432215,4.44575007,0.04436786,3.36666000
-5.29764882,8.00775030,0.07453850,0.62024538,0.18369286,3.86605537,4.34345757,0.04277218,3.24246695
-5.29164582,7.78098979,0.07533755,0.60527944,0.18624719,3.72188872,4.24238226,0.04124417,3.12313123
-5.28564282,7.55769502,0.07604176,0.58935722,0.18925445,3.58190244,4.14175261,0.03978906,3.00848637
-5.27963982,7.33718512,0.07666256,0.57253300,0.19267002,3.44606162,4.04081714,0.03840936,2.89827284
-5.27363682,7.11874764,0.07720903,0.55488143,0.19644045,3.31422876,3.93886920,0.03710498,2.79215439
-5.26763382,6.90166670,0.07768713,0.53649428,0.20050207,3.18617936,3.83526945,0.03587331,2.68973564
-5.26163082,6.68525119,0.07809897,0.51747689,0.20478004,3.06162010,3.72946608,0.03470954,2.59058049
-5.25562781,6.46886271,0.07844248,0.49794459,0.20918807,2.94020903,3.62101235,0.03360694,2.49423094
-5.24962481,6.25194310,0.07871116,0.47801928,0.21362894,2.82157691,3.50958159,0.03255725,2.40022592
-5.24362181,6.03404101,0.07889428,0.45782642,0.21799584,2.70534906,3.39497940,0.03155116,2.30811959
-5.23761881,5.81483713,0.07897729,0.43749238,0.22217444,2.59116683,3.27715295,0.03057875,2.21749881
-5.23161581,5.59416740,0.07894246,0.41714240,0.22604592,2.47870782,3.15619748,0.02962998,2.12799912
-5.22561281,5.37204340,0.07876984,0.39689916,0.22949047,2.36770418,3.03235964,0.02869520,2.03931904
-5.21960980,5.14866929,0.07843841,0.37688186,0.23239142,2.25795823,2.90603780,0.02776561,1.95123199
-5.21360680,4.92445447,0.07792728,0.35720590,0.23463962,2.14935483,2.77777929,0.02683363,1.86359581
-5.20760380,4.70002127,0.07721706,0.33798300,0.23613787,2.04187017,2.64827429,0.02589335,1.77635938
-5.20160080,4.47620703,0.07629118,0.31932169,0.23680530,1.93557652,2.51834680,0.02494074,1.68956619
-5.19559780,4.25406024,0.07513713,0.30132791,0.23658118,1.83064308,2.38894249,0.02397395,1.60335486
-5.18959480,4.03483045,0.07374761,0.28410582,0.23542819,1.72733279,2.26111374,0.02299344,1.51795654
-5.18359180,3.81995186,0.07212140,0.26775849,0.23333487,1.62599546,2.13600218,0.02200204,1.43368932
-5.17758879,3.61102101,0.07026401,0.25238845,0.23031704,1.52705764,2.01481899,0.02100497,1.35094998
-5.17158579,3.40976888,0.06818808,0.23809794,0.22641813,1.43100958,1.89882338,0.02000975,1.27020319
-5.16558279,3.21802806,0.06591344,0.22498887,0.22170840,1.33839009,1.78929984,0.01902611,1.19196884
-5.15957979,3.03769605,0.06346679,0.21316240,0.21628304,1.24976977,1.68753437,0.01806576,1.11680764
-5.15357679,2.87069535,0.06088119,0.20271808,0.21025924,1.16573351,1.59479055,0.01714220,1.04530582
-5.14757379,2.71893176,0.05819520,0.19375272,0.20377227,1.08686279,1.51228555,0.01627046,0.97805916
-5.14157079,2.58425174,0.05545181,0.18635887,0.19697095,1.01371849,1.44116685,0.01546684,0.91565700
-5.13556778,2.46840006,0.05269715,0.18062302,0.19001248,0.94682488,1.38248985,0.01474861,0.85866668
-5.12956478,2.37297880,0.04997910,0.17662373,0.18305706,0.88665518,1.33719685,0.01413373,0.80761884
-5.12356178,2.29940851,0.04734582,0.17442954,0.17626237,0.83361913,1.30609755,0.01364059,0.76299387
-5.11755878,2.24889257,0.04484428,0.17409696,0.16977835,0.78805294,1.28985143,0.01328772,0.72520997
-5.11155578,2.22238534,0.04251882,0.17566856,0.16374227,0.75021163,1.28895213,0.01309352,0.69461291
-5.10555278,2.22056459,0.04040980,0.17917115,0.15827452,0.72026405,1.30371386,0.01307600,0.67146766
-5.09954977,2.24380899,0.03855249,0.18461428,0.15347508,0.69829023,1.33426017,0.01325256,0.65595209
-5.09354677,2.29218055,0.03697606,0.19198894,0.14942092,0.68428126,1.38051506,0.01363968,0.64815263
-5.08754377,2.36541277,0.03570284,0.20126670,0.14616427,0.67814119,1.44219652,0.01425270,0.64806196
-5.08154077,2.46290424,0.03474782,0.21239906,0.14373200,0.67969088,1.51881281,0.01510551,0.65557868
-5.07553777,2.58371812,0.03411843,0.22531728,0.14212579,0.68867342,1.60966148,0.01621031,0.67050883
-5.06953477,2.72658752,0.03381456,0.23993244,0.14132333,0.70476079,1.71383148,0.01757730,0.69256916
-5.06353177,2.88992678,0.03382884,0.25613599,0.14128021,0.72756147,1.83020858,0.01921433,0.72139202
-5.05752876,3.07184869,0.03414718,0.27380049,0.14193256,0.75662867,1.95748419,0.02112664,0.75653188
-5.05152576,3.27018769,0.03474949,0.29278076,0.14320018,0.79146889,2.09416807,0.02331650,0.79747302
-5.04552276,3.48252889,0.03561065,0.31291525,0.14499006,0.83155069,2.23860490,0.02578286,0.84363860
-5.03951976,3.70624263,0.03670156,0.33402772,0.14720009,0.87631320,2.38899487,0.02852112,0.89440067
-5.03351676,3.93852444,0.03799035,0.35592919,0.14972293,0.92517456,2.54341840,0.03152277,0.94909107
-5.02751376,4.17643973,0.03944366,0.37842009,0.15244966,0.97753988,2.69986471,0.03477524,1.00701294
-5.02151076,4.41697262,0.04102786,0.40129269,0.15527334,1.03280874,2.85626405,0.03826170,1.06745269
-5.01550775,4.65707815,0.04271038,0.42433368,0.15809219,1.09038226,3.01052306,0.04196099,1.12969205
-5.00950475,4.89373664,0.04446078,0.44732703,0.16081235,1.14966959,3.16056259,0.04584766,1.19302012
-5.00350175,5.12400914,0.04625181,0.47005693,0.16335014,1.21009385,3.30435714,0.04989211,1.25674494
-4.99749875,5.34509251,0.04806029,0.49231097,0.16563385,1.27109753,3.43997487,0.05406087,1.32020447
-4.99149575,5.55437270,0.04986766,0.51388337,0.16760489,1.33214742,3.56561713,0.05831699,1.38277660
-4.98549275,5.74947463,0.05166043,0.53457829,0.16921838,1.39273897,3.67965603,0.06262061,1.44388815
-4.97948974,5.92830726,0.05343027,0.55421316,0.17044330,1.45240026,3.78066907,0.06692963,1.50302237
-4.97348674,6.08910243,0.05517388,0.57262193,0.17126196,1.51069552,3.86746937,0.07120053,1.55972518
-4.96748374,6.23044623,0.05689256,0.58965825,0.17166918,1.56722821,3.93913047,0.07538927,1.61360981
-4.96148074,6.35130194,0.05859154,0.60519840,0.17167098,1.62164399,3.99500469,0.07945235,1.66436004
-4.95547774,6.45102403,0.06027916,0.61914405,0.17128297,1.67363325,4.03473436,0.08334784,1.71173202
-4.94947474,6.52936276,0.06196579,0.63142458,0.17052857,1.72293361,4.05825534,0.08703653,1.75555501
-4.94347174,6.58645969,0.06366273,0.64199914,0.16943702,1.76933240,4.06579289,0.09048305,1.79573108
-4.93746873,6.62283440,0.06538102,0.65085816,0.16804138,1.81266902,4.05784985,0.09365695,1.83223411
-4.93146573,6.63936338,0.06713029,0.65802450,0.16637658,1.85283754,4.03518782,0.09653374,1.86510844
-4.92546273,6.63725211,0.06891768,0.66355400,0.16447751,1.88978930,3.99880193,0.09909579,1.89446730
-4.91945973,6.61800166,0.07074695,0.66753547,0.16237741,1.92353565,3.94989050,0.10133316,1.92049130
-4.91345673,6.58337119,0.07261778,0.67009024,0.16010642,1.95415068,3.88982061,0.10324414,1.94342699
-4.90745373,6.53533769,0.07452534,0.67137097,0.15769043,1.98177382,3.82009099,0.10483571,1.96358567
-4.90145073,6.47605427,0.07646009,0.67155996,0.15515035,2.00661200,3.74229368,0.10612370,1.98134209
-4.89544772,6.40780804,0.07840796,0.67086678,0.15250158,2.02894116,3.65807565,0.10713274,1.99713304
-4.88944472,6.33297831,0.08035071,0.66952528,0.14975396,2.04910649,3.56910170,0.10789592,2.01145523
-4.88344172,6.25399565,0.08226665,0.66778984,0.14691193,2.06752123,3.47701954,0.10845415,2.02486200
-4.87743872,6.17330178,0.08413150,0.66593101,0.14397507,2.08466315,3.38342795,0.10885534,2.03795846
-4.87143572,6.09331030,0.08591945,0.66423031,0.14093889,2.10106855,3.28984836,0.10915320,2.05139420
-4.86543272,6.01636770,0.08760432,0.66297433,0.13779574,2.11732308,3.19770035,0.10940585,2.06585318
-4.85942971,5.94471418,0.08916071,0.66244803,0.13453596,2.13404905,3.10828083,0.10967414,2.08204028
-4.85342671,5.88044375,0.09056509,0.66292742,0.13114905,2.15188912,3.02274687,0.11001979,2.10066410
-4.84742371,5.82546302,0.09179685,0.66467152,0.12762485,2.17148626,2.94210187,0.11050342,2.12241610
-4.84142071,5.78144881,0.09283905,0.66791390,0.12395470,2.19346021,2.86718451,0.11118231,2.14794605
-4.83541771,5.74980441,0.09367903,0.67285385,0.12013243,2.21838099,2.79866028,0.11210831,2.17783448
-4.82941471,5.73161555,0.09430869,0.67964758,0.11615527,2.24674023,2.73701504,0.11332555,2.21256280
-4.82341171,5.72760691,0.09472451,0.68839963,0.11202447,2.27892148,2.68255053,0.11486846,2.25248235
-4.81740870,5.73810121,0.09492734,0.69915491,0.10774573,2.31517066,2.63538159,0.11675979,2.29778378
-4.81140570,5.76298283,0.09492187,0.71189186,0.10332941,2.35556844,2.59543538,0.11900902,2.34846846
-4.80540270,5.80166865,0.09471590,0.72651696,0.09879048,2.40000600,2.56245266,0.12161104,2.40432366
-4.79939970,5.85308863,0.09431955,0.74286123,0.09414820,2.44816595,2.53599167,0.12454532,2.46490346
-4.79339670,5.91567919,0.09374422,0.76067893,0.08942566,2.49951008,2.51543511,0.12777553,2.52951697
-4.78739370,5.98739139,0.09300170,0.77964897,0.08464910,2.55327513,2.50000064,0.13124980,2.59722560
-4.78139070,6.06571640,0.09210317,0.79937909,0.07984712,2.60847800,2.48875560,0.13490143,2.66685036
-4.77538769,6.14772910,0.09105851,0.81941307,0.07504980,2.66393080,2.48063612,0.13865037,2.73698998
-4.76938469,6.23015049,0.08987555,0.83924080,0.07028776,2.71826602,2.47447092,0.14240513,2.80605013
-4.76338169,6.30942822,0.08855976,0.85831128,0.06559127,2.76997147,2.46900974,0.14606535,2.87228302
-4.75737869,6.38183334,0.08711402,0.87604785,0.06098937,2.81743413,2.46295589,0.14952474,2.93383666
-4.75137569,6.44357057,0.08553871,0.89186558,0.05650914,2.85899112,2.45500241,0.15267445,2.98881175
-4.74537269,6.49089833,0.08383204,0.90518974,0.05217498,2.89298624,2.44387068,0.15540665,3.03532430
-4.73936968,6.52025353,0.08199057,0.91547505,0.04800816,2.91782925,2.42835033,0.15761819,3.07157112
-4.73336668,6.52837625,0.08000988,0.92222452,0.04402645,2.93205559,2.40733888,0.15921420,3.09589533
-4.72736368,6.51242849,0.07788541,0.92500733,0.04024391,2.93438352,2.37987956,0.16011151,3.10684888
-4.72136068,6.47010165,0.07561332,0.92347468,0.03667086,2.92376609,2.34519573,0.16024168,3.10324900
-4.71535768,6.39970753,0.07319135,0.91737311,0.03331399,2.89943528,2.30272023,0.15955347,3.08422587
-4.70935468,6.30024852,0.07061962,0.90655444,0.03017656,2.86093630,2.25211851,0.15801477,3.04925921
-4.70335168,6.17146367,0.06790129,0.89098195,0.02725875,2.80815028,2.19330431,0.15561376,2.99820189
-4.69734867,6.01384827,0.06504308,0.87073255,0.02455806,2.74130423,2.12644729,0.15235935,2.93128959
-4.69134567,5.82864637,0.06205562,0.84599470,0.02206974,2.66096806,2.05197227,0.14828083,2.84913596
-4.68534267,5.61781660,0.05895346,0.81706243,0.01978735,2.56803874,1.97055024,0.14342673,2.75271377
-4.67933967,5.38397345,0.05575507,0.78432548,0.01770318,2.46371265,1.88308166,0.13786309,2.64332306
-4.67333667,5.13030695,0.05248242,0.74825640,0.01580878,2.34944752,1.79067302,0.13167101,2.52254795
-4.66733367,4.86048501,0.04916055,0.70939492,0.01409539,2.22691614,1.69460773,0.12494384,2.39220452
-4.66133067,4.57854317,0.04581688,0.66833065,0.01255439,2.09795394,1.59631296,0.11778398,2.25428208
-4.65532766,4.28876707,0.04248048,0.62568469,0.01117764,1.96450316,1.49732380,0.11029945,2.11088103
-4.64932466,3.99557269,0.03918129,0.58209106,0.00995785,1.82855610,1.39924630,0.10260056,1.96414973
-4.64332166,3.70338966,0.03594924,0.53817880,0.00888881,1.69209985,1.30372084,0.09479654,1.81622354
-4.63731866,3.41655180,0.03281352,0.49455526,0.00796563,1.55706479,1.21238703,0.08699250,1.66916804
-4.63131566,3.13919859,0.02980184,0.45179141,0.00718492,1.42527863,1.12685097,0.07928678,1.52492892
-4.62531266,2.87519042,0.02693984,0.41040937,0.00654491,1.29842733,1.04865579,0.07176862,1.38528966
-4.61930965,2.62803901,0.02425058,0.37087264,0.00604555,1.17802394,0.97925539,0.06451646,1.25183832
-4.61330665,2.40085384,0.02175422,0.33357908,0.00568851,1.06538552,0.91999172,0.05759670,1.12594382
-4.60730365,2.19630413,0.01946778,0.29885662,0.00547719,0.96161833,0.87207514,0.05106300,1.00874150
-4.60130065,2.01659523,0.01740508,0.26696158,0.00541662,0.86761056,0.83656734,0.04495607,0.90112767
-4.59529765,1.86345759,0.01557675,0.23807933,0.00551340,0.78403188,0.81436643,0.03930398,0.80376199
-4.58929465,1.73814612,0.01399039,0.21232691,0.00577543,0.71133877,0.80619329,0.03412281,0.71707663
-4.58329165,1.64144749,0.01265076,0.18975731,0.00621171,0.64978426,0.81257884,0.02941765,0.64129074
-4.57728864,1.57369308,0.01155998,0.17036484,0.00683200,0.59943102,0.83385169,0.02518383,0.57642876
-4.57128564,1.53477541,0.01071784,0.15409131,0.00764638,0.56016645,0.87012606,0.02140833,0.52234117
-4.56528264,1.52416650,0.01012201,0.14083266,0.00866482,0.53171878,0.92129004,0.01807128,0.47872641
-4.55927964,1.54093689,0.00976829,0.13044559,0.00989659,0.51367332,0.98699457,0.01514742,0.44515267
-4.55327664,1.58377498,0.00965074,0.12275399,0.01134966,0.50548821,1.06664395,0.01260763,0.42107889
-4.54727364,1.65100660,0.00976184,0.11755513,0.01303001,0.50650932,1.15938880,0.01042020,0.40587418
-4.54127064,1.74061564,0.01009254,0.11462522,0.01494098,0.51598417,1.26412257,0.00855214,0.39883542
-4.53526763,1.85026663,0.01063230,0.11372456,0.01708256,0.53307494,1.37948307,0.00697016,0.39920278
-4.52926463,1.97733078,0.01136904,0.11460212,0.01945070,0.55687097,1.50386012,0.00564162,0.40617349
-4.52326163,2.11891683,0.01228915,0.11699972,0.02203678,0.58640088,1.63541059,0.00453522,0.41891391
-4.51725863,2.27190816,0.01337745,0.12065575,0.02482706,0.62064507,1.77208171,0.00362155,0.43657051
-4.51125563,2.43300728,0.01461714,0.12530876,0.02780241,0.65854881,1.91164316,0.00287345,0.45827999
-4.50525263,2.59878829,0.01598987,0.13070074,0.03093807,0.69903641,2.05172806,0.00226627,0.48317925
-4.49924962,2.76575748,0.01747586,0.13658038,0.03420376,0.74102663,2.18988243,0.00177795,0.51041531
-4.49324662,2.93042145,0.01905402,0.14270629,0.03756391,0.78344959,2.32362206,0.00138908,0.53915574
