energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.88594297,3.15428627,0.00049177,0.36365845,0.33854078,0.89462000,0.52824077,1.36551414,0.01585939,0.62368569
-5.87993997,3.23504422,0.00046114,0.39520478,0.33861860,0.89498225,0.56221341,1.41262582,0.01589241,0.61808644
-5.87393697,3.31595231,0.00043605,0.42780672,0.33930624,0.89477661,0.59701655,1.45930318,0.01583963,0.61266503
-5.86793397,3.39538831,0.00041564,0.46113954,0.34041829,0.89373337,0.63223804,1.50474193,0.01570226,0.60725644
-5.86193097,3.47168989,0.00039913,0.49484813,0.34176839,0.89158553,0.66743624,1.54812654,0.01548308,0.60169277
-5.85592796,3.54319622,0.00038582,0.52855298,0.34317290,0.88807832,0.70214743,1.58865087,0.01518631,0.59580806
-5.84992496,3.60829142,0.00037505,0.56185726,0.34445458,0.88297886,0.73589463,1.62553933,0.01481743,0.58944328
-5.84392196,3.66544810,0.00036624,0.59435486,0.34544629,0.87608526,0.76819734,1.65806768,0.01438297,0.58245136
-5.83791896,3.71326902,0.00035888,0.62563909,0.34599430,0.86723481,0.79858199,1.68558252,0.01389030,0.57470197
-5.83191596,3.75052520,0.00035251,0.65531167,0.34596143,0.85631076,0.82659284,1.70751875,0.01334740,0.56608569
-5.82591296,3.77618877,0.00034676,0.68299189,0.34522961,0.84324746,0.85180271,1.72341413,0.01276261,0.55651752
-5.81990995,3.78945915,0.00034128,0.70832531,0.34370197,0.82803352,0.87382335,1.73292045,0.01214443,0.54593938
-5.81390695,3.78978154,0.00033583,0.73099181,0.34130418,0.81071288,0.89231486,1.73581075,0.01150132,0.53432166
-5.80790395,3.77685700,0.00033020,0.75071276,0.33798526,0.79138371,0.90699391,1.73198249,0.01084153,0.52166364
-5.80190095,3.75064395,0.00032422,0.76725687,0.33371755,0.77019537,0.91764034,1.72145646,0.01017288,0.50799280
-5.79589795,3.71135118,0.00031779,0.78044459,0.32849603,0.74734337,0.92410194,1.70437186,0.00950273,0.49336312
-5.78989495,3.65942300,0.00031083,0.79015102,0.32233711,0.72306283,0.92629721,1.68097757,0.00883777,0.47785253
-5.78389195,3.59551751,0.00030332,0.79630709,0.31527669,0.69762061,0.92421607,1.65162050,0.00818403,0.46155950
-5.77788894,3.52047914,0.00029525,0.79889924,0.30736790,0.67130661,0.91791844,1.61673141,0.00754677,0.44459918
-5.77188594,3.43530694,0.00028664,0.79796744,0.29867846,0.64442454,0.90753092,1.57680900,0.00693051,0.42709916
-5.76588294,3.34112016,0.00027752,0.79360196,0.28928778,0.61728265,0.89324171,1.53240318,0.00633897,0.40919508
-5.75987994,3.23912269,0.00026794,0.78593887,0.27928408,0.59018470,0.87529397,1.48409805,0.00577512,0.39102637
-5.75387694,3.13056785,0.00025795,0.77515468,0.26876141,0.56342168,0.85397806,1.43249547,0.00524124,0.37273221
-5.74787394,3.01672486,0.00024761,0.76146022,0.25781698,0.53726432,0.82962293,1.37819979,0.00473888,0.35444789
-5.74187094,2.89884817,0.00023698,0.74509413,0.24654856,0.51195684,0.80258696,1.32180414,0.00426901,0.33630178
-5.73586793,2.77815049,0.00022612,0.72631625,0.23505232,0.48771198,0.77324873,1.26387887,0.00383201,0.31841279
-5.72986493,2.65578025,0.00021510,0.70540098,0.22342098,0.46470744,0.74199801,1.20496204,0.00342778,0.30088858
-5.72386193,2.53280375,0.00020396,0.68263098,0.21174232,0.44308369,0.70922712,1.14555234,0.00305579,0.28382440
-5.71785893,2.41019214,0.00019276,0.65829133,0.20009806,0.42294329,0.67532313,1.08610420,0.00271516,0.26730248
-5.71185593,2.28881317,0.00018156,0.63266425,0.18856322,0.40435145,0.64066091,1.02702507,0.00240471,0.25139211
-5.70585293,2.16942728,0.00017041,0.60602451,0.17720564,0.38733787,0.60559722,0.96867449,0.00212302,0.23615005
-5.69984992,2.05268779,0.00015935,0.57863560,0.16608592,0.37189964,0.57046599,0.91136483,0.00186854,0.22162152
-5.69384692,1.93914434,0.00014843,0.55074668,0.15525756,0.35800510,0.53557465,0.85536325,0.00163956,0.20784133
-5.68784392,1.82924934,0.00013771,0.52259018,0.14476728,0.34559849,0.50120163,0.80089466,0.00143432,0.19483534
-5.68184092,1.72336643,0.00012722,0.49438026,0.13465545,0.33460509,0.46759490,0.74814527,0.00125106,0.18262201
-5.67583792,1.62178071,0.00011702,0.46631182,0.12495671,0.32493684,0.43497150,0.69726658,0.00108801,0.17121397
-5.66983492,1.52470973,0.00010714,0.43856015,0.11570049,0.31649814,0.40351789,0.64837944,0.00094342,0.16061961
-5.66383192,1.43231513,0.00009764,0.41128109,0.10691166,0.30919157,0.37339096,0.60157810,0.00081563,0.15084451
-5.65782891,1.34471405,0.00008855,0.38461159,0.09861114,0.30292351,0.34471970,0.55693406,0.00070306,0.14189282
-5.65182591,1.26199010,0.00007991,0.35867055,0.09081640,0.29760925,0.31760717,0.51449961,0.00060421,0.13376833
-5.64582291,1.18420345,0.00007175,0.33356003,0.08354204,0.29317761,0.29213284,0.47431109,0.00051769,0.12647541
-5.63981991,1.11139968,0.00006410,0.30936643,0.07680016,0.28957466,0.26835502,0.43639167,0.00044221,0.12001964
-5.63381691,1.04361719,0.00005699,0.28616185,0.07060079,0.28676663,0.24631328,0.40075386,0.00037659,0.11440817
-5.62781391,0.98089291,0.00005043,0.26400545,0.06495217,0.28474159,0.22603079,0.36740159,0.00031976,0.10964975
-5.62181091,0.92326624,0.00004443,0.24294466,0.05986099,0.28351014,0.20751654,0.33633204,0.00027074,0.10575451
-5.61580790,0.87078120,0.00003900,0.22301635,0.05533256,0.28310470,0.19076721,0.30753713,0.00022865,0.10273341
-5.60980490,0.82348670,0.00003416,0.20424784,0.05137089,0.28357777,0.17576877,0.28100474,0.00019273,0.10059741
-5.60380190,0.78143519,0.00002990,0.18665772,0.04797872,0.28499885,0.16249784,0.25671986,0.00016227,0.09935636
-5.59779890,0.74467970,0.00002621,0.17025653,0.04515748,0.28745050,0.15092259,0.23466537,0.00013667,0.09901778
-5.59179590,0.71326979,0.00002311,0.15504725,0.04290721,0.29102341,0.14100347,0.21482292,0.00011540,0.09958537
-5.58579290,0.68724643,0.00002059,0.14102568,0.04122636,0.29581096,0.13269355,0.19717354,0.00009801,0.10105754
-5.57978989,0.66663648,0.00001865,0.12818066,0.04011170,0.30190338,0.12593875,0.18169826,0.00008411,0.10342591
-5.57378689,0.65144702,0.00001729,0.11649426,0.03955800,0.30938195,0.12067785,0.16837866,0.00007337,0.10667394
-5.56778389,0.64166003,0.00001652,0.10594188,0.03955790,0.31831343,0.11684241,0.15719744,0.00006555,0.11077574
-5.56178089,0.63722779,0.00001635,0.09649242,0.04010166,0.32874519,0.11435680,0.14813882,0.00006043,0.11569522
-5.55577789,0.63806951,0.00001679,0.08810841,0.04117700,0.34070128,0.11313815,0.14118905,0.00005786,0.12138559
-5.54977489,0.64406936,0.00001788,0.08074626,0.04276899,0.35417965,0.11309653,0.13633676,0.00005775,0.12778939
-5.54377189,0.65507628,0.00001963,0.07435663,0.04486001,0.36915088,0.11413534,0.13357321,0.00006004,0.13483895
-5.53776888,0.67090561,0.00002207,0.06888490,0.04742983,0.38555841,0.11615194,0.13289247,0.00006472,0.14245753
-5.53176588,0.69134278,0.00002524,0.06427173,0.05045587,0.40332049,0.11903847,0.13429134,0.00007180,0.15056092
-5.52576288,0.71614867,0.00002918,0.06045387,0.05391356,0.42233370,0.12268315,0.13776913,0.00008136,0.15905968
-5.51975988,0.74506680,0.00003393,0.05736502,0.05777689,0.44247803,0.12697168,0.14332711,0.00009348,0.16786175
-5.51375688,0.77783190,0.00003952,0.05493678,0.06201927,0.46362339,0.13178897,0.15096762,0.00010827,0.17687554
-5.50775388,0.81417947,0.00004598,0.05309983,0.06661447,0.48563710,0.13702119,0.16069294,0.00012587,0.18601328
-5.50175088,0.85385606,0.00005336,0.05178502,0.07153783,0.50839238,0.14255778,0.17250374,0.00014643,0.19519444
-5.49574787,0.89662970,0.00006166,0.05092460,0.07676779,0.53177720,0.14829375,0.18639716,0.00017012,0.20434918
-5.48974487,0.94229997,0.00007091,0.05045341,0.08228747,0.55570327,0.15413185,0.20236465,0.00019715,0.21342155
-5.48374187,0.99070738,0.00008111,0.05031008,0.08808655,0.58011478,0.15998476,0.22038954,0.00022771,0.22237233
-5.47773887,1.04174152,0.00009224,0.05043807,0.09416329,0.60499649,0.16577704,0.24044440,0.00026205,0.23118129
-5.47173587,1.09534762,0.00010430,0.05078667,0.10052662,0.63038081,0.17144691,0.26248837,0.00030042,0.23984873
-5.46573287,1.15153123,0.00011723,0.05131187,0.10719837,0.65635362,0.17694763,0.28646454,0.00034314,0.24839621
-5.45972986,1.21036077,0.00013101,0.05197700,0.11421546,0.68305847,0.18224848,0.31229751,0.00039057,0.25686626
-5.45372686,1.27196780,0.00014558,0.05275319,0.12163204,0.71069906,0.18733534,0.33989132,0.00044312,0.26532114
-5.44772386,1.33654505,0.00016089,0.05361964,0.12952156,0.73953978,0.19221071,0.36912778,0.00050133,0.27384051
-5.44172086,1.40434212,0.00017686,0.05456359,0.13797857,0.76990426,0.19689317,0.39986550,0.00056581,0.28251815
-5.43571786,1.47565909,0.00019345,0.05558014,0.14712034,0.80217201,0.20141637,0.43193959,0.00063732,0.29145771
-5.42971486,1.55083823,0.00021061,0.05667166,0.15708811,0.83677304,0.20582742,0.46516214,0.00071677,0.30076763
-5.42371186,1.63025417,0.00022830,0.05784718,0.16804793,0.87418083,0.21018485,0.49932362,0.00080528,0.31055557
-5.41770885,1.71430275,0.00024653,0.05912134,0.18019109,0.91490363,0.21455609,0.53419512,0.00090413,0.32092225
-5.41170585,1.80338910,0.00026530,0.06051329,0.19373401,0.95947450,0.21901456,0.56953152,0.00101487,0.33195531
-5.40570285,1.89791533,0.00028468,0.06204536,0.20891752,1.00844036,0.22363663,0.60507540,0.00113925,0.34372318
-5.39969985,1.99826825,0.00030476,0.06374164,0.22600564,1.06235026,0.22849823,0.64056170,0.00127928,0.35626945
-5.39369685,2.10480752,0.00032569,0.06562644,0.24528347,1.12174341,0.23367160,0.67572298,0.00143724,0.36960787
-5.38769385,2.21785474,0.00034767,0.06772277,0.26705455,1.18713714,0.23922197,0.71029504,0.00161560,0.38371841
-5.38169085,2.33768359,0.00037094,0.07005087,0.29163728,1.25901515,0.24520461,0.74402282,0.00181707,0.39854451
-5.37568784,2.46451139,0.00039580,0.07262678,0.31936051,1.33781642,0.25166206,0.77666617,0.00204451,0.41399174
-5.36968484,2.59849215,0.00042261,0.07546113,0.35055824,1.42392483,0.25862190,0.80800555,0.00230089,0.42992806
-5.36368184,2.73971106,0.00045175,0.07855805,0.38556328,1.51765978,0.26609495,0.83784704,0.00258922,0.44618568
-5.35767884,2.88818028,0.00048368,0.08191439,0.42469998,1.61926776,0.27407415,0.86602676,0.00291246,0.46256456
-5.35167584,3.04383582,0.00051886,0.08551920,0.46827581,1.72891497,0.28253399,0.89241429,0.00327342,0.47883745
-5.34567284,3.20653505,0.00055778,0.08935343,0.51657202,1.84668072,0.29143060,0.91691489,0.00367464,0.49475627
-5.33966983,3.37605450,0.00060095,0.09339006,0.56983333,1.97255164,0.30070243,0.93947046,0.00411827,0.51005957
-5.33366683,3.55208734,0.00064886,0.09759440,0.62825676,2.10641638,0.31027155,0.96005903,0.00460593,0.52448089
-5.32766383,3.73424030,0.00070202,0.10192470,0.69197997,2.24806057,0.32004537,0.97869281,0.00513857,0.53775742
-5.32166083,3.92202948,0.00076086,0.10633305,0.76106919,2.39716202,0.32991884,0.99541468,0.00571636,0.54963882
-5.31565783,4.11487493,0.00082580,0.11076639,0.83550728,2.55328588,0.33977691,1.01029344,0.00633856,0.55989556
-5.30965483,4.31209409,0.00089719,0.11516775,0.91518237,2.71587985,0.34949721,1.02341772,0.00700341,0.56832662
-5.30365183,4.51289407,0.00097531,0.11947754,0.99987761,2.88426962,0.35895282,1.03488905,0.00770803,0.57476602
-5.29764882,4.71636359,0.00106034,0.12363492,1.08926258,3.05765475,0.36801504,1.04481418,0.00844841,0.57908795
-5.29164582,4.92146510,0.00115237,0.12757917,1.18288713,3.23510545,0.37655609,1.05329729,0.00921936,0.58121030
-5.28564282,5.12702823,0.00125139,0.13125100,1.28017821,3.41556105,0.38445167,1.06043221,0.01001455,0.58109647
-5.27963982,5.33174576,0.00135725,0.13459379,1.38044022,3.59783065,0.39158329,1.06629534,0.01082656,0.57875535
-5.27363682,5.53417339,0.00146970,0.13755479,1.48285951,3.78059694,0.39784045,1.07093955,0.01164700,0.57423958
-5.26763382,5.73273462,0.00158832,0.14008610,1.58651330,3.96242397,0.40312254,1.07438959,0.01246669,0.56764230
-5.26163082,5.92573201,0.00171259,0.14214561,1.69038309,4.14176964,0.40734058,1.07663921,0.01327583,0.55909248
-5.25562781,6.11136570,0.00184182,0.14369776,1.79337278,4.31700338,0.41041875,1.07765037,0.01406426,0.54874928
-5.24962481,6.28775979,0.00197521,0.14471419,1.89433095,4.48642968,0.41229570,1.07735463,0.01482175,0.53679566
-5.24362181,6.45299688,0.00211182,0.14517427,1.99207682,4.64831718,0.41292576,1.07565679,0.01553828,0.52343164
-5.23761881,6.60516012,0.00225056,0.14506550,2.08542927,4.80093332,0.41228000,1.07244058,0.01620434,0.50886762
-5.23161581,6.74238210,0.00239025,0.14438380,2.17323768,4.94258363,0.41034703,1.06757632,0.01681128,0.49331793
-5.22561281,6.86289880,0.00252960,0.14313369,2.25441353,5.07165474,0.40713380,1.06093006,0.01735157,0.47699506
-5.21960980,6.96510675,0.00266724,0.14132835,2.32796151,5.18665949,0.40266603,1.05237379,0.01781912,0.46010476
-5.21360680,7.04762083,0.00280172,0.13898955,2.39300865,5.28628252,0.39698853,1.04179617,0.01820942,0.44284206
-5.20760380,7.10932997,0.00293159,0.13614749,2.44883030,5.36942420,0.39016510,1.02911315,0.01851983,0.42538838
-5.20160080,7.14944798,0.00305536,0.13284042,2.49487159,5.43524090,0.38227823,1.01427798,0.01874961,0.40790974
-5.19559780,7.16755654,0.00317160,0.12911416,2.53076348,5.48317946,0.37342830,0.99728989,0.01889998,0.39055595
-5.18959480,7.16363784,0.00327892,0.12502147,2.55633256,5.51300398,0.36373240,0.97820103,0.01897414,0.37346070
-5.18359180,7.13809486,0.00337606,0.12062120,2.57160401,5.52481326,0.35332268,0.95712113,0.01897710,0.35674240
-5.17758879,7.09175738,0.00346190,0.11597730,2.57679777,5.51904762,0.34234432,0.93421973,0.01891554,0.34050549
-5.17158579,7.02587321,0.00353548,0.11115768,2.57231787,5.49648453,0.33095298,0.90972558,0.01879755,0.32484211
-5.16558279,6.94208417,0.00359610,0.10623293,2.55873564,5.45822254,0.31931196,0.88392344,0.01863235,0.30983391
-5.15957979,6.84238769,0.00364327,0.10127492,2.53676747,5.40565423,0.30758901,0.85714810,0.01842995,0.29555372
-5.15357679,6.72908520,0.00367681,0.09635531,2.50724822,5.34042887,0.29595293,0.82977614,0.01820077,0.28206705
-5.14757379,6.60471948,0.00369682,0.09154408,2.47110159,5.26440640,0.28457010,0.80221561,0.01795525,0.26943321
-5.14157079,6.47200354,0.00370368,0.08690802,2.42930878,5.17960444,0.27360096,0.77489419,0.01770353,0.25770605
-5.13556778,6.33374385,0.00369808,0.08250930,2.38287675,5.08814065,0.26319662,0.74824629,0.01745502,0.24693415
-5.12956478,6.19276117,0.00368101,0.07840417,2.33280756,4.99217274,0.25349577,0.72269975,0.01721814,0.23716063
-5.12356178,6.05181227,0.00365368,0.07464179,2.28007003,4.89383850,0.24462177,0.69866255,0.01700005,0.22842250
-5.11755878,5.91351538,0.00361753,0.07126330,2.22557459,4.79519830,0.23668033,0.67651026,0.01680639,0.22074974
-5.11155578,5.78028233,0.00357418,0.06830103,2.17015244,4.69818208,0.22975750,0.65657460,0.01664120,0.21416403
-5.10555278,5.65425970,0.00352533,0.06577805,2.11453935,4.60454276,0.22391828,0.63913356,0.01650681,0.20867748
-5.09954977,5.53728079,0.00347275,0.06370794,2.05936459,4.51581753,0.21920575,0.62440345,0.01640382,0.20429126
-5.09354677,5.43082977,0.00341820,0.06209478,2.00514499,4.43329806,0.21564068,0.61253312,0.01633121,0.20099445
-5.08754377,5.33601867,0.00336333,0.06093343,1.95228394,4.35801028,0.21322176,0.60360040,0.01628640,0.19876303
-5.08154077,5.25357754,0.00330964,0.06021005,1.90107492,4.29070399,0.21192621,0.59761096,0.01626548,0.19755924
-5.07553777,5.18385725,0.00325844,0.05990273,1.85170900,4.23185197,0.21171097,0.59449948,0.01626336,0.19733135
-5.06953477,5.12684423,0.00321076,0.05998238,1.80428570,4.18165825,0.21251419,0.59413290,0.01627409,0.19801388
-5.06353177,5.08218601,0.00316734,0.06041373,1.75882618,4.14007447,0.21425712,0.59631575,0.01629104,0.19952833
-5.05752876,5.04922603,0.00312858,0.06115637,1.71528827,4.10682352,0.21684635,0.60079719,0.01630724,0.20178434
-5.05152576,5.02704606,0.00309454,0.06216587,1.67358224,4.08142889,0.22017626,0.60727945,0.01631557,0.20468139
-5.04552276,5.01451444,0.00306497,0.06339500,1.63358666,4.06324873,0.22413167,0.61542748,0.01630911,0.20811091
-5.03951976,5.01033814,0.00303927,0.06479480,1.59516369,4.05151280,0.22859072,0.62487932,0.01628128,0.21195868
-5.03351676,5.01311691,0.00301656,0.06631575,1.55817310,4.04536122,0.23342779,0.63525696,0.01622607,0.21610759
-5.02751376,5.02139739,0.00299574,0.06790876,1.52248456,4.04388322,0.23851648,0.64617733,0.01613824,0.22044051
-5.02151076,5.03372557,0.00297552,0.06952617,1.48798781,4.04615477,0.24373265,0.65726307,0.01601342,0.22484325
-5.01550775,5.04869576,0.00295448,0.07112264,1.45460045,4.05127358,0.24895727,0.66815281,0.01584822,0.22920738
-5.00950475,5.06499450,0.00293116,0.07265585,1.42227318,4.05839030,0.25407923,0.67851067,0.01564029,0.23343299
-5.00350175,5.08143811,0.00290413,0.07408721,1.39099239,4.06673483,0.25899782,0.68803474,0.01538835,0.23743107
-4.99749875,5.09700252,0.00287203,0.07538238,1.36078028,4.07563684,0.26362500,0.69646433,0.01509219,0.24112548
-4.99149575,5.11084476,0.00283364,0.07651164,1.33169251,4.08453979,0.26788717,0.70358583,0.01475261,0.24445454
-4.98549275,5.12231510,0.00278798,0.07745018,1.30381369,4.09300791,0.27172657,0.70923701,0.01437138,0.24737191
-4.97948974,5.13096007,0.00273426,0.07817828,1.27725092,4.10072621,0.27510206,0.71330975,0.01395116,0.24984705
-4.97348674,5.13651604,0.00267199,0.07868129,1.25212595,4.10749340,0.27798945,0.71575113,0.01349539,0.25186492
-4.96748374,5.13889424,0.00260099,0.07894959,1.22856606,4.11320847,0.28038105,0.71656284,0.01300816,0.25342519
-4.96148074,5.13815808,0.00252132,0.07897838,1.20669441,4.11785166,0.28228483,0.71579912,0.01249410,0.25454087
-4.95547774,5.13449403,0.00243337,0.07876738,1.18662021,4.12146097,0.28372286,0.71356322,0.01195823,0.25523642
-4.94947474,5.12817794,0.00233777,0.07832051,1.16842927,4.12410585,0.28472935,0.71000251,0.01140584,0.25554556
-4.94347174,5.11953865,0.00223537,0.07764541,1.15217539,4.12585956,0.28534825,0.70530260,0.01084232,0.25550877
-4.93746873,5.10892116,0.00212722,0.07675299,1.13787311,4.12677214,0.28563060,0.69968047,0.01027308,0.25517066
-4.93146573,5.09665146,0.00201452,0.07565695,1.12549227,4.12684583,0.28563167,0.69337707,0.00970337,0.25457734
-4.92546273,5.08300527,0.00189855,0.07437322,1.11495468,4.12601468,0.28540819,0.68664942,0.00913820,0.25377398
-4.91945973,5.06818259,0.00178066,0.07291954,1.10613321,4.12412990,0.28501568,0.67976269,0.00858223,0.25280261
-4.91345673,5.05228957,0.00166217,0.07131492,1.09885346,4.12095213,0.28450606,0.67298233,0.00803971,0.25170025
-4.90745373,5.03532886,0.00154438,0.06957930,1.09289795,4.11615151,0.28392572,0.66656655,0.00751438,0.25049759
-4.90145073,5.01719911,0.00142851,0.06773312,1.08801282,4.10931574,0.28331405,0.66075943,0.00700945,0.24921812
-4.89544772,4.99770328,0.00131566,0.06579708,1.08391665,4.09996582,0.28270258,0.65578466,0.00652760,0.24787786
-4.88944472,4.97656545,0.00120680,0.06379188,1.08031111,4.08757880,0.28211463,0.65184031,0.00607093,0.24648560
-4.88344172,4.95345461,0.00110276,0.06173804,1.07689277,4.07161601,0.28156566,0.64909445,0.00564103,0.24504362
-4.87743872,4.92801388,0.00100419,0.05965580,1.07336565,4.05155524,0.28106399,0.64768195,0.00523899,0.24354888
-4.87143572,4.89989292,0.00091162,0.05756507,1.06945365,4.02692452,0.28061200,0.64770233,0.00486546,0.24199454
-4.86543272,4.86878127,0.00082538,0.05548534,1.06491231,3.99733547,0.28020768,0.64921874,0.00452071,0.24037168
-4.85942971,4.83444017,0.00074570,0.05343573,1.05953915,3.96251388,0.27984628,0.65225799,0.00420467,0.23867120
-4.85342671,4.79673059,0.00067267,0.05143493,1.05318209,3.92232532,0.27952196,0.65681163,0.00391709,0.23688560
-4.84742371,4.75563540,0.00060626,0.04950119,1.04574539,3.87679409,0.27922943,0.66283788,0.00365753,0.23501077
-4.84142071,4.71127418,0.00054636,0.04765227,1.03719279,3.82611400,0.27896528,0.67026448,0.00342544,0.23304744
-4.83541771,4.66390952,0.00049278,0.04590539,1.02754772,3.77065028,0.27872895,0.67899206,0.00322030,0.23100237
-4.82941471,4.61394433,0.00044530,0.04427708,1.01689053,3.71093217,0.27852335,0.68889823,0.00304158,0.22888912
-4.82341171,4.56191043,0.00040365,0.04278305,1.00535294,3.64763667,0.27835499,0.69984185,0.00288884,0.22672847
-4.81740870,4.50844901,0.00036756,0.04143800,0.99311005,3.58156439,0.27823367,0.71166763,0.00276176,0.22454831
-4.81140570,4.45428439,0.00033676,0.04025539,0.98037039,3.51360886,0.27817179,0.72421070,0.00266012,0.22238316
-4.80540270,4.40019269,0.00031100,0.03924721,0.96736459,3.44472120,0.27818330,0.73730107,0.00258387,0.22027327
-4.79939970,4.34696745,0.00029006,0.03842372,0.95433329,3.37587218,0.27828236,0.75076777,0.00253304,0.21826339
-4.79339670,4.29538441,0.00027377,0.03779321,0.94151510,3.30801407,0.27848191,0.76444258,0.00250780,0.21640120
-4.78739370,4.24616739,0.00026201,0.03736174,0.92913499,3.24204420,0.27879221,0.77816318,0.00250838,0.21473563
-4.78139070,4.19995756,0.00025472,0.03713293,0.91739403,3.17877244,0.27921945,0.79177567,0.00253506,0.21331494
-4.77538769,4.15728746,0.00025192,0.03710782,0.90646072,3.11889426,0.27976460,0.80513638,0.00258809,0.21218483
-4.76938469,4.11856142,0.00025369,0.03728472,0.89646438,3.06297048,0.28042249,0.81811295,0.00266769,0.21138661
-4.76338169,4.08404301,0.00026019,0.03765915,0.88749091,3.01141477,0.28118133,0.83058471,0.00277400,0.21095540
-4.75737869,4.05385003,0.00027164,0.03822387,0.87958081,2.96448902,0.28202255,0.84244241,0.00290697,0.21091866
-4.75137569,4.02795697,0.00028837,0.03896893,0.87272963,2.92230641,0.28292112,0.85358747,0.00306641,0.21129484
-4.74537269,4.00620437,0.00031075,0.03988180,0.86689056,2.88484156,0.28384619,0.86393073,0.00325186,0.21209244
-4.73936968,3.98831415,0.00033922,0.04094759,0.86197885,2.85194673,0.28476218,0.87339104,0.00346265,0.21330938
-4.73336668,3.97390978,0.00037426,0.04214934,0.85787782,2.82337258,0.28563004,0.88189373,0.00369777,0.21493272
-4.72736368,3.96253979,0.00041640,0.04346826,0.85444584,2.79879216,0.28640878,0.88936918,0.00395597,0.21693884
-4.72136068,3.95370309,0.00046619,0.04488419,0.85152409,2.77782619,0.28705710,0.89575169,0.00423566,0.21929388
-4.71535768,3.94687458,0.00052416,0.04637587,0.84894440,2.76006828,0.28753497,0.90097873,0.00453496,0.22195462
-4.70935468,3.94152951,0.00059081,0.04792143,0.84653690,2.74510832,0.28780519,0.90499073,0.00485173,0.22486962
-4.70335168,3.93716534,0.00066659,0.04949876,0.84413713,2.73255292,0.28783470,0.90773141,0.00518354,0.22798070
-4.69734867,3.93331992,0.00075186,0.05108587,0.84159214,2.72204160,0.28759569,0.90914878,0.00552777,0.23122451
-4.69134567,3.92958518,0.00084684,0.05266130,0.83876550,2.71325819,0.28706637,0.90919662,0.00588162,0.23453432
-4.68534267,3.92561582,0.00095161,0.05420440,0.83554103,2.70593691,0.28623135,0.90783650,0.00624216,0.23784184
-4.67933967,3.92113273,0.00106605,0.05569564,0.83182507,2.69986304,0.28508174,0.90504011,0.00660640,0.24107900
-4.67333667,3.91592123,0.00118982,0.05711682,0.82754746,2.69486855,0.28361483,0.90079178,0.00697136,0.24417967
-4.66733367,3.90982461,0.00132233,0.05845125,0.82266113,2.69082316,0.28183347,0.89509098,0.00733410,0.24708116
-4.66133067,3.90273357,0.00146276,0.05968383,0.81714061,2.68762180,0.27974520,0.88795454,0.00769182,0.24972559
-4.65532766,3.89457242,0.00160998,0.06080117,0.81097948,2.68516943,0.27736112,0.87941860,0.00804191,0.25206091
-4.64932466,3.88528323,0.00176262,0.06179157,0.80418712,2.68336448,0.27469473,0.86953978,0.00838199,0.25404169
-4.64332166,3.87480917,0.00191902,0.06264500,0.79678505,2.68208216,0.27176066,0.85839575,0.00870998,0.25562964
