energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92796398,2.18438656,-1.49548639,0.01967416,-0.02673681,0.06075939,-0.04229530,1.09646009,-0.60553825,0.25144773,-0.12357789,0.72697343,-0.52115696,0.29731338,-0.24157063,0.02923426,-0.02575274,1.30187847,-0.91305034
-5.92196098,2.17163606,-1.55940529,0.01914759,-0.02604068,0.06071049,-0.04436713,1.10429465,-0.64364992,0.24987524,-0.12969945,0.71887026,-0.54743246,0.29588805,-0.24602813,0.02855451,-0.02617573,1.29489114,-0.95396997
-5.91595798,2.15419747,-1.62258777,0.01856342,-0.02529465,0.06046396,-0.04659186,1.10970804,-0.68252941,0.24774887,-0.13592904,0.70948780,-0.57296185,0.29408517,-0.25012953,0.02781016,-0.02650599,1.28521338,-0.99428257
-5.90995498,2.13324615,-1.68411519,0.01792830,-0.02449353,0.06003500,-0.04892380,1.11315617,-0.72164188,0.24521691,-0.14216642,0.69932716,-0.59740074,0.29206804,-0.25380080,0.02701387,-0.02674619,1.27356395,-1.03344707
-5.90395198,2.11003131,-1.74311169,0.01724928,-0.02363476,0.05944132,-0.05131794,1.11514279,-0.76046060,0.24243825,-0.14831183,0.68890369,-0.62042161,0.29000644,-0.25698309,0.02617824,-0.02690043,1.26070573,-1.07094581
-5.89794897,2.08583963,-1.79875898,0.01653371,-0.02271852,0.05870249,-0.05373040,1.11620144,-0.79847581,0.23957770,-0.15426792,0.67873145,-0.64172138,0.28807196,-0.25963322,0.02531563,-0.02697387,1.24742369,-1.10629367
-5.89194597,2.06195667,-1.85031109,0.01578913,-0.02174753,0.05783928,-0.05611884,1.11687575,-0.83520419,0.23680097,-0.15994168,0.66930753,-0.66102904,0.28643291,-0.26172384,0.02443808,-0.02697240,1.23450129,-1.13904729
-5.88594297,2.03962724,-1.89710883,0.01502309,-0.02072687,0.05687293,-0.05844297,1.11769850,-0.87019893,0.23426961,-0.16524640,0.66109648,-0.67811314,0.28524913,-0.26324335,0.02355712,-0.02690224,1.22269623,-1.16881434
-5.87993997,2.02001553,-1.93859378,0.01424312,-0.01966364,0.05582451,-0.06066503,1.11917021,-0.90305971,0.23213577,-0.17010360,0.65451535,-0.69278871,0.28466668,-0.26419564,0.02268375,-0.02676962,1.21271593,-1.19526251
-5.87393697,2.00416624,-1.97432135,0.01345658,-0.01856660,0.05471426,-0.06275029,1.12173813,-0.93344257,0.23053713,-0.17444491,0.64991991,-0.70492357,0.28481260,-0.26459967,0.02182829,-0.02658048,1.20519357,-1.21812796
-5.86793397,1.99296790,-2.00397248,0.01267057,-0.01744573,0.05356101,-0.06466753,1.12577632,-0.96106905,0.22959205,-0.17821372,0.64759225,-0.71444345,0.28578989,-0.26448904,0.02100030,-0.02634020,1.20066541,-1.23722313
-5.86193097,1.98711968,-2.02736353,0.01189184,-0.01631178,0.05238164,-0.06638950,1.13156774,-0.98573413,0.22939514,-0.18136673,0.64773036,-0.72133600,0.28767289,-0.26391139,0.02020842,-0.02605343,1.19955014,-1.25244337
-5.85592796,1.98710283,-2.04445382,0.01112670,-0.01517583,0.05119067,-0.06789331,1.13928916,-1.00731269,0.23001340,-0.18387518,0.65044007,-0.72565299,0.29050327,-0.26292781,0.01946031,-0.02572399,1.20213119,-1.26377205
-5.84992496,1.99315820,-2.05535031,0.01038089,-0.01404892,0.04999993,-0.06916075,1.14899963,-1.02576389,0.23148311,-0.18572578,0.65572953,-0.72751097,0.29428681,-0.26161209,0.01876244,-0.02535483,1.20854256,-1.27128402
-5.84392196,2.00527071,-2.06030878,0.00965956,-0.01294161,0.04881830,-0.07017859,1.16063315,-1.04113317,0.23380752,-0.18692129,0.66350675,-0.72708979,0.29899120,-0.26004988,0.01812002,-0.02494810,1.21875920,-1.27514675
-5.83791896,2.02316204,-2.05973124,0.00896715,-0.01186373,0.04765166,-0.07093863,1.17399606,-1.05355157,0.23695564,-0.18748060,0.67358017,-0.72462920,0.30454499,-0.25833760,0.01753683,-0.02450526,1.23259222,-1.27561904
-5.83191596,2.04629196,-2.05415901,0.00830733,-0.01082406,0.04650290,-0.07143782,1.18876955,-1.06323209,0.24086209,-0.18743847,0.68566257,-0.72042328,0.31083791,-0.25658112,0.01701510,-0.02402727,1.24968971,-1.27304709
-5.82591296,2.07386903,-2.04426143,0.00768299,-0.00983022,0.04537205,-0.07167807,1.20451718,-1.07046306,0.24542805,-0.18684474,0.69937822,-0.71481292,0.31772247,-0.25489405,0.01655543,-0.02351479,1.26954326,-1.26785749
-5.81990995,2.10487057,-2.03081986,0.00709620,-0.00888844,0.04425657,-0.07166605,1.22069761,-1.07559843,0.25052355,-0.18576305,0.71427318,-0.70817637,0.32501720,-0.25339567,0.01615673,-0.02296848,1.29150033,-1.26054746
-5.81390695,2.13807161,-2.01470735,0.00654820,-0.00800363,0.04315167,-0.07141280,1.23668188,-1.07904525,0.25599085,-0.18426913,0.72982852,-0.70091814,0.33251114,-0.25220841,0.01581620,-0.02238923,1.31478228,-1.25167199
-5.80790395,2.17208223,-1.99686407,0.00603945,-0.00717925,0.04205082,-0.07093327,1.25177487,-1.08124860,0.26164887,-0.18244866,0.74547610,-0.69345648,0.33996973,-0.25145482,0.01552940,-0.02177842,1.33850766,-1.24182843
-5.80190095,2.20539197,-1.97826912,0.00556964,-0.00641744,0.04094620,-0.07024565,1.26523999,-1.08267431,0.26729874,-0.18039471,0.76061637,-0.68620996,0.34714188,-0.25125414,0.01529031,-0.02113815,1.36171997,-1.23163859
-5.79589795,2.23641995,-1.95990958,0.00513780,-0.00571907,0.03982928,-0.06937073,1.27632622,-1.08379026,0.27273004,-0.17820492,0.77463771,-0.67958344,0.35376792,-0.25171845,0.01509155,-0.02047142,1.38341902,-1.22172896
-5.78989495,2.26356879,-1.94274744,0.00474234,-0.00508388,0.03869138,-0.06833109,1.28429632,-1.08504673,0.27772766,-0.17597839,0.78693642,-0.67395392,0.35958812,-0.25294851,0.01492455,-0.01978226,1.40259475,-1.21270974
-5.78389195,2.28528015,-1.92768596,0.00438117,-0.00451060,0.03752421,-0.06715033,1.28845502,-1.08685675,0.28207900,-0.17381250,0.79693682,-0.66965696,0.36435162,-0.25502945,0.01477984,-0.01907581,1.41826211,-1.20515314
-5.77788894,2.30008980,-1.91553628,0.00405185,-0.00399710,0.03632039,-0.06585222,1.28817599,-1.08957715,0.28558118,-0.17179965,0.80411056,-0.66697395,0.36782512,-0.25802644,0.01464740,-0.01835829,1.42949568,-1.19957206
-5.77188594,2.30667983,-1.90698605,0.00375162,-0.00354055,0.03507390,-0.06445995,1.28292631,-1.09349134,0.28804807,-0.17002415,0.80799437,-0.66612099,0.36980122,-0.26198057,0.01451696,-0.01763695,1.43546248,-1.19639986
-5.76588294,2.30392575,-1.90257104,0.00347760,-0.00313758,0.03378044,-0.06299536,1.27228756,-1.09879443,0.28931671,-0.16855929,0.80820563,-0.66723967,0.37010586,-0.26690515,0.01437841,-0.01691991,1.43545177,-1.19597207
-5.75987994,2.29093658,-1.90265137,0.00322685,-0.00278441,0.03243773,-0.06147835,1.25597246,-1.10558162,0.28925296,-0.16746475,0.80445499,-0.67039029,0.36860456,-0.27278260,0.01422211,-0.01621598,1.42890025,-1.19851102
-5.75387694,2.26708619,-1.90739337,0.00299650,-0.00247702,0.03104564,-0.05992634,1.23383637,-1.11384055,0.28775607,-0.16678443,0.79655569,-0.67554785,0.36520733,-0.27956230,0.01403929,-0.01553441,1.41541197,-1.20411406
-5.74787394,2.23203450,-1.91675806,0.00278381,-0.00221120,0.02960629,-0.05835386,1.20588335,-1.12344781,0.28476208,-0.16654482,0.78442904,-0.68260102,0.35987178,-0.28715936,0.01382232,-0.01488457,1.39477179,-1.21274606
-5.74187094,2.18573803,-1.93049708,0.00258629,-0.00198272,0.02812401,-0.05677237,1.17226646,-1.13417035,0.28024577,-0.16675397,0.76810611,-0.69135422,0.35260450,-0.29545469,0.01356498,-0.01427569,1.36695209,-1.22423663
-5.73586793,2.12844909,-1.94815646,0.00240169,-0.00178740,0.02660516,-0.05519013,1.13328252,-1.14567144,0.27422123,-0.16740107,0.74772545,-0.70153292,0.34346065,-0.30429634,0.01326267,-0.01371649,1.33211248,-1.23828246
-5.72986493,2.06070433,-1.96908822,0.00222809,-0.00162118,0.02505792,-0.05361232,1.08936164,-1.15752142,0.26674092,-0.16845678,0.72352700,-0.71279178,0.33254169,-0.31350219,0.01291254,-0.01321487,1.29059263,-1.25445465
-5.72386193,1.98330306,-1.99246967,0.00206391,-0.00148017,0.02349200,-0.05204127,1.04105214,-1.16921250,0.25789343,-0.16987408,0.69584276,-0.72472568,0.31999149,-0.32286401,0.01251354,-0.01277764,1.24289873,-1.27221107
-5.71785893,1.89727673,-2.01732960,0.00190789,-0.00136072,0.02191829,-0.05047676,0.98900174,-1.18017742,0.24780001,-0.17158993,0.66508450,-0.73688296,0.30599107,-0.33215275,0.01206638,-0.01241021,1.18968437,-1.29091317
-5.71185593,1.80385124,-2.04258050,0.00175907,-0.00125942,0.02034842,-0.04891656,0.93393586,-1.18981080,0.23660992,-0.17352733,0.63172912,-0.74878055,0.29075205,-0.34112486,0.01157351,-0.01211637,1.13172676,-1.30984670
-5.70585293,1.70440375,-2.06705541,0.00161682,-0.00117317,0.01879442,-0.04735687,0.87663420,-1.19749256,0.22449514,-0.17559793,0.59630259,-0.75992027,0.27450942,-0.34952955,0.01103890,-0.01189811,1.06989961,-1.32824548
-5.69984992,1.60041634,-2.08954803,0.00148074,-0.00109916,0.01726830,-0.04579295,0.81790655,-1.20261215,0.21164441,-0.17770506,0.55936292,-0.76980582,0.25751367,-0.35711653,0.01046786,-0.01175551,1.00514387,-1.34531730
-5.69384692,1.49342836,-2.10885421,0.00135064,-0.00103489,0.01578168,-0.04421969,0.75856899,-1.20459265,0.19825696,-0.17974693,0.52148301,-0.77795952,0.24002293,-0.36364409,0.00986680,-0.01168665,0.93843762,-1.36027081
-5.68784392,1.38498963,-2.12381332,0.00122650,-0.00097818,0.01434541,-0.04263215,0.69942132,-1.20291357,0.18453632,-0.18162000,0.48323416,-0.78393842,0.22229519,-0.36888705,0.00924294,-0.01168764,0.87076655,-1.37234234
-5.68184092,1.27661639,-2.13334766,0.00110843,-0.00092716,0.01296938,-0.04102607,0.64122654,-1.19713141,0.17068429,-0.18322233,0.44517069,-0.78734888,0.20458108,-0.37264421,0.00860399,-0.01175268,0.80309598,-1.38082151
-5.67583792,1.16975142,-2.13649832,0.00099658,-0.00088026,0.01166219,-0.03939828,0.58469316,-1.18689703,0.15689541,-0.18445686,0.40781626,-0.78785924,0.18711747,-0.37474520,0.00795794,-0.01187420,0.73634567,-1.38507466
-5.66983492,1.06572977,-2.13245619,0.00089118,-0.00083618,0.01043105,-0.03774707,0.53046061,-1.17196921,0.14335209,-0.18523431,0.37165227,-0.78521005,0.17012191,-0.37505608,0.00731268,-0.01204304,0.67136801,-1.38456514
-5.66383192,0.96575090,-2.12058692,0.00079242,-0.00079389,0.00928165,-0.03607235,0.47908815,-1.15222376,0.13022050,-0.18547588,0.33710865,-0.77922149,0.15378835,-0.37348380,0.00667581,-0.01224868,0.60893021,-1.37886973
-5.65782891,0.87085770,-2.10044907,0.00070046,-0.00075264,0.00821815,-0.03437583,0.43104720,-1.12765807,0.11764741,-0.18511546,0.30455698,-0.76979781,0.13828389,-0.36997904,0.00605441,-0.01247959,0.54970094,-1.36769075
-5.65182591,0.78192258,-2.07180497,0.00061543,-0.00071188,0.00724315,-0.03266097,0.38671722,-1.09839092,0.10575791,-0.18410132,0.27430618,-0.75692879,0.12374683,-0.36453760,0.00545484,-0.01272350,0.49424123,-1.35086343
-5.64582291,0.69964041,-2.03462424,0.00053735,-0.00067124,0.00635782,-0.03093292,0.34638458,-1.06465775,0.09465405,-0.18239734,0.24660045,-0.74068814,0.11028581,-0.35720006,0.00488261,-0.01296778,0.44299981,-1.32835854
-5.63981991,0.62452768,-1.98908010,0.00046619,-0.00063056,0.00556196,-0.02919832,0.31024431,-1.02680197,0.08441442,-0.17998368,0.22161925,-0.72122921,0.09798004,-0.34804991,0.00434231,-0.01319981,0.39631234,-1.30028037
-5.63381691,0.55692740,-1.93553915,0.00040184,-0.00058981,0.00485419,-0.02746505,0.27840409,-0.98526257,0.07509443,-0.17685692,0.19947925,-0.69877824,0.08688040,-0.33721033,0.00383755,-0.01340736,0.35440415,-1.26686048
-5.62781391,0.49701852,-1.87454529,0.00034409,-0.00054905,0.00423207,-0.02574195,0.25089013,-0.94055903,0.06672737,-0.17302973,0.18023764,-0.67362562,0.07701135,-0.32483957,0.00337095,-0.01357893,0.31739595,-1.22844759
-5.62181091,0.44482921,-1.80679889,0.00029268,-0.00050848,0.00369235,-0.02403845,0.22765429,-0.89327421,0.05932594,-0.16853007,0.16389663,-0.64611553,0.06837344,-0.31112544,0.00294422,-0.01370411,0.28531192,-1.18549435
-5.61580790,0.40025281,-1.73313224,0.00024727,-0.00046830,0.00323112,-0.02236430,0.20858219,-0.84403597,0.05288429,-0.16340000,0.15040884,-0.61663460,0.06094620,-0.29627903,0.00255817,-0.01377385,0.25808949,-1.13854165
-5.60980490,0.36306561,-1.65448257,0.00020750,-0.00042881,0.00284403,-0.02072921,0.19350163,-0.79349853,0.04738035,-0.15769417,0.13968316,-0.58559998,0.05469132,-0.28052798,0.00221286,-0.01378078,0.23559031,-1.08820127
-5.60380190,0.33294556,-1.57186362,0.00017294,-0.00039029,0.00252647,-0.01914254,0.18219120,-0.74232418,0.04277824,-0.15147803,0.13159082,-0.55344738,0.04955596,-0.26410958,0.00190767,-0.01371933,0.21761184,-1.03513756
-5.59779890,0.30949125,-1.48633717,0.00014315,-0.00035302,0.00227376,-0.01761308,0.17438870,-0.69116606,0.03903090,-0.14482593,0.12597168,-0.52061941,0.04547601,-0.24726407,0.00164150,-0.01358592,0.20389913,-0.98004890
-5.59179590,0.29224049,-1.39898523,0.00011769,-0.00031728,0.00208131,-0.01614882,0.16979929,-0.64065260,0.03608261,-0.13781899,0.12264021,-0.48755477,0.04237931,-0.23022829,0.00141279,-0.01337899,0.19415649,-0.92364956
-5.58579290,0.28068818,-1.31088394,0.00009610,-0.00028330,0.00194477,-0.01475678,0.16810310,-0.59137400,0.03387141,-0.13054304,0.12139146,-0.45467835,0.04018862,-0.21322989,0.00121977,-0.01309905,0.18805859,-0.86665258
-5.57978989,0.27430300,-1.22307974,0.00007795,-0.00025129,0.00186019,-0.01344293,0.16896246,-0.54387099,0.03233143,-0.12308646,0.12200663,-0.42239267,0.03882441,-0.19648237,0.00106050,-0.01274855,0.18526116,-0.80975400
-5.57378689,0.27254291,-1.13656837,0.00006283,-0.00022140,0.00182410,-0.01221210,0.17202869,-0.49862607,0.03139498,-0.11553821,0.12425842,-0.39107065,0.03820738,-0.18018098,0.00093303,-0.01233178,0.18541074,-0.75361886
-5.56778389,0.27486923,-1.05227707,0.00005032,-0.00019374,0.00183364,-0.01106799,0.17694848,-0.45605712,0.03099450,-0.10798584,0.12791610,-0.36104978,0.03826064,-0.16449959,0.00083551,-0.01185468,0.18815389,-0.69886915
-5.56178089,0.28075932,-0.97105001,0.00004009,-0.00016838,0.00188662,-0.01001318,0.18336985,-0.41651339,0.03106419,-0.10051378,0.13275028,-0.33262779,0.03891168,-0.14958845,0.00076623,-0.01132459,0.19314540,-0.64607388
-5.55577789,0.28971783,-0.89363708,0.00003178,-0.00014533,0.00198157,-0.00904920,0.19094800,-0.38027353,0.03154156,-0.09320173,0.13853742,-0.30605955,0.04009399,-0.13557302,0.00072374,-0.01074998,0.20005577,-0.59574119
-5.54977489,0.30128644,-0.82068601,0.00002511,-0.00012457,0.00211780,-0.00817662,0.19935075,-0.34754555,0.03236859,-0.08612327,0.14506409,-0.28155534,0.04174844,-0.12255354,0.00070690,-0.01014014,0.20857789,-0.54831263
-5.54377189,0.31505215,-0.75273747,0.00001982,-0.00010603,0.00229539,-0.00739514,0.20826378,-0.31846824,0.03349282,-0.07934477,0.15213088,-0.25928010,0.04382426,-0.11060548,0.00071488,-0.00950490,0.21843273,-0.50415939
-5.53776888,0.33065398,-0.69022315,0.00001568,-0.00008963,0.00251517,-0.00670370,0.21739559,-0.29311392,0.03486811,-0.07292447,0.15955603,-0.23935378,0.04627988,-0.09978063,0.00074719,-0.00885429,0.22937416,-0.46358039
-5.53176588,0.34778799,-0.63346634,0.00001250,-0.00007524,0.00277870,-0.00610061,0.22648204,-0.27149215,0.03645518,-0.06691181,0.16717853,-0.22185247,0.04908325,-0.09010876,0.00080368,-0.00819829,0.24119276,-0.42680215
-5.52576288,0.36621043,-0.58268489,0.00001010,-0.00006272,0.00308817,-0.00558366,0.23529041,-0.25355409,0.03822198,-0.06134708,0.17486078,-0.20681020,0.05221201,-0.08159966,0.00088453,-0.00754654,0.25371836,-0.39398012
-5.51975988,0.38573894,-0.53799628,0.00000835,-0.00005193,0.00344629,-0.00515024,0.24362280,-0.23919746,0.04014375,-0.05626128,0.18249059,-0.19422145,0.05565320,-0.07424557,0.00099016,-0.00690812,0.26682145,-0.36520154
-5.51375688,0.40625163,-0.49942435,0.00000714,-0.00004271,0.00385618,-0.00479749,0.25131869,-0.22827184,0.04220283,-0.05167622,0.18998237,-0.18404403,0.05940261,-0.06802376,0.00112122,-0.00629137,0.28041309,-0.34048948
-5.50775388,0.42768387,-0.46690766,0.00000637,-0.00003491,0.00432116,-0.00452236,0.25825662,-0.22058417,0.04438826,-0.04760484,0.19727760,-0.17620253,0.06346385,-0.06289922,0.00127850,-0.00570376,0.29444339,-0.31980795
-5.50175088,0.45002290,-0.44030912,0.00000596,-0.00002836,0.00484456,-0.00432173,0.26435471,-0.21590447,0.04669512,-0.04405177,0.20434424,-0.17059204,0.06784691,-0.05882734,0.00146282,-0.00515179,0.30889846,-0.30306804
-5.49574787,0.47330007,-0.41942651,0.00000586,-0.00002291,0.00542949,-0.00419255,0.26957001,-0.21397178,0.04912359,-0.04101407,0.21117533,-0.16708225,0.07256652,-0.05575657,0.00167498,-0.00464093,0.32379579,-0.29013479
-5.48974487,0.49758123,-0.40400395,0.00000602,-0.00001843,0.00607855,-0.00413188,0.27389668,-0.21450010,0.05167783,-0.03848206,0.21778647,-0.16552182,0.07764014,-0.05363093,0.00191559,-0.00417567,0.33917833,-0.28083467
-5.48374187,0.52295517,-0.39374366,0.00000641,-0.00001479,0.00679361,-0.00413701,0.27736291,-0.21718460,0.05436468,-0.03644039,0.22421263,-0.16574295,0.08308573,-0.05239232,0.00218503,-0.00375950,0.35510718,-0.27496356
-5.47773887,0.54952094,-0.38831802,0.00000698,-0.00001186,0.00757548,-0.00420551,0.28002680,-0.22170792,0.05719228,-0.03486909,0.23050404,-0.16756614,0.08891938,-0.05198266,0.00248326,-0.00339503,0.37165354,-0.27229491
-5.47173587,0.57737432,-0.38738140,0.00000773,-0.00000954,0.00842365,-0.00433531,0.28197125,-0.22774654,0.06016850,-0.03374467,0.23672157,-0.17080501,0.09515291,-0.05234570,0.00280982,-0.00308403,0.38888990,-0.27258797
-5.46573287,0.60659439,-0.39058159,0.00000864,-0.00000774,0.00933609,-0.00452474,0.28329821,-0.23497724,0.06329951,-0.03304125,0.24293183,-0.17527113,0.10179157,-0.05342860,0.00316364,-0.00282758,0.40688120,-0.27559572
-5.45972986,0.63723072,-0.39757032,0.00000969,-0.00000638,0.01030897,-0.00477254,0.28412244,-0.24308345,0.06658842,-0.03273163,0.24920213,-0.18077866,0.10883197,-0.05518312,0.00354301,-0.00262612,0.42567641,-0.28107247
-5.45372686,0.66929220,-0.40801252,0.00001088,-0.00000539,0.01133656,-0.00507786,0.28456524,-0.25176151,0.07003402,-0.03278828,0.25559570,-0.18714878,0.11626037,-0.05756648,0.00394555,-0.00247961,0.44530096,-0.28878054
-5.44772386,0.70273820,-0.42159414,0.00001219,-0.00000471,0.01241111,-0.00544025,0.28474836,-0.26072647,0.07362988,-0.03318413,0.26216745,-0.19421364,0.12405151,-0.06054186,0.00436813,-0.00238761,0.46575062,-0.29849611
-5.44172086,0.73747273,-0.43802799,0.00001363,-0.00000430,0.01352286,-0.00585959,0.28478853,-0.26971745,0.07736374,-0.03389328,0.26896053,-0.20181983,0.13216807,-0.06407844,0.00480692,-0.00234932,0.48698736,-0.31001369
-5.43571786,0.77334237,-0.45705742,0.00001520,-0.00000410,0.01466010,-0.00633596,0.28479276,-0.27850229,0.08121731,-0.03489147,0.27600392,-0.20983105,0.14056083,-0.06815111,0.00525744,-0.00236369,0.50893745,-0.32314932
-5.42971486,0.81013817,-0.47845782,0.00001689,-0.00000410,0.01580940,-0.00686958,0.28485491,-0.28688127,0.08516655,-0.03615638,0.28331130,-0.21813007,0.14916968,-0.07273975,0.00571458,-0.00242940,0.53149222,-0.33774207
-5.42371186,0.84760184,-0.50203556,0.00001871,-0.00000426,0.01695582,-0.00746059,0.28505343,-0.29468979,0.08918236,-0.03766764,0.29088118,-0.22661965,0.15792536,-0.07782812,0.00617280,-0.00254492,0.55451150,-0.35365395
-5.41770885,0.88543611,-0.52762477,0.00002067,-0.00000456,0.01808334,-0.00810887,0.28545056,-0.30179986,0.09323174,-0.03940673,0.29869847,-0.23522266,0.16675205,-0.08340250,0.00662621,-0.00270845,0.57782978,-0.37076824
-5.41170585,0.92331888,-0.55508192,0.00002278,-0.00000499,0.01917534,-0.00881384,0.28609292,-0.30812035,0.09727943,-0.04135660,0.30673722,-0.24388116,0.17557060,-0.08944993,0.00706883,-0.00291792,0.60126478,-0.38898628
-5.40570285,0.96092060,-0.58427861,0.00002506,-0.00000552,0.02021510,-0.00957421,0.28701341,-0.31359592,0.10128981,-0.04350120,0.31496458,-0.25255460,0.18430231,-0.09595644,0.00749472,-0.00317092,0.62462813,-0.40822294
-5.39969985,0.99792381,-0.61509315,0.00002753,-0.00000616,0.02118640,-0.01038779,0.28823425,-0.31820480,0.10522909,-0.04582482,0.32334545,-0.26121731,0.19287316,-0.10290507,0.00789831,-0.00346466,0.64773746,-0.42840119
-5.39369685,1.03404401,-0.64740131,0.00003022,-0.00000687,0.02207419,-0.01125119,0.28977085,-0.32195540,0.10906770,-0.04831144,0.33184776,-0.26985539,0.20121805,-0.11027401,0.00827456,-0.00379591,0.67042931,-0.44944603
-5.38769385,1.06905035,-0.68106721,0.00003317,-0.00000766,0.02286520,-0.01215973,0.29163630,-0.32488207,0.11278253,-0.05094401,0.34044777,-0.27846319,0.20928513,-0.11803490,0.00861924,-0.00416094,0.69257199,-0.47127826
-5.38169085,1.10278493,-0.71593479,0.00003643,-0.00000851,0.02354854,-0.01310718,0.29384590,-0.32704024,0.11635917,-0.05370384,0.34913508,-0.28703974,0.21703960,-0.12615141,0.00892918,-0.00455549,0.71407749,-0.49380873
-5.37568784,1.13517936,-0.75182081,0.00004006,-0.00000941,0.02411629,-0.01408573,0.29642160,-0.32850108,0.11979377,-0.05657000,0.35791691,-0.29558525,0.22446701,-0.13457829,0.00920243,-0.00497473,0.73491172,-0.51693332
-5.36968484,1.16626728,-0.78851000,0.00004413,-0.00001035,0.02456396,-0.01508592,0.29939577,-0.32934622,0.12309446,-0.05951904,0.36682126,-0.30409808,0.23157568,-0.14326098,0.00943849,-0.00541334,0.75510203,-0.54052936
-5.36368184,1.19619186,-0.82575291,0.00004872,-0.00001130,0.02489086,-0.01609673,0.30281413,-0.32966267,0.12628231,-0.06252481,0.37589860,-0.31257234,0.23839803,-0.15213582,0.00963840,-0.00586545,0.77474167,-0.56445374
-5.35767884,1.22520740,-0.86326693,0.00005393,-0.00001227,0.02510038,-0.01710566,0.30673738,-0.32953825,0.12939147,-0.06555858,0.38522189,-0.32099635,0.24499081,-0.16113098,0.00980483,-0.00632480,0.79399036,-0.58854303
-5.35167584,1.25367453,-0.90074064,0.00005989,-0.00001323,0.02520003,-0.01809899,0.31124155,-0.32905788,0.13246878,-0.06858940,0.39488474,-0.32935200,0.25143390,-0.17016809,0.00994211,-0.00678485,0.81307084,-0.61261592
-5.34567284,1.28204896,-0.93784166,0.00006673,-0.00001416,0.02520147,-0.01906211,0.31641676,-0.32830075,0.13557251,-0.07158479,0.40499770,-0.33761527,0.25782792,-0.17916456,0.01005616,-0.00723888,0.83226133,-0.63647771
