energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.01550775,4.37461781,0.18789470,0.00421560,2.78106044,1.62615918,0.07159936,2.53276692
-5.00950475,4.24945397,0.17862875,0.00412050,2.66805180,1.58843201,0.07358233,2.45978227
-5.00350175,4.11455250,0.16951378,0.00401233,2.54945182,1.54626896,0.07566024,2.38074880
-4.99749875,3.97221951,0.16069969,0.00389252,2.42706682,1.50040640,0.07785755,2.29701700
-4.99149575,3.82479246,0.15232609,0.00376267,2.30272280,1.45160121,0.08019740,2.20996357
-4.98549275,3.67458075,0.14451949,0.00362449,2.17821982,1.40061089,0.08270089,2.12095662
-4.97948974,3.52381293,0.13739119,0.00347979,2.05529015,1.34817602,0.08538642,2.03132431
-4.97348674,3.37459181,0.13103565,0.00333036,1.93556129,1.29500553,0.08826900,1.94232767
-4.96748374,3.22885822,0.12552954,0.00317798,1.82052441,1.24176508,0.09135973,1.85513820
-4.96148074,3.08836372,0.12093125,0.00302435,1.71150878,1.18906863,0.09466523,1.77082048
-4.95547774,2.95465210,0.11728082,0.00287109,1.60966209,1.13747321,0.09818719,1.69031969
-4.94947474,2.82904899,0.11460030,0.00271968,1.51593669,1.08747645,0.10192202,1.61445395
-4.94347174,2.71265902,0.11289434,0.00257147,1.43108148,1.03951681,0.10586045,1.54391097
-4.93746873,2.60636933,0.11215102,0.00242766,1.35563880,0.99397584,0.10998740,1.47924858
-4.93146573,2.51085845,0.11234281,0.00228930,1.28994604,0.95118221,0.11428185,1.42089856
-4.92546273,2.42660944,0.11342772,0.00215729,1.23414125,0.91141686,0.11871688,1.36917309
-4.91945973,2.35392634,0.11535044,0.00203239,1.18817227,0.87491907,0.12325991,1.32427342
-4.91345673,2.29295299,0.11804367,0.00191523,1.15180881,0.84189280,0.12787307,1.28630005
-4.90745373,2.24369345,0.12142946,0.00180631,1.12465713,0.81251319,0.13251390,1.25526409
-4.90145073,2.20603346,0.12542073,0.00170605,1.10617680,0.78693274,0.13713614,1.23109930
-4.89544772,2.17976228,0.12992290,0.00161475,1.09569934,0.76528712,0.14169087,1.21367457
-4.88944472,2.16459466,0.13483561,0.00153268,1.09244844,0.74770032,0.14612780,1.20280643
-4.88344172,2.16019228,0.14005470,0.00146002,1.09556146,0.73428903,0.15039680,1.19827134
-4.87743872,2.16618449,0.14547432,0.00139693,1.10411204,0.72516610,0.15444950,1.19981759
-4.87143572,2.18218768,0.15098910,0.00134357,1.11713357,0.72044294,0.15824104,1.20717631
-4.86543272,2.20782285,0.15649655,0.00130006,1.13364315,0.72023082,0.16173180,1.22007144
-4.85942971,2.24273077,0.16189946,0.00126657,1.15266560,0.72464082,0.16488900,1.23822827
-4.85342671,2.28658411,0.16710822,0.00124325,1.17325729,0.73378239,0.16768821,1.26138019
-4.84742371,2.33909589,0.17204312,0.00123034,1.19452893,0.74776050,0.17011449,1.28927330
-4.84142071,2.40002361,0.17663638,0.00122807,1.21566693,0.76667115,0.17216325,1.32166870
-4.83541771,2.46916870,0.18083390,0.00123676,1.23595270,0.79059542,0.17384068,1.35834197
-4.82941471,2.54637092,0.18459655,0.00125675,1.25477899,0.81959211,0.17516364,1.39908013
-4.82341171,2.63149766,0.18790101,0.00128846,1.27166296,0.85368912,0.17615919,1.44367574
-4.81740870,2.72442842,0.19073999,0.00133234,1.28625514,0.89287387,0.17686354,1.49191856
-4.81140570,2.82503513,0.19312192,0.00138887,1.29834408,0.93708332,0.17732061,1.54358520
-4.80540270,2.93315902,0.19506991,0.00145856,1.30785623,0.98619384,0.17758020,1.59842723
-4.79939970,3.04858556,0.19662019,0.00154193,1.31485101,1.04001183,0.17769587,1.65615856
-4.79339670,3.17101868,0.19781999,0.00163949,1.31951125,1.09826544,0.17772269,1.71644306
-4.78739370,3.30005612,0.19872492,0.00175169,1.32212922,1.16059824,0.17771492,1.77888333
-4.78139070,3.43516745,0.19939607,0.00187893,1.32308881,1.22656545,0.17772376,1.84301162
-4.77538769,3.57567667,0.19989692,0.00202152,1.32284469,1.29563309,0.17779530,1.90828387
-4.76938469,3.72075063,0.20029013,0.00217963,1.32189916,1.36718062,0.17796887,1.97407779
-4.76338169,3.86939468,0.20063462,0.00235328,1.32077779,1.44050732,0.17827562,2.03969540
-4.75737869,4.02045635,0.20098273,0.00254231,1.32000494,1.51484223,0.17873774,2.10437068
-4.75137569,4.17263737,0.20137803,0.00274634,1.32008009,1.58935780,0.17936802,2.16728211
-4.74537269,4.32451405,0.20185356,0.00296475,1.32145614,1.66318649,0.18017001,2.22757018
-4.73936968,4.47456540,0.20243071,0.00319666,1.32452055,1.73544012,0.18113857,2.28435905
-4.73336668,4.62120778,0.20311891,0.00344090,1.32957999,1.80523095,0.18226085,2.33678159
-4.72736368,4.76283492,0.20391594,0.00369603,1.33684928,1.87169368,0.18351756,2.38400678
-4.72136068,4.89786126,0.20480896,0.00396033,1.34644482,1.93400759,0.18488449,2.42526795
-4.71535768,5.02476674,0.20577616,0.00423179,1.35838270,1.99141765,0.18633416,2.45989067
-4.70935468,5.14214111,0.20678892,0.00450813,1.37258145,2.04325389,0.18783743,2.48731867
-4.70335168,5.24872552,0.20781432,0.00478685,1.38886907,2.08894812,0.18936513,2.50713661
-4.69734867,5.34344974,0.20881790,0.00506527,1.40699380,2.12804735,0.19088941,2.51908821
-4.69134567,5.42546323,0.20976640,0.00534052,1.42663803,2.16022357,0.19238501,2.52308899
-4.68534267,5.49415891,0.21063045,0.00560969,1.44743445,2.18527933,0.19383012,2.51923280
-4.67933967,5.54918850,0.21138690,0.00586982,1.46898355,2.20314934,0.19520704,2.50779166
-4.67333667,5.59046908,0.21202073,0.00611798,1.49087160,2.21389790,0.19650251,2.48920892
-4.66733367,5.61818057,0.21252645,0.00635138,1.51268804,2.21771265,0.19770775,2.46408604
-4.66133067,5.63275437,0.21290883,0.00656742,1.53404154,2.21489480,0.19881826,2.43316337
-4.65532766,5.63485377,0.21318299,0.00676373,1.55457390,2.20584658,0.19983331,2.39729596
-4.64932466,5.62534685,0.21337383,0.00693829,1.57397107,2.19105630,0.20075541,2.35742529
-4.64332166,5.60527318,0.21351487,0.00708943,1.59197115,2.17108167,0.20158943,2.31454822
-4.63731866,5.57580540,0.21364655,0.00721592,1.60836871,2.14653203,0.20234178,2.26968434
-4.63131566,5.53820736,0.21381422,0.00731695,1.62301578,2.11805004,0.20301947,2.22384318
-4.62531266,5.49379041,0.21406579,0.00739216,1.63581952,2.08629345,0.20362912,2.17799244
-4.61930965,5.44386935,0.21444942,0.00744167,1.64673700,2.05191738,0.20417605,2.13302852
-4.61330665,5.38972011,0.21501127,0.00746601,1.65576763,2.01555784,0.20466335,2.08975048
-4.60730365,5.33254051,0.21579359,0.00746608,1.66294416,1.97781659,0.20509105,2.04883831
-4.60130065,5.27341604,0.21683315,0.00744317,1.66832274,1.93924809,0.20545537,2.01083623
-4.59529765,5.21329196,0.21816043,0.00739882,1.67197319,1.90034870,0.20574818,1.97614173
-4.58929465,5.15295313,0.21979925,0.00733481,1.67397013,1.86154846,0.20595646,1.94500039
-4.58329165,5.09301250,0.22176721,0.00725308,1.67438580,1.82320570,0.20606212,1.91750694
-4.57728864,5.03390889,0.22407685,0.00715566,1.67328510,1.78560472,0.20604191,1.89361204
-4.57128564,4.97591434,0.22673728,0.00704462,1.67072330,1.74895639,0.20586762,1.87313472
-4.56528264,4.91915052,0.22975644,0.00692201,1.66674661,1.71340185,0.20550652,1.85577973
-4.55927964,4.86361363,0.23314357,0.00678984,1.66139547,1.67901893,0.20492204,1.84115901
-4.55327664,4.80920619,0.23691191,0.00665002,1.65471028,1.64583112,0.20407477,1.82881647
-4.54727364,4.75577409,0.24108112,0.00650436,1.64673902,1.61381852,0.20292362,1.81825464
-4.54127064,4.70314642,0.24567950,0.00635458,1.63754597,1.58293030,0.20142723,1.80896236
-4.53526763,4.65117572,0.25074544,0.00620228,1.62722059,1.55309784,0.19954557,1.80044181
-4.52926463,4.59977574,0.25632819,0.00604900,1.61588576,1.52424788,0.19724156,1.79223396
-4.52326163,4.54895410,0.26248746,0.00589617,1.60370409,1.49631494,0.19448284,1.78394088
-4.51725863,4.49883720,0.26929199,0.00574519,1.59088176,1.46925203,0.19124334,1.77524400
-4.51125563,4.44968534,0.27681689,0.00559740,1.57766888,1.44303908,0.18750484,1.76591725
-4.50525263,4.40189632,0.28513980,0.00545410,1.56435602,1.41768851,0.18325828,1.75583454
-4.49924962,4.35599660,0.29433603,0.00531657,1.55126661,1.39324738,0.17850471,1.74497094
-4.49324662,4.31261999,0.30447272,0.00518602,1.53874532,1.36979596,0.17325599,1.73339774
-4.48724362,4.27247438,0.31560253,0.00506361,1.52714281,1.34744280,0.16753498,1.72127138
-4.48124062,4.23629827,0.32775697,0.00495039,1.51679757,1.32631637,0.16137539,1.70881711
-4.47523762,4.20480925,0.34093984,0.00484727,1.50801587,1.30655398,0.15482113,1.69630805
-4.46923462,4.17864752,0.35512124,0.00475501,1.50105090,1.28828845,0.14792530,1.68404100
-4.46323162,4.15831782,0.37023248,0.00467413,1.49608252,1.27163356,0.14074874,1.67231029
-4.45722861,4.14413355,0.38616228,0.00460487,1.49319898,1.25666924,0.13335835,1.66138132
-4.45122561,4.13616683,0.40275471,0.00454717,1.49238185,1.24342747,0.12582512,1.65146518
-4.44522261,4.13420796,0.41980897,0.00450065,1.49349539,1.23187997,0.11822205,1.64269609
-4.43921961,4.13773743,0.43708130,0.00446455,1.49628127,1.22192864,0.11062204,1.63511290
-4.43321661,4.14591291,0.45428908,0.00443774,1.50035924,1.21339946,0.10309581,1.62864589
-4.42721361,4.15757265,0.47111702,0.00441876,1.50523415,1.20604049,0.09570995,1.62310970
-4.42121061,4.17125611,0.48722521,0.00440581,1.51030912,1.19952433,0.08852526,1.61820292
-4.41520760,4.18524124,0.50225894,0.00439681,1.51490443,1.19345491,0.08159533,1.61351451
-4.40920460,4.19759719,0.51585963,0.00438946,1.51828139,1.18737872,0.07496550,1.60853671
-4.40320160,4.20624995,0.52767665,0.00438131,1.51966995,1.18079962,0.06867214,1.60268387
-4.39719860,4.20905803,0.53737931,0.00436986,1.51829885,1.17319680,0.06274232,1.59531621
-4.39119560,4.20389432,0.54466855,0.00435260,1.51342666,1.16404477,0.05719391,1.58576713
-4.38519260,4.18873011,0.54928787,0.00432718,1.50437231,1.15283454,0.05203593,1.57337288
-4.37918959,4.16171713,0.55103276,0.00429141,1.49054347,1.13909462,0.04726919,1.55750268
-4.37318659,4.12126339,0.54975842,0.00424341,1.47146141,1.12241102,0.04288725,1.53758793
-4.36718359,4.06609919,0.54538528,0.00418163,1.44678117,1.10244496,0.03887744,1.51314899
-4.36118059,3.99533012,0.53790214,0.00410495,1.41630611,1.07894761,0.03522209,1.48381800
-4.35517759,3.90847454,0.52736675,0.00401268,1.37999629,1.05177100,0.03189970,1.44935687
-4.34917459,3.80548412,0.51390391,0.00390460,1.33797026,1.02087465,0.02888618,1.40966933
-4.34317159,3.68674673,0.49770119,0.00378098,1.29050052,0.98632769,0.02615597,1.36480694
-4.33716858,3.55307187,0.47900245,0.00364251,1.23800303,0.94830646,0.02368309,1.31496849
-4.33116558,3.40566008,0.45809964,0.00349032,1.18102136,0.90708787,0.02144200,1.26049339
-4.32516258,3.24605795,0.43532317,0.00332592,1.12020659,0.86303887,0.01940830,1.20184927
-4.31915958,3.07610167,0.41103141,0.00315112,1.05629391,0.81660285,0.01755936,1.13961482
-4.31315658,2.89785186,0.38559972,0.00296796,0.99007725,0.76828358,0.01587460,1.07445874
-4.30715358,2.71352326,0.35940957,0.00277867,0.92238318,0.71862765,0.01433579,1.00711592
