energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.90995498,2.15361280,0.00128534,0.27222667,0.46840221,0.46378830,0.54609789,0.44970693,0.01393012,1.10937008
-5.90395198,2.18553779,0.00125370,0.28032836,0.47812205,0.46891885,0.55823706,0.45063272,0.01334818,1.13023061
-5.89794897,2.21174581,0.00123885,0.28708329,0.48616436,0.47307852,0.56815450,0.45080245,0.01284626,1.14800365
-5.89194597,2.23165026,0.00124213,0.29231973,0.49237059,0.47618042,0.57557052,0.45017709,0.01243306,1.16236726
-5.88594297,2.24482440,0.00126477,0.29589712,0.49662553,0.47817095,0.58026062,0.44873920,0.01211568,1.17308816
-5.87993997,2.25102426,0.00130793,0.29771096,0.49886238,0.47903280,0.58206356,0.44649676,0.01189957,1.18003357
-5.87393697,2.25020415,0.00137261,0.29769637,0.49906607,0.47878650,0.58088726,0.44348593,0.01178844,1.18317911
-5.86793397,2.24252361,0.00145970,0.29583031,0.49727457,0.47749027,0.57671226,0.43977242,0.01178420,1.18261180
-5.86193097,2.22834507,0.00156991,0.29213221,0.49357798,0.47523809,0.56959254,0.43545125,0.01188688,1.17852801
-5.85592796,2.20822175,0.00170374,0.28666303,0.48811544,0.47215594,0.55965349,0.43064486,0.01209462,1.17122616
-5.84992496,2.18287646,0.00186143,0.27952287,0.48106991,0.46839640,0.54708731,0.42549960,0.01240358,1.16109446
-5.84392196,2.15317184,0.00204292,0.27084708,0.47266098,0.46413173,0.53214584,0.42018061,0.01280792,1.14859408
-5.83791896,2.12007383,0.00224780,0.26080129,0.46313618,0.45954587,0.51513127,0.41486552,0.01329981,1.13423876
-5.83191596,2.08460993,0.00247526,0.24957544,0.45276097,0.45482564,0.49638518,0.40973709,0.01386947,1.11857173
-5.82591296,2.04782465,0.00272403,0.23737712,0.44180816,0.45015176,0.47627640,0.40497533,0.01450522,1.10214121
-5.81990995,2.01073454,0.00299235,0.22442468,0.43054711,0.44569012,0.45518831,0.40074963,0.01519363,1.08547588
-5.81390695,1.97428519,0.00327793,0.21094018,0.41923334,0.44158371,0.43350619,0.39721109,0.01591974,1.06906148
-5.80790395,1.93931260,0.00357798,0.19714275,0.40809898,0.43794591,0.41160524,0.39448589,0.01666726,1.05332002
-5.80190095,1.90651103,0.00388914,0.18324242,0.39734473,0.43485529,0.38983963,0.39266981,0.01741893,1.03859260
-5.79589795,1.87640904,0.00420759,0.16943472,0.38713341,0.43235240,0.36853336,0.39182448,0.01815692,1.02512683
-5.78989495,1.84935502,0.00452903,0.15589634,0.37758575,0.43043874,0.34797291,0.39197545,0.01886320,1.01306942
-5.78389195,1.82551281,0.00484876,0.14278174,0.36877823,0.42907786,0.32840220,0.39311245,0.01952009,1.00246444
-5.77788894,1.80486753,0.00516181,0.13022093,0.36074334,0.42819872,0.31001973,0.39519155,0.02011071,0.99325716
-5.77188594,1.78724114,0.00546300,0.11831842,0.35347191,0.42770092,0.29297807,0.39813945,0.02061948,0.98530326
-5.76588294,1.77231668,0.00574708,0.10715316,0.34691754,0.42746176,0.27738540,0.40185941,0.02103263,0.97838272
-5.75987994,1.75966949,0.00600888,0.09677942,0.34100264,0.42734442,0.26330880,0.40623865,0.02133865,0.97221767
-5.75387694,1.74880367,0.00624342,0.08722856,0.33562582,0.42720706,0.25077917,0.41115666,0.02152866,0.96649301
-5.74787394,1.73919135,0.00644610,0.07851131,0.33067017,0.42691212,0.23979708,0.41649401,0.02159673,0.96087870
-5.74187094,1.73031255,0.00661279,0.07062063,0.32601184,0.42633544,0.23033934,0.42214099,0.02154013,0.95505234
-5.73586793,1.72169323,0.00674000,0.06353478,0.32152863,0.42537452,0.22236565,0.42800571,0.02135938,0.94872080
-5.72986493,1.71293932,0.00682496,0.05722044,0.31710791,0.42395558,0.21582512,0.43402095,0.02105835,0.94163975
-5.72386193,1.70376477,0.00686575,0.05163586,0.31265370,0.42203894,0.21066197,0.44014941,0.02064405,0.93362994
-5.71785893,1.69401208,0.00686131,0.04673375,0.30809231,0.41962246,0.20682046,0.44638699,0.02012650,0.92458947
-5.71185593,1.68366432,0.00681152,0.04246391,0.30337650,0.41674278,0.20424844,0.45276374,0.01951836,0.91450136
-5.70585293,1.67284781,0.00671720,0.03877538,0.29848783,0.41347443,0.20289969,0.45934253,0.01883453,0.90343616
-5.69984992,1.66182580,0.00658004,0.03561833,0.29343733,0.40992674,0.20273474,0.46621532,0.01809171,0.89154952
-5.69384692,1.65098334,0.00640262,0.03294532,0.28826429,0.40623876,0.20372042,0.47349730,0.01730783,0.87907494
-5.68784392,1.64080455,0.00618825,0.03071222,0.28303355,0.40257263,0.20582807,0.48131914,0.01650149,0.86631231
-5.68184092,1.63184371,0.00594091,0.02887875,0.27783134,0.39910550,0.20903088,0.48981785,0.01569142,0.85361277
-5.67583792,1.62469190,0.00566510,0.02740852,0.27276008,0.39602079,0.21330029,0.49912675,0.01489590,0.84136107
-5.66983492,1.61994134,0.00536572,0.02626891,0.26793237,0.39349901,0.21860211,0.50936521,0.01413223,0.82995622
-5.66383192,1.61814941,0.00504790,0.02543062,0.26346464,0.39170884,0.22489243,0.52062864,0.01341624,0.81979169
-5.65782891,1.61980455,0.00471687,0.02486711,0.25947078,0.39079877,0.23211379,0.53297960,0.01276189,0.81123612
-5.65182591,1.62529601,0.00437780,0.02455385,0.25605606,0.39089001,0.24019194,0.54644040,0.01218088,0.80461575
-5.64582291,1.63488910,0.00403570,0.02446766,0.25331182,0.39207072,0.24903335,0.56098774,0.01168242,0.80019918
-5.63981991,1.64870729,0.00369524,0.02458599,0.25131098,0.39439214,0.25852383,0.57654986,0.01127301,0.79818557
-5.63381691,1.66672218,0.00336073,0.02488631,0.25010474,0.39786653,0.26852838,0.59300630,0.01095632,0.79869640
-5.62781391,1.68875155,0.00303596,0.02534559,0.24972052,0.40246718,0.27889219,0.61019041,0.01073321,0.80177134
-5.62181091,1.71446571,0.00272422,0.02593997,0.25016124,0.40813030,0.28944313,0.62789455,0.01060177,0.80736822
-5.61580790,1.74340135,0.00242820,0.02664456,0.25140577,0.41475863,0.29999521,0.64587767,0.01055745,0.81536680
-5.60980490,1.77498208,0.00215002,0.02743343,0.25341067,0.42222656,0.31035325,0.66387484,0.01059328,0.82557604
-5.60380190,1.80854426,0.00189121,0.02827972,0.25611283,0.43038636,0.32031822,0.68160836,0.01070015,0.83774426
-5.59779890,1.84336642,0.00165276,0.02915600,0.25943294,0.43907504,0.32969323,0.69879963,0.01086709,0.85157138
-5.59179590,1.87870064,0.00143516,0.03003462,0.26327942,0.44812158,0.33828967,0.71518126,0.01108169,0.86672254
-5.58579290,1.91380384,0.00123841,0.03088832,0.26755269,0.45735389,0.34593324,0.73050871,0.01133045,0.88284206
-5.57978989,1.94796739,0.00106215,0.03169077,0.27214933,0.46660528,0.35246965,0.74457077,0.01159925,0.89956717
-5.57378689,1.98054329,0.00090566,0.03241723,0.27696607,0.47571992,0.35776954,0.75719842,0.01187373,0.91654047
-5.56778389,2.01096570,0.00076795,0.03304521,0.28190320,0.48455712,0.36173248,0.76827149,0.01213974,0.93342066
-5.56178089,2.03876681,0.00064784,0.03355502,0.28686742,0.49299426,0.36428985,0.77772291,0.01238376,0.94989103
-5.55577789,2.06358639,0.00054401,0.03393036,0.29177387,0.50092817,0.36540646,0.78554028,0.01259329,0.96566538
-5.54977489,2.08517503,0.00045503,0.03415872,0.29654737,0.50827513,0.36508081,0.79176492,0.01275715,0.98049127
-5.54377189,2.10339128,0.00037947,0.03423171,0.30112288,0.51496951,0.36334416,0.79648836,0.01286584,0.99415070
-5.53776888,2.11819321,0.00031588,0.03414527,0.30544515,0.52096138,0.36025831,0.79984672,0.01291173,1.00645853
-5.53176588,2.12962563,0.00026285,0.03389968,0.30946784,0.52621319,0.35591241,0.80201338,0.01288927,1.01725904
-5.52576288,2.13780395,0.00021905,0.03349947,0.31315209,0.53069608,0.35041890,0.80319037,0.01279507,1.02642106
-5.51975988,2.14289617,0.00018324,0.03295319,0.31646490,0.53438604,0.34390889,0.80359907,0.01262794,1.03383249
-5.51375688,2.14510441,0.00015427,0.03227303,0.31937733,0.53726024,0.33652712,0.80347088,0.01238884,1.03939466
-5.50775388,2.14464716,0.00013110,0.03147435,0.32186284,0.53929401,0.32842691,0.80303812,0.01208079,1.04301715
-5.50175088,2.14174365,0.00011281,0.03057512,0.32389591,0.54045859,0.31976522,0.80252598,0.01170867,1.04461370
-5.49574787,2.13660113,0.00009857,0.02959526,0.32545103,0.54071985,0.31069806,0.80214548,0.01127900,1.04409955
-5.48974487,2.12940567,0.00008767,0.02855600,0.32650222,0.54003823,0.30137643,0.80208798,0.01079969,1.04139042
-5.48374187,2.12031694,0.00007950,0.02747920,0.32702304,0.53836975,0.29194297,0.80252118,0.01027967,1.03640348
-5.47773887,2.10946673,0.00007354,0.02638666,0.32698723,0.53566809,0.28252921,0.80358660,0.00972864,1.02905998
-5.47173587,2.09696103,0.00006933,0.02529952,0.32636972,0.53188756,0.27325365,0.80539842,0.00915666,1.01928956
-5.46573287,2.08288492,0.00006650,0.02423768,0.32514816,0.52698680,0.26422054,0.80804336,0.00857388,1.00703584
-5.45972986,2.06730949,0.00006475,0.02321929,0.32330458,0.52093283,0.25551927,0.81158142,0.00799019,0.99226284
-5.45372686,2.05029978,0.00006383,0.02226034,0.32082729,0.51370514,0.24722426,0.81604695,0.00741496,0.97496168
-5.44772386,2.03192283,0.00006351,0.02137435,0.31771257,0.50529964,0.23939542,0.82144982,0.00685675,0.95515716
-5.44172086,2.01225473,0.00006364,0.02057210,0.31396630,0.49573200,0.23207870,0.82777640,0.00632316,0.93291346
-5.43571786,1.99138605,0.00006408,0.01986152,0.30960508,0.48504027,0.22530702,0.83499005,0.00582063,0.90833868
-5.42971486,1.96942490,0.00006472,0.01924761,0.30465693,0.47328647,0.21910111,0.84303099,0.00535437,0.88158771
-5.42371186,1.94649730,0.00006548,0.01873249,0.29916144,0.46055708,0.21347044,0.85181562,0.00492825,0.85286319
-5.41770885,1.92274492,0.00006627,0.01831549,0.29316929,0.44696237,0.20841404,0.86123535,0.00454482,0.82241425
-5.41170585,1.89832015,0.00006706,0.01799334,0.28674115,0.43263465,0.20392125,0.87115514,0.00420532,0.79053329
-5.40570285,1.87337927,0.00006779,0.01776037,0.27994612,0.41772543,0.19997235,0.88141205,0.00390980,0.75755063
-5.39969985,1.84807417,0.00006844,0.01760883,0.27285963,0.40240177,0.19653917,0.89181431,0.00365714,0.72382741
-5.39369685,1.82254364,0.00006897,0.01752921,0.26556107,0.38684198,0.19358565,0.90214111,0.00344523,0.68974707
-5.38769385,1.79690499,0.00006937,0.01751059,0.25813127,0.37123102,0.19106846,0.91214364,0.00327112,0.65570585
-5.38169085,1.77124702,0.00006962,0.01754105,0.25064984,0.35575569,0.18893772,0.92154777,0.00313115,0.62210269
-5.37568784,1.74562508,0.00006970,0.01760812,0.24319282,0.34060008,0.18713791,0.93005839,0.00302115,0.58932922
-5.36968484,1.72005885,0.00006960,0.01769915,0.23583046,0.32594139,0.18560898,0.93736576,0.00293657,0.55776003
-5.36368184,1.69453333,0.00006931,0.01780182,0.22862546,0.31194633,0.18428763,0.94315370,0.00287271,0.52774400
-5.35767884,1.66900306,0.00006882,0.01790452,0.22163172,0.29876828,0.18310894,0.94710949,0.00282480,0.49959675
-5.35167584,1.64339953,0.00006813,0.01799678,0.21489356,0.28654536,0.18200808,0.94893505,0.00278818,0.47359463
-5.34567284,1.61764135,0.00006723,0.01806968,0.20844553,0.27539923,0.18092230,0.94835896,0.00275847,0.44997049
-5.33966983,1.59164648,0.00006611,0.01811617,0.20231276,0.26543479,0.17979289,0.94514879,0.00273158,0.42891112
-5.33366683,1.56534569,0.00006477,0.01813135,0.19651173,0.25674062,0.17856721,0.93912282,0.00270392,0.41055651
-5.32766383,1.53869626,0.00006322,0.01811271,0.19105144,0.24938990,0.17720058,0.93016079,0.00267237,0.39500062
-5.32166083,1.51169481,0.00006146,0.01806024,0.18593482,0.24344181,0.17565795,0.91821264,0.00263437,0.38229363
-5.31565783,1.48438828,0.00005949,0.01797647,0.18116031,0.23894306,0.17391526,0.90330488,0.00258798,0.37244528
-5.30965483,1.45688212,0.00005733,0.01786646,0.17672343,0.23592943,0.17196039,0.88554406,0.00253180,0.36542892
-5.30365183,1.42934487,0.00005500,0.01773754,0.17261823,0.23442706,0.16979362,0.86511681,0.00246503,0.36118608
-5.29764882,1.40200858,0.00005250,0.01759916,0.16883857,0.23445332,0.16742755,0.84228661,0.00238742,0.35963113
-5.29164582,1.37516479,0.00004987,0.01746242,0.16537903,0.23601722,0.16488652,0.81738701,0.00229919,0.36065565
-5.28564282,1.34915608,0.00004712,0.01733970,0.16223551,0.23911906,0.16220541,0.79081171,0.00220102,0.36413235
-5.27963982,1.32436340,0.00004429,0.01724409,0.15940541,0.24374953,0.15942799,0.76300186,0.00209395,0.36991820
-5.27363682,1.30118973,0.00004139,0.01718882,0.15688741,0.24988806,0.15660479,0.73443113,0.00197930,0.37785680
-5.26763382,1.28004096,0.00003847,0.01718665,0.15468086,0.25750071,0.15379068,0.70558921,0.00185864,0.38777967
-5.26163082,1.26130477,0.00003554,0.01724926,0.15278492,0.26653750,0.15104211,0.67696457,0.00173363,0.39950674
-5.25562781,1.24532879,0.00003264,0.01738661,0.15119735,0.27692961,0.14841434,0.64902711,0.00160603,0.41284597
-5.24962481,1.23239905,0.00002979,0.01760642,0.14991323,0.28858651,0.14595858,0.62221177,0.00147760,0.42759234
-5.24362181,1.22272013,0.00002702,0.01791364,0.14892360,0.30139328,0.14371937,0.59690347,0.00134999,0.44352648
-5.23761881,1.21639781,0.00002436,0.01831012,0.14821418,0.31520852,0.14173216,0.57342436,0.00122479,0.46041315
-5.23161581,1.21342557,0.00002182,0.01879427,0.14776421,0.32986288,0.14002134,0.55202366,0.00110338,0.47799996
-5.22561281,1.21367547,0.00001942,0.01936093,0.14754564,0.34515869,0.13859866,0.53287059,0.00098699,0.49601662
-5.21960980,1.21689421,0.00001717,0.02000143,0.14752257,0.36087066,0.13746233,0.51605059,0.00087663,0.51417502
-5.21360680,1.22270468,0.00001507,0.02070365,0.14765115,0.37674792,0.13659666,0.50156491,0.00077307,0.53217033
-5.20760380,1.23061304,0.00001315,0.02145238,0.14787999,0.39251748,0.13597236,0.48933342,0.00067690,0.54968354
-5.20160080,1.24002128,0.00001139,0.02222973,0.14815090,0.40788895,0.13554748,0.47920053,0.00058846,0.56638519
-5.19559780,1.25024474,0.00000981,0.02301572,0.14840024,0.42256067,0.13526898,0.47094381,0.00050792,0.58194068
-5.18959480,1.26053391,0.00000838,0.02378892,0.14856056,0.43622691,0.13507476,0.46428477,0.00043528,0.59601683
-5.18359180,1.27009966,0.00000711,0.02452721,0.14856267,0.44858596,0.13489625,0.45890148,0.00037035,0.60828963
-5.17758879,1.27814091,0.00000600,0.02520860,0.14833797,0.45934885,0.13466128,0.45444230,0.00031286,0.61845285
-5.17158579,1.28387340,0.00000502,0.02581200,0.14782087,0.46824826,0.13429723,0.45054012,0.00026239,0.62622719
-5.16558279,1.28655853,0.00000417,0.02631810,0.14695137,0.47504738,0.13373421,0.44682667,0.00021849,0.63136959
-5.15957979,1.28553099,0.00000345,0.02671003,0.14567749,0.47954819,0.13290828,0.44294614,0.00018063,0.63368220
-5.15357679,1.28022386,0.00000282,0.02697413,0.14395758,0.48159885,0.13176442,0.43856780,0.00014826,0.63302059
-5.14757379,1.27019047,0.00000230,0.02710045,0.14176222,0.48109993,0.13025927,0.43339700,0.00012082,0.62930074
-5.14157079,1.25512182,0.00000186,0.02708324,0.13907591,0.47800902,0.12836338,0.42718438,0.00009775,0.62250455
-5.13556778,1.23485906,0.00000149,0.02692120,0.13589813,0.47234365,0.12606302,0.41973288,0.00007852,0.61268336
-5.12956478,1.20940060,0.00000119,0.02661769,0.13224399,0.46418228,0.12336142,0.41090246,0.00006262,0.59995941
-5.12356178,1.17890358,0.00000094,0.02618063,0.12814427,0.45366339,0.12027933,0.40061248,0.00004958,0.58452510
-5.11755878,1.14367981,0.00000074,0.02562236,0.12364502,0.44098265,0.11685506,0.38884179,0.00003897,0.56664000
-5.11155578,1.10418654,0.00000058,0.02495935,0.11880652,0.42638826,0.11314380,0.37562662,0.00003042,0.54662570
-5.10555278,1.06101245,0.00000045,0.02421168,0.11370183,0.41017476,0.10921648,0.36105653,0.00002357,0.52485874
-5.09954977,1.01485968,0.00000034,0.02340252,0.10841502,0.39267542,0.10515798,0.34526865,0.00001813,0.50176188
-5.09354677,0.96652260,0.00000026,0.02255746,0.10303891,0.37425370,0.10106504,0.32844063,0.00001385,0.47779400
-5.08754377,0.91686436,0.00000020,0.02170379,0.09767274,0.35529389,0.09704370,0.31078258,0.00001050,0.45343910
-5.08154077,0.86679202,0.00000015,0.02086973,0.09241958,0.33619149,0.09320654,0.29252841,0.00000791,0.42919472
-5.07553777,0.81723134,0.00000011,0.02008365,0.08738380,0.31734347,0.08966975,0.27392695,0.00000591,0.40556018
-5.06953477,0.76910190,0.00000008,0.01937337,0.08266850,0.29913884,0.08655010,0.25523316,0.00000439,0.38302513
-5.06353177,0.72329355,0.00000006,0.01876533,0.07837306,0.28194975,0.08396195,0.23669986,0.00000323,0.36205854
-5.05752876,0.68064462,0.00000004,0.01828400,0.07459091,0.26612330,0.08201429,0.21857007,0.00000236,0.34309857
-5.05152576,0.64192258,0.00000003,0.01795121,0.07140747,0.25197438,0.08080805,0.20107040,0.00000172,0.32654353
-5.04552276,0.60780740,0.00000002,0.01778563,0.06889836,0.23977943,0.08043348,0.18440539,0.00000124,0.31274391
-5.03951976,0.57887796,0.00000002,0.01780237,0.06712789,0.22977140,0.08096788,0.16875313,0.00000089,0.30199592
-5.03351676,0.55560148,0.00000001,0.01801254,0.06614787,0.22213582,0.08247362,0.15426207,0.00000063,0.29453617
-5.02751376,0.53832614,0.00000001,0.01842311,0.06599661,0.21700806,0.08499638,0.14104904,0.00000045,0.29053793
-5.02151076,0.52727661,0.00000001,0.01903667,0.06669830,0.21447166,0.08856387,0.12919837,0.00000031,0.29010856
-5.01550775,0.52255254,0.00000000,0.01985146,0.06826261,0.21455772,0.09318485,0.11876209,0.00000022,0.29328839
-5.00950475,0.52412965,0.00000000,0.02086138,0.07068458,0.21724536,0.09884845,0.10976103,0.00000015,0.30005076
-5.00350175,0.53186331,0.00000000,0.02205618,0.07394469,0.22246309,0.10552404,0.10218674,0.00000011,0.31030328
-4.99749875,0.54549437,0.00000000,0.02342171,0.07800924,0.23009108,0.11316135,0.09600389,0.00000008,0.32389022
-4.99149575,0.56465691,0.00000000,0.02494024,0.08283095,0.23996423,0.12169104,0.09115336,0.00000007,0.34059595
-4.98549275,0.58888783,0.00000000,0.02659090,0.08834970,0.25187610,0.13102574,0.08755542,0.00000006,0.36014941
-4.97948974,0.61763798,0.00000001,0.02835016,0.09449355,0.26558341,0.14106135,0.08511331,0.00000006,0.38222949
-4.97348674,0.65028461,0.00000001,0.03019237,0.10117994,0.28081133,0.15167881,0.08371676,0.00000008,0.40647126
-4.96748374,0.68614488,0.00000001,0.03209036,0.10831706,0.29725921,0.16274623,0.08324558,0.00000010,0.43247298
-4.96148074,0.72449031,0.00000002,0.03401601,0.11580538,0.31460681,0.17412124,0.08357314,0.00000015,0.45980380
-4.95547774,0.76456173,0.00000003,0.03594089,0.12353930,0.33252092,0.18565367,0.08456965,0.00000021,0.48801189
-4.94947474,0.80558465,0.00000004,0.03783687,0.13140901,0.35066214,0.19718846,0.08610531,0.00000031,0.51663307
-4.94347174,0.84678457,0.00000005,0.03967665,0.13930230,0.36869182,0.20856862,0.08805318,0.00000045,0.54519954
-4.93746873,0.88740215,0.00000008,0.04143434,0.14710649,0.38627888,0.21963828,0.09029185,0.00000065,0.57324868
-4.93146573,0.92670765,0.00000011,0.04308586,0.15471040,0.40310638,0.23024577,0.09270778,0.00000093,0.60033167
-4.92546273,0.96401466,0.00000016,0.04460940,0.16200622,0.41887777,0.24024656,0.09519747,0.00000133,0.62602166
-4.91945973,0.99869256,0.00000022,0.04598566,0.16889134,0.43332249,0.24950597,0.09766929,0.00000188,0.64992144
-4.91345673,1.03017771,0.00000031,0.04719815,0.17527006,0.44620100,0.25790177,0.10004512,0.00000265,0.67167032
-4.90745373,1.05798299,0.00000043,0.04823327,0.18105523,0.45730887,0.26532637,0.10226170,0.00000370,0.69095016
-4.90145073,1.08170566,0.00000060,0.04908044,0.18616959,0.46648013,0.27168873,0.10427184,0.00000513,0.70749031
-4.89544772,1.10103343,0.00000082,0.04973205,0.19054711,0.47358958,0.27691589,0.10604533,0.00000706,0.72107161
-4.88944472,1.11574876,0.00000111,0.05018341,0.19413394,0.47855416,0.28095413,0.10756974,0.00000966,0.73152911
-4.88344172,1.12573134,0.00000150,0.05043270,0.19688932,0.48133348,0.28376972,0.10885098,0.00001312,0.73875384
-4.87743872,1.13095894,0.00000202,0.05048078,0.19878623,0.48192935,0.28534933,0.10991377,0.00001770,0.74269342
-4.87143572,1.13150673,0.00000268,0.05033110,0.19981181,0.48038462,0.28570006,0.11080188,0.00002371,0.74335170
-4.86543272,1.12754517,0.00000354,0.04998953,0.19996766,0.47678125,0.28484913,0.11157829,0.00003154,0.74078749
-4.85942971,1.11933668,0.00000465,0.04946426,0.19926992,0.47123779,0.28284331,0.11232514,0.00004167,0.73511246
-4.85342671,1.10723123,0.00000605,0.04876565,0.19774921,0.46390646,0.27974800,0.11314356,0.00005467,0.72648830
-4.84742371,1.09166091,0.00000782,0.04790619,0.19545034,0.45496976,0.27564609,0.11415326,0.00007123,0.71512325
-4.84142071,1.07313366,0.00001004,0.04690037,0.19243197,0.44463683,0.27063654,0.11549197,0.00009217,0.70126806
-4.83541771,1.05222617,0.00001279,0.04576467,0.18876596,0.43313964,0.26483274,0.11731457,0.00011844,0.68521149
-4.82941471,1.02957597,0.00001619,0.04451749,0.18453670,0.42072900,0.25836062,0.11979194,0.00015118,0.66727527
-4.82341171,1.00587280,0.00002034,0.04317908,0.17984016,0.40767048,0.25135658,0.12310952,0.00019164,0.64780873
-4.81740870,0.98184909,0.00002537,0.04177146,0.17478282,0.39424033,0.24396518,0.12746539,0.00024129,0.62718302
-4.81140570,0.95826974,0.00003142,0.04031838,0.16948040,0.38072127,0.23633658,0.13306801,0.00030174,0.60578502
-4.80540270,0.93592106,0.00003863,0.03884508,0.16405646,0.36739832,0.22862393,0.14013347,0.00037481,0.58401094
-4.79939970,0.91559899,0.00004716,0.03737818,0.15864076,0.35455465,0.22098050,0.14888231,0.00046246,0.56225970
-4.79339670,0.89809658,0.00005717,0.03594544,0.15336752,0.34246737,0.21355681,0.15953578,0.00056680,0.54092624
-4.78739370,0.88419107,0.00006881,0.03457540,0.14837354,0.33140350,0.20649764,0.17231179,0.00069009,0.52039473
-4.78139070,0.87463050,0.00008223,0.03329710,0.14379621,0.32161592,0.19993913,0.18742035,0.00083466,0.50103194
-4.77538769,0.87012026,0.00009758,0.03213964,0.13977145,0.31333958,0.19400603,0.20505874,0.00100291,0.48318094
-4.76938469,0.87130986,0.00011498,0.03113174,0.13643155,0.30678790,0.18880910,0.22540643,0.00119724,0.46715509
-4.76338169,0.87878011,0.00013452,0.03030131,0.13390316,0.30214947,0.18444285,0.24861993,0.00142003,0.45323280
-4.75737869,0.89303121,0.00015627,0.02967492,0.13230513,0.29958518,0.18098365,0.27482756,0.00167350,0.44165295
-4.75137569,0.91447192,0.00018027,0.02927731,0.13174660,0.29922573,0.17848831,0.30412456,0.00195971,0.43261120
-4.74537269,0.94341028,0.00020650,0.02913094,0.13232507,0.30116970,0.17699320,0.33656832,0.00228048,0.42625739
-4.73936968,0.98004594,0.00023490,0.02925549,0.13412471,0.30548215,0.17651391,0.37217431,0.00263728,0.42269390
-4.73336668,1.02446453,0.00026534,0.02966749,0.13721472,0.31219382,0.17704550,0.41091247,0.00303118,0.42197519
-4.72736368,1.07663394,0.00029765,0.03037988,0.14164801,0.32130088,0.17856328,0.45270449,0.00346280,0.42410826
-4.72136068,1.13640285,0.00033158,0.03140176,0.14745992,0.33276523,0.18102415,0.49742192,0.00393223,0.42905422
-4.71535768,1.20350127,0.00036684,0.03273808,0.15466722,0.34651532,0.18436840,0.54488530,0.00443898,0.43673058
-4.70935468,1.27754311,0.00040307,0.03438948,0.16326728,0.36244737,0.18852181,0.59486433,0.00498198,0.44701429
-4.70335168,1.35803063,0.00043987,0.03635217,0.17323743,0.38042702,0.19339808,0.64707910,0.00555954,0.45974523
-4.69734867,1.44436060,0.00047677,0.03861790,0.18453452,0.40029123,0.19890137,0.70120247,0.00616932,0.47473006
-4.69134567,1.53583194,0.00051328,0.04117397,0.19709471,0.42185036,0.20492889,0.75686345,0.00680844,0.49174622
-4.68534267,1.63165465,0.00054890,0.04400334,0.21083347,0.44489053,0.21137342,0.81365166,0.00747343,0.51054592
-4.67933967,1.73095994,0.00058309,0.04708482,0.22564581,0.46917595,0.21812561,0.87112260,0.00816034,0.53086002
-4.67333667,1.83281123,0.00061534,0.05039331,0.24140684,0.49445145,0.22507604,0.92880395,0.00886479,0.55240170
-4.66733367,1.93621606,0.00064512,0.05390009,0.25797254,0.52044510,0.23211705,0.98620236,0.00958207,0.57487003
-4.66133067,2.04013873,0.00067198,0.05757323,0.27518095,0.54687094,0.23914413,1.04281102,0.01030721,0.59795324
-4.65532766,2.14351365,0.00069549,0.06137802,0.29285371,0.57343188,0.24605700,1.09811755,0.01103512,0.62133195
-4.64932466,2.24525937,0.00071526,0.06527743,0.31079799,0.59982288,0.25276045,1.15161227,0.01176067,0.64468237
-4.64332166,2.34429324,0.00073101,0.06923268,0.32880886,0.62573439,0.25916481,1.20279653,0.01247878,0.66767958
