energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.91595798,4.54077892,-1.74039088,1.88017701,-0.77708821,1.61588894,-0.52489950,0.36535786,-0.23677489,0.00430100,-0.00176822,0.01194670,-0.00338648,2.35738185,-0.83464285
-5.90995498,4.70696516,-1.89628409,1.94143963,-0.84651087,1.68734008,-0.57538009,0.36389595,-0.25341793,0.00448105,-0.00190371,0.01261662,-0.00381914,2.45566276,-0.91326399
-5.90395198,4.87009836,-2.05686903,2.00054754,-0.91794365,1.75845517,-0.62797263,0.36141885,-0.26977427,0.00466683,-0.00204021,0.01329561,-0.00428791,2.55305516,-0.99491840
-5.89794897,5.02986936,-2.22113628,2.05740038,-0.99089680,1.82904318,-0.68242213,0.35804343,-0.28564761,0.00485846,-0.00217679,0.01398623,-0.00478996,2.64930497,-1.07916712
-5.89194597,5.18592065,-2.38802692,2.11189462,-1.06485342,1.89888749,-0.73845101,0.35389688,-0.30084431,0.00505582,-0.00231257,0.01469161,-0.00532184,2.74412293,-1.16553908
-5.88594297,5.33782424,-2.55645471,2.16391461,-1.13927935,1.96773838,-0.79576476,0.34911291,-0.31517760,0.00525853,-0.00244680,0.01541522,-0.00587949,2.83717410,-1.25354071
-5.87993997,5.48506159,-2.72533080,2.21332399,-1.21363422,2.03530613,-0.85405856,0.34382789,-0.32847196,0.00546588,-0.00257887,0.01616059,-0.00645830,2.92806873,-1.34266698
-5.87393697,5.62700716,-2.89359009,2.25995819,-1.28738355,2.10125546,-0.91302465,0.33817680,-0.34056731,0.00567688,-0.00270835,0.01693107,-0.00705317,3.01635507,-1.43241360
-5.86793397,5.76291699,-3.06021812,2.30361852,-1.36001128,2.16520160,-0.97236021,0.33228936,-0.35132314,0.00589022,-0.00283500,0.01772947,-0.00765864,3.10151509,-1.52228970
-5.86193097,5.89192354,-3.22427752,2.34406855,-1.43103233,2.22670879,-1.03177545,0.32628631,-0.36062207,0.00610432,-0.00295879,0.01855769,-0.00826900,3.18296362,-1.61183069
-5.85592796,6.01303798,-3.38493270,2.38103303,-1.50000460,2.28529148,-1.09100135,0.32027607,-0.36837309,0.00631731,-0.00307992,0.01941643,-0.00887852,3.26005151,-1.70061046
-5.84992496,6.12516025,-3.54147146,2.41419979,-1.56653994,2.34041856,-1.14979694,0.31435198,-0.37451410,0.00652709,-0.00319884,0.02030483,-0.00948159,3.33207297,-1.78825243
-5.84392196,6.22709738,-3.69332245,2.44322463,-1.63031335,2.39152080,-1.20795541,0.30858998,-0.37901372,0.00673140,-0.00331617,0.02122020,-0.01007298,3.39827736,-1.87443866
-5.83791896,6.31758947,-3.84006717,2.46773926,-1.69106999,2.43800140,-1.26530886,0.30304707,-0.38187235,0.00692786,-0.00343277,0.02215784,-0.01064801,3.45788492,-1.95891653
-5.83191596,6.39534269,-3.98144569,2.48736175,-1.74862962,2.47924944,-1.32173123,0.29776054,-0.38312227,0.00711404,-0.00354966,0.02311080,-0.01120284,3.51010618,-2.04150238
-5.82591296,6.45906804,-4.11735524,2.50170939,-1.80288792,2.51465587,-1.37713907,0.29274785,-0.38282697,0.00728754,-0.00366798,0.02406996,-0.01173458,3.55416425,-2.12208170
-5.81990995,6.50752400,-4.24784143,2.51041303,-1.85381459,2.54363128,-1.43149009,0.28800733,-0.38107942,0.00744604,-0.00378896,0.02502396,-0.01224155,3.58931899,-2.20060567
-5.81390695,6.53956136,-4.37308199,2.51313234,-1.90144817,2.56562491,-1.48477928,0.28351955,-0.37799963,0.00758738,-0.00391385,0.02595946,-0.01272338,3.61489201,-2.27708398
-5.80790395,6.55416794,-4.49336341,2.50957110,-1.94588770,2.58014390,-1.53703263,0.27924935,-0.37373125,0.00770962,-0.00404388,0.02686134,-0.01318110,3.63029129,-2.35157401
-5.80190095,6.55051091,-4.60905144,2.49949173,-1.98728140,2.58677194,-1.58829879,0.27514830,-0.36843753,0.00781109,-0.00418014,0.02771313,-0.01361723,3.63503427,-2.42416693
-5.79589795,6.52797477,-4.72055637,2.48272824,-2.02581301,2.58518648,-1.63863877,0.27115765,-0.36229670,0.00789042,-0.00432359,0.02849745,-0.01403572,3.62876813,-2.49497110
-5.78989495,6.48619293,-4.82829507,2.45919693,-2.06168630,2.57517355,-1.68811434,0.26721152,-0.35549678,0.00794659,-0.00447494,0.02919653,-0.01444189,3.61128636,-2.56409376
-5.78389195,6.42507131,-4.93265121,2.42890414,-2.09510864,2.55663950,-1.73677552,0.26324012,-0.34823022,0.00797891,-0.00463462,0.02979288,-0.01484230,3.58254074,-2.63162184
-5.77788894,6.34480296,-5.03393611,2.39195092,-2.12627425,2.52961910,-1.78464798,0.25917309,-0.34068838,0.00798706,-0.00480272,0.03026985,-0.01524448,3.54264815,-2.69760297
-5.77188594,6.24587278,-5.13235210,2.34853405,-2.15534841,2.49427946,-1.83172093,0.25494254,-0.33305610,0.00797105,-0.00497896,0.03061227,-0.01565674,3.49189189,-2.76202788
-5.76588294,6.12905244,-5.22796061,2.29894377,-2.18245308,2.45091977,-1.87793625,0.25048594,-0.32550654,0.00793121,-0.00516266,0.03080706,-0.01608777,3.43071754,-2.82481513
-5.75987994,5.99538564,-5.32065681,2.24355808,-2.20765513,2.39996656,-1.92317956,0.24574850,-0.31819643,0.00786816,-0.00535277,0.03084375,-0.01654627,3.35972358,-2.88579936
-5.75387694,5.84616471,-5.41015251,2.18283425,-2.23095766,2.34196504,-1.96727383,0.24068522,-0.31126204,0.00778278,-0.00554781,0.03071493,-0.01704060,3.27964724,-2.94472366
-5.74787394,5.68289957,-5.49596846,2.11729783,-2.25229496,2.27756652,-2.00997601,0.23526237,-0.30481579,0.00767615,-0.00574598,0.03041661,-0.01757826,3.19134638,-3.00123693
-5.74187094,5.50728079,-5.57743679,2.04752990,-2.27153156,2.20751288,-2.05097697,0.22945845,-0.29894381,0.00754956,-0.00594514,0.02994843,-0.01816553,3.09577832,-3.05489644
-5.73586793,5.32113836,-5.65371371,1.97415313,-2.28846535,2.13261839,-2.08990507,0.22326460,-0.29370436,0.00740439,-0.00614290,0.02931372,-0.01880702,2.99397641,-3.10517563
-5.72986493,5.12639796,-5.72380210,1.89781739,-2.30283468,2.05374999,-2.12633313,0.21668456,-0.28912734,0.00724218,-0.00633669,0.02851950,-0.01950527,2.88702565,-3.15147715
-5.72386193,4.92503669,-5.78658308,1.81918552,-2.31432909,1.97180653,-2.15978879,0.20973411,-0.28521465,0.00706449,-0.00652384,0.02757623,-0.02026048,2.77603812,-3.19315026
-5.71785893,4.71903987,-5.84085498,1.73891984,-2.32260302,1.88769812,-2.18976771,0.20244010,-0.28194154,0.00687299,-0.00670163,0.02649753,-0.02107017,2.66212925,-3.22951215
-5.71185593,4.51036050,-5.88537797,1.65766984,-2.32729189,1.80232603,-2.21574919,0.19483918,-0.27925886,0.00666933,-0.00686745,0.02529975,-0.02192906,2.54639581,-3.25987194
-5.70585293,4.30088265,-5.91892214,1.57606149,-2.32802955,1.71656409,-2.23721344,0.18697626,-0.27709595,0.00645522,-0.00701880,0.02400146,-0.02282899,2.42989616,-3.28355631
-5.69984992,4.09238975,-5.94031662,1.49468829,-2.32446613,1.63124212,-2.25365977,0.17890275,-0.27536420,0.00623235,-0.00715345,0.02262289,-0.02375897,2.31363335,-3.29993540
-5.69384692,3.88653864,-5.94849749,1.41410436,-2.31628558,1.54713182,-2.26462489,0.17067477,-0.27396103,0.00600244,-0.00726943,0.02118529,-0.02470531,2.19854136,-3.30844788
-5.68784392,3.68483960,-5.94255211,1.33481934,-2.30322163,1.46493558,-2.26970050,0.16235127,-0.27277416,0.00576719,-0.00736513,0.01971037,-0.02565190,2.08547476,-3.30862381
-5.68184092,3.48864270,-5.92175782,1.25729521,-2.28507166,1.38527828,-2.26854927,0.15399228,-0.27168600,0.00552831,-0.00743934,0.01821965,-0.02658065,1.97520159,-3.30010428
-5.67583792,3.29913021,-5.88561341,1.18194482,-2.26170771,1.30870237,-2.26091878,0.14565722,-0.27057793,0.00528750,-0.00749124,0.01673398,-0.02747191,1.86839965,-3.28265699
-5.66983492,3.11731480,-5.83386192,1.10913183,-2.23308409,1.23566595,-2.24665249,0.13740339,-0.26933440,0.00504646,-0.00752043,0.01527301,-0.02830511,1.76565569,-3.25618703
-5.66383192,2.94404308,-5.76650417,1.03917196,-2.19924145,1.16654391,-2.22569762,0.12928469,-0.26784668,0.00480686,-0.00752691,0.01385483,-0.02905939,1.66746740,-3.22074259
-5.65782891,2.78000377,-5.68380250,0.97233519,-2.16030716,1.10163167,-2.19810941,0.12135053,-0.26601611,0.00457034,-0.00751106,0.01249567,-0.02971428,1.57424777,-3.17651531
-5.65182591,2.62573972,-5.58627521,0.90884873,-2.11649216,1.04115130,-2.16405181,0.11364505,-0.26375683,0.00433853,-0.00747358,0.01120965,-0.03025042,1.48633135,-3.12383570
-5.64582291,2.48166299,-5.47468206,0.84890051,-2.06808470,0.98525947,-2.12379465,0.10620656,-0.26099786,0.00411298,-0.00741546,0.01000871,-0.03065024,1.40398205,-3.06316379
-5.63981991,2.34807209,-5.35000223,0.79264296,-2.01544129,0.93405682,-2.07770739,0.09906724,-0.25768457,0.00389517,-0.00733791,0.00890262,-0.03089860,1.32740197,-2.99507585
-5.63381691,2.22517036,-5.21340578,0.74019694,-1.95897566,0.88759817,-2.02624997,0.09225305,-0.25377943,0.00368651,-0.00724230,0.00789898,-0.03098340,1.25674077,-2.92024778
-5.62781391,2.11308465,-5.06622057,0.69165556,-1.89914633,0.84590302,-1.96996111,0.08578391,-0.24926226,0.00348832,-0.00713013,0.00700338,-0.03089596,1.19210514,-2.83943632
-5.62181091,2.01188324,-4.90989600,0.64708788,-1.83644347,0.80896575,-1.90944469,0.07967400,-0.24412978,0.00330176,-0.00700293,0.00621962,-0.03063146,1.13356783,-2.75345877
-5.61580790,1.92159215,-4.74596556,0.60654218,-1.77137579,0.77676506,-1.84535483,0.07393220,-0.23839470,0.00312792,-0.00686224,0.00554987,-0.03018905,1.08117587,-2.66317243
-5.60980490,1.84220900,-4.57600965,0.57004884,-1.70445805,0.74927200,-1.77838014,0.06856269,-0.23208443,0.00296769,-0.00670957,0.00499495,-0.02957200,1.03495751,-2.56945437
-5.60380190,1.77371359,-4.40162011,0.53762256,-1.63619983,0.72645629,-1.70922801,0.06356555,-0.22523934,0.00282185,-0.00654637,0.00455454,-0.02878752,0.99492744,-2.47318263
-5.59779890,1.71607472,-4.22436784,0.50926401,-1.56709573,0.70829055,-1.63860921,0.05893738,-0.21791088,0.00269099,-0.00637401,0.00422740,-0.02784661,0.96109013,-2.37521912
-5.59179590,1.66925269,-4.04577418,0.48496060,-1.49761755,0.69475210,-1.56722358,0.05467199,-0.21015946,0.00257556,-0.00619375,0.00401161,-0.02676361,0.93344095,-2.27639504
-5.58579290,1.63319739,-3.86728686,0.46468657,-1.42820838,0.68582234,-1.49574693,0.05076091,-0.20205225,0.00247582,-0.00600680,0.00390467,-0.02555579,0.91196493,-2.17749879
-5.57978989,1.60784188,-3.69026079,0.44840212,-1.35927866,0.68148364,-1.42481980,0.04719398,-0.19366111,0.00239186,-0.00581428,0.00390363,-0.02424274,0.89663334,-2.07926671
-5.57378689,1.59309195,-3.51594373,0.43605188,-1.29120407,0.68171397,-1.35503795,0.04395969,-0.18506038,0.00232360,-0.00561726,0.00400518,-0.02284580,0.88739809,-1.98237657
-5.56778389,1.58881204,-3.34546671,0.42756261,-1.22432510,0.68647952,-1.28694503,0.04104557,-0.17632501,0.00227078,-0.00541676,0.00420563,-0.02138735,0.88418424,-1.88744350
-5.56178089,1.59480856,-3.17983871,0.42284029,-1.15894787,0.69572581,-1.22102724,0.03843839,-0.16752872,0.00223296,-0.00521380,0.00450093,-0.01989017,0.88688122,-1.79501831
-5.55577789,1.61081155,-3.01994534,0.42176694,-1.09534597,0.70936788,-1.15771011,0.03612429,-0.15874245,0.00220954,-0.00500942,0.00488658,-0.01837687,0.89533318,-1.70558773
-5.54977489,1.63645610,-2.86655068,0.42419716,-1.03376296,0.72728014,-1.09735722,0.03408880,-0.15003295,0.00219971,-0.00480466,0.00535752,-0.01686925,0.90932921,-1.61957621
-5.54377189,1.67126485,-2.72030199,0.42995494,-0.97441529,0.74928672,-1.04027070,0.03231689,-0.14146176,0.00220252,-0.00460061,0.00590808,-0.01538786,0.92859416,-1.53734907
-5.53776888,1.71463304,-2.58173649,0.43883082,-0.91749513,0.77515297,-0.98669349,0.03079281,-0.13308427,0.00221684,-0.00439839,0.00653180,-0.01395154,0.95278087,-1.45921645
-5.53176588,1.76581758,-2.45128988,0.45057994,-0.86317326,0.80457891,-0.93681294,0.02950010,-0.12494913,0.00224136,-0.00419919,0.00722135,-0.01257719,0.98146462,-1.38543797
-5.52576288,1.82393137,-2.32930597,0.46492109,-0.81160149,0.83719517,-0.89076565,0.02842145,-0.11709789,0.00227463,-0.00400419,0.00796844,-0.01127951,1.01414032,-1.31622776
-5.51975988,1.88794395,-2.21604730,0.48153716,-0.76291482,0.87256213,-0.84864339,0.02753867,-0.10956482,0.00231506,-0.00381461,0.00876373,-0.01007093,1.05022321,-1.25175971
-5.51375688,1.95668916,-2.11170607,0.50007721,-0.71723308,0.91017245,-0.81049961,0.02683269,-0.10237697,0.00236094,-0.00363168,0.00959683,-0.00896160,1.08905346,-1.19217274
-5.50775388,2.02888031,-2.01641540,0.52016023,-0.67466229,0.94945731,-0.77635652,0.02628363,-0.09555439,0.00241045,-0.00345658,0.01045633,-0.00795948,1.12990468,-1.13757603
-5.50175088,2.10313262,-1.93026036,0.54138073,-0.63529552,0.98979636,-0.74621228,0.02587088,-0.08911055,0.00246171,-0.00329045,0.01132982,-0.00707049,1.17199661,-1.08805407
-5.49574787,2.17799263,-1.85328854,0.56331601,-0.59921353,1.03053102,-0.72004812,0.02557333,-0.08305288,0.00251279,-0.00313436,0.01220411,-0.00629871,1.21451153,-1.04367133
-5.48974487,2.25197352,-1.78551984,0.58553511,-0.56648516,1.07098092,-0.69783501,0.02536962,-0.07738336,0.00256178,-0.00298927,0.01306534,-0.00564659,1.25661396,-1.00447658
-5.48374187,2.32359501,-1.72695502,0.60760898,-0.53716744,1.11046263,-0.67953952,0.02523850,-0.07209928,0.00260680,-0.00285603,0.01389927,-0.00511524,1.29747290,-0.97050645
-5.47773887,2.39142638,-1.67758248,0.62912162,-0.51130554,1.14831010,-0.66512874,0.02515912,-0.06719401,0.00264606,-0.00273532,0.01469156,-0.00470464,1.33628580,-0.94178828
-5.47173587,2.45413050,-1.63738306,0.64968177,-0.48893249,1.18389573,-0.65457373,0.02511151,-0.06265770,0.00267788,-0.00262771,0.01542807,-0.00441388,1.37230311,-0.91834182
-5.46573287,2.51050692,-1.60633215,0.66893453,-0.47006865,1.21665124,-0.64785141,0.02507692,-0.05847813,0.00270079,-0.00253357,0.01609523,-0.00424131,1.40485236,-0.90017975
-5.45972986,2.55953206,-1.58439890,0.68657253,-0.45472082,1.24608729,-0.64494471,0.02503821,-0.05464131,0.00271348,-0.00245311,0.01668041,-0.00418477,1.43336061,-0.88730671
-5.45372686,2.60039436,-1.57154225,0.70234592,-0.44288105,1.27181080,-0.64584070,0.02498021,-0.05113217,0.00271493,-0.00238636,0.01717224,-0.00424160,1.45737413,-0.87971673
-5.44772386,2.63252277,-1.56770365,0.71607085,-0.43452500,1.29353936,-0.65052684,0.02489001,-0.04793508,0.00270436,-0.00233320,0.01756097,-0.00440872,1.47657442,-0.87738900
-5.44172086,2.65560707,-1.57279653,0.72763584,-0.42960986,1.31111172,-0.65898546,0.02475717,-0.04503425,0.00268131,-0.00229332,0.01783874,-0.00468264,1.49078961,-0.88028207
-5.43571786,2.66960883,-1.58669305,0.73700572,-0.42807190,1.32449396,-0.67118656,0.02457386,-0.04241403,0.00264562,-0.00226625,0.01799984,-0.00505939,1.50000078,-0.88832660
-5.42971486,2.67476261,-1.60920850,0.74422294,-0.42982363,1.33378103,-0.68707939,0.02433490,-0.04005911,0.00259741,-0.00225137,0.01804086,-0.00553444,1.50434261,-0.90141696
-5.42371186,2.67156692,-1.64008437,0.74940586,-0.43475085,1.33919347,-0.70658330,0.02403771,-0.03795456,0.00253714,-0.00224791,0.01796086,-0.00610255,1.50409846,-0.91940218
-5.41770885,2.66076552,-1.67897113,0.75274436,-0.44270963,1.34106933,-0.72957835,0.02368220,-0.03608582,0.00246553,-0.00225494,0.01776132,-0.00675768,1.49968988,-0.94207682
-5.41170585,2.64331960,-1.72541199,0.75449247,-0.45352358,1.33985192,-0.75589644,0.02327057,-0.03443857,0.00238355,-0.00227143,0.01744613,-0.00749282,1.49166104,-0.96917242
-5.40570285,2.62037213,-1.77882897,0.75495864,-0.46698164,1.33607349,-0.78531352,0.02280697,-0.03299857,0.00229242,-0.00229619,0.01702148,-0.00829987,1.48065862,-1.00035023
-5.39969985,2.59320588,-1.83851266,0.75449376,-0.48283679,1.33033585,-0.81754370,0.02229725,-0.03175145,0.00219352,-0.00232793,0.01649561,-0.00916953,1.46740811,-1.03519609
-5.39369685,2.56319671,-1.90361702,0.75347745,-0.50080576,1.32328863,-0.85223579,0.02174855,-0.03068253,0.00208837,-0.00236524,0.01587855,-0.01009123,1.45268743,-1.07321798
-5.38769385,2.53176434,-1.97316024,0.75230319,-0.52057036,1.31560601,-0.88897283,0.02116892,-0.02977664,0.00197858,-0.00240664,0.01518185,-0.01105316,1.43729887,-1.11384710
-5.38169085,2.50032231,-2.04603256,0.75136294,-0.54178028,1.30796297,-0.92727510,0.02056699,-0.02901800,0.00186580,-0.00245054,0.01441815,-0.01204221,1.42204071,-1.15644265
-5.37568784,2.47022926,-2.12101144,0.75103170,-0.56405782,1.30101194,-0.96660662,0.01995153,-0.02839016,0.00175167,-0.00249532,0.01360086,-0.01304420,1.40767936,-1.20030084
-5.36968484,2.44274349,-2.19678414,0.75165280,-0.58700432,1.29536073,-1.00638530,0.01933121,-0.02787602,0.00163778,-0.00253933,0.01274372,-0.01404394,1.39492334,-1.24466791
-5.36368184,2.41898222,-2.27197726,0.75352448,-0.61020843,1.29155265,-1.04599656,0.01871425,-0.02745796,0.00152562,-0.00258091,0.01186047,-0.01502553,1.38439986,-1.28875711
-5.35767884,2.39988727,-2.34519234,0.75688818,-0.63325583,1.29004944,-1.08480975,0.01810825,-0.02711802,0.00141656,-0.00261842,0.01096446,-0.01597265,1.37663507,-1.33176899
-5.35167584,2.38619819,-2.41504614,0.76191923,-0.65574023,1.29121761,-1.12219702,0.01752000,-0.02683815,0.00131178,-0.00265030,0.01006831,-0.01686887,1.37203840,-1.37291433
-5.34567284,2.37843366,-2.48021392,0.76872008,-0.67727515,1.29531869,-1.15755354,0.01695540,-0.02660059,0.00121230,-0.00267508,0.00918369,-0.01769809,1.37089171,-1.41143874
-5.33966983,2.37688161,-2.53947370,0.77731656,-0.69750593,1.30250363,-1.19031837,0.01641945,-0.02638818,0.00111895,-0.00269144,0.00832106,-0.01844490,1.37334342,-1.44664774
-5.33366683,2.38159835,-2.59174924,0.78765710,-0.71612152,1.31281142,-1.21999474,0.01591627,-0.02618480,0.00103234,-0.00269823,0.00748950,-0.01909504,1.37940775,-1.47793116
-5.32766383,2.39241627,-2.63614964,0.79961508,-0.73286527,1.32617193,-1.24616879,0.01544927,-0.02597574,0.00095288,-0.00269449,0.00669662,-0.01963579,1.38896902,-1.50478555
-5.32166083,2.40895971,-2.67200334,0.81299418,-0.74754434,1.34241287,-1.26852574,0.01502127,-0.02574804,0.00088081,-0.00267952,0.00594852,-0.02005634,1.40179061,-1.52683347
-5.31565783,2.43066816,-2.69888467,0.82753638,-0.76003694,1.36127020,-1.28686267,0.01463477,-0.02549082,0.00081614,-0.00265287,0.00524978,-0.02034814,1.41752825,-1.54383841
-5.30965483,2.45682561,-2.71663132,0.84293253,-0.77029717,1.38240188,-1.30109701,0.01429221,-0.02519552,0.00075877,-0.00261436,0.00460351,-0.02050516,1.43574691,-1.55571470
-5.30365183,2.48659479,-2.72535169,0.85883467,-0.77835697,1.40540410,-1.31127036,0.01399630,-0.02485606,0.00070843,-0.00256408,0.00401148,-0.02052408,1.45594057,-1.56253152
-5.29764882,2.51905481,-2.72542158,0.87486994,-0.78432497,1.42982930,-1.31754733,0.01375037,-0.02446891,0.00066474,-0.00250243,0.00347423,-0.02040440,1.47755404,-1.56451086
-5.29164582,2.55324045,-2.71747000,0.89065527,-0.78838226,1.45520527,-1.32020933,0.01355877,-0.02403308,0.00062722,-0.00243004,0.00299121,-0.02014845,1.50000586,-1.56201926
-5.28564282,2.58818168,-2.70235488,0.90581226,-0.79077509,1.48105448,-1.31964361,0.01342720,-0.02355004,0.00059533,-0.00234780,0.00256099,-0.01976133,1.52271128,-1.55555377
-5.27963982,2.62294143,-2.68112950,0.91998165,-0.79180485,1.50691261,-1.31632801,0.01336317,-0.02302355,0.00056851,-0.00225683,0.00218139,-0.01925069,1.54510436,-1.54572252
-5.27363682,2.65665030,-2.65500133,0.93283674,-0.79181567,1.53234578,-1.31081207,0.01337631,-0.02245942,0.00054615,-0.00215841,0.00184971,-0.01862655,1.56665830,-1.53322098
-5.26763382,2.68853643,-2.62528514,0.94409514,-0.79118012,1.55696525,-1.30369550,0.01347880,-0.02186528,0.00052767,-0.00205397,0.00156286,-0.01790090,1.58690300,-1.51880483
-5.26163082,2.71794958,-2.59335243,0.95352839,-0.79028382,1.58043939,-1.29560490,0.01368564,-0.02125031,0.00051251,-0.00194503,0.00131753,-0.01708740,1.60543924,-1.50326073
-5.25562781,2.74437822,-2.56057969,0.96096901,-0.78950946,1.60250185,-1.28716982,0.01401496,-0.02062495,0.00050012,-0.00183315,0.00111033,-0.01620088,1.62194878,-1.48737632
-5.24962481,2.76745890,-2.52829759,0.96631467,-0.78922099,1.62295601,-1.27899924,0.01448819,-0.02000071,0.00049004,-0.00171990,0.00093792,-0.01525696,1.63620001,-1.47191079
-5.24362181,2.78697784,-2.49774343,0.96952936,-0.78974878,1.64167518,-1.27165951,0.01513017,-0.01938993,0.00048184,-0.00160681,0.00079710,-0.01427155,1.64804898,-1.45756718
-5.23761881,2.80286452,-2.47001893,0.97064151,-0.79137630,1.65859870,-1.26565466,0.01596919,-0.01880571,0.00047516,-0.00149531,0.00068489,-0.01326048,1.65743584,-1.44496778
-5.23161581,2.81517793,-2.44605476,0.96973920,-0.79432892,1.67372422,-1.26140982,0.01703681,-0.01826185,0.00046968,-0.00138672,0.00059859,-0.01223904,1.66437688,-1.43463339
-5.22561281,2.82408629,-2.42658342,0.96696271,-0.79876540,1.68709654,-1.25925841,0.01836760,-0.01777287,0.00046516,-0.00128219,0.00053582,-0.01122167,1.66895284,-1.42696738
-5.21960980,2.82984145,-2.41212122,0.96249489,-0.80477220,1.69879383,-1.25943353,0.01999869,-0.01735419,0.00046141,-0.00118271,0.00049452,-0.01022164,1.67129414,-1.42224496
-5.21360680,2.83274956,-2.40295968,0.95654980,-0.81236115,1.70891195,-1.26206370,0.02196908,-0.01702225,0.00045827,-0.00108908,0.00047299,-0.00925081,1.67156386,-1.42060804
-5.20760380,2.83313969,-2.39916662,0.94936024,-0.82147015,1.71754802,-1.26717304,0.02431882,-0.01679487,0.00045562,-0.00100190,0.00046981,-0.00831948,1.66993970,-1.42206557
-5.20160080,2.83133236,-2.40059621,0.94116487,-0.83196716,1.72478420,-1.27468560,0.02708793,-0.01669150,0.00045337,-0.00092158,0.00048386,-0.00743627,1.66659587,-1.42649930
-5.19559780,2.82760990,-2.40690739,0.93219553,-0.84365703,1.73067295,-1.28443370,0.03031510,-0.01673358,0.00045146,-0.00084833,0.00051429,-0.00660809,1.66168617,-1.43367437
-5.18959480,2.82219045,-2.41758945,0.92266549,-0.85629094,1.73522466,-1.29616958,0.03403626,-0.01694484,0.00044983,-0.00078219,0.00056040,-0.00584020,1.65532924,-1.44325421
-5.18359180,2.81520724,-2.43199345,0.91275917,-0.86957791,1.73839872,-1.30957985,0.03828292,-0.01735162,0.00044841,-0.00072304,0.00062169,-0.00513623,1.64759709,-1.45481897
-5.17758879,2.80669462,-2.44936785,0.90262398,-0.88319795,1.74009874,-1.32430211,0.04308040,-0.01798302,0.00044713,-0.00067062,0.00069768,-0.00449835,1.63850757,-1.46788655
-5.17158579,2.79658156,-2.46889681,0.89236440,-0.89681612,1.74017237,-1.33994290,0.04844599,-0.01887103,0.00044593,-0.00062457,0.00078796,-0.00392740,1.62802138,-1.48193533
-5.16558279,2.78469339,-2.48973940,0.88203896,-0.91009702,1.73841611,-1.35609623,0.05438708,-0.02005037,0.00044473,-0.00058442,0.00089204,-0.00342307,1.61604383,-1.49642757
