energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-4.76938469,3.02176843,0.01236798,0.91318379,0.01343483,0.00000000,0.00195172,0.98557243,1.61709239,0.87485651
-4.76338169,3.04047916,0.01221294,0.93786612,0.01331377,0.00000000,0.00192517,0.98505586,1.64580202,0.88214011
-4.75737869,3.06389505,0.01201620,0.96377306,0.01320522,0.00000000,0.00190624,0.98664184,1.67688048,0.89085517
-4.75137569,3.09175499,0.01177989,0.99069543,0.01310825,0.00000000,0.00189415,0.99024566,1.70996769,0.90094550
-4.74537269,3.12370232,0.01150687,1.01838351,0.01302181,0.00000000,0.00188807,0.99576482,1.74465121,0.91231975
-4.73936968,3.15927625,0.01120066,1.04654349,0.01294473,0.00000000,0.00188715,1.00307949,1.78046473,0.92484730
-4.73336668,3.19790831,0.01086519,1.07483598,0.01287570,0.00000000,0.00189051,1.01205389,1.81688953,0.93835602
-4.72736368,3.23892455,0.01050467,1.10287702,0.01281326,0.00000000,0.00189722,1.02253870,1.85335941,0.95263201
-4.72136068,3.28155443,0.01012339,1.13024191,0.01275579,0.00000000,0.00190638,1.03437459,1.88926954,0.96742186
-4.71535768,3.32494621,0.00972559,1.15647196,0.01270157,0.00000000,0.00191707,1.04739667,1.92398893,0.98243733
-4.70935468,3.36818864,0.00931532,1.18108415,0.01264879,0.00000000,0.00192841,1.06143971,1.95687656,0.99736228
-4.70335168,3.41033792,0.00889637,1.20358345,0.01259560,0.00000000,0.00193956,1.07634373,1.98730016,1.01186190
-4.69734867,3.45044846,0.00847216,1.22347712,0.01254020,0.00000000,0.00194978,1.09195961,2.01465690,1.02559343
-4.69134567,3.48760597,0.00804575,1.24029059,0.01248086,0.00000000,0.00195843,1.10815419,2.03839472,1.03821813
-4.68534267,3.52096052,0.00761980,1.25358386,0.01241606,0.00000000,0.00196498,1.12481425,2.05803305,1.04941374
-4.67933967,3.54975787,0.00719660,1.26296771,0.01234446,0.00000000,0.00196905,1.14184923,2.07318164,1.05888670
-4.67333667,3.57336680,0.00677809,1.26811869,0.01226502,0.00000000,0.00197045,1.15919196,2.08355607,1.06638350
-4.66733367,3.59130078,0.00636594,1.26879211,0.01217701,0.00000000,0.00196912,1.17679739,2.08898904,1.07170054
-4.66133067,3.60323257,0.00596155,1.26483218,0.01208004,0.00000000,0.00196518,1.19463923,2.08943643,1.07469186
-4.65532766,3.60900082,0.00556617,1.25617876,0.01197403,0.00000000,0.00195894,1.21270441,2.08497779,1.07527435
-4.64932466,3.60860827,0.00518090,1.24287032,0.01185925,0.00000000,0.00195080,1.23098595,2.07581096,1.07343022
-4.64332166,3.60221176,0.00480679,1.22504281,0.01173619,0.00000000,0.00194134,1.24947430,2.06224119,1.06920656
