energy_ev,total_up,Au_p_up,Au_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.77788894,1.29790343,0.16163614,1.16458335,0.06448574,0.02809417,0.00000207,0.03375504,0.13595705,0.00000000
-5.77188594,1.30709517,0.16094782,1.17141545,0.06732359,0.02827633,0.00000213,0.03555164,0.13518752,0.00000000
-5.76588294,1.31221377,0.16001023,1.17378503,0.07058414,0.02856479,0.00000243,0.03732362,0.13430216,0.00000000
-5.75987994,1.31368978,0.15894557,1.17197167,0.07435542,0.02899769,0.00000301,0.03907174,0.13342060,0.00000000
-5.75387694,1.31206687,0.15788611,1.16636303,0.07872740,0.02961364,0.00000395,0.04080016,0.13266996,0.00000000
-5.74787394,1.30798990,0.15697081,1.15744733,0.08378900,0.03045068,0.00000534,0.04251643,0.13218145,0.00000000
-5.74187094,1.30218931,0.15634159,1.14580253,0.08962482,0.03154526,0.00000732,0.04423138,0.13208679,0.00000000
-5.73586793,1.29546197,0.15613941,1.13208248,0.09631161,0.03293111,0.00001007,0.04595864,0.13251440,0.00000000
-5.72986493,1.28864918,0.15650015,1.11700018,0.10391460,0.03463814,0.00001383,0.04771414,0.13358550,0.00000000
-5.72386193,1.28261226,0.15755048,1.10130884,0.11248385,0.03669139,0.00001893,0.04951528,0.13541034,0.00000000
-5.71785893,1.27820668,0.15940396,1.08578121,0.12205084,0.03910994,0.00002576,0.05138007,0.13808443,0.00000000
-5.71185593,1.27625565,0.16215722,1.07118798,0.13262528,0.04190607,0.00003483,0.05332603,0.14168526,0.00000000
-5.70585293,1.27752417,0.16588668,1.05827603,0.14419259,0.04508444,0.00004678,0.05536919,0.14626924,0.00000000
-5.69984992,1.28269465,0.17064581,1.04774738,0.15671197,0.04864149,0.00006240,0.05752293,0.15186937,0.00000000
-5.69384692,1.29234523,0.17646296,1.04023977,0.17011539,0.05256509,0.00008266,0.05979700,0.15849342,0.00000000
-5.68784392,1.30693175,0.18334008,1.03630957,0.18430760,0.05683444,0.00010874,0.06219657,0.16612303,0.00000000
-5.68184092,1.32677417,0.19125227,1.03641782,0.19916719,0.06142024,0.00014203,0.06472156,0.17471348,0.00000000
-5.67583792,1.35204832,0.20014817,1.04091998,0.21454884,0.06628520,0.00018420,0.06736611,0.18419449,0.00000000
-5.66983492,1.38278327,0.20995143,1.05005979,0.23028674,0.07138481,0.00023722,0.07011837,0.19447186,0.00000000
-5.66383192,1.41886447,0.22056296,1.06396740,0.24619906,0.07666848,0.00030334,0.07296059,0.20542995,0.00000000
-5.65782891,1.46004273,0.23186408,1.08266186,0.26209339,0.08208091,0.00038516,0.07586950,0.21693506,0.00000000
-5.65182591,1.50594834,0.24372038,1.10605769,0.27777300,0.08756372,0.00048561,0.07881694,0.22883940,0.00000000
-5.64582291,1.55610991,0.25598621,1.13397509,0.29304357,0.09305719,0.00060794,0.08177086,0.24098573,0.00000000
-5.63981991,1.60997667,0.26850946,1.16615313,0.30772022,0.09850223,0.00075572,0.08469641,0.25321233,0.00000000
-5.63381691,1.66694326,0.28113664,1.20226516,0.32163440,0.10384223,0.00093282,0.08755729,0.26535813,0.00000000
-5.62781391,1.72637562,0.29371787,1.24193555,0.33464040,0.10902495,0.00114332,0.09031712,0.27726787,0.00000000
-5.62181091,1.78763652,0.30611157,1.28475664,0.34662109,0.11400415,0.00139146,0.09294092,0.28879700,0.00000000
-5.61580790,1.85010943,0.31818872,1.33030520,0.35749261,0.11874106,0.00168154,0.09539638,0.29981602,0.00000000
-5.60980490,1.91321936,0.32983635,1.37815715,0.36720765,0.12320547,0.00201780,0.09765516,0.31021429,0.00000000
-5.60380190,1.97644969,0.34096024,1.42789997,0.37575730,0.12737640,0.00240430,0.09969386,0.31990284,0.00000000
-5.59779890,2.03935390,0.35148654,1.47914202,0.38317113,0.13124243,0.00284470,0.10149480,0.32881636,0.00000000
-5.59179590,2.10156184,0.36136240,1.53151845,0.38951552,0.13480145,0.00334214,0.10304651,0.33691404,0.00000000
-5.58579290,2.16278017,0.37055546,1.58469331,0.39489042,0.13806004,0.00389901,0.10434384,0.34417932,0.00000000
-5.57978989,2.22278720,0.37905234,1.63835809,0.39942444,0.14103238,0.00451675,0.10538785,0.35061865,0.00000000
-5.57378689,2.28142254,0.38685617,1.69222690,0.40326862,0.14373882,0.00519569,0.10618531,0.35625919,0.00000000
-5.56778389,2.33857247,0.39398334,1.74602880,0.40658928,0.14620416,0.00593482,0.10674798,0.36114573,0.00000000
-5.56178089,2.39415202,0.40045967,1.79949815,0.40955999,0.14845566,0.00673164,0.10709167,0.36533687,0.00000000
-5.55577789,2.44808525,0.40631633,1.85236367,0.41235343,0.15052111,0.00758204,0.10723510,0.36890081,0.00000000
-5.54977489,2.50028500,0.41158551,1.90433750,0.41513323,0.15242680,0.00848018,0.10719875,0.37191087,0.00000000
-5.54377189,2.55063379,0.41629647,1.95510495,0.41804636,0.15419568,0.00941849,0.10700359,0.37444103,0.00000000
-5.53776888,2.59896715,0.42047186,2.00431633,0.42121643,0.15584582,0.01038765,0.10666996,0.37656171,0.00000000
-5.53176588,2.64506082,0.42412484,2.05158143,0.42473815,0.15738917,0.01137672,0.10621650,0.37833602,0.00000000
-5.52576288,2.68862279,0.42725694,2.09646760,0.42867320,0.15883068,0.01237327,0.10565927,0.37981666,0.00000000
-5.51975988,2.72929093,0.42985695,2.13850178,0.43304776,0.16016804,0.01336359,0.10501111,0.38104360,0.00000000
-5.51375688,2.76663663,0.43190085,2.17717692,0.43785171,0.16139171,0.01433302,0.10428121,0.38204271,0.00000000
-5.50775388,2.80017446,0.43335279,2.21196248,0.44303944,0.16248554,0.01526628,0.10347496,0.38282516,0.00000000
-5.50175088,2.82937745,0.43416706,2.24231895,0.44853235,0.16342779,0.01614787,0.10259408,0.38338793,0.00000000
-5.49574787,2.85369709,0.43429091,2.26771552,0.45422258,0.16419242,0.01696248,0.10163689,0.38371502,0.00000000
-5.48974487,2.87258723,0.43366808,2.28765022,0.45997802,0.16475079,0.01769547,0.10059894,0.38377942,0.00000000
-5.48374187,2.88553026,0.43224280,2.30167129,0.46564809,0.16507339,0.01833329,0.09947363,0.38354573,0.00000000
-5.47773887,2.89206416,0.42996401,2.30939875,0.47107012,0.16513173,0.01886392,0.09825310,0.38297307,0.00000000
-5.47173587,2.89180891,0.42678953,2.31054484,0.47607583,0.16490008,0.01927726,0.09692904,0.38201827,0.00000000
-5.46573287,2.88449044,0.42268996,2.30493204,0.48049787,0.16435715,0.01956542,0.09549362,0.38063906,0.00000000
-5.45972986,2.86996103,0.41765203,2.29250770,0.48417577,0.16348745,0.01972304,0.09394028,0.37879705,0.00000000
-5.45372686,2.84821459,0.41168125,2.27335424,0.48696148,0.16228230,0.01974740,0.09226445,0.37646038,0.00000000
-5.44772386,2.81939611,0.40480368,2.24769417,0.48872388,0.16074060,0.01963853,0.09046415,0.37360588,0.00000000
-5.44172086,2.78380458,0.39706666,2.21588962,0.48935249,0.15886902,0.01939920,0.08854041,0.37022067,0.00000000
-5.43571786,2.74188928,0.38853867,2.17843619,0.48876014,0.15668195,0.01903479,0.08649749,0.36630309,0.00000000
-5.42971486,2.69423943,0.37930807,2.13595127,0.48688459,0.15420093,0.01855312,0.08434295,0.36186302,0.00000000
-5.42371186,2.64156793,0.36948101,2.08915748,0.48368924,0.15145390,0.01796415,0.08208753,0.35692155,0.00000000
-5.41770885,2.58468994,0.35917860,2.03886174,0.47916301,0.14847404,0.01727964,0.07974484,0.35151009,0.00000000
-5.41170585,2.52449747,0.34853346,1.98593118,0.47331938,0.14529852,0.01651277,0.07733101,0.34566908,0.00000000
-5.40570285,2.46193125,0.33768593,1.93126688,0.46619504,0.14196709,0.01567775,0.07486418,0.33944632,0.00000000
-5.39969985,2.39795139,0.32678014,1.87577671,0.45784799,0.13852071,0.01478932,0.07236393,0.33289516,0.00000000
-5.39369685,2.33350823,0.31596016,1.82034843,0.44835548,0.13500017,0.01386243,0.06985080,0.32607263,0.00000000
-5.38769385,2.26951474,0.30536646,1.76582436,0.43781188,0.13144494,0.01291173,0.06734576,0.31903763,0.00000000
-5.38169085,2.20682183,0.29513288,1.71297849,0.42632655,0.12789217,0.01195131,0.06486979,0.31184943,0.00000000
-5.37568784,2.14619745,0.28538427,1.66249715,0.41402196,0.12437601,0.01099433,0.06244358,0.30456644,0.00000000
-5.36968484,2.08831057,0.27623483,1.61496374,0.40103198,0.12092718,0.01005280,0.06008734,0.29724541,0.00000000
-5.36368184,2.03372019,0.26778739,1.57084805,0.38750046,0.11757288,0.00913739,0.05782082,0.28994113,0.00000000
-5.35767884,1.98287002,0.26013348,1.53050042,0.37358023,0.11433702,0.00825730,0.05566337,0.28270651,0.00000000
-5.35167584,1.93608852,0.25335423,1.49415067,0.35943223,0.11124076,0.00742026,0.05363427,0.27559327,0.00000000
-5.34567284,1.89359404,0.24752197,1.46191160,0.34522499,0.10830330,0.00663246,0.05175310,0.26865290,0.00000000
-5.33966983,1.85550456,0.24270246,1.43378661,0.33113433,0.10554286,0.00589868,0.05004023,0.26193804,0.00000000
-5.33366683,1.82185133,0.23895753,1.40968088,0.31734309,0.10297793,0.00522236,0.04851738,0.25550406,0.00000000
-5.32766383,1.79259535,0.23634793,1.38941539,0.30404091,0.10062850,0.00460581,0.04720814,0.24941074,0.00000000
-5.32166083,1.76764592,0.23493622,1.37274303,0.29142394,0.09851741,0.00405028,0.04613856,0.24372397,0.00000000
-5.31565783,1.74688006,0.23478942,1.35936607,0.27969434,0.09667164,0.00355629,0.04533750,0.23851718,0.00000000
-5.30965483,1.73016198,0.23598125,1.34895408,0.26905947,0.09512347,0.00312371,0.04483699,0.23387260,0.00000000
-5.30365183,1.71736144,0.23859367,1.34116168,0.25973073,0.09391148,0.00275205,0.04467225,0.22988193,0.00000000
-5.29764882,1.70837032,0.24271772,1.33564537,0.25192185,0.09308134,0.00244063,0.04488162,0.22664665,0.00000000
-5.29164582,1.70311660,0.24845325,1.33207895,0.24584675,0.09268628,0.00218874,0.04550618,0.22427750,0.00000000
-5.28564282,1.70157516,0.25590771,1.33016696,0.24171670,0.09278719,0.00199587,0.04658899,0.22289338,0.00000000
-5.27963982,1.70377494,0.26519373,1.32965589,0.23973696,0.09345243,0.00186176,0.04817427,0.22261953,0.00000000
-5.27363682,1.70980235,0.27642567,1.33034274,0.24010287,0.09475718,0.00178659,0.05030604,0.22358491,0.00000000
-5.26763382,1.71980071,0.28971510,1.33208102,0.24299540,0.09678237,0.00177104,0.05302676,0.22591898,0.00000000
-5.26163082,1.73396588,0.30516543,1.33478397,0.24857627,0.09961325,0.00181631,0.05637560,0.22974785,0.00000000
-5.25562781,1.75253833,0.32286579,1.33842502,0.25698293,0.10333757,0.00192418,0.06038662,0.23519000,0.00000000
-5.24962481,1.77579201,0.34288453,1.34303588,0.26832331,0.10804333,0.00209692,0.06508692,0.24235162,0.00000000
-5.24362181,1.80402052,0.36526255,1.34870206,0.28267077,0.11381633,0.00233733,0.07049470,0.25132189,0.00000000
-5.23761881,1.83752123,0.39000682,1.35555643,0.30005945,0.12073735,0.00264855,0.07661749,0.26216827,0.00000000
-5.23161581,1.87657798,0.41708439,1.36377091,0.32048009,0.12887923,0.00303401,0.08345059,0.27493209,0.00000000
-5.22561281,1.92144315,0.44641742,1.37354673,0.34387680,0.13830379,0.00349723,0.09097568,0.28962459,0.00000000
-5.21960980,1.97231977,0.47787927,1.38510354,0.37014484,0.14905881,0.00404166,0.09915991,0.30622374,0.00000000
-5.21360680,2.02934453,0.51129218,1.39866795,0.39912963,0.16117497,0.00467048,0.10795530,0.32467185,0.00000000
-5.20760380,2.09257236,0.54642669,1.41446167,0.43062717,0.17466317,0.00538639,0.11729876,0.34487426,0.00000000
-5.20160080,2.16196326,0.58300290,1.43268995,0.46438599,0.18951192,0.00619136,0.12711249,0.36669920,0.00000000
-5.19559780,2.23737191,0.62069379,1.45353049,0.50011050,0.20568533,0.00708649,0.13730499,0.38997883,0.00000000
-5.18959480,2.31854075,0.65913036,1.47712343,0.53746585,0.22312144,0.00807173,0.14777254,0.41451158,0.00000000
-5.18359180,2.40509665,0.69790866,1.50356274,0.57608407,0.24173123,0.00914576,0.15840114,0.44006559,0.00000000
-5.17758879,2.49655153,0.73659842,1.53288928,0.61557134,0.26139826,0.01030585,0.16906890,0.46638339,0.00000000
-5.17158579,2.59230703,0.77475289,1.56508601,0.65551606,0.28197898,0.01154775,0.17964870,0.49318745,0.00000000
-5.16558279,2.69166313,0.81191964,1.60007537,0.69549749,0.30330385,0.01286567,0.19001104,0.52018647,0.00000000
-5.15957979,2.79383042,0.84765181,1.63771907,0.73509456,0.32517923,0.01425231,0.20002709,0.54708231,0.00000000
-5.15357679,2.89794577,0.88151937,1.67782036,0.77389452,0.34739002,0.01569897,0.20957163,0.57357712,0.00000000
-5.14757379,3.00309073,0.91311992,1.72012859,0.81150114,0.36970300,0.01719566,0.21852593,0.59938044,0.00000000
-5.14157079,3.10831218,0.94208862,1.76434607,0.84754204,0.39187094,0.01873139,0.22678034,0.62421616,0.00000000
-5.13556778,3.21264433,0.96810683,1.81013667,0.88167506,0.41363715,0.02029440,0.23423666,0.64782878,0.00000000
-5.12956478,3.31513135,0.99090913,1.85713604,0.91359339,0.43474060,0.02187252,0.24081003,0.66998907,0.00000000
-5.12356178,3.41484969,1.01028851,1.90496280,0.94302934,0.45492136,0.02345350,0.24643040,0.69049857,0.00000000
-5.11755878,3.51092929,1.02609954,1.95323019,0.96975680,0.47392616,0.02502538,0.25104358,0.70919316,0.00000000
-5.11155578,3.60257275,1.03825949,2.00155755,0.99359234,0.49151395,0.02657688,0.25461180,0.72594520,0.00000000
-5.10555278,3.68907174,1.04674747,2.04958112,1.01439512,0.50746136,0.02809771,0.25711377,0.74066449,0.00000000
-5.09954977,3.76981987,1.05160162,2.09696342,1.03206577,0.52156765,0.02957885,0.25854442,0.75329787,0.00000000
-5.09354677,3.84432163,1.05291465,2.14340078,1.04654437,0.53365929,0.03101279,0.25891415,0.76382759,0.00000000
-5.08754377,3.91219679,1.05082790,2.18862861,1.05780778,0.54359368,0.03239360,0.25824791,0.77226852,0.00000000
-5.08154077,3.97318026,1.04552435,2.23242397,1.06586658,0.55126215,0.03371708,0.25658388,0.77866437,0.00000000
-5.07553777,4.02711737,1.03722076,2.27460543,1.07076173,0.55659193,0.03498056,0.25397205,0.78308309,0.00000000
-5.06953477,4.07395482,1.02615930,2.31503007,1.07256111,0.55954716,0.03618284,0.25047265,0.78561169,0.00000000
-5.06353177,4.11372772,1.01259919,2.35358801,1.07135621,0.56012886,0.03732386,0.24615449,0.78635064,0.00000000
-5.05752876,4.14654352,0.99680832,2.39019464,1.06725888,0.55837379,0.03840441,0.24109324,0.78540831,0.00000000
-5.05152576,4.17256365,0.97905548,2.42478110,1.06039831,0.55435245,0.03942568,0.23536977,0.78289540,0.00000000
-5.04552276,4.19198375,0.95960323,2.45728382,1.05091826,0.54816611,0.04038884,0.22906843,0.77891987,0.00000000
-5.03951976,4.20501384,0.93870168,2.48763361,1.03897445,0.53994319,0.04129459,0.22227550,0.77358248,0.00000000
-5.03351676,4.21185928,0.91658335,2.51574520,1.02473220,0.52983496,0.04214274,0.21507762,0.76697310,0.00000000
-5.02751376,4.21270382,0.89345922,2.54150803,1.00836419,0.51801100,0.04293179,0.20756033,0.75916810,0.00000000
-5.02151076,4.20769558,0.86951600,2.56477886,0.99004847,0.50465431,0.04365868,0.19980678,0.75022868,0.00000000
-5.01550775,4.19693681,0.84491474,2.58537692,0.96996640,0.48995655,0.04431858,0.19189647,0.74020043,0.00000000
-5.00950475,4.18047805,0.81979056,2.60308193,0.94830093,0.47411345,0.04490480,0.18390418,0.72911404,0.00000000
-5.00350175,4.15831688,0.79425363,2.61763526,0.92523482,0.45732050,0.04540886,0.17589904,0.71698699,0.00000000
-4.99749875,4.13040153,0.76839111,2.62874434,0.90094910,0.43976919,0.04582068,0.16794377,0.70382620,0.00000000
-4.99149575,4.09663870,0.74227001,2.63609008,0.87562162,0.42164384,0.04612890,0.16009402,0.68963152,0.00000000
-4.98549275,4.05690550,0.71594064,2.63933689,0.84942585,0.40311902,0.04632134,0.15239805,0.67439965,0.00000000
-4.97948974,4.01106436,0.68944061,2.63814496,0.82252986,0.38435767,0.04638550,0.14489639,0.65812843,0.00000000
-4.97348674,3.95898014,0.66279903,2.63218394,0.79509547,0.36550981,0.04630918,0.13762186,0.64082119,0.00000000
-4.96748374,3.90053841,0.63604062,2.62114737,0.76727774,0.34671194,0.04608112,0.13059967,0.62249076,0.00000000
-4.96148074,3.83566359,0.60918974,2.60476717,0.73922459,0.32808682,0.04569160,0.12384777,0.60316313,0.00000000
-4.95547774,3.76433613,0.58227388,2.58282729,0.71107664,0.30974376,0.04513309,0.11737722,0.58288037,0.00000000
-4.94947474,3.68660760,0.55532663,2.55517599,0.68296720,0.29177923,0.04440072,0.11119286,0.56170269,0.00000000
-4.94347174,3.60261298,0.52838985,2.52173611,0.65502241,0.27427761,0.04349274,0.10529399,0.53970955,0.00000000
-4.93746873,3.51257955,0.50151517,2.48251301,0.62736134,0.25731217,0.04241084,0.09967512,0.51699975,0.00000000
-4.93146573,3.41683204,0.47476454,2.43759976,0.60009619,0.24094594,0.04116027,0.09432686,0.49369051,0.00000000
-4.92546273,3.31579402,0.44821009,2.38717969,0.57333234,0.22523270,0.03974988,0.08923675,0.46991563,0.00000000
-4.91945973,3.20998551,0.42193316,2.33152618,0.54716836,0.21021776,0.03819199,0.08439014,0.44582286,0.00000000
-4.91345673,3.10001737,0.39602280,2.27100001,0.52169592,0.19593877,0.03650213,0.07977101,0.42157058,0.00000000
-4.90745373,2.98658279,0.37057378,2.20604444,0.49699952,0.18242628,0.03469858,0.07536281,0.39732410,0.00000000
-4.90145073,2.87044665,0.34568419,2.13717850,0.47315619,0.16970434,0.03280194,0.07114914,0.37325171,0.00000000
-4.89544772,2.75243327,0.32145304,2.06498879,0.45023510,0.15779098,0.03083449,0.06711445,0.34952077,0.00000000
-4.88944472,2.63341335,0.29797769,1.99012031,0.42829712,0.14669861,0.02881957,0.06324456,0.32629394,0.00000000
-4.88344172,2.51429067,0.27535166,1.91326648,0.40739451,0.13643455,0.02678095,0.05952714,0.30372579,0.00000000
-4.87743872,2.39598909,0.25366247,1.83515901,0.38757073,0.12700145,0.02474216,0.05595210,0.28196003,0.00000000
-4.87143572,2.27944026,0.23299007,1.75655759,0.36886042,0.11839790,0.02272591,0.05251180,0.26112717,0.00000000
-4.86543272,2.16557245,0.21340559,1.67823973,0.35128977,0.11061909,0.02075357,0.04920124,0.24134304,0.00000000
-4.85942971,2.05530042,0.19497056,1.60099094,0.33487713,0.10365754,0.01884467,0.04601811,0.22270785,0.00000000
-4.85342671,1.94951674,0.17773662,1.52559520,0.31963413,0.09750398,0.01701660,0.04296275,0.20530598,0.00000000
-4.84742371,1.84908403,0.16174563,1.45282584,0.30556716,0.09214831,0.01528433,0.04003802,0.18920631,0.00000000
-4.84142071,1.75482840,0.14703010,1.38343672,0.29267921,0.08758052,0.01366032,0.03724915,0.17446302,0.00000000
-4.83541771,1.66753354,0.13361394,1.31815371,0.28097214,0.08379177,0.01215441,0.03460340,0.16111684,0.00000000
-4.82941471,1.58793526,0.12151336,1.25766647,0.27044918,0.08077533,0.01077396,0.03210980,0.14919644,0.00000000
-4.82341171,1.51671635,0.11073790,1.20262031,0.26111755,0.07852740,0.00952396,0.02977875,0.13872000,0.00000000
-4.81740870,1.45450120,0.10129139,1.15360825,0.25299111,0.07704792,0.00840729,0.02762163,0.12969678,0.00000000
-4.81140570,1.40185021,0.09317293,1.11116311,0.24609282,0.07634099,0.00742494,0.02565036,0.12212852,0.00000000
-4.80540270,1.35925357,0.08637761,1.07574978,0.24045680,0.07641516,0.00657636,0.02387699,0.11601068,0.00000000
-4.79939970,1.32712443,0.08089711,1.04775755,0.23612985,0.07728336,0.00585978,0.02231322,0.11133344,0.00000000
-4.79339670,1.30579129,0.07671997,1.02749271,0.23317217,0.07896240,0.00527252,0.02096998,0.10808224,0.00000000
-4.78739370,1.29548980,0.07383169,1.01517143,0.23165717,0.08147224,0.00481129,0.01985702,0.10623811,0.00000000
-4.78139070,1.29635385,0.07221452,1.01091309,0.23167020,0.08483472,0.00447251,0.01898248,0.10577759,0.00000000
-4.77538769,1.30840644,0.07184694,1.01473435,0.23330604,0.08907198,0.00425250,0.01835254,0.10667232,0.00000000
-4.76938469,1.33155043,0.07270306,1.02654394,0.23666529,0.09420450,0.00414764,0.01797105,0.10888834,0.00000000
-4.76338169,1.36555970,0.07475173,1.04613871,0.24184952,0.10024886,0.00415457,0.01783926,0.11238521,0.00000000
-4.75737869,1.41007108,0.07795564,1.07320093,0.24895538,0.10721523,0.00427019,0.01795553,0.11711489,0.00000000
-4.75137569,1.46457775,0.08227030,1.10729729,0.25806783,0.11510474,0.00449166,0.01831516,0.12302069,0.00000000
-4.74537269,1.52842448,0.08764312,1.14787980,0.26925277,0.12390681,0.00481638,0.01891022,0.13003612,0.00000000
-4.73936968,1.60080551,0.09401265,1.19428887,0.28254942,0.13359664,0.00524184,0.01972948,0.13808397,0.00000000
-4.73336668,1.68076556,0.10130792,1.24575878,0.29796280,0.14413287,0.00576550,0.02075844,0.14707558,0.00000000
-4.72736368,1.76720454,0.10944820,1.30142575,0.31545674,0.15545574,0.00638454,0.02197942,0.15691046,0.00000000
-4.72136068,1.85888643,0.11834305,1.36033872,0.33494797,0.16748573,0.00709570,0.02337172,0.16747633,0.00000000
-4.71535768,1.95445281,0.12789287,1.42147285,0.35630158,0.18012294,0.00789500,0.02491196,0.17864967,0.00000000
-4.70935468,2.05244108,0.13798991,1.48374579,0.37932840,0.19324734,0.00877749,0.02657445,0.19029683,0.00000000
-4.70335168,2.15130761,0.14851982,1.54603647,0.40378459,0.20671983,0.00973710,0.02833175,0.20227576,0.00000000
-4.69734867,2.24945563,0.15936377,1.60720628,0.42937370,0.22038442,0.01076637,0.03015527,0.21443834,0.00000000
-4.69134567,2.34526735,0.17040106,1.66612210,0.45575138,0.23407137,0.01185636,0.03201604,0.22663333,0.00000000
-4.68534267,2.43713999,0.18151227,1.72168093,0.48253283,0.24760127,0.01299654,0.03388551,0.23870991,0.00000000
-4.67933967,2.52352464,0.19258279,1.77283531,0.50930274,0.26079012,0.01417476,0.03573649,0.25052163,0.00000000
-4.67333667,2.60296702,0.20350669,1.81861902,0.53562756,0.27345509,0.01537736,0.03754405,0.26193084,0.00000000
-4.66733367,2.67414889,0.21419076,1.85817226,0.56106971,0.28542089,0.01658923,0.03928656,0.27281328,0.00000000
-4.66133067,2.73592862,0.22455855,1.89076546,0.58520313,0.29652649,0.01779413,0.04094658,0.28306270,0.00000000
-4.65532766,2.78737947,0.23455425,1.91582093,0.60762948,0.30663186,0.01897492,0.04251177,0.29259544,0.00000000
-4.64932466,2.82782401,0.24414616,1.93293152,0.62799446,0.31562449,0.02011399,0.04397564,0.30135450,0.00000000
-4.64332166,2.85686292,0.25332961,1.94187550,0.64600321,0.32342538,0.02119368,0.04533824,0.30931318,0.00000000
