energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.92796398,2.25798970,-0.97382413,1.38312769,-0.46745949,0.67291657,-0.28835000,0.00761758,-0.00056987,0.46324453,-0.23332755,0.08672629,-0.15107317,0.01593808,-0.00316970,0.80601225,-0.33277539
-5.92196098,2.27604415,-0.92313430,1.42365247,-0.43935425,0.67118035,-0.27195890,0.00783399,-0.00064965,0.47520467,-0.21665849,0.08599965,-0.14118734,0.01566775,-0.00298501,0.80663145,-0.32105501
-5.91595798,2.29078588,-0.87782972,1.45901152,-0.41331884,0.67027233,-0.25740854,0.00801441,-0.00074336,0.48688267,-0.20144731,0.08509578,-0.13148164,0.01537813,-0.00284727,0.80517115,-0.31107167
-5.90995498,2.30102700,-0.83905544,1.48836285,-0.38995848,0.66980796,-0.24498084,0.00815517,-0.00085272,0.49792816,-0.18791874,0.08399324,-0.12214266,0.01506469,-0.00276197,0.80131590,-0.30328607
-5.90395198,2.30568659,-0.80793319,1.51098019,-0.36987141,0.66940547,-0.23495643,0.00825350,-0.00097953,0.50800919,-0.17630186,0.08267788,-0.11334712,0.01472368,-0.00273453,0.79479956,-0.29814154
-5.89794897,2.30382589,-0.78554540,1.52627314,-0.35364330,0.66869703,-0.22761007,0.00830763,-0.00112565,0.51681986,-0.16682826,0.08114387,-0.10525905,0.01435242,-0.00277021,0.78541744,-0.29605634
-5.89194597,2.29467809,-0.77291963,1.53380280,-0.34184194,0.66733908,-0.22320598,0.00831693,-0.00129297,0.52408686,-0.15973001,0.07939449,-0.09802754,0.01394939,-0.00287415,0.77303640,-0.29741650
-5.88594297,2.27767201,-0.77101344,1.53329220,-0.33501191,0.66502154,-0.22199317,0.00828200,-0.00148338,0.52957472,-0.15523730,0.07744272,-0.09178495,0.01351446,-0.00305134,0.75760236,-0.30256910
-5.87993997,2.25244887,-0.78069931,1.52463163,-0.33366908,0.66147574,-0.22420053,0.00820468,-0.00169880,0.53309001,-0.15357554,0.07531152,-0.08664560,0.01304892,-0.00330653,0.73914502,-0.31181599
-5.87393697,2.21887209,-0.80274954,1.50787858,-0.33829448,0.65648108,-0.23003197,0.00808808,-0.00194106,0.53448421,-0.15496210,0.07303381,-0.08270482,0.01255558,-0.00364415,0.71777956,-0.32540797
-5.86793397,2.17703012,-0.83782068,1.48325253,-0.34932741,0.64987020,-0.23966128,0.00793654,-0.00221196,0.53365551,-0.15960221,0.07065217,-0.08003828,0.01203876,-0.00406817,0.69370540,-0.34353935
-5.86193097,2.12723259,-0.88643748,1.45112519,-0.36715751,0.64153281,-0.25322692,0.00775552,-0.00251315,0.53054950,-0.16768422,0.06821829,-0.07870162,0.01150424,-0.00458198,0.66720211,-0.36634284
-5.85592796,2.07000032,-0.94897616,1.41200649,-0.39211553,0.63141809,-0.27082653,0.00755155,-0.00284614,0.52515887,-0.17937407,0.06579212,-0.07873018,0.01095924,-0.00518818,0.63862275,-0.39388479
-5.84992496,2.00605002,-1.02564695,1.36652723,-0.42446289,0.61953564,-0.29251144,0.00733204,-0.00321220,0.51752214,-0.19480891,0.06344079,-0.08013888,0.01041225,-0.00588839,0.60838503,-0.42616080
-5.84392196,1.93627444,-1.11647645,1.31541922,-0.46437995,0.60595526,-0.31828109,0.00710515,-0.00361232,0.50772168,-0.21409006,0.06123738,-0.08292217,0.00987298,-0.00668304,0.57696079,-0.46309187
-5.83791896,1.86171904,-1.22128995,1.25949358,-0.51195343,0.59080530,-0.34807757,0.00687957,-0.00404715,0.49588085,-0.23727538,0.05925944,-0.08705396,0.00935218,-0.00757114,0.54486418,-0.50452106
-5.83191596,1.78355604,-1.33969465,1.19961825,-0.56716311,0.57426996,-0.38178058,0.00666435,-0.00451688,0.48216065,-0.26437131,0.05758741,-0.09248773,0.00886147,-0.00855014,0.51263922,-0.55021103
-5.82591296,1.70305686,-1.47106443,1.13669552,-0.62986858,0.55658538,-0.41920290,0.00646867,-0.00502121,0.46675568,-0.29532494,0.05630300,-0.09915666,0.00841323,-0.00961566,0.48084712,-0.59984256
-5.81990995,1.62156376,-1.61452753,1.07164018,-0.69979664,0.53803468,-0.46008686,0.00630165,-0.00555923,0.44988967,-0.33001640,0.05548733,-0.10697389,0.00802040,-0.01076144,0.45005394,-0.65301442
-5.81390695,1.54046141,-1.76895795,1.00535918,-0.77653013,0.51894212,-0.50410204,0.00617213,-0.00612936,0.43181056,-0.36825210,0.05521924,-0.11583307,0.00769635,-0.01197918,0.42081874,-0.70924467
-5.80790395,1.46114907,-1.93297216,0.93873303,-0.85949919,0.49966621,-0.55084454,0.00608849,-0.00672925,0.41278528,-0.40975929,0.05557335,-0.12560915,0.00745467,-0.01325854,0.39368288,-0.76797393
-5.80190095,1.38501370,-2.10493194,0.87259968,-0.94797564,0.48059211,-0.59983824,0.00605844,-0.00735573,0.39309413,-0.45418243,0.05661835,-0.13615953,0.00730904,-0.01458720,0.36916027,-0.82857048
-5.79589795,1.31340444,-2.28295467,0.80774076,-1.04107166,0.46212329,-0.65053814,0.00608884,-0.00800478,0.37302514,-0.50108177,0.05841512,-0.14732563,0.00727303,-0.01595093,0.34772899,-0.89033773
-5.78989495,1.24760864,-2.46493164,0.74487061,-1.13774319,0.44467255,-0.70233623,0.00618560,-0.00867143,0.35286812,-0.54993473,0.06101498,-0.15893496,0.00735994,-0.01733380,0.32982410,-0.95252379
-5.78389195,1.18882956,-2.64855503,0.68462790,-1.23679897,0.42865264,-0.75456977,0.00635350,-0.00934984,0.33290888,-0.60014018,0.06445809,-0.17080366,0.00758257,-0.01871847,0.31583166,-1.01433336
-5.77788894,1.13816573,-2.83135362,0.62756980,-1.33691538,0.41446649,-0.80653203,0.00659606,-0.01003324,0.31342335,-0.65102602,0.06877176,-0.18273955,0.00795299,-0.02008652,0.30608380,-1.07494170
-5.77188594,1.09659213,-3.01073675,0.57416854,-1.43665731,0.40249745,-0.85748545,0.00691551,-0.01071406,0.29467210,-0.70185998,0.07396911,-0.19454558,0.00848231,-0.02141886,0.30085470,-1.13351039
-5.76588294,1.06494308,-3.18404596,0.52481007,-1.53450492,0.39309953,-0.90667683,0.00731268,-0.01138400,0.27689503,-0.75186365,0.08004774,-0.20602373,0.00918041,-0.02269619,0.30035736,-1.18920459
-5.75987994,1.04389704,-3.34861276,0.47979453,-1.62888565,0.38658810,-0.95335408,0.00778695,-0.01203415,0.26030660,-0.80022930,0.08698873,-0.21697911,0.01005559,-0.02389951,0.30474090,-1.24121121
-5.75387694,1.03396336,-3.50182098,0.43933826,-1.71821073,0.38323114,-0.99678417,0.00833622,-0.01265519,0.24509161,-0.84613917,0.09475583,-0.22722429,0.01111429,-0.02501061,0.31408836,-1.28875753
-5.74787394,1.03547128,-3.64117162,0.40357710,-1.80091514,0.38324144,-1.03627154,0.00895694,-0.01323759,0.23140170,-0.88878658,0.10329506,-0.23658353,0.01236073,-0.02601258,0.32841496,-1.33112953
-5.74187094,1.04856135,-3.76434766,0.37257057,-1.87549943,0.38677001,-1.07117620,0.00964410,-0.01377182,0.21935265,-0.92739803,0.11253455,-0.24489694,0.01379655,-0.02689031,0.34766673,-1.36768929
-5.73586793,1.07317966,-3.86927657,0.34630685,-1.94057204,0.39390084,-1.10093098,0.01039129,-0.01424866,0.20902253,-0.96125552,0.12238495,-0.25202426,0.01542050,-0.02763090,0.37171962,-1.39789081
-5.72986493,1.10907525,-3.95418781,0.32470823,-1.99489033,0.40464748,-1.12505705,0.01119073,-0.01465946,0.20045090,-0.98971815,0.13274020,-0.25784815,0.01722812,-0.02822407,0.40037922,-1.42129363
-5.72386193,1.15580110,-4.01766296,0.30763697,-2.03739852,0.41895141,-1.14317710,0.01203342,-0.01499638,0.19363894,-1.01224199,0.14347876,-0.26227692,0.01921145,-0.02866242,0.43338122,-1.43757367
-5.71785893,1.21271894,-4.05867639,0.29490130,-2.06726106,0.43668245,-1.15502563,0.01290921,-0.01525272,0.18855059,-1.02839755,0.15446544,-0.26524643,0.02135887,-0.02894166,0.47039285,-1.44653092
-5.71185593,1.27900826,-4.07662463,0.28626172,-2.08388982,0.45764129,-1.16045587,0.01380694,-0.01542316,0.18511470,-1.03788382,0.16555363,-0.26672132,0.02365495,-0.02906074,0.51101545,-1.44809358
-5.70585293,1.35367963,-4.07134324,0.28143718,-2.08696383,0.48156397,-1.15944307,0.01471462,-0.01550394,0.18322808,-1.04053839,0.17658801,-0.26669520,0.02608044,-0.02902183,0.55478837,-1.44231865
-5.69984992,1.43559225,-4.04311048,0.28011148,-2.07644073,0.50812846,-1.15208404,0.01561960,-0.01549311,0.18275935,-1.03634313,0.18740766,-0.26519018,0.02861241,-0.02883028,0.60119440,-1.42938894
-5.69384692,1.52347566,-3.99263766,0.28193960,-2.05255940,0.53696280,-1.13859292,0.01650880,-0.01539060,0.18355350,-1.02542518,0.19784956,-0.26225544,0.03122442,-0.02849445,0.64966672,-1.40960660
-5.68784392,1.61595504,-3.92104673,0.28655406,-2.01583344,0.56765478,-1.11929360,0.01736888,-0.01519837,0.18543697,-1.00805322,0.20775222,-0.25796515,0.03388692,-0.02802548,0.69959743,-1.38338366
-5.68184092,1.71157960,-3.82983618,0.29357120,-1.96703605,0.59976268,-1.09460892,0.01818654,-0.01492035,0.18822310,-0.98462912,0.21695955,-0.25241567,0.03656772,-0.02743698,0.75034749,-1.35122999
-5.67583792,1.80885318,-3.72083683,0.30259743,-1.90717674,0.63282651,-1.06504743,0.01894874,-0.01456246,0.19171767,-0.95567549,0.22532464,-0.24572237,0.03923264,-0.02674471,0.80125796,-1.31373918
-5.66983492,1.90626613,-3.59615955,0.31323537,-1.83747098,0.66637951,-1.03118815,0.01964298,-0.01413246,0.19572448,-0.92181959,0.23271344,-0.23801597,0.04184618,-0.02596623,0.85166219,-1.27157299
-5.66383192,2.00232731,-3.45813700,0.32508980,-1.75930421,0.69995919,-0.99366406,0.02025753,-0.01363982,0.20005064,-0.88377430,0.23900814,-0.22943880,0.04437234,-0.02512049,0.90089857,-1.22544514
-5.65782891,2.09559503,-3.30926199,0.33777332,-1.67419147,0.73311756,-0.95314498,0.02078172,-0.01309551,0.20451137,-0.84231716,0.24411013,-0.22014089,0.04677547,-0.02422748,0.94832341,-1.17610478
-5.65182591,2.18470586,-3.15212465,0.35091168,-1.58373465,0.76543005,-0.91032058,0.02120615,-0.01251172,0.20893430,-0.79826803,0.24794248,-0.21027630,0.04902117,-0.02330786,0.99332351,-1.12432052
-5.64582291,2.26840014,-2.98935071,0.36414871,-1.48957868,0.79650281,-0.86588397,0.02152294,-0.01190160,0.21316295,-0.75246653,0.25045170,-0.19999953,0.05107711,-0.02238265,1.03532785,-1.07086528
-5.63981991,2.34554336,-2.82354287,0.37715067,-1.39336863,0.82597808,-0.82051654,0.02172593,-0.01127894,0.21705941,-0.70575000,0.25160887,-0.18946237,0.05291385,-0.02147286,1.07381804,-1.01650244
-5.63381691,2.41514258,-2.65722688,0.38961000,-1.29670890,0.85353761,-0.77487433,0.02181079,-0.01065787,0.22050608,-0.65893259,0.25140993,-0.17881104,0.05450561,-0.02059927,1.10833704,-0.96197350
-5.62781391,2.47635763,-2.49280364,0.40124842,-1.20112603,0.87890390,-0.72957618,0.02177521,-0.01005252,0.22340659,-0.61278640,0.24987530,-0.16818387,0.05583084,-0.01978215,1.13849596,-0.90798746
-5.62181091,2.52850674,-2.33250800,0.41181924,-1.10803601,0.90183975,-0.68519401,0.02161888,-0.00947673,0.22568572,-0.56802489,0.24704870,-0.15770931,0.05687273,-0.01904099,1.16397859,-0.85521182
-5.61580790,2.57106698,-2.17837489,0.42110897,-1.01871693,0.92214598,-0.64224495,0.02134361,-0.00894373,0.22728869,-0.52528903,0.24299525,-0.14750452,0.05761951,-0.01839431,1.18454369,-0.80426526
-5.60980490,2.60366975,-2.03221253,0.42893819,-0.93428731,0.93965798,-0.60118555,0.02095322,-0.00846589,0.22817960,-0.48513648,0.23779910,-0.13767425,0.05806463,-0.01785944,1.20002508,-0.75571165
-5.60380190,2.62609227,-1.89558278,0.43516166,-0.85569044,0.95424145,-0.56240774,0.02045346,-0.00805444,0.22833949,-0.44803361,0.23156040,-0.12831017,0.05820674,-0.01745225,1.21032963,-0.71005539
-5.59779890,2.63824582,-1.76978769,0.43966786,-0.78368450,0.96578770,-0.52623640,0.01985189,-0.00771928,0.22776397,-0.41435056,0.22439208,-0.11949048,0.05804952,-0.01718694,1.21543354,-0.66773767
-5.59179590,2.64016182,-1.65586199,0.44237786,-0.71883821,0.97420921,-0.49292831,0.01915766,-0.00746877,0.22646065,-0.38435902,0.21641634,-0.11127977,0.05760135,-0.01707578,1.21537710,-0.62913344
-5.58579290,2.63197689,-1.55457041,0.44324387,-0.66153157,0.97943570,-0.46267235,0.01838131,-0.00730957,0.22444661,-0.35823250,0.20776108,-0.10372908,0.05687491,-0.01712882,1.21025858,-0.59454901
-5.57978989,2.61391794,-1.46640934,0.44224726,-0.61196107,0.98141128,-0.43559050,0.01753444,-0.00724651,0.22174595,-0.33604887,0.19855643,-0.09687610,0.05588660,-0.01735362,1.20022741,-0.56421988
-5.57378689,2.58628817,-1.39161201,0.43939651,-0.57014864,0.98009282,-0.41173980,0.01662949,-0.00728247,0.21838770,-0.31779482,0.18893152,-0.09074548,0.05465595,-0.01775494,1.18547731,-0.53830900
-5.56778389,2.54945482,-1.33015676,0.43472487,-0.53595382,0.97544975,-0.39111489,0.01567935,-0.00741834,0.21440402,-0.30337192,0.17901151,-0.08534921,0.05320499,-0.01833442,1.16623951,-0.51690522
-5.56178089,2.50383920,-1.28177799,0.42828808,-0.50908835,0.96746535,-0.37365112,0.01469711,-0.00765293,0.20982890,-0.29260403,0.16891513,-0.08068705,0.05155757,-0.01909036,1.14277663,-0.50002217
-5.55577789,2.44990911,-1.24597951,0.42016204,-0.48913262,0.95613934,-0.35922834,0.01369572,-0.00798301,0.20469733,-0.28524577,0.15875258,-0.07674706,0.04973872,-0.02001741,1.11537714,-0.48759754
-5.54977489,2.38817395,-1.22205035,0.41044057,-0.47555352,0.94149158,-0.34767511,0.01268768,-0.00840328,0.19904485,-0.28099180,0.14862406,-0.07350608,0.04777411,-0.02110642,1.08435078,-0.47949321
-5.54377189,2.31918185,-1.20908296,0.39923330,-0.46772306,0.92356644,-0.33877369,0.01168485,-0.00890646,0.19290760,-0.27948677,0.13861870,-0.07093050,0.04568944,-0.02234434,1.05002480,-0.47549620
-5.53776888,2.24351878,-1.20599396,0.38666365,-0.46493762,0.90243753,-0.33226549,0.01069815,-0.00948336,0.18632261,-0.28033573,0.12881411,-0.06897689,0.04351005,-0.02371416,1.01274094,-0.47532090
-5.53176588,2.16180865,-1.21154755,0.37286691,-0.46643720,0.87821219,-0.32785731,0.00973740,-0.01012303,0.17932835,-0.28311481,0.11927625,-0.06759300,0.04126047,-0.02519504,0.97285315,-0.47861269
-5.52576288,2.07471388,-1.22438159,0.35798840,-0.47142474,0.85103539,-0.32522823,0.00881121,-0.01081291,0.17196535,-0.28738207,0.11005981,-0.06671871,0.03896418,-0.02676253,0.93072569,-0.48495326
-5.51975988,1.98293572,-1.24303641,0.34218165,-0.47908495,0.82109250,-0.32403707,0.00792684,-0.01153909,0.16427690,-0.29268836,0.10120883,-0.06628731,0.03664338,-0.02838890,0.88673145,-0.49386768
-5.51375688,1.88721348,-1.26598607,0.32560666,-0.48860275,0.78861063,-0.32393051,0.00709021,-0.01228655,0.15630953,-0.29858797,0.09275765,-0.06622685,0.03431880,-0.03004368,0.84125036,-0.50483330
-5.50775388,1.78832235,-1.29167172,0.30842808,-0.49918075,0.75385827,-0.32455154,0.00630587,-0.01303945,0.14811340,-0.30464901,0.08473193,-0.06646170,0.03200968,-0.03169424,0.79466745,-0.51729050
-5.50175088,1.68706917,-1.31853659,0.29081343,-0.51005587,0.71714311,-0.32554821,0.00557705,-0.01378150,0.13974238,-0.31046317,0.07714990,-0.06691428,0.02973369,-0.03330657,0.74737073,-0.53065501
-5.49574787,1.58428619,-1.34506174,0.27293119,-0.52051456,0.67880803,-0.32658234,0.00490576,-0.01449632,0.13125383,-0.31565477,0.07002354,-0.06750687,0.02750695,-0.03484608,0.69974852,-0.54433168
-5.48974487,1.48082271,-1.36980168,0.25494899,-0.52990658,0.63922536,-0.32733813,0.00429289,-0.01516782,0.12270813,-0.31988887,0.06335977,-0.06816351,0.02534411,-0.03627858,0.65218637,-0.55772919
-5.48374187,1.37753490,-1.39141897,0.23703173,-0.53765698,0.59878974,-0.32753006,0.00373833,-0.01578064,0.11416789,-0.32287813,0.05716165,-0.06881200,0.02325837,-0.03757115,0.60506356,-0.57027540
-5.47773887,1.27527415,-1.40871654,0.21933979,-0.54327588,0.55790977,-0.32691023,0.00324118,-0.01632048,0.10569690,-0.32438840,0.05142938,-0.06938575,0.02126159,-0.03869314,0.55874931,-0.58143269
-5.47173587,1.17487464,-1.42066665,0.20202734,-0.54636617,0.51699905,-0.32527448,0.00279985,-0.01677453,0.09735894,-0.32424271,0.04616129,-0.06982561,0.01936435,-0.03961709,0.51359882,-0.59071284
-5.46573287,1.07714058,-1.42643556,0.18524083,-0.54662849,0.47646694,-0.32246736,0.00241225,-0.01713180,0.08921651,-0.32232365,0.04135468,-0.07008157,0.01757610,-0.04031955,0.46994946,-0.59769085
-5.45972986,0.98283403,-1.42540282,0.16911769,-0.54386373,0.43670950,-0.31838563,0.00207596,-0.01738340,0.08132941,-0.31857396,0.03700655,-0.07011420,0.01590521,-0.04078181,0.42811712,-0.60201705
-5.45372686,0.89266369,-1.41717461,0.15378533,-0.53797280,0.39810111,-0.31298021,0.00178838,-0.01752280,0.07375355,-0.31299553,0.03311421,-0.06989580,0.01435908,-0.04099050,0.38839312,-0.60342730
-5.44772386,0.80727549,-1.40159049,0.13936046,-0.52895372,0.36098706,-0.30625648,0.00154685,-0.01754597,0.06653974,-0.30564658,0.02967580,-0.06941132,0.01294429,-0.04093800,0.35104172,-0.60175047
-5.44172086,0.72724522,-1.37872343,0.12594873,-0.51689625,0.32567747,-0.29827305,0.00134882,-0.01745149,0.05973275,-0.29663742,0.02669075,-0.06865887,0.01166664,-0.04062265,0.31629846,-0.59691329
-5.43571786,0.65307357,-1.34887303,0.11364475,-0.50197416,0.29244272,-0.28913897,0.00119190,-0.01724055,0.05337054,-0.28612479,0.02416005,-0.06764987,0.01053128,-0.04004877,0.28436925,-0.58894208
-5.42971486,0.58518376,-1.31255233,0.10253243,-0.48443561,0.26151043,-0.27900957,0.00107398,-0.01691685,0.04748384,-0.27430515,0.02208656,-0.06640889,0.00954282,-0.03922651,0.25543046,-0.57796145
-5.42371186,0.52392147,-1.27046885,0.09268554,-0.46459181,0.23306415,-0.26808111,0.00099328,-0.01648647,0.04209588,-0.26140707,0.02047510,-0.06497303,0.00870538,-0.03817147,0.22962969,-0.56419002
-5.41770885,0.46955714,-1.22350037,0.08416857,-0.44280465,0.20724347,-0.25658447,0.00094842,-0.01595762,0.03722247,-0.24768313,0.01933253,-0.06339099,0.00802272,-0.03690417,0.20708724,-0.54793328
-5.41170585,0.42228998,-1.17266673,0.07703766,-0.41947353,0.18414553,-0.24477811,0.00093838,-0.01534035,0.03287225,-0.23340157,0.01866766,-0.06172190,0.00749823,-0.03544933,0.18789816,-0.52957402
-5.40570285,0.38225334,-1.11909844,0.07134159,-0.39502215,0.16382758,-0.23294053,0.00096255,-0.01464621,0.02904717,-0.21883800,0.01849107,-0.06003372,0.00713503,-0.03383511,0.17213446,-0.50956055
-5.39969985,0.34952086,-1.06400348,0.06712262,-0.36988536,0.14631047,-0.22136254,0.00102070,-0.01388786,0.02574310,-0.20426751,0.01881474,-0.05840148,0.00693592,-0.03209217,0.15984747,-0.48839329
-5.39369685,0.32411277,-1.00863307,0.06441726,-0.34449696,0.13158250,-0.21033945,0.00111292,-0.01307868,0.02295053,-0.18995725,0.01965157,-0.05690532,0.00690337,-0.03025279,0.15106991,-0.46661018
-5.38769385,0.30600180,-0.95424787,0.06325666,-0.31927835,0.11960367,-0.20016349,0.00123956,-0.01223236,0.02065531,-0.17615990,0.02101470,-0.05562835,0.00703943,-0.02834990,0.14581760,-0.44477135
-5.38169085,0.29511819,-0.90208523,0.06366669,-0.29462868,0.11030978,-0.19111654,0.00140120,-0.01136255,0.01883944,-0.16310794,0.02291669,-0.05465440,0.00734561,-0.02641616,0.14409050,-0.42344377
-5.37568784,0.29135340,-0.85332847,0.06566757,-0.27091663,0.10361625,-0.18346332,0.00159847,-0.01048241,0.01748170,-0.15100900,0.02536853,-0.05406573,0.00782274,-0.02448316,0.14587297,-0.40318601
-5.36968484,0.29456220,-0.80907895,0.06927310,-0.24847373,0.09942151,-0.17744517,0.00183207,-0.00960440,0.01655835,-0.14004214,0.02837848,-0.05394072,0.00847074,-0.02258059,0.15113316,-0.38453387
-5.36368184,0.30456304,-0.77033125,0.07448942,-0.22758966,0.09760978,-0.17327441,0.00210254,-0.00873992,0.01604360,-0.13035520,0.03195087,-0.05435158,0.00928838,-0.02073565,0.15982158,-0.36798702
-5.35767884,0.32113680,-0.73795208,0.08131332,-0.20850917,0.09805312,-0.17112941,0.00241024,-0.00789915,0.01591003,-0.12206314,0.03608474,-0.05536215,0.01027302,-0.01897253,0.17186869,-0.35399714
-5.35167584,0.34402394,-0.71266299,0.08973037,-0.19143061,0.10061289,-0.17115040,0.00275517,-0.00709084,0.01612893,-0.11524718,0.04077253,-0.05702585,0.01142034,-0.01731197,0.18718202,-0.34295759
-5.34567284,0.37292057,-0.69502715,0.09971266,-0.17650603,0.10514056,-0.17343598,0.00313690,-0.00632229,0.01667045,-0.10995484,0.04599876,-0.05938375,0.01272407,-0.01577106,0.20564262,-0.33519503
-5.33966983,0.40747372,-0.68544015,0.11121660,-0.16384248,0.11147797,-0.17804050,0.00355443,-0.00559923,0.01750374,-0.10620063,0.05173890,-0.06246294,0.01417568,-0.01436310,0.22710141,-0.33096296
-5.33366683,0.44727650,-0.68412501,0.12418080,-0.15350442,0.11945723,-0.18497222,0.00400613,-0.00492588,0.01859702,-0.10396733,0.05795830,-0.06627515,0.01576422,-0.01309762,0.25137553,-0.33043731
-5.32766383,0.49186367,-0.69113113,0.13852413,-0.14551694,0.12890049,-0.19419248,0.00448962,-0.00430503,0.01991757,-0.10320790,0.06461154,-0.07081573,0.01747611,-0.01198049,0.27824521,-0.33371417
-5.32166083,0.54070825,-0.70633724,0.15414433,-0.13986960,0.13961956,-0.20561578,0.00500173,-0.00373808,0.02143179,-0.10384773,0.07164194,-0.07606297,0.01929506,-0.01101415,0.30745135,-0.34080953
-5.31565783,0.59321983,-0.72945831,0.17091717,-0.13652068,0.15141575,-0.21911097,0.00553848,-0.00322525,0.02310521,-0.10578735,0.07898162,-0.08197794,0.02120205,-0.01019788,0.33869417,-0.35166121
-5.30965483,0.64874492,-0.76005615,0.18869636,-0.13540158,0.16408009,-0.23450356,0.00609503,-0.00276567,0.02490261,-0.10890553,0.08655185,-0.08850480,0.02317543,-0.00952817,0.37163326,-0.36613264
-5.30365183,0.70657005,-0.79755360,0.20731437,-0.13642134,0.17739389,-0.25157920,0.00666575,-0.00235760,0.02678818,-0.11306263,0.09426398,-0.09557153,0.02519107,-0.00899911,0.40588920,-0.38401863
-5.29764882,0.76592758,-0.84125207,0.22658406,-0.13947095,0.19113001,-0.27008841,0.00724425,-0.00199856,0.02872574,-0.11810429,0.10202074,-0.10309136,0.02722275,-0.00860286,0.44104695,-0.40505286
-5.29164582,0.82600460,-0.89035215,0.24630139,-0.14442756,0.20505468,-0.28975244,0.00782344,-0.00168555,0.03067913,-0.12386537,0.10971806,-0.11096452,0.02924248,-0.00833000,0.47666094,-0.42891691
-5.28564282,0.88595461,-0.94397670,0.26624889,-0.15115824,0.21893005,-0.31027024,0.00839570,-0.00141515,0.03261258,-0.13017411,0.11724724,-0.11908070,0.03122107,-0.00817008,0.51226197,-0.45525055
-5.27963982,0.94491197,-1.00119611,0.28619996,-0.15952348,0.23251736,-0.33132638,0.00895300,-0.00118376,0.03449124,-0.13685640,0.12449754,-0.12732173,0.03312873,-0.00811194,0.54736561,-0.48366312
-5.27363682,1.00200850,-1.06105477,0.30592376,-0.16938016,0.24558066,-0.35259977,0.00948705,-0.00098764,0.03628171,-0.14374018,0.13135891,-0.13556479,0.03493573,-0.00814415,0.58148197,-0.51374554
-5.26763382,1.05639174,-1.12259826,0.32519055,-0.18058412,0.25789102,-0.37377272,0.00998953,-0.00082312,0.03795267,-0.15065980,0.13772494,-0.14368582,0.03661308,-0.00825541,0.61412641,-0.54508252
-5.26163082,1.10724410,-1.18490004,0.34377716,-0.19299218,0.26923105,-0.39454030,0.01045226,-0.00068663,0.03947547,-0.15746018,0.14349584,-0.15156303,0.03813333,-0.00843481,0.64483076,-0.57726467
