energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.82591296,4.26277061,0.00946392,0.62694621,0.10331948,2.17540065,2.08722475,0.05119388,1.49642013
-5.81990995,4.45376513,0.00971363,0.66331176,0.10530681,2.27772030,2.19262033,0.05287504,1.55564980
-5.81390695,4.64891224,0.00998724,0.70094505,0.10728423,2.38541462,2.29966308,0.05458640,1.61589761
-5.80790395,4.84711805,0.01027924,0.73963917,0.10923616,2.49789734,2.40778881,0.05632110,1.67682081
-5.80190095,5.04726782,0.01058429,0.77916250,0.11115006,2.61446665,2.51644051,0.05807246,1.73808875
-5.79589795,5.24823752,0.01089726,0.81925959,0.11301686,2.73431432,2.62507154,0.05983417,1.79938897
-5.78989495,5.44890633,0.01121329,0.85965309,0.11483105,2.85653879,2.73314879,0.06160033,1.86043278
-5.78389195,5.64816941,0.01152782,0.90004686,0.11659082,2.98016170,2.84015556,0.06336554,1.92095977
-5.77788894,5.84495013,0.01183664,0.94013010,0.11829794,3.10414691,2.94559402,0.06512498,1.98074090
-5.77188594,6.03821108,0.01213592,0.97958241,0.11995749,3.22742127,3.04898724,0.06687440,2.03957991
-5.76588294,6.22696331,0.01242222,1.01807967,0.12157753,3.34889613,3.14988065,0.06861010,2.09731266
-5.75987994,6.41027317,0.01269254,1.05530035,0.12316853,3.46748876,3.24784293,0.07032889,2.15380463
-5.75387694,6.58726669,0.01294434,1.09093219,0.12474275,3.58214286,3.34246615,0.07202790,2.20894631
-5.74787394,6.75713116,0.01317555,1.12467876,0.12631346,3.69184739,3.43336541,0.07370450,2.26264701
-5.74187094,6.91911413,0.01338459,1.15626587,0.12789416,3.79565312,3.52017779,0.07535603,2.31482725
-5.73586793,7.07251999,0.01357042,1.18544713,0.12949774,3.89268646,3.60256080,0.07697964,2.36541017
-5.72986493,7.21670472,0.01373248,1.21200886,0.13113571,3.98216039,3.68019044,0.07857206,2.41431276
-5.72386193,7.35106933,0.01387076,1.23577373,0.13281742,4.06338227,3.75275898,0.08012934,2.46143717
-5.71785893,7.47505283,0.01398577,1.25660319,0.13454945,4.13575875,3.81997280,0.08164671,2.50666308
-5.71185593,7.58812551,0.01407852,1.27439856,0.13633516,4.19879801,3.88155034,0.08311842,2.54984151
-5.70585293,7.68978354,0.01415056,1.28910069,0.13817441,4.25210968,3.93722071,0.08453766,2.59079082
-5.69984992,7.77954564,0.01420393,1.30068835,0.14006348,4.29540305,3.98672301,0.08589653,2.62929519
-5.69384692,7.85695265,0.01424113,1.30917548,0.14199529,4.32848399,4.02980677,0.08718612,2.66510603
-5.68784392,7.92157072,0.01426511,1.31460748,0.14395980,4.35125135,4.06623387,0.08839669,2.69794651
-5.68184092,7.97299829,0.01427926,1.31705689,0.14594469,4.36369313,4.09578188,0.08951785,2.72751904
-5.67583792,8.01087724,0.01428730,1.31661867,0.14793619,4.36588309,4.11824915,0.09053898,2.75351570
-5.66983492,8.03490786,0.01429333,1.31340547,0.14992011,4.35797810,4.13346165,0.09144955,2.77563098
-5.66383192,8.04486718,0.01430166,1.30754319,0.15188300,4.34021626,4.14128117,0.09223958,2.79357651
-5.65782891,8.04062982,0.01431683,1.29916703,0.15381322,4.31291612,4.14161498,0.09290016,2.80709680
-5.65182591,8.02219027,0.01434350,1.28841833,0.15570214,4.27647657,4.13442615,0.09342393,2.81598534
-5.64582291,7.98968508,0.01438632,1.27544229,0.15754509,4.23137732,4.11974433,0.09380550,2.82010001
-5.63981991,7.94341362,0.01444990,1.26038657,0.15934212,4.17817944,4.09767606,0.09404196,2.81937696
-5.63381691,7.88385566,0.01453863,1.24340095,0.16109852,4.11752549,4.06841404,0.09413316,2.81384202
-5.62781391,7.81168428,0.01465655,1.22463767,0.16282501,4.05013866,4.03224471,0.09408197,2.80361891
-5.62181091,7.72777268,0.01480727,1.20425252,0.16453748,3.97682034,3.98955321,0.09389443,2.78893355
-5.61580790,7.63319378,0.01499376,1.18240634,0.16625643,3.89844559,3.94082535,0.09357972,2.77011410
-5.60980490,7.52921183,0.01521823,1.15926670,0.16800590,3.81595617,3.88664598,0.09315000,2.74758648
-5.60380190,7.41726563,0.01548200,1.13500950,0.16981217,3.73035072,3.82769355,0.09262013,2.72186544
-5.59779890,7.29894368,0.01578533,1.10982019,0.17170210,3.64267210,3.76473071,0.09200719,2.69354143
-5.59179590,7.17595162,0.01612733,1.08389445,0.17370121,3.55399195,3.69859113,0.09132995,2.66326386
-5.58579290,7.05007339,0.01650586,1.05743809,0.17583174,3.46539277,3.63016295,0.09060820,2.63172151
-5.57978989,6.92312733,0.01691747,1.03066603,0.17811068,3.37794796,3.56036934,0.08986200,2.59962089
-5.57378689,6.79691942,0.01735737,1.00380039,0.18054789,3.29270052,3.49014702,0.08911094,2.56766376
-5.56778389,6.67319534,0.01781945,0.97706755,0.18314458,3.21064123,3.42042363,0.08837333,2.53652471
-5.56178089,6.55359396,0.01829638,0.95069450,0.18589202,3.13268707,3.35209488,0.08766550,2.50683007
-5.55577789,6.43960406,0.01877970,0.92490431,0.18877082,3.05966091,3.28600246,0.08700112,2.47913895
-5.54977489,6.33252642,0.01925999,0.89991130,0.19175067,2.99227323,3.22291377,0.08639070,2.45392743
-5.54377189,6.23344290,0.01972711,0.87591577,0.19479069,2.93110680,3.16350415,0.08584109,2.43157647
-5.53776888,6.14319379,0.02017047,0.85309887,0.19784030,2.87660490,3.10834255,0.08535532,2.41236406
-5.53176588,6.06236427,0.02057929,0.83161771,0.20084065,2.82906368,3.05788086,0.08493243,2.39646178
-5.52576288,5.99128027,0.02094296,0.81160094,0.20372654,2.78862893,3.01244750,0.08456760,2.38393562
-5.51975988,5.93001348,0.02125133,0.79314527,0.20642868,2.75529742,2.97224512,0.08425237,2.37475106
-5.51375688,5.87839499,0.02149510,0.77631276,0.20887626,2.72892261,2.93735246,0.08397502,2.36878148
-5.50775388,5.83603629,0.02166610,0.76112935,0.21099957,2.70922458,2.90772990,0.08372115,2.36581968
-5.50175088,5.80235629,0.02175758,0.74758456,0.21273273,2.69580348,2.88322827,0.08347423,2.36559128
-5.49574787,5.77661273,0.02176448,0.73563236,0.21401613,2.68815601,2.86360036,0.08321634,2.36776951
-5.48974487,5.75793621,0.02168361,0.72519324,0.21479869,2.68569413,2.84851435,0.08292887,2.37199027
-5.48374187,5.74536510,0.02151382,0.71615735,0.21503973,2.68776507,2.83756852,0.08259325,2.37786683
-5.47773887,5.73787976,0.02125604,0.70838863,0.21471030,2.69367203,2.83030654,0.08219162,2.38500337
-5.47173587,5.73443469,0.02091332,0.70172956,0.21379407,2.70269459,2.82623271,0.08170745,2.39300698
-5.46573287,5.73398764,0.02049078,0.69600663,0.21228764,2.71410830,2.82482673,0.08112610,2.40149756
-5.45972986,5.73552487,0.01999548,0.69103598,0.21020029,2.72720275,2.82555744,0.08043520,2.41011579
-5.45372686,5.73808248,0.01943624,0.68662924,0.20755334,2.74129791,2.82789560,0.07962501,2.41852896
-5.44772386,5.74076368,0.01882348,0.68259927,0.20437895,2.75575838,2.83132528,0.07868856,2.42643508
-5.44172086,5.74275262,0.01816889,0.67876555,0.20071874,2.77000552,2.83535415,0.07762180,2.43356564
-5.43571786,5.74332533,0.01748523,0.67495929,0.19662207,2.78352764,2.83952272,0.07642353,2.43968747
-5.42971486,5.74185871,0.01678601,0.67102781,0.19214428,2.79588839,2.84341277,0.07509533,2.44460435
-5.42371186,5.73783844,0.01608521,0.66683852,0.18734491,2.80673368,2.84665512,0.07364139,2.44815881
-5.41770885,5.73086664,0.01539699,0.66228206,0.18228599,2.81579752,2.84893713,0.07206830,2.45023469
-5.41170585,5.72067010,0.01473546,0.65727489,0.17703053,2.82290699,2.85001001,0.07038483,2.45076070
-5.40570285,5.70710927,0.01411441,0.65176121,0.17164131,2.82798659,2.84969595,0.06860171,2.44971528
-5.39969985,5.69018843,0.01354711,0.64571417,0.16617988,2.83106220,2.84789523,0.06673137,2.44713256
-5.39369685,5.67006643,0.01304610,0.63913661,0.16070592,2.83226442,2.84459291,0.06478781,2.44310931
-5.38769385,5.64706762,0.01262305,0.63206108,0.15527693,2.83183119,2.83986491,0.06278638,2.43781243
-5.38169085,5.62169177,0.01228862,0.62454940,0.14994814,2.83010930,2.83388303,0.06074368,2.43148616
-5.37568784,5.59462174,0.01205230,0.61669158,0.14477267,2.82755426,2.82691824,0.05867741,2.42445840
-5.36968484,5.56672741,0.01192235,0.60860424,0.13980188,2.82472790,2.81934183,0.05660628,2.41714516
-5.36368184,5.53906428,0.01190564,0.60042837,0.13508575,2.82229298,2.81162349,0.05454993,2.41005222
-5.35767884,5.51286529,0.01200762,0.59232650,0.13067333,2.82100435,2.80432608,0.05252878,2.40377321
-5.35167584,5.48952449,0.01223216,0.58447920,0.12661304,2.82169588,2.79809631,0.05056385,2.39898328
-5.34567284,5.47057184,0.01258154,0.57708092,0.12295285,2.82526302,2.79365122,0.04867663,2.39642798
-5.33966983,5.45763847,0.01305627,0.57033521,0.11974027,2.83264074,2.79176024,0.04688878,2.39690699
-5.33366683,5.45241281,0.01365508,0.56444929,0.11702206,2.84477715,2.79322313,0.04522179,2.40125277
-5.32766383,5.45658827,0.01437482,0.55962817,0.11484362,2.86260320,2.79884407,0.04369666,2.41030460
-5.32166083,5.47180393,0.01521041,0.55606830,0.11324813,2.88699947,2.80940281,0.04233338,2.42487869
-5.31565783,5.49958041,0.01615483,0.55395108,0.11227542,2.91876115,2.82562379,0.04115050,2.44573549
-5.30965483,5.54125357,0.01719909,0.55343640,0.11196057,2.95856266,2.84814453,0.04016456,2.47354548
-5.30365183,5.59790900,0.01833231,0.55465639,0.11233236,3.00692367,2.87748465,0.03938957,2.50885510
-5.29764882,5.67032073,0.01954184,0.55770979,0.11341168,3.06417819,2.91401711,0.03883650,2.55205451
-5.29164582,5.75889752,0.02081334,0.56265717,0.11520984,3.13044871,2.95794326,0.03851276,2.60334892
-5.28564282,5.86363994,0.02213108,0.56951723,0.11772713,3.20562677,3.00927303,0.03842184,2.66273518
-5.27963982,5.98411125,0.02347817,0.57826454,0.12095146,3.28936172,3.06781173,0.03856295,2.72998519
-5.27363682,6.11942423,0.02483691,0.58882884,0.12485741,3.38105857,3.13315435,0.03893088,2.80463740
-5.26763382,6.26824583,0.02618915,0.60109603,0.12940570,3.47988568,3.20468822,0.03951588,2.88599717
-5.26163082,6.42882015,0.02751678,0.61491095,0.13454306,3.58479253,3.28160414,0.04030384,2.97314673
-5.25562781,6.59900984,0.02880211,0.63008188,0.14020277,3.69453713,3.36291605,0.04127650,3.06496453
-5.24962481,6.77635448,0.03002842,0.64638658,0.14630563,3.80772225,3.44748847,0.04241190,3.16015356
-5.24362181,6.95814412,0.03118040,0.66357979,0.15276166,3.92283901,3.53407083,0.04368496,3.25727783
-5.23761881,7.14150484,0.03224459,0.68140161,0.15947212,4.03831619,3.62133712,0.04506813,3.35480547
-5.23161581,7.32349270,0.03320981,0.69958667,0.16633223,4.15257277,3.70792936,0.04653227,3.45115677
-5.22561281,7.50119204,0.03406749,0.71787347,0.17323404,4.26407159,3.79250273,0.04804746,3.54475512
-5.21960980,7.67181351,0.03481197,0.73601342,0.18006971,4.37137145,3.87377041,0.04958397,3.63407872
-5.21360680,7.83278745,0.03544065,0.75377931,0.18673480,4.47317534,3.95054600,0.05111313,3.71771065
-5.20760380,7.98184828,0.03595407,0.77097250,0.19313156,4.56837240,4.02178168,0.05260823,3.79438526
-5.20160080,8.11710622,0.03635589,0.78742879,0.19917202,4.65607190,4.08660031,0.05404528,3.86302883
-5.19559780,8.23710308,0.03665274,0.80302237,0.20478074,4.73562754,4.14432014,0.05540371,3.92279279
-5.18959480,8.34085002,0.03685396,0.81766792,0.20989712,4.80665136,4.19447115,0.05666690,3.97307819
-5.18359180,8.42784586,0.03697128,0.83132067,0.21447706,4.86901674,4.23680255,0.05782254,4.01355058
-5.17758879,8.49807576,0.03701836,0.84397446,0.21849407,4.92285070,4.27128140,0.05886280,4.04414487
-5.17158579,8.55199104,0.03701031,0.85565801,0.22193959,4.96851638,4.29808271,0.05978437,4.06506030
-5.16558279,8.59047178,0.03696316,0.86642968,0.22482268,5.00658683,4.31757210,0.06058829,4.07674612
-5.15957979,8.61477468,0.03689328,0.87637101,0.22716895,5.03781183,4.33028196,0.06127962,4.07987892
-5.15357679,8.62646943,0.03681685,0.88557947,0.22901893,5.06307960,4.33688278,0.06186692,4.07533285
-5.14757379,8.62736682,0.03674931,0.89416092,0.23042590,5.08337553,4.33815124,0.06236175,4.06414448
-5.14157079,8.61944247,0.03670490,0.90222212,0.23145323,5.09973985,4.33493671,0.06277794,4.04747376
-5.13556778,8.60475965,0.03669625,0.90986378,0.23217153,5.11322628,4.32812777,0.06313091,4.02656292
-5.12956478,8.58539450,0.03673401,0.91717449,0.23265555,5.12486325,4.31862025,0.06343691,4.00269494
-5.12356178,8.56336642,0.03682671,0.92422574,0.23298111,5.13561905,4.30728789,0.06371234,3.97715304
-5.11755878,8.54057587,0.03698049,0.93106837,0.23322207,5.14637177,4.29495669,0.06397307,3.95118254
-5.11155578,8.51875106,0.03719916,0.93773031,0.23344756,5.15788474,4.28238324,0.06423383,3.92595596
-5.10555278,8.49940447,0.03748418,0.94421581,0.23371952,5.17078733,4.27023758,0.06450772,3.90254227
-5.09954977,8.48379916,0.03783480,0.95050593,0.23409057,5.18556118,4.25909017,0.06480577,3.88188054
-5.09354677,8.47292469,0.03824825,0.95656010,0.23460235,5.20253118,4.24940297,0.06513663,3.86475839
-5.08754377,8.46748172,0.03871991,0.96231856,0.23528432,5.22186066,4.24152374,0.06550639,3.85179507
-5.08154077,8.46787415,0.03924363,0.96770538,0.23615301,5.24354994,4.23568326,0.06591839,3.84342907
-5.07553777,8.47420768,0.03981195,0.97263179,0.23721177,5.26743770,4.23199454,0.06637325,3.83991012
-5.06953477,8.48629353,0.04041639,0.97699954,0.23845093,5.29320446,4.23045352,0.06686889,3.84129512
-5.06353177,8.50365641,0.04104765,0.98070406,0.23984836,5.32037778,4.23094084,0.06740065,3.84744799
-5.05752876,8.52554598,0.04169584,0.98363733,0.24137047,5.34833906,4.23322429,0.06796142,3.85804303
-5.05152576,8.55095146,0.04235066,0.98569023,0.24297343,5.37633194,4.23696178,0.06854194,3.87257188
-5.04552276,8.57861942,0.04300154,0.98675446,0.24460482,5.40347255,4.24170520,0.06913095,3.89035390
-5.03951976,8.60707498,0.04363774,0.98672399,0.24620534,5.42876208,4.24690515,0.06971555,3.91055018
-5.03351676,8.63464700,0.04424841,0.98549621,0.24771087,5.45110215,4.25191733,0.07028151,3.93218103
-5.02751376,8.65949791,0.04482270,0.98297279,0.24905455,5.46931347,4.25601081,0.07081358,3.95414725
-5.02151076,8.67965872,0.04534976,0.97906055,0.25016902,5.48215822,4.25837904,0.07129590,3.97525494
-5.01550775,8.69306977,0.04581882,0.97367239,0.25098863,5.48836637,4.25815383,0.07171240,3.99424390
-5.00950475,8.69762728,0.04621928,0.96672852,0.25145166,5.48666592,4.25442281,0.07204720,4.00981918
-5.00350175,8.69123552,0.04654075,0.95815797,0.25150246,5.47581664,4.24625046,0.07228507,4.02068534
-4.99749875,8.67186376,0.04677326,0.94790059,0.25109339,5.45464677,4.23270248,0.07241187,4.02558267
-4.99149575,8.63760691,0.04690734,0.93590947,0.25018655,5.42209143,4.21287330,0.07241500,4.02332451
-4.98549275,8.58674793,0.04693427,0.92215370,0.24875528,5.37723166,4.18591575,0.07228385,4.01283438
-4.97948974,8.51782003,0.04684626,0.90662144,0.24678523,5.31933234,4.15107214,0.07201018,3.99318185
-4.97348674,8.42966602,0.04663676,0.88932310,0.24427509,5.24787742,4.10770539,0.07158854,3.96361562
-4.96748374,8.32149230,0.04630065,0.87029439,0.24123688,5.16260067,4.05532898,0.07101652,3.92359253
-4.96148074,8.19291481,0.04583453,0.84959918,0.23769573,5.06351038,3.99363416,0.07029503,3.87280120
-4.95547774,8.04399450,0.04523695,0.82733172,0.23368926,4.95090649,3.92251317,0.06942839,3.81117915
-4.94947474,7.87526024,0.04450860,0.80361829,0.22926642,4.82538909,3.84207708,0.06842442,3.73892248
-4.94347174,7.68771758,0.04365248,0.77861785,0.22448597,4.68785745,3.75266720,0.06729432,3.65648760
-4.93746873,7.48284248,0.04267397,0.75252179,0.21941458,4.53949935,3.65485931,0.06605252,3.56458459
-4.93146573,7.26255964,0.04158089,0.72555252,0.21412460,4.38177077,3.54946020,0.06471637,3.46416253
-4.92546273,7.02920602,0.04038340,0.69796099,0.20869165,4.21636661,3.43749640,0.06330577,3.35638709
-4.91945973,6.78548071,0.03909389,0.67002323,0.20319214,4.04518341,3.32019548,0.06184262,3.24261125
-4.91345673,6.53438292,0.03772676,0.64203585,0.19770079,3.87027547,3.19896036,0.06035035,3.12434039
-4.90745373,6.27914054,0.03629818,0.61431076,0.19228823,3.69380601,3.07533779,0.05885325,3.00319294
-4.90145073,6.02313174,0.03482566,0.58716931,0.18701890,3.51799527,2.95098186,0.05737585,2.88085824
-4.89544772,5.76980287,0.03332776,0.56093599,0.18194923,3.34506724,2.82761425,0.05594228,2.75905303
-4.88944472,5.52258523,0.03182359,0.53593194,0.17712624,3.17719713,2.70698232,0.05457564,2.63947825
-4.88344172,5.28481386,0.03033242,0.51246843,0.17258662,3.01646114,2.59081666,0.05329741,2.52377760
-4.87743872,5.05965070,0.02887317,0.49084069,0.16835620,2.86479009,2.48078941,0.05212692,2.41349899
-4.87143572,4.85001444,0.02746405,0.47132197,0.16445002,2.72392817,2.37847463,0.05108090,2.31006014
-4.86543272,4.65851879,0.02612211,0.45415834,0.16087279,2.59539789,2.28531177,0.05017308,2.21471901
-4.85942971,4.48742040,0.02486285,0.43956398,0.15761978,2.48047168,2.20257309,0.04941396,2.12854962
-4.85342671,4.33857730,0.02369994,0.42771744,0.15467806,2.38015073,2.13133576,0.04881059,2.05242372
-4.84742371,4.21341822,0.02264495,0.41875856,0.15202796,2.29515102,2.07245905,0.04836652,1.98699806
-4.84142071,4.11292281,0.02170710,0.41278635,0.14964475,2.22589656,2.02656692,0.04808182,1.93270747
-4.83541771,4.03761237,0.02089314,0.40985774,0.14750032,2.17251945,1.99403618,0.04795319,1.88976321
-4.82941471,3.98755077,0.02020726,0.40998720,0.14556486,2.13486635,1.97499020,0.04797419,1.85815640
-4.82341171,3.96235477,0.01965107,0.41314724,0.14380844,2.11251096,1.96929807,0.04813553,1.83766592
-4.81740870,3.96121322,0.01922360,0.41926976,0.14220237,2.10477184,1.97657928,0.04842545,1.82787047
-4.81140570,3.98291434,0.01892144,0.42824823,0.14072032,2.11073514,1.99621353,0.04883019,1.82816428
-4.80540270,4.02588055,0.01873883,0.43994066,0.13933921,2.12928156,2.02735570,0.04933445,1.83777596
-4.79939970,4.08821014,0.01866786,0.45417333,0.13803972,2.15911714,2.06895564,0.04992200,1.85579030
-4.79339670,4.16772514,0.01869874,0.47074520,0.13680668,2.19880717,2.11978263,0.05057622,1.88117243
-4.78739370,4.26202483,0.01882001,0.48943304,0.13562901,2.24681272,2.17845408,0.05128080,1.91279410
-4.78139070,4.36854402,0.01901889,0.50999704,0.13449965,2.30152912,2.24346818,0.05202030,1.94946166
-4.77538769,4.48461530,0.01928163,0.53218689,0.13341516,2.36132583,2.31323981,0.05278079,1.98994528
-4.76938469,4.60753411,0.01959383,0.55574825,0.13237534,2.42458670,2.38613918,0.05355045,2.03300900
-4.76338169,4.73462536,0.01994084,0.58042931,0.13138273,2.48975000,2.46053221,0.05432011,2.07744092
-4.75737869,4.86331016,0.02030818,0.60598741,0.13044209,2.55534720,2.53482183,0.05508372,2.12208301
-4.75137569,4.99117076,0.02068187,0.63219545,0.12956001,2.62003950,2.60748880,0.05583874,2.16585970
-4.74537269,5.11601193,0.02104883,0.65884783,0.12874450,2.68265111,2.67713113,0.05658635,2.20780448
-4.73936968,5.23591671,0.02139723,0.68576582,0.12800470,2.74219828,2.74250048,0.05733164,2.24708375
-4.73336668,5.34929450,0.02171681,0.71280206,0.12735065,2.79791299,2.80253439,0.05808357,2.28301699
-4.72736368,5.45491954,0.02199911,0.73984391,0.12679325,2.84926054,2.85638305,0.05885475,2.31509246
-4.72136068,5.55195801,0.02223772,0.76681569,0.12634411,2.89595019,2.90342941,0.05966114,2.34297788
-4.71535768,5.63998240,0.02242836,0.79367940,0.12601561,2.93793831,2.94330173,0.06052149,2.36652532
-4.70935468,5.71897200,0.02256902,0.82043403,0.12582084,2.97542367,2.97587791,0.06145670,2.38577013
-4.70335168,5.78929904,0.02265987,0.84711325,0.12577355,3.00883483,3.00128119,0.06248896,2.40092360
-4.69734867,5.85170059,0.02270322,0.87378162,0.12588811,3.03880977,3.01986715,0.06364086,2.41235951
-4.69134567,5.90723674,0.02270331,0.90052932,0.12617925,3.06616822,3.03220254,0.06493432,2.42059494
-4.68534267,5.95723633,0.02266612,0.92746551,0.12666179,3.09187747,3.03903633,0.06638953,2.42626583
-4.67933967,6.00323208,0.02259902,0.95471060,0.12735026,3.11701256,3.04126431,0.06802383,2.43009816
-4.67333667,6.04688735,0.02251045,0.98238761,0.12825832,3.14271219,3.03988844,0.06985069,2.43287582
-4.66733367,6.08991723,0.02240952,1.01061297,0.12939817,3.17013157,3.03597255,0.07187866,2.43540627
-4.66133067,6.13400704,0.02230563,1.03948698,0.13077978,3.20039387,3.03059610,0.07411053,2.43848525
-4.65532766,6.18073121,0.02220804,1.06908451,0.13241019,3.23454175,3.02480792,0.07654263,2.44286208
-4.64932466,6.23147606,0.02212551,1.09944599,0.13429265,3.27349070,3.01958171,0.07916428,2.44920662
-4.64332166,6.28736912,0.02206590,1.13056945,0.13642587,3.31798573,3.01577509,0.08195756,2.45807939
-4.63731866,6.34921831,0.02203588,1.16240356,0.13880335,3.36856300,3.01409377,0.08489725,2.46990585
-4.63131566,6.41746296,0.02204066,1.19484228,0.14141273,3.42551764,3.01506230,0.08795109,2.48495591
-4.62531266,6.49213913,0.02208378,1.22772133,0.14423539,3.48887924,3.01900245,0.09108031,2.50332953
-4.61930965,6.57286030,0.02216700,1.26081663,0.14724615,3.55839582,3.02601998,0.09424035,2.52494869
-4.61330665,6.65881463,0.02229020,1.29384494,0.15041324,3.63352720,3.03600024,0.09738194,2.54955638
-4.60730365,6.74877871,0.02245143,1.32646682,0.15369846,3.71344820,3.04861274,0.10045233,2.57672236
-4.60130065,6.84114768,0.02264697,1.35829188,0.15705762,3.79706188,3.06332428,0.10339665,2.60585561
-4.59529765,6.93398043,0.02287145,1.38888627,0.16044120,3.88302282,3.07942004,0.10615948,2.63622287
-4.58929465,7.02505857,0.02311806,1.41778223,0.16379519,3.96976983,3.09603178,0.10868641,2.66697275
-4.58329165,7.11195685,0.02337881,1.44448956,0.16706229,4.05556742,3.11217186,0.11092571,2.69716431
-4.57728864,7.19212263,0.02364475,1.46850862,0.17018311,4.13855491,3.12677172,0.11282984,2.72579913
-4.57128564,7.26296156,0.02390631,1.48934447,0.17309767,4.21680165,3.13872339,0.11435689,2.75185577
-4.56528264,7.32192625,0.02415360,1.50652179,0.17574690,4.28836685,3.14692219,0.11547192,2.77432518
-4.55927964,7.36660494,0.02437674,1.51959994,0.17807432,4.35136180,3.15030923,0.11614801,2.79224592
-4.55327664,7.39480671,0.02456614,1.52818788,0.18002757,4.40401262,3.14791194,0.11636706,2.80473779
-4.54727364,7.40464036,0.02471284,1.53195806,0.18156007,4.44472101,3.13888126,0.11612039,2.81103279
-4.54127064,7.39458385,0.02480876,1.53065906,0.18263243,4.47212100,3.12252407,0.11540889,2.81050210
-4.53526763,7.36354184,0.02484696,1.52412628,0.18321379,4.48512929,3.09832973,0.11424306,2.80267827
-4.52926463,7.31088922,0.02482187,1.51229029,0.18328293,4.48298707,3.06598996,0.11264255,2.78727171
-4.52326163,7.23649886,0.02472942,1.49518237,0.18282911,4.46529179,3.02541124,0.11063556,2.76418098
-4.51725863,7.14075256,0.02456720,1.47293713,0.18185269,4.43201705,2.97671953,0.10825790,2.73349640
-4.51125563,7.02453488,0.02433456,1.44579173,0.18036530,4.38351984,2.92025716,0.10555188,2.69549702
-4.50525263,6.88920983,0.02403257,1.41408194,0.17838978,4.32053446,2.85657229,0.10256501,2.65064104
-4.49924962,6.73658148,0.02366408,1.37823485,0.17595973,4.24415315,2.78640128,0.09934853,2.59955008
-4.49324662,6.56883999,0.02323358,1.33875867,0.17311866,4.15579398,2.71064491,0.09595600,2.54298800
