energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up
-5.60380190,3.45626434,1.38789931,1.41915294,0.05331246,0.10466205,0.02805688,0.00000000,0.08950318,1.23859083
-5.59779890,3.37959849,1.36816017,1.37782909,0.05241833,0.10287158,0.02861879,0.00000000,0.08656131,1.21733586
-5.59179590,3.31755950,1.34892129,1.34657845,0.05168416,0.10088266,0.02921044,0.00000000,0.08386157,1.19961815
-5.58579290,3.26922103,1.33039274,1.32452342,0.05109470,0.09873271,0.02982145,0.00000000,0.08140975,1.18532783
-5.57978989,3.23334516,1.31270740,1.31066116,0.05062895,0.09645849,0.03043915,0.00000000,0.07920259,1.17423087
-5.57378689,3.20844234,1.29592003,1.30389912,0.05026168,0.09409485,0.03104892,0.00000000,0.07722931,1.16598751
-5.56778389,3.19283857,1.28000970,1.30309248,0.04996498,0.09167373,0.03163466,0.00000000,0.07547335,1.16017417
-5.56178089,3.18474729,1.26488533,1.30708217,0.04971006,0.08922334,0.03217935,0.00000000,0.07391425,1.15630776
-5.55577789,3.18234324,1.25039425,1.31473268,0.04946892,0.08676752,0.03266561,0.00000000,0.07252958,1.15387118
-5.54977489,3.18383562,1.23633355,1.32496812,0.04921596,0.08432541,0.03307628,0.00000000,0.07129675,1.15233906
-5.54377189,3.18753796,1.22246369,1.33680596,0.04892948,0.08191143,0.03339505,0.00000000,0.07019473,1.15120261
-5.53776888,3.19193224,1.20852392,1.34938701,0.04859291,0.07953545,0.03360700,0.00000000,0.06920541,1.14999260
-5.53176588,3.19572509,1.19424885,1.36200115,0.04819584,0.07720329,0.03369919,0.00000000,0.06831477,1.14829964
-5.52576288,3.19789438,1.17938548,1.37410797,0.04773462,0.07491737,0.03366105,0.00000000,0.06751362,1.14579108
-5.51975988,3.19772489,1.16371000,1.38535179,0.04721281,0.07267764,0.03348485,0.00000000,0.06679804,1.14222402
-5.51375688,3.19483208,1.14704364,1.39557089,0.04664115,0.07048250,0.03316592,0.00000000,0.06616942,1.13745415
-5.50775388,3.18917391,1.12926686,1.40480060,0.04603728,0.06832991,0.03270288,0.00000000,0.06563421,1.13144034
-5.50175088,3.18105043,1.11033131,1.41327060,0.04542518,0.06621843,0.03209769,0.00000000,0.06520338,1.12424505
-5.49574787,3.17109208,1.09026901,1.42139634,0.04483430,0.06414827,0.03135565,0.00000000,0.06489165,1.11603081
-5.48974487,3.16023727,1.06919828,1.42976523,0.04429847,0.06212214,0.03048525,0.00000000,0.06471661,1.10705323
-5.48374187,3.14970076,1.04732629,1.43911789,0.04385472,0.06014610,0.02949798,0.00000000,0.06469773,1.09765109
-5.47773887,3.14093396,1.02494789,1.45032513,0.04354187,0.05823010,0.02840796,0.00000000,0.06485543,1.08823400
-5.47173587,3.13557894,1.00244080,1.46436125,0.04339912,0.05638837,0.02723165,0.00000000,0.06521016,1.07926834
-5.46573287,3.13541760,0.98025734,1.48227438,0.04346463,0.05463953,0.02598735,0.00000000,0.06578167,1.07126216
-5.45972986,3.14231756,0.95891286,1.50515448,0.04377408,0.05300655,0.02469480,0.00000000,0.06658843,1.06474949
-5.45372686,3.15817646,0.93897129,1.53409984,0.04435936,0.05151637,0.02337466,0.00000000,0.06764728,1.06027471
-5.44772386,3.18486579,0.92102833,1.57018262,0.04524733,0.05019939,0.02204803,0.00000000,0.06897326,1.05837744
-5.44172086,3.22417575,0.90569278,1.61441432,0.04645872,0.04908871,0.02073604,0.00000000,0.07057963,1.05957823
-5.43571786,3.27776222,0.89356671,1.66771186,0.04800726,0.04821922,0.01945932,0.00000000,0.07247813,1.06436539
-5.42971486,3.34709684,0.88522511,1.73086499,0.04989891,0.04762652,0.01823768,0.00000000,0.07467926,1.07318316
-5.42371186,3.43342124,0.88119575,1.80450591,0.05213132,0.04734583,0.01708968,0.00000000,0.07719274,1.08642130
-5.41770885,3.53770635,0.88194000,1.88908189,0.05469359,0.04741071,0.01603237,0.00000000,0.08002789,1.10440614
-5.41170585,3.66061754,0.88783517,1.98483176,0.05756609,0.04785191,0.01508103,0.00000000,0.08319404,1.12739325
-5.40570285,3.80248654,0.89915923,2.09176704,0.06072071,0.04869614,0.01424896,0.00000000,0.08670079,1.15556156
-5.39969985,3.96329102,0.91607839,2.20965869,0.06412114,0.04996502,0.01354737,0.00000000,0.09055815,1.18900904
-5.39369685,4.14264244,0.93863800,2.33803015,0.06772357,0.05167407,0.01298526,0.00000000,0.09477649,1.22774995
-5.38769385,4.33978303,0.96675737,2.47615733,0.07147749,0.05383194,0.01256943,0.00000000,0.09936633,1.27171368
-5.38169085,4.55359240,1.00022864,2.62307616,0.07532676,0.05643983,0.01230448,0.00000000,0.10433786,1.32074512
-5.37568784,4.78260417,1.03871995,2.77759786,0.07921086,0.05949109,0.01219289,0.00000000,0.10970036,1.37460679
-5.36968484,5.02503276,1.08178292,2.93833206,0.08306629,0.06297123,0.01223511,0.00000000,0.11546146,1.43298258
-5.36368184,5.27880997,1.12886424,3.10371729,0.08682815,0.06685803,0.01242971,0.00000000,0.12162623,1.49548325
-5.35767884,5.54163094,1.17932113,3.27205849,0.09043177,0.07112215,0.01277353,0.00000000,0.12819636,1.56165356
-5.35167584,5.81100820,1.23244009,3.44157011,0.09381438,0.07572779,0.01326190,0.00000000,0.13516919,1.63098099
-5.34567284,6.08433240,1.28745843,3.61042379,0.09691678,0.08063384,0.01388881,0.00000000,0.14253694,1.70290588
-5.33966983,6.35893769,1.34358763,3.77679869,0.09968489,0.08579511,0.01464715,0.00000000,0.15028600,1.77683276
-5.33366683,6.63216950,1.40003788,3.93893264,0.10207125,0.09116378,0.01552893,0.00000000,0.15839639,1.85214246
-5.32766383,6.90145193,1.45604251,4.09517195,0.10403619,0.09669102,0.01652550,0.00000000,0.16684144,1.92820475
-5.32166083,7.16435206,1.51088158,4.24401766,0.10554887,0.10232859,0.01762776,0.00000000,0.17558762,2.00439093
-5.31565783,7.41863835,1.56390345,4.38416619,0.10658797,0.10803047,0.01882634,0.00000000,0.18459470,2.08008582
-5.30965483,7.66233034,1.61454342,4.51454241,0.10714205,0.11375434,0.02011182,0.00000000,0.19381596,2.15469883
-5.30365183,7.89373745,1.66233857,4.63432347,0.10720963,0.11946290,0.02147480,0.00000000,0.20319873,2.22767346
-5.29764882,8.11148483,1.70693813,4.74295230,0.10679881,0.12512489,0.02290608,0.00000000,0.21268497,2.29849481
-5.29164582,8.31452524,1.74810881,4.84013993,0.10592674,0.13071578,0.02439670,0.00000000,0.22221196,2.36669490
-5.28564282,8.50213619,1.78573486,4.92585666,0.10461865,0.13621812,0.02593796,0.00000000,0.23171311,2.43185543
-5.27963982,8.67390287,1.81981278,5.00031249,0.10290673,0.14162136,0.02752141,0.00000000,0.24111870,2.49360801
-5.27363682,8.82968774,1.85044101,5.06392794,0.10082876,0.14692135,0.02913878,0.00000000,0.25035666,2.55163193
-5.26763382,8.96958891,1.87780491,5.11729681,0.09842675,0.15211931,0.03078188,0.00000000,0.25935327,2.60564966
-5.26163082,9.09388964,1.90215798,5.16114306,0.09574534,0.15722054,0.03244243,0.00000000,0.26803386,2.65542062
-5.25562781,9.20300223,1.92380010,5.19627414,0.09283046,0.16223267,0.03411192,0.00000000,0.27632330,2.70073352
-5.24962481,9.29740955,1.94305395,5.22353345,0.08972786,0.16716379,0.03578141,0.00000000,0.28414665,2.74139809
-5.24362181,9.37760807,1.96024082,5.24375451,0.08648195,0.17202039,0.03744130,0.00000000,0.29142956,2.77723674
-5.23761881,9.44405566,1.97565704,5.25771949,0.08313474,0.17680532,0.03908120,0.00000000,0.29809879,2.80807688
-5.23161581,9.49712747,1.98955234,5.26612421,0.07972504,0.18151585,0.04068970,0.00000000,0.30408273,2.83374454
-5.22561281,9.53708264,2.00211112,5.26955154,0.07628790,0.18614193,0.04225431,0.00000000,0.30931198,2.85405982
-5.21960980,9.56404368,2.01343782,5.26845447,0.07285427,0.19066490,0.04376135,0.00000000,0.31371996,2.86883468
-5.21360680,9.57798993,2.02354701,5.26314956,0.06945087,0.19505654,0.04519599,0.00000000,0.31724374,2.87787331
-5.20760380,9.57876520,2.03235880,5.25382068,0.06610030,0.19927871,0.04654232,0.00000000,0.31982491,2.88097521
-5.20160080,9.56609901,2.03969985,5.24053258,0.06282128,0.20328360,0.04778352,0.00000000,0.32141064,2.87794093
-5.19559780,9.53963990,2.04530983,5.22325294,0.05962898,0.20701449,0.04890211,0.00000000,0.32195479,2.86858021
-5.18959480,9.49899852,2.04885311,5.20188109,0.05653552,0.21040721,0.04988035,0.00000000,0.32141917,2.85272209
-5.18359180,9.44379738,2.04993489,5.17628124,0.05355037,0.21339203,0.05070059,0.00000000,0.31977486,2.83022641
-5.17758879,9.37372393,2.04812111,5.14631766,0.05068087,0.21589608,0.05134582,0.00000000,0.31700341,2.80099609
-5.17158579,9.28858316,2.04296089,5.11188931,0.04793263,0.21784609,0.05180017,0.00000000,0.31309813,2.76498925
-5.16558279,9.18834618,2.03401036,5.07296113,0.04530984,0.21917135,0.05204949,0.00000000,0.30806511,2.72223070
-5.15957979,9.07319107,2.02085665,5.02958983,0.04281561,0.21980669,0.05208189,0.00000000,0.30192412,2.67282169
-5.15357679,8.94353312,2.00314074,4.98194210,0.04045209,0.21969546,0.05188828,0.00000000,0.29470920,2.61694754
-5.14757379,8.80004217,1.98057791,4.93030376,0.03822062,0.21879221,0.05146282,0.00000000,0.28646890,2.55488242
-5.14157079,8.64364531,1.95297486,4.87507899,0.03612167,0.21706497,0.05080334,0.00000000,0.27726624,2.48699090
-5.13556778,8.47551460,1.92024257,4.81677944,0.03415491,0.21449705,0.04991161,0.00000000,0.26717814,2.41372612
-5.12956478,8.29703997,1.88240431,4.75600378,0.03231903,0.21108830,0.04879349,0.00000000,0.25629456,2.33562445
-5.12356178,8.10978889,1.83959849,4.69340880,0.03061171,0.20685557,0.04745899,0.00000000,0.24471717,2.25329681
-5.11755878,7.91545497,1.79207629,4.62967410,0.02902957,0.20183261,0.04592216,0.00000000,0.23255768,2.16741716
-5.11155578,7.71579849,1.74019446,4.56546235,0.02756805,0.19606924,0.04420083,0.00000000,0.21993582,2.07870842
-5.10555278,7.51258261,1.68440359,4.50137817,0.02622149,0.18962991,0.04231623,0.00000000,0.20697711,1.98792677
-5.09954977,7.30750909,1.62523286,4.43792834,0.02498315,0.18259164,0.04029256,0.00000000,0.19381044,1.89584488
-5.09354677,7.10215761,1.56327205,4.37548615,0.02384540,0.17504164,0.03815634,0.00000000,0.18056552,1.80323497
-5.08754377,6.89793252,1.49915190,4.31426278,0.02279987,0.16707454,0.03593582,0.00000000,0.16737043,1.71085245
-5.08154077,6.69602028,1.43352397,4.25428779,0.02183778,0.15878942,0.03366028,0.00000000,0.15434915,1.61942099
-5.07553777,6.49736051,1.36704095,4.19540057,0.02095024,0.15028688,0.03135933,0.00000000,0.14161943,1.52961948
-5.06953477,6.30263227,1.30033856,4.13725371,0.02012863,0.14166618,0.02906223,0.00000000,0.12929071,1.44207157
-5.06353177,6.11225635,1.23401970,4.07932864,0.01936499,0.13302261,0.02679729,0.00000000,0.11746261,1.35733809
-5.05752876,5.92641353,1.16864159,4.02096291,0.01865241,0.12444517,0.02459128,0.00000000,0.10622357,1.27591238
-5.05152576,5.74507720,1.10470629,3.96138780,0.01798542,0.11601477,0.02246899,0.00000000,0.09565001,1.19821865
-5.04552276,5.56805825,1.04265472,3.89977421,0.01736029,0.10780273,0.02045281,0.00000000,0.08580588,1.12461315
-5.03951976,5.39505905,0.98286418,3.83528421,0.01677538,0.09986992,0.01856247,0.00000000,0.07674249,1.05538755
-5.03351676,5.22573279,0.92564902,3.76712516,0.01623126,0.09226630,0.01681492,0.00000000,0.06849886,0.99077443
-5.02751376,5.05974431,0.87126404,3.69460316,0.01573093,0.08503095,0.01522420,0.00000000,0.06110220,0.93095387
-5.02151076,4.89682807,0.81991003,3.61717259,0.01527977,0.07819246,0.01380149,0.00000000,0.05456878,0.87606086
-5.01550775,4.73683968,0.77174073,3.53447871,0.01488554,0.07176967,0.01255521,0.00000000,0.04890485,0.82619264
-5.00950475,4.57979745,0.72687050,3.44639064,0.01455822,0.06577268,0.01149117,0.00000000,0.04410778,0.78141563
-5.00350175,4.42591137,0.68538212,3.35302293,0.01430975,0.06020398,0.01061276,0.00000000,0.04016718,0.74177126
-4.99749875,4.27559777,0.64733392,3.25474414,0.01415369,0.05505974,0.00992116,0.00000000,0.03706599,0.70728050
-4.99149575,4.12947892,0.61276596,3.15217227,0.01410488,0.05033099,0.00941556,0.00000000,0.03478152,0.67794679
-4.98549275,3.98836783,0.58170467,3.04615720,0.01417890,0.04600490,0.00909338,0.00000000,0.03328638,0.65375730
-4.97948974,3.85323951,0.55416598,2.93775139,0.01439162,0.04206585,0.00895046,0.00000000,0.03254917,0.63468266
-4.97348674,3.72519092,0.53015669,2.82817072,0.01475864,0.03849635,0.00898117,0.00000000,0.03253516,0.62067534
-4.96748374,3.60539238,0.50967438,2.71874780,0.01529470,0.03527793,0.00917860,0.00000000,0.03320668,0.61166699
-4.96148074,3.49503393,0.49270588,2.61088066,0.01601316,0.03239171,0.00953458,0.00000000,0.03452338,0.60756528
-4.95547774,3.39527021,0.47922483,2.50597992,0.01692540,0.02981889,0.01003982,0.00000000,0.03644247,0.60825051
-4.94947474,3.30716756,0.46918866,2.40541730,0.01804034,0.02754112,0.01068386,0.00000000,0.03891879,0.61357276
-4.94347174,3.23165675,0.46253544,2.31047851,0.01936394,0.02554070,0.01145520,0.00000000,0.04190484,0.62334970
-4.93746873,3.16949434,0.45918096,2.22232305,0.02089880,0.02380072,0.01234124,0.00000000,0.04535089,0.63736575
-4.93146573,3.12123506,0.45901667,2.14195280,0.02264380,0.02230513,0.01332836,0.00000000,0.04920515,0.65537270
-4.92546273,3.08721673,0.46190850,2.07019103,0.02459386,0.02103876,0.01440199,0.00000000,0.05341397,0.67709203
-4.91945973,3.06755858,0.46769709,2.00767253,0.02673977,0.01998737,0.01554672,0.00000000,0.05792226,0.70221905
-4.91345673,3.06217283,0.47619943,1.95484498,0.02906816,0.01913770,0.01674639,0.00000000,0.06267407,0.73042866
-4.90745373,3.07078870,0.48721190,1.91198114,0.03156156,0.01847749,0.01798433,0.00000000,0.06761327,0.76138258
-4.90145073,3.09298714,0.50051481,1.87920070,0.03419857,0.01799561,0.01924354,0.00000000,0.07268451,0.79473774
-4.89544772,3.12824417,0.51587801,1.85650023,0.03695414,0.01768216,0.02050702,0.00000000,0.07783425,0.83015537
-4.88944472,3.17598009,0.53306757,1.84378934,0.03980002,0.01752864,0.02175802,0.00000000,0.08301190,0.86731034
-4.88344172,3.23561162,0.55185289,1.84093077,0.04270524,0.01752810,0.02298043,0.00000000,0.08817103,0.90590014
-4.87743872,3.30660396,0.57201409,1.84778219,0.04563670,0.01767533,0.02415909,0.00000000,0.09327061,0.94565307
-4.87143572,3.38851974,0.59334915,1.86423728,0.04855986,0.01796702,0.02528019,0.00000000,0.09827608,0.98633507
-4.86543272,3.48106218,0.61568038,1.89026391,0.05143942,0.01840191,0.02633153,0.00000000,0.10316036,1.02775477
-4.85942971,3.58410987,0.63885984,1.92593742,0.05424010,0.01898087,0.02730286,0.00000000,0.10790453,1.06976642
-4.85342671,3.69774141,0.66277345,1.97146718,0.05692736,0.01970700,0.02818612,0.00000000,0.11249831,1.11227042
-4.84742371,3.82224823,0.68734332,2.02721492,0.05946811,0.02058557,0.02897561,0.00000000,0.11694014,1.15521145
-4.84142071,3.95813478,0.71252837,2.09370392,0.06183143,0.02162396,0.02966808,0.00000000,0.12123683,1.19857400
-4.83541771,4.10610561,0.73832290,2.17161801,0.06398912,0.02283150,0.03026273,0.00000000,0.12540287,1.24237572
-4.82941471,4.26703955,0.76475321,2.26179031,0.06591626,0.02421920,0.03076120,0.00000000,0.12945929,1.28665859
-4.82341171,4.44195154,0.79187245,2.36518148,0.06759158,0.02579939,0.03116730,0.00000000,0.13343214,1.33147853
-4.81740870,4.63194328,0.81975362,2.48284781,0.06899779,0.02758536,0.03148687,0.00000000,0.13735066,1.37689371
-4.81140570,4.83814403,0.84848126,2.61589999,0.07012176,0.02959076,0.03172737,0.00000000,0.14124517,1.42295221
-4.80540270,5.06164353,0.87814199,2.76545331,0.07095455,0.03182906,0.03189756,0.00000000,0.14514479,1.46967958
-4.79939970,5.30341897,0.90881429,2.93257078,0.07149139,0.03431291,0.03200704,0.00000000,0.14907519,1.51706675
-4.79339670,5.56425854,0.94055806,3.11820066,0.07173153,0.03705336,0.03206583,0.00000000,0.15305626,1.56505901
-4.78739370,5.84468386,0.97340423,3.32311034,0.07167799,0.04005915,0.03208386,0.00000000,0.15710008,1.61354646
-4.78139070,6.14487421,1.00734493,3.54781876,0.07133728,0.04333594,0.03207063,0.00000000,0.16120913,1.66235634
-4.77538769,6.46459526,1.04232477,3.79252971,0.07071900,0.04688551,0.03203469,0.00000000,0.16537492,1.71124774
-4.76938469,6.80313514,1.07823341,4.05706872,0.06983549,0.05070501,0.03198338,0.00000000,0.16957709,1.75990883
-4.76338169,7.15925082,1.11489996,4.34082620,0.06870143,0.05478628,0.03192250,0.00000000,0.17378308,1.80795690
-4.75737869,7.53112755,1.15208947,4.64270979,0.06733340,0.05911526,0.03185609,0.00000000,0.17794834,1.85494117
-4.75137569,7.91635407,1.18950171,4.96110859,0.06574954,0.06367144,0.03178633,0.00000000,0.18201723,1.90034855
-4.74537269,8.31191584,1.22677247,5.29387188,0.06396917,0.06842762,0.03171350,0.00000000,0.18592436,1.94361207
-4.73936968,8.71420852,1.26347758,5.63830485,0.06201250,0.07334969,0.03163603,0.00000000,0.18959658,1.98412189
-4.73336668,9.11907289,1.29913942,5.99118302,0.05990032,0.07839672,0.03155061,0.00000000,0.19295534,2.02123869
-4.72736368,9.52185229,1.33323610,6.34878673,0.05765379,0.08352133,0.03145245,0.00000000,0.19591940,2.05430898
-4.72136068,9.91747239,1.36521310,6.70695635,0.05529427,0.08867016,0.03133552,0.00000000,0.19840782,2.08268209
-4.71535768,10.30054262,1.39449698,7.06116786,0.05284310,0.09378479,0.03119290,0.00000000,0.20034300,2.10572834
-4.70935468,10.66547735,1.42051107,7.40662762,0.05032158,0.09880278,0.03101718,0.00000000,0.20165372,2.12285790
-4.70335168,11.00663408,1.44269250,7.73838432,0.04775081,0.10365906,0.03080083,0.00000000,0.20227801,2.13353990
-4.69734867,11.31846482,1.46051021,8.05145491,0.04515168,0.10828743,0.03053662,0.00000000,0.20216579,2.13732116
-4.69134567,11.59567617,1.47348334,8.34096077,0.04254485,0.11262233,0.03021805,0.00000000,0.20128106,2.13384413
-4.68534267,11.83339262,1.48119943,8.60226930,0.03995069,0.11660070,0.02983971,0.00000000,0.19960367,2.12286321
-4.67933967,12.02731717,1.48333164,8.83113595,0.03738937,0.12016386,0.02939765,0.00000000,0.19713058,2.10425923
-4.67333667,12.17388323,1.47965463,9.02384103,0.03488084,0.12325942,0.02888967,0.00000000,0.19387647,2.07805132
-4.66733367,12.27039151,1.47005816,9.17731600,0.03244491,0.12584311,0.02831558,0.00000000,0.18987384,2.04440573
-4.66133067,12.31512597,1.45455807,9.28925371,0.03010137,0.12788038,0.02767738,0.00000000,0.18517244,2.00364123
-4.65532766,12.30744385,1.43330398,9.35819798,0.02787009,0.12934781,0.02697933,0.00000000,0.17983827,1.95623068
-4.64932466,12.24783498,1.40658339,9.38360844,0.02577119,0.13023419,0.02622801,0.00000000,0.17395191,1.90279859
-4.64332166,12.13794758,1.37482187,9.36589762,0.02382524,0.13054127,0.02543222,0.00000000,0.16760655,1.84411440
