energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.77188594,2.59321036,0.95073137,0.84213050,0.00740438,0.31873956,0.00478272,1.13721606,0.67150088,0.28213973
-5.76588294,2.55297536,0.94245379,0.81796999,0.00792016,0.31570597,0.00445921,1.12101996,0.66737467,0.28132478
-5.75987994,2.51011020,0.93222668,0.79407492,0.00846350,0.31195751,0.00414158,1.10372905,0.66223392,0.27980474
-5.75387694,2.46543751,0.92035949,0.77078791,0.00903147,0.30759202,0.00383473,1.08566597,0.65628262,0.27763124
-5.74787394,2.41974651,0.90716424,0.74841922,0.00962012,0.30270864,0.00354312,1.06713775,0.64972175,0.27486493
-5.74187094,2.37378120,0.89295050,0.72724282,0.01022449,0.29740635,0.00327066,1.04843072,0.64274620,0.27157445
-5.73586793,2.32823150,0.87802145,0.70749367,0.01083868,0.29178301,0.00302073,1.02980662,0.63554260,0.26783534
-5.72986493,2.28372730,0.86267105,0.68936629,0.01145591,0.28593461,0.00279616,1.01150038,0.62828796,0.26372877
-5.72386193,2.24083523,0.84718213,0.67301448,0.01206865,0.27995488,0.00259925,0.99371909,0.62114905,0.25934022
-5.71785893,2.20005785,0.83182534,0.65855201,0.01266880,0.27393503,0.00243174,0.97664234,0.61428240,0.25475815
-5.71185593,2.16183476,0.81685871,0.64605421,0.01324789,0.26796366,0.00229492,0.96042359,0.60783470,0.25007260
-5.70585293,2.12654523,0.80252737,0.63556023,0.01379730,0.26212668,0.00218963,0.94519229,0.60194338,0.24537381
-5.69984992,2.09451173,0.78906342,0.62707586,0.01430852,0.25650717,0.00211629,0.93105658,0.59673715,0.24075089
-5.69384692,2.06600382,0.77668539,0.62057670,0.01477338,0.25118508,0.00207498,0.91810612,0.59233627,0.23629052
-5.68784392,2.04124187,0.76559721,0.61601155,0.01518433,0.24623674,0.00206547,0.90641479,0.58885232,0.23207573
-5.68184092,2.02040023,0.75598644,0.61330583,0.01553468,0.24173408,0.00208724,0.89604298,0.58638739,0.22818479
-5.67583792,2.00360936,0.74802156,0.61236506,0.01581878,0.23774355,0.00213954,0.88703923,0.58503249,0.22469019
-5.66983492,1.99095675,0.74184846,0.61307807,0.01603225,0.23432481,0.00222139,0.87944094,0.58486524,0.22165770
-5.66383192,1.98248654,0.73758601,0.61532005,0.01617205,0.23152906,0.00233164,0.87327418,0.58594683,0.21914561
-5.65782891,1.97819781,0.73532099,0.61895538,0.01623662,0.22939733,0.00246891,0.86855253,0.58831845,0.21720401
-5.65182591,1.97804185,0.73510267,0.62384009,0.01622585,0.22795855,0.00263169,0.86527497,0.59199731,0.21587426
-5.64582291,1.98191863,0.73693737,0.62982407,0.01614109,0.22722772,0.00281826,0.86342310,0.59697259,0.21518849
-5.63981991,1.98967297,0.74078330,0.63675308,0.01598505,0.22720427,0.00302675,0.86295792,0.60320164,0.21516929
-5.63381691,2.00109097,0.74654640,0.64447046,0.01576165,0.22787059,0.00325512,0.86381648,0.61060672,0.21582941
-5.62781391,2.01589725,0.75407737,0.65281873,0.01547588,0.22919116,0.00350118,0.86590874,0.61907277,0.21717166
-5.62181091,2.03375348,0.76317046,0.66164105,0.01513357,0.23111218,0.00376258,0.86911506,0.62844633,0.21918883
-5.61580790,2.05425887,0.77356435,0.67078267,0.01474120,0.23356176,0.00403685,0.87328473,0.63853611,0.22186374
-5.60980490,2.07695285,0.78494530,0.68009229,0.01430562,0.23645103,0.00432140,0.87823571,0.64911525,0.22516936
-5.60380190,2.10132035,0.79695277,0.68942346,0.01383389,0.23967586,0.00461355,0.88375597,0.65992538,0.22906909
-5.59779890,2.12679958,0.80918747,0.69863596,0.01333301,0.24311936,0.00491060,0.88960644,0.67068259,0.23351699
-5.59179590,2.15279236,0.82122160,0.70759717,0.01280978,0.24665505,0.00520979,0.89552567,0.68108505,0.23845827
-5.58579290,2.17867663,0.83261099,0.71618332,0.01227060,0.25015065,0.00550842,0.90123608,0.69082197,0.24382972
-5.57978989,2.20382058,0.84290869,0.72428064,0.01172141,0.25347217,0.00580384,0.90645151,0.69958372,0.24956033
-5.57378689,2.22759792,0.85167938,0.73178630,0.01116753,0.25648838,0.00609351,0.91088581,0.70707255,0.25557191
-5.56778389,2.24940348,0.85851394,0.73860899,0.01061368,0.25907521,0.00637502,0.91426207,0.71301327,0.26177987
-5.56178089,2.26866827,0.86304352,0.74466925,0.01006390,0.26112000,0.00664615,0.91632187,0.71716364,0.26809408
-5.55577789,2.28487350,0.86495244,0.74989930,0.00952164,0.26252543,0.00690485,0.91683426,0.71932360,0.27441977
-5.54977489,2.29756256,0.86398912,0.75424248,0.00898971,0.26321279,0.00714931,0.91560381,0.71934312,0.28065858
-5.54377189,2.30635064,0.85997479,0.75765229,0.00847042,0.26312456,0.00737792,0.91247735,0.71712804,0.28670976
-5.53776888,2.31093143,0.85280925,0.76009102,0.00796557,0.26222618,0.00758928,0.90734911,0.71264371,0.29247138
-5.53176588,2.31108075,0.84247364,0.76152815,0.00747657,0.26050680,0.00778219,0.90016384,0.70591619,0.29784178
-5.52576288,2.30665713,0.82903010,0.76193854,0.00700451,0.25797913,0.00795566,0.89091792,0.69703096,0.30272103
-5.51975988,2.29759942,0.81261823,0.76130066,0.00655018,0.25467836,0.00810882,0.87965834,0.68612916,0.30701257
-5.51375688,2.28392190,0.79344885,0.75959489,0.00611418,0.25066020,0.00824096,0.86647970,0.67340172,0.31062488
-5.50775388,2.26570730,0.77179525,0.75680221,0.00569695,0.24599817,0.00835146,0.85151947,0.65908161,0.31347329
-5.50175088,2.24309840,0.74798251,0.75290321,0.00529880,0.24078036,0.00843981,0.83495171,0.64343458,0.31548168
-5.49574787,2.21628877,0.72237547,0.74787777,0.00491993,0.23510570,0.00850552,0.81697978,0.62674908,0.31658429
-5.48974487,2.18551338,0.69536597,0.74170528,0.00456051,0.22908007,0.00854818,0.79782837,0.60932568,0.31672732
-5.48374187,2.15103950,0.66735996,0.73436560,0.00422061,0.22281235,0.00856740,0.77773525,0.59146668,0.31587044
-5.47773887,2.11315855,0.63876504,0.72584056,0.00390028,0.21641061,0.00856285,0.75694329,0.57346626,0.31398804
-5.47173587,2.07217919,0.60997911,0.71611613,0.00359954,0.20997870,0.00853426,0.73569301,0.55560175,0.31107025
-5.46573287,2.02842182,0.58138030,0.70518493,0.00331836,0.20361321,0.00848141,0.71421604,0.53812630,0.30712350
-5.45972986,1.98221472,0.55331873,0.69304914,0.00305672,0.19740103,0.00840421,0.69272968,0.52126318,0.30217083
-5.45372686,1.93389162,0.52611016,0.67972344,0.00281459,0.19141755,0.00830270,0.67143284,0.50520194,0.29625166
-5.44772386,1.88379066,0.50003166,0.66523788,0.00259194,0.18572552,0.00817709,0.65050326,0.49009639,0.28942122
-5.44172086,1.83225449,0.47531920,0.64964054,0.00238878,0.18037457,0.00802779,0.63009613,0.47606437,0.28174943
-5.43571786,1.77963102,0.45216711,0.63299967,0.00220515,0.17540133,0.00785545,0.61034404,0.46318914,0.27331955
-5.42971486,1.72627473,0.43072910,0.61540525,0.00204117,0.17083007,0.00766096,0.59135791,0.45152218,0.26422628
-5.42371186,1.67254793,0.41112054,0.59696993,0.00189701,0.16667389,0.00744552,0.57322895,0.44108698,0.25457377
-5.41770885,1.61882178,0.39342179,0.57782908,0.00177295,0.16293609,0.00721061,0.55603124,0.43188364,0.24447325
-5.41170585,1.56547672,0.37768204,0.55814015,0.00166935,0.15961188,0.00695798,0.53982471,0.42389381,0.23404062
-5.40570285,1.51290212,0.36392357,0.53808120,0.00158665,0.15669012,0.00668968,0.52465830,0.41708568,0.22339398
-5.39969985,1.46149489,0.35214588,0.51784877,0.00152541,0.15415504,0.00640799,0.51057304,0.41141864,0.21265118
-5.39369685,1.41165706,0.34232960,0.49765515,0.00148620,0.15198785,0.00611543,0.49760471,0.40684739,0.20192750
-5.38769385,1.36379232,0.33443991,0.47772506,0.00146969,0.15016810,0.00581471,0.48578622,0.40332530,0.19133354
-5.38169085,1.31830147,0.32842929,0.45829205,0.00147651,0.14867476,0.00550864,0.47514914,0.40080679,0.18097327
-5.37568784,1.27557711,0.32423963,0.43959470,0.00150727,0.14748702,0.00520015,0.46572476,0.39924877,0.17094247
-5.36968484,1.23599758,0.32180363,0.42187262,0.00156251,0.14658473,0.00489217,0.45754430,0.39861101,0.16132738
-5.36368184,1.19992057,0.32104555,0.40536258,0.00164261,0.14594848,0.00458763,0.45063857,0.39885568,0.15220369
-5.35767884,1.16767650,0.32188142,0.39029471,0.00174777,0.14555950,0.00428937,0.44503693,0.39994612,0.14363592
-5.35167584,1.13956215,0.32421899,0.37688900,0.00187792,0.14539925,0.00400008,0.44076593,0.40184496,0.13567694
-5.34567284,1.11583476,0.32795737,0.36535198,0.00203270,0.14544892,0.00372230,0.43784760,0.40451200,0.12836796
-5.33966983,1.09670689,0.33298679,0.35587385,0.00221137,0.14568886,0.00345834,0.43629768,0.40790194,0.12173865
-5.33366683,1.08234230,0.33918858,0.34862585,0.00241280,0.14609803,0.00321027,0.43612386,0.41196230,0.11580758
-5.32766383,1.07285307,0.34643550,0.34375807,0.00263543,0.14665359,0.00297988,0.43732437,0.41663175,0.11058275
-5.32166083,1.06829820,0.35459265,0.34139751,0.00287721,0.14733064,0.00276866,0.43988691,0.42183904,0.10606247
-5.31565783,1.06868355,0.36351900,0.34164644,0.00313567,0.14810227,0.00257783,0.44378818,0.42750268,0.10223620
-5.30965483,1.07396337,0.37306962,0.34458107,0.00340786,0.14893980,0.00240828,0.44899399,0.43353149,0.09908565
-5.30365183,1.08404316,0.38309857,0.35025035,0.00369039,0.14981343,0.00226062,0.45545997,0.43982606,0.09658591
-5.29764882,1.09878374,0.39346231,0.35867498,0.00397953,0.15069308,0.00213514,0.46313298,0.44628103,0.09470661
-5.29164582,1.11800635,0.40402369,0.36984652,0.00427117,0.15154950,0.00203191,0.47195296,0.45278815,0.09341320
-5.28564282,1.14149833,0.41465607,0.38372661,0.00456101,0.15235559,0.00195069,0.48185529,0.45923991,0.09266813
-5.27963982,1.16901930,0.42524759,0.40024630,0.00484455,0.15308779,0.00189104,0.49277335,0.46553359,0.09243205
-5.27363682,1.20030719,0.43570514,0.41930546,0.00511726,0.15372749,0.00185230,0.50464116,0.47157537,0.09266497
-5.26763382,1.23508400,0.44595799,0.44077237,0.00537462,0.15426236,0.00183363,0.51739592,0.47728441,0.09332724
-5.26163082,1.27306090,0.45596062,0.46448345,0.00561231,0.15468751,0.00183403,0.53098026,0.48259652,0.09438050
-5.25562781,1.31394241,0.46569472,0.49024336,0.00582625,0.15500626,0.00185236,0.54534397,0.48746711,0.09578840
-5.24962481,1.35742948,0.47517002,0.51782538,0.00601273,0.15523072,0.00188737,0.56044511,0.49187345,0.09751719
-5.24362181,1.40322138,0.48442399,0.54697232,0.00616854,0.15538181,0.00193773,0.57625040,0.49581581,0.09953606
-5.23761881,1.45101642,0.49352019,0.57739802,0.00629097,0.15548887,0.00200204,0.59273482,0.49931754,0.10181740
-5.23161581,1.50051157,0.50254542,0.60878949,0.00637798,0.15558885,0.00207883,0.60988040,0.50242398,0.10433669
-5.22561281,1.55140113,0.51160568,0.64080988,0.00642816,0.15572497,0.00216662,0.62767424,0.50520026,0.10707232
-5.21960980,1.60337477,0.52082098,0.67310224,0.00644082,0.15594503,0.00226389,0.64610593,0.50772806,0.11000520
-5.21360680,1.65611514,0.53031948,0.70529415,0.00641601,0.15629943,0.00236911,0.66516433,0.51010150,0.11311821
-5.20760380,1.70929549,0.54023092,0.73700320,0.00635444,0.15683885,0.00248076,0.68483412,0.51242230,0.11639551
-5.20160080,1.76257755,0.55067974,0.76784321,0.00625752,0.15761192,0.00259731,0.70509213,0.51479461,0.11982183
-5.19559780,1.81561001,0.56177827,0.79743110,0.00612729,0.15866274,0.00271723,0.72590366,0.51731959,0.12338165
-5.18959480,1.86802786,0.57362012,0.82539427,0.00596636,0.16002868,0.00283902,0.74721915,0.52009012,0.12705846
-5.18359180,1.91945282,0.58627426,0.85137819,0.00577781,0.16173817,0.00296119,0.76897118,0.52318588,0.13083400
-5.17758879,1.96949494,0.59977988,0.87505397,0.00556514,0.16380906,0.00308229,0.79107218,0.52666907,0.13468768
-5.17158579,2.01775544,0.61414240,0.89612572,0.00533216,0.16624717,0.00320088,0.81341279,0.53058091,0.13859601
-5.16558279,2.06383074,0.62933074,0.91433720,0.00508287,0.16904547,0.00331558,0.83586119,0.53493914,0.14253234
-5.15957979,2.10731752,0.64527593,0.92947774,0.00482139,0.17218372,0.00342505,0.85826321,0.53973659,0.14646661
-5.15357679,2.14781872,0.66187128,0.94138683,0.00455183,0.17562867,0.00352801,0.88044353,0.54494086,0.15036546
-5.14757379,2.18494997,0.67897394,0.94995751,0.00427823,0.17933477,0.00362327,0.90220771,0.55049504,0.15419244
-5.14157079,2.21834650,0.69640789,0.95513805,0.00400446,0.18324548,0.00370973,0.92334511,0.55631953,0.15790843
-5.13556778,2.24766996,0.71396827,0.95693203,0.00373412,0.18729490,0.00378637,0.94363262,0.56231465,0.16147227
-5.12956478,2.27261490,0.73142677,0.95539671,0.00347050,0.19140990,0.00385234,0.96283906,0.56836395,0.16484147
-5.12356178,2.29291474,0.74853803,0.95063974,0.00321652,0.19551250,0.00390688,0.98073000,0.57433810,0.16797317
-5.11755878,2.30834689,0.76504673,0.94281436,0.00297467,0.19952241,0.00394941,0.99707309,0.58009897,0.17082508
-5.11155578,2.31873687,0.78069510,0.93211326,0.00274702,0.20335974,0.00397948,1.01164343,0.58550384,0.17335649
-5.10555278,2.32396135,0.79523062,0.91876151,0.00253514,0.20694760,0.00399684,1.02422907,0.59040954,0.17552933
-5.09954977,2.32395006,0.80841363,0.90300869,0.00234017,0.21021463,0.00400137,1.03463625,0.59467619,0.17730921
-5.09354677,2.31868653,0.82002456,0.88512079,0.00216276,0.21309727,0.00399312,1.04269442,0.59817062,0.17866628
-5.08754377,2.30820786,0.82987050,0.86537216,0.00200314,0.21554173,0.00397230,1.04826063,0.60076927,0.17957616
-5.08154077,2.29260347,0.83779099,0.84403789,0.00186113,0.21750557,0.00393923,1.05122348,0.60236048,0.18002055
-5.07553777,2.27201315,0.84366261,0.82138705,0.00173617,0.21895884,0.00389439,1.05150613,0.60284631,0.17998783
-5.06953477,2.24662441,0.84740241,0.79767693,0.00162737,0.21988470,0.00383833,1.04906856,0.60214372,0.17947340
-5.06353177,2.21666938,0.84896994,0.77314871,0.00153356,0.22027958,0.00377170,1.04390892,0.60018538,0.17847982
-5.05752876,2.18242131,0.84836778,0.74802451,0.00145336,0.22015281,0.00369520,1.03606374,0.59692005,0.17701679
-5.05152576,2.14419084,0.84564061,0.72250601,0.00138522,0.21952577,0.00360959,1.02560727,0.59231261,0.17510090
-5.04552276,2.10232198,0.84087278,0.69677448,0.00132746,0.21843057,0.00351561,1.01264970,0.58634396,0.17275520
-5.03951976,2.05718788,0.83418445,0.67099220,0.00127836,0.21690840,0.00341404,0.99733435,0.57901066,0.17000858
-5.03351676,2.00918644,0.82572652,0.64530498,0.00123621,0.21500745,0.00330565,0.97983400,0.57032458,0.16689499
-5.02751376,1.95873550,0.81567441,0.61984544,0.00119933,0.21278072,0.00319119,0.96034633,0.56031243,0.16345252
-5.02151076,1.90626779,0.80422105,0.59473681,0.00116614,0.21028357,0.00307138,0.93908861,0.54901521,0.15972239
-5.01550775,1.85222536,0.79156928,0.57009688,0.00113518,0.20757129,0.00294694,0.91629190,0.53648769,0.15574780
-5.00950475,1.79705369,0.77792394,0.54604167,0.00110519,0.20469666,0.00281859,0.89219482,0.52279771,0.15157285
-5.00350175,1.74119526,0.76348420,0.52268845,0.00107505,0.20170781,0.00268700,0.86703726,0.50802541,0.14724134
-4.99749875,1.68508275,0.74843613,0.50015798,0.00104387,0.19864613,0.00255288,0.84105409,0.49226225,0.14279567
-4.99149575,1.62913200,0.73294612,0.47857557,0.00101098,0.19554469,0.00241693,0.81446929,0.47560990,0.13827584
-4.98549275,1.57373484,0.71715541,0.45807090,0.00097589,0.19242701,0.00227985,0.78749054,0.45817882,0.13371850
-4.97948974,1.51925196,0.70117579,0.43877650,0.00093836,0.18930630,0.00214239,0.76030476,0.44008671,0.12915620
-4.97348674,1.46600632,0.68508699,0.42082501,0.00089831,0.18618524,0.00200530,0.73307449,0.42145669,0.12461681
-4.96748374,1.41427703,0.66893559,0.40434529,0.00085585,0.18305624,0.00186936,0.70593549,0.40241534,0.12012313
-4.96148074,1.36429442,0.65273569,0.38945764,0.00081126,0.17990227,0.00173537,0.67899558,0.38309061,0.11569272
-4.95547774,1.31623624,0.63647124,0.37626845,0.00076494,0.17669808,0.00160415,0.65233470,0.36360975,0.11133799
-4.94947474,1.27022551,0.62009987,0.36486463,0.00071741,0.17341194,0.00147654,0.62600635,0.34409718,0.10706642
-4.94347174,1.22633005,0.60355805,0.35530820,0.00066927,0.17000762,0.00135337,0.60004003,0.32467261,0.10288109
-4.93746873,1.18456399,0.58676731,0.34763146,0.00062120,0.16644664,0.00123550,0.57444487,0.30544929,0.09878132
-4.93146573,1.14489115,0.56964109,0.34183318,0.00057389,0.16269066,0.00112375,0.54921395,0.28653254,0.09476347
-4.92546273,1.10723037,0.55209205,0.33787608,0.00052810,0.15870383,0.00101898,0.52432922,0.26801869,0.09082184
-4.91945973,1.07146265,0.53403919,0.33568588,0.00048457,0.15445509,0.00092200,0.49976670,0.24999426,0.08694966
-4.91345673,1.03743980,0.51541457,0.33515223,0.00044405,0.14992013,0.00083365,0.47550170,0.23253563,0.08314006
-4.90745373,1.00499436,0.49616932,0.33613148,0.00040731,0.14508320,0.00075476,0.45151375,0.21570899,0.07938701
-4.90145073,0.97395039,0.47627843,0.33845139,0.00037508,0.13993836,0.00068618,0.42779093,0.19957069,0.07568621
-4.89544772,0.94413478,0.45574437,0.34191759,0.00034813,0.13449033,0.00062880,0.40433352,0.18416779,0.07203580
-4.88944472,0.91538846,0.43459911,0.34632155,0.00032720,0.12875487,0.00058355,0.38115669,0.16953889,0.06843701
-4.88344172,0.88757720,0.41290470,0.35144976,0.00031307,0.12275863,0.00055140,0.35829211,0.15571509,0.06489451
-4.87743872,0.86060146,0.39075231,0.35709367,0.00030653,0.11653854,0.00053345,0.33578853,0.14272099,0.06141672
-4.87143572,0.83440485,0.36825981,0.36305989,0.00030840,0.11014070,0.00053084,0.31371125,0.13057573,0.05801577
-4.86543272,0.80898072,0.34556820,0.36918002,0.00031954,0.10361902,0.00054485,0.29214058,0.11929394,0.05470735
-4.85942971,0.78437671,0.32283697,0.37531977,0.00034084,0.09703342,0.00057685,0.27116949,0.10888660,0.05151039
-4.85342671,0.76069676,0.30023871,0.38138655,0.00037322,0.09044797,0.00062833,0.25090045,0.09936168,0.04844652
-4.84742371,0.73810052,0.27795333,0.38733521,0.00041764,0.08392879,0.00070086,0.23144181,0.09072464,0.04553943
-4.84142071,0.71679996,0.25616207,0.39317150,0.00047505,0.07754199,0.00079607,0.21290384,0.08297873,0.04281407
-4.83541771,0.69705326,0.23504169,0.39895275,0.00054640,0.07135174,0.00091563,0.19539468,0.07612497,0.04029587
-4.82941471,0.67915593,0.21475901,0.40478587,0.00063261,0.06541836,0.00106116,0.17901625,0.07016203,0.03800977
-4.82341171,0.66342949,0.19546603,0.41082229,0.00073450,0.05979670,0.00123421,0.16386057,0.06508584,0.03597934
-4.81740870,0.65020794,0.17729586,0.41725018,0.00085279,0.05453478,0.00143616,0.15000630,0.06088909,0.03422583
-4.81140570,0.63982249,0.16035949,0.42428411,0.00098800,0.04967271,0.00166812,0.13751587,0.05756052,0.03276736
-4.80540270,0.63258505,0.14474347,0.43215250,0.00114045,0.04524185,0.00193086,0.12643317,0.05508414,0.03161802
-4.79939970,0.62877102,0.13050857,0.44108350,0.00131018,0.04126440,0.00222471,0.11678181,0.05343844,0.03078721
-4.79339670,0.62860226,0.11768928,0.45128991,0.00149689,0.03775319,0.00254942,0.10856406,0.05259552,0.03027901
-4.78739370,0.63223075,0.10629423,0.46295382,0.00169991,0.03471174,0.00290414,0.10176042,0.05252033,0.03009164
-4.78139070,0.63972385,0.09630726,0.47621184,0.00191813,0.03213466,0.00328725,0.09632976,0.05316999,0.03021719
-4.77538769,0.65105187,0.08768918,0.49114164,0.00215002,0.03000813,0.00369638,0.09221007,0.05449326,0.03064137
-4.76938469,0.66607865,0.08037998,0.50775059,0.00239354,0.02831065,0.00412830,0.08931973,0.05643023,0.03134356
-4.76338169,0.68455574,0.07430148,0.52596718,0.00264622,0.02701388,0.00457893,0.08755916,0.05891230,0.03229692
-4.75737869,0.70612074,0.06936019,0.54563577,0.00290510,0.02608366,0.00504335,0.08681304,0.06186238,0.03346882
-4.75137569,0.73030009,0.06545035,0.56651510,0.00316681,0.02548098,0.00551586,0.08695273,0.06519553,0.03482134
-4.74537269,0.75651653,0.06245702,0.58828079,0.00342765,0.02516311,0.00599004,0.08783907,0.06881985,0.03631207
-4.73936968,0.78410103,0.06025920,0.61053188,0.00368357,0.02508472,0.00645888,0.08932538,0.07263777,0.03789496
-4.73336668,0.81230910,0.05873275,0.63280119,0.00393039,0.02519897,0.00691493,0.09126065,0.07654768,0.03952140
-4.72736368,0.84034088,0.05775329,0.65456929,0.00416380,0.02545863,0.00735051,0.09349282,0.08044582,0.04114143
-4.72136068,0.86736426,0.05719884,0.67528124,0.00437953,0.02581712,0.00775786,0.09587204,0.08422844,0.04270499
-4.71535768,0.89254026,0.05695221,0.69436569,0.00457349,0.02622948,0.00812941,0.09825398,0.08779415,0.04416324
-4.70935468,0.91504960,0.05690322,0.71125529,0.00474186,0.02665338,0.00845800,0.10050287,0.09104634,0.04546990
-4.70335168,0.93411930,0.05695049,0.72540749,0.00488122,0.02704984,0.00873708,0.10249443,0.09389562,0.04658252
-4.69734867,0.94904816,0.05700307,0.73632488,0.00498870,0.02738405,0.00896096,0.10411840,0.09626211,0.04746365
-4.69134567,0.95923012,0.05698162,0.74357398,0.00506203,0.02762591,0.00912498,0.10528076,0.09807759,0.04808188
-4.68534267,0.96417424,0.05681932,0.74680172,0.00509964,0.02775049,0.00922568,0.10590540,0.09928729,0.04841267
-4.67933967,0.96352060,0.05646242,0.74574874,0.00510074,0.02773837,0.00926090,0.10593534,0.09985130,0.04843902
-4.67333667,0.95705137,0.05587037,0.74025907,0.00506529,0.02757577,0.00922990,0.10533337,0.09974557,0.04815176
-4.66733367,0.94469647,0.05501570,0.73028558,0.00499405,0.02725456,0.00913333,0.10408204,0.09896229,0.04754974
-4.66133067,0.92653385,0.05388354,0.71589121,0.00488854,0.02677207,0.00897325,0.10218316,0.09750985,0.04663959
-4.65532766,0.90278425,0.05247078,0.69724590,0.00475098,0.02613081,0.00875304,0.09965664,0.09541221,0.04543533
-4.64932466,0.87380094,0.05078503,0.67461948,0.00458422,0.02533801,0.00847728,0.09653891,0.09270776,0.04395771
-4.64332166,0.84005488,0.04884335,0.64837095,0.00439163,0.02440504,0.00815160,0.09288083,0.08944774,0.04223331
