energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.76588294,3.82928945,0.89810888,0.32614174,0.01499398,1.28406852,1.12381870,0.00000000,2.97398591,0.80884587
-5.75987994,3.74456038,0.88302146,0.32165864,0.01456926,1.24829008,1.10594197,0.00000000,2.89132925,0.79218953
-5.75387694,3.64701263,0.86471230,0.31626120,0.01410715,1.20892412,1.08348471,0.00000000,2.79771847,0.77366654
-5.74787394,3.53839050,0.84356447,0.31007155,0.01361940,1.16668749,1.05682512,0.00000000,2.69483227,0.75357975
-5.74187094,3.42060914,0.82003245,0.30323213,0.01311823,1.12231797,1.02643036,0.00000000,2.58445199,0.73225372
-5.73586793,3.29569490,0.79462974,0.29590268,0.01261596,1.07654850,0.99284501,0.00000000,2.46840473,0.71002217
-5.72986493,3.16572454,0.76791434,0.28825647,0.01212473,1.03008345,0.95667690,0.00000000,2.34850827,0.68721601
-5.72386193,3.03276571,0.74047252,0.28047575,0.01165612,0.98357757,0.91858066,0.00000000,2.22651997,0.66415244
-5.71785893,2.89882073,0.71290159,0.27274666,0.01122089,0.93761875,0.87923979,0.00000000,2.10409166,0.64112550
-5.71185593,2.76577565,0.68579209,0.26525358,0.01082859,0.89271490,0.83934755,0.00000000,1.98273173,0.61839850
-5.70585293,2.63535606,0.65971016,0.25817329,0.01048738,0.84928531,0.79958762,0.00000000,1.86377563,0.59619846
-5.69984992,2.50909073,0.63518059,0.25166912,0.01020375,0.80765651,0.76061514,0.00000000,1.74836511,0.57471260
-5.69384692,2.38828394,0.61267126,0.24588529,0.00998234,0.76806232,0.72303881,0.00000000,1.63743633,0.55408682
-5.68784392,2.27399677,0.59257951,0.24094179,0.00982579,0.73064771,0.68740481,0.00000000,1.53171643,0.53442602
-5.68184092,2.16703734,0.57522085,0.23692989,0.00973470,0.69547591,0.65418302,0.00000000,1.43172787,0.51579609
-5.67583792,2.06795975,0.56082058,0.23390876,0.00970757,0.66253801,0.62375617,0.00000000,1.33779952,0.49822702
-5.66983492,1.97707098,0.54950839,0.23190312,0.00974089,0.63176427,0.59641215,0.00000000,1.25008322,0.48171717
-5.66383192,1.89444502,0.54131638,0.23090224,0.00982919,0.60303658,0.57233986,0.00000000,1.16857475,0.46623796
-5.65782891,1.81994319,0.53618030,0.23086032,0.00996526,0.57620110,0.55162862,0.00000000,1.09313753,0.45173908
-5.65182591,1.75323964,0.53394415,0.23169823,0.01014035,0.55108074,0.53427103,0.00000000,1.02352811,0.43815354
-5.64582291,1.69385063,0.53436783,0.23330666,0.01034444,0.52748671,0.52016926,0.00000000,0.95942198,0.42540271
-5.63981991,1.64116670,0.53713753,0.23555051,0.01056659,0.50522893,0.50914427,0.00000000,0.90043891,0.41340088
-5.63381691,1.59448633,0.54187856,0.23827429,0.01079525,0.48412491,0.50094757,0.00000000,0.84616663,0.40205941
-5.62781391,1.55305006,0.54816993,0.24130843,0.01101868,0.46400696,0.49527503,0.00000000,0.79618254,0.39129036
-5.62181091,1.51607397,0.55556034,0.24447615,0.01122527,0.44472779,0.49178206,0.00000000,0.75007253,0.38100954
-5.61580790,1.48278147,0.56358477,0.24760059,0.01140396,0.42616436,0.49009962,0.00000000,0.70744692,0.37113904
-5.60980490,1.45243269,0.57178119,0.25051192,0.01154455,0.40822022,0.48985025,0.00000000,0.66795313,0.36160931
-5.60380190,1.42435036,0.57970668,0.25305405,0.01163808,0.39082645,0.49066359,0.00000000,0.63128503,0.35236078
-5.59779890,1.39794182,0.58695240,0.25509078,0.01167701,0.37394139,0.49219077,0.00000000,0.59718919,0.34334505
-5.59179590,1.37271638,0.59315687,0.25651088,0.01165552,0.35754936,0.49411703,0.00000000,0.56546799,0.33452579
-5.58579290,1.34829771,0.59801714,0.25723216,0.01156960,0.34165855,0.49617223,0.00000000,0.53597999,0.32587930
-5.57978989,1.32443100,0.60129732,0.25720415,0.01141717,0.32629829,0.49813880,0.00000000,0.50863766,0.31739475
-5.57378689,1.30098484,0.60283449,0.25640937,0.01119806,0.31151579,0.49985699,0.00000000,0.48340296,0.30907412
-5.56778389,1.27794778,0.60254157,0.25486316,0.01091398,0.29737260,0.50122713,0.00000000,0.46028101,0.30093182
-5.56178089,1.25541999,0.60040735,0.25261209,0.01056837,0.28394087,0.50220913,0.00000000,0.43931229,0.29299398
-5.55577789,1.23360043,0.59649363,0.24973104,0.01016623,0.27129945,0.50281917,0.00000000,0.42056370,0.28529744
-5.54977489,1.21277017,0.59092988,0.24631917,0.00971388,0.25953009,0.50312399,0.00000000,0.40411899,0.27788832
-5.54377189,1.19327261,0.58390555,0.24249489,0.00921872,0.24871366,0.50323301,0.00000000,0.39006881,0.27082034
-5.53776888,1.17549171,0.57566069,0.23839023,0.00868889,0.23892665,0.50328891,0.00000000,0.37850103,0.26415286
-5.53176588,1.15982904,0.56647516,0.23414479,0.00813303,0.23023795,0.50345701,0.00000000,0.36949145,0.25794868
-5.52576288,1.14668094,0.55665715,0.22989967,0.00755994,0.22270596,0.50391422,0.00000000,0.36309559,0.25227171
-5.51975988,1.13641684,0.54653143,0.22579149,0.00697833,0.21637628,0.50483798,0.00000000,0.35934157,0.24718467
-5.51375688,1.12935975,0.53642802,0.22194706,0.00639654,0.21127990,0.50639595,0.00000000,0.35822474,0.24274683
-5.50775388,1.12576991,0.52667156,0.21847868,0.00582231,0.20743203,0.50873677,0.00000000,0.35970393,0.23901195
-5.50175088,1.12583238,0.51757207,0.21548042,0.00526265,0.20483162,0.51198257,0.00000000,0.36369977,0.23602664
-5.49574787,1.12964913,0.50941717,0.21302549,0.00472365,0.20346158,0.51622335,0.00000000,0.37009495,0.23382905
-5.48974487,1.13723584,0.50246618,0.21116474,0.00421041,0.20328961,0.52151367,0.00000000,0.37873643,0.23244806
-5.48374187,1.14852367,0.49694606,0.20992640,0.00372702,0.20426979,0.52787163,0.00000000,0.38943953,0.23190306
-5.47773887,1.16336542,0.49304927,0.20931681,0.00327651,0.20634459,0.53528009,0.00000000,0.40199346,0.23220420
-5.47173587,1.18154576,0.49093325,0.20932234,0.00286089,0.20944736,0.54368996,0.00000000,0.41616824,0.23335310
-5.46573287,1.20279466,0.49072137,0.20991195,0.00248126,0.21350503,0.55302528,0.00000000,0.43172226,0.23534395
-5.45972986,1.22680294,0.49250500,0.21104058,0.00213784,0.21844093,0.56318954,0.00000000,0.44841028,0.23816487
-5.45372686,1.25323889,0.49634622,0.21265276,0.00183012,0.22417746,0.57407289,0.00000000,0.46599125,0.24179937
-5.44772386,1.28176471,0.50228077,0.21468643,0.00155696,0.23063846,0.58555954,0.00000000,0.48423541,0.24622769
-5.44172086,1.31205152,0.51032084,0.21707671,0.00131669,0.23775106,0.59753489,0.00000000,0.50293034,0.25142794
-5.43571786,1.34379202,0.52045727,0.21975917,0.00110728,0.24544691,0.60989188,0.00000000,0.52188542,0.25737687
-5.42971486,1.37670970,0.53266097,0.22267276,0.00092642,0.25366266,0.62253597,0.00000000,0.54093461,0.26405003
-5.42371186,1.41056425,0.54688319,0.22576189,0.00077164,0.26233961,0.63538859,0.00000000,0.55993713,0.27142150
-5.41770885,1.44515254,0.56305474,0.22897785,0.00064040,0.27142260,0.64838880,0.00000000,0.57877618,0.27946283
-5.41170585,1.48030554,0.58108421,0.23227939,0.00053016,0.28085813,0.66149301,0.00000000,0.59735588,0.28814159
-5.40570285,1.51588133,0.60085523,0.23563251,0.00043847,0.29059198,0.67467298,0.00000000,0.61559642,0.29741933
-5.39969985,1.55175499,0.62222335,0.23900958,0.00036301,0.30056632,0.68791233,0.00000000,0.63342816,0.30724928
-5.39369685,1.58780635,0.64501272,0.24238794,0.00030161,0.31071682,0.70120179,0.00000000,0.65078487,0.31757395
-5.38769385,1.62390675,0.66901325,0.24574811,0.00025231,0.32096978,0.71453386,0.00000000,0.66759685,0.32832286
-5.38169085,1.65990611,0.69397852,0.24907182,0.00021333,0.33123966,0.72789727,0.00000000,0.68378449,0.33941067
-5.37568784,1.69562143,0.71962519,0.25234008,0.00018314,0.34142733,0.74127172,0.00000000,0.69925276,0.35073587
-5.36968484,1.73082810,0.74563404,0.25553151,0.00016037,0.35141916,0.75462349,0.00000000,0.71388722,0.36218037
-5.36368184,1.76525471,0.77165313,0.25862096,0.00014389,0.36108722,0.76790231,0.00000000,0.72755196,0.37361005
-5.35767884,1.79858221,0.79730310,0.26157881,0.00013272,0.37029056,0.78103972,0.00000000,0.74008965,0.38487636
-5.35167584,1.83044754,0.82218466,0.26437068,0.00012607,0.37887783,0.79394908,0.00000000,0.75132392,0.39581907
-5.34567284,1.86045176,0.84588807,0.26695785,0.00012328,0.38669088,0.80652735,0.00000000,0.76106394,0.40627001
-5.33966983,1.88817219,0.86800422,0.26929827,0.00012386,0.39356942,0.81865829,0.00000000,0.76911098,0.41605767
-5.33366683,1.91317768,0.88813680,0.27134798,0.00012739,0.39935639,0.83021700,0.00000000,0.77526653,0.42501247
-5.32766383,1.93504609,0.90591500,0.27306295,0.00013356,0.40390386,0.84107514,0.00000000,0.77934160,0.43297237
-5.32166083,1.95338253,0.92100598,0.27440106,0.00014216,0.40707896,0.85110668,0.00000000,0.78116637,0.43978857
-5.31565783,1.96783714,0.93312637,0.27532414,0.00015301,0.40876962,0.86019343,0.00000000,0.78059978,0.44533080
-5.30965483,1.97812112,0.94205229,0.27579984,0.00016601,0.40888981,0.86822988,0.00000000,0.77753831,0.44949209
-5.30365183,1.98401973,0.94762714,0.27580315,0.00018109,0.40738376,0.87512719,0.00000000,0.77192333,0.45219261
-5.29764882,1.98540155,0.94976674,0.27531754,0.00019820,0.40422916,0.88081570,0.00000000,0.76374663,0.45338227
-5.29164582,1.98222322,0.94846165,0.27433553,0.00021733,0.39943894,0.88524599,0.00000000,0.75305380,0.45304217
-5.28564282,1.97452960,0.94377652,0.27285873,0.00023850,0.39306165,0.88838852,0.00000000,0.73994512,0.45118456
-5.27963982,1.96244946,0.93584653,0.27089731,0.00026173,0.38518039,0.89023176,0.00000000,0.72457411,0.44785158
-5.27363682,1.94618723,0.92487134,0.26846904,0.00028708,0.37591035,0.89077939,0.00000000,0.70714381,0.44311273
-5.26763382,1.92601166,0.91110695,0.26559797,0.00031463,0.36539516,0.89004674,0.00000000,0.68790103,0.43706138
-5.26163082,1.90224258,0.89485610,0.26231285,0.00034448,0.35380222,0.88805704,0.00000000,0.66712907,0.42981053
-5.25562781,1.87523674,0.87645783,0.25864558,0.00037680,0.34131738,0.88483803,0.00000000,0.64513940,0.42148810
-5.24962481,1.84537418,0.85627693,0.25462970,0.00041177,0.32813918,0.88041928,0.00000000,0.62226268,0.41223219
-5.24362181,1.81304616,0.83469392,0.25029918,0.00044964,0.31447298,0.87483076,0.00000000,0.59883989,0.40218648
-5.23761881,1.77864558,0.81209611,0.24568764,0.00049071,0.30052537,0.86810292,0.00000000,0.57521387,0.39149609
-5.23161581,1.74256057,0.78887015,0.24082793,0.00053537,0.28649893,0.86026833,0.00000000,0.55172168,0.38030417
-5.22561281,1.70517161,0.76539650,0.23575236,0.00058405,0.27258773,0.85136510,0.00000000,0.52868827,0.36874930
-5.21960980,1.66685209,0.74204556,0.23049334,0.00063728,0.25897358,0.84144157,0.00000000,0.50642133,0.35696380
-5.21360680,1.62797190,0.71917580,0.22508451,0.00069563,0.24582315,0.83056222,0.00000000,0.48520761,0.34507290
-5.20760380,1.58890345,0.69713332,0.21956214,0.00075975,0.23328598,0.81881404,0.00000000,0.46531055,0.33319477
-5.20160080,1.55002907,0.67625251,0.21396683,0.00083031,0.22149327,0.80631300,0.00000000,0.44696898,0.32144114
-5.19559780,1.51174866,0.65685744,0.20834507,0.00090804,0.21055741,0.79320977,0.00000000,0.43039675,0.30991836
-5.18959480,1.47448648,0.63926323,0.20275082,0.00099361,0.20057208,0.77969412,0.00000000,0.41578282,0.29872868
-5.18359180,1.43869590,0.62377703,0.19724660,0.00108770,0.19161275,0.76599744,0.00000000,0.40329165,0.28797151
-5.17758879,1.40486113,0.61069792,0.19190420,0.00119090,0.18373745,0.75239279,0.00000000,0.39306353,0.27774436
-5.17158579,1.37349516,0.60031554,0.18680471,0.00130367,0.17698771,0.73919218,0.00000000,0.38521447,0.26814338
-5.16558279,1.34513350,0.59290688,0.18203794,0.00142634,0.17138945,0.72674086,0.00000000,0.37983576,0.25926330
-5.15957979,1.32032361,0.58873142,0.17770100,0.00155901,0.16695382,0.71540877,0.00000000,0.37699278,0.25119667
-5.15357679,1.29961025,0.58802444,0.17389626,0.00170155,0.16367793,0.70557923,0.00000000,0.37672335,0.24403244
-5.14757379,1.28351747,0.59098884,0.17072865,0.00185356,0.16154550,0.69763538,0.00000000,0.37903562,0.23785388
-5.14157079,1.27252805,0.59778584,0.16830246,0.00201432,0.16052735,0.69194502,0.00000000,0.38390564,0.23273606
-5.13556778,1.26706178,0.60852512,0.16671774,0.00218281,0.16058200,0.68884453,0.00000000,0.39127506,0.22874294
-5.12956478,1.26745369,0.62325500,0.16606661,0.00235766,0.16165626,0.68862278,0.00000000,0.40104907,0.22592437
-5.12356178,1.27393391,0.64195344,0.16642951,0.00253719,0.16368602,0.69150589,0.00000000,0.41309509,0.22431319
-5.11755878,1.28661043,0.66452051,0.16787184,0.00271943,0.16659731,0.69764376,0.00000000,0.42724236,0.22392272
-5.11155578,1.30545616,0.69077304,0.17044095,0.00290212,0.17030765,0.70709916,0.00000000,0.44328289,0.22474482
-5.10555278,1.33030126,0.72044208,0.17416389,0.00308282,0.17472785,0.71984020,0.00000000,0.46097374,0.22674878
-5.09954977,1.36083166,0.75317367,0.17904583,0.00325891,0.17976412,0.73573657,0.00000000,0.48004094,0.22988107
-5.09354677,1.39659424,0.78853309,0.18506959,0.00342773,0.18532058,0.75456012,0.00000000,0.50018498,0.23406624
-5.08754377,1.43700859,0.82601293,0.19219592,0.00358659,0.19130206,0.77598978,0.00000000,0.52108769,0.23920887
-5.08154077,1.48138529,0.86504474,0.20036501,0.00373290,0.19761713,0.79962085,0.00000000,0.54242037,0.24519651
-5.07553777,1.52894986,0.90501401,0.20949873,0.00386425,0.20418112,0.82497829,0.00000000,0.56385295,0.25190373
-5.06953477,1.57887143,0.94527804,0.21950383,0.00397846,0.21091912,0.85153360,0.00000000,0.58506355,0.25919682
-5.06353177,1.63029486,0.98518594,0.23027580,0.00407368,0.21776873,0.87872448,0.00000000,0.60574823,0.26693924
-5.05752876,1.68237474,1.02410004,0.24170322,0.00414844,0.22468237,0.90597651,0.00000000,0.62563031,0.27499733
-5.05152576,1.73430967,1.06141778,0.25367240,0.00420169,0.23162910,0.93272581,0.00000000,0.64446893,0.28324620
-5.04552276,1.78537516,1.09659303,0.26607201,0.00423284,0.23859569,0.95844174,0.00000000,0.66206629,0.29157539
-5.03951976,1.83495344,1.12915601,0.27879756,0.00424175,0.24558699,0.98264853,0.00000000,0.67827320,0.29989408
-5.03351676,1.88255885,1.15873075,0.29175536,0.00422874,0.25262546,1.00494488,0.00000000,0.69299283,0.30813553
-5.02751376,1.92785732,1.18504936,0.30486585,0.00419454,0.25974988,1.02502066,0.00000000,0.70618223,0.31626070
-5.02151076,1.97067926,1.20796238,0.31806609,0.00414030,0.26701325,1.04266983,0.00000000,0.71785167,0.32426055
-5.01550775,2.01102483,1.22744470,0.33131118,0.00406748,0.27448004,1.05779915,0.00000000,0.72806188,0.33215725
-5.00950475,2.04906169,1.24359675,0.34457468,0.00397780,0.28222276,1.07043211,0.00000000,0.73691913,0.34000386
-5.00350175,2.08511498,1.25664088,0.35784790,0.00387319,0.29031812,1.08070807,0.00000000,0.74456872,0.34788281
-4.99749875,2.11965022,1.26691301,0.37113811,0.00375572,0.29884292,1.08887651,0.00000000,0.75118678,0.35590292
-4.99149575,2.15324969,1.27484990,0.38446577,0.00362750,0.30786979,1.09528664,0.00000000,0.75697122,0.36419523
-4.98549275,2.18658354,1.28097246,0.39786102,0.00349063,0.31746299,1.10037291,0.00000000,0.76213179,0.37290776
-4.97948974,2.22037668,1.28586591,0.41135944,0.00334714,0.32767443,1.10463698,0.00000000,0.76688012,0.38219933
-4.97348674,2.25537308,1.29015739,0.42499752,0.00319895,0.33854012,1.10862680,0.00000000,0.77141986,0.39223270
-4.96748374,2.29229889,1.29449197,0.43880792,0.00304782,0.35007709,1.11291379,0.00000000,0.77593740,0.40316727
-4.96148074,2.33182592,1.29950790,0.45281494,0.00289532,0.36228097,1.11806892,0.00000000,0.78059361,0.41515162
-4.95547774,2.37453695,1.30581199,0.46703035,0.00274283,0.37512421,1.12463863,0.00000000,0.78551676,0.42831609
-4.94947474,2.42089420,1.31395603,0.48144979,0.00259154,0.38855510,1.13312148,0.00000000,0.79079695,0.44276572
-4.94347174,2.47121226,1.32441499,0.49605014,0.00244241,0.40249758,1.14394642,0.00000000,0.79648213,0.45857376
-4.93746873,2.52563633,1.33756766,0.51078766,0.00229625,0.41685170,1.15745338,0.00000000,0.80257578,0.47577601
-4.93146573,2.58412652,1.35368047,0.52559740,0.00215369,0.43149499,1.17387693,0.00000000,0.80903634,0.49436611
-4.92546273,2.64644888,1.37289492,0.54039355,0.00201524,0.44628430,1.19333354,0.00000000,0.81577829,0.51429217
-4.91945973,2.71217323,1.39521894,0.55507099,0.00188127,0.46105845,1.21581282,0.00000000,0.82267468,0.53545451
-4.91345673,2.78067791,1.42052258,0.56950772,0.00175206,0.47564132,1.24117310,0.00000000,0.82956122,0.55770509
-4.90745373,2.85116120,1.44853805,0.58356824,0.00162783,0.48984543,1.26914154,0.00000000,0.83624145,0.58084824
-4.90145073,2.92265903,1.47886420,0.59710756,0.00150875,0.50347587,1.29931867,0.00000000,0.84249303,0.60464308
-4.89544772,2.99406825,1.51097530,0.60997561,0.00139497,0.51633452,1.33118739,0.00000000,0.84807475,0.62880743
-4.88944472,3.06417493,1.54423399,0.62202199,0.00128658,0.52822448,1.36412604,0.00000000,0.85273422,0.65302313
-4.88344172,3.13168644,1.57790794,0.63310061,0.00118371,0.53895445,1.39742531,0.00000000,0.85621582,0.67694282
-4.87743872,3.19526667,1.61118990,0.64307413,0.00108645,0.54834325,1.43030835,0.00000000,0.85826886,0.70019784
-4.87143572,3.25357298,1.64322049,0.65181793,0.00099491,0.55622408,1.46195353,0.00000000,0.85865553,0.72240717
-4.86543272,3.30529388,1.67311315,0.65922349,0.00090917,0.56244855,1.49151914,0.00000000,0.85715862,0.74318712
-4.85942971,3.34918629,1.69998042,0.66520101,0.00082935,0.56689048,1.51816916,0.00000000,0.85358865,0.76216143
-4.85342671,3.38411106,1.72296077,0.66968119,0.00075552,0.56944906,1.54109934,0.00000000,0.84779023,0.77897153
-4.84742371,3.40906575,1.74124503,0.67261615,0.00068777,0.57005166,1.55956248,0.00000000,0.83964759,0.79328663
-4.84142071,3.42321356,1.75410155,0.67397956,0.00062615,0.56865584,1.57289225,0.00000000,0.82908884,0.80481308
-4.83541771,3.42590740,1.76089926,0.67376592,0.00057072,0.56525075,1.58052451,0.00000000,0.81608911,0.81330301
-4.82941471,3.41670835,1.76112752,0.67198923,0.00052149,0.55985771,1.58201526,0.00000000,0.80067225,0.81856152
-4.82341171,3.39539790,1.75441233,0.66868109,0.00047848,0.55252993,1.57705476,0.00000000,0.78291109,0.82045244
-4.81740870,3.36198341,1.74052794,0.66388845,0.00044164,0.54335145,1.56547694,0.00000000,0.76292623,0.81890223
-4.81140570,3.31669678,1.71940365,0.65767109,0.00041093,0.53243521,1.54726403,0.00000000,0.74088328,0.81390194
-4.80540270,3.25998628,1.69112527,0.65009908,0.00038625,0.51992029,1.52254599,0.00000000,0.71698880,0.80550712
-4.79939970,3.19250192,1.65593150,0.64125032,0.00036749,0.50596850,1.49159492,0.00000000,0.69148482,0.79383565
-4.79339670,3.11507494,1.61420499,0.63120830,0.00035449,0.49076024,1.45481465,0.00000000,0.66464230,0.77906358
-4.78739370,3.02869219,1.56645890,0.62006015,0.00034707,0.47448997,1.41272602,0.00000000,0.63675372,0.76141925
-4.78139070,2.93446662,1.51331928,0.60789512,0.00034499,0.45736125,1.36594853,0.00000000,0.60812496,0.74117570
-4.77538769,2.83360474,1.45550411,0.59480346,0.00034800,0.43958163,1.31517909,0.00000000,0.57906691,0.71864208
-4.76938469,2.72737273,1.39380005,0.58087572,0.00035578,0.42135759,1.26116897,0.00000000,0.54988703,0.69415397
-4.76338169,2.61706232,1.32903779,0.56620255,0.00036801,0.40288964,1.20469986,0.00000000,0.52088125,0.66806345
-4.75737869,2.50395779,1.26206710,0.55087480,0.00038429,0.38436784,1.14656011,0.00000000,0.49232649,0.64072905
-4.75137569,2.38930553,1.19373261,0.53498393,0.00040424,0.36596784,1.08752214,0.00000000,0.46447412,0.61250609
-4.74537269,2.27428701,1.12485135,0.51862279,0.00042742,0.34784768,1.02832191,0.00000000,0.43754458,0.58373786
-4.73936968,2.15999637,1.05619277,0.50188638,0.00045337,0.33014539,0.96964126,0.00000000,0.41172342,0.55474778
-4.73336668,2.04742310,0.98846212,0.48487288,0.00048162,0.31297747,0.91209366,0.00000000,0.38715879,0.52583303
-4.72736368,1.93744036,0.92228745,0.46768458,0.00051173,0.29643839,0.85621382,0.00000000,0.36396059,0.49725968
-4.72136068,1.83079899,0.85821074,0.45042881,0.00054323,0.28060094,0.80245126,0.00000000,0.34220113,0.46925943
-4.71535768,1.72812716,0.79668315,0.43321867,0.00057572,0.26551759,0.75116797,0.00000000,0.32191729,0.44202809
-4.70935468,1.62993514,0.73806421,0.41617363,0.00060881,0.25122258,0.70263978,0.00000000,0.30311408,0.41572562
-4.70335168,1.53662468,0.68262481,0.39941991,0.00064220,0.23773475,0.65706106,0.00000000,0.28576917,0.39047766
-4.69734867,1.44850201,0.63055337,0.38309044,0.00067563,0.22506091,0.61455239,0.00000000,0.26983847,0.36637827
-4.69134567,1.36579348,0.58196469,0.36732462,0.00070897,0.21319953,0.57517025,0.00000000,0.25526215,0.34349378
-4.68534267,1.28866299,0.53691086,0.35226763,0.00074217,0.20214469,0.53891825,0.00000000,0.24197090,0.32186729
-4.67933967,1.21722969,0.49539344,0.33806933,0.00077528,0.19188991,0.50575910,0.00000000,0.22989226,0.30152365
-4.67333667,1.15158526,0.45737623,0.32488272,0.00080847,0.18243187,0.47562659,0.00000000,0.21895643,0.28247459
-4.66733367,1.09180956,0.42279807,0.31286198,0.00084203,0.17377360,0.44843688,0.00000000,0.20910151,0.26472364
-4.66133067,1.03798379,0.39158483,0.30216000,0.00087633,0.16592727,0.42409874,0.00000000,0.20027791,0.24827076
-4.65532766,0.99020061,0.36366033,0.29292551,0.00091186,0.15891616,0.40252197,0.00000000,0.19245158,0.23311625
-4.64932466,0.94857053,0.33895550,0.28529980,0.00094916,0.15277591,0.38362405,0.00000000,0.18560620,0.21926399
-4.64332166,0.91322447,0.31741568,0.27941308,0.00098884,0.14755485,0.36733454,0.00000000,0.17974403,0.20672366
