energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.44172086,1.24213808,0.54191483,0.12975717,0.00493335,0.09966469,0.01024992,0.66037894,0.38811931,0.08983641
-5.43571786,1.25910230,0.55974596,0.12767545,0.00482970,0.10296792,0.01005294,0.67417854,0.39765453,0.09194096
-5.42971486,1.27664860,0.57749984,0.12585413,0.00480889,0.10645621,0.00980848,0.68806194,0.40783921,0.09410962
-5.42371186,1.29476871,0.59505530,0.12430373,0.00487816,0.11011051,0.00952174,0.70200007,0.41859403,0.09634796
-5.41770885,1.31344278,0.61228771,0.12303282,0.00504419,0.11390655,0.00919861,0.71596074,0.42982851,0.09866200
-5.41170585,1.33263801,0.62907110,0.12204821,0.00531308,0.11781527,0.00884549,0.72990764,0.44144261,0.10105774
-5.40570285,1.35230732,0.64528044,0.12135499,0.00569034,0.12180348,0.00846911,0.74379942,0.45332859,0.10354056
-5.39969985,1.37238855,0.66079408,0.12095644,0.00618078,0.12583468,0.00807632,0.75758902,0.46537281,0.10611479
-5.39369685,1.39280415,0.67549637,0.12085390,0.00678845,0.12986999,0.00767387,0.77122349,0.47745770,0.10878327
-5.38769385,1.41346184,0.68928042,0.12104654,0.00751648,0.13386933,0.00726829,0.78464436,0.48946386,0.11154698
-5.38169085,1.43425599,0.70205097,0.12153098,0.00836690,0.13779264,0.00686569,0.79778852,0.50127218,0.11440488
-5.37568784,1.45506993,0.71372720,0.12230106,0.00934044,0.14160117,0.00647164,0.81058962,0.51276600,0.11735377
-5.36968484,1.47577885,0.72424542,0.12334745,0.01043629,0.14525873,0.00609110,0.82297998,0.52383322,0.12038827
-5.36368184,1.49625310,0.73356132,0.12465735,0.01165186,0.14873294,0.00572832,0.83489264,0.53436831,0.12350088
-5.35767884,1.51636155,0.74165174,0.12621417,0.01298252,0.15199620,0.00538686,0.84626349,0.54427400,0.12668214
-5.35167584,1.53597454,0.74851560,0.12799730,0.01442140,0.15502655,0.00506954,0.85703317,0.55346267,0.12992068
-5.34567284,1.55496621,0.75417380,0.12998194,0.01595913,0.15780817,0.00477850,0.86714854,0.56185728,0.13320343
-5.33966983,1.57321574,0.75866811,0.13213890,0.01758378,0.16033148,0.00451527,0.87656344,0.56939178,0.13651563
-5.33366683,1.59060735,0.76205867,0.13443464,0.01928069,0.16259297,0.00428080,0.88523869,0.57601089,0.13984095
-5.32766383,1.60702895,0.76442037,0.13683126,0.02103254,0.16459454,0.00407560,0.89314122,0.58166934,0.14316145
-5.32166083,1.62236958,0.76583803,0.13928670,0.02281946,0.16634252,0.00389981,0.90024231,0.58633061,0.14645757
-5.31565783,1.63651583,0.76640060,0.14175506,0.02461922,0.16784639,0.00375331,0.90651517,0.58996518,0.14970810
-5.30965483,1.64934762,0.76619472,0.14418702,0.02640756,0.16911719,0.00363585,0.91193199,0.59254847,0.15289022
-5.30365183,1.66073401,0.76529799,0.14653051,0.02815868,0.17016589,0.00354717,0.91646090,0.59405877,0.15597953
-5.29764882,1.67052950,0.76377237,0.14873152,0.02984576,0.17100162,0.00348706,0.92006302,0.59447514,0.15895039
-5.29164582,1.67857167,0.76165819,0.15073512,0.03144162,0.17163014,0.00345555,0.92269023,0.59377570,0.16177624
-5.28564282,1.68468060,0.75896926,0.15248667,0.03291943,0.17205242,0.00345297,0.92428379,0.59193642,0.16443034
-5.27963982,1.68866074,0.75568948,0.15393320,0.03425349,0.17226360,0.00348005,0.92477439,0.58893059,0.16688663
-5.27363682,1.69030555,0.75177134,0.15502494,0.03542004,0.17225248,0.00353804,0.92408370,0.58472913,0.16912091
-5.26763382,1.68940500,0.74713645,0.15571702,0.03639801,0.17200133,0.00362879,0.92212760,0.57930175,0.17111226
-5.26163082,1.68575600,0.74167840,0.15597111,0.03716977,0.17148642,0.00375484,0.91882107,0.57261903,0.17284461
-5.25562781,1.67917520,0.73526760,0.15575714,0.03772180,0.17067899,0.00391947,0.91408465,0.56465531,0.17430851
-5.24962481,1.66951371,0.72775825,0.15505491,0.03804522,0.16954668,0.00412677,0.90785203,0.55539217,0.17550283
-5.24362181,1.65667278,0.71899680,0.15385549,0.03813621,0.16805544,0.00438163,0.90007839,0.54482243,0.17643648
-5.23761881,1.64061953,0.70883157,0.15216242,0.03799627,0.16617167,0.00468979,0.89074899,0.53295425,0.17712978
-5.23161581,1.62140146,0.69712299,0.14999249,0.03763231,0.16386456,0.00505776,0.87988723,0.51981510,0.17761564
-5.22561281,1.59915879,0.68375371,0.14737624,0.03705658,0.16110841,0.00549277,0.86756176,0.50545535,0.17794010
-5.21960980,1.57413330,0.66863808,0.14435787,0.03628636,0.15788482,0.00600263,0.85389176,0.48995103,0.17816243
-5.21360680,1.54667284,0.65173032,0.14099472,0.03534354,0.15418457,0.00659556,0.83905009,0.47340567,0.17835445
-5.20760380,1.51723082,0.63303093,0.13735622,0.03425403,0.15000913,0.00727997,0.82326362,0.45595093,0.17859919
-5.20160080,1.48636002,0.61259082,0.13352234,0.03304706,0.14537160,0.00806422,0.80681071,0.43774581,0.17898873
-5.19559780,1.45470079,0.59051300,0.12958158,0.03175429,0.14029714,0.00895621,0.79001554,0.41897459,0.17962144
-5.18959480,1.42296374,0.56695163,0.12562846,0.03040895,0.13482273,0.00996314,0.77323938,0.39984328,0.18059844
-5.18359180,1.39190741,0.54210856,0.12176081,0.02904486,0.12899638,0.01109099,0.75686928,0.38057494,0.18201966
-5.17758879,1.36231198,0.51622742,0.11807668,0.02769548,0.12287580,0.01234419,0.74130438,0.36140385,0.18397943
-5.17158579,1.33494994,0.48958580,0.11467120,0.02639296,0.11652657,0.01372515,0.72694057,0.34256891,0.18656198
-5.16558279,1.31055524,0.46248578,0.11163339,0.02516723,0.11001999,0.01523386,0.71415433,0.32430657,0.18983688
-5.15957979,1.28979241,0.43524343,0.10904311,0.02404521,0.10343070,0.01686754,0.70328636,0.30684353,0.19385478
-5.15357679,1.27322708,0.40817791,0.10696818,0.02305007,0.09683416,0.01862027,0.69462601,0.29038971,0.19864368
-5.14757379,1.26129959,0.38160057,0.10546194,0.02220065,0.09030426,0.02048274,0.68839734,0.27513168,0.20420582
-5.14157079,1.25430299,0.35580484,0.10456121,0.02151100,0.08391100,0.02244214,0.68474743,0.26122696,0.21051550
-5.13556778,1.25236660,0.33105719,0.10428477,0.02099008,0.07771853,0.02448207,0.68373786,0.24879943,0.21751791
-5.12956478,1.25544631,0.30758966,0.10463257,0.02064159,0.07178348,0.02658264,0.68533957,0.23793603,0.22512922
-5.12356178,1.26332196,0.28559428,0.10558547,0.02046402,0.06615376,0.02872065,0.68943176,0.22868505,0.23323773
-5.11755878,1.27560230,0.26521945,0.10710581,0.02045075,0.06086783,0.03087001,0.69580474,0.22105583,0.24170640
-5.11155578,1.29173749,0.24656847,0.10913853,0.02059040,0.05595443,0.03300215,0.70416687,0.21502015,0.25037644
-5.10555278,1.31103856,0.22970003,0.11161309,0.02086728,0.05143270,0.03508670,0.71415520,0.21051506,0.25907203
-5.09954977,1.33270321,0.21463069,0.11444587,0.02126198,0.04731277,0.03709219,0.72534954,0.20744717,0.26760590
-5.09354677,1.35584685,0.20133883,0.11754324,0.02175204,0.04359668,0.03898690,0.73728919,0.20569798,0.27578557
-5.08754377,1.37953756,0.18977005,0.12080485,0.02231272,0.04027952,0.04073969,0.74949177,0.20513033,0.28342014
-5.08154077,1.40283342,0.17984347,0.12412743,0.02291791,0.03735075,0.04232100,0.76147320,0.20559536,0.29032705
-5.07553777,1.42482066,0.17145862,0.12740856,0.02354093,0.03479568,0.04370368,0.77276801,0.20693985,0.29633892
-5.06953477,1.44465084,0.16450248,0.13055059,0.02415549,0.03259683,0.04486391,0.78294896,0.20901361,0.30130980
-5.06353177,1.46157554,0.15885639,0.13346427,0.02473656,0.03073532,0.04578197,0.79164522,0.21167647,0.30512085
-5.05752876,1.47497687,0.15440243,0.13607218,0.02526117,0.02919209,0.04644294,0.79855811,0.21480471,0.30768499
-5.05152576,1.48439253,0.15102893,0.13831168,0.02570921,0.02794886,0.04683721,0.80347387,0.21829645,0.30895048
-5.04552276,1.48953432,0.14863507,0.14013727,0.02606407,0.02698892,0.04696082,0.80627267,0.22207594,0.30890313
-5.03951976,1.49029928,0.14713414,0.14152229,0.02631318,0.02629764,0.04681569,0.80693360,0.22609647,0.30756715
-5.03351676,1.48677288,0.14645563,0.14245989,0.02644839,0.02586268,0.04640954,0.80553538,0.23034167,0.30500453
-5.02751376,1.47922441,0.14654587,0.14296317,0.02646626,0.02567396,0.04575567,0.80225268,0.23482540,0.30131303
-5.02151076,1.46809456,0.14736756,0.14306462,0.02636808,0.02572337,0.04487255,0.79734843,0.23958992,0.29662283
-5.01550775,1.45397616,0.14889798,0.14281471,0.02615987,0.02600428,0.04378322,0.79116229,0.24470271,0.29109201
-5.00950475,1.43758871,0.15112633,0.14227983,0.02585212,0.02651087,0.04251454,0.78409593,0.25025197,0.28490111
-5.00350175,1.41974818,0.15405022,0.14153971,0.02545945,0.02723739,0.04109633,0.77659597,0.25634106,0.27824692
-4.99749875,1.40133360,0.15767167,0.14068434,0.02500017,0.02817724,0.03956042,0.76913511,0.26308215,0.27133585
-4.99149575,1.38325177,0.16199280,0.13981053,0.02449567,0.02932222,0.03793967,0.76219269,0.27058946,0.26437717
-4.98549275,1.36640207,0.16701164,0.13901849,0.02396985,0.03066170,0.03626701,0.75623530,0.27897239,0.25757635
-4.97948974,1.35164280,0.17271812,0.13840822,0.02344843,0.03218196,0.03457448,0.75169859,0.28832891,0.25112884
-4.97348674,1.33976065,0.17909072,0.13807629,0.02295828,0.03386569,0.03289239,0.74897097,0.29873959,0.24521450
-4.96748374,1.33144452,0.18609376,0.13811275,0.02252675,0.03569170,0.03124858,0.74837989,0.31026244,0.23999288
-4.96148074,1.32726477,0.19367581,0.13859859,0.02218102,0.03763481,0.02966783,0.75018144,0.32292897,0.23559952
-4.95547774,1.32765865,0.20176897,0.13960361,0.02194752,0.03966610,0.02817139,0.75455338,0.33674157,0.23214335
-4.94947474,1.33292211,0.21028937,0.14118491,0.02185141,0.04175327,0.02677673,0.76159203,0.35167219,0.22970522
-4.94347174,1.34320817,0.21913878,0.14338595,0.02191606,0.04386138,0.02549741,0.77131277,0.36766262,0.22833758
-4.93746873,1.35853124,0.22820715,0.14623610,0.02216265,0.04595371,0.02434315,0.78365412,0.38462600,0.22806515
-4.93146573,1.37877700,0.23737612,0.14975072,0.02260982,0.04799287,0.02332000,0.79848478,0.40244965,0.22888652
-4.92546273,1.40371661,0.24652321,0.15393171,0.02327336,0.04994195,0.02243065,0.81561327,0.42099886,0.23077645
-4.91945973,1.43302438,0.25552636,0.15876830,0.02416594,0.05176589,0.02167484,0.83479939,0.44012149,0.23368880
-4.91345673,1.46629746,0.26426881,0.16423814,0.02529687,0.05343268,0.02104984,0.85576676,0.45965313,0.23755971
-4.90745373,1.50307643,0.27264378,0.17030850,0.02667191,0.05491464,0.02055090,0.87821579,0.47942238,0.24231098
-4.90145073,1.54286555,0.28055888,0.17693748,0.02829308,0.05618949,0.02017182,0.90183630,0.49925623,0.24785344
-4.89544772,1.58515169,0.28793982,0.18407525,0.03015854,0.05724130,0.01990537,0.92631921,0.51898506,0.25409007
-4.88944472,1.62942094,0.29473341,0.19166511,0.03226239,0.05806112,0.01974376,0.95136672,0.53844722,0.26091890
-4.88344172,1.67517253,0.30090954,0.19964453,0.03459466,0.05864741,0.01967897,0.97670070,0.55749306,0.26823541
-4.87743872,1.72192952,0.30646209,0.20794599,0.03714119,0.05900608,0.01970306,1.00206906,0.57598821,0.27593463
-4.87143572,1.76924639,0.31140872,0.21649773,0.03988366,0.05915032,0.01980833,1.02724994,0.59381621,0.28391278
-4.86543272,1.81671349,0.31578963,0.22522448,0.04279969,0.05910001,0.01998750,1.05205400,0.61088046,0.29206847
-4.85942971,1.86395903,0.31966524,0.23404812,0.04586296,0.05888091,0.02023367,1.07632479,0.62710558,0.30030374
-4.85342671,1.91064889,0.32311308,0.24288842,0.04904354,0.05852362,0.02054037,1.09993778,0.64243817,0.30852471
-4.84742371,1.95648502,0.32622400,0.25166384,0.05230823,0.05806226,0.02090140,1.12279815,0.65684725,0.31664224
-4.84142071,2.00120305,0.32909793,0.26029254,0.05562106,0.05753313,0.02131076,1.14483789,0.67032421,0.32457244
-4.83541771,2.04456963,0.33183936,0.26869346,0.05894393,0.05697322,0.02176250,1.16601256,0.68288252,0.33223725
-4.82941471,2.08638004,0.33455289,0.27678764,0.06223732,0.05641876,0.02225056,1.18629792,0.69455710,0.33956508
-4.82341171,2.12645632,0.33733893,0.28449967,0.06546110,0.05590382,0.02276869,1.20568673,0.70540338,0.34649153
-4.81740870,2.16464615,0.34028979,0.29175923,0.06857540,0.05545910,0.02331029,1.22418588,0.71549598,0.35296014
-4.81140570,2.20082223,0.34348636,0.29850261,0.07154155,0.05511085,0.02386840,1.24181380,0.72492690,0.35892319
-4.80540270,2.23488222,0.34699531,0.30467426,0.07432296,0.05488002,0.02443565,1.25859811,0.73380308,0.36434245
-4.79939970,2.26674857,0.35086703,0.31022806,0.07688601,0.05478174,0.02500427,1.27457338,0.74224334,0.36918975
-4.79339670,2.29636800,0.35513427,0.31512832,0.07920084,0.05482493,0.02556620,1.28977889,0.75037447,0.37344732
-4.78739370,2.32371015,0.35981139,0.31935050,0.08124205,0.05501232,0.02611313,1.30425595,0.75832651,0.37710783
-4.78139070,2.34876477,0.36489418,0.32288132,0.08298917,0.05534063,0.02663667,1.31804488,0.76622724,0.38017392
-4.77538769,2.37153742,0.37036026,0.32571848,0.08442708,0.05580099,0.02712845,1.33118129,0.77419585,0.38265735
-4.76938469,2.39204324,0.37616975,0.32786972,0.08554610,0.05637952,0.02758029,1.34369168,0.78233615,0.38457762
-4.76338169,2.41029899,0.38226634,0.32935152,0.08634201,0.05705811,0.02798433,1.35558843,0.79072937,0.38596007
-4.75737869,2.42631354,0.38857853,0.33018717,0.08681576,0.05781522,0.02833320,1.36686427,0.79942701,0.38683368
-4.75137569,2.44007730,0.39502101,0.33040461,0.08697307,0.05862676,0.02862009,1.37748660,0.80844409,0.38722844
-4.74537269,2.45155129,0.40149609,0.33003398,0.08682384,0.05946696,0.02883888,1.38739191,0.81775328,0.38717268
-4.73936968,2.46065657,0.40789528,0.32910509,0.08638148,0.06030922,0.02898418,1.39648083,0.82728024,0.38669029
-4.73336668,2.46726518,0.41410090,0.32764502,0.08566212,0.06112688,0.02905142,1.40461434,0.83690069,0.38579825
-4.72736368,2.47119328,0.41998781,0.32567595,0.08468379,0.06189390,0.02903685,1.41161160,0.84643965,0.38450446
-4.72136068,2.47219760,0.42542533,0.32321345,0.08346567,0.06258546,0.02893760,1.41724981,0.85567293,0.38280616
-4.71535768,2.46997583,0.43027933,0.32026535,0.08202732,0.06317848,0.02875162,1.42126661,0.86433125,0.38068911
-4.70935468,2.46417156,0.43441466,0.31683122,0.08038806,0.06365200,0.02847776,1.42336518,0.87210691,0.37812752
-4.70335168,2.45438398,0.43769787,0.31290262,0.07856646,0.06398749,0.02811570,1.42322213,0.87866298,0.37508495
-4.69734867,2.44018241,0.44000029,0.30846411,0.07658000,0.06416921,0.02766602,1.42049821,0.88364458,0.37151608
-4.69134567,2.42112506,0.44120143,0.30349492,0.07444485,0.06418435,0.02713018,1.41485139,0.88669212,0.36736930
-4.68534267,2.39678164,0.44119271,0.29797126,0.07217588,0.06402329,0.02651054,1.40595198,0.88745562,0.36259012
-4.67933967,2.36675851,0.43988136,0.29186906,0.06978672,0.06367981,0.02581037,1.39349922,0.88560977,0.35712509
-4.67333667,2.33072535,0.43719450,0.28516712,0.06729003,0.06315127,0.02503390,1.37723831,0.88086884,0.35092613
-4.66733367,2.28844185,0.43308308,0.27785024,0.06469784,0.06243883,0.02418631,1.35697746,0.87300079,0.34395501
-4.66133067,2.23978305,0.42752565,0.26991244,0.06202194,0.06154771,0.02327373,1.33260364,0.86183982,0.33618769
-4.65532766,2.18476176,0.42053172,0.26135973,0.05927432,0.06048733,0.02230322,1.30409658,0.84729684,0.32761836
-4.64932466,2.12354688,0.41214445,0.25221259,0.05646755,0.05927160,0.02128278,1.27153987,0.82936717,0.31826282
-4.64332166,2.05647639,0.40244263,0.24250774,0.05361520,0.05791899,0.02022122,1.23512875,0.80813518,0.30816113
