energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.87993997,0.70267763,0.20799529,0.10100017,0.00028663,0.02241841,0.01783349,0.43666361,0.13126759,0.08083357
-5.87393697,0.66717584,0.19957251,0.09560720,0.00024715,0.02070773,0.01693030,0.41611353,0.11971166,0.07754338
-5.86793397,0.63325889,0.19214017,0.09062975,0.00021168,0.01907151,0.01599478,0.39661558,0.10964031,0.07420570
-5.86193097,0.60111358,0.18571665,0.08607777,0.00018010,0.01751411,0.01503710,0.37828458,0.10099998,0.07085713
-5.85592796,0.57091941,0.18031576,0.08196019,0.00015220,0.01603909,0.01406763,0.36123031,0.09372580,0.06753566
-5.84992496,0.54284011,0.17594370,0.07828366,0.00012775,0.01464927,0.01309665,0.34555170,0.08774295,0.06427926
-5.84392196,0.51701504,0.17259605,0.07505124,0.00010651,0.01334676,0.01213415,0.33133096,0.08296796,0.06112434
-5.83791896,0.49355101,0.17025477,0.07226126,0.00008820,0.01213297,0.01118957,0.31862798,0.07930981,0.05810436
-5.83191596,0.47251511,0.16888568,0.06990629,0.00007255,0.01100864,0.01027159,0.30747548,0.07667095,0.05524853
-5.82591296,0.45392889,0.16843643,0.06797236,0.00005927,0.00997387,0.00938797,0.29787505,0.07494827,0.05258078
-5.81990995,0.43776447,0.16883523,0.06643851,0.00004809,0.00902815,0.00854536,0.28979455,0.07403417,0.05011894
-5.81390695,0.42394280,0.16999047,0.06527662,0.00003876,0.00817048,0.00774924,0.28316696,0.07381757,0.04787419
-5.80790395,0.41233432,0.17179136,0.06445169,0.00003104,0.00739939,0.00700386,0.27789087,0.07418518,0.04585094
-5.80190095,0.40276213,0.17410955,0.06392248,0.00002469,0.00671312,0.00631219,0.27383269,0.07502285,0.04404689
-5.79589795,0.39500763,0.17680182,0.06364248,0.00001951,0.00610982,0.00567601,0.27083051,0.07621717,0.04245357
-5.78989495,0.38881836,0.17971363,0.06356128,0.00001533,0.00558768,0.00509594,0.26869952,0.07765722,0.04105705
-5.78389195,0.38391797,0.18268356,0.06362627,0.00001198,0.00514524,0.00457161,0.26723873,0.07923652,0.03983902
-5.77788894,0.38001761,0.18554833,0.06378451,0.00000933,0.00478167,0.00410175,0.26623874,0.08085511,0.03877796
-5.77188594,0.37682858,0.18814819,0.06398483,0.00000725,0.00449708,0.00368437,0.26549030,0.08242169,0.03785059
-5.76588294,0.37407544,0.19033253,0.06417997,0.00000564,0.00429290,0.00331699,0.26479311,0.08385584,0.03703333
-5.75987994,0.37150915,0.19196538,0.06432873,0.00000442,0.00417220,0.00299676,0.26396458,0.08509003,0.03630378
-5.75387694,0.36891967,0.19293048,0.06439801,0.00000352,0.00414017,0.00272070,0.26284823,0.08607156,0.03564227
-5.74787394,0.36614738,0.19313580,0.06436467,0.00000288,0.00420445,0.00248586,0.26132112,0.08676425,0.03503312
-5.74187094,0.36309292,0.19251726,0.06421714,0.00000246,0.00437552,0.00228949,0.25930024,0.08714965,0.03446595
-5.73586793,0.35972497,0.19104132,0.06395661,0.00000224,0.00466711,0.00212920,0.25674734,0.08722799,0.03393664
-5.72986493,0.35608567,0.18870662,0.06359793,0.00000218,0.00509649,0.00200306,0.25367223,0.08701852,0.03344814
-5.72386193,0.35229340,0.18554426,0.06317002,0.00000227,0.00568475,0.00190975,0.25013410,0.08655934,0.03301096
-5.71785893,0.34854283,0.18161692,0.06271580,0.00000251,0.00645699,0.00184858,0.24624112,0.08590670,0.03264339
-5.71185593,0.34510208,0.17701680,0.06229172,0.00000289,0.00744243,0.00181959,0.24214803,0.08513368,0.03237149
-5.70585293,0.34230723,0.17186242,0.06196680,0.00000342,0.00867438,0.00182355,0.23805202,0.08432834,0.03222868
-5.69984992,0.34055413,0.16629449,0.06182116,0.00000410,0.01019008,0.00186194,0.23418687,0.08359132,0.03225516
-5.69384692,0.34028782,0.16047097,0.06194432,0.00000495,0.01203034,0.00193695,0.23081564,0.08303301,0.03249698
-5.68784392,0.34198987,0.15456149,0.06243293,0.00000600,0.01423909,0.00205140,0.22822213,0.08277029,0.03300494
-5.68184092,0.34616389,0.14874146,0.06338837,0.00000725,0.01686265,0.00220869,0.22670135,0.08292293,0.03383323
-5.67583792,0.35331965,0.14318595,0.06491402,0.00000873,0.01994882,0.00241269,0.22654928,0.08360978,0.03503787
-5.66983492,0.36395626,0.13806366,0.06711236,0.00001046,0.02354577,0.00266760,0.22805240,0.08494486,0.03667509
-5.66383192,0.37854476,0.13353113,0.07008196,0.00001248,0.02770077,0.00297787,0.23147700,0.08703338,0.03879949
-5.65782891,0.39751073,0.12972742,0.07391443,0.00001481,0.03245868,0.00334799,0.23705894,0.08996792,0.04146219
-5.65182591,0.42121735,0.12676942,0.07869143,0.00001749,0.03786035,0.00378238,0.24499390,0.09382479,0.04470901
-5.64582291,0.44994937,0.12474791,0.08448177,0.00002054,0.04394090,0.00428519,0.25542859,0.09866073,0.04857854
-5.63981991,0.48389866,0.12372449,0.09133867,0.00002401,0.05072792,0.00486013,0.26845319,0.10451008,0.05310050
-5.63381691,0.52315167,0.12372956,0.09929737,0.00002793,0.05823978,0.00551029,0.28409523,0.11138253,0.05829403
-5.62781391,0.56767952,0.12476121,0.10837298,0.00003235,0.06648396,0.00623793,0.30231519,0.11926156,0.06416639
-5.62181091,0.61733097,0.12678526,0.11855887,0.00003732,0.07545558,0.00704436,0.32300412,0.12810358,0.07071176
-5.61580790,0.67182887,0.12973632,0.12982547,0.00004288,0.08513627,0.00792971,0.34598327,0.13783803,0.07791052
-5.60980490,0.73077034,0.13351990,0.14211965,0.00004912,0.09549326,0.00889279,0.37100603,0.14836835,0.08572880
-5.60380190,0.79363097,0.13801550,0.15536477,0.00005609,0.10647908,0.00993099,0.39776207,0.15957385,0.09411858
-5.59779890,0.85977323,0.14308052,0.16946131,0.00006391,0.11803163,0.01104013,0.42588382,0.17131259,0.10301815
-5.59179590,0.92845905,0.14855508,0.18428826,0.00007269,0.13007490,0.01221438,0.45495504,0.18342519,0.11235321
-5.58579290,0.99886643,0.15426737,0.19970519,0.00008256,0.14252026,0.01344626,0.48452145,0.19573941,0.12203840
-5.57978989,1.07010979,0.16003952,0.21555499,0.00009372,0.15526839,0.01472656,0.51410304,0.20807554,0.13197937
-5.57378689,1.14126368,0.16569381,0.23166731,0.00010638,0.16821176,0.01604450,0.54320783,0.22025236,0.14207534
-5.56778389,1.21138902,0.17105895,0.24786256,0.00012080,0.18123776,0.01738769,0.57134650,0.23209350,0.15222207
-5.56178089,1.27956136,0.17597626,0.26395646,0.00013731,0.19423219,0.01874241,0.59804769,0.24343403,0.16231519
-5.55577789,1.34490004,0.18030558,0.27976492,0.00015631,0.20708324,0.02009369,0.62287315,0.25412703,0.17225379
-5.54977489,1.40659738,0.18393061,0.29510931,0.00017824,0.21968563,0.02142567,0.64543244,0.26404979,0.18194409
-5.54377189,1.46394687,0.18676360,0.30982174,0.00020365,0.23194486,0.02272181,0.66539653,0.27310958,0.19130320
-5.53776888,1.51636913,0.18874912,0.32375031,0.00023315,0.24378140,0.02396528,0.68250980,0.28124862,0.20026262
-5.53176588,1.56343486,0.18986684,0.33676419,0.00026744,0.25513459,0.02513933,0.69659999,0.28844793,0.20877154
-5.52576288,1.60488351,0.19013312,0.34875817,0.00030731,0.26596601,0.02622769,0.70758568,0.29473011,0.21679958
-5.51975988,1.64063707,0.18960147,0.35965668,0.00035361,0.27626226,0.02721499,0.71548098,0.30016060,0.22433897
-5.51375688,1.67080800,0.18836175,0.36941693,0.00040728,0.28603693,0.02808713,0.72039719,0.30484750,0.23140603
-5.50775388,1.69570100,0.18653808,0.37803117,0.00046928,0.29533146,0.02883176,0.72254132,0.30893978,0.23804168
-5.50175088,1.71580811,0.18428572,0.38552768,0.00054062,0.30421502,0.02943858,0.72221149,0.31262389,0.24431112
-5.49574787,1.73179702,0.18178681,0.39197067,0.00062232,0.31278308,0.02989964,0.71978919,0.31611879,0.25030241
-5.48974487,1.74449284,0.17924513,0.39745875,0.00071534,0.32115488,0.03020968,0.71572879,0.31966961,0.25612409
-5.48374187,1.75485354,0.17688023,0.40212208,0.00082060,0.32946951,0.03036623,0.71054433,0.32353991,0.26190180
-5.47773887,1.76393973,0.17492080,0.40611815,0.00093889,0.33788100,0.03036970,0.70479427,0.32800293,0.26777390
-5.47173587,1.77287961,0.17359777,0.40962634,0.00107083,0.34655227,0.03022345,0.69906433,0.33333206,0.27388638
-5.46573287,1.78283005,0.17313710,0.41284123,0.00121684,0.35564835,0.02993361,0.69394917,0.33979075,0.28038699
-5.45972986,1.79493511,0.17375264,0.41596513,0.00137706,0.36532894,0.02950892,0.69003336,0.34762229,0.28741897
-5.45372686,1.81028330,0.17563914,0.41919976,0.00155132,0.37574067,0.02896047,0.68787211,0.35703987,0.29511451
-5.44772386,1.82986516,0.17896572,0.42273765,0.00173911,0.38700941,0.02830128,0.68797256,0.36821715,0.30358819
-5.44172086,1.85453253,0.18386979,0.42675339,0.00193951,0.39923289,0.02754593,0.69077604,0.38127984,0.31293079
-5.43571786,1.88496141,0.19045183,0.43139530,0.00215117,0.41247410,0.02671005,0.69664195,0.39629869,0.32320349
-5.42971486,1.92161954,0.19877100,0.43677770,0.00237232,0.42675569,0.02580985,0.70583379,0.41328405,0.33443308
-5.42371186,1.96474050,0.20884182,0.44297433,0.00260075,0.44205570,0.02486161,0.71850790,0.43218253,0.34660813
-5.41770885,2.01430534,0.22063201,0.45001313,0.00283384,0.45830506,0.02388117,0.73470527,0.45287580,0.35967646
-5.41170585,2.07003293,0.23406159,0.45787275,0.00306859,0.47538679,0.02288354,0.75434688,0.47518182,0.37354415
-5.40570285,2.13137966,0.24900340,0.46648106,0.00330166,0.49313726,0.02188247,0.77723288,0.49885853,0.38807613
-5.39969985,2.19754906,0.26528491,0.47571569,0.00352947,0.51134949,0.02089018,0.80304565,0.52361001,0.40309831
-5.39369685,2.26751125,0.28269162,0.48540679,0.00374828,0.52977838,0.01991709,0.83135703,0.54909500,0.41840155
-5.38769385,2.34003190,0.30097178,0.49534192,0.00395427,0.54814784,0.01897172,0.86163951,0.57493758,0.43374701
-5.38169085,2.41371011,0.31984249,0.50527290,0.00414365,0.56615952,0.01806062,0.89328109,0.60073971,0.44887301
-5.37568784,2.48702384,0.33899709,0.51492445,0.00431281,0.58350291,0.01718844,0.92560376,0.62609525,0.46350307
-5.36968484,2.55838160,0.35811360,0.52400417,0.00445838,0.59986631,0.01635804,0.95788475,0.65060501,0.47735482
-5.36368184,2.62617856,0.37686411,0.53221362,0.00457739,0.61494845,0.01557066,0.98938015,0.67389219,0.49014961
-5.35767884,2.68885503,0.39492476,0.53925983,0.00466735,0.62847011,0.01482622,1.01935004,0.69561789,0.50162223
-5.35167584,2.74495521,0.41198606,0.54486696,0.00472631,0.64018542,0.01412353,1.04708433,0.71549590,0.51153071
-5.34567284,2.79318398,0.42776317,0.54878746,0.00475298,0.64989239,0.01346064,1.07192840,0.73330623,0.51966547
-5.33966983,2.83245953,0.44200588,0.55081226,0.00474673,0.65744219,0.01283511,1.09330748,0.74890703,0.52585776
-5.33366683,2.86195984,0.45450777,0.55077963,0.00470763,0.66274697,0.01224432,1.11074899,0.76224420,0.52998698
-5.32766383,2.88116105,0.46511427,0.54858230,0.00463645,0.66578579,0.01168571,1.12390186,0.77335842,0.53198656
-5.32166083,2.88986651,0.47372925,0.54417247,0.00453464,0.66660864,0.01115703,1.13255197,0.78238932,0.53184827
-5.31565783,2.88822498,0.48031986,0.53756472,0.00440426,0.66533829,0.01065646,1.13663318,0.78957653,0.52962477
-5.30965483,2.87673759,0.48491932,0.52883649,0.00424792,0.66217003,0.01018282,1.13623331,0.79525754,0.52543039
-5.30365183,2.85625309,0.48762750,0.51812633,0.00406869,0.65736932,0.00973561,1.13159472,0.79986249,0.51944003
-5.29764882,2.82795156,0.48860925,0.50563004,0.00387001,0.65126754,0.00931507,1.12310957,0.80390587,0.51188627
-5.29164582,2.79331714,0.48809030,0.49159471,0.00365554,0.64425589,0.00892216,1.11130949,0.80797552,0.50305490
-5.28564282,2.75410086,0.48635104,0.47631129,0.00342911,0.63677781,0.00855855,1.09685034,0.81271911,0.49327881
-5.27963982,2.71227459,0.48371818,0.46010565,0.00319457,0.62932009,0.00822658,1.08049220,0.81882861,0.48293073
-5.27363682,2.66997792,0.48055458,0.44332884,0.00295567,0.62240293,0.00792914,1.06307559,0.82702303,0.47241476
-5.26763382,2.62945950,0.47724763,0.42634678,0.00271602,0.61656928,0.00766963,1.04549439,0.83803000,0.46215716
-5.26163082,2.59301479,0.47419652,0.40952975,0.00247893,0.61237353,0.00745186,1.02866677,0.85256657,0.45259651
-5.25562781,2.56292206,0.47179881,0.39324214,0.00224742,0.61037003,0.00727993,1.01350474,0.87131976,0.44417358
-5.24962481,2.54137849,0.47043687,0.37783280,0.00202412,0.61110135,0.00715821,1.00088380,0.89492722,0.43732105
-5.24362181,2.53043818,0.47046453,0.36362616,0.00181127,0.61508666,0.00709120,0.99161332,0.92395849,0.43245340
-5.23761881,2.53195366,0.47219448,0.35091442,0.00161065,0.62281016,0.00708347,0.98640894,0.95889725,0.42995708
-5.23161581,2.54752238,0.47588684,0.33995102,0.00142366,0.63470992,0.00713958,0.98586786,1.00012489,0.43018124
-5.22561281,2.57843950,0.48173929,0.33094539,0.00125126,0.65116695,0.00726402,0.99044774,1.04790583,0.43342901
-5.21960980,2.62565795,0.48987913,0.32405908,0.00109404,0.67249486,0.00746110,1.00044996,1.10237481,0.43994968
-5.21360680,2.68975675,0.50035750,0.31940330,0.00095222,0.69893007,0.00773489,1.01600790,1.16352658,0.44993174
-5.20760380,2.77091825,0.51314603,0.31703772,0.00082574,0.73062286,0.00808906,1.03708031,1.23120827,0.46349694
-5.20160080,2.86891467,0.52813595,0.31697059,0.00071424,0.76762929,0.00852684,1.06345028,1.30511466,0.48069557
-5.19559780,2.98310436,0.54513984,0.31915994,0.00061718,0.80990437,0.00905084,1.09472962,1.38478676,0.50150291
-5.18959480,3.11243796,0.56389588,0.32351579,0.00053381,0.85729674,0.00966291,1.13036858,1.46961382,0.52581710
-5.18359180,3.25547423,0.58407445,0.32990336,0.00046329,0.90954502,0.01036402,1.16967051,1.55883917,0.55345849
-5.17758879,3.41040564,0.60528704,0.33814694,0.00040466,0.96627644,0.01115407,1.21181105,1.65156986,0.58417060
-5.17158579,3.57509312,0.62709702,0.34803443,0.00035692,1.02700777,0.01203179,1.25586119,1.74679039,0.61762266
-5.16558279,3.74710960,0.64903201,0.35932251,0.00031907,1.09114915,0.01299451,1.30081342,1.84338039,0.65341403
-5.15957979,3.92379152,0.67059755,0.37174208,0.00029008,1.15801093,0.01403815,1.34561021,1.94013627,0.69108041
-5.15357679,4.10229739,0.69129141,0.38500421,0.00026897,1.22681370,0.01515704,1.38917383,2.03579644,0.73010179
-5.14757379,4.27967230,0.71061839,0.39880616,0.00025478,1.29670176,0.01634388,1.43043667,2.12906985,0.76991229
-5.14157079,4.45291695,0.72810481,0.41283767,0.00024661,1.36675974,0.01758978,1.46837103,2.21866712,0.80991157
-5.13556778,4.61905966,0.74331249,0.42678727,0.00024362,1.43603235,0.01888425,1.50201744,2.30333367,0.84947783
-5.12956478,4.77522960,0.75585167,0.44034853,0.00024502,1.50354679,0.02021531,1.53051077,2.38188380,0.88798196
-5.12356178,4.91872928,0.76539232,0.45322625,0.00025008,1.56833727,0.02156970,1.55310322,2.45323476,0.92480264
-5.11755878,5.04710423,0.77167381,0.46514242,0.00025813,1.62947093,0.02293306,1.56918361,2.51643967,0.95934191
-5.11155578,5.15820790,0.77451231,0.47584183,0.00026857,1.68607431,0.02429028,1.57829241,2.57071803,0.99104079
-5.10555278,5.25025956,0.77380585,0.48509737,0.00028083,1.73735936,0.02562577,1.58013215,2.61548261,1.01939438
-5.09954977,5.32189327,0.76953703,0.49271472,0.00029442,1.78264798,0.02692395,1.57457306,2.65036160,1.04396586
-5.09354677,5.37219625,0.76177303,0.49853650,0.00030889,1.82139394,0.02816959,1.56165378,2.67521491,1.06439902
-5.08754377,5.40073495,0.75066335,0.50244569,0.00032383,1.85320137,0.02934835,1.54157742,2.69014371,1.08042853
-5.08154077,5.40756787,0.73643509,0.50436830,0.00033890,1.87783860,0.03044715,1.51470319,2.69549261,1.09188773
-5.07553777,5.39324436,0.71938619,0.50427514,0.00035379,1.89524687,0.03145469,1.48153402,2.69184406,1.09871338
-5.06953477,5.35878913,0.69987686,0.50218269,0.00036827,1.90554321,0.03236181,1.44270074,2.68000484,1.10094722
-5.06353177,5.30567277,0.67831949,0.49815299,0.00038211,1.90901716,0.03316187,1.39894351,2.66098501,1.09873411
-5.05752876,5.23576926,0.65516755,0.49229257,0.00039517,1.90612138,0.03385105,1.35109107,2.63596973,1.09231682
-5.05152576,5.15130146,0.63090369,0.48475034,0.00040735,1.89745644,0.03442853,1.30003865,2.60628493,1.08202753
-5.04552276,5.05477673,0.60602759,0.47571456,0.00041858,1.88375008,0.03489662,1.24672525,2.57335796,1.06827646
-5.03951976,4.94891450,0.58104390,0.46540889,0.00042887,1.86583209,0.03526076,1.19211089,2.53867464,1.05153793
-5.03351676,4.83656851,0.55645057,0.45408751,0.00043823,1.84460547,0.03552936,1.13715457,2.50373412,1.03233452
-5.02751376,4.72064620,0.53272792,0.44202960,0.00044675,1.82101529,0.03571364,1.08279341,2.47000338,1.01121982
-5.02151076,4.60402805,0.51032870,0.42953307,0.00045454,1.79601642,0.03582725,1.02992347,2.43887289,0.98876063
-5.01550775,4.48948957,0.48966928,0.41690784,0.00046173,1.77054150,0.03588580,0.97938264,2.41161498,0.96551916
-5.00950475,4.37962840,0.47112224,0.40446874,0.00046847,1.74547035,0.03590638,0.93193573,2.38934661,0.94203607
-5.00350175,4.27679890,0.45501021,0.39252823,0.00047494,1.72160224,0.03590694,0.88826211,2.37299751,0.91881487
-4.99749875,4.18305599,0.44160123,0.38138910,0.00048132,1.69963178,0.03590563,0.84894583,2.36328487,0.89630831
-4.99149575,4.10011002,0.43110541,0.37133733,0.00048776,1.68012958,0.03592011,0.81446818,2.36069535,0.87490730
-4.98549275,4.02929343,0.42367297,0.36263536,0.00049443,1.66352803,0.03596693,0.78520284,2.36547468,0.85493244
-4.97948974,3.97154002,0.41939352,0.35551581,0.00050145,1.65011276,0.03606088,0.76141326,2.37762503,0.83662866
-4.97348674,3.92737675,0.41829648,0.35017605,0.00050894,1.64001977,0.03621436,0.74325225,2.39691001,0.82016280
-4.96748374,3.89692791,0.42035257,0.34677349,0.00051695,1.63323805,0.03643693,0.73076369,2.42286673,0.80562414
-4.96148074,3.87993072,0.42547630,0.34542210,0.00052551,1.62961740,0.03673491,0.72388607,2.45482426,0.79302765
-4.95547774,3.87576143,0.43352924,0.34618986,0.00053460,1.62888076,0.03711106,0.72245780,2.49192763,0.78231965
-4.94947474,3.88347037,0.44432422,0.34909761,0.00054415,1.63064036,0.03756445,0.72622412,2.53316620,0.77338546
-4.94347174,3.90182457,0.45763010,0.35411910,0.00055406,1.63441676,0.03809047,0.73484545,2.57740547,0.76605869
-4.93746873,3.92935601,0.47317724,0.36118232,0.00056417,1.63966003,0.03868088,0.74790711,2.62342100,0.76013148
-4.93146573,3.96441384,0.49066357,0.37017211,0.00057429,1.64577189,0.03932413,0.76493006,2.66993340,0.75536543
-4.92546273,4.00521874,0.50976104,0.38093394,0.00058421,1.65212823,0.04000572,0.78538280,2.71564330,0.75150263
-4.91945973,4.04991770,0.53012252,0.39327862,0.00059368,1.65810086,0.04070861,0.80869387,2.75926533,0.74827631
-4.91345673,4.09663754,0.55138888,0.40698805,0.00060244,1.66307802,0.04141389,0.83426503,2.79956009,0.74542088
-4.90745373,4.14353564,0.57319633,0.42182141,0.00061024,1.66648292,0.04210133,0.86148460,2.83536363,0.74268087
-4.90145073,4.18884664,0.59518349,0.43752191,0.00061680,1.66778979,0.04275005,0.88974077,2.86561353,0.73981866
-4.89544772,4.23092378,0.61699846,0.45382360,0.00062188,1.66653725,0.04333925,0.91843453,2.88937127,0.73662076
-4.88944472,4.26827408,0.63830534,0.47045811,0.00062527,1.66233856,0.04384883,0.94699180,2.90584046,0.73290254
-4.88344172,4.29958650,0.65879014,0.48716098,0.00062675,1.65488885,0.04426006,0.97487438,2.91438061,0.72851140
-4.87743872,4.32375265,0.67816591,0.50367737,0.00062616,1.64396919,0.04455611,1.00158947,2.91451649,0.72332838
-4.87143572,4.33987976,0.69617688,0.51976703,0.00062340,1.62944774,0.04472259,1.02669731,2.90594270,0.71726834
-4.86543272,4.34729584,0.71260147,0.53520820,0.00061837,1.61127802,0.04474793,1.04981676,2.88852391,0.71027877
-4.85942971,4.34554739,0.72725407,0.54980056,0.00061105,1.58949466,0.04462367,1.07062873,2.86229049,0.70233749
-4.85342671,4.33439004,0.73998559,0.56336694,0.00060145,1.56420690,0.04434465,1.08887715,2.82743015,0.69344931
-4.84742371,4.31377298,0.75068277,0.57575415,0.00058964,1.53559018,0.04390907,1.10436792,2.78427570,0.68364203
-4.84142071,4.28381807,0.75926637,0.58683267,0.00057571,1.50387628,0.04331845,1.11696562,2.73328942,0.67296186
-4.83541771,4.24479486,0.76568837,0.59649563,0.00055981,1.46934233,0.04257747,1.12658858,2.67504471,0.66146862
-4.82941471,4.19709290,0.76992843,0.60465712,0.00054211,1.43229924,0.04169369,1.13320249,2.61020553,0.64923089
-4.82341171,4.14119268,0.77198987,0.61125012,0.00052282,1.39307985,0.04067726,1.13681318,2.53950436,0.63632135
-4.81740870,4.07763679,0.77189543,0.61622425,0.00050215,1.35202741,0.03954049,1.13745895,2.46371966,0.62281251
-4.81140570,4.00700264,0.76968310,0.61954365,0.00048036,1.30948470,0.03829741,1.13520310,2.38365333,0.60877310
-4.80540270,3.92987820,0.76540239,0.62118508,0.00045768,1.26578414,0.03696329,1.13012704,2.30010927,0.59426510
-4.79939970,3.84684174,0.75911121,0.62113659,0.00043437,1.22123944,0.03555422,1.12232460,2.21387376,0.57934173
-4.79339670,3.75844656,0.75087352,0.61939671,0.00041069,1.17613873,0.03408657,1.11189766,2.12569813,0.56404624
-4.78739370,3.66521124,0.74075803,0.61597437,0.00038687,1.13073976,0.03257666,1.09895354,2.03628466,0.54841176
-4.78139070,3.56761566,0.72883786,0.61088945,0.00036315,1.08526692,0.03104030,1.08360416,1.94627582,0.53246194
-4.77538769,3.46610252,0.71519116,0.60417401,0.00033974,1.03991036,0.02949257,1.06596687,1.85624723,0.51621247
-4.76938469,3.36108407,0.69990260,0.59587397,0.00031684,0.99482695,0.02794751,1.04616682,1.76670435,0.49967331
-4.76338169,3.25295299,0.68306555,0.58605112,0.00029464,0.95014307,0.02641799,1.02434058,1.67808277,0.48285140
-4.75737869,3.14209662,0.66478463,0.57478536,0.00027329,0.90595877,0.02491561,1.00064054,1.59075161,0.46575379
-4.75137569,3.02891298,0.64517843,0.56217679,0.00025296,0.86235317,0.02345068,0.97523956,1.50501980,0.44839086
-4.74537269,2.91382745,0.62438207,0.54834750,0.00023376,0.81939054,0.02203226,0.94833556,1.42114431,0.43077949
-4.73936968,2.79730869,0.60254930,0.53344300,0.00021580,0.77712688,0.02066823,0.92015533,1.33933980,0.41294600
-4.73336668,2.67988244,0.57985383,0.51763285,0.00019918,0.73561627,0.01936545,0.89095722,1.25978887,0.39492861
-4.72736368,2.56214223,0.55648981,0.50111069,0.00018399,0.69491702,0.01812991,0.86103238,1.18265224,0.37677934
-4.72136068,2.44475604,0.53267113,0.48409327,0.00017028,0.65509684,0.01696684,0.83070423,1.10807809,0.35856519
-4.71535768,2.32846848,0.50862969,0.46681881,0.00015814,0.61623713,0.01588097,0.80032607,1.03621013,0.34036860
-4.70935468,2.21409808,0.48461242,0.44954446,0.00014759,0.57843594,0.01487658,0.77027684,0.96719383,0.32228706
-4.70335168,2.10252988,0.46087728,0.43254309,0.00013870,0.54180959,0.01395769,0.74095518,0.90118066,0.30443202
-4.69734867,1.99470367,0.43768840,0.41609955,0.00013148,0.50649292,0.01312812,0.71277203,0.83833013,0.28692709
-4.69134567,1.89159853,0.41531051,0.40050649,0.00012596,0.47263814,0.01239154,0.68614214,0.77880976,0.26990565
-4.68534267,1.79421433,0.39400294,0.38605996,0.00012216,0.44041247,0.01175151,0.66147492,0.72279303,0.25350799
-4.67933967,1.70355138,0.37401354,0.37305499,0.00012007,0.40999474,0.01121142,0.63916509,0.67045571,0.23787811
-4.67333667,1.62058903,0.35557271,0.36178116,0.00011969,0.38157105,0.01077447,0.61958352,0.62197089,0.22316037
-4.66733367,1.54626415,0.33888782,0.35251851,0.00012099,0.35532992,0.01044351,0.60306884,0.57750314,0.20949608
-4.66133067,1.48145053,0.32413838,0.34553363,0.00012391,0.33145696,0.01022102,0.58991997,0.53720221,0.19702014
-4.65532766,1.42693974,0.31147194,0.34107610,0.00012841,0.31012943,0.01010890,0.58039005,0.50119667,0.18585795
-4.64932466,1.38342405,0.30100113,0.33937521,0.00013439,0.29151088,0.01010838,0.57468178,0.46958795,0.17612253
-4.64332166,1.35148182,0.29280159,0.34063696,0.00014174,0.27574594,0.01021987,0.57294438,0.44244496,0.16791200
