energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.82591296,5.25433999,0.04683585,0.35514115,1.76043083,0.48240422,0.91572343,0.84312511,0.04176604,2.63909387
-5.81990995,5.09558041,0.04622499,0.34426842,1.71243551,0.46753569,0.87449855,0.82602371,0.04168298,2.55748480
-5.81390695,4.91621903,0.04534977,0.33209010,1.65600051,0.45094851,0.83080369,0.80470480,0.04148216,2.46563119
-5.80790395,4.71935158,0.04423740,0.31878206,1.59211234,0.43288347,0.78524508,0.77965005,0.04120142,2.36515779
-5.80190095,4.50849113,0.04292078,0.30454860,1.52191066,0.41362107,0.73846031,0.75143385,0.04088465,2.25789302
-5.79589795,4.28747023,0.04143749,0.28961656,1.44665382,0.39347376,0.69110279,0.72070599,0.04058069,2.14581901
-5.78989495,4.06033423,0.03982865,0.27422862,1.36768135,0.37277729,0.64382629,0.68817225,0.04034193,2.03101770
-5.78389195,3.83123048,0.03813773,0.25863630,1.28637498,0.35188131,0.59727018,0.65457359,0.04022282,1.91561515
-5.77788894,3.60429719,0.03640922,0.24309275,1.20411987,0.33113992,0.55204583,0.62066482,0.04027819,1.80172622
-5.77188594,3.38355638,0.03468736,0.22784564,1.12226744,0.31090228,0.50872458,0.58719353,0.04056144,1.69140138
-5.76588294,3.17281411,0.03301490,0.21313053,1.04210111,0.29150368,0.46782763,0.55488004,0.04112276,1.58657765
-5.75987994,2.97557117,0.03143195,0.19916475,0.96480618,0.27325746,0.42981798,0.52439906,0.04200731,1.48903477
-5.75387694,2.79494672,0.02997491,0.18614217,0.89144440,0.25644786,0.39509458,0.49636343,0.04325351,1.40035793
-5.74787394,2.63361615,0.02867561,0.17422884,0.82293408,0.24132413,0.36398851,0.47131065,0.04489142,1.32190774
-5.74187094,2.49376464,0.02756063,0.16355968,0.76003582,0.22809583,0.33676123,0.44969214,0.04694141,1.25479773
-5.73586793,2.37705623,0.02665076,0.15423626,0.70334385,0.21692959,0.31360459,0.43186560,0.04941293,1.19987957
-5.72986493,2.28461849,0.02596072,0.14632563,0.65328291,0.20794705,0.29464228,0.41809039,0.05230378,1.15773575
-5.72386193,2.21704176,0.02549908,0.13986027,0.61011008,0.20122424,0.27993259,0.40852590,0.05559954,1.12867920
-5.71785893,2.17439181,0.02526831,0.13483892,0.57392104,0.19679199,0.26947198,0.40323258,0.05927355,1.11275932
-5.71185593,2.15623446,0.02526518,0.13122844,0.54466017,0.19463744,0.26319924,0.40217561,0.06328722,1.10977348
-5.70585293,2.16167035,0.02548109,0.12896630,0.52213362,0.19470649,0.26099995,0.40523058,0.06759075,1.11928335
-5.69984992,2.18937806,0.02590280,0.12796387,0.50602462,0.19690690,0.26271105,0.41219118,0.07212433,1.14063495
-5.69384692,2.23766373,0.02651305,0.12811010,0.49591047,0.20111198,0.26812518,0.42277820,0.07681970,1.17298170
-5.68784392,2.30451536,0.02729146,0.12927567,0.49128027,0.20716479,0.27699491,0.43664971,0.08160202,1.21530960
-5.68184092,2.38766000,0.02821531,0.13131732,0.49155303,0.21488242,0.28903656,0.45341195,0.08639212,1.26646370
-5.67583792,2.48462227,0.02926046,0.13408227,0.49609549,0.22406061,0.30393381,0.47263049,0.09110883,1.32517531
-5.66983492,2.59278274,0.03040222,0.13741263,0.50423929,0.23447828,0.32134107,0.49384160,0.09567157,1.39008917
-5.66383192,2.70943493,0.03161615,0.14114963,0.51529716,0.24590196,0.34088668,0.51656324,0.10000279,1.45979027
-5.65782891,2.83183976,0.03287876,0.14513762,0.52857785,0.25809021,0.36217623,0.54030563,0.10403050,1.53282978
-5.65182591,2.95727669,0.03416823,0.14922765,0.54339969,0.27079776,0.38479596,0.56458112,0.10769039,1.60774982
-5.64582291,3.08309073,0.03546484,0.15328064,0.55910266,0.28377944,0.40831659,0.58891316,0.11092787,1.68310683
-5.63981991,3.20673499,0.03675136,0.15717012,0.57505891,0.29679390,0.43229753,0.61284438,0.11369952,1.75749337
-5.63381691,3.32580827,0.03801332,0.16078433,0.59068184,0.30960706,0.45629181,0.63594354,0.11597424,1.82955833
-5.62781391,3.43808780,0.03923906,0.16402787,0.60543360,0.32199540,0.47985151,0.65781150,0.11773380,1.89802531
-5.62181091,3.54155695,0.04041972,0.16682275,0.61883136,0.33374887,0.50253405,0.67808608,0.11897295,1.96170945
-5.61580790,3.63442815,0.04154907,0.16910898,0.63045207,0.34467381,0.52390890,0.69644598,0.11969896,2.01953246
-5.60980490,3.71516137,0.04262328,0.17084465,0.63993617,0.35459546,0.54356500,0.71261376,0.11993076,2.07053603
-5.60380190,3.78247822,0.04364061,0.17200562,0.64699001,0.36336041,0.56111836,0.72635804,0.11969762,2.11389358
-5.59779890,3.83537232,0.04460110,0.17258482,0.65138727,0.37083878,0.57621986,0.73749495,0.11903757,2.14892030
-5.59179590,3.87311595,0.04550622,0.17259132,0.65296937,0.37692623,0.58856282,0.74588905,0.11799556,2.17508158
-5.58579290,3.89526343,0.04635860,0.17204915,0.65164484,0.38154565,0.59789013,0.75145366,0.11662153,2.19199950
-5.57978989,3.90165133,0.04716177,0.17099599,0.64738787,0.38464863,0.60400060,0.75415085,0.11496852,2.19945757
-5.57378689,3.89239559,0.04791999,0.16948179,0.64023591,0.38621651,0.60675408,0.75399093,0.11309081,2.19740323
-5.56778389,3.86788547,0.04863817,0.16756730,0.63028639,0.38626103,0.60607539,0.75103164,0.11104236,2.18594813
-5.56178089,3.82877424,0.04932190,0.16532263,0.61769269,0.38482454,0.60195641,0.74537693,0.10887536,2.16536597
-5.55577789,3.77596644,0.04997750,0.16282579,0.60265922,0.38197954,0.59445653,0.73717522,0.10663924,2.13608746
-5.54977489,3.71060123,0.05061214,0.16016117,0.58543578,0.37782765,0.58370108,0.72661717,0.10437993,2.09869258
-5.54377189,3.63403185,0.05123402,0.15741811,0.56631121,0.37249790,0.56987791,0.71393284,0.10213938,2.05389971
-5.53776888,3.54780081,0.05185251,0.15468930,0.54560646,0.36614424,0.55323213,0.69938815,0.09995544,2.00255171
-5.53176588,3.45361069,0.05247826,0.15206917,0.52366708,0.35894236,0.53405915,0.68328044,0.09786195,1.94559901
-5.52576288,3.35329077,0.05312318,0.14965213,0.50085543,0.35108576,0.51269638,0.66593339,0.09588892,1.88407991
-5.51975988,3.24875963,0.05380042,0.14753070,0.47754263,0.34278116,0.48951370,0.64769089,0.09406281,1.81909832
-5.51375688,3.14198437,0.05452404,0.14579347,0.45410048,0.33424338,0.46490335,0.62891026,0.09240689,1.75179952
-5.50775388,3.03493721,0.05530870,0.14452293,0.43089365,0.32568973,0.43926938,0.60995468,0.09094139,1.68334458
-5.50175088,2.92955061,0.05616904,0.14379318,0.40827223,0.31733417,0.41301726,0.59118519,0.08968363,1.61488397
-5.49574787,2.82767226,0.05711899,0.14366761,0.38656501,0.30938140,0.38654392,0.57295228,0.08864796,1.54753162
-5.48974487,2.73102160,0.05817093,0.14419656,0.36607367,0.30202113,0.36022876,0.55558762,0.08784546,1.48233994
-5.48374187,2.64114951,0.05933476,0.14541508,0.34706807,0.29542278,0.33442577,0.53939607,0.08728357,1.42027717
-5.47773887,2.55940318,0.06061695,0.14734102,0.32978305,0.28973079,0.30945725,0.52464845,0.08696546,1.36220784
-5.47173587,2.48689791,0.06201961,0.14997336,0.31441666,0.28506094,0.28560912,0.51157544,0.08688946,1.30887738
-5.46573287,2.42449755,0.06353965,0.15329109,0.30113023,0.28149777,0.26312812,0.50036307,0.08704831,1.26090167
-5.45972986,2.37280513,0.06516806,0.15725270,0.29005019,0.27909331,0.24222089,0.49114995,0.08742859,1.21876234
-5.45372686,2.33216487,0.06688953,0.16179635,0.28127175,0.27786741,0.22305480,0.48402677,0.08801023,1.18280820
-5.44772386,2.30267615,0.06868223,0.16684089,0.27486452,0.27780946,0.20576062,0.47903810,0.08876624,1.15326312
-5.44172086,2.28421970,0.07051795,0.17228763,0.27087970,0.27888189,0.19043672,0.47618668,0.08966275,1.13024027
-5.43571786,2.27649562,0.07236262,0.17802305,0.26935891,0.28102505,0.17715452,0.47544010,0.09065935,1.11376245
-5.42971486,2.27907203,0.07417711,0.18392222,0.27034425,0.28416354,0.16596512,0.47673972,0.09170979,1.10378781
-5.42371186,2.29144265,0.07591841,0.18985291,0.27388927,0.28821361,0.15690652,0.48001154,0.09276308,1.10023994
-5.41770885,2.31309105,0.07754110,0.19568034,0.28007034,0.29309146,0.15001129,0.48517857,0.09376489,1.10304109
-5.41170585,2.34355846,0.07899901,0.20127215,0.28899795,0.29872194,0.14531419,0.49217399,0.09465921,1.11214695
-5.40570285,2.38251191,0.08024704,0.20650362,0.30082743,0.30504729,0.14285946,0.50095470,0.09539032,1.12758122
-5.39969985,2.42980894,0.08124311,0.21126270,0.31576825,0.31203549,0.14270731,0.51151413,0.09590473,1.14946800
-5.39369685,2.48555502,0.08194999,0.21545469,0.33409145,0.31968752,0.14493931,0.52389381,0.09615333,1.17806010
-5.38769385,2.55014983,0.08233706,0.21900636,0.35613450,0.32804340,0.14966239,0.53819278,0.09609322,1.21376121
-5.38169085,2.62431892,0.08238179,0.22186907,0.38230286,0.33718624,0.15701102,0.55457398,0.09568959,1.25714012
-5.37568784,2.70912754,0.08207101,0.22402097,0.41306787,0.34724414,0.16714752,0.57326719,0.09491708,1.30893542
-5.36968484,2.80597423,0.08140170,0.22546795,0.44896042,0.35838954,0.18026009,0.59456769,0.09376090,1.37004930
-5.36368184,2.91656248,0.08038140,0.22624324,0.49056011,0.37083581,0.19655869,0.61883053,0.09221747,1.44152971
-5.35767884,3.04284996,0.07902818,0.22640580,0.53847990,0.38483116,0.21626863,0.64646009,0.09029458,1.52454038
-5.35167584,3.18697564,0.07737012,0.22603735,0.59334611,0.40064977,0.23962185,0.67789508,0.08801105,1.62031911
-5.34567284,3.35116660,0.07544439,0.22523834,0.65577432,0.41858046,0.26684637,0.71358929,0.08539595,1.73012504
-5.33966983,3.53762727,0.07329593,0.22412287,0.72634165,0.43891320,0.29815384,0.75398866,0.08248736,1.85517644
-5.33366683,3.74841512,0.07097575,0.22281301,0.80555617,0.46192403,0.33372590,0.79950543,0.07933085,1.99658104
-5.32766383,3.98530773,0.06853908,0.22143264,0.89382454,0.48785894,0.37369968,0.85049054,0.07597755,2.15526173
-5.32166083,4.24966720,0.06604326,0.22010116,0.99141920,0.51691741,0.41815310,0.90720531,0.07248220,2.33188057
-5.31565783,4.54230811,0.06354561,0.21892753,1.09844644,0.54923644,0.46709060,0.96979386,0.06890100,2.52676475
-5.30965483,4.86337591,0.06110136,0.21800472,1.21481700,0.58487589,0.52043018,1.03825763,0.06528958,2.73983821
-5.30365183,5.21224251,0.05876166,0.21740516,1.34022075,0.62380577,0.57799222,1.11243340,0.06170104,2.97056272
-5.29764882,5.58742534,0.05657179,0.21717716,1.47410708,0.66589654,0.63949113,1.19197616,0.05818426,3.21789201
-5.29164582,5.98653574,0.05456975,0.21734269,1.61567249,0.71091277,0.70453025,1.27634796,0.05478244,3.48024232
-5.28564282,6.40626118,0.05278507,0.21789658,1.76385664,0.75851091,0.77260078,1.36481394,0.05153205,3.75548226
-5.27963982,6.84238494,0.05123807,0.21880716,1.91734790,0.80824158,0.84308504,1.45644588,0.04846206,4.04094381
-5.27363682,7.28984474,0.04993949,0.22001840,2.07459908,0.85955636,0.91526443,1.55013406,0.04559365,4.33345607
-5.26763382,7.74283061,0.04889056,0.22145330,2.23385347,0.91181935,0.98833221,1.64460720,0.04294025,4.62940161
-5.26163082,8.19491997,0.04808339,0.22301856,2.39318110,0.96432304,1.06141074,1.73846017,0.04050789,4.92479493
-5.25562781,8.63924636,0.04750179,0.22461008,2.55052437,1.01630830,1.13357314,1.83018879,0.03829586,5.21538095
-5.24962481,9.06869626,0.04712230,0.22611914,2.70375184,1.06698749,1.20386846,1.91823061,0.03629771,5.49675060
-5.24362181,9.47612707,0.04691559,0.22743889,2.85071854,1.11557026,1.27134961,2.00101018,0.03450226,5.76446962
-5.23761881,9.85459770,0.04684791,0.22847084,2.98933055,1.16129067,1.33510320,2.07698720,0.03289484,6.01421584
-5.23161581,10.19760277,0.04688276,0.22913098,3.11761162,1.20343487,1.39427980,2.14470560,0.03145852,6.24191947
-5.22561281,10.49930042,0.04698252,0.22935532,3.23376887,1.24136785,1.44812365,2.20284167,0.03017532,6.44390082
-5.21960980,10.75472402,0.04711011,0.22910439,3.33625502,1.27455837,1.49600035,2.25024915,0.02902734,6.61699951
-5.21360680,10.95996853,0.04723053,0.22836667,3.42382433,1.30260084,1.53742129,2.28599937,0.02799771,6.75868950
-5.20760380,11.11234290,0.04731220,0.22716073,3.49557956,1.32523301,1.57206363,2.30941493,0.02707140,6.86717485
-5.20160080,11.21048171,0.04732816,0.22553586,3.55100791,1.34234888,1.59978484,2.32009516,0.02623586,6.94146170
-5.19559780,11.25441054,0.04725698,0.22357141,3.59000380,1.35400593,1.62063103,2.31793261,0.02548133,6.98140304
-5.18959480,11.24556203,0.04708338,0.22137456,3.61287748,1.36042634,1.63483843,2.30311961,0.02480104,6.98771399
-5.18359180,11.18674135,0.04679860,0.21907701,3.62034858,1.36199209,1.64282787,2.27614480,0.02419113,6.96195662
-5.17758879,11.08204235,0.04640046,0.21683034,3.61352467,1.35923393,1.64519243,2.23777982,0.02365043,6.90649467
-5.17158579,10.93671789,0.04589312,0.21480067,3.59386544,1.35281468,1.64267849,2.18905671,0.02318002,6.82441989
-5.16558279,10.75700957,0.04528658,0.21316248,3.56313392,1.34350749,1.63616106,2.13123711,0.02278270,6.71945307
-5.15957979,10.54994422,0.04459599,0.21209212,3.52333646,1.33216983,1.62661436,2.06577460,0.02246239,6.59582377
-5.15357679,10.32310559,0.04384074,0.21176121,3.47665420,1.31971438,1.61507881,1.99427177,0.02222340,6.45813390
-5.14757379,10.08439080,0.04304340,0.21233015,3.42536850,1.30707786,1.60262584,1.91843394,0.02206980,6.31121064
-5.14157079,9.84176150,0.04222863,0.21394204,3.37178367,1.29518914,1.59032213,1.84002119,0.02200476,6.15995498
-5.13556778,9.60299964,0.04142199,0.21671724,3.31815016,1.28493787,1.57919449,1.76080079,0.02202996,6.00919175
-5.12956478,9.37547740,0.04064883,0.22074875,3.26659111,1.27714489,1.57019716,1.68250165,0.02214512,5.86352714
-5.12356178,9.16594956,0.03993323,0.22609853,3.21903552,1.27253553,1.56418255,1.60677239,0.02234764,5.72721897
-5.11755878,8.98037573,0.03929702,0.23279498,3.17716033,1.27171684,1.56187673,1.53514429,0.02263242,5.60406434
-5.11155578,8.82377774,0.03875902,0.24083143,3.14234370,1.27515948,1.56386036,1.46900020,0.02299172,5.49730824
-5.10555278,8.70013598,0.03833438,0.25016591,3.11563096,1.28318492,1.57055583,1.40954996,0.02341532,5.40957554
-5.09954977,8.61232656,0.03803420,0.26072201,3.09771426,1.29595832,1.58222065,1.35781266,0.02389068,5.34282781
-5.09354677,8.56209895,0.03786525,0.27239072,3.08892603,1.31348701,1.59894717,1.31460575,0.02440333,5.29834493
-5.08754377,8.55009234,0.03783000,0.28503337,3.08924617,1.33562458,1.62066829,1.28054042,0.02493730,5.27673057
-5.08154077,8.57588706,0.03792670,0.29848530,3.09832179,1.36208009,1.64716833,1.25602298,0.02547566,5.27793945
-5.07553777,8.63808618,0.03814978,0.31256025,3.11549813,1.39243181,1.67809854,1.24126100,0.02600113,5.30132346
-5.06953477,8.73442143,0.03849019,0.32705525,3.13985882,1.42614471,1.71299582,1.23627354,0.02649666,5.34569306
-5.06353177,8.86187705,0.03893602,0.34175590,3.17027317,1.46259084,1.75130396,1.24090434,0.02694604,5.40939017
-5.05752876,9.01682470,0.03947305,0.35644171,3.20544807,1.50107160,1.79239584,1.25483685,0.02733450,5.49036818
-5.05152576,9.19516309,0.04008542,0.37089155,3.24398230,1.54084094,1.83559581,1.27761039,0.02764916,5.58627529
-5.04552276,9.39245620,0.04075617,0.38488886,3.28442050,1.58112858,1.88020106,1.30863639,0.02787948,5.69453731
-5.03951976,9.60406497,0.04146791,0.39822654,3.32530492,1.62116227,1.92550121,1.34721435,0.02801754,5.81243679
-5.03351676,9.82526824,0.04220324,0.41071138,3.36522297,1.66018852,1.97079542,1.39254688,0.02805830,5.93718579
-5.02751376,10.05137006,0.04294525,0.42216802,3.40284898,1.69749097,2.01540674,1.44375392,0.02799959,6.06599068
-5.02151076,10.27779151,0.04367782,0.43244213,3.43697907,1.73240618,2.05869334,1.49988586,0.02784214,6.19610759
-5.01550775,10.50014652,0.04438588,0.44140303,3.46655850,1.76433643,2.10005674,1.55993606,0.02758940,6.32488843
-5.00950475,10.71430222,0.04505555,0.44894553,3.49070114,1.79275949,2.13894737,1.62285296,0.02724729,6.44981777
-5.00350175,10.91642515,0.04567425,0.45499105,3.50870127,1.81723538,2.17486766,1.68755226,0.02682388,6.56854133
-4.99749875,11.10301537,0.04623066,0.45948804,3.52003799,1.83741036,2.20737336,1.75292960,0.02632900,6.67888756
-4.99149575,11.27093089,0.04671475,0.46241176,3.52437323,1.85301828,2.23607346,1.81787427,0.02577380,6.77888365
-4.98549275,11.41740470,0.04711766,0.46376347,3.52154395,1.86387986,2.26062940,1.88128400,0.02517030,6.86676753
-4.97948974,11.54005694,0.04743165,0.46356900,3.51154979,1.86990003,2.28075400,1.94208126,0.02453095,6.94099724
-4.97348674,11.63690366,0.04765005,0.46187699,3.49453713,1.87106383,2.29621044,1.99923087,0.02386818,7.00025880
-4.96748374,11.70636391,0.04776718,0.45875666,3.47078047,1.86743110,2.30681169,2.05175866,0.02319406,7.04347332
-4.96148074,11.74726533,0.04777839,0.45429527,3.44066227,1.85913040,2.31242031,2.09877078,0.02251989,7.06980355
-4.95547774,11.75884849,0.04768002,0.44859543,3.40465185,1.84635217,2.31294881,2.13947298,0.02185596,7.07865996
-4.94947474,11.74076921,0.04746946,0.44177219,3.36328416,1.82934142,2.30836011,2.17318911,0.02121132,7.06970558
-4.94347174,11.69309771,0.04714525,0.43395008,3.31713881,1.80839006,2.29866821,2.19937788,0.02059360,7.04285906
-4.93746873,11.61631325,0.04670712,0.42526006,3.26681997,1.78382885,2.28393830,2.21764711,0.02000893,6.99829472
-4.93146573,11.51129277,0.04615608,0.41583656,3.21293725,1.75601912,2.26428638,2.22776453,0.01946188,6.93643881
-4.92546273,11.37929224,0.04549453,0.40581453,3.15608794,1.72534419,2.23987783,2.22966451,0.01895546,6.85796091
-4.91945973,11.22191981,0.04472627,0.39532667,3.09684077,1.69220074,2.21092469,2.22345010,0.01849117,6.76375992
-4.91345673,11.04110051,0.04385654,0.38450083,3.03572144,1.65698998,2.17768172,2.20939022,0.01806909,6.65494439
-4.90745373,10.83903263,0.04289194,0.37345756,2.97320020,1.62010908,2.14044101,2.18791187,0.01768797,6.53280716
-4.90145073,10.61813700,0.04184042,0.36230802,2.90968160,1.58194279,2.09952547,2.15958761,0.01734537,6.39879520
-4.89544772,10.38100068,0.04071112,0.35115220,2.84549688,1.54285570,2.05528132,2.12511901,0.01703780,6.25447531
-4.88944472,10.13031745,0.03951417,0.34007747,2.78089911,1.50318528,2.00807012,2.08531642,0.01676089,6.10149746
-4.88344172,9.86882752,0.03826052,0.32915762,2.71606153,1.46323607,1.95826071,2.04107644,0.01650956,5.94155699
-4.87743872,9.59925945,0.03696167,0.31845224,2.65107906,1.42327525,1.90622150,1.99335757,0.01627818,5.77635781
-4.87143572,9.32427675,0.03562945,0.30800670,2.58597325,1.38352983,1.85231381,1.94315554,0.01606078,5.60757794
-4.86543272,9.04643159,0.03427571,0.29785253,2.52070063,1.34418549,1.79688632,1.89147890,0.01585121,5.43683915
-4.85942971,8.76812746,0.03291215,0.28800820,2.45516402,1.30538738,1.74027129,1.83932604,0.01564337,5.26568174
-4.85342671,8.49159180,0.03155002,0.27848048,2.38922674,1.26724250,1.68278242,1.78766417,0.01543135,5.09554526
-4.84742371,8.21885901,0.03019999,0.26926598,2.32272888,1.22982382,1.62471458,1.73741078,0.01520966,4.92775544
-4.84142071,7.95176319,0.02887198,0.26035313,2.25550495,1.19317556,1.56634505,1.68941803,0.01497336,4.76351703
-4.83541771,7.69193956,0.02757505,0.25172428,2.18740211,1.15731953,1.50793615,1.64445998,0.01471826,4.60391197
-4.82941471,7.44083251,0.02631736,0.24335793,2.11829790,1.12226196,1.44973862,1.60322268,0.01444101,4.44990165
-4.82341171,7.19970814,0.02510611,0.23523095,2.04811656,1.08800036,1.39199548,1.56629686,0.01413926,4.30233212
-4.81740870,6.96966868,0.02394757,0.22732073,1.97684296,1.05453010,1.33494559,1.53417297,0.01381170,4.16194058
-4.81140570,6.75166659,0.02284710,0.21960713,1.90453326,1.02185006,1.27882654,1.50723807,0.01345811,4.02936189
-4.80540270,6.54651605,0.02180917,0.21207416,1.83132177,0.98996720,1.22387630,1.48577435,0.01307935,3.90513374
-4.79939970,6.35490035,0.02083744,0.20471137,1.75742343,0.95889972,1.17033335,1.46995899,0.01267735,3.78969954
-4.79339670,6.17737423,0.01993472,0.19751490,1.68313179,0.92867870,1.11843508,1.45986514,0.01225500,3.68340860
-4.78739370,6.01436104,0.01910305,0.19048813,1.60881270,0.89934815,1.06841433,1.45546390,0.01181604,3.58651332
-4.78139070,5.86614516,0.01834368,0.18364208,1.53489383,0.87096371,1.02049436,1.45662746,0.01136492,3.49916386
-4.77538769,5.73286107,0.01765704,0.17699538,1.46185102,0.84359006,0.97488239,1.46313340,0.01090662,3.42140104
-4.76938469,5.61448078,0.01704270,0.17057405,1.39019185,0.81729750,0.93176230,1.47467051,0.01044645,3.35314860
-4.76338169,5.51080169,0.01649934,0.16441109,1.32043782,0.79215792,0.89128690,1.49084608,0.00998988,3.29420599
-4.75737869,5.42143739,0.01602470,0.15854577,1.25310587,0.76824073,0.85357053,1.51119519,0.00954233,3.24424338
-4.75137569,5.34581317,0.01561550,0.15302295,1.18869043,0.74560883,0.81868237,1.53519181,0.00910898,3.20279988
-4.74537269,5.28316838,0.01526746,0.14789220,1.12764694,0.72431530,0.78664138,1.56226195,0.00869460,3.16928635
-4.73936968,5.23256673,0.01497524,0.14320695,1.07037765,0.70440072,0.75741294,1.59179848,0.00830345,3.14299348
-4.73336668,5.19291514,0.01473252,0.13902349,1.01722032,0.68589158,0.73090794,1.62317758,0.00793914,3.12310549
-4.72736368,5.16299096,0.01453205,0.13540000,0.96844030,0.66879966,0.70698420,1.65577606,0.00760457,3.10871944
-4.72136068,5.14147671,0.01436572,0.13239543,0.92422596,0.65312234,0.68545046,1.68898912,0.00730189,3.09886953
-4.71535768,5.12700059,0.01422481,0.13006833,0.88468771,0.63884390,0.66607272,1.72224774,0.00703250,3.09255534
-4.70935468,5.11818064,0.01410010,0.12847553,0.84985994,0.62593739,0.64858253,1.75503489,0.00679707,3.08877273
-4.70335168,5.11367003,0.01398217,0.12767062,0.81970565,0.61436695,0.63268699,1.78689984,0.00659559,3.08654562
-4.69734867,5.11220061,0.01386162,0.12770238,0.79412309,0.60409030,0.61807972,1.81746971,0.00642747,3.08495703
-4.69134567,5.11262218,0.01372940,0.12861290,0.77295367,0.59506110,0.60445226,1.84645778,0.00629155,3.08317757
-4.68534267,5.11393506,0.01357701,0.13043567,0.75599049,0.58723094,0.59150531,1.87366804,0.00618627,3.08048978
-4.67933967,5.11531402,0.01339686,0.13319352,0.74298682,0.58055089,0.57895911,1.89899582,0.00610969,3.07630699
-4.67333667,5.11612238,0.01318244,0.13689660,0.73366394,0.57497227,0.56656255,1.92242451,0.00605958,3.07018584
-4.66733367,5.11591576,0.01292858,0.14154033,0.72771799,0.57044685,0.55410043,1.94401859,0.00603352,3.06183182
-4.66133067,5.11443553,0.01263157,0.14710368,0.72482552,0.56692640,0.54139869,1.96391360,0.00602889,3.05109796
-4.65532766,5.11159315,0.01228925,0.15354760,0.72464766,0.56436162,0.52832740,1.98230352,0.00604297,3.03797688
-4.64932466,5.10744669,0.01190111,0.16081399,0.72683303,0.56270081,0.51480145,1.99942663,0.00607294,3.02258720
-4.64332166,5.10217172,0.01146818,0.16882521,0.73101961,0.56188828,0.50077914,2.01555048,0.00611588,3.00515527
