energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-5.85592796,5.08149388,0.07573024,0.71466195,1.71361831,0.87932605,0.22730007,0.28261083,0.06696978,1.63830725
-5.84992496,5.03960880,0.07755946,0.69293099,1.65661635,0.87552379,0.22823211,0.28279128,0.06655146,1.64660577
-5.84392196,5.01629953,0.07981405,0.67349772,1.60204448,0.87610289,0.23110886,0.28432890,0.06645153,1.66079162
-5.83791896,5.01123059,0.08247096,0.65644550,1.55037137,0.88098033,0.23590665,0.28720817,0.06667104,1.68059198
-5.83191596,5.02365775,0.08549816,0.64180805,1.50197783,0.88998566,0.24257927,0.29138495,0.06720418,1.70559827
-5.82591296,5.05244413,0.08885497,0.62957002,1.45715031,0.90286491,0.25105658,0.29678648,0.06803832,1.73527300
-5.81990995,5.09608707,0.09249273,0.61966889,1.41607729,0.91928655,0.26124333,0.30331213,0.06915416,1.76896054
-5.81390695,5.15275489,0.09635562,0.61199795,1.37884883,0.93884935,0.27301814,0.31083494,0.07052616,1.80590140
-5.80790395,5.22033272,0.10038173,0.60641029,1.34545922,0.96109163,0.28623306,0.31920393,0.07212311,1.84524973
-5.80190095,5.29647558,0.10450426,0.60272361,1.31581267,0.98550181,0.30071353,0.32824711,0.07390886,1.88609360
-5.79589795,5.37866716,0.10865286,0.60072567,1.28973170,1.01152966,0.31625905,0.33777530,0.07584327,1.92747725
-5.78989495,5.46428211,0.11275517,0.60018016,1.26696773,1.03859787,0.33264460,0.34758640,0.07788321,1.96842475
-5.78389195,5.55064970,0.11673823,0.60083272,1.24721337,1.06611373,0.34962280,0.35747021,0.07998372,2.00796417
-5.77788894,5.63511691,0.12053004,0.60241695,1.23011584,1.09348038,0.36692701,0.36721355,0.08209920,2.04515147
-5.77188594,5.71510870,0.12406105,0.60466022,1.21529068,1.12010754,0.38427517,0.37660553,0.08418461,2.07909329
-5.76588294,5.78818396,0.12726551,0.60728911,1.20233540,1.14542145,0.40137452,0.38544282,0.08619661,2.10896796
-5.75987994,5.85208551,0.13008278,0.61003446,1.19084234,1.16887389,0.41792710,0.39353472,0.08809471,2.13404399
-5.75387694,5.90478329,0.13245845,0.61263591,1.18041028,1.18995034,0.43363585,0.40070791,0.08984214,2.15369555
-5.74787394,5.94450988,0.13434532,0.61484594,1.17065459,1.20817720,0.44821122,0.40681064,0.09140677,2.16741464
-5.74187094,5.96978822,0.13570415,0.61643346,1.16121564,1.22312822,0.46137822,0.41171644,0.09276166,2.17481966
-5.73586793,5.97945165,0.13650431,0.61718707,1.15176537,1.23443028,0.47288350,0.41532697,0.09388550,2.17566035
-5.72986493,5.97265651,0.13672418,0.61691787,1.14201215,1.24176841,0.48250244,0.41757419,0.09476286,2.16981925
-5.72386193,5.94888811,0.13635134,0.61546212,1.13170406,1.24489044,0.49004592,0.41842176,0.09538419,2.15730988
-5.71785893,5.90796063,0.13538269,0.61268365,1.12063074,1.24361109,0.49536657,0.41786558,0.09574566,2.13827202
-5.71185593,5.85001196,0.13382429,0.60847606,1.10862421,1.23781552,0.49836419,0.41593361,0.09584885,2.11296449
-5.70585293,5.77549415,0.13169110,0.60276479,1.09555890,1.22746239,0.49899026,0.41268504,0.09570023,2.08175602
-5.69984992,5.68516019,0.12900658,0.59550894,1.08135116,1.21258621,0.49725126,0.40820873,0.09531066,2.04511455
-5.69384692,5.58004779,0.12580217,0.58670279,1.06595852,1.19329873,0.49321059,0.40262119,0.09469476,2.00359559
-5.68784392,5.46146047,0.12211657,0.57637695,1.04937887,1.16978936,0.48698920,0.39606412,0.09387026,1.95783000
-5.68184092,5.33094631,0.11799500,0.56459896,1.03164975,1.14232419,0.47876456,0.38870151,0.09285734,1.90851158
-5.67583792,5.19027445,0.11348831,0.55147335,1.01284769,1.11124354,0.46876832,0.38071658,0.09167814,1.85638481
-5.66983492,5.04140929,0.10865200,0.53714083,0.99308771,1.07695780,0.45728237,0.37230835,0.09035615,1.80223292
-5.66383192,4.88648238,0.10354515,0.52177675,0.97252278,1.03994140,0.44463370,0.36368819,0.08891584,1.74686638
-5.65782891,4.72776175,0.09822935,0.50558851,0.95134315,1.00072498,0.43118801,0.35507612,0.08738227,1.69111191
-5.65182591,4.56761868,0.09276751,0.48881210,0.92977533,0.95988565,0.41734236,0.34669711,0.08578082,1.63580188
-5.64582291,4.40849179,0.08722266,0.47170769,0.90808055,0.91803567,0.40351709,0.33877715,0.08413705,1.58176418
-5.63981991,4.25284846,0.08165682,0.45455418,0.88655249,0.87580958,0.39014720,0.33153928,0.08247645,1.52981220
-5.63381691,4.10314392,0.07612980,0.43764312,0.86551395,0.83385022,0.37767355,0.32519952,0.08082444,1.48073503
-5.62781391,3.96177824,0.07069815,0.42127186,0.84531253,0.79279408,0.36653402,0.31996265,0.07920614,1.43528756
-5.62181091,3.83105193,0.06541413,0.40573620,0.82631501,0.75325630,0.35715496,0.31601794,0.07764635,1.39418060
-5.61580790,3.71312090,0.06032485,0.39132280,0.80890044,0.71581587,0.34994317,0.31353483,0.07616931,1.35807090
-5.60980490,3.60995181,0.05547150,0.37830158,0.79345206,0.68100164,0.34527861,0.31265861,0.07479850,1.32755119
-5.60380190,3.52327903,0.05088879,0.36691820,0.78034802,0.64927943,0.34350796,0.31350633,0.07355639,1.30314047
-5.59779890,3.45456462,0.04660455,0.35738713,0.76995127,0.62104083,0.34493935,0.31616281,0.07246410,1.28527473
-5.59179590,3.40496273,0.04263952,0.34988528,0.76259878,0.59659409,0.34983821,0.32067726,0.07154100,1.27429858
-5.58579290,3.37529006,0.03900731,0.34454664,0.75859050,0.57615739,0.35842438,0.32706037,0.07080438,1.27045817
-5.57978989,3.36600396,0.03571459,0.34145802,0.75817855,0.55985473,0.37087059,0.33528231,0.07026896,1.27389582
-5.57378689,3.37718929,0.03276146,0.34065607,0.76155703,0.54771476,0.38730224,0.34527166,0.06994662,1.28464698
-5.56778389,3.40855568,0.03014189,0.34212574,0.76885293,0.53967233,0.40779841,0.35691557,0.06984604,1.30263983
-5.56178089,3.45944565,0.02784446,0.34580040,0.78011878,0.53557307,0.43239413,0.37006130,0.06997251,1.32769795
-5.55577789,3.52885433,0.02585305,0.35156335,0.79532728,0.53518058,0.46108366,0.38451916,0.07032790,1.35954632
-5.54977489,3.61546074,0.02414768,0.35925117,0.81436848,0.53818617,0.49382464,0.40006694,0.07091064,1.39782060
-5.54377189,3.71767000,0.02270543,0.36865837,0.83704962,0.54422085,0.53054291,0.41645579,0.07171601,1.44207966
-5.53776888,3.83366544,0.02150133,0.37954369,0.86309801,0.55286896,0.57113772,0.43341749,0.07273650,1.49182105
-5.53176588,3.96146878,0.02050921,0.39163743,0.89216683,0.56368333,0.61548693,0.45067274,0.07396231,1.54649866
-5.52576288,4.09900630,0.01970256,0.40464998,0.92384377,0.57620101,0.66345213,0.46794033,0.07538198,1.60554198
-5.51975988,4.24417807,0.01905527,0.41828098,0.95766235,0.58995942,0.71488305,0.48494676,0.07698312,1.66837598
-5.51375688,4.39492738,0.01854233,0.43222889,0.99311531,0.60451198,0.76962119,0.50143587,0.07875312,1.73444046
-5.50775388,4.54930695,0.01814033,0.44620065,1.02966977,0.61944283,0.82750225,0.51717803,0.08067988,1.80320791
-5.50175088,4.70553875,0.01782792,0.45992093,1.06678327,0.63438002,0.88835717,0.53197840,0.08275244,1.87419859
-5.49574787,4.86206421,0.01758607,0.47314073,1.10392020,0.64900657,0.95201167,0.54568384,0.08496152,1.94699205
-5.48974487,5.01758221,0.01739827,0.48564481,1.14056761,0.66306901,1.01828417,0.55818796,0.08729986,2.02123407
-5.48374187,5.17107260,0.01725055,0.49725778,1.17624987,0.67638301,1.08698210,0.56943414,0.08976235,2.09663854
-5.47773887,5.32180380,0.01713141,0.50784835,1.21054130,0.68883588,1.15789684,0.57941609,0.09234593,2.17298394
-5.47173587,5.46932383,0.01703162,0.51733174,1.24307627,0.70038571,1.23079750,0.58817604,0.09504932,2.25010450
-5.46573287,5.61343509,0.01694402,0.52567002,1.27355623,0.71105734,1.30542389,0.59580040,0.09787242,2.32787637
-5.45972986,5.75415412,0.01686318,0.53287025,1.30175332,0.72093516,1.38147915,0.60241319,0.10081557,2.40619962
-5.45372686,5.89165836,0.01678506,0.53898075,1.32751053,0.73015317,1.45862263,0.60816749,0.10387866,2.48497695
-5.44772386,6.02622296,0.01670668,0.54408534,1.35073835,0.73888275,1.53646341,0.61323528,0.10706010,2.56409061
-5.44172086,6.15815104,0.01662574,0.54829608,1.37140827,0.74731864,1.61455520,0.61779632,0.11035574,2.64337877
-5.43571786,6.28770152,0.01654037,0.55174473,1.38954353,0.75566383,1.69239310,0.62202647,0.11375790,2.72261299
-5.42971486,6.41501867,0.01644883,0.55457344,1.40520770,0.76411420,1.76941260,0.62608626,0.11725436,2.80147837
-5.42371186,6.54006774,0.01634931,0.55692501,1.41849191,0.77284349,1.84499133,0.63011021,0.12082766,2.87955774
-5.41770885,6.66258046,0.01623982,0.55893345,1.42950149,0.78198954,1.91845367,0.63419756,0.12445452,2.95632110
-5.41170585,6.78201408,0.01611813,0.56071513,1.43834290,0.79164246,1.98907845,0.63840489,0.12810559,3.03112140
-5.40570285,6.89752677,0.01598177,0.56236114,1.44511184,0.80183533,2.05610961,0.64274105,0.13174551,3.10319725
-5.39969985,7.00797122,0.01582810,0.56393126,1.44988326,0.81253799,2.11876970,0.64716474,0.13533329,3.17168276
-5.39369685,7.11190768,0.01565449,0.56544987,1.45270406,0.82365444,2.17627572,0.65158484,0.13882306,3.23562454
-5.38769385,7.20763630,0.01545845,0.56690406,1.45358885,0.83502378,2.22785707,0.65586348,0.14216509,3.29400523
-5.38169085,7.29324799,0.01523785,0.56824413,1.45251937,0.84642507,2.27277486,0.65982178,0.14530719,3.34577287
-5.37568784,7.36669160,0.01499117,0.56938644,1.44944746,0.85758577,2.31034196,0.66324788,0.14819626,3.38987475
-5.36968484,7.42585491,0.01471769,0.57021856,1.44430168,0.86819343,2.33994316,0.66590694,0.15078012,3.42529467
-5.36368184,7.46865567,0.01441773,0.57060647,1.43699730,0.87791036,2.36105466,0.66755251,0.15300944,3.45109164
-5.35767884,7.49313878,0.01409280,0.57040343,1.42744908,0.88639036,2.37326227,0.66793881,0.15483963,3.46643878
-5.35167584,7.49757513,0.01374577,0.56946021,1.41558623,0.89329700,2.37627756,0.66683317,0.15623286,3.47066040
-5.34567284,7.48055752,0.01338095,0.56763599,1.40136883,0.89832246,2.36995149,0.66402819,0.15715978,3.46326583
-5.33966983,7.44108924,0.01300414,0.56480958,1.38480468,0.90120616,2.35428488,0.65935286,0.15760115,3.44397850
-5.33366683,7.37866096,0.01262265,0.56089021,1.36596558,0.90175221,2.32943539,0.65268223,0.15754915,3.41275881
-5.32766383,7.29331231,0.01224516,0.55582745,1.34500227,0.89984485,2.29572065,0.64394515,0.15700836,3.36981988
-5.32166083,7.18567478,0.01188170,0.54961959,1.32215678,0.89546115,2.25361734,0.63312969,0.15599630,3.31563524
-5.31565783,7.05699366,0.01154338,0.54232020,1.29777152,0.88868023,2.20375605,0.62028612,0.15454353,3.25093803
-5.30965483,6.90912734,0.01124226,0.53404225,1.27229433,0.87968848,2.14691201,0.60552716,0.15269330,3.17671138
-5.30365183,6.74452329,0.01099105,0.52495974,1.24627877,0.86878049,2.08399174,0.58902573,0.15050068,3.09417016
-5.29764882,6.56617091,0.01080282,0.51530643,1.22037943,0.85635534,2.01601582,0.57101013,0.14803118,3.00473456
-5.29164582,6.37753241,0.01069070,0.50537187,1.19534192,0.84290850,1.94409819,0.55175703,0.14535900,2.90999600
-5.28564282,6.18245385,0.01066751,0.49549457,1.17198768,0.82901923,1.86942233,0.53158249,0.14256475,2.81167659
-5.27963982,5.98505892,0.01074546,0.48605267,1.15119376,0.81533419,1.79321486,0.51083145,0.13973294,2.71158317
-5.27363682,5.78962928,0.01093574,0.47745235,1.13386827,0.80254751,1.71671729,0.48986618,0.13694918,2.61155754
-5.26763382,5.60047544,0.01124820,0.47011442,1.12092192,0.79137821,1.64115654,0.46905407,0.13429716,2.51342433
-5.26163082,5.42180272,0.01169098,0.46445952,1.11323689,0.78254577,1.56771512,0.44875537,0.13185568,2.41893836
-5.25562781,5.25757724,0.01227022,0.46089256,1.11163385,0.77674468,1.49750171,0.42931126,0.12969570,2.32973321
-5.24962481,5.11139683,0.01298975,0.45978699,1.11683849,0.77461903,1.43152326,0.41103274,0.12787760,2.24727285
-5.24362181,4.98637161,0.01385084,0.46146946,1.12944889,0.77673810,1.37065932,0.39419084,0.12644877,2.17280808
-5.23761881,4.88501908,0.01485201,0.46620554,1.14990492,0.78357387,1.31563958,0.37900831,0.12544160,2.10733934
-5.23161581,4.80917759,0.01598893,0.47418714,1.17846133,0.79548151,1.26702552,0.36565322,0.12487201,2.05158744
-5.22561281,4.75994189,0.01725431,0.48552201,1.21516546,0.81268349,1.22519670,0.35423472,0.12473860,2.00597325
-5.21960980,4.73762342,0.01863797,0.50022602,1.25984110,0.83525808,1.19034261,0.34480083,0.12502241,1.97060744
-5.21360680,4.74173723,0.02012693,0.51821835,1.31207924,0.86313277,1.16246020,0.33733863,0.12568743,1.94529051
-5.20760380,4.77101628,0.02170563,0.53932005,1.37123664,0.89608288,1.14135750,0.33177652,0.12668173,1.92952358
-5.20160080,4.82345300,0.02335620,0.56325608,1.43644262,0.93373551,1.12666331,0.32798861,0.12793922,1.92252932
-5.19559780,4.89636666,0.02505882,0.58966070,1.50661431,0.97557876,1.11784269,0.32580092,0.12938209,1.92328262
-5.18959480,4.98649427,0.02679220,0.61808627,1.58048010,1.02097574,1.11421779,0.32499917,0.13092359,1.93054965
-5.18359180,5.09010147,0.02853404,0.64801506,1.65661085,1.06918304,1.11499333,0.32533785,0.13247127,1.94293411
-5.17758879,5.20310935,0.03026157,0.67887371,1.73345780,1.11937272,1.11928572,0.32655021,0.13393046,1.95892864
-5.17158579,5.32123215,0.03195212,0.71004977,1.80939612,1.17065712,1.12615490,0.32835864,0.13520777,1.97696956
-5.16558279,5.44012038,0.03358364,0.74090981,1.88277242,1.22211531,1.13463743,0.33048530,0.13621457,1.99549276
-5.15957979,5.55550386,0.03513523,0.77081824,1.95195447,1.27282016,1.14377980,0.33266237,0.13687026,2.01298839
-5.15357679,5.66332891,0.03658760,0.79915622,2.01538126,1.32186503,1.15267032,0.33464157,0.13710519,2.02805247
-5.14757379,5.75988446,0.03792345,0.82533991,2.07161136,1.36838881,1.16046871,0.33620280,0.13686311,2.03943312
-5.14157079,5.84191233,0.03912784,0.84883727,2.11936754,1.41159864,1.16643184,0.33716133,0.13610307,2.04606989
-5.13556778,5.90669759,0.04018830,0.86918288,2.15757605,1.45078919,1.16993502,0.33737355,0.13480073,2.04712466
-5.12956478,5.95213615,0.04109503,0.88599008,2.18539865,1.48535820,1.17048780,0.33674101,0.13294897,2.04200320
-5.12356178,5.97677770,0.04184087,0.89896024,2.20225639,1.51481760,1.16774400,0.33521258,0.13055790,2.03036669
-5.11755878,5.97984313,0.04242124,0.90788863,2.20784409,1.53880025,1.16150565,0.33278500,0.12765417,2.01213332
-5.11155578,5.96121720,0.04283398,0.91266700,2.20213505,1.55706222,1.15172097,0.32950151,0.12427982,1.98747009
-5.10555278,5.92141783,0.04307911,0.91328275,2.18537606,1.56948104,1.13847684,0.32544903,0.12049057,1.95677584
-5.09954977,5.86154470,0.04315859,0.90981500,2.15807308,1.57605013,1.12198618,0.32075383,0.11635372,1.92065645
-5.09354677,5.78321054,0.04307607,0.90242788,2.12096843,1.57687031,1.10257130,0.31557599,0.11194578,1.87989379
-5.08754377,5.68845893,0.04283655,0.89136134,2.07501064,1.57213886,1.08064402,0.31010300,0.10734998,1.83540993
-5.08154077,5.57967300,0.04244618,0.87692027,2.02131857,1.56213686,1.05668373,0.30454256,0.10265360,1.78822846
-5.07553777,5.45947909,0.04191202,0.85946211,1.96114128,1.54721573,1.03121439,0.29911505,0.09794546,1.73943449
-5.06953477,5.33064967,0.04124182,0.83938394,1.89581550,1.52778328,1.00478164,0.29404575,0.09331348,1.69013503
-5.06353177,5.19600903,0.04044398,0.81710919,1.82672247,1.50429023,0.97793084,0.28955716,0.08884238,1.64142121
-5.05752876,5.05834498,0.03952738,0.79307482,1.75524568,1.47721724,0.95118697,0.28586160,0.08461176,1.59433343
-5.05152576,4.92032906,0.03850139,0.76771913,1.68273123,1.44706307,0.92503701,0.28315424,0.08069430,1.54983057
-5.04552276,4.78444692,0.03737586,0.74147070,1.61045176,1.41433395,0.89991524,0.28160665,0.07715437,1.50876371
-5.03951976,4.65294024,0.03616113,0.71473867,1.53957533,1.37953419,0.87619173,0.28136121,0.07404686,1.47185493
-5.03351676,4.52776044,0.03486804,0.68790458,1.47113964,1.34315814,0.85416409,0.28252613,0.07141631,1.43968117
-5.02751376,4.41053441,0.03350794,0.66131581,1.40603233,1.30568340,0.83405251,0.28517153,0.06929628,1.41266318
-5.02151076,4.30254180,0.03209270,0.63528069,1.34497737,1.26756527,0.81599770,0.28932638,0.06770899,1.39105929
-5.01550775,4.20470328,0.03063462,0.61006529,1.28852759,1.22923223,0.80006162,0.29497644,0.06666506,1.37496370
-5.00950475,4.11757909,0.02914636,0.58589177,1.23706307,1.19108271,0.78623052,0.30206339,0.06616358,1.36430886
-5.00350175,4.04137715,0.02764081,0.56293827,1.19079515,1.15348286,0.77441999,0.31048497,0.06619221,1.35887164
-4.99749875,3.97597004,0.02613087,0.54134030,1.14977535,1.11676568,0.76448156,0.32009637,0.06672753,1.35828287
-4.99149575,3.92092020,0.02462928,0.52119333,1.11390883,1.08123141,0.75621072,0.33071281,0.06773555,1.36203991
-4.98549275,3.87551294,0.02314837,0.50255673,1.08297161,1.04714942,0.74935572,0.34211336,0.06917231,1.36952215
-4.97948974,3.83879671,0.02169978,0.48545874,1.05663099,1.01476171,0.74362729,0.35404598,0.07098480,1.38000891
-4.97348674,3.80963000,0.02029422,0.46990244,1.03446842,0.98428815,0.73870870,0.36623369,0.07311193,1.39269980
-4.96748374,3.78673438,0.01894126,0.45587258,1.01600413,0.95593330,0.73426626,0.37838184,0.07548586,1.40673707
-4.96148074,3.76875262,0.01764914,0.44334299,1.00072284,0.92989503,0.72995995,0.39018627,0.07803338,1.42122974
-4.95547774,3.75431087,0.01642455,0.43228443,0.98809974,0.90637444,0.72545395,0.40134216,0.08067763,1.43527904
-4.94947474,3.74208319,0.01527262,0.42267272,0.97762609,0.88558689,0.72042710,0.41155337,0.08333995,1.44800477
-4.94347174,3.73085687,0.01419684,0.41449662,0.96883359,0.86777364,0.71458286,0.42054189,0.08594189,1.45857174
-4.93746873,3.71959606,0.01319909,0.40776542,0.96131692,0.85321356,0.70765865,0.42805709,0.08840731,1.46621581
-4.93146573,3.70750150,0.01227975,0.40251576,0.95475365,0.84223401,0.69943430,0.43388443,0.09066457,1.47026843
-4.92546273,3.69406378,0.01143784,0.39881742,0.94892079,0.83522050,0.68973933,0.43785327,0.09264867,1.47017906
-4.91945973,3.67910741,0.01067117,0.39677767,0.94370768,0.83262398,0.67845878,0.43984334,0.09430329,1.46553431
-4.91345673,3.66282361,0.00997666,0.39654408,0.93912441,0.83496542,0.66553731,0.43978972,0.09558262,1.45607317
-4.90745373,3.64578950,0.00935047,0.39830539,0.93530577,0.84283684,0.65098139,0.43768597,0.09645297,1.44169735
-4.90145073,3.62897233,0.00878834,0.40229041,0.93251030,0.85689841,0.63485946,0.43358518,0.09689395,1.42247639
-4.89544772,3.61371774,0.00828578,0.40876483,0.93111472,0.87787140,0.61729980,0.42759904,0.09689931,1.39864685
-4.88944472,3.60172199,0.00783831,0.41802611,0.93160377,0.90652699,0.59848642,0.41989473,0.09647731,1.37060571
-4.88344172,3.59498866,0.00744164,0.43039637,0.93455607,0.94367101,0.57865273,0.41068983,0.09565050,1.33889791
-4.87743872,3.59577126,0.00709184,0.44621379,0.94062636,0.99012527,0.55807354,0.40024542,0.09445516,1.30419852
-4.87143572,3.60650408,0.00678540,0.46582271,0.95052517,1.04670602,0.53705543,0.38885767,0.09294010,1.26729018
-4.86543272,3.62972382,0.00651933,0.48956290,0.96499654,1.11420053,0.51592605,0.37684822,0.09116513,1.22903666
-4.85942971,3.66798553,0.00629116,0.51775839,0.98479480,1.19334274,0.49502271,0.36455376,0.08919909,1.19035365
-4.85342671,3.72377631,0.00609891,0.55070655,1.01066141,1.28478916,0.47468079,0.35231525,0.08711760,1.15217805
-4.84742371,3.79943058,0.00594101,0.58866762,1.04330262,1.38909601,0.45522239,0.34046726,0.08500055,1.11543687
-4.84142071,3.89705038,0.00581622,0.63185538,1.08336890,1.50669874,0.43694581,0.32932772,0.08292955,1.08101724
-4.83541771,4.01843392,0.00572351,0.68042913,1.13143655,1.63789468,0.42011614,0.31918869,0.08098531,1.04973845
-4.82941471,4.16501520,0.00566194,0.73448741,1.18799220,1.78282957,0.40495749,0.31030824,0.07924516,1.02232741
-4.82341171,4.33781658,0.00563052,0.79406347,1.25342028,1.94148836,0.39164692,0.30290399,0.07778067,0.99939818
-4.81740870,4.53741556,0.00562814,0.85912261,1.32799347,2.11369031,0.38031047,0.29714828,0.07665569,0.98143636
-4.81140570,4.76392628,0.00565342,0.92956121,1.41186612,2.29908821,0.37102114,0.29316524,0.07592452,0.96878874
-4.80540270,5.01699522,0.00570466,1.00520740,1.50507018,2.49717135,0.36379895,0.29102983,0.07563069,0.96165845
-4.79939970,5.29581004,0.00577977,1.08582278,1.60751318,2.70727133,0.35861292,0.29076862,0.07580595,0.96010536
-4.79339670,5.59911985,0.00587630,1.17110514,1.71897779,2.92857005,0.35538461,0.29236248,0.07646982,0.96405173
-4.78739370,5.92526470,0.00599139,1.26069156,1.83912241,3.16010879,0.35399322,0.29575073,0.07762951,0.97329221
-4.78139070,6.27221191,0.00612186,1.35416169,1.96748229,3.40079754,0.35428165,0.30083669,0.07928020,0.98750787
-4.77538769,6.63759684,0.00626427,1.45104077,2.10347095,3.64942376,0.35606334,0.30749426,0.08140577,1.00628317
-4.76938469,7.01876586,0.00641499,1.55080232,2.24638159,3.90466012,0.35912954,0.31557527,0.08397968,1.02912518
-4.76338169,7.41281964,0.00657031,1.65287030,2.39538864,4.16507074,0.36325661,0.32491713,0.08696624,1.05548394
-4.75737869,7.81665540,0.00672661,1.75662094,2.54954976,4.42911640,0.36821306,0.33535057,0.09032195,1.08477319
-4.75137569,8.22700729,0.00688040,1.86138438,2.70780865,4.69515884,0.37376615,0.34670708,0.09399703,1.11639050
-4.74537269,8.64048481,0.00702850,1.96644657,2.86899947,4.96146526,0.37968781,0.35882564,0.09793692,1.14973611
-4.73936968,9.05360956,0.00716814,2.07105175,3.03185349,5.22621390,0.38575969,0.37155858,0.10208383,1.18422965
-4.73336668,9.46285119,0.00729703,2.17440628,3.19500891,5.48750229,0.39177738,0.38477620,0.10637819,1.21932442
-4.72736368,9.86466373,0.00741342,2.27568411,3.35702449,5.74335917,0.39755364,0.39837000,0.11076001,1.25451862
-4.72136068,10.25552346,0.00751618,2.37403457,3.51639760,5.99176168,0.40292081,0.41225444,0.11517010,1.28936348
-4.71535768,10.63196952,0.00760479,2.46859275,3.67158700,6.23065841,0.40773232,0.42636702,0.11955109,1.32346808
-4.70935468,10.99064802,0.00767932,2.55849267,3.82104036,6.45799930,0.41186352,0.44066687,0.12384828,1.35650110
-4.70335168,11.32836005,0.00774040,2.64288325,3.96322610,6.67177199,0.41521187,0.45513177,0.12801033,1.38818948
-4.69734867,11.64211315,0.00778912,2.72094663,4.09666877,6.87004439,0.41769662,0.46975391,0.13198975,1.41831459
-4.69134567,11.92917533,0.00782696,2.79191855,4.21998669,7.05101186,0.41925815,0.48453453,0.13574317,1.44670615
-4.68534267,12.18712989,0.00785564,2.85510963,4.33193047,7.21304742,0.41985698,0.49947775,0.13923150,1.47323453
-4.67933967,12.41392865,0.00787702,2.90992687,4.43142029,7.35475233,0.41947267,0.51458402,0.14241997,1.49780195
-4.67333667,12.60794088,0.00789294,2.95589386,4.51758029,7.47500430,0.41810255,0.52984349,0.14527800,1.52033321
-4.66733367,12.76799476,0.00790511,2.99266876,4.58976780,7.57300024,0.41576043,0.54522969,0.14777906,1.54076653
-4.66133067,12.89340845,0.00791493,3.02005856,4.64759564,7.64829053,0.41247531,0.56069408,0.14990041,1.55904506
-4.65532766,12.98400792,0.00792346,3.03802868,4.69094593,7.70080208,0.40829005,0.57616157,0.15162289,1.57510959
-4.64932466,13.04012926,0.00793124,3.04670696,4.71997405,7.73084778,0.40326003,0.59152767,0.15293067,1.58889291
-4.64332166,13.06260418,0.00793829,3.04638141,4.73510224,7.73912091,0.39745186,0.60665720,0.15381106,1.60031613
