energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.72386193,2.73395057,0.01028517,0.38534456,0.58415770,0.34061626,1.33038928,0.78336463,0.02735306,1.10824480
-5.71785893,2.65817250,0.00928273,0.37594321,0.57039373,0.33034092,1.29453759,0.76387106,0.02576352,1.07577728
-5.71185593,2.58379825,0.00833453,0.36639533,0.55691633,0.32081686,1.25819913,0.74458244,0.02418182,1.04397450
-5.70585293,2.51118764,0.00744590,0.35677667,0.54370063,0.31212592,1.22160524,0.72562610,0.02262431,1.01290152
-5.69984992,2.44071728,0.00662074,0.34718203,0.53072811,0.30433319,1.18503624,0.70714728,0.02110601,0.98261792
-5.69384692,2.37278914,0.00586151,0.33772493,0.51799229,0.29748765,1.14882455,0.68930865,0.01964036,0.95318561
-5.68784392,2.30783527,0.00516940,0.32853616,0.50550297,0.29162297,1.11335501,0.67228836,0.01823909,0.92467518
-5.68184092,2.24631807,0.00454435,0.31976158,0.49328930,0.28675810,1.07906230,0.65627675,0.01691200,0.89717034
-5.67583792,2.18872606,0.00398528,0.31155884,0.48140103,0.28289790,1.04642557,0.64147189,0.01566698,0.87077027
-5.66983492,2.13556540,0.00349018,0.30409353,0.46990829,0.28003365,1.01596037,0.62807405,0.01450994,0.84558967
-5.66383192,2.08734752,0.00305626,0.29753459,0.45889965,0.27814336,0.98820838,0.61627959,0.01344493,0.82175678
-5.65782891,2.04457374,0.00268015,0.29204941,0.44847893,0.27719216,0.96372510,0.60627429,0.01247418,0.79940932
-5.65182591,2.00771779,0.00235806,0.28779855,0.43876066,0.27713264,0.94306645,0.59822676,0.01159826,0.77868904
-5.64582291,1.97720746,0.00208585,0.28493061,0.42986483,0.27790533,0.92677456,0.59228219,0.01081631,0.75973507
-5.63981991,1.95340660,0.00185927,0.28357720,0.42191111,0.27943935,0.91536359,0.58855662,0.01012621,0.74267681
-5.63381691,1.93659872,0.00167402,0.28384843,0.41501295,0.28165337,0.90930626,0.58713241,0.00952479,0.72762678
-5.62781391,1.92697333,0.00152588,0.28582899,0.40927207,0.28445695,0.90902161,0.58805486,0.00900814,0.71467413
-5.62181091,1.92461612,0.00141081,0.28957513,0.40477351,0.28775222,0.91486461,0.59133036,0.00857182,0.70387924
-5.61580790,1.92950356,0.00132500,0.29511259,0.40158166,0.29143610,0.92711803,0.59692617,0.00821108,0.69526977
-5.60980490,1.94150259,0.00126500,0.30243563,0.39973753,0.29540285,0.94598682,0.60477184,0.00792117,0.68883857
-5.60380190,1.96037536,0.00122770,0.31150721,0.39925725,0.29954704,0.97159520,0.61476224,0.00769749,0.68454361
-5.59779890,1.98578885,0.00121039,0.32226031,0.40013198,0.30376675,1.00398634,0.62676200,0.00753584,0.68230978
-5.59179590,2.01732892,0.00121080,0.33460022,0.40232908,0.30796697,1.04312441,0.64061117,0.00743260,0.68203266
-5.58579290,2.05451768,0.00122708,0.34840789,0.40579450,0.31206294,1.08889875,0.65613174,0.00738486,0.68358381
-5.57978989,2.09683339,0.00125784,0.36354392,0.41045606,0.31598339,1.14112945,0.67313462,0.00739056,0.68681737
-5.57378689,2.14373133,0.00130209,0.37985310,0.41622742,0.31967339,1.19957404,0.69142671,0.00744856,0.69157737
-5.56778389,2.19466443,0.00135925,0.39716919,0.42301240,0.32309671,1.26393440,0.71081759,0.00755867,0.69770532
-5.56178089,2.24910226,0.00142912,0.41531970,0.43070932,0.32623747,1.33386342,0.73112547,0.00772167,0.70504762
-5.55577789,2.30654715,0.00151184,0.43413041,0.43921511,0.32910107,1.40897089,0.75218194,0.00793924,0.71346219
-5.54977489,2.36654637,0.00160782,0.45342934,0.44842879,0.33171416,1.48882804,0.77383537,0.00821389,0.72282391
-5.54377189,2.42869960,0.00171774,0.47305001,0.45825427,0.33412373,1.57297061,0.79595266,0.00854879,0.73302864
-5.53776888,2.49266130,0.00184244,0.49283382,0.46860219,0.33639516,1.66090021,0.81841927,0.00894759,0.74399538
-5.53176588,2.55813784,0.00198288,0.51263155,0.47939078,0.33860950,1.75208419,0.84113764,0.00941419,0.75566668
-5.52576288,2.62487977,0.00214007,0.53230386,0.49054582,0.34085984,1.84595426,0.86402406,0.00995249,0.76800712
-5.51975988,2.69266988,0.00231499,0.55172088,0.50199965,0.34324703,1.94190437,0.88700432,0.01056609,0.78100014
-5.51375688,2.76130807,0.00250855,0.57076118,0.51368961,0.34587497,2.03928849,0.91000851,0.01125799,0.79464335
-5.50775388,2.83059422,0.00272148,0.58931014,0.52555588,0.34884548,2.13741902,0.93296531,0.01203024,0.80894283
-5.50175088,2.90031051,0.00295428,0.60725798,0.53753924,0.35225326,2.23556655,0.95579641,0.01288365,0.82390659
-5.49574787,2.97020462,0.00320716,0.62449788,0.54957874,0.35618084,2.33296177,0.97841135,0.01381750,0.83953792
-5.48974487,3.03997515,0.00347996,0.64092427,0.56160984,0.36069407,2.42880002,1.00070331,0.01482924,0.85582884
-5.48374187,3.10926068,0.00377214,0.65643158,0.57356299,0.36583806,2.52224895,1.02254633,0.01591433,0.87275422
-5.47773887,3.17763319,0.00408269,0.67091375,0.58536294,0.37163403,2.61245950,1.04379401,0.01706601,0.89026691
-5.47173587,3.24459682,0.00441016,0.68426451,0.59692891,0.37807703,2.69858007,1.06428012,0.01827525,0.90829418
-5.46573287,3.30959209,0.00475259,0.69637859,0.60817566,0.38513466,2.77977353,1.08382095,0.01953075,0.92673572
-5.45972986,3.37200561,0.00510753,0.70715372,0.61901532,0.39274702,2.85523641,1.10221946,0.02081899,0.94546326
-5.45372686,3.43118475,0.00547206,0.71649354,0.62936010,0.40082770,2.92421952,1.11927096,0.02212444,0.96432196
-5.44772386,3.48645667,0.00584282,0.72431102,0.63912548,0.40926587,2.98604881,1.13476993,0.02342979,0.98313328
-5.44172086,3.53715050,0.00621604,0.73053234,0.64823386,0.41792946,3.04014545,1.14851776,0.02471635,1.00169946
-5.43571786,3.58262148,0.00658759,0.73510084,0.65661835,0.42666918,3.08604391,1.16033068,0.02596443,1.01980910
-5.42971486,3.62227580,0.00695307,0.73798088,0.66422648,0.43532337,3.12340707,1.17004770,0.02715387,1.03724377
-5.42371186,3.65559468,0.00730787,0.73916118,0.67102357,0.44372329,3.15203735,1.17753789,0.02826459,1.05378522
-5.41770885,3.68215642,0.00764729,0.73865755,0.67699557,0.45169895,3.17188320,1.18270661,0.02927714,1.06922295
-5.41170585,3.70165538,0.00796661,0.73651462,0.68215125,0.45908489,3.18304063,1.18550052,0.03017332,1.08336164
-5.40570285,3.71391686,0.00826120,0.73280659,0.68652341,0.46572603,3.18574955,1.18591085,0.03093673,1.09602840
-5.39969985,3.71890720,0.00852662,0.72763674,0.69016925,0.47148307,3.18038525,1.18397505,0.03155327,1.10707924
-5.39369685,3.71673881,0.00875876,0.72113585,0.69316974,0.47623745,3.16744538,1.17977655,0.03201165,1.11640465
-5.38769385,3.70766978,0.00895389,0.71345941,0.69562794,0.47989551,3.14753329,1.17344289,0.03230371,1.12393413
-5.38169085,3.69209826,0.00910879,0.70478391,0.69766643,0.48239178,3.12133845,1.16514214,0.03242475,1.12963925
-5.37568784,3.67055190,0.00922085,0.69530219,0.69942391,0.48369118,3.08961503,1.15507798,0.03237364,1.13353533
-5.36968484,3.64367267,0.00928807,0.68521821,0.70105092,0.48379015,3.05315964,1.14348365,0.03215289,1.13568142
-5.36368184,3.61219785,0.00930920,0.67474131,0.70270500,0.48271648,3.01278909,1.13061488,0.03176852,1.13617868
-5.35767884,3.57693761,0.00928373,0.66408034,0.70454533,0.48052801,2.96931893,1.11674234,0.03122989,1.13516710
-5.35167584,3.53875015,0.00921193,0.65343770,0.70672693,0.47731010,2.92354371,1.10214360,0.03054937,1.13282052
-5.34567284,3.49851502,0.00909481,0.64300364,0.70939472,0.47317210,2.87621903,1.08709509,0.02974190,1.12934023
-5.33966983,3.45710555,0.00893416,0.63295095,0.71267752,0.46824284,2.82804606,1.07186413,0.02882449,1.12494718
-5.33366683,3.41536109,0.00873245,0.62343013,0.71668217,0.46266539,2.77965840,1.05670124,0.02781569,1.11987318
-5.32766383,3.37406014,0.00849281,0.61456531,0.72148798,0.45659134,2.73161148,1.04183306,0.02673498,1.11435127
-5.32166083,3.33389498,0.00821890,0.60645088,0.72714183,0.45017481,2.68437426,1.02745590,0.02560220,1.10860579
-5.31565783,3.29544898,0.00791486,0.59914899,0.73365394,0.44356645,2.63832327,1.01373021,0.02443695,1.10284256
-5.30965483,3.25917721,0.00758522,0.59268801,0.74099470,0.43690780,2.59373873,1.00077610,0.02325807,1.09723949
-5.30365183,3.22539145,0.00723472,0.58706194,0.74909272,0.43032619,2.55080272,0.98867005,0.02208316,1.09193844
-5.29764882,3.19425018,0.00686828,0.58223079,0.75783430,0.42393042,2.50959938,0.97744302,0.02092822,1.08703847
-5.29164582,3.16575435,0.00649081,0.57812206,0.76706457,0.41780749,2.47011709,0.96708015,0.01980727,1.08259113
-5.28564282,3.13974947,0.00610718,0.57463321,0.77659024,0.41202058,2.43225272,0.95752203,0.01873225,1.07859816
-5.27963982,3.11593421,0.00572209,0.57163507,0.78618421,0.40660818,2.39581804,0.94866778,0.01771280,1.07501178
-5.27363682,3.09387558,0.00533996,0.56897624,0.79559191,0.40158468,2.36054829,0.94037983,0.01675633,1.07173777
-5.26763382,3.07303057,0.00496492,0.56648834,0.80453924,0.39694215,2.32611299,0.93249044,0.01586809,1.06864136
-5.26163082,3.05277344,0.00460075,0.56399189,0.81274198,0.39265339,2.29212891,0.92480978,0.01505127,1.06555572
-5.25562781,3.03242791,0.00425080,0.56130282,0.81991624,0.38867597,2.25817497,0.91713530,0.01430729,1.06229279
-5.24962481,3.01130300,0.00391804,0.55823922,0.82578971,0.38495709,2.22380876,0.90926221,0.01363606,1.05865595
-5.24362181,2.98873096,0.00360500,0.55462831,0.83011308,0.38143902,2.18858435,0.90099449,0.01303626,1.05445396
-5.23761881,2.96410571,0.00331385,0.55031308,0.83267126,0.37806475,2.15207057,0.89215609,0.01250571,1.04951541
-5.23161581,2.93691992,0.00304637,0.54515866,0.83329379,0.37478374,2.11386932,0.88260174,0.01204164,1.04370309
-5.22561281,2.90679883,0.00280402,0.53905787,0.83186394,0.37155713,2.07363298,0.87222683,0.01164105,1.03692725
-5.21960980,2.87352921,0.00258795,0.53193587,0.82832601,0.36836253,2.03108025,0.86097592,0.01130098,1.02915715
-5.21360680,2.83708164,0.00239906,0.52375362,0.82269035,0.36519780,1.98600962,0.84884918,0.01101873,1.02043025
-5.20760380,2.79762501,0.00223805,0.51450995,0.81503589,0.36208378,1.93830985,0.83590663,0.01079209,1.01085822
-5.20160080,2.75553206,0.00210541,0.50424226,0.80550987,0.35906583,1.88796690,0.82226956,0.01061944,1.00062950
-5.19559780,2.71137547,0.00200147,0.49302555,0.79432465,0.35621391,1.83506699,0.80811920,0.01049985,0.99000809
-5.18959480,2.66591437,0.00192641,0.48097007,0.78175178,0.35362138,1.77979560,0.79369236,0.01043312,0.97932834
-5.18359180,2.62007155,0.00188028,0.46821747,0.76811343,0.35140239,1.72243243,0.77927427,0.01041967,0.96898596
-5.17758879,2.57490211,0.00186294,0.45493576,0.75377139,0.34968801,1.66334256,0.76518876,0.01046054,0.95942537
-5.17158579,2.53155482,0.00187411,0.44131310,0.73911435,0.34862125,1.60296432,0.75178622,0.01055716,0.95112396
-5.16558279,2.49122766,0.00191329,0.42755093,0.72454362,0.34835109,1.54179428,0.73942975,0.01071120,0.94457380
-5.15957979,2.45511939,0.00197973,0.41385648,0.71045819,0.34902592,1.48037027,0.72848015,0.01092432,0.94026149
-5.15357679,2.42437926,0.00207244,0.40043525,0.69723955,0.35078649,1.41925305,0.71928034,0.01119795,0.93864710
-5.14757379,2.40005699,0.00219006,0.38748347,0.68523700,0.35375876,1.35900752,0.71214009,0.01153300,0.94014305
-5.14157079,2.38305530,0.00233093,0.37518118,0.67475409,0.35804698,1.30018431,0.70732150,0.01192957,0.94509382
-5.13556778,2.37408708,0.00249297,0.36368597,0.66603672,0.36372726,1.24330247,0.70502622,0.01238677,0.95375756
-5.12956478,2.37363932,0.00267370,0.35312780,0.65926347,0.37084202,1.18883402,0.70538485,0.01290241,0.96629038
-5.12356178,2.38194548,0.00287024,0.34360501,0.65453855,0.37939550,1.13719088,0.70844917,0.01347285,0.98273413
-5.11755878,2.39896781,0.00307930,0.33518176,0.65188769,0.38935070,1.08871468,0.71418768,0.01409286,1.00300841
-5.11155578,2.42439066,0.00329720,0.32788695,0.65125725,0.40062790,1.04366978,0.72248463,0.01475554,1.02690731
-5.10555278,2.45762543,0.00351997,0.32171465,0.65251645,0.41310490,1.00223969,0.73314289,0.01545228,1.05410116
-5.09954977,2.49782722,0.00374334,0.31662610,0.65546283,0.42661909,0.96452684,0.74589042,0.01617289,1.08414351
-5.09354677,2.54392281,0.00396290,0.31255299,0.65983066,0.44097140,0.93055575,0.76039032,0.01690570,1.11648313
-5.08754377,2.59464909,0.00417414,0.30940214,0.66530185,0.45593190,0.90027909,0.77625408,0.01763777,1.15048079
-5.08154077,2.64860036,0.00437260,0.30706107,0.67151916,0.47124707,0.87358655,0.79305734,0.01835527,1.18543014
-5.07553777,2.70428273,0.00455397,0.30540445,0.67810087,0.48664835,0.85031576,0.81035769,0.01904375,1.22058202
-5.06953477,2.76017322,0.00471424,0.30430097,0.68465654,0.50186168,0.83026492,0.82771358,0.01968865,1.25517110
-5.06353177,2.81478098,0.00484977,0.30362038,0.69080291,0.51661763,0.81320622,0.84470347,0.02027565,1.28844378
-5.05752876,2.86670772,0.00495746,0.30324028,0.69617949,0.53066169,0.79889967,0.86094434,0.02079125,1.31968606
-5.05152576,2.91470463,0.00503483,0.30305251,0.70046296,0.54376420,0.78710635,0.87610855,0.02122315,1.34825017
-5.04552276,2.95772280,0.00508008,0.30296851,0.70337976,0.55572944,0.77760057,0.88993827,0.02156073,1.37357864
-5.03951976,2.99495476,0.00509217,0.30292375,0.70471639,0.56640339,0.77018027,0.90225654,0.02179542,1.39522460
-5.03351676,3.02586483,0.00507082,0.30288059,0.70432690,0.57567981,0.76467502,0.91297457,0.02192105,1.41286740
-5.02751376,3.05020665,0.00501658,0.30282982,0.70213717,0.58350427,0.76095139,0.92209451,0.02193405,1.42632266
-5.02151076,3.06802695,0.00493071,0.30279034,0.69814594,0.58987574,0.75891513,0.92970774,0.02183362,1.43554629
-5.01550775,3.07965496,0.00481523,0.30280740,0.69242251,0.59484591,0.75851027,0.93598849,0.02162174,1.44063217
-5.00950475,3.08567824,0.00467276,0.30294909,0.68510121,0.59851589,0.75971504,0.94118308,0.02130312,1.44180369
-5.00350175,3.08690565,0.00450646,0.30330152,0.67637311,0.60103069,0.76253496,0.94559536,0.02088498,1.43939951
-4.99749875,3.08431960,0.00431991,0.30396276,0.66647523,0.60257160,0.76699335,0.94956885,0.02037681,1.43385437
-4.99149575,3.07901984,0.00411698,0.30503584,0.65567798,0.60334680,0.77311999,0.95346663,0.01979000,1.42567578
-4.98549275,3.07216169,0.00390171,0.30662130,0.64427139,0.60358083,0.78093851,0.95764992,0.01913740,1.41541800
-4.97948974,3.06489194,0.00367817,0.30880955,0.63255088,0.60350327,0.79045328,0.96245643,0.01843288,1.40365455
-4.97348674,3.05828570,0.00345031,0.31167344,0.62080328,0.60333733,0.80163674,0.96817969,0.01769083,1.39095066
-4.96748374,3.05328753,0.00322190,0.31526158,0.60929368,0.60328881,0.81441787,0.97505033,0.01692565,1.37783718
-4.96148074,3.05065980,0.00299637,0.31959264,0.59825396,0.60353616,0.82867271,0.98322040,0.01615136,1.36478699
-4.95547774,3.05094091,0.00277678,0.32465100,0.58787319,0.60422191,0.84421739,0.99275144,0.01538113,1.35219539
-4.94947474,3.05441551,0.00256573,0.33038409,0.57829059,0.60544606,0.86080456,1.00360712,0.01462697,1.34036496
-4.94347174,3.06109792,0.00236533,0.33670143,0.56959113,0.60726164,0.87812319,1.01565063,0.01389947,1.32949582
-4.93746873,3.07072968,0.00217718,0.34347563,0.56180392,0.60967262,0.89580221,1.02864713,0.01320760,1.31968139
-4.93146573,3.08279087,0.00200239,0.35054524,0.55490330,0.61263424,0.91341774,1.04227108,0.01255864,1.31090971
-4.92546273,3.09652457,0.00184156,0.35771933,0.54881259,0.61605576,0.93050383,1.05611806,0.01195818,1.30306999
-4.91945973,3.11097294,0.00169489,0.36478367,0.54340997,0.61980523,0.94656602,1.06972061,0.01141020,1.29596387
-4.91345673,3.12502272,0.00156215,0.37150816,0.53853630,0.62371618,0.96109730,1.08256714,0.01091721,1.28932047
-4.90745373,3.13745798,0.00144283,0.37765517,0.53400431,0.62759587,0.97359557,1.09412313,0.01048047,1.28281434
-4.90145073,3.14701699,0.00133612,0.38298848,0.52960857,0.63123442,0.98358177,1.10385348,0.01010018,1.27608536
-4.89544772,3.15245063,0.00124103,0.38728222,0.52513592,0.63441463,0.99061781,1.11124507,0.00977580,1.26875923
-4.88944472,3.15257933,0.00115645,0.39032958,0.52037566,0.63692189,0.99432336,1.11582836,0.00950628,1.26046773
-4.88344172,3.14634585,0.00108122,0.39195075,0.51512908,0.63855370,0.99439066,1.11719716,0.00929029,1.25086767
-4.87743872,3.13286165,0.00101416,0.39199980,0.50921804,0.63912844,0.99059663,1.11502559,0.00912641,1.23965762
-4.87143572,3.11144479,0.00095414,0.39037009,0.50249207,0.63849304,0.98281179,1.10908166,0.00901333,1.22659188
-4.86543272,3.08164801,0.00090013,0.38699817,0.49483397,0.63652912,0.97100536,1.09923686,0.00894993,1.21149104
-4.85942971,3.04327600,0.00085119,0.38186581,0.48616355,0.63315767,0.95524659,1.08547144,0.00893530,1.19424890
-4.85342671,2.99639148,0.00080653,0.37500022,0.47643967,0.62834177,0.93570206,1.06787530,0.00896877,1.17483576
-4.84742371,2.94131042,0.00076552,0.36647249,0.46566043,0.62208766,0.91262932,1.04664454,0.00904977,1.15329790
-4.84142071,2.87858685,0.00072766,0.35639434,0.45386173,0.61444393,0.88636711,1.02207402,0.00917776,1.12975376
-4.83541771,2.80898859,0.00069259,0.34491342,0.44111432,0.60549908,0.85732270,0.99454633,0.00935203,1.10438711
-4.82941471,2.73346518,0.00066008,0.33220732,0.42751962,0.59537755,0.82595702,0.96451771,0.00957150,1.07743767
-4.82341171,2.65310979,0.00063002,0.31847676,0.41320451,0.58423448,0.79276828,0.93250169,0.00983455,1.04918976
-4.81740870,2.56911708,0.00060238,0.30393813,0.39831548,0.57224943,0.75827478,0.89905117,0.01013875,1.01995967
-4.81140570,2.48273883,0.00057719,0.28881589,0.38301227,0.55961931,0.72299783,0.86473972,0.01048076,0.99008233
-4.80540270,2.39523931,0.00055455,0.27333504,0.36746146,0.54655094,0.68744528,0.83014278,0.01085613,0.95989781
-4.79939970,2.30785226,0.00053457,0.25771402,0.35183022,0.53325344,0.65209655,0.79581967,0.01125923,0.92973836
-4.79339670,2.22174103,0.00051735,0.24215838,0.33628042,0.51993069,0.61738950,0.76229677,0.01168321,0.89991641
-4.78739370,2.13796329,0.00050300,0.22685534,0.32096333,0.50677435,0.58370978,0.73005276,0.01212004,0.87071401
-4.78139070,2.05744147,0.00049158,0.21196948,0.30601518,0.49395747,0.55138274,0.69950608,0.01256062,0.84237397
-4.77538769,1.98093969,0.00048311,0.19763962,0.29155353,0.48162897,0.52066820,0.67100500,0.01299494,0.81509308
-4.76938469,1.90904760,0.00047757,0.18397696,0.27767469,0.46990919,0.49175804,0.64482060,0.01341235,0.78901747
-4.76338169,1.84217142,0.00047487,0.17106444,0.26445208,0.45888665,0.46477647,0.62114258,0.01380181,0.76424019
-4.75737869,1.78053199,0.00047488,0.15895722,0.25193565,0.44861600,0.43978279,0.60007800,0.01415226,0.74080099
-4.75137569,1.72416941,0.00047739,0.14768417,0.24015221,0.43911729,0.41677629,0.58165264,0.01445300,0.71868812
-4.74537269,1.67295370,0.00048216,0.13725022,0.22910664,0.43037647,0.39570294,0.56581496,0.01469399,0.69784211
-4.73936968,1.62660079,0.00048888,0.12763934,0.21878383,0.42234712,0.37646333,0.55244223,0.01486628,0.67816101
-4.73336668,1.58469271,0.00049721,0.11881806,0.20915119,0.41495328,0.35892156,0.54134857,0.01496230,0.65950712
-4.72736368,1.54670124,0.00050678,0.11073913,0.20016175,0.40809320,0.34291453,0.53229450,0.01497615,0.64171457
-4.72136068,1.51201380,0.00051717,0.10334539,0.19175739,0.40164398,0.32826126,0.52499764,0.01490384,0.62459763
-4.71535768,1.47996073,0.00052798,0.09657343,0.18387235,0.39546680,0.31477190,0.51914424,0.01474342,0.60795924
-4.70935468,1.44984285,0.00053877,0.09035712,0.17643673,0.38941255,0.30225609,0.51440108,0.01449506,0.59159962
-4.70335168,1.42095852,0.00054912,0.08463073,0.16937981,0.38332778,0.29053041,0.51042740,0.01416105,0.57532438
-4.69734867,1.39262939,0.00055863,0.07933166,0.16263314,0.37706060,0.27942491,0.50688660,0.01374570,0.55895220
-4.69134567,1.36422404,0.00056690,0.07440270,0.15613341,0.37046648,0.26878838,0.50345737,0.01325519,0.54232151
-4.68534267,1.33517907,0.00057358,0.06979383,0.14982471,0.36341364,0.25849264,0.49984393,0.01269730,0.52529630
-4.67933967,1.30501722,0.00057836,0.06546351,0.14366053,0.35578802,0.24843561,0.49578517,0.01208119,0.50777069
-4.67333667,1.27336192,0.00058096,0.06137968,0.13760518,0.34749745,0.23854343,0.49106251,0.01141702,0.48967236
-4.66733367,1.23994851,0.00058116,0.05752025,0.13163474,0.33847516,0.22877167,0.48550620,0.01071562,0.47096473
-4.66133067,1.20463156,0.00057880,0.05387343,0.12573758,0.32868237,0.21910582,0.47900010,0.00998815,0.45164793
-4.65532766,1.16738874,0.00057377,0.05043785,0.11991435,0.31810992,0.20956118,0.47148459,0.00924573,0.43175860
-4.64932466,1.12832095,0.00056604,0.04722247,0.11417773,0.30677902,0.20018237,0.46295779,0.00849915,0.41136872
-4.64332166,1.08764932,0.00055562,0.04424655,0.10855169,0.29474097,0.19104250,0.45347504,0.00775855,0.39058345
