energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.69384692,0.82521430,0.05415183,0.11932658,0.00149954,0.03418076,0.17600297,0.48720528,0.20632744,0.00000000
-5.68784392,0.79046862,0.05338911,0.11522424,0.00141309,0.03287697,0.16716148,0.46647027,0.19696292,0.00000000
-5.68184092,0.75572718,0.05306239,0.11111136,0.00132319,0.03171950,0.15848926,0.44511486,0.18821086,0.00000000
-5.67583792,0.72177236,0.05329029,0.10709863,0.00123136,0.03077208,0.15019251,0.42349412,0.18036696,0.00000000
-5.66983492,0.68939951,0.05419873,0.10330045,0.00113908,0.03009965,0.14247688,0.40196883,0.17372950,0.00000000
-5.66383192,0.65940968,0.05592026,0.09983368,0.00104774,0.02976765,0.13554533,0.38090239,0.16859658,0.00000000
-5.65782891,0.63260261,0.05859302,0.09681636,0.00095863,0.02984106,0.12959616,0.36065799,0.16526331,0.00000000
-5.65182591,0.60976954,0.06235945,0.09436612,0.00087290,0.03038357,0.12482124,0.34159591,0.16401892,0.00000000
-5.64582291,0.59168578,0.06736450,0.09259867,0.00079153,0.03145662,0.12140441,0.32407089,0.16514371,0.00000000
-5.63981991,0.57910277,0.07375342,0.09162590,0.00071538,0.03311836,0.11951980,0.30842946,0.16890559,0.00000000
-5.63381691,0.57273947,0.08166908,0.09155400,0.00064510,0.03542254,0.11933025,0.29500714,0.17555639,0.00000000
-5.62781391,0.57327281,0.09124875,0.09248129,0.00058121,0.03841734,0.12098552,0.28412551,0.18532753,0.00000000
-5.62181091,0.58132742,0.10262050,0.09449606,0.00052405,0.04214404,0.12462044,0.27608890,0.19842541,0.00000000
-5.61580790,0.59746437,0.11589907,0.09767422,0.00047383,0.04663570,0.13035277,0.27118097,0.21502622,0.00000000
-5.60980490,0.62216918,0.13118160,0.10207702,0.00043062,0.05191578,0.13828092,0.26966082,0.23527048,0.00000000
-5.60380190,0.65583939,0.14854300,0.10774882,0.00039438,0.05799670,0.14848145,0.27175901,0.25925729,0.00000000
-5.59779890,0.69877176,0.16803138,0.11471500,0.00036497,0.06487852,0.16100640,0.27767317,0.28703865,0.00000000
-5.59179590,0.75114988,0.18966364,0.12298013,0.00034219,0.07254769,0.17588058,0.28756364,0.31861388,0.00000000
-5.58579290,0.81303229,0.21342133,0.13252655,0.00032575,0.08097594,0.19309886,0.30154894,0.35392459,0.00000000
-5.57978989,0.88434197,0.23924709,0.14331331,0.00031536,0.09011953,0.21262361,0.31970146,0.39285036,0.00000000
-5.57378689,0.96485750,0.26704187,0.15527575,0.00031070,0.09991866,0.23438238,0.34204331,0.43520556,0.00000000
-5.56778389,1.05420670,0.29666307,0.16832560,0.00031144,0.11029736,0.25826614,0.36854269,0.48073751,0.00000000
-5.56178089,1.15186308,0.32792377,0.18235188,0.00031729,0.12116382,0.28412799,0.39911082,0.52912620,0.00000000
-5.55577789,1.25714570,0.36059323,0.19722236,0.00032799,0.13241107,0.31178265,0.43359974,0.57998591,0.00000000
-5.54977489,1.36922268,0.39439875,0.21278581,0.00034334,0.14391830,0.34100684,0.47180103,0.63286876,0.00000000
-5.54377189,1.48711871,0.42902886,0.22887486,0.00036319,0.15555257,0.37154058,0.51344574,0.68727029,0.00000000
-5.53776888,1.60972659,0.46413788,0.24530945,0.00038750,0.16717104,0.40308958,0.55820553,0.74263702,0.00000000
-5.53176588,1.73582275,0.49935176,0.26190078,0.00041628,0.17862354,0.43532867,0.60569523,0.79837591,0.00000000
-5.52576288,1.86408647,0.53427505,0.27845559,0.00044965,0.18975562,0.46790629,0.65547682,0.85386549,0.00000000
-5.51975988,1.99312246,0.56849879,0.29478064,0.00048784,0.20041177,0.50045002,0.70706475,0.90846827,0.00000000
-5.51375688,2.12148613,0.60160921,0.31068720,0.00053115,0.21043883,0.53257295,0.75993269,0.96154424,0.00000000
-5.50775388,2.24771105,0.63319673,0.32599546,0.00057997,0.21968949,0.56388090,0.81352150,1.01246490,0.00000000
-5.50175088,2.37033751,0.66286522,0.34053852,0.00063477,0.22802570,0.59398011,0.86724816,1.06062727,0.00000000
-5.49574787,2.48794158,0.69024104,0.35416598,0.00069608,0.23532192,0.62248534,0.92051569,1.10546766,0.00000000
-5.48974487,2.59916361,0.71498170,0.36674688,0.00076445,0.24146806,0.64902807,0.97272348,1.14647442,0.00000000
-5.48374187,2.70273533,0.73678368,0.37817197,0.00084045,0.24637214,0.67326457,1.02327802,1.18319941,0.00000000
-5.47773887,2.79750463,0.75538933,0.38835509,0.00092465,0.24996231,0.69488351,1.07160351,1.21526778,0.00000000
-5.47173587,2.88245740,0.77059259,0.39723388,0.00101752,0.25218852,0.71361297,1.11715213,1.24238559,0.00000000
-5.46573287,2.95673568,0.78224326,0.40476960,0.00111946,0.25302349,0.72922651,1.15941374,1.26434526,0.00000000
-5.45972986,3.01965170,0.79024985,0.41094620,0.00123075,0.25246316,0.74154813,1.19792463,1.28102847,0.00000000
-5.45372686,3.07069745,0.79458092,0.41576882,0.00135149,0.25052645,0.75045599,1.23227509,1.29240666,0.00000000
-5.44772386,3.10954975,0.79526477,0.41926172,0.00148158,0.24725455,0.75588474,1.26211579,1.29853906,0.00000000
-5.44172086,3.13607073,0.79238779,0.42146581,0.00162067,0.24270958,0.75782636,1.28716267,1.29956843,0.00000000
-5.43571786,3.15030407,0.78609126,0.42243600,0.00176818,0.23697280,0.75632952,1.30720038,1.29571483,0.00000000
-5.42971486,3.15246725,0.77656702,0.42223852,0.00192325,0.23014237,0.75149753,1.32208422,1.28726757,0.00000000
-5.42371186,3.14294041,0.76405198,0.42094827,0.00208472,0.22233082,0.74348494,1.33174073,1.27457581,0.00000000
-5.41770885,3.12225220,0.74882176,0.41864641,0.00225119,0.21366219,0.73249288,1.33616692,1.25803814,0.00000000
-5.41170585,3.09106350,0.73118365,0.41541831,0.00242096,0.20426908,0.71876345,1.33542822,1.23809158,0.00000000
-5.40570285,3.05014937,0.71146907,0.41135190,0.00259213,0.19428957,0.70257321,1.32965554,1.21520033,0.00000000
-5.39969985,3.00038002,0.69002586,0.40653636,0.00276260,0.18386417,0.68422607,1.31904127,1.18984465,0.00000000
-5.39369685,2.94270136,0.66721042,0.40106140,0.00293010,0.17313288,0.66404583,1.30383459,1.16251019,0.00000000
-5.38769385,2.87811549,0.64338015,0.39501675,0.00309229,0.16223240,0.64236858,1.28433616,1.13367808,0.00000000
-5.38169085,2.80766173,0.61888609,0.38849209,0.00324681,0.15129360,0.61953518,1.26089228,1.10381592,0.00000000
-5.37568784,2.73239837,0.59406620,0.38157714,0.00339132,0.14043926,0.59588396,1.23388860,1.07336987,0.00000000
-5.36968484,2.65338551,0.56923922,0.37436187,0.00352358,0.12978219,0.57174397,1.20374359,1.04275792,0.00000000
-5.36368184,2.57166906,0.54469935,0.36693670,0.00364155,0.11942368,0.54742882,1.17090168,1.01236442,0.00000000
-5.35767884,2.48826614,0.52071179,0.35939263,0.00374337,0.10945240,0.52323117,1.13582620,0.98253582,0.00000000
-5.35167584,2.40415185,0.49750921,0.35182113,0.00382751,0.09994362,0.49941816,1.09899219,0.95357767,0.00000000
-5.34567284,2.32024760,0.47528928,0.34431375,0.00389273,0.09095891,0.47622764,1.06087921,0.92575279,0.00000000
-5.33966983,2.23741095,0.45421315,0.33696152,0.00393814,0.08254619,0.45386532,1.02196410,0.89928055,0.00000000
-5.33366683,2.15642723,0.43440504,0.32985395,0.00396323,0.07474005,0.43250294,0.98271401,0.87433724,0.00000000
-5.32766383,2.07800283,0.41595278,0.32307787,0.00396787,0.06756250,0.41227720,0.94357961,0.85105746,0.00000000
-5.32166083,2.00276042,0.39890936,0.31671599,0.00395230,0.06102392,0.39328977,0.90498890,0.82953640,0.00000000
-5.31565783,1.93123616,0.38329536,0.31084544,0.00391708,0.05512425,0.37560798,0.86734161,0.80983307,0.00000000
-5.30965483,1.86387913,0.36910215,0.30553626,0.00386313,0.04985428,0.35926648,0.83100443,0.79197433,0.00000000
-5.30365183,1.80105281,0.35629584,0.30085007,0.00379162,0.04519713,0.34426943,0.79630729,0.77595960,0.00000000
-5.29764882,1.74303888,0.34482171,0.29683894,0.00370398,0.04112975,0.33059354,0.76354073,0.76176625,0.00000000
-5.29164582,1.69004308,0.33460903,0.29354463,0.00360183,0.03762438,0.31819147,0.73295463,0.74935540,0.00000000
-5.28564282,1.64220308,0.32557609,0.29099824,0.00348692,0.03464999,0.30699583,0.70475817,0.73867802,0.00000000
-5.27963982,1.59959798,0.31763521,0.28922033,0.00336112,0.03217361,0.29692330,0.67912110,0.72968113,0.00000000
-5.27363682,1.56225902,0.31069755,0.28822144,0.00322632,0.03016153,0.28787912,0.65617626,0.72231375,0.00000000
-5.26763382,1.53018107,0.30467758,0.28800307,0.00308446,0.02858029,0.27976144,0.63602314,0.71653245,0.00000000
-5.26163082,1.50333415,0.29949686,0.28855902,0.00293740,0.02739753,0.27246568,0.61873224,0.71230601,0.00000000
-5.25562781,1.48167445,0.29508717,0.28987689,0.00278699,0.02658259,0.26588850,0.60435001,0.70961908,0.00000000
-5.24962481,1.46515394,0.29139271,0.29193975,0.00263494,0.02610687,0.25993149,0.59290401,0.70847448,0.00000000
-5.24362181,1.45372819,0.28837132,0.29472762,0.00248289,0.02594406,0.25450422,0.58440792,0.70889384,0.00000000
-5.23761881,1.44736155,0.28599462,0.29821887,0.00233232,0.02607003,0.24952676,0.57886612,0.71091646,0.00000000
-5.23161581,1.44602945,0.28424719,0.30239116,0.00218459,0.02646267,0.24493135,0.57627751,0.71459642,0.00000000
-5.22561281,1.44971735,0.28312466,0.30722195,0.00204090,0.02710149,0.24066348,0.57663823,0.71999772,0.00000000
-5.21960980,1.45841647,0.28263098,0.31268843,0.00190230,0.02796710,0.23668206,0.57994326,0.72718780,0.00000000
-5.21360680,1.47211631,0.28277489,0.31876688,0.00176966,0.02904064,0.23295897,0.58618662,0.73622957,0.00000000
-5.20760380,1.49079445,0.28356594,0.32543144,0.00164372,0.03030314,0.22947783,0.59536029,0.74717241,0.00000000
-5.20160080,1.51440422,0.28501009,0.33265239,0.00152502,0.03173483,0.22623230,0.60745185,0.76004250,0.00000000
-5.19559780,1.54286103,0.28710543,0.34039404,0.00141398,0.03331466,0.22322387,0.62244109,0.77483312,0.00000000
-5.18959480,1.57602835,0.28983795,0.34861244,0.00131084,0.03501969,0.22045939,0.64029587,0.79149548,0.00000000
-5.18359180,1.61370435,0.29317795,0.35725305,0.00121570,0.03682478,0.21794842,0.66096749,0.80993065,0.00000000
-5.17758879,1.65561022,0.29707711,0.36624856,0.00112850,0.03870234,0.21570070,0.68438593,0.82998323,0.00000000
-5.17158579,1.70138119,0.30146648,0.37551721,0.00104907,0.04062230,0.21372370,0.71045544,0.85143726,0.00000000
-5.16558279,1.75056115,0.30625568,0.38496163,0.00097713,0.04255230,0.21202054,0.73905075,0.87401475,0.00000000
-5.15957979,1.80260132,0.31133312,0.39446851,0.00091225,0.04445798,0.21058839,0.77001422,0.89737715,0.00000000
-5.15357679,1.85686371,0.31656760,0.40390911,0.00085396,0.04630357,0.20941733,0.80315417,0.92112988,0.00000000
-5.14757379,1.91262910,0.32181100,0.41314080,0.00080168,0.04805256,0.20848980,0.83824467,0.94482987,0.00000000
-5.14157079,1.96910977,0.32690209,0.42200946,0.00075480,0.04966858,0.20778064,0.87502665,0.96799591,0.00000000
-5.13556778,2.02546611,0.33167124,0.43035289,0.00071266,0.05111629,0.20725770,0.91321046,0.99012140,0.00000000
-5.12956478,2.08082677,0.33594583,0.43800489,0.00067462,0.05236241,0.20688288,0.95247973,1.01068899,0.00000000
-5.12356178,2.13431109,0.33955602,0.44479999,0.00064000,0.05337669,0.20661364,0.99249626,1.02918647,0.00000000
-5.11755878,2.18505287,0.34234080,0.45057853,0.00060817,0.05413283,0.20640474,1.03290566,1.04512318,0.00000000
-5.11155578,2.23222424,0.34415373,0.45519186,0.00057855,0.05460938,0.20621016,1.07334350,1.05804620,0.00000000
-5.10555278,2.27505844,0.34486836,0.45850740,0.00055059,0.05479036,0.20598509,1.11344160,1.06755551,0.00000000
-5.09954977,2.31287034,0.34438290,0.46041330,0.00052384,0.05466588,0.20568773,1.15283397,1.07331747,0.00000000
-5.09354677,2.34507382,0.34262400,0.46082240,0.00049788,0.05423236,0.20528099,1.19116241,1.07507603,0.00000000
-5.08754377,2.37119501,0.33954941,0.45967550,0.00047241,0.05349271,0.20473379,1.22808121,1.07266105,0.00000000
-5.08154077,2.39088112,0.33514946,0.45694346,0.00044719,0.05245614,0.20402204,1.26326097,1.06599362,0.00000000
-5.07553777,2.40390430,0.32944734,0.45262834,0.00042207,0.05113788,0.20312915,1.29639137,1.05508789,0.00000000
-5.06953477,2.41016078,0.32249806,0.44676338,0.00039695,0.04955856,0.20204620,1.32718288,1.04004973,0.00000000
-5.06353177,2.40966530,0.31438633,0.43941183,0.00037182,0.04774358,0.20077153,1.35536753,1.02107209,0.00000000
-5.05752876,2.40254158,0.30522334,0.43066481,0.00034672,0.04572220,0.19931011,1.38069883,0.99842747,0.00000000
-5.05152576,2.38900936,0.29514277,0.42063826,0.00032174,0.04352662,0.19767243,1.40295109,0.97245794,0.00000000
-5.04552276,2.36936893,0.28429600,0.40946905,0.00029700,0.04119099,0.19587328,1.42191835,0.94356314,0.00000000
-5.03951976,2.34398396,0.27284699,0.39731062,0.00027266,0.03875039,0.19393023,1.43741326,0.91218678,0.00000000
-5.03351676,2.31326376,0.26096688,0.38432823,0.00024886,0.03623989,0.19186217,1.44926609,0.87880242,0.00000000
-5.02751376,2.27764570,0.24882861,0.37069398,0.00022578,0.03369358,0.18968769,1.45732414,0.84389887,0.00000000
-5.02151076,2.23757875,0.23660171,0.35658198,0.00020358,0.03114385,0.18742375,1.46145183,0.80796594,0.00000000
-5.01550775,2.19350877,0.22444753,0.34216355,0.00018240,0.02862067,0.18508440,1.46153142,0.77148098,0.00000000
-5.00950475,2.14586609,0.21251495,0.32760301,0.00016236,0.02615102,0.18267973,1.45746470,0.73489667,0.00000000
-5.00350175,2.09505584,0.20093684,0.31305372,0.00014358,0.02375856,0.18021517,1.44917532,0.69863032,0.00000000
-4.99749875,2.04145114,0.18982715,0.29865493,0.00012612,0.02146330,0.17769106,1.43661194,0.66305512,0.00000000
-4.99149575,1.98538920,0.17927892,0.28452915,0.00011004,0.01928156,0.17510253,1.41975191,0.62849332,0.00000000
-4.98549275,1.92717024,0.16936301,0.27078029,0.00009535,0.01722597,0.17243970,1.39860527,0.59521154,0.00000000
-4.97948974,1.86705884,0.16012773,0.25749252,0.00008205,0.01530558,0.16968821,1.37321878,0.56341827,0.00000000
-4.97348674,1.80528749,0.15159912,0.24472980,0.00007012,0.01352609,0.16683000,1.34367980,0.53326323,0.00000000
-4.96748374,1.74206178,0.14378205,0.23253613,0.00005951,0.01189018,0.16384427,1.31011947,0.50483886,0.00000000
-4.96148074,1.67756671,0.13666186,0.22093639,0.00005014,0.01039785,0.16070868,1.27271516,0.47818339,0.00000000
-4.95547774,1.61197371,0.13020660,0.20993775,0.00004196,0.00904678,0.15740067,1.23169174,0.45328548,0.00000000
-4.94947474,1.54544776,0.12436957,0.19953157,0.00003486,0.00783279,0.15389873,1.18732153,0.43009012,0.00000000
-4.94347174,1.47815425,0.11909234,0.18969566,0.00002876,0.00675020,0.15018383,1.13992275,0.40850548,0.00000000
-4.93746873,1.41026509,0.11430783,0.18039687,0.00002356,0.00579225,0.14624064,1.08985643,0.38841052,0.00000000
-4.93146573,1.34196379,0.10994352,0.17159378,0.00001916,0.00495146,0.14205874,1.03752180,0.36966289,0.00000000
-4.92546273,1.27344936,0.10592465,0.16323962,0.00001547,0.00421998,0.13763360,0.98335017,0.35210704,0.00000000
-4.91945973,1.20493870,0.10217724,0.15528504,0.00001241,0.00358989,0.13296738,0.92779764,0.33558209,0.00000000
-4.91345673,1.13666759,0.09863097,0.14768085,0.00000988,0.00305348,0.12806954,0.87133675,0.31992932,0.00000000
-4.90745373,1.06889026,0.09522162,0.14038051,0.00000781,0.00260345,0.12295710,0.81444739,0.30499895,0.00000000
-4.90145073,1.00187754,0.09189326,0.13334238,0.00000613,0.00223316,0.11765475,0.75760745,0.29065604,0.00000000
-4.89544772,0.93591388,0.08859995,0.12653160,0.00000478,0.00193670,0.11219459,0.70128334,0.27678549,0.00000000
-4.88944472,0.87129339,0.08530692,0.11992155,0.00000370,0.00170909,0.10661573,0.64592099,0.26329571,0.00000000
-4.88344172,0.80831510,0.08199140,0.11349488,0.00000286,0.00154630,0.10096352,0.59193746,0.25012121,0.00000000
-4.87743872,0.74727770,0.07864280,0.10724411,0.00000219,0.00144532,0.09528871,0.53971360,0.23722389,0.00000000
-4.87143572,0.68847409,0.07526255,0.10117173,0.00000168,0.00140416,0.08964638,0.48958796,0.22459316,0.00000000
-4.86543272,0.63218582,0.07186347,0.09528987,0.00000129,0.00142186,0.08409467,0.44185206,0.21224482,0.00000000
-4.85942971,0.57867787,0.06846866,0.08961958,0.00000101,0.00149840,0.07869356,0.39674729,0.20021896,0.00000000
-4.85342671,0.52819368,0.06511022,0.08418972,0.00000082,0.00163467,0.07350345,0.35446332,0.18857697,0.00000000
-4.84742371,0.48095091,0.06182761,0.07903558,0.00000070,0.00183233,0.06858380,0.31513808,0.17739773,0.00000000
-4.84142071,0.43713771,0.05866584,0.07419727,0.00000064,0.00209366,0.06399178,0.27885919,0.16677332,0.00000000
-4.83541771,0.39690994,0.05567358,0.06971792,0.00000066,0.00242144,0.05978095,0.24566670,0.15680435,0.00000000
-4.82941471,0.36038911,0.05290124,0.06564185,0.00000074,0.00281873,0.05600008,0.21555695,0.14759510,0.00000000
-4.82341171,0.32766126,0.05039912,0.06201275,0.00000090,0.00328867,0.05269198,0.18848735,0.13924872,0.00000000
-4.81740870,0.29877666,0.04821565,0.05887188,0.00000114,0.00383427,0.04989260,0.16438182,0.13186269,0.00000000
-4.81140570,0.27375048,0.04639588,0.05625652,0.00000150,0.00445814,0.04763018,0.14313675,0.12552453,0.00000000
-4.80540270,0.25256420,0.04498016,0.05419856,0.00000200,0.00516232,0.04592462,0.12462713,0.12030821,0.00000000
-4.79939970,0.23516796,0.04400313,0.05272339,0.00000267,0.00594801,0.04478705,0.10871281,0.11627103,0.00000000
-4.79339670,0.22148359,0.04349311,0.05184914,0.00000356,0.00681538,0.04421958,0.09524459,0.11345141,0.00000000
-4.78739370,0.21140854,0.04347172,0.05158618,0.00000472,0.00776344,0.04421532,0.08407008,0.11186736,0.00000000
-4.78139070,0.20482041,0.04395400,0.05193716,0.00000623,0.00878988,0.04475858,0.07503919,0.11151592,0.00000000
-4.77538769,0.20158220,0.04494878,0.05289724,0.00000816,0.00989105,0.04582536,0.06800918,0.11237336,0.00000000
-4.76938469,0.20154817,0.04645948,0.05445484,0.00001063,0.01106192,0.04738405,0.06284913,0.11439638,0.00000000
-4.76338169,0.20457011,0.04848517,0.05659270,0.00001374,0.01229620,0.04939642,0.05944396,0.11752401,0.00000000
-4.75737869,0.21050406,0.05102200,0.05928922,0.00001764,0.01358650,0.05181880,0.05769771,0.12168039,0.00000000
-4.75137569,0.21921713,0.05406471,0.06252014,0.00002248,0.01492451,0.05460348,0.05753629,0.12677809,0.00000000
-4.74537269,0.23059434,0.05760835,0.06626039,0.00002845,0.01630138,0.05770031,0.05890945,0.13272210,0.00000000
-4.73936968,0.24454509,0.06165009,0.07048596,0.00003574,0.01770802,0.06105843,0.06179211,0.13941407,0.00000000
-4.73336668,0.26100902,0.06619086,0.07517595,0.00004458,0.01913554,0.06462805,0.06618481,0.14675691,0.00000000
-4.72736368,0.27996087,0.07123694,0.08031434,0.00005521,0.02057564,0.06836227,0.07211340,0.15465925,0.00000000
-4.72136068,0.30141396,0.07680117,0.08589167,0.00006788,0.02202107,0.07221880,0.07962778,0.16303978,0.00000000
-4.71535768,0.32542193,0.08290379,0.09190632,0.00008286,0.02346602,0.07616155,0.08879957,0.17183116,0.00000000
-4.70935468,0.35207833,0.08957278,0.09836532,0.00010042,0.02490642,0.08016191,0.09971892,0.18098323,0.00000000
-4.70335168,0.38151383,0.09684361,0.10528468,0.00012083,0.02634019,0.08419977,0.11249007,0.19046539,0.00000000
-4.69734867,0.41389068,0.10475823,0.11268899,0.00014434,0.02776741,0.08826409,0.12722596,0.20026795,0.00000000
-4.69134567,0.44939451,0.11336341,0.12061044,0.00017119,0.02919027,0.09235300,0.14404179,0.21040224,0.00000000
-4.68534267,0.48822326,0.12270836,0.12908703,0.00020158,0.03061297,0.09647336,0.16304760,0.22089958,0.00000000
-4.67933967,0.53057369,0.13284162,0.13816018,0.00023565,0.03204140,0.10063985,0.18434019,0.23180877,0.00000000
-4.67333667,0.57662561,0.14380740,0.14787175,0.00027351,0.03348272,0.10487349,0.20799442,0.24319250,0.00000000
-4.66733367,0.62652451,0.15564146,0.15826050,0.00031517,0.03494481,0.10919970,0.23405437,0.25512252,0.00000000
-4.66133067,0.68036340,0.16836664,0.16935825,0.00036057,0.03643558,0.11364598,0.26252460,0.26767391,0.00000000
-4.65532766,0.73816447,0.18198851,0.18118598,0.00040955,0.03796230,0.11823927,0.29336190,0.28091865,0.00000000
-4.64932466,0.79986194,0.19649100,0.19374989,0.00046184,0.03953079,0.12300320,0.32646814,0.29491887,0.00000000
-4.64332166,0.86528678,0.21183270,0.20703791,0.00051707,0.04114473,0.12795529,0.36168447,0.30972004,0.00000000
