energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.71185593,0.18109345,0.00278031,0.00439374,0.05341591,0.01744262,0.00108707,0.12464070,0.05569967,0.04040803
-5.70585293,0.17492803,0.00296157,0.00375555,0.05236391,0.01604580,0.00100758,0.12143180,0.05543457,0.04039043
-5.69984992,0.17453254,0.00324021,0.00322692,0.05307332,0.01517542,0.00096410,0.12227285,0.05708095,0.04169872
-5.69384692,0.18004265,0.00362137,0.00280160,0.05560046,0.01483687,0.00095469,0.12728723,0.06073221,0.04436925
-5.68784392,0.19162201,0.00411031,0.00247369,0.06001052,0.01503955,0.00097771,0.13661932,0.06649384,0.04844244
-5.68184092,0.20946135,0.00471214,0.00223795,0.06637674,0.01579751,0.00103173,0.15043355,0.07448249,0.05396138
-5.67583792,0.23377431,0.00543162,0.00209002,0.07477840,0.01712983,0.00111552,0.16891098,0.08482399,0.06096980
-5.66983492,0.26479011,0.00627280,0.00202658,0.08529791,0.01906075,0.00122796,0.19224372,0.09765004,0.06950933
-5.66383192,0.30274309,0.00723871,0.00204551,0.09801685,0.02161941,0.00136794,0.22062696,0.11309378,0.07961618
-5.65782891,0.34785960,0.00833094,0.00214602,0.11301108,0.02483941,0.00153435,0.25424916,0.13128429,0.09131742
-5.65182591,0.40034268,0.00954930,0.00232866,0.13034517,0.02875794,0.00172592,0.29328046,0.15234015,0.10462697
-5.64582291,0.46035494,0.01089146,0.00259538,0.15006633,0.03341481,0.00194119,0.33785991,0.17636225,0.11954151
-5.63981991,0.52800069,0.01235254,0.00294956,0.17219804,0.03885105,0.00217843,0.38808199,0.20342618,0.13603640
-5.63381691,0.60330770,0.01392490,0.00339593,0.19673361,0.04510745,0.00243559,0.44398288,0.23357441,0.15406212
-5.62781391,0.68620984,0.01559788,0.00394055,0.22363022,0.05222284,0.00271024,0.50552735,0.26680874,0.17354107
-5.62181091,0.77653120,0.01735769,0.00459072,0.25280338,0.06023227,0.00299957,0.57259670,0.30308319,0.19436525
-5.61580790,0.87397274,0.01918736,0.00535483,0.28412257,0.06916508,0.00330037,0.64497854,0.34229796,0.21639488
-5.60980490,0.97810210,0.02106692,0.00624223,0.31740792,0.07904303,0.00360906,0.72235905,0.38429457,0.23945816
-5.60380190,1.08834753,0.02297358,0.00726304,0.35242860,0.08987836,0.00392173,0.80431809,0.42885271,0.26335218
-5.59779890,1.20399623,0.02488211,0.00842789,0.38890281,0.10167203,0.00423421,0.89032784,0.47568897,0.28784526
-5.59179590,1.32419769,0.02676537,0.00974764,0.42649975,0.11441211,0.00454213,0.97975513,0.52445770,0.31268046
-5.58579290,1.44797202,0.02859489,0.01123306,0.46484354,0.12807236,0.00484108,1.07186757,0.57475411,0.33758036
-5.57978989,1.57422334,0.03034161,0.01289445,0.50351900,0.14261106,0.00512665,1.16584352,0.62611967,0.36225294
-5.57378689,1.70175771,0.03197666,0.01474115,0.54207935,0.15797028,0.00539462,1.26078573,0.67804959,0.38639825
-5.56778389,1.82930529,0.03347218,0.01678118,0.58005539,0.17407535,0.00564103,1.35573797,0.73000234,0.40971583
-5.56178089,1.95554565,0.03480216,0.01902061,0.61696613,0.19083484,0.00586235,1.44970443,0.78141074,0.43191230
-5.55577789,2.07913556,0.03594323,0.02146312,0.65233010,0.20814088,0.00605552,1.54167087,0.83169438,0.45270904
-5.54977489,2.19873799,0.03687544,0.02410948,0.68567740,0.22587001,0.00621812,1.63062685,0.88027270,0.47184956
-5.54377189,2.31305127,0.03758285,0.02695700,0.71656148,0.24388430,0.00634838,1.71558812,0.92657840,0.48910611
-5.53776888,2.42083727,0.03805406,0.02999912,0.74457062,0.26203304,0.00644527,1.79561829,0.97007043,0.50428547
-5.53176588,2.52094752,0.03828258,0.03322507,0.76933836,0.28015476,0.00650847,1.86984898,1.01024628,0.51723349
-5.52576288,2.61234643,0.03826696,0.03661958,0.79055255,0.29807964,0.00653840,1.93749761,1.04665282,0.52783838
-5.51975988,2.69413069,0.03801084,0.04016283,0.80796264,0.31563230,0.00653615,1.99788239,1.07889555,0.53603244
-5.51375688,2.76554465,0.03752275,0.04383049,0.82138506,0.33263486,0.00650345,2.05043398,1.10664577,0.54179251
-5.50775388,2.82599116,0.03681576,0.04759400,0.83070626,0.34891035,0.00644255,2.09470366,1.12964550,0.54513886
-5.50175088,2.87503799,0.03590700,0.05142107,0.83588374,0.36428622,0.00635612,2.13036793,1.14771023,0.54613303
-5.49574787,2.91242008,0.03481703,0.05527642,0.83694468,0.37859811,0.00624716,2.15722980,1.16072945,0.54487441
-5.48974487,2.93803805,0.03356911,0.05912266,0.83398283,0.39169367,0.00611885,2.17521703,1.16866508,0.54149617
-5.48374187,2.95195346,0.03218847,0.06292144,0.82715343,0.40343638,0.00597445,2.18437779,1.17154823,0.53616058
-5.47773887,2.95438165,0.03070150,0.06663477,0.81666689,0.41370931,0.00581719,2.18487434,1.16947456,0.52905403
-5.47173587,2.94568271,0.02913494,0.07022641,0.80278133,0.42241863,0.00565017,2.17697523,1.16259857,0.52038205
-5.46573287,2.92635129,0.02751523,0.07366337,0.78579450,0.42949692,0.00547629,2.16104662,1.15112732,0.51036450
-5.45972986,2.89700569,0.02586776,0.07691738,0.76603541,0.43490594,0.00529818,2.13754315,1.13531383,0.49923109
-5.45372686,2.85837679,0.02421638,0.07996624,0.74385610,0.43863890,0.00511819,2.10699876,1.11545063,0.48721744
-5.44772386,2.81129676,0.02258294,0.08279509,0.71962374,0.44072206,0.00493836,2.07001776,1.09186355,0.47456155
-5.44172086,2.75668788,0.02098696,0.08539739,0.69371336,0.44121541,0.00476042,2.02726603,1.06490604,0.46150079
-5.43571786,2.69555099,0.01944540,0.08777550,0.66650134,0.44021254,0.00458585,1.97946254,1.03495398,0.44826940
-5.42971486,2.62895354,0.01797261,0.08994106,0.63835984,0.43783935,0.00441591,1.92737085,1.00240108,0.43509616
-5.42371186,2.55801675,0.01658034,0.09191473,0.60965192,0.43425182,0.00425167,1.87179041,0.96765467,0.42220234
-5.41770885,2.48390142,0.01527781,0.09372565,0.58072764,0.42963252,0.00409409,1.81354731,0.93113180,0.40979964
-5.41170585,2.40779216,0.01407188,0.09541033,0.55192070,0.42418614,0.00394408,1.75348418,0.89325543,0.39808798
-5.40570285,2.33087969,0.01296730,0.09701114,0.52354568,0.41813396,0.00380253,1.69244900,0.85445056,0.38725320
-5.39969985,2.25434118,0.01196691,0.09857445,0.49589571,0.41170750,0.00367036,1.63128275,0.81514004,0.37746429
-5.39369685,2.17931870,0.01107191,0.10014835,0.46924026,0.40514141,0.00354854,1.57080580,0.77574008,0.36887052
-5.38769385,2.10689632,0.01028207,0.10178030,0.44382324,0.39866607,0.00343812,1.51180321,0.73665530,0.36159819
-5.38169085,2.03807626,0.00959599,0.10351457,0.41986093,0.39249990,0.00334023,1.45500940,0.69827334,0.35574731
-5.37568784,1.97375523,0.00901122,0.10538976,0.39754012,0.38684194,0.00325606,1.40109261,0.66095918,0.35138837
-5.36968484,1.91470172,0.00852446,0.10743645,0.37701611,0.38186497,0.00318683,1.35063978,0.62504932,0.34855927
-5.36368184,1.86153571,0.00813164,0.10967523,0.35841095,0.37770943,0.00313374,1.30414273,0.59084602,0.34726283
-5.35767884,1.81471180,0.00782801,0.11211503,0.34181176,0.37447859,0.00309798,1.26198632,0.55861201,0.34746506
-5.35167584,1.77450715,0.00760813,0.11475211,0.32726954,0.37223517,0.00308064,1.22443955,0.52856583,0.34909440
-5.34567284,1.74101505,0.00746597,0.11756955,0.31479838,0.37099961,0.00308267,1.19165013,0.50087831,0.35204222
-5.33966983,1.71414519,0.00739488,0.12053749,0.30437550,0.37075029,0.00310488,1.16364336,0.47567020,0.35616471
-5.33366683,1.69363097,0.00738756,0.12361400,0.29594196,0.37142554,0.00314787,1.14032550,0.45301155,0.36128623
-5.32766383,1.67904409,0.00743618,0.12674667,0.28940452,0.37292759,0.00321204,1.12149194,0.43292261,0.36720416
-5.32166083,1.66981615,0.00753230,0.12987472,0.28463841,0.37512825,0.00329760,1.10684003,0.41537660,0.37369521
-5.31565783,1.66526656,0.00766702,0.13293173,0.28149123,0.37787601,0.00340452,1.09598615,0.40030420,0.38052284
-5.30965483,1.66463574,0.00783103,0.13584868,0.27978777,0.38100442,0.00353264,1.08848646,0.38759954,0.38744582
-5.30365183,1.66712214,0.00801475,0.13855727,0.27933584,0.38434118,0.00368163,1.08386027,0.37712761,0.39422724
-5.29764882,1.67192126,0.00820845,0.14099333,0.27993267,0.38771752,0.00385106,1.08161514,0.36873249,0.40064394
-5.29164582,1.67826500,0.00840248,0.14310009,0.28137186,0.39097750,0.00404043,1.08127222,0.36224632,0.40649555
-5.28564282,1.68545899,0.00858744,0.14483121,0.28345046,0.39398658,0.00424923,1.08239075,0.35749820,0.41161294
-5.27963982,1.69291620,0.00875440,0.14615335,0.28597594,0.39663906,0.00447695,1.08459018,0.35432284,0.41586560
-5.27363682,1.70018479,0.00889514,0.14704815,0.28877259,0.39886404,0.00472311,1.08756885,0.35256820,0.41916742
-5.26763382,1.70696874,0.00900231,0.14751355,0.29168728,0.40062940,0.00498726,1.09111809,0.35210204,0.42148068
-5.26163082,1.71313997,0.00906969,0.14756424,0.29459401,0.40194376,0.00526899,1.09513086,0.35281663,0.42281790
-5.25562781,1.71874121,0.00909231,0.14723142,0.29739715,0.40285604,0.00556788,1.09960452,0.35463170,0.42324147
-5.24962481,1.72397934,0.00906662,0.14656157,0.30003326,0.40345283,0.00588343,1.10463732,0.35749524,0.42286100
-5.24362181,1.72920947,0.00899053,0.14561462,0.30247126,0.40385360,0.00621503,1.11041894,0.36138220,0.42182847
-5.23761881,1.73491049,0.00886351,0.14446130,0.30471098,0.40420391,0.00656185,1.11721531,0.36629127,0.42033144
-5.23161581,1.74165343,0.00868655,0.14318004,0.30678021,0.40466711,0.00692277,1.12534879,0.37223970,0.41858451
-5.22561281,1.75006420,0.00846211,0.14185336,0.30873046,0.40541483,0.00729624,1.13517453,0.37925679,0.41681962
-5.21960980,1.76078282,0.00819404,0.14056413,0.31063146,0.40661693,0.00768022,1.14705442,0.38737625,0.41527546
-5.21360680,1.77442134,0.00788743,0.13939175,0.31256503,0.40843122,0.00807210,1.16133011,0.39662796,0.41418667
-5.20760380,1.79152262,0.00754841,0.13840850,0.31461837,0.41099377,0.00846863,1.17829654,0.40702972,0.41377322
-5.20160080,1.81252243,0.00718400,0.13767622,0.31687731,0.41441011,0.00886587,1.19817746,0.41857939,0.41423058
-5.19559780,1.83771677,0.00680185,0.13724352,0.31941993,0.41874794,0.00925925,1.22110433,0.43124808,0.41572104
-5.18959480,1.86723619,0.00641004,0.13714360,0.32231069,0.42403172,0.00964352,1.24709987,0.44497461,0.41836669
-5.18359180,1.90102855,0.00601687,0.13739284,0.32559568,0.43023935,0.01001293,1.27606691,0.45966186,0.42224422
-5.17758879,1.93885104,0.00563058,0.13799016,0.32929899,0.43730124,0.01036125,1.30778347,0.47517502,0.42738188
-5.17158579,1.98027172,0.00525923,0.13891723,0.33342045,0.44510166,0.01068203,1.34190406,0.49134202,0.43375856
-5.16558279,2.02468056,0.00491046,0.14013943,0.33793485,0.45348246,0.01096868,1.37796721,0.50795609,0.44130497
-5.15957979,2.07130911,0.00459136,0.14160755,0.34279267,0.46224878,0.01121479,1.41540878,0.52478026,0.44990689
-5.15357679,2.11925769,0.00430830,0.14326015,0.34792202,0.47117649,0.01141426,1.45358022,0.54155375,0.45941005
-5.14757379,2.16752840,0.00406687,0.14502627,0.35323191,0.48002100,0.01156160,1.49177077,0.55799959,0.46962650
-5.14157079,2.21506235,0.00387172,0.14682863,0.35861636,0.48852685,0.01165210,1.52923242,0.57383337,0.48034198
-5.13556778,2.26077881,0.00372657,0.14858685,0.36395922,0.49643774,0.01168205,1.56520626,0.58877240,0.49132397
-5.12956478,2.30361437,0.00363410,0.15022076,0.36913932,0.50350625,0.01164891,1.59894882,0.60254491,0.50232991
-5.12356178,2.34256028,0.00359596,0.15165348,0.37403564,0.50950303,0.01155143,1.62975724,0.61489881,0.51311531
-5.11755878,2.37669592,0.00361270,0.15281423,0.37853225,0.51422488,0.01138971,1.65699188,0.62560947,0.52344130
-5.11155578,2.40521738,0.00368384,0.15364068,0.38252272,0.51750137,0.01116524,1.68009567,0.63448629,0.53308145
-5.10555278,2.42745977,0.00380781,0.15408087,0.38591376,0.51919988,0.01088089,1.69860925,0.64137773,0.54182755
-5.09954977,2.44291282,0.00398204,0.15409448,0.38862805,0.51922880,0.01054077,1.71218163,0.64617455,0.54949429
-5.09354677,2.45122956,0.00420292,0.15365359,0.39060606,0.51753889,0.01015017,1.72057617,0.64881137,0.55592278
-5.08754377,2.45222834,0.00446592,0.15274289,0.39180699,0.51412298,0.00971532,1.72367201,0.64926643,0.56098288
-5.08154077,2.44588865,0.00476564,0.15135933,0.39220871,0.50901398,0.00924325,1.72146128,0.64755979,0.56457455
-5.07553777,2.43234182,0.00509589,0.14951141,0.39180699,0.50228159,0.00874152,1.71404286,0.64375020,0.56662824
-5.06953477,2.41185755,0.00544981,0.14721805,0.39061413,0.49402806,0.00821798,1.70161308,0.63793084,0.56710454
-5.06353177,2.38482750,0.00582002,0.14450726,0.38865699,0.48438306,0.00768058,1.68445451,0.63022439,0.56599328
-5.05752876,2.35174709,0.00619874,0.14141464,0.38597495,0.47349826,0.00713709,1.66292335,0.62077761,0.56331221
-5.05152576,2.31319677,0.00657802,0.13798180,0.38261763,0.46154181,0.00659490,1.63743629,0.60975588,0.55910541
-5.04552276,2.26982350,0.00694989,0.13425483,0.37864278,0.44869295,0.00606089,1.60845754,0.59733790,0.55344161
-5.03951976,2.22232331,0.00730658,0.13028286,0.37411430,0.43513704,0.00554121,1.57648639,0.58371077,0.54641238
-5.03351676,2.17142550,0.00764075,0.12611675,0.36910061,0.42106117,0.00504123,1.54204580,0.56906569,0.53813029
-5.02751376,2.11787857,0.00794567,0.12180798,0.36367329,0.40665036,0.00456545,1.50567215,0.55359430,0.52872700
-5.02151076,2.06243807,0.00821545,0.11740769,0.35790606,0.39208451,0.00411744,1.46790612,0.53748575,0.51835130
-5.01550775,2.00585614,0.00844521,0.11296594,0.35187402,0.37753601,0.00369989,1.42928482,0.52092439,0.50716685
-5.00950475,1.94887246,0.00863122,0.10853119,0.34565314,0.36316791,0.00331460,1.39033476,0.50408808,0.49534986
-5.00350175,1.89220631,0.00877103,0.10414982,0.33931976,0.34913276,0.00296257,1.35156558,0.48714695,0.48308627
-4.99749875,1.83654921,0.00886354,0.09986597,0.33295022,0.33557172,0.00264405,1.31346436,0.47026252,0.47056873
-4.99149575,1.78255794,0.00890903,0.09572127,0.32662034,0.32261413,0.00235868,1.27649008,0.45358700,0.45799313
-4.98549275,1.73084772,0.00890913,0.09175485,0.32040477,0.31037723,0.00210555,1.24106835,0.43726270,0.44555485
-4.97948974,1.68198518,0.00886671,0.08800329,0.31437608,0.29896609,0.00188331,1.20758615,0.42142139,0.43344465
-4.97348674,1.63648142,0.00878580,0.08450066,0.30860368,0.28847359,0.00169030,1.17638671,0.40618364,0.42184454
-4.96748374,1.59478507,0.00867136,0.08127859,0.30315249,0.27898046,0.00152463,1.14776461,0.39165797,0.41092345
-4.96148074,1.55727571,0.00852913,0.07836633,0.29808140,0.27055534,0.00138425,1.12196124,0.37794002,0.40083320
-4.95547774,1.52425789,0.00836532,0.07579084,0.29344164,0.26325487,0.00126706,1.09916092,0.36511152,0.39170472
-4.94947474,1.49595617,0.00818638,0.07357687,0.28927513,0.25712381,0.00117096,1.07948789,0.35323941,0.38364475
-4.94347174,1.47251150,0.00799873,0.07174704,0.28561288,0.25219517,0.00109389,1.06300447,0.34237495,0.37673326
-4.93746873,1.45397922,0.00780849,0.07032182,0.28247360,0.24849038,0.00103389,1.04971048,0.33255303,0.37102161
-4.93146573,1.44032891,0.00762126,0.06931958,0.27986259,0.24601948,0.00098908,1.03954422,0.32379168,0.36653164
-4.92546273,1.43144626,0.00744186,0.06875647,0.27777101,0.24478133,0.00095771,1.03238491,0.31609201,0.36325561
-4.91945973,1.42713678,0.00727421,0.06864622,0.27617559,0.24476386,0.00093818,1.02805673,0.30943834,0.36115715
-4.91345673,1.42713132,0.00712116,0.06899992,0.27503882,0.24594414,0.00092899,1.02633407,0.30379877,0.36017300
-4.90745373,1.43109309,0.00698442,0.06982554,0.27430962,0.24828852,0.00092875,1.02694806,0.29912616,0.36021550
-4.90145073,1.43862583,0.00686455,0.07112743,0.27392453,0.25175258,0.00093618,1.02959382,0.29535931,0.36117575
-4.89544772,1.44928264,0.00676099,0.07290565,0.27380927,0.25628095,0.00095007,1.03393824,0.29242453,0.36292708
-4.88944472,1.46257515,0.00667214,0.07515514,0.27388074,0.26180698,0.00096931,1.03962794,0.29023730,0.36532897
-4.88344172,1.47798259,0.00659546,0.07786489,0.27404919,0.26825226,0.00099281,1.04629691,0.28870413,0.36823081
-4.87743872,1.49496032,0.00652768,0.08101699,0.27422073,0.27552611,0.00101955,1.05357375,0.28772448,0.37147577
-4.87143572,1.51294772,0.00646498,0.08458572,0.27429977,0.28352490,0.00104852,1.06108803,0.28719257,0.37490431
-4.86543272,1.53137525,0.00640317,0.08853670,0.27419155,0.29213156,0.00107875,1.06847586,0.28699923,0.37835742
-4.85942971,1.54967057,0.00633794,0.09282629,0.27380456,0.30121520,0.00110930,1.07538435,0.28703356,0.38167939
-4.85342671,1.56726410,0.00626510,0.09740104,0.27305275,0.31063099,0.00113924,1.08147525,0.28718455,0.38472021
-4.84742371,1.58359384,0.00618070,0.10219768,0.27185757,0.32022054,0.00116768,1.08642772,0.28734249,0.38733749
-4.84142071,1.59811018,0.00608128,0.10714330,0.27014965,0.32981280,0.00119376,1.08994048,0.28740034,0.38939808
-4.83541771,1.61028068,0.00596401,0.11215606,0.26787032,0.33922559,0.00121670,1.09173352,0.28725501,0.39077934
-4.82941471,1.61959529,0.00582677,0.11714636,0.26497266,0.34826791,0.00123576,1.09154979,0.28680858,0.39137021
-4.82341171,1.62557230,0.00566825,0.12201847,0.26142237,0.35674300,0.00125029,1.08915690,0.28596956,0.39107215
-4.81740870,1.62776515,0.00548797,0.12667259,0.25719832,0.36445216,0.00125976,1.08434918,0.28465413,0.38980008
-4.81140570,1.62577024,0.00528629,0.13100732,0.25229280,0.37119924,0.00126373,1.07695018,0.28278749,0.38748328
-4.80540270,1.61923559,0.00506435,0.13492249,0.24671156,0.37679571,0.00126192,1.06681576,0.28030517,0.38406645
-4.79939970,1.60787030,0.00482399,0.13832213,0.24047363,0.38106608,0.00125420,1.05383761,0.27715447,0.37951071
-4.79339670,1.59145425,0.00456767,0.14111761,0.23361092,0.38385354,0.00124060,1.03794719,0.27329580,0.37379478
-4.78739370,1.56984778,0.00429835,0.14323067,0.22616768,0.38502545,0.00122133,1.01911979,0.26870403,0.36691605
-4.78139070,1.54300075,0.00401932,0.14459636,0.21819976,0.38447854,0.00119680,0.99737855,0.26336968,0.35889166
-4.77538769,1.51096021,0.00373409,0.14516551,0.20977377,0.38214346,0.00116759,0.97279797,0.25729988,0.34975927
-4.76938469,1.47387641,0.00344626,0.14490692,0.20096602,0.37798848,0.00113450,0.94550662,0.25051905,0.33957770
-4.76338169,1.43200627,0.00315937,0.14380892,0.19186145,0.37202211,0.00109852,0.91568878,0.24306926,0.32842703
-4.75737869,1.38571403,0.00287679,0.14188025,0.18255229,0.36429447,0.00106084,0.88358454,0.23501004,0.31640829
-4.75137569,1.33546871,0.00260163,0.13915039,0.17313671,0.35489732,0.00102284,0.84948823,0.22641776,0.30364262
-4.74537269,1.28183823,0.00233664,0.13566912,0.16371731,0.34396272,0.00098610,0.81374509,0.21738455,0.29026972
-4.73936968,1.22548013,0.00208419,0.13150543,0.15439953,0.33166028,0.00095238,0.77674587,0.20801658,0.27644586
-4.73336668,1.16712916,0.00184619,0.12674581,0.14529001,0.31819323,0.00092362,0.73891985,0.19843190,0.26234114
-4.72736368,1.10758207,0.00162410,0.12149202,0.13649491,0.30379333,0.00090192,0.70072597,0.18875790,0.24813634
-4.72136068,1.04768010,0.00141894,0.11585844,0.12811816,0.28871492,0.00088956,0.66264277,0.17912835,0.23401931
-4.71535768,0.98828987,0.00123128,0.10996907,0.12025985,0.27322833,0.00088897,0.62515725,0.16968017,0.22018103
-4.70935468,0.93028332,0.00106131,0.10395432,0.11301460,0.25761292,0.00090271,0.58875321,0.16055015,0.20681153
-4.70335168,0.87451744,0.00090885,0.09794779,0.10647009,0.24214999,0.00093344,0.55389945,0.15187163,0.19409573
-4.69734867,0.82181460,0.00077343,0.09208304,0.10070571,0.22711590,0.00098395,0.52103836,0.14377127,0.18220942
-4.69134567,0.77294408,0.00065433,0.08649047,0.09579139,0.21277549,0.00105705,0.49057537,0.13636612,0.17131543
-4.68534267,0.72860540,0.00055062,0.08129451,0.09178669,0.19937616,0.00115562,0.46286957,0.12976105,0.16156018
-4.67933967,0.68941402,0.00046124,0.07661096,0.08874007,0.18714269,0.00128247,0.43822596,0.12404657,0.15307068
-4.67333667,0.65588951,0.00038505,0.07254480,0.08668841,0.17627281,0.00144035,0.41688946,0.11929719,0.14595195
-4.66733367,0.62844671,0.00032083,0.06918818,0.08565676,0.16693376,0.00163185,0.39904087,0.11557038,0.14028512
-4.66133067,0.60738956,0.00026738,0.06661894,0.08565843,0.15925974,0.00185932,0.38479482,0.11290595,0.13612595
-4.65532766,0.59290789,0.00022351,0.06489928,0.08669513,0.15335018,0.00212478,0.37419970,0.11132613,0.13350399
-4.64932466,0.58507670,0.00018806,0.06407491,0.08875748,0.14926889,0.00242986,0.36723927,0.11083593,0.13242228
-4.64332166,0.58385781,0.00015997,0.06417445,0.09182560,0.14704395,0.00277562,0.36383596,0.11142412,0.13285745
