energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.30965483,1.56014907,0.30393645,1.14963248,0.06691646,0.00115569,0.02681535,0.33473053,0.00000000
-5.30365183,1.60944622,0.30477141,1.19887529,0.06573240,0.00132540,0.02806240,0.33435538,0.00000000
-5.29764882,1.65458756,0.30458158,1.24485399,0.06435788,0.00151846,0.02927574,0.33312537,0.00000000
-5.29164582,1.69525608,0.30344280,1.28706368,0.06282529,0.00173549,0.03044541,0.33119119,0.00000000
-5.28564282,1.73125501,0.30144639,1.32511198,0.06116808,0.00197680,0.03156150,0.32871447,0.00000000
-5.27963982,1.76251808,0.29869624,1.35873635,0.05941938,0.00224231,0.03261454,0.32586218,0.00000000
-5.27363682,1.78911680,0.29530588,1.38781807,0.05761087,0.00253152,0.03359590,0.32280107,0.00000000
-5.26763382,1.81126427,0.29139540,1.41239226,0.05577171,0.00284345,0.03449819,0.31969231,0.00000000
-5.26163082,1.82931502,0.28708839,1.43265312,0.05392775,0.00317669,0.03531568,0.31668655,0.00000000
-5.25562781,1.84376081,0.28250900,1.44895416,0.05210091,0.00352934,0.03604470,0.31391959,0.00000000
-5.24962481,1.85522192,0.27777914,1.46180294,0.05030880,0.00389910,0.03668394,0.31150873,0.00000000
-5.24362181,1.86443430,0.27301589,1.47185029,0.04856460,0.00428335,0.03723477,0.30955004,0.00000000
-5.23761881,1.87223243,0.26832920,1.47987422,0.04687713,0.00467922,0.03770133,0.30811649,0.00000000
-5.23161581,1.87952845,0.26381987,1.48675877,0.04525109,0.00508375,0.03809061,0.30725705,0.00000000
-5.22561281,1.88728792,0.25957782,1.49346836,0.04368752,0.00549407,0.03841230,0.30699683,0.00000000
-5.21960980,1.89650297,0.25568079,1.50101838,0.04218428,0.00590758,0.03867859,0.30733811,0.00000000
-5.21360680,1.90816343,0.25219338,1.51044301,0.04073673,0.00632216,0.03890371,0.30826226,0.00000000
-5.20760380,1.92322707,0.24916642,1.52276104,0.03933837,0.00673640,0.03910347,0.30973260,0.00000000
-5.20160080,1.94258953,0.24663682,1.53894107,0.03798148,0.00714986,0.03929460,0.31169776,0.00000000
-5.19559780,1.96705519,0.24462776,1.55986696,0.03665781,0.00756322,0.03949402,0.31409575,0.00000000
-5.18959480,1.99730967,0.24314917,1.58630495,0.03535915,0.00797855,0.03971808,0.31685835,0.00000000
-5.18359180,2.03389497,0.24219871,1.61887328,0.03407783,0.00839939,0.03998180,0.31991562,0.00000000
-5.17758879,2.07718808,0.24176286,1.65801560,0.03280724,0.00883094,0.04029804,0.32320052,0.00000000
-5.17158579,2.12738363,0.24181843,1.70397901,0.03154208,0.00928004,0.04067691,0.32665315,0.00000000
-5.16558279,2.18448143,0.24233410,1.75679753,0.03027868,0.00975518,0.04112510,0.33022466,0.00000000
-5.15957979,2.24827911,0.24327222,1.81628185,0.02901515,0.01026639,0.04164549,0.33388047,0.00000000
-5.15357679,2.31837047,0.24459053,1.88201565,0.02775140,0.01082502,0.04223684,0.33760270,0.00000000
-5.14757379,2.39414958,0.24624400,1.95335910,0.02648919,0.01144352,0.04289372,0.34139158,0.00000000
-5.14157079,2.47482076,0.24818645,2.02945944,0.02523199,0.01213500,0.04360663,0.34526592,0.00000000
-5.13556778,2.55941442,0.25037210,2.10926872,0.02398487,0.01291285,0.04436226,0.34926239,0.00000000
-5.12956478,2.64680832,0.25275692,2.19156846,0.02275429,0.01379022,0.04514402,0.35343377,0.00000000
-5.12356178,2.73575422,0.25529971,2.27500050,0.02154789,0.01477945,0.04593266,0.35784612,0.00000000
-5.11755878,2.82490892,0.25796301,2.35810364,0.02037419,0.01589151,0.04670709,0.36257511,0.00000000
-5.11155578,2.91286941,0.26071367,2.43935476,0.01924241,0.01713543,0.04744527,0.36770162,0.00000000
-5.10555278,2.99821098,0.26352326,2.51721365,0.01816216,0.01851772,0.04812515,0.37330681,0.00000000
-5.09954977,3.07952743,0.26636825,2.59016980,0.01714323,0.02004192,0.04872566,0.37946702,0.00000000
-5.09354677,3.15547215,0.26923004,2.65679008,0.01619538,0.02170816,0.04922768,0.38624863,0.00000000
-5.08754377,3.22479898,0.27209481,2.71576541,0.01532818,0.02351290,0.04961488,0.39370333,0.00000000
-5.08154077,3.28640130,0.27495337,2.76595489,0.01455091,0.02544872,0.04987455,0.40186393,0.00000000
-5.07553777,3.33934826,0.27780091,2.80642579,0.01387244,0.02750438,0.04999820,0.41074097,0.00000000
-5.06953477,3.38291664,0.28063680,2.83648780,0.01330127,0.02966497,0.04998208,0.42032045,0.00000000
-5.06353177,3.41661713,0.28346435,2.85572015,0.01284550,0.03191223,0.04982740,0.43056266,0.00000000
-5.05752876,3.44021396,0.28629072,2.86399032,0.01251299,0.03422507,0.04954047,0.44140226,0.00000000
-5.05152576,3.45373682,0.28912669,2.86146361,0.01231141,0.03658023,0.04913257,0.45274959,0.00000000
-5.04552276,3.45748456,0.29198667,2.84860277,0.01224839,0.03895308,0.04861962,0.46449324,0.00000000
-5.03951976,3.45201999,0.29488850,2.82615760,0.01233171,0.04131844,0.04802172,0.47650354,0.00000000
-5.03351676,3.43815594,0.29785336,2.79514473,0.01256940,0.04365158,0.04736246,0.48863702,0.00000000
-5.02751376,3.41693266,0.30090552,2.75681796,0.01296988,0.04592911,0.04666818,0.50074143,0.00000000
-5.02151076,3.38958726,0.30407200,2.71263037,0.01354204,0.04812990,0.04596703,0.51266113,0.00000000
-5.01550775,3.35751597,0.30738200,2.66418928,0.01429521,0.05023586,0.04528806,0.52424258,0.00000000
-5.00950475,3.32223054,0.31086624,2.61320573,0.01523915,0.05223263,0.04466018,0.53533957,0.00000000
-5.00350175,3.28531025,0.31455598,2.56144021,0.01638385,0.05411005,0.04411123,0.54581801,0.00000000
-4.99749875,3.24835103,0.31848184,2.51064668,0.01773925,0.05586243,0.04366700,0.55556011,0.00000000
-4.99149575,3.21291363,0.32267244,2.46251671,0.01931490,0.05748858,0.04335037,0.56446756,0.00000000
-4.98549275,3.18047255,0.32715275,2.41862577,0.02111948,0.05899164,0.04318051,0.57246380,0.00000000
-4.97948974,3.15236753,0.33194242,2.38038359,0.02316022,0.06037859,0.04317232,0.57949526,0.00000000
-4.97348674,3.12975929,0.33705391,2.34899005,0.02544231,0.06165962,0.04333581,0.58553144,0.00000000
-4.96748374,3.11359104,0.34249064,2.32539822,0.02796817,0.06284723,0.04367587,0.59056406,0.00000000
-4.96148074,3.10455707,0.34824531,2.31028557,0.03073679,0.06395530,0.04419203,0.59460526,0.00000000
-4.95547774,3.10307943,0.35429822,2.30403420,0.03374307,0.06499796,0.04487852,0.59768500,0.00000000
-4.94947474,3.10929340,0.36061600,2.30672067,0.03697718,0.06598846,0.04572438,0.59984791,0.00000000
-4.94347174,3.12304230,0.36715066,2.31811543,0.04042413,0.06693812,0.04671384,0.60114968,0.00000000
-4.93746873,3.14388163,0.37383903,2.33769186,0.04406333,0.06785533,0.04782681,0.60165326,0.00000000
-4.93146573,3.17109243,0.38060281,2.36464438,0.04786852,0.06874470,0.04903946,0.60142498,0.00000000
-4.92546273,3.20370323,0.38734908,2.39791498,0.05180773,0.06960645,0.05032498,0.60053089,0.00000000
-4.91945973,3.24051998,0.39397150,2.43622710,0.05584361,0.07043601,0.05165439,0.59903339,0.00000000
-4.91345673,3.28016287,0.40035206,2.47812581,0.05993393,0.07122390,0.05299742,0.59698832,0.00000000
-4.90745373,3.32110866,0.40636340,2.52202291,0.06403230,0.07195588,0.05432342,0.59444256,0.00000000
-4.90145073,3.36173745,0.41187171,2.56624546,0.06808921,0.07261343,0.05560227,0.59143229,0.00000000
-4.89544772,3.40038197,0.41674002,2.60908625,0.07205310,0.07317437,0.05680529,0.58798197,0.00000000
-4.88944472,3.43537812,0.42083187,2.64885461,0.07587173,0.07361383,0.05790605,0.58410384,0.00000000
-4.88344172,3.46511482,0.42401522,2.68392594,0.07949353,0.07390528,0.05888111,0.57979826,0.00000000
-4.87743872,3.48808184,0.42616641,2.71278841,0.08286902,0.07402176,0.05971069,0.57505451,0.00000000
-4.87143572,3.50291383,0.42717405,2.73408551,0.08595220,0.07393716,0.06037915,0.56985220,0.00000000
-4.86543272,3.50842930,0.42694276,2.74665299,0.08870183,0.07362739,0.06087538,0.56416316,0.00000000
-4.85942971,3.50366326,0.42539647,2.74954920,0.09108255,0.07307163,0.06119296,0.55795360,0.00000000
-4.85342671,3.48789261,0.42248127,2.74207790,0.09306578,0.07225337,0.06133026,0.55118666,0.00000000
-4.84742371,3.46065350,0.41816762,2.72380301,0.09463042,0.07116123,0.06129028,0.54382497,0.00000000
-4.84142071,3.42175036,0.41245186,2.69455497,0.09576318,0.06978968,0.06108044,0.53583339,0.00000000
-4.83541771,3.37125652,0.40535704,2.65442874,0.09645873,0.06813942,0.06071213,0.52718159,0.00000000
-4.82941471,3.30950664,0.39693285,2.60377378,0.09671952,0.06621753,0.06020027,0.51784651,0.00000000
-4.82341171,3.23708165,0.38725491,2.54317678,0.09655538,0.06403739,0.05956270,0.50781459,0.00000000
-4.81740870,3.15478709,0.37642330,2.47343786,0.09598287,0.06161831,0.05881960,0.49708373,0.00000000
-4.81140570,3.06362585,0.36456052,2.39554165,0.09502453,0.05898497,0.05799281,0.48566482,0.00000000
-4.80540270,2.96476692,0.35180891,2.31062448,0.09370798,0.05616667,0.05710531,0.47358291,0.00000000
-4.79939970,2.85951130,0.33832776,2.21993912,0.09206500,0.05319644,0.05618059,0.46087802,0.00000000
-4.79339670,2.74925685,0.32429017,2.12481867,0.09013065,0.05011002,0.05524231,0.44760550,0.00000000
-4.78739370,2.63546337,0.30987993,2.02664095,0.08794241,0.04694483,0.05431389,0.43383597,0.00000000
-4.78139070,2.51961939,0.29528837,1.92679485,0.08553948,0.04373894,0.05341836,0.41965497,0.00000000
-4.77538769,2.40321174,0.28071159,1.82664963,0.08296217,0.04053000,0.05257831,0.40516221,0.00000000
-4.76938469,2.28769896,0.26634785,1.72752838,0.08025151,0.03735436,0.05181600,0.39047065,0.00000000
-4.76338169,2.17448911,0.25239551,1.63068592,0.07744898,0.03424622,0.05115358,0.37570519,0.00000000
-4.75737869,2.06492244,0.23905131,1.53729190,0.07459636,0.03123695,0.05061345,0.36100133,0.00000000
-4.75137569,1.96025882,0.22650910,1.44841881,0.07173575,0.02835454,0.05021870,0.34650356,0.00000000
-4.74537269,1.86166981,0.21495897,1.36503490,0.06890960,0.02562317,0.04999356,0.33236373,0.00000000
-4.73936968,1.77023464,0.20458670,1.28800137,0.06616085,0.02306305,0.04996394,0.31873920,0.00000000
-4.73336668,1.68693951,0.19557332,1.21807324,0.06353294,0.02069022,0.05015779,0.30579100,0.00000000
-4.72736368,1.61267911,0.18809484,1.15590284,0.06106988,0.01851666,0.05060546,0.29368181,0.00000000
-4.72136068,1.54825933,0.18232173,1.10204521,0.05881608,0.01655041,0.05133985,0.28257389,0.00000000
-4.71535768,1.49440011,0.17841824,1.05696412,0.05681618,0.01479580,0.05239639,0.27262679,0.00000000
-4.70935468,1.45173737,0.17654125,1.02103798,0.05511452,0.01325373,0.05381272,0.26399491,0.00000000
-4.70335168,1.42082306,0.17683858,0.99456467,0.05375463,0.01192209,0.05562808,0.25682497,0.00000000
-4.69734867,1.40212268,0.17944661,0.97776457,0.05277836,0.01079608,0.05788251,0.25125310,0.00000000
-4.69134567,1.39600979,0.18448729,0.97078146,0.05222495,0.00986865,0.06061557,0.24740192,0.00000000
-4.68534267,1.40275732,0.19206437,0.97368081,0.05212994,0.00913086,0.06386488,0.24537733,0.00000000
-4.67933967,1.42252587,0.20225906,0.98644576,0.05252396,0.00857229,0.06766439,0.24526525,0.00000000
-4.67333667,1.45534954,0.21512519,1.00897087,0.05343149,0.00818141,0.07204236,0.24712831,0.00000000
-4.66733367,1.50112010,0.23068404,1.04105430,0.05486962,0.00794587,0.07701931,0.25100267,0.00000000
-4.66133067,1.55957051,0.24891925,1.08238918,0.05684698,0.00785285,0.08260585,0.25689502,0.00000000
-4.65532766,1.63025936,0.26977185,1.13255506,0.05936268,0.00788934,0.08880063,0.26478005,0.00000000
-4.64932466,1.71255749,0.29313610,1.19101055,0.06240563,0.00804237,0.09558840,0.27459844,0.00000000
-4.64332166,1.80563839,0.31885614,1.25708817,0.06595397,0.00829929,0.10293847,0.28625565,0.00000000
-4.63731866,1.90847393,0.34672414,1.32999261,0.06997503,0.00864793,0.11080347,0.29962170,0.00000000
-4.63131566,2.01983660,0.37647992,1.40880306,0.07442546,0.00907685,0.11911880,0.31453195,0.00000000
-4.62531266,2.13830937,0.40781264,1.49248060,0.07925191,0.00957551,0.12780252,0.33078920,0.00000000
-4.61930965,2.26230378,0.44036451,1.57988098,0.08439203,0.01013441,0.13675610,0.34816697,0.00000000
-4.61330665,2.39008647,0.47373661,1.66977284,0.08977586,0.01074529,0.14586581,0.36641418,0.00000000
-4.60730365,2.51981377,0.50749689,1.76086141,0.09532760,0.01140121,0.15500483,0.38526084,0.00000000
-4.60130065,2.64957363,0.54119009,1.85181677,0.10096761,0.01209670,0.16403612,0.40442504,0.00000000
-4.59529765,2.77743341,0.57434927,1.94130600,0.10661467,0.01282785,0.17281583,0.42362051,0.00000000
-4.58929465,2.90149174,0.60650855,2.02802790,0.11218837,0.01359232,0.18119722,0.44256494,0.00000000
-4.58329165,3.01993236,0.63721655,2.11074862,0.11761147,0.01438940,0.18903494,0.46098837,0.00000000
-4.57728864,3.13107730,0.66604995,2.18833685,0.12281219,0.01521996,0.19618943,0.47864145,0.00000000
-4.57128564,3.23343700,0.69262641,2.25979656,0.12772632,0.01608641,0.20253131,0.49530307,0.00000000
-4.56528264,3.32575486,0.71661638,2.32429576,0.13229902,0.01699255,0.20794556,0.51078715,0.00000000
-4.55927964,3.40704375,0.73775305,2.38118980,0.13648618,0.01794346,0.21233515,0.52494796,0.00000000
-4.55327664,3.47661275,0.75584001,2.43003779,0.14025535,0.01894526,0.21562419,0.53768395,0.00000000
-4.54727364,3.53408256,0.77075611,2.47061136,0.14358618,0.02000487,0.21776023,0.54893975,0.00000000
-4.54127064,3.57938867,0.78245734,2.50289526,0.14647026,0.02112974,0.21871571,0.55870617,0.00000000
-4.53526763,3.61277223,0.79097554,2.52707956,0.14891046,0.02232752,0.21848851,0.56701827,0.00000000
-4.52926463,3.63475896,0.79641405,2.54354406,0.15091977,0.02360573,0.21710143,0.57395164,0.00000000
-4.52326163,3.64612721,0.79894055,2.55283554,0.15251974,0.02497144,0.21460091,0.57961690,0.00000000
-4.51725863,3.64786696,0.79877745,2.55563914,0.15373850,0.02643084,0.21105480,0.58415287,0.00000000
-4.51125563,3.64113172,0.79619033,2.55274530,0.15460871,0.02798897,0.20654946,0.58771868,0.00000000
-4.50525263,3.62718590,0.79147511,2.54501387,0.15516522,0.02964932,0.20118631,0.59048533,0.00000000
-4.49924962,3.60735021,0.78494465,2.53333729,0.15544287,0.03141355,0.19507800,0.59262696,0.00000000
-4.49324662,3.58294769,0.77691532,2.51860443,0.15547443,0.03328118,0.18834447,0.59431240,0.00000000
