energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.47173587,4.64624042,0.95927845,0.58505722,0.00234799,0.92235894,3.35021365,1.59329192,0.01794038,1.33206740
-5.46573287,4.61485147,0.95410315,0.58056052,0.00243538,0.91271699,3.29983428,1.58942274,0.01806512,1.32397961
-5.45972986,4.59061961,0.95212249,0.57768414,0.00251851,0.90364731,3.25814560,1.58641258,0.01814782,1.32024751
-5.45372686,4.57418207,0.95346411,0.57641890,0.00259573,0.89536223,3.22615953,1.58449695,0.01818593,1.32092996
-5.44772386,4.56588786,0.95814388,0.57671783,0.00266540,0.88803063,3.20453413,1.58384700,0.01817802,1.32595539
-5.44172086,4.56578495,0.96606559,0.57849760,0.00272592,0.88177280,3.19355594,1.58456145,0.01812378,1.33512461
-5.43571786,4.57361579,0.97702408,0.58164049,0.00277582,0.87665672,3.19313372,1.58666092,0.01802402,1.34811688
-5.42971486,4.58882142,0.99071164,0.58599685,0.00281375,0.87269610,3.20280359,1.59008474,0.01788054,1.36449895
-5.42371186,4.61055405,1.00672734,0.59138800,0.00283859,0.86985006,3.22174534,1.59469066,0.01769604,1.38373662
-5.41770885,4.63769811,1.02458905,0.59760958,0.00284944,0.86802478,3.24880932,1.60025730,0.01747397,1.40520870
-5.41170585,4.66889908,1.04374762,0.60443528,0.00284570,0.86707670,3.28255312,1.60648959,0.01721833,1.42822278
-5.40570285,4.70259986,1.06360292,0.61162103,0.00282703,0.86681763,3.32128693,1.61302700,0.01693353,1.45203262
-5.39969985,4.73708367,1.08352106,0.61890967,0.00279345,0.86702124,3.36312627,1.61945436,0.01662412,1.47585676
-5.39369685,4.77052251,1.10285248,0.62603600,0.00274526,0.86743105,3.40605046,1.62531505,0.01629470,1.49889781
-5.38769385,4.80103000,1.12095025,0.63273228,0.00268308,0.86776949,3.44796522,1.63012598,0.01594969,1.52036223
-5.38169085,4.82671704,1.13718805,0.63873403,0.00260783,0.86774780,3.48676723,1.63339410,0.01559317,1.53947999
-5.37568784,4.84574881,1.15097741,0.64378611,0.00252069,0.86707644,3.52040892,1.63463365,0.01522883,1.55552379
-5.36968484,4.85640111,1.16178366,0.64764894,0.00242305,0.86547567,3.54696113,1.63338367,0.01485979,1.56782722
-5.36368184,4.85711447,1.16914011,0.65010465,0.00231653,0.86268582,3.56467183,1.62922493,0.01448865,1.57580153
-5.35767884,4.84654386,1.17266012,0.65096296,0.00220283,0.85847701,3.57201883,1.62179589,0.01411737,1.57895049
-5.35167584,4.82360249,1.17204670,0.65006669,0.00208380,0.85265785,3.56775468,1.61080682,0.01374738,1.57688277
-5.34567284,4.78749796,1.16709933,0.64729650,0.00196130,0.84508290,3.55094247,1.59605162,0.01337957,1.56932175
-5.33966983,4.73775939,1.15771790,0.64257480,0.00183715,0.83565851,3.52098120,1.57741692,0.01301439,1.55611201
-5.33366683,4.67425465,1.14390370,0.63586851,0.00171316,0.82434693,3.47762006,1.55488804,0.01265190,1.53722269
-5.32766383,4.59719693,1.12575735,0.62719069,0.00159101,0.81116854,3.42096140,1.52855166,0.01229194,1.51274721
-5.32166083,4.50714052,1.10347400,0.61660063,0.00147223,0.79620216,3.35145246,1.49859517,0.01193418,1.48289970
-5.31565783,4.40496617,1.07733590,0.60420274,0.00135819,0.77958347,3.26986658,1.46530263,0.01157826,1.44800790
-5.30965483,4.29185664,1.04770267,0.59014384,0.00125005,0.76150172,3.17727486,1.42904791,0.01122391,1.40850312
-5.30365183,4.16926363,1.01499976,0.57460927,0.00114878,0.74219493,3.07500979,1.39028501,0.01087101,1.36490736
-5.29764882,4.03886763,0.97970545,0.55781772,0.00105509,0.72194370,2.96462251,1.34953636,0.01051971,1.31781833
-5.29164582,3.90253229,0.94233706,0.54001505,0.00096948,0.70106418,2.84783558,1.30737942,0.01017052,1.26789263
-5.28564282,3.76225532,0.90343665,0.52146738,0.00089224,0.67990032,2.72649322,1.26443229,0.00982432,1.21582805
-5.27963982,3.62011787,0.86355703,0.50245367,0.00082342,0.65881577,2.60251108,1.22133892,0.00948242,1.16234537
-5.27363682,3.47823418,0.82324830,0.48325805,0.00076291,0.63818575,2.47782720,1.17875445,0.00914661,1.10817043
-5.26763382,3.33870327,0.78304548,0.46416221,0.00071040,0.61838919,2.35435598,1.13733116,0.00881910,1.05401705
-5.26163082,3.20356416,0.74345761,0.44543820,0.00066544,0.59980125,2.23394625,1.09770551,0.00850256,1.00057134
-5.25562781,3.07475570,0.70495844,0.42734177,0.00062746,0.58278640,2.11834454,1.06048643,0.00820009,0.94847780
-5.24962481,2.95408183,0.66797901,0.41010655,0.00059578,0.56769220,2.00916424,1.02624523,0.00791510,0.89832764
-5.24362181,2.84318267,0.63290217,0.39393920,0.00056967,0.55484375,1.90786066,0.99550690,0.00765135,0.85064936
-5.23761881,2.74351145,0.60005886,0.37901569,0.00054836,0.54453871,1.81571208,0.96874307,0.00741276,0.80590190
-5.23161581,2.65631703,0.56972622,0.36547870,0.00053104,0.53704290,1.73380634,0.94636611,0.00720340,0.76447016
-5.22561281,2.58263141,0.54212716,0.35343622,0.00051695,0.53258633,1.66303230,0.92872454,0.00702731,0.72666284
-5.21960980,2.52326156,0.51743123,0.34296129,0.00050533,0.53135944,1.60407543,0.91609906,0.00688843,0.69271234
-5.21360680,2.47878463,0.49575648,0.33409279,0.00049549,0.53350960,1.55741667,0.90869931,0.00679043,0.66277645
-5.20760380,2.44954584,0.47717194,0.32683708,0.00048680,0.53913761,1.52333374,0.90666086,0.00673660,0.63694149
-5.20160080,2.43565818,0.46170058,0.32117048,0.00047871,0.54829429,1.50190413,0.91004241,0.00672966,0.61522653
-5.19559780,2.43700338,0.44932231,0.31704235,0.00047075,0.56097706,1.49300925,0.91882302,0.00677164,0.59758844
-5.18959480,2.45323378,0.43997698,0.31437848,0.00046254,0.57712669,1.49633923,0.93289942,0.00686377,0.58392721
-5.18359180,2.48377500,0.43356715,0.31308485,0.00045379,0.59662430,1.51139840,0.95208348,0.00700629,0.57409164
-5.17758879,2.52782955,0.42996060,0.31305135,0.00044431,0.61928886,1.53751134,0.97610018,0.00719835,0.56788485
-5.17158579,2.58438176,0.42899256,0.31415547,0.00043397,0.64487542,1.57382996,1.00458625,0.00743798,0.56506963
-5.16558279,2.65220475,0.43046779,0.31626574,0.00042272,0.67307447,1.61934188,1.03709004,0.00772193,0.56537358
-5.15957979,2.72987011,0.43416256,0.31924492,0.00041057,0.70351260,1.67288093,1.07307290,0.00804573,0.56849393
-5.15357679,2.81576116,0.43982674,0.32295275,0.00039759,0.73575484,1.73314014,1.11191260,0.00840367,0.57410216
-5.14757379,2.90809054,0.44718619,0.32724835,0.00038389,0.76930895,1.79868799,1.15290920,0.00878886,0.58184852
-5.14157079,3.00492288,0.45594558,0.33199218,0.00036958,0.80363177,1.86798826,1.19529358,0.00919334,0.59136645
-5.13556778,3.10420285,0.46579190,0.33704758,0.00035483,0.83813779,1.93942389,1.23823881,0.00960823,0.60227721
-5.12956478,3.20378884,0.47639869,0.34228203,0.00033978,0.87220976,2.01132473,1.28087449,0.01002393,0.61419465
-5.12356178,3.30149195,0.48743100,0.34756807,0.00032458,0.90521145,2.08199917,1.32230376,0.01043036,0.62673029
-5.11755878,3.39511962,0.49855130,0.35278404,0.00030937,0.93650191,2.14976873,1.36162268,0.01081722,0.63949878
-5.11155578,3.48252308,0.50942591,0.35781463,0.00029428,0.96545110,2.21300515,1.39794143,0.01117427,0.65212367
-5.10555278,3.56164686,0.51973212,0.36255141,0.00027941,0.99145619,2.27016855,1.43040668,0.01149168,0.66424343
-5.09954977,3.63057900,0.52916556,0.36689337,0.00026484,1.01395804,2.31984538,1.45822416,0.01176027,0.67551774
-5.09354677,3.68759990,0.53744757,0.37074745,0.00025063,1.03245700,2.36078473,1.48068067,0.01197183,0.68563367
-5.08754377,3.73122768,0.54433234,0.37402926,0.00023682,1.04652759,2.39193134,1.49716444,0.01211939,0.69431174
-5.08154077,3.76025830,0.54961344,0.37666381,0.00022344,1.05583114,2.41245383,1.50718299,0.01219744,0.70131154
-5.07553777,3.77379833,0.55312927,0.37858644,0.00021048,1.06012604,2.42176679,1.51037766,0.01220211,0.70643672
-5.06953477,3.77128897,0.55476743,0.37974380,0.00019795,1.05927496,2.41954547,1.50653395,0.01213127,0.70953906
-5.06353177,3.75251995,0.55446749,0.38009487,0.00018583,1.05324861,2.40573244,1.49558739,0.01198462,0.71052148
-5.05752876,3.71763267,0.55222208,0.37961206,0.00017411,1.04212613,2.38053551,1.47762438,0.01176365,0.70933977
-5.05152576,3.66711217,0.54807629,0.37828213,0.00016276,1.02609171,2.34441711,1.45287810,0.01147159,0.70600292
-5.04552276,3.60176832,0.54212519,0.37610705,0.00015176,1.00542788,2.29807521,1.42171955,0.01111327,0.70057205
-5.03951976,3.52270686,0.53450972,0.37310463,0.00014112,0.98050558,2.24241688,1.38464426,0.01069493,0.69315778
-5.03351676,3.43129167,0.52541107,0.36930881,0.00013081,0.95177160,2.17852535,1.34225509,0.01022400,0.68391629
-5.02751376,3.32909971,0.51504363,0.36476964,0.00012084,0.91973378,2.10762211,1.29524209,0.00970882,0.67304407
-5.02151076,3.21787073,0.50364719,0.35955280,0.00011121,0.88494483,2.03102566,1.24436014,0.00915834,0.66077157
-5.01550775,3.09945366,0.49147830,0.35373872,0.00010193,0.84798535,1.95010876,1.19040553,0.00858186,0.64735595
-5.00950475,2.97575210,0.47880145,0.34742118,0.00009302,0.80944669,1.86625578,1.13419232,0.00798870,0.63307327
-5.00350175,2.84867072,0.46588045,0.34070550,0.00008450,0.76991450,1.78082202,1.07652945,0.00738798,0.61821036
-4.99749875,2.72006498,0.45297012,0.33370634,0.00007638,0.72995347,1.69509645,1.01819951,0.00678830,0.60305663
-4.99149575,2.59169545,0.44030897,0.32654508,0.00006868,0.69009374,1.61026924,0.95993992,0.00619759,0.58789617
-4.98549275,2.46518857,0.42811279,0.31934701,0.00006143,0.65081956,1.52740500,0.90242695,0.00562291,0.57300042
-4.97948974,2.34200467,0.41656970,0.31223831,0.00005464,0.61256029,1.44742264,0.84626317,0.00507034,0.55862163
-4.97348674,2.22341405,0.40583649,0.30534307,0.00004832,0.57568403,1.37108188,0.79196846,0.00454490,0.54498736
-4.96748374,2.11048134,0.39603658,0.29878026,0.00004248,0.54049389,1.29897670,0.73997458,0.00405051,0.53229609
-4.96148074,2.00405806,0.38725937,0.29266100,0.00003712,0.50722671,1.23153536,0.69062326,0.00359000,0.52071421
-4.95547774,1.90478293,0.37956107,0.28708612,0.00003223,0.47605418,1.16902629,0.64416747,0.00316517,0.51037420
-4.94947474,1.81308920,0.37296676,0.28214403,0.00002781,0.44708596,1.11156923,0.60077557,0.00277685,0.50137423
-4.94347174,1.72921786,0.36747349,0.27790917,0.00002385,0.42037456,1.05915051,0.56053774,0.00242503,0.49377888
-4.93746873,1.65323583,0.36305425,0.27444082,0.00002032,0.39592144,1.01164152,0.52347421,0.00210893,0.48762100
-4.93146573,1.58505756,0.35966244,0.27178256,0.00001719,0.37368417,0.96881914,0.48954486,0.00182717,0.48290446
-4.92546273,1.52446888,0.35723659,0.26996206,0.00001446,0.35358398,0.93038712,0.45865940,0.00157791,0.47960753
-4.91945973,1.47115184,0.35570516,0.26899144,0.00001207,0.33551352,0.89599741,0.43068782,0.00135891,0.47768674
-4.91345673,1.42470926,0.35499095,0.26886794,0.00001002,0.31934443,0.86527036,0.40547055,0.00116774,0.47708097
-4.90745373,1.38468803,0.35501513,0.26957488,0.00000826,0.30493445,0.83781327,0.38282798,0.00100181,0.47771535
-4.90145073,1.35060022,0.35570053,0.27108284,0.00000678,0.29213375,0.81323654,0.36256903,0.00085852,0.47950504
-4.89544772,1.32194145,0.35697420,0.27335096,0.00000552,0.28079050,0.79116698,0.34449849,0.00073530,0.48235846
-4.88944472,1.29820602,0.35876903,0.27632827,0.00000449,0.27075537,0.77125827,0.32842318,0.00062971,0.48617993
-4.88344172,1.27889858,0.36102457,0.27995498,0.00000363,0.26188510,0.75319816,0.31415667,0.00053945,0.49087164
-4.87743872,1.26354248,0.36368692,0.28416368,0.00000295,0.25404505,0.73671288,0.30152271,0.00046242,0.49633490
-4.87143572,1.25168487,0.36670797,0.28888048,0.00000240,0.24711077,0.72156876,0.29035756,0.00039671,0.50247067
-4.86543272,1.24289900,0.37004397,0.29402595,0.00000198,0.24096882,0.70757140,0.28051109,0.00034064,0.50917953
-4.85942971,1.23678420,0.37365363,0.29951603,0.00000167,0.23551676,0.69456293,0.27184724,0.00029274,0.51636104
-4.85342671,1.23296403,0.37749604,0.30526282,0.00000147,0.23066275,0.68241769,0.26424361,0.00025175,0.52391286
-4.84742371,1.23108335,0.38152840,0.31117532,0.00000136,0.22632451,0.67103685,0.25759073,0.00021657,0.53172961
-4.84142071,1.23080468,0.38570392,0.31716018,0.00000134,0.22242819,0.66034245,0.25179106,0.00018632,0.53970171
-4.83541771,1.23180460,0.38996997,0.32312243,0.00000140,0.21890699,0.65027113,0.24675784,0.00016022,0.54771440
-4.82941471,1.23377050,0.39426662,0.32896635,0.00000155,0.21569980,0.64076824,0.24241408,0.00013764,0.55564707
-4.82341171,1.23639811,0.39852575,0.33459633,0.00000180,0.21274993,0.63178228,0.23869170,0.00011808,0.56337293
-4.81740870,1.23939002,0.40267062,0.33991789,0.00000215,0.21000395,0.62326021,0.23553079,0.00010111,0.57075926
-4.81140570,1.24245534,0.40661619,0.34483875,0.00000260,0.20741083,0.61514367,0.23287931,0.00008638,0.57766814
-4.80540270,1.24531052,0.41027000,0.34926994,0.00000318,0.20492123,0.60736628,0.23069285,0.00007360,0.58395781
-4.79939970,1.24768122,0.41353360,0.35312702,0.00000390,0.20248715,0.59985206,0.22893462,0.00006253,0.58948445
-4.79339670,1.24930514,0.41630453,0.35633124,0.00000477,0.20006173,0.59251500,0.22757561,0.00005297,0.59410455
-4.78739370,1.24993547,0.41847874,0.35881066,0.00000582,0.19759944,0.58525968,0.22659467,0.00004475,0.59767763
-4.78139070,1.24934487,0.41995330,0.36050129,0.00000706,0.19505637,0.57798297,0.22597862,0.00003773,0.60006918
-4.77538769,1.24732963,0.42062938,0.36134801,0.00000851,0.19239077,0.57057652,0.22572209,0.00003177,0.60115396
-4.76938469,1.24371369,0.42041529,0.36130548,0.00001020,0.18956374,0.56293003,0.22582722,0.00002677,0.60081917
-4.76338169,1.23835246,0.41922954,0.36033880,0.00001213,0.18654000,0.55493506,0.22630297,0.00002263,0.59896778
-4.75737869,1.23113607,0.41700375,0.35842414,0.00001433,0.18328873,0.54648922,0.22716419,0.00001925,0.59552152
-4.75137569,1.22199197,0.41368537,0.35554911,0.00001682,0.17978446,0.53750047,0.22843028,0.00001657,0.59042379
-4.74537269,1.21088677,0.40924003,0.35171306,0.00001960,0.17600790,0.52789142,0.23012354,0.00001451,0.58364206
-4.73936968,1.19782717,0.40365353,0.34692721,0.00002268,0.17194670,0.51760328,0.23226733,0.00001304,0.57516989
-4.73336668,1.18286001,0.39693326,0.34121462,0.00002606,0.16759611,0.50659946,0.23488396,0.00001208,0.56502844
-4.72736368,1.16607140,0.38910918,0.33461008,0.00002974,0.16295946,0.49486834,0.23799258,0.00001162,0.55326734
-4.72136068,1.14758490,0.38023407,0.32715983,0.00003370,0.15804845,0.48242533,0.24160699,0.00001162,0.53996484
-4.71535768,1.12755884,0.37038319,0.31892109,0.00003791,0.15288324,0.46931386,0.24573370,0.00001206,0.52522736
-4.70935468,1.10618279,0.35965330,0.30996156,0.00004236,0.14749226,0.45560534,0.25037018,0.00001293,0.50918816
-4.70335168,1.08367329,0.34816094,0.30035855,0.00004701,0.14191171,0.44139792,0.25550348,0.00001423,0.49200527
-4.69734867,1.06026883,0.33604008,0.29019810,0.00005180,0.13618488,0.42681419,0.26110929,0.00001596,0.47385873
-4.69134567,1.03622424,0.32343918,0.27957376,0.00005670,0.13036111,0.41199764,0.26715148,0.00001814,0.45494698
-4.68534267,1.01180461,0.31051767,0.26858517,0.00006163,0.12449455,0.39710828,0.27358214,0.00002076,0.43548266
-4.67933967,0.98727871,0.29744195,0.25733648,0.00006654,0.11864266,0.38231725,0.28034222,0.00002387,0.41568778
-4.67333667,0.96291221,0.28438106,0.24593447,0.00007136,0.11286453,0.36780094,0.28736253,0.00002746,0.39578846
-4.66733367,0.93896082,0.27150214,0.23448652,0.00007601,0.10721914,0.35373451,0.29456521,0.00003156,0.37600936
-4.66133067,0.91566335,0.25896575,0.22309845,0.00008044,0.10176345,0.34028546,0.30186551,0.00003619,0.35656797
-4.65532766,0.89323512,0.24692135,0.21187221,0.00008457,0.09655062,0.32760712,0.30917375,0.00004137,0.33766897
-4.64932466,0.87186173,0.23550294,0.20090368,0.00008834,0.09162820,0.31583270,0.31639741,0.00004709,0.31949883
-4.64332166,0.85169345,0.22482522,0.19028039,0.00009168,0.08703655,0.30506995,0.32344316,0.00005337,0.30222093
