energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.77188594,1.91764730,-1.55499828,1.58682283,-1.14482228,0.61689438,-0.45207919,0.00488461,-0.00527970,0.47909119,-0.40247376,0.13178760,-0.13820437,0.02485650,-0.01086681,0.60552741,-0.53556827
-5.76588294,1.92096303,-1.59214038,1.65720833,-1.15317730,0.60333738,-0.46568827,0.00473329,-0.00496510,0.47565990,-0.40867064,0.12880253,-0.13985390,0.02454918,-0.01162787,0.61500938,-0.55252192
-5.75987994,1.93078441,-1.63491814,1.73685482,-1.16966880,0.59148993,-0.48121992,0.00461327,-0.00464863,0.47452955,-0.41794414,0.12609086,-0.14191528,0.02423823,-0.01243901,0.62605277,-0.56977808
-5.75387694,1.94739988,-1.68336239,1.82553002,-1.19491034,0.58160881,-0.49863206,0.00452629,-0.00433552,0.47590005,-0.43041977,0.12369501,-0.14434193,0.02392767,-0.01329145,0.63858418,-0.58723843
-5.74787394,1.97089296,-1.73734012,1.92270262,-1.22936050,0.57389563,-0.51781756,0.00447306,-0.00403072,0.47989161,-0.44614186,0.12164916,-0.14707225,0.02362043,-0.01417482,0.65248923,-0.60479061
-5.74187094,2.00114426,-1.79655811,2.02754002,-1.27331836,0.56849625,-0.53860513,0.00445329,-0.00373879,0.48654272,-0.46507184,0.11997966,-0.15003153,0.02331853,-0.01507749,0.66761601,-0.62231190
-5.73586793,2.03784037,-1.86057300,2.13891711,-1.32692307,0.56550192,-0.56076289,0.00446569,-0.00346385,0.49581099,-0.48708921,0.11870577,-0.15313457,0.02302322,-0.01598690,0.68377960,-0.63967423
-5.72986493,2.08048928,-1.92880707,2.25543592,-1.39015687,0.56495210,-0.58400423,0.00450816,-0.00320958,0.50757681,-0.51199484,0.11784049,-0.15628899,0.02273520,-0.01688996,0.70076762,-0.65674997
-5.72386193,2.12844099,-2.00056906,2.37545576,-1.46285110,0.56683847,-0.60799592,0.00457781,-0.00297913,0.52164950,-0.53951661,0.11739158,-0.15939892,0.02245489,-0.01777351,0.71834661,-0.67341838
-5.71785893,2.18091263,-2.07507877,2.49713304,-1.54469422,0.57110963,-0.63236814,0.00467118,-0.00277510,0.53777551,-0.56931712,0.11736250,-0.16236891,0.02218263,-0.01862478,0.73626894,-0.68957207
-5.71185593,2.23701664,-2.15149426,2.61846932,-1.63524117,0.57767636,-0.65672594,0.00478438,-0.00259962,0.55564825,-0.60100307,0.11775325,-0.16510792,0.02191893,-0.01943182,0.75428020,-0.70512323
-5.70585293,2.29579096,-2.22894010,2.73736605,-1.73392335,0.58641671,-0.68066179,0.00491325,-0.00245426,0.57491909,-0.63413607,0.11856111,-0.16753312,0.02166471,-0.02018397,0.77212671,-0.72000896
-5.69984992,2.35622982,-2.30653527,2.85168388,-1.84005844,0.59718104,-0.70376858,0.00505360,-0.00234007,0.59520890,-0.66824433,0.11978116,-0.16957322,0.02142149,-0.02087224,0.78956299,-0.73419537
-5.69384692,2.41731422,-2.38341919,2.95930448,-1.95285952,0.60979638,-0.72565249,0.00520133,-0.00225762,0.61611975,-0.70283487,0.12140645,-0.17117137,0.02119153,-0.02148959,0.80635908,-0.74768008
-5.68784392,2.47804067,-2.45877471,3.05819238,-2.07144317,0.62407027,-0.74594523,0.00535268,-0.00220701,0.63724627,-0.73740574,0.12342810,-0.17228717,0.02097803,-0.02203126,0.82230725,-0.76049270
-5.68184092,2.53744762,-2.53184690,3.14645460,-2.19483631,0.63979375,-0.76431514,0.00550433,-0.00218787,0.65818621,-0.77145785,0.12583501,-0.17289805,0.02078515,-0.02249482,0.83722821,-0.77269329
-5.67583792,2.59463852,-2.60195684,3.22239561,-2.32198185,0.65674378,-0.78047652,0.00565364,-0.00219941,0.67854995,-0.80450599,0.12861343,-0.17299958,0.02061811,-0.02288030,0.85097631,-0.78436863
-5.66983492,2.64880115,-2.66851008,3.28456571,-2.45174357,0.67468500,-0.79419706,0.00579868,-0.00224044,0.69796864,-0.83608874,0.13174636,-0.17260504,0.02048318,-0.02319009,0.86344391,-0.79562651
-5.66383192,2.69922268,-2.73099971,3.33180090,-2.58291057,0.69337109,-0.80530280,0.00593841,-0.00230941,0.71610090,-0.86577703,0.13521284,-0.17174413,0.02038765,-0.02342882,0.87456443,-0.80658826
-5.65782891,2.74530056,-2.78900427,3.36325285,-2.71420211,0.71254595,-0.81368080,0.00607270,-0.00240445,0.73263795,-0.89318111,0.13898724,-0.17046084,0.02033971,-0.02360310,0.88431426,-0.81737997
-5.65182591,2.78654908,-2.84218131,3.37840805,-2.84427362,0.73194490,-0.81927920,0.00620236,-0.00252339,0.74730726,-0.91795597,0.14303861,-0.16881084,0.02034835,-0.02372124,0.89271324,-0.82812288
-5.64582291,2.82260199,-2.89025751,3.37709558,-2.97172482,0.75129631,-0.82210508,0.00632912,-0.00266387,0.75987485,-0.93980518,0.14733013,-0.16685831,0.02042315,-0.02379285,0.89982392,-0.83892356
-5.63981991,2.85321160,-2.93301664,3.35948365,-3.09511074,0.77032371,-0.82222008,0.00645559,-0.00282332,0.77014630,-0.95848324,0.15181877,-0.16467260,0.02057407,-0.02382849,0.90574933,-0.84986456
-5.63381691,2.87824477,-2.97028666,3.32606523,-3.21295630,0.78874872,-0.81973443,0.00658514,-0.00299910,0.77796687,-0.97379666,0.15645529,-0.16232473,0.02081117,-0.02383923,0.91062965,-0.86099614
-5.62781391,2.89767656,-3.00192735,3.27763398,-3.32377524,0.80629485,-0.81479954,0.00672175,-0.00318851,0.78322085,-0.98560396,0.16118443,-0.15988411,0.02114431,-0.02383625,0.91463756,-0.87232968
-5.62181091,2.91158198,-3.02781972,3.21525164,-3.42609329,0.82269234,-0.80759985,0.00686987,-0.00338894,0.78583037,-0.99381488,0.16594550,-0.15741544,0.02158278,-0.02383051,0.91797271,-0.88383332
-5.61580790,2.92012656,-3.04785843,3.14020861,-3.51847579,0.83768379,-0.79834429,0.00703418,-0.00359789,0.78575397,-0.99838900,0.17067333,-0.15497614,0.02213499,-0.02383241,0.92085534,-0.89543018
-5.60980490,2.92355616,-3.06194790,3.05397956,-3.59955906,0.85103066,-0.78725792,0.00721940,-0.00381311,0.78298507,-0.99933399,0.17529948,-0.15261438,0.02280803,-0.02385157,0.92351917,-0.90699938
-5.60380190,2.92218646,-3.07000259,2.95817604,-3.66808482,0.86252022,-0.77457407,0.00742999,-0.00403267,0.77755039,-0.99670372,0.17975378,-0.15036764,0.02360734,-0.02389665,0.92620404,-0.91838001
-5.59779890,2.91639239,-3.07195171,2.85449797,-3.72293623,0.87197264,-0.76052754,0.00766996,-0.00425503,0.76950855,-0.99059629,0.18396599,-0.14826208,0.02453629,-0.02397521,0.92914817,-0.92937770
-5.59179590,2.90659763,-3.06774778,2.74468585,-3.76317415,0.87924794,-0.74534883,0.00794261,-0.00447912,0.75894864,-0.98115206,0.18786771,-0.14631254,0.02559586,-0.02409376,0.93258058,-0.93977371
-5.58579290,2.89326424,-3.05737858,2.63047538,-3.78807177,0.88425211,-0.72925984,0.00825029,-0.00470443,0.74598890,-0.96855159,0.19139425,-0.14452320,0.02678432,-0.02425773,0.93671360,-0.94933596
-5.57978989,2.87688223,-3.04088125,2.51355582,-3.79714561,0.88694215,-0.71247085,0.00859424,-0.00493100,0.73077531,-0.95301351,0.19448645,-0.14288884,0.02809693,-0.02447159,0.94173582,-0.95783126
-5.57378689,2.85795902,-3.01835746,2.39553319,-3.79018103,0.88732951,-0.69517888,0.00897438,-0.00515949,0.71347987,-0.93479207,0.19709237,-0.14139652,0.02952582,-0.02473898,0.94780554,-0.96503832
-5.56778389,2.83700855,-2.98998809,2.27789913,-3.76725050,0.88548147,-0.67756720,0.00938921,-0.00539112,0.69429869,-0.91417423,0.19916871,-0.14002765,0.03105981,-0.02506282,0.95504493,-0.97076046
-5.56178089,2.81453983,-2.95604590,2.16200582,-3.72872300,0.88152028,-0.65980574,0.00983576,-0.00562767,0.67344944,-0.89147616,0.20068187,-0.13876022,0.03268443,-0.02544545,0.96353502,-0.97483751
-5.55577789,2.79104499,-2.91690504,2.04904717,-3.67526340,0.87561987,-0.64205217,0.01030956,-0.00587139,0.65116830,-0.86703897,0.20160873,-0.13757114,0.03438198,-0.02588876,0.97331152,-0.97715601
-5.54977489,2.76698664,-2.87304589,1.94004613,-3.60782127,0.86800007,-0.62445336,0.01080471,-0.00612491,0.62770617,-0.84122343,0.20193690,-0.13643846,0.03613176,-0.02639425,0.98436170,-0.97765716
-5.54377189,2.74278492,-2.82505459,1.83584788,-3.52760888,0.85891847,-0.60714683,0.01131395,-0.00639108,0.60332427,-0.81440389,0.20166459,-0.13534343,0.03791032,-0.02696302,0.99662241,-0.97634205
-5.53776888,2.71880427,-2.77361657,1.73711825,-3.43606900,0.84866021,-0.59026203,0.01182887,-0.00667286,0.57828910,-0.78696121,0.20080007,-0.13427227,0.03969190,-0.02759574,1.00997918,-0.97327373
-5.53176588,2.69534071,-2.71950406,1.64434697,-3.33483341,0.83752621,-0.57392124,0.01234010,-0.00697309,0.55286685,-0.75927483,0.19936076,-0.13321748,0.04144893,-0.02829257,1.02426661,-0.96857615
-5.52576288,2.67260987,-2.66355778,1.55785488,-3.22567392,0.82582020,-0.55823987,0.01283757,-0.00729435,0.52731762,-0.73171440,0.19737196,-0.13217887,0.04315262,-0.02905295,1.03927005,-0.96242981
-5.51975988,2.65073664,-2.60666370,1.47780449,-3.11044777,0.81383546,-0.54332613,0.01331084,-0.00763873,0.50188942,-0.70463098,0.19486540,-0.13116395,0.04477363,-0.02987541,1.05472861,-0.95506452
-5.51375688,2.62974705,-2.54972585,1.40421312,-2.99103992,0.80184168,-0.52928010,0.01374937,-0.00800763,0.47681241,-0.67834837,0.19187767,-0.13018802,0.04628277,-0.03075729,1.07033948,-0.94674957
-5.50775388,2.60956319,-2.49363665,1.33696808,-2.86930484,0.79007288,-0.51619230,0.01414290,-0.00840161,0.45229356,-0.65315488,0.18844849,-0.12927375,0.04765175,-0.03169454,1.08576357,-0.93778193
-5.50175088,2.59000158,-2.43924631,1.27584308,-2.74701036,0.77871688,-0.50414186,0.01448177,-0.00882021,0.42851205,-0.62929597,0.18461917,-0.12845038,0.04885391,-0.03268136,1.10063247,-0.92847307
-5.49574787,2.57077561,-2.38733306,1.22051553,-2.62578626,0.76790705,-0.49319442,0.01475720,-0.00926184,0.40561560,-0.60696815,0.18043110,-0.12775263,0.04986494,-0.03371008,1.11455641,-0.91913519
-5.48974487,2.55150232,-2.33857580,1.17058405,-2.50707971,0.75771669,-0.48340017,0.01496161,-0.00972368,0.38371795,-0.58631447,0.17592450,-0.12721934,0.05066354,-0.03477090,1.12713337,-0.91006750
-5.48374187,2.53171347,-2.29353066,1.12558600,-2.39211964,0.74815644,-0.47479197,0.01508885,-0.01020169,0.36289767,-0.56742195,0.17113741,-0.12689190,0.05123199,-0.03585187,1.13795883,-0.90154341
-5.47773887,2.51087084,-2.25261280,1.08501436,-2.28189127,0.73917479,-0.46738396,0.01513442,-0.01069056,0.34319823,-0.55032102,0.16610499,-0.12681259,0.05155664,-0.03693884,1.14663611,-0.89379906
-5.47173587,2.48838513,-2.21608430,1.04833405,-2.17712182,0.73066175,-0.46117065,0.01509555,-0.01118383,0.32462951,-0.53498708,0.16085911,-0.12702290,0.05162826,-0.03801560,1.15278691,-0.88702399
-5.46573287,2.46363800,-2.18404871,1.01499706,-2.07827742,0.72245536,-0.45612674,0.01497134,-0.01167402,0.30717049,-0.52134417,0.15542824,-0.12756185,0.05144229,-0.03906413,1.15606170,-0.88135406
-5.45972986,2.43600607,-2.15645236,0.98445644,-1.98557107,0.71435080,-0.45220751,0.01476271,-0.01215278,0.29077310,-0.50927047,0.14983767,-0.12846436,0.05099892,-0.04006488,1.15614968,-0.87686714
-5.45372686,2.40488613,-2.13309222,0.95617887,-1.89898060,0.70611141,-0.44935001,0.01447238,-0.01261114,0.27536685,-0.49860544,0.14410990,-0.12975972,0.05030302,-0.04099728,1.15278781,-0.87358142
-5.44772386,2.36972012,-2.11362953,0.92965567,-1.81827523,0.69748123,-0.44747471,0.01410476,-0.01303978,0.26086422,-0.48915822,0.13826521,-0.13147024,0.04936399,-0.04184027,1.14576879,-0.87145645
-5.44172086,2.33001894,-2.09760831,0.90441224,-1.74304912,0.68819815,-0.44648769,0.01366576,-0.01342930,0.24716632,-0.48071672,0.13232241,-0.13360999,0.04819537,-0.04257291,1.13494744,-0.87039658
-5.43571786,2.28538388,-2.08447753,0.88001577,-1.67275956,0.67800720,-0.44628318,0.01316258,-0.01377051,0.23416856,-0.47305714,0.12629954,-0.13618376,0.04681449,-0.04317502,1.12024541,-0.87025655
-5.42971486,2.23552463,-2.07361563,0.85608126,-1.60676801,0.66667305,-0.44674610,0.01260348,-0.01405482,0.22176620,-0.46595326,0.12021466,-0.13918615,0.04524186,-0.04362790,1.10165394,-0.87084879
-5.42371186,2.18027318,-2.06435597,0.83227589,-1.54438148,0.65399140,-0.44775474,0.01199749,-0.01427444,0.20985932,-0.45918515,0.11408648,-0.14260087,0.04350062,-0.04391496,1.07923455,-0.87195191
-5.41770885,2.11959287,-2.05601194,0.80832177,-1.48489252,0.63979841,-0.44918324,0.01135413,-0.01442271,0.19835716,-0.45254688,0.10793494,-0.14640029,0.04161586,-0.04402231,1.05311773,-0.87332003
-5.41170585,2.05358236,-2.04790062,0.78399715,-1.42761574,0.62397808,-0.45090373,0.01068315,-0.01449434,0.18718153,-0.44585287,0.10178163,-0.15054516,0.03961392,-0.04393931,1.02349960,-0.87469236
-5.40570285,1.98247441,-2.03936399,0.75913631,-1.37191959,0.60646709,-0.45278824,0.00999423,-0.01448558,0.17626933,-0.43894282,0.09564999,-0.15498463,0.03752177,-0.04365900,0.99063674,-0.87580267
-5.39969985,1.90662965,-2.02978712,0.73362814,-1.31725227,0.58725710,-0.45471026,0.00929676,-0.01439438,0.16557404,-0.43168486,0.08956539,-0.15965652,0.03536631,-0.04317836,0.95483944,-0.87638834
-5.39369685,1.82652589,-2.01861292,0.70741375,-1.26316094,0.56639453,-0.45654599,0.00859958,-0.01422042,0.15506617,-0.42397722,0.08355504,-0.16448799,0.03317376,-0.04249850,0.91646358,-0.87619866
-5.38769385,1.74274352,-2.00535342,0.68048323,-1.20930422,0.54397795,-0.45817543,0.00791085,-0.01396520,0.14473286,-0.41574825,0.07764768,-0.16939647,0.03096917,-0.04162466,0.87590165,-0.87500225
-5.38169085,1.65594781,-1.98959780,0.65287167,-1.15545789,0.52015336,-0.45948334,0.00723786,-0.01363192,0.13457660,-0.40695516,0.07187324,-0.17429101,0.02877591,-0.04056607,0.83357306,-0.87259350
-5.37568784,1.56686917,-1.97101741,0.62465487,-1.10151442,0.49510782,-0.46036033,0.00658693,-0.01322542,0.12461333,-0.39758166,0.06626232,-0.17907400,0.02661531,-0.03933569,0.78991435,-0.86879805
-5.36968484,1.47628220,-1.94936856,0.59594459,-1.04747703,0.46906165,-0.46070403,0.00596337,-0.01275198,0.11487001,-0.38763486,0.06084570,-0.18364331,0.02450640,-0.03794981,0.74536947,-0.86347732
-5.36368184,1.38498456,-1.92449345,0.56688383,-0.99344928,0.44226000,-0.46042067,0.00537145,-0.01221914,0.10538192,-0.37714159,0.05565377,-0.18789475,0.02246572,-0.03642758,0.70038064,-0.85653213
-5.35767884,1.29377650,-1.89632001,0.53764195,-0.93962128,0.41496381,-0.45942695,0.00481441,-0.01163544,0.09618973,-0.36614473,0.05071602,-0.19172481,0.02050719,-0.03479040,0.65537993,-0.84790565
-5.35167584,1.20344195,-1.86486103,0.50841005,-0.88625368,0.38744107,-0.45765232,0.00429450,-0.01101015,0.08733671,-0.35469948,0.04606060,-0.19503370,0.01864220,-0.03306136,0.61078189,-0.83758560
-5.34567284,1.11473163,-1.83021303,0.47939640,-0.83366057,0.35995838,-0.45504165,0.00381304,-0.01035300,0.07886603,-0.34287011,0.04171389,-0.19772849,0.01687958,-0.03126457,0.56697734,-0.82560585
-5.33966983,1.02834878,-1.79255516,0.45082213,-0.78219221,0.33277337,-0.45155813,0.00337055,-0.00967391,0.07081838,-0.33072716,0.03770024,-0.19972624,0.01522583,-0.02942453,0.52432849,-0.81204739
-5.33366683,0.94493782,-1.75214791,0.42291710,-0.73221861,0.30612818,-0.44718622,0.00296683,-0.00898266,0.06323002,-0.31834526,0.03404180,-0.20095707,0.01368527,-0.02756553,0.48316530,-0.79703866
-5.32766383,0.86507589,-1.70933173,0.39591603,-0.68411452,0.28024407,-0.44193456,0.00260106,-0.00828873,0.05613117,-0.30580153,0.03075844,-0.20136691,0.01226030,-0.02571109,0.44378310,-0.78075518
-5.32166083,0.78926743,-1.66452507,0.37005476,-0.63824634,0.25531745,-0.43583848,0.00227196,-0.00760097,0.04954498,-0.29317469,0.02786771,-0.20091996,0.01095168,-0.02388351,0.40644138,-0.76341825
-5.31565783,0.71794150,-1.61822139,0.34556660,-0.59496127,0.23151713,-0.42896185,0.00197786,-0.00692751,0.04348689,-0.28054444,0.02538501,-0.19960046,0.00975879,-0.02210340,0.37136366,-0.74529276
-5.30965483,0.65145153,-1.57098468,0.32267886,-0.55457877,0.20898288,-0.42139807,0.00171685,-0.00627555,0.03796450,-0.26799139,0.02332370,-0.19741398,0.00867994,-0.02038941,0.33873807,-0.72668371
-5.30365183,0.59007717,-1.52344297,0.30160931,-0.51738430,0.18782517,-0.41327001,0.00148685,-0.00565126,0.03297769,-0.25559704,0.02169525,-0.19438785,0.00771266,-0.01875797,0.30871876,-0.70793154
-5.29764882,0.53402785,-1.47627931,0.28256267,-0.48362503,0.16812588,-0.40472850,0.00128575,-0.00505974,0.02851928,-0.24344378,0.02050947,-0.19057093,0.00685396,-0.01722313,0.28142761,-0.68940605
-5.29164582,0.48344749,-1.43021998,0.26572710,-0.45350745,0.14993993,-0.39594956,0.00111143,-0.00450498,0.02457572,-0.23161474,0.01977461,-0.18603247,0.00610063,-0.01579648,0.25695637,-0.67149882
-5.28564282,0.43842002,-1.38601973,0.25127060,-0.42719626,0.13329746,-0.38713014,0.00096189,-0.00398987,0.02112814,-0.22019336,0.01949749,-0.18086028,0.00544940,-0.01448716,0.23536884,-0.65461429
-5.27963982,0.39897539,-1.34444415,0.23933750,-0.40481445,0.11820661,-0.37848245,0.00083526,-0.00351624,0.01815340,-0.20926257,0.01968351,-0.17515817,0.00489723,-0.01330190,0.21670305,-0.63915958
-5.27363682,0.36509553,-1.30624948,0.23004489,-0.38644407,0.10465652,-0.37022709,0.00072988,-0.00308494,0.01562521,-0.19890349,0.02033660,-0.16904277,0.00444143,-0.01224508,0.20097331,-0.62553323
-5.26763382,0.33672021,-1.27216037,0.22347932,-0.37212741,0.09262045,-0.36258527,0.00064431,-0.00269596,0.01351524,-0.18919374,0.02145912,-0.16263992,0.00407980,-0.01131890,0.18817215,-0.61411320
-5.26163082,0.31375252,-1.24284642,0.21969360,-0.36186845,0.08205895,-0.35577018,0.00057739,-0.00234848,0.01179415,-0.18020536,0.02305157,-0.15608073,0.00381079,-0.01052352,0.17827192,-0.60524461
