energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.29764882,1.58728216,0.11299221,0.17437768,0.02402174,0.01753149,0.42906852,0.80679418,0.01763840,0.74297132
-5.29164582,1.54992510,0.10790984,0.17296612,0.02507804,0.01668686,0.42514230,0.77766879,0.01750902,0.72273572
-5.28564282,1.52125467,0.10376063,0.17267912,0.02632184,0.01599059,0.42409449,0.75212420,0.01749848,0.70635766
-5.27963982,1.50235081,0.10060206,0.17359687,0.02775871,0.01544439,0.42620094,0.73086500,0.01761435,0.69435896
-5.27363682,1.49409205,0.09848646,0.17577388,0.02939040,0.01504985,0.43167247,0.71450472,0.01786218,0.68716504
-5.26763382,1.49714372,0.09746042,0.17923801,0.03121482,0.01480848,0.44065013,0.70355922,0.01824541,0.68509924
-5.26163082,1.51195373,0.09756452,0.18399031,0.03322600,0.01472193,0.45320244,0.69844391,0.01876540,0.68838076
-5.25562781,1.53875541,0.09883320,0.19000573,0.03541430,0.01479210,0.46932466,0.69947444,0.01942156,0.69712604
-5.24962481,1.57757686,0.10129493,0.19723458,0.03776664,0.01502138,0.48894001,0.70687037,0.02021146,0.71135324
-5.24362181,1.62825561,0.10497237,0.20560468,0.04026693,0.01541285,0.51190257,0.72076140,0.02113109,0.73098941
-5.23761881,1.69045753,0.10988274,0.21502399,0.04289644,0.01597046,0.53800187,0.74119526,0.02217506,0.75587957
-5.23161581,1.76369849,0.11603805,0.22538366,0.04563440,0.01669920,0.56696868,0.76814658,0.02333684,0.78579734
-5.22561281,1.84736738,0.12344531,0.23656132,0.04845847,0.01760518,0.59848201,0.80152609,0.02460905,0.82045618
-5.21960980,1.94074911,0.13210647,0.24842440,0.05134531,0.01869565,0.63217676,0.84118922,0.02598361,0.85952081
-5.21360680,2.04304626,0.14201813,0.26083340,0.05427109,0.01997890,0.66765198,0.88694356,0.02745196,0.90261798
-5.20760380,2.15339824,0.15317089,0.27364496,0.05721191,0.02146404,0.70447938,0.93855474,0.02900518,0.94934626
-5.20160080,2.27089705,0.16554836,0.28671456,0.06014421,0.02316061,0.74221180,0.99575007,0.03063403,0.99928424
-5.19559780,2.39459904,0.17912572,0.29989883,0.06304504,0.02507809,0.78039152,1.05822005,0.03232895,1.05199689
-5.18959480,2.52353234,0.19386797,0.31305740,0.06589225,0.02722523,0.81855810,1.12561742,0.03408000,1.10703997
-5.18359180,2.65669995,0.20972785,0.32605428,0.06866460,0.02960929,0.85625572,1.19755412,0.03587673,1.16396231
-5.17758879,2.79307891,0.22664349,0.33875870,0.07134174,0.03223515,0.89303973,1.27359630,0.03770799,1.22230623
-5.17158579,2.93161607,0.24453605,0.35104558,0.07390414,0.03510433,0.92848248,1.35325807,0.03956173,1.28160623
-5.16558279,3.07122154,0.26330725,0.36279562,0.07633296,0.03821407,0.96217826,1.43599444,0.04142483,1.34138643
-5.15957979,3.21076079,0.28283726,0.37389514,0.07860987,0.04155637,0.99374740,1.52119439,0.04328283,1.40115717
-5.15357679,3.34904683,0.30298286,0.38423572,0.08071686,0.04511709,1.02283954,1.60817471,0.04511985,1.46041129
-5.14757379,3.48483365,0.32357630,0.39371383,0.08263614,0.04887530,1.04913608,1.69617558,0.04691845,1.51862086
-5.14157079,3.61681252,0.34442480,0.40223057,0.08435000,0.05280275,1.07235197,1.78435869,0.04865962,1.57523469
-5.13556778,3.74361209,0.36531112,0.40969149,0.08584076,0.05686358,1.09223686,1.87180849,0.05032290,1.62967748
-5.12956478,3.86380359,0.38599504,0.41600677,0.08709092,0.06101440,1.10857590,1.95753746,0.05188653,1.68135091
-5.12356178,3.97591186,0.40621613,0.42109165,0.08808321,0.06520467,1.12119003,2.04049550,0.05332779,1.72963713
-5.11755878,4.07843254,0.42569763,0.42486736,0.08880099,0.06937736,1.12993630,2.11958395,0.05462343,1.77390495
-5.11155578,4.16985573,0.44415148,0.42726223,0.08922852,0.07347009,1.13470794,2.19367393,0.05575017,1.81351878
-5.10555278,4.24869557,0.46128449,0.42821334,0.08935151,0.07741643,1.13543456,2.26162899,0.05668532,1.84785025
-5.09954977,4.31352511,0.47680531,0.42766834,0.08915761,0.08114766,1.13208247,2.32233119,0.05740747,1.87629231
-5.09354677,4.36301528,0.49043215,0.42558749,0.08863703,0.08459459,1.12465511,2.37471015,0.05789716,1.89827526
-5.08754377,4.39597641,0.50190089,0.42194582,0.08778306,0.08768967,1.11319366,2.41777366,0.05813761,1.91328418
-5.08154077,4.41140052,0.51097323,0.41673521,0.08659271,0.09036909,1.09777769,2.45063895,0.05811538,1.92087706
-5.07553777,4.40850242,0.51744459,0.40996627,0.08506714,0.09257488,1.07852588,2.47256304,0.05782096,1.92070260
-5.06953477,4.38675741,0.52115139,0.40166999,0.08321208,0.09425694,1.05559652,2.48297087,0.05724928,1.91251700
-5.06353177,4.34593365,0.52197727,0.39189879,0.08103813,0.09537477,1.02918781,2.48147990,0.05640008,1.89619867
-5.05752876,4.28611722,0.51985810,0.38072718,0.07856080,0.09589897,0.99953759,2.46791963,0.05527811,1.87176005
-5.05152576,4.20772822,0.51478537,0.36825159,0.07580057,0.09581239,0.96692247,2.44234528,0.05389322,1.83935583
-5.04552276,4.11152670,0.50680781,0.35458966,0.07278254,0.09511078,0.93165616,2.40504448,0.05226020,1.79928678
-5.03951976,3.99860755,0.49603117,0.33987867,0.06953615,0.09380307,0.89408683,2.35653644,0.05039853,1.75199907
-5.03351676,3.87038410,0.48261605,0.32427337,0.06609453,0.09191114,0.85459343,2.29756353,0.04833194,1.69807849
-5.02751376,3.72856071,0.46677393,0.30794311,0.06249385,0.08946911,0.81358098,2.22907513,0.04608776,1.63824003
-5.02151076,3.57509510,0.44876153,0.29106844,0.05877251,0.08652231,0.77147479,2.15220441,0.04369629,1.57331264
-5.01550775,3.41215182,0.42887366,0.27383724,0.05497020,0.08312571,0.72871380,2.06823885,0.04119000,1.50422015
-5.00950475,3.24204852,0.40743499,0.25644063,0.05112702,0.07934225,0.68574308,1.97858549,0.03860266,1.43195861
-5.00350175,3.06719719,0.38479102,0.23906870,0.04728251,0.07524079,0.64300586,1.88473239,0.03596848,1.35757129
-4.99749875,2.89004266,0.36129860,0.22190631,0.04347477,0.07089403,0.60093523,1.78820789,0.03332133,1.28212213
-4.99149575,2.71300081,0.33731649,0.20512906,0.03973959,0.06637637,0.55994587,1.69053905,0.03069388,1.20666867
-4.98549275,2.53839896,0.31319617,0.18889966,0.03610977,0.06176181,0.52042609,1.59321119,0.02811692,1.13223573
-4.97948974,2.36842057,0.28927346,0.17336473,0.03261449,0.05712201,0.48273053,1.49762997,0.02561873,1.05979063
-4.97348674,2.20505634,0.26586100,0.15865221,0.02927885,0.05252457,0.44717374,1.40508729,0.02322461,0.99022096
-4.96748374,2.05006343,0.24324198,0.14486948,0.02612359,0.04803150,0.41402493,1.31673250,0.02095645,0.92431572
-4.96148074,1.90493386,0.22166525,0.13210207,0.02316490,0.04369809,0.38350403,1.23354946,0.01883256,0.86275026
-4.95547774,1.77087295,0.20134183,0.12041318,0.02041449,0.03957206,0.35577928,1.15634041,0.01686747,0.80607568
-4.94947474,1.64878812,0.18244294,0.10984386,0.01787971,0.03569301,0.33096627,1.08571672,0.01507204,0.75471253
-4.94347174,1.53928779,0.16509935,0.10041382,0.01556383,0.03209226,0.30912856,1.02209658,0.01345347,0.70894911
-4.93746873,1.44268995,0.14940212,0.09212281,0.01346640,0.02879293,0.29027972,0.96570930,0.01201560,0.66894401
-4.93146573,1.35903923,0.13540445,0.08495249,0.01158378,0.02581031,0.27438672,0.91660566,0.01075912,0.63473251
-4.92546273,1.28813145,0.12312452,0.07886869,0.00990961,0.02315250,0.26137444,0.87467344,0.00968196,0.60623645
-4.91945973,1.22954419,0.11254910,0.07382389,0.00843539,0.02082112,0.25113116,0.83965725,0.00877969,0.58327687
-4.91345673,1.18267172,0.10363771,0.06975994,0.00715104,0.01881227,0.24351479,0.81118157,0.00804587,0.56558883
-4.90745373,1.14676282,0.09632721,0.06661080,0.00604547,0.01711751,0.23835950,0.78877588,0.00747251,0.55283769
-4.90145073,1.12096001,0.09053652,0.06430525,0.00510713,0.01572489,0.23548267,0.77190074,0.00705047,0.54463628
-4.89544772,1.10433855,0.08617136,0.06276954,0.00432444,0.01462000,0.23469188,0.75997383,0.00676989,0.54056217
-4.88944472,1.09594414,0.08312885,0.06192981,0.00368628,0.01378698,0.23579161,0.75239504,0.00662051,0.54017461
-4.88344172,1.09482803,0.08130193,0.06171434,0.00318232,0.01320946,0.23858969,0.74856962,0.00659207,0.54303059
-4.87743872,1.10007874,0.08058333,0.06205547,0.00280334,0.01287140,0.24290314,0.74792889,0.00667460,0.54869955
-4.87143572,1.11084953,0.08086916,0.06289127,0.00254144,0.01275786,0.24856330,0.74994794,0.00685868,0.55677645
-4.86543272,1.12638114,0.08206198,0.06416685,0.00239016,0.01285559,0.25542027,0.75415982,0.00713571,0.56689293
-4.85942971,1.14601943,0.08407336,0.06583533,0.00234459,0.01315353,0.26334633,0.76016623,0.00749807,0.57872625
-4.85342671,1.16922760,0.08682579,0.06785847,0.00240136,0.01364317,0.27223845,0.76764442,0.00793924,0.59200604
-4.84742371,1.19559297,0.09025410,0.07020695,0.00255851,0.01431868,0.28201972,0.77635049,0.00845394,0.60651862
-4.84142071,1.22482829,0.09430610,0.07286026,0.00281543,0.01517701,0.29263964,0.78611905,0.00903813,0.62210893
-4.83541771,1.25676771,0.09894268,0.07580628,0.00317260,0.01621771,0.30407337,0.79685969,0.00968901,0.63868000
-4.82941471,1.29135765,0.10413728,0.07904045,0.00363132,0.01744268,0.31631973,0.80855032,0.01040491,0.65619009
-4.82341171,1.32864291,0.10987462,0.08256473,0.00419345,0.01885575,0.32939812,0.82122795,0.01118521,0.67464753
-4.81740870,1.36874840,0.11614896,0.08638608,0.00486104,0.02046213,0.34334437,0.83497711,0.01203010,0.69410343
-4.81140570,1.41185713,0.12296172,0.09051482,0.00563592,0.02226768,0.35820559,0.84991650,0.01294038,0.71464244
-4.80540270,1.45818518,0.13031866,0.09496272,0.00651935,0.02427820,0.37403413,0.86618438,0.01391718,0.73637190
-4.79939970,1.50795431,0.13822668,0.09974084,0.00751160,0.02649850,0.39088090,0.88392302,0.01496161,0.75940961
-4.79339670,1.56136345,0.14669035,0.10485741,0.00861157,0.02893157,0.40878826,0.90326309,0.01607445,0.78387074
-4.78739370,1.61855985,0.15570835,0.11031559,0.00981638,0.03157762,0.42778268,0.92430824,0.01725579,0.80985431
-4.78139070,1.67961133,0.16526992,0.11611136,0.01112113,0.03443324,0.44786757,0.94712073,0.01850469,0.83742978
-4.77538769,1.74448069,0.17535162,0.12223155,0.01251855,0.03749058,0.46901661,0.97170857,0.01981885,0.86662436
-4.76938469,1.81300360,0.18591441,0.12865219,0.01399888,0.04073671,0.49116782,0.99801472,0.02119436,0.89741159
-4.76338169,1.88487105,0.19690142,0.13533722,0.01554974,0.04415309,0.51421891,1.02590893,0.02262544,0.92970184
-4.75737869,1.95961758,0.20823642,0.14223767,0.01715612,0.04771525,0.53802400,1.05518265,0.02410429,0.96333516
-4.75137569,2.03661600,0.21982319,0.14929134,0.01880053,0.05139275,0.56239216,1.08554728,0.02562105,0.99807710
-4.74537269,2.11507920,0.23154585,0.15642315,0.02046319,0.05514931,0.58708786,1.11663610,0.02716379,1.03361765
-4.73936968,2.19406947,0.24327029,0.16354603,0.02212234,0.05894329,0.61183350,1.14800970,0.02871862,1.06957374
-4.73336668,2.27251515,0.25484653,0.17056243,0.02375473,0.06272838,0.63631396,1.17916506,0.03026987,1.10549511
-4.72736368,2.34923421,0.26611210,0.17736644,0.02533612,0.06645455,0.66018321,1.20954784,0.03180043,1.14087359
-4.72136068,2.42296393,0.27689626,0.18384642,0.02684183,0.07006922,0.68307263,1.23856742,0.03329201,1.17515548
-4.71535768,2.49239564,0.28702488,0.18988793,0.02824748,0.07351861,0.70460082,1.26561416,0.03472564,1.20775642
-4.70935468,2.55621301,0.29632573,0.19537712,0.02952957,0.07674920,0.72438455,1.29007812,0.03608205,1.23807831
-4.70335168,2.61313222,0.30463411,0.20020411,0.03066620,0.07970927,0.74205033,1.31136843,0.03734217,1.26552753
-4.69734867,2.66194238,0.31179825,0.20426647,0.03163772,0.08235044,0.75724609,1.32893247,0.03848762,1.28953350
-4.69134567,2.70154431,0.31768453,0.20747249,0.03242727,0.08462912,0.76965260,1.34227395,0.03950111,1.30956704
-4.68534267,2.73098606,0.32218206,0.20974420,0.03302130,0.08650782,0.77899391,1.35096923,0.04036692,1.32515742
-4.67933967,2.74949346,0.32520648,0.21101991,0.03340998,0.08795632,0.78504658,1.35468102,0.04107126,1.33590766
-4.67333667,2.75649471,0.32670269,0.21125626,0.03358743,0.08895253,0.78764718,1.35316904,0.04160254,1.34150719
-4.66733367,2.75163783,0.32664664,0.21042959,0.03355190,0.08948311,0.78669773,1.34629711,0.04195168,1.34174151
-4.66133067,2.73480044,0.32504572,0.20853674,0.03330574,0.08954375,0.78216905,1.33403663,0.04211225,1.33649857
-4.65532766,2.70609179,0.32193814,0.20559507,0.03285529,0.08913918,0.77410174,1.31646625,0.04208059,1.32577151
-4.64932466,2.66584714,0.31739107,0.20164184,0.03221060,0.08828282,0.76260488,1.29376807,0.04185584,1.30965803
-4.64332166,2.61461508,0.31149782,0.19673304,0.03138507,0.08699623,0.74785270,1.26622056,0.04143993,1.28835635
