energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.81990995,1.70143316,0.01278287,0.21691406,1.03336779,0.39877774,0.00502885,0.81756743,0.44998942,0.14093134
-5.81390695,1.74403412,0.01213197,0.21841927,1.03414576,0.41400591,0.00519086,0.83870101,0.46053626,0.14858421
-5.80790395,1.78968139,0.01162050,0.22052592,1.03761601,0.43000320,0.00536670,0.86127427,0.47261601,0.15649183
-5.80190095,1.83826791,0.01124404,0.22322835,1.04381539,0.44677082,0.00555709,0.88524100,0.48618996,0.16463259
-5.79589795,1.88964481,0.01099561,0.22650235,1.05267846,0.46431350,0.00576323,0.91053673,0.50118031,0.17298516
-5.78989495,1.94363283,0.01086600,0.23030647,1.06404127,0.48264249,0.00598685,0.93708340,0.51747223,0.18152914
-5.78389195,2.00003455,0.01084411,0.23458400,1.07764856,0.50177835,0.00623025,0.96479454,0.53491711,0.19024576
-5.77788894,2.05864706,0.01091726,0.23926547,1.09316423,0.52175341,0.00649635,0.99358036,0.55333699,0.19911850
-5.77188594,2.11927446,0.01107156,0.24427171,1.11018481,0.54261388,0.00678866,1.02335281,0.57253012,0.20813355
-5.76588294,2.18173987,0.01129221,0.24951726,1.12825534,0.56442123,0.00711119,1.05403040,0.59227737,0.21728024
-5.75987994,2.24589621,0.01156387,0.25491416,1.14688726,0.58725290,0.00746838,1.08554237,0.61234946,0.22655130
-5.75387694,2.31163538,0.01187092,0.26037582,1.16557747,0.61120212,0.00786491,1.11783226,0.63251466,0.23594297
-5.74787394,2.37889530,0.01219783,0.26582100,1.18382804,0.63637676,0.00830552,1.15086051,0.65254668,0.24545495
-5.74187094,2.44766421,0.01252947,0.27117761,1.20116558,0.66289700,0.00879477,1.18460594,0.67223246,0.25509019
-5.73586793,2.51798199,0.01285135,0.27638623,1.21715967,0.69089205,0.00933677,1.21906601,0.69137950,0.26485441
-5.72986493,2.58993809,0.01314995,0.28140317,1.23143940,0.72049550,0.00993494,1.25425563,0.70982244,0.27475556
-5.72386193,2.66366588,0.01341298,0.28620298,1.24370757,0.75183976,0.01059167,1.29020450,0.72742853,0.28480290
-5.71785893,2.73933334,0.01362958,0.29078016,1.25375171,0.78504931,0.01130808,1.32695301,0.74410177,0.29500605
-5.71185593,2.81713044,0.01379056,0.29515013,1.26145168,0.82023326,0.01208376,1.36454676,0.75978549,0.30537376
-5.70585293,2.89725330,0.01388856,0.29934925,1.26678340,0.85747717,0.01291655,1.40302978,0.77446332,0.31591259
-5.69984992,2.97988597,0.01391813,0.30343394,1.26981871,0.89683465,0.01380235,1.44243689,0.78815836,0.32662549
-5.69384692,3.06518045,0.01387585,0.30747892,1.27072133,0.93831895,0.01473507,1.48278538,0.80093071,0.33751034
-5.68784392,3.15323587,0.01376031,0.31157448,1.26973927,0.98189502,0.01570653,1.52406656,0.81287351,0.34855852
-5.68184092,3.24407806,0.01357204,0.31582312,1.26719395,1.02747248,0.01670658,1.56623760,0.82410756,0.35975362
-5.67583792,3.33764050,0.01331349,0.32033536,1.26346671,1.07489993,0.01772321,1.60921419,0.83477491,0.37107031
-5.66983492,3.43374791,0.01298878,0.32522519,1.25898322,1.12396091,0.01874273,1.65286450,0.84503170,0.38247348
-5.66383192,3.53210342,0.01260356,0.33060505,1.25419663,1.17437213,0.01975015,1.69700498,0.85504060,0.39391773
-5.65782891,3.63228044,0.01216475,0.33658072,1.24957002,1.22578398,0.02072948,1.74139836,0.86496313,0.40534724
-5.65182591,3.73371978,0.01168027,0.34324622,1.24555906,1.27778367,0.02166423,1.78575409,0.87495230,0.41669604
-5.64582291,3.83573261,0.01115873,0.35067893,1.24259537,1.32990111,0.02253781,1.82973147,0.88514577,0.42788881
-5.63981991,3.93750928,0.01060919,0.35893512,1.24107127,1.38161725,0.02333409,1.87294543,0.89565989,0.43884201
-5.63381691,4.03813388,0.01004081,0.36804607,1.24132642,1.43237497,0.02403786,1.91497479,0.90658464,0.44946552
-5.62781391,4.13660410,0.00946261,0.37801493,1.24363660,1.48159189,0.02463532,1.95537277,0.91797982,0.45966456
-5.62181091,4.23185538,0.00888320,0.38881439,1.24820508,1.52867481,0.02511454,1.99367918,0.92987238,0.46934192
-5.61580790,4.32278845,0.00831059,0.40038539,1.25515644,1.57303522,0.02546578,2.02943381,0.94225495,0.47840035
-5.60980490,4.40829897,0.00775197,0.41263677,1.26453320,1.61410505,0.02568189,2.06219034,0.95508556,0.48674507
-5.60380190,4.48730773,0.00721363,0.42544613,1.27629480,1.65135223,0.02575843,2.09153008,0.96828844,0.49428616
-5.59779890,4.55879028,0.00670084,0.43866160,1.29031913,1.68429522,0.02569382,2.11707480,0.98175574,0.50094089
-5.59179590,4.62180435,0.00621780,0.45210478,1.30640609,1.71251592,0.02548938,2.13849806,0.99535012,0.50663571
-5.58579290,4.67551401,0.00576766,0.46557455,1.32428317,1.73567038,0.02514921,2.15553442,1.00890798,0.51130803
-5.57978989,4.71920963,0.00535254,0.47885186,1.34361259,1.75349699,0.02468003,2.16798614,1.02224323,0.51490743
-5.57378689,4.75232268,0.00497361,0.49170516,1.36399981,1.76582164,0.02409089,2.17572703,1.03515152,0.51739654
-5.56778389,4.77443517,0.00463116,0.50389644,1.38500312,1.77255986,0.02339287,2.17870342,1.04741472,0.51875144
-5.56178089,4.78528358,0.00432478,0.51518763,1.40614402,1.77371590,0.02259868,2.17693221,1.05880560,0.51896154
-5.55577789,4.78475736,0.00405341,0.52534721,1.42691818,1.76937894,0.02172222,2.17049627,1.06909272,0.51802910
-5.54977489,4.77289274,0.00381556,0.53415673,1.44680671,1.75971666,0.02077817,2.15953763,1.07804528,0.51596840
-5.54377189,4.74986232,0.00360939,0.54141707,1.46528767,1.74496675,0.01978152,2.14424879,1.08543807,0.51280453
-5.53776888,4.71596167,0.00343290,0.54695422,1.48184742,1.72542670,0.01874721,2.12486302,1.09105631,0.50857211
-5.53176588,4.67159365,0.00328405,0.55062441,1.49599187,1.70144267,0.01768967,2.10164392,1.09470055,0.50331376
-5.52576288,4.61725184,0.00316089,0.55231828,1.50725732,1.67339776,0.01662258,2.07487523,1.09619127,0.49707873
-5.51975988,4.55350381,0.00306167,0.55196414,1.51522076,1.64170055,0.01555852,2.04485125,1.09537343,0.48992145
-5.51375688,4.48097539,0.00298494,0.54953004,1.51950955,1.60677415,0.01450878,2.01186845,1.09212074,0.48190032
-5.50775388,4.40033653,0.00292964,0.54502468,1.51981008,1.56904645,0.01348322,1.97621871,1.08633953,0.47307666
-5.50175088,4.31228934,0.00289517,0.53849713,1.51587556,1.52894162,0.01249018,1.93818440,1.07797223,0.46351396
-5.49574787,4.21755863,0.00288140,0.53003536,1.50753243,1.48687337,0.01153643,1.89803545,1.06700032,0.45327734
-5.48974487,4.11688496,0.00288870,0.51976362,1.49468542,1.44323977,0.01062724,1.85602834,1.05344651,0.44243322
-5.48374187,4.01102001,0.00291794,0.50783891,1.47732094,1.39841981,0.00976642,1.81240689,1.03737622,0.43104929
-5.47773887,3.90072404,0.00297044,0.49444651,1.45550878,1.35277143,0.00895644,1.76740451,1.01889812,0.41919455
-5.47173587,3.78676468,0.00304795,0.47979487,1.42940181,1.30663087,0.00819861,1.72124744,0.99816363,0.40693953
-5.46573287,3.66991664,0.00315253,0.46411001,1.39923370,1.26031304,0.00749317,1.67415875,0.97536541,0.39435646
-5.45972986,3.55096163,0.00328644,0.44762960,1.36531461,1.21411263,0.00683955,1.62636232,0.95073465,0.38151950
-5.45372686,3.43068777,0.00345205,0.43059700,1.32802477,1.16830555,0.00623648,1.57808666,0.92453734,0.36850473
-5.44772386,3.30988818,0.00365168,0.41325537,1.28780620,1.12315064,0.00568221,1.52956787,0.89706940,0.35539014
-5.44172086,3.18935817,0.00388742,0.39584212,1.24515258,1.07889124,0.00517465,1.48105163,0.86865090,0.34225530
-5.43571786,3.06989096,0.00416102,0.37858380,1.20059773,1.03575643,0.00471153,1.43279397,0.83961950,0.32918090
-5.42971486,2.95227186,0.00447365,0.36169170,1.15470278,0.99396210,0.00429053,1.38506067,0.81032329,0.31624802
-5.42371186,2.83727122,0.00482579,0.34535809,1.10804271,0.95371156,0.00390940,1.33812531,0.78111334,0.30353731
-5.41770885,2.72563634,0.00521706,0.32975339,1.06119259,0.91519587,0.00356604,1.29226634,0.75233615,0.29112789
-5.41170585,2.61808305,0.00564609,0.31502426,1.01471397,0.87859400,0.00325858,1.24776307,0.72432646,0.27909636
-5.40570285,2.51528742,0.00611045,0.30129252,0.96914212,0.84407295,0.00298544,1.20489126,0.69740058,0.26751560
-5.39969985,2.41787824,0.00660652,0.28865520,0.92497441,0.81178789,0.00274532,1.16391844,0.67185054,0.25645378
-5.39369685,2.32643095,0.00712954,0.27718526,0.88266047,0.78188259,0.00253727,1.12509937,0.64793943,0.24597342
-5.38769385,2.24146333,0.00767360,0.26693331,0.84259431,0.75449012,0.00236062,1.08867205,0.62589792,0.23613066
-5.38169085,2.16343338,0.00823173,0.25792992,0.80510893,0.72973392,0.00221500,1.05485452,0.60592223,0.22697470
-5.37568784,2.09273940,0.00879602,0.25018857,0.77047327,0.70772921,0.00210029,1.02384248,0.58817347,0.21854759
-5.36968484,2.02972228,0.00935779,0.24370897,0.73889179,0.68858460,0.00201657,0.99580801,0.57277836,0.21088412
-5.36368184,1.97466950,0.00990784,0.23848058,0.71050641,0.67240386,0.00196406,0.97089924,0.55983110,0.20401204
-5.35767884,1.92782037,0.01043670,0.23448617,0.68540063,0.65928754,0.00194306,0.94924072,0.54939621,0.19795241
-5.35167584,1.88937186,0.01093489,0.23170518,0.66360534,0.64933415,0.00195389,0.93093438,0.54151197,0.19272004
-5.34567284,1.85948403,0.01139325,0.23011670,0.64510609,0.64264082,0.00199676,0.91606073,0.53619421,0.18832397
-5.33966983,1.83828441,0.01180322,0.22970188,0.62985101,0.63930301,0.00207178,0.90467980,0.53343996,0.18476798
-5.33366683,1.82587040,0.01215716,0.23044560,0.61775898,0.63941314,0.00217881,0.89683165,0.53323068,0.18205085
-5.32766383,1.82230909,0.01244858,0.23233737,0.60872751,0.64305798,0.00231743,0.89253604,0.53553472,0.18016658
-5.32166083,1.82763406,0.01267237,0.23537125,0.60263965,0.65031485,0.00248685,0.89179101,0.54030868,0.17910430
-5.31565783,1.84183888,0.01282499,0.23954495,0.59936974,0.66124639,0.00268588,0.89457031,0.54749764,0.17884795
-5.30965483,1.86486753,0.01290456,0.24485797,0.59878747,0.67589447,0.00291288,0.90081955,0.55703404,0.17937578
-5.30365183,1.89660197,0.01291094,0.25130908,0.60076020,0.69427309,0.00316572,0.91045144,0.56883535,0.18065954
-5.29764882,1.93684783,0.01284566,0.25889312,0.60515346,0.71636096,0.00344178,0.92334011,0.58280065,0.18266357
-5.29164582,1.98531889,0.01271188,0.26759742,0.61182977,0.74209389,0.00373798,0.93931515,0.59880640,0.18534387
-5.28564282,2.04162175,0.01251421,0.27739808,0.62064601,0.77135781,0.00405079,0.95815575,0.61670182,0.18864713
-5.27963982,2.10524187,0.01225850,0.28825637,0.63144974,0.80398253,0.00437625,0.97958553,0.63630428,0.19250987
-5.27363682,2.17553227,0.01195164,0.30011543,0.64407488,0.83973706,0.00471013,1.00326866,0.65739508,0.19685795
-5.26763382,2.25170629,0.01160122,0.31289767,0.65833742,0.87832670,0.00504792,1.02880778,0.67971639,0.20160628
-5.26163082,2.33283517,0.01121528,0.32650302,0.67403144,0.91939230,0.00538500,1.05574429,0.70296944,0.20665907
-5.25562781,2.41785168,0.01080201,0.34080819,0.69092620,0.96251196,0.00571673,1.08356128,0.72681463,0.21191054
-5.24962481,2.50555987,0.01036945,0.35566718,0.70876458,1.00720523,0.00603856,1.11168948,0.75087369,0.21724611
-5.24362181,2.59465139,0.00992523,0.37091289,0.72726322,1.05293971,0.00634618,1.13951606,0.77473415,0.22254423
-5.23761881,2.68372795,0.00947641,0.38636013,0.74611462,1.09914007,0.00663561,1.16639639,0.79795599,0.22767859
-5.23161581,2.77132929,0.00902920,0.40180959,0.76499121,1.14519896,0.00690329,1.19166831,0.82008060,0.23252085
-5.22561281,2.85596568,0.00858895,0.41705289,0.78355134,1.19048955,0.00714623,1.21466848,0.84064141,0.23694362
-5.21960980,2.93615369,0.00815999,0.43187835,0.80144693,1.23437917,0.00736198,1.23475013,0.85917618,0.24082373
-5.21360680,3.01045371,0.00774564,0.44607729,0.81833248,1.27624348,0.00754877,1.25130152,0.87524012,0.24404557
-5.20760380,3.07750760,0.00734823,0.45945047,0.83387488,1.31548067,0.00770545,1.26376436,0.88841940,0.24650427
-5.20160080,3.13607489,0.00696919,0.47181450,0.84776364,1.35152511,0.00783151,1.27165121,0.89834435,0.24810880
-5.19559780,3.18506607,0.00660910,0.48300783,0.85972097,1.38385991,0.00792705,1.27456125,0.90470181,0.24878468
-5.18959480,3.22357145,0.00626785,0.49289607,0.86951106,1.41202815,0.00799269,1.27219360,0.90724583,0.24847614
-5.18359180,3.25088467,0.00594477,0.50137647,0.87694824,1.43564226,0.00802950,1.26435760,0.90580644,0.24714789
-5.17758879,3.26652002,0.00563878,0.50838134,0.88190352,1.45439145,0.00803893,1.25097967,0.90029585,0.24478612
-5.17158579,3.27022310,0.00534852,0.51388036,0.88430928,1.46804709,0.00802265,1.23210639,0.89071191,0.24139896
-5.16558279,3.26197481,0.00507248,0.51788168,0.88416188,1.47646608,0.00798250,1.20790382,0.87713868,0.23701619
-5.15957979,3.24198885,0.00480913,0.52043194,0.88152215,1.47959216,0.00792036,1.17865305,0.85974409,0.23168841
-5.15357679,3.21070330,0.00455703,0.52161523,0.87651389,1.47745557,0.00783807,1.14474229,0.83877480,0.22548560
-5.14757379,3.16876699,0.00431486,0.52155113,0.86932047,1.47017107,0.00773736,1.10665598,0.81454871,0.21849517
-5.14157079,3.11702170,0.00408151,0.52039205,0.86017990,1.45793473,0.00761977,1.06496130,0.78744532,0.21081966
-5.13556778,3.05648100,0.00385609,0.51832001,0.84937852,1.44101960,0.00748666,1.02029289,0.75789456,0.20257411
-5.12956478,2.98830692,0.00363798,0.51554298,0.83724390,1.41977061,0.00733913,0.97333629,0.72636459,0.19388329
-5.12356178,2.91378520,0.00342675,0.51229103,0.82413701,1.39459878,0.00717813,0.92481075,0.69334906,0.18487878
-5.11755878,2.83429999,0.00322221,0.50881236,0.81044420,1.36597485,0.00700440,0.87545224,0.65935445,0.17569615
-5.11155578,2.75130861,0.00302434,0.50536924,0.79656912,1.33442255,0.00681854,0.82599689,0.62488788,0.16647215
-5.10555278,2.66631668,0.00283327,0.50223393,0.78292475,1.30051120,0.00662109,0.77716565,0.59044584,0.15734216
-5.09954977,2.58085392,0.00264924,0.49968451,0.76992571,1.26484793,0.00641257,0.72965031,0.55650417,0.14843776
-5.09354677,2.49645059,0.00247255,0.49800058,0.75798079,1.22806915,0.00619356,0.68410117,0.52350939,0.13988454
-5.08754377,2.41461436,0.00230356,0.49745872,0.74748579,1.19083133,0.00596474,0.64111660,0.49187169,0.13180021
-5.08154077,2.33680754,0.00214261,0.49832757,0.73881636,1.15380090,0.00572694,0.60123432,0.46195939,0.12429293
-5.07553777,2.26442429,0.00199003,0.50086244,0.73232099,1.11764334,0.00548121,0.56492450,0.43409491,0.11745979
-5.06953477,2.19876756,0.00184612,0.50529941,0.72831383,1.08301117,0.00522882,0.53258440,0.40855213,0.11138558
-5.06353177,2.14102581,0.00171111,0.51184882,0.72706737,1.05053136,0.00497127,0.50453453,0.38555486,0.10614171
-5.05752876,2.09224929,0.00158517,0.52068824,0.72880496,1.02079183,0.00471028,0.48101605,0.36527637,0.10178527
-5.05152576,2.05332641,0.00146840,0.53195500,0.73369318,0.99432767,0.00444779,0.46218914,0.34783959,0.09835820
-5.04552276,2.02496036,0.00136082,0.54573855,0.74183432,0.97160730,0.00418592,0.44813243,0.33331799,0.09588667
-5.03951976,2.00764687,0.00126241,0.56207283,0.75325909,0.95301897,0.00392688,0.43884317,0.32173684,0.09438053
-5.03351676,2.00165390,0.00117304,0.58092915,0.76792004,0.93885820,0.00367297,0.43423813,0.31307478,0.09383294
-5.02751376,2.00700432,0.00109252,0.60220991,0.78568603,0.92931672,0.00342649,0.43415535,0.30726570,0.09422017
-5.02151076,2.02346274,0.00102062,0.62574367,0.80633826,0.92447340,0.00318969,0.43835671,0.30420079,0.09550160
-5.01550775,2.05052758,0.00095701,0.65128201,0.82956830,0.92428785,0.00296467,0.44653133,0.30373092,0.09762005
-5.00950475,2.08742962,0.00090131,0.67849875,0.85497872,0.92859704,0.00275339,0.45830020,0.30566924,0.10050229
-5.00350175,2.13313773,0.00085311,0.70699168,0.88208645,0.93711547,0.00255754,0.47322181,0.30979426,0.10405999
-4.99749875,2.18637272,0.00081192,0.73628733,0.91032948,0.94943911,0.00237857,0.49079921,0.31585329,0.10819101
-4.99149575,2.24562941,0.00077721,0.76584876,0.93907674,0.96505316,0.00221758,0.51048831,0.32356641,0.11278102
-4.98549275,2.30920703,0.00074839,0.79508643,0.96764136,0.98334369,0.00207537,0.53170763,0.33263101,0.11770562
-4.97948974,2.37524748,0.00072487,0.82337199,0.99529686,1.00361283,0.00195235,0.55384924,0.34272687,0.12283273
-4.97348674,2.44178042,0.00070601,0.85005451,1.02129610,1.02509715,0.00184859,0.57629094,0.35352171,0.12802534
-4.96748374,2.50677405,0.00069114,0.87447879,1.04489211,1.04698861,0.00176380,0.59840919,0.36467725,0.13314455
-4.96148074,2.56818972,0.00067960,0.89600501,1.06536026,1.06845737,0.00169736,0.61959272,0.37585550,0.13805277
-4.95547774,2.62403857,0.00067072,0.91402878,1.08202075,1.08867566,0.00164829,0.63925626,0.38672531,0.14261702
-4.94947474,2.67243797,0.00066385,0.92800105,1.09426048,1.10684176,0.00161534,0.65685400,0.39696881,0.14671223
-4.94347174,2.71166553,0.00065835,0.93744658,1.10155337,1.12220328,0.00159699,0.67189236,0.40628770,0.15022432
-4.93746873,2.74020858,0.00065363,0.94198045,1.10347811,1.13407873,0.00159151,0.68394150,0.41440914,0.15305314
-4.93146573,2.75680709,0.00064912,0.94132168,1.09973262,1.14187672,0.00159695,0.69264532,0.42109097,0.15511495
-4.92546273,2.76048832,0.00064432,0.93530320,1.09014439,1.14511199,0.00161125,0.69772929,0.42612628,0.15634451
-4.91945973,2.75059197,0.00063879,0.92387794,1.07467636,1.14341781,0.00163227,0.69900617,0.42934691,0.15669655
-4.91345673,2.72678486,0.00063215,0.90712047,1.05342798,1.13655432,0.00165780,0.69637906,0.43062614,0.15614669
-4.90745373,2.68906482,0.00062409,0.88522433,1.02663153,1.12441270,0.00168568,0.68984199,0.42988013,0.15469177
-4.90145073,2.63775401,0.00061438,0.85849512,0.99464381,1.10701519,0.00171377,0.67947786,0.42706838,0.15234945
-4.89544772,2.57348213,0.00060284,0.82733968,0.95793378,1.08451102,0.00174007,0.66545401,0.42219312,0.14915732
-4.88944472,2.49716068,0.00058938,0.79225195,0.91706670,1.05716881,0.00176273,0.64801559,0.41529768,0.14517135
-4.88344172,2.40994972,0.00057397,0.75379627,0.87268562,1.02536576,0.00178007,0.62747705,0.40646394,0.14046400
-4.87743872,2.31321861,0.00055665,0.71258875,0.82549111,0.98957429,0.00179067,0.60421221,0.39580912,0.13512183
-4.87143572,2.20850283,0.00053749,0.66927779,0.77622019,0.95034671,0.00179334,0.57864326,0.38348179,0.12924287
-4.86543272,2.09745852,0.00051664,0.62452438,0.72562530,0.90829862,0.00178719,0.55122926,0.36965749,0.12293392
-4.85942971,1.98181672,0.00049428,0.57898330,0.67445433,0.86409175,0.00177161,0.52245447,0.35453401,0.11630766
-4.85342671,1.86333893,0.00047060,0.53328562,0.62343236,0.81841666,0.00174628,0.49281696,0.33832647,0.10947989
-4.84742371,1.74377542,0.00044586,0.48802338,0.57324569,0.77197606,0.00171117,0.46281792,0.32126238,0.10256695
-4.84142071,1.62482767,0.00042029,0.44373685,0.52452875,0.72546896,0.00166655,0.43295192,0.30357677,0.09568330
-4.83541771,1.50811546,0.00039417,0.40090460,0.47785401,0.67957624,0.00161292,0.40369836,0.28550760,0.08893944
-4.82941471,1.39514960,0.00036775,0.35993661,0.43372505,0.63494767,0.00155100,0.37551420,0.26729131,0.08244013
-4.82341171,1.28731014,0.00034130,0.32117044,0.39257270,0.59219067,0.00148173,0.34882813,0.24915896,0.07628297
-4.81740870,1.18583035,0.00031505,0.28487016,0.35475400,0.55186080,0.00140619,0.32403613,0.23133259,0.07055736
-4.81140570,1.09178591,0.00028926,0.25122797,0.32055369,0.51445399,0.00132556,0.30149827,0.21402223,0.06534376
-4.80540270,1.00608911,0.00026412,0.22036794,0.29018779,0.48040046,0.00124111,0.28153675,0.19742334,0.06071323
-4.79939970,0.92948714,0.00023983,0.19235165,0.26380870,0.45006020,0.00115412,0.26443494,0.18171469,0.05672729
-4.79339670,0.86256413,0.00021656,0.16718509,0.24151148,0.42371991,0.00106586,0.25043724,0.16705692,0.05343796
-4.78739370,0.80574594,0.00019443,0.14482651,0.22334076,0.40159121,0.00097757,0.23974955,0.15359139,0.05088796
-4.78139070,0.75930715,0.00017357,0.12519463,0.20929780,0.38381008,0.00089038,0.23254025,0.14143964,0.04911102
-4.77538769,0.72337961,0.00015404,0.10817701,0.19934738,0.37043736,0.00080532,0.22894140,0.13070316,0.04813227
-4.76938469,0.69796203,0.00013591,0.09363801,0.19342420,0.36146026,0.00072331,0.22905010,0.12146360,0.04796860
-4.76338169,0.68293010,0.00011921,0.08142624,0.19143853,0.35679477,0.00064509,0.23292983,0.11378320,0.04862911
-4.75737869,0.67804690,0.00010393,0.07138121,0.19328102,0.35628897,0.00057130,0.24061178,0.10770556,0.05011542
-4.75137569,0.68297337,0.00009006,0.06333904,0.19882657,0.35972724,0.00050239,0.25209601,0.10325651,0.05242200
-4.74537269,0.69727859,0.00007757,0.05713720,0.20793720,0.36683524,0.00043868,0.26735252,0.10044517,0.05553645
-4.73936968,0.72045005,0.00006639,0.05261820,0.22046411,0.37728578,0.00038034,0.28632216,0.09926505,0.05943974
-4.73336668,0.75190366,0.00005648,0.04963231,0.23624890,0.39070548,0.00032743,0.30891744,0.09969513,0.06410635
-4.72736368,0.79099369,0.00004774,0.04803933,0.25512413,0.40668213,0.00027988,0.33502334,0.10170096,0.06950454
-4.72136068,0.83702256,0.00004010,0.04770957,0.27691339,0.42477278,0.00023755,0.36449794,0.10523565,0.07559646
-4.71535768,0.88925062,0.00003347,0.04852411,0.30143093,0.44451237,0.00020018,0.39717319,0.11024076,0.08233836
-4.70935468,0.94690576,0.00002775,0.05037443,0.32848110,0.46542278,0.00016750,0.43285561,0.11664713,0.08968088
-4.70335168,1.00919285,0.00002286,0.05316167,0.35785762,0.48702216,0.00013916,0.47132707,0.12437549,0.09756924
-4.69734867,1.07530298,0.00001872,0.05679541,0.38934283,0.50883428,0.00011481,0.51234554,0.13333704,0.10594361
-4.69134567,1.14442225,0.00001522,0.06119235,0.42270697,0.53039766,0.00009405,0.55564593,0.14343386,0.11473946
-4.68534267,1.21574005,0.00001230,0.06627480,0.45770761,0.55127434,0.00007651,0.60094089,0.15455926,0.12388795
-4.67933967,1.28845658,0.00000988,0.07196911,0.49408913,0.57105791,0.00006182,0.64792162,0.16659807,0.13331643
-4.67333667,1.36178952,0.00000788,0.07820418,0.53158246,0.58938061,0.00004964,0.69625863,0.17942690,0.14294886
-4.66733367,1.43497966,0.00000626,0.08491003,0.56990489,0.60591942,0.00003963,0.74560256,0.19291439,0.15270636
-4.66133067,1.50729544,0.00000495,0.09201656,0.60876023,0.62040068,0.00003150,0.79558495,0.20692153,0.16250764
-4.65532766,1.57803630,0.00000390,0.09945241,0.64783902,0.63260341,0.00002498,0.84581916,0.22130214,0.17226962
-4.64932466,1.64653507,0.00000308,0.10714412,0.68681922,0.64236107,0.00001984,0.89590138,0.23590336,0.18190784
-4.64332166,1.71215922,0.00000246,0.11501553,0.72536703,0.64956183,0.00001590,0.94541199,0.25056645,0.19133708
