energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.86193097,4.75394548,1.86465158,0.81505330,0.01152121,0.99276195,0.66041315,0.58807185,0.09979071,1.87399175
-5.85592796,4.74946924,1.87266614,0.81693614,0.01147573,0.99164339,0.66575001,0.58488328,0.09977922,1.87581642
-5.84992496,4.74672388,1.88305643,0.81977503,0.01142152,0.99157032,0.67315819,0.58081124,0.09965892,1.87839819
-5.84392196,4.74523638,1.89568836,0.82343652,0.01135577,0.99245659,0.68254653,0.57584424,0.09940753,1.88155092
-5.83791896,4.74454687,1.91043818,0.82780533,0.01127572,0.99424199,0.69378019,0.56998255,0.09900308,1.88505801
-5.83191596,4.74421892,1.92719231,0.83278627,0.01117869,0.99689186,0.70668331,0.56323827,0.09842483,1.88867813
-5.82591296,4.74384794,1.94584675,0.83830497,0.01106227,1.00039550,0.72104244,0.55563515,0.09765424,1.89215139
-5.81990995,4.74306792,1.96630619,0.84430771,0.01092437,1.00476359,0.73661046,0.54720822,0.09667585,1.89520594
-5.81390695,4.74155692,1.98848319,0.85076029,0.01076332,1.01002498,0.75311124,0.53800338,0.09547816,1.89756486
-5.80790395,4.73904168,2.01229768,0.85764628,0.01057798,1.01622294,0.77024481,0.52807688,0.09405439,1.89895346
-5.80190095,4.73530156,2.03767657,0.86496475,0.01036776,1.02341125,0.78769311,0.51749487,0.09240307,1.89910682
-5.79589795,4.73017227,2.06455393,0.87272760,0.01013266,1.03165020,0.80512641,0.50633294,0.09052858,1.89777758
-5.78989495,4.72354929,2.09287119,0.88095673,0.00987334,1.04100277,0.82221004,0.49467570,0.08844141,1.89474384
-5.78389195,4.71539113,2.12257758,0.88968108,0.00959106,1.05153091,0.83861175,0.48261636,0.08615828,1.88981700
-5.77788894,4.70572216,2.15363023,0.89893366,0.00928771,1.06329209,0.85400917,0.47025639,0.08370210,1.88284924
-5.77188594,4.69463479,2.18599403,0.90874863,0.00896571,1.07633606,0.86809751,0.45770496,0.08110164,1.87374060
-5.76588294,4.68229060,2.21964063,0.91915850,0.00862805,1.09070181,0.88059720,0.44507843,0.07839106,1.86244509
-5.75987994,4.66891995,2.25454658,0.93019137,0.00827812,1.10641463,0.89126123,0.43249959,0.07560923,1.84897575
-5.75387694,4.65481962,2.29069041,0.94186828,0.00791970,1.12348333,0.89988189,0.42009664,0.07279890,1.83340817
-5.74787394,4.64034811,2.32804845,0.95420071,0.00755682,1.14189746,0.90629682,0.40800196,0.07000566,1.81588235
-5.74187094,4.62591821,2.36658961,0.96718808,0.00719369,1.16162464,0.91039395,0.39635057,0.06727686,1.79660241
-5.73586793,4.61198672,2.40626906,0.98081545,0.00683456,1.18260794,0.91211516,0.38527823,0.06466038,1.77583424
-5.72986493,4.59904122,2.44702131,0.99505138,0.00648364,1.20476353,0.91145842,0.37491925,0.06220336,1.75390075
-5.72386193,4.58758417,2.48875278,1.00984592,0.00614497,1.22797848,0.90847831,0.36540408,0.05995093,1.73117483
-5.71785893,4.57811469,2.53133464,1.02512901,0.00582232,1.25210914,0.90328477,0.35685661,0.05794494,1.70807011
-5.71185593,4.57110863,2.57459611,1.04080917,0.00551911,1.27697998,0.89604008,0.34939138,0.05622276,1.68502966
-5.70585293,4.56699766,2.61831899,1.05677268,0.00523831,1.30238341,0.88695413,0.34311076,0.05481615,1.66251316
-5.69984992,4.56614846,2.66223383,1.07288345,0.00498236,1.32808035,0.87627813,0.33810221,0.05375033,1.64098276
-5.69384692,4.56884298,2.70601824,1.08898350,0.00475315,1.35380212,0.86429697,0.33443576,0.05304313,1.62088833
-5.68784392,4.57526083,2.74929771,1.10489425,0.00455193,1.37925346,0.85132056,0.33216178,0.05270437,1.60265268
-5.68184092,4.58546512,2.79164932,1.12041871,0.00437932,1.40411694,0.83767447,0.33130931,0.05273545,1.58665742
-5.67583792,4.59939255,2.83260835,1.13534458,0.00423531,1.42805861,0.82369024,0.33188484,0.05312917,1.57323012
-5.66983492,4.61684875,2.87167786,1.14944816,0.00411927,1.45073507,0.80969592,0.33387187,0.05386979,1.56263345
-5.66383192,4.63750966,2.90834115,1.16249928,0.00402996,1.47180153,0.79600710,0.33723115,0.05493332,1.55505686
-5.65782891,4.66092912,2.94207667,1.17426688,0.00396564,1.49092098,0.78291890,0.34190174,0.05628808,1.55061131
-5.65182591,4.68655309,2.97237504,1.18452529,0.00392409,1.50777392,0.77069929,0.34780279,0.05789546,1.54932744
-5.64582291,4.71373996,2.99875751,1.19306103,0.00390271,1.52206855,0.75958393,0.35483618,0.05971093,1.55115721
-5.63981991,4.74178671,3.02079525,1.19967982,0.00389862,1.53355100,0.74977279,0.36288974,0.06168521,1.55597929
-5.63381691,4.76995973,3.03812863,1.20421367,0.00390878,1.54201513,0.74142867,0.37184118,0.06376561,1.56360772
-5.62781391,4.79752929,3.05048581,1.20652772,0.00393005,1.54731163,0.73467748,0.38156235,0.06589749,1.57380375
-5.62181091,4.82380610,3.05769959,1.20652661,0.00395937,1.54935599,0.72961031,0.39192394,0.06802575,1.58629009
-5.61580790,4.84817830,3.05972206,1.20416003,0.00399380,1.54813489,0.72628693,0.40280018,0.07009638,1.60076709
-5.60980490,4.87014716,3.05663598,1.19942729,0.00403068,1.54371085,0.72474058,0.41407356,0.07205799,1.61692989
-5.60380190,4.88935973,3.04866243,1.19238061,0.00406768,1.53622473,0.72498358,0.42563926,0.07386324,1.63448581
-5.59779890,4.90563663,3.03616429,1.18312687,0.00410292,1.52589593,0.72701339,0.43740918,0.07547010,1.65317101
-5.59179590,4.91899364,3.01964492,1.17182780,0.00413497,1.51302018,0.73081873,0.44931532,0.07684301,1.67276566
-5.58579290,4.92965555,2.99974216,1.15869845,0.00416296,1.49796487,0.73638524,0.46131250,0.07795375,1.69310672
-5.57978989,4.93806162,2.97721734,1.14400377,0.00418655,1.48116198,0.74370053,0.47338020,0.07878214,1.71409778
-5.57378689,4.94486184,2.95293977,1.12805356,0.00420598,1.46309873,0.75275804,0.48552343,0.07931644,1.73571543
-5.56778389,4.95090392,2.92786679,1.11119573,0.00422199,1.44430619,0.76355961,0.49777275,0.07955341,1.75801174
-5.56178089,4.95721141,2.90302011,1.09380800,0.00423581,1.42534619,0.77611659,0.51018320,0.07949825,1.78111289
-5.55577789,4.96495334,2.87945914,1.07628842,0.00424912,1.40679684,0.79044939,0.52283243,0.07916410,1.80521381
-5.54977489,4.97540677,2.85825199,1.05904486,0.00426392,1.38923715,0.80658554,0.53581781,0.07857145,1.83056928
-5.54377189,4.98991348,2.84044527,1.04248380,0.00428251,1.37323121,0.82455637,0.54925292,0.07774724,1.85748171
-5.53776888,5.00983247,2.82703368,1.02699895,0.00430732,1.35931241,0.84439257,0.56326328,0.07672384,1.88628640
-5.53176588,5.03649025,2.81893031,1.01295980,0.00434087,1.34796822,0.86611890,0.57798159,0.07553790,1.91733481
-5.52576288,5.07113075,2.81693895,1.00070080,0.00438567,1.33962612,0.88974840,0.59354256,0.07422910,1.95097665
-5.51975988,5.11486697,2.82172921,0.99051130,0.00444407,1.33464099,0.91527656,0.61007762,0.07283888,1.98754167
-5.51375688,5.16863619,2.83381551,0.98262682,0.00451825,1.33328458,0.94267575,0.62770940,0.07140918,2.02732192
-5.50775388,5.23316059,2.85354071,0.97722183,0.00461010,1.33573727,0.97189038,0.64654646,0.06998125,2.07055521
-5.50175088,5.30891473,2.88106500,0.97440432,0.00472119,1.34208257,1.00283309,0.66667822,0.06859453,2.11741059
-5.49574787,5.39610122,2.91636057,0.97421250,0.00485272,1.35230449,1.03538228,0.68817020,0.06728567,2.16797637
-5.48974487,5.49463553,2.95921228,0.97661362,0.00500550,1.36628791,1.06938121,0.71105996,0.06608767,2.22225111
-5.48374187,5.60414031,3.00922431,0.98150497,0.00517993,1.38382201,1.10463870,0.73535359,0.06502926,2.28013798
-5.47773887,5.72394953,3.06583264,0.98871720,0.00537604,1.40460664,1.14093151,0.76102299,0.06413434,2.34144266
-5.47173587,5.85312209,3.12832283,0.99801960,0.00559347,1.42826141,1.17800828,0.78800406,0.06342168,2.40587461
-5.46573287,5.99046421,3.19585246,1.00912736,0.00583151,1.45433727,1.21559470,0.81619583,0.06290475,2.47305172
-5.45972986,6.13455974,3.26747727,1.02171041,0.00608918,1.48233010,1.25339985,0.84546058,0.06259170,2.54250794
-5.45372686,6.28380680,3.34218007,1.03540365,0.00636518,1.51169587,1.29112305,0.87562496,0.06248546,2.61370340
-5.44772386,6.43645942,3.41890105,1.04981799,0.00665800,1.54186683,1.32846099,0.90648218,0.06258402,2.68603654
-5.44172086,6.59067230,3.49656839,1.06455198,0.00696593,1.57226807,1.36511463,0.93779517,0.06288073,2.75885762
-5.43571786,6.74454686,3.57412781,1.07920350,0.00728707,1.60233389,1.40079540,0.96930067,0.06336467,2.83148296
-5.42971486,6.89617673,3.65056977,1.09338111,0.00761938,1.63152334,1.43523038,1.00071413,0.06402119,2.90320928
-5.42371186,7.04369102,3.72495341,1.10671462,0.00796068,1.65933434,1.46816613,1.03173536,0.06483229,2.97332748
-5.41770885,7.18529368,3.79642604,1.11886452,0.00830864,1.68531579,1.49937093,1.06205466,0.06577718,3.04113553
-5.41170585,7.31929767,3.86423765,1.12952994,0.00866081,1.70907736,1.52863543,1.09135946,0.06683278,3.10594986
-5.40570285,7.44415306,3.92774988,1.13845493,0.00901461,1.73029648,1.55577166,1.11934099,0.06797420,3.16711515
-5.39969985,7.55846833,3.98643936,1.14543280,0.00936731,1.74872245,1.58061070,1.14570105,0.06917522,3.22401221
-5.39369685,7.66102463,4.03989557,1.15030850,0.00971605,1.76417748,1.60299917,1.17015851,0.07040878,3.27606419
-5.38769385,7.75078325,4.08781369,1.15297901,0.01005783,1.77655484,1.62279510,1.19245534,0.07164744,3.32274096
-5.38169085,7.82688672,4.12998308,1.15339190,0.01038953,1.78581427,1.63986355,1.21236212,0.07286380,3.36356222
-5.37568784,7.88865441,4.16627249,1.15154207,0.01070793,1.79197501,1.65407241,1.22968262,0.07403094,3.39809929
-5.36968484,7.93557370,4.19661305,1.14746711,0.01100975,1.79510697,1.66528913,1.24425757,0.07512285,3.42597638
-5.36368184,7.96728788,4.22098022,1.14124142,0.01129167,1.79532046,1.67337848,1.25596729,0.07611487,3.44687124
-5.35767884,7.98358219,4.23937603,1.13296958,0.01155043,1.79275523,1.67820198,1.26473321,0.07698401,3.46051600
-5.35167584,7.98436924,4.25181281,1.12277921,0.01178285,1.78756931,1.67961906,1.27051837,0.07770945,3.46669809
-5.34567284,7.96967501,4.25829938,1.11081374,0.01198596,1.77992836,1.67749014,1.27332666,0.07827280,3.46526175
-5.33966983,7.93962647,4.25883068,1.09722551,0.01215704,1.76999606,1.67168149,1.27320112,0.07865852,3.45611010
-5.33366683,7.89444157,4.25338140,1.08216941,0.01229372,1.75792599,1.66207174,1.27022134,0.07885423,3.43920771
-5.32766383,7.83442229,4.24190401,1.06579738,0.01239407,1.74385550,1.64855964,1.26450007,0.07885091,3.41458376
-5.32166083,7.75995076,4.22433126,1.04825412,0.01245666,1.72790168,1.63107265,1.25617929,0.07864318,3.38233540
-5.31565783,7.67148864,4.20058294,1.02967385,0.01248066,1.71015972,1.60957574,1.24542589,0.07822940,3.34263117
-5.30965483,7.56957934,4.17057642,1.01017854,0.01246583,1.69070355,1.58407995,1.23242730,0.07761177,3.29571398
-5.30365183,7.45485256,4.13424022,0.98987730,0.01241263,1.66958867,1.55464997,1.21738714,0.07679630,3.24190357
-5.29764882,7.32803047,4.09152987,0.96886710,0.01232216,1.64685688,1.52141033,1.20052114,0.07579274,3.18159785
-5.29164582,7.18993464,4.04244498,0.94723453,0.01219623,1.62254261,1.48454966,1.18205358,0.07461441,3.11527296
-5.28564282,7.04149294,3.98704644,0.92505837,0.01203727,1.59668029,1.44432268,1.16221427,0.07327794,3.04348173
-5.27963982,6.88374530,3.92547283,0.90241291,0.01184831,1.56931243,1.40104971,1.14123621,0.07180295,2.96685051
-5.27363682,6.71784764,3.85795501,0.87937159,0.01163292,1.54049777,1.35511363,1.11935398,0.07021171,2.88607401
-5.26763382,6.54507317,3.78482789,0.85601071,0.01139511,1.51031893,1.30695430,1.09680277,0.06852865,2.80190852
-5.26163082,6.36681036,3.70653897,0.83241298,0.01113924,1.47888930,1.25706073,1.07381813,0.06677993,2.71516329
-5.25562781,6.18455726,3.62365277,0.80867067,0.01086990,1.44635853,1.20596123,1.05063612,0.06499296,2.62669040
-5.24962481,5.99991173,3.53685105,0.78488805,0.01059181,1.41291630,1.15421205,1.02749391,0.06319590,2.53737341
-5.24362181,5.81455768,3.44692850,0.76118303,0.01030968,1.37879426,1.10238487,1.00463052,0.06141718,2.44811500
-5.23761881,5.63024743,3.35478406,0.73768782,0.01002814,1.34426576,1.05105381,0.98228765,0.05968502,2.35982386
-5.23161581,5.44878031,3.26140804,0.71454858,0.00975155,1.30964354,1.00078234,0.96071023,0.05802705,2.27340145
-5.22561281,5.27197829,3.16786540,0.69192408,0.00948398,1.27527523,0.95211070,0.94014679,0.05646986,2.18972872
-5.21960980,5.10165897,3.07527579,0.66998326,0.00922904,1.24153699,0.90554419,0.92084925,0.05503872,2.10965315
-5.21360680,4.93960681,2.98479080,0.64890206,0.00898988,1.20882534,0.86154281,0.90307216,0.05375727,2.03397664
-5.20760380,4.78754345,2.89756932,0.62885941,0.00876907,1.17754764,0.82051242,0.88707138,0.05264726,1.96344420
-5.20160080,4.64709769,2.81475165,0.61003275,0.00856860,1.14811156,0.78279779,0.87310202,0.05172841,1.89873391
-5.19559780,4.51977637,2.73743309,0.59259311,0.00838983,1.12091381,0.74867755,0.86141576,0.05101828,1.84044821
-5.18959480,4.40693651,2.66663788,0.57670022,0.00823353,1.09632870,0.71836110,0.85225758,0.05053216,1.78910658
-5.18359180,4.30975985,2.60329413,0.56249756,0.00809983,1.07469687,0.69198747,0.84586196,0.05028302,1.74513987
-5.17758879,4.22923014,2.54821056,0.55010786,0.00798833,1.05631456,0.66962603,0.84244875,0.05028154,1.70888608
-5.17158579,4.16611394,2.50205551,0.53962897,0.00789812,1.04142396,0.65127885,0.84221858,0.05053609,1.68058770
-5.16558279,4.12094525,2.46533898,0.53113050,0.00782782,1.03020467,0.63688451,0.84534830,0.05105278,1.66039055
-5.15957979,4.09401436,2.43839813,0.52465120,0.00777572,1.02276690,0.62632321,0.85198630,0.05183549,1.64834390
-5.15357679,4.08536107,2.42138652,0.52019718,0.00773980,1.01914638,0.61942276,0.86224790,0.05288594,1.64440197
-5.14757379,4.09477244,2.41426766,0.51774111,0.00771786,1.01930122,0.61596542,0.87621113,0.05420368,1.64842652
-5.14157079,4.12178503,2.41681286,0.51722236,0.00770758,1.02311097,0.61569520,0.89391270,0.05578619,1.66019044
-5.13556778,4.16569160,2.42860359,0.51854801,0.00770663,1.03037763,0.61832537,0.91534469,0.05762886,1.67938234
-5.12956478,4.22555213,2.44903840,0.52159482,0.00771274,1.04082890,0.62354608,0.94045168,0.05972502,1.70561188
-5.12356178,4.30020883,2.47734425,0.52621186,0.00772377,1.05412336,0.63103181,0.96912880,0.06206591,1.73841588
-5.11755878,4.38830515,2.51259205,0.53222395,0.00773777,1.06985766,0.64044844,1.00122056,0.06464070,1.77726502
-5.11155578,4.48830819,2.55371610,0.53943555,0.00775302,1.08757524,0.65145994,1.03652080,0.06743643,1.82157124
-5.10555278,4.59853439,2.59953707,0.54763524,0.00776809,1.10677669,0.66373444,1.07477360,0.07043800,1.87069558
-5.09954977,4.71717795,2.64878784,0.55660028,0.00778180,1.12693119,0.67694953,1.11567555,0.07362815,1.92395672
-5.09354677,4.84234160,2.70014171,0.56610153,0.00779330,1.14748882,0.69079697,1.15887913,0.07698746,1.98063982
-5.08754377,4.97206914,2.75224212,0.57590824,0.00780199,1.16789341,0.70498647,1.20399740,0.08049434,2.04000596
-5.08154077,5.10437918,2.80373328,0.58579277,0.00780754,1.18759549,0.71924873,1.25060999,0.08412513,2.10130187
-5.07553777,5.23729936,2.85329063,0.59553507,0.00780986,1.20606506,0.73333764,1.29827008,0.08785418,2.16376999
-5.06953477,5.36890037,2.89965047,0.60492677,0.00780903,1.22280365,0.74703174,1.34651249,0.09165398,2.22665868
-5.06353177,5.49732902,2.94163779,0.61377479,0.00780526,1.23735551,0.76013489,1.39486248,0.09549543,2.28923241
-5.05752876,5.62083943,2.97819152,0.62190451,0.00779889,1.24931746,0.77247636,1.44284510,0.09934808,2.35078180
-5.05152576,5.73782172,3.00838655,0.62916222,0.00779027,1.25834713,0.78391027,1.48999470,0.10318050,2.41063329
-5.04552276,5.84682730,3.03145170,0.63541704,0.00777979,1.26416955,0.79431460,1.53586426,0.10696068,2.46815809
-5.03951976,5.94659014,3.04678339,0.64056214,0.00776777,1.26658162,0.80358982,1.58003422,0.11065655,2.52278034
-5.03351676,6.03604351,3.05395448,0.64451541,0.00775448,1.26545473,0.81165727,1.62212043,0.11423647,2.57398425
-5.02751376,6.11433159,3.05271823,0.64721942,0.00774009,1.26073522,0.81845737,1.66178090,0.11766980,2.62131978
-5.02151076,6.18081599,3.04300733,0.64864098,0.00772465,1.25244300,0.82394788,1.69872105,0.12092756,2.66440708
-5.01550775,6.23507679,3.02492823,0.64877013,0.00770809,1.24066824,0.82810211,1.73269735,0.12398297,2.70293927
-5.00950475,6.27690856,2.99875109,0.64761872,0.00769024,1.22556649,0.83090732,1.76351915,0.12681209,2.73668368
-5.00350175,6.30631153,2.96489588,0.64521875,0.00767080,1.20735238,0.83236338,1.79104889,0.12939437,2.76548145
-4.99749875,6.32347839,2.92391511,0.64162042,0.00764940,1.18629220,0.83248157,1.81520053,0.13171321,2.78924576
-4.99149575,6.32877762,2.87647407,0.63688997,0.00762560,1.16269562,0.83128364,1.83593673,0.13375634,2.80795862
-4.98549275,6.32273390,2.82332914,0.63110753,0.00759892,1.13690686,0.82880113,1.85326481,0.13551624,2.82166657
-4.97948974,6.30600658,2.76530502,0.62436484,0.00756888,1.10929556,0.82507485,1.86723205,0.13699039,2.83047547
-4.97348674,6.27936705,2.70327158,0.61676302,0.00753506,1.08024770,0.82015447,1.87792056,0.13818139,2.83454463
-4.96748374,6.24367587,2.63812101,0.60841037,0.00749707,1.05015663,0.81409816,1.88544232,0.13909702,2.83408059
-4.96148074,6.19986047,2.57074600,0.59942024,0.00745465,1.01941464,0.80697227,1.88993449,0.13975013,2.82933076
-4.95547774,6.14889395,2.50201940,0.58990898,0.00740765,0.98840500,0.79885079,1.89155555,0.14015840,2.82057714
-4.94947474,6.09177569,2.43277580,0.57999398,0.00735607,0.95749485,0.78981473,1.89048233,0.14034401,2.80813030
-4.94347174,6.02951392,2.36379555,0.56979176,0.00730008,0.92702876,0.77995129,1.88690808,0.14033315,2.79232382
-4.93746873,5.96311063,2.29579130,0.55941622,0.00724001,0.89732338,0.76935267,1.88104156,0.14015546,2.77350907
-4.93146573,5.89354871,2.22939737,0.54897694,0.00717638,0.86866289,0.75811478,1.87310708,0.13984337,2.75205050
-4.92546273,5.82178128,2.16516192,0.53857763,0.00710986,0.84129557,0.74633560,1.86334511,0.13943134,2.72832141
-4.91945973,5.74872295,2.10354207,0.52831471,0.00704127,0.81543129,0.73411339,1.85201337,0.13895504,2.70269989
-4.91345673,5.67524272,2.04490171,0.51827599,0.00697155,0.79124008,0.72154484,1.83938776,0.13845051,2.67556512
-4.90745373,5.60215824,1.98951203,0.50853961,0.00690171,0.76885167,0.70872314,1.82576298,0.13795324,2.64729365
-4.90145073,5.53023090,1.93755450,0.49917318,0.00683286,0.74835604,0.69573612,1.81145232,0.13749732,2.61825571
-4.89544772,5.46016170,1.88912607,0.49023310,0.00676607,0.72980484,0.68266468,1.79678631,0.13711449,2.58881142
-4.88944472,5.39258749,1.84424630,0.48176423,0.00670242,0.71321376,0.66958133,1.78211010,0.13683332,2.55930681
-4.88344172,5.32807744,1.80286616,0.47379981,0.00664288,0.69856556,0.65654929,1.76777936,0.13667838,2.53006973
-4.87743872,5.26712988,1.76487804,0.46636166,0.00658832,0.68581382,0.64362185,1.75415477,0.13666953,2.50140570
-4.87143572,5.21016938,1.73012671,0.45946072,0.00653944,0.67488723,0.63084231,1.74159526,0.13682123,2.47359379
-4.86543272,5.15754434,1.69842076,0.45309788,0.00649675,0.66569421,0.61824436,1.73045028,0.13714202,2.44688280
-4.85942971,5.10952534,1.66954412,0.44726495,0.00646054,0.65812772,0.60585290,1.72105154,0.13763413,2.42148784
-4.85342671,5.06630458,1.64326735,0.44194603,0.00643084,0.65207008,0.59368534,1.71370470,0.13829321,2.39758763
-4.84742371,5.02799661,1.61935819,0.43711884,0.00640745,0.64739765,0.58175315,1.70868148,0.13910823,2.37532273
-4.84142071,4.99464075,1.59759111,0.43275631,0.00638991,0.64398515,0.57006368,1.70621286,0.14006156,2.35479497
-4.83541771,4.96620541,1.57775554,0.42882813,0.00637753,0.64170943,0.55862219,1.70648372,0.14112925,2.33606809
-4.82941471,4.94259438,1.55966250,0.42530228,0.00636942,0.64045267,0.54743377,1.70962940,0.14228146,2.31916995
-4.82341171,4.92365518,1.54314942,0.42214652,0.00636452,0.64010480,0.53650529,1.71573449,0.14348311,2.30409602
-4.81740870,4.90918934,1.52808318,0.41932972,0.00636166,0.64056512,0.52584710,1.72483389,0.14469470,2.29081444
-4.81140570,4.89896433,1.51436117,0.41682298,0.00635960,0.64174322,0.51547447,1.73691612,0.14587325,2.27927211
-4.80540270,4.89272677,1.50191062,0.41460066,0.00635712,0.64355900,0.50540869,1.75192884,0.14697346,2.26940191
-4.79939970,4.89021631,1.49068624,0.41264104,0.00635305,0.64594218,0.49567779,1.76978591,0.14794889,2.26113045
-4.79339670,4.89117977,1.48066647,0.41092689,0.00634637,0.64883109,0.48631688,1.79037576,0.14875332,2.25438604
-4.78739370,4.89538461,1.47184864,0.40944573,0.00633627,0.65217123,0.47736800,1.81357041,0.14934205,2.24910654
-4.78139070,4.90263122,1.46424332,0.40818988,0.00632216,0.65591348,0.46887966,1.83923435,0.14967327,2.24524643
-4.77538769,4.91276322,1.45786843,0.40715638,0.00630375,0.66001232,0.46090605,1.86723283,0.14970937,2.24278281
-4.76938469,4.92567515,1.45274315,0.40634666,0.00628107,0.66442412,0.45350580,1.89743875,0.14941814,2.24171986
-4.76338169,4.94131715,1.44888241,0.40576607,0.00625448,0.66910577,0.44674066,1.92973779,0.14877383,2.24209139
-4.75737869,4.95969604,1.44629192,0.40542333,0.00622464,0.67401363,0.44067382,1.96403120,0.14775810,2.24396133
-4.75137569,4.98087271,1.44496417,0.40532980,0.00619249,0.67910294,0.43536822,2.00023615,0.14636066,2.24742190
-4.74537269,5.00495582,1.44487559,0.40549864,0.00615924,0.68432783,0.43088463,2.03828351,0.14457969,2.25258952
-4.73936968,5.03209184,1.44598489,0.40594397,0.00612624,0.68964167,0.42727976,2.07811314,0.14242206,2.25959860
-4.73336668,5.06245201,1.44823271,0.40667988,0.00609495,0.69499809,0.42460441,2.11966717,0.13990321,2.26859342
-4.72736368,5.09621667,1.45154238,0.40771943,0.00606686,0.70035215,0.42290156,2.16288142,0.13704674,2.27971849
-4.72136068,5.13355785,1.45582188,0.40907363,0.00604335,0.70566196,0.42220469,2.20767594,0.13388377,2.29310788
-4.71535768,5.17462098,1.46096662,0.41075044,0.00602564,0.71089035,0.42253621,2.25394510,0.13045205,2.30887417
-4.70935468,5.21950668,1.46686299,0.41275383,0.00601472,0.71600658,0.42390609,2.30154800,0.12679484,2.32709746
-4.70335168,5.26825392,1.47339238,0.41508289,0.00601122,0.72098794,0.42631086,2.35030011,0.12295962,2.34781536
-4.69734867,5.32082537,1.48043545,0.41773118,0.00601540,0.72582112,0.42973288,2.39996667,0.11899674,2.37101431
-4.69134567,5.37709603,1.48787655,0.42068624,0.00602711,0.73050328,0.43414008,2.45025851,0.11495792,2.39662302
-4.68534267,5.43684604,1.49560791,0.42392930,0.00604576,0.73504272,0.43948616,2.50083075,0.11089480,2.42450840
-4.67933967,5.49975816,1.50353371,0.42743542,0.00607032,0.73945913,0.44571130,2.55128467,0.10685754,2.45447440
-4.67333667,5.56542039,1.51157363,0.43117381,0.00609943,0.74378345,0.45274342,2.60117294,0.10289354,2.48626387
-4.66733367,5.63333373,1.51966602,0.43510863,0.00613135,0.74805725,0.46049995,2.65000788,0.09904629,2.51956356
-4.66133067,5.70292493,1.52777054,0.43919995,0.00616416,0.75233173,0.46889010,2.69727275,0.09535439,2.55401205
-4.65532766,5.77356349,1.53587013,0.44340517,0.00619576,0.75666638,0.47781757,2.74243536,0.09185087,2.58921023
-4.64932466,5.84458219,1.54397246,0.44768054,0.00622404,0.76112734,0.48718356,2.78496348,0.08856270,2.62473395
-4.64332166,5.91529995,1.55211063,0.45198283,0.00624698,0.76578543,0.49688997,2.82434125,0.08551049,2.66014797
