energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.72386193,0.53833389,0.00307655,0.04233676,0.24242252,0.16729781,0.08903454,0.31330934,0.00000000
-5.71785893,0.56379361,0.00305196,0.04551391,0.25661898,0.17988235,0.09520064,0.32684971,0.00000000
-5.71185593,0.59313812,0.00306778,0.04954765,0.27128645,0.19318378,0.10211918,0.34205588,0.00000000
-5.70585293,0.62607135,0.00312343,0.05443024,0.28618472,0.20711058,0.10974307,0.35875471,0.00000000
-5.69984992,0.66225121,0.00321756,0.06014629,0.30106392,0.22156528,0.11801426,0.37675009,0.00000000
-5.69384692,0.70129830,0.00334809,0.06667211,0.31567225,0.23644781,0.12686443,0.39582904,0.00000000
-5.68784392,0.74280511,0.00351225,0.07397515,0.32976381,0.25165882,0.13621586,0.41576827,0.00000000
-5.68184092,0.78634517,0.00370661,0.08201347,0.34310636,0.26710277,0.14598255,0.43634063,0.00000000
-5.67583792,0.83148193,0.00392720,0.09073533,0.35548843,0.28269069,0.15607145,0.45732116,0.00000000
-5.66983492,0.87777693,0.00416950,0.10007902,0.36672566,0.29834230,0.16638385,0.47849268,0.00000000
-5.66383192,0.92479704,0.00442859,0.10997290,0.37666589,0.31398744,0.17681686,0.49965035,0.00000000
-5.65782891,0.97212055,0.00469921,0.12033572,0.38519289,0.32956660,0.18726503,0.52060525,0.00000000
-5.65182591,1.01934188,0.00497585,0.13107722,0.39222857,0.34503067,0.19762189,0.54118680,0.00000000
-5.64582291,1.06607508,0.00525289,0.14209916,0.39773347,0.36033964,0.20778166,0.56124398,0.00000000
-5.63981991,1.11195596,0.00552467,0.15329653,0.40170578,0.37546070,0.21764084,0.58064532,0.00000000
-5.63381691,1.15664309,0.00578565,0.16455917,0.40417879,0.39036551,0.22709978,0.59927800,0.00000000
-5.62781391,1.19981798,0.00603049,0.17577352,0.40521705,0.40502710,0.23606421,0.61704600,0.00000000
-5.62181091,1.24118458,0.00625419,0.18682471,0.40491160,0.41941655,0.24444661,0.63386776,0.00000000
-5.61580790,1.28046852,0.00645219,0.19759870,0.40337435,0.43349964,0.25216754,0.64967350,0.00000000
-5.60980490,1.31741643,0.00662046,0.20798453,0.40073220,0.44723390,0.25915678,0.66440258,0.00000000
-5.60380190,1.35179567,0.00675561,0.21787659,0.39712107,0.46056626,0.26535434,0.67800119,0.00000000
-5.59779890,1.38339470,0.00685495,0.22717682,0.39268032,0.47343144,0.27071134,0.69042051,0.00000000
-5.59179590,1.41202434,0.00691652,0.23579678,0.38754767,0.48575142,0.27519074,0.70161574,0.00000000
-5.58579290,1.43752000,0.00693916,0.24365954,0.38185498,0.49743607,0.27876782,0.71154592,0.00000000
-5.57978989,1.45974488,0.00692246,0.25070131,0.37572506,0.50838486,0.28143059,0.72017470,0.00000000
-5.57378689,1.47859394,0.00686681,0.25687281,0.36926946,0.51848974,0.28317996,0.72747196,0.00000000
-5.56778389,1.49399855,0.00677332,0.26214026,0.36258734,0.52763900,0.28402971,0.73341622,0.00000000
-5.56178089,1.50593117,0.00664377,0.26648603,0.35576534,0.53572191,0.28400632,0.73799742,0.00000000
-5.55577789,1.51440996,0.00648054,0.26990883,0.34887819,0.54263385,0.28314844,0.74122004,0.00000000
-5.54977489,1.51950258,0.00628654,0.27242361,0.34199007,0.54828161,0.28150631,0.74310612,0.00000000
-5.54377189,1.52132878,0.00606509,0.27406084,0.33515626,0.55258852,0.27914076,0.74369777,0.00000000
-5.53776888,1.52006128,0.00581983,0.27486555,0.32842506,0.55549907,0.27612203,0.74305902,0.00000000
-5.53176588,1.51592469,0.00555460,0.27489578,0.32183954,0.55698268,0.27252832,0.74127664,0.00000000
-5.52576288,1.50919195,0.00527339,0.27422076,0.31543921,0.55703642,0.26844409,0.73845977,0.00000000
-5.51975988,1.50017839,0.00498017,0.27291866,0.30926113,0.55568632,0.26395805,0.73473813,0.00000000
-5.51375688,1.48923341,0.00467886,0.27107402,0.30334063,0.55298741,0.25916107,0.73025903,0.00000000
-5.50775388,1.47672994,0.00437321,0.26877500,0.29771149,0.54902225,0.25414381,0.72518299,0.00000000
-5.50175088,1.46305212,0.00406679,0.26611045,0.29240551,0.54389818,0.24899433,0.71967839,0.00000000
-5.49574787,1.44858180,0.00376289,0.26316692,0.28745179,0.53774333,0.24379575,0.71391531,0.00000000
-5.48974487,1.43368455,0.00346448,0.26002575,0.28287547,0.53070188,0.23862383,0.70805892,0.00000000
-5.48374187,1.41869581,0.00317424,0.25676036,0.27869650,0.52292857,0.23354495,0.70226288,0.00000000
-5.47773887,1.40390814,0.00289447,0.25343383,0.27492813,0.51458307,0.22861422,0.69666309,0.00000000
-5.47173587,1.38956028,0.00262715,0.25009695,0.27157572,0.50582447,0.22387406,0.69137218,0.00000000
-5.46573287,1.37582862,0.00237391,0.24678671,0.26863563,0.49680613,0.21935326,0.68647523,0.00000000
-5.45972986,1.36282173,0.00213607,0.24352551,0.26609458,0.48767142,0.21506654,0.68202681,0.00000000
-5.45372686,1.35057830,0.00191462,0.24032097,0.26392943,0.47855035,0.21101475,0.67804965,0.00000000
-5.44772386,1.33906859,0.00171030,0.23716642,0.26210740,0.46955735,0.20718562,0.67453501,0.00000000
-5.44172086,1.32819943,0.00152358,0.23404213,0.26058688,0.46079025,0.20355511,0.67144470,0.00000000
-5.43571786,1.31782241,0.00135473,0.23091706,0.25931857,0.45233045,0.20008927,0.66871463,0.00000000
-5.42971486,1.30774488,0.00120381,0.22775124,0.25824711,0.44424407,0.19674656,0.66625969,0.00000000
-5.42371186,1.29774296,0.00107074,0.22449852,0.25731292,0.43658399,0.19348047,0.66397952,0.00000000
-5.41770885,1.28757599,0.00095527,0.22110954,0.25645428,0.42939241,0.19024231,0.66176500,0.00000000
-5.41170585,1.27700138,0.00085706,0.21753493,0.25560940,0.42270378,0.18698410,0.65950490,0.00000000
-5.40570285,1.26578912,0.00077569,0.21372833,0.25471850,0.41654764,0.18366127,0.65709236,0.00000000
-5.39969985,1.25373507,0.00071064,0.20964922,0.25372568,0.41095116,0.18023522,0.65443071,0.00000000
-5.39369685,1.24067229,0.00066134,0.20526546,0.25258056,0.40594112,0.17667535,0.65143856,0.00000000
-5.38769385,1.22647989,0.00062714,0.20055523,0.25123962,0.40154509,0.17296073,0.64805351,0.00000000
-5.38169085,1.21108892,0.00060738,0.19550841,0.24966711,0.39779172,0.16908117,0.64423470,0.00000000
-5.37568784,1.19448506,0.00060130,0.19012738,0.24783573,0.39471005,0.16503764,0.63996386,0.00000000
-5.36968484,1.17670822,0.00060812,0.18442706,0.24572678,0.39232791,0.16084215,0.63524494,0.00000000
-5.36368184,1.15784917,0.00062698,0.17843441,0.24333009,0.39066952,0.15651705,0.63010247,0.00000000
-5.35767884,1.13804346,0.00065698,0.17218723,0.24064362,0.38975252,0.15209380,0.62457886,0.00000000
-5.35167584,1.11746346,0.00069712,0.16573265,0.23767286,0.38958462,0.14761135,0.61873074,0.00000000
-5.34567284,1.09630880,0.00074633,0.15912506,0.23442999,0.39016025,0.14311424,0.61262487,0.00000000
-5.33966983,1.07479615,0.00080348,0.15242393,0.23093306,0.39145753,0.13865054,0.60633377,0.00000000
-5.33366683,1.05314897,0.00086735,0.14569150,0.22720506,0.39343577,0.13426972,0.59993145,0.00000000
-5.32766383,1.03158788,0.00093664,0.13899053,0.22327305,0.39603397,0.13002071,0.59348955,0.00000000
-5.32166083,1.01032229,0.00100999,0.13238217,0.21916743,0.39917042,0.12595003,0.58707420,0.00000000
-5.31565783,0.98954379,0.00108599,0.12592420,0.21492127,0.40274365,0.12210039,0.58074371,0.00000000
-5.30965483,0.96942155,0.00116319,0.11966960,0.21056990,0.40663475,0.11850948,0.57454725,0.00000000
-5.30365183,0.95010007,0.00124013,0.11366552,0.20615062,0.41071117,0.11520934,0.56852463,0.00000000
-5.29764882,0.93169909,0.00131535,0.10795283,0.20170267,0.41483184,0.11222599,0.56270708,0.00000000
-5.29164582,0.91431572,0.00138746,0.10256605,0.19726733,0.41885340,0.10957953,0.55711893,0.00000000
-5.28564282,0.89802838,0.00145513,0.09753372,0.19288820,0.42263730,0.10728460,0.55178005,0.00000000
-5.27963982,0.88290213,0.00151713,0.09287929,0.18861162,0.42605754,0.10535109,0.54670879,0.00000000
-5.27363682,0.86899505,0.00157238,0.08862220,0.18448719,0.42900847,0.10378502,0.54192509,0.00000000
-5.26763382,0.85636490,0.00161993,0.08477929,0.18056826,0.43141240,0.10258962,0.53745369,0.00000000
-5.26163082,0.84507578,0.00165907,0.08136640,0.17691243,0.43322663,0.10176640,0.53332683,0.00000000
-5.25562781,0.83520406,0.00168923,0.07839993,0.17358202,0.43444935,0.10131614,0.52958650,0.00000000
-5.24962481,0.82684324,0.00171010,0.07589847,0.17064428,0.43512427,0.10123984,0.52628589,0.00000000
-5.24362181,0.82010739,0.00172155,0.07388426,0.16817151,0.43534354,0.10153946,0.52348982,0.00000000
-5.23761881,0.81513282,0.00172368,0.07238444,0.16624089,0.43524884,0.10221844,0.52127433,0.00000000
-5.23161581,0.81207801,0.00171677,0.07143206,0.16493401,0.43503050,0.10328211,0.51972504,0.00000000
-5.22561281,0.81112156,0.00170130,0.07106671,0.16433612,0.43492447,0.10473771,0.51893478,0.00000000
-5.21960980,0.81245847,0.00167788,0.07133476,0.16453499,0.43520746,0.10659438,0.51900024,0.00000000
-5.21360680,0.81629476,0.00164726,0.07228924,0.16561949,0.43619000,0.10886291,0.52001802,0.00000000
-5.20760380,0.82284077,0.00161027,0.07398914,0.16767768,0.43820791,0.11155530,0.52208029,0.00000000
-5.20160080,0.83230335,0.00156779,0.07649840,0.17079471,0.44161220,0.11468426,0.52527020,0.00000000
-5.19559780,0.84487732,0.00152075,0.07988430,0.17505029,0.44675783,0.11826264,0.52965730,0.00000000
-5.18959480,0.86073646,0.00147004,0.08421549,0.18051585,0.45399147,0.12230274,0.53529323,0.00000000
-5.18359180,0.88002425,0.00141654,0.08955950,0.18725156,0.46363883,0.12681560,0.54220784,0.00000000
-5.17758879,0.90284480,0.00136106,0.09597999,0.19530304,0.47599165,0.13181027,0.55040577,0.00000000
-5.17158579,0.92925403,0.00130432,0.10353353,0.20469805,0.49129498,0.13729295,0.55986381,0.00000000
-5.16558279,0.95925133,0.00124697,0.11226624,0.21544315,0.50973493,0.14326621,0.57052892,0.00000000
-5.15957979,0.99277205,0.00118957,0.12221026,0.22752048,0.53142741,0.14972800,0.58231700,0.00000000
-5.15357679,1.02968082,0.00113254,0.13338013,0.24088482,0.55640818,0.15667065,0.59511242,0.00000000
-5.14757379,1.06976602,0.00107627,0.14576936,0.25546102,0.58462470,0.16407989,0.60876829,0.00000000
-5.14157079,1.11273573,0.00102100,0.15934722,0.27114203,0.61593002,0.17193365,0.62310749,0.00000000
-5.13556778,1.15821521,0.00096695,0.17405594,0.28778772,0.65007924,0.18020102,0.63792437,0.00000000
-5.12956478,1.20574641,0.00091425,0.18980861,0.30522457,0.68672879,0.18884112,0.65298720,0.00000000
-5.12356178,1.25478979,0.00086298,0.20648778,0.32324646,0.72543882,0.19780220,0.66804136,0.00000000
-5.11755878,1.30472870,0.00081322,0.22394502,0.34161669,0.76567892,0.20702086,0.68281332,0.00000000
-5.11155578,1.35487669,0.00076500,0.24200161,0.36007127,0.80683729,0.21642160,0.69701537,0.00000000
-5.10555278,1.40448787,0.00071835,0.26045038,0.37832353,0.84823330,0.22591682,0.71035118,0.00000000
-5.09954977,1.45277056,0.00067333,0.27905882,0.39607010,0.88913331,0.23540722,0.72252225,0.00000000
-5.09354677,1.49890408,0.00062998,0.29757343,0.41299802,0.92876948,0.24478291,0.73323501,0.00000000
-5.08754377,1.54205853,0.00058838,0.31572528,0.42879295,0.96636092,0.25392509,0.74220869,0.00000000
-5.08154077,1.58141706,0.00054863,0.33323669,0.44314811,1.00113680,0.26270839,0.74918370,0.00000000
-5.07553777,1.61620023,0.00051084,0.34982868,0.45577375,1.03236034,0.27100388,0.75393024,0.00000000
-5.06953477,1.64569131,0.00047516,0.36522922,0.46640667,1.05935302,0.27868268,0.75625701,0.00000000
-5.06353177,1.66926186,0.00044175,0.37918164,0.47481948,1.08151790,0.28562005,0.75601945,0.00000000
-5.05752876,1.68639626,0.00041080,0.39145315,0.48082910,1.09836104,0.29169971,0.75312736,0.00000000
-5.05152576,1.69671407,0.00038249,0.40184292,0.48430410,1.10951009,0.29681843,0.74755120,0.00000000
-5.04552276,1.69998894,0.00035704,0.41018937,0.48517048,1.11472906,0.30089038,0.73932691,0.00000000
-5.03951976,1.69616302,0.00033465,0.41637638,0.48341560,1.11392853,0.30385128,0.72855869,0.00000000
-5.03351676,1.68535585,0.00031553,0.42033800,0.47908993,1.10717073,0.30566184,0.71541951,0.00000000
-5.02751376,1.66786684,0.00029989,0.42206149,0.47230651,1.09466901,0.30631046,0.70014899,0.00000000
-5.02151076,1.64417095,0.00028792,0.42158836,0.46323804,1.07678172,0.30581499,0.68304876,0.00000000
-5.01550775,1.61490736,0.00027978,0.41901349,0.45211169,1.05400054,0.30422314,0.66447500,0.00000000
-5.00950475,1.58086125,0.00027564,0.41448211,0.43920179,1.02693372,0.30161190,0.64482857,0.00000000
-5.00350175,1.54293924,0.00027561,0.40818493,0.42482064,0.99628493,0.29808542,0.62454288,0.00000000
-4.99749875,1.50213940,0.00027977,0.40035147,0.40930796,0.96282850,0.29377187,0.60406990,0.00000000
-4.99149575,1.45951702,0.00028815,0.39124194,0.39301921,0.92738219,0.28881906,0.58386495,0.00000000
-4.98549275,1.41614747,0.00030074,0.38113804,0.37631350,0.89077874,0.28338916,0.56437076,0.00000000
-4.97948974,1.37308794,0.00031748,0.37033305,0.35954148,0.85383717,0.27765280,0.54600159,0.00000000
-4.97348674,1.33133967,0.00033820,0.35912173,0.34303372,0.81733539,0.27178265,0.52912797,0.00000000
-4.96748374,1.29181250,0.00036272,0.34779042,0.32709016,0.78198500,0.26594711,0.51406292,0.00000000
-4.96148074,1.25529324,0.00039073,0.33660795,0.31197096,0.74840953,0.26030418,0.50105017,0.00000000
-4.95547774,1.22241958,0.00042189,0.32581759,0.29788918,0.71712678,0.25499590,0.49025494,0.00000000
-4.94947474,1.19366054,0.00045575,0.31563058,0.28500550,0.68853616,0.25014386,0.48175780,0.00000000
-4.94347174,1.16930459,0.00049180,0.30622143,0.27342512,0.66291117,0.24584571,0.47555186,0.00000000
-4.93746873,1.14945584,0.00052947,0.29772522,0.26319704,0.64039746,0.24217314,0.47154353,0.00000000
-4.93146573,1.13403859,0.00056812,0.29023698,0.25431549,0.62101614,0.23917131,0.46955668,0.00000000
-4.92546273,1.12280996,0.00060706,0.28381318,0.24672349,0.60467226,0.23685980,0.46934036,0.00000000
-4.91945973,1.11537995,0.00064560,0.27847502,0.24031824,0.59116773,0.23523503,0.47057940,0.00000000
-4.91345673,1.11123795,0.00068302,0.27421363,0.23495807,0.58021803,0.23427395,0.47290773,0.00000000
-4.90745373,1.10978447,0.00071861,0.27099645,0.23047065,0.57147193,0.23393890,0.47592377,0.00000000
-4.90145073,1.11036642,0.00075173,0.26877472,0.22666190,0.56453314,0.23418317,0.47920718,0.00000000
-4.89544772,1.11231430,0.00078176,0.26749146,0.22332540,0.55898291,0.23495712,0.48233636,0.00000000
-4.88944472,1.11497951,0.00080820,0.26708953,0.22025168,0.55440262,0.23621428,0.48490593,0.00000000
-4.88344172,1.11776991,0.00083066,0.26751921,0.21723718,0.55039531,0.23791717,0.48654346,0.00000000
-4.87743872,1.12018207,0.00084890,0.26874501,0.21409246,0.54660535,0.24004240,0.48692486,0.00000000
-4.87143572,1.12182861,0.00086283,0.27075106,0.21064935,0.54273540,0.24258477,0.48578776,0.00000000
-4.86543272,1.12245941,0.00087255,0.27354497,0.20676683,0.53856015,0.24555991,0.48294240,0.00000000
-4.85942971,1.12197587,0.00087836,0.27715974,0.20233547,0.53393629,0.24900550,0.47827981,0.00000000
-4.85342671,1.12043762,0.00088079,0.28165374,0.19728040,0.52880863,0.25298069,0.47177687,0.00000000
-4.84742371,1.11806146,0.00088056,0.28710855,0.19156269,0.52321218,0.25756389,0.46349830,0.00000000
-4.84142071,1.11521302,0.00087864,0.29362495,0.18517931,0.51727038,0.26284883,0.45359565,0.00000000
-4.83541771,1.11239149,0.00087620,0.30131706,0.17816169,0.51118984,0.26893927,0.44230339,0.00000000
-4.82941471,1.11020860,0.00087465,0.31030519,0.17057318,0.50525191,0.27594243,0.42993257,0.00000000
-4.82341171,1.10936287,0.00087558,0.32070754,0.16250544,0.49980178,0.28396168,0.41686221,0.00000000
-4.81740870,1.11061079,0.00088078,0.33263145,0.15407420,0.49523552,0.29308880,0.40352908,0.00000000
-4.81140570,1.11473618,0.00089219,0.34616458,0.14541440,0.49198603,0.30339622,0.39041620,0.00000000
-4.80540270,1.12251951,0.00091190,0.36136658,0.13667523,0.49050818,0.31492995,0.37804059,0.00000000
-4.79939970,1.13470839,0.00094210,0.37826174,0.12801501,0.49126408,0.32770334,0.36694062,0.00000000
-4.79339670,1.15199078,0.00098504,0.39683309,0.11959628,0.49470872,0.34169227,0.35766343,0.00000000
-4.78739370,1.17497170,0.00104301,0.41701839,0.11158123,0.50127665,0.35683211,0.35075267,0.00000000
-4.78139070,1.20415444,0.00111828,0.43870806,0.10412755,0.51136981,0.37301656,0.34673672,0.00000000
-4.77538769,1.23992659,0.00121306,0.46174551,0.09738473,0.52534686,0.39009865,0.34611766,0.00000000
-4.76938469,1.28255096,0.00132945,0.48592958,0.09149102,0.54351393,0.40789383,0.34936091,0.00000000
-4.76338169,1.33216130,0.00146935,0.51101921,0.08657075,0.56611689,0.42618494,0.35688563,0.00000000
-4.75737869,1.38876227,0.00163447,0.53673995,0.08273234,0.59333491,0.44472904,0.36905578,0.00000000
-4.75137569,1.45223284,0.00182621,0.56279201,0.08006654,0.62527523,0.46326553,0.38617187,0.00000000
-4.74537269,1.52233239,0.00204562,0.58885933,0.07864516,0.66196883,0.48152526,0.40846311,0.00000000
-4.73936968,1.59870849,0.00229334,0.61461927,0.07852008,0.70336693,0.49923999,0.43608026,0.00000000
-4.73336668,1.68090533,0.00256956,0.63975228,0.07972238,0.74933804,0.51615190,0.46908887,0.00000000
-4.72736368,1.76837208,0.00287395,0.66395105,0.08226173,0.79966565,0.53202234,0.50746320,0.00000000
-4.72136068,1.86047047,0.00320560,0.68692865,0.08612588,0.85404633,0.54663954,0.55108081,0.00000000
-4.71535768,1.95648096,0.00356304,0.70842528,0.09128027,0.91208858,0.55982480,0.59971818,0.00000000
-4.70935468,2.05560766,0.00394414,0.72821329,0.09766781,0.97331246,0.57143681,0.65304754,0.00000000
-4.70335168,2.15698168,0.00434618,0.74610027,0.10520883,1.03715033,0.58137398,0.71063525,0.00000000
-4.69734867,2.25966365,0.00476579,0.76193027,0.11380134,1.10294910,0.58957459,0.77194213,0.00000000
-4.69134567,2.36264572,0.00519899,0.77558308,0.12332153,1.16997431,0.59601498,0.83632605,0.00000000
-4.68534267,2.46485403,0.00564126,0.78697193,0.13362484,1.23741636,0.60070590,0.90304716,0.00000000
-4.67933967,2.56515242,0.00608754,0.79603986,0.14454736,1.30439938,0.60368725,0.97127591,0.00000000
-4.67333667,2.66234834,0.00653236,0.80275515,0.15590798,1.36999282,0.60502182,1.04010420,0.00000000
-4.66733367,2.75520172,0.00696991,0.80710630,0.16751097,1.43322593,0.60478828,1.10855949,0.00000000
-4.66133067,2.84243761,0.00739413,0.80909695,0.17914934,1.49310508,0.60307404,1.17562197,0.00000000
-4.65532766,2.92276287,0.00779889,0.80874126,0.19060867,1.54863368,0.59996843,1.24024433,0.00000000
-4.64932466,2.99488711,0.00817804,0.80606000,0.20167154,1.59883424,0.59555663,1.30137391,0.00000000
-4.64332166,3.05754761,0.00852563,0.80107777,0.21212239,1.64277206,0.58991469,1.35797646,0.00000000
-4.63731866,3.10953779,0.00883599,0.79382142,0.22175261,1.67957962,0.58310604,1.40906095,0.00000000
-4.63131566,3.14973810,0.00910391,0.78431983,0.23036579,1.70848089,0.57517952,1.45370449,0.00000000
-4.62531266,3.17714833,0.00932477,0.77260488,0.23778284,1.72881454,0.56616903,1.49107660,0.00000000
-4.61930965,3.19091984,0.00949463,0.75871363,0.24384686,1.74005495,0.55609478,1.52046177,0.00000000
-4.61330665,3.19038613,0.00961040,0.74269130,0.24842747,1.74183016,0.54496590,1.54127956,0.00000000
-4.60730365,3.17509022,0.00966986,0.72459478,0.25142449,1.73393575,0.53278423,1.55310130,0.00000000
-4.60130065,3.14480729,0.00967178,0.70449642,0.25277068,1.71634396,0.51954884,1.55566273,0.00000000
-4.59529765,3.09956122,0.00961592,0.68248756,0.25243354,1.68920752,0.50526112,1.54887200,0.00000000
-4.58929465,3.03963400,0.00950308,0.65868161,0.25041599,1.65285783,0.48992979,1.53281272,0.00000000
-4.58329165,2.96556726,0.00933506,0.63321627,0.24675594,1.60779752,0.47357572,1.50774183,0.00000000
-4.57728864,2.87815560,0.00911460,0.60625473,0.24152473,1.55468758,0.45623610,1.47408236,0.00000000
-4.57128564,2.77843172,0.00884537,0.57798564,0.23482450,1.49432951,0.43796772,1.43241145,0.00000000
-4.56528264,2.66764402,0.00853179,0.54862187,0.22678463,1.42764337,0.41884915,1.38344398,0.00000000
-4.55927964,2.54722733,0.00817899,0.51839799,0.21755750,1.35564241,0.39898182,1.32801264,0.00000000
-4.55327664,2.41876821,0.00779262,0.48756664,0.20731345,1.27940557,0.37848979,1.26704507,0.00000000
-4.54727364,2.28396609,0.00737875,0.45639398,0.19623562,1.20004882,0.35751842,1.20153921,0.00000000
-4.54127064,2.14459208,0.00694366,0.42515448,0.18451443,1.11869655,0.33623198,1.13253756,0.00000000
-4.53526763,2.00244693,0.00649375,0.39412523,0.17234224,1.03645415,0.31481043,1.06110157,0.00000000
-4.52926463,1.85931998,0.00603535,0.36358019,0.15990823,0.95438269,0.29344552,0.98828695,0.00000000
-4.52326163,1.71695058,0.00557459,0.33378460,0.14739376,0.87347665,0.27233648,0.91512071,0.00000000
-4.51725863,1.57699328,0.00511728,0.30498974,0.13496832,0.79464525,0.25168559,0.84258070,0.00000000
-4.51125563,1.44098793,0.00466881,0.27742845,0.12278617,0.71869791,0.23169372,0.77157822,0.00000000
-4.50525263,1.31033536,0.00423403,0.25131129,0.11098380,0.64633402,0.21255619,0.70294397,0.00000000
-4.49924962,1.18627913,0.00381724,0.22682376,0.09967812,0.57813704,0.19445898,0.63741753,0.00000000
-4.49324662,1.06989336,0.00342212,0.20412431,0.08896560,0.51457269,0.17757545,0.57564056,0.00000000
