energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.76588294,0.36721411,0.00370962,0.00584562,0.14272323,0.00133392,0.21028523,0.06310865,0.01375139
-5.75987994,0.38216000,0.00378972,0.00616388,0.14684864,0.00137617,0.21893277,0.06502160,0.01451045
-5.75387694,0.39606115,0.00384520,0.00648220,0.15030414,0.00141429,0.22698445,0.06663055,0.01526433
-5.74787394,0.40887784,0.00387537,0.00679994,0.15307199,0.00144903,0.23441673,0.06792879,0.01601162
-5.74187094,0.42061330,0.00388018,0.00711666,0.15515431,0.00148156,0.24123075,0.06891946,0.01675191
-5.73586793,0.43131481,0.00386024,0.00743207,0.15657336,0.00151349,0.24745293,0.06961583,0.01748577
-5.72986493,0.44107362,0.00381685,0.00774602,0.15737119,0.00154687,0.25313509,0.07004138,0.01821476
-5.72386193,0.45002382,0.00375191,0.00805846,0.15760873,0.00158422,0.25835384,0.07022959,0.01894145
-5.71785893,0.45834025,0.00366796,0.00836943,0.15736436,0.00162849,0.26320940,0.07022334,0.01966936
-5.71185593,0.46623543,0.00356805,0.00867904,0.15673206,0.00168303,0.26782394,0.07007416,0.02040296
-5.70585293,0.47395587,0.00345569,0.00898749,0.15581915,0.00175159,0.27233945,0.06984115,0.02114765
-5.69984992,0.48177752,0.00333475,0.00929507,0.15474377,0.00183823,0.27691521,0.06958975,0.02190972
-5.69384692,0.49000088,0.00320937,0.00960219,0.15363216,0.00194722,0.28172489,0.06939038,0.02269630
-5.68784392,0.49894550,0.00308379,0.00990940,0.15261589,0.00208304,0.28695347,0.06931686,0.02351531
-5.68184092,0.50894422,0.00296232,0.01021743,0.15182904,0.00225017,0.29279388,0.06944488,0.02437538
-5.67583792,0.52033704,0.00284915,0.01052723,0.15140547,0.00245304,0.29944342,0.06985034,0.02528582
-5.66983492,0.53346481,0.00274827,0.01084001,0.15147622,0.00269588,0.30710012,0.07060775,0.02625640
-5.66383192,0.54866261,0.00266337,0.01115723,0.15216707,0.00298260,0.31595888,0.07178870,0.02729729
-5.65782891,0.56625318,0.00259776,0.01148064,0.15359633,0.00331662,0.32620762,0.07346035,0.02841885
-5.65182591,0.58654015,0.00255425,0.01181223,0.15587292,0.00370074,0.33802338,0.07568410,0.02963139
-5.64582291,0.60980147,0.00253514,0.01215425,0.15909463,0.00413701,0.35156843,0.07851434,0.03094494
-5.63981991,0.63628299,0.00254214,0.01250912,0.16334674,0.00462663,0.36698660,0.08199746,0.03236898
-5.63381691,0.66619246,0.00257637,0.01287935,0.16870094,0.00516977,0.38439977,0.08617099,0.03391213
-5.62781391,0.69969419,0.00263830,0.01326749,0.17521453,0.00576555,0.40390476,0.09106297,0.03558184
-5.62181091,0.73690442,0.00272783,0.01367599,0.18292995,0.00641197,0.42557070,0.09669161,0.03738413
-5.61580790,0.77788774,0.00284424,0.01410708,0.19187458,0.00710586,0.44943693,0.10306510,0.03932330
-5.60980490,0.82265475,0.00298630,0.01456270,0.20206089,0.00784291,0.47551168,0.11018172,0.04140170
-5.60380190,0.87116083,0.00315225,0.01504436,0.21348680,0.00861774,0.50377142,0.11803017,0.04361955
-5.59779890,0.92330644,0.00333994,0.01555305,0.22613629,0.00942393,0.53416100,0.12659008,0.04597483
-5.59179590,0.97893850,0.00354685,0.01608915,0.23998016,0.01025422,0.56659449,0.13583268,0.04846321
-5.58579290,1.03785302,0.00377023,0.01665238,0.25497687,0.01110061,0.60095675,0.14572157,0.05107803
-5.57978989,1.09979849,0.00400712,0.01724172,0.27107345,0.01195460,0.63710536,0.15621359,0.05381040
-5.57378689,1.16447999,0.00425449,0.01785545,0.28820621,0.01280733,0.67487300,0.16725958,0.05664928
-5.56778389,1.23156326,0.00450931,0.01849107,0.30630141,0.01364985,0.71406976,0.17880517,0.05958165
-5.56178089,1.30067875,0.00476862,0.01914538,0.32527554,0.01447333,0.75448547,0.19079127,0.06259258
-5.55577789,1.37142495,0.00502963,0.01981447,0.34503536,0.01526923,0.79589151,0.20315450,0.06566548
-5.54977489,1.44337086,0.00528972,0.02049372,0.36547756,0.01602950,0.83804214,0.21582731,0.06878213
-5.54377189,1.51605733,0.00554654,0.02117793,0.38648799,0.01674676,0.88067519,0.22873779,0.07192285
-5.53776888,1.58899724,0.00579801,0.02186125,0.40794069,0.01741439,0.92351200,0.24180937,0.07506650
-5.53176588,1.66167462,0.00604231,0.02253729,0.42969659,0.01802661,0.96625671,0.25496016,0.07819048
-5.52576288,1.73354294,0.00627790,0.02319913,0.45160212,0.01857854,1.00859514,0.26810230,0.08127079
-5.51975988,1.80402306,0.00650350,0.02383936,0.47348798,0.01906617,1.05019340,0.28114119,0.08428189
-5.51375688,1.87250149,0.00671800,0.02445015,0.49516813,0.01948633,1.09069669,0.29397481,0.08719675
-5.50775388,1.93832948,0.00692047,0.02502326,0.51643931,0.01983664,1.12972856,0.30649326,0.08998682
-5.50175088,2.00082377,0.00711010,0.02555014,0.53708129,0.02011540,1.16689125,0.31857870,0.09262209
-5.49574787,2.05926972,0.00728611,0.02602205,0.55685806,0.02032148,1.20176731,0.33010565,0.09507128
-5.48974487,2.11292726,0.00744771,0.02643012,0.57552010,0.02045427,1.23392293,0.34094192,0.09730210
-5.48374187,2.16104019,0.00759409,0.02676558,0.59280781,0.02051355,1.26291328,0.35095016,0.09928165
-5.47773887,2.20284897,0.00772431,0.02701986,0.60845615,0.02049940,1.28828990,0.35999009,0.10097702
-5.47173587,2.23760691,0.00783737,0.02718489,0.62220037,0.02041224,1.30961008,0.36792129,0.10235598
-5.46573287,2.26459932,0.00793213,0.02725328,0.63378276,0.02025271,1.32644807,0.37460666,0.10338778
-5.45972986,2.28316514,0.00800733,0.02721860,0.64296011,0.02002176,1.33840774,0.37991626,0.10404416
-5.45372686,2.29271988,0.00806168,0.02707563,0.64951156,0.01972065,1.34513613,0.38373145,0.10430028
-5.44772386,2.29277900,0.00809382,0.02682064,0.65324653,0.01935105,1.34633718,0.38594918,0.10413577
-5.44172086,2.28298031,0.00810241,0.02645158,0.65401231,0.01891509,1.34178514,0.38648608,0.10353571
-5.43571786,2.26310422,0.00808622,0.02596834,0.65170089,0.01841545,1.33133659,0.38528229,0.10249150
-5.42971486,2.23309063,0.00804417,0.02537286,0.64625462,0.01785546,1.31494069,0.38230468,0.10100161
-5.42371186,2.19305123,0.00797540,0.02466920,0.63767046,0.01723917,1.29264675,0.37754941,0.09907210
-5.41770885,2.14327661,0.00787936,0.02386363,0.62600245,0.01657140,1.26460877,0.37104353,0.09671697
-5.41170585,2.08423735,0.00775588,0.02296452,0.61136234,0.01585778,1.23108657,0.36284564,0.09395820
-5.40570285,2.01657903,0.00760520,0.02198226,0.59391820,0.01510469,1.19244333,0.35304547,0.09082552
-5.39969985,1.94111125,0.00742802,0.02092904,0.57389113,0.01431930,1.14913963,0.34176248,0.08735598
-5.39369685,1.85879104,0.00722555,0.01981861,0.55155018,0.01350942,1.10172418,0.32914343,0.08359318
-5.38769385,1.77070147,0.00699947,0.01866600,0.52720571,0.01268343,1.05082177,0.31535911,0.07958639
-5.38169085,1.67802639,0.00675198,0.01748714,0.50120159,0.01185011,0.99711883,0.30060040,0.07538944
-5.37568784,1.58202262,0.00648573,0.01629857,0.47390637,0.01101853,0.94134744,0.28507372,0.07105951
-5.36968484,1.48399062,0.00620382,0.01511701,0.44570414,0.01019786,0.88426844,0.26899623,0.06665585
-5.36368184,1.38524514,0.00590970,0.01395908,0.41698523,0.00939717,0.82665431,0.25259089,0.06223851
-5.35767884,1.28708681,0.00560715,0.01284093,0.38813717,0.00862531,0.76927259,0.23608154,0.05786711
-5.35167584,1.19077594,0.00530020,0.01177801,0.35953639,0.00789074,0.71287049,0.21968834,0.05359970
-5.34567284,1.09750914,0.00499301,0.01078479,0.33154072,0.00720139,0.65816096,0.20362347,0.04949171
-5.33966983,1.00839958,0.00468985,0.00987456,0.30448308,0.00656456,0.60581087,0.18808747,0.04559511
-5.33366683,0.92446106,0.00439496,0.00905935,0.27866640,0.00598684,0.55643129,0.17326605,0.04195766
-5.32766383,0.84659603,0.00411252,0.00834978,0.25435982,0.00547404,0.51057005,0.15932761,0.03862241
-5.32166083,0.77558754,0.00384653,0.00775502,0.23179620,0.00503115,0.46870643,0.14642126,0.03562726
-5.31565783,0.71209456,0.00360074,0.00728277,0.21117080,0.00466237,0.43124790,0.13467556,0.03300475
-5.30965483,0.65665046,0.00337861,0.00693927,0.19264110,0.00437105,0.39852863,0.12419764,0.03078188
-5.30365183,0.60966387,0.00318325,0.00672930,0.17632745,0.00415978,0.37080932,0.11507291,0.02898009
-5.29764882,0.57142146,0.00301731,0.00665619,0.16231450,0.00403035,0.34827832,0.10736503,0.02761530
-5.29164582,0.54209202,0.00288300,0.00672183,0.15065316,0.00398382,0.33105339,0.10111624,0.02669795
-5.28564282,0.52173142,0.00278204,0.00692669,0.14136295,0.00402052,0.31918410,0.09634796,0.02623312
-5.27963982,0.51028794,0.00271560,0.00726979,0.13443453,0.00414009,0.31265455,0.09306143,0.02622062
-5.27363682,0.50760784,0.00268433,0.00774870,0.12983236,0.00434149,0.31138621,0.09123867,0.02665511
-5.26763382,0.51344094,0.00268833,0.00835945,0.12749735,0.00462301,0.31524100,0.09084338,0.02752624
-5.26163082,0.52744639,0.00272716,0.00909656,0.12734949,0.00498227,0.32402444,0.09182212,0.02881879
-5.25562781,0.54919858,0.00279987,0.00995296,0.12929035,0.00541624,0.33748915,0.09410549,0.03051281
-5.24962481,0.57819354,0.00290502,0.01091999,0.13320558,0.00592122,0.35533867,0.09760957,0.03258385
-5.24362181,0.61385606,0.00304077,0.01198736,0.13896730,0.00649289,0.37723183,0.10223752,0.03500326
-5.23761881,0.65554785,0.00320488,0.01314324,0.14643661,0.00712631,0.40278788,0.10788138,0.03773850
-5.23161581,0.70257690,0.00339485,0.01437429,0.15546598,0.00781596,0.43159242,0.11442414,0.04075365
-5.22561281,0.75420829,0.00360799,0.01566579,0.16590184,0.00855579,0.46320425,0.12174207,0.04400992
-5.21960980,0.80967651,0.00384150,0.01700184,0.17758724,0.00933930,0.49716324,0.12970732,0.04746635
-5.21360680,0.86819909,0.00409268,0.01836554,0.19036455,0.01015963,0.53299893,0.13819065,0.05108054
-5.20760380,0.92899153,0.00435895,0.01973929,0.20407836,0.01100964,0.57023998,0.14706441,0.05480953
-5.20160080,0.99128292,0.00463807,0.02110511,0.21857828,0.01188210,0.60842397,0.15620550,0.05861067
-5.19559780,1.05433202,0.00492824,0.02244502,0.23372190,0.01276975,0.64710742,0.16549841,0.06244261
-5.18959480,1.11744292,0.00522825,0.02374140,0.24937745,0.01366552,0.68587547,0.17483802,0.06626618
-5.18359180,1.17997988,0.00553762,0.02497738,0.26542645,0.01456261,0.72435096,0.18413213,0.07004530
-5.17758879,1.24138053,0.00585670,0.02613727,0.28176596,0.01545470,0.76220236,0.19330371,0.07374777
-5.17158579,1.30116685,0.00618677,0.02720691,0.29831051,0.01633603,0.79915025,0.20229246,0.07734594
-5.16558279,1.35895329,0.00653015,0.02817405,0.31499358,0.01720155,0.83497189,0.21105594,0.08081719
-5.15957979,1.41445178,0.00689022,0.02902861,0.33176847,0.01804705,0.86950374,0.21956989,0.08414429
-5.15357679,1.46747320,0.00727142,0.02976297,0.34860876,0.01886917,0.90264178,0.22782794,0.08731551
-5.14757379,1.51792522,0.00767931,0.03037215,0.36550802,0.01966550,0.93433947,0.23584051,0.09032451
-5.14157079,1.56580683,0.00812043,0.03085390,0.38247910,0.02043459,0.96460357,0.24363316,0.09317008
-5.13556778,1.61119958,0.00860225,0.03120878,0.39955271,0.02117594,0.99348809,0.25124422,0.09585570
-5.12956478,1.65425624,0.00913306,0.03144009,0.41677565,0.02188997,1.02108648,0.25872204,0.09838884
-5.12356178,1.69518728,0.00972174,0.03155383,0.43420854,0.02257792,1.04752279,0.26612186,0.10078032
-5.11755878,1.73424601,0.01037758,0.03155848,0.45192312,0.02324181,1.07294193,0.27350245,0.10304347
-5.11155578,1.77171304,0.01111005,0.03146478,0.46999939,0.02388426,1.09749980,0.28092278,0.10519326
-5.10555278,1.80788077,0.01192846,0.03128548,0.48852239,0.02450839,1.12135363,0.28843877,0.10724551
-5.09954977,1.84303851,0.01284173,0.03103501,0.50757887,0.02511767,1.14465297,0.29610032,0.10921607
-5.09354677,1.87745898,0.01385800,0.03072909,0.52725377,0.02571568,1.16753172,0.30394870,0.11112015
-5.08754377,1.91138630,0.01498428,0.03038436,0.54762663,0.02630600,1.19010148,0.31201441,0.11297168
-5.08154077,1.94502605,0.01622616,0.03001796,0.56876791,0.02689196,1.21244627,0.32031557,0.11478285
-5.07553777,1.97853727,0.01758736,0.02964713,0.59073525,0.02747646,1.23461889,0.32885684,0.11656370
-5.06953477,2.01202662,0.01906948,0.02928874,0.61356961,0.02806178,1.25663859,0.33762881,0.11832188
-5.06353177,2.04554429,0.02067163,0.02895893,0.63729151,0.02864937,1.27849016,0.34660792,0.12006248
-5.05752876,2.07908171,0.02239018,0.02867263,0.66189726,0.02923966,1.30012409,0.35575679,0.12178797
-5.05152576,2.11257065,0.02421850,0.02844326,0.68735527,0.02983197,1.32145766,0.36502480,0.12349817
-5.04552276,2.14588347,0.02614687,0.02828231,0.71360267,0.03042430,1.34237668,0.37434899,0.12519028
-5.03951976,2.17883438,0.02816229,0.02819907,0.74054221,0.03101329,1.36273766,0.38365514,0.12685892
-5.03351676,2.21118139,0.03024859,0.02820035,0.76803975,0.03159416,1.38237023,0.39285889,0.12849622
-5.02751376,2.24262899,0.03238646,0.02829033,0.79592243,0.03216069,1.40107982,0.40186704,0.13009188
-5.02151076,2.27283160,0.03455369,0.02847037,0.82397782,0.03270534,1.41865028,0.41057877,0.13163323
-5.01550775,2.30139768,0.03672546,0.02873901,0.85195407,0.03321929,1.43484683,0.41888704,0.13310530
-5.00950475,2.32789491,0.03887479,0.02909194,0.87956147,0.03369268,1.44941909,0.42668002,0.13449096
-5.00350175,2.35185643,0.04097300,0.02952216,0.90647537,0.03411482,1.46210450,0.43384256,0.13577099
-4.99749875,2.37278848,0.04299039,0.03002015,0.93234066,0.03447449,1.47263225,0.44025796,0.13692431
-4.99149575,2.39017945,0.04489682,0.03057409,0.95677777,0.03476026,1.48072778,0.44580982,0.13792824
-4.98549275,2.40351060,0.04666249,0.03117023,0.97939017,0.03496087,1.48611810,0.45038418,0.13875880
-4.97948974,2.41226828,0.04825869,0.03179327,0.99977325,0.03506563,1.48853781,0.45387185,0.13939120
-4.97348674,2.41595771,0.04965851,0.03242680,1.01752430,0.03506479,1.48773598,0.45617109,0.13980036
-4.96748374,2.41411772,0.05083756,0.03305371,1.03225334,0.03494993,1.48348370,0.45719035,0.13996157
-4.96148074,2.40633649,0.05177470,0.03365677,1.04359444,0.03471427,1.47558215,0.45685123,0.13985122
-4.95547774,2.39226732,0.05245251,0.03421902,1.05121707,0.03435303,1.46387087,0.45509149,0.13944762
-4.94947474,2.37164413,0.05285790,0.03472430,1.05483702,0.03386361,1.44823606,0.45186791,0.13873183
-4.94347174,2.34429583,0.05298233,0.03515763,1.05422654,0.03324578,1.42861830,0.44715902,0.13768850
-4.93746873,2.31015891,0.05282217,0.03550567,1.04922309,0.03250173,1.40501948,0.44096742,0.13630675
-4.93146573,2.26928759,0.05237867,0.03575700,1.03973652,0.03163609,1.37750848,0.43332162,0.13458089
-4.92546273,2.22186092,0.05165797,0.03590242,1.02575416,0.03065584,1.34622511,0.42427728,0.13251103
-4.91945973,2.16818626,0.05067084,0.03593515,1.00734364,0.02957008,1.31138221,0.41391764,0.13010363
-4.91345673,2.10869887,0.04943242,0.03585095,0.98465335,0.02838985,1.27326539,0.40235318,0.12737179
-4.90745373,2.04395746,0.04796171,0.03564823,0.95791040,0.02712779,1.23223053,0.38972043,0.12433531
-4.90145073,1.97463544,0.04628106,0.03532798,0.92741618,0.02579776,1.18869882,0.37617981,0.12102065
-4.89544772,1.90150842,0.04441558,0.03489373,0.89353973,0.02441450,1.14314939,0.36191269,0.11746047
-4.88944472,1.82543792,0.04239245,0.03435142,0.85670901,0.02299321,1.09610988,0.34711763,0.11369315
-4.88344172,1.74735207,0.04024023,0.03370918,0.81740060,0.02154918,1.04814497,0.33200596,0.10976190
-4.87743872,1.66822371,0.03798822,0.03297714,0.77612806,0.02009736,0.99984344,0.31679679,0.10571384
-4.87143572,1.58904684,0.03566576,0.03216713,0.73342947,0.01865210,0.95180405,0.30171165,0.10159876
-4.86543272,1.51081191,0.03330163,0.03129235,0.68985448,0.01722678,0.90462077,0.28696895,0.09746791
-4.85942971,1.43448111,0.03092345,0.03036709,0.64595147,0.01583363,0.85886785,0.27277837,0.09337261
-4.85342671,1.36096420,0.02855724,0.02940633,0.60225508,0.01448352,0.81508523,0.25933547,0.08936284
-4.84742371,1.29109588,0.02622697,0.02842540,0.55927460,0.01318582,0.77376487,0.24681663,0.08548592
-4.84142071,1.22561534,0.02395422,0.02743960,0.51748354,0.01194837,0.73533830,0.23537460,0.08178517
-4.83541771,1.16514869,0.02175798,0.02646384,0.47731058,0.01077744,0.70016603,0.22513461,0.07829874
-4.82941471,1.11019484,0.01965448,0.02551228,0.43913222,0.00967781,0.66852905,0.21619143,0.07505863
-4.82341171,1.06111532,0.01765712,0.02459799,0.40326724,0.00865280,0.64062279,0.20860732,0.07208990
-4.81740870,1.01812829,0.01577648,0.02373263,0.36997297,0.00770446,0.61655369,0.20241094,0.06941006
-4.81140570,0.98130711,0.01402043,0.02292619,0.33944352,0.00683367,0.59633863,0.19759738,0.06702885
-4.80540270,0.95058337,0.01239427,0.02218679,0.31180982,0.00604033,0.57990720,0.19412924,0.06494820
-4.79939970,0.92575440,0.01090092,0.02152045,0.28714144,0.00532358,0.56710677,0.19193871,0.06316251
-4.79339670,0.90649504,0.00954117,0.02093106,0.26544997,0.00468192,0.55771019,0.19093067,0.06165922
-4.78739370,0.89237328,0.00831397,0.02042028,0.24669388,0.00411348,0.55142604,0.19098668,0.06041959
-4.78139070,0.88286935,0.00721672,0.01998767,0.23078452,0.00361616,0.54791085,0.19196970,0.05941982
-4.77538769,0.87739752,0.00624557,0.01963075,0.21759317,0.00318784,0.54678321,0.19372945,0.05863220
-4.76938469,0.87533007,0.00539574,0.01934526,0.20695868,0.00282653,0.54763900,0.19610821,0.05802654
-4.76338169,0.87602244,0.00466180,0.01912544,0.19869569,0.00253052,0.55006742,0.19894684,0.05757166
-4.75737869,0.87883880,0.00403799,0.01896438,0.19260291,0.00229854,0.55366714,0.20209085,0.05723682
-4.75137569,0.88317705,0.00351840,0.01885445,0.18847129,0.00212985,0.55806204,0.20539623,0.05699327
-4.74537269,0.88849238,0.00309730,0.01878776,0.18609191,0.00202434,0.56291589,0.20873489,0.05681557
-4.73936968,0.89431845,0.00276923,0.01875663,0.18526309,0.00198260,0.56794549,0.21199951,0.05668283
-4.73336668,0.90028540,0.00252920,0.01875409,0.18579682,0.00200594,0.57293162,0.21510750,0.05657976
-4.72736368,0.90613396,0.00237281,0.01877437,0.18752403,0.00209644,0.57772746,0.21800402,0.05649739
-4.72136068,0.91172497,0.00229626,0.01881327,0.19029872,0.00225689,0.58226408,0.22066389,0.05643363
-4.71535768,0.91704413,0.00229642,0.01886862,0.19400072,0.00249074,0.58655271,0.22309229,0.05639341
-4.70935468,0.92220145,0.00237076,0.01894050,0.19853720,0.00280204,0.59068372,0.22532419,0.05638856
-4.70335168,0.92742561,0.00251733,0.01903147,0.20384267,0.00319526,0.59482233,0.22742261,0.05643742
-4.69734867,0.93305326,0.00273461,0.01914665,0.20987778,0.00367520,0.59920101,0.22947561,0.05656402
-4.69134567,0.93951375,0.00302141,0.01929369,0.21662682,0.00424672,0.60410923,0.23159232,0.05679716
-4.68534267,0.94730981,0.00337669,0.01948264,0.22409423,0.00491454,0.60988047,0.23389797,0.05716913
-4.67933967,0.95699501,0.00379934,0.01972568,0.23230023,0.00568298,0.61687743,0.23652833,0.05771436
-4.67333667,0.96914873,0.00428805,0.02003671,0.24127588,0.00655566,0.62547571,0.23962351,0.05846782
-4.66733367,0.98434992,0.00484102,0.02043094,0.25105776,0.00753523,0.63604688,0.24332173,0.05946350
-4.66133067,1.00315033,0.00545583,0.02092430,0.26168261,0.00862299,0.64894137,0.24775292,0.06073280
-4.65532766,1.02604860,0.00612920,0.02153278,0.27318223,0.00981868,0.66447201,0.25303281,0.06230299
-4.64932466,1.05346600,0.00685685,0.02227181,0.28557872,0.01112010,0.68289889,0.25925736,0.06419585
-4.64332166,1.08572490,0.00763336,0.02315558,0.29888055,0.01252291,0.70441600,0.26649816,0.06642641
-4.63731866,1.12303067,0.00845207,0.02419627,0.31307935,0.01402039,0.72914029,0.27479856,0.06900196
-4.63131566,1.16545780,0.00930504,0.02540348,0.32814778,0.01560327,0.75710349,0.28417109,0.07192130
-4.62531266,1.21294064,0.01018306,0.02678358,0.34403834,0.01725965,0.78824705,0.29459588,0.07517429
-4.61930965,1.26526911,0.01107571,0.02833918,0.36068333,0.01897502,0.82242019,0.30602048,0.07874166
-4.61330665,1.32208954,0.01197151,0.03006869,0.37799565,0.02073227,0.85938142,0.31836082,0.08259519
-4.60730365,1.38291041,0.01285806,0.03196605,0.39587060,0.02251193,0.89880305,0.33150340,0.08669812
-4.60130065,1.44711302,0.01372232,0.03402048,0.41418830,0.02429243,0.94027884,0.34530851,0.09100592
-4.59529765,1.51396632,0.01455090,0.03621649,0.43281673,0.02605042,0.98333426,0.35961453,0.09546727
-4.58929465,1.58264567,0.01533034,0.03853401,0.45161506,0.02776130,1.02743907,0.37424291,0.10002533
-4.58329165,1.65225467,0.01604751,0.04094866,0.47043720,0.02939971,1.07202173,0.38900385,0.10461916
-4.57728864,1.72184939,0.01668993,0.04343220,0.48913529,0.03094012,1.11648513,0.40370235,0.10918532
-4.57128564,1.79046413,0.01724617,0.04595313,0.50756303,0.03235752,1.16022316,0.41814443,0.11365958
-4.56528264,1.85713796,0.01770617,0.04847742,0.52557872,0.03362801,1.20263744,0.43214340,0.11797868
-4.55927964,1.92094106,0.01806157,0.05096942,0.54304791,0.03472953,1.24315384,0.44552586,0.12208213
-4.55327664,1.98100016,0.01830595,0.05339277,0.55984565,0.03564245,1.28123813,0.45813722,0.12591386
-4.54727364,2.03652218,0.01843506,0.05571141,0.57585820,0.03635016,1.31641034,0.46984667,0.12942390
-4.54127064,2.08681538,0.01844696,0.05789071,0.59098447,0.03683957,1.34825738,0.48055134,0.13256976
-4.53526763,2.13130743,0.01834206,0.05989842,0.60513688,0.03710151,1.37644353,0.49017944,0.13531772
-4.52926463,2.16955962,0.01812314,0.06170573,0.61824206,0.03713105,1.40071857,0.49869247,0.13764377
-4.52326163,2.20127708,0.01779524,0.06328810,0.63024112,0.03692762,1.42092310,0.50608616,0.13953432
-4.51725863,2.22631441,0.01736550,0.06462608,0.64108981,0.03649507,1.43699123,0.51239031,0.14098652
-4.51125563,2.24467671,0.01684292,0.06570584,0.65075844,0.03584154,1.44895026,0.51766734,0.14200831
-4.50525263,2.25651594,0.01623809,0.06651961,0.65923163,0.03497923,1.45691757,0.52200969,0.14261801
-4.49924962,2.26212275,0.01556285,0.06706580,0.66650797,0.03392405,1.46109477,0.52553612,0.14284370
-4.49324662,2.26191408,0.01482993,0.06734898,0.67259947,0.03269515,1.46175939,0.52838700,0.14272212
