energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.74187094,1.01086739,-1.01707847,0.23909369,-0.24189964,0.28304755,-0.28396972,0.01659995,-0.01688585,0.00318017,-0.00324892,0.00246198,-0.00273678,0.60185837,-0.60615186
-5.73586793,0.99706091,-1.00390583,0.23386565,-0.23651667,0.27983925,-0.28083026,0.01626589,-0.01647724,0.00305248,-0.00312432,0.00212922,-0.00234371,0.59325119,-0.59790699
-5.72986493,0.98191664,-0.98957451,0.22888608,-0.23143237,0.27643410,-0.27754810,0.01601926,-0.01617306,0.00291985,-0.00299423,0.00188329,-0.00204116,0.58390152,-0.58901660
-5.72386193,0.96524510,-0.97380368,0.22408865,-0.22655427,0.27277457,-0.27403816,0.01583637,-0.01594737,0.00278342,-0.00285963,0.00171963,-0.00182395,0.57370796,-0.57932484
-5.71785893,0.94701471,-0.95646990,0.21945253,-0.22183577,0.26885101,-0.27026271,0.01569741,-0.01577791,0.00264462,-0.00272180,0.00163479,-0.00168789,0.56266317,-0.56876984
-5.71185593,0.92734736,-0.93760535,0.21500043,-0.21727485,0.26470092,-0.26623140,0.01558673,-0.01564639,0.00250508,-0.00258225,0.00162652,-0.00162997,0.55085104,-0.55738246
-5.70585293,0.90650988,-0.91739183,0.21079574,-0.21291174,0.26040683,-0.26200002,0.01549288,-0.01553870,0.00236659,-0.00244269,0.00169380,-0.00164837,0.53844135,-0.54528241
-5.69984992,0.88490135,-0.89615066,0.20693864,-0.20882568,0.25609287,-0.25766784,0.01540862,-0.01544497,0.00223112,-0.00230499,0.00183680,-0.00174252,0.52568208,-0.53267209
-5.69384692,0.86303682,-0.87432869,0.20356129,-0.20513072,0.25192002,-0.25337379,0.01533074,-0.01535944,0.00210066,-0.00217112,0.00205684,-0.00191301,0.51288960,-0.51982810
-5.68784392,0.84152750,-0.85248073,0.20082211,-0.20197058,0.24808023,-0.24929125,0.01525970,-0.01528029,0.00197724,-0.00204311,0.00235621,-0.00216153,0.50043670,-0.50709059
-5.68184092,0.82105805,-0.83124874,0.19889931,-0.19951269,0.24478936,-0.24562179,0.01519928,-0.01520925,0.00186287,-0.00192298,0.00273798,-0.00249069,0.48873898,-0.49485081
-5.67583792,0.80236145,-0.81133832,0.19798366,-0.19794145,0.24227926,-0.24258786,0.01515602,-0.01515116,0.00175945,-0.00181268,0.00320582,-0.00290382,0.47823976,-0.48353692
-5.66983492,0.78619199,-0.79349293,0.19827067,-0.19745080,0.24078900,-0.24042451,0.01513861,-0.01511342,0.00166874,-0.00171407,0.00376363,-0.00340471,0.46939380,-0.47359853
-5.66383192,0.77329703,-0.77846655,0.19995235,-0.19823632,0.24055557,-0.23937054,0.01515721,-0.01510531,0.00159232,-0.00162884,0.00441531,-0.00399732,0.46265037,-0.46549022
-5.65782891,0.76438841,-0.76699537,0.20320871,-0.20048684,0.24180425,-0.23965909,0.01522274,-0.01513737,0.00153155,-0.00155847,0.00516434,-0.00468545,0.45843602,-0.45965452
-5.65182591,0.76011411,-0.75976936,0.20819919,-0.20437596,0.24473891,-0.24150796,0.01534617,-0.01522060,0.00148750,-0.00150420,0.00601346,-0.00547238,0.45713745,-0.45650474
-5.64582291,0.76103106,-0.75740437,0.21505436,-0.21005360,0.24953256,-0.24511011,0.01553774,-0.01536578,0.00146094,-0.00146700,0.00696424,-0.00636049,0.45908510,-0.45640812
-5.63981991,0.76758004,-0.76041580,0.22386800,-0.21763777,0.25631845,-0.25062433,0.01580631,-0.01558272,0.00145233,-0.00144749,0.00801676,-0.00735085,0.46453798,-0.45966989
-5.63381691,0.78006337,-0.76919443,0.23469002,-0.22720701,0.26518207,-0.25816676,0.01615875,-0.01587962,0.00146175,-0.00144601,0.00916917,-0.00844291,0.47367004,-0.46651861
-5.62781391,0.79862635,-0.78398553,0.24752040,-0.23879361,0.27615433,-0.26780323,0.01659935,-0.01626246,0.00148894,-0.00146248,0.01041745,-0.00963407,0.48655898,-0.47709347
-5.62181091,0.82324319,-0.80487189,0.26230447,-0.25237804,0.28920630,-0.27954306,0.01712941,-0.01673449,0.00153324,-0.00149650,0.01175508,-0.01091943,0.50317761,-0.49143390
-5.61580790,0.85370815,-0.83176156,0.27892982,-0.26788476,0.30424572,-0.29333439,0.01774695,-0.01729585,0.00159364,-0.00154729,0.01317285,-0.01229151,0.52338846,-0.50947217
-5.60980490,0.88963246,-0.86438112,0.29722507,-0.28517983,0.32111566,-0.30906147,0.01844655,-0.01794331,0.00166875,-0.00161367,0.01465878,-0.01374009,0.54694186,-0.53102918
-5.60380190,0.93044750,-0.90227474,0.31696074,-0.30407035,0.33959533,-0.32654406,0.01921931,-0.01867018,0.00175685,-0.00169415,0.01619804,-0.01525211,0.57347792,-0.55581393
-5.59779890,0.97541439,-0.94480966,0.33785223,-0.32430612,0.35940340,-0.34553913,0.02005305,-0.01946635,0.00185590,-0.00178686,0.01777309,-0.01681172,0.60253234,-0.58342683
-5.59179590,1.02364011,-0.99118816,0.35956514,-0.34558345,0.38020360,-0.36574498,0.02093256,-0.02031848,0.00196355,-0.00188966,0.01936389,-0.01840039,0.63354634,-0.61336705
-5.58579290,1.07409983,-1.04046586,0.38172270,-0.36755122,0.40161278,-0.38680775,0.02184012,-0.02121040,0.00207724,-0.00200012,0.02094822,-0.01999717,0.66588037,-0.64504377
-5.57978989,1.12566499,-1.09157620,0.40391534,-0.38981913,0.42321110,-0.40833019,0.02275603,-0.02212358,0.00219423,-0.00211561,0.02250213,-0.02157909,0.69883139,-0.67779124
-5.57378689,1.17713640,-1.14336036,0.42571206,-0.41196795,0.44455415,-0.42988258,0.02365937,-0.02303777,0.00231164,-0.00223333,0.02400051,-0.02312163,0.73165326,-0.71088724
-5.56778389,1.22728128,-1.19460187,0.44667330,-0.43356143,0.46518661,-0.45101543,0.02452882,-0.02393179,0.00242657,-0.00235040,0.02541771,-0.02459932,0.76357957,-0.74357439
-5.56178089,1.27487305,-1.24406477,0.46636486,-0.45415966,0.48465698,-0.47127353,0.02534349,-0.02478432,0.00253613,-0.00246390,0.02672827,-0.02598639,0.79384819,-0.77508375
-5.55577789,1.31873239,-1.29053401,0.48437241,-0.47333327,0.50253286,-0.49021090,0.02608390,-0.02557484,0.00263752,-0.00257097,0.02790766,-0.02725753,0.82172669,-0.80465977
-5.54977489,1.35776817,-1.33285663,0.50031602,-0.49067800,0.51841614,-0.50740613,0.02673288,-0.02628453,0.00272815,-0.00266890,0.02893303,-0.02838864,0.84653747,-0.83158575
-5.54377189,1.39101643,-1.36998213,0.51386411,-0.50582913,0.53195762,-0.52247738,0.02727652,-0.02689721,0.00280568,-0.00275517,0.02978397,-0.02935756,0.86768193,-0.85520876
-5.53776888,1.41767599,-1.40100049,0.52474627,-0.51847509,0.54287020,-0.53509651,0.02770506,-0.02740029,0.00286808,-0.00282755,0.03044315,-0.03014483,0.88466238,-0.87496316
-5.53176588,1.43713919,-1.42517619,0.53276441,-0.52836979,0.55094036,-0.54500178,0.02801369,-0.02778559,0.00291375,-0.00288416,0.03089695,-0.03073433,0.89710091,-0.89039155
-5.52576288,1.44901639,-1.44197686,0.53780171,-0.53534303,0.55603719,-0.55200845,0.02820331,-0.02805013,0.00294148,-0.00292353,0.03113589,-0.03111381,0.90475437,-0.90116234
-5.51975988,1.45315322,-1.45109531,0.53982904,-0.53930863,0.55811868,-0.55601687,0.02828118,-0.02819689,0.00295059,-0.00294466,0.03115503,-0.03127535,0.90752484,-0.90708328
-5.51375688,1.44963991,-1.45246409,0.53890854,-0.54026986,0.55723495,-0.55701775,0.02826144,-0.02823537,0.00294090,-0.00294703,0.03095408,-0.03121564,0.90546501,-0.90811012
-5.50775388,1.43881212,-1.44626178,0.53519417,-0.53832195,0.55352824,-0.55509418,0.02816557,-0.02818211,0.00291272,-0.00293063,0.03053747,-0.03093608,0.89877833,-0.90435019
-5.50175088,1.42124346,-1.43291089,0.52892924,-0.53365158,0.54722966,-0.55042055,0.02802274,-0.02806110,0.00286692,-0.00289599,0.02991418,-0.03044278,0.88781381,-0.89606063
-5.49574787,1.39772994,-1.41306744,0.52044106,-0.52653337,0.53865286,-0.54325814,0.02787005,-0.02790408,0.00280483,-0.00284413,0.02909743,-0.02974629,0.87305579,-0.88364138
-5.48974487,1.36926699,-1.38760266,0.51013287,-0.51732349,0.52818486,-0.53394779,0.02775268,-0.02775076,0.00272827,-0.00277658,0.02810427,-0.02886133,0.85510903,-0.86762319
-5.48374187,1.33702023,-1.35757769,0.49847350,-0.50645075,0.51627440,-0.52289978,0.02772399,-0.02764897,0.00263945,-0.00269528,0.02695496,-0.02780622,0.83467980,-0.84865120
-5.47773887,1.30229107,-1.32421231,0.48598511,-0.49440550,0.50341842,-0.51058153,0.02784554,-0.02765471,0.00254096,-0.00260260,0.02567234,-0.02660229,0.81255377,-0.82746474
-5.47173587,1.26647870,-1.28884908,0.47322953,-0.48172675,0.49014709,-0.49750342,0.02818706,-0.02783216,0.00243568,-0.00250122,0.02428111,-0.02527324,0.78957155,-0.80487424
-5.46573287,1.23103991,-1.25291429,0.46079382,-0.46898818,0.47700807,-0.48420356,0.02882628,-0.02825359,0.00232672,-0.00239412,0.02280707,-0.02384431,0.76660302,-0.78173617
-5.45972986,1.19744826,-1.21787738,0.44927542,-0.45678342,0.46455060,-0.47123190,0.02984878,-0.02899929,0.00221732,-0.00228445,0.02127636,-0.02234163,0.74452122,-0.75892702
-5.45372686,1.16715422,-1.18521023,0.43926758,-0.44571123,0.45331007,-0.45913445,0.03134769,-0.03015725,0.00211083,-0.00217551,0.01971475,-0.02079136,0.72417701,-0.73731728
-5.44772386,1.14154740,-1.15634778,0.43134538,-0.43636101,0.44379346,-0.44843802,0.03342320,-0.03182292,0.00201060,-0.00207064,0.01814698,-0.01921908,0.70637513,-0.71774643
-5.44172086,1.12192218,-1.13265130,0.42605278,-0.42929912,0.43646626,-0.43963620,0.03618199,-0.03409867,0.00191990,-0.00197317,0.01659618,-0.01764910,0.69185269,-0.70099966
-5.43571786,1.10944748,-1.11537533,0.42389105,-0.42505636,0.43174119,-0.43317683,0.03973636,-0.03709315,0.00184190,-0.00188635,0.01508339,-0.01610394,0.68126051,-0.68778723
-5.42971486,1.10514153,-1.10563905,0.42530872,-0.42411683,0.42996896,-0.42945140,0.04420315,-0.04092033,0.00177956,-0.00181326,0.01362721,-0.01460388,0.67514786,-0.67872688
-5.42371186,1.10985174,-1.10440277,0.43069311,-0.42690844,0.43143129,-0.42878653,0.04970225,-0.04569837,0.00173563,-0.00175680,0.01224351,-0.01316662,0.67395089,-0.67432976
-5.41770885,1.12424002,-1.11244965,0.44036368,-0.43379502,0.43633621,-0.43143787,0.05635478,-0.05154799,0.00171254,-0.00171960,0.01094535,-0.01180709,0.67798484,-0.67499011
-5.41170585,1.14877330,-1.13037281,0.45456689,-0.44507021,0.44481565,-0.43758606,0.06428084,-0.05859053,0.00171241,-0.00170402,0.00974287,-0.01053737,0.68744011,-0.68097882
-5.40570285,1.18371900,-1.15856765,0.47347264,-0.46095286,0.45692505,-0.44733514,0.07359676,-0.06694555,0.00173699,-0.00171203,0.00864341,-0.00936660,0.70238180,-0.69244064
-5.39969985,1.22914503,-1.19722893,0.49717211,-0.48158405,0.47264509,-0.46071286,0.08441194,-0.07672796,0.00178762,-0.00174525,0.00765164,-0.00830119,0.72275274,-0.70939503
-5.39369685,1.28492366,-1.24635224,0.52567682,-0.50702533,0.49188490,-0.47767299,0.09682516,-0.08804465,0.00186521,-0.00180489,0.00676973,-0.00734490,0.74837934,-0.73174021
-5.38769385,1.35073885,-1.30573919,0.55891871,-0.53725820,0.51448694,-0.49809916,0.11092058,-0.10099072,0.00197021,-0.00189170,0.00599766,-0.00649910,0.77898011,-0.75926006
-5.38169085,1.42609624,-1.37500586,0.59675117,-0.57218467,0.54023279,-0.52181008,0.12676331,-0.11564527,0.00210258,-0.00200598,0.00533344,-0.00576302,0.81417618,-0.79163345
-5.37568784,1.51033542,-1.45359373,0.63895079,-0.61162852,0.56884991,-0.54856580,0.14439485,-0.13206696,0.00226179,-0.00214754,0.00477345,-0.00513407,0.85350346,-0.82844550
-5.36968484,1.60264384,-1.54078279,0.68521988,-0.65533751,0.60001897,-0.57807474,0.16382838,-0.15028928,0.00244679,-0.00231566,0.00431272,-0.00460809,0.89642596,-0.86920035
-5.36368184,1.70207205,-1.63570606,0.73518956,-0.70298611,0.63338148,-0.61000118,0.18504424,-0.17031593,0.00265600,-0.00250914,0.00394520,-0.00417970,0.94234981,-0.91333493
-5.35767884,1.80754992,-1.73736549,0.78842352,-0.75417900,0.66854754,-0.64397308,0.20798570,-0.19211628,0.00288734,-0.00272624,0.00366402,-0.00384250,0.99063759,-0.96023332
-5.35167584,1.91790356,-1.84464857,0.84442248,-0.80845515,0.70510348,-0.67958991,0.23255528,-0.21562127,0.00313821,-0.00296471,0.00346174,-0.00358939,1.04062261,-1.00924131
-5.34567284,2.03187293,-1.95634579,0.90262936,-0.86529259,0.74261942,-0.71643034,0.25861187,-0.24071996,0.00340552,-0.00322178,0.00333053,-0.00341274,1.09162282,-1.05968078
-5.33966983,2.14812990,-2.07116856,0.96243525,-0.92411401,0.78065635,-0.75405973,0.28596887,-0.26725689,0.00368573,-0.00349422,0.00326235,-0.00330461,1.14295410,-1.11086365
-5.33366683,2.26529693,-2.18776774,1.02318639,-0.98429315,0.81877299,-0.79203724,0.31439362,-0.29503059,0.00397489,-0.00377836,0.00324909,-0.00325691,1.19394268,-1.16210507
-5.32766383,2.38196626,-2.30475253,1.08419207,-1.04516211,0.85653213,-0.82992258,0.34360822,-0.32379344,0.00426871,-0.00407013,0.00328265,-0.00326149,1.24393657,-1.21273569
-5.32166083,2.49671959,-2.42071003,1.14473359,-1.10601972,0.89350663,-0.86728227,0.37329197,-0.35325295,0.00456263,-0.00436513,0.00335510,-0.00331030,1.29231580,-1.26211280
-5.31565783,2.60814842,-2.53422517,1.20407434,-1.16614088,0.92928499,-0.90369550,0.40308547,-0.38307474,0.00485189,-0.00465873,0.00345866,-0.00339541,1.33850154,-1.30963030
-5.30965483,2.71487480,-2.64390111,1.26147095,-1.22478702,0.96347654,-0.93875958,0.43259641,-0.41288721,0.00513167,-0.00494612,0.00358584,-0.00350913,1.38196393,-1.35472738
-5.30365183,2.81557253,-2.74838017,1.31618534,-1.28121748,0.99571631,-0.97209496,0.46140702,-0.44228787,0.00539713,-0.00522247,0.00372945,-0.00364404,1.42222860,-1.39689584
-5.29764882,2.90898862,-2.84636489,1.36749768,-1.33470191,1.02566965,-1.00334995,0.48908298,-0.47085129,0.00564359,-0.00548296,0.00388262,-0.00379303,1.45888216,-1.43568621
-5.29164582,2.99396471,-2.93663931,1.41471997,-1.38453325,1.05303652,-1.03220505,0.51518358,-0.49813853,0.00586661,-0.00572296,0.00403892,-0.00394936,1.49157643,-1.47071257
-5.28564282,3.06945822,-3.01809006,1.45720988,-1.43004138,1.07755566,-1.05837716,0.53927289,-0.52370764,0.00606209,-0.00593812,0.00419233,-0.00410671,1.52003177,-1.50165631
-5.27963982,3.13456283,-3.08972693,1.49438475,-1.47060686,1.09900851,-1.08162339,0.56093143,-0.54712513,0.00622642,-0.00612448,0.00433732,-0.00425920,1.54403939,-1.52826874
-5.27363682,3.18852773,-3.15070264,1.52573507,-1.50567461,1.11722289,-1.10174478,0.57976810,-0.56797785,0.00635654,-0.00627856,0.00446892,-0.00440147,1.56346299,-1.55037294
-5.26763382,3.23077532,-3.20033124,1.55083730,-1.53476707,1.13207655,-1.11858973,0.59543173,-0.58588482,0.00645004,-0.00639752,0.00458271,-0.00452868,1.57823961,-1.56786475
-5.26163082,3.26091663,-3.23810466,1.56936542,-1.55749639,1.14350027,-1.13205722,0.60762187,-0.60050874,0.00650521,-0.00647913,0.00467491,-0.00463663,1.58837999,-1.58071312
-5.25562781,3.27876393,-3.26370692,1.58110075,-1.57357533,1.15148066,-1.14209962,0.61609840,-0.61156643,0.00652113,-0.00652194,0.00474242,-0.00472174,1.59396824,-1.58895991
-5.24962481,3.28434001,-3.27702538,1.58593975,-1.58282625,1.15606236,-1.14872521,0.62068940,-0.61883799,0.00649765,-0.00652526,0.00478283,-0.00478112,1.59516105,-1.59271918
-5.24362181,3.27788343,-3.27815842,1.58389929,-1.58518801,1.15734954,-1.15199997,0.62129708,-0.62217414,0.00643540,-0.00648919,0.00479446,-0.00481258,1.59218624,-1.59217590
-5.23761881,3.25984932,-3.26741921,1.57511905,-1.58072019,1.15550648,-1.15204880,0.61790135,-0.62150140,0.00633579,-0.00641461,0.00477635,-0.00481469,1.58534061,-1.58758417
-5.23161581,3.23090518,-3.24533474,1.55986086,-1.56960451,1.15075703,-1.14905566,0.61056097,-0.61682493,0.00620094,-0.00630316,0.00472829,-0.00478672,1.57498683,-1.57926466
-5.22561281,3.19192138,-3.21264001,1.53850475,-1.55214299,1.14338268,-1.14326269,0.59941213,-0.60822886,0.00603365,-0.00615720,0.00465077,-0.00472871,1.56154931,-1.56760127
-5.21960980,3.14395611,-3.17026690,1.51154166,-1.52875303,1.13371917,-1.13496787,0.58466448,-0.59587398,0.00583727,-0.00597971,0.00454493,-0.00464137,1.54550868,-1.55303659
-5.21360680,3.08823471,-3.11932750,1.47956282,-1.49995905,1.12215121,-1.12452121,0.56659492,-0.57999307,0.00561564,-0.00577422,0.00441256,-0.00452607,1.52739477,-1.53606615
-5.20760380,3.02612346,-3.06109201,1.44324608,-1.46638103,1.10910549,-1.11231911,0.54553925,-0.56088388,0.00537296,-0.00554471,0.00425596,-0.00438478,1.50777770,-1.51723109
-5.20160080,2.95909832,-2.99696130,1.40333940,-1.42871997,1.09504172,-1.09879692,0.52188211,-0.53890015,0.00511367,-0.00529547,0.00407792,-0.00422000,1.48725722,-1.49710898
-5.19559780,2.88870898,-2.92843453,1.36064190,-1.38774077,1.08044174,-1.08441969,0.49604567,-0.51444107,0.00484236,-0.00503103,0.00388158,-0.00403465,1.46644996,-1.47630289
-5.18959480,2.81653919,-2.85707248,1.31598315,-1.34425284,1.06579699,-1.06967095,0.46847751,-0.48793959,0.00456361,-0.00475600,0.00367038,-0.00383200,1.44597479,-1.45542838
-5.18359180,2.74416439,-2.78445736,1.27020116,-1.29908909,1.05159448,-1.05503993,0.43963820,-0.45985009,0.00428191,-0.00447494,0.00344789,-0.00361556,1.42643656,-1.43509872
-5.17758879,2.67310786,-2.71215030,1.22411990,-1.25308393,1.03830166,-1.04100742,0.40998911,-0.43063596,0.00400153,-0.00419230,0.00321780,-0.00338898,1.40840838,-1.41590844
-5.17158579,2.60479678,-2.64164776,1.17852706,-1.20705090,1.02635078,-1.02803061,0.37998083,-0.40075746,0.00372644,-0.00391228,0.00298374,-0.00315595,1.39241318,-1.39841562
-5.16558279,2.54051998,-2.57433821,1.13415286,-1.16176085,1.01612321,-1.01652749,0.35004282,-0.37066055,0.00346025,-0.00363876,0.00274926,-0.00292010,1.37890513,-1.38312357
