energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Na_s_up,Na_s_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.89794897,1.52293739,-1.68576498,0.00602206,-0.01613331,0.13014260,-0.14938879,0.37711886,-0.44387434,0.34215608,-0.33451994,0.22022226,-0.24278055,0.04171317,-0.04235431,0.71778771,-0.81072026
-5.89194597,1.50838378,-1.64577033,0.00520356,-0.01405347,0.12597463,-0.14414087,0.37330491,-0.42986035,0.34387363,-0.33282323,0.22093593,-0.24135838,0.04059000,-0.04168072,0.71171967,-0.78998786
-5.88594297,1.49434302,-1.60910223,0.00452243,-0.01217166,0.12184344,-0.13906886,0.37014161,-0.41760870,0.34545821,-0.33133756,0.22112326,-0.24000165,0.03937249,-0.04094857,0.70613162,-0.77124593
-5.87993997,1.48033446,-1.57531824,0.00396646,-0.01048456,0.11775139,-0.13416780,0.36740220,-0.40697785,0.34684249,-0.32996293,0.22067496,-0.23858612,0.03806633,-0.04015563,0.70074079,-0.75426034
-5.87393697,1.46595956,-1.54391175,0.00352374,-0.00898565,0.11370537,-0.12942637,0.36487547,-0.39779594,0.34798136,-0.32859561,0.21950564,-0.23699047,0.03667853,-0.03929935,0.69530286,-0.73876127
-5.86793397,1.45091360,-1.51434322,0.00318288,-0.00766587,0.10971754,-0.12482890,0.36237014,-0.38986935,0.34885403,-0.32713394,0.21755545,-0.23510146,0.03521752,-0.03837737,0.68961804,-0.72445927
-5.86193097,1.43499258,-1.48607056,0.00293320,-0.00651424,0.10580587,-0.12035745,0.35971834,-0.38299127,0.34946492,-0.32548383,0.21479079,-0.23281853,0.03369302,-0.03738783,0.68353471,-0.71106066
-5.85592796,1.41809536,-1.45857710,0.00276487,-0.00551853,0.10199428,-0.11599387,0.35677798,-0.37694986,0.34984345,-0.32356381,0.21120400,-0.23005756,0.03211606,-0.03632981,0.67695084,-0.69828178
-5.84992496,1.40022116,-1.43139628,0.00266884,-0.00466580,0.09831249,-0.11172171,0.35343424,-0.37153568,0.35004283,-0.32130933,0.20681219,-0.22675376,0.03049875,-0.03520366,0.66981310,-0.68586153
-5.84392196,1.38146305,-1.40413198,0.00263692,-0.00394291,0.09479558,-0.10752795,0.34960014,-0.36654831,0.35013764,-0.31867631,0.20165525,-0.22286344,0.02885411,-0.03401123,0.66211414,-0.67357175
-5.83791896,1.36199770,-1.37647433,0.00266165,-0.00333695,0.09148316,-0.10340435,0.34521635,-0.36180189,0.35022068,-0.31564367,0.19579332,-0.21836487,0.02719580,-0.03275610,0.65388813,-0.66122526
-5.83191596,1.34207226,-1.34821042,0.00273620,-0.00283560,0.08841828,-0.09934857,0.34025032,-0.35712955,0.35039886,-0.31221504,0.18930365,-0.21325805,0.02553784,-0.03144360,0.64520503,-0.64868146
-5.82591296,1.32198901,-1.31923027,0.00285428,-0.00242735,0.08564611,-0.09536480,0.33469483,-0.35238680,0.35078857,-0.30841947,0.18227728,-0.20756369,0.02389426,-0.03008082,0.63616385,-0.63584950
-5.81990995,1.30208839,-1.28952816,0.00300999,-0.00210176,0.08321236,-0.09146418,0.32856603,-0.34745384,0.35151046,-0.30431121,0.17481546,-0.20132138,0.02227884,-0.02867649,0.62688526,-0.62268925
-5.81390695,1.28273122,-1.25919971,0.00319768,-0.00184947,0.08116158,-0.08766469,0.32190112,-0.34223688,0.35268399,-0.29996877,0.16702610,-0.19458713,0.02070475,-0.02724076,0.61750398,-0.60921010
-5.80790395,1.26428079,-1.22843534,0.00341186,-0.00166235,0.07953540,-0.08399088,0.31475564,-0.33666869,0.35442181,-0.29549311,0.15902027,-0.18743057,0.01918427,-0.02578495,0.60816105,-0.59546807
-5.80190095,1.24708534,-1.19751062,0.00364712,-0.00153338,0.07837065,-0.08047321,0.30720052,-0.33070823,0.35682424,-0.29100525,0.15090893,-0.17993175,0.01772854,-0.02432117,0.59899646,-0.58156131
-5.79589795,1.23146163,-1.16677406,0.00389800,-0.00145670,0.07769764,-0.07714721,0.29931897,-0.32433973,0.35997400,-0.28664314,0.14279998,-0.17217802,0.01634734,-0.02286203,0.59014224,-0.56762446
-5.78989495,1.21768001,-1.13663285,0.00415901,-0.00142742,0.07753846,-0.07405240,0.29120315,-0.31757115,0.36393132,-0.28255814,0.13479555,-0.16426079,0.01504890,-0.02142021,0.58171628,-0.55382198
-5.78389195,1.20595151,-1.10753722,0.00442460,-0.00144152,0.07790551,-0.07123109,0.28295084,-0.31043213,0.36872981,-0.27891091,0.12698979,-0.15627255,0.01383983,-0.02000809,0.57381695,-0.54034074
-5.77788894,1.19641725,-1.07996354,0.00468919,-0.00149574,0.07880032,-0.06872702,0.27466213,-0.30297154,0.37437301,-0.27586687,0.11946693,-0.14830411,0.01272500,-0.01863747,0.56651878,-0.52738215
-5.77188594,1.18914072,-1.05439690,0.00494719,-0.00158734,0.08021259,-0.06658399,0.26643617,-0.29525460,0.38083201,-0.27359135,0.11229985,-0.14044221,0.01170753,-0.01731916,0.55986919,-0.51515394
-5.76588294,1.18410289,-1.03131323,0.00519313,-0.00171402,0.08211977,-0.06484432,0.25836818,-0.28735973,0.38804418,-0.27224439,0.10554902,-0.13276738,0.01078885,-0.01606283,0.55388639,-0.50386178
-5.75987994,1.18120074,-1.01116151,0.00542172,-0.00187368,0.08448695,-0.06354744,0.25054675,-0.27937514,0.39591316,-0.27197529,0.09926176,-0.12535236,0.00996874,-0.01487669,0.54855850,-0.49370100
-5.75387694,1.18024903,-0.99434630,0.00562798,-0.00206432,0.08726732,-0.06272837,0.24305165,-0.27139517,0.40431022,-0.27291703,0.09347192,-0.11826065,0.00924543,-0.01376744,0.54384397,-0.48484847
-5.74787394,1.18098570,-0.98121108,0.00580736,-0.00228385,0.09040313,-0.06241625,0.23595213,-0.26351661,0.41307708,-0.27518080,0.08819997,-0.11154566,0.00861577,-0.01274011,0.53967321,-0.47745486
-5.74187094,1.18308066,-0.97202280,0.00595586,-0.00253000,0.09382717,-0.06263302,0.22930600,-0.25583501,0.42203010,-0.27885054,0.08345327,-0.10525000,0.00807536,-0.01179805,0.53595151,-0.47163767
-5.73586793,1.18614800,-0.96695812,0.00607016,-0.00280017,0.09746483,-0.06339212,0.22315940,-0.24844110,0.43096594,-0.28397797,0.07922679,-0.09940516,0.00761875,-0.01094296,0.53256310,-0.46747491
-5.72986493,1.18976133,-0.96609197,0.00614769,-0.00309140,0.10123660,-0.06469742,0.21754748,-0.24141753,0.43966849,-0.29057819,0.07550404,-0.09403145,0.00723966,-0.01017491,0.52937644,-0.46500015
-5.72386193,1.19347198,-0.96938898,0.00618677,-0.00340029,0.10506105,-0.06654229,0.21249600,-0.23483605,0.44791689,-0.29862612,0.07225827,-0.08913818,0.00693117,-0.00949248,0.52625040,-0.46419873
-5.71785893,1.19682943,-0.97669828,0.00618662,-0.00372297,0.10885821,-0.06890899,0.20802375,-0.22875532,0.45549452,-0.30805405,0.06945390,-0.08472407,0.00668594,-0.00889292,0.52304133,-0.46500579
-5.71185593,1.19940355,-0.98775240,0.00614742,-0.00405514,0.11255311,-0.07176840,0.20414588,-0.22321942,0.46219855,-0.31875047,0.06704820,-0.08077788,0.00649648,-0.00837223,0.51961080,-0.46730606
-5.70585293,1.20080778,-1.00217049,0.00607034,-0.00439208,0.11607960,-0.07508002,0.20087794,-0.21825736,0.46784979,-0.33056053,0.06499299,-0.07727924,0.00635535,-0.00792547,0.51583368,-0.47093577
-5.69984992,1.20072246,-1.01946639,0.00595747,-0.00472875,0.11938408,-0.07879256,0.19824056,-0.21388347,0.47230238,-0.34328818,0.06323663,-0.07419964,0.00625542,-0.00754686,0.51160639,-0.47568668
-5.69384692,1.19891733,-1.03906157,0.00581179,-0.00505988,0.12242907,-0.08284488,0.19626447,-0.21009899,0.47545303,-0.35670009,0.06172588,-0.07150366,0.00619004,-0.00723008,0.50685489,-0.48131232
-5.68784392,1.19527238,-1.06030288,0.00563712,-0.00538008,0.12519649,-0.08716745,0.19499569,-0.20689463,0.47724924,-0.37053147,0.06040789,-0.06915027,0.00615333,-0.00696847,0.50154223,-0.48753630
-5.68184092,1.18979581,-1.08248489,0.00543797,-0.00568404,0.12769040,-0.09168436,0.19450062,-0.20425421,0.47769620,-0.38449366,0.05923207,-0.06709434,0.00614029,-0.00675529,0.49567512,-0.49406261
-5.67583792,1.18263834,-1.10487605,0.00521947,-0.00596661,0.12993918,-0.09631577,0.19487066,-0.20215923,0.47686191,-0.39828327,0.05815178,-0.06528822,0.00614701,-0.00658392,0.48930937,-0.50058740
-5.66983492,1.17410290,-1.12674810,0.00498720,-0.00622307,0.13199674,-0.10098079,0.19622607,-0.20059414,0.47488023,-0.41159280,0.05712591,-0.06368338,0.00617081,-0.00644812,0.48255378,-0.50681206
-5.66383192,1.16464884,-1.14740747,0.00474706,-0.00644922,0.13394298,-0.10560073,0.19871873,-0.19955227,0.47195150,-0.42412211,0.05612013,-0.06223205,0.00621032,-0.00634227,0.47557207,-0.51245693
-5.65782891,1.15489010,-1.16622755,0.00450514,-0.00664157,0.13588309,-0.11010264,0.20253355,-0.19904186,0.46834062,-0.43559062,0.05510790,-0.06088889,0.00626551,-0.00626151,0.46858291,-0.51727511
-5.65182591,1.14558692,-1.18268040,0.00426756,-0.00679751,0.13794580,-0.11442296,0.20788809,-0.19909212,0.46437237,-0.44574954,0.05407106,-0.05961246,0.00633775,-0.00620200,0.46185750,-0.52106572
-5.64582291,1.13763066,-1.19636646,0.00404031,-0.00691540,0.14028052,-0.11851113,0.21503040,-0.19975892,0.46042412,-0.45439361,0.05300015,-0.05836665,0.00642970,-0.00616101,0.45571484,-0.52368604
-5.63981991,1.13202206,-1.20704080,0.00382916,-0.00699468,0.14305335,-0.12233314,0.22423464,-0.20112963,0.45691574,-0.46137199,0.05189423,-0.05712183,0.00654526,-0.00613709,0.45051453,-0.52506180
-5.63381691,1.12984291,-1.21463455,0.00363949,-0.00703595,0.14644203,-0.12587456,0.23579464,-0.20332699,0.45429726,-0.46659756,0.05076047,-0.05585573,0.00668934,-0.00613011,0.44664725,-0.52519511
-5.62781391,1.13222190,-1.21927020,0.00347620,-0.00704094,0.15062995,-0.12914325,0.25001516,-0.20651140,0.45303432,-0.47005422,0.04961325,-0.05455410,0.00686771,-0.00614129,0.44452299,-0.52416952
-5.62181091,1.14029544,-1.22126973,0.00334361,-0.00701254,0.15579939,-0.13217122,0.26720119,-0.21088160,0.45359194,-0.47180186,0.04847307,-0.05321095,0.00708670,-0.00617323,0.44455734,-0.52215181
-5.61580790,1.15516447,-1.22115488,0.00324537,-0.00695468,0.16212416,-0.13501577,0.28764530,-0.21667329,0.45641708,-0.47197847,0.04736512,-0.05182851,0.00735289,-0.00622977,0.44715623,-0.51939027
-5.60980490,1.17784876,-1.21963897,0.00318438,-0.00687229,0.16976184,-0.13775962,0.31161353,-0.22415567,0.46192060,-0.47079938,0.04631767,-0.05041682,0.00767279,-0.00631592,0.45269954,-0.51620937
-5.60380190,1.20924011,-1.21761020,0.00316271,-0.00677108,0.17884597,-0.14050995,0.33933014,-0.23362568,0.47045926,-0.46855332,0.04536039,-0.04899296,0.00805243,-0.00643763,0.46152411,-0.51300084
-5.59779890,1.25005635,-1.21610658,0.00318161,-0.00665740,0.18947845,-0.14339644,0.37096190,-0.24539994,0.48231842,-0.46559541,0.04452256,-0.04758005,0.00849702,-0.00660161,0.47390684,-0.51021134
-5.59179590,1.30079791,-1.21628320,0.00324141,-0.00653803,0.20172247,-0.14656800,0.40660245,-0.25980457,0.49769616,-0.46233728,0.04383135,-0.04620593,0.00901056,-0.00681498,0.49004851,-0.50832715
-5.58579290,1.36170884,-1.21937252,0.00334154,-0.00641991,0.21559625,-0.15018858,0.44625755,-0.27716300,0.51668960,-0.45923436,0.04331017,-0.04490167,0.00959547,-0.00708502,0.51005896,-0.50785624
-5.57978989,1.43274434,-1.22663912,0.00348053,-0.00630995,0.23106800,-0.15443178,0.48983192,-0.29778206,0.53928394,-0.45677100,0.04297729,-0.04369995,0.01025231,-0.00741877,0.53394446,-0.50930848
-5.57378689,1.51354639,-1.23933028,0.00365598,-0.00621473,0.24805235,-0.15947471,0.53711850,-0.32193684,0.56534499,-0.45544362,0.04284457,-0.04263330,0.01097947,-0.00782266,0.56159788,-0.51317454
-5.56778389,1.60342923,-1.25862407,0.00386462,-0.00614028,0.26640844,-0.16549103,0.58779079,-0.34985471,0.59461557,-0.45574265,0.04291661,-0.04173247,0.01177301,-0.00830211,0.59279226,-0.51990436
-5.56178089,1.70137590,-1.28557702,0.00410238,-0.00609187,0.28594002,-0.17264348,0.64139909,-0.38169926,0.62671627,-0.45813376,0.04319017,-0.04102475,0.01262649,-0.00886122,0.62717832,-0.52988601
-5.55577789,1.80604686,-1.32107309,0.00436440,-0.00607378,0.30639759,-0.18107625,0.69737107,-0.41755461,0.66115068,-0.46303905,0.04365396,-0.04053252,0.01353102,-0.00950231,0.66428635,-0.54342574
-5.54977489,1.91580110,-1.36577625,0.00464517,-0.00608912,0.32748275,-0.19090725,0.75501715,-0.45741108,0.69731535,-0.47081899,0.04428878,-0.04027194,0.01447524,-0.01022568,0.70353267,-0.56073008
-5.54377189,2.02872978,-1.42008842,0.00493862,-0.00613974,0.34885453,-0.20222084,0.81354085,-0.50115272,0.73451407,-0.48175566,0.04506804,-0.04025197,0.01544557,-0.01102930,0.74423063,-0.58189079
-5.53776888,2.14270180,-1.48411485,0.00523826,-0.00622610,0.37013791,-0.21506118,0.87205417,-0.54854765,0.77197644,-0.49603803,0.04595860,-0.04047360,0.01642643,-0.01190863,0.78560624,-0.60687335
-5.53176588,2.25542018,-1.55763847,0.00553733,-0.00634724,0.39093396,-0.22942656,0.92959766,-0.59924168,0.80887997,-0.51374987,0.04692190,-0.04092948,0.01740066,-0.01285649,0.82681778,-0.63550959
-5.52576288,2.36448751,-1.64010486,0.00582897,-0.00650081,0.41083153,-0.24526501,0.98516467,-0.65275610,0.84437514,-0.53486088,0.04791534,-0.04160386,0.01834995,-0.01386302,0.86697904,-0.66749497
-5.51975988,2.46747829,-1.73061864,0.00610640,-0.00668311,0.42941999,-0.26247148,1.03772912,-0.70848982,0.87761244,-0.55922146,0.04889384,-0.04247287,0.01925534,-0.01491577,0.90518533,-0.70239077
-5.51375688,2.56201562,-1.82795236,0.00636310,-0.00688921,0.44630253,-0.28088684,1.08627565,-0.76572637,0.90777048,-0.58656145,0.04981150,-0.04350519,0.02009787,-0.01599989,0.94054132,-0.73963136
-5.50775388,2.64584906,-1.93056785,0.00659304,-0.00711310,0.46110961,-0.30029875,1.12983121,-0.82364579,0.93408399,-0.61649312,0.05062332,-0.04466291,0.02085914,-0.01709838,0.97218976,-0.77853649
-5.50175088,2.71693090,-2.03664990,0.00679084,-0.00734790,0.47351187,-0.32044467,1.16749660,-0.88134139,0.95587066,-0.64851845,0.05128692,-0.04590280,0.02152196,-0.01819248,0.99933980,-0.81832827
-5.49574787,2.77348726,-2.14415161,0.00695196,-0.00758609,0.48323203,-0.34101691,1.19847676,-0.93784083,0.97255562,-0.68204060,0.05176408,-0.04717772,0.02207090,-0.01926218,1.02129387,-0.85815242
-5.48974487,2.81408142,-2.25085005,0.00707288,-0.00781974,0.49005528,-0.36166961,1.22210839,-0.99213127,0.98369264,-0.71637934,0.05202219,-0.04843820,0.02249294,-0.02028670,1.03747189,-0.89710308
-5.48374187,2.83766633,-2.35441044,0.00715122,-0.00804085,0.49383765,-0.38202769,1.23788376,-1.04318738,0.98898099,-0.75079000,0.05203544,-0.04963415,0.02277788,-0.02124516,1.04743193,-0.93425037
-5.47773887,2.84362417,-2.45245688,0.00718590,-0.00824155,0.49451197,-0.40169723,1.24546946,-1.09000160,0.98827738,-0.78448542,0.05178578,-0.05071660,0.02291879,-0.02211720,1.05088626,-0.96866963
-5.47173587,2.83179127,-2.54264684,0.00717720,-0.00841445,0.49209123,-0.42027712,1.24471940,-1.13161517,0.98160241,-0.81666014,0.05126355,-0.05163936,0.02291231,-0.02288362,1.04771220,-0.99947133
-5.46573287,2.80246723,-2.62274685,0.00712686,-0.00855285,0.48666907,-0.43737161,1.23568121,-1.16714885,0.96914122,-0.84651593,0.05046784,-0.05236068,0.02275883,-0.02352701,1.03795740,-1.02583038
-5.45972986,2.75640796,-2.69070628,0.00703807,-0.00865103,0.47841743,-0.45260309,1.21859599,-1.19583205,0.95123837,-0.87328791,0.04940646,-0.05284459,0.02246259,-0.02403239,1.02183919,-1.04701382
-5.45372686,2.69480304,-2.74472642,0.00691548,-0.00870442,0.46758143,-0.46562478,1.19389127,-1.21702892,0.92838718,-0.89627011,0.04809573,-0.05306220,0.02203158,-0.02438768,0.99973826,-1.06240563
-5.44772386,2.61923841,-2.78332208,0.00676521,-0.00870977,0.45447168,-0.47613274,1.16216744,-1.23026050,0.90121403,-0.91483952,0.04655988,-0.05299260,0.02147744,-0.02458420,0.97218684,-1.07152771
-5.44172086,2.53164614,-2.80537312,0.00659473,-0.00866533,0.43945443,-0.48387673,1.12417855,-1.23522171,0.87045819,-0.92847783,0.04483025,-0.05262354,0.02081515,-0.02461691,0.93985217,-1.07405632
-5.43571786,2.43424355,-2.81016404,0.00641281,-0.00857087,0.42293978,-0.48866936,1.08080802,-1.23179255,0.83694824,-0.93678975,0.04294432,-0.05195174,0.02006265,-0.02448473,0.90351578,-1.06983310
-5.42971486,2.32946417,-2.79740988,0.00622939,-0.00842775,0.40536867,-0.49039334,1.03304064,-1.22004299,0.80157577,-0.93951741,0.04094455,-0.05098298,0.01924045,-0.02419054,0.86404974,-1.05887054
-5.42371186,2.21988344,-2.76726765,0.00605551,-0.00823891,0.38719891,-0.48900631,0.98193186,-1.20023133,0.76526762,-0.93655015,0.03887711,-0.04973178,0.01837110,-0.02374113,0.82239072,-1.04135154
-5.41770885,2.10814213,-2.72033297,0.00590309,-0.00800882,0.36889100,-0.48454318,0.92857580,-1.17279615,0.72895761,-0.92792937,0.03679064,-0.04822083,0.01747868,-0.02314711,0.77951301,-1.01762338
-5.41170585,1.99687021,-2.65762214,0.00578483,-0.00774339,0.35089413,-0.47711580,0.87407324,-1.13834231,0.69355874,-0.91384820,0.03473489,-0.04648025,0.01658823,-0.02242253,0.73640143,-0.98818636
-5.40570285,1.88861392,-2.58054090,0.00571403,-0.00744989,0.33363291,-0.46691008,0.81950070,-1.09762164,0.65993689,-0.89464622,0.03275951,-0.04454653,0.01572521,-0.02158454,0.69402524,-0.95367775
-5.39969985,1.78576834,-2.49084115,0.00570438,-0.00713677,0.31749518,-0.45418061,0.76588192,-1.05150923,0.62888672,-0.87079925,0.03091284,-0.04246138,0.01491497,-0.02065292,0.65331362,-0.91485189
-5.39369685,1.69051738,-2.39056778,0.00576975,-0.00681357,0.30282142,-0.43924304,0.71416237,-1.00097645,0.60111061,-0.84290497,0.02924082,-0.04027050,0.01418223,-0.01964960,0.61513372,-0.87255728
-5.38769385,1.60478274,-2.28199793,0.00592399,-0.00649072,0.28989590,-0.42246458,0.66518782,-0.94706185,0.57720095,-0.81166469,0.02778602,-0.03802225,0.01355061,-0.01859804,0.58027150,-0.82771176
-5.38169085,1.53018272,-2.16757512,0.00618065,-0.00617944,0.27893987,-0.40425304,0.61968714,-0.89084117,0.55762646,-0.77786221,0.02658676,-0.03576639,0.01304216,-0.01752275,0.54941587,-0.78127674
-5.37568784,1.46800164,-2.04984090,0.00655271,-0.00589156,0.27010693,-0.38504468,0.57825987,-0.83339765,0.54272242,-0.74234060,0.02567642,-0.03355279,0.01267696,-0.01644871,0.52314625,-0.73423147
-5.36968484,1.41916983,-1.93136647,0.00705228,-0.00563941,0.26348063,-0.36529158,0.54136849,-0.77579378,0.53268526,-0.70597761,0.02508279,-0.03143033,0.01247276,-0.01540085,0.50192352,-0.68754835
-5.36368184,1.38425409,-1.81468655,0.00769020,-0.00543566,0.25907416,-0.34544884,0.50933515,-0.71904532,0.52757108,-0.66966083,0.02482757,-0.02944582,0.01244463,-0.01440362,0.48608436,-0.64216992
-5.35767884,1.36345800,-1.70223755,0.00847576,-0.00529322,0.25683237,-0.32596199,0.48234284,-0.66409848,0.52729827,-0.63426317,0.02492601,-0.02764311,0.01260463,-0.01348055,0.47583861,-0.59898817
-5.35167584,1.35663133,-1.59630147,0.00941623,-0.00522513,0.25663555,-0.30725516,0.46044026,-0.61181071,0.53165378,-0.60061954,0.02538660,-0.02606237,0.01296155,-0.01265390,0.47126952,-0.55882671
-5.34567284,1.36328767,-1.49895697,0.01051649,-0.00524436,0.25830514,-0.28972028,0.44355011,-0.56293553,0.54030271,-0.56950539,0.02621088,-0.02473941,0.01352064,-0.01194436,0.47233651,-0.52242590
-5.33966983,1.38262919,-1.41203814,0.01177865,-0.00536376,0.26161099,-0.27370745,0.43148013,-0.51811137,0.55280100,-0.54161750,0.02739330,-0.02370529,0.01428339,-0.01137081,0.47888016,-0.49043112
-5.33366683,1.41357750,-1.33710157,0.01320158,-0.00559582,0.26627991,-0.25951695,0.42393629,-0.47785454,0.56861048,-0.51755764,0.02892128,-0.02298590,0.01524733,-0.01095012,0.49062908,-0.46338404
-5.32766383,1.45480950,-1.27540160,0.01478065,-0.00595250,0.27200517,-0.24739277,0.42053761,-0.44255591,0.58711610,-0.49781909,0.03077527,-0.02260173,0.01640591,-0.01069697,0.50720849,-0.44171679
-5.32166083,1.50479711,-1.22787359,0.01650735,-0.00644501,0.27845684,-0.23751792,0.42083205,-0.41248108,0.60764458,-0.48277646,0.03292901,-0.02256774,0.01774837,-0.01062373,0.52815025,-0.42574859
-5.31565783,1.56184999,-1.19512474,0.01836913,-0.00708352,0.28529237,-0.23001139,0.42431288,-0.38777350,0.62948411,-0.47267871,0.03534982,-0.02289327,0.01925977,-0.01074028,0.55290404,-0.41568470
-5.30965483,1.62416014,-1.17743196,0.02034924,-0.00787686,0.29216733,-0.22492692,0.43043523,-0.36846017,0.65190444,-0.46764545,0.03799920,-0.02358199,0.02092102,-0.01105389,0.58084983,-0.41161717
-5.30365183,1.68984745,-1.17474603,0.02242677,-0.00883214,0.29874583,-0.22225337,0.43863229,-0.35445930,0.67417691,-0.46766637,0.04083340,-0.02463192,0.02270905,-0.01156910,0.61131116,-0.41352723
-5.29764882,1.75700535,-1.18670156,0.02457676,-0.00995439,0.30471034,-0.22191665,0.44833093,-0.34558953,0.69559378,-0.47260376,0.04380430,-0.02603551,0.02459710,-0.01228754,0.64356941,-0.42128893
-5.29164582,1.82374569,-1.21263213,0.02677056,-0.01124615,0.30977073,-0.22378314,0.45896632,-0.34158033,0.71548647,-0.48219788,0.04686038,-0.02777970,0.02655508,-0.01320777,0.67687873,-0.43467386
-5.28564282,1.88824191,-1.25159017,0.02897620,-0.01270703,0.31367209,-0.22766452,0.46999555,-0.34208317,0.73324210,-0.49607508,0.04994787,-0.02984610,0.02855010,-0.01432513,0.71048159,-0.45335683
-5.27963982,1.94876978,-1.30237108,0.03115911,-0.01433334,0.31620131,-0.23332365,0.48090974,-0.34668316,0.74831807,-0.51375840,0.05301204,-0.03221119,0.03054714,-0.01563159,0.74362465,-0.47692250
-5.27363682,2.00374488,-1.36354136,0.03328280,-0.01611771,0.31719204,-0.24048174,0.49124484,-0.35491096,0.76025414,-0.53468039,0.05599861,-0.03484655,0.03250972,-0.01711559,0.77557479,-0.50487282
-5.26763382,2.05175609,-1.43347045,0.03530981,-0.01804880,0.31652816,-0.24882626,0.50059069,-0.36625492,0.76868192,-0.55819801,0.05885518,-0.03771926,0.03440082,-0.01876202,0.80563495,-0.53663553
-5.26163082,2.09159445,-1.51036583,0.03720269,-0.02011109,0.31414552,-0.25801963,0.50859841,-0.38017304,0.77333147,-0.58360910,0.06153279,-0.04079234,0.03618376,-0.02055213,0.83315944,-0.57157365
