energy_ev,total_up,Au_p_up,Au_d_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.36968484,3.18303978,0.54469604,2.26182245,0.00994800,0.00000000,0.01642698,0.05568091,0.01699179,0.65123863
-5.36368184,3.11297956,0.52153300,2.21708785,0.00957601,0.00000000,0.01492201,0.05454636,0.01620055,0.63095908
-5.35767884,3.04132010,0.49914498,2.17233671,0.00919579,0.00000000,0.01349704,0.05325850,0.01540970,0.60990669
-5.35167584,2.96813414,0.47754992,2.12753882,0.00880888,0.00000000,0.01215881,0.05182173,0.01462102,0.58814992
-5.34567284,2.89350050,0.45675269,2.08262662,0.00841712,0.00000000,0.01091181,0.05024564,0.01383674,0.56577908
-5.33966983,2.81751752,0.43674979,2.03750949,0.00802271,0.00000000,0.00975847,0.04854456,0.01305960,0.54290710
-5.33366683,2.74031479,0.41753378,1.99208802,0.00762817,0.00000000,0.00869952,0.04673693,0.01229283,0.51966914
-5.32766383,2.66206245,0.39909731,1.94626783,0.00723628,0.00000000,0.00773423,0.04484456,0.01154010,0.49622102
-5.32166083,2.58297774,0.38143649,1.89997205,0.00685008,0.00000000,0.00686073,0.04289182,0.01080546,0.47273652
-5.31565783,2.50332850,0.36455360,1.85315212,0.00647272,0.00000000,0.00607633,0.04090483,0.01009326,0.44940374
-5.30965483,2.42343349,0.34845893,1.80579641,0.00610745,0.00000000,0.00537779,0.03891060,0.00940795,0.42642063
-5.30365183,2.34365979,0.33317187,1.75793637,0.00575748,0.00000000,0.00476158,0.03693624,0.00875398,0.40398996
-5.29764882,2.26441751,0.31872127,1.70965030,0.00542588,0.00000000,0.00422409,0.03500822,0.00813565,0.38231397
-5.29164582,2.18615231,0.30514505,1.66106457,0.00511552,0.00000000,0.00376187,0.03315177,0.00755692,0.36158894
-5.28564282,2.10933627,0.29248934,1.61235260,0.00482893,0.00000000,0.00337171,0.03139028,0.00702130,0.34200000
-5.27963982,2.03445773,0.28080720,1.56373182,0.00456827,0.00000000,0.00305079,0.02974495,0.00653169,0.32371638
-5.27363682,1.96201082,0.27015702,1.51545910,0.00433523,0.00000000,0.00279675,0.02823445,0.00609031,0.30688732
-5.26763382,1.89248531,0.26060085,1.46782490,0.00413100,0.00000000,0.00260776,0.02687481,0.00569858,0.29163887
-5.26163082,1.82635735,0.25220277,1.42114679,0.00395622,0.00000000,0.00248247,0.02567938,0.00535714,0.27807156
-5.25562781,1.76408162,0.24502731,1.37576268,0.00381101,0.00000000,0.00242006,0.02465886,0.00506582,0.26625925
-5.24962481,1.70608533,0.23913818,1.33202412,0.00369496,0.00000000,0.00242015,0.02382158,0.00482367,0.25624898
-5.24362181,1.65276415,0.23459723,1.29029011,0.00360715,0.00000000,0.00248279,0.02317365,0.00462903,0.24806181
-5.23761881,1.60448034,0.23146361,1.25092166,0.00354621,0.00000000,0.00260836,0.02271943,0.00447962,0.24169470
-5.23161581,1.56156279,0.22979338,1.21427709,0.00351039,0.00000000,0.00279747,0.02246176,0.00437270,0.23712318
-5.22561281,1.52430874,0.22963912,1.18070826,0.00349766,0.00000000,0.00305089,0.02240247,0.00430516,0.23430459
-5.21960980,1.49298691,0.23104978,1.15055761,0.00350572,0.00000000,0.00336942,0.02254269,0.00427369,0.23318182
-5.21360680,1.46784120,0.23407053,1.12415572,0.00353216,0.00000000,0.00375378,0.02288319,0.00427495,0.23368728
-5.20760380,1.44909467,0.23874249,1.10181927,0.00357455,0.00000000,0.00420451,0.02342468,0.00430568,0.23574676
-5.20160080,1.43695281,0.24510222,1.08384905,0.00363044,0.00000000,0.00472181,0.02416799,0.00436288,0.23928314
-5.19559780,1.43160573,0.25318097,1.07052759,0.00369757,0.00000000,0.00530549,0.02511415,0.00444389,0.24421952
-5.18959480,1.43322845,0.26300338,1.06211621,0.00377380,0.00000000,0.00595481,0.02626433,0.00454649,0.25048179
-5.18359180,1.44197890,0.27458580,1.05885119,0.00385727,0.00000000,0.00666843,0.02761972,0.00466896,0.25800030
-5.17758879,1.45799336,0.28793411,1.06093878,0.00394638,0.00000000,0.00744430,0.02918120,0.00481011,0.26671072
-5.17158579,1.48137903,0.30304100,1.06854906,0.00403982,0.00000000,0.00827962,0.03094893,0.00496925,0.27655388
-5.16558279,1.51220409,0.31988292,1.08180862,0.00413658,0.00000000,0.00917080,0.03292185,0.00514612,0.28747470
-5.15957979,1.55048527,0.33841675,1.10079226,0.00423592,0.00000000,0.01011341,0.03509707,0.00534088,0.29942023
-5.15357679,1.59617375,0.35857631,1.12551399,0.00433737,0.00000000,0.01110226,0.03746924,0.00555389,0.31233701
-5.14757379,1.64914005,0.38026909,1.15591783,0.00444064,0.00000000,0.01213137,0.04002992,0.00578566,0.32616789
-5.14157079,1.70915882,0.40337316,1.19186888,0.00454558,0.00000000,0.01319411,0.04276693,0.00603666,0.34084846
-5.13556778,1.77589470,0.42773477,1.23314539,0.00465216,0.00000000,0.01428325,0.04566389,0.00630714,0.35630351
-5.12956478,1.84889032,0.45316674,1.27943245,0.00476031,0.00000000,0.01539109,0.04869980,0.00659699,0.37244366
-5.12356178,1.92755767,0.47944791,1.33031800,0.00486997,0.00000000,0.01650965,0.05184880,0.00690561,0.38916251
-5.11755878,2.01117372,0.50632372,1.38529182,0.00498091,0.00000000,0.01763086,0.05508019,0.00723176,0.40633443
-5.11155578,2.09888143,0.53350833,1.44374808,0.00509279,0.00000000,0.01874671,0.05835861,0.00757345,0.42381340
-5.10555278,2.18969661,0.56068802,1.50499173,0.00520502,0.00000000,0.01984954,0.06164449,0.00792794,0.44143291
-5.09954977,2.28252118,0.58752612,1.56824923,0.00531680,0.00000000,0.02093224,0.06489477,0.00829168,0.45900706
-5.09354677,2.37616274,0.61366934,1.63268331,0.00542709,0.00000000,0.02198853,0.06806381,0.00866037,0.47633297
-5.08754377,2.46936037,0.63875519,1.69741186,0.00553458,0.00000000,0.02301315,0.07110448,0.00902905,0.49319435
-5.08154077,2.56081581,0.66242059,1.76153035,0.00563779,0.00000000,0.02400214,0.07396950,0.00939221,0.50936623
-5.07553777,2.64922907,0.68431108,1.82413703,0.00573502,0.00000000,0.02495307,0.07661283,0.00974397,0.52462062
-5.06953477,2.73333732,0.70409044,1.88436029,0.00582450,0.00000000,0.02586518,0.07899109,0.01007830,0.53873291
-5.06353177,2.81195525,0.72145042,1.94138676,0.00590435,0.00000000,0.02673958,0.08106507,0.01038920,0.55148873
-5.05752876,2.88401536,0.73612006,1.99448925,0.00597274,0.00000000,0.02757936,0.08280111,0.01067101,0.56269094
-5.05152576,2.94860630,0.74787432,2.04305305,0.00602795,0.00000000,0.02838964,0.08417237,0.01091854,0.57216651
-5.04552276,3.00500736,0.75654166,2.08659942,0.00606843,0.00000000,0.02917753,0.08515992,0.01112741,0.57977290
-5.03951976,3.05271755,0.76201031,2.12480505,0.00609289,0.00000000,0.02995212,0.08575363,0.01129413,0.58540374
-5.03351676,3.09147756,0.76423280,2.15751626,0.00610038,0.00000000,0.03072429,0.08595280,0.01141631,0.58899342
-5.02751376,3.12128351,0.76322881,2.18475726,0.00609038,0.00000000,0.03150647,0.08576647,0.01149279,0.59052054
-5.02151076,3.14239147,0.75908608,2.20673165,0.00606279,0.00000000,0.03231237,0.08521350,0.01152363,0.59000995
-5.01550775,3.15531236,0.75195928,2.22381695,0.00601805,0.00000000,0.03315655,0.08432235,0.01151014,0.58753325
-5.00950475,3.16079711,0.74206710,2.23655191,0.00595708,0.00000000,0.03405403,0.08313057,0.01145484,0.58320790
-5.00350175,3.15981250,0.72968739,2.24561722,0.00588135,0.00000000,0.03501970,0.08168406,0.01136131,0.57719467
-4.99749875,3.15350844,0.71515072,2.25181000,0.00579285,0.00000000,0.03606783,0.08003610,0.01123407,0.56969381
-4.99149575,3.14317797,0.69883251,2.25601306,0.00569402,0.00000000,0.03721143,0.07824623,0.01107833,0.56093990
-4.98549275,3.13021147,0.68114397,2.25916022,0.00558775,0.00000000,0.03846166,0.07637894,0.01089982,0.55119557
-4.97948974,3.11604694,0.66252211,2.26219904,0.00547729,0.00000000,0.03982723,0.07450231,0.01070452,0.54074439
-4.97348674,3.10211824,0.64341931,2.26605239,0.00536618,0.00000000,0.04131382,0.07268653,0.01049839,0.52988310
-4.96748374,3.08980344,0.62429243,2.27158075,0.00525816,0.00000000,0.04292359,0.07100243,0.01028720,0.51891350
-4.96148074,3.08037523,0.60559209,2.27954645,0.00515705,0.00000000,0.04465470,0.06952000,0.01007624,0.50813419
-4.95547774,3.07495549,0.58775226,2.29058181,0.00506666,0.00000000,0.04650101,0.06830692,0.00987018,0.49783251
-4.94947474,3.07447556,0.57118035,2.30516203,0.00499071,0.00000000,0.04845182,0.06742714,0.00967289,0.48827687
-4.94347174,3.07964384,0.55624821,2.32358447,0.00493266,0.00000000,0.05049178,0.06693955,0.00948737,0.47970974
-4.93746873,3.09092188,0.54328415,2.34595466,0.00489566,0.00000000,0.05260098,0.06689671,0.00931564,0.47234147
-4.93146573,3.10850962,0.53256608,2.37218009,0.00488242,0.00000000,0.05475510,0.06734367,0.00915878,0.46634510
-4.92546273,3.13234033,0.52431606,2.40197147,0.00489517,0.00000000,0.05692583,0.06831693,0.00901689,0.46185243
-4.91945973,3.16208520,0.51869624,2.43485187,0.00493551,0.00000000,0.05908135,0.06984353,0.00888925,0.45895119
-4.91345673,3.19716718,0.51580628,2.47017282,0.00500443,0.00000000,0.06118701,0.07194026,0.00877433,0.45768367
-4.90745373,3.23678339,0.51568225,2.50713699,0.00510222,0.00000000,0.06320612,0.07461302,0.00866997,0.45804654
-4.90145073,3.27993509,0.51829706,2.54482631,0.00522848,0.00000000,0.06510083,0.07785646,0.00857351,0.45999203
-4.89544772,3.32546386,0.52356230,2.58223436,0.00538208,0.00000000,0.06683311,0.08165370,0.00848197,0.46343040
-4.88944472,3.37209273,0.53133151,2.61830177,0.00556119,0.00000000,0.06836581,0.08597634,0.00839217,0.46823344
-4.88344172,3.41847035,0.54140469,2.65195320,0.00576335,0.00000000,0.06966367,0.09078475,0.00830091,0.47423908
-4.87743872,3.46321700,0.55353404,2.68213453,0.00598548,0.00000000,0.07069434,0.09602853,0.00820508,0.48125680
-4.87143572,3.50497047,0.56743070,2.70784882,0.00622395,0.00000000,0.07142940,0.10164735,0.00810183,0.48907382
-4.86543272,3.54243055,0.58277242,2.72818992,0.00647472,0.00000000,0.07184517,0.10757198,0.00798863,0.49746176
-4.85942971,3.57440056,0.59921197,2.74237248,0.00673338,0.00000000,0.07192350,0.11372565,0.00786338,0.50618358
-4.85342671,3.59982488,0.61638605,2.74975755,0.00699530,0.00000000,0.07165237,0.12002566,0.00772444,0.51500075
-4.84742371,3.61782129,0.63392466,2.74987296,0.00725574,0.00000000,0.07102626,0.12638526,0.00757066,0.52368030
-4.84142071,3.62770741,0.65146052,2.74242812,0.00750997,0.00000000,0.07004644,0.13271564,0.00740143,0.53200161
-4.83541771,3.62902081,0.66863863,2.72732279,0.00775340,0.00000000,0.06872091,0.13892820,0.00721661,0.53976281
-4.82941471,3.62153214,0.68512539,2.70464995,0.00798171,0.00000000,0.06706424,0.14493687,0.00701656,0.54678658
-4.82341171,3.60525152,0.70061742,2.67469285,0.00819094,0.00000000,0.06509718,0.15066041,0.00680203,0.55292523
-4.81740870,3.58042797,0.71484964,2.63791651,0.00837762,0.00000000,0.06284606,0.15602480,0.00657419,0.55806489
-4.81140570,3.54754231,0.72760247,2.59495416,0.00853888,0.00000000,0.06034206,0.16096537,0.00633448,0.56212884
-4.80540270,3.50729374,0.73870793,2.54658934,0.00867247,0.00000000,0.05762031,0.16542882,0.00608463,0.56507964
-4.79939970,3.46058075,0.74805448,2.49373399,0.00877690,0.00000000,0.05471893,0.16937493,0.00582652,0.56692029
-4.79339670,3.40847677,0.75559037,2.43740356,0.00885140,0.00000000,0.05167801,0.17277793,0.00556220,0.56769419
-4.78739370,3.35220128,0.76132538,2.37868961,0.00889601,0.00000000,0.04853853,0.17562739,0.00529374,0.56748389
-4.78139070,3.29308703,0.76533086,2.31873077,0.00891153,0.00000000,0.04534130,0.17792871,0.00502325,0.56640876
-4.77538769,3.23254407,0.76773785,2.25868259,0.00889950,0.00000000,0.04212605,0.17970303,0.00475280,0.56462149
-4.76938469,3.17202143,0.76873356,2.19968713,0.00886217,0.00000000,0.03893044,0.18098662,0.00448437,0.56230349
-4.76338169,3.11296712,0.76855582,2.14284284,0.00880238,0.00000000,0.03578935,0.18182975,0.00421985,0.55965940
-4.75737869,3.05678745,0.76748600,2.08917534,0.00872353,0.00000000,0.03273421,0.18229503,0.00396098,0.55691066
-4.75137569,3.00480642,0.76584026,2.03960983,0.00862941,0.00000000,0.02979247,0.18245526,0.00370934,0.55428841
-4.74537269,2.95822632,0.76395951,1.99494556,0.00852409,0.00000000,0.02698731,0.18239090,0.00346635,0.55202589
-4.73936968,2.91809041,0.76219829,1.95583315,0.00841182,0.00000000,0.02433742,0.18218723,0.00323321,0.55035044
-4.73336668,2.88524882,0.76091293,1.92275525,0.00829680,0.00000000,0.02185696,0.18193128,0.00301095,0.54947553
-4.72736368,2.86032870,0.76044933,1.89601110,0.00818313,0.00000000,0.01955567,0.18170864,0.00280041,0.54959288
-4.72136068,2.84370977,0.76113082,1.87570560,0.00807460,0.00000000,0.01743908,0.18160031,0.00260222,0.55086505
-4.71535768,2.83550620,0.76324643,1.86174340,0.00797456,0.00000000,0.01550881,0.18167968,0.00241680,0.55341869
-4.70935468,2.83555581,0.76704007,1.85382828,0.00788585,0.00000000,0.01376300,0.18200979,0.00224439,0.55733882
-4.70335168,2.84341721,0.77270098,1.85146841,0.00781062,0.00000000,0.01219672,0.18264091,0.00208504,0.56266418
-4.69734867,2.85837563,0.78035567,1.85398725,0.00775031,0.00000000,0.01080248,0.18360861,0.00193863,0.56938408
-4.69134567,2.87945736,0.79006185,1.86054052,0.00770560,0.00000000,0.00957068,0.18493234,0.00180486,0.57743676
-4.68534267,2.90545309,0.80180446,1.87013855,0.00767634,0.00000000,0.00849019,0.18661459,0.00168328,0.58670929
-4.67933967,2.93494946,0.81549382,1.88167391,0.00766158,0.00000000,0.00754870,0.18864065,0.00157329,0.59703931
-4.67333667,2.96636803,0.83096624,1.89395339,0.00765962,0.00000000,0.00673329,0.19097898,0.00147417,0.60821833
-4.66733367,2.99801077,0.84798679,1.90573354,0.00766806,0.00000000,0.00603070,0.19358214,0.00138512,0.61999659
-4.66133067,3.02811026,0.86625425,1.91575848,0.00768390,0.00000000,0.00542779,0.19638823,0.00130522,0.63208936
-4.65532766,3.05488306,0.88540812,1.92279891,0.00770366,0.00000000,0.00491176,0.19932282,0.00123351,0.64418442
-4.64932466,3.07658429,0.90503731,1.92569066,0.00772347,0.00000000,0.00447043,0.20230126,0.00116901,0.65595049
-4.64332166,3.09156121,0.92469032,1.92337147,0.00773930,0.00000000,0.00409243,0.20523125,0.00111069,0.66704627
