energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.84992496,8.46387958,1.92635515,0.75468033,0.00382830,1.59538573,0.24049853,3.35511973,1.29925084,1.32094952
-5.84392196,8.01085287,1.76846173,0.71779486,0.00360994,1.56078273,0.22368630,3.11033062,1.26866701,1.29428718
-5.83791896,7.56141306,1.61467309,0.68194009,0.00339391,1.52140651,0.20754965,2.87374567,1.23558185,1.26332340
-5.83191596,7.12019240,1.46657411,0.64748331,0.00318324,1.47774649,0.19225785,2.64772608,1.20034410,1.22842816
-5.82591296,6.69131772,1.32551333,0.61473762,0.00298068,1.43034476,0.17795102,2.43424511,1.16332139,1.19002358
-5.81990995,6.27837477,1.19258961,0.58396067,0.00278860,1.37978722,0.16473920,2.23487537,1.12489714,1.14857733
-5.81390695,5.88438716,1.06864746,0.55535454,0.00260902,1.32669292,0.15270230,2.05078765,1.08546608,1.10459435
-5.80790395,5.51180784,0.95428024,0.52906654,0.00244355,1.27170190,0.14189066,1.88276000,1.04542831,1.05860698
-5.80190095,5.16252147,0.84984040,0.50519063,0.00229340,1.21546176,0.13232628,1.73119548,1.00518215,1.01116371
-5.79589795,4.83785585,0.75545558,0.48376936,0.00215932,1.15861338,0.12400456,1.59614698,0.96511576,0.96281703
-5.78989495,4.53860100,0.67104933,0.46479605,0.00204169,1.10177638,0.11689639,1.47734753,0.92559813,0.91411071
-5.78389195,4.26503468,0.59636524,0.44821740,0.00194046,1.04553484,0.11095056,1.37424453,0.88696970,0.86556707
-5.77788894,4.01695350,0.53099325,0.43393626,0.00185522,0.99042388,0.10609642,1.28603679,0.84953334,0.81767486
-5.77188594,3.79370926,0.47439695,0.42181476,0.00178519,0.93691787,0.10224667,1.21171295,0.81354601,0.77087817
-5.76588294,3.59425018,0.42594108,0.41167791,0.00172932,0.88542064,0.09930024,1.15009060,0.77921194,0.72556705
-5.75987994,3.41716691,0.38491806,0.40331766,0.00168626,0.83625837,0.09714526,1.09985529,0.74667770,0.68207012
-5.75387694,3.26074341,0.35057327,0.39649759,0.00165445,0.78967545,0.09566201,1.05959881,0.71602953,0.64064984
-5.74787394,3.12301241,0.32212821,0.39095832,0.00163217,0.74583372,0.09472599,1.02785639,0.68729349,0.60150026
-5.74187094,3.00181522,0.29880140,0.38642360,0.00161758,0.70481492,0.09421074,1.00314232,0.66043830,0.56474788
-5.73586793,2.89486534,0.27982677,0.38260715,0.00160880,0.66662662,0.09399082,0.98398382,0.63538111,0.53045515
-5.72986493,2.79981490,0.26446934,0.37922005,0.00160391,0.63121119,0.09394456,0.96895277,0.61199593,0.49862676
-5.72386193,2.71432262,0.25203832,0.37597860,0.00160107,0.59845743,0.09395663,0.95669488,0.59012450,0.46921828
-5.71785893,2.63612199,0.24189756,0.37261246,0.00159853,0.56821454,0.09392055,0.94595617,0.56958904,0.44214687
-5.71185593,2.56308762,0.23347355,0.36887270,0.00159470,0.54030764,0.09374079,0.93560610,0.55020646,0.41730348
-5.70585293,2.49329802,0.22626110,0.36453959,0.00158819,0.51455429,0.09333466,0.92465722,0.53180336,0.39456602
-5.69984992,2.42509285,0.21982687,0.35942975,0.00157781,0.49078127,0.09263380,0.91228084,0.51423110,0.37381303
-5.69384692,2.35712265,0.21381088,0.35340244,0.00156267,0.46884096,0.09158526,0.89781843,0.49738048,0.35493719
-5.68784392,2.28838960,0.20792632,0.34636456,0.00154214,0.44862670,0.09015220,0.88078860,0.48119514,0.33785811
-5.68184092,2.21827787,0.20195781,0.33827442,0.00151590,0.43008638,0.08831401,0.86088941,0.46568331,0.32253399
-5.67583792,2.14657263,0.19575817,0.32914388,0.00148395,0.41323411,0.08606610,0.83799628,0.45092741,0.30897169
-5.66983492,2.07346723,0.18924425,0.31903888,0.00144656,0.39815911,0.08341914,0.81215537,0.43709102,0.29723479
-5.66383192,1.99955855,0.18239162,0.30807839,0.00140433,0.38503198,0.08039798,0.78357306,0.42442305,0.28744940
-5.65782891,1.92583080,0.17522872,0.29643178,0.00135811,0.37410771,0.07704014,0.75260180,0.41325887,0.27980750
-5.65182591,1.85362862,0.16783037,0.28431477,0.00130901,0.36572564,0.07339405,0.71972306,0.40401833,0.27456772
-5.64582291,1.78462038,0.16031105,0.27198417,0.00125839,0.36030617,0.06951710,0.68552794,0.39720057,0.27205331
-5.63981991,1.72075308,0.15281797,0.25973156,0.00120778,0.35834423,0.06547352,0.65069626,0.39337588,0.27264748
-5.63381691,1.66420013,0.14552427,0.24787619,0.00115886,0.36039959,0.06133229,0.61597482,0.39317449,0.27678600
-5.62781391,1.61730329,0.13862231,0.23675732,0.00111345,0.36708421,0.05716500,0.58215548,0.39727250,0.28494711
-5.62181091,1.58251031,0.13231726,0.22672623,0.00107344,0.37904665,0.05304399,0.55005375,0.40637529,0.29763889
-5.61580790,1.56230925,0.12682102,0.21813807,0.00104078,0.39695382,0.04904047,0.52048828,0.42119838,0.31538432
-5.60980490,1.55916078,0.12234658,0.21134371,0.00101740,0.42147030,0.04522306,0.49426171,0.44244622,0.33870400
-5.60380190,1.57542929,0.11910271,0.20668171,0.00100521,0.45323557,0.04165647,0.47214305,0.47078912,0.36809712
-5.59779890,1.61331380,0.11728904,0.20447052,0.00100604,0.49283947,0.03840049,0.45485176,0.50683879,0.40402074
-5.59179590,1.67477947,0.11709147,0.20500087,0.00102163,0.54079651,0.03550921,0.44304339,0.55112295,0.44686813
-5.58579290,1.76149070,0.11867789,0.20852857,0.00105354,0.59751956,0.03303051,0.43729683,0.60405963,0.49694640
-5.57978989,1.87474674,0.12219407,0.21526751,0.00110317,0.66329361,0.03100571,0.43810290,0.66593185,0.55445447
-5.57378689,2.01542100,0.12775979,0.22538314,0.00117167,0.73825057,0.02946939,0.44585412,0.73686346,0.61946176
-5.56778389,2.18390557,0.13546512,0.23898632,0.00125997,0.82234595,0.02844930,0.46083558,0.81679721,0.69188878
-5.56178089,2.38006234,0.14536686,0.25612770,0.00136866,0.91533849,0.02796634,0.48321667,0.90547585,0.77149033
-5.55577789,2.60318275,0.15748519,0.27679282,0.00149802,1.01677387,0.02803454,0.51304385,1.00242743,0.85784236
-5.54977489,2.85195806,0.17180069,0.30089797,0.00164797,1.12597347,0.02866100,0.55023430,1.10695576,0.95033335
-5.54377189,3.12446218,0.18825163,0.32828714,0.00181801,1.24202929,0.02984579,0.59457092,1.21813701,1.04816113
-5.53776888,3.41814903,0.20673194,0.35873022,0.00200725,1.36380583,0.03158181,0.64569872,1.33482329,1.15033574
-5.53176588,3.72986626,0.22708986,0.39192273,0.00221434,1.48994959,0.03385456,0.70312322,1.45565369,1.25568897
-5.52576288,4.05588669,0.24912751,0.42748728,0.00243751,1.61890666,0.03664188,0.76621109,1.57907335,1.36289077
-5.51975988,4.39195832,0.27260152,0.46497703,0.00267452,1.74894843,0.03991368,0.83419363,1.70336035,1.47047246
-5.51375688,4.73337329,0.29722497,0.50388116,0.00292272,1.87820508,0.04363175,0.90617353,1.82666018,1.57685660
-5.50775388,5.07505499,0.32267069,0.54363265,0.00317905,2.00470628,0.04774960,0.98113513,1.94702713,1.68039257
-5.50175088,5.41166209,0.34857599,0.58361816,0.00344010,2.12642802,0.05221244,1.05795864,2.06247142,1.77939705
-5.49574787,5.73770717,0.37454891,0.62318995,0.00370214,2.24134408,0.05695745,1.13543813,2.17101053,1.87219807
-5.48974487,6.04768677,0.40017590,0.66167966,0.00396121,2.34748048,0.06191418,1.21230355,2.27072327,1.95718102
-5.48374187,6.33621900,0.42503077,0.69841362,0.00421321,2.44297104,0.06700531,1.28724605,2.35980437,2.03283498
-5.47773887,6.59818435,0.44868473,0.73272913,0.00445396,2.52611186,0.07214768,1.35894643,2.43661757,2.09779756
-5.47173587,6.82886476,0.47071722,0.76399131,0.00467931,2.59541257,0.07725364,1.42610575,2.49974528,2.15089640
-5.46573287,7.02407592,0.49072722,0.79160990,0.00488527,2.64964252,0.08223275,1.48747733,2.54803256,2.19118572
-5.45972986,7.18028797,0.50834459,0.81505536,0.00506810,2.68786985,0.08699369,1.54189897,2.58062385,2.21797637
-5.45372686,7.29472987,0.52324111,0.83387364,0.00522439,2.70949199,0.09144642,1.58832428,2.59699085,2.23085815
-5.44772386,7.36547356,0.53514064,0.84769915,0.00535117,2.71425637,0.09550450,1.62585199,2.59695050,2.22971355
-5.44172086,7.39149464,0.54382817,0.85626512,0.00544603,2.70227061,0.09908747,1.65375190,2.58067237,2.21472242
-5.43571786,7.37270720,0.54915727,0.85941131,0.00550712,2.67400190,0.10212316,1.67148668,2.54867532,2.18635742
-5.42971486,7.30997177,0.55105562,0.85708839,0.00553326,2.63026569,0.10454995,1.67872828,2.50181370,2.14537067
-5.42371186,7.20507614,0.54952843,0.84935899,0.00552397,2.57220437,0.10631874,1.67536848,2.44125384,2.09277220
-5.41770885,7.06069005,0.54465966,0.83639544,0.00547944,2.50125699,0.10739462,1.66152307,2.36844193,2.02980121
-5.41170585,6.88029579,0.53661081,0.81847413,0.00540057,2.41912129,0.10775810,1.63752931,2.28506479,1.95789153
-5.40570285,6.66809759,0.52561749,0.79596689,0.00528891,2.32770963,0.10740596,1.60393699,2.19300506,1.87863254
-5.39969985,6.42891324,0.51198386,0.76932969,0.00514662,2.22910067,0.10635149,1.56149329,2.09429281,1.79372725
-5.39369685,6.16805219,0.49607513,0.73908924,0.00497640,2.12548838,0.10462426,1.51112209,1.99105507,1.70494894
-5.38769385,5.89118433,0.47830850,0.70582786,0.00478142,2.01913029,0.10226934,1.45389870,1.88546528,1.61409800
-5.38169085,5.60420391,0.45914279,0.67016740,0.00456521,1.91229639,0.09934601,1.39102075,1.77969404,1.52296011
-5.37568784,5.31309290,0.43906719,0.63275276,0.00433157,1.80722030,0.09592606,1.32377667,1.67586258,1.43326705
-5.36968484,5.02378760,0.41858953,0.59423551,0.00408445,1.70605359,0.09209172,1.25351267,1.57599998,1.34666103
-5.36368184,4.74205210,0.39822441,0.55525834,0.00382786,1.61082443,0.08793323,1.18159956,1.48200493,1.26466317
-5.35767884,4.47336133,0.37848159,0.51644063,0.00356578,1.52340093,0.08354625,1.10940039,1.39561264,1.18864660
-5.35167584,4.22279610,0.35985490,0.47836570,0.00330204,1.44545972,0.07902925,1.03823998,1.31836692,1.11981451
-5.34567284,3.99495166,0.34281193,0.44156991,0.00304024,1.37845983,0.07448073,0.96937705,1.25159765,1.05918303
-5.33966983,3.79386090,0.32778475,0.40653386,0.00278370,1.32362185,0.06999671,0.90397973,1.19640343,1.00756892
-5.33366683,3.62293250,0.31516175,0.37367582,0.00253538,1.28191216,0.06566823,0.84310476,1.15363908,0.96558182
-5.32766383,3.48490430,0.30528069,0.34334725,0.00229786,1.25403206,0.06157922,0.78768071,1.12390767,0.93362082
-5.32166083,3.38181129,0.29842299,0.31583048,0.00207330,1.24041150,0.05780455,0.73849533,1.10755676,0.91187494
-5.31565783,3.31496786,0.29480931,0.29133834,0.00186342,1.24120708,0.05440851,0.69618679,1.10467858,0.90032722
-5.30965483,3.28496346,0.29459630,0.27001542,0.00166950,1.25630419,0.05144354,0.66123875,1.11511372,0.89876214
-5.30365183,3.29167092,0.29787460,0.25194090,0.00149242,1.28532303,0.04894943,0.63397890,1.13845834,0.90677614
-5.29764882,3.33426668,0.30466787,0.23713255,0.00133264,1.32762851,0.04695278,0.61458053,1.17407475,0.92379081
-5.29164582,3.41126214,0.31493303,0.22555169,0.00119028,1.38234389,0.04546688,0.60306696,1.22110527,0.94906878
-5.28564282,3.52054558,0.32856149,0.21710883,0.00106512,1.44836821,0.04449187,0.59931819,1.27848945,0.98173192
-5.27963982,3.65943394,0.34538147,0.21166985,0.00095665,1.52439743,0.04401527,0.60307965,1.34498470,1.02078184
-5.27363682,3.82473399,0.36516143,0.20906236,0.00086413,1.60894935,0.04401271,0.61397270,1.41919026,1.06512217
-5.26763382,4.01281220,0.38761451,0.20908224,0.00078660,1.70039217,0.04444900,0.63150669,1.49957449,1.11358276
-5.26163082,4.21967275,0.41240414,0.21150010,0.00072297,1.79697634,0.04527937,0.65509234,1.58450532,1.16494505
-5.25562781,4.44104279,0.43915081,0.21606765,0.00067204,1.89686972,0.04645091,0.68405648,1.67228346,1.21796849
-5.24962481,4.67246388,0.46743992,0.22252379,0.00063255,1.99819515,0.04790424,0.71765789,1.76117803,1.27141750
-5.24362181,4.90938850,0.49683074,0.23060058,0.00060317,2.09907017,0.04957525,0.75510431,1.84946388,1.32408827
-5.23761881,5.14727986,0.52686644,0.24002871,0.00058261,2.19764783,0.05139696,0.79557043,1.93545983,1.37483499
-5.23161581,5.38171326,0.55708495,0.25054280,0.00056960,2.29215780,0.05330147,0.83821677,2.01756692,1.42259475
-5.22561281,5.60847684,0.58703065,0.26188625,0.00056290,2.38094675,0.05522192,0.88220918,2.09430563,1.46641048
-5.21960980,5.82366931,0.61626635,0.27381573,0.00056138,2.46251669,0.05709443,0.92673881,2.16435094,1.50545133
-5.21360680,6.02379210,0.64438560,0.28610522,0.00056396,2.53556033,0.05885996,0.97104200,2.22656417,1.53902982
-5.20760380,6.20583323,0.67102460,0.29854961,0.00056969,2.59899225,0.06046608,1.01441976,2.28002044,1.56661535
-5.20160080,6.36734038,0.69587362,0.31096775,0.00057771,2.65197472,0.06186856,1.05625626,2.32403092,1.58784350
-5.19559780,6.50648051,0.71868714,0.32320500,0.00058730,2.69393734,0.06303270,1.09603571,2.35815881,1.60252106
-5.18959480,6.62208378,0.73929260,0.33513508,0.00059782,2.72458968,0.06393447,1.13335703,2.38222868,1.61062636
-5.18359180,6.71366994,0.75759700,0.34666134,0.00060878,2.74392642,0.06456128,1.16794558,2.39632855,1.61230521
-5.17758879,6.78145570,0.77359116,0.35771728,0.00061980,2.75222454,0.06491246,1.19966145,2.40080455,1.60786237
-5.17158579,6.82634212,0.78735110,0.36826637,0.00063059,2.75003268,0.06499937,1.22850369,2.39624840,1.59774897
-5.16558279,6.84988198,0.79903649,0.37830113,0.00064099,2.73815271,0.06484511,1.25461004,2.38347782,1.58254628
-5.15957979,6.85422723,0.80888584,0.38784136,0.00065092,2.71761413,0.06448397,1.27825193,2.36351065,1.56294639
-5.15357679,6.84205798,0.81720840,0.39693180,0.00066039,2.68964196,0.06396043,1.29982452,2.33753329,1.53973039
-5.14757379,6.81649458,0.82437310,0.40563898,0.00066951,2.65561908,0.06332791,1.31983201,2.30686456,1.51374473
-5.14157079,6.78099527,0.83079447,0.41404751,0.00067840,2.61704417,0.06264725,1.33886835,2.27291597,1.48587650
-5.13556778,6.73924252,0.83691626,0.42225583,0.00068729,2.57548650,0.06198493,1.35759394,2.23714972,1.45702837
-5.12956478,6.69502140,0.84319306,0.43037151,0.00069641,2.53253909,0.06141116,1.37670899,2.20103562,1.42809373
-5.12356178,6.65209394,0.85007071,0.43850628,0.00070603,2.48977148,0.06099783,1.39692440,2.16600819,1.39993291
-5.11755878,6.61407358,0.85796630,0.44677095,0.00071641,2.44868378,0.06081646,1.41893130,2.13342526,1.37335089
-5.11155578,6.58430385,0.86724844,0.45527025,0.00072784,2.41066325,0.06093605,1.44337022,2.10452926,1.34907712
-5.10555278,6.56574550,0.87821877,0.46409793,0.00074055,2.37694478,0.06142113,1.47080134,2.08041219,1.32774789
-5.09954977,6.56087596,0.89109561,0.47333223,0.00075477,2.34857659,0.06232982,1.50167681,2.06198544,1.30989162
-5.09354677,6.57160481,0.90600037,0.48303175,0.00077067,2.32639190,0.06371213,1.53631661,2.04995515,1.29591728
-5.08754377,6.59920821,0.92294765,0.49323218,0.00078837,2.31098770,0.06560835,1.57488887,2.04480381,1.28610635
-5.08154077,6.64428492,0.94183945,0.50394374,0.00080793,2.30271100,0.06804781,1.61739565,2.04677868,1.28060819
-5.07553777,6.70673548,0.96246396,0.51514964,0.00082935,2.30165304,0.07104781,1.66366501,2.05588722,1.27943903
-5.06953477,6.78576565,0.98449924,0.52680560,0.00085254,2.30765151,0.07461285,1.71334991,2.07189974,1.28248447
-5.06353177,6.87991401,1.00752172,0.53884056,0.00087734,2.32030066,0.07873417,1.76593415,2.09435905,1.28950540
-5.05752876,6.98710305,1.03101935,0.55115848,0.00090352,2.33896882,0.08338959,1.82074539,2.12259693,1.30014712
-5.05152576,7.10471191,1.05440912,0.56364135,0.00093077,2.36282274,0.08854366,1.87697489,2.15575675,1.31395138
-5.04552276,7.22966847,1.07705818,0.57615337,0.00095874,2.39085792,0.09414812,1.93370355,2.19282171,1.33037102
-5.03951976,7.35855749,1.09830793,0.58854606,0.00098699,2.42193368,0.10014269,1.98993321,2.23264766,1.34878679
-5.03351676,7.48774090,1.11750016,0.60066434,0.00101506,2.45481202,0.10645607,2.04462222,2.27399958,1.36852585
-5.02751376,7.61348629,1.13400413,0.61235325,0.00104244,2.48819872,0.11300736,2.09672404,2.31559054,1.38888148
-5.02151076,7.73209871,1.14724369,0.62346526,0.00106861,2.52078542,0.11970753,2.14522749,2.35612188,1.40913342
-5.01550775,7.84005147,1.15672323,0.63386777,0.00109305,2.55129128,0.12646130,2.18919706,2.39432341,1.42856826
-5.00950475,7.93411123,1.16205148,0.64345069,0.00111525,2.57850286,0.13316902,2.22781192,2.42899228,1.44649933
-5.00350175,8.01145318,1.16296223,0.65213369,0.00113472,2.60131094,0.13972882,2.26040208,2.45902946,1.46228547
-4.99749875,8.06976245,1.15933109,0.65987306,0.00115102,2.61874329,0.14603874,2.28648043,2.48347250,1.47534829
-4.99149575,8.10731842,1.15118766,0.66666764,0.00116378,2.62999224,0.15199894,2.30576932,2.50152385,1.48518725
-4.98549275,8.12305945,1.13872261,0.67256378,0.00117268,2.63443660,0.15751381,2.31822084,2.51257363,1.49139235
-4.97948974,8.11662586,1.12228929,0.67765909,0.00117751,2.63165715,0.16249412,2.32402977,2.51621660,1.49365400
-4.97348674,8.08838040,1.10239988,0.68210459,0.00117812,2.62144570,0.16685885,2.32363886,2.51226263,1.49176989
-4.96748374,8.03940543,1.07971603,0.68610530,0.00117447,2.60380735,0.17053698,2.31773589,2.50074063,1.48564869
-4.96148074,7.97147751,1.05503428,0.68991902,0.00116664,2.57895652,0.17346897,2.30724263,2.48189606,1.47531060
-4.95547774,7.88702026,1.02926675,0.69385322,0.00115479,2.54730675,0.17560797,2.29329573,2.45618218,1.46088481
-4.94947474,7.78903713,1.00341748,0.69826000,0.00113917,2.50945503,0.17692075,2.27722001,2.42424546,1.44260400
-4.94347174,7.68102626,0.97855522,0.70352912,0.00112017,2.46616135,0.17738831,2.26049472,2.38690597,1.42079618
-4.93746873,7.56687998,0.95578331,0.71007916,0.00109823,2.41832406,0.17700610,2.24471358,2.34513328,1.39587407
-4.93146573,7.45077188,0.93620761,0.71834696,0.00107388,2.36695216,0.17578400,2.23153962,2.30001884,1.36832255
-4.92546273,7.33703466,0.92090309,0.72877554,0.00104776,2.31313528,0.17374595,2.22265595,2.25274579,1.33868453
-4.91945973,7.23003217,0.91088030,0.74180074,0.00102054,2.25801227,0.17092922,2.21971376,2.20455715,1.30754559
-4.91345673,7.13402920,0.90705231,0.75783703,0.00099295,2.20273949,0.16738343,2.22427903,2.15672336,1.27551809
-4.90745373,7.05306284,0.91020334,0.77726280,0.00096577,2.14845953,0.16316940,2.23777944,2.11051022,1.24322504
-4.90145073,6.99081897,0.92095977,0.80040587,0.00093982,2.09627146,0.15835760,2.26145317,2.06714810,1.21128436
-4.89544772,6.95051787,0.93976459,0.82752951,0.00091590,2.04720325,0.15302661,2.29630142,2.02780347,1.18029394
-4.88944472,6.93481258,0.96685610,0.85881984,0.00089486,2.00218729,0.14726128,2.34304607,1.99355332,1.15081795
-4.88344172,6.94570345,1.00225167,0.89437519,0.00087752,1.96203967,0.14115091,2.40209460,1.96536348,1.12337490
-4.87743872,6.98447232,1.04573731,0.93419795,0.00086465,1.92744380,0.13478726,2.47351350,1.94407121,1.09842773
-4.87143572,7.05163901,1.09686371,0.97818968,0.00085702,1.89893884,0.12826266,2.55701183,1.93037263,1.07637624
-4.86543272,7.14694247,1.15494917,1.02614983,0.00085532,1.87691332,0.12166804,2.65193609,1.92481516,1.05755215
-4.85942971,7.26934796,1.21908974,1.07777852,0.00086018,1.86160400,0.11509114,2.75727713,1.92779519,1.04221675
-4.85342671,7.41708094,1.28817657,1.13268353,0.00087212,1.85309999,0.10861472,2.87168963,1.93956062,1.03056123
-4.84742371,7.58768712,1.36092044,1.19039161,0.00089159,1.85135178,0.10231508,2.99352412,1.96021808,1.02270951
-4.84142071,7.77811709,1.43588275,1.25036368,0.00091888,1.85618470,0.09626062,3.12087078,1.98974412,1.01872330
-4.83541771,7.98483263,1.51151245,1.31201364,0.00095415,1.86731606,0.09051071,3.25161405,2.02799950,1.01860889
-4.82941471,8.20393078,1.58618779,1.37473003,0.00099743,1.88437498,0.08511481,3.38349616,2.07474561,1.02232537
-4.82341171,8.43128061,1.65826142,1.43789955,0.00104856,1.90692375,0.08011184,3.51418743,2.12966182,1.02979330
-4.81740870,8.66266681,1.72610767,1.50093144,0.00110720,1.93447960,0.07552983,3.64136059,2.19236242,1.04090356
-4.81140570,8.89393356,1.78816989,1.56328142,0.00117284,1.96653538,0.07138589,3.76276618,2.26241201,1.05552535
-4.80540270,9.12112206,1.84300647,1.62447391,0.00124478,2.00257799,0.06768640,3.87630565,2.33933795,1.07351285
-4.79939970,9.34059499,1.88933345,1.68412128,0.00132212,2.04210347,0.06442752,3.98009919,2.42263900,1.09470986
-4.79339670,9.54914194,1.92606222,1.74193888,0.00140380,2.08462752,0.06159593,4.07254495,2.51178935,1.11895211
-4.78739370,9.74406063,1.95233060,1.79775490,0.00148859,2.12969118,0.05916973,4.15236709,2.60623759,1.14606675
-4.78139070,9.92321015,1.96752630,1.85151417,0.00157512,2.17686104,0.05711959,4.21865035,2.70540069,1.17586916
-4.77538769,10.08503383,1.97130151,1.90327558,0.00166189,2.22572428,0.05540998,4.27085955,2.80865342,1.20815716
-4.76938469,10.22855143,1.96357837,1.95320282,0.00174732,2.27587898,0.05400052,4.30884321,2.91531420,1.24270304
-4.76338169,10.35332179,1.94454501,2.00154892,0.00182979,2.32692071,0.05284737,4.33282124,3.02462863,1.27924407
-4.75737869,10.45937926,1.91464258,2.04863495,0.00190765,2.37842657,0.05190461,4.34335744,3.13575253,1.31747243
-4.75137569,10.54714855,1.87454395,2.09482412,0.00197931,2.42993838,0.05112561,4.34131853,3.24773643,1.35702537
-4.74537269,10.61734406,1.82512520,2.14049250,0.00204325,2.48094677,0.05046428,4.32782181,3.35951355,1.39747679
-4.73936968,10.67086079,1.76743127,2.18599787,0.00209806,2.53087779,0.04987631,4.30417453,3.46989341,1.43833136
-4.73336668,10.70866407,1.70263750,2.23164847,0.00214251,2.57908397,0.04932015,4.27180796,3.57756277,1.47902197
-4.72736368,10.73168582,1.63200863,2.27767345,0.00217559,2.62484109,0.04875796,4.23220988,3.68109555,1.51891148
-4.72136068,10.74073396,1.55685728,2.32419670,0.00219649,2.66735188,0.04815632,4.18685876,3.77897252,1.55729933
-4.71535768,10.73642098,1.47850355,2.37121580,0.00220471,2.70575722,0.04748682,4.13716309,3.86961105,1.59343316
-4.70935468,10.71911612,1.39823732,2.41858726,0.00220000,2.73915494,0.04672641,4.08440863,3.95140464,1.62652545
-4.70335168,10.68892402,1.31728465,2.46601922,0.00218242,2.76662580,0.04585772,4.02971606,4.02277086,1.65577474
-4.69734867,10.64569069,1.23677948,2.51307232,0.00215230,2.78726542,0.04486905,3.97401068,4.08220591,1.68039050
-4.69134567,10.58903597,1.15774125,2.55916868,0.00211029,2.80022084,0.04375438,3.91800525,4.12834334,1.69962083
-4.68534267,10.51840967,1.08105904,2.60360900,0.00205727,2.80472954,0.04251313,3.86219605,4.16001379,1.71278122
-4.67933967,10.43316707,1.00748228,2.64559691,0.00199436,2.80015873,0.04114991,3.80687183,4.17630248,1.71928334
-4.67333667,10.33265825,0.93761786,2.68426942,0.00192290,2.78604251,0.03967409,3.75213416,4.17660117,1.71866184
-4.66733367,10.21632479,0.87193318,2.71873208,0.00184437,2.76211452,0.03809941,3.69792769,4.16065119,1.71059787
-4.66133067,10.08379711,0.81076444,2.74809693,0.00176039,2.72833399,0.03644341,3.64407773,4.12857473,1.69493796
-4.65532766,9.93498557,0.75432929,2.77152136,0.00167264,2.68490321,0.03472698,3.59033275,4.08089216,1.67170686
-4.64932466,9.77015935,0.70274283,2.78824589,0.00158283,2.63227538,0.03297375,3.53640901,4.01852374,1.64111377
-4.64332166,9.59000771,0.65603598,2.79762880,0.00149265,2.57115183,0.03120961,3.48203458,3.94277515,1.60355142
