energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.88594297,1.90523940,0.72152219,0.00560696,0.17374910,0.01785385,0.97137264,0.25939193,0.19832051
-5.87993997,1.99602784,0.74212004,0.00589693,0.18054532,0.01934293,1.02107171,0.26866867,0.20809254
-5.87393697,2.08399468,0.76094117,0.00616503,0.18699071,0.02085187,1.06946006,0.27781547,0.21749146
-5.86793397,2.16791658,0.77768818,0.00640745,0.19299155,0.02236386,1.11586997,0.28670404,0.22638314
-5.86193097,2.24651938,0.79206412,0.00662071,0.19845220,0.02386041,1.15960454,0.29518855,0.23463092
-5.85592796,2.31851047,0.80378176,0.00680182,0.20327763,0.02532170,1.19995512,0.30310988,0.24209913
-5.84992496,2.38261474,0.81257351,0.00694829,0.20737621,0.02672699,1.23622082,0.31030067,0.24865680
-5.84392196,2.43761278,0.81820140,0.00705825,0.21066256,0.02805503,1.26772925,0.31659133,0.25418155
-5.83791896,2.48237984,0.82046682,0.00713047,0.21306032,0.02928464,1.29385779,0.32181653,0.25856338
-5.83191596,2.51592412,0.81921948,0.00716439,0.21450489,0.03039525,1.31405464,0.32582199,0.26170828
-5.82591296,2.53742270,0.81436526,0.00716012,0.21494574,0.03136747,1.32785866,0.32847123,0.26354155
-5.81990995,2.54625377,0.80587247,0.00711847,0.21434849,0.03218368,1.33491725,0.32965191,0.26401061
-5.81390695,2.54202352,0.79377642,0.00704087,0.21269649,0.03282862,1.33500158,0.32928158,0.26308722
-5.80790395,2.52458691,0.77818190,0.00692941,0.20999184,0.03328990,1.32801835,0.32731253,0.26076906
-5.80190095,2.49406100,0.75926369,0.00678671,0.20625588,0.03355843,1.31401775,0.32373542,0.25708055
-5.79589795,2.45083054,0.73726478,0.00661592,0.20152911,0.03362885,1.29319714,0.31858165,0.25207285
-5.78989495,2.39554541,0.71249273,0.00642061,0.19587048,0.03349974,1.26590024,0.31192434,0.24582317
-5.78389195,2.32910997,0.68531404,0.00620474,0.18935617,0.03317380,1.23261196,0.30387784,0.23843323
-5.77788894,2.25266479,0.65614688,0.00597252,0.18207783,0.03265786,1.19394894,0.29459579,0.23002707
-5.77188594,2.16756131,0.62545249,0.00572836,0.17414044,0.03196278,1.15064620,0.28426793,0.22074829
-5.76588294,2.07533058,0.59372555,0.00547678,0.16565978,0.03110323,1.10354029,0.27311565,0.21075669
-5.75987994,1.97764700,0.56148373,0.00522228,0.15675968,0.03009728,1.05354975,0.26138661,0.20022458
-5.75387694,1.87628861,0.52925703,0.00496933,0.14756913,0.02896598,1.00165335,0.24934850,0.18933287
-5.74787394,1.77309506,0.49757699,0.00472219,0.13821934,0.02773279,0.94886699,0.23728237,0.17826696
-5.74187094,1.66992483,0.46696616,0.00448489,0.12884087,0.02642294,0.89621990,0.22547551,0.16721270
-5.73586793,1.56861293,0.43792816,0.00426111,0.11956090,0.02506274,0.84473099,0.21421435,0.15635245
-5.72986493,1.47093025,0.41093839,0.00405414,0.11050074,0.02367890,0.79538589,0.20377744,0.14586138
-5.72386193,1.37854573,0.38643569,0.00386676,0.10177361,0.02229783,0.74911532,0.19442874,0.13590407
-5.71785893,1.29299213,0.36481496,0.00370125,0.09348280,0.02094494,0.70677535,0.18641136,0.12663156
-5.71185593,1.21563607,0.34642086,0.00355926,0.08572014,0.01964404,0.66912979,0.17994186,0.11817878
-5.70585293,1.14765291,0.33154264,0.00344184,0.07856486,0.01841676,0.63683517,0.17520529,0.11066244
-5.69984992,1.09000655,0.32040991,0.00334940,0.07208284,0.01728208,0.61042842,0.17235090,0.10417941
-5.69384692,1.04343452,0.31318962,0.00328167,0.06632615,0.01625595,0.59031735,0.17148863,0.09880559
-5.68784392,1.00843810,0.30998389,0.00323776,0.06133297,0.01535100,0.57677403,0.17268648,0.09459517
-5.68184092,0.98527748,0.31082884,0.00321616,0.05712769,0.01457637,0.56993099,0.17596863,0.09158030
-5.67583792,0.97397169,0.31569432,0.00321479,0.05372137,0.01393762,0.56978031,0.18131445,0.08977121
-5.66983492,0.97430305,0.32448449,0.00323104,0.05111223,0.01343676,0.57617530,0.18865838,0.08915657
-5.66383192,0.98582591,0.33703921,0.00326189,0.04928637,0.01307237,0.58883497,0.19789066,0.08970428
-5.65782891,1.00787927,0.35313627,0.00330398,0.04821861,0.01283982,0.60735085,0.20885900,0.09136242
-5.65182591,1.03960315,0.37249449,0.00335368,0.04787333,0.01273150,0.63119635,0.22137103,0.09406052
-5.64582291,1.07995832,0.39477755,0.00340726,0.04820541,0.01273720,0.65973829,0.23519777,0.09771108
-5.63981991,1.12774897,0.41959879,0.00346095,0.04916118,0.01284448,0.69225052,0.25007790,0.10221126
-5.63381691,1.18164830,0.44652680,0.00351108,0.05067941,0.01303908,0.72792941,0.26572288,0.10744481
-5.62781391,1.24022626,0.47509182,0.00355417,0.05269232,0.01330541,0.76591101,0.28182281,0.11328413
-5.62181091,1.30197932,0.50479302,0.00358706,0.05512663,0.01362694,0.80528945,0.29805303,0.11959260
-5.61580790,1.36536156,0.53510649,0.00360696,0.05790462,0.01398670,0.84513643,0.31408117,0.12622694
-5.60980490,1.42881665,0.56549392,0.00361157,0.06094529,0.01436769,0.88452113,0.32957467,0.13303979
-5.60380190,1.49080993,0.59541180,0.00359911,0.06416551,0.01475334,0.92253037,0.34420843,0.13988233
-5.59779890,1.54986009,0.62432102,0.00356834,0.06748127,0.01512783,0.95828826,0.35767243,0.14660698
-5.59179590,1.60456946,0.65169662,0.00351861,0.07080896,0.01547649,0.99097505,0.36967916,0.15307010
-5.58579290,1.65365238,0.67703764,0.00344985,0.07406667,0.01578602,1.01984450,0.37997047,0.15913462
-5.57978989,1.69596080,0.69987654,0.00336255,0.07717561,0.01604483,1.04423937,0.38832377,0.16467259
-5.57378689,1.73050644,0.71978831,0.00325769,0.08006136,0.01624313,1.06360461,0.39455721,0.16956758
-5.56778389,1.75647893,0.73639867,0.00313672,0.08265526,0.01637311,1.07749779,0.39853385,0.17371683
-5.56178089,1.77325949,0.74939147,0.00300147,0.08489564,0.01642899,1.08559654,0.40016444,0.17703311
-5.55577789,1.78042971,0.75851469,0.00285409,0.08672896,0.01640707,1.08770289,0.39940896,0.17944632
-5.54977489,1.77777536,0.76358531,0.00269696,0.08811082,0.01630566,1.08374431,0.39627670,0.18090463
-5.54377189,1.76528518,0.76449240,0.00253261,0.08900678,0.01612503,1.07377158,0.39082496,0.18137528
-5.53776888,1.74314484,0.76119879,0.00236362,0.08939299,0.01586730,1.05795374,0.38315649,0.18084493
-5.53176588,1.71172634,0.75374092,0.00219259,0.08925656,0.01553629,1.03657017,0.37341568,0.17931959
-5.52576288,1.67157341,0.74222706,0.00202203,0.08859569,0.01513737,1.01000046,0.36178382,0.17682413
-5.51975988,1.62338346,0.72683389,0.00185433,0.08741949,0.01467724,0.97871215,0.34847348,0.17340135
-5.51375688,1.56798680,0.70780149,0.00169170,0.08574763,0.01416380,0.94324716,0.33372235,0.16911067
-5.50775388,1.50632378,0.68542706,0.00153615,0.08360962,0.01360596,0.90420714,0.31778674,0.16402660
-5.50175088,1.43942079,0.66005732,0.00138945,0.08104398,0.01301340,0.86223842,0.30093496,0.15823674
-5.49574787,1.36836573,0.63208011,0.00125318,0.07809709,0.01239646,0.81801685,0.28344085,0.15183970
-5.48974487,1.29428372,0.60191515,0.00112864,0.07482200,0.01176594,0.77223317,0.26557763,0.14494279
-5.48374187,1.21831375,0.57000455,0.00101693,0.07127702,0.01113299,0.72557914,0.24761231,0.13765967
-5.47773887,1.14158673,0.53680309,0.00091897,0.06752434,0.01050893,0.67873477,0.22980070,0.13010787
-5.47173587,1.06520550,0.50276876,0.00083548,0.06362858,0.00990517,0.63235692,0.21238323,0.12240650
-5.46573287,0.99022715,0.46835372,0.00076703,0.05965534,0.00933309,0.58706941,0.19558153,0.11467387
-5.45972986,0.91764773,0.43399596,0.00071409,0.05566994,0.00880391,0.54345471,0.17959595,0.10702545
-5.45372686,0.84838968,0.40011189,0.00067702,0.05173613,0.00832863,0.50204726,0.16460383,0.09957186
-5.44772386,0.78329182,0.36708998,0.00065611,0.04791510,0.00791792,0.46332833,0.15075857,0.09241722
-5.44172086,0.72310193,0.33528567,0.00065158,0.04426454,0.00758199,0.42772233,0.13818940,0.08565767
-5.43571786,0.66847163,0.30501742,0.00066364,0.04083791,0.00733051,0.39559450,0.12700185,0.07938020
-5.42971486,0.61995345,0.27656421,0.00069245,0.03768398,0.00717247,0.36724969,0.11727857,0.07366177
-5.42371186,0.57799978,0.25016411,0.00073814,0.03484645,0.00711602,0.34293213,0.10908070,0.06856869
-5.41770885,0.54296332,0.22601412,0.00080080,0.03236380,0.00716838,0.32282601,0.10244944,0.06415624
-5.41170585,0.51509889,0.20427091,0.00088050,0.03026930,0.00733558,0.30705665,0.09740779,0.06046857
-5.40570285,0.49456609,0.18505246,0.00097722,0.02859110,0.00762234,0.29569206,0.09396243,0.05753879
-5.39969985,0.48143281,0.16844035,0.00109088,0.02735251,0.00803187,0.28874491,0.09210548,0.05538922
-5.39369685,0.47567909,0.15448242,0.00122128,0.02657227,0.00856566,0.28617456,0.09181625,0.05403183
-5.38769385,0.47720132,0.14319572,0.00136813,0.02626490,0.00922332,0.28788932,0.09306277,0.05346877
-5.38169085,0.48581662,0.13456945,0.00153095,0.02644107,0.01000238,0.29374874,0.09580319,0.05369294
-5.37568784,0.50126722,0.12856776,0.00170911,0.02710796,0.01089818,0.30356590,0.09998686,0.05468868
-5.36968484,0.52322496,0.12513230,0.00190180,0.02826955,0.01190374,0.31710994,0.10555519,0.05643242
-5.36368184,0.55129571,0.12418425,0.00210798,0.02992684,0.01300973,0.33410854,0.11244229,0.05889335
-5.35767884,0.58502402,0.12562607,0.00232640,0.03207807,0.01420445,0.35425073,0.12057529,0.06203402
-5.35167584,0.62389776,0.12934255,0.00255557,0.03471875,0.01547394,0.37718987,0.12987447,0.06581096
-5.34567284,0.66735304,0.13520162,0.00279380,0.03784163,0.01680208,0.40254702,0.14025317,0.07017523
-5.33966983,0.71477942,0.14305456,0.00303914,0.04143658,0.01817084,0.42991469,0.15161750,0.07507288
-5.33366683,0.76552553,0.15273612,0.00328945,0.04549032,0.01956058,0.45886104,0.16386600,0.08044540
-5.32766383,0.81890501,0.16406441,0.00354241,0.04998613,0.02095042,0.48893459,0.17688915,0.08623013
-5.32166083,0.87420308,0.17684078,0.00379550,0.05490335,0.02231866,0.51966946,0.19056896,0.09236061
-5.31565783,0.93068349,0.19085000,0.00404608,0.06021697,0.02364327,0.55059105,0.20477853,0.09876691
-5.30965483,0.98759610,0.20586074,0.00429142,0.06589709,0.02490241,0.58122224,0.21938185,0.10537604
-5.30365183,1.04418488,0.22162659,0.00452870,0.07190837,0.02607497,0.61108996,0.23423375,0.11211225
-5.29764882,1.09969645,0.23788778,0.00475510,0.07820958,0.02714108,0.63973208,0.24918013,0.11889754
-5.29164582,1.15338898,0.25437368,0.00496783,0.08475323,0.02808263,0.66670448,0.26405861,0.12565209
-5.28564282,1.20454149,0.27080605,0.00516418,0.09148525,0.02888374,0.69158820,0.27869956,0.13229493
-5.27963982,1.25246341,0.28690324,0.00534155,0.09834492,0.02953110,0.71399647,0.29292755,0.13874461
-5.27363682,1.29650427,0.30238511,0.00549753,0.10526504,0.03001439,0.73358157,0.30656337,0.14492007
-5.26763382,1.33606352,0.31697866,0.00562994,0.11217232,0.03032642,0.75004124,0.31942650,0.15074164
-5.26163082,1.37060021,0.33042422,0.00573687,0.11898806,0.03046330,0.76312453,0.33133806,0.15613221
-5.25562781,1.39964246,0.34248188,0.00581673,0.12562928,0.03042448,0.77263696,0.34212417,0.16101848
-5.24962481,1.42279655,0.35293811,0.00586827,0.13200997,0.03021266,0.77844485,0.35161968,0.16533240
-5.24362181,1.43975532,0.36161212,0.00589063,0.13804288,0.02983365,0.78047861,0.35967213,0.16901266
-5.23761881,1.45030588,0.36836176,0.00588340,0.14364147,0.02929614,0.77873496,0.36614579,0.17200623
-5.23161581,1.45433611,0.37308865,0.00584656,0.14872209,0.02861137,0.77327799,0.37092571,0.17426994
-5.22561281,1.45183990,0.37574230,0.00578056,0.15320646,0.02779279,0.76423889,0.37392156,0.17577196
-5.21960980,1.44292087,0.37632295,0.00568630,0.15702407,0.02685562,0.75181449,0.37507103,0.17649316
-5.21360680,1.42779418,0.37488300,0.00556511,0.16011467,0.02581649,0.73626440,0.37434279,0.17642834
-5.20760380,1.40678633,0.37152684,0.00541875,0.16243059,0.02469301,0.71790698,0.37173871,0.17558713
-5.20160080,1.38033276,0.36640904,0.00524935,0.16393884,0.02350331,0.69711405,0.36729527,0.17399460
-5.19559780,1.34897306,0.35973103,0.00505944,0.16462285,0.02226572,0.67430450,0.36108410,0.17169154
-5.18959480,1.31334380,0.35173616,0.00485182,0.16448372,0.02099840,0.64993692,0.35321149,0.16873428
-5.18359180,1.27416898,0.34270344,0.00462958,0.16354106,0.01971899,0.62450144,0.34381694,0.16519415
-5.17758879,1.23224818,0.33294020,0.00439600,0.16183308,0.01844442,0.59851093,0.33307078,0.16115644
-5.17158579,1.18844279,0.32277386,0.00415448,0.15941621,0.01719064,0.57249175,0.32117078,0.15671901
-5.16558279,1.14366039,0.31254318,0.00390853,0.15636406,0.01597246,0.54697437,0.30833810,0.15199048
-5.15957979,1.09883789,0.30258932,0.00366164,0.15276572,0.01480344,0.52248401,0.29481248,0.14708819
-5.15357679,1.05492386,0.29324706,0.00341726,0.14872372,0.01369577,0.49953157,0.28084700,0.14213576
-5.14757379,1.01286048,0.28483652,0.00317871,0.14435135,0.01266026,0.47860508,0.26670253,0.13726068
-5.14157079,0.97356578,0.27765565,0.00294916,0.13976989,0.01170627,0.46016187,0.25264208,0.13259167
-5.13556778,0.93791675,0.27197383,0.00273156,0.13510542,0.01084174,0.44462169,0.23892522,0.12825616
-5.12956478,0.90673369,0.26802673,0.00252859,0.13048581,0.01007319,0.43236086,0.22580285,0.12437786
-5.12356178,0.88076647,0.26601259,0.00234265,0.12603757,0.00940575,0.42370761,0.21351231,0.12107450
-5.11755878,0.86068294,0.26608999,0.00217584,0.12188309,0.00884322,0.41893873,0.20227316,0.11845587
-5.11155578,0.84705989,0.26837716,0.00202992,0.11813803,0.00838810,0.41827739,0.19228355,0.11662218
-5.10555278,0.84037656,0.27295268,0.00190632,0.11490921,0.00804167,0.42189223,0.18371742,0.11566271
-5.09954977,0.84101087,0.27985746,0.00180612,0.11229289,0.00780404,0.42989760,0.17672243,0.11565487
-5.09354677,0.84923813,0.28909780,0.00173010,0.11037351,0.00767423,0.44235476,0.17141860,0.11666352
-5.08754377,0.86523205,0.30064923,0.00167871,0.10922291,0.00765026,0.45927382,0.16789775,0.11874067
-5.08154077,0.88906758,0.31446089,0.00165209,0.10889997,0.00772920,0.48061640,0.16622351,0.12192530
-5.07553777,0.92072523,0.33045995,0.00165010,0.10945062,0.00790732,0.50629847,0.16643190,0.12624344
-5.06953477,0.96009625,0.34855601,0.00167234,0.11090808,0.00818013,0.53619334,0.16853225,0.13170830
-5.06353177,1.00698816,0.36864493,0.00171815,0.11329337,0.00854251,0.57013446,0.17250856,0.13832039
-5.05752876,1.06113011,0.39061183,0.00178665,0.11661585,0.00898884,0.60791782,0.17832084,0.14606763
-5.05152576,1.12217754,0.41433321,0.00187672,0.12087379,0.00951303,0.64930374,0.18590669,0.15492534
-5.04552276,1.18971586,0.43967779,0.00198707,0.12605490,0.01010870,0.69401802,0.19518267,0.16485598
-5.03951976,1.26326284,0.46650619,0.00211621,0.13213663,0.01076921,0.74175226,0.20604567,0.17580892
-5.03351676,1.34226969,0.49466938,0.00226246,0.13908637,0.01148776,0.79216351,0.21837407,0.18771989
-5.02751376,1.42612093,0.52400603,0.00242400,0.14686149,0.01225745,0.84487338,0.23202877,0.20051042
-5.02151076,1.51413330,0.55433906,0.00259882,0.15540911,0.01307132,0.89946667,0.24685396,0.21408725
-5.01550775,1.60555425,0.58547165,0.00278482,0.16466588,0.01392238,0.95549007,0.26267800,0.22834181
-5.00950475,1.69956054,0.61718309,0.00297972,0.17455761,0.01480359,1.01245107,0.27931406,0.24314986
-5.00350175,1.79525778,0.64922495,0.00318116,0.18499904,0.01570784,1.06981765,0.29656108,0.25837151
-4.99749875,1.89168157,0.68131802,0.00338668,0.19589364,0.01662795,1.12701910,0.31420476,0.27385160
-4.99149575,1.98780104,0.71315049,0.00359376,0.20713383,0.01755655,1.18344849,0.33201911,0.28942074
-4.98549275,2.08252564,0.74437777,0.00379983,0.21860140,0.01848610,1.23846702,0.34976824,0.30489687
-4.97948974,2.17471552,0.77462425,0.00400234,0.23016847,0.01940880,1.29141069,0.36720896,0.32008767
-4.97348674,2.26319607,0.80348730,0.00419877,0.24169892,0.02031655,1.34159935,0.38409387,0.33479362
-4.96748374,2.34677666,0.83054360,0.00438670,0.25305037,0.02120097,1.38834822,0.40017518,0.34881181
-4.96148074,2.42427349,0.85535765,0.00456385,0.26407673,0.02205336,1.43098178,0.41520926,0.36194039
-4.95547774,2.49453603,0.87749247,0.00472814,0.27463119,0.02286485,1.46884957,0.42896170,0.37398354
-4.94947474,2.55647640,0.89652190,0.00487772,0.28456965,0.02362640,1.50134367,0.44121297,0.38475684
-4.94347174,2.60910064,0.91204418,0.00501105,0.29375454,0.02432905,1.52791708,0.45176431,0.39409271
-4.93746873,2.65154055,0.92369623,0.00512694,0.30205865,0.02496405,1.54810222,0.46044381,0.40184588
-4.93146573,2.68308487,0.93116778,0.00522458,0.30936910,0.02552318,1.56152898,0.46711234,0.40789845
-4.92546273,2.70320814,0.93421489,0.00530357,0.31559101,0.02599898,1.56794108,0.47166907,0.41216441
-4.91945973,2.71159585,0.93267199,0.00536395,0.32065088,0.02638513,1.56721030,0.47405635,0.41459333
-4.91345673,2.70816457,0.92646179,0.00540620,0.32449936,0.02667672,1.55934747,0.47426372,0.41517308
-4.90745373,2.69307568,0.91560264,0.00543121,0.32711330,0.02687066,1.54450978,0.47233070,0.41393129
-4.90145073,2.66674195,0.90021269,0.00544028,0.32849708,0.02696597,1.52300373,0.46834832,0.41093557
-4.89544772,2.62982626,0.88051076,0.00543507,0.32868288,0.02696405,1.49528353,0.46245913,0.40629237
-4.88944472,2.58323229,0.85681363,0.00541753,0.32773005,0.02686896,1.46194482,0.45485578,0.40014451
-4.88344172,2.52808728,0.82952999,0.00538986,0.32572360,0.02668756,1.42371376,0.44577793,0.39266743
-4.87743872,2.46571732,0.79915099,0.00535438,0.32277168,0.02642962,1.38143181,0.43550782,0.38406441
-4.87143572,2.39761620,0.76623806,0.00531349,0.31900232,0.02610782,1.33603685,0.42436442,0.37456080
-4.86543272,2.32540871,0.73140826,0.00526957,0.31455959,0.02573765,1.28854106,0.41269641,0.36439759
-4.85942971,2.25081001,0.69531785,0.00522488,0.30959917,0.02533722,1.24000657,0.40087426,0.35382459
-4.85342671,2.17558227,0.65864468,0.00518146,0.30428374,0.02492697,1.19151958,0.38928154,0.34309341
-4.84742371,2.10149042,0.62207004,0.00514110,0.29877824,0.02452927,1.14416385,0.37830580,0.33245063
-4.84142071,2.03025821,0.58626074,0.00510525,0.29324525,0.02416796,1.09899442,0.36832932,0.32213130
-4.83541771,1.96352616,0.55185182,0.00507496,0.28784071,0.02386776,1.05701237,0.35971980,0.31235305
-4.82941471,1.90281257,0.51943060,0.00505088,0.28271002,0.02365371,1.01914119,0.35282146,0.30331098
-4.82341171,1.84947852,0.48952245,0.00503321,0.27798473,0.02355044,0.98620554,0.34794653,0.29517344
-4.81740870,1.80469768,0.46257861,0.00502175,0.27377990,0.02358154,0.95891261,0.34536741,0.28807887
-4.81140570,1.76943145,0.43896643,0.00501588,0.27019207,0.02376878,0.93783660,0.34530971,0.28213357
-4.80540270,1.74440971,0.41896203,0.00501461,0.26729795,0.02413145,0.92340650,0.34794607,0.27741054
-4.79939970,1.73011725,0.40274562,0.00501666,0.26515369,0.02468566,0.91589722,0.35339110,0.27394927
-4.79339670,1.72678584,0.39039941,0.00502048,0.26379475,0.02544370,0.91542420,0.36169734,0.27175643
-4.78739370,1.73439187,0.38190803,0.00502434,0.26323618,0.02641348,0.92194145,0.37285247,0.27080724
-4.78139070,1.75265910,0.37716140,0.00502641,0.26347332,0.02759802,0.93524302,0.38677764,0.27104765
-4.77538769,1.78106651,0.37595993,0.00502481,0.26448274,0.02899508,0.95496774,0.40332727,0.27239690
-4.76938469,1.81886078,0.37802177,0.00501768,0.26622340,0.03059688,0.98060726,0.42229008,0.27475062
-4.76338169,1.86507332,0.38299200,0.00500329,0.26863790,0.03238996,1.01151719,0.44339165,0.27798421
-4.75737869,1.91854139,0.39045343,0.00498000,0.27165381,0.03435522,1.04693125,0.46629847,0.28195649
-4.75137569,1.97793331,0.39993891,0.00494641,0.27518514,0.03646811,1.08597823,0.49062341,0.28651345
-4.74537269,2.04177727,0.41094459,0.00490132,0.27913375,0.03869891,1.12770162,0.51593286,0.29149217
-4.73936968,2.10849350,0.42294410,0.00484380,0.28339100,0.04101335,1.17108147,0.54175515,0.29672480
-4.73336668,2.17642944,0.43540308,0.00477318,0.28783941,0.04337322,1.21505828,0.56759044,0.30204247
-4.72736368,2.24389718,0.44779374,0.00468907,0.29235459,0.04573719,1.25855822,0.59292174,0.30727919
-4.72136068,2.30921261,0.45960914,0.00459135,0.29680733,0.04806184,1.30051933,0.61722684,0.31227571
-4.71535768,2.37073544,0.47037656,0.00448018,0.30106601,0.05030269,1.33991784,0.63999101,0.31688311
-4.70935468,2.42690894,0.47966979,0.00435595,0.30499919,0.05241536,1.37579390,0.66071981,0.32096624
-4.70335168,2.47629851,0.48711978,0.00421931,0.30847847,0.05435674,1.40727604,0.67895199,0.32440685
-4.69734867,2.51762764,0.49242336,0.00407111,0.31138156,0.05608622,1.43360332,0.69427169,0.32710624
-4.69134567,2.54981027,0.49534974,0.00391240,0.31359545,0.05756678,1.45414461,0.70631973,0.32898757
-4.68534267,2.57197821,0.49574450,0.00374439,0.31501956,0.05876608,1.46841408,0.71480354,0.32999753
-4.67933967,2.58350261,0.49353116,0.00356846,0.31556886,0.05965735,1.47608247,0.71950520,0.33010739
-4.67333667,2.58400878,0.48870997,0.00338608,0.31517664,0.06022017,1.47698364,0.72028743,0.32931342
-4.66733367,2.57338347,0.48135439,0.00319881,0.31379700,0.06044099,1.47111617,0.71709721,0.32763662
-4.66133067,2.55177458,0.47160520,0.00300830,0.31140678,0.06031348,1.45863995,0.70996684,0.32512179
-4.65532766,2.51958321,0.45966261,0.00281623,0.30800689,0.05983862,1.43986809,0.69901246,0.32183592
-4.64932466,2.47744842,0.44577688,0.00262427,0.30362296,0.05902455,1.41525442,0.68443012,0.31786608
-4.64332166,2.42622548,0.43023771,0.00243410,0.29830524,0.05788620,1.38537729,0.66648950,0.31331682
-4.63731866,2.36695857,0.41336304,0.00224738,0.29212776,0.05644470,1.35092034,0.64552557,0.30830723
-4.63131566,2.30084907,0.39548769,0.00206569,0.28518670,0.05472664,1.31265130,0.62192862,0.30296780
-4.62531266,2.22922095,0.37695235,0.00189053,0.27759823,0.05276313,1.27139944,0.59613303,0.29743725
-4.61930965,2.15348454,0.35809334,0.00172333,0.26949561,0.05058877,1.22803291,0.56860523,0.29185928
-4.61330665,2.07510020,0.33923354,0.00156541,0.26102597,0.04824062,1.18343660,0.53983133,0.28637967
-4.60730365,1.99554305,0.32067473,0.00141795,0.25234666,0.04575704,1.13849137,0.51030493,0.28114347
-4.60130065,1.91626998,0.30269156,0.00128205,0.24362145,0.04317668,1.09405524,0.48051544,0.27629256
-4.59529765,1.83868976,0.28552720,0.00115866,0.23501664,0.04053741,1.05094692,0.45093739,0.27196348
-4.58929465,1.76413683,0.26939073,0.00104863,0.22669724,0.03787548,1.00993206,0.42202088,0.26828559
-4.58329165,1.69384919,0.25445602,0.00095271,0.21882325,0.03522470,0.97171203,0.39418358,0.26537945
-4.57728864,1.62895031,0.24086207,0.00087153,0.21154620,0.03261583,0.93691542,0.36780422,0.26335537
-4.57128564,1.57043509,0.22871448,0.00080565,0.20500601,0.03007610,0.90609182,0.34321772,0.26231202
-4.56528264,1.51915934,0.21808776,0.00075556,0.19932815,0.02762890,0.87970762,0.32071194,0.26233514
-4.55927964,1.47583248,0.20902827,0.00072168,0.19462117,0.02529364,0.85814350,0.30052588,0.26349610
-4.55327664,1.44101292,0.20155745,0.00070438,0.19097462,0.02308569,0.84169320,0.28284929,0.26585037
-4.54727364,1.41510562,0.19567508,0.00070403,0.18845737,0.02101653,0.83056320,0.26782343,0.26943593
-4.54127064,1.39836147,0.19136238,0.00072092,0.18711624,0.01909398,0.82487310,0.25554280,0.27427150
-4.53526763,1.39087818,0.18858484,0.00075536,0.18697518,0.01732243,0.82465653,0.24605768,0.28035481
-4.52926463,1.39260255,0.18729453,0.00080760,0.18803467,0.01570330,0.82986249,0.23937724,0.28766095
-4.52326163,1.40333409,0.18743205,0.00087788,0.19027173,0.01423536,0.84035725,0.23547303,0.29614085
-4.51725863,1.42273011,0.18892792,0.00096639,0.19364021,0.01291520,0.85592678,0.23428279,0.30572026
-4.51125563,1.45031249,0.19170365,0.00107324,0.19807168,0.01173763,0.87628011,0.23571430,0.31629921
-4.50525263,1.48547642,0.19567241,0.00119846,0.20347666,0.01069607,0.90105367,0.23964933,0.32775211
-4.49924962,1.52750121,0.20073959,0.00134197,0.20974644,0.00978298,0.92981700,0.24594748,0.33992885
-4.49324662,1.57556354,0.20680314,0.00150353,0.21675531,0.00899015,0.96207979,0.25444998,0.35265664
