energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.68784392,0.84580790,0.24251147,0.08674258,0.02936963,0.00922801,0.02425352,0.27536144,0.04951633,0.21675761
-5.68184092,0.80836072,0.23586119,0.08396773,0.02850746,0.00922294,0.02209399,0.26655197,0.04974085,0.20489036
-5.67583792,0.77337649,0.22976014,0.08128256,0.02765481,0.00939382,0.01999884,0.25851114,0.05081355,0.19362721
-5.66983492,0.74105869,0.22423227,0.07869289,0.02680793,0.00975001,0.01798827,0.25128562,0.05278468,0.18301415
-5.66383192,0.71155381,0.21928834,0.07620399,0.02596247,0.01029921,0.01607970,0.24490911,0.05569583,0.17307912
-5.65782891,0.68495714,0.21492844,0.07382096,0.02511393,0.01104735,0.01428762,0.23940399,0.05957893,0.16383424
-5.65182591,0.66131985,0.21114472,0.07154917,0.02425816,0.01199854,0.01262349,0.23478337,0.06445517,0.15527854
-5.64582291,0.64065715,0.20792427,0.06939474,0.02339174,0.01315499,0.01109579,0.23105323,0.07033412,0.14740078
-5.63981991,0.62295667,0.20525176,0.06736513,0.02251242,0.01451691,0.00971018,0.22821465,0.07721293,0.14018242
-5.63381691,0.60818659,0.20311193,0.06546951,0.02161937,0.01608251,0.00846977,0.22626586,0.08507582,0.13360030
-5.62781391,0.59630322,0.20149164,0.06371915,0.02071347,0.01784794,0.00737541,0.22520404,0.09389375,0.12762920
-5.62181091,0.58725740,0.20038143,0.06212764,0.01979739,0.01980735,0.00642604,0.22502672,0.10362443,0.12224390
-5.61580790,0.58099974,0.19977658,0.06071097,0.01887565,0.02195294,0.00561907,0.22573280,0.11421267,0.11742093
-5.60980490,0.57748424,0.19967755,0.05948735,0.01795450,0.02427504,0.00495079,0.22732311,0.12559108,0.11313970
-5.60380190,0.57667044,0.20008997,0.05847696,0.01704183,0.02676232,0.00441661,0.22980040,0.13768115,0.10938324
-5.59779890,0.57852398,0.20102406,0.05770144,0.01614682,0.02940189,0.00401146,0.23316903,0.15039461,0.10613844
-5.59179590,0.58301568,0.20249354,0.05718323,0.01527969,0.03217958,0.00372998,0.23743405,0.16363512,0.10339585
-5.58579290,0.59011914,0.20451428,0.05694477,0.01445130,0.03508013,0.00356675,0.24259995,0.17730012,0.10114908
-5.57978989,0.59980725,0.20710251,0.05700759,0.01367272,0.03808741,0.00351633,0.24866909,0.19128286,0.09939393
-5.57378689,0.61204748,0.21027281,0.05739128,0.01295481,0.04118461,0.00357341,0.25563976,0.20547429,0.09812727
-5.56778389,0.62679641,0.21403597,0.05811239,0.01230778,0.04435440,0.00373270,0.26350397,0.21976497,0.09734571
-5.56178089,0.64399352,0.21839670,0.05918337,0.01174080,0.04757902,0.00398895,0.27224509,0.23404666,0.09704425
-5.55577789,0.66355470,0.22335139,0.06061146,0.01126159,0.05084030,0.00433675,0.28183535,0.24821362,0.09721482
-5.54977489,0.68536548,0.22888584,0.06239766,0.01087609,0.05411962,0.00477046,0.29223330,0.26216342,0.09784499
-5.54377189,0.70927453,0.23497323,0.06453578,0.01058821,0.05739778,0.00528397,0.30338136,0.27579744,0.09891664
-5.53776888,0.73508755,0.24157225,0.06701168,0.01039961,0.06065478,0.00587056,0.31520347,0.28902075,0.10040490
-5.53176588,0.76256216,0.24862559,0.06980263,0.01030953,0.06386965,0.00652274,0.32760317,0.30174173,0.10227729
-5.52576288,0.79140381,0.25605883,0.07287693,0.01031482,0.06702011,0.00723209,0.34046207,0.31387125,0.10449308
-5.51975988,0.82126348,0.26377983,0.07619380,0.01040988,0.07008241,0.00798917,0.35363896,0.32532166,0.10700299
-5.51375688,0.85173726,0.27167879,0.07970357,0.01058682,0.07303108,0.00878346,0.36696973,0.33600576,0.10974926
-5.50775388,0.88236822,0.27962891,0.08334818,0.01083563,0.07583885,0.00960337,0.38026815,0.34583587,0.11266600
-5.50175088,0.91265088,0.28748785,0.08706205,0.01114441,0.07847669,0.01043635,0.39332776,0.35472309,0.11568000
-5.49574787,0.94203840,0.29509999,0.09077327,0.01149971,0.08091394,0.01126897,0.40592478,0.36257713,0.11871192
-5.48974487,0.96995243,0.30229946,0.09440513,0.01188690,0.08311874,0.01208721,0.41782225,0.36930663,0.12167774
-5.48374187,0.99579565,0.30891392,0.09787800,0.01229056,0.08505852,0.01287665,0.42877517,0.37482013,0.12449071
-5.47773887,1.01896667,0.31476903,0.10111138,0.01269497,0.08670075,0.01362290,0.43853674,0.37902781,0.12706344
-5.47173587,1.03887678,0.31969344,0.10402626,0.01308453,0.08801387,0.01431188,0.44686526,0.38184389,0.12931030
-5.46573287,1.05496805,0.32352418,0.10654742,0.01344421,0.08896828,0.01493026,0.45353174,0.38318959,0.13114989
-5.45972986,1.06673196,0.32611214,0.10860598,0.01376006,0.08953753,0.01546589,0.45832770,0.38299660,0.13250760
-5.45372686,1.07372790,0.32732757,0.11014163,0.01401955,0.08969943,0.01590811,0.46107290,0.38121087,0.13331807
-5.44772386,1.07560047,0.32706519,0.11110488,0.01421198,0.08943721,0.01624823,0.46162266,0.37779637,0.13352747
-5.44172086,1.07209493,0.32524871,0.11145892,0.01432878,0.08874058,0.01647974,0.45987433,0.37273869,0.13309553
-5.43571786,1.06306977,0.32183457,0.11118113,0.01436374,0.08760658,0.01659863,0.45577265,0.36604824,0.13199710
-5.42971486,1.04850597,0.31681464,0.11026420,0.01431320,0.08604026,0.01660356,0.44931367,0.35776274,0.13022338
-5.42371186,1.02851213,0.31021778,0.10871669,0.01417607,0.08405511,0.01649593,0.44054697,0.34794879,0.12778248
-5.41770885,1.00332539,0.30211003,0.10656309,0.01395390,0.08167312,0.01627992,0.42957604,0.33670248,0.12469951
-5.41170585,0.97330780,0.29259364,0.10384338,0.01365070,0.07892462,0.01596235,0.41655684,0.32414889,0.12101606
-5.40570285,0.93893840,0.28180467,0.10061203,0.01327286,0.07584772,0.01555256,0.40169445,0.31044033,0.11678912
-5.39969985,0.90080116,0.26990946,0.09693656,0.01282883,0.07248752,0.01506212,0.38523805,0.29575361,0.11208947
-5.39369685,0.85956951,0.25710013,0.09289566,0.01232888,0.06889501,0.01450452,0.36747436,0.28028626,0.10699970
-5.38769385,0.81598796,0.24358911,0.08857706,0.01178475,0.06512580,0.01389477,0.34871990,0.26425191,0.10161177
-5.38169085,0.77085163,0.22960324,0.08407508,0.01120926,0.06123868,0.01324901,0.32931237,0.24787509,0.09602438
-5.37568784,0.72498472,0.21537738,0.07948813,0.01061594,0.05729406,0.01258403,0.30960150,0.23138562,0.09034019
-5.36968484,0.67921857,0.20114809,0.07491612,0.01001866,0.05335243,0.01191687,0.28993981,0.21501293,0.08466302
-5.36368184,0.63437038,0.18714741,0.07045804,0.00943126,0.04947286,0.01126432,0.27067360,0.19898046,0.07909510
-5.35767884,0.59122327,0.17359708,0.06620958,0.00886719,0.04571160,0.01064256,0.25213446,0.18350047,0.07373449
-5.35167584,0.55050833,0.16070344,0.06226112,0.00833926,0.04212080,0.01006674,0.23463171,0.16876938,0.06867285
-5.34567284,0.51288931,0.14865302,0.05869594,0.00785935,0.03874753,0.00955069,0.21844586,0.15496389,0.06399343
-5.33966983,0.47895026,0.13760905,0.05558882,0.00743822,0.03563290,0.00910660,0.20382342,0.14223791,0.05976948
-5.33366683,0.44918642,0.12770899,0.05300504,0.00708539,0.03281152,0.00874484,0.19097297,0.13072044,0.05606311
-5.32766383,0.42399836,0.11906291,0.05099975,0.00680905,0.03031117,0.00847381,0.18006270,0.12051441,0.05292447
-5.32166083,0.40368952,0.11175293,0.04961782,0.00661603,0.02815273,0.00829981,0.17121934,0.11169638,0.05039146
-5.31565783,0.38846685,0.10583353,0.04889399,0.00651182,0.02635032,0.00822707,0.16452839,0.10431715,0.04848977
-5.30965483,0.37844440,0.10133261,0.04885349,0.00650067,0.02491162,0.00825778,0.16003563,0.09840312,0.04723328
-5.30365183,0.37364952,0.09825335,0.04951295,0.00658570,0.02383841,0.00839219,0.15774970,0.09395833,0.04662478
-5.29764882,0.37403142,0.09657660,0.05088170,0.00676904,0.02312722,0.00862876,0.15764567,0.09096691,0.04665706
-5.29164582,0.37947148,0.09626377,0.05296322,0.00705202,0.02277009,0.00896442,0.15966939,0.08939604,0.04731411
-5.28564282,0.38979520,0.09726003,0.05575692,0.00743538,0.02275532,0.00939478,0.16374243,0.08919904,0.04857258
-5.27963982,0.40478503,0.09949776,0.05926003,0.00791946,0.02306838,0.00991450,0.16976754,0.09031858,0.05040335
-5.27363682,0.42419389,0.10290000,0.06346957,0.00850441,0.02369271,0.01051759,0.17763425,0.09268978,0.05277311
-5.26763382,0.44775875,0.10738393,0.06838435,0.00919041,0.02461048,0.01119780,0.18722458,0.09624323,0.05564609
-5.26163082,0.47521381,0.11286418,0.07400689,0.00997777,0.02580333,0.01194897,0.19841861,0.10090759,0.05898555
-5.25562781,0.50630291,0.11925580,0.08034519,0.01086712,0.02725297,0.01276548,0.21109966,0.10661186,0.06275534
-5.24962481,0.54079049,0.12647696,0.08741424,0.01185949,0.02894167,0.01364254,0.22515899,0.11328710,0.06692119
-5.24362181,0.57847083,0.13445105,0.09523720,0.01295630,0.03085260,0.01457659,0.24049976,0.12086767,0.07145178
-5.23761881,0.61917496,0.14310837,0.10384612,0.01415937,0.03297006,0.01556556,0.25704003,0.12929177,0.07631960
-5.23161581,0.66277506,0.15238711,0.11328214,0.01547080,0.03527949,0.01660910,0.27471481,0.13850145,0.08150145
-5.22561281,0.70918591,0.16223372,0.12359515,0.01689281,0.03776735,0.01770876,0.29347690,0.14844197,0.08697856
-5.21960980,0.75836324,0.17260271,0.13484271,0.01842747,0.04042087,0.01886800,0.31329656,0.15906060,0.09273645
-5.21360680,0.81029910,0.18345571,0.14708846,0.02007642,0.04322766,0.02009215,0.33415989,0.17030493,0.09876429
-5.20760380,0.86501415,0.19476007,0.16039971,0.02184054,0.04617518,0.02138828,0.35606614,0.18212088,0.10505404
-5.20160080,0.92254735,0.20648699,0.17484458,0.02371947,0.04925017,0.02276486,0.37902387,0.19445033,0.11159920
-5.19559780,0.98294349,0.21860925,0.19048851,0.02571128,0.05243807,0.02423142,0.40304638,0.20722889,0.11839335
-5.18959480,1.04623910,0.23109893,0.20739043,0.02781201,0.05572242,0.02579801,0.42814646,0.22038362,0.12542851
-5.18359180,1.11244773,0.24392502,0.22559862,0.03001529,0.05908433,0.02747465,0.45433095,0.23383118,0.13269348
-5.17758879,1.18154525,0.25705130,0.24514661,0.03231202,0.06250208,0.02927067,0.48159533,0.24747647,0.14017219
-5.17158579,1.25345640,0.27043471,0.26604906,0.03469011,0.06595088,0.03119402,0.50991879,0.26121197,0.14784219
-5.16558279,1.32804328,0.28402424,0.28829812,0.03713433,0.06940286,0.03325057,0.53926015,0.27491799,0.15567349
-5.15957979,1.40509689,0.29776069,0.31186028,0.03962632,0.07282724,0.03544346,0.56955497,0.28846375,0.16362774
-5.15357679,1.48433240,0.31157727,0.33667405,0.04214467,0.07619080,0.03777251,0.60071405,0.30170968,0.17165788
-5.14757379,1.56538879,0.32540119,0.36264849,0.04466523,0.07945861,0.04023369,0.63262370,0.31451053,0.17970832
-5.14157079,1.64783312,0.33915623,0.38966293,0.04716151,0.08259497,0.04281875,0.66514774,0.32671957,0.18771579
-5.13556778,1.73116966,0.35276619,0.41756774,0.04960528,0.08556461,0.04551502,0.69813133,0.33819347,0.19561062
-5.12956478,1.81485362,0.36615920,0.44618644,0.05196724,0.08833402,0.04830531,0.73140644,0.34879784,0.20331869
-5.12356178,1.89830882,0.37927248,0.47531890,0.05421785,0.09087287,0.05116810,0.76479879,0.35841304,0.21076378
-5.11755878,1.98094876,0.39205749,0.50474569,0.05632815,0.09315550,0.05407783,0.79813583,0.36693999,0.21787028
-5.11155578,2.06219976,0.40448510,0.53423335,0.05827074,0.09516232,0.05700541,0.83125539,0.37430566,0.22456619
-5.10555278,2.14152509,0.41655035,0.56354041,0.06002061,0.09688105,0.05991887,0.86401440,0.38046785,0.23078610
-5.09954977,2.21844866,0.42827658,0.59242396,0.06155604,0.09830776,0.06278416,0.89629719,0.38541899,0.23647413
-5.09354677,2.29257674,0.43971850,0.62064637,0.06285932,0.09944757,0.06556608,0.92802277,0.38918864,0.24158660
-5.08754377,2.36361651,0.45096395,0.64798197,0.06391739,0.10031499,0.06822918,0.95915046,0.39184437,0.24609419
-5.08154077,2.43138989,0.46213404,0.67422330,0.06472233,0.10093385,0.07073882,0.98968355,0.39349110,0.24998359
-5.07553777,2.49584184,0.47338151,0.69918670,0.06527159,0.10133672,0.07306209,1.01967045,0.39426845,0.25325839
-5.06953477,2.55704221,0.48488723,0.72271690,0.06556808,0.10156392,0.07516872,1.04920312,0.39434653,0.25593928
-5.06353177,2.61518064,0.49685475,0.74469046,0.06562007,0.10166212,0.07703189,1.07841267,0.39391995,0.25806329
-5.05752876,2.67055463,0.50950320,0.76501779,0.06544080,0.10168250,0.07862889,1.10746214,0.39320045,0.25968232
-5.05152576,2.72355089,0.52305845,0.78364379,0.06504800,0.10167861,0.07994164,1.13653670,0.39240837,0.26086088
-5.04552276,2.77462079,0.53774312,0.80054689,0.06446317,0.10170403,0.08095700,1.16583157,0.39176334,0.26167319
-5.03951976,2.82425102,0.55376563,0.81573672,0.06371080,0.10180987,0.08166692,1.19553828,0.39147464,0.26219969
-5.03351676,2.87293076,0.57130883,0.82925037,0.06281740,0.10204230,0.08206841,1.22582981,0.39173157,0.26252326
-5.02751376,2.92111703,0.59051870,0.84114757,0.06181060,0.10244018,0.08216336,1.25684542,0.39269445,0.26272525
-5.02151076,2.96920004,0.61149364,0.85150490,0.06071817,0.10303294,0.08195814,1.28867592,0.39448655,0.26288153
-5.01550775,3.01747036,0.63427496,0.86040944,0.05956705,0.10383876,0.08146320,1.32135025,0.39718741,0.26305876
-5.00950475,3.06608975,0.65883887,0.86795214,0.05838252,0.10486329,0.08069245,1.35482413,0.40082793,0.26331113
-5.00350175,3.11506737,0.68509072,0.87422132,0.05718744,0.10609881,0.07966267,1.38897148,0.40538738,0.26367760
-4.99749875,3.16424273,0.71286164,0.87929650,0.05600164,0.10752396,0.07839291,1.42357927,0.41079263,0.26417996
-4.99149575,3.21327671,0.74190790,0.88324315,0.05484143,0.10910419,0.07690380,1.45834628,0.41691963,0.26482165
-4.98549275,3.26165121,0.77191332,0.88610836,0.05371930,0.11079262,0.07521705,1.49288602,0.42359701,0.26558742
-4.97948974,3.30867792,0.80249455,0.88791793,0.05264380,0.11253164,0.07335487,1.52673387,0.43061183,0.26644400
-4.97348674,3.35351612,0.83320931,0.88867488,0.05161956,0.11425490,0.07133954,1.55935846,0.43771710,0.26734145
-4.96748374,3.39519874,0.86356730,0.88835956,0.05064747,0.11588979,0.06919312,1.59017678,0.44464087,0.26821548
-4.96148074,3.43266595,0.89304344,0.88693137,0.04972497,0.11736016,0.06693713,1.61857264,0.45109634,0.26899026
-4.95547774,3.46480465,0.92109304,0.88433197,0.04884653,0.11858929,0.06459244,1.64391766,0.45679272,0.26958187
-4.94947474,3.49049228,0.94716825,0.88048981,0.04800411,0.11950284,0.06217914,1.66559397,0.46144626,0.26990208
-4.94347174,3.50864293,0.97073526,0.87532590,0.04718778,0.12003183,0.05971658,1.68301765,0.46479097,0.26986230
-4.93746873,3.51825357,0.99129155,0.86876021,0.04638632,0.12011528,0.05722335,1.69566179,0.46658863,0.26937750
-4.93146573,3.51844842,1.00838245,0.86071866,0.04558784,0.11970257,0.05471735,1.70307822,0.46663764,0.26837005
-4.92546273,3.50851915,1.02161638,0.85114011,0.04478039,0.11875542,0.05221588,1.70491681,0.46478032,0.26677314
-4.91945973,3.48795908,1.03067812,0.83998296,0.04395255,0.11724927,0.04973566,1.70094138,0.46090838,0.26453368
-4.91345673,3.45648979,1.03533951,0.82723108,0.04309391,0.11517412,0.04729290,1.69104151,0.45496646,0.26161468
-4.90745373,3.41407864,1.03546713,0.81289859,0.04219557,0.11253483,0.04490323,1.67523957,0.44695347,0.25799689
-4.90145073,3.36094647,1.03102672,0.79703323,0.04125041,0.10935077,0.04258169,1.65369255,0.43692190,0.25367960
-4.89544772,3.29756494,1.02208387,0.77971805,0.04025343,0.10565496,0.04034262,1.62668860,0.42497505,0.24868081
-4.88944472,3.22464364,1.00880129,0.76107135,0.03920186,0.10149269,0.03819945,1.59463829,0.41126251,0.24303649
-4.88344172,3.14310742,0.99143249,0.74124471,0.03809525,0.09691974,0.03616453,1.55806096,0.39597401,0.23679918
-4.87743872,3.05406502,0.97031223,0.72041924,0.03693539,0.09200031,0.03424889,1.51756668,0.37933204,0.23003593
-4.87143572,2.95877040,0.94584423,0.69880020,0.03572620,0.08680468,0.03246199,1.47383475,0.36158365,0.22282569
-4.86543272,2.85857846,0.91848654,0.67661015,0.03447351,0.08140683,0.03081139,1.42758946,0.34299162,0.21525626
-4.85942971,2.75489730,0.88873532,0.65408115,0.03318476,0.07588199,0.02930256,1.37957441,0.32382567,0.20742103
-4.85342671,2.64913912,0.85710768,0.63144617,0.03186865,0.07030442,0.02793861,1.33052641,0.30435383,0.19941545
-4.84742371,2.54267194,0.82412438,0.60893037,0.03053475,0.06474523,0.02672015,1.28115019,0.28483441,0.19133369
-4.84142071,2.43677444,0.79029301,0.58674257,0.02919312,0.05927058,0.02564509,1.23209504,0.26550892,0.18326536
-4.83541771,2.33259581,0.75609258,0.56506747,0.02785385,0.05394021,0.02470868,1.18393439,0.24659607,0.17529256
-4.82941471,2.23112236,0.72195988,0.54405891,0.02652669,0.04880621,0.02390349,1.13714926,0.22828699,0.16748744
-4.82341171,2.13315222,0.68827836,0.52383467,0.02522073,0.04391229,0.02321956,1.09211616,0.21074195,0.15991017
-4.81740870,2.03927916,0.65536981,0.50447303,0.02394403,0.03929333,0.02264462,1.04910000,0.19408836,0.15260762
-4.81140570,1.94988588,0.62348911,0.48601116,0.02270342,0.03497536,0.02216438,1.00825209,0.17842024,0.14561263
-4.80540270,1.86514682,0.59282210,0.46844565,0.02150432,0.03097572,0.02176291,0.96961330,0.16379884,0.13894394
-4.79939970,1.78504000,0.56348661,0.45173488,0.02035064,0.02730364,0.02142311,0.93312191,0.15025448,0.13260676
-4.79339670,1.70936694,0.53553629,0.43580327,0.01924478,0.02396095,0.02112722,0.89862573,0.13778933,0.12659393
-4.78739370,1.63777931,0.50896695,0.42054700,0.01818769,0.02094292,0.02085732,0.86589763,0.12638085,0.12088749
-4.78139070,1.56981076,0.48372496,0.40584105,0.01717897,0.01823933,0.02059590,0.83465369,0.11598583,0.11546075
-4.77538769,1.50491216,0.45971709,0.39154693,0.01621710,0.01583542,0.02032638,0.80457289,0.10654470,0.11028057
-4.76938469,1.44248821,0.43682130,0.37752090,0.01529963,0.01371305,0.02003359,0.77531735,0.09798593,0.10530973
-4.76338169,1.38193363,0.41489776,0.36362204,0.01442345,0.01185161,0.01970426,0.74655203,0.09023033,0.10050943
-4.75737869,1.32266723,0.39379969,0.34971991,0.01358505,0.01022903,0.01932732,0.71796304,0.08319510,0.09584161
-4.75137569,1.26416215,0.37338330,0.33570126,0.01278078,0.00882265,0.01889422,0.68927371,0.07679744,0.09127101
-4.74537269,1.20597115,0.35351653,0.32147567,0.01200711,0.00760988,0.01839912,0.66025764,0.07095771,0.08676702
-4.73936968,1.14774594,0.33408623,0.30697968,0.01126081,0.00656893,0.01783891,0.63074850,0.06560203,0.08230505
-4.73336668,1.08925021,0.31500353,0.29217942,0.01053912,0.00567925,0.01721321,0.60064615,0.06066420,0.07786753
-4.72736368,1.03036591,0.29620735,0.27707162,0.00983994,0.00492194,0.01652427,0.56991906,0.05608719,0.07344450
-4.72136068,0.97109341,0.27766597,0.26168310,0.00916182,0.00428003,0.01577668,0.53860330,0.05182391,0.06903365
-4.71535768,0.91154574,0.25937691,0.24606885,0.00850405,0.00373869,0.01497713,0.50679833,0.04783765,0.06464011
-4.70935468,0.85193801,0.24136519,0.23030886,0.00786663,0.00328534,0.01413403,0.47466019,0.04410196,0.06027577
-4.70335168,0.79257293,0.22368042,0.21450408,0.00725020,0.00290970,0.01325707,0.44239257,0.04060031,0.05595844
-4.69734867,0.73382367,0.20639281,0.19877168,0.00665599,0.00260378,0.01235689,0.41023653,0.03732540,0.05171068
-4.69134567,0.67611521,0.18958870,0.18324001,0.00608567,0.00236188,0.01144456,0.37845948,0.03427842,0.04755861
-4.68534267,0.61990535,0.17336571,0.16804349,0.00554129,0.00218056,0.01053122,0.34734411,0.03146817,0.04353068
-4.67933967,0.56566658,0.15782801,0.15331774,0.00502511,0.00205855,0.00962771,0.31717788,0.02891024,0.03965638
-4.67333667,0.51386945,0.14308189,0.13919520,0.00453949,0.00199675,0.00874423,0.28824349,0.02662613,0.03596517
-4.66733367,0.46496845,0.12923182,0.12580142,0.00408682,0.00199816,0.00789005,0.26081080,0.02464268,0.03248550
-4.66133067,0.41939060,0.11637727,0.11325203,0.00366940,0.00206784,0.00707333,0.23513041,0.02299136,0.02924399
-4.65532766,0.37752714,0.10461019,0.10165065,0.00328938,0.00221289,0.00630097,0.21142897,0.02170794,0.02626486
-4.64932466,0.33972825,0.09401337,0.09108757,0.00294872,0.00244243,0.00557852,0.18990633,0.02083205,0.02356954
-4.64332166,0.30630053,0.08465947,0.08163923,0.00264915,0.00276756,0.00491017,0.17073429,0.02040700,0.02117644
