energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.48974487,1.94783913,0.23873852,1.47858711,0.00061149,0.09931865,0.05651416,0.21985696,0.25767794,0.01954636
-5.48374187,1.92830015,0.23430627,1.45951865,0.00071911,0.09610129,0.05525328,0.22360444,0.26326609,0.01963440
-5.47773887,1.91055661,0.23089596,1.44009549,0.00084514,0.09308030,0.05406938,0.22831015,0.27090987,0.01978815
-5.47173587,1.89535998,0.22871082,1.42075513,0.00099117,0.09029972,0.05298325,0.23411005,0.28083716,0.02001590
-5.46573287,1.88335133,0.22793011,1.40186324,0.00115863,0.08779290,0.05201171,0.24112794,0.29324822,0.02032502
-5.45972986,1.87504840,0.22870435,1.38370881,0.00134869,0.08558262,0.05116756,0.24947076,0.30830815,0.02072160
-5.45372686,1.87083642,0.23115110,1.36650269,0.00156224,0.08368160,0.05045967,0.25922377,0.32613923,0.02121022
-5.44772386,1.87096223,0.23535106,1.35037918,0.00179972,0.08209323,0.04989304,0.27044576,0.34681330,0.02179365
-5.44172086,1.87553131,0.24134484,1.33539999,0.00206111,0.08081250,0.04946902,0.28316424,0.37034450,0.02247262
-5.43571786,1.88450740,0.24913015,1.32156022,0.00234586,0.07982710,0.04918545,0.29737097,0.39668250,0.02324553
-5.42971486,1.89771440,0.25865987,1.30879573,0.00265276,0.07911848,0.04903684,0.31301794,0.42570669,0.02410833
-5.42371186,1.91484037,0.26984079,1.29699129,0.00297996,0.07866297,0.04901453,0.33001400,0.45722159,0.02505428
-5.41770885,1.93544345,0.28253342,1.28598915,0.00332490,0.07843278,0.04910683,0.34822260,0.49095396,0.02607387
-5.41170585,1.95895993,0.29655291,1.27559761,0.00368432,0.07839690,0.04929915,0.36746066,0.52655205,0.02715476
-5.40570285,1.98471445,0.31167111,1.26559922,0.00405427,0.07852197,0.04957417,0.38749900,0.56358722,0.02828188
-5.39969985,2.01193257,0.32762014,1.25575860,0.00443015,0.07877291,0.04991202,0.40806446,0.60155844,0.02943750
-5.39369685,2.03975592,0.34409718,1.24582972,0.00480679,0.07911360,0.05029051,0.42884383,0.63989972,0.03060153
-5.38769385,2.06726011,0.36077087,1.23556271,0.00517855,0.07950733,0.05068547,0.44948975,0.67799052,0.03175188
-5.38169085,2.09347540,0.37728887,1.22471022,0.00553947,0.07991740,0.05107112,0.46962838,0.71516920,0.03286494
-5.37568784,2.11741011,0.39328674,1.21303359,0.00588337,0.08030749,0.05142061,0.48886882,0.75074900,0.03391612
-5.36968484,2.13807635,0.40839770,1.20030888,0.00620407,0.08064223,0.05170656,0.50681393,0.78403634,0.03488058
-5.36368184,2.15451768,0.42226314,1.18633280,0.00649557,0.08088772,0.05190182,0.52307225,0.81435066,0.03573391
-5.35767884,2.16583789,0.43454332,1.17092878,0.00675218,0.08101208,0.05198016,0.53727049,0.84104512,0.03645294
-5.35167584,2.17122997,0.44492800,1.15395294,0.00696878,0.08098609,0.05191713,0.54906611,0.86352731,0.03701649
-5.34567284,2.17000422,0.45314653,1.13530006,0.00714095,0.08078386,0.05169077,0.55815937,0.88127899,0.03740612
-5.33966983,2.16161425,0.45897682,1.11490923,0.00726513,0.08038351,0.05128247,0.56430439,0.89387405,0.03760683
-5.33366683,2.14567961,0.46225299,1.09276902,0.00733876,0.07976783,0.05067761,0.56731852,0.90099376,0.03760760
-5.32766383,2.12200404,0.46287114,1.06892184,0.00736037,0.07892491,0.04986616,0.56708963,0.90243847,0.03740188
-5.32166083,2.09058811,0.46079303,1.04346725,0.00732963,0.07784866,0.04884311,0.56358102,0.89813539,0.03698783
-5.31565783,2.05163562,0.45604752,1.01656383,0.00724742,0.07653923,0.04760873,0.55683342,0.88814173,0.03636850
-5.30965483,2.00555315,0.44872957,0.98842943,0.00711574,0.07500326,0.04616864,0.54696431,0.87264336,0.03555174
-5.30365183,1.95294263,0.43899695,0.95933956,0.00693772,0.07325396,0.04453367,0.53416425,0.85194868,0.03454996
-5.29764882,1.89458712,0.42706480,0.92962395,0.00671750,0.07131100,0.04271956,0.51869064,0.82647834,0.03337976
-5.29164582,1.83143033,0.41319820,0.89966116,0.00646011,0.06920013,0.04074644,0.50085905,0.79675101,0.03206135
-5.28564282,1.76455076,0.39770322,0.86987148,0.00617133,0.06695272,0.03863817,0.48103265,0.76336611,0.03061789
-5.27963982,1.69513173,0.38091685,0.84070841,0.00585757,0.06460502,0.03642158,0.45961025,0.72698420,0.02907477
-5.27363682,1.62442848,0.36319622,0.81264895,0.00552563,0.06219732,0.03412558,0.43701336,0.68830605,0.02745876
-5.26763382,1.55373410,0.34490768,0.78618333,0.00518258,0.05977300,0.03178029,0.41367318,0.64805114,0.02579723
-5.26163082,1.48434555,0.32641612,0.76180443,0.00483560,0.05737749,0.02941611,0.39001775,0.60693689,0.02411732
-5.25562781,1.41753145,0.30807508,0.73999762,0.00449181,0.05505721,0.02706288,0.36646009,0.56565900,0.02244523
-5.24962481,1.35450281,0.29021788,0.72123117,0.00415814,0.05285859,0.02474908,0.34338758,0.52487408,0.02080555
-5.24362181,1.29638776,0.27315019,0.70594793,0.00384124,0.05082701,0.02250114,0.32115311,0.48518485,0.01922070
-5.23761881,1.24421104,0.25714416,0.69455827,0.00354736,0.04900597,0.02034290,0.30006809,0.44712838,0.01771053
-5.23161581,1.19887865,0.24243414,0.68743458,0.00328230,0.04743628,0.01829519,0.28039767,0.41116774,0.01629199
-5.22561281,1.16116774,0.22921420,0.68490730,0.00305136,0.04615543,0.01637554,0.26235787,0.37768681,0.01497897
-5.21960980,1.13172139,0.21763707,0.68726237,0.00285929,0.04519698,0.01459804,0.24611484,0.34698836,0.01378224
-5.21360680,1.11104774,0.20781461,0.69473977,0.00271031,0.04459023,0.01297336,0.23178589,0.31929496,0.01270951
-5.20760380,1.09952269,0.19981938,0.70753292,0.00260809,0.04435979,0.01150880,0.21944195,0.29475230,0.01176563
-5.20160080,1.09739512,0.19368707,0.72578839,0.00255572,0.04452540,0.01020858,0.20911138,0.27343461,0.01095274
-5.19559780,1.10479367,0.18941971,0.74960565,0.00255574,0.04510167,0.00907400,0.20078448,0.25535139,0.01027063
-5.18959480,1.12173399,0.18698904,0.77903627,0.00261012,0.04609790,0.00810387,0.19441861,0.24045515,0.00971698
-5.18359180,1.14812560,0.18634010,0.81408232,0.00272025,0.04751793,0.00729479,0.18994344,0.22864949,0.00928778
-5.17758879,1.18377758,0.18739468,0.85469379,0.00288692,0.04935989,0.00664151,0.18726607,0.21979722,0.00897757
-5.17158579,1.22840269,0.19005447,0.90076481,0.00311024,0.05161604,0.00613735,0.18627584,0.21372806,0.00877980
-5.16558279,1.28161966,0.19420386,0.95212888,0.00338966,0.05427251,0.00577443,0.18684860,0.21024565,0.00868709
-5.15957979,1.34295374,0.19971231,1.00855329,0.00372391,0.05730909,0.00554403,0.18885034,0.20913379,0.00869149
-5.15357679,1.41183597,0.20643641,1.06973321,0.00411089,0.06069900,0.00543685,0.19214031,0.21016177,0.00878469
-5.14757379,1.48760177,0.21422148,1.13528593,0.00454768,0.06440879,0.00544318,0.19657334,0.21308880,0.00895815
-5.14157079,1.56948969,0.22290316,1.20474606,0.00503047,0.06839828,0.00555312,0.20200186,0.21766774,0.00920331
-5.13556778,1.65664132,0.23230875,1.27756228,0.00555454,0.07262060,0.00575673,0.20827734,0.22364807,0.00951168
-5.12956478,1.74810330,0.24225877,1.35309646,0.00611424,0.07702253,0.00604410,0.21525166,0.23077855,0.00987490
-5.12356178,1.84283246,0.25256869,1.43062585,0.00670301,0.08154490,0.00640549,0.22277825,0.23880953,0.01028489
-5.11755878,1.93970476,0.26305093,1.50934876,0.00731343,0.08612335,0.00683139,0.23071340,0.24749525,0.01073388
-5.11155578,2.03752876,0.27351741,1.58839425,0.00793729,0.09068924,0.00731258,0.23891762,0.25659613,0.01121455
-5.10555278,2.13506375,0.28378238,1.66683597,0.00856572,0.09517086,0.00784018,0.24725734,0.26588137,0.01172004
-5.09954977,2.23104255,0.29366583,1.74370995,0.00918934,0.09949484,0.00840577,0.25560683,0.27513168,0.01224413
-5.09354677,2.32419860,0.30299714,1.81803613,0.00979841,0.10358781,0.00900139,0.26385040,0.28414232,0.01278128
-5.08754377,2.41329652,0.31161904,1.88884301,0.01038311,0.10737809,0.00961964,0.27188475,0.29272629,0.01332676
-5.08154077,2.49716507,0.31939161,1.95519445,0.01093370,0.11079758,0.01025381,0.27962147,0.30071757,0.01387676
-5.07553777,2.57473126,0.32619615,2.01621781,0.01144085,0.11378361,0.01089787,0.28698938,0.30797431,0.01442844
-5.06953477,2.64505398,0.33193879,2.07113207,0.01189584,0.11628073,0.01154665,0.29393670,0.31438171,0.01498007
-5.06353177,2.70735555,0.33655349,2.11927476,0.01229084,0.11824233,0.01219585,0.30043280,0.31985440,0.01553101
-5.05752876,2.76104969,0.34000432,2.16012646,0.01261916,0.11963212,0.01284216,0.30646928,0.32433818,0.01608175
-5.05152576,2.80576425,0.34228687,2.19333161,0.01287549,0.12042524,0.01348331,0.31206040,0.32781089,0.01663390
-5.04552276,2.84135743,0.34342856,2.21871460,0.01305602,0.12060907,0.01411814,0.31724259,0.33028232,0.01719008
-5.03951976,2.86792645,0.34348785,2.23629024,0.01315869,0.12018371,0.01474657,0.32207300,0.33179301,0.01775379
-5.03351676,2.88580798,0.34255236,2.24626786,0.01318322,0.11916195,0.01536968,0.32662718,0.33241193,0.01832927
-5.02751376,2.89556990,0.34073579,2.24904889,0.01313118,0.11756892,0.01598964,0.33099568,0.33223315,0.01892123
-5.02151076,2.89799458,0.33817388,2.24521753,0.01300601,0.11544136,0.01660968,0.33527997,0.33137144,0.01953463
-5.01550775,2.89405408,0.33501956,2.23552492,0.01281294,0.11282645,0.01723403,0.33958762,0.32995713,0.02017434
-5.00950475,2.88487817,0.33143738,2.22086718,0.01255890,0.10978039,0.01786780,0.34402700,0.32813027,0.02084486
-5.00350175,2.87171629,0.32759754,2.20225823,0.01225235,0.10636677,0.01851689,0.34870177,0.32603449,0.02155001
-4.99749875,2.85589510,0.32366976,2.18079809,0.01190308,0.10265463,0.01918784,0.35370540,0.32381071,0.02229258
-4.99149575,2.83877303,0.31981730,2.15763813,0.01152199,0.09871651,0.01988769,0.35911600,0.32159106,0.02307410
-4.98549275,2.82169392,0.31619128,2.13394438,0.01112077,0.09462646,0.02062380,0.36499172,0.31949327,0.02389459
-4.97948974,2.80594133,0.31292567,2.11086027,0.01071170,0.09045803,0.02140370,0.37136696,0.31761579,0.02475237
-4.97348674,2.79269550,0.31013306,2.08947024,0.01030726,0.08628242,0.02223488,0.37824964,0.31603384,0.02564394
-4.96748374,2.78299442,0.30790148,2.07076554,0.00991986,0.08216675,0.02312462,0.38561960,0.31479664,0.02656398
-4.96148074,2.77770066,0.30629229,2.05561342,0.00956156,0.07817258,0.02407977,0.39342831,0.31392578,0.02750535
-4.95547774,2.77747495,0.30533927,2.04473085,0.00924372,0.07435464,0.02510659,0.40159990,0.31341504,0.02845924
-4.94947474,2.78275758,0.30504894,2.03866363,0.00897680,0.07075987,0.02621046,0.41003340,0.31323133,0.02941534
-4.94347174,2.79375800,0.30540200,2.03777164,0.00877008,0.06742675,0.02739572,0.41860622,0.31331699,0.03036210
-4.93746873,2.81045293,0.30635586,2.04222064,0.00863144,0.06438487,0.02866540,0.42717858,0.31359304,0.03128710
-4.93146573,2.83259287,0.30784805,2.05198082,0.00856723,0.06165484,0.03002099,0.43559881,0.31396348,0.03217731
-4.92546273,2.85971644,0.30980045,2.06683218,0.00858210,0.05924846,0.03146219,0.44370909,0.31432009,0.03301958
-4.91945973,2.89117201,0.31212396,2.08637624,0.00867894,0.05716909,0.03298667,0.45135160,0.31454782,0.03380095
-4.91345673,2.92614548,0.31472362,2.11005378,0.00885882,0.05541231,0.03458983,0.45837459,0.31453025,0.03450906
-4.90745373,2.96369315,0.31750366,2.13716782,0.00912105,0.05396665,0.03626458,0.46463819,0.31415505,0.03513250
-4.90145073,3.00277840,0.32037250,2.16691094,0.00946319,0.05281457,0.03800123,0.47001977,0.31331902,0.03566113
-4.89544772,3.04231066,0.32324737,2.19839595,0.00988121,0.05193347,0.03978728,0.47441849,0.31193270,0.03608635
-4.88944472,3.08118545,0.32605830,2.23068883,0.01036959,0.05129681,0.04160746,0.47775898,0.30992424,0.03640129
-4.88344172,3.11832389,0.32875143,2.26284268,0.01092157,0.05087526,0.04344372,0.47999399,0.30724234,0.03660097
-4.87743872,3.15271048,0.33129138,2.29393152,0.01152934,0.05063780,0.04527538,0.48110594,0.30385839,0.03668237
-4.87143572,3.18342777,0.33366269,2.32308272,0.01218430,0.05055282,0.04707942,0.48110730,0.29976756,0.03664445
-4.86543272,3.20968682,0.33587018,2.34950698,0.01287733,0.05058918,0.04883081,0.48003985,0.29498891,0.03648812
-4.85942971,3.23085251,0.33793823,2.37252461,0.01359904,0.05071712,0.05050304,0.47797293,0.28956464,0.03621614
-4.85342671,3.24646275,0.33990910,2.39158746,0.01434005,0.05090909,0.05206870,0.47500070,0.28355839,0.03583298
-4.84742371,3.25624112,0.34184017,2.40629543,0.01509121,0.05114041,0.05350020,0.47123856,0.27705295,0.03534467
-4.84142071,3.26010242,0.34380048,2.41640713,0.01584384,0.05138983,0.05477053,0.46681894,0.27014721,0.03475860
-4.83541771,3.25815098,0.34586643,2.42184421,0.01658988,0.05163991,0.05585408,0.46188651,0.26295275,0.03408330
-4.82941471,3.25067185,0.34811708,2.42268933,0.01732200,0.05187715,0.05672752,0.45659311,0.25559006,0.03332824
-4.82341171,3.23811518,0.35062904,2.41917773,0.01803371,0.05209211,0.05737053,0.45109245,0.24818461,0.03250356
-4.81740870,3.22107431,0.35347137,2.41168282,0.01871936,0.05227917,0.05776661,0.44553490,0.24086282,0.03161991
-4.81140570,3.20025856,0.35670060,2.40069646,0.01937413,0.05243634,0.05790370,0.44006239,0.23374825,0.03068818
-4.80540270,3.17646167,0.36035616,2.38680466,0.01999392,0.05256471,0.05777470,0.43480365,0.22695787,0.02971930
-4.79939970,3.15052737,0.36445647,2.37065995,0.02057528,0.05266798,0.05737784,0.42987005,0.22059877,0.02872406
-4.79339670,3.12331333,0.36899586,2.35295148,0.02111527,0.05275179,0.05671682,0.42535197,0.21476520,0.02771291
-4.78739370,3.09565527,0.37394256,2.33437437,0.02161127,0.05282298,0.05580086,0.42131603,0.20953615,0.02669578
-4.78139070,3.06833281,0.37923784,2.31559966,0.02206089,0.05288892,0.05464445,0.41780311,0.20497352,0.02568195
-4.77538769,3.04203858,0.38479644,2.29724630,0.02246179,0.05295674,0.05326703,0.41482745,0.20112079,0.02467991
-4.76938469,3.01735224,0.39050827,2.27985657,0.02281158,0.05303272,0.05169247,0.41237665,0.19800247,0.02369724
-4.76338169,2.99472050,0.39624141,2.26387605,0.02310777,0.05312165,0.04994839,0.41041278,0.19562410,0.02274058
-4.75737869,2.97444427,0.40184627,2.24963912,0.02334772,0.05322642,0.04806549,0.40887446,0.19397296,0.02181551
-4.75137569,2.95667359,0.40716074,2.23736072,0.02352866,0.05334765,0.04607670,0.40767993,0.19301937,0.02092658
-4.74537269,2.94141056,0.41201615,2.22713462,0.02364780,0.05348352,0.04401641,0.40673091,0.19271861,0.02007733
-4.73936968,2.92852011,0.41624380,2.21893834,0.02370237,0.05362980,0.04191965,0.40591723,0.19301333,0.01927028
-4.73336668,2.91774810,0.41968161,2.21264425,0.02368987,0.05377996,0.03982141,0.40512199,0.19383641,0.01850704
-4.72736368,2.90874566,0.42218085,2.20803622,0.02360818,0.05392549,0.03775589,0.40422698,0.19511415,0.01778840
-4.72136068,2.90109851,0.42361237,2.20483087,0.02345579,0.05405631,0.03575599,0.40311823,0.19676963,0.01711445
-4.71535768,2.89435969,0.42387217,2.20270208,0.02323200,0.05416137,0.03385279,0.40169146,0.19872624,0.01648469
-4.70935468,2.88808381,0.42288602,2.20130750,0.02293710,0.05422917,0.03207518,0.39985709,0.20091106,0.01589819
-4.70335168,2.88186092,0.42061297,2.20031542,0.02257259,0.05424848,0.03044958,0.39754468,0.20325804,0.01535374
-4.69734867,2.87534836,0.41704747,2.19943063,0.02214121,0.05420892,0.02899972,0.39470657,0.20571097,0.01484995
-4.69134567,2.86829854,0.41222016,2.19841772,0.02164714,0.05410160,0.02774652,0.39132059,0.20822581,0.01438540
-4.68534267,2.86058150,0.40619724,2.19712069,0.02109596,0.05391958,0.02670794,0.38739169,0.21077267,0.01395876
-4.67933967,2.85220073,0.39907848,2.19547778,0.02049464,0.05365836,0.02589897,0.38295245,0.21333700,0.01356880
-4.67333667,2.84330176,0.39099410,2.19353069,0.01985153,0.05331610,0.02533148,0.37806246,0.21592025,0.01321454
-4.66733367,2.83417283,0.38210057,2.19142790,0.01917615,0.05289378,0.02501420,0.37280668,0.21853973,0.01289519
-4.66133067,2.82523794,0.37257559,2.18942191,0.01847910,0.05239525,0.02495259,0.36729272,0.22122794,0.01261018
-4.65532766,2.81704243,0.36261266,2.18786056,0.01777185,0.05182707,0.02514871,0.36164735,0.22403122,0.01235915
-4.64932466,2.81023216,0.35241528,2.18717307,0.01706650,0.05119826,0.02560112,0.35601234,0.22700792,0.01214186
-4.64332166,2.80552719,0.34219125,2.18785147,0.01637556,0.05051999,0.02630466,0.35053983,0.23022614,0.01195813
