energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.78389195,3.17811155,0.00765589,1.22781115,0.10847076,0.31624344,1.04661411,0.82117719
-5.77788894,3.00351298,0.00737001,1.15674676,0.10449232,0.30177813,0.95267276,0.78673454
-5.77188594,2.84621018,0.00717776,1.09288368,0.10084648,0.28877161,0.86686812,0.75688167
-5.76588294,2.70683109,0.00707890,1.03651029,0.09751888,0.27726585,0.78967815,0.73175179
-5.75987994,2.58560488,0.00707211,0.98775347,0.09448736,0.26726685,0.72138685,0.71138593
-5.75387694,2.48240906,0.00715504,0.94659632,0.09172423,0.25874930,0.66209840,0.69574435
-5.74787394,2.39682091,0.00732450,0.91289775,0.08919850,0.25166155,0.61175435,0.68471840
-5.74187094,2.32817006,0.00757649,0.88641252,0.08687796,0.24593062,0.57015297,0.67814231
-5.73586793,2.27558931,0.00790631,0.86681076,0.08473105,0.24146721,0.53696939,0.67580414
-5.72986493,2.23806143,0.00830858,0.85369596,0.08272840,0.23817012,0.51177593,0.67745530
-5.72386193,2.21446002,0.00877736,0.84662076,0.08084399,0.23593025,0.49406156,0.68281844
-5.71785893,2.20358341,0.00930609,0.84510012,0.07905595,0.23463384,0.48325010,0.69159340
-5.71185593,2.20418092,0.00988766,0.84862163,0.07734690,0.23416504,0.47871665,0.70346119
-5.70585293,2.21497186,0.01051442,0.85665308,0.07570396,0.23440778,0.47980197,0.71808632
-5.69984992,2.23465761,0.01117816,0.86864738,0.07411842,0.23524693,0.48582489,0.73511749
-5.69384692,2.26192806,0.01187020,0.88404550,0.07258510,0.23656898,0.49609263,0.75418729
-5.68784392,2.29546380,0.01258135,0.90227769,0.07110157,0.23826227,0.50990940,0.77491117
-5.68184092,2.33393554,0.01330199,0.92276391,0.06966720,0.24021694,0.52658343,0.79688636
-5.67583792,2.37600250,0.01402213,0.94491381,0.06828217,0.24232477,0.54543278,0.81969099
-5.66983492,2.42031135,0.01473150,0.96812710,0.06694654,0.24447900,0.56579032,0.84288420
-5.66383192,2.46549702,0.01541967,0.99179482,0.06565940,0.24657428,0.58700814,0.86600728
-5.65782891,2.51018659,0.01607615,1.01530186,0.06441818,0.24850688,0.60846174,0.88858636
-5.65182591,2.55300709,0.01669058,1.03803114,0.06321815,0.25017519,0.62955424,0.91013686
-5.64582291,2.59259750,0.01725288,1.05936959,0.06205210,0.25148048,0.64972071,0.93016948
-5.63981991,2.62762524,0.01775342,1.07871589,0.06091038,0.25232807,0.66843289,0.94819806
-5.63381691,2.65680646,0.01818326,1.09548994,0.05978099,0.25262877,0.68520415,0.96374872
-5.62781391,2.67892988,0.01853430,1.10914355,0.05864999,0.25230054,0.69959469,0.97637031
-5.62181091,2.69288281,0.01879949,1.11917223,0.05750204,0.25127035,0.71121698,0.98564547
-5.61580790,2.69767840,0.01897301,1.12512727,0.05632108,0.24947610,0.71974100,0.99120210
-5.60980490,2.69248267,0.01905043,1.12662776,0.05509112,0.24686848,0.72489936,0.99272445
-5.60380190,2.67664002,0.01902884,1.12337187,0.05379699,0.24341272,0.72649179,0.98996351
-5.59779890,2.64969567,0.01890694,1.11514672,0.05242519,0.23909012,0.72438891,0.98274608
-5.59179590,2.61141404,0.01868512,1.10183652,0.05096459,0.23389926,0.71853503,0.97098203
-5.58579290,2.56179185,0.01836547,1.08342829,0.04940714,0.22785674,0.70894962,0.95466945
-5.57978989,2.50106525,0.01795175,1.06001502,0.04774832,0.22099763,0.69572756,0.93389727
-5.57378689,2.42971055,0.01744931,1.03179598,0.04598761,0.21337539,0.67903788,0.90884536
-5.56778389,2.34843840,0.01686502,0.99907409,0.04412870,0.20506130,0.65912107,0.87978187
-5.56178089,2.25818179,0.01620702,0.96225064,0.04217958,0.19614363,0.63628509,0.84705809
-5.55577789,2.16007841,0.01548461,0.92181742,0.04015248,0.18672630,0.61090013,0.81110094
-5.54977489,2.05544835,0.01470799,0.87834678,0.03806369,0.17692740,0.58339248,0.77240358
-5.54377189,1.94576832,0.01388799,0.83248019,0.03593328,0.16687750,0.55423780,0.73151439
-5.53776888,1.83264369,0.01303584,0.78491569,0.03378473,0.15671785,0.52395408,0.68902510
-5.53176588,1.71778002,0.01216289,0.73639513,0.03164453,0.14659876,0.49309470,0.64555840
-5.52576288,1.60295519,0.01128035,0.68769162,0.02954172,0.13667799,0.46224195,0.60175582
-5.51975988,1.48999378,0.01039905,0.63959792,0.02750755,0.12711947,0.43200144,0.55826618
-5.51375688,1.38074470,0.00952924,0.59291621,0.02557504,0.11809234,0.40299738,0.51573533
-5.50775388,1.27706281,0.00868036,0.54844966,0.02377869,0.10977027,0.37586929,0.47479740
-5.50175088,1.18079527,0.00786091,0.50699599,0.02215426,0.10233119,0.35126983,0.43606782
-5.49574787,1.09377240,0.00707836,0.46934312,0.02073854,0.09595732,0.32986393,0.40013836
-5.48974487,1.01780291,0.00633903,0.43626672,0.01956926,0.09083545,0.31232885,0.36757395
-5.48374187,0.95467259,0.00564810,0.40852943,0.01868501,0.08715729,0.29935485,0.33891138
-5.47773887,0.90614530,0.00500959,0.38688112,0.01812518,0.08511987,0.29164610,0.31465924
-5.47173587,0.87396477,0.00442643,0.37205974,0.01792987,0.08492565,0.28992098,0.29529900
-5.46573287,0.85985533,0.00390048,0.36479180,0.01813979,0.08678228,0.29491131,0.28128646
-5.45972986,0.86551991,0.00343268,0.36579188,0.01879602,0.09090173,0.30735978,0.27305313
-5.45372686,0.89263311,0.00302311,0.37576025,0.01993968,0.09749855,0.32801472,0.27100689
-5.44772386,0.94282783,0.00267111,0.39537781,0.02161141,0.10678720,0.35762175,0.27553146
-5.44172086,1.01767392,0.00237543,0.42529790,0.02385065,0.11897821,0.39691174,0.28698405
-5.43571786,1.11864782,0.00213428,0.46613429,0.02669477,0.13427315,0.44658471,0.30569095
-5.42971486,1.24709276,0.00194550,0.51844537,0.03017788,0.15285836,0.50728973,0.33194068
-5.42371186,1.40416980,0.00180660,0.58271440,0.03432956,0.17489755,0.57960081,0.36597491
-5.41770885,1.59080067,0.00171484,0.65932642,0.03917329,0.20052343,0.66398954,0.40797697
-5.41170585,1.80760428,0.00166730,0.74854236,0.04472489,0.22982864,0.76079518,0.45805857
-5.40570285,2.05482944,0.00166090,0.85047154,0.05099074,0.26285637,0.87019348,0.51624525
-5.39969985,2.33228711,0.00169243,0.96504382,0.05796619,0.29959102,0.99216576,0.58246123
-5.39369685,2.63928612,0.00175858,1.09198306,0.06563392,0.33994967,1.12646994,0.65651477
-5.38769385,2.97457670,0.00185588,1.23078372,0.07396262,0.38377460,1.27261559,0.73808483
-5.38169085,3.33630634,0.00198077,1.38069232,0.08290592,0.43082773,1.42984495,0.82671045
-5.37568784,3.72199242,0.00212953,1.54069580,0.09240180,0.48078746,1.59712204,0.92178366
-5.36968484,4.12851575,0.00229829,1.70951834,0.10237243,0.53324836,1.77313151,1.02254713
-5.36368184,4.55213834,0.00248304,1.88562821,0.11272468,0.58772429,1.95628906,1.12809732
-5.35767884,4.98854805,0.00267964,2.06725551,0.12335116,0.64365509,2.14476422,1.23739386
-5.35167584,5.43293111,0.00288381,2.25242153,0.13413203,0.70041711,2.33651627,1.34927540
-5.34567284,5.88007259,0.00309121,2.43897964,0.14493736,0.75733736,2.52934301,1.46248210
-5.33966983,6.32448279,0.00329743,2.62466690,0.15563015,0.81371113,2.72094164,1.57568432
-5.33366683,6.76054656,0.00349814,2.80716534,0.16606983,0.86882255,2.90898005,1.68751676
-5.32766383,7.18269037,0.00368905,2.98417066,0.17611617,0.92196731,3.09117632,1.79661709
-5.32166083,7.58556114,0.00386610,3.15346599,0.18563341,0.97247682,3.26538328,1.90166763
-5.31565783,7.96420939,0.00402548,3.31299778,0.19449450,1.01974255,3.42967474,2.00143835
-5.30965483,8.31426865,0.00416376,3.46095033,0.20258516,1.06323967,3.58242945,2.09482948
-5.30365183,8.63212285,0.00427794,3.59581574,0.20980769,1.10254865,3.72240868,2.18091169
-5.29764882,8.91505328,0.00436556,3.71645573,0.21608420,1.13737376,3.84882347,2.25896212
-5.29164582,9.16135771,0.00442478,3.82215228,0.22135923,1.16755742,3.96138783,2.32849429
-5.28564282,9.37043487,0.00445437,3.91264436,0.22560146,1.19308954,4.06035449,2.38928051
-5.27963982,9.54282951,0.00445382,3.98814854,0.22880457,1.21411113,4.14653095,2.44136563
-5.27363682,9.68023452,0.00442331,4.04936222,0.23098706,1.23091188,4.22127394,2.48507106
-5.26763382,9.78544909,0.00436367,4.09744865,0.23219102,1.24392153,4.28646178,2.52098899
-5.26163082,9.86229359,0.00427643,4.13400427,0.23248007,1.25369531,4.34444498,2.54996661
-5.25562781,9.91548419,0.00416366,4.16100919,0.23193624,1.26089386,4.39797648,2.57308102
-5.24962481,9.95047205,0.00402798,4.18076287,0.23065629,1.26625854,4.45012407,2.59160560
-5.24362181,9.97325365,0.00387244,4.19580736,0.22874738,1.27058308,4.50416804,2.60696922
-5.23761881,9.99015981,0.00370040,4.20884123,0.22632245,1.27468280,4.56348826,2.62070974
-5.23161581,10.00763227,0.00351543,4.22262763,0.22349544,1.27936273,4.63144472,2.63442360
-5.22561281,10.03199659,0.00332121,4.23989997,0.22037670,1.28538599,4.71125659,2.64971332
-5.21960980,10.06924042,0.00312141,4.26326875,0.21706868,1.29344380,4.80588393,2.66813471
-5.21360680,10.12480548,0.00291959,4.29513312,0.21366220,1.30412829,4.91791688,2.69114567
-5.20760380,10.20340067,0.00271909,4.33760003,0.21023344,1.31790932,5.04947588,2.72005818
-5.20160080,10.30884268,0.00252296,4.39241366,0.20684175,1.33511597,5.20212653,2.75599496
-5.19559780,10.44392891,0.00233390,4.46089735,0.20352836,1.35592360,5.37681166,2.79985215
-5.18959480,10.61034620,0.00215421,4.54390939,0.20031608,1.38034660,5.57380249,2.85226886
-5.18359180,10.80861695,0.00198573,4.64181379,0.19720988,1.40823707,5.79266995,2.91360458
-5.17758879,11.03808330,0.00182988,4.75446642,0.19419829,1.43928922,6.03227663,2.98392481
-5.17158579,11.29692820,0.00168763,4.88121638,0.19125553,1.47304917,6.29078906,3.06299532
-5.16558279,11.58223132,0.00155949,5.02092224,0.18834422,1.50892949,6.56570928,3.15028515
-5.15957979,11.89005686,0.00144562,5.17198198,0.18541845,1.54622786,6.85392459,3.24497804
-5.15357679,12.21556929,0.00134578,5.33237582,0.18242712,1.58414902,7.15177362,3.34599229
-5.14757379,12.55317304,0.00125945,5.49972007,0.17931719,1.62182910,7.45512678,3.45200823
-5.14157079,12.89667117,0.00118585,5.67133073,0.17603691,1.65836149,7.75947895,3.56150280
-5.13556778,13.23943858,0.00112402,5.84429478,0.17253870,1.69282341,8.06005218,3.67279030
-5.12956478,13.57460451,0.00107284,6.01554739,0.16878153,1.72430239,8.35190585,3.78406819
-5.12356178,13.89523969,0.00103114,6.18195297,0.16473296,1.75192182,8.63005205,3.89346681
-5.11755878,14.19454303,0.00099771,6.34038793,0.16037044,1.77486511,8.88957345,3.99910140
-5.11155578,14.46602321,0.00097140,6.48782298,0.15568217,1.79239775,9.12574103,4.09912500
-5.10555278,14.70367032,0.00095110,6.62140262,0.15066730,1.80388689,9.33412903,4.19178050
-5.09954977,14.90211303,0.00093584,6.73851971,0.14533566,1.80881797,9.51072400,4.27545000
-5.09354677,15.05675695,0.00092480,6.83688267,0.13970706,1.80680814,9.65202530,4.34869976
-5.08754377,15.16390013,0.00091736,6.91457326,0.13381013,1.79761628,9.75513394,4.41031901
-5.08154077,15.22082219,0.00091306,6.97009304,0.12768102,1.78114928,9.81782692,4.45935110
-5.07553777,15.22584399,0.00091169,7.00239658,0.12136183,1.75746460,9.83861440,4.49511564
-5.06953477,15.17835570,0.00091324,7.01091031,0.11489898,1.72676912,9.81677756,4.51722058
-5.06353177,15.07881211,0.00091794,6.99553611,0.10834160,1.68941410,9.75238502,4.52556381
-5.05752876,14.92869480,0.00092621,6.95663923,0.10173999,1.64588659,9.64628699,4.52032387
-5.05152576,14.73044251,0.00093870,6.89502103,0.09514418,1.59679741,9.50008651,4.50194038
-5.04552276,14.48735179,0.00095621,6.81187749,0.08860270,1.54286590,9.31608848,4.47108492
-5.03951976,14.20345178,0.00097973,6.70874509,0.08216148,1.48490208,9.09722778,4.42862373
-5.03351676,13.88335782,0.00101035,6.58743640,0.07586306,1.42378643,8.84697892,4.37557396
-5.02751376,13.53210979,0.00104928,6.44996820,0.06974588,1.36044815,8.56925060,4.31305570
-5.02151076,13.15500182,0.00109776,6.29848531,0.06384386,1.29584226,8.26826892,4.24224211
-5.01550775,12.75741049,0.00115708,6.13518347,0.05818610,1.23092652,7.94845409,4.16431003
-5.00950475,12.34462876,0.00122849,5.96223503,0.05279675,1.16663863,7.61429548,4.08039370
-5.00350175,11.92171248,0.00131318,5.78172048,0.04769504,1.10387470,7.27022985,3.99154372
-4.99749875,11.49334584,0.00141225,5.59556912,0.04289534,1.04346933,6.92052777,3.89869327
-4.99149575,11.06373097,0.00152665,5.40551110,0.03840741,0.98617818,6.56919243,3.80263310
-4.98549275,10.63650549,0.00165717,5.21304288,0.03423664,0.93266338,6.21987447,3.70399629
-4.97948974,10.21469042,0.00180438,5.01940698,0.03038438,0.88348216,5.87580549,3.60325326
-4.97348674,9.80066919,0.00196863,4.82558636,0.02684825,0.83907888,5.53975203,3.50071677
-4.96748374,9.39619642,0.00215002,4.63231269,0.02362259,0.79978064,5.21399050,3.39655617
-4.96148074,9.00243429,0.00234836,4.44008722,0.02069879,0.76579628,4.90030250,3.29081961
-4.95547774,8.62001211,0.00256320,4.24921225,0.01806574,0.73721852,4.59998917,3.18346247
-4.94947474,8.24910427,0.00279379,4.05983037,0.01571019,0.71402907,4.31390188,3.07437996
-4.94347174,7.88952062,0.00303908,3.87196892,0.01361720,0.69610601,4.04248649,2.96344167
-4.93746873,7.54080324,0.00329773,3.68558627,0.01177049,0.68323315,3.78583739,2.85052582
-4.93146573,7.20232344,0.00356810,3.50061728,0.01015286,0.67511073,3.54375776,2.73555101
-4.92546273,6.87337348,0.00384830,3.31701486,0.00874647,0.67136695,3.31582221,2.61850374
-4.91945973,6.55324800,0.00413613,3.13478562,0.00753325,0.67156991,3.10143852,2.49945999
-4.91345673,6.24131168,0.00442916,2.95401761,0.00649515,0.67523933,2.89990533,2.37859991
-4.90745373,5.93705021,0.00472470,2.77489914,0.00561440,0.68185807,2.71046350,2.25621500
-4.90145073,5.64010363,0.00501986,2.59772801,0.00487376,0.69088276,2.53233935,2.13270769
-4.89544772,5.35028184,0.00531154,2.42291144,0.00425672,0.70175388,2.36477887,2.00858367
-4.88944472,5.06756362,0.00559647,2.25095733,0.00374761,0.71390480,2.20707241,1.88443794
-4.88344172,4.79208125,0.00587128,2.08245805,0.00333176,0.72677019,2.05857041,1.76093553
-4.87743872,4.52409374,0.00613247,1.91806837,0.00299558,0.73979370,1.91869087,1.63878847
-4.87143572,4.26395207,0.00637653,1.75847935,0.00272657,0.75243506,1.78691978,1.51873055
-4.86543272,4.01205999,0.00659998,1.60439005,0.00251340,0.76417688,1.66280624,1.40149132
-4.85942971,3.76883396,0.00679939,1.45647899,0.00234588,0.77453115,1.54595366,1.28777095
-4.85342671,3.53466544,0.00697152,1.31537709,0.00221491,0.78304562,1.43600882,1.17821727
-4.84742371,3.30988808,0.00711335,1.18164356,0.00211253,0.78931007,1.33265021,1.07340599
-4.84142071,3.09475188,0.00722216,1.05574582,0.00203177,0.79296246,1.23557694,0.97382508
-4.83541771,2.88940562,0.00729564,0.93804439,0.00196666,0.79369477,1.14449918,0.87986363
-4.82941471,2.69388790,0.00733194,0.82878309,0.00191215,0.79125854,1.05913082,0.79180551
-4.82341171,2.50812671,0.00732973,0.72808461,0.00186403,0.78546963,0.97918464,0.70982772
-4.81740870,2.33194655,0.00728830,0.63595133,0.00181888,0.77621215,0.90437016,0.63400301
-4.81140570,2.16508197,0.00720756,0.55227067,0.00177399,0.76344117,0.83439380,0.56430627
-4.80540270,2.00719566,0.00708809,0.47682452,0.00172730,0.74718391,0.76896110,0.50062396
-4.79939970,1.85789941,0.00693117,0.40930162,0.00167732,0.72753934,0.70778039,0.44276590
-4.79339670,1.71677610,0.00673869,0.34931231,0.00162309,0.70467585,0.65056738,0.39047840
-4.78739370,1.58340095,0.00651323,0.29640444,0.00156407,0.67882706,0.59705002,0.34345814
-4.78139070,1.45736069,0.00625790,0.25007975,0.00150013,0.65028577,0.54697312,0.30136601
-4.77538769,1.33826948,0.00597633,0.20980995,0.00143147,0.61939614,0.50010228,0.26384026
-4.76938469,1.22578083,0.00567255,0.17505184,0.00135853,0.58654442,0.45622685,0.23050855
-4.76338169,1.11959528,0.00535090,0.14526093,0.00128199,0.55214855,0.41516159,0.20099852
-4.75737869,1.01946376,0.00501590,0.11990334,0.00120266,0.51664702,0.37674718,0.17494659
-4.75137569,0.92518709,0.00467218,0.09846559,0.00112149,0.48048749,0.34084947,0.15200508
-4.74537269,0.83661221,0.00432428,0.08046246,0.00103946,0.44411560,0.30735770,0.13184747
-4.73936968,0.75362600,0.00397664,0.06544266,0.00095761,0.40796455,0.27618201,0.11417211
-4.73336668,0.67614753,0.00363343,0.05299273,0.00087697,0.37244582,0.24725044,0.09870442
-4.72736368,0.60411985,0.00329849,0.04273913,0.00079852,0.33794144,0.22050578,0.08519787
-4.72136068,0.53750205,0.00297529,0.03434894,0.00072322,0.30479814,0.19590263,0.07343406
-4.71535768,0.47626257,0.00266682,0.02752928,0.00065196,0.27332360,0.17340490,0.06322202
-4.70935468,0.42037427,0.00237564,0.02202585,0.00058556,0.24378488,0.15298399,0.05439715
-4.70335168,0.36981188,0.00210382,0.01762075,0.00052482,0.21640917,0.13461786,0.04681985
-4.69734867,0.32455196,0.00185297,0.01412991,0.00047046,0.19138658,0.11829114,0.04037415
-4.69134567,0.28457565,0.00162428,0.01140016,0.00042321,0.16887504,0.10399613,0.03496651
-4.68534267,0.24987396,0.00141856,0.00930633,0.00038378,0.14900684,0.09173499,0.03052473
-4.67933967,0.22045544,0.00123630,0.00774838,0.00035294,0.13189667,0.08152264,0.02699723
-4.67333667,0.19635576,0.00107776,0.00664867,0.00033150,0.11765068,0.07339057,0.02435264
-4.66733367,0.17764874,0.00094299,0.00594942,0.00032039,0.10637624,0.06739110,0.02257961
-4.66133067,0.16445825,0.00083198,0.00561049,0.00032067,0.09819188,0.06360199,0.02168700
-4.65532766,0.15697010,0.00074468,0.00560737,0.00033357,0.09323708,0.06213106,0.02170412
-4.64932466,0.15544348,0.00068109,0.00592939,0.00036052,0.09168137,0.06312053,0.02268113
-4.64332166,0.16022089,0.00064133,0.00657820,0.00040319,0.09373235,0.06675077,0.02468938
-4.63731866,0.17173605,0.00062569,0.00756634,0.00046346,0.09964215,0.07324310,0.02782158
-4.63131566,0.19051884,0.00063466,0.00891594,0.00054350,0.10971196,0.08286129,0.03219169
-4.62531266,0.21719663,0.00066896,0.01065749,0.00064569,0.12429426,0.09591156,0.03793430
-4.61930965,0.25249137,0.00072957,0.01282853,0.00077264,0.14379230,0.11274060,0.04520352
-4.61330665,0.29721182,0.00081767,0.01547236,0.00092716,0.16865668,0.13373149,0.05417106
-4.60730365,0.35224047,0.00093468,0.01863648,0.00111217,0.19937873,0.15929722,0.06502356
-4.60130065,0.41851493,0.00108219,0.02237103,0.00133068,0.23648053,0.18987185,0.07795898
-4.59529765,0.49700361,0.00126186,0.02672691,0.00158565,0.28050162,0.22589898,0.09318206
-4.58929465,0.58867593,0.00147542,0.03175382,0.00187994,0.33198256,0.26781792,0.11089880
-4.58329165,0.69446739,0.00172452,0.03749797,0.00221614,0.39144534,0.31604753,0.13131006
-4.57728864,0.81524025,0.00201064,0.04399976,0.00259645,0.45937142,0.37096815,0.15460432
-4.57128564,0.95174082,0.00233500,0.05129135,0.00302256,0.53617763,0.43290210,0.18094974
-4.56528264,1.10455456,0.00269844,0.05939405,0.00349551,0.62219094,0.50209332,0.21048585
-4.55927964,1.27406070,0.00310127,0.06831600,0.00401549,0.71762280,0.57868691,0.24331498
-4.55327664,1.46038806,0.00354322,0.07804977,0.00458178,0.82254417,0.66270934,0.27949386
-4.54727364,1.66337403,0.00402329,0.08857041,0.00519260,0.93686232,0.75405039,0.31902561
-4.54127064,1.88252876,0.00453970,0.09983380,0.00584503,1.06030050,0.85244757,0.36185267
-4.53526763,2.11700661,0.00508978,0.11177548,0.00653493,1.19238172,0.95747404,0.40785084
-4.52926463,2.36558669,0.00567000,0.12431014,0.00725693,1.33241756,1.06853089,0.45682494
-4.52326163,2.62666405,0.00627592,0.13733177,0.00800446,1.47950307,1.18484450,0.50850629
-4.51725863,2.89825308,0.00690220,0.15071452,0.00876978,1.63251845,1.30546949,0.56255242
-4.51125563,3.17800358,0.00754269,0.16431434,0.00954412,1.79013788,1.42929763,0.61854899
-4.50525263,3.46323014,0.00819050,0.17797143,0.01031781,1.95084590,1.55507290,0.67601422
-4.49924962,3.75095437,0.00883812,0.19151335,0.01108051,2.11296096,1.68141225,0.73440568
-4.49324662,4.03795919,0.00947757,0.20475879,0.01182141,2.27466586,1.80683196,0.79312946
-4.48724362,4.32085366,0.01010058,0.21752182,0.01252953,2.43404412,1.92977846,0.85155130
-4.48124062,4.59614647,0.01069879,0.22961659,0.01319399,2.58912133,2.04866305,0.90900960
-4.47523762,4.86032557,0.01126390,0.24086214,0.01380430,2.73790994,2.16189890,0.96482974
-4.46923462,5.10994118,0.01178796,0.25108723,0.01435070,2.87845609,2.26793947,1.01833929
-4.46323162,5.34168924,0.01226349,0.26013506,0.01482441,3.00888681,2.36531656,1.06888356
-4.45722861,5.55249231,0.01268372,0.26786753,0.01521790,3.12745577,2.45267681,1.11584100
-4.45122561,5.73957494,0.01304275,0.27416898,0.01552515,3.23258611,2.52881530,1.15863787
-4.44522261,5.90053085,0.01333566,0.27894926,0.01574179,3.32290869,2.59270494,1.19676165
-4.43921961,6.03337964,0.01355869,0.28214598,0.01586529,3.39729456,2.64352076,1.22977286
-4.43321661,6.13661126,0.01370926,0.28372586,0.01589504,3.45488057,2.68065824,1.25731469
-4.42721361,6.20921680,0.01378604,0.28368520,0.01583233,3.49508737,2.70374522,1.27912046
-4.42121061,6.25070514,0.01378897,0.28204939,0.01568041,3.51762944,2.71264712,1.29501839
-4.41520760,6.26110519,0.01371920,0.27887161,0.01544433,3.52251695,2.70746556,1.30493394
-4.40920460,6.24095437,0.01357905,0.27423073,0.01513091,3.51004987,2.68853068,1.30888948
-4.40320160,6.19127416,0.01337194,0.26822854,0.01474847,3.48080475,2.65638766,1.30700162
-4.39719860,6.11353439,0.01310224,0.26098646,0.01430675,3.43561492,2.61177821,1.29947623
-4.39119560,6.00960779,0.01277515,0.25264189,0.01381657,3.37554514,2.55561792,1.28660163
-4.38519260,5.88171706,0.01239658,0.24334432,0.01328970,3.30186187,2.48897036,1.26874015
-4.37918959,5.73237634,0.01197298,0.23325134,0.01273852,3.21600012,2.41301899,1.24631847
-4.37318659,5.56432949,0.01151118,0.22252484,0.01217584,3.11952829,2.32903787,1.21981712
-4.36718359,5.38048696,0.01101828,0.21132724,0.01161458,3.01411210,2.23836209,1.18975955
-4.36118059,5.18386336,0.01050145,0.19981814,0.01106761,2.90147864,2.14235879,1.15670098
-4.35517759,4.97751727,0.00996788,0.18815133,0.01054743,2.78338148,2.04239959,1.12121759
-4.34917459,4.76449471,0.00942459,0.17647217,0.01006606,2.66156780,1.93983493,1.08389603
-4.34317159,4.54777742,0.00887839,0.16491554,0.00963472,2.53774804,1.83597094,1.04532363
-4.33716858,4.33023666,0.00833577,0.15360415,0.00926377,2.41356870,1.73204919,1.00607943
-4.33116558,4.11459313,0.00780282,0.14264741,0.00896245,2.29058847,1.62922943,0.96672609
-4.32516258,3.90338316,0.00728522,0.13214069,0.00873878,2.17025815,1.52857564,0.92780279
-4.31915958,3.69893138,0.00678819,0.12216497,0.00859943,2.05390416,1.43104516,0.88981909
-4.31315658,3.50332953,0.00631643,0.11278685,0.00854961,1.94271575,1.33748112,0.85324969
-4.30715358,3.31842124,0.00587416,0.10405887,0.00859298,1.83773589,1.24860763,0.81853019
