energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up
-5.59779890,1.33971507,0.06634439,0.10047322,0.50670786,0.15374449,0.11392223,0.30207151,0.54015778,0.00000000
-5.59179590,1.49893365,0.07458759,0.11060248,0.56284608,0.17129542,0.12715500,0.34070995,0.60667675,0.00000000
-5.58579290,1.66668629,0.08333699,0.12089730,0.62112430,0.18961134,0.14102813,0.38203947,0.67726889,0.00000000
-5.57978989,1.84181702,0.09253931,0.13122337,0.68098929,0.20852816,0.15543304,0.42589479,0.75154102,0.00000000
-5.57378689,2.02293214,0.10212725,0.14143456,0.74180971,0.22785449,0.17024213,0.47205220,0.82899862,0.00000000
-5.56778389,2.20841494,0.11201969,0.15137629,0.80288686,0.24737424,0.18531075,0.52022925,0.90904875,0.00000000
-5.56178089,2.39644871,0.12212238,0.16088960,0.86346868,0.26685036,0.20047992,0.57008598,0.99100624,0.00000000
-5.55577789,2.58504769,0.13232914,0.16981559,0.92276660,0.28602947,0.21557987,0.62122791,1.07410314,0.00000000
-5.54977489,2.77209555,0.14252347,0.17800025,0.97997468,0.30464750,0.23043431,0.67321071,1.15750126,0.00000000
-5.54377189,2.95539016,0.15258067,0.18529939,1.03429069,0.32243603,0.24486529,0.72554650,1.24030763,0.00000000
-5.53776888,3.13269371,0.16237029,0.19158349,1.08493803,0.33912920,0.25869849,0.77771175,1.32159252,0.00000000
-5.53176588,3.30178640,0.17175900,0.19674232,1.13118811,0.35447097,0.27176894,0.82915656,1.40040952,0.00000000
-5.52576288,3.46052209,0.18061366,0.20068897,1.17238202,0.36822241,0.28392678,0.87931508,1.47581701,0.00000000
-5.51975988,3.60688401,0.18880460,0.20336334,1.20795080,0.38016886,0.29504296,0.92761687,1.54690064,0.00000000
-5.51375688,3.73903856,0.19620893,0.20473471,1.23743355,0.39012651,0.30501469,0.97349893,1.61279570,0.00000000
-5.50775388,3.85538544,0.20271377,0.20480337,1.26049258,0.39794839,0.31377033,1.01641786,1.67270909,0.00000000
-5.50175088,3.95460213,0.20821939,0.20360127,1.27692501,0.40352921,0.32127361,1.05586213,1.72593978,0.00000000
-5.49574787,4.03568129,0.21264193,0.20119151,1.28667044,0.40680915,0.32752688,1.09136379,1.77189730,0.00000000
-5.48974487,4.09795952,0.21591581,0.19766687,1.28981423,0.40777621,0.33257327,1.12250952,1.81011755,0.00000000
-5.48374187,4.14113669,0.21799564,0.19314723,1.28658645,0.40646717,0.33649768,1.14895050,1.84027537,0.00000000
-5.47773887,4.16528471,0.21885754,0.18777622,1.27735630,0.40296690,0.33942627,1.17041093,1.86219334,0.00000000
-5.47173587,4.17084574,0.21849982,0.18171698,1.26262237,0.39740630,0.34152459,1.18669485,1.87584657,0.00000000
-5.46573287,4.15861952,0.21694305,0.17514744,1.24299897,0.38995867,0.34299425,1.19769100,1.88136326,0.00000000
-5.45972986,4.12974021,0.21422944,0.16825506,1.21919897,0.38083473,0.34406804,1.20337563,1.87902079,0.00000000
-5.45372686,4.08564345,0.21042159,0.16123145,1.19201378,0.37027656,0.34500370,1.20381302,1.86923760,0.00000000
-5.44772386,4.02802449,0.20560064,0.15426686,1.16229101,0.35855045,0.34607641,1.19915372,1.85256085,0.00000000
-5.44172086,3.95878874,0.19986393,0.14754485,1.13091053,0.34593914,0.34757013,1.18963044,1.82965034,0.00000000
-5.43571786,3.87999604,0.19332217,0.14123726,1.09875965,0.33273348,0.34976802,1.17555168,1.80125901,0.00000000
-5.42971486,3.79380050,0.18609631,0.13549954,1.06670812,0.31922410,0.35294230,1.15729324,1.76821068,0.00000000
-5.42371186,3.70238761,0.17831418,0.13046678,1.03558365,0.30569302,0.35734367,1.13528782,1.73137565,0.00000000
-5.41770885,3.60791069,0.17010708,0.12625025,1.00614867,0.29240575,0.36319088,1.11001296,1.69164487,0.00000000
-5.41170585,3.51242847,0.16160628,0.12293475,0.97907897,0.27960409,0.37066065,1.08197773,1.64990366,0.00000000
-5.40570285,3.41784607,0.15293981,0.12057670,0.95494492,0.26749973,0.37987839,1.05170853,1.60700566,0.00000000
-5.39969985,3.32586114,0.14422934,0.11920307,0.93419567,0.25626900,0.39091020,1.01973449,1.56374810,0.00000000
-5.39369685,3.23791716,0.13558752,0.11881108,0.91714696,0.24604890,0.40375643,0.98657303,1.52084906,0.00000000
-5.38769385,3.15516541,0.12711568,0.11936874,0.90397300,0.23693449,0.41834721,0.95271597,1.47892783,0.00000000
-5.38169085,3.07843725,0.11890204,0.12081614,0.89470258,0.22897768,0.43454035,0.91861683,1.43848883,0.00000000
-5.37568784,3.00822762,0.11102036,0.12306757,0.88921984,0.22218754,0.45212163,0.88467979,1.39991002,0.00000000
-5.36968484,2.94469065,0.10352924,0.12601425,0.88726953,0.21653198,0.47080789,0.85125065,1.36343604,0.00000000
-5.36368184,2.88764771,0.09647184,0.12952776,0.88846709,0.21194083,0.49025278,0.81861034,1.32917663,0.00000000
-5.35767884,2.83660763,0.08987619,0.13346399,0.89231295,0.20831005,0.51005520,0.78697102,1.29711027,0.00000000
-5.35167584,2.79079857,0.08375589,0.13766757,0.89821098,0.20550705,0.52977017,0.75647506,1.26709299,0.00000000
-5.34567284,2.74921042,0.07811130,0.14197666,0.90549046,0.20337675,0.54892190,0.72719697,1.23887205,0.00000000
-5.33966983,2.71064609,0.07293098,0.14622793,0.91343088,0.20174834,0.56701852,0.69914794,1.21210389,0.00000000
-5.33366683,2.67377975,0.06819349,0.15026164,0.92128882,0.20044226,0.58356806,0.67228298,1.18637564,0.00000000
-5.32766383,2.63721969,0.06386930,0.15392670,0.92832594,0.19927734,0.59809496,0.64651018,1.16122921,0.00000000
-5.32166083,2.59957328,0.05992285,0.15708538,0.93383711,0.19807776,0.61015653,0.62170164,1.13618702,0.00000000
-5.31565783,2.55951129,0.05631454,0.15961783,0.93717765,0.19667947,0.61935864,0.59770554,1.11077815,0.00000000
-5.30965483,2.51582902,0.05300280,0.16142592,0.93778858,0.19493607,0.62536998,0.57435870,1.08456383,0.00000000
-5.30365183,2.46750179,0.04994589,0.16243654,0.93521904,0.19272376,0.62793429,0.55149918,1.05716115,0.00000000
-5.29764882,2.41373241,0.04710356,0.16260409,0.92914497,0.18994534,0.62688006,0.52897818,1.02826413,0.00000000
-5.29164582,2.35398910,0.04443853,0.16191213,0.91938333,0.18653299,0.62212729,0.50667074,0.99766105,0.00000000
-5.28564282,2.28803225,0.04191760,0.16037416,0.90590138,0.18245000,0.61369099,0.48448497,0.96524770,0.00000000
-5.27963982,2.21592954,0.03951256,0.15803348,0.88882072,0.17769119,0.60168141,0.46236913,0.93103594,0.00000000
-5.27363682,2.13805904,0.03720077,0.15496211,0.86841605,0.17228232,0.58630096,0.44031677,0.89515747,0.00000000
-5.26763382,2.05510074,0.03496549,0.15125892,0.84510874,0.16627832,0.56783817,0.41836945,0.85786290,0.00000000
-5.26163082,1.96801750,0.03279590,0.14704700,0.81945559,0.15976066,0.54665886,0.39661732,0.81951635,0.00000000
-5.25562781,1.87802665,0.03068694,0.14247032,0.79213346,0.15283398,0.52319507,0.37519761,0.78058621,0.00000000
-5.24962481,1.78656413,0.02863898,0.13768987,0.76392019,0.14562209,0.49793239,0.35429132,0.74163253,0.00000000
-5.24362181,1.69524299,0.02665729,0.13287951,0.73567295,0.13826362,0.47139617,0.33411838,0.70329203,0.00000000
-5.23761881,1.60580854,0.02475144,0.12822147,0.70830453,0.13090748,0.44413722,0.31493176,0.66626140,0.00000000
-5.23161581,1.52009202,0.02293462,0.12390179,0.68275881,0.12370832,0.41671777,0.29701081,0.63127978,0.00000000
-5.22561281,1.43996485,0.02122299,0.12010585,0.65998586,0.11682215,0.38969800,0.28065434,0.59911125,0.00000000
-5.21960980,1.36729531,0.01963501,0.11701400,0.64091779,0.11040235,0.36362383,0.26617373,0.57052798,0.00000000
-5.21360680,1.30390881,0.01819078,0.11479752,0.62644578,0.10459605,0.33901612,0.25388644,0.54629472,0.00000000
-5.20760380,1.25155307,0.01691151,0.11361487,0.61739895,0.09954106,0.31636168,0.24411017,0.52715493,0.00000000
-5.20160080,1.21186879,0.01581899,0.11360843,0.61452553,0.09536339,0.29610610,0.23715783,0.51381903,0.00000000
-5.19559780,1.18636609,0.01493516,0.11490161,0.61847651,0.09217539,0.27864853,0.23333347,0.50695467,0.00000000
-5.18959480,1.17640679,0.01428179,0.11759654,0.62979213,0.09007442,0.26433810,0.23292910,0.50717930,0.00000000
-5.18359180,1.18319197,0.01388007,0.12177213,0.64889106,0.08914210,0.25347205,0.23622252,0.51505454,0.00000000
-5.17758879,1.20775446,0.01375040,0.12748272,0.67606256,0.08944408,0.24629504,0.24347582,0.53108243,0.00000000
-5.17158579,1.25095518,0.01391209,0.13475711,0.71146126,0.09103015,0.24299963,0.25493456,0.55570296,0.00000000
-5.16558279,1.31348257,0.01438304,0.14359809,0.75510457,0.09393477,0.24372735,0.27082735,0.58929268,0.00000000
-5.15957979,1.39585417,0.01517950,0.15398235,0.80687265,0.09817782,0.24857026,0.29136555,0.63216385,0.00000000
-5.15357679,1.49841922,0.01631568,0.16586080,0.86651060,0.10376543,0.25757261,0.31674298,0.68456385,0.00000000
-5.14757379,1.62136165,0.01780340,0.17915929,0.93363280,0.11069106,0.27073246,0.34713518,0.74667430,0.00000000
-5.14157079,1.76470247,0.01965161,0.19377962,1.00772922,0.11893640,0.28800307,0.38269828,0.81860987,0.00000000
-5.13556778,1.92830114,0.02186598,0.20960093,1.08817349,0.12847234,0.30929395,0.42356699,0.90041618,0.00000000
-5.12956478,2.11185540,0.02444831,0.22648140,1.17423270,0.13925979,0.33447165,0.46985181,0.99206687,0.00000000
-5.12356178,2.31489932,0.02739611,0.24426019,1.26507851,0.15125037,0.36336019,0.52163521,1.09345968,0.00000000
-5.11755878,2.53679966,0.03070204,0.26275972,1.35979973,0.16438688,0.39574143,0.57896679,1.20441154,0.00000000
-5.11155578,2.77675054,0.03435345,0.28178818,1.45741592,0.17860369,0.43135536,0.64185747,1.32465281,0.00000000
-5.10555278,3.03376689,0.03833204,0.30114220,1.55689200,0.19382687,0.46990064,0.71027281,1.45382080,0.00000000
-5.09954977,3.30667719,0.04261356,0.32060983,1.65715362,0.20997421,0.51103549,0.78412563,1.59145303,0.00000000
-5.09354677,3.59411622,0.04716769,0.33997359,1.75710311,0.22695512,0.55437922,0.86326819,1.73698036,0.00000000
-5.08754377,3.89451853,0.05195802,0.35901368,1.85563568,0.24467042,0.59951452,0.94748436,1.88972076,0.00000000
-5.08154077,4.20611379,0.05694231,0.37751127,1.95165589,0.26301214,0.64599068,1.03648203,2.04887393,0.00000000
-5.07553777,4.52692477,0.06207285,0.39525180,2.04409377,0.28186330,0.69332789,1.12988635,2.21351760,0.00000000
-5.06953477,4.85476923,0.06729709,0.41202828,2.13192077,0.30109790,0.74102258,1.22723428,2.38260595,0.00000000
-5.06353177,5.18726649,0.07255837,0.42764451,2.21416491,0.32058091,0.78855383,1.32797093,2.55497076,0.00000000
-5.05752876,5.52184982,0.07779694,0.44191812,2.28992513,0.34016864,0.83539084,1.43144820,2.72932598,0.00000000
-5.05152576,5.85578527,0.08295102,0.45468351,2.35838451,0.35970937,0.88100121,1.53692625,2.90427596,0.00000000
-5.04552276,6.18619750,0.08795806,0.46579438,2.41882206,0.37904430,0.92485987,1.64357806,3.07832797,0.00000000
-5.03951976,6.51010300,0.09275602,0.47512616,2.47062306,0.39800892,0.96645853,1.75049744,3.24990902,0.00000000
-5.03351676,6.82445040,0.09728474,0.48257786,2.51328749,0.41643478,1.00531512,1.85671054,3.41738713,0.00000000
-5.02751376,7.12616758,0.10148722,0.48807364,2.54643662,0.43415171,1.04098318,1.96119085,3.57909677,0.00000000
-5.02151076,7.41221456,0.10531092,0.49156391,2.56981746,0.45099033,1.07306071,2.06287745,3.73336809,0.00000000
-5.01550775,7.67964082,0.10870893,0.49302591,2.58330498,0.46678497,1.10119820,2.16069597,3.87855914,0.00000000
-5.00950475,7.92564532,0.11164094,0.49246378,2.58690203,0.48137679,1.12510549,2.25358170,4.01309026,0.00000000
-5.00350175,8.14763710,0.11407412,0.48990814,2.58073694,0.49461702,1.14455731,2.34050399,4.13547930,0.00000000
-4.99749875,8.34329398,0.11598374,0.48541512,2.56505875,0.50637019,1.15939712,2.42049099,4.24437646,0.00000000
-4.99149575,8.51061695,0.11735356,0.47906489,2.54023009,0.51651727,1.16953915,2.49265361,4.33859722,0.00000000
-4.98549275,8.64797761,0.11817596,0.47095972,2.50671798,0.52495845,1.17496850,2.55620774,4.41715177,0.00000000
-4.97948974,8.75415615,0.11845193,0.46122156,2.46508249,0.53161552,1.17573933,2.61049347,4.47926972,0.00000000
-4.97348674,8.82836808,0.11819067,0.44998929,2.41596361,0.53643368,1.17197111,2.65499057,4.52441855,0.00000000
-4.96748374,8.87027776,0.11740913,0.43741565,2.36006671,0.53938262,1.16384312,2.68932929,4.55231486,0.00000000
-4.96148074,8.87999796,0.11613127,0.42366385,2.29814673,0.54045692,1.15158731,2.71329598,4.56292778,0.00000000
-4.95547774,8.85807509,0.11438717,0.40890420,2.23099168,0.53967562,1.13547998,2.72683325,4.55647402,0.00000000
-4.94947474,8.80546061,0.11221207,0.39331050,2.15940588,0.53708098,1.11583244,2.73003473,4.53340496,0.00000000
-4.94347174,8.72346990,0.10964523,0.37705665,2.08419336,0.53273655,1.09298111,2.72313471,4.49438602,0.00000000
-4.93746873,8.61373062,0.10672890,0.36031334,2.00614204,0.52672462,1.06727756,2.70649333,4.44026963,0.00000000
-4.93146573,8.47812322,0.10350712,0.34324496,1.92600908,0.51914314,1.03907871,2.68057820,4.37206296,0.00000000
-4.92546273,8.31871658,0.10002471,0.32600694,1.84450790,0.51010227,1.00873782,2.64594361,4.29089218,0.00000000
-4.91945973,8.13770223,0.09632627,0.30874343,1.76229741,0.49972091,0.97659646,2.60320838,4.19796516,0.00000000
-4.91345673,7.93733058,0.09245524,0.29158551,1.67997352,0.48812310,0.94297787,2.55303379,4.09453435,0.00000000
-4.90745373,7.71985217,0.08845324,0.27464984,1.59806347,0.47543482,0.90818188,2.49610265,3.98186201,0.00000000
-4.90145073,7.48746694,0.08435939,0.25803797,1.51702288,0.46178100,0.87248154,2.43310066,3.86118912,0.00000000
-4.89544772,7.24228347,0.08020990,0.24183607,1.43723564,0.44728319,0.83612155,2.36470090,3.73370958,0.00000000
-4.88944472,6.98628984,0.07603777,0.22611521,1.35901645,0.43205779,0.79931828,2.29155207,3.60055065,0.00000000
-4.88344172,6.72133661,0.07187267,0.21093216,1.28261579,0.41621487,0.76226140,2.21427068,3.46276003,0.00000000
-4.87743872,6.44913166,0.06774094,0.19633050,1.20822699,0.39985773,0.72511679,2.13343748,3.32129975,0.00000000
-4.87143572,6.17124602,0.06366570,0.18234213,1.13599483,0.38308304,0.68803040,2.04959744,3.17704652,0.00000000
-4.86543272,5.88912884,0.05966710,0.16898897,1.06602539,0.36598147,0.65113280,1.96326317,3.03079761,0.00000000
-4.85942971,5.60412933,0.05576258,0.15628488,0.99839635,0.34863874,0.61454401,1.87492070,2.88328122,0.00000000
-4.85342671,5.31752312,0.05196724,0.14423755,0.93316740,0.33113692,0.57837823,1.78503697,2.73517005,0.00000000
-4.84742371,5.03054034,0.04829419,0.13285040,0.87039020,0.31355585,0.54274822,1.69406802,2.58709646,0.00000000
-4.84142071,4.74439276,0.04475495,0.12212441,0.81011736,0.29597453,0.50776906,1.60246697,2.43966787,0.00000000
-4.83541771,4.46029769,0.04135972,0.11205975,0.75241025,0.27847229,0.47356096,1.51069109,2.29348104,0.00000000
-4.82941471,4.17949667,0.03811776,0.10265715,0.69734511,0.26112976,0.44025116,1.41920702,2.14913399,0.00000000
-4.82341171,3.90326758,0.03503762,0.09391909,0.64501764,0.24402940,0.40797471,1.32849403,2.00723481,0.00000000
-4.81740870,3.63292936,0.03212733,0.08585066,0.59554558,0.22725569,0.37687433,1.23904465,1.86840666,0.00000000
-4.81140570,3.36983909,0.02939458,0.07846015,0.54906968,0.21089484,0.34709918,1.15136291,1.73328878,0.00000000
-4.80540270,3.11538177,0.02684677,0.07175937,0.50575284,0.19503411,0.31880293,1.06596006,1.60253350,0.00000000
-4.79939970,2.87095373,0.02449108,0.06576365,0.46577787,0.17976081,0.29214112,0.98334827,1.47679976,0.00000000
-4.79339670,2.63794066,0.02233443,0.06049163,0.42934369,0.16516095,0.26726806,0.90403260,1.35674342,0.00000000
-4.78739370,2.41769180,0.02038340,0.05596479,0.39666058,0.15131771,0.24433344,0.82850176,1.24300533,0.00000000
-4.78139070,2.21149176,0.01864419,0.05220678,0.36794427,0.13830979,0.22347881,0.75721830,1.13619775,0.00000000
-4.77538769,2.02053145,0.01712240,0.04924250,0.34340940,0.12620970,0.20483410,0.69060864,1.03689013,0.00000000
-4.76938469,1.84587950,0.01582292,0.04709701,0.32326232,0.11508210,0.18851426,0.62905349,0.94559475,0.00000000
-4.76338169,1.68845530,0.01474972,0.04579433,0.30769336,0.10498228,0.17461607,0.57287909,0.86275321,0.00000000
-4.75737869,1.54900465,0.01390565,0.04535597,0.29686887,0.09595477,0.16321529,0.52234959,0.78872396,0.00000000
-4.75137569,1.42807856,0.01329220,0.04579943,0.29092291,0.08803217,0.15436401,0.47766073,0.72377168,0.00000000
-4.74537269,1.32601581,0.01290927,0.04713652,0.28994896,0.08123422,0.14808829,0.43893511,0.66805839,0.00000000
-4.73936968,1.24292932,0.01275491,0.04937168,0.29399157,0.07556709,0.14438610,0.40621885,0.62163678,0.00000000
-4.73336668,1.17869656,0.01282509,0.05250019,0.30303830,0.07102297,0.14322552,0.37947991,0.58444565,0.00000000
-4.72736368,1.13295385,0.01311347,0.05650645,0.31701212,0.06757981,0.14454323,0.35860778,0.55630745,0.00000000
-4.72136068,1.10509471,0.01361114,0.06136239,0.33576451,0.06520140,0.14824335,0.34341456,0.53692804,0.00000000
-4.71535768,1.09427211,0.01430647,0.06702601,0.35906964,0.06383761,0.15419666,0.33363736,0.52589841,0.00000000
-4.70935468,1.09940476,0.01518497,0.07344019,0.38661995,0.06342492,0.16224028,0.32894186,0.52269848,0.00000000
-4.70335168,1.11918751,0.01622919,0.08053188,0.41802359,0.06388708,0.17217795,0.32892714,0.52670296,0.00000000
-4.69734867,1.15210616,0.01741872,0.08821175,0.45280404,0.06513614,0.18378104,0.33313151,0.53718914,0.00000000
-4.69134567,1.19645668,0.01873028,0.09637431,0.49040225,0.06707361,0.19679028,0.34103962,0.55334687,0.00000000
-4.68534267,1.25036925,0.02013793,0.10489873,0.53018171,0.06959188,0.21091857,0.35209054,0.57429049,0.00000000
-4.67933967,1.31183707,0.02161332,0.11365019,0.57143649,0.07257595,0.22585458,0.36568709,0.59907291,0.00000000
-4.67333667,1.37874990,0.02312615,0.12248201,0.61340249,0.07590532,0.24126761,0.38120619,0.62670171,0.00000000
-4.66733367,1.44893219,0.02464467,0.13123830,0.65527159,0.07945615,0.25681329,0.39801020,0.65615702,0.00000000
-4.66133067,1.52018514,0.02613628,0.13975736,0.69620878,0.08310359,0.27214036,0.41545920,0.68641116,0.00000000
-4.65532766,1.59033211,0.02756831,0.14787542,0.73537142,0.08672424,0.28689816,0.43292389,0.71644951,0.00000000
-4.64932466,1.65726608,0.02890871,0.15543092,0.77193047,0.09019878,0.30074481,0.44979901,0.74529216,0.00000000
-4.64332166,1.71899809,0.03012696,0.16226894,0.80509266,0.09341454,0.31335567,0.46551676,0.77201585,0.00000000
