energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.79589795,3.07500984,0.64594898,0.29131458,0.00202179,0.78289746,0.04130116,0.97263823,0.58133294,0.67798448
-5.78989495,2.91331210,0.61109611,0.27823852,0.00193838,0.74165649,0.03973923,0.92348408,0.55493568,0.64307350
-5.78389195,2.76206837,0.58196063,0.26722740,0.00186609,0.70089394,0.03847532,0.88036068,0.52955466,0.60833982
-5.77788894,2.62296654,0.55845856,0.25837581,0.00180573,0.66122213,0.03752059,0.84357958,0.50558425,0.57431694
-5.77188594,2.49744208,0.54046327,0.25174424,0.00175784,0.62321073,0.03688092,0.81334825,0.48338132,0.54150455
-5.76588294,2.38664377,0.52780254,0.24735853,0.00172270,0.58737476,0.03655647,0.78976311,0.46325676,0.51035738
-5.75987994,2.29141126,0.52025707,0.24521033,0.00170032,0.55416547,0.03654146,0.77280641,0.44546928,0.48127661
-5.75387694,2.21226535,0.51756072,0.24525867,0.00169040,0.52396448,0.03682422,0.76234715,0.43022167,0.45460405
-5.74787394,2.14941107,0.51940263,0.24743251,0.00169244,0.49708121,0.03738727,0.75814599,0.41765974,0.43061928
-5.74187094,2.10275303,0.52543140,0.25163429,0.00170568,0.47375358,0.03820777,0.75986396,0.40787374,0.40953962
-5.73586793,2.07192212,0.53526110,0.25774405,0.00172916,0.45415168,0.03925805,0.76707455,0.40090236,0.39152278
-5.72986493,2.05631182,0.54847911,0.26562423,0.00176178,0.43838408,0.04050637,0.77927868,0.39673870,0.37667187
-5.72386193,2.05512219,0.56465523,0.27512463,0.00180229,0.42650632,0.04191777,0.79592195,0.39533826,0.36504238
-5.71785893,2.06740917,0.58335189,0.28608753,0.00184938,0.41853087,0.04345514,0.81641320,0.39662803,0.35665048
-5.71185593,2.09213665,0.60413474,0.29835254,0.00190170,0.41443807,0.04508022,0.84014384,0.40051655,0.35148230
-5.70585293,2.12822868,0.62658316,0.31176099,0.00195791,0.41418722,0.04675481,0.86650682,0.40690416,0.34950338
-5.69984992,2.17461921,0.65030014,0.32615972,0.00201672,0.41772733,0.04844183,0.89491459,0.41569301,0.35066796
-5.69384692,2.23029701,0.67492094,0.34140399,0.00207689,0.42500681,0.05010641,0.92481516,0.42679621,0.35492734
-5.68784392,2.29434371,0.70012011,0.35735943,0.00213734,0.43598165,0.05171687,0.95570564,0.44014573,0.36223715
-5.68184092,2.36596324,0.72561636,0.37390297,0.00219708,0.45062166,0.05324554,0.98714270,0.45569869,0.37256292
-5.67583792,2.44450154,0.75117525,0.39092273,0.00225528,0.46891440,0.05466948,1.01874962,0.47344156,0.38588382
-5.66983492,2.52945591,0.77660931,0.40831697,0.00231127,0.49086674,0.05597088,1.05021962,0.49339227,0.40219441
-5.66383192,2.62047397,0.80177586,0.42599217,0.00236450,0.51650396,0.05713740,1.08131575,0.51560006,0.42150438
-5.65782891,2.71734263,0.82657256,0.44386051,0.00241461,0.54586647,0.05816213,1.11186724,0.54014310,0.44383633
-5.65182591,2.81996826,0.85093109,0.46183695,0.00246132,0.57900440,0.05904345,1.14176301,0.56712401,0.46922179
-5.64582291,2.92834951,0.87480952,0.47983610,0.00250448,0.61597037,0.05978461,1.17094274,0.59666358,0.49769577
-5.63981991,3.04254453,0.89818371,0.49776930,0.00254404,0.65681091,0.06039317,1.19938631,0.62889291,0.52929015
-5.63381691,3.16263499,0.92103858,0.51554210,0.00258002,0.70155689,0.06088024,1.22710225,0.66394442,0.56402622
-5.62781391,3.28868887,0.94335978,0.53305237,0.00261245,0.75021362,0.06125966,1.25411626,0.70194219,0.60190699
-5.62181091,3.42072460,0.96512642,0.55018931,0.00264143,0.80275100,0.06154705,1.28046041,0.74299200,0.64290941
-5.61580790,3.55867853,0.98630537,0.56683343,0.00266705,0.85909444,0.06175895,1.30616389,0.78717155,0.68697713
-5.60980490,3.70237774,1.00684760,0.58285766,0.00268939,0.91911677,0.06191186,1.33124582,0.83452135,0.73401398
-5.60380190,3.85151991,1.02668694,0.59812960,0.00270853,0.98263186,0.06202145,1.35571085,0.88503664,0.78387870
-5.59779890,4.00566129,1.04574123,0.61251468,0.00272453,1.04939009,0.06210185,1.37954759,0.93866070,0.83638097
-5.59179590,4.16421369,1.06391607,0.62588034,0.00273745,1.11907606,0.06216512,1.40273012,0.99527985,0.89127912
-5.58579290,4.32645059,1.08111079,0.63810083,0.00274732,1.19130871,0.06222085,1.42522254,1.05472038,0.94827960
-5.57978989,4.49152227,1.09722637,0.64906249,0.00275419,1.26564392,0.06227599,1.44698611,1.11674758,1.00703826
-5.57378689,4.65847906,1.11217485,0.65866907,0.00275813,1.34157956,0.06233486,1.46798865,1.18106694,1.06716347
-5.56778389,4.82630170,1.12588950,0.66684703,0.00275921,1.41856301,0.06239934,1.48821543,1.24732751,1.12822113
-5.56178089,4.99393714,1.13833524,0.67355025,0.00275757,1.49600071,0.06246922,1.50768100,1.31512738,1.18974120
-5.55577789,5.16033800,1.14951839,0.67876405,0.00275339,1.57326970,0.06254270,1.52644090,1.38402108,1.25122589
-5.54977489,5.32450362,1.15949531,0.68250818,0.00274691,1.64973058,0.06261699,1.54460256,1.45352879,1.31215906
-5.54377189,5.48552062,1.16837900,0.68483858,0.00273844,1.72474163,0.06268896,1.56233450,1.52314689,1.37201664
-5.53776888,5.64260065,1.17634332,0.68584782,0.00272837,1.79767343,0.06275581,1.57987304,1.59235967,1.43027774
-5.53176588,5.79511344,1.18362426,0.68566403,0.00271715,1.86792356,0.06281574,1.59752594,1.66065165,1.48643612
-5.52576288,5.94261328,1.19051811,0.68444852,0.00270529,1.93493088,0.06286845,1.61567229,1.72752019,1.54001160
-5.51975988,6.08485719,1.19737623,0.68239182,0.00269335,1.99818868,0.06291571,1.63475852,1.79248778,1.59056108
-5.51375688,6.22181381,1.20459661,0.67970863,0.00268193,2.05725636,0.06296159,1.65529015,1.85511360,1.63768868
-5.50775388,6.35366203,1.21261251,0.67663152,0.00267165,2.11176917,0.06301271,1.67781955,1.91500389,1.68105474
-5.50175088,6.48077927,1.22187830,0.67340390,0.00266313,2.16144545,0.06307817,1.70292982,1.97182063,1.72038318
-5.49574787,6.60371943,1.23285333,0.67027223,0.00265695,2.20609130,0.06316941,1.73121532,2.02528817,1.75546712
-5.48974487,6.72318141,1.24598433,0.66747805,0.00265366,2.24560239,0.06329985,1.76325952,2.07519760,1.78617229
-5.48374187,6.83996931,1.26168707,0.66524987,0.00265375,2.27996284,0.06348441,1.79961094,2.12140854,1.81243830
-5.47773887,6.95494607,1.28032806,0.66379538,0.00265762,2.30924126,0.06373890,1.84075813,2.16384834,1.83427752
-5.47173587,7.06898253,1.30220715,0.66329423,0.00266559,2.33358426,0.06407931,1.88710471,2.20250886,1.85177181
-5.46573287,7.18290431,1.32754177,0.66389159,0.00267786,2.35320761,0.06452104,1.93894556,2.23744077,1.86506707
-5.45972986,7.29743897,1.35645339,0.66569283,0.00269452,2.36838558,0.06507819,1.99644509,2.26874593,1.87436596
-5.45372686,7.41316601,1.38895707,0.66875937,0.00271556,2.37943893,0.06576281,2.05961881,2.29656812,1.87991915
-5.44772386,7.53047217,1.42495434,0.67310603,0.00274084,2.38672222,0.06658421,2.12831883,2.32108268,1.88201537
-5.44172086,7.64951427,1.46422992,0.67869975,0.00277012,2.39061084,0.06754842,2.20222428,2.34248557,1.88097090
-5.43571786,7.77019145,1.50645247,0.68545995,0.00280306,2.39148854,0.06865773,2.28083705,2.36098249,1.87711881
-5.42971486,7.89212831,1.55117928,0.69326037,0.00283922,2.38973578,0.06991040,2.36348332,2.37677847,1.87079845
-5.42371186,8.01466975,1.59786497,0.70193230,0.00287808,2.38571947,0.07130049,2.44932102,2.39006862,1.86234573
-5.41770885,8.13688800,1.64587371,0.71126922,0.00291906,2.37978431,0.07281788,2.53735306,2.40103028,1.85208437
-5.41170585,8.25760136,1.69449476,0.72103257,0.00296151,2.37224607,0.07444838,2.62644615,2.40981697,1.84031850
-5.40570285,8.37540401,1.74296057,0.73095848,0.00300474,2.36338669,0.07617399,2.71535457,2.41655432,1.82732688
-5.39969985,8.48870550,1.79046693,0.74076523,0.00304803,2.35345137,0.07797332,2.80274820,2.42133800,1.81335861
-5.39369685,8.59577804,1.83619451,0.75016124,0.00309062,2.34264734,0.07982201,2.88724399,2.42423369,1.79863059
-5.38769385,8.69480966,1.87933096,0.75885331,0.00313173,2.33114418,0.08169329,2.96743984,2.42527875,1.78332643
-5.38169085,8.78396087,1.91909281,0.76655476,0.00317060,2.31907530,0.08355854,3.04194978,2.42448552,1.76759673
-5.37568784,8.86142251,1.95474664,0.77299347,0.00320643,2.30654034,0.08538790,3.10943940,2.42184582,1.75156051
-5.36968484,8.92547259,1.98562866,0.77791935,0.00323846,2.29360822,0.08715086,3.16866046,2.41733628,1.73530758
-5.36368184,8.97452998,2.01116231,0.78111124,0.00326592,2.28032035,0.08881684,3.21848348,2.41092422,1.71890143
-5.35767884,9.00720314,2.03087323,0.78238297,0.00328808,2.26669407,0.09035578,3.25792761,2.40257366,1.70238259
-5.35167584,9.02233258,2.04440139,0.78158851,0.00330424,2.25272581,0.09173868,3.28618667,2.39225116,1.68577215
-5.34567284,9.01902582,2.05151010,0.77862609,0.00331376,2.23839424,0.09293813,3.30265094,2.37993129,1.66907518
-5.33966983,8.99668441,2.05209169,0.77344133,0.00331604,2.22366303,0.09392880,3.30692390,2.36560145,1.65228401
-5.33366683,8.95502248,2.04617002,0.76602924,0.00331058,2.20848354,0.09468790,3.29883384,2.34926602,1.63538134
-5.32766383,8.89407723,2.03389973,0.75643514,0.00329696,2.19279734,0.09519566,3.27843998,2.33094972,1.61834296
-5.32166083,8.81421147,2.01556264,0.74475458,0.00327488,2.17653875,0.09543573,3.24603308,2.31070016,1.60114021
-5.31565783,8.71610896,1.99156135,0.73113231,0.00324417,2.15963756,0.09539558,3.20213082,2.28858973,1.58374224
-5.30965483,8.60076326,1.96241057,0.71576023,0.00320478,2.14202197,0.09506689,3.14746810,2.26471673,1.56611801
-5.30365183,8.46946093,1.92872639,0.69887459,0.00315683,2.12362181,0.09444582,3.08298266,2.23920603,1.54823823
-5.29764882,8.32375992,1.89121394,0.68075233,0.00310060,2.10437221,0.09353338,3.00979659,2.21220917,1.53007716
-5.29164582,8.16546404,1.85065383,0.66170673,0.00303655,2.08421759,0.09233555,2.92919416,2.18390413,1.51161444
-5.28564282,7.99659402,1.80788766,0.64208242,0.00296530,2.06311590,0.09086344,2.84259670,2.15449468,1.49283695
-5.27963982,7.81935610,1.76380298,0.62224975,0.00288762,2.04104315,0.08913334,2.75153507,2.12420954,1.47374066
-5.27363682,7.63610837,1.71931791,0.60259872,0.00280448,2.01799779,0.08716662,2.65762026,2.09330117,1.45433255
-5.26763382,7.44932536,1.67536572,0.58353229,0.00271694,1.99400503,0.08498955,2.56251298,2.06204434,1.43463241
-5.26163082,7.26156125,1.63287941,0.56545936,0.00262624,1.96912067,0.08263294,2.46789244,2.03073430,1.41467467
-5.25562781,7.07541172,1.59277655,0.54878733,0.00253367,1.94343427,0.08013175,2.37542528,1.99968459,1.39450996
-5.24962481,6.89347479,1.55594436,0.53391439,0.00244062,1.91707148,0.07752443,2.28673468,1.96922437,1.37420639
-5.24362181,6.71831065,1.52322509,0.52122155,0.00234851,1.89019518,0.07485227,2.20337055,1.93969521,1.35385046
-5.23761881,6.55240079,1.49540175,0.51106457,0.00225877,1.86300543,0.07215858,2.12678079,1.91144717,1.33354746
-5.23161581,6.39810647,1.47318413,0.50376589,0.00217281,1.83573792,0.06948780,2.05828435,1.88483425,1.31342121
-5.22561281,6.25762711,1.45719536,0.49960674,0.00209196,1.80866091,0.06688453,1.99904625,1.86020893,1.29361304
-5.21960980,6.13295875,1.44795884,0.49881959,0.00201746,1.78207055,0.06439259,1.95005490,1.83791599,1.27427997
-5.21360680,6.02585338,1.44588590,0.50158111,0.00195043,1.75628473,0.06205393,1.91210224,1.81828546,1.25559200
-5.20760380,5.93777978,1.45126423,0.50800596,0.00189181,1.73163537,0.05990777,1.88576692,1.80162475,1.23772844
-5.20160080,5.86988682,1.46424756,0.51814161,0.00184239,1.70845938,0.05798958,1.87140096,1.78821020,1.22087333
-5.19559780,5.82297017,1.48484672,0.53196446,0.00180272,1.68708858,0.05633029,1.86912028,1.77827805,1.20521002
-5.18959480,5.79744372,1.51292274,0.54937747,0.00177317,1.66783863,0.05495549,1.87879951,1.77201516,1.19091499
-5.18359180,5.79331696,1.54818230,0.57020963,0.00175386,1.65099767,0.05388488,1.90007152,1.76954980,1.17815109
-5.17758879,5.81017962,1.59017610,0.59421737,0.00174471,1.63681464,0.05313170,1.93233190,1.77094284,1.16706046
-5.17158579,5.84719489,1.63830072,0.62108817,0.00174538,1.62548820,0.05270249,1.97474883,1.77617977,1.15775736
-5.16558279,5.90310247,1.69180434,0.65044640,0.00175537,1.61715628,0.05259685,2.02627849,1.78516400,1.15032125
-5.15957979,5.97623251,1.74979673,0.68186132,0.00177395,1.61188717,0.05280753,2.08568602,1.79771206,1.14479058
-5.15357679,6.06453109,1.81126383,0.71485736,0.00180024,1.60967238,0.05332052,2.15157202,1.81355093,1.14115746
-5.14757379,6.16559782,1.87508694,0.74892630,0.00183321,1.61042185,0.05411551,2.22240427,1.83231816,1.13936379
-5.14157079,6.27673539,1.94006646,0.78354112,0.00187175,1.61396190,0.05516630,2.29655414,1.85356498,1.13929906
-5.13556778,6.39501068,2.00494983,0.81817125,0.00191466,1.62003628,0.05644155,2.37233695,1.87676278,1.14080019
-5.12956478,6.51732615,2.06846315,0.85229853,0.00196071,1.62831048,0.05790558,2.44805538,1.90131292,1.14365354
-5.12356178,6.64050014,2.12934568,0.88543356,0.00200870,1.63837935,0.05951924,2.52204468,1.92655999,1.14759926
-5.11755878,6.76135363,2.18638612,0.91713165,0.00205746,1.64977801,0.06124100,2.59271839,1.95180812,1.15233796
-5.11155578,6.87680104,2.23845963,0.94700790,0.00210592,1.66199576,0.06302803,2.65861310,1.97634003,1.15753950
-5.10555278,6.98394181,2.28456413,0.97475068,0.00215314,1.67449245,0.06483731,2.71843063,1.99943827,1.16285375
-5.09954977,7.08014960,2.32385450,1.00013302,0.00219831,1.68671699,0.06662679,2.77107624,2.02040774,1.16792281
-5.09354677,7.16315559,2.35567331,1.02302129,0.00224082,1.69812691,0.06835651,2.81569122,2.03859880,1.17239424
-5.08754377,7.23112243,2.37957661,1.04338081,0.00228024,1.70820853,0.06998966,2.85167874,2.05342992,1.17593476
-5.08154077,7.28270580,2.39535364,1.06127812,0.00231635,1.71649651,0.07149353,2.87872168,2.06440885,1.17824362
-5.07553777,7.31710062,2.40303942,1.07687962,0.00234911,1.72259219,0.07284033,2.89679172,2.07115148,1.17906515
-5.06953477,7.33406984,2.40291938,1.09044665,0.00237871,1.72617955,0.07400788,2.90614922,2.07339729,1.17819981
-5.06353177,7.33395417,2.39552569,1.10232712,0.00240549,1.72703834,0.07498011,2.90733365,2.07102082,1.17551303
-5.05752876,7.31766202,2.38162511,1.11294388,0.00242995,1.72505340,0.07574731,2.90114496,2.06403846,1.17094157
-5.05152576,7.28663969,2.36219855,1.12278040,0.00245273,1.72022003,0.07630625,2.88861633,2.05261019,1.16449682
-5.04552276,7.24282283,2.33841311,1.13236407,0.00247454,1.71264485,0.07665999,2.87097935,2.03703616,1.15626508
-5.03951976,7.18857075,2.31158726,1.14224791,0.00249616,1.70254230,0.07681755,2.84962293,2.01774814,1.14640457
-5.03351676,7.12658626,2.28315066,1.15299122,0.00251835,1.69022683,0.07679334,2.82604723,1.99529627,1.13513942
-5.02751376,7.05982397,2.25459975,1.16513999,0.00254186,1.67610118,0.07660646,2.80181447,1.97033157,1.12275087
-5.02151076,6.99139069,2.22745102,1.17920772,0.00256736,1.66064131,0.07627976,2.77849836,1.94358496,1.10956618
-5.01550775,6.92444167,2.20319333,1.19565735,0.00259540,1.64437868,0.07583892,2.75763375,1.91584375,1.09594574
-5.00950475,6.86207681,2.18324136,1.21488488,0.00262641,1.62788064,0.07531134,2.74066856,1.88792645,1.08226896
-5.00350175,6.80724057,2.16889147,1.23720537,0.00266065,1.61172989,0.07472507,2.72891937,1.86065700,1.06891971
-4.99749875,6.76262922,2.16128189,1.26284160,0.00269819,1.59650373,0.07410776,2.72353217,1.83483943,1.05627192
-4.99149575,6.73060878,2.16135827,1.29191591,0.00273894,1.58275421,0.07348566,2.72544961,1.81123379,1.04467596
-4.98549275,6.71314616,2.16984596,1.32444533,0.00278262,1.57098959,0.07288267,2.73538557,1.79053439,1.03444641
-4.97948974,6.71175576,2.18722972,1.36034024,0.00282876,1.56165817,0.07231963,2.75380776,1.77335082,1.02585165
-4.97348674,6.72746288,2.21374150,1.39940643,0.00287679,1.55513467,0.07181367,2.78092870,1.76019258,1.01910570
-4.96748374,6.76078455,2.24935647,1.44135055,0.00292598,1.55170983,0.07137780,2.81670518,1.75145745,1.01436249
-4.96148074,6.81172789,2.29379733,1.48578859,0.00297553,1.55158323,0.07102064,2.86084585,1.74742404,1.01171265
-4.95547774,6.87980535,2.34654645,1.53225728,0.00302460,1.55485964,0.07074640,2.91282647,1.74824847,1.01118294
-4.94947474,6.96406539,2.40686523,1.58022766,0.00307234,1.56154867,0.07055496,2.97191208,1.75396511,1.01273806
-4.94347174,7.06313715,2.47381991,1.62912072,0.00311793,1.57156767,0.07044219,3.03718498,1.76449117,1.01628469
-4.93746873,7.17528663,2.54631254,1.67832415,0.00316063,1.58474751,0.07040033,3.10757751,1.77963480,1.02167745
-4.93146573,7.29848204,2.62311622,1.72720994,0.00319981,1.60084100,0.07041857,3.18190818,1.79910634,1.02872646
-4.92546273,7.43046562,2.70291296,1.77515200,0.00323497,1.61953346,0.07048362,3.25891988,1.82253208,1.03720611
-4.91945973,7.56882900,2.78433306,1.82154332,0.00326578,1.64045500,0.07058040,3.33731875,1.84947020,1.04686463
-4.91345673,7.71108956,2.86599451,1.86581189,0.00329209,1.66319410,0.07069273,3.41581231,1.87942819,1.05743410
-4.90745373,7.85476489,2.94654117,1.90743513,0.00331393,1.68731189,0.07080396,3.49314552,1.91188119,1.06864048
-4.90145073,7.99744302,3.02467851,1.94595197,0.00333150,1.71235684,0.07089761,3.56813368,1.94629074,1.08021339
-4.89544772,8.13684618,3.09920596,1.98097248,0.00334519,1.73787922,0.07095794,3.63969109,1.98212329,1.09189524
-4.88944472,8.27088631,3.16904489,2.01218467,0.00335553,1.76344503,0.07097040,3.70685469,2.01886797,1.10344960
-4.88344172,8.39771089,3.23326165,2.03935821,0.00336317,1.78864897,0.07092205,3.76880208,2.05605315,1.11466834
-4.87743872,8.51573812,3.29108526,2.06234517,0.00336887,1.81312604,0.07080181,3.82486371,2.09326124,1.12537766
-4.87143572,8.62368099,3.34191962,2.08107777,0.00337342,1.83656160,0.07060064,3.87452908,2.13014133,1.13544267
-4.86543272,8.72056030,3.38535013,2.09556349,0.00337766,1.85869945,0.07031164,3.91744734,2.16641946,1.14477056
-4.85942971,8.80570690,3.42114519,2.10587787,0.00338238,1.87934791,0.06993000,3.95342261,2.20190597,1.15331224
-4.85342671,8.87875439,3.44925300,2.11215541,0.00338834,1.89838369,0.06945295,3.98240492,2.23650011,1.16106261
-4.84742371,8.93962314,3.46979414,2.11457922,0.00339620,1.91575348,0.06887957,4.00447750,2.27019143,1.16805931
-4.84142071,8.98849754,3.48305087,2.11337007,0.00340649,1.93147332,0.06821060,4.01984148,2.30305825,1.17438024
-4.83541771,9.02579791,3.48945374,2.10877529,0.00341960,1.94562579,0.06744820,4.02879912,2.33526314,1.18013985
-4.82941471,9.05214915,3.48956648,2.10105830,0.00343578,1.95835515,0.06659568,4.03173661,2.36704559,1.18548434
-4.82341171,9.06834759,3.48406971,2.09048927,0.00345510,1.96986073,0.06565733,4.02910729,2.39871218,1.19058607
-4.81740870,9.07532795,3.47374435,2.07733729,0.00347747,1.98038860,0.06463809,4.02141639,2.43062443,1.19563716
-4.81140570,9.07413157,3.45945505,2.06186445,0.00350265,1.99022198,0.06354345,4.00920767,2.46318488,1.20084260
-4.80540270,9.06587690,3.44213415,2.04432197,0.00353026,1.99967061,0.06237925,3.99305250,2.49682153,1.20641303
-4.79939970,9.05173311,3.42276623,2.02494839,0.00355980,2.00905934,0.06115157,3.97354152,2.53197124,1.21255730
-4.79339670,9.03289668,3.40237336,2.00396977,0.00359069,2.01871622,0.05986673,3.95127869,2.56906238,1.21947501
-4.78739370,9.01057112,3.38200093,1.98160142,0.00362231,2.02896047,0.05853118,3.92687745,2.60849712,1.22734915
-4.78139070,8.98594910,3.36270369,1.95805106,0.00365401,2.04009047,0.05715161,3.90095832,2.65063380,1.23633902
-4.77538769,8.96019626,3.34553183,1.93352260,0.00368514,2.05237207,0.05573496,3.87414735,2.69576974,1.24657348
-4.76938469,8.93443586,3.33151657,1.90822025,0.00371512,2.06602755,0.05428848,3.84707449,2.74412483,1.25814474
-4.76338169,8.90973331,3.32165517,1.88235235,0.00374342,2.08122527,0.05281982,3.82037123,2.79582635,1.27110276
-4.75737869,8.88707974,3.31689497,1.85613434,0.00376961,2.09807053,0.05133708,3.79466668,2.85089541,1.28545035
-4.75137569,8.86737422,3.31811645,1.82979057,0.00379336,2.11659760,0.04984883,3.77058164,2.90923547,1.30113928
-4.74537269,8.85140436,3.32611547,1.80355465,0.00381445,2.13676349,0.04836416,3.74872031,2.97062335,1.31806736
-4.73936968,8.83982553,3.34158495,1.77766804,0.00383278,2.15844348,0.04689258,3.72965960,3.03470331,1.33607682
-4.73336668,8.83313942,3.36509662,1.75237710,0.00384832,2.18142886,0.04544398,3.71393622,3.10098448,1.35495412
-4.72736368,8.83167305,3.39708340,1.72792854,0.00386117,2.20542710,0.04402848,3.70203216,3.16884246,1.37443127
-4.72136068,8.83555968,3.43782347,1.70456371,0.00387145,2.23006466,0.04265628,3.69435923,3.23752499,1.39418902
-4.71535768,8.84472324,3.48742686,1.68251204,0.00387934,2.25489262,0.04133746,3.69124370,3.30616250,1.41386177
-4.70935468,8.85886820,3.54582558,1.66198418,0.00388503,2.27939531,0.04008174,3.69291209,3.37378331,1.43304452
-4.70335168,8.87747634,3.61276820,1.64316530,0.00388869,2.30300181,0.03889826,3.69947920,3.43933366,1.45130159
-4.69734867,8.89981212,3.68781968,1.62620918,0.00389048,2.32510026,0.03779541,3.71093947,3.50170223,1.46817720
-4.69134567,8.92493733,3.77036688,1.61123343,0.00389047,2.34505464,0.03678055,3.72716257,3.55974878,1.48320756
-4.68534267,8.95173578,3.85963018,1.59831634,0.00388869,2.36222369,0.03585994,3.74789385,3.61233607,1.49593425
-4.67933967,8.97894769,3.95468093,1.58749559,0.00388508,2.37598122,0.03503857,3.77276008,3.65836410,1.50591839
-4.67333667,9.00521280,4.05446442,1.57876889,0.00387951,2.38573723,0.03432013,3.80128034,3.69680562,1.51275518
-4.66733367,9.02912094,4.15782754,1.57209665,0.00387179,2.39095910,0.03370701,3.83288202,3.72674143,1.51608815
-4.66133067,9.04926763,4.26355000,1.56740642,0.00386165,2.39119171,0.03320033,3.86692087,3.74739407,1.51562267
-4.65532766,9.06431228,4.37037774,1.56459878,0.00384879,2.38607597,0.03280008,3.90270449,3.75815847,1.51113789
-4.64932466,9.07303600,4.47705701,1.56355437,0.00383290,2.37536463,0.03250526,3.93951776,3.75862818,1.50249678
-4.64332166,9.07439601,4.58236746,1.56414141,0.00381367,2.35893481,0.03231401,3.97664897,3.74861582,1.48965359
