energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.70585293,2.32444028,0.15359460,0.00442786,0.26417404,0.48669564,0.51188432,0.02025176,1.26073840
-5.69984992,2.30345428,0.15464400,0.00457768,0.26301678,0.48236443,0.50645896,0.02005406,1.24923574
-5.69384692,2.29189918,0.15701313,0.00477640,0.26241644,0.48066075,0.50339618,0.01999157,1.24264660
-5.68784392,2.29010239,0.16064574,0.00502508,0.26234039,0.48159282,0.50283870,0.02007108,1.24115558
-5.68184092,2.29820722,0.16546594,0.00532436,0.26274189,0.48513602,0.50487994,0.02029671,1.24485245
-5.67583792,2.31617832,0.17137997,0.00567445,0.26356219,0.49123514,0.50956296,0.02066995,1.25373549
-5.66983492,2.34380875,0.17827811,0.00607508,0.26473300,0.49980652,0.51688005,0.02118965,1.26771540
-5.66383192,2.38072793,0.18603661,0.00652547,0.26617889,0.51073979,0.52677271,0.02185204,1.28661954
-5.65782891,2.42640931,0.19451977,0.00702431,0.26781975,0.52389911,0.53913207,0.02265078,1.31019581
-5.65182591,2.48017757,0.20358190,0.00756964,0.26957302,0.53912372,0.55379953,0.02357701,1.33811592
-5.64582291,2.54121493,0.21306929,0.00815888,0.27135573,0.55622788,0.57056780,0.02461942,1.36997810
-5.63981991,2.60856684,0.22282211,0.00878867,0.27308623,0.57500030,0.58918228,0.02576432,1.40530898
-5.63381691,2.68114731,0.23267629,0.00945489,0.27468553,0.59520319,0.60934297,0.02699571,1.44356536
-5.62781391,2.75774490,0.24246540,0.01015252,0.27607844,0.61657117,0.63070717,0.02829546,1.48413584
-5.62181091,2.83702983,0.25202259,0.01087566,0.27719423,0.63881052,0.65289294,0.02964340,1.52634318
-5.61580790,2.91756368,0.26118251,0.01161746,0.27796717,0.66159891,0.67548377,0.03101762,1.56944781
-5.60980490,2.99781225,0.26978342,0.01237015,0.27833677,0.68458600,0.69803439,0.03239464,1.61265316
-5.60380190,3.07616275,0.27766939,0.01312504,0.27824791,0.70739546,0.72007795,0.03374986,1.65511343
-5.59779890,3.15094587,0.28469264,0.01387264,0.27765096,0.72962827,0.74113456,0.03505787,1.69594407
-5.59179590,3.22046301,0.29071597,0.01460274,0.27650181,0.75086789,0.76072113,0.03629296,1.73423538
-5.58579290,3.28301881,0.29561535,0.01530462,0.27476208,0.77068702,0.77836234,0.03742965,1.76906926
-5.57978989,3.33695835,0.29928243,0.01596724,0.27239941,0.78865621,0.79360251,0.03844330,1.79953885
-5.57378689,3.38070826,0.30162713,0.01657950,0.26938796,0.80435387,0.80601801,0.03931066,1.82477068
-5.56778389,3.41282038,0.30258002,0.01713054,0.26570900,0.81737752,0.81522968,0.04001056,1.84394862
-5.56178089,3.43201638,0.30209447,0.01761006,0.26135175,0.82735587,0.82091501,0.04052449,1.85633873
-5.55577789,3.43723141,0.30014844,0.01800866,0.25631430,0.83396114,0.82281923,0.04083719,1.86131398
-5.54977489,3.42765477,0.29674585,0.01831816,0.25060459,0.83692112,0.82076513,0.04093717,1.85837771
-5.54377189,3.40276545,0.29191734,0.01853195,0.24424137,0.83603027,0.81466083,0.04081713,1.84718453
-5.53776888,3.36236075,0.28572040,0.01864524,0.23725513,0.83115945,0.80450530,0.04047426,1.82755767
-5.53176588,3.30657609,0.27823883,0.01865535,0.22968877,0.82226353,0.79039114,0.03991042,1.79950167
-5.52576288,3.23589476,0.26958146,0.01856185,0.22159808,0.80938658,0.77250457,0.03913220,1.76320964
-5.51975988,3.15114670,0.25988014,0.01836673,0.21305181,0.79266417,0.75112234,0.03815078,1.71906446
-5.51375688,3.05349589,0.24928702,0.01807440,0.20413140,0.77232268,0.72660577,0.03698171,1.66763370
-5.50775388,2.94441656,0.23797132,0.01769171,0.19493022,0.74867547,0.69939210,0.03564444,1.60965821
-5.50175088,2.82565881,0.22611547,0.01722777,0.18555238,0.72211604,0.66998327,0.03416188,1.54603477
-5.49574787,2.69920489,0.21391096,0.01669382,0.17611110,0.69310836,0.63893279,0.03255969,1.47779336
-5.48974487,2.56721777,0.20155384,0.01610292,0.16672658,0.66217485,0.60683099,0.03086563,1.40606988
-5.48374187,2.43198383,0.18924019,0.01546967,0.15752359,0.62988226,0.57428929,0.02910879,1.33207555
-5.47773887,2.29585184,0.17716163,0.01480983,0.14862867,0.59682623,0.54192397,0.02731878,1.25706389
-5.47173587,2.16117054,0.16550094,0.01413990,0.14016720,0.56361498,0.51034010,0.02552498,1.18229679
-5.46573287,2.03022693,0.15442811,0.01347676,0.13226025,0.53085278,0.48011602,0.02375581,1.10901084
-5.45972986,1.90518741,0.14409671,0.01283718,0.12502149,0.49912375,0.45178900,0.02203804,1.03838503
-5.45372686,1.78804362,0.13464081,0.01223749,0.11855413,0.46897657,0.42584230,0.02039619,0.97151099
-5.44772386,1.68056464,0.12617254,0.01169312,0.11294807,0.44091066,0.40269414,0.01885202,0.90936665
-5.44172086,1.58425666,0.11878015,0.01121830,0.10827732,0.41536402,0.38268860,0.01742419,0.85279403
-5.43571786,1.50033124,0.11252685,0.01082573,0.10459773,0.39270325,0.36608890,0.01612789,0.80248168
-5.42971486,1.42968251,0.10745020,0.01052633,0.10194525,0.37321591,0.35307282,0.01497474,0.75895211
-5.42371186,1.37287375,0.10356211,0.01032903,0.10033458,0.35710525,0.34373054,0.01397270,0.72255425
-5.41770885,1.33013313,0.10084956,0.01024059,0.09975843,0.34448748,0.33806468,0.01312608,0.69346102
-5.41170585,1.30135838,0.09927569,0.01026553,0.10018729,0.33539157,0.33599257,0.01243571,0.67167166
-5.40570285,1.28612985,0.09878150,0.01040603,0.10156986,0.32976125,0.33735050,0.01189912,0.65701858
-5.39969985,1.28373122,0.09928795,0.01066196,0.10383403,0.32745943,0.34189986,0.01151080,0.64917820
-5.39369685,1.29317708,0.10069840,0.01103088,0.10688844,0.32827452,0.34933499,0.01126255,0.64768548
-5.38769385,1.31324638,0.10290138,0.01150811,0.11062459,0.33192862,0.35929244,0.01114381,0.65195129
-5.38169085,1.34252082,0.10577356,0.01208687,0.11491953,0.33808721,0.37136152,0.01114204,0.66128236
-5.37568784,1.37942700,0.10918290,0.01275833,0.11963889,0.34637015,0.38509573,0.01124317,0.67490294
-5.36968484,1.42228127,0.11299188,0.01351188,0.12464034,0.35636367,0.40002490,0.01143197,0.69197776
-5.36368184,1.46933611,0.11706072,0.01433520,0.12977737,0.36763289,0.41566777,0.01169246,0.71163566
-5.35767884,1.51882693,0.12125058,0.01521459,0.13490315,0.37973477,0.43154457,0.01200833,0.73299316
-5.35167584,1.56901793,0.12542663,0.01613509,0.13987454,0.39223093,0.44718931,0.01236330,0.75517759
-5.34567284,1.61824611,0.12946087,0.01708082,0.14455592,0.40470009,0.46216157,0.01274150,0.77734914
-5.33966983,1.66496206,0.13323475,0.01803522,0.14882296,0.41674973,0.47605728,0.01312780,0.79872130
-5.33366683,1.70776667,0.13664149,0.01898137,0.15256591,0.42802671,0.48851827,0.01350810,0.81857923
-5.32766383,1.74544267,0.13958798,0.01990229,0.15569258,0.43822632,0.49924039,0.01386961,0.83629569
-5.32166083,1.77698034,0.14199631,0.02078126,0.15813067,0.44709981,0.50797973,0.01420108,0.85134404
-5.31565783,1.80159659,0.14380494,0.02160219,0.15982954,0.45445978,0.51455707,0.01449296,0.86330825
-5.30965483,1.81874714,0.14496932,0.02234996,0.16076120,0.46018364,0.51886014,0.01473756,0.87188952
-5.30365183,1.82813152,0.14546217,0.02301074,0.16092066,0.46421474,0.52084384,0.01492915,0.87690956
-5.29764882,1.82969101,0.14527332,0.02357232,0.16032544,0.46656133,0.52052845,0.01506397,0.87831054
-5.29164582,1.82359972,0.14440910,0.02402445,0.15901451,0.46729341,0.51799585,0.01514025,0.87615179
-5.28564282,1.81024942,0.14289150,0.02435905,0.15704638,0.46653758,0.51338401,0.01515816,0.87060352
-5.27963982,1.79022890,0.14075687,0.02457050,0.15449685,0.46447015,0.50688000,0.01511968,0.86193787
-5.27363682,1.76429868,0.13805445,0.02465579,0.15145610,0.46130889,0.49871183,0.01502851,0.85051772
-5.26763382,1.73336216,0.13484470,0.02461460,0.14802556,0.45730367,0.48913952,0.01488986,0.83678359
-5.26163082,1.69843445,0.13119744,0.02444941,0.14431452,0.45272648,0.47844561,0.01471027,0.82123927
-5.25562781,1.66060983,0.12718988,0.02416538,0.14043669,0.44786128,0.46692576,0.01449738,0.80443662
-5.24962481,1.62102915,0.12290471,0.02377029,0.13650681,0.44299394,0.45487951,0.01425964,0.78695991
-5.24362181,1.58084815,0.11842809,0.02327432,0.13263742,0.43840281,0.44260174,0.01400613,0.76941036
-5.23761881,1.54120758,0.11384770,0.02268978,0.12893594,0.43435020,0.43037500,0.01374622,0.75239111
-5.23161581,1.50320591,0.10925095,0.02203077,0.12550209,0.43107494,0.41846295,0.01348936,0.73649296
-5.22561281,1.46787526,0.10472320,0.02131278,0.12242573,0.42878641,0.40710515,0.01324480,0.72228133
-5.21960980,1.43616078,0.10034616,0.02055220,0.11978514,0.42765994,0.39651310,0.01302136,0.71028434
-5.21360680,1.40890391,0.09619642,0.01976592,0.11764578,0.42783371,0.38686780,0.01282721,0.70098241
-5.20760380,1.38682934,0.09234418,0.01897075,0.11605948,0.42940715,0.37831850,0.01266966,0.69479929
-5.20160080,1.37053576,0.08885204,0.01818298,0.11506404,0.43244059,0.37098285,0.01255499,0.69209460
-5.19559780,1.36049000,0.08577410,0.01741788,0.11468321,0.43695608,0.36494803,0.01248830,0.69315783
-5.18959480,1.35702448,0.08315512,0.01668927,0.11492699,0.44293920,0.36027283,0.01247343,0.69820381
-5.18359180,1.36033747,0.08102993,0.01600915,0.11579215,0.45034161,0.35699056,0.01251280,0.70736969
-5.17758879,1.37049605,0.07942302,0.01538737,0.11726304,0.45908404,0.35511235,0.01260746,0.72071324
-5.17158579,1.38744130,0.07834830,0.01483140,0.11931250,0.46905974,0.35463097,0.01275699,0.73821269
-5.16558279,1.41099560,0.07780913,0.01434621,0.12190287,0.48013803,0.35552467,0.01295961,0.75976797
-5.15957979,1.44087181,0.07779846,0.01393417,0.12498719,0.49216789,0.35776119,0.01321219,0.78520344
-5.15357679,1.47668425,0.07829934,0.01359512,0.12851037,0.50498159,0.36130159,0.01351038,0.81427227
-5.14757379,1.51796116,0.07928550,0.01332649,0.13241045,0.51839818,0.36610395,0.01384876,0.84666220
-5.14157079,1.56415889,0.08072228,0.01312350,0.13662000,0.53222696,0.37212673,0.01422099,0.88200312
-5.13556778,1.61467725,0.08256766,0.01297948,0.14106740,0.54627087,0.37933190,0.01462007,0.91987596
-5.12956478,1.66887624,0.08477363,0.01288619,0.14567839,0.56032989,0.38768764,0.01503855,0.95982316
-5.12356178,1.72609359,0.08728760,0.01283422,0.15037746,0.57420442,0.39717060,0.01546878,1.00136031
-5.11755878,1.78566295,0.09005403,0.01281343,0.15508940,0.58769877,0.40776784,0.01590324,1.04398880
-5.11155578,1.84693212,0.09301614,0.01281338,0.15974088,0.60062462,0.41947811,0.01633476,1.08720903
-5.10555278,1.90928088,0.09611765,0.01282376,0.16426186,0.61280452,0.43231272,0.01675683,1.13053384
-5.09954977,1.97213764,0.09930449,0.01283482,0.16858713,0.62407534,0.44629571,0.01716385,1.17350157
-5.09354677,2.03499428,0.10252646,0.01283773,0.17265764,0.63429156,0.46146347,0.01755134,1.21568826
-5.08754377,2.09741846,0.10573870,0.01282487,0.17642166,0.64332831,0.47786347,0.01791616,1.25671840
-5.08154077,2.15906273,0.10890294,0.01279014,0.17983577,0.65108403,0.49555240,0.01825659,1.29627378
-5.07553777,2.21966975,0.11198850,0.01272908,0.18286562,0.65748252,0.51459337,0.01857240,1.33409993
-5.06953477,2.27907336,0.11497292,0.01263901,0.18548630,0.66247446,0.53505237,0.01886487,1.37000977
-5.06353177,2.33719518,0.11784222,0.01251898,0.18768245,0.66603810,0.55699403,0.01913671,1.40388437
-5.05752876,2.39403673,0.12059084,0.01236978,0.18944801,0.66817912,0.58047665,0.01939186,1.43567059
-5.05152576,2.44966736,0.12322110,0.01219370,0.19078563,0.66892972,0.60554678,0.01963530,1.46537585
-5.04552276,2.50420851,0.12574235,0.01199441,0.19170575,0.66834685,0.63223350,0.01987275,1.49306022
-5.03951976,2.55781507,0.12816984,0.01177661,0.19222544,0.66650968,0.66054259,0.02011031,1.51882626
-5.03351676,2.61065478,0.13052322,0.01154578,0.19236696,0.66351654,0.69045106,0.02035411,1.54280716
-5.02751376,2.66288686,0.13282495,0.01130781,0.19215628,0.65948130,0.72190211,0.02060989,1.56515389
-5.02151076,2.71464102,0.13509855,0.01106870,0.19162140,0.65452951,0.75480106,0.02088259,1.58602207
-5.01550775,2.76599817,0.13736690,0.01083418,0.19079076,0.64879443,0.78901245,0.02117600,1.60555920
-5.00950475,2.81697397,0.13965052,0.01060944,0.18969178,0.64241310,0.82435871,0.02149239,1.62389318
-5.00350175,2.86750624,0.14196617,0.01039885,0.18834949,0.63552274,0.86062044,0.02183226,1.64112251
-4.99749875,2.91744719,0.14432558,0.01020575,0.18678545,0.62825748,0.89753871,0.02219412,1.65730897
-4.99149575,2.96656096,0.14673454,0.01003231,0.18501693,0.62074559,0.93481927,0.02257441,1.67247290
-4.98549275,3.01452677,0.14919236,0.00987942,0.18305645,0.61310731,0.97213876,0.02296745,1.68659160
-4.97948974,3.06094775,0.15169169,0.00974667,0.18091160,0.60545321,1.00915276,0.02336558,1.69960068
-4.97348674,3.10536499,0.15421873,0.00963239,0.17858528,0.59788317,1.04550535,0.02375931,1.71139838
-4.96748374,3.14727621,0.15675384,0.00953382,0.17607616,0.59048585,1.08084003,0.02413767,1.72185249
-4.96148074,3.18615806,0.15927235,0.00944715,0.17337944,0.58333854,1.11481140,0.02448855,1.73080951
-4.95547774,3.22149104,0.16174577,0.00936787,0.17048792,0.57650748,1.14709714,0.02479917,1.73810549
-4.94947474,3.25278549,0.16414308,0.00929086,0.16739311,0.57004820,1.17740984,0.02505659,1.74357779
-4.94347174,3.27960745,0.16643210,0.00921079,0.16408647,0.56400612,1.20550786,0.02524819,1.74707728
-4.93746873,3.30160286,0.16858096,0.00912225,0.16056074,0.55841711,1.23120503,0.02536228,1.74848001
-4.93146573,3.31851874,0.17055939,0.00902012,0.15681110,0.55330791,1.25437826,0.02538853,1.74769795
-4.92546273,3.33022026,0.17233990,0.00889972,0.15283632,0.54869645,1.27497292,0.02531850,1.74468787
-4.91945973,3.33670251,0.17389870,0.00875706,0.14863964,0.54459199,1.29300550,0.02514597,1.73945814
-4.91345673,3.33809637,0.17521641,0.00858900,0.14422947,0.54099503,1.30856338,0.02486732,1.73207280
-4.90745373,3.33466803,0.17627841,0.00839340,0.13961981,0.53789702,1.32180149,0.02448172,1.72265278
-4.90145073,3.32681204,0.17707488,0.00816913,0.13483035,0.53528002,1.33293618,0.02399122,1.71137413
-4.89544772,3.31503808,0.17760063,0.00791617,0.12988635,0.53311616,1.34223625,0.02340079,1.69846334
-4.88944472,3.29995213,0.17785461,0.00763556,0.12481810,0.53136721,1.35001161,0.02271817,1.68418987
-4.88344172,3.28223284,0.17783919,0.00732934,0.11966023,0.52998422,1.35660007,0.02195368,1.66885636
-4.87743872,3.26260417,0.17755939,0.00700045,0.11445074,0.52890729,1.36235276,0.02111994,1.65278698
-4.87143572,3.24180565,0.17702198,0.00665259,0.10922984,0.52806575,1.36761891,0.02023142,1.63631439
-4.86543272,3.22056172,0.17623459,0.00629011,0.10403869,0.52737854,1.37273055,0.01930409,1.61976607
-4.85942971,3.19955140,0.17520489,0.00591776,0.09891806,0.52675513,1.37798802,0.01835488,1.60345061
-4.85342671,3.17938001,0.17393997,0.00554060,0.09390702,0.52609683,1.38364671,0.01740121,1.58764466
-4.84742371,3.16055388,0.17244580,0.00516374,0.08904167,0.52529857,1.38990574,0.01646048,1.57258103
-4.84142071,3.14345950,0.17072698,0.00479224,0.08435405,0.52425107,1.39689914,0.01554957,1.55843872
-4.83541771,3.12834771,0.16878667,0.00443092,0.07987117,0.52284343,1.40468965,0.01468442,1.54533507
-4.82941471,3.11532379,0.16662676,0.00408423,0.07561434,0.52096597,1.41326570,0.01387958,1.53332048
-4.82341171,3.10434358,0.16424825,0.00375613,0.07159866,0.51851323,1.42254136,0.01314786,1.52237593
-4.81740870,3.09521579,0.16165169,0.00345002,0.06783288,0.51538705,1.43235944,0.01250005,1.51241332
-4.81140570,3.08761028,0.15883788,0.00316865,0.06431945,0.51149953,1.44249747,0.01194468,1.50327852
-4.80540270,3.08107173,0.15580844,0.00291409,0.06105483,0.50677578,1.45267626,0.01148781,1.49475709
-4.79939970,3.07503810,0.15256645,0.00268771,0.05803007,0.50115629,1.46257076,0.01113298,1.48658230
-4.79339670,3.06886300,0.14911705,0.00249018,0.05523152,0.49459883,1.47182262,0.01088115,1.47844509
-4.78739370,3.06184105,0.14546781,0.00232151,0.05264172,0.48707985,1.48005409,0.01073074,1.47000566
-4.78139070,3.05323521,0.14162905,0.00218109,0.05024034,0.47859523,1.48688273,0.01067766,1.46090606
-4.77538769,3.04230499,0.13761387,0.00206770,0.04800523,0.46916037,1.49193627,0.01071552,1.45078348
-4.76938469,3.02833469,0.13343809,0.00197962,0.04591340,0.45880976,1.49486731,0.01083579,1.43928367
-4.76338169,3.01066057,0.12911995,0.00191472,0.04394195,0.44759590,1.49536719,0.01102802,1.42607404
-4.75737869,2.98869621,0.12467969,0.00187046,0.04206895,0.43558780,1.49317879,0.01128014,1.41085606
-4.75137569,2.96195526,0.12013895,0.00184406,0.04027414,0.42286901,1.48810767,0.01157877,1.39337645
-4.74537269,2.93007089,0.11552019,0.00183254,0.03853954,0.40953542,1.48003129,0.01190960,1.37343703
-4.73936968,2.89281141,0.11084598,0.00183280,0.03684985,0.39569288,1.46890611,0.01225770,1.35090267
-4.73336668,2.85009165,0.10613843,0.00184173,0.03519274,0.38145472,1.45477208,0.01260796,1.32570729
-4.72736368,2.80197959,0.10141856,0.00185626,0.03355894,0.36693930,1.43775461,0.01294546,1.29785765
-4.72136068,2.74869827,0.09670590,0.00187344,0.03194222,0.35226770,1.41806367,0.01325587,1.26743479
-4.71535768,2.69062255,0.09201810,0.00189053,0.03033924,0.33756153,1.39599005,0.01352585,1.23459311
-4.70935468,2.62827093,0.08737079,0.00190504,0.02874929,0.32294090,1.37189877,0.01374334,1.19955704
-4.70335168,2.56229245,0.08277751,0.00191476,0.02717391,0.30852267,1.34621974,0.01389792,1.16261536
-4.69734867,2.49344891,0.07824982,0.00191783,0.02561659,0.29441878,1.31943574,0.01398107,1.12411342
-4.69134567,2.42259294,0.07379753,0.00191277,0.02408226,0.28073484,1.29206812,0.01398632,1.08444330
-4.68534267,2.35064237,0.06942896,0.00189846,0.02257692,0.26756879,1.26466053,0.01390944,1.04403242
-4.67933967,2.27855175,0.06515131,0.00187419,0.02110720,0.25500972,1.23776114,0.01374850,1.00333073
-4.67333667,2.20728188,0.06097106,0.00183962,0.01967997,0.24313673,1.21190397,0.01350381,0.96279712
-4.66733367,2.13776840,0.05689425,0.00179477,0.01830201,0.23201792,1.18758998,0.01317787,0.92288533
-4.66133067,2.07089065,0.05292687,0.00174001,0.01697967,0.22170943,1.16526865,0.01277522,0.88403010
-4.65532766,2.00744206,0.04907501,0.00167599,0.01571867,0.21225458,1.14532088,0.01230219,0.84663383
-4.64932466,1.94810315,0.04534506,0.00160364,0.01452385,0.20368324,1.12804387,0.01176669,0.81105445
-4.64332166,1.89341867,0.04174377,0.00152406,0.01339910,0.19601125,1.11363892,0.01117782,0.77759505
-4.63731866,1.84377963,0.03827816,0.00143855,0.01234723,0.18924022,1.10220262,0.01054563,0.74649545
-4.63131566,1.79941137,0.03495541,0.00134847,0.01136998,0.18335756,1.09372213,0.00988071,0.71792635
-4.62531266,1.76036829,0.03178271,0.00125526,0.01046803,0.17833691,1.08807477,0.00919388,0.69198615
-4.61930965,1.72653554,0.02876696,0.00116033,0.00964106,0.17413892,1.08503225,0.00849586,0.66870062
-4.61330665,1.69763768,0.02591454,0.00106508,0.00888789,0.17071247,1.08426934,0.00779699,0.64802549
-4.60730365,1.67325417,0.02323099,0.00097080,0.00820662,0.16799629,1.08537673,0.00710698,0.62985167
-4.60130065,1.65284074,0.02072083,0.00087868,0.00759477,0.16592088,1.08787762,0.00643469,0.61401299
-4.59529765,1.63575581,0.01838730,0.00078977,0.00704952,0.16441086,1.09124715,0.00578799,0.60029607
-4.58929465,1.62129057,0.01623222,0.00070496,0.00656788,0.16338738,1.09493384,0.00517368,0.58845166
-4.58329165,1.60870130,0.01425589,0.00062498,0.00614695,0.16277076,1.09838197,0.00459740,0.57820714
-4.57728864,1.59724215,0.01245706,0.00055039,0.00578408,0.16248305,1.10105378,0.00406370,0.56927942
-4.57128564,1.58619700,0.01083300,0.00048158,0.00547714,0.16245051,1.10245029,0.00357603,0.56138759
-4.56528264,1.57490852,0.00937959,0.00041882,0.00522466,0.16260575,1.10212987,0.00313685,0.55426494
-4.55927964,1.56280325,0.00809149,0.00036222,0.00502606,0.16288959,1.09972341,0.00274776,0.54766952
-4.55327664,1.54941142,0.00696233,0.00031176,0.00488174,0.16325240,1.09494562,0.00240961,0.54139307
-4.54727364,1.53438086,0.00598497,0.00026733,0.00479320,0.16365501,1.08760179,0.00212263,0.53526778
-4.54127064,1.51748425,0.00515171,0.00022875,0.00476311,0.16406894,1.07758995,0.00188663,0.52917079
-4.53526763,1.49861995,0.00445457,0.00019576,0.00479531,0.16447625,1.06489843,0.00170107,0.52302617
-4.52926463,1.47780651,0.00388547,0.00016806,0.00489477,0.16486873,1.04959919,0.00156522,0.51680463
-4.52326163,1.45517150,0.00343648,0.00014533,0.00506746,0.16524673,1.03183754,0.00147826,0.51052095
-4.51725863,1.43093579,0.00309994,0.00012724,0.00532020,0.16561761,1.01181905,0.00143933,0.50422935
-4.51125563,1.40539407,0.00286861,0.00011343,0.00566044,0.16599391,0.98979447,0.00144762,0.49801731
-4.50525263,1.37889325,0.00273571,0.00010360,0.00609594,0.16639138,0.96604383,0.00150233,0.49199801
-4.49924962,1.35180973,0.00269494,0.00009740,0.00663446,0.16682701,0.94086055,0.00160272,0.48630195
-4.49324662,1.32452704,0.00274049,0.00009456,0.00728336,0.16731704,0.91453653,0.00174801,0.48106808
