energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.86193097,5.44318403,0.01672998,0.52312069,1.12479642,0.61470096,1.46713715,2.68249419,0.01159974,1.86963364
-5.85592796,5.42860543,0.01634055,0.51993875,1.11502143,0.61293930,1.45596831,2.68604062,0.01115337,1.86105905
-5.84992496,5.39641198,0.01587302,0.51431195,1.10049216,0.60927884,1.43816987,2.68217115,0.01070266,1.84628543
-5.84392196,5.34769886,0.01533353,0.50631056,1.08149307,0.60386370,1.41403756,2.67138702,0.01025261,1.82573568
-5.83791896,5.28379553,0.01472936,0.49604410,1.05837694,0.59686235,1.38396939,2.65428829,0.00980768,1.79990635
-5.83191596,5.20621760,0.01406879,0.48365715,1.03155343,0.58846166,1.34845191,2.63154874,0.00937171,1.76935261
-5.82591296,5.11661530,0.01336085,0.46932465,1.00147660,0.57886050,1.30804485,2.60388940,0.00894787,1.73467212
-5.81990995,5.01672012,0.01261512,0.45324673,0.96863160,0.56826314,1.26336465,2.57205142,0.00853858,1.69648831
-5.81390695,4.90829154,0.01184149,0.43564322,0.93352117,0.55687276,1.21506730,2.53676942,0.00814558,1.65543361
-5.80790395,4.79306532,0.01104988,0.41674820,0.89665230,0.54488521,1.16383118,2.49874608,0.00776989,1.61213297
-5.80190095,4.67270511,0.01025006,0.39680439,0.85852352,0.53248319,1.11034046,2.45862887,0.00741188,1.56718819
-5.79589795,4.54875887,0.00945139,0.37605783,0.81961327,0.51983127,1.05526931,2.41698990,0.00707131,1.52116358
-5.78989495,4.42262149,0.00866266,0.35475282,0.78036962,0.50707161,0.99926756,2.37430944,0.00674745,1.47457325
-5.78389195,4.29550483,0.00789186,0.33312719,0.74120162,0.49432083,0.94294811,2.33096387,0.00643913,1.42787049
-5.77788894,4.16841597,0.00714612,0.31140807,0.70247259,0.48166789,0.88687624,2.28721843,0.00614487,1.38143955
-5.77188594,4.04214441,0.00643154,0.28980824,0.66449536,0.46917323,0.83156124,2.24322514,0.00586296,1.33559005
-5.76588294,3.91725845,0.00575319,0.26852302,0.62752945,0.45686902,0.77745017,2.19902582,0.00559158,1.29055416
-5.75987994,3.79411059,0.00511503,0.24772784,0.59178037,0.44476062,0.72492406,2.15456025,0.00532892,1.24648673
-5.75387694,3.67285163,0.00451993,0.22757638,0.55740067,0.43282907,0.67429622,2.10967890,0.00507321,1.20346815
-5.74787394,3.55345253,0.00396975,0.20819948,0.52449263,0.42103451,0.62581279,2.06415988,0.00482289,1.16150986
-5.74187094,3.43573297,0.00346534,0.18970459,0.49311244,0.40932040,0.57965503,2.01772906,0.00457659,1.12056235
-5.73586793,3.31939512,0.00300670,0.17217586,0.46327544,0.39761827,0.53594336,1.97008263,0.00433326,1.08052506
-5.72986493,3.20406094,0.00259302,0.15567478,0.43496223,0.38585279,0.49474266,1.92091089,0.00409215,1.04125792
-5.72386193,3.08931127,0.00222284,0.14024130,0.40812524,0.37394699,0.45606866,1.86992226,0.00385283,1.00259391
-5.71785893,2.97472474,0.00189416,0.12589540,0.38269553,0.36182731,0.41989495,1.81686612,0.00361522,0.96435206
-5.71185593,2.85991477,0.00160454,0.11263892,0.35858945,0.34942826,0.38616040,1.76155360,0.00337954,0.92635038
-5.70585293,2.74456279,0.00135125,0.10045775,0.33571497,0.33669658,0.35477659,1.70387514,0.00314631,0.88841808
-5.69984992,2.62844629,0.00113136,0.08932405,0.31397736,0.32359464,0.32563508,1.64381402,0.00291626,0.85040658
-5.69384692,2.51146049,0.00094185,0.07919865,0.29328420,0.31010296,0.29861409,1.58145516,0.00269032,0.81219880
-5.68784392,2.39363273,0.00077968,0.07003339,0.27354942,0.29622177,0.27358465,1.51698886,0.00246956,0.77371651
-5.68184092,2.27512900,0.00064186,0.06177341,0.25469643,0.28197167,0.25041581,1.45070921,0.00225511,0.73492530
-5.67583792,2.15625282,0.00052553,0.05435923,0.23666029,0.26739323,0.22897902,1.38300732,0.00204809,0.69583718
-5.66983492,2.03743657,0.00042800,0.04772874,0.21938887,0.25254576,0.20915151,1.31435988,0.00184960,0.65651074
-5.66383192,1.91922603,0.00034676,0.04181889,0.20284318,0.23750523,0.19081875,1.24531343,0.00166066,0.61704903
-5.65782891,1.80225930,0.00027952,0.03656713,0.18699696,0.22236157,0.17387594,1.17646532,0.00148213,0.57759540
-5.65182591,1.68724121,0.00022420,0.03191263,0.17183551,0.20721546,0.15822880,1.10844230,0.00131471,0.53832754
-5.64582291,1.57491488,0.00017897,0.02779722,0.15735415,0.19217482,0.14379348,1.04187778,0.00115895,0.49945028
-5.63981991,1.46603180,0.00014220,0.02416607,0.14355622,0.17735111,0.13049605,0.97738888,0.00101516,0.46118743
-5.63381691,1.36132216,0.00011248,0.02096812,0.13045095,0.16285581,0.11827143,0.91555433,0.00088350,0.42377326
-5.62781391,1.26146683,0.00008859,0.01815640,0.11805127,0.14879692,0.10706211,0.85689434,0.00076391,0.38744394
-5.62181091,1.16707234,0.00006948,0.01568810,0.10637161,0.13527600,0.09681664,0.80185316,0.00065616,0.35242948
-5.61580790,1.07864995,0.00005429,0.01352447,0.09542603,0.12238559,0.08748817,0.75078521,0.00055988,0.31894645
-5.60980490,0.99659963,0.00004226,0.01163074,0.08522644,0.11020712,0.07903296,0.70394527,0.00047455,0.28719179
-5.60380190,0.92119951,0.00003279,0.00997582,0.07578129,0.09880952,0.07140917,0.66148294,0.00039955,0.25733792
-5.59779890,0.85260105,0.00002539,0.00853204,0.06709452,0.08824837,0.06457579,0.62344165,0.00033419,0.22952924
-5.59179590,0.79082977,0.00001963,0.00727486,0.05916495,0.07856560,0.05849190,0.58976191,0.00027772,0.20388006
-5.58579290,0.73579123,0.00001519,0.00618248,0.05198592,0.06978976,0.05311614,0.56028864,0.00022936,0.18047387
-5.57978989,0.68728165,0.00001180,0.00523563,0.04554537,0.06193670,0.04840658,0.53478193,0.00018836,0.15936389
-5.57378689,0.64500237,0.00000927,0.00441719,0.03982613,0.05501064,0.04432068,0.51293073,0.00015394,0.14057459
-5.56778389,0.60857711,0.00000743,0.00371194,0.03480638,0.04900546,0.04081561,0.49436860,0.00012541,0.12410410
-5.56178089,0.57757113,0.00000618,0.00310640,0.03046038,0.04390617,0.03784864,0.47869078,0.00010211,0.10992711
-5.55577789,0.55151113,0.00000543,0.00258852,0.02675919,0.03969041,0.03537765,0.46547168,0.00008346,0.09799813
-5.54977489,0.52990489,0.00000514,0.00214758,0.02367143,0.03632993,0.03336174,0.45428216,0.00006897,0.08825479
-5.54377189,0.51225969,0.00000529,0.00177403,0.02116409,0.03379193,0.03176170,0.44470551,0.00005823,0.08062097
-5.53776888,0.49809874,0.00000589,0.00145936,0.01920315,0.03204024,0.03054055,0.43635183,0.00005094,0.07500962
-5.53176588,0.48697493,0.00000700,0.00119600,0.01775414,0.03103628,0.02966391,0.42887010,0.00004690,0.07132514
-5.52576288,0.47848149,0.00000867,0.00097729,0.01678260,0.03073977,0.02910020,0.42195749,0.00004606,0.06946512
-5.51975988,0.47225930,0.00001101,0.00079732,0.01625437,0.03110923,0.02882073,0.41536588,0.00004845,0.06932161
-5.51375688,0.46800083,0.00001415,0.00065098,0.01613565,0.03210230,0.02879962,0.40890532,0.00005425,0.07078180
-5.50775388,0.46545082,0.00001826,0.00053381,0.01639309,0.03367577,0.02901356,0.40244466,0.00006378,0.07372820
-5.50175088,0.46440413,0.00002355,0.00044205,0.01699364,0.03578563,0.02944142,0.39590948,0.00007750,0.07803850
-5.49574787,0.46470111,0.00003026,0.00037251,0.01790435,0.03838696,0.03006381,0.38927772,0.00009601,0.08358515
-5.48974487,0.46622125,0.00003868,0.00032260,0.01909219,0.04143385,0.03086254,0.38257344,0.00012008,0.09023493
-5.48374187,0.46887555,0.00004913,0.00029026,0.02052378,0.04487934,0.03182008,0.37585924,0.00015061,0.09784851
-5.47773887,0.47259848,0.00006201,0.00027390,0.02216520,0.04867552,0.03291902,0.36922780,0.00018867,0.10628036
-5.47173587,0.47733996,0.00007773,0.00027242,0.02398185,0.05277370,0.03414168,0.36279318,0.00023546,0.11537895
-5.46573287,0.48305814,0.00009674,0.00028508,0.02593842,0.05712481,0.03546973,0.35668229,0.00029234,0.12498751
-5.45972986,0.48971328,0.00011957,0.00031153,0.02799893,0.06167992,0.03688402,0.35102696,0.00036078,0.13494525
-5.45372686,0.49726308,0.00014672,0.00035174,0.03012698,0.06639099,0.03836460,0.34595701,0.00044235,0.14508923
-5.44772386,0.50565979,0.00017875,0.00040590,0.03228606,0.07121169,0.03989079,0.34159454,0.00053866,0.15525678
-5.44172086,0.51484891,0.00021621,0.00047445,0.03443998,0.07609836,0.04144155,0.33804951,0.00065138,0.16528836
-5.43571786,0.52476955,0.00025966,0.00055796,0.03655350,0.08101097,0.04299593,0.33541672,0.00078214,0.17503083
-5.42971486,0.53535612,0.00030959,0.00065707,0.03859288,0.08591409,0.04453365,0.33377404,0.00093246,0.18434094
-5.42371186,0.54654096,0.00036648,0.00077247,0.04052662,0.09077769,0.04603579,0.33318185,0.00110375,0.19308888
-5.41770885,0.55825764,0.00043070,0.00090478,0.04232614,0.09557784,0.04748548,0.33368324,0.00129714,0.20116165
-5.41170585,0.57044434,0.00050255,0.00105452,0.04396639,0.10029705,0.04886859,0.33530501,0.00151349,0.20846613
-5.40570285,0.58304683,0.00058217,0.00122202,0.04542647,0.10492447,0.05017438,0.33805887,0.00175326,0.21493154
-5.39969985,0.59602088,0.00066956,0.00140737,0.04669004,0.10945563,0.05139603,0.34194289,0.00201644,0.22051133
-5.39369685,0.60933349,0.00076455,0.00161036,0.04774566,0.11389189,0.05253096,0.34694269,0.00230248,0.22518410
-5.38769385,0.62296289,0.00086673,0.00183041,0.04858693,0.11823956,0.05358106,0.35303240,0.00261022,0.22895367
-5.38169085,0.63689715,0.00097552,0.00206654,0.04921245,0.12250868,0.05455261,0.36017511,0.00293784,0.23184818
-5.37568784,0.65113142,0.00109008,0.00231733,0.04962559,0.12671161,0.05545604,0.36832289,0.00328283,0.23391819
-5.36968484,0.66566399,0.00120934,0.00258091,0.04983409,0.13086140,0.05630542,0.37741633,0.00364200,0.23523397
-5.36368184,0.68049128,0.00133202,0.00285496,0.04984954,0.13497004,0.05711777,0.38738367,0.00401145,0.23588193
-5.35767884,0.69560228,0.00145661,0.00313670,0.04968670,0.13904679,0.05791218,0.39813973,0.00438665,0.23596049
-5.35167584,0.71097273,0.00158140,0.00342297,0.04936268,0.14309652,0.05870876,0.40958471,0.00476249,0.23557551
-5.34567284,0.72655942,0.00170457,0.00371022,0.04889620,0.14711836,0.05952756,0.42160316,0.00513341,0.23483549
-5.33966983,0.74229513,0.00182413,0.00399464,0.04830671,0.15110447,0.06038735,0.43406322,0.00549348,0.23384676
-5.33366683,0.75808459,0.00193806,0.00427221,0.04761359,0.15503930,0.06130447,0.44681631,0.00583659,0.23270892
-5.32766383,0.77380160,0.00204431,0.00453882,0.04683545,0.15889915,0.06229178,0.45969752,0.00615661,0.23151070
-5.32166083,0.78928788,0.00214091,0.00479033,0.04598950,0.16265218,0.06335760,0.47252663,0.00644754,0.23032640
-5.31565783,0.80435347,0.00222597,0.00502275,0.04509101,0.16625882,0.06450502,0.48511000,0.00670375,0.22921305
-5.30965483,0.81877888,0.00229779,0.00523229,0.04415299,0.16967263,0.06573118,0.49724318,0.00692010,0.22820852
-5.30365183,0.83231904,0.00235489,0.00541552,0.04318596,0.17284145,0.06702705,0.50871428,0.00709216,0.22733040
-5.29764882,0.84470866,0.00239608,0.00556942,0.04219791,0.17570891,0.06837725,0.51930797,0.00721634,0.22657595
-5.29164582,0.85566904,0.00242049,0.00569153,0.04119436,0.17821616,0.06976029,0.52881007,0.00729002,0.22592285
-5.28564282,0.86491588,0.00242758,0.00577997,0.04017859,0.18030374,0.07114905,0.53701244,0.00731165,0.22533086
-5.27963982,0.87216790,0.00241721,0.00583351,0.03915198,0.18191359,0.07251150,0.54371812,0.00728080,0.22474424
-5.27363682,0.87715588,0.00238961,0.00585163,0.03811436,0.18299097,0.07381169,0.54874648,0.00719818,0.22409476
-5.26763382,0.87963174,0.00234535,0.00583449,0.03706454,0.18348642,0.07501091,0.55193826,0.00706563,0.22330528
-5.26163082,0.87937747,0.00228539,0.00578298,0.03600077,0.18335748,0.07606906,0.55316034,0.00688604,0.22229362
-5.25562781,0.87621347,0.00221097,0.00569862,0.03492127,0.18257023,0.07694612,0.55230998,0.00666327,0.22097664
-5.24962481,0.87000610,0.00212362,0.00558361,0.03382475,0.18110069,0.07760364,0.54931862,0.00640204,0.21927433
-5.24362181,0.86067422,0.00202508,0.00544069,0.03271086,0.17893576,0.07800627,0.54415493,0.00610773,0.21711380
-5.23761881,0.84819446,0.00191726,0.00527312,0.03158066,0.17607401,0.07812324,0.53682717,0.00578627,0.21443295
-5.23161581,0.83260518,0.00180215,0.00508462,0.03043698,0.17252608,0.07792969,0.52738467,0.00544394,0.21118378
-5.22561281,0.81400890,0.00168181,0.00487927,0.02928479,0.16831475,0.07740786,0.51591857,0.00508718,0.20733520
-5.21960980,0.79257322,0.00155826,0.00466144,0.02813142,0.16347470,0.07654804,0.50256161,0.00472246,0.20287514
-5.21360680,0.76853019,0.00143345,0.00443574,0.02698677,0.15805201,0.07534931,0.48748710,0.00435609,0.19781216
-5.20760380,0.74217409,0.00130920,0.00420698,0.02586347,0.15210328,0.07381996,0.47090703,0.00399412,0.19217618
-5.20160080,0.71385779,0.00118719,0.00398005,0.02477694,0.14569456,0.07197765,0.45306935,0.00364219,0.18601867
-5.19559780,0.68398767,0.00106890,0.00375995,0.02374535,0.13890005,0.06984926,0.43425452,0.00330547,0.17941197
-5.18959480,0.65301726,0.00095556,0.00355172,0.02278964,0.13180055,0.06747047,0.41477130,0.00298862,0.17244810
-5.18359180,0.62143975,0.00084823,0.00336045,0.02193330,0.12448186,0.06488507,0.39495197,0.00269572,0.16523686
-5.17758879,0.58977956,0.00074768,0.00319120,0.02120226,0.11703300,0.06214402,0.37514697,0.00243030,0.15790340
-5.17158579,0.55858311,0.00065451,0.00304902,0.02062458,0.10954440,0.05930431,0.35571908,0.00219533,0.15058545
-5.16558279,0.52840903,0.00056905,0.00293896,0.02023011,0.10210615,0.05642769,0.33703729,0.00199325,0.14343004
-5.15957979,0.49981793,0.00049148,0.00286598,0.02005009,0.09480619,0.05357927,0.31947041,0.00182603,0.13659014
-5.15357679,0.47336206,0.00042178,0.00283496,0.02011667,0.08772872,0.05082607,0.30338049,0.00169520,0.13022104
-5.14757379,0.44957487,0.00035978,0.00285065,0.02046226,0.08095264,0.04823548,0.28911625,0.00160190,0.12447670
-5.14157079,0.42896082,0.00030519,0.00291760,0.02111892,0.07455023,0.04587383,0.27700651,0.00154692,0.11950622
-5.13556778,0.41198540,0.00025763,0.00304010,0.02211759,0.06858606,0.04380491,0.26735378,0.00153073,0.11545032
-5.12956478,0.39906570,0.00021664,0.00322205,0.02348719,0.06311599,0.04208867,0.26042801,0.00155349,0.11243807
-5.12356178,0.39056148,0.00018170,0.00346691,0.02525375,0.05818660,0.04077990,0.25646070,0.00161510,0.11058388
-5.11755878,0.38676698,0.00015228,0.00377749,0.02743945,0.05383467,0.03992711,0.25563930,0.00171514,0.10998472
-5.11155578,0.38790353,0.00012783,0.00415589,0.03006155,0.05008704,0.03957151,0.25810218,0.00185285,0.11071774
-5.10555278,0.39411311,0.00010782,0.00460332,0.03313140,0.04696059,0.03974610,0.26393400,0.00202713,0.11283819
-5.09954977,0.40545297,0.00009171,0.00511994,0.03665349,0.04446252,0.04047498,0.27316189,0.00223648,0.11637781
-5.09354677,0.42189148,0.00007901,0.00570477,0.04062446,0.04259068,0.04177272,0.28575231,0.00247895,0.12134356
-5.08754377,0.44330541,0.00006925,0.00635555,0.04503238,0.04133425,0.04364403,0.30160887,0.00275208,0.12771688
-5.08154077,0.46947871,0.00006200,0.00706863,0.04985609,0.04067439,0.04608348,0.32057113,0.00305289,0.13545339
-5.07553777,0.50010320,0.00005686,0.00783900,0.05506480,0.04058515,0.04907557,0.34241471,0.00337781,0.14448313
-5.06953477,0.53478106,0.00005349,0.00866023,0.06061797,0.04103436,0.05259489,0.36685262,0.00372271,0.15471138
-5.06353177,0.57302955,0.00005156,0.00952454,0.06646548,0.04198473,0.05660666,0.39353815,0.00408289,0.16602002
-5.05752876,0.61428799,0.00005079,0.01042295,0.07254818,0.04339496,0.06106743,0.42206927,0.00445308,0.17826953
-5.05152576,0.65792701,0.00005091,0.01134546,0.07879879,0.04522090,0.06592609,0.45199470,0.00482756,0.19130164
-5.04552276,0.70326023,0.00005172,0.01228129,0.08514312,0.04741680,0.07112519,0.48282156,0.00520021,0.20494251
-5.03951976,0.74955808,0.00005301,0.01321924,0.09150181,0.04993660,0.07660244,0.51402472,0.00556465,0.21900660
-5.03351676,0.79606377,0.00005460,0.01414800,0.09779223,0.05273514,0.08229255,0.54505745,0.00591433,0.23330097
-5.02751376,0.84201089,0.00005635,0.01505663,0.10393078,0.05576952,0.08812915,0.57536343,0.00624277,0.24763013
-5.02151076,0.88664239,0.00005812,0.01593499,0.10983538,0.05900029,0.09404697,0.60438971,0.00654367,0.26180108
-5.01550775,0.92923026,0.00005981,0.01677418,0.11542811,0.06239264,0.09998399,0.63160022,0.00681112,0.27562867
-5.00950475,0.96909534,0.00006131,0.01756705,0.12063788,0.06591748,0.10588364,0.65648952,0.00703980,0.28894082
-5.00350175,1.00562664,0.00006255,0.01830856,0.12540306,0.06955239,0.11169685,0.67859629,0.00722513,0.30158370
-4.99749875,1.03829919,0.00006347,0.01899623,0.12967392,0.07328237,0.11738387,0.69751599,0.00736344,0.31342639
-4.99149575,1.06669007,0.00006401,0.01963042,0.13341483,0.07710038,0.12291585,0.71291236,0.00745215,0.32436498
-4.98549275,1.09049156,0.00006416,0.02021460,0.13660608,0.08100768,0.12827591,0.72452713,0.00748979,0.33432593
-4.97948974,1.10952107,0.00006388,0.02075552,0.13924524,0.08501378,0.13345983,0.73218772,0.00747617,0.34326835
-4.97348674,1.12372724,0.00006317,0.02126321,0.14134802,0.08913617,0.13847615,0.73581235,0.00741235,0.35118530
-4.96748374,1.13319195,0.00006204,0.02175098,0.14294857,0.09339976,0.14334570,0.73541257,0.00730069,0.35810382
-4.96148074,1.13812804,0.00006052,0.02223529,0.14409921,0.09783598,0.14810061,0.73109297,0.00714476,0.36408372
-4.95547774,1.13887292,0.00005862,0.02273546,0.14486958,0.10248164,0.15278276,0.72304799,0.00694927,0.36921528
-4.94947474,1.13587808,0.00005639,0.02327338,0.14534526,0.10737752,0.15744174,0.71155616,0.00671998,0.37361570
-4.94347174,1.12969523,0.00005388,0.02387314,0.14562593,0.11256688,0.16213258,0.69697175,0.00646355,0.37742466
-4.93746873,1.12095934,0.00005114,0.02456055,0.14582313,0.11809376,0.16691302,0.67971439,0.00618734,0.38079912
-4.93146573,1.11036961,0.00004823,0.02536266,0.14605762,0.12400133,0.17184090,0.66025699,0.00589930,0.38390748
-4.92546273,1.09866891,0.00004520,0.02630729,0.14645666,0.13033024,0.17697148,0.63911244,0.00560770,0.38692365
-4.91945973,1.08662263,0.00004213,0.02742249,0.14715098,0.13711709,0.18235494,0.61681965,0.00532100,0.39002095
-4.91345673,1.07499789,0.00003907,0.02873602,0.14827188,0.14439309,0.18803435,0.59392947,0.00504764,0.39336641
-4.90745373,1.06454362,0.00003610,0.03027491,0.14994824,0.15218299,0.19404397,0.57099096,0.00479586,0.39711556
-4.90145073,1.05597239,0.00003329,0.03206491,0.15230372,0.16050423,0.20040819,0.54853849,0.00457354,0.40140798
-4.89544772,1.04994450,0.00003069,0.03413006,0.15545410,0.16936639,0.20714105,0.52708011,0.00438805,0.40636376
-4.88944472,1.04705467,0.00002839,0.03649227,0.15950479,0.17877102,0.21424645,0.50708743,0.00424608,0.41208096
-4.88344172,1.04782151,0.00002646,0.03917085,0.16454866,0.18871160,0.22171894,0.48898726,0.00415360,0.41863415
-4.87743872,1.05268004,0.00002497,0.04218215,0.17066405,0.19917387,0.22954509,0.47315513,0.00411568,0.42607395
-4.87143572,1.06197696,0.00002401,0.04553910,0.17791304,0.21013628,0.23770530,0.45991073,0.00413646,0.43442761
-4.86543272,1.07596863,0.00002366,0.04925086,0.18634001,0.22157062,0.24617603,0.44951518,0.00421906,0.44370030
-4.85942971,1.09482136,0.00002403,0.05332246,0.19597046,0.23344268,0.25493215,0.44217005,0.00436554,0.45387722
-4.85342671,1.11861373,0.00002521,0.05775441,0.20681008,0.24571301,0.26394938,0.43801788,0.00457686,0.46492610
-4.84742371,1.14734062,0.00002734,0.06254240,0.21884412,0.25833762,0.27320660,0.43714402,0.00485287,0.47680002
-4.84142071,1.18091841,0.00003054,0.06767707,0.23203708,0.27126869,0.28268791,0.43957962,0.00519230,0.48944043
-4.83541771,1.21919114,0.00003495,0.07314376,0.24633269,0.28445517,0.29238432,0.44530528,0.00559277,0.50278003
-4.82941471,1.26193733,0.00004075,0.07892241,0.26165429,0.29784340,0.30229483,0.45425549,0.00605082,0.51674554
-4.82341171,1.30887706,0.00004810,0.08498756,0.27790554,0.31137764,0.31242705,0.46632319,0.00656196,0.53126018
-4.81740870,1.35967929,0.00005718,0.09130840,0.29497157,0.32500061,0.32279709,0.48136466,0.00712075,0.54624579
-4.81140570,1.41396914,0.00006818,0.09784907,0.31272052,0.33865404,0.33342881,0.49920425,0.00772084,0.56162455
-4.80540270,1.47133493,0.00008131,0.10456895,0.33100550,0.35227923,0.34435246,0.51963894,0.00835514,0.57732028
-4.79939970,1.53133508,0.00009674,0.11142316,0.34966685,0.36581763,0.35560261,0.54244262,0.00901586,0.59325936
-4.79339670,1.59350444,0.00011467,0.11836314,0.36853483,0.37921155,0.36721564,0.56736986,0.00969473,0.60937123
-4.78739370,1.65736023,0.00013525,0.12533738,0.38743242,0.39240480,0.37922674,0.59415924,0.01038305,0.62558853
-4.78139070,1.72240721,0.00015863,0.13229209,0.40617840,0.40534331,0.39166658,0.62253609,0.01107194,0.64184681
-4.77538769,1.78814219,0.00018492,0.13917206,0.42459038,0.41797581,0.40455770,0.65221469,0.01175243,0.65808403
-4.76938469,1.85405754,0.00021417,0.14592142,0.44248781,0.43025419,0.41791096,0.68289988,0.01241566,0.67423961
-4.76338169,1.91964376,0.00024640,0.15248438,0.45969479,0.44213389,0.43172190,0.71428822,0.01305300,0.69025322
-4.75737869,1.98439110,0.00028154,0.15880597,0.47604258,0.45357383,0.44596745,0.74606864,0.01365621,0.70606333
-4.75137569,2.04779017,0.00031946,0.16483262,0.49137185,0.46453622,0.46060295,0.77792288,0.01421757,0.72160542
-4.74537269,2.10933172,0.00035997,0.17051269,0.50553434,0.47498588,0.47555977,0.80952575,0.01472997,0.73681013
-4.73936968,2.16850585,0.00040278,0.17579688,0.51839425,0.48488943,0.49074354,0.84054547,0.01518704,0.75160118
-4.73336668,2.22480094,0.00044752,0.18063858,0.52982910,0.49421398,0.50603329,0.87064427,0.01558320,0.76589340
-4.72736368,2.27770273,0.00049375,0.18499410,0.53973026,0.50292582,0.52128149,0.89947955,0.01591370,0.77959087
-4.72136068,2.32669401,0.00054096,0.18882284,0.54800320,0.51098886,0.53631514,0.92670568,0.01617469,0.79258539
-4.71535768,2.37125545,0.00058857,0.19208753,0.55456744,0.51836319,0.55093797,0.95197686,0.01636322,0.80475538
-4.70935468,2.41086802,0.00063595,0.19475434,0.55935652,0.52500384,0.56493375,0.97495093,0.01647727,0.81596557
-4.70335168,2.44501750,0.00068246,0.19679316,0.56231794,0.53085985,0.57807075,0.99529450,0.01651572,0.82606739
-4.69734867,2.47320133,0.00072743,0.19817786,0.56341315,0.53587397,0.59010712,1.01268914,0.01647835,0.83490044
-4.69134567,2.49493793,0.00077022,0.19888671,0.56261786,0.53998289,0.60079724,1.02683878,0.01636583,0.84229498
-4.68534267,2.50977860,0.00081021,0.19890279,0.55992242,0.54311836,0.60989869,1.03747795,0.01617972,0.84807559
-4.67933967,2.51732162,0.00084687,0.19821458,0.55533260,0.54520907,0.61717976,1.04438072,0.01592241,0.85206585
-4.67333667,2.51722807,0.00087975,0.19681655,0.54887041,0.54618337,0.62242710,1.04736989,0.01559710,0.85409408
-4.66733367,2.50923893,0.00090852,0.19470980,0.54057524,0.54597266,0.62545324,1.04632597,0.01520780,0.85399978
-4.66133067,2.49319227,0.00093298,0.19190274,0.53050486,0.54451553,0.62610374,1.04119553,0.01475925,0.85164070
-4.65532766,2.46903991,0.00095311,0.18841157,0.51873646,0.54176222,0.62426355,1.03199836,0.01425689,0.84690017
-4.64932466,2.43686220,0.00096903,0.18426083,0.50536741,0.53767926,0.61986239,1.01883294,0.01370682,0.83969414
-4.64332166,2.39688018,0.00098105,0.17948366,0.49051566,0.53225407,0.61287883,1.00187976,0.01311567,0.82997792
