energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up
-5.84392196,3.98661654,0.80896348,2.94171733,0.01919176,0.12042878,0.81935748,0.26651284,0.69681435,0.00000000
-5.83791896,4.03996608,0.81878697,2.97814372,0.01929713,0.12217206,0.83571716,0.26860362,0.70788396,0.00000000
-5.83191596,4.06889747,0.82345427,2.99640012,0.01927452,0.12320778,0.84713094,0.26901887,0.71470543,0.00000000
-5.82591296,4.07310798,0.82290279,2.99631042,0.01912436,0.12352818,0.85342108,0.26776210,0.71719108,0.00000000
-5.81990995,4.05278121,0.81717345,2.97806077,0.01884964,0.12313937,0.85450872,0.26486937,0.71533836,0.00000000
-5.81390695,4.00858073,0.80640932,2.94219356,0.01845572,0.12206100,0.85041631,0.26040798,0.70922981,0.00000000
-5.80790395,3.94162885,0.79085107,2.88959032,0.01795026,0.12032549,0.84126683,0.25447442,0.69903029,0.00000000
-5.80190095,3.85347133,0.77082936,2.82144433,0.01734290,0.11797692,0.82727981,0.24719129,0.68498170,0.00000000
-5.79589795,3.74602978,0.74675449,2.73922433,0.01664497,0.11506951,0.80876429,0.23870359,0.66739524,0.00000000
-5.78989495,3.62154386,0.71910380,2.64463071,0.01586916,0.11166591,0.78610906,0.22917436,0.64664175,0.00000000
-5.78389195,3.48250561,0.68840735,2.53954632,0.01502913,0.10783523,0.75977059,0.21878003,0.62314044,0.00000000
-5.77788894,3.33158878,0.65523252,2.42598372,0.01413910,0.10365094,0.73025910,0.20770549,0.59734642,0.00000000
-5.77188594,3.17157581,0.62016805,2.30603102,0.01321346,0.09918887,0.69812344,0.19613913,0.56973766,0.00000000
-5.76588294,3.00528524,0.58380827,2.18179836,0.01226642,0.09452504,0.66393529,0.18426813,0.54080180,0.00000000
-5.75987994,2.83550211,0.54673797,2.05536682,0.01131160,0.08973383,0.62827332,0.17227396,0.51102324,0.00000000
-5.75387694,2.66491354,0.50951851,1.92874140,0.01036178,0.08488614,0.59170788,0.16032842,0.48087115,0.00000000
-5.74787394,2.49605142,0.47267555,1.80380948,0.00942861,0.08004789,0.55478687,0.14859013,0.45078849,0.00000000
-5.74187094,2.33124362,0.43668873,1.68230555,0.00852243,0.07527873,0.51802296,0.13720179,0.42118265,0.00000000
-5.73586793,2.17257464,0.40198355,1.56578307,0.00765209,0.07063106,0.48188292,0.12628797,0.39241773,0.00000000
-5.72986493,2.02185625,0.36892548,1.45559357,0.00682491,0.06614934,0.44677902,0.11595367,0.36480871,0.00000000
-5.72386193,1.88060813,0.33781638,1.35287307,0.00604663,0.06186972,0.41306278,0.10628355,0.33861751,0.00000000
-5.71785893,1.75004814,0.30889308,1.25853533,0.00532144,0.05781988,0.38102113,0.09734177,0.31405099,0.00000000
-5.71185593,1.63109158,0.28232803,1.17327151,0.00465204,0.05401923,0.35087498,0.08917239,0.29126073,0.00000000
-5.70585293,1.52435839,0.25823161,1.09755543,0.00403977,0.05047926,0.32277990,0.08180028,0.27034450,0.00000000
-5.69984992,1.43018719,0.23665604,1.03165349,0.00348474,0.04720416,0.29682887,0.07523248,0.25134909,0.00000000
-5.69384692,1.34865495,0.21760037,0.97563841,0.00298598,0.04419157,0.27305678,0.06945986,0.23427453,0.00000000
-5.68784392,1.27960086,0.20101640,0.92940577,0.00254163,0.04143341,0.25144625,0.06445898,0.21907905,0.00000000
-5.68184092,1.22265322,0.18681515,0.89269258,0.00214909,0.03891686,0.23193459,0.06019421,0.20568495,0.00000000
-5.67583792,1.17725808,0.17487350,0.86509681,0.00180522,0.03662540,0.21442144,0.05661985,0.19398473,0.00000000
-5.66983492,1.14270875,0.16504102,0.84609752,0.00150650,0.03453973,0.19877672,0.05368230,0.18384753,0.00000000
-5.66383192,1.11817493,0.15714637,0.83507465,0.00124915,0.03263881,0.18484869,0.05132220,0.17512543,0.00000000
-5.65782891,1.10273103,0.15100354,0.83132833,0.00102932,0.03090081,0.17247168,0.04947646,0.16765958,0.00000000
-5.65182591,1.09538299,0.14641747,0.83409707,0.00084315,0.02930386,0.16147336,0.04808019,0.16128588,0.00000000
-5.64582291,1.09509313,0.14318910,0.84257499,0.00068691,0.02782693,0.15168128,0.04706851,0.15584017,0.00000000
-5.63981991,1.10080291,0.14111984,0.85592767,0.00055706,0.02645035,0.14292855,0.04637812,0.15116273,0.00000000
-5.63381691,1.11145345,0.14001539,0.87330687,0.00045032,0.02515644,0.13505861,0.04594876,0.14710220,0.00000000
-5.62781391,1.12600382,0.13968892,0.89386393,0.00036370,0.02392982,0.12792901,0.04572452,0.14351870,0.00000000
-5.62181091,1.14344724,0.13996372,0.91676228,0.00029454,0.02275775,0.12141417,0.04565488,0.14028631,0.00000000
-5.61580790,1.16282529,0.14067538,0.94118885,0.00024053,0.02163029,0.11540727,0.04569565,0.13729482,0.00000000
-5.60980490,1.18324039,0.14167344,0.96636475,0.00019971,0.02054037,0.10982127,0.04580973,0.13445099,0.00000000
-5.60380190,1.20386677,0.14282276,0.99155525,0.00017046,0.01948378,0.10458924,0.04596767,0.13167909,0.00000000
-5.59779890,1.22396007,0.14400457,1.01607912,0.00015152,0.01845907,0.09966398,0.04614805,0.12892110,0.00000000
-5.59179590,1.24286571,0.14511727,1.03931740,0.00014194,0.01746747,0.09501729,0.04633779,0.12613644,0.00000000
-5.58579290,1.26002626,0.14607706,1.06072161,0.00014112,0.01651268,0.09063885,0.04653216,0.12330142,0.00000000
-5.57978989,1.27498770,0.14681847,1.07982132,0.00014874,0.01560075,0.08653486,0.04673470,0.12040842,0.00000000
-5.57378689,1.28740476,0.14729475,1.09623099,0.00016475,0.01473985,0.08272664,0.04695701,0.11746492,0.00000000
-5.56778389,1.29704502,0.14747823,1.10965591,0.00018939,0.01394018,0.07924922,0.04721824,0.11449238,0.00000000
-5.56178089,1.30379193,0.14736050,1.11989709,0.00022316,0.01321379,0.07614995,0.04754458,0.11152505,0.00000000
-5.55577789,1.30764638,0.14695264,1.12685491,0.00026675,0.01257453,0.07348736,0.04796841,0.10860879,0.00000000
-5.54977489,1.30872674,0.14628524,1.13053122,0.00032110,0.01203795,0.07133005,0.04852745,0.10579981,0.00000000
-5.54377189,1.30726717,0.14540836,1.13102989,0.00038733,0.01162128,0.06975580,0.04926364,0.10316347,0.00000000
-5.53776888,1.30361395,0.14439134,1.12855535,0.00046673,0.01134342,0.06885087,0.05022193,0.10077298,0.00000000
-5.53176588,1.29821980,0.14332234,1.12340924,0.00056075,0.01122492,0.06870933,0.05144896,0.09870828,0.00000000
-5.52576288,1.29163592,0.14230779,1.11598491,0.00067095,0.01128802,0.06943255,0.05299164,0.09705468,0.00000000
-5.51975988,1.28450195,0.14147140,1.10675979,0.00079901,0.01155656,0.07112868,0.05489569,0.09590175,0.00000000
-5.51375688,1.27753364,0.14095305,1.09628570,0.00094667,0.01205598,0.07391206,0.05720416,0.09534196,0.00000000
-5.50775388,1.27150858,0.14090721,1.08517719,0.00111571,0.01281316,0.07790265,0.05995599,0.09546948,0.00000000
-5.50175088,1.26725011,0.14150106,1.07409808,0.00130795,0.01385627,0.08322519,0.06318467,0.09637884,0.00000000
-5.49574787,1.26560977,0.14291227,1.06374660,0.00152516,0.01521446,0.09000829,0.06691708,0.09816370,0.00000000
-5.48974487,1.26744873,0.14532634,1.05483935,0.00176908,0.01691749,0.09838324,0.07117250,0.10091548,0.00000000
-5.48374187,1.27361864,0.14893357,1.04809459,0.00204137,0.01899527,0.10848259,0.07596191,0.10472218,0.00000000
-5.47773887,1.28494246,0.15392579,1.04421528,0.00234358,0.02147720,0.12043848,0.08128761,0.10966705,0.00000000
-5.47173587,1.30219592,0.16049258,1.04387238,0.00267715,0.02439154,0.13438071,0.08714321,0.11582751,0.00000000
-5.46573287,1.32609001,0.16881744,1.04768898,0.00304336,0.02776450,0.15043453,0.09351403,0.12327402,0.00000000
-5.45972986,1.35725525,0.17907354,1.05622557,0.00344331,0.03161942,0.16871831,0.10037781,0.13206913,0.00000000
-5.45372686,1.39622810,0.19141952,1.06996717,0.00387796,0.03597574,0.18934087,0.10770596,0.14226663,0.00000000
-5.44772386,1.44343996,0.20599516,1.08931250,0.00434807,0.04084797,0.21239874,0.11546507,0.15391081,0.00000000
-5.44172086,1.49920912,0.22291711,1.11456568,0.00485423,0.04624472,0.23797329,0.12361872,0.16703596,0.00000000
-5.43571786,1.56373572,0.24227484,1.14593053,0.00539685,0.05216762,0.26612778,0.13212964,0.18166585,0.00000000
-5.42971486,1.63709993,0.26412688,1.18350777,0.00597618,0.05861043,0.29690434,0.14096183,0.19781352,0.00000000
-5.42371186,1.71926300,0.28849740,1.22729502,0.00659231,0.06555818,0.33032104,0.15008282,0.21548098,0.00000000
-5.41770885,1.81007118,0.31537344,1.27718948,0.00724517,0.07298648,0.36636894,0.15946578,0.23465912,0.00000000
-5.41170585,1.90926190,0.34470260,1.33299312,0.00793456,0.08086103,0.40500935,0.16909129,0.25532756,0.00000000
-5.40570285,2.01647184,0.37639165,1.39442001,0.00866013,0.08913732,0.44617113,0.17894885,0.27745452,0.00000000
-5.39969985,2.13124614,0.41030573,1.46110534,0.00942136,0.09776064,0.48974829,0.18903766,0.30099656,0.00000000
-5.39369685,2.25304829,0.44626859,1.53261561,0.01021758,0.10666630,0.53559781,0.19936695,0.32589828,0.00000000
-5.38769385,2.38126975,0.48406358,1.60845955,0.01104789,0.11578019,0.58353776,0.20995542,0.35209180,0.00000000
-5.38169085,2.51523894,0.52343556,1.68809893,0.01191118,0.12501961,0.63334587,0.22082993,0.37949612,0.00000000
-5.37568784,2.65422878,0.56409367,1.77095903,0.01280602,0.13429443,0.68475844,0.23202343,0.40801620,0.00000000
-5.36968484,2.79746243,0.60571491,1.85643799,0.01373060,0.14350845,0.73746994,0.24357206,0.43754195,0.00000000
-5.36368184,2.94411693,0.64794833,1.94391474,0.01468270,0.15256104,0.79113308,0.25551162,0.46794700,0.00000000
-5.35767884,3.09332460,0.69042002,2.03275514,0.01565953,0.16134905,0.84535975,0.26787343,0.49908743,0.00000000
-5.35167584,3.24417224,0.73273836,2.12231615,0.01665771,0.16976869,0.89972271,0.28067991,0.53080042,0.00000000
-5.34567284,3.39569850,0.77449981,2.21194804,0.01767315,0.17771774,0.95375824,0.29393999,0.56290311,0.00000000
-5.33966983,3.54689003,0.81529482,2.30099469,0.01870098,0.18509755,1.00696987,0.30764457,0.59519160,0.00000000
-5.33366683,3.69667688,0.85471386,2.38879232,0.01973546,0.19181524,1.05883314,0.32176247,0.62744041,0.00000000
-5.32766383,3.84392839,0.89235340,2.47466716,0.02077000,0.19778562,1.10880161,0.33623698,0.65940239,0.00000000
-5.32166083,3.98745025,0.92782178,2.55793250,0.02179711,0.20293303,1.15631411,0.35098333,0.69080947,0.00000000
-5.31565783,4.12598400,0.96074483,2.63788593,0.02280841,0.20719300,1.20080304,0.36588736,0.72137415,0.00000000
-5.30965483,4.25820990,0.99077117,2.71380741,0.02379476,0.21051358,1.24170398,0.38080547,0.75079203,0.00000000
-5.30365183,4.38275414,1.01757731,2.78495890,0.02474633,0.21285637,1.27846613,0.39556609,0.77874539,0.00000000
-5.29764882,4.49820109,1.04087222,2.85058634,0.02565277,0.21419731,1.31056365,0.40997263,0.80490793,0.00000000
-5.29164582,4.60311124,1.06040170,2.90992437,0.02650346,0.21452703,1.33750756,0.42380803,0.82895058,0.00000000
-5.28564282,4.69604476,1.07595237,2.96220437,0.02728771,0.21385090,1.35885782,0.43684057,0.85054840,0.00000000
-5.27963982,4.77559073,1.08735526,3.00666598,0.02799514,0.21218879,1.37423532,0.44883103,0.86938840,0.00000000
-5.27363682,4.84040145,1.09448920,3.04257199,0.02861595,0.20957445,1.38333334,0.45954066,0.88517801,0.00000000
-5.26763382,4.88923070,1.09728377,3.06922652,0.02914132,0.20605467,1.38592796,0.46873994,0.89765414,0.00000000
-5.26163082,4.92097482,1.09572190,3.08599571,0.02956375,0.20168821,1.38188719,0.47621740,0.90659219,0.00000000
-5.25562781,4.93471492,1.08984214,3.09233037,0.02987742,0.19654448,1.37117808,0.48178842,0.91181499,0.00000000
-5.24962481,4.92975819,1.07974027,3.08778946,0.03007853,0.19070219,1.35387177,0.48530336,0.91320100,0.00000000
-5.24362181,4.90567655,1.06557040,3.07206328,0.03016556,0.18424777,1.33014585,0.48665473,0.91069156,0.00000000
-5.23761881,4.86234027,1.04754531,3.04499519,0.03013955,0.17727385,1.30028408,0.48578308,0.90429670,0.00000000
-5.23161581,4.79994477,1.02593579,3.00660040,0.03000420,0.16987764,1.26467306,0.48268106,0.89409916,0.00000000
-5.22561281,4.71902872,1.00106905,2.95708088,0.02976597,0.16215942,1.22379610,0.47739580,0.88025640,0.00000000
-5.21960980,4.62048201,0.97332577,2.89683504,0.02943404,0.15422094,1.17822421,0.47002902,0.86300025,0.00000000
-5.21360680,4.50554249,0.94313595,2.82646144,0.02902018,0.14616405,1.12860457,0.46073526,0.84263418,0.00000000
-5.20760380,4.37578087,0.91097327,2.74675581,0.02853847,0.13808926,1.07564672,0.44971784,0.81952811,0.00000000
-5.20160080,4.23307386,0.87734794,2.65870118,0.02800503,0.13009443,1.02010704,0.43722312,0.79411076,0.00000000
-5.19559780,4.07956601,0.84279824,2.56345102,0.02743748,0.12227360,0.96277200,0.42353293,0.76685986,0.00000000
-5.18959480,3.91762131,0.80788065,2.46230583,0.02685452,0.11471585,0.90444065,0.40895571,0.73829040,0.00000000
-5.18359180,3.74976622,0.77315882,2.35668395,0.02627527,0.10750419,0.84590727,0.39381663,0.70894131,0.00000000
-5.17758879,3.57862607,0.73919171,2.24808749,0.02571869,0.10071467,0.78794435,0.37844717,0.67936111,0.00000000
-5.17158579,3.40685728,0.70652104,2.13806480,0.02520290,0.09441547,0.73128690,0.36317453,0.65009290,0.00000000
-5.16558279,3.23707789,0.67565867,2.02817077,0.02474459,0.08866610,0.67661829,0.34831129,0.62165936,0.00000000
-5.15957979,3.07179920,0.64707414,1.91992675,0.02435838,0.08351669,0.62455818,0.33414593,0.59454830,0.00000000
-5.15357679,2.91336102,0.62118289,1.81478152,0.02405635,0.07900744,0.57565278,0.32093423,0.56919927,0.00000000
-5.14757379,2.76387320,0.59833563,1.71407493,0.02384755,0.07516815,0.53036774,0.30889230,0.54599172,0.00000000
-5.14157079,2.62516538,0.57880938,1.61900565,0.02373772,0.07201785,0.48908361,0.29819112,0.52523529,0.00000000
-5.13556778,2.49874703,0.56280031,1.53060421,0.02372908,0.06956465,0.45209399,0.28895302,0.50716241,0.00000000
-5.12956478,2.38577892,0.55041906,1.44971223,0.02382031,0.06780574,0.41960601,0.28125006,0.49192358,0.00000000
-5.12356178,2.28705698,0.54168849,1.37696859,0.02400663,0.06672756,0.39174313,0.27510441,0.47958554,0.00000000
-5.11755878,2.20300857,0.53654418,1.31280276,0.02428006,0.06630614,0.36854975,0.27049057,0.47013218,0.00000000
-5.11155578,2.13370125,0.53483760,1.25743531,0.02462982,0.06650773,0.34999736,0.26733932,0.46346831,0.00000000
-5.10555278,2.07886273,0.53634194,1.21088514,0.02504282,0.06728948,0.33599176,0.26554319,0.45942599,0.00000000
-5.09954977,2.03791114,0.54076032,1.17298300,0.02550430,0.06860042,0.32638096,0.26496317,0.45777306,0.00000000
-5.09354677,2.00999360,0.54773608,1.14339012,0.02599845,0.07038254,0.32096339,0.26543624,0.45822365,0.00000000
-5.08754377,1.99403127,0.55686476,1.12162106,0.02650918,0.07257201,0.31949592,0.26678351,0.46044998,0.00000000
-5.08154077,1.98876849,0.56770724,1.10706941,0.02702076,0.07510050,0.32170157,0.26881849,0.46409515,0.00000000
-5.07553777,1.99282392,0.57980352,1.09903514,0.02751855,0.07789659,0.32727649,0.27135517,0.46878620,0.00000000
-5.06953477,2.00474123,0.59268653,1.09675226,0.02798956,0.08088714,0.33589612,0.27421552,0.47414698,0.00000000
-5.06353177,2.02303740,0.60589543,1.09941557,0.02842294,0.08399871,0.34722044,0.27723615,0.47981031,0.00000000
-5.05752876,2.04624661,0.61898794,1.10620549,0.02881036,0.08715882,0.36089821,0.28027389,0.48542897,0.00000000
-5.05152576,2.07295842,0.63155114,1.11631003,0.02914617,0.09029723,0.37657040,0.28320996,0.49068510,0.00000000
-5.04552276,2.10184887,0.64321044,1.12894333,0.02942752,0.09334700,0.39387285,0.28595276,0.49529772,0.00000000
-5.03951976,2.13170410,0.65363641,1.14336024,0.02965419,0.09624541,0.41243834,0.28843913,0.49902824,0.00000000
-5.03351676,2.16143616,0.66254946,1.15886700,0.02982833,0.09893480,0.43189832,0.29063410,0.50168377,0.00000000
-5.02751376,2.19009120,0.66972224,1.17482793,0.02995409,0.10136313,0.45188454,0.29252927,0.50311838,0.00000000
-5.02151076,2.21685085,0.67497985,1.19066866,0.03003710,0.10348446,0.47203081,0.29413991,0.50323236,0.00000000
-5.01550775,2.24102770,0.67819830,1.20587619,0.03008388,0.10525926,0.49197504,0.29550108,0.50196977,0.00000000
-5.00950475,2.26205602,0.67930124,1.21999676,0.03010119,0.10665461,0.51136188,0.29666288,0.49931455,0.00000000
-5.00350175,2.27947940,0.67825561,1.23263193,0.03009548,0.10764428,0.52984590,0.29768530,0.49528551,0.00000000
-4.99749875,2.29293653,0.67506643,1.24343393,0.03007222,0.10820870,0.54709554,0.29863279,0.48993077,0.00000000
-4.99149575,2.30214665,0.66977122,1.25210083,0.03003548,0.10833496,0.56279765,0.29956896,0.48332175,0.00000000
-4.98549275,2.30689605,0.66243458,1.25837229,0.02998746,0.10801670,0.57666263,0.30055170,0.47554733,0.00000000
-4.97948974,2.30702654,0.65314297,1.26202636,0.02992830,0.10725396,0.58842999,0.30162881,0.46670844,0.00000000
-4.97348674,2.30242684,0.64200036,1.26287774,0.02985590,0.10605312,0.59787413,0.30283457,0.45691325,0.00000000
-4.96748374,2.29302739,0.62912461,1.26077765,0.02976602,0.10442666,0.60480997,0.30418726,0.44627331,0.00000000
-4.96148074,2.27879865,0.61464484,1.25561537,0.02965246,0.10239310,0.60909829,0.30568779,0.43490062,0.00000000
-4.95547774,2.25975287,0.59869988,1.24732124,0.02950741,0.09997667,0.61065041,0.30731943,0.42290580,0.00000000
-4.94947474,2.23594889,0.58143748,1.23587083,0.02932188,0.09720720,0.60943190,0.30904878,0.41039723,0.00000000
-4.94347174,2.20749919,0.56301437,1.22128978,0.02908627,0.09411969,0.60546519,0.31082764,0.39748102,0.00000000
-4.93746873,2.17457850,0.54359681,1.20365896,0.02879097,0.09075404,0.59883075,0.31259599,0.38426185,0.00000000
-4.93146573,2.13743288,0.52336149,1.18311910,0.02842699,0.08715451,0.58966678,0.31428560,0.37084419,0.00000000
-4.92546273,2.09638836,0.50249642,1.15987458,0.02798653,0.08336920,0.57816741,0.31582429,0.35733397,0.00000000
-4.91945973,2.05185804,0.48120170,1.13419573,0.02746354,0.07944943,0.56457932,0.31714047,0.34384024,0.00000000
-4.91345673,2.00434686,0.45968979,1.10641913,0.02685419,0.07544894,0.54919692,0.31816780,0.33047677,0.00000000
-4.90745373,1.95445322,0.43818529,1.07694573,0.02615721,0.07142316,0.53235629,0.31884965,0.31736331,0.00000000
-4.90145073,1.90286688,0.41692388,1.04623633,0.02537409,0.06742828,0.51442803,0.31914315,0.30462638,0.00000000
-4.89544772,1.85036272,0.39615063,1.01480457,0.02450919,0.06352035,0.49580926,0.31902260,0.29239947,0.00000000
-4.88944472,1.79779032,0.37611745,0.98320724,0.02356969,0.05975442,0.47691511,0.31848196,0.28082257,0.00000000
-4.88344172,1.74605932,0.35707984,0.95203232,0.02256537,0.05618354,0.45816997,0.31753644,0.27004103,0.00000000
-4.87743872,1.69612093,0.33929304,0.92188487,0.02150831,0.05285795,0.43999863,0.31622281,0.26020377,0.00000000
-4.87143572,1.64894610,0.32300774,0.89337135,0.02041251,0.04982425,0.42281783,0.31459871,0.25146087,0.00000000
-4.86543272,1.60550103,0.30846545,0.86708286,0.01929340,0.04712470,0.40702817,0.31274061,0.24396062,0.00000000
-4.85942971,1.56672091,0.29589385,0.84357782,0.01816734,0.04479655,0.39300674,0.31074077,0.23784631,0.00000000
-4.85342671,1.53348279,0.28550215,0.82336483,0.01705109,0.04287155,0.38110052,0.30870320,0.23325264,0.00000000
-4.84742371,1.50657874,0.27747677,0.80688641,0.01596125,0.04137560,0.37162075,0.30673881,0.23030220,0.00000000
-4.84142071,1.48669029,0.27197745,0.79450411,0.01491385,0.04032839,0.36483818,0.30496005,0.22910187,0.00000000
-4.83541771,1.47436531,0.26913393,0.78648585,0.01392386,0.03974333,0.36097934,0.30347527,0.22973958,0.00000000
-4.82941471,1.46999824,0.26904324,0.78299581,0.01300489,0.03962745,0.36022375,0.30238307,0.23228137,0.00000000
-4.82341171,1.47381467,0.27176775,0.78408760,0.01216889,0.03998149,0.36270203,0.30176706,0.23676894,0.00000000
-4.81740870,1.48586087,0.27733392,0.78970079,0.01142598,0.04080003,0.36849486,0.30169118,0.24321772,0.00000000
-4.81140570,1.50599900,0.28573180,0.79966130,0.01078436,0.04207171,0.37763267,0.30219597,0.25161565,0.00000000
-4.80540270,1.53390810,0.29691507,0.81368547,0.01025030,0.04377953,0.39009598,0.30329592,0.26192248,0.00000000
-4.79939970,1.56909109,0.31080183,0.83138796,0.00982818,0.04590115,0.40581623,0.30497820,0.27406985,0.00000000
-4.79339670,1.61088738,0.32727568,0.85229298,0.00952064,0.04840925,0.42467708,0.30720268,0.28796187,0.00000000
-4.78739370,1.65849081,0.34618730,0.87584868,0.00932866,0.05127193,0.44651604,0.30990345,0.30347631,0.00000000
-4.78139070,1.71097210,0.36735623,0.90144401,0.00925183,0.05445308,0.47112631,0.31299163,0.32046622,0.00000000
-4.77538769,1.76730483,0.39057282,0.92842734,0.00928844,0.05791282,0.49825887,0.31635954,0.33876202,0.00000000
-4.76938469,1.82639412,0.41560031,0.95612627,0.00943571,0.06160785,0.52762471,0.31988577,0.35817380,0.00000000
-4.76338169,1.88710656,0.44217694,0.98386761,0.00968994,0.06549195,0.55889723,0.32344117,0.37849391,0.00000000
-4.75737869,1.94830046,0.47001808,1.01099687,0.01004658,0.06951638,0.59171489,0.32689530,0.39949970,0.00000000
-4.75137569,2.00885513,0.49881856,1.03689636,0.01050040,0.07363033,0.62568415,0.33012309,0.42095633,0.00000000
-4.74537269,2.06769823,0.52825501,1.06100142,0.01104548,0.07778150,0.66038277,0.33301143,0.44261973,0.00000000
-4.73936968,2.12383029,0.55798854,1.08281388,0.01167521,0.08191660,0.69536370,0.33546531,0.46423958,0.00000000
-4.73336668,2.17634580,0.58766781,1.10191268,0.01238236,0.08598201,0.73015960,0.33741326,0.48556242,0.00000000
-4.72736368,2.22445030,0.61693251,1.11796111,0.01315893,0.08992450,0.76428820,0.33881196,0.50633494,0.00000000
-4.72136068,2.26747345,0.64541759,1.13071078,0.01399621,0.09369198,0.79725850,0.33964960,0.52630740,0.00000000
-4.71535768,2.30487789,0.67275814,1.14000230,0.01488465,0.09723443,0.82857802,0.33994812,0.54523730,0.00000000
-4.70935468,2.33626420,0.69859503,1.14576301,0.01581392,0.10050482,0.85776102,0.33976402,0.56289330,0.00000000
-4.70335168,2.36137235,0.72258141,1.14800205,0.01677284,0.10346013,0.88433760,0.33918789,0.57905940,0.00000000
-4.69734867,2.38007982,0.74438983,1.14680333,0.01774946,0.10606239,0.90786364,0.33834256,0.59353929,0.00000000
-4.69134567,2.39239710,0.76371990,1.14231682,0.01873117,0.10827974,0.92793125,0.33737997,0.60616086,0.00000000
-4.68534267,2.39846084,0.78030629,1.13474887,0.01970478,0.11008743,0.94417937,0.33647690,0.61678069,0.00000000
-4.67933967,2.39852505,0.79392669,1.12435186,0.02065678,0.11146870,0.95630429,0.33582959,0.62528836,0.00000000
-4.67333667,2.39295062,0.80440936,1.11141380,0.02157354,0.11241554,0.96406942,0.33564751,0.63161032,0.00000000
-4.66733367,2.38219338,0.81163985,1.09624817,0.02244158,0.11292925,0.96731398,0.33614636,0.63571316,0.00000000
-4.66133067,2.36679072,0.81556660,1.07918429,0.02324793,0.11302067,0.96596003,0.33754054,0.63760597,0.00000000
-4.65532766,2.34734681,0.81620467,1.06055842,0.02398037,0.11271017,0.96001740,0.34003522,0.63734152,0.00000000
-4.64932466,2.32451648,0.81363764,1.04070562,0.02462780,0.11202730,0.94958618,0.34381834,0.63501613,0.00000000
-4.64332166,2.29898772,0.80801700,1.01995246,0.02518052,0.11101004,0.93485638,0.34905258,0.63076800,0.00000000
