energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.62181091,17.67619931,0.03549285,1.02242746,2.51704338,2.89391936,8.58640473,9.79605199,4.60733536,0.00000000
-5.61580790,17.83414223,0.03565809,1.00419427,2.54856585,2.96102867,8.80188330,9.83449731,4.68033184,0.00000000
-5.60980490,17.97218720,0.03580562,0.98545746,2.57558714,3.02173550,8.99581662,9.86787186,4.74405128,0.00000000
-5.60380190,18.08792738,0.03593683,0.96614019,2.59748182,3.07531955,9.16486816,9.89556541,4.79749657,0.00000000
-5.59779890,18.17881774,0.03605357,0.94613618,2.61367001,3.12111902,9.30597332,9.91672246,4.83974547,0.00000000
-5.59179590,18.24225397,0.03615813,0.92532180,2.62363870,3.15854551,9.41643591,9.93026750,4.86997700,0.00000000
-5.58579290,18.27565346,0.03625310,0.90356845,2.62695988,3.18709691,9.49401300,9.93493793,4.88749445,0.00000000
-5.57978989,18.27653629,0.03634127,0.88075458,2.62330515,3.20636786,9.53698464,9.92932399,4.89174467,0.00000000
-5.57378689,18.24260407,0.03642539,0.85677676,2.61245588,3.21605794,9.54420575,9.91191503,4.88233299,0.00000000
-5.56778389,18.17181524,0.03650802,0.83155917,2.59430906,3.21597729,9.51513847,9.88115119,4.85903357,0.00000000
-5.56178089,18.06245533,0.03659130,0.80506120,2.56887872,3.20604995,9.44986423,9.83547956,4.82179544,0.00000000
-5.55577789,17.91320125,0.03667670,0.77728276,2.53629312,3.18631503,9.34907555,9.77341332,4.77074415,0.00000000
-5.54977489,17.72317849,0.03676484,0.74826723,2.49678832,3.15692602,9.21404899,9.69359251,4.70617963,0.00000000
-5.54377189,17.49201042,0.03685536,0.71810204,2.45069858,3.11814833,9.04660092,9.59484443,4.62857055,0.00000000
-5.53776888,17.21985849,0.03694671,0.68691696,2.39844441,3.07035550,8.84902885,9.47624176,4.53854585,0.00000000
-5.53176588,16.90745254,0.03703612,0.65488033,2.34051895,3.01402415,8.62404130,9.33715609,4.43688376,0.00000000
-5.52576288,16.55610993,0.03711958,0.62219365,2.27747353,2.94972796,8.37467982,9.17730454,4.32449884,0.00000000
-5.51975988,16.16774241,0.03719184,0.58908481,2.20990303,2.87813067,8.10423634,8.99678729,4.20242752,0.00000000
-5.51375688,15.74484985,0.03724650,0.55580046,2.13843169,2.79997834,7.81616960,8.79611376,4.07181237,0.00000000
-5.50775388,15.29049974,0.03727623,0.52259799,2.06370004,2.71609083,7.51402351,8.57621580,3.93388529,0.00000000
-5.50175088,14.80829216,0.03727288,0.48973740,1.98635308,2.62735258,7.20135060,8.33844641,3.78995006,0.00000000
-5.49574787,14.30230990,0.03722783,0.45747370,1.90703019,2.53470266,6.88164250,8.08456339,3.64136408,0.00000000
-5.48974487,13.77705429,0.03713222,0.42604993,1.82635687,2.43912419,6.55826956,7.81669755,3.48951973,0.00000000
-5.48374187,13.23736771,0.03697733,0.39569122,1.74493813,2.34163312,6.23443056,7.53730640,3.33582528,0.00000000
-5.47773887,12.68834447,0.03675491,0.36659998,1.66335374,2.24326655,5.91311329,7.24911452,3.18168564,0.00000000
-5.47173587,12.13523231,0.03645753,0.33895243,1.58215483,2.14507060,5.59706592,6.95504270,3.02848309,0.00000000
-5.46573287,11.58332754,0.03607897,0.31289637,1.50186190,2.04808810,5.28877893,6.65812869,2.87755837,0.00000000
-5.45972986,11.03786706,0.03561451,0.28855022,1.42296370,1.95334618,4.99047654,6.36144264,2.73019234,0.00000000
-5.45372686,10.50392092,0.03506130,0.26600326,1.34591693,1.86184411,4.70411673,6.06800084,2.58758864,0.00000000
-5.44772386,9.98628926,0.03441855,0.24531672,1.27114631,1.77454142,4.43139814,5.78068148,2.45085775,0.00000000
-5.44172086,9.48940718,0.03368782,0.22652581,1.19904483,1.69234668,4.17377251,5.50214609,2.32100284,0.00000000
-5.43571786,9.01726101,0.03287309,0.20964226,1.12997391,1.61610698,3.93246091,5.23476994,2.19890778,0.00000000
-5.42971486,8.57331874,0.03198089,0.19465719,1.06426344,1.54659834,3.70847210,4.98058443,2.08532757,0.00000000
-5.42371186,8.16047683,0.03102023,0.18154417,1.00221128,1.48451705,3.50262146,4.74123369,1.98088153,0.00000000
-5.41770885,7.78102472,0.03000252,0.17026225,0.94408246,1.43047208,3.31554913,4.51794697,1.88604926,0.00000000
-5.41170585,7.43662761,0.02894141,0.16075871,0.89010771,1.38497842,3.14773601,4.31152751,1.80116941,0.00000000
-5.40570285,7.12832698,0.02785245,0.15297157,0.84048167,1.34845142,2.99951677,4.12235778,1.72644116,0.00000000
-5.39969985,6.85655773,0.02675277,0.14683156,0.79536047,1.32120194,2.87108898,3.95042015,1.66192811,0.00000000
-5.39369685,6.62117995,0.02566062,0.14226369,0.75485910,1.30343218,2.76251810,3.79533123,1.60756435,0.00000000
-5.38769385,6.42152266,0.02459489,0.13918831,0.71904846,1.29523227,2.67373810,3.65638761,1.56316212,0.00000000
-5.38169085,6.25643675,0.02357454,0.13752162,0.68795239,1.29657722,2.60454798,3.53262020,1.52842079,0.00000000
-5.37568784,6.12435390,0.02261803,0.13717585,0.66154476,1.30732450,2.55460471,3.42285413,1.50293658,0.00000000
-5.36968484,6.02334843,0.02174275,0.13805902,0.63974699,1.32721208,2.52341330,3.32577112,1.48621259,0.00000000
-5.36368184,5.95119937,0.02096441,0.14007450,0.62242601,1.35585707,2.51031521,3.23997116,1.47766882,0.00000000
-5.35767884,5.90545018,0.02029653,0.14312039,0.60939309,1.39275515,2.51447625,3.16403094,1.47665187,0.00000000
-5.35167584,5.88346460,0.01974989,0.14708894,0.60040367,1.43728103,2.53487541,3.09655661,1.48244417,0.00000000
-5.34567284,5.88247720,0.01933220,0.15186593,0.59515837,1.48869025,2.57029612,3.03622910,1.49427264,0.00000000
-5.33966983,5.89963835,0.01904771,0.15733045,0.59330543,1.54612269,2.61932152,2.98184085,1.51131699,0.00000000
-5.33366683,5.93205375,0.01889701,0.16335478,0.59444467,1.60860821,2.68033484,2.93232348,1.53271771,0.00000000
-5.32766383,5.97681921,0.01887697,0.16980476,0.59813299,1.67507478,2.75152651,2.88676623,1.55758400,0.00000000
-5.32166083,6.03105190,0.01898070,0.17654059,0.60389154,1.74435949,2.83090845,2.84442599,1.58500218,0.00000000
-5.31565783,6.09191949,0.01919783,0.18341800,0.61121441,1.81522259,2.91633655,2.80472975,1.61404457,0.00000000
-5.30965483,6.15666863,0.01951468,0.19028999,0.61957859,1.88636492,3.00554115,2.76727080,1.64377943,0.00000000
-5.30365183,6.22265412,0.01991477,0.19700892,0.62845519,1.95644844,3.09616537,2.73180022,1.67328196,0.00000000
-5.29764882,6.28736990,0.02037928,0.20342902,0.63732136,2.02411986,3.18581052,2.69821514,1.70164661,0.00000000
-5.29164582,6.34848231,0.02088770,0.20940920,0.64567272,2.08803691,3.27208724,2.66654511,1.72800057,0.00000000
-5.28564282,6.40386575,0.02141847,0.21481601,0.65303570,2.14689662,3.35267075,2.63693788,1.75151832,0.00000000
-5.27963982,6.45164023,0.02194974,0.21952674,0.65897945,2.19946487,3.42535813,2.60964549,1.77143694,0.00000000
-5.27363682,6.49020934,0.02246004,0.22343241,0.66312678,2.24460620,3.48812544,2.58501123,1.78707152,0.00000000
-5.26763382,6.51829734,0.02292903,0.22644055,0.66516360,2.28131283,3.53918211,2.56345777,1.79783031,0.00000000
-5.26163082,6.53498280,0.02333815,0.22847773,0.66484661,2.30873167,3.57702017,2.54547628,1.80322878,0.00000000
-5.25562781,6.53972666,0.02367120,0.22949151,0.66200870,2.32618825,3.60045617,2.53161624,1.80290185,0.00000000
-5.24962481,6.53239208,0.02391482,0.22945188,0.65656190,2.33320633,3.60866345,2.52247526,1.79661364,0.00000000
-5.24362181,6.51325373,0.02405886,0.22835205,0.64849768,2.32952222,3.60119339,2.51868817,1.78426411,0.00000000
-5.23761881,6.48299449,0.02409663,0.22620846,0.63788456,2.31509309,3.57798418,2.52091466,1.76589199,0.00000000
-5.23161581,6.44268806,0.02402494,0.22306012,0.62486312,2.29009850,3.53935672,2.52982465,1.74167353,0.00000000
-5.22561281,6.39376652,0.02384408,0.21896713,0.60963860,2.25493504,3.48599750,2.54608084,1.71191715,0.00000000
-5.21960980,6.33797289,0.02355761,0.21400855,0.59247140,2.21020394,3.41892912,2.57031810,1.67705365,0.00000000
-5.21360680,6.27729939,0.02317204,0.20827966,0.57366590,2.15669213,3.33946955,2.60311966,1.63762246,0.00000000
-5.20760380,6.21391303,0.02269639,0.20188869,0.55355804,2.09534725,3.24918201,2.64499028,1.59425425,0.00000000
-5.20160080,6.15007099,0.02214170,0.19495316,0.53250225,2.02724760,3.14981737,2.69632708,1.54765048,0.00000000
-5.19559780,6.08802885,0.02152045,0.18759604,0.51085823,1.95356824,3.04325173,2.75738894,1.49856078,0.00000000
-5.18959480,6.02994538,0.02084595,0.17994179,0.48897820,1.87554445,2.93142165,2.82826574,1.44775894,0.00000000
-5.18359180,5.97778800,0.02013177,0.17211249,0.46719499,1.79443419,2.81625986,2.90884873,1.39601847,0.00000000
-5.17758879,5.93324296,0.01939119,0.16422428,0.44581159,1.71148081,2.69963386,2.99880394,1.34408881,0.00000000
-5.17158579,5.89763450,0.01863666,0.15638410,0.42509239,1.62787773,2.58329000,3.09755000,1.29267289,0.00000000
-5.16558279,5.87185682,0.01787941,0.14868699,0.40525650,1.54473622,2.46880484,3.20424225,1.24240717,0.00000000
-5.15957979,5.85632218,0.01712908,0.14121394,0.38647327,1.46305758,2.35754570,3.31776452,1.19384467,0.00000000
-5.15357679,5.85092779,0.01639355,0.13403044,0.36886004,1.38371061,2.25064126,3.43672980,1.14744167,0.00000000
-5.14757379,5.85504349,0.01567878,0.12718569,0.35248213,1.30741507,2.14896316,3.55949081,1.10354848,0.00000000
-5.14157079,5.86752088,0.01498880,0.12071248,0.33735499,1.23473154,2.05311846,3.68416095,1.06240441,0.00000000
-5.13556778,5.88672412,0.01432581,0.11462771,0.32344813,1.16605773,1.96345280,3.80864552,1.02413710,0.00000000
-5.12956478,5.91058112,0.01369034,0.10893355,0.31069064,1.10163108,1.88006327,3.93068287,0.98876591,0.00000000
-5.12356178,5.93665309,0.01308150,0.10361901,0.29897799,1.04153718,1.80281999,4.04789439,0.95620914,0.00000000
-5.11755878,5.96221981,0.01249725,0.09866197,0.28817963,0.98572324,1.73139472,4.15784190,0.92629452,0.00000000
-5.11155578,5.98437669,0.01193476,0.09403143,0.27814700,0.93401590,1.66529482,4.25809045,0.89877245,0.00000000
-5.10555278,6.00013977,0.01139066,0.08969000,0.26872174,0.88614211,1.60390089,4.34627434,0.87333136,0.00000000
-5.09954977,6.00655403,0.01086146,0.08559632,0.25974347,0.84175220,1.54650596,4.42016378,0.84961428,0.00000000
-5.09354677,6.00080057,0.01034376,0.08170748,0.25105704,0.80044387,1.49235476,4.47772964,0.82723619,0.00000000
-5.08754377,5.98029807,0.00983457,0.07798121,0.24251894,0.76178608,1.44068110,4.51720362,0.80580112,0.00000000
-5.08154077,5.94279461,0.00933149,0.07437790,0.23400252,0.72534192,1.39074228,4.53713139,0.78491865,0.00000000
-5.07553777,5.88644613,0.00883288,0.07086214,0.22540212,0.69068933,1.34184912,4.53641658,0.76421895,0.00000000
-5.06953477,5.80987872,0.00833797,0.06740403,0.21663587,0.65743934,1.29339085,4.51435379,0.74336612,0.00000000
-5.06353177,5.71223275,0.00784692,0.06398004,0.20764716,0.62525098,1.24485430,4.47064943,0.72206927,0.00000000
-5.05752876,5.59318762,0.00736082,0.06057348,0.19840497,0.59384275,1.19583719,4.40542948,0.70009123,0.00000000
-5.05152576,5.45296694,0.00688169,0.05717455,0.18890302,0.56300049,1.14605551,4.31923427,0.67725467,0.00000000
-5.04552276,5.29232478,0.00641236,0.05378016,0.17915795,0.53258162,1.09534535,4.21300044,0.65344565,0.00000000
-5.03951976,5.11251456,0.00595650,0.05039333,0.16920678,0.50251617,1.04365973,4.08803131,0.62861469,0.00000000
-5.03351676,4.91524267,0.00551842,0.04702245,0.15910368,0.47280482,0.99106108,3.94595692,0.60277559,0.00000000
-5.02751376,4.70260955,0.00510308,0.04368031,0.14891646,0.44351449,0.93771030,3.78868563,0.57600217,0.00000000
-5.02151076,4.47704139,0.00471595,0.04038306,0.13872285,0.41477208,0.88385319,3.61834941,0.54842342,0.00000000
-5.01550775,4.24121573,0.00436300,0.03714910,0.12860676,0.38675683,0.82980519,3.43724514,0.52021718,0.00000000
-5.00950475,3.99798421,0.00405061,0.03399804,0.11865478,0.35969193,0.77593533,3.24777404,0.49160299,0.00000000
-5.00350175,3.75029561,0.00378557,0.03094964,0.10895299,0.33383594,0.72265017,3.05238170,0.46283426,0.00000000
-4.99749875,3.50112212,0.00357509,0.02802292,0.09958414,0.30947431,0.67037829,2.85350059,0.43419022,0.00000000
-4.99149575,3.25339109,0.00342678,0.02523544,0.09062538,0.28691158,0.61955618,2.65349690,0.40596796,0.00000000
-4.98549275,3.00992427,0.00334867,0.02260263,0.08214651,0.26646427,0.57061554,2.45462324,0.37847472,0.00000000
-4.97948974,2.77338590,0.00334925,0.02013745,0.07420870,0.24845478,0.52397261,2.25897813,0.35202074,0.00000000
-4.97348674,2.54624024,0.00343744,0.01785003,0.06686380,0.23320622,0.48001948,2.06847320,0.32691277,0.00000000
-4.96748374,2.33071910,0.00362259,0.01574766,0.06015401,0.22103811,0.43911737,1.88480825,0.30344829,0.00000000
-4.96148074,2.12879879,0.00391442,0.01383480,0.05411199,0.21226277,0.40159182,1.70945438,0.28191049,0.00000000
-4.95547774,1.94218606,0.00432294,0.01211327,0.04876126,0.20718230,0.36772959,1.54364457,0.26256399,0.00000000
-4.94947474,1.77231185,0.00485832,0.01058250,0.04411678,0.20608566,0.33777696,1.38837143,0.24565126,0.00000000
-4.94347174,1.62033186,0.00553064,0.00923991,0.04018572,0.20924582,0.31193913,1.24439117,0.23138955,0.00000000
-4.93746873,1.48713234,0.00634970,0.00808130,0.03696822,0.21691662,0.29038049,1.11223285,0.21996840,0.00000000
-4.93146573,1.37334003,0.00732462,0.00710126,0.03445817,0.22932913,0.27322533,0.99221204,0.21154744,0.00000000
-4.92546273,1.27933470,0.00846352,0.00629362,0.03264388,0.24668742,0.26055878,0.88444780,0.20625454,0.00000000
-4.91945973,1.20526338,0.00977304,0.00565187,0.03150869,0.26916362,0.25242786,0.78888194,0.20418409,0.00000000
-4.91345673,1.15105520,0.01125792,0.00516947,0.03103138,0.29689240,0.24884221,0.70529978,0.20539553,0.00000000
-4.90745373,1.11643624,0.01292045,0.00484028,0.03118644,0.32996487,0.24977473,0.63335152,0.20991194,0.00000000
-4.90145073,1.10094382,0.01476004,0.00465876,0.03194428,0.36842226,0.25516182,0.57257352,0.21771889,0.00000000
-4.89544772,1.10394021,0.01677272,0.00462021,0.03327118,0.41224953,0.26490347,0.52240900,0.22876346,0.00000000
-4.88944472,1.12462561,0.01895069,0.00472095,0.03512933,0.46136930,0.27886313,0.48222765,0.24295357,0.00000000
-4.88344172,1.16205075,0.02128208,0.00495837,0.03747668,0.51563657,0.29686760,0.45134404,0.26015772,0.00000000
-4.87743872,1.21512938,0.02375061,0.00533101,0.04026689,0.57483447,0.31870709,0.42903439,0.28020534,0.00000000
-4.87143572,1.28265109,0.02633554,0.00583846,0.04344932,0.63867151,0.34413560,0.41455193,0.30288766,0.00000000
-4.86543272,1.36329488,0.02901173,0.00648132,0.04696909,0.70678062,0.37287187,0.40714060,0.32795945,0.00000000
-4.85942971,1.45564395,0.03174981,0.00726104,0.05076734,0.77872015,0.40460089,0.40604727,0.35514147,0.00000000
-4.85342671,1.55820186,0.03451659,0.00817969,0.05478158,0.85397707,0.43897638,0.41053262,0.38412386,0.00000000
-4.84742371,1.66941032,0.03727559,0.00923973,0.05894631,0.93197234,0.47562397,0.41988062,0.41457036,0.00000000
-4.84142071,1.78766857,0.03998785,0.01044373,0.06319381,1.01206839,0.51414537,0.43340688,0.44612332,0.00000000
-4.83541771,1.91135417,0.04261269,0.01179398,0.06745510,1.09357840,0.55412334,0.45046590,0.47840944,0.00000000
-4.82941471,2.03884487,0.04510880,0.01329217,0.07166108,1.17577725,0.59512738,0.47045727,0.51104600,0.00000000
-4.82341171,2.16854103,0.04743530,0.01493897,0.07574381,1.25791361,0.63671992,0.49283102,0.54364754,0.00000000
-4.81740870,2.29888816,0.04955290,0.01673362,0.07963787,1.33922276,0.67846303,0.51709193,0.57583261,0.00000000
-4.81140570,2.42839880,0.05142502,0.01867355,0.08328180,1.41893977,0.71992507,0.54280316,0.60723046,0.00000000
-4.80540270,2.55567328,0.05301890,0.02075394,0.08661944,1.49631238,0.76068740,0.56958893,0.63748744,0.00000000
-4.79939970,2.67941874,0.05430667,0.02296738,0.08960132,1.57061344,0.80035067,0.59713655,0.66627289,0.00000000
-4.79339670,2.79846607,0.05526617,0.02530360,0.09218579,1.64115241,0.83854060,0.62519771,0.69328430,0.00000000
-4.78739370,2.91178436,0.05588173,0.02774917,0.09434014,1.70728569,0.87491316,0.65358915,0.71825166,0.00000000
-4.78139070,3.01849298,0.05614462,0.03028741,0.09604134,1.76842580,0.90915891,0.68219275,0.74094097,0.00000000
-4.77538769,3.11787105,0.05605339,0.03289841,0.09727670,1.82404922,0.94100657,0.71095523,0.76115672,0.00000000
-4.76938469,3.20936475,0.05561392,0.03555909,0.09804422,1.87370318,0.97022584,0.73988742,0.77874355,0.00000000
-4.76338169,3.29259268,0.05483919,0.03824357,0.09835266,1.91701141,0.99662942,0.76906316,0.79358710,0.00000000
-4.75737869,3.36734960,0.05374891,0.04092356,0.09822147,1.95367921,1.02007458,0.79861798,0.80561408,0.00000000
-4.75137569,3.43360896,0.05236884,0.04356906,0.09768042,1.98349802,1.04046414,0.82874735,0.81479192,0.00000000
-4.74537269,3.49152452,0.05073002,0.04614914,0.09676911,2.00634986,1.05774718,0.85970461,0.82112784,0.00000000
-4.73936968,3.54143115,0.04886781,0.04863291,0.09553633,2.02221156,1.07191959,0.89179826,0.82466780,0.00000000
-4.73336668,3.58384502,0.04682080,0.05099060,0.09403934,2.03115926,1.08302443,0.92538853,0.82549520,0.00000000
-4.72736368,3.61946272,0.04462967,0.05319479,0.09234303,2.03337283,1.09115228,0.96088296,0.82372950,0.00000000
-4.72136068,3.64915922,0.04233610,0.05522167,0.09051920,2.02914032,1.09644141,0.99873063,0.81952484,0.00000000
-4.71535768,3.67398395,0.03998159,0.05705229,0.08864573,2.01886206,1.09907791,1.03941487,0.81306857,0.00000000
-4.70935468,3.69515455,0.03760643,0.05867377,0.08680590,2.00305416,1.09929541,1.08344412,0.80457965,0.00000000
-4.70335168,3.71404739,0.03524871,0.06008046,0.08508776,1.98235094,1.09737437,1.13134078,0.79430691,0.00000000
-4.69734867,3.73218438,0.03294348,0.06127485,0.08358359,1.95750579,1.09364075,1.18362806,0.78252690,0.00000000
-4.69134567,3.75121548,0.03072204,0.06226832,0.08238947,1.92939010,1.08846381,1.24081467,0.76954141,0.00000000
-4.68534267,3.77289661,0.02861142,0.06308155,0.08160493,1.89898965,1.08225290,1.30337798,0.75567438,0.00000000
-4.67933967,3.79906283,0.02663393,0.06374471,0.08133265,1.86739830,1.07545316,1.37174566,0.74126820,0.00000000
-4.67333667,3.83159724,0.02480698,0.06429717,0.08167828,1.83580861,1.06854007,1.44627666,0.72667933,0.00000000
-4.66733367,3.87239604,0.02314298,0.06478703,0.08275016,1.80549935,1.06201281,1.52724236,0.71227323,0.00000000
-4.66133067,3.92333083,0.02164940,0.06527006,0.08465914,1.77781998,1.05638664,1.61480846,0.69841872,0.00000000
-4.65532766,3.98620927,0.02032898,0.06580852,0.08751820,1.75417230,1.05218445,1.70901901,0.68548180,0.00000000
-4.64932466,4.06273571,0.01918004,0.06646953,0.09144202,1.73598968,1.04992772,1.80978331,0.67381911,0.00000000
-4.64332166,4.15447314,0.01819684,0.06732320,0.09654634,1.72471430,1.05012727,1.91686659,0.66377129,0.00000000
