energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.60380190,1.19155615,0.00326699,0.02165881,0.27730360,0.38199972,0.00187648,0.73039574,0.13225578,0.21659720
-5.59779890,1.20435943,0.00318698,0.02184759,0.27950474,0.38938129,0.00180717,0.73870318,0.13471588,0.21857280
-5.59179590,1.21750073,0.00309109,0.02208329,0.28161914,0.39690638,0.00178981,0.74726444,0.13770749,0.22043383
-5.58579290,1.23106943,0.00298047,0.02235319,0.28366396,0.40458328,0.00182473,0.75612689,0.14124533,0.22222586
-5.57978989,1.24522578,0.00285658,0.02264867,0.28567305,0.41243857,0.00191265,0.76537758,0.14534905,0.22401090
-5.57378689,1.26019503,0.00272112,0.02296499,0.28769554,0.42051651,0.00205457,0.77514009,0.15004203,0.22586544
-5.56778389,1.27625750,0.00257599,0.02330095,0.28979357,0.42887710,0.00225171,0.78556907,0.15534973,0.22787756
-5.56178089,1.29373483,0.00242323,0.02365854,0.29203920,0.43759302,0.00250537,0.79684251,0.16129763,0.23014324
-5.55577789,1.31297259,0.00226499,0.02404243,0.29451067,0.44674530,0.00281678,0.80915182,0.16790879,0.23276201
-5.54977489,1.33431996,0.00210341,0.02445937,0.29728802,0.45641806,0.00318691,0.82269029,0.17520099,0.23583207
-5.54377189,1.35810726,0.00194062,0.02491752,0.30044834,0.46669240,0.00361629,0.83764016,0.18318370,0.23944505
-5.53776888,1.38462225,0.00177867,0.02542578,0.30406081,0.47763975,0.00410483,0.85415900,0.19185487,0.24368069
-5.53176588,1.41408632,0.00161944,0.02599294,0.30818176,0.48931498,0.00465156,0.87236599,0.20119778,0.24860161
-5.52576288,1.44663182,0.00146465,0.02662699,0.31284998,0.50174973,0.00525450,0.89232886,0.21117807,0.25424855
-5.51975988,1.48228175,0.00131581,0.02733428,0.31808264,0.51494619,0.00591047,0.91405211,0.22174124,0.26063611
-5.51375688,1.52093290,0.00117417,0.02811890,0.32387178,0.52887180,0.00661493,0.93746725,0.23281072,0.26774953
-5.50775388,1.56234365,0.00104076,0.02898198,0.33018193,0.54345519,0.00736194,0.96242570,0.24428673,0.27554242
-5.50175088,1.60612713,0.00091633,0.02992127,0.33694867,0.55858362,0.00814406,0.98869481,0.25604607,0.28393582
-5.49574787,1.65175071,0.00080140,0.03093075,0.34407856,0.57410226,0.00895238,1.01595744,0.26794299,0.29281858
-5.48974487,1.69854184,0.00069624,0.03200048,0.35145025,0.58981528,0.00977663,1.04381528,0.27981112,0.30204914
-5.48374187,1.74570069,0.00060092,0.03311660,0.35891695,0.60548904,0.01060526,1.07179603,0.29146661,0.31145880
-5.47773887,1.79231905,0.00051530,0.03426156,0.36631011,0.62085715,0.01142571,1.09936429,0.30271229,0.32085619
-5.47173587,1.83740524,0.00043910,0.03541451,0.37344423,0.63562739,0.01222463,1.12593577,0.31334277,0.33003304
-5.46573287,1.87991389,0.00037190,0.03655192,0.38012262,0.64949024,0.01298825,1.15089447,0.32315035,0.33877087
-5.45972986,1.91877970,0.00031315,0.03764825,0.38614386,0.66212868,0.01370269,1.17361210,0.33193155,0.34684839
-5.45372686,1.95295373,0.00026227,0.03867693,0.39130875,0.67322893,0.01435441,1.19346897,0.33949383,0.35404942
-5.44772386,1.98144075,0.00021860,0.03961120,0.39542746,0.68249175,0.01493059,1.20987561,0.34566243,0.36017077
-5.44172086,2.00333618,0.00018148,0.04042523,0.39832648,0.68964364,0.01541954,1.22229410,0.35028683,0.36503008
-5.43571786,2.01786094,0.00015024,0.04109507,0.39985528,0.69444781,0.01581108,1.23025826,0.35324669,0.36847291
-5.42971486,2.02439274,0.00012423,0.04159962,0.39989216,0.69671414,0.01609691,1.23339191,0.35445689,0.37037912
-5.42371186,2.02249259,0.00010284,0.04192155,0.39834926,0.69630793,0.01627084,1.23142429,0.35387145,0.37066800
-5.41770885,2.01192519,0.00008548,0.04204800,0.39517632,0.69315694,0.01632905,1.22420214,0.35148619,0.36930215
-5.41170585,1.99267247,0.00007166,0.04197120,0.39036324,0.68725653,0.01627022,1.21169779,0.34733992,0.36628972
-5.40570285,1.96493968,0.00006088,0.04168884,0.38394113,0.67867253,0.01609554,1.19401301,0.34151414,0.36168506
-5.39969985,1.92915366,0.00005276,0.04120427,0.37598201,0.66754195,0.01580872,1.17137843,0.33413119,0.35558778
-5.39369685,1.88595347,0.00004695,0.04052645,0.36659697,0.65407112,0.01541580,1.14414856,0.32535108,0.34814004
-5.38769385,1.83617365,0.00004314,0.03966971,0.35593306,0.63853169,0.01492497,1.11279260,0.31536683,0.33952245
-5.38169085,1.78082084,0.00004109,0.03865331,0.34416892,0.62125429,0.01434629,1.07788140,0.30439879,0.32994852
-5.37568784,1.72104455,0.00004061,0.03750079,0.33150940,0.60262031,0.01369130,1.04007114,0.29268807,0.31965798
-5.36968484,1.65810327,0.00004154,0.03623917,0.31817925,0.58305181,0.01297271,1.00008423,0.28048917,0.30890922
-5.36368184,1.59332705,0.00004374,0.03489807,0.30441635,0.56300015,0.01220390,0.95868823,0.26806238,0.29797105
-5.35767884,1.52807804,0.00004711,0.03350869,0.29046450,0.54293347,0.01139860,0.91667357,0.25566602,0.28711420
-5.35167584,1.46371014,0.00005158,0.03210278,0.27656612,0.52332356,0.01057042,0.87483070,0.24354877,0.27660274
-5.34567284,1.40152939,0.00005707,0.03071160,0.26295521,0.50463247,0.00973251,0.83392761,0.23194260,0.26668573
-5.33966983,1.34275609,0.00006352,0.02936492,0.24985060,0.48729928,0.00889723,0.79468837,0.22105620,0.25758956
-5.33366683,1.28849019,0.00007086,0.02809007,0.23744994,0.47172748,0.00807585,0.75777334,0.21106939,0.24951091
-5.32766383,1.23968077,0.00007902,0.02691113,0.22592440,0.45827328,0.00727838,0.72376175,0.20212850,0.24261089
-5.32166083,1.19710065,0.00008792,0.02584821,0.21541442,0.44723534,0.00651334,0.69313710,0.19434294,0.23701033
-5.31565783,1.16132693,0.00009748,0.02491695,0.20602651,0.43884611,0.00578775,0.66627571,0.18778301,0.23278643
-5.30965483,1.13272784,0.00010758,0.02412812,0.19783119,0.43326520,0.00510704,0.64343893,0.18247899,0.22997097
-5.30365183,1.11145653,0.00011810,0.02348742,0.19086221,0.43057496,0.00447512,0.62476895,0.17842152,0.22854994
-5.29764882,1.09745166,0.00012891,0.02299549,0.18511694,0.43077848,0.00389441,0.61028848,0.17556325,0.22846481
-5.29164582,1.09044491,0.00013984,0.02264809,0.18055787,0.43380004,0.00336602,0.59990413,0.17382166,0.22961529
-5.28564282,1.08997512,0.00015074,0.02243639,0.17711533,0.43948820,0.00288981,0.59341334,0.17308290,0.23186343
-5.27963982,1.09540843,0.00016142,0.02234752,0.17469103,0.44762129,0.00246466,0.59051468,0.17320660,0.23503912
-5.27363682,1.10596387,0.00017170,0.02236512,0.17316261,0.45791531,0.00208854,0.59082098,0.17403142,0.23894655
-5.26763382,1.12074346,0.00018139,0.02247010,0.17238869,0.47003386,0.00175879,0.59387501,0.17538116,0.24337163
-5.26163082,1.13876572,0.00019030,0.02264148,0.17221454,0.48359995,0.00147222,0.59916695,0.17707118,0.24808999
-5.25562781,1.15900145,0.00019826,0.02285713,0.17247791,0.49820913,0.00122532,0.60615316,0.17891495,0.25287524
-5.24962481,1.18041048,0.00020511,0.02309475,0.17301502,0.51344352,0.00101439,0.61427558,0.18073052,0.25750734
-5.24362181,1.20197800,0.00021071,0.02333262,0.17366633,0.52888617,0.00083566,0.62298095,0.18234664,0.26178057
-5.23761881,1.22274911,0.00021493,0.02355041,0.17428195,0.54413527,0.00068545,0.63173924,0.18360826,0.26551096
-5.23161581,1.24186033,0.00021769,0.02372992,0.17472655,0.55881746,0.00056017,0.64006057,0.18438142,0.26854281
-5.22561281,1.25856682,0.00021893,0.02385560,0.17488351,0.57259984,0.00045648,0.64750999,0.18455711,0.27075408
-5.21960980,1.27226419,0.00021861,0.02391508,0.17465822,0.58520002,0.00037127,0.65371970,0.18405422,0.27206037
-5.21360680,1.28250429,0.00021675,0.02389945,0.17398045,0.59639385,0.00030173,0.65839803,0.18282124,0.27241752
-5.20760380,1.28900420,0.00021338,0.02380347,0.17280567,0.60602047,0.00024533,0.66133517,0.18083699,0.27182250
-5.20160080,1.29164831,0.00020859,0.02362554,0.17111538,0.61398437,0.00019987,0.66240534,0.17811006,0.27031276
-5.19559780,1.29048349,0.00020248,0.02336759,0.16891642,0.62025462,0.00016341,0.66156546,0.17467733,0.26796402
-5.18959480,1.28570773,0.00019518,0.02303483,0.16623935,0.62486100,0.00013432,0.65885053,0.17060144,0.26488657
-5.18359180,1.27765308,0.00018684,0.02263537,0.16313605,0.62788767,0.00011121,0.65436604,0.16596754,0.26122033
-5.17758879,1.26676363,0.00017763,0.02217975,0.15967662,0.62946445,0.00009293,0.64827790,0.16087934,0.25712893
-5.17158579,1.25356999,0.00016774,0.02168043,0.15594584,0.62975634,0.00007853,0.64080051,0.15545488,0.25279299
-5.16558279,1.23866146,0.00015735,0.02115125,0.15203921,0.62895193,0.00006726,0.63218366,0.14982199,0.24840295
-5.15957979,1.22265745,0.00014665,0.02060687,0.14805906,0.62725135,0.00005852,0.62269891,0.14411385,0.24415182
-5.15357679,1.20617961,0.00013584,0.02006229,0.14411054,0.62485437,0.00005183,0.61262629,0.13846473,0.24022815
-5.14757379,1.18982608,0.00012507,0.01953237,0.14029805,0.62194946,0.00004685,0.60224196,0.13300617,0.23680945
-5.14157079,1.17414898,0.00011453,0.01903147,0.13672190,0.61870442,0.00004332,0.59180744,0.12786369,0.23405647
-5.13556778,1.15963646,0.00010436,0.01857319,0.13347568,0.61525894,0.00004105,0.58156090,0.12315418,0.23210847
-5.12956478,1.14669977,0.00009469,0.01817014,0.13064408,0.61171970,0.00003995,0.57171091,0.11898396,0.23107975
-5.12356178,1.13566590,0.00008563,0.01783392,0.12830152,0.60815806,0.00003994,0.56243273,0.11544767,0.23105747
-5.11755878,1.12677596,0.00007728,0.01757509,0.12651129,0.60461047,0.00004104,0.55386724,0.11262775,0.23210091
-5.11155578,1.12018889,0.00006970,0.01740330,0.12532548,0.60108143,0.00004327,0.54612235,0.11059467,0.23424212
-5.10555278,1.11599004,0.00006297,0.01732739,0.12478537,0.59754878,0.00004670,0.53927647,0.10940761,0.23748791
-5.09954977,1.11420381,0.00005710,0.01735562,0.12492226,0.59397071,0.00005144,0.53338371,0.10911559,0.24182299
-5.09354677,1.11480911,0.00005214,0.01749583,0.12575874,0.59029419,0.00005762,0.52848016,0.10975883,0.24721415
-5.08754377,1.11775658,0.00004810,0.01775565,0.12731004,0.58646393,0.00006540,0.52459072,0.11137021,0.25361518
-5.08154077,1.12298621,0.00004497,0.01814256,0.12958547,0.58243136,0.00007499,0.52173579,0.11397666,0.26097223
-5.07553777,1.13044400,0.00004276,0.01866405,0.13258978,0.57816293,0.00008659,0.51993726,0.11760032,0.26922936
-5.06953477,1.14009658,0.00004146,0.01932752,0.13632426,0.57364710,0.00010044,0.51922327,0.12225937,0.27833392
-5.06353177,1.15194249,0.00004106,0.02014018,0.14078755,0.56889966,0.00011680,0.51963133,0.12796844,0.28824137
-5.05752876,1.16601963,0.00004155,0.02110890,0.14597600,0.56396674,0.00013595,0.52120952,0.13473849,0.29891938
-5.05152576,1.18240791,0.00004290,0.02223981,0.15188358,0.55892564,0.00015817,0.52401555,0.14257616,0.31035076
-5.04552276,1.20122718,0.00004512,0.02353801,0.15850135,0.55388314,0.00018373,0.52811396,0.15148263,0.32253501
-5.03951976,1.22263021,0.00004818,0.02500704,0.16581646,0.54897153,0.00021290,0.53357129,0.16145198,0.33548850
-5.03351676,1.24679117,0.00005207,0.02664846,0.17381077,0.54434261,0.00024594,0.54044992,0.17246917,0.34924286
-5.02751376,1.27389035,0.00005678,0.02846128,0.18245917,0.54016000,0.00028306,0.54880070,0.18450782,0.36384183
-5.02151076,1.30409575,0.00006227,0.03044157,0.19172778,0.53659039,0.00032442,0.55865516,0.19752776,0.37933651
-5.01550775,1.33754278,0.00006853,0.03258192,0.20157201,0.53379404,0.00037012,0.57001767,0.21147275,0.39577921
-5.00950475,1.37431324,0.00007552,0.03487120,0.21193486,0.53191540,0.00042020,0.58285823,0.22626829,0.41321617
-5.00350175,1.41441482,0.00008320,0.03729426,0.22274539,0.53107417,0.00047458,0.59710642,0.24181986,0.43167948
-4.99749875,1.45776233,0.00009151,0.03983183,0.23391757,0.53135748,0.00053308,0.61264688,0.25801171,0.45117861
-4.99149575,1.50416194,0.00010038,0.04246058,0.24534978,0.53281361,0.00059543,0.62931684,0.27470623,0.47169212
-4.98549275,1.55329938,0.00010972,0.04515330,0.25692478,0.53544745,0.00066120,0.64690576,0.29174418,0.49315987
-4.97948974,1.60473291,0.00011944,0.04787928,0.26851043,0.53921813,0.00072985,0.66515731,0.30894567,0.51547649
-4.97348674,1.65789185,0.00012943,0.05060477,0.27996121,0.54403874,0.00080070,0.68377360,0.32611212,0.53848638
-4.96748374,1.71208077,0.00013954,0.05329368,0.29112032,0.54977818,0.00087297,0.70242148,0.34302896,0.56198081
-4.96148074,1.76648956,0.00014964,0.05590827,0.30182254,0.55626494,0.00094574,0.72074061,0.35946930,0.58569737
-4.95547774,1.82020906,0.00015958,0.05841005,0.31189767,0.56329262,0.00101801,0.73835299,0.37519820,0.60932215
-4.94947474,1.87225179,0.00016918,0.06076065,0.32117442,0.57062677,0.00108868,0.75487338,0.38997765,0.63249454
-4.94347174,1.92157705,0.00017829,0.06292276,0.32948470,0.57801279,0.00115662,0.76992026,0.40357195,0.65481483
-4.93746873,1.96711925,0.00018673,0.06486104,0.33666799,0.58518435,0.00122067,0.78312673,0.41575337,0.67585427
-4.93146573,2.00781863,0.00019435,0.06654302,0.34257581,0.59187200,0.00127968,0.79415095,0.42630795,0.69516727
-4.92546273,2.04265293,0.00020099,0.06793986,0.34707597,0.59781158,0.00133254,0.80268563,0.43504104,0.71230530
-4.91945973,2.07066872,0.00020651,0.06902711,0.35005649,0.60275206,0.00137822,0.80846635,0.44178270,0.72683185
-4.91345673,2.09101127,0.00021079,0.06978527,0.35142902,0.60646255,0.00141580,0.81127829,0.44639236,0.73833786
-4.90745373,2.10295166,0.00021373,0.07020025,0.35113165,0.60873825,0.00144450,0.81096132,0.44876293,0.74645678
-4.90145073,2.10591005,0.00021527,0.07026364,0.34913095,0.60940523,0.00146372,0.80741324,0.44882398,0.75087859
-4.89544772,2.09947427,0.00021536,0.06997289,0.34542323,0.60832389,0.00147303,0.80059134,0.44654395,0.75136222
-4.88944472,2.08341305,0.00021400,0.06933129,0.34003491,0.60539123,0.00147221,0.79051213,0.44193132,0.74774549
-4.88344172,2.05768338,0.00021119,0.06834780,0.33302203,0.60054186,0.00146127,0.77724962,0.43503458,0.73995238
-4.87743872,2.02243193,0.00020700,0.06703675,0.32446898,0.59374786,0.00144041,0.76093212,0.42594123,0.72799706
-4.87143572,1.97799047,0.00020150,0.06541742,0.31448637,0.58501783,0.00141004,0.74173797,0.41477555,0.71198459
-4.86543272,1.92486578,0.00019480,0.06351350,0.30320827,0.57439496,0.00137076,0.71989023,0.40169547,0.69210826
-4.85942971,1.86372444,0.00018701,0.06135245,0.29078889,0.56195461,0.00132335,0.69565084,0.38688855,0.66864370
-4.85342671,1.79537337,0.00017830,0.05896485,0.27739877,0.54780134,0.00126872,0.66931423,0.37056716,0.64194016
-4.84742371,1.72073686,0.00016881,0.05638359,0.26322071,0.53206572,0.00120791,0.64120075,0.35296319,0.61240920
-4.84142071,1.64083129,0.00015872,0.05364320,0.24844555,0.51490097,0.00114204,0.61165008,0.33432232,0.58051164
-4.83541771,1.55673835,0.00014819,0.05077902,0.23326791,0.49647948,0.00107226,0.58101484,0.31489811,0.54674317
-4.82941471,1.46957799,0.00013739,0.04782649,0.21788213,0.47698956,0.00099975,0.54965440,0.29494623,0.51161932
-4.82341171,1.38048189,0.00012650,0.04482045,0.20247840,0.45663208,0.00092566,0.51792916,0.27471872,0.47566057
-4.81740870,1.29056849,0.00011565,0.04179453,0.18723930,0.43561747,0.00085111,0.48619533,0.25445882,0.43937807
-4.81140570,1.20092023,0.00010500,0.03878052,0.17233673,0.41416274,0.00077712,0.45480014,0.23439623,0.40326061
-4.80540270,1.11256359,0.00009466,0.03580796,0.15792945,0.39248869,0.00070462,0.42407775,0.21474313,0.36776324
-4.79939970,1.02645235,0.00008474,0.03290369,0.14416102,0.37081727,0.00063445,0.39434553,0.19569083,0.33329793
-4.79339670,0.94345426,0.00007533,0.03009161,0.13115839,0.34936899,0.00056729,0.36590103,0.17740739,0.30022637
-4.78739370,0.86434121,0.00006650,0.02739240,0.11903093,0.32836042,0.00050371,0.33901928,0.16003593,0.26885516
-4.78139070,0.78978266,0.00005829,0.02482351,0.10787006,0.30800168,0.00044414,0.31395057,0.14369384,0.23943324
-4.77538769,0.72034228,0.00005074,0.02239907,0.09774916,0.28849396,0.00038890,0.29091862,0.12847270,0.21215138
-4.76938469,0.65647722,0.00004386,0.02012997,0.08872398,0.27002703,0.00033816,0.27011895,0.11443895,0.18714370
-4.76338169,0.59853973,0.00003765,0.01802401,0.08083323,0.25277666,0.00029200,0.25171756,0.10163511,0.16449074
-4.75737869,0.54678061,0.00003209,0.01608607,0.07409950,0.23690219,0.00025040,0.23584972,0.09008149,0.14422383
-4.75137569,0.50135407,0.00002716,0.01431835,0.06853017,0.22254395,0.00021324,0.22261891,0.07977831,0.12633048
-4.74537269,0.46232354,0.00002282,0.01272069,0.06411855,0.20982099,0.00018036,0.21209599,0.07070806,0.11076025
-4.73936968,0.42966810,0.00001905,0.01129079,0.06084493,0.19882880,0.00015151,0.20431832,0.06283794,0.09743110
-4.73336668,0.40328921,0.00001578,0.01002460,0.05867770,0.18963739,0.00012643,0.19928926,0.05612251,0.08623558
-4.72736368,0.38301758,0.00001299,0.00891660,0.05757437,0.18228969,0.00010483,0.19697775,0.05050610,0.07704689
-4.72136068,0.36862006,0.00001061,0.00796011,0.05748263,0.17680042,0.00008640,0.19731830,0.04592524,0.06972454
-4.71535768,0.35980650,0.00000861,0.00714760,0.05834135,0.17315543,0.00007084,0.20021137,0.04231090,0.06411941
-4.70935468,0.35623657,0.00000694,0.00647098,0.06008156,0.17131179,0.00005785,0.20552429,0.03959048,0.06007831
-4.70335168,0.35752683,0.00000555,0.00592185,0.06262752,0.17119846,0.00004714,0.21309276,0.03768961,0.05744783
-4.69734867,0.36325784,0.00000441,0.00549171,0.06589784,0.17271783,0.00003848,0.22272317,0.03653375,0.05607755
-4.69134567,0.37298173,0.00000348,0.00517225,0.06980665,0.17574790,0.00003162,0.23419556,0.03604947,0.05582273
-4.68534267,0.38623006,0.00000273,0.00495543,0.07426497,0.18014531,0.00002640,0.24726751,0.03616559,0.05654643
-4.67933967,0.40252226,0.00000212,0.00483372,0.07918218,0.18574906,0.00002264,0.26167876,0.03681406,0.05812115
-4.67333667,0.42137429,0.00000164,0.00480018,0.08446760,0.19238477,0.00002025,0.27715650,0.03793068,0.06043008
-4.66733367,0.44230779,0.00000126,0.00484858,0.09003228,0.19986954,0.00001916,0.29342136,0.03945561,0.06336805
-4.66133067,0.46485925,0.00000096,0.00497346,0.09579075,0.20801700,0.00001936,0.31019365,0.04133369,0.06684213
-4.65532766,0.48858906,0.00000073,0.00517017,0.10166289,0.21664259,0.00002086,0.32719993,0.04351467,0.07077201
-4.64932466,0.51309017,0.00000054,0.00543491,0.10757567,0.22556873,0.00002376,0.34417938,0.04595319,0.07509018
-4.64332166,0.53799586,0.00000041,0.00576468,0.11346488,0.23462966,0.00002817,0.36088983,0.04860869,0.07974179
