energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.65182591,5.18933650,0.03181421,0.57292693,0.76227275,0.36850743,1.77399043,2.32667544,2.06150471,0.00000000
-5.64582291,5.21213128,0.03153943,0.57135654,0.75574002,0.38996992,1.73714632,2.32513216,2.08032605,0.00000000
-5.63981991,5.24001588,0.03146314,0.56932626,0.75251403,0.41402232,1.70865853,2.32069901,2.10339958,0.00000000
-5.63381691,5.27467955,0.03161451,0.56700731,0.75295239,0.44071256,1.68970581,2.31394397,2.13143513,0.00000000
-5.62781391,5.31771677,0.03201884,0.56458211,0.75733478,0.47006165,1.68135217,2.30545815,2.16506699,0.00000000
-5.62181091,5.37057324,0.03269679,0.56223753,0.76585643,0.50206114,1.68451717,2.29583652,2.20483323,0.00000000
-5.61580790,5.43449431,0.03366363,0.56015833,0.77862364,0.53667023,1.69994856,2.28565960,2.25115608,0.00000000
-5.60980490,5.51047713,0.03492862,0.55852118,0.79565140,0.57381244,1.72819767,2.27547688,2.30432343,0.00000000
-5.60380190,5.59922755,0.03649436,0.55748919,0.81686302,0.61337212,1.76959840,2.26579196,2.36447207,0.00000000
-5.59779890,5.70112296,0.03835633,0.55720718,0.84209158,0.65519063,1.82425010,2.25704988,2.43157311,0.00000000
-5.59179590,5.81618189,0.04050251,0.55779787,0.87108306,0.69906273,1.89200502,2.24962656,2.50541988,0.00000000
-5.58579290,5.94404146,0.04291318,0.55935883,0.90350076,0.74473314,1.97246082,2.24382058,2.58561888,0.00000000
-5.57978989,6.08394356,0.04556091,0.56196044,0.93893115,0.79189372,2.06495847,2.23984708,2.67158441,0.00000000
-5.57378689,6.23473054,0.04841070,0.56564478,0.97689063,0.84018160,2.16858617,2.23783404,2.76253705,0.00000000
-5.56778389,6.39485121,0.05142046,0.57042538,1.01683327,0.88917852,2.28218941,2.23782074,2.85750689,0.00000000
-5.56178089,6.56237786,0.05454160,0.57628803,1.05815937,0.93841185,2.40438740,2.23975838,2.95534156,0.00000000
-5.55577789,6.73503445,0.05771994,0.58319235,1.10022469,0.98735753,2.53359606,2.24351304,3.05471976,0.00000000
-5.54977489,6.91023650,0.06089684,0.59107422,1.14235047,1.03544511,2.66805717,2.24887074,3.15417022,0.00000000
-5.54377189,7.08514200,0.06401052,0.59984901,1.18383401,1.08206519,2.80587349,2.25554477,3.25209629,0.00000000
-5.53776888,7.25671302,0.06699755,0.60941543,1.22395987,1.12657921,2.94504905,2.26318499,3.34680598,0.00000000
-5.53176588,7.42178669,0.06979452,0.61965988,1.26201168,1.16833147,3.08353379,2.27138930,3.43654695,0.00000000
-5.52576288,7.57715390,0.07233977,0.63046127,1.29728444,1.20666323,3.21927123,2.27971663,3.51954583,0.00000000
-5.51975988,7.71964353,0.07457509,0.64169594,1.32909714,1.24092850,3.35024791,2.28770159,3.59405081,0.00000000
-5.51375688,7.84620951,0.07644747,0.65324265,1.35680565,1.27051094,3.47454271,2.29486999,3.65837637,0.00000000
-5.50775388,7.95401778,0.07791065,0.66498724,1.37981554,1.29484134,3.59037456,2.30075494,3.71094869,0.00000000
-5.50175088,8.04052961,0.07892654,0.67682695,1.39759465,1.31341495,3.69614648,2.30491282,3.75035003,0.00000000
-5.49574787,8.10357816,0.07946637,0.68867387,1.40968497,1.32580787,3.79048421,2.30693854,3.77536055,0.00000000
-5.48974487,8.14143469,0.07951154,0.70045759,1.41571357,1.33169176,3.87226788,2.30647930,3.78499577,0.00000000
-5.48374187,8.15286162,0.07905421,0.71212664,1.41540215,1.33084621,3.94065518,2.30324635,3.77853800,0.00000000
-5.47773887,8.13714974,0.07809744,0.72364867,1.40857473,1.32316807,3.99509500,2.29702408,3.75556060,0.00000000
-5.47173587,8.09413789,0.07665500,0.73500935,1.39516335,1.30867720,4.03533089,2.28767596,3.71594355,0.00000000
-5.46573287,8.02421382,0.07475088,0.74620977,1.37521116,1.28751843,4.06139414,2.27514717,3.65987991,0.00000000
-5.45972986,7.92829640,0.07241840,0.75726273,1.34887294,1.25995943,4.07358682,2.25946378,3.58787253,0.00000000
-5.45372686,7.80779976,0.06969906,0.76818778,1.31641265,1.22638464,4.07245561,2.24072850,3.50072126,0.00000000
-5.44772386,7.66458127,0.06664114,0.77900552,1.27819823,1.18728533,4.05875780,2.21911361,3.39950104,0.00000000
-5.44172086,7.50087600,0.06329820,0.78973128,1.23469343,1.14324646,4.03342116,2.19485136,3.28553194,0.00000000
-5.43571786,7.31922090,0.05972737,0.80036881,1.18644712,1.09493064,3.99749974,2.16822275,3.16034228,0.00000000
-5.42971486,7.12237266,0.05598767,0.81090414,1.13408027,1.04306011,3.95212799,2.13954541,3.02562669,0.00000000
-5.42371186,6.91322325,0.05213838,0.82130037,1.07827103,0.98839743,3.89847546,2.10916161,2.88320061,0.00000000
-5.41770885,6.69471737,0.04823745,0.83149355,1.01973842,0.93172569,3.83770448,2.07742713,2.73495339,0.00000000
-5.41170585,6.46977562,0.04434013,0.84139018,0.95922528,0.87382908,3.77093281,2.04470190,2.58280174,0.00000000
-5.40570285,6.24122673,0.04049775,0.85086667,0.89748098,0.81547464,3.69920309,2.01134302,2.42864531,0.00000000
-5.39969985,6.01175159,0.03675675,0.85977081,0.83524452,0.75739566,3.62346032,1.97770058,2.27432602,0.00000000
-5.39369685,5.78384080,0.03315795,0.86792539,0.77322869,0.70027749,3.54453823,1.94411639,2.12159234,0.00000000
-5.38769385,5.55976658,0.02973613,0.87513401,0.71210573,0.64474593,3.46315452,1.91092567,1.97206945,0.00000000
-5.38169085,5.34156885,0.02651971,0.88118863,0.65249492,0.59135860,3.37991481,1.87846116,1.82723587,0.00000000
-5.37568784,5.13105438,0.02353088,0.88587869,0.59495255,0.54059920,3.29532414,1.84705909,1.68840664,0.00000000
-5.36968484,4.92980705,0.02078572,0.88900121,0.53996440,0.49287462,3.20980462,1.81706614,1.55672290,0.00000000
-5.36368184,4.73920659,0.01829463,0.89037140,0.48794078,0.44851469,3.12371754,1.78884641,1.43314741,0.00000000
-5.35767884,4.56045276,0.01606285,0.88983305,0.43921431,0.40777419,3.03738764,1.76278734,1.31846519,0.00000000
-5.35167584,4.39459179,0.01409109,0.88726812,0.39404012,0.37083681,2.95112762,1.73930359,1.21328834,0.00000000
-5.34567284,4.24254176,0.01237616,0.88260490,0.35259823,0.33782041,2.86526068,1.71883789,1.11806410,0.00000000
-5.33966983,4.10511434,0.01091176,0.87582428,0.31499804,0.30878336,2.78013923,1.70185820,1.03308508,0.00000000
-5.33366683,3.98303024,0.00968908,0.86696352,0.28128421,0.28373137,2.69615822,1.68885080,0.95850068,0.00000000
-5.32766383,3.87692704,0.00869754,0.85611748,0.25144381,0.26262437,2.61376210,1.68030900,0.89432885,0.00000000
-5.32166083,3.78735842,0.00792534,0.84343707,0.22541423,0.24538334,2.53344463,1.67671797,0.84046764,0.00000000
-5.31565783,3.71478494,0.00736003,0.82912490,0.20309142,0.23189647,2.45574175,1.67853597,0.79670589,0.00000000
-5.30965483,3.65955722,0.00698893,0.81342860,0.18433816,0.22202490,2.38121788,1.68617323,0.76273299,0.00000000
-5.30365183,3.62189324,0.00679954,0.79663197,0.16899202,0.21560753,2.31044661,1.69996932,0.73814762,0.00000000
-5.29764882,3.60185182,0.00677975,0.77904463,0.15687274,0.21246520,2.24398741,1.72017070,0.72246557,0.00000000
-5.29164582,3.59930526,0.00691810,0.76099064,0.14778883,0.21240410,2.18235978,1.74690975,0.71512699,0.00000000
-5.28564282,3.61391367,0.00720388,0.74279693,0.14154335,0.21521859,2.12601693,1.78018679,0.71550347,0.00000000
-5.27963982,3.64510400,0.00762716,0.72478199,0.13793862,0.22069351,2.07532081,1.81985659,0.72290531,0.00000000
-5.27363682,3.69205622,0.00817878,0.70724558,0.13678002,0.22860615,2.03052025,1.86562036,0.73658952,0.00000000
-5.26763382,3.75369881,0.00885032,0.69045989,0.13787882,0.23872796,1.99173387,1.91702426,0.75576880,0.00000000
-5.26163082,3.82871487,0.00963394,0.67466264,0.14105411,0.25082621,1.95893884,1.97346480,0.77962188,0.00000000
-5.25562781,3.91555962,0.01052230,0.66005229,0.14613396,0.26466570,1.93196646,2.03420126,0.80730527,0.00000000
-5.24962481,4.01248921,0.01150834,0.64678552,0.15295581,0.28001047,1.91050482,2.09837478,0.83796642,0.00000000
-5.24362181,4.11759988,0.01258513,0.63497700,0.16136643,0.29662573,1.89410841,2.16503336,0.87075815,0.00000000
-5.23761881,4.22887593,0.01374569,0.62470110,0.17122127,0.31427991,1.88221431,2.23316169,0.90485404,0.00000000
-5.23161581,4.34424433,0.01498276,0.61599547,0.18238359,0.33274684,1.87416380,2.30171424,0.93946424,0.00000000
-5.22561281,4.46163332,0.01628863,0.60886588,0.19472337,0.35180811,1.86922842,2.36965028,0.97385138,0.00000000
-5.21960980,4.57903234,0.01765497,0.60329207,0.20811603,0.37125540,1.86663882,2.43596892,1.00734573,0.00000000
-5.21360680,4.69455026,0.01907265,0.59923407,0.22244130,0.39089296,1.86561507,2.49974258,1.03935928,0.00000000
-5.20760380,4.80646960,0.02053164,0.59663855,0.23758207,0.41053999,1.86539677,2.56014741,1.06939810,0.00000000
-5.20160080,4.91329418,0.02202089,0.59544490,0.25342357,0.43003306,1.86527165,2.61648941,1.09707246,0.00000000
-5.19559780,5.01378866,0.02352830,0.59559065,0.26985282,0.44922848,1.86460134,2.66822512,1.12210447,0.00000000
-5.18959480,5.10700879,0.02504070,0.59701608,0.28675842,0.46800461,1.86284337,2.71497646,1.14433295,0.00000000
-5.18359180,5.19232183,0.02654394,0.59966792,0.30403090,0.48626423,1.85956866,2.75653942,1.16371554,0.00000000
-5.17758879,5.26941720,0.02802301,0.60350198,0.32156353,0.50393679,1.85447423,2.79288661,1.18032794,0.00000000
-5.17158579,5.33830803,0.02946218,0.60848497,0.33925370,0.52098082,1.84739079,2.82416428,1.19436071,0.00000000
-5.16558279,5.39932467,0.03084533,0.61459548,0.35700482,0.53738632,1.83828556,2.85068449,1.20611364,0.00000000
-5.15957979,5.45310139,0.03215619,0.62182427,0.37472874,0.55317714,1.82726056,2.87291321,1.21598831,0.00000000
-5.15357679,5.50055771,0.03337877,0.63017416,0.39234857,0.56841337,1.81454697,2.89145535,1.22447894,0.00000000
-5.14757379,5.54287575,0.03449769,0.63965955,0.40980178,0.58319358,1.80049605,2.90703778,1.23216210,0.00000000
-5.14157079,5.58147471,0.03549865,0.65030577,0.42704346,0.59765685,1.78556735,2.92049099,1.23968550,0.00000000
-5.13556778,5.61798330,0.03636885,0.66214835,0.44404940,0.61198435,1.77031474,2.93273024,1.24775607,0.00000000
-5.12956478,5.65421073,0.03709738,0.67523217,0.46081892,0.62640026,1.75537089,2.94473661,1.25712761,0.00000000
-5.12356178,5.69211610,0.03767562,0.68961054,0.47737704,0.64117189,1.74143057,2.95753813,1.26858790,0.00000000
-5.11755878,5.73377619,0.03809750,0.70534414,0.49377588,0.65660858,1.72923319,2.97219112,1.28294546,0.00000000
-5.11155578,5.78135084,0.03835979,0.72249960,0.51009485,0.67305933,1.71954478,2.98976154,1.30101563,0.00000000
-5.10555278,5.83704539,0.03846219,0.74114771,0.52643969,0.69090877,1.71313968,3.01130594,1.32360608,0.00000000
-5.09954977,5.90306921,0.03840737,0.76136108,0.54293995,0.71057135,1.71078193,3.03785184,1.35150146,0.00000000
-5.09354677,5.98159000,0.03820087,0.78321105,0.55974502,0.73248380,1.71320663,3.07037692,1.38544711,0.00000000
-5.08754377,6.07468321,0.03785095,0.80676393,0.57701859,0.75709553,1.72110127,3.10978709,1.42613194,0.00000000
-5.08154077,6.18427690,0.03736824,0.83207644,0.59493178,0.78485739,1.73508731,3.15689299,1.47417029,0.00000000
-5.07553777,6.31209249,0.03676534,0.85919036,0.61365501,0.81620875,1.75570218,3.21238534,1.53008328,0.00000000
-5.06953477,6.45958263,0.03605641,0.88812669,0.63334900,0.85156339,1.78338217,3.27680935,1.59427974,0.00000000
-5.06353177,6.62786789,0.03525660,0.91887933,0.65415528,0.89129441,1.81844647,3.35053888,1.66703737,0.00000000
-5.05752876,6.81767445,0.03438152,0.95140870,0.67618660,0.93571894,1.86108311,3.43375124,1.74848462,0.00000000
-5.05152576,7.02927564,0.03344674,0.98563550,0.69951784,0.98508303,1.91133721,3.52640374,1.83858421,0.00000000
-5.04552276,7.26244016,0.03246725,1.02143518,0.72417790,1.03954742,1.96910227,3.62821333,1.93711891,0.00000000
-5.03951976,7.51639008,0.03145702,1.05863325,0.75014307,1.09917490,2.03411506,3.73864051,2.04368062,0.00000000
-5.03351676,7.78977178,0.03042866,1.09700212,0.77733236,1.16391991,2.10595469,3.85687903,2.15766350,0.00000000
-5.02751376,8.08064262,0.02939310,1.13625950,0.80560534,1.23362093,2.18404635,3.98185254,2.27826196,0.00000000
-5.02151076,8.38647549,0.02835944,1.17606902,0.83476254,1.30799620,2.26766998,4.11221920,2.40447429,0.00000000
-5.01550775,8.70418327,0.02733490,1.21604295,0.86454891,1.38664334,2.35597411,4.24638525,2.53511233,0.00000000
-5.00950475,9.03016398,0.02632479,1.25574742,0.89466016,1.46904281,2.44799474,4.38252770,2.66881763,0.00000000
-5.00350175,9.36036677,0.02533272,1.29470997,0.92475205,1.55456582,2.54267894,4.51862652,2.80408413,0.00000000
-4.99749875,9.69037798,0.02436076,1.33242945,0.95445238,1.64248614,2.63891284,4.65250583,2.93928718,0.00000000
-4.99149575,10.01552548,0.02340972,1.36838796,0.98337520,1.73199595,2.73555306,4.78188327,3.07271845,0.00000000
-4.98549275,10.33099853,0.02247947,1.40206448,1.01113693,1.82222519,2.83146076,4.90442658,3.20262604,0.00000000
-4.97948974,10.63197975,0.02156928,1.43294987,1.03737352,1.91226384,2.92553717,5.01781556,3.32725870,0.00000000
-4.97348674,10.91378488,0.02067815,1.46056247,1.06175820,2.00118639,3.01675938,5.11980772,3.44491290,0.00000000
-4.96748374,11.17200543,0.01980515,1.48446380,1.08401887,2.08807779,3.10421495,5.20830525,3.55398128,0.00000000
-4.96148074,11.40264917,0.01894970,1.50427379,1.10395439,2.17205978,3.18713408,5.28142113,3.65300082,0.00000000
-4.95547774,11.60227304,0.01811184,1.51968467,1.12144906,2.25231683,3.26491788,5.33754177,3.74069901,0.00000000
-4.94947474,11.76810317,0.01729240,1.53047295,1.13648437,2.32812050,3.33716160,5.37538384,3.81603613,0.00000000
-4.94347174,11.89813710,0.01649315,1.53650898,1.14914764,2.39885153,3.40367153,5.39404302,3.87824197,0.00000000
-4.93746873,11.99122379,0.01571689,1.53776344,1.15963673,2.46401853,3.46447477,5.39303248,3.92684539,0.00000000
-4.93146573,12.04711776,0.01496751,1.53431046,1.16826058,2.52327281,3.51982115,5.37230953,3.96169521,0.00000000
-4.92546273,12.06650474,0.01424994,1.52632702,1.17543529,2.57641857,3.57017686,5.33228895,3.98297139,0.00000000
-4.91945973,12.05099707,0.01357010,1.51408872,1.18167574,2.62341810,3.61620982,5.27384236,3.99118568,0.00000000
-4.91345673,12.00309865,0.01293487,1.49796178,1.18758272,2.66439191,3.65876693,5.19828324,3.98717140,0.00000000
-4.90745373,11.92614017,0.01235191,1.47839166,1.19382612,2.69961362,3.69884387,5.10733801,3.97206230,0.00000000
-4.90145073,11.82418669,0.01182962,1.45588870,1.20112439,2.72949995,3.73754841,5.00310392,3.94726115,0.00000000
-4.89544772,11.70192069,0.01137698,1.43101129,1.21022123,2.75459619,3.77605830,4.88799528,3.91439894,0.00000000
-4.88944472,11.56450490,0.01100343,1.40434728,1.22186004,2.77555761,3.81557543,4.76467974,3.87528598,0.00000000
-4.88344172,11.41742974,0.01071873,1.37649441,1.23675723,2.79312779,3.85727773,4.63600704,3.83185672,0.00000000
-4.87743872,11.26635092,0.01053287,1.34804055,1.25557532,2.80811430,3.90227074,4.50493256,3.78611020,0.00000000
-4.87143572,11.11692306,0.01045590,1.31954460,1.27889673,2.82136291,3.95154059,4.37443854,3.74004828,0.00000000
-4.86543272,10.97463524,0.01049782,1.29151877,1.30719955,2.83373105,4.00591039,4.24745547,3.69561398,0.00000000
-4.85942971,10.84465389,0.01066842,1.26441310,1.34083596,2.84606137,4.06600153,4.12678640,3.65463211,0.00000000
-4.85342671,10.73167849,0.01097712,1.23860266,1.38001438,2.85915628,4.13220156,4.01503650,3.61875419,0.00000000
-4.84742371,10.63981421,0.01143274,1.21437799,1.42478600,2.87375412,4.20463988,3.91454994,3.58940987,0.00000000
-4.84142071,10.57246538,0.01204334,1.19193913,1.47503627,2.89050754,4.28317230,3.82735588,3.56776608,0.00000000
-4.83541771,10.53225219,0.01281591,1.17139327,1.53048178,2.90996470,4.36737484,3.75512468,3.55469543,0.00000000
-4.82941471,10.52095250,0.01375612,1.15275606,1.59067264,2.93255354,4.45654733,3.69913530,3.55075455,0.00000000
-4.82341171,10.53946922,0.01486798,1.13595639,1.65500034,2.95856948,4.54972636,3.66025420,3.55617295,0.00000000
-4.81740870,10.58782309,0.01615349,1.12084425,1.72271082,2.98816668,4.64570728,3.63892560,3.57085223,0.00000000
-4.81140570,10.66516972,0.01761233,1.10720120,1.79292226,3.02135293,4.74307415,3.63517282,3.59437544,0.00000000
-4.80540270,10.76983902,0.01924147,1.09475296,1.86464694,3.05798832,4.84023671,3.64860991,3.62602586,0.00000000
-4.79939970,10.89939480,0.02103485,1.08318337,1.93681633,3.09778739,4.93547280,3.67846252,3.66481406,0.00000000
-4.79339670,11.05071172,0.02298309,1.07214913,2.00830851,3.14032502,5.02697466,3.72359703,3.70951219,0.00000000
-4.78739370,11.22006671,0.02507324,1.06129466,2.07797691,3.18504565,5.11289757,3.78255666,3.75869405,0.00000000
-4.78139070,11.40324179,0.02728865,1.05026648,2.14467933,3.23127594,5.19140903,3.85360329,3.81077938,0.00000000
-4.77538769,11.59563554,0.02960890,1.03872649,2.20730634,3.27824051,5.26073691,3.93476385,3.86408108,0.00000000
-4.76938469,11.79238002,0.03200990,1.02636376,2.26480802,3.32508066,5.31921513,4.02388001,3.91685368,0.00000000
-4.76338169,11.98846086,0.03446408,1.01290448,2.31621835,3.37087577,5.36532553,4.11866012,3.96734186,0.00000000
-4.75737869,12.17883778,0.03694078,0.99811979,2.36067656,3.41466702,5.39773485,4.21673247,4.01382756,0.00000000
-4.75137569,12.35856337,0.03940672,0.98183138,2.39744490,3.45548303,5.41532607,4.31569869,4.05467477,0.00000000
-4.74537269,12.52289805,0.04182669,0.96391486,2.42592260,3.49236694,5.41722344,4.41318654,4.08837080,0.00000000
-4.73936968,12.66741913,0.04416430,0.94430104,2.44565583,3.52440419,5.40281100,4.50690129,4.11356337,0.00000000
-4.73336668,12.78812223,0.04638291,0.92297516,2.45634360,3.55075050,5.37174445,4.59467458,4.12909263,0.00000000
-4.72736368,12.88151310,0.04844658,0.89997456,2.45783997,3.57065902,5.32395647,4.67451017,4.13401786,0.00000000
-4.72136068,12.94468821,0.05032110,0.87538476,2.45015258,3.58350604,5.25965588,4.74462563,4.12763813,0.00000000
-4.71535768,12.97540240,0.05197503,0.84933466,2.43343805,3.58881413,5.17932097,4.80348903,4.10950687,0.00000000
-4.70935468,12.97212194,0.05338070,0.82199077,2.40799457,3.58627207,5.08368749,4.84985006,4.07944013,0.00000000
-4.70335168,12.93406158,0.05451508,0.79355117,2.37425209,3.57575052,4.97373191,4.88276455,4.03751836,0.00000000
-4.69734867,12.86120445,0.05536065,0.76423915,2.33276064,3.55731288,4.85065047,4.90161187,3.98408205,0.00000000
-4.69134567,12.75430363,0.05590599,0.73429698,2.28417697,3.53122052,4.71583458,4.90610454,3.91972113,0.00000000
-4.68534267,12.61486509,0.05614624,0.70397996,2.22925013,3.49793217,4.57084314,4.89628975,3.84525872,0.00000000
-4.67933967,12.44511162,0.05608335,0.67355074,2.16880601,3.45809705,4.41737237,4.87254245,3.76172936,0.00000000
-4.67333667,12.24792840,0.05572611,0.64327418,2.10373139,3.41254189,4.25722355,4.83555017,3.67035257,0.00000000
-4.66733367,12.02679093,0.05508988,0.61341265,2.03495742,3.36225193,4.09226931,4.78628976,3.57250218,0.00000000
-4.66133067,11.78567704,0.05419621,0.58422187,1.96344301,3.30834650,3.92441897,4.72599655,3.46967231,0.00000000
-4.65532766,11.52896503,0.05307216,0.55594710,1.89015800,3.25204977,3.75558344,4.65612697,3.36344084,0.00000000
-4.64932466,11.26132059,0.05174944,0.52881979,1.81606660,3.19465761,3.58764034,4.57831533,3.25543121,0.00000000
-4.64332166,10.98757550,0.05026350,0.50305451,1.74211097,3.13750158,3.42239985,4.49432631,3.14727367,0.00000000
