energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-4.73936968,2.83436582,0.44578804,0.00754381,0.58220409,2.40700402,0.00864170,0.25567065
-4.73336668,2.88586808,0.44261126,0.00740951,0.58476682,2.45715280,0.00907822,0.26367943
-4.72736368,2.94360207,0.44122820,0.00730468,0.58846483,2.51321627,0.00957962,0.27096110
-4.72136068,3.00645695,0.44156536,0.00722989,0.59298095,2.57431116,0.01014063,0.27733304
-4.71535768,3.07323178,0.44352286,0.00718505,0.59801243,2.63945020,0.01075519,0.28263538
-4.70935468,3.14266308,0.44697642,0.00716941,0.60327703,2.70756422,0.01141656,0.28673563
-4.70335168,3.21345372,0.45178018,0.00718152,0.60851783,2.77752670,0.01211730,0.28953229
-4.69734867,3.28430251,0.45777031,0.00721928,0.61350651,2.84818002,0.01284936,0.29095732
-4.69134567,3.35393347,0.46476896,0.00727993,0.61804522,2.91836275,0.01360409,0.29097736
-4.68534267,3.42112436,0.47258869,0.00736013,0.62196691,2.98693736,0.01437229,0.28959373
-4.67933967,3.48473359,0.48103696,0.00745604,0.62513451,3.05281753,0.01514427,0.28684114
-4.67333667,3.54372525,0.48992067,0.00756340,0.62743897,3.11499466,0.01590991,0.28278531
-4.66733367,3.59719160,0.49905041,0.00767761,0.62879655,3.17256278,0.01665874,0.27751965
-4.66133067,3.64437292,0.50824453,0.00779393,0.62914569,3.22474144,0.01738003,0.27116111
-4.65532766,3.68467414,0.51733266,0.00790754,0.62844370,3.27089590,0.01806296,0.26384546
-4.64932466,3.71767816,0.52615880,0.00801373,0.62666360,3.31055409,0.01869674,0.25572227
-4.64332166,3.74315540,0.53458378,0.00810808,0.62379144,3.34341994,0.01927081,0.24694984
-4.63731866,3.76106943,0.54248707,0.00818653,0.61982414,3.36938239,0.01977501,0.23769014
-4.63131566,3.77157824,0.54976804,0.00824560,0.61476817,3.38851973,0.02019988,0.22810422
-4.62531266,3.77503103,0.55634645,0.00828249,0.60863889,3.40109882,0.02053680,0.21834806
-4.61930965,3.77196002,0.56216236,0.00829517,0.60146069,3.40756892,0.02077831,0.20856900
-4.61330665,3.76306732,0.56717546,0.00828249,0.59326766,3.40854984,0.02091826,0.19890287
-4.60730365,3.74920660,0.57136379,0.00824424,0.58410468,3.40481440,0.02095210,0.18947194
-4.60130065,3.73135964,0.57472195,0.00818112,0.57402870,3.39726539,0.02087697,0.18038339
-4.59529765,3.71060797,0.57725893,0.00809477,0.56310986,3.38690721,0.02069193,0.17172856
-4.58929465,3.68810003,0.57899554,0.00798771,0.55143233,3.37481293,0.02039796,0.16358276
-4.58329165,3.66501434,0.57996161,0.00786318,0.53909452,3.36208735,0.01999807,0.15600546
-4.57728864,3.64251984,0.58019300,0.00772511,0.52620852,3.34982724,0.01949718,0.14904094
-4.57128564,3.62173416,0.57972862,0.00757788,0.51289867,3.33907989,0.01890210,0.14271908
-4.56528264,3.60368134,0.57860744,0.00742618,0.49929917,3.33080132,0.01822132,0.13705641
-4.55927964,3.58925043,0.57686573,0.00727480,0.48555078,3.32581572,0.01746481,0.13205709
-4.55327664,3.57915647,0.57453454,0.00712840,0.47179678,3.32477765,0.01664377,0.12771399
-4.54727364,3.57390554,0.57163759,0.00699138,0.45817823,3.32813864,0.01577028,0.12400959
-4.54127064,3.57376551,0.56818959,0.00686759,0.44482894,3.33611957,0.01485699,0.12091695
-4.53526763,3.57874385,0.56419510,0.00676024,0.43187036,3.34869040,0.01391679,0.11840044
-4.52926463,3.58857401,0.55964797,0.00667169,0.41940661,3.36555824,0.01296245,0.11641654
-4.52326163,3.60271115,0.55453134,0.00660341,0.40752019,3.38616472,0.01200629,0.11491456
-4.51725863,3.62033816,0.54881837,0.00655584,0.39626839,3.40969328,0.01105987,0.11383732
-4.51125563,3.64038214,0.54247338,0.00652840,0.38568077,3.43508642,0.01013379,0.11312206
-4.50525263,3.66154123,0.53545370,0.00651953,0.37575794,3.46107280,0.00923739,0.11270122
-4.49924962,3.68232127,0.52771188,0.00652669,0.36647167,3.48620352,0.00837870,0.11250355
-4.49324662,3.70108120,0.51919833,0.00654654,0.35776632,3.50889644,0.00756423,0.11245529
-4.48724362,3.71608574,0.50986430,0.00657500,0.34956172,3.52748718,0.00679904,0.11248150
-4.48124062,3.72556360,0.49966489,0.00660750,0.34175720,3.54028492,0.00608669,0.11250757
-4.47523762,3.72776889,0.48856226,0.00663909,0.33423672,3.54563104,0.00542932,0.11246082
-4.46923462,3.72104356,0.47652866,0.00666472,0.32687472,3.54195817,0.00482777,0.11227225
-4.46323162,3.70387822,0.46354923,0.00667939,0.31954261,3.52784755,0.00428174,0.11187824
-4.45722861,3.67496895,0.44962453,0.00667840,0.31211542,3.50208209,0.00378992,0.11122224
-4.45122561,3.63326777,0.43477257,0.00665749,0.30447838,3.46369320,0.00335021,0.11025634
-4.44522261,3.57802458,0.41903031,0.00661305,0.29653324,3.41199931,0.00295993,0.10894276
-4.43921961,3.50881894,0.40245458,0.00654222,0.28820392,3.34663449,0.00261597,0.10725496
-4.43321661,3.42558034,0.38512230,0.00644302,0.27944136,3.26756612,0.00231503,0.10517860
-4.42721361,3.32859631,0.36713012,0.00631438,0.27022754,3.17510080,0.00205377,0.10271212
-4.42121061,3.21850810,0.34859336,0.00615623,0.26057828,3.06987854,0.00182895,0.09986700
-4.41520760,3.09629439,0.32964433,0.00596941,0.25054516,2.95285558,0.00163764,0.09666765
-4.40920460,2.96324396,0.31043023,0.00575568,0.24021625,2.82527677,0.00147726,0.09315099
-4.40320160,2.82091884,0.29111057,0.00551762,0.22971597,2.68863903,0.00134573,0.08936574
-4.39719860,2.67110974,0.27185428,0.00525850,0.21920404,2.54464754,0.00124149,0.08537137
-4.39119560,2.51578597,0.25283668,0.00498223,0.20887371,2.39516693,0.00116364,0.08123695
-4.38519260,2.35704214,0.23423645,0.00469311,0.19894944,2.24216957,0.00111189,0.07703974
-4.37918959,2.19704408,0.21623258,0.00439581,0.18968416,2.08768328,0.00108662,0.07286372
-4.37318659,2.03797625,0.19900170,0.00409512,0.18135617,1.93374072,0.00108889,0.06879814
-4.36718359,1.88199261,0.18271555,0.00379587,0.17426590,1.78233235,0.00112041,0.06493595
-4.36118059,1.73117284,0.16753898,0.00350281,0.16873248,1.63536471,0.00118351,0.06137243
-4.35517759,1.58748512,0.15362828,0.00322047,0.16509023,1.49462531,0.00128112,0.05820381
-4.34917459,1.45275639,0.14113000,0.00295308,0.16368491,1.36175502,0.00141671,0.05552602
-4.34317159,1.32865059,0.13018018,0.00270453,0.16486988,1.23822828,0.00159421,0.05343353
-4.33716858,1.21665461,0.12090395,0.00247827,0.16900181,1.12534137,0.00181794,0.05201830
-4.33116558,1.11807170,0.11341547,0.00227735,0.17643612,1.02420793,0.00209250,0.05136876
-4.32516258,1.03402129,0.10781803,0.00210433,0.18752169,0.93576132,0.00242267,0.05156887
-4.31915958,0.96544424,0.10420425,0.00196137,0.20259508,0.86076248,0.00281324,0.05269716
-4.31315658,0.91311204,0.10265633,0.00185016,0.22197390,0.79981215,0.00326890,0.05482572
-4.30715358,0.87763862,0.10324611,0.00177202,0.24594946,0.75336603,0.00379404,0.05801916
