energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
0.08704352,4.66956157,0.39171013,2.17628701,0.01440882,0.65515507,0.56734091,1.45081793,0.10820057,0.25529673
0.09304652,4.63268389,0.38903664,2.13849848,0.01370936,0.66356325,0.56921550,1.44548374,0.10675823,0.25637600
0.09904952,4.59089014,0.38660290,2.10003511,0.01303593,0.67063359,0.57029650,1.43728708,0.10501447,0.25758197
0.10505253,4.54484900,0.38448766,2.06134403,0.01239346,0.67632771,0.57060511,1.42643959,0.10298906,0.25891723
0.11105553,4.49513578,0.38274706,2.02277513,0.01178632,0.68061527,0.57016405,1.41316532,0.10070277,0.26036922
0.11705853,4.44222296,0.38141400,1.98457949,0.01121807,0.68347349,0.56899578,1.39769420,0.09817713,0.26191034
0.12306153,4.38647798,0.38049878,1.94691302,0.01069136,0.68488691,0.56712081,1.38025609,0.09543432,0.26349881
0.12906453,4.32816755,0.37999070,1.90984478,0.01020784,0.68484723,0.56455662,1.36107567,0.09249710,0.26508032
0.13506753,4.26746784,0.37986069,1.87336914,0.00976812,0.68335330,0.56131678,1.34036826,0.08938885,0.26659049
0.14107054,4.20447926,0.38006467,1.83742087,0.00937178,0.68041126,0.55741064,1.31833641,0.08613364,0.26795772
0.14707354,4.13924489,0.38054748,1.80189213,0.00901746,0.67603471,0.55284330,1.29516745,0.08275633,0.26910661
0.15307654,4.07177105,0.38124717,1.76665046,0.00870291,0.67024506,0.54761617,1.27103194,0.07928265,0.26996156
0.15907954,4.00204898,0.38209939,1.73155657,0.00842515,0.66307190,0.54172777,1.24608291,0.07573933,0.27045051
0.16508254,3.93007641,0.38304166,1.69648136,0.00818055,0.65455343,0.53517509,1.22045605,0.07215406,0.27050842
0.17108554,3.85587792,0.38401734,1.66132110,0.00796504,0.64473693,0.52795517,1.19427061,0.06855555,0.27008063
0.17708854,3.77952324,0.38497905,1.62601041,0.00777419,0.63367922,0.52006704,1.16763107,0.06497339,0.26912564
0.18309155,3.70114275,0.38589141,1.59053234,0.00760343,0.62144715,0.51151389,1.14062941,0.06143795,0.26761731
0.18909455,3.62093960,0.38673300,1.55492552,0.00744816,0.60811799,0.50230539,1.11334797,0.05798012,0.26554642
0.19509755,3.53919803,0.38749738,1.51928799,0.00730387,0.59377981,0.49246002,1.08586263,0.05463100,0.26292140
0.20110055,3.45628778,0.38819322,1.48377795,0.00716629,0.57853169,0.48200745,1.05824624,0.05142157,0.25976822
0.20710355,3.37266438,0.38884341,1.44861135,0.00703151,0.56248385,0.47099067,1.03057215,0.04838223,0.25612962
0.21310655,3.28886545,0.38948343,1.41405682,0.00689603,0.54575752,0.45946793,1.00291747,0.04554234,0.25206343
0.21910955,3.20550317,0.39015874,1.38042794,0.00675689,0.52848467,0.44751427,0.97536614,0.04292969,0.24764033
0.22511256,3.12325317,0.39092164,1.34807358,0.00661169,0.51080735,0.43522261,0.94801132,0.04056995,0.24294101
0.23111556,3.04284028,0.39182757,1.31736648,0.00645866,0.49287683,0.42270425,0.92095711,0.03848614,0.23805296
0.23711856,2.96502146,0.39293103,1.28869057,0.00629667,0.47485232,0.41008880,0.89431946,0.03669807,0.23306699
0.24312156,2.89056652,0.39428147,1.26242763,0.00612529,0.45689933,0.39752339,0.86822600,0.03522177,0.22807364
0.24912456,2.82023726,0.39591914,1.23894345,0.00594470,0.43918767,0.38517120,0.84281494,0.03406903,0.22315971
0.25512756,2.75476553,0.39787132,1.21857430,0.00575577,0.42188909,0.37320932,0.81823290,0.03324693,0.21840503
0.26113057,2.69483119,0.40014904,1.20161382,0.00556000,0.40517463,0.36182593,0.79463186,0.03275743,0.21387967
0.26713357,2.64104057,0.40274436,1.18830102,0.00535947,0.38921163,0.35121695,0.77216528,0.03259709,0.20964161
0.27313657,2.59390635,0.40562864,1.17880958,0.00515684,0.37416073,0.34158210,0.75098368,0.03275687,0.20573508
0.27913957,2.55382975,0.40875162,1.17323907,0.00495529,0.36017264,0.33312071,0.73122983,0.03322202,0.20218964
0.28514257,2.52108587,0.41204159,1.17160829,0.00475851,0.34738519,0.32602721,0.71303404,0.03397217,0.19901996
0.29114557,2.49581291,0.41540664,1.17385115,0.00457064,0.33592041,0.32048655,0.69650959,0.03498151,0.19622636
0.29714857,2.47800610,0.41873688,1.17981527,0.00439630,0.32588213,0.31666975,0.68174884,0.03621921,0.19379604
0.30315158,2.46751682,0.42190769,1.18926366,0.00424050,0.31735397,0.31472961,0.66882021,0.03764992,0.19170506
0.30915458,2.46405720,0.42478384,1.20187938,0.00410872,0.31039800,0.31479685,0.65776619,0.03923453,0.18992071
0.31515758,2.46721045,0.42722424,1.21727335,0.00400686,0.30505407,0.31697674,0.64860272,0.04093107,0.18840446
0.32116058,2.47644662,0.42908725,1.23499506,0.00394130,0.30133988,0.32134628,0.64131981,0.04269573,0.18711510
0.32716358,2.49114339,0.43023625,1.25454596,0.00391888,0.29925183,0.32795218,0.63588352,0.04448406,0.18601204
0.33316658,2.51061102,0.43054517,1.27539505,0.00394697,0.29876649,0.33680940,0.63223915,0.04625224,0.18505860
0.33916958,2.53412058,0.42990387,1.29699628,0.00403348,0.29984277,0.34790052,0.63031539,0.04795842,0.18422504
0.34517259,2.56093385,0.42822301,1.31880682,0.00418686,0.30242448,0.36117575,0.63002922,0.04956401,0.18349134
0.35117559,2.59033375,0.42543817,1.34030570,0.00441614,0.30644328,0.37655362,0.63129113,0.05103503,0.18284939
0.35717859,2.62165343,0.42151313,1.36101181,0.00473087,0.31182162,0.39392212,0.63401035,0.05234323,0.18230463
0.36318159,2.65430256,0.41644205,1.38050052,0.00514111,0.31847565,0.41314046,0.63809959,0.05346716,0.18187706
0.36918459,2.68778925,0.41025054,1.39841807,0.00565736,0.32631782,0.43404101,0.64347907,0.05439290,0.18160134
0.37518759,2.72173631,0.40299548,1.41449291,0.00629040,0.33525890,0.45643165,0.65007935,0.05511467,0.18152633
0.38119060,2.75589074,0.39476367,1.42854357,0.00705121,0.34520945,0.48009819,0.65784283,0.05563499,0.18171368
0.38719360,2.79012586,0.38566939,1.44048235,0.00795074,0.35608043,0.50480691,0.66672373,0.05596466,0.18223581
0.39319660,2.82443573,0.37585088,1.45031491,0.00899973,0.36778307,0.53030720,0.67668646,0.05612229,0.18317323
0.39919960,2.85892210,0.36546609,1.45813538,0.01020845,0.38022790,0.55633411,0.68770258,0.05613356,0.18461128
0.40520260,2.89377452,0.35468778,1.46411745,0.01158645,0.39332314,0.58261104,0.69974644,0.05603019,0.18663653
0.41120560,2.92924473,0.34369816,1.46850184,0.01314232,0.40697242,0.60885238,0.71278983,0.05584863,0.18933283
0.41720860,2.96561675,0.33268350,1.47158067,0.01488341,0.42107224,0.63476631,0.72679607,0.05562852,0.19277731
0.42321161,3.00317448,0.32182874,1.47367970,0.01681563,0.43550925,0.66005777,0.74171398,0.05541106,0.19703645
0.42921461,3.04216876,0.31131252,1.47513924,0.01894324,0.45015771,0.68443159,0.75747212,0.05523727,0.20216236
0.43521761,3.08278593,0.30130267,1.47629493,0.02126867,0.46487738,0.70759602,0.77397399,0.05514630,0.20818945
0.44122061,3.12511993,0.29195252,1.47745925,0.02379249,0.47951215,0.72926653,0.79109443,0.05517379,0.21513168
0.44722361,3.16914971,0.28339794,1.47890492,0.02651330,0.49388954,0.74916999,0.80867764,0.05535045,0.22298046
0.45322661,3.21472356,0.27575549,1.48085098,0.02942780,0.50782143,0.76704933,0.82653725,0.05570080,0.23170339
0.45922961,3.26155151,0.26912142,1.48345236,0.03253083,0.52110599,0.78266835,0.84445839,0.05624229,0.24124380
0.46523262,3.30920641,0.26357174,1.48679348,0.03581553,0.53353096,0.79581697,0.86220186,0.05698466,0.25152128
0.47123562,3.35713393,0.25916317,1.49088616,0.03927350,0.54487810,0.80631647,0.87951038,0.05792974,0.26243312
0.47723862,3.40467115,0.25593495,1.49567197,0.04289493,0.55492893,0.81402473,0.89611641,0.05907152,0.27385667
0.48324162,3.45107268,0.25391132,1.50102878,0.04666885,0.56347121,0.81884119,0.91175151,0.06039663,0.28565251
0.48924462,3.49554310,0.25310444,1.50678107,0.05058323,0.57030626,0.82071136,0.92615637,0.06188510,0.29766842
0.49524762,3.53727378,0.25351771,1.51271336,0.05462510,0.57525635,0.81963056,0.93909128,0.06351138,0.30974383
0.50125063,3.57548217,0.25514903,1.51858596,0.05878064,0.57817222,0.81564671,0.95034622,0.06524564,0.32171485
0.50725363,3.60945103,0.25799404,1.52415193,0.06303510,0.57893998,0.80886188,0.95975007,0.06705505,0.33341936
0.51325663,3.63856560,0.26204882,1.52917436,0.06737275,0.57748713,0.79943246,0.96717836,0.06890531,0.34470219
0.51925963,3.66234622,0.26731216,1.53344277,0.07177669,0.57378744,0.78756777,0.97255909,0.07076203,0.35542011
0.52526263,3.68047454,0.27378687,1.53678772,0.07622860,0.56786417,0.77352703,0.97587617,0.07259205,0.36544627
0.53126563,3.69281172,0.28148031,1.53909267,0.08070845,0.55979160,0.75761463,0.97717024,0.07436471,0.37467410
0.53726863,3.69940732,0.29040380,1.54030229,0.08519416,0.54969458,0.74017382,0.97653689,0.07605275,0.38302036
0.54327164,3.70049837,0.30057099,1.54042693,0.08966132,0.53774612,0.72157893,0.97412210,0.07763315,0.39042716
0.54927464,3.69649842,0.31199515,1.53954259,0.09408289,0.52416314,0.70222624,0.97011531,0.07908754,0.39686305
0.55527764,3.68797717,0.32468552,1.53778684,0.09842901,0.50920031,0.68252401,0.96474029,0.08040244,0.40232287
0.56128064,3.67563172,0.33864279,1.53535046,0.10266689,0.49314259,0.66288168,0.95824444,0.08156921,0.40682664
0.56728364,3.66025091,0.35385402,1.53246567,0.10676092,0.47629640,0.64369897,0.95088694,0.08258377,0.41041730
0.57328664,3.64267480,0.37028719,1.52939143,0.11067289,0.45898013,0.62535499,0.94292644,0.08344605,0.41315768
0.57928964,3.62375151,0.38788574,1.52639682,0.11436237,0.44151421,0.60819799,0.93460891,0.08415940,0.41512662
0.58529265,3.60429367,0.40656348,1.52374341,0.11778739,0.42421128,0.59253597,0.92615631,0.08472979,0.41641465
0.59129565,3.58503701,0.42620016,1.52166775,0.12090518,0.40736684,0.57862870,0.91775662,0.08516499,0.41711932
0.59729865,3.56660329,0.44663812,1.52036498,0.12367319,0.39125081,0.56668125,0.90955575,0.08547380,0.41734053
0.60330165,3.54946951,0.46768031,1.51997457,0.12605016,0.37610024,0.55683948,0.90165179,0.08566528,0.41717595
0.60930465,3.53394508,0.48909008,1.52056904,0.12799736,0.36211360,0.54918743,0.89409171,0.08574810,0.41671690
0.61530765,3.52015801,0.51059267,1.52214629,0.12947980,0.34944672,0.54374685,0.88687080,0.08573001,0.41604485
0.62131066,3.50805088,0.53187889,1.52462597,0.13046750,0.33821044,0.54047885,0.87993474,0.08561748,0.41522858
0.62731366,3.49738644,0.55261068,1.52785021,0.13093668,0.32847014,0.53928731,0.87318416,0.08541548,0.41432224
0.63331666,3.48776260,0.57242863,1.53158853,0.13087082,0.32024686,0.54002426,0.86648140,0.08512742,0.41336433
0.63931966,3.47863567,0.59096120,1.53554663,0.13026160,0.31352007,0.54249656,0.85965909,0.08475526,0.41237744
0.64532266,3.46935050,0.60783526,1.53937872,0.12910953,0.30823166,0.54647388,0.85253008,0.08429968,0.41136903
0.65132566,3.45917584,0.62268767,1.54270243,0.12742446,0.30429109,0.55169745,0.84489814,0.08376044,0.41033277
0.65732866,3.44734278,0.63517725,1.54511571,0.12522573,0.30158119,0.55788921,0.83656895,0.08313672,0.40925059
0.66333167,3.43308442,0.64499667,1.54621462,0.12254206,0.29996447,0.56476108,0.82736081,0.08242752,0.40809515
0.66933467,3.41567452,0.65188366,1.54561115,0.11941120,0.29928963,0.57202402,0.81711448,0.08163211,0.40683259
0.67533767,3.39446331,0.65563112,1.54295015,0.11587920,0.29939781,0.57939631,0.80570186,0.08075036,0.40542542
0.68134067,3.36890878,0.65609535,1.53792447,0.11199955,0.30012857,0.58661122,0.79303296,0.07978311,0.40383534
0.68734367,3.33860203,0.65320226,1.53028771,0.10783200,0.30132526,0.59342343,0.77906109,0.07873242,0.40202584
0.69334667,3.30328574,0.64695104,1.51986394,0.10344124,0.30283964,0.59961438,0.76378590,0.07760178,0.39996457
0.69934967,3.26286526,0.63741519,1.50655409,0.09889543,0.30453572,0.60499629,0.74725443,0.07639618,0.39762522
0.70535268,3.21741204,0.62474075,1.49033880,0.09426465,0.30629268,0.60941496,0.72956002,0.07512223,0.39498907
0.71135568,3.16715982,0.60914190,1.47127791,0.08961927,0.30800697,0.61275125,0.71083949,0.07378805,0.39204598
0.71735868,3.11249410,0.59089410,1.44950656,0.08502837,0.30959348,0.61492155,0.69126848,0.07240324,0.38879493
0.72336168,3.05393595,0.57032509,1.42522857,0.08055824,0.31098606,0.61587704,0.67105565,0.07097874,0.38524426
0.72936468,2.99212113,0.54780421,1.39870735,0.07627088,0.31213726,0.61560227,0.65043578,0.06952663,0.38141135
0.73536768,2.92777608,0.52373052,1.37025510,0.07222280,0.31301758,0.61411283,0.62966225,0.06806003,0.37732218
0.74137069,2.86169188,0.49852038,1.34022087,0.06846391,0.31361416,0.61145259,0.60899933,0.06659284,0.37301054
0.74737369,2.79469778,0.47259493,1.30897810,0.06503664,0.31392920,0.60769039,0.58871452,0.06513965,0.36851710
0.75337669,2.72763538,0.44636807,1.27691236,0.06197532,0.31397808,0.60291657,0.56907136,0.06371551,0.36388843
0.75937969,2.66133467,0.42023546,1.24440977,0.05930583,0.31378727,0.59723921,0.55032292,0.06233584,0.35917592
0.76538269,2.59659284,0.39456500,1.21184657,0.05704544,0.31339226,0.59078043,0.53270619,0.06101628,0.35443472
0.77138569,2.53415652,0.36968899,1.17958034,0.05520297,0.31283537,0.58367260,0.51643753,0.05977262,0.34972279
0.77738869,2.47470790,0.34589832,1.14794292,0.05377917,0.31216363,0.57605480,0.50170925,0.05862069,0.34509988
0.78339170,2.41885497,0.32343869,1.11723540,0.05276729,0.31142679,0.56806929,0.48868735,0.05757631,0.34062678
0.78939470,2.36712579,0.30250897,1.08772507,0.05215385,0.31067540,0.55985840,0.47751031,0.05665519,0.33636446
0.79539770,2.31996664,0.28326140,1.05964421,0.05191958,0.30995911,0.55156157,0.46828893,0.05587292,0.33237344
0.80140070,2.27774342,0.26580367,1.03319069,0.05204040,0.30932514,0.54331279,0.46110692,0.05524482,0.32871317
0.80740370,2.24074593,0.25020232,1.00852992,0.05248852,0.30881700,0.53523834,0.45602223,0.05478587,0.32544147
0.81340670,2.20919414,0.23648735,0.98579794,0.05323351,0.30847339,0.52745500,0.45306880,0.05451061,0.32261403
0.81940970,2.18324571,0.22465759,0.96510526,0.05424332,0.30832742,0.52006853,0.45225847,0.05443290,0.32028394
0.82541271,2.16300401,0.21468635,0.94654095,0.05548525,0.30840599,0.51317266,0.45358303,0.05456581,0.31850111
0.83141571,2.14852569,0.20652726,0.93017670,0.05692680,0.30872943,0.50684824,0.45701597,0.05492129,0.31731180
0.83741871,2.13982722,0.20011960,0.91607035,0.05853627,0.30931131,0.50116288,0.46251392,0.05550991,0.31675799
0.84342171,2.13688958,0.19539324,0.90426867,0.06028336,0.31015845,0.49617066,0.47001763,0.05634049,0.31687666
0.84942471,2.13966072,0.19227260,0.89480895,0.06213940,0.31127091,0.49191208,0.47945226,0.05741973,0.31769905
0.85542771,2.14805542,0.19067977,0.88771945,0.06407751,0.31264222,0.48841403,0.49072721,0.05875179,0.31924967
0.86143072,2.16195248,0.19053651,0.88301830,0.06607259,0.31425943,0.48568982,0.50373518,0.06033780,0.32154538
0.86743372,2.18118925,0.19176529,0.88071115,0.06810108,0.31610324,0.48373904,0.51835087,0.06217545,0.32459419
0.87343672,2.20555395,0.19428925,0.88078752,0.07014070,0.31814805,0.48254741,0.53442922,0.06425853,0.32839417
0.87943972,2.23477632,0.19803142,0.88321609,0.07217002,0.32036185,0.48208640,0.55180355,0.06657655,0.33293226
0.88544272,2.26851736,0.20291315,0.88793927,0.07416812,0.32270610,0.48231281,0.57028370,0.06911441,0.33818317
0.89144572,2.30635911,0.20885217,0.89486755,0.07611414,0.32513553,0.48316824,0.58965459,0.07185221,0.34410845
0.89744872,2.34779548,0.21576037,0.90387388,0.07798700,0.32759791,0.48457856,0.60967536,0.07476513,0.35065582
0.90345173,2.39222532,0.22354162,0.91478877,0.07976515,0.33003388,0.48645357,0.63007938,0.07782356,0.35775880
0.90945473,2.43894856,0.23208988,0.92739652,0.08142651,0.33237689,0.48868689,0.65057549,0.08099332,0.36533682
0.91545773,2.48716668,0.24128774,0.94143305,0.08294856,0.33455337,0.49115624,0.67085043,0.08423616,0.37329586
0.92146073,2.53598789,0.25100563,0.95658568,0.08430855,0.33648310,0.49372430,0.69057289,0.08751044,0.38152964
0.92746373,2.58443776,0.26110192,0.97249528,0.08548400,0.33808008,0.49624024,0.70939890,0.09077198,0.38992146
0.93346673,2.63147527,0.27142376,0.98876074,0.08645322,0.33925363,0.49854193,0.72697870,0.09397514,0.39834661
0.93946973,2.67601423,0.28180892,1.00494602,0.08719605,0.33991006,0.50045896,0.74296488,0.09707402,0.40667535
0.94547274,2.71694933,0.29208845,1.02058940,0.08769465,0.33995469,0.50181646,0.75702146,0.10002379,0.41477634
0.95147574,2.75318592,0.30209016,1.03521487,0.08793430,0.33929429,0.50243948,0.76883355,0.10278203,0.42252042
0.95747874,2.78367238,0.31164260,1.04834504,0.08790426,0.33783979,0.50215800,0.77811728,0.10531014,0.42978445
0.96348174,2.80743335,0.32057952,1.05951510,0.08759845,0.33550928,0.50081218,0.78462931,0.10757453,0.43645519
0.96948474,2.82360239,0.32874451,1.06828719,0.08701606,0.33223101,0.49825780,0.78817552,0.10954782,0.44243280
0.97548774,2.83145206,0.33599555,1.07426443,0.08616198,0.32794636,0.49437144,0.78861847,0.11120971,0.44763395
0.98149075,2.83042009,0.34220917,1.07710395,0.08504695,0.32261259,0.48905525,0.78588293,0.11254760,0.45199411
0.98749375,2.82012977,0.34728416,1.07652826,0.08368756,0.31620524,0.48224101,0.77995941,0.11355690,0.45546905
0.99349675,2.80040364,0.35114444,1.07233428,0.08210587,0.30871991,0.47389319,0.77090512,0.11424098,0.45803534
0.99949975,2.77126945,0.35374101,1.06439967,0.08032884,0.30017353,0.46401091,0.75884253,0.11461080,0.45968973
1.00550275,2.73295798,0.35505281,1.05268611,0.07838754,0.29060483,0.45262860,0.74395524,0.11468411,0.46044758
1.01150575,2.68589279,0.35508658,1.03723927,0.07631610,0.28007404,0.43981530,0.72648159,0.11448442,0.46034020
1.01750875,2.63067243,0.35387559,1.01818564,0.07415053,0.26866187,0.42567266,0.70670607,0.11403966,0.45941145
1.02351176,2.56804595,0.35147727,0.99572637,0.07192747,0.25646767,0.41033172,0.68494908,0.11338069,0.45771368
1.02951476,2.49888311,0.34797016,0.97012838,0.06968285,0.24360694,0.39394857,0.66155555,0.11253969,0.45530331
1.03551776,2.42414092,0.34345002,0.94171349,0.06745067,0.23020835,0.37669923,0.63688292,0.11154852,0.45223637
1.04152076,2.34482831,0.33802551,0.91084583,0.06526178,0.21641024,0.35877387,0.61128918,0.11043717,0.44856423
1.04752376,2.26197071,0.33181365,0.87791852,0.06314293,0.20235696,0.34037081,0.58512152,0.10923241,0.44432992
1.05352676,2.17657651,0.32493532,0.84334012,0.06111595,0.18819497,0.32169046,0.55870616,0.10795667,0.43956523
1.05952976,2.08960698,0.31751095,0.80752154,0.05919720,0.17406924,0.30292962,0.53233982,0.10662721,0.43428881
1.06553277,2.00195105,0.30965670,0.77086409,0.05739734,0.16011963,0.28427632,0.50628326,0.10525565,0.42850550
1.07153577,1.91440604,0.30148130,0.73374907,0.05572134,0.14647784,0.26590538,0.48075705,0.10384794,0.42220685
1.07753877,1.82766490,0.29308360,0.69652934,0.05416873,0.13326477,0.24797497,0.45593971,0.10240463,0.41537290
1.08354177,1.74231038,0.28455100,0.65952315,0.05273417,0.12058843,0.23062420,0.43196821,0.10092151,0.40797514
1.08954477,1.65881572,0.27595877,0.62301024,0.05140819,0.10854254,0.21397176,0.40894059,0.09939060,0.39998031
1.09554777,1.57755149,0.26737009,0.58723023,0.05017809,0.09720572,0.19811562,0.38692056,0.09780131,0.39135511
1.10155078,1.49879764,0.25883705,0.55238312,0.04902898,0.08664134,0.18313374,0.36594350,0.09614181,0.38207116
1.10755378,1.42275956,0.25040209,0.51863166,0.04794487,0.07689798,0.16908558,0.34602362,0.09440049,0.37211026
1.11355678,1.34958699,0.24210011,0.48610519,0.04690973,0.06801035,0.15601431,0.32716171,0.09256739,0.36146928
1.11955978,1.27939436,0.23396088,0.45490450,0.04590852,0.06000073,0.14394953,0.30935299,0.09063555,0.35016468
1.12556278,1.21228122,0.22601165,0.42510747,0.04492817,0.05288066,0.13291024,0.29259464,0.08860224,0.33823612
1.13156578,1.14835152,0.21827976,0.39677486,0.04395829,0.04665293,0.12290801,0.27689269,0.08646990,0.32574917
1.13756878,1.08773071,0.21079523,0.36995602,0.04299189,0.04131362,0.11394991,0.26226764,0.08424689,0.31279681
1.14357179,1.03057977,0.20359300,0.34469410,0.04202574,0.03685421,0.10604131,0.24875897,0.08194792,0.29949961
1.14957479,0.97710553,0.19671494,0.32103059,0.04106066,0.03326351,0.09918821,0.23642798,0.07959414,0.28600476
1.15557779,0.92756693,0.19021135,0.29900891,0.04010155,0.03052951,0.09339913,0.22535909,0.07721296,0.27248379
1.16158079,0.88227718,0.18414207,0.27867705,0.03915728,0.02864084,0.08868631,0.21565953,0.07483764,0.25912928
1.16758379,0.84160172,0.17857706,0.26008914,0.03824040,0.02758801,0.08506641,0.20745749,0.07250650,0.24615056
1.17358679,0.80595245,0.17359649,0.24330603,0.03736666,0.02736422,0.08256053,0.20089884,0.07026203,0.23376881
1.17958979,0.77577866,0.16929040,0.22839497,0.03655453,0.02796575,0.08119361,0.19614267,0.06814976,0.22221161
1.18559280,0.75155503,0.16575784,0.21542852,0.03582447,0.02939199,0.08099332,0.19335574,0.06621704,0.21170725
1.19159580,0.73376760,0.16310565,0.20448282,0.03519832,0.03164505,0.08198846,0.19270626,0.06451176,0.20247906
1.19759880,0.72289802,0.16144682,0.19563539,0.03469848,0.03472893,0.08420698,0.19435705,0.06308093,0.19473990
1.20360180,0.71940707,0.16089860,0.18896267,0.03434723,0.03864841,0.08767377,0.19845850,0.06196941,0.18868710
1.20960480,0.72371773,0.16158019,0.18453739,0.03416597,0.04340761,0.09240821,0.20514146,0.06121861,0.18449776
1.21560780,0.73619861,0.16361029,0.18242591,0.03417454,0.04900833,0.09842176,0.21451043,0.06086521,0.18232487
1.22161081,0.75714810,0.16710439,0.18268565,0.03439057,0.05544816,0.10571562,0.22663704,0.06094012,0.18229393
1.22761381,0.78677973,0.17217184,0.18536272,0.03482889,0.06271864,0.11427856,0.24155436,0.06146742,0.18450039
1.23361681,0.82520902,0.17891284,0.19048965,0.03550105,0.07080328,0.12408503,0.25925180,0.06246356,0.18900770
1.23961981,0.87244229,0.18741528,0.19808347,0.03641490,0.07967574,0.13509374,0.27967123,0.06393663,0.19584611
1.24562281,0.92836750,0.19775150,0.20814389,0.03757422,0.08929821,0.14724659,0.30270401,0.06588588,0.20501203
1.25162581,0.99274735,0.20997504,0.22065170,0.03897851,0.09961999,0.16046815,0.32818937,0.06830135,0.21646789
1.25762881,1.06521481,0.22411743,0.23556737,0.04062283,0.11057644,0.17466566,0.35591409,0.07116379,0.23014256
1.26363182,1.14527113,0.24018507,0.25282966,0.04249772,0.12208836,0.18972956,0.38561347,0.07444464,0.24593210
1.26963482,1.23228642,0.25815624,0.27235442,0.04458921,0.13406183,0.20553450,0.41697381,0.07810639,0.26370089
1.27563782,1.32550271,0.27797844,0.29403335,0.04687894,0.14638853,0.22194082,0.44963618,0.08210298,0.28328300
1.28164082,1.42403961,0.29956604,0.31773287,0.04934432,0.15894661,0.23879642,0.48320159,0.08638050,0.30448389
1.28764382,1.52690243,0.32279838,0.34329300,0.05195875,0.17160218,0.25593900,0.51723741,0.09087803,0.32708223
1.29364682,1.63299281,0.34751856,0.37052642,0.05469196,0.18421119,0.27319845,0.55128490,0.09552869,0.35083212
1.29964982,1.74112159,0.37353282,0.39921767,0.05751038,0.19662198,0.29039950,0.58486773,0.10026084,0.37546537
1.30565283,1.85002412,0.40061087,0.42912270,0.06037750,0.20867813,0.30736439,0.61750138,0.10499939,0.40069424
1.31165583,1.95837763,0.42848715,0.45996878,0.06325443,0.22022181,0.32391559,0.64870301,0.10966729,0.42621442
1.31765883,2.06482072,0.45686315,0.49145515,0.06610035,0.23109742,0.33987848,0.67800177,0.11418703,0.45170836
1.32366183,2.16797467,0.48541094,0.52325426,0.06887314,0.24115534,0.35508394,0.70494912,0.11848226,0.47684917
1.32966483,2.26646652,0.51377787,0.55501409,0.07152997,0.25025590,0.36937090,0.72912907,0.12247938,0.50130482
1.33566783,2.35895356,0.54159254,0.58636145,0.07402801,0.25827328,0.38258879,0.75016791,0.12610914,0.52474292
1.34167084,2.44414893,0.56847186,0.61690658,0.07632508,0.26509921,0.39459991,0.76774324,0.12930820,0.54683604
1.34767384,2.52084798,0.59402933,0.64624884,0.07838047,0.27064653,0.40528171,0.78159209,0.13202060,0.56726734
1.35367684,2.58795484,0.61788408,0.67398387,0.08015572,0.27485222,0.41452911,0.79151776,0.13419908,0.58573679
1.35967984,2.64450864,0.63967071,0.69971177,0.08161534,0.27768007,0.42225674,0.79739532,0.13580628,0.60196747
1.36568284,2.68970868,0.65904949,0.72304635,0.08272769,0.27912266,0.42840108,0.79917557,0.13681576,0.61571215
1.37168584,2.72293778,0.67571653,0.74362521,0.08346574,0.27920269,0.43292262,0.79688711,0.13721278,0.62675977
1.37768884,2.74378294,0.68941372,0.76112018,0.08380775,0.27797357,0.43580780,0.79063681,0.13699485,0.63494154
1.38369185,2.75205245,0.69993779,0.77524786,0.08373795,0.27551915,0.43707078,0.78060823,0.13617201,0.64013663
1.38969485,2.74778862,0.70714828,0.78577966,0.08324708,0.27195270,0.43675481,0.76705821,0.13476684,0.64227698
1.39569785,2.73127515,0.71097385,0.79255105,0.08233280,0.26741496,0.43493322,0.75031168,0.13281418,0.64135102
1.40170085,2.70303860,0.71141665,0.79546926,0.08099989,0.26207150,0.43170970,0.73075464,0.13036048,0.63740613
1.40770385,2.66384331,0.70855444,0.79451921,0.07926038,0.25610916,0.42721793,0.70882562,0.12746296,0.63054954
1.41370685,2.61467937,0.70254027,0.78976713,0.07713336,0.24973193,0.42162025,0.68500573,0.12418839,0.62094757
1.41970985,2.55674369,0.69359954,0.78136151,0.07464465,0.24315617,0.41510543,0.65980755,0.12061165,0.60882307
1.42571286,2.49141422,0.68202450,0.76953135,0.07182624,0.23660534,0.40788536,0.63376318,0.11681398,0.59445110
1.43171586,2.42021797,0.66816641,0.75458141,0.06871559,0.23030446,0.40019067,0.60741180,0.11288111,0.57815290
1.43771886,2.34479353,0.65242542,0.73688472,0.06535468,0.22447429,0.39226548,0.58128695,0.10890117,0.56028828
1.44372186,2.26684932,0.63523876,0.71687247,0.06178898,0.21932560,0.38436109,0.55590414,0.10496249,0.54124672
1.44972486,2.18811886,0.61706757,0.69502162,0.05806633,0.21505349,0.37672915,0.53174885,0.10115137,0.52143742
1.45572786,2.11031466,0.59838297,0.67184081,0.05423573,0.21183219,0.36961420,0.50926557,0.09754990,0.50127876
1.46173087,2.03508253,0.57965196,0.64785505,0.05034613,0.20981020,0.36324616,0.48884806,0.09423382,0.48118751
1.46773387,1.96395788,0.56132377,0.62358987,0.04644529,0.20910628,0.35783289,0.47083111,0.09127055,0.46156818
1.47373687,1.89832586,0.54381725,0.59955567,0.04257870,0.20980620,0.35355320,0.45548421,0.08871746,0.44280309
